Orthogroup	A_vesiculosa.proteins	V_vinifera.proteins
OG0001128	Av_00011141-RA, Av_00009925-RA	VIT_218s0001g11740.10, VIT_218s0001g11740.11, VIT_218s0001g11740.4, VIT_218s0001g11740.8, VIT_218s0001g11740.5, VIT_218s0001g11740.2, VIT_218s0001g11740.3, VIT_218s0001g11740.1, VIT_218s0001g11740.6, VIT_218s0001g11740.7, VIT_218s0001g11740.9
OG0001130	Av_00003349-RA	VIT_201s0137g00360.1
OG0001131	Av_00012194-RA, Av_00003942-RA, Av_00024146-RA, Av_00024254-RA	VIT_214s0083g01100.1
OG0001131	Av_00013756-RA	VIT_217s0000g05030.1
OG0001132	Av_00019931-RA, Av_00023061-RA, Av_00015604-RA, Av_00009121-RA	VIT_214s0006g02910.4, VIT_214s0006g02910.3, VIT_214s0006g02910.1, VIT_214s0006g02910.2
OG0001132	Av_00017013-RA, Av_00003316-RA	VIT_201s0011g03580.2, VIT_201s0011g03580.1, VIT_201s0011g03580.3
OG0001133	Av_00010656-RA, Av_00005566-RA, Av_00006022-RA	VIT_214s0006g00520.1, VIT_214s0006g00520.4, VIT_214s0006g00520.2, VIT_214s0006g00520.3
OG0001133	Av_00007651-RA	VIT_201s0011g05500.6, VIT_201s0011g05500.5, VIT_201s0011g05500.4, VIT_201s0011g05500.1, VIT_201s0011g05500.2, VIT_201s0011g05500.3
OG0001134	Av_00016957-RA, Av_00015507-RA, Av_00000889-RA, Av_00024302-RA, Av_00005274-RA, Av_00002700-RA	VIT_201s0026g01950.1
OG0001136	Av_00001386-RA, Av_00020898-RA, Av_00006264-RA	VIT_217s0000g01860.1, VIT_217s0000g01860.2
OG0001143	Av_00019875-RA, Av_00000834-RA, Av_00009733-RA, Av_00021289-RA, Av_00024083-RA	VIT_200s0184g00110.1
OG0001144	Av_00021787-RA, Av_00007348-RA	VIT_206s0004g06810.1, VIT_206s0004g06800.1
OG0001145	Av_00015033-RA, Av_00009243-RA	VIT_201s0244g00030.1
OG0001145	Av_00001293-RA, Av_00016262-RA, Av_00015098-RA	VIT_214s0030g00740.1, VIT_205s0020g01980.4, VIT_205s0020g01980.3, VIT_205s0020g01980.1, VIT_205s0020g01980.2
OG0001146	Av_00013380-RA	VIT_208s0007g01030.2, VIT_208s0007g01040.1
OG0001147	Av_00018034-RA	VIT_208s0007g03520.1, VIT_208s0007g03520.2, VIT_208s0007g03520.4, VIT_208s0007g03520.3
OG0001147	Av_00022169-RA, Av_00025006-RA	VIT_208s0007g03500.1, VIT_208s0007g03500.3, VIT_208s0007g03500.2, VIT_208s0007g03500.4
OG0001148	Av_00010109-RA, Av_00014300-RA	VIT_208s0056g00190.5, VIT_208s0056g00190.1, VIT_208s0056g00190.2, VIT_208s0056g00190.3, VIT_208s0056g00190.4, VIT_210s0071g01060.2, VIT_210s0071g01060.1
OG0001148	Av_00006494-RA, Av_00011898-RA, Av_00007025-RA	VIT_206s0004g00130.1
OG0001149	Av_00017624-RA, Av_00013044-RA, Av_00009220-RA, Av_00015049-RA	VIT_216s0098g00830.1
OG0001149	Av_00016121-RA, Av_00016088-RA	VIT_208s0040g00600.1, VIT_213s0067g00710.1
OG0001151	Av_00001464-RA, Av_00022861-RA	VIT_207s0005g06290.1
OG0001151	Av_00013035-RA, Av_00018867-RA, Av_00009480-RA	VIT_216s0098g01230.1
OG0001152	Av_00011912-RA, Av_00007038-RA	VIT_213s0074g00210.2, VIT_213s0074g00210.1
OG0001152	Av_00005062-RA, Av_00022734-RA, Av_00020023-RA	VIT_208s0007g04170.1
OG0001153	Av_00002033-RA, Av_00001568-RA, Av_00013554-RA, Av_00002034-RA	VIT_216s0039g00740.7, VIT_216s0039g00740.3, VIT_216s0039g00740.2, VIT_216s0039g00740.4, VIT_216s0039g00740.1, VIT_216s0039g00740.6, VIT_216s0039g00740.5, VIT_216s0039g00740.8, VIT_216s0039g00740.9, VIT_216s0039g00740.10
OG0001154	Av_00002051-RA, Av_00012886-RA	VIT_208s0007g07570.17, VIT_208s0007g07570.16, VIT_208s0007g07570.4, VIT_208s0007g07570.8, VIT_208s0007g07570.6, VIT_208s0007g07570.3, VIT_208s0007g07570.13, VIT_208s0007g07570.19, VIT_208s0007g07570.20, VIT_208s0007g07570.18, VIT_208s0007g07570.14, VIT_208s0007g07570.7, VIT_208s0007g07570.2, VIT_208s0007g07570.15, VIT_208s0007g07570.12, VIT_208s0007g07570.10, VIT_208s0007g07570.11, VIT_208s0007g07570.9, VIT_208s0007g07570.1, VIT_208s0007g07570.5
OG0001155	Av_00000456-RA, Av_00021597-RA, Av_00001969-RA, Av_00017912-RA	VIT_207s0151g00440.1
OG0001155	Av_00006860-RA, Av_00007916-RA, Av_00010797-RA, Av_00010226-RA	VIT_218s0001g08610.1
OG0001156	Av_00008807-RA	VIT_203s0091g00250.3, VIT_203s0091g00250.6, VIT_203s0091g00250.1, VIT_203s0091g00250.2, VIT_203s0091g00250.4, VIT_203s0091g00250.5
OG0001157	Av_00017924-RA, Av_00001984-RA	VIT_218s0001g09320.1
OG0001157	Av_00016353-RA	VIT_207s0129g00410.1
OG0001157	Av_00000443-RA, Av_00017921-RA	VIT_207s0129g00270.2, VIT_207s0129g00270.1
OG0001158	Av_00002005-RA, Av_00000306-RA, Av_00007713-RA	VIT_203s0063g00100.3, VIT_203s0063g00100.2, VIT_203s0063g00100.1, VIT_203s0063g00100.6, VIT_203s0063g00100.4, VIT_203s0063g00100.5, VIT_207s0031g00250.9, VIT_207s0031g00250.8, VIT_207s0031g00250.6, VIT_207s0031g00250.2, VIT_207s0031g00250.1, VIT_207s0031g00250.3, VIT_207s0031g00250.5, VIT_207s0031g00250.4, VIT_207s0031g00250.10, VIT_207s0031g00250.7
OG0001159	Av_00001821-RA, Av_00013734-RA	VIT_212s0034g01780.2, VIT_212s0034g01780.7, VIT_212s0034g01780.9, VIT_212s0034g01780.6, VIT_212s0034g01780.4, VIT_212s0034g01780.10, VIT_212s0034g01780.1, VIT_212s0034g01780.3, VIT_212s0034g01780.5, VIT_212s0034g01780.8
OG0001160	Av_00021609-RA, Av_00007413-RA	VIT_218s0122g01440.4, VIT_218s0122g01440.5, VIT_218s0122g01440.1, VIT_218s0122g01440.2, VIT_218s0122g01440.3, VIT_218s0122g01440.6
OG0001162	Av_00024066-RA	VIT_218s0122g00970.7, VIT_218s0122g00970.4, VIT_218s0122g00970.6, VIT_218s0122g00970.3, VIT_218s0122g00970.5, VIT_218s0122g00970.1, VIT_218s0122g00970.2
OG0001162	Av_00001910-RA	VIT_207s0031g02180.2, VIT_207s0031g02180.4, VIT_207s0031g02180.1, VIT_207s0031g02180.3
OG0001163	Av_00000983-RA	VIT_203s0180g00140.1
OG0001164	Av_00003625-RA, Av_00007131-RA, Av_00003623-RA	VIT_203s0017g00530.2, VIT_203s0017g00530.1, VIT_203s0017g00530.5, VIT_203s0017g00530.4, VIT_203s0017g00530.3, VIT_203s0017g00530.6, VIT_203s0017g00530.7
OG0001165	Av_00019116-RA, Av_00010199-RA, Av_00004209-RA	VIT_204s0023g03220.1, VIT_204s0023g03220.2, VIT_218s0001g13970.1, VIT_218s0001g13970.2, VIT_218s0001g13970.3, VIT_218s0001g13970.5, VIT_218s0001g13970.4
OG0001166	Av_00010620-RA	VIT_200s0187g00260.1, VIT_200s0187g00305.1, VIT_200s2300g00010.1
OG0001167	Av_00004440-RA, Av_00004113-RA	VIT_200s0125g00430.1
OG0001168	Av_00010980-RA	VIT_215s0021g02570.1, VIT_215s0021g02570.3, VIT_215s0021g02570.2
OG0001169	Av_00007414-RA, Av_00003759-RA	VIT_218s0001g14170.1, VIT_218s0001g14170.2
OG0001170	Av_00011152-RA, Av_00009930-RA	VIT_218s0001g12430.1, VIT_203s0063g02530.6, VIT_203s0063g02530.1, VIT_203s0063g02530.2, VIT_203s0063g02530.8, VIT_203s0063g02530.5, VIT_203s0063g02530.7, VIT_203s0063g02530.3, VIT_203s0063g02530.4
OG0001171	Av_00009785-RA	VIT_203s0038g03200.2, VIT_203s0038g03200.3, VIT_203s0038g03200.1
OG0001172	Av_00003063-RA	VIT_210s0116g00480.1
OG0001172	Av_00004757-RA	VIT_212s0057g00520.3, VIT_212s0057g00520.4, VIT_212s0057g00520.2, VIT_212s0057g00520.1
OG0001173	Av_00008957-RA, Av_00022076-RA, Av_00005951-RA, Av_00005620-RA	VIT_210s0116g00760.1
OG0001173	Av_00024745-RA	VIT_219s0177g00300.1
OG0001174	Av_00024102-RA	VIT_210s0003g00880.4, VIT_210s0003g00880.2, VIT_210s0003g00880.5, VIT_210s0003g00880.3, VIT_210s0003g00880.1
OG0001175	Av_00023515-RA	VIT_213s0084g00170.5, VIT_213s0084g00170.4, VIT_213s0084g00170.3, VIT_213s0084g00170.1, VIT_213s0084g00170.2
OG0001176	Av_00010612-RA, Av_00005980-RA	VIT_200s0516g00020.1
OG0001177	Av_00024804-RA	VIT_202s0025g04540.1, VIT_202s0025g04540.2
OG0001178	Av_00015006-RA	VIT_217s0000g09780.1
OG0001178	Av_00016580-RA, Av_00014052-RA	VIT_216s0013g00620.2, VIT_216s0013g00620.1, VIT_216s0013g00620.3
OG0001179	Av_00006761-RA, Av_00008043-RA	VIT_209s0002g01540.1, VIT_209s0002g01540.2
OG0001179	Av_00000940-RA, Av_00011362-RA	VIT_211s0016g01460.5, VIT_211s0016g01460.3, VIT_211s0016g01460.2, VIT_211s0016g01460.1, VIT_211s0016g01460.4
OG0001180	Av_00010811-RA	VIT_201s0011g05480.1
OG0001180	Av_00004035-RA, Av_00009043-RA	VIT_211s0016g05000.1
OG0001182	Av_00015227-RA, Av_00003212-RA, Av_00013904-RA	VIT_215s0048g01870.4, VIT_215s0048g01870.6, VIT_215s0048g01870.2, VIT_215s0048g01870.3, VIT_215s0048g01870.8, VIT_215s0048g01870.1, VIT_215s0048g01870.10, VIT_215s0048g01870.5, VIT_215s0048g01870.7, VIT_215s0048g01870.9
OG0001183	Av_00001636-RA, Av_00009423-RA	VIT_216s0050g01180.2, VIT_216s0050g01180.1
OG0001183	Av_00000034-RA, Av_00003237-RA	VIT_215s0046g02260.1, VIT_215s0046g02260.2
OG0001185	Av_00023435-RA	VIT_201s0011g06180.2, VIT_201s0011g06180.1, VIT_207s0005g04330.1, VIT_201s0011g06180.3
OG0001186	Av_00004004-RA, Av_00003805-RA, Av_00007375-RA	VIT_211s0118g00480.1, VIT_211s0118g00480.2
OG0001187	Av_00015879-RA, Av_00025027-RA	VIT_202s0087g00880.3, VIT_202s0087g00880.1, VIT_202s0087g00880.2
OG0001188	Av_00010452-RA, Av_00010451-RA, Av_00018545-RA	VIT_202s0025g00040.1
OG0001188	Av_00011431-RA, Av_00014658-RA, Av_00008623-RA	VIT_215s0046g01790.1
OG0001189	Av_00005533-RA, Av_00005443-RA, Av_00003011-RA	VIT_219s0176g00090.1
OG0001190	Av_00013119-RA, Av_00008540-RA, Av_00021433-RA	VIT_212s0059g01820.2, VIT_212s0059g01820.3, VIT_212s0059g01820.1
OG0001191	Av_00008502-RA, Av_00025013-RA	VIT_206s0009g00410.2, VIT_206s0009g00410.1
OG0001192	Av_00022080-RA	VIT_210s0116g00410.3, VIT_210s0116g00410.1, VIT_210s0116g00410.2
OG0001193	Av_00003815-RA, Av_00005059-RA, Av_00022735-RA, Av_00023823-RA	VIT_206s0061g01240.1, VIT_206s0009g03080.1, VIT_203s0132g00020.1, VIT_208s0007g03940.2, VIT_208s0007g03940.1
OG0001194	Av_00011564-RA	VIT_219s0090g01120.2, VIT_219s0090g01120.3, VIT_219s0090g01120.1
OG0001196	Av_00018794-RA, Av_00013209-RA, Av_00001582-RA	VIT_208s0007g07580.6, VIT_208s0007g07580.5, VIT_208s0007g07580.3, VIT_208s0007g07580.1, VIT_208s0007g07580.2, VIT_208s0007g07580.4
OG0001197	Av_00014284-RA, Av_00012852-RA, Av_00014079-RA	VIT_203s0017g00990.2, VIT_203s0017g00990.3, VIT_203s0017g00990.1
OG0001197	Av_00003588-RA, Av_00008272-RA, Av_00013606-RA	VIT_219s0027g00490.2, VIT_219s0027g00490.1
OG0001199	Av_00000207-RA, Av_00007846-RA	VIT_219s0014g02310.9, VIT_219s0014g02310.8, VIT_219s0014g02310.7, VIT_219s0014g02310.6, VIT_219s0014g02310.3, VIT_219s0014g02310.4, VIT_219s0014g02310.2, VIT_219s0014g02310.1, VIT_219s0014g02310.5
OG0001201	Av_00006193-RA, Av_00008454-RA	VIT_201s0026g01610.9, VIT_201s0026g01610.3, VIT_201s0026g01610.4, VIT_201s0026g01610.2, VIT_201s0026g01610.8, VIT_201s0026g01610.6, VIT_201s0026g01610.1, VIT_201s0026g01610.5, VIT_201s0026g01610.7, VIT_201s0026g01610.10, VIT_202s0087g00130.5, VIT_202s0087g00130.6, VIT_202s0087g00130.10, VIT_202s0087g00130.8, VIT_202s0087g00130.11, VIT_202s0087g00130.9, VIT_202s0087g00130.1, VIT_202s0087g00130.2, VIT_202s0087g00130.4, VIT_202s0087g00130.7, VIT_202s0087g00130.3
OG0001202	Av_00013233-RA	VIT_205s0020g02540.1
OG0001203	Av_00007539-RA, Av_00006433-RA	VIT_201s0026g01460.1
OG0001203	Av_00001393-RA	VIT_214s0066g02560.2, VIT_214s0066g02560.1
OG0001204	Av_00003004-RA, Av_00005438-RA	VIT_202s0488g00020.2, VIT_202s0488g00020.1
OG0001205	Av_00011574-RA, Av_00017617-RA	VIT_217s0000g03850.1, VIT_217s0000g03850.2
OG0001216	Av_00015658-RA	VIT_208s0007g03540.2, VIT_208s0007g03540.1, VIT_208s0007g03570.1, VIT_208s0007g03570.2, VIT_208s0007g03550.1
OG0001216	Av_00002801-RA	VIT_205s0124g00280.3, VIT_205s0124g00280.2, VIT_205s0124g00290.1, VIT_205s0124g00280.1, VIT_208s0007g03560.1
OG0001217	Av_00006918-RA, Av_00021033-RA	VIT_214s0060g02070.8, VIT_214s0060g02070.3, VIT_214s0060g02070.2, VIT_214s0060g02070.1, VIT_214s0060g02070.4, VIT_214s0060g02070.5, VIT_214s0060g02070.7, VIT_214s0060g02070.9, VIT_214s0060g02070.6
OG0001218	Av_00016239-RA, Av_00001345-RA, Av_00016141-RA	VIT_214s0036g00570.6, VIT_214s0036g00570.3, VIT_214s0036g00570.1, VIT_214s0036g00570.4, VIT_214s0036g00570.2, VIT_214s0036g00570.5
OG0001219	Av_00019688-RA, Av_00013354-RA, Av_00006131-RA	VIT_208s0040g03300.1, VIT_206s0004g04270.1
OG0001220	Av_00005717-RA	VIT_213s0019g02700.1
OG0001221	Av_00013245-RA, Av_00017870-RA	VIT_205s0020g02050.2, VIT_205s0020g02050.1
OG0001222	Av_00012653-RA, Av_00008465-RA, Av_00017382-RA	VIT_206s0061g00890.3, VIT_206s0061g00890.4, VIT_206s0061g00890.1, VIT_206s0061g00890.2
OG0001223	Av_00011547-RA	VIT_200s0531g00050.2, VIT_200s0531g00050.1
OG0001223	Av_00006212-RA, Av_00012758-RA	VIT_212s0057g01200.5, VIT_212s0057g01200.1, VIT_212s0057g01200.2, VIT_212s0057g01200.3, VIT_212s0057g01200.6
OG0001224	Av_00007018-RA, Av_00011881-RA, Av_00017847-RA	VIT_206s0004g00910.2, VIT_206s0004g00910.1, VIT_213s0156g00090.1
OG0001225	Av_00011246-RA	VIT_217s0000g06750.1
OG0001225	Av_00022195-RA, Av_00023248-RA	VIT_218s0075g00490.1
OG0001227	Av_00001711-RA	VIT_217s0000g08550.1
OG0001227	Av_00013304-RA, Av_00007356-RA	VIT_206s0004g06280.1
OG0001228	Av_00006759-RA, Av_00006757-RA	VIT_219s0085g00795.1, VIT_219s0085g00740.2, VIT_219s0085g00740.1
OG0001229	Av_00018380-RA	VIT_201s0011g01180.8, VIT_201s0011g01180.6, VIT_201s0011g01180.5, VIT_201s0011g01180.7, VIT_201s0011g01180.2, VIT_201s0011g01180.9, VIT_201s0011g01180.1, VIT_201s0011g01180.4, VIT_201s0011g01180.3
OG0001230	Av_00020265-RA	VIT_212s0134g00550.1
OG0001231	Av_00022544-RA	VIT_218s0001g11910.1, VIT_218s0001g11910.3
OG0001232	Av_00019191-RA	VIT_204s0023g01720.2, VIT_204s0023g01720.1, VIT_204s0023g01720.7, VIT_204s0023g01720.8, VIT_204s0023g01720.4, VIT_204s0023g01720.5, VIT_204s0023g01720.6, VIT_204s0023g01720.3
OG0001233	Av_00013992-RA, Av_00011486-RA, Av_00000080-RA	VIT_218s0001g05800.2, VIT_218s0001g05800.3, VIT_218s0001g05800.5, VIT_218s0001g05800.4, VIT_218s0001g05800.1
OG0001234	Av_00018995-RA	VIT_207s0031g02240.1
OG0001234	Av_00004863-RA, Av_00024064-RA, Av_00024150-RA, Av_00012101-RA	VIT_218s0122g00910.1
OG0001236	Av_00004617-RA, Av_00019036-RA	VIT_203s0088g00990.2, VIT_203s0088g00990.4, VIT_203s0088g00990.3, VIT_203s0088g00990.1, VIT_203s0088g00990.5
OG0001237	Av_00017986-RA	VIT_218s0001g07520.1, VIT_218s0001g07500.1, VIT_200s0313g00020.2, VIT_200s0313g00020.1, VIT_200s0313g00020.3
OG0001238	Av_00003162-RA, Av_00008674-RA	VIT_203s0017g01350.1, VIT_218s0001g06290.1, VIT_207s0191g00060.1
OG0001241	Av_00020690-RA, Av_00003659-RA, Av_00007488-RA	VIT_200s1397g00010.1, VIT_200s0776g00020.1, VIT_200s1406g00010.3, VIT_200s1406g00010.2, VIT_200s1406g00010.4, VIT_200s1406g00010.1
OG0001242	Av_00016319-RA	VIT_204s0023g02810.1, VIT_204s0023g02810.2
OG0001243	Av_00003606-RA, Av_00007115-RA, Av_00001101-RA, Av_00021245-RA	VIT_211s0065g00140.3, VIT_211s0065g00140.4, VIT_211s0065g00140.2, VIT_211s0065g00140.1
OG0001244	Av_00014634-RA	VIT_215s0048g02760.3, VIT_215s0048g02760.4, VIT_215s0048g02760.2, VIT_215s0048g02760.1
OG0001244	Av_00015204-RA, Av_00021527-RA	VIT_215s0048g00710.2, VIT_215s0048g00710.1, VIT_215s0048g00710.3, VIT_215s0048g00710.4
OG0001245	Av_00019450-RA, Av_00004051-RA	VIT_204s0008g04380.2, VIT_204s0008g04380.1, VIT_211s0016g04240.5, VIT_211s0016g04240.2, VIT_211s0016g04240.4, VIT_211s0016g04240.3, VIT_211s0016g04240.1, VIT_211s0016g04240.6, VIT_211s0016g04240.7
OG0001246	Av_00023141-RA, Av_00010765-RA, Av_00022717-RA	VIT_209s0002g02330.2, VIT_209s0002g02330.1
OG0001248	Av_00017345-RA, Av_00008496-RA, Av_00007324-RA, Av_00013271-RA	VIT_206s0080g01110.1, VIT_206s0080g01110.2, VIT_206s0080g01110.3
OG0001249	Av_00016211-RA	VIT_213s0073g00600.2, VIT_213s0073g00600.1
OG0001250	Av_00022131-RA, Av_00013162-RA	VIT_208s0007g08970.1
OG0001250	Av_00005710-RA, Av_00017276-RA, Av_00015631-RA, Av_00011995-RA	VIT_208s0007g01690.1, VIT_213s0019g03270.1
OG0001252	Av_00017710-RA, Av_00011177-RA	VIT_217s0000g09500.1, VIT_217s0000g09500.3
OG0001253	Av_00000681-RA, Av_00011851-RA, Av_00006993-RA, Av_00016551-RA, Av_00006537-RA	VIT_206s0061g00260.1, VIT_206s0061g00230.1, VIT_206s0061g00230.2, VIT_206s0061g00230.3
OG0001255	Av_00000404-RA, Av_00015361-RA	VIT_218s0001g12120.1, VIT_204s0023g01360.4, VIT_204s0023g01360.3, VIT_204s0023g01360.1, VIT_204s0023g01360.2
OG0001256	Av_00011395-RA, Av_00015959-RA, Av_00008826-RA	VIT_201s0011g06600.1, VIT_204s0079g00600.1, VIT_204s0079g00600.2
OG0001257	Av_00002571-RA	VIT_201s0011g05800.2, VIT_201s0011g05800.1
OG0001257	Av_00024054-RA, Av_00019253-RA	VIT_202s0012g00740.2, VIT_202s0012g00740.3, VIT_202s0012g00740.1, VIT_215s0021g00480.1
OG0001259	Av_00024647-RA, Av_00017843-RA, Av_00016489-RA, Av_00020984-RA	VIT_202s0012g01400.1
OG0001259	Av_00009965-RA, Av_00020222-RA	VIT_216s0039g01560.1, VIT_216s0039g01560.2
OG0001260	Av_00007591-RA, Av_00005225-RA, Av_00002744-RA	VIT_201s0010g00740.1, VIT_201s0010g00740.2
OG0001261	Av_00010499-RA, Av_00015925-RA, Av_00011232-RA, Av_00018467-RA, Av_00015463-RA, Av_00001383-RA, Av_00024050-RA	VIT_214s0068g00330.1
OG0001262	Av_00009108-RA, Av_00005782-RA, Av_00015593-RA	VIT_214s0083g01050.2, VIT_214s0083g01050.1
OG0001262	Av_00002737-RA	VIT_201s0011g00110.2, VIT_201s0011g00110.3, VIT_201s0011g00110.1
OG0001262	Av_00000511-RA	VIT_217s0000g05000.1
OG0001263	Av_00004062-RA	VIT_219s0027g01100.1, VIT_209s0054g01880.1
OG0001271	Av_00000721-RA, Av_00003496-RA, Av_00022192-RA, Av_00023246-RA, Av_00020568-RA, Av_00006743-RA, Av_00009737-RA, Av_00021283-RA	VIT_205s0029g00390.1, VIT_205s0029g00390.2
OG0001272	Av_00023533-RA	VIT_209s0002g01090.1
OG0001273	Av_00004152-RA, Av_00015427-RA, Av_00018162-RA	VIT_204s0008g04700.1
OG0001274	Av_00019381-RA, Av_00023717-RA	VIT_213s0019g03770.1
OG0001275	Av_00018789-RA, Av_00012090-RA, Av_00023645-RA	VIT_205s0051g00340.1
OG0001275	Av_00021760-RA	VIT_209s0002g02240.1
OG0001276	Av_00023906-RA, Av_00002125-RA	VIT_205s0077g01500.1
OG0001276	Av_00021039-RA, Av_00006922-RA, Av_00006660-RA	VIT_214s0060g01550.2, VIT_214s0060g01550.1
OG0001277	Av_00014081-RA	VIT_207s0031g01780.5, VIT_207s0031g01780.3, VIT_207s0031g01780.6, VIT_207s0031g01780.4, VIT_207s0031g01780.1, VIT_207s0031g01780.2
OG0001278	Av_00020979-RA, Av_00013413-RA	VIT_208s0007g00380.4, VIT_208s0007g00380.1, VIT_208s0007g00380.2, VIT_208s0007g00380.3, VIT_208s0007g00380.5
OG0001279	Av_00008479-RA	VIT_206s0061g01440.1, VIT_206s0061g01440.2
OG0001279	Av_00020948-RA, Av_00022216-RA, Av_00023827-RA, Av_00020018-RA, Av_00002925-RA	VIT_208s0007g03770.1
OG0001280	Av_00020238-RA, Av_00021008-RA	VIT_201s0137g00180.1
OG0001280	Av_00003351-RA	VIT_201s0137g00070.1, VIT_201s0137g00170.1, VIT_201s0137g00170.2, VIT_201s0137g00130.1, VIT_201s0137g00160.1
OG0001281	Av_00019950-RA	VIT_207s0005g00940.1
OG0001281	Av_00016204-RA, Av_00006661-RA	VIT_214s0060g01570.1, VIT_214s0060g01570.2
OG0001282	Av_00000697-RA, Av_00013143-RA, Av_00021469-RA	VIT_208s0007g05240.1, VIT_208s0007g05240.3
OG0001282	Av_00010668-RA	VIT_213s0067g02840.1
OG0001283	Av_00002129-RA	VIT_205s0077g01240.5, VIT_205s0077g01240.1, VIT_205s0077g01240.3, VIT_205s0077g01240.4, VIT_205s0077g01240.2
OG0001284	Av_00005968-RA	VIT_210s0116g01030.1, VIT_210s0116g01040.1, VIT_210s0116g01140.1
OG0001284	Av_00010604-RA	VIT_219s0090g00895.1
OG0001285	Av_00014699-RA	VIT_218s0001g05690.7, VIT_218s0001g05690.5, VIT_218s0001g05690.1, VIT_218s0001g05690.3, VIT_218s0001g05690.6, VIT_218s0001g05690.8
OG0001285	Av_00023174-RA	VIT_212s0028g00440.1
OG0001286	Av_00003180-RA, Av_00015258-RA	VIT_218s0001g07370.3, VIT_218s0001g07370.4, VIT_218s0001g07370.2, VIT_218s0001g07370.1
OG0001287	Av_00014239-RA, Av_00011681-RA	VIT_204s0044g01740.1, VIT_204s0044g01740.2, VIT_218s0122g00610.1
OG0001289	Av_00007212-RA	VIT_218s0001g13010.1
OG0001289	Av_00016324-RA, Av_00009894-RA	VIT_204s0023g02420.2, VIT_204s0023g02420.1
OG0001290	Av_00019430-RA, Av_00007154-RA	VIT_203s0038g03730.3, VIT_203s0038g03730.1, VIT_203s0038g03730.2
OG0001291	Av_00019728-RA, Av_00003079-RA	VIT_200s2255g00010.1
OG0001291	Av_00022074-RA, Av_00008959-RA	VIT_200s2038g00010.2, VIT_200s2038g00010.1, VIT_210s0116g00020.1
OG0001292	Av_00012546-RA, Av_00002858-RA, Av_00013427-RA, Av_00016402-RA	VIT_219s0027g00760.2, VIT_219s0027g00760.1
OG0001293	Av_00007832-RA, Av_00020045-RA, Av_00017197-RA	VIT_219s0014g01500.5, VIT_219s0014g01500.2, VIT_219s0014g01500.3, VIT_219s0014g01500.4, VIT_219s0014g01500.1
OG0001294	Av_00017709-RA	VIT_217s0000g09120.3, VIT_217s0000g09120.1
OG0001294	Av_00017159-RA, Av_00018115-RA	VIT_209s0002g02100.2, VIT_209s0002g02100.1
OG0001295	Av_00021427-RA, Av_00024771-RA, Av_00005914-RA	VIT_200s0265g00050.1
OG0001297	Av_00008044-RA, Av_00006760-RA	VIT_209s0002g01480.13, VIT_209s0002g01480.11, VIT_209s0002g01480.17, VIT_209s0002g01480.19, VIT_209s0002g01480.10, VIT_209s0002g01480.15, VIT_209s0002g01480.14, VIT_209s0002g01480.12, VIT_209s0002g01480.18, VIT_209s0002g01480.16, VIT_209s0002g01480.5, VIT_209s0002g01480.20, VIT_209s0002g01480.22, VIT_209s0002g01480.21, VIT_209s0002g01480.8, VIT_209s0002g01480.7, VIT_209s0002g01480.1, VIT_209s0002g01480.3, VIT_209s0002g01480.4, VIT_209s0002g01480.2, VIT_209s0002g01480.9, VIT_209s0002g01480.6
OG0001298	Av_00002053-RA, Av_00022957-RA, Av_00020842-RA	VIT_216s0022g00660.1
OG0001298	Av_00018578-RA, Av_00010372-RA, Av_00014538-RA	VIT_202s0154g00110.2, VIT_202s0154g00110.1, VIT_200s0233g00030.1, VIT_211s0037g00720.1, VIT_211s0037g00710.1, VIT_202s0154g00110.3
OG0001299	Av_00018102-RA, Av_00022240-RA	VIT_209s0002g01740.1
OG0001299	Av_00011115-RA, Av_00009910-RA	VIT_211s0016g01950.3, VIT_211s0016g01950.2, VIT_211s0016g01950.1
OG0001300	Av_00008035-RA, Av_00006766-RA, Av_00023782-RA	VIT_209s0002g01730.1
OG0001301	Av_00004111-RA	VIT_209s0002g02220.1
OG0001302	Av_00000422-RA, Av_00011668-RA, Av_00015339-RA, Av_00014226-RA	VIT_218s0072g00340.1
OG0001303	Av_00017958-RA	VIT_204s0008g07320.1
OG0001303	Av_00023332-RA	VIT_218s0001g15050.1, VIT_218s0001g15050.2, VIT_218s0001g15050.6, VIT_218s0001g15050.4, VIT_218s0001g15050.5
OG0001304	Av_00017573-RA	VIT_209s0054g01070.1
OG0001304	Av_00003610-RA, Av_00007121-RA	VIT_211s0065g00420.1
OG0001305	Av_00001488-RA, Av_00021966-RA	VIT_202s0025g01590.2, VIT_202s0025g01590.1
OG0001307	Av_00011982-RA	VIT_213s0067g01110.4, VIT_213s0067g01110.3, VIT_213s0067g01110.2, VIT_213s0067g01110.1
OG0001308	Av_00005114-RA, Av_00009699-RA	VIT_205s0020g04800.1
OG0001308	Av_00002307-RA, Av_00001419-RA, Av_00000810-RA	VIT_207s0141g00730.2, VIT_207s0141g00730.5, VIT_207s0141g00730.3, VIT_207s0141g00730.4, VIT_207s0141g00730.6, VIT_207s0141g00730.1
OG0001309	Av_00021205-RA	VIT_208s0007g02130.2, VIT_208s0007g02130.4, VIT_208s0007g02130.3, VIT_208s0007g02130.5, VIT_208s0007g02130.1, VIT_208s0007g02130.6, VIT_208s0007g02130.7
OG0001310	Av_00003067-RA, Av_00024268-RA	VIT_205s0062g00780.2, VIT_205s0062g00780.1
