Orthogroup	A_vesiculosa.proteins	L_sativa.proteins
OG0001224	Av_00007018-RA, Av_00011881-RA, Av_00017847-RA	Lsat_1_v5_gn_2_101621.3, Lsat_1_v5_gn_2_101621.1, Lsat_1_v5_gn_7_33800.3, Lsat_1_v5_gn_7_33800.1
OG0001225	Av_00009730-RA	Lsat_1_v5_gn_9_16160.3, Lsat_1_v5_gn_9_16160.1
OG0001225	Av_00011246-RA	Lsat_1_v5_gn_5_21660.1
OG0001225	Av_00022195-RA, Av_00023248-RA	Lsat_1_v5_gn_2_49221.3, Lsat_1_v5_gn_2_49221.1
OG0001227	Av_00001711-RA	Lsat_1_v5_gn_5_14920.1, Lsat_1_v5_gn_5_14920.3, Lsat_1_v5_gn_1_27140.3, Lsat_1_v5_gn_1_27140.1
OG0001227	Av_00013304-RA, Av_00007356-RA	Lsat_1_v5_gn_5_171741.2, Lsat_1_v5_gn_5_171741.1, Lsat_1_v5_gn_9_19540.4, Lsat_1_v5_gn_9_19540.1
OG0001228	Av_00006759-RA, Av_00006757-RA	Lsat_1_v5_gn_7_69641.1, Lsat_1_v5_gn_7_69641.2
OG0001229	Av_00018380-RA	Lsat_1_v5_gn_2_60141.2, Lsat_1_v5_gn_2_60141.3, Lsat_1_v5_gn_2_60141.1
OG0001230	Av_00020265-RA	Lsat_1_v5_gn_4_68841.1
OG0001230	Av_00005637-RA	Lsat_1_v5_gn_4_58560.1, Lsat_1_v5_gn_4_58560.3
OG0001231	Av_00022544-RA	Lsat_1_v5_gn_4_121661.1, Lsat_1_v5_gn_4_121661.3, Lsat_1_v5_gn_1_18540.3, Lsat_1_v5_gn_1_18540.1
OG0001233	Av_00013992-RA, Av_00011486-RA, Av_00000080-RA	Lsat_1_v5_gn_9_41781.1, Lsat_1_v5_gn_9_41781.3, Lsat_1_v5_gn_6_103341.2, Lsat_1_v5_gn_6_103341.3, Lsat_1_v5_gn_6_103341.1
OG0001234	Av_00018995-RA	Lsat_1_v5_gn_3_69841.1, Lsat_1_v5_gn_8_113461.1, Lsat_1_v5_gn_8_113461.2
OG0001234	Av_00004863-RA, Av_00024064-RA, Av_00024150-RA	Lsat_1_v5_gn_2_1180.2
OG0001236	Av_00004617-RA, Av_00019036-RA	Lsat_1_v5_gn_7_84241.2, Lsat_1_v5_gn_7_84241.1, Lsat_1_v5_gn_7_84241.3, Lsat_1_v5_gn_7_84261.1, Lsat_1_v5_gn_5_109701.1, Lsat_1_v5_gn_5_109701.3
OG0001237	Av_00017986-RA	Lsat_1_v5_gn_6_105000.3, Lsat_1_v5_gn_6_105000.1
OG0001237	Av_00015383-RA	Lsat_1_v5_gn_2_70380.1
OG0001238	Av_00003162-RA, Av_00008674-RA	Lsat_1_v5_gn_2_117061.3, Lsat_1_v5_gn_2_117041.4, Lsat_1_v5_gn_2_117041.3, Lsat_1_v5_gn_2_117041.1, Lsat_1_v5_gn_2_117041.2, Lsat_1_v5_gn_2_117061.2, Lsat_1_v5_gn_2_117061.1, Lsat_1_v5_gn_9_72801.3, Lsat_1_v5_gn_9_72801.2, Lsat_1_v5_gn_9_72801.1, Lsat_1_v5_gn_1_3341.2, Lsat_1_v5_gn_1_3341.3, Lsat_1_v5_gn_1_3341.1
OG0001239	Av_00007847-RA, Av_00023084-RA	Lsat_1_v5_gn_9_97780.1, Lsat_1_v5_gn_9_97840.2, Lsat_1_v5_gn_9_97840.1
OG0001241	Av_00020690-RA, Av_00003659-RA, Av_00007488-RA	Lsat_1_v5_gn_9_88381.1, Lsat_1_v5_gn_9_88381.3, Lsat_1_v5_gn_4_57920.1, Lsat_1_v5_gn_4_57920.2, Lsat_1_v5_gn_4_55580.2, Lsat_1_v5_gn_4_55580.1
OG0001242	Av_00016319-RA	Lsat_1_v5_gn_4_151120.3, Lsat_1_v5_gn_4_151120.1
OG0001243	Av_00003606-RA, Av_00007115-RA, Av_00001101-RA, Av_00021245-RA	Lsat_1_v5_gn_7_57220.1, Lsat_1_v5_gn_2_113820.2, Lsat_1_v5_gn_8_70041.2, Lsat_1_v5_gn_8_70041.1, Lsat_1_v5_gn_5_81101.1, Lsat_1_v5_gn_5_81101.2
OG0001244	Av_00014634-RA	Lsat_1_v5_gn_7_161.1, Lsat_1_v5_gn_7_161.2
OG0001244	Av_00015204-RA, Av_00021527-RA	Lsat_1_v5_gn_7_7041.1, Lsat_1_v5_gn_7_7041.3, Lsat_1_v5_gn_3_132060.1, Lsat_1_v5_gn_3_132060.2
OG0001245	Av_00019450-RA, Av_00004051-RA	Lsat_1_v5_gn_8_93421.1
OG0001246	Av_00023141-RA, Av_00010765-RA, Av_00022717-RA	Lsat_1_v5_gn_4_94441.1, Lsat_1_v5_gn_4_94441.3, Lsat_1_v5_gn_4_94441.2, Lsat_1_v5_gn_1_35621.3, Lsat_1_v5_gn_1_35621.2, Lsat_1_v5_gn_1_35621.1
OG0001248	Av_00017345-RA, Av_00008496-RA, Av_00007324-RA, Av_00013271-RA	Lsat_1_v5_gn_2_35961.1, Lsat_1_v5_gn_2_35961.3, Lsat_1_v5_gn_2_35961.2
OG0001250	Av_00022131-RA, Av_00013162-RA	Lsat_1_v5_gn_9_30961.1, Lsat_1_v5_gn_8_82161.1
OG0001250	Av_00005710-RA, Av_00017276-RA, Av_00015631-RA, Av_00011995-RA	Lsat_1_v5_gn_8_12601.1, Lsat_1_v5_gn_2_120380.1
OG0001252	Av_00017710-RA, Av_00011177-RA	Lsat_1_v5_gn_4_79220.2, Lsat_1_v5_gn_4_79220.1
OG0001253	Av_00000681-RA, Av_00011851-RA, Av_00006993-RA, Av_00016551-RA, Av_00006537-RA	Lsat_1_v5_gn_6_25741.1, Lsat_1_v5_gn_2_31341.1, Lsat_1_v5_gn_0_46400.1, Lsat_1_v5_gn_2_31341.3, Lsat_1_v5_gn_6_25701.2, Lsat_1_v5_gn_6_25701.1
OG0001255	Av_00000404-RA, Av_00015361-RA	Lsat_1_v5_gn_4_153461.1, Lsat_1_v5_gn_4_153461.2, Lsat_1_v5_gn_3_78600.2, Lsat_1_v5_gn_3_78600.1, Lsat_1_v5_gn_3_78600.3
OG0001256	Av_00011395-RA, Av_00015959-RA, Av_00008826-RA	Lsat_1_v5_gn_2_71561.3, Lsat_1_v5_gn_2_71561.1
OG0001257	Av_00002571-RA	Lsat_1_v5_gn_3_106100.1
OG0001257	Av_00024054-RA, Av_00019253-RA	Lsat_1_v5_gn_7_11601.4, Lsat_1_v5_gn_0_4961.1, Lsat_1_v5_gn_7_11601.2, Lsat_1_v5_gn_7_11601.1
OG0001259	Av_00024647-RA, Av_00017843-RA, Av_00016489-RA, Av_00020984-RA	Lsat_1_v5_gn_6_79601.3, Lsat_1_v5_gn_6_79601.2, Lsat_1_v5_gn_6_79601.1, Lsat_1_v5_gn_3_18360.1, Lsat_1_v5_gn_3_18360.2, Lsat_1_v5_gn_3_18360.3, Lsat_1_v5_gn_6_4181.2, Lsat_1_v5_gn_6_4181.1, Lsat_1_v5_gn_6_4181.3
OG0001260	Av_00007591-RA, Av_00005225-RA, Av_00002744-RA	Lsat_1_v5_gn_8_36721.1
OG0001261	Av_00010499-RA, Av_00015925-RA, Av_00011232-RA	Lsat_1_v5_gn_4_110881.1, Lsat_1_v5_gn_4_110881.2
OG0001262	Av_00009108-RA, Av_00005782-RA, Av_00015593-RA	Lsat_1_v5_gn_2_89920.1, Lsat_1_v5_gn_4_173641.2, Lsat_1_v5_gn_4_173641.3, Lsat_1_v5_gn_4_173641.1
OG0001262	Av_00000511-RA	Lsat_1_v5_gn_1_14501.1, Lsat_1_v5_gn_1_14501.3
OG0001263	Av_00004062-RA	Lsat_1_v5_gn_3_7681.2, Lsat_1_v5_gn_3_7681.1
OG0001271	Av_00009737-RA, Av_00021283-RA	Lsat_1_v5_gn_9_17741.1, Lsat_1_v5_gn_9_17741.3, Lsat_1_v5_gn_5_178960.1
OG0001272	Av_00023533-RA	Lsat_1_v5_gn_5_136321.3, Lsat_1_v5_gn_5_136321.1, Lsat_1_v5_gn_4_94000.1
OG0001273	Av_00009703-RA, Av_00002316-RA	Lsat_1_v5_gn_8_94420.1, Lsat_1_v5_gn_5_185180.2, Lsat_1_v5_gn_5_185180.1
OG0001273	Av_00004152-RA, Av_00015427-RA, Av_00018162-RA	Lsat_1_v5_gn_5_132800.1
OG0001274	Av_00019398-RA, Av_00019380-RA	Lsat_1_v5_gn_8_1820.2, Lsat_1_v5_gn_6_87861.2, Lsat_1_v5_gn_6_87861.1, Lsat_1_v5_gn_8_77281.2, Lsat_1_v5_gn_8_77281.1, Lsat_1_v5_gn_2_41761.2, Lsat_1_v5_gn_2_41761.1
OG0001274	Av_00023689-RA	Lsat_1_v5_gn_1_96161.1, Lsat_1_v5_gn_8_1820.1
OG0001274	Av_00019397-RA	Lsat_1_v5_gn_1_118640.1
OG0001274	Av_00023717-RA	Lsat_1_v5_gn_6_60741.1
OG0001275	Av_00018789-RA, Av_00012090-RA, Av_00023645-RA	Lsat_1_v5_gn_6_63121.2, Lsat_1_v5_gn_6_63121.1, Lsat_1_v5_gn_9_11221.1
OG0001275	Av_00021760-RA	Lsat_1_v5_gn_1_35540.4
OG0001276	Av_00023906-RA, Av_00002125-RA	Lsat_1_v5_gn_6_19480.2, Lsat_1_v5_gn_6_19480.1
OG0001276	Av_00021039-RA, Av_00006922-RA, Av_00006660-RA	Lsat_1_v5_gn_7_73641.2, Lsat_1_v5_gn_7_73641.1
OG0001277	Av_00014081-RA	Lsat_1_v5_gn_7_9060.3, Lsat_1_v5_gn_7_9060.2, Lsat_1_v5_gn_7_9060.1
OG0001278	Av_00020979-RA, Av_00013413-RA	Lsat_1_v5_gn_4_33481.1, Lsat_1_v5_gn_8_81981.4, Lsat_1_v5_gn_8_81981.1, Lsat_1_v5_gn_8_81981.2
OG0001279	Av_00008479-RA	Lsat_1_v5_gn_6_41721.1, Lsat_1_v5_gn_6_41721.3
OG0001279	Av_00020948-RA, Av_00022216-RA, Av_00023827-RA, Av_00020018-RA, Av_00002925-RA	Lsat_1_v5_gn_0_7361.1, Lsat_1_v5_gn_6_70780.1, Lsat_1_v5_gn_6_70780.3, Lsat_1_v5_gn_1_48540.1
OG0001280	Av_00020238-RA, Av_00021008-RA	Lsat_1_v5_gn_0_26780.1, Lsat_1_v5_gn_0_26780.3, Lsat_1_v5_gn_0_26880.1, Lsat_1_v5_gn_0_26880.2, Lsat_1_v5_gn_3_29081.1, Lsat_1_v5_gn_3_29081.2, Lsat_1_v5_gn_4_2480.1
OG0001280	Av_00021914-RA	Lsat_1_v5_gn_4_2460.1
OG0001281	Av_00019950-RA	Lsat_1_v5_gn_8_164940.1, Lsat_1_v5_gn_8_164940.2
OG0001282	Av_00000697-RA, Av_00013143-RA, Av_00021469-RA	Lsat_1_v5_gn_5_157960.1, Lsat_1_v5_gn_5_157960.2
OG0001282	Av_00010668-RA	Lsat_1_v5_gn_7_31880.3, Lsat_1_v5_gn_7_31880.1, Lsat_1_v5_gn_1_115581.1, Lsat_1_v5_gn_1_115601.1, Lsat_1_v5_gn_1_115601.2, Lsat_1_v5_gn_1_115601.3
OG0001284	Av_00005968-RA	Lsat_1_v5_gn_7_16380.1
OG0001285	Av_00014699-RA	Lsat_1_v5_gn_6_103120.1, Lsat_1_v5_gn_6_103120.3
OG0001285	Av_00007286-RA, Av_00023174-RA	Lsat_1_v5_gn_7_81900.1, Lsat_1_v5_gn_7_81900.2
OG0001286	Av_00003180-RA, Av_00015258-RA	Lsat_1_v5_gn_1_1740.2, Lsat_1_v5_gn_1_1740.1, Lsat_1_v5_gn_9_76000.1, Lsat_1_v5_gn_9_76000.2
OG0001287	Av_00009004-RA	Lsat_1_v5_gn_9_48281.1, Lsat_1_v5_gn_9_48281.3, Lsat_1_v5_gn_9_48281.2, Lsat_1_v5_gn_8_26061.1, Lsat_1_v5_gn_8_26061.2
OG0001287	Av_00014239-RA, Av_00011681-RA	Lsat_1_v5_gn_8_129040.1, Lsat_1_v5_gn_8_129040.2, Lsat_1_v5_gn_8_129360.1, Lsat_1_v5_gn_4_68260.1, Lsat_1_v5_gn_3_69080.1, Lsat_1_v5_gn_2_74261.1
OG0001289	Av_00007212-RA, Av_00016324-RA, Av_00009894-RA	Lsat_1_v5_gn_4_117181.1, Lsat_1_v5_gn_4_117181.3, Lsat_1_v5_gn_5_26820.1, Lsat_1_v5_gn_5_26820.3, Lsat_1_v5_gn_1_17080.1
OG0001290	Av_00019430-RA, Av_00007154-RA	Lsat_1_v5_gn_2_4580.1, Lsat_1_v5_gn_2_4580.2
OG0001291	Av_00019728-RA, Av_00003079-RA, Av_00002482-RA	Lsat_1_v5_gn_5_107901.1, Lsat_1_v5_gn_9_117100.1
OG0001291	Av_00022074-RA, Av_00008959-RA	Lsat_1_v5_gn_4_59981.1, Lsat_1_v5_gn_4_59981.3, Lsat_1_v5_gn_7_17520.1
OG0001292	Av_00016401-RA	Lsat_1_v5_gn_3_99821.1, Lsat_1_v5_gn_3_99841.1
OG0001292	Av_00012546-RA, Av_00002858-RA, Av_00013427-RA, Av_00016402-RA	Lsat_1_v5_gn_7_112421.3, Lsat_1_v5_gn_7_112421.2, Lsat_1_v5_gn_7_112421.1, Lsat_1_v5_gn_7_70501.2, Lsat_1_v5_gn_7_70501.3, Lsat_1_v5_gn_7_70501.1
OG0001293	Av_00007832-RA, Av_00020045-RA, Av_00017197-RA	Lsat_1_v5_gn_9_99421.1, Lsat_1_v5_gn_9_99421.2, Lsat_1_v5_gn_9_99421.4, Lsat_1_v5_gn_5_127360.1, Lsat_1_v5_gn_7_103320.2, Lsat_1_v5_gn_7_103320.1, Lsat_1_v5_gn_5_127360.2, Lsat_1_v5_gn_5_127360.3
OG0001294	Av_00017709-RA	Lsat_1_v5_gn_4_77101.1
OG0001294	Av_00017159-RA, Av_00018115-RA	Lsat_1_v5_gn_1_36021.1, Lsat_1_v5_gn_1_36021.3
OG0001295	Av_00021427-RA, Av_00024771-RA	Lsat_1_v5_gn_3_37501.1, Lsat_1_v5_gn_3_37300.1, Lsat_1_v5_gn_3_37300.3, Lsat_1_v5_gn_8_135100.1
OG0001295	Av_00005914-RA	Lsat_1_v5_gn_7_21320.1, Lsat_1_v5_gn_7_21320.2
OG0001297	Av_00008044-RA, Av_00006760-RA	Lsat_1_v5_gn_5_135921.1, Lsat_1_v5_gn_5_135921.3
OG0001298	Av_00018578-RA, Av_00010372-RA, Av_00014538-RA	Lsat_1_v5_gn_6_2481.2, Lsat_1_v5_gn_6_2481.1, Lsat_1_v5_gn_6_90381.1
OG0001300	Av_00008035-RA, Av_00006766-RA, Av_00023782-RA	Lsat_1_v5_gn_4_94861.1, Lsat_1_v5_gn_1_35820.1, Lsat_1_v5_gn_1_35820.2
OG0001301	Av_00004111-RA	Lsat_1_v5_gn_4_95100.1, Lsat_1_v5_gn_4_95100.2, Lsat_1_v5_gn_4_95100.3
OG0001302	Av_00000422-RA, Av_00011668-RA, Av_00015339-RA, Av_00014226-RA	Lsat_1_v5_gn_9_41900.1, Lsat_1_v5_gn_6_100660.1, Lsat_1_v5_gn_9_41900.2
OG0001303	Av_00008332-RA, Av_00017958-RA	Lsat_1_v5_gn_5_104920.1
OG0001303	Av_00023332-RA	Lsat_1_v5_gn_1_9421.1, Lsat_1_v5_gn_1_9421.2
OG0001304	Av_00017573-RA, Av_00003610-RA, Av_00007121-RA	Lsat_1_v5_gn_7_57480.3, Lsat_1_v5_gn_7_57480.1
OG0001305	Av_00001488-RA	Lsat_1_v5_gn_6_11800.3, Lsat_1_v5_gn_6_11800.1, Lsat_1_v5_gn_3_11060.1, Lsat_1_v5_gn_3_11060.2, Lsat_1_v5_gn_6_12600.1
OG0001305	Av_00021966-RA	Lsat_1_v5_gn_2_18820.3, Lsat_1_v5_gn_2_18820.1, Lsat_1_v5_gn_2_18760.1, Lsat_1_v5_gn_2_18760.3, Lsat_1_v5_gn_2_18740.1
OG0001307	Av_00011982-RA	Lsat_1_v5_gn_8_11701.1
OG0001308	Av_00005114-RA, Av_00009699-RA	Lsat_1_v5_gn_5_72780.1, Lsat_1_v5_gn_5_72760.1
OG0001308	Av_00002307-RA, Av_00001419-RA, Av_00000810-RA	Lsat_1_v5_gn_5_27201.1, Lsat_1_v5_gn_9_9661.2, Lsat_1_v5_gn_9_9661.1
OG0001309	Av_00021205-RA	Lsat_1_v5_gn_9_33761.2, Lsat_1_v5_gn_9_33761.3, Lsat_1_v5_gn_9_33761.1
OG0001310	Av_00005986-RA, Av_00010622-RA, Av_00014158-RA	Lsat_1_v5_gn_9_41241.1
OG0001310	Av_00003067-RA, Av_00024268-RA	Lsat_1_v5_gn_9_91001.1
OG0001311	Av_00006594-RA, Av_00016506-RA	Lsat_1_v5_gn_2_15441.1, Lsat_1_v5_gn_2_15461.1
OG0001311	Av_00020425-RA	Lsat_1_v5_gn_9_19241.1
OG0001312	Av_00012636-RA, Av_00002354-RA	Lsat_1_v5_gn_9_99621.1, Lsat_1_v5_gn_9_99621.2, Lsat_1_v5_gn_9_99621.3, Lsat_1_v5_gn_7_103240.1
OG0001312	Av_00024108-RA, Av_00021824-RA, Av_00024567-RA	Lsat_1_v5_gn_4_27481.1
OG0001314	Av_00004364-RA, Av_00008198-RA, Av_00003546-RA	Lsat_1_v5_gn_8_20041.1, Lsat_1_v5_gn_9_68160.1, Lsat_1_v5_gn_9_68160.3
OG0001315	Av_00002072-RA, Av_00012913-RA	Lsat_1_v5_gn_9_53900.1
OG0001316	Av_00022915-RA, Av_00022453-RA, Av_00018636-RA	Lsat_1_v5_gn_5_167261.1, Lsat_1_v5_gn_9_21641.1
OG0001316	Av_00003564-RA, Av_00007078-RA, Av_00013624-RA	Lsat_1_v5_gn_2_40580.1, Lsat_1_v5_gn_2_40580.2, Lsat_1_v5_gn_2_116461.1, Lsat_1_v5_gn_2_116340.3, Lsat_1_v5_gn_2_116340.1
OG0001317	Av_00010185-RA, Av_00019127-RA	Lsat_1_v5_gn_5_123420.1
OG0001317	Av_00003702-RA	Lsat_1_v5_gn_4_62980.1, Lsat_1_v5_gn_7_14480.1
OG0001318	Av_00008499-RA	Lsat_1_v5_gn_3_114281.1
OG0001318	Av_00012630-RA, Av_00002956-RA, Av_00024241-RA	Lsat_1_v5_gn_6_35421.1, Lsat_1_v5_gn_6_35421.3, Lsat_1_v5_gn_2_56001.1
OG0001319	Av_00003973-RA, Av_00004937-RA	Lsat_1_v5_gn_4_68280.1, Lsat_1_v5_gn_4_68280.3, Lsat_1_v5_gn_4_68280.2
OG0001320	Av_00007443-RA	Lsat_1_v5_gn_7_57100.1, Lsat_1_v5_gn_5_79940.3, Lsat_1_v5_gn_5_79940.1
OG0001320	Av_00017574-RA	Lsat_1_v5_gn_8_69720.2
OG0001321	Av_00009987-RA, Av_00006877-RA, Av_00024790-RA	Lsat_1_v5_gn_1_22901.1
OG0001322	Av_00023491-RA, Av_00018714-RA, Av_00017884-RA	Lsat_1_v5_gn_9_4501.3, Lsat_1_v5_gn_9_4501.1, Lsat_1_v5_gn_8_109901.1
OG0001323	Av_00012910-RA	Lsat_1_v5_gn_8_7660.1
OG0001324	Av_00007201-RA, Av_00018846-RA	Lsat_1_v5_gn_5_120421.3, Lsat_1_v5_gn_5_120421.2, Lsat_1_v5_gn_5_120421.1, Lsat_1_v5_gn_9_107821.3, Lsat_1_v5_gn_9_107821.1
OG0001325	Av_00022956-RA, Av_00001466-RA	Lsat_1_v5_gn_5_179300.1, Lsat_1_v5_gn_5_179300.3
OG0001326	Av_00012198-RA, Av_00005773-RA	Lsat_1_v5_gn_5_24781.1, Lsat_1_v5_gn_5_24841.1, Lsat_1_v5_gn_5_24920.1, Lsat_1_v5_gn_5_24900.1
OG0001326	Av_00005185-RA	Lsat_1_v5_gn_1_14761.1, Lsat_1_v5_gn_1_15440.1
OG0001326	Av_00002776-RA, Av_00006380-RA, Av_00016989-RA	Lsat_1_v5_gn_7_111621.3, Lsat_1_v5_gn_7_111621.1
OG0001329	Av_00018897-RA, Av_00009510-RA	Lsat_1_v5_gn_9_47681.3, Lsat_1_v5_gn_5_106901.1, Lsat_1_v5_gn_5_106901.3, Lsat_1_v5_gn_3_68461.2, Lsat_1_v5_gn_3_68461.1, Lsat_1_v5_gn_4_36960.1, Lsat_1_v5_gn_7_39100.1, Lsat_1_v5_gn_3_68461.3, Lsat_1_v5_gn_5_106901.2, Lsat_1_v5_gn_9_47681.1
OG0001329	Av_00021333-RA	Lsat_1_v5_gn_3_19600.1, Lsat_1_v5_gn_3_19600.3
OG0001336	Av_00019215-RA	Lsat_1_v5_gn_8_72740.1, Lsat_1_v5_gn_8_72740.2, Lsat_1_v5_gn_9_24921.1
OG0001339	Av_00021041-RA, Av_00006925-RA, Av_00014838-RA, Av_00006654-RA	Lsat_1_v5_gn_8_166460.1, Lsat_1_v5_gn_7_74660.1, Lsat_1_v5_gn_9_122660.1
OG0001341	Av_00002306-RA, Av_00009698-RA, Av_00003433-RA	Lsat_1_v5_gn_9_9681.1, Lsat_1_v5_gn_8_91621.1
OG0001343	Av_00015088-RA, Av_00020349-RA, Av_00016766-RA, Av_00018780-RA	Lsat_1_v5_gn_9_78621.1
OG0001344	Av_00002863-RA	Lsat_1_v5_gn_1_54860.2, Lsat_1_v5_gn_1_54860.1
OG0001344	Av_00013625-RA	Lsat_1_v5_gn_2_68321.1
OG0001345	Av_00024653-RA, Av_00022944-RA	Lsat_1_v5_gn_2_131760.1
OG0001346	Av_00021028-RA, Av_00006914-RA	Lsat_1_v5_gn_7_74120.2, Lsat_1_v5_gn_7_74120.1
OG0001346	Av_00012337-RA, Av_00009795-RA, Av_00008755-RA	Lsat_1_v5_gn_5_138261.3, Lsat_1_v5_gn_5_138261.1
OG0001348	Av_00016419-RA, Av_00024769-RA, Av_00011743-RA	Lsat_1_v5_gn_8_102821.1, Lsat_1_v5_gn_8_102821.3
OG0001349	Av_00016076-RA, Av_00016131-RA, Av_00020339-RA, Av_00016754-RA	Lsat_1_v5_gn_2_108341.1, Lsat_1_v5_gn_8_24801.1, Lsat_1_v5_gn_8_24801.2, Lsat_1_v5_gn_0_621.1
OG0001350	Av_00001111-RA, Av_00011022-RA, Av_00000765-RA	Lsat_1_v5_gn_2_43281.2, Lsat_1_v5_gn_1_72440.1, Lsat_1_v5_gn_1_72440.2, Lsat_1_v5_gn_8_90200.1, Lsat_1_v5_gn_8_90200.2, Lsat_1_v5_gn_9_12641.2, Lsat_1_v5_gn_9_12641.1
OG0001351	Av_00010138-RA	Lsat_1_v5_gn_6_44081.2, Lsat_1_v5_gn_6_44081.1, Lsat_1_v5_gn_6_44081.3
OG0001352	Av_00000628-RA, Av_00018499-RA	Lsat_1_v5_gn_5_188180.2, Lsat_1_v5_gn_5_188180.1, Lsat_1_v5_gn_9_3640.3, Lsat_1_v5_gn_9_3640.1
OG0001354	Av_00013178-RA, Av_00014475-RA	Lsat_1_v5_gn_9_27260.3, Lsat_1_v5_gn_9_27260.1, Lsat_1_v5_gn_9_27260.2, Lsat_1_v5_gn_8_79880.3, Lsat_1_v5_gn_8_79880.1, Lsat_1_v5_gn_8_79880.2
OG0001356	Av_00021928-RA	Lsat_1_v5_gn_7_14040.2, Lsat_1_v5_gn_7_14040.1
OG0001356	Av_00015028-RA, Av_00009248-RA, Av_00017720-RA, Av_00011001-RA	Lsat_1_v5_gn_4_82020.1, Lsat_1_v5_gn_4_82020.2
OG0001357	Av_00021547-RA	Lsat_1_v5_gn_3_92820.1, Lsat_1_v5_gn_3_92820.4
OG0001357	Av_00000289-RA	Lsat_1_v5_gn_5_113480.1
OG0001358	Av_00019439-RA	Lsat_1_v5_gn_9_46740.1, Lsat_1_v5_gn_9_46740.2
OG0001358	Av_00016225-RA	Lsat_1_v5_gn_3_87760.1, Lsat_1_v5_gn_3_87760.3
OG0001359	Av_00021474-RA	Lsat_1_v5_gn_6_96520.3, Lsat_1_v5_gn_6_96520.2, Lsat_1_v5_gn_6_96520.1
OG0001360	Av_00013712-RA, Av_00001848-RA	Lsat_1_v5_gn_2_65961.1
OG0001360	Av_00023486-RA, Av_00007293-RA	Lsat_1_v5_gn_8_41361.1
OG0001361	Av_00001915-RA, Av_00018985-RA	Lsat_1_v5_gn_2_75361.1, Lsat_1_v5_gn_4_143760.2, Lsat_1_v5_gn_4_143760.1
OG0001361	Av_00003771-RA	Lsat_1_v5_gn_8_28580.2, Lsat_1_v5_gn_8_28580.1
OG0001362	Av_00014832-RA, Av_00016593-RA	Lsat_1_v5_gn_4_176301.1, Lsat_1_v5_gn_4_176301.3, Lsat_1_v5_gn_3_93460.1, Lsat_1_v5_gn_3_93460.2
OG0001363	Av_00000086-RA, Av_00014700-RA, Av_00011491-RA	Lsat_1_v5_gn_5_114801.1
OG0001364	Av_00011552-RA	Lsat_1_v5_gn_7_14021.1
OG0001365	Av_00024416-RA, Av_00008443-RA, Av_00006178-RA	Lsat_1_v5_gn_8_133600.1, Lsat_1_v5_gn_7_22781.1, Lsat_1_v5_gn_7_22781.2
OG0001367	Av_00006070-RA	Lsat_1_v5_gn_3_3081.2, Lsat_1_v5_gn_3_3081.1, Lsat_1_v5_gn_3_3061.1, Lsat_1_v5_gn_3_2180.1, Lsat_1_v5_gn_3_2180.2, Lsat_1_v5_gn_3_2180.3, Lsat_1_v5_gn_3_3081.3
OG0001367	Av_00009147-RA	Lsat_1_v5_gn_9_59600.3, Lsat_1_v5_gn_9_59600.1, Lsat_1_v5_gn_2_128981.1
OG0001368	Av_00012213-RA, Av_00012214-RA, Av_00005751-RA	Lsat_1_v5_gn_2_86661.1
OG0001370	Av_00017189-RA	Lsat_1_v5_gn_7_102740.1, Lsat_1_v5_gn_7_102680.5, Lsat_1_v5_gn_7_102680.1, Lsat_1_v5_gn_7_102680.7, Lsat_1_v5_gn_7_102680.3, Lsat_1_v5_gn_7_103561.1, Lsat_1_v5_gn_7_102760.1, Lsat_1_v5_gn_1_16741.1, Lsat_1_v5_gn_7_102800.1
OG0001371	Av_00004084-RA	Lsat_1_v5_gn_1_39180.2, Lsat_1_v5_gn_1_39180.1, Lsat_1_v5_gn_4_75221.1
OG0001372	Av_00010989-RA, Av_00023213-RA	Lsat_1_v5_gn_7_39441.1, Lsat_1_v5_gn_7_39441.3, Lsat_1_v5_gn_8_88200.1
OG0001372	Av_00006051-RA	Lsat_1_v5_gn_3_381.1
OG0001373	Av_00004725-RA, Av_00012719-RA, Av_00016882-RA	Lsat_1_v5_gn_1_64601.1, Lsat_1_v5_gn_1_64601.3
OG0001374	Av_00003611-RA, Av_00007123-RA	Lsat_1_v5_gn_5_81601.2, Lsat_1_v5_gn_5_81601.1, Lsat_1_v5_gn_7_57521.1
OG0001375	Av_00005452-RA, Av_00003027-RA	Lsat_1_v5_gn_2_128940.2
OG0001376	Av_00002146-RA, Av_00014736-RA	Lsat_1_v5_gn_1_40741.1, Lsat_1_v5_gn_1_40741.2, Lsat_1_v5_gn_6_116101.3, Lsat_1_v5_gn_6_116101.1, Lsat_1_v5_gn_1_40781.1, Lsat_1_v5_gn_1_40781.3
OG0001377	Av_00003803-RA, Av_00012154-RA	Lsat_1_v5_gn_8_62740.2, Lsat_1_v5_gn_8_62740.1, Lsat_1_v5_gn_5_93000.1, Lsat_1_v5_gn_7_44581.1
OG0001378	Av_00018035-RA, Av_00025009-RA, Av_00015657-RA	Lsat_1_v5_gn_6_24321.5, Lsat_1_v5_gn_2_22821.1
OG0001378	Av_00001606-RA, Av_00009378-RA	Lsat_1_v5_gn_2_130401.2, Lsat_1_v5_gn_2_130401.1, Lsat_1_v5_gn_5_145381.1, Lsat_1_v5_gn_5_145381.3
