Orthogroup	A_vesiculosa.proteins	D_muscipula.proteins
OG0000568	Av_00001619-RA, Av_00009398-RA	Dm_00020793-RA, Dm_00005499-RA
OG0000569	Av_00014825-RA, Av_00022749-RA, Av_00022947-RA	Dm_00004698-RA
OG0000570	Av_00008842-RA	Dm_00011690-RA
OG0000570	Av_00010778-RA	Dm_00005882-RA
OG0000571	Av_00002251-RA, Av_00009656-RA, Av_00000768-RA, Av_00003457-RA, Av_00004840-RA	Dm_00006817-RA, Dm_00000923-RA
OG0000572	Av_00009355-RA	Dm_00013217-RA
OG0000573	Av_00016500-RA, Av_00006608-RA, Av_00006943-RA, Av_00011778-RA	Dm_00010260-RA, Dm_00001864-RA
OG0000573	Av_00009353-RA, Av_00012463-RA	Dm_00003412-RA, Dm_00005427-RA
OG0000574	Av_00005223-RA	Dm_00004624-RA
OG0000575	Av_00018587-RA	Dm_00000876-RA, Dm_00004185-RA
OG0000575	Av_00017105-RA, Av_00009828-RA	Dm_00007043-RA
OG0000576	Av_00024658-RA, Av_00004115-RA	Dm_00016804-RA
OG0000576	Av_00006771-RA, Av_00008028-RA	Dm_00009570-RA
OG0000576	Av_00020059-RA, Av_00004223-RA	Dm_00008609-RA
OG0000576	Av_00006283-RA, Av_00008911-RA	Dm_00014901-RA
OG0000577	Av_00010689-RA	Dm_00002088-RA
OG0000578	Av_00008036-RA, Av_00006765-RA, Av_00020777-RA, Av_00021759-RA, Av_00023783-RA, Av_00004108-RA	Dm_00013803-RA, Dm_00009565-RA, Dm_00017020-RA, Dm_00010635-RA
OG0000579	Av_00024508-RA, Av_00000022-RA	Dm_00003114-RA
OG0000579	Av_00013948-RA	Dm_00003574-RA
OG0000580	Av_00009038-RA	Dm_00000106-RA
OG0000580	Av_00010083-RA, Av_00004656-RA, Av_00018248-RA	Dm_00007734-RA
OG0000581	Av_00000038-RA	Dm_00004368-RA
OG0000581	Av_00010878-RA, Av_00015215-RA, Av_00003232-RA, Av_00013925-RA	Dm_00021068-RA
OG0000582	Av_00008231-RA, Av_00023259-RA, Av_00001112-RA	Dm_00006294-RA
OG0000583	Av_00004958-RA, Av_00003944-RA	Dm_00014955-RA
OG0000583	Av_00006384-RA	Dm_00009599-RA, Dm_00016565-RA
OG0000584	Av_00005339-RA	Dm_00016630-RA
OG0000584	Av_00017707-RA, Av_00001703-RA	Dm_00005181-RA
OG0000585	Av_00009285-RA	Dm_00002596-RA
OG0000585	Av_00005321-RA, Av_00022009-RA	Dm_00012756-RA
OG0000585	Av_00021485-RA, Av_00022007-RA, Av_00021486-RA	Dm_00015942-RA, Dm_00015227-RA, Dm_00020775-RA, Dm_00015943-RA, Dm_00003975-RA
OG0000586	Av_00020741-RA, Av_00021490-RA, Av_00023096-RA	Dm_00012045-RA, Dm_00003956-RA
OG0000595	Av_00004678-RA, Av_00018270-RA, Av_00014306-RA, Av_00010097-RA	Dm_00008461-RA
OG0000595	Av_00006547-RA	Dm_00002190-RA
OG0000596	Av_00011542-RA	Dm_00001504-RA, Dm_00018434-RA
OG0000596	Av_00000718-RA, Av_00020570-RA	Dm_00008480-RA
OG0000597	Av_00009006-RA	Dm_00000165-RA
OG0000597	Av_00016177-RA	Dm_00003135-RA
OG0000599	Av_00000221-RA, Av_00007825-RA, Av_00018861-RA	Dm_00004434-RA
OG0000599	Av_00012035-RA, Av_00020237-RA, Av_00019183-RA	Dm_00010288-RA
OG0000600	Av_00019712-RA, Av_00015828-RA	Dm_00003518-RA
OG0000600	Av_00023115-RA	Dm_00002293-RA
OG0000600	Av_00021465-RA	Dm_00001334-RA, Dm_00005596-RA
OG0000601	Av_00010200-RA, Av_00004208-RA	Dm_00003038-RA
OG0000601	Av_00019115-RA	Dm_00001376-RA
OG0000602	Av_00005469-RA	Dm_00014056-RA
OG0000603	Av_00014942-RA	Dm_00000665-RA
OG0000603	Av_00010375-RA	Dm_00009123-RA
OG0000603	Av_00023058-RA, Av_00023667-RA	Dm_00014068-RA
OG0000604	Av_00015767-RA, Av_00003097-RA, Av_00002526-RA	Dm_00018647-RA
OG0000605	Av_00024155-RA, Av_00013179-RA	Dm_00012156-RA, Dm_00014219-RA
OG0000605	Av_00004941-RA, Av_00003969-RA, Av_00005811-RA, Av_00012180-RA	Dm_00011158-RA
OG0000605	Av_00018609-RA	Dm_00004086-RA
OG0000606	Av_00011210-RA, Av_00016432-RA	Dm_00010207-RA
OG0000607	Av_00007047-RA	Dm_00013076-RA
OG0000607	Av_00004355-RA, Av_00014363-RA	Dm_00016922-RA
OG0000607	Av_00011922-RA, Av_00007048-RA, Av_00006477-RA, Av_00013659-RA	Dm_00019531-RA
OG0000608	Av_00022305-RA	Dm_00003388-RA
OG0000608	Av_00015992-RA	Dm_00001645-RA
OG0000609	Av_00010997-RA, Av_00009245-RA	Dm_00012413-RA
OG0000611	Av_00020067-RA	Dm_00019279-RA
OG0000611	Av_00002734-RA, Av_00016713-RA, Av_00024197-RA	Dm_00003178-RA
OG0000612	Av_00001558-RA	Dm_00020310-RA
OG0000613	Av_00015533-RA	Dm_00006952-RA
OG0000613	Av_00005228-RA, Av_00002740-RA, Av_00006381-RA	Dm_00018247-RA
OG0000614	Av_00016831-RA, Av_00020124-RA	Dm_00003709-RA
OG0000621	Av_00000229-RA, Av_00024211-RA	Dm_00014561-RA
OG0000621	Av_00011765-RA	Dm_00012653-RA
OG0000622	Av_00004756-RA	Dm_00008912-RA, Dm_00008911-RA, Dm_00008914-RA, Dm_00008913-RA
OG0000623	Av_00006475-RA, Av_00013657-RA, Av_00007049-RA	Dm_00019422-RA, Dm_00008028-RA
OG0000623	Av_00013486-RA, Av_00021172-RA	Dm_00006860-RA
OG0000623	Av_00019323-RA, Av_00005100-RA, Av_00015695-RA	Dm_00003384-RA
OG0000624	Av_00023904-RA, Av_00002127-RA, Av_00013513-RA, Av_00023903-RA, Av_00001539-RA	Dm_00018013-RA
OG0000624	Av_00001324-RA, Av_00015118-RA	Dm_00001628-RA
OG0000627	Av_00020923-RA	Dm_00004524-RA
OG0000627	Av_00008693-RA, Av_00014712-RA, Av_00014959-RA	Dm_00009148-RA
OG0000627	Av_00006288-RA	Dm_00011408-RA
OG0000628	Av_00017767-RA	Dm_00005130-RA
OG0000628	Av_00000302-RA	Dm_00002656-RA
OG0000629	Av_00023296-RA, Av_00018694-RA, Av_00019309-RA	Dm_00012279-RA
OG0000630	Av_00011093-RA	Dm_00004959-RA
OG0000630	Av_00004325-RA	Dm_00013446-RA
OG0000630	Av_00009886-RA, Av_00009888-RA	Dm_00004960-RA
OG0000631	Av_00017581-RA, Av_00006240-RA, Av_00009552-RA, Av_00018924-RA	Dm_00009131-RA, Dm_00016500-RA
OG0000632	Av_00007098-RA	Dm_00012500-RA
OG0000632	Av_00002783-RA, Av_00005179-RA	Dm_00015567-RA
OG0000632	Av_00003515-RA, Av_00001685-RA, Av_00001684-RA, Av_00017711-RA	Dm_00005280-RA
OG0000633	Av_00001069-RA, Av_00015149-RA, Av_00024942-RA, Av_00024995-RA, Av_00022534-RA, Av_00022537-RA, Av_00024994-RA, Av_00024971-RA	Dm_00001744-RA
OG0000633	Av_00014830-RA, Av_00014848-RA, Av_00022939-RA, Av_00017918-RA	Dm_00001090-RA
OG0000635	Av_00001945-RA, Av_00017901-RA	Dm_00007916-RA, Dm_00005013-RA
OG0000635	Av_00012386-RA	Dm_00004016-RA
OG0000635	Av_00004549-RA	Dm_00009178-RA
OG0000635	Av_00012385-RA	Dm_00004015-RA
OG0000637	Av_00007920-RA, Av_00010022-RA	Dm_00008345-RA, Dm_00010858-RA, Dm_00013293-RA
OG0000640	Av_00009940-RA, Av_00009214-RA, Av_00015056-RA	Dm_00003682-RA
OG0000640	Av_00024874-RA	Dm_00015283-RA
OG0000641	Av_00003419-RA	Dm_00012748-RA
OG0000642	Av_00015145-RA, Av_00001368-RA	Dm_00005870-RA
OG0000643	Av_00009634-RA	Dm_00020493-RA
OG0000643	Av_00004848-RA	Dm_00000939-RA
OG0000644	Av_00013969-RA, Av_00003274-RA	Dm_00002697-RA
OG0000645	Av_00005671-RA, Av_00017251-RA	Dm_00018096-RA
OG0000646	Av_00016253-RA	Dm_00002793-RA
OG0000646	Av_00001425-RA	Dm_00019127-RA
OG0000647	Av_00020821-RA	Dm_00019551-RA, Dm_00014614-RA
OG0000647	Av_00009194-RA	Dm_00002052-RA
OG0000647	Av_00012945-RA, Av_00002097-RA	Dm_00006253-RA
OG0000648	Av_00024887-RA	Dm_00018167-RA
OG0000649	Av_00024369-RA	Dm_00009293-RA
OG0000649	Av_00020900-RA	Dm_00003275-RA, Dm_00001264-RA, Dm_00005091-RA, Dm_00006995-RA, Dm_00011784-RA
OG0000649	Av_00019269-RA	Dm_00011110-RA, Dm_00017548-RA
OG0000650	Av_00023198-RA	Dm_00000368-RA
OG0000659	Av_00002225-RA	Dm_00008284-RA
OG0000659	Av_00008049-RA, Av_00003477-RA, Av_00020307-RA	Dm_00005135-RA
OG0000659	Av_00022655-RA	Dm_00005459-RA
OG0000659	Av_00001246-RA, Av_00014869-RA, Av_00016514-RA	Dm_00001979-RA, Dm_00001225-RA
OG0000660	Av_00005731-RA, Av_00017290-RA, Av_00003887-RA, Av_00005000-RA	Dm_00017087-RA, Dm_00009713-RA
OG0000660	Av_00013323-RA	Dm_00016766-RA, Dm_00009892-RA
OG0000661	Av_00000656-RA, Av_00021752-RA	Dm_00005577-RA
OG0000662	Av_00018427-RA	Dm_00017911-RA
OG0000662	Av_00012092-RA	Dm_00020409-RA
OG0000662	Av_00024184-RA	Dm_00006880-RA
OG0000663	Av_00008215-RA	Dm_00008128-RA
OG0000663	Av_00014468-RA, Av_00012658-RA	Dm_00014803-RA
OG0000664	Av_00007580-RA, Av_00005239-RA	Dm_00003170-RA
OG0000665	Av_00012254-RA, Av_00004459-RA	Dm_00002436-RA
OG0000665	Av_00022029-RA, Av_00016367-RA	Dm_00003934-RA
OG0000665	Av_00012300-RA	Dm_00009110-RA
OG0000666	Av_00012368-RA	Dm_00020921-RA
OG0000666	Av_00008795-RA, Av_00009760-RA, Av_00007171-RA	Dm_00006736-RA
OG0000666	Av_00009990-RA	Dm_00001664-RA
OG0000666	Av_00007898-RA, Av_00006876-RA	Dm_00002372-RA
OG0000667	Av_00001459-RA, Av_00009659-RA	Dm_00010412-RA
OG0000667	Av_00001460-RA	Dm_00018730-RA, Dm_00013759-RA
OG0000667	Av_00004836-RA, Av_00000772-RA	Dm_00000915-RA
OG0000668	Av_00009774-RA, Av_00008779-RA	Dm_00019297-RA
OG0000669	Av_00007218-RA	Dm_00007782-RA
OG0000670	Av_00020145-RA	Dm_00000536-RA, Dm_00000535-RA, Dm_00013762-RA
OG0000671	Av_00023087-RA, Av_00023268-RA	Dm_00013746-RA, Dm_00016214-RA, Dm_00002279-RA, Dm_00003761-RA
OG0000672	Av_00010177-RA	Dm_00004887-RA
OG0000672	Av_00015732-RA, Av_00002522-RA	Dm_00004135-RA
OG0000673	Av_00003022-RA, Av_00005450-RA	Dm_00015503-RA
OG0000674	Av_00010599-RA, Av_00014141-RA	Dm_00015501-RA
OG0000675	Av_00007532-RA, Av_00006427-RA, Av_00005282-RA	Dm_00009006-RA, Dm_00007001-RA
OG0000676	Av_00000788-RA, Av_00000778-RA, Av_00000777-RA, Av_00000787-RA	Dm_00006218-RA, Dm_00002445-RA
OG0000677	Av_00014183-RA, Av_00010642-RA, Av_00006009-RA	Dm_00015266-RA
OG0000677	Av_00003728-RA	Dm_00014154-RA
OG0000678	Av_00015140-RA, Av_00001355-RA	Dm_00010415-RA, Dm_00005229-RA
OG0000679	Av_00011736-RA, Av_00023748-RA	Dm_00017715-RA
OG0000679	Av_00013464-RA	Dm_00005755-RA
OG0000680	Av_00016992-RA, Av_00015538-RA	Dm_00004626-RA, Dm_00012510-RA
OG0000684	Av_00013357-RA	Dm_00004305-RA
OG0000685	Av_00016219-RA	Dm_00005876-RA
OG0000685	Av_00016112-RA, Av_00016735-RA, Av_00020318-RA	Dm_00004250-RA
OG0000686	Av_00002919-RA, Av_00012600-RA	Dm_00007111-RA, Dm_00004321-RA
OG0000686	Av_00017370-RA	Dm_00008594-RA
OG0000686	Av_00007427-RA	Dm_00003043-RA
OG0000687	Av_00023989-RA, Av_00019628-RA	Dm_00006667-RA
OG0000687	Av_00006714-RA	Dm_00013570-RA
OG0000687	Av_00004034-RA, Av_00004897-RA	Dm_00003606-RA
OG0000688	Av_00016258-RA, Av_00001286-RA	Dm_00001830-RA
OG0000689	Av_00014467-RA, Av_00012659-RA	Dm_00014804-RA
OG0000689	Av_00014914-RA, Av_00008142-RA, Av_00014396-RA	Dm_00016547-RA
OG0000690	Av_00003327-RA, Av_00021656-RA, Av_00000249-RA, Av_00007782-RA	Dm_00002823-RA
OG0000690	Av_00024342-RA, Av_00023684-RA, Av_00021498-RA, Av_00019432-RA, Av_00002553-RA, Av_00020478-RA	Dm_00019984-RA, Dm_00020001-RA
OG0000691	Av_00005329-RA, Av_00002673-RA	Dm_00006673-RA
OG0000692	Av_00006713-RA	Dm_00020852-RA, Dm_00017236-RA
OG0000693	Av_00015457-RA	Dm_00000355-RA
OG0000693	Av_00005636-RA	Dm_00012727-RA
OG0000695	Av_00015348-RA, Av_00000414-RA	Dm_00016953-RA, Dm_00016924-RA
OG0000695	Av_00007934-RA, Av_00006848-RA	Dm_00005884-RA
OG0000695	Av_00023578-RA	Dm_00004588-RA
OG0000697	Av_00003205-RA	Dm_00011024-RA
OG0000698	Av_00020958-RA, Av_00000870-RA	Dm_00007721-RA, Dm_00015142-RA
OG0000699	Av_00014455-RA	Dm_00019003-RA
OG0000700	Av_00019603-RA, Av_00004088-RA	Dm_00011062-RA
OG0000700	Av_00000997-RA	Dm_00008496-RA
OG0000700	Av_00008751-RA, Av_00009799-RA	Dm_00019721-RA
OG0000701	Av_00003848-RA, Av_00005025-RA	Dm_00019198-RA
OG0000701	Av_00004560-RA, Av_00004326-RA	Dm_00013447-RA
OG0000702	Av_00009534-RA	Dm_00013438-RA
OG0000703	Av_00017404-RA, Av_00013922-RA, Av_00003228-RA	Dm_00003343-RA
OG0000704	Av_00018223-RA, Av_00001031-RA, Av_00023597-RA	Dm_00002259-RA
OG0000704	Av_00011047-RA, Av_00009839-RA	Dm_00000726-RA
OG0000705	Av_00003599-RA, Av_00007106-RA	Dm_00011087-RA
OG0000705	Av_00003586-RA	Dm_00019930-RA
OG0000705	Av_00019162-RA	Dm_00010273-RA
OG0000706	Av_00014773-RA	Dm_00010235-RA
OG0000706	Av_00014772-RA	Dm_00009976-RA
OG0000707	Av_00004000-RA, Av_00004920-RA, Av_00005831-RA, Av_00012156-RA	Dm_00010335-RA, Dm_00016048-RA
OG0000708	Av_00017083-RA	Dm_00010998-RA
OG0000709	Av_00016777-RA, Av_00020354-RA	Dm_00007301-RA
OG0000710	Av_00010684-RA	Dm_00004176-RA
OG0000710	Av_00009479-RA	Dm_00000172-RA
OG0000711	Av_00009305-RA, Av_00012420-RA	Dm_00007612-RA
OG0000711	Av_00013793-RA, Av_00001754-RA, Av_00011266-RA, Av_00013868-RA, Av_00011267-RA	Dm_00015407-RA
OG0000712	Av_00008438-RA, Av_00006174-RA, Av_00017848-RA	Dm_00006577-RA
OG0000712	Av_00017507-RA	Dm_00018692-RA
OG0000713	Av_00018492-RA, Av_00006426-RA	Dm_00010888-RA, Dm_00008722-RA
OG0000714	Av_00014256-RA	Dm_00002185-RA
OG0000715	Av_00001795-RA, Av_00013763-RA	Dm_00018441-RA, Dm_00015712-RA
OG0000716	Av_00010303-RA, Av_00018002-RA	Dm_00000037-RA
OG0000716	Av_00015653-RA	Dm_00001585-RA
OG0000717	Av_00024600-RA, Av_00024046-RA	Dm_00007852-RA
OG0000722	Av_00014362-RA, Av_00007053-RA, Av_00011926-RA	Dm_00012618-RA
OG0000722	Av_00008182-RA, Av_00001167-RA	Dm_00018773-RA, Dm_00015468-RA
OG0000723	Av_00014589-RA	Dm_00011545-RA
OG0000723	Av_00003234-RA	Dm_00015998-RA
OG0000724	Av_00002311-RA	Dm_00019713-RA
OG0000724	Av_00003428-RA	Dm_00019309-RA
OG0000724	Av_00014254-RA, Av_00014255-RA, Av_00016246-RA	Dm_00002782-RA
OG0000724	Av_00017856-RA, Av_00005120-RA	Dm_00004691-RA
OG0000725	Av_00011073-RA	Dm_00020012-RA
OG0000726	Av_00017519-RA	Dm_00015681-RA
OG0000726	Av_00014597-RA, Av_00010448-RA	Dm_00011666-RA
OG0000726	Av_00009428-RA	Dm_00004006-RA
OG0000726	Av_00001642-RA, Av_00002103-RA, Av_00012951-RA	Dm_00002048-RA
OG0000728	Av_00011057-RA	Dm_00002693-RA
OG0000729	Av_00009010-RA, Av_00004068-RA	Dm_00000156-RA
OG0000729	Av_00012351-RA	Dm_00018546-RA
OG0000730	Av_00012347-RA	Dm_00011272-RA
OG0000731	Av_00003074-RA	Dm_00000864-RA
OG0000731	Av_00007892-RA, Av_00000166-RA	Dm_00005201-RA
OG0000731	Av_00004877-RA	Dm_00001239-RA
OG0000734	Av_00019014-RA	Dm_00003632-RA
OG0000735	Av_00023127-RA, Av_00005918-RA, Av_00005654-RA	Dm_00004992-RA
OG0000736	Av_00004244-RA	Dm_00020806-RA
OG0000738	Av_00022058-RA	Dm_00018147-RA
OG0000739	Av_00014553-RA, Av_00010391-RA	Dm_00011816-RA
OG0000739	Av_00015238-RA	Dm_00002919-RA
OG0000740	Av_00012046-RA	Dm_00004165-RA
OG0000740	Av_00010061-RA	Dm_00004822-RA
OG0000741	Av_00008698-RA	Dm_00008200-RA
OG0000742	Av_00006796-RA, Av_00008005-RA	Dm_00014227-RA
OG0000744	Av_00011327-RA, Av_00000973-RA	Dm_00003468-RA
OG0000745	Av_00023875-RA	Dm_00010498-RA
OG0000745	Av_00013040-RA, Av_00018875-RA, Av_00009489-RA	Dm_00000189-RA
OG0000746	Av_00014674-RA	Dm_00007435-RA, Dm_00012523-RA
OG0000746	Av_00020021-RA, Av_00002920-RA	Dm_00004318-RA
OG0000746	Av_00020957-RA	Dm_00007116-RA
OG0000748	Av_00017719-RA	Dm_00000974-RA
OG0000749	Av_00021238-RA, Av_00020360-RA	Dm_00002122-RA, Dm_00000568-RA
OG0000753	Av_00005887-RA, Av_00024101-RA	Dm_00000692-RA
OG0000753	Av_00003643-RA	Dm_00002297-RA
OG0000754	Av_00006861-RA, Av_00007915-RA	Dm_00010677-RA, Dm_00007973-RA
OG0000754	Av_00010798-RA, Av_00010225-RA	Dm_00004023-RA
OG0000754	Av_00023909-RA	Dm_00018114-RA
OG0000754	Av_00019200-RA, Av_00000572-RA, Av_00017453-RA, Av_00017050-RA	Dm_00013214-RA
OG0000755	Av_00021366-RA	Dm_00018683-RA
OG0000756	Av_00002298-RA, Av_00009689-RA	Dm_00019831-RA
OG0000758	Av_00012442-RA, Av_00009330-RA	Dm_00010469-RA, Dm_00010466-RA
OG0000759	Av_00005271-RA, Av_00002703-RA, Av_00005270-RA	Dm_00013469-RA
OG0000759	Av_00006543-RA, Av_00016542-RA	Dm_00005442-RA
OG0000761	Av_00017554-RA	Dm_00010757-RA
OG0000761	Av_00013315-RA, Av_00007368-RA	Dm_00003520-RA
OG0000761	Av_00017066-RA, Av_00000558-RA	Dm_00012776-RA
OG0000762	Av_00009660-RA, Av_00002257-RA	Dm_00019677-RA
OG0000763	Av_00008153-RA, Av_00014923-RA	Dm_00021078-RA
OG0000763	Av_00021793-RA, Av_00019622-RA	Dm_00015641-RA
OG0000764	Av_00001424-RA, Av_00000818-RA	Dm_00011387-RA
OG0000764	Av_00023733-RA, Av_00000611-RA	Dm_00015232-RA
OG0000765	Av_00002184-RA	Dm_00018315-RA
OG0000765	Av_00016386-RA, Av_00012475-RA	Dm_00011421-RA
OG0000766	Av_00003343-RA	Dm_00001947-RA, Dm_00000389-RA
OG0000766	Av_00005776-RA, Av_00004962-RA, Av_00003936-RA	Dm_00020642-RA
OG0000766	Av_00009116-RA	Dm_00018090-RA
OG0000766	Av_00017056-RA	Dm_00018051-RA
OG0000767	Av_00021689-RA, Av_00000354-RA	Dm_00014335-RA
OG0000767	Av_00010968-RA, Av_00023226-RA	Dm_00009919-RA
OG0000768	Av_00007297-RA, Av_00023487-RA	Dm_00007922-RA
OG0000769	Av_00007902-RA, Av_00006873-RA, Av_00010000-RA	Dm_00015155-RA, Dm_00003403-RA
OG0000769	Av_00018185-RA, Av_00000986-RA	Dm_00008691-RA, Dm_00013568-RA
OG0000770	Av_00002015-RA	Dm_00003215-RA
OG0000771	Av_00012273-RA	Dm_00013239-RA
OG0000771	Av_00007208-RA	Dm_00011045-RA
OG0000772	Av_00001765-RA, Av_00013783-RA	Dm_00010388-RA
OG0000772	Av_00007554-RA	Dm_00001990-RA
OG0000773	Av_00003708-RA	Dm_00008998-RA
OG0000773	Av_00005988-RA, Av_00005591-RA, Av_00010649-RA, Av_00014161-RA	Dm_00009192-RA, Dm_00010557-RA
OG0000774	Av_00002969-RA	Dm_00019922-RA, Dm_00017764-RA, Dm_00018249-RA, Dm_00006604-RA, Dm_00019020-RA, Dm_00016377-RA, Dm_00019321-RA, Dm_00011552-RA, Dm_00015822-RA, Dm_00021000-RA, Dm_00017766-RA, Dm_00004225-RA, Dm_00009359-RA, Dm_00016205-RA, Dm_00006603-RA, Dm_00014113-RA, Dm_00004272-RA, Dm_00016689-RA, Dm_00017732-RA, Dm_00018719-RA, Dm_00019552-RA, Dm_00006309-RA, Dm_00009304-RA, Dm_00004271-RA, Dm_00013423-RA, Dm_00019318-RA, Dm_00017383-RA, Dm_00014958-RA, Dm_00014584-RA, Dm_00018103-RA, Dm_00017765-RA, Dm_00018431-RA, Dm_00015563-RA, Dm_00008746-RA, Dm_00019006-RA, Dm_00016582-RA, Dm_00016595-RA
OG0000774	Av_00002970-RA	Dm_00019021-RA, Dm_00014959-RA, Dm_00016594-RA, Dm_00018100-RA, Dm_00018471-RA, Dm_00012457-RA, Dm_00011948-RA, Dm_00020317-RA, Dm_00020224-RA, Dm_00016204-RA, Dm_00016593-RA, Dm_00021124-RA, Dm_00018956-RA, Dm_00020211-RA
OG0000775	Av_00008445-RA, Av_00006180-RA	Dm_00006897-RA
OG0000776	Av_00014115-RA, Av_00005928-RA, Av_00008728-RA, Av_00022091-RA	Dm_00002901-RA, Dm_00001468-RA
OG0000776	Av_00010863-RA, Av_00020259-RA, Av_00015832-RA	Dm_00017880-RA
OG0000777	Av_00005355-RA	Dm_00012256-RA
OG0000777	Av_00023868-RA	Dm_00012255-RA
OG0000778	Av_00020918-RA, Av_00006282-RA, Av_00015839-RA	Dm_00011501-RA
OG0000778	Av_00013605-RA	Dm_00015017-RA
OG0000778	Av_00020103-RA, Av_00001123-RA	Dm_00012752-RA
OG0000779	Av_00004633-RA, Av_00004252-RA	Dm_00006151-RA
OG0000779	Av_00003048-RA	Dm_00001518-RA
OG0000780	Av_00019284-RA, Av_00008901-RA	Dm_00012094-RA
OG0000780	Av_00009373-RA, Av_00001600-RA	Dm_00007834-RA
OG0000781	Av_00014790-RA, Av_00009201-RA	Dm_00002035-RA
OG0000782	Av_00002625-RA, Av_00005373-RA	Dm_00009462-RA
OG0000782	Av_00003360-RA, Av_00010832-RA	Dm_00016998-RA
OG0000783	Av_00005078-RA	Dm_00020475-RA, Dm_00011450-RA, Dm_00001794-RA
OG0000785	Av_00013157-RA	Dm_00001175-RA
OG0000785	Av_00003879-RA	Dm_00009244-RA
OG0000786	Av_00016289-RA, Av_00021836-RA	Dm_00010126-RA
OG0000786	Av_00011193-RA	Dm_00006910-RA
OG0000787	Av_00005498-RA, Av_00020834-RA, Av_00010443-RA	Dm_00017495-RA
OG0000788	Av_00022311-RA	Dm_00019307-RA
OG0000788	Av_00013811-RA, Av_00011196-RA	Dm_00001856-RA
OG0000789	Av_00007543-RA, Av_00006418-RA	Dm_00002002-RA
OG0000797	Av_00001379-RA	Dm_00000373-RA
OG0000797	Av_00015091-RA	Dm_00013155-RA
OG0000798	Av_00008483-RA, Av_00017360-RA, Av_00017320-RA	Dm_00003950-RA
OG0000799	Av_00017887-RA	Dm_00014385-RA
OG0000799	Av_00006459-RA	Dm_00016185-RA
OG0000800	Av_00014892-RA, Av_00008111-RA, Av_00001229-RA	Dm_00002388-RA
OG0000802	Av_00020945-RA	Dm_00019754-RA, Dm_00004770-RA
OG0000803	Av_00016157-RA, Av_00021209-RA, Av_00020343-RA	Dm_00004042-RA
OG0000803	Av_00009700-RA, Av_00002310-RA	Dm_00017189-RA
OG0000804	Av_00018730-RA, Av_00008852-RA	Dm_00015313-RA
OG0000804	Av_00016346-RA	Dm_00007288-RA
OG0000805	Av_00019804-RA	Dm_00014685-RA, Dm_00007443-RA
OG0000806	Av_00001299-RA	Dm_00002114-RA
OG0000807	Av_00002265-RA, Av_00009664-RA	Dm_00012772-RA
OG0000807	Av_00010553-RA	Dm_00013794-RA, Dm_00011736-RA
OG0000809	Av_00009866-RA, Av_00011075-RA	Dm_00014314-RA
OG0000809	Av_00007404-RA	Dm_00014017-RA, Dm_00000117-RA
OG0000810	Av_00001952-RA, Av_00017905-RA	Dm_00011590-RA
OG0000811	Av_00003167-RA	Dm_00019494-RA
OG0000811	Av_00015389-RA	Dm_00014496-RA
OG0000811	Av_00001302-RA	Dm_00002123-RA
OG0000811	Av_00016783-RA, Av_00020361-RA	Dm_00016416-RA
OG0000812	Av_00012387-RA, Av_00004550-RA	Dm_00009177-RA
OG0000812	Av_00018839-RA, Av_00007194-RA, Av_00011090-RA, Av_00009881-RA	Dm_00004019-RA
OG0000812	Av_00021578-RA, Av_00001947-RA, Av_00017902-RA	Dm_00009998-RA
OG0000813	Av_00013983-RA, Av_00003172-RA	Dm_00014295-RA
OG0000814	Av_00008595-RA	Dm_00004206-RA
OG0000814	Av_00022770-RA, Av_00023448-RA	Dm_00018595-RA
OG0000814	Av_00010480-RA, Av_00017649-RA	Dm_00001422-RA
OG0000815	Av_00012511-RA, Av_00016340-RA	Dm_00017686-RA
OG0000815	Av_00015945-RA, Av_00007305-RA, Av_00008846-RA	Dm_00016437-RA
OG0000816	Av_00004419-RA	Dm_00013938-RA
OG0000817	Av_00001053-RA	Dm_00002738-RA
OG0000818	Av_00010964-RA, Av_00013996-RA, Av_00003155-RA	Dm_00009236-RA
OG0000818	Av_00008165-RA, Av_00004345-RA	Dm_00006115-RA
OG0000819	Av_00011962-RA, Av_00019837-RA	Dm_00007270-RA, Dm_00011714-RA
OG0000819	Av_00000186-RA, Av_00007876-RA	Dm_00012129-RA
OG0000820	Av_00006605-RA	Dm_00001871-RA
OG0000821	Av_00017545-RA, Av_00015395-RA, Av_00018333-RA	Dm_00020804-RA, Dm_00012084-RA
OG0000822	Av_00019471-RA, Av_00012649-RA, Av_00020231-RA	Dm_00007997-RA
OG0000823	Av_00008038-RA	Dm_00017689-RA
OG0000823	Av_00000942-RA	Dm_00012267-RA, Dm_00019613-RA, Dm_00020602-RA
OG0000824	Av_00019708-RA, Av_00013372-RA	Dm_00007203-RA
OG0000824	Av_00018006-RA, Av_00012632-RA, Av_00002959-RA	Dm_00000052-RA
OG0000826	Av_00002950-RA, Av_00012620-RA, Av_00018018-RA	Dm_00001401-RA
OG0000826	Av_00005095-RA	Dm_00000818-RA
OG0000827	Av_00023840-RA, Av_00009720-RA	Dm_00019619-RA, Dm_00018687-RA
OG0000828	Av_00022276-RA, Av_00000006-RA	Dm_00006275-RA
OG0000835	Av_00007940-RA, Av_00006842-RA	Dm_00020620-RA, Dm_00011922-RA
OG0000835	Av_00006558-RA, Av_00016530-RA	Dm_00002210-RA
OG0000835	Av_00020289-RA, Av_00003511-RA	Dm_00008846-RA, Dm_00004479-RA
