Orthogroup	A_vesiculosa.proteins	S_lycopersicum.proteins
OG0002599	Av_00024718-RA, Av_00024322-RA	Solyc11g044670.1.1, Solyc10g062330.1.1, Solyc04g045540.1.1, Solyc11g021310.1.1, Solyc01g017480.1.1, Solyc11g039900.2.1, Solyc01g017240.1.1, Solyc03g013485.1.1, Solyc11g044632.1.1, Solyc01g017245.1.1, Solyc02g078310.1.1, Solyc08g043160.1.1, Solyc12g036550.2.1, Solyc02g011860.1.1, Solyc11g044680.2.1, Solyc01g017235.1.1
OG0002600	Av_00015407-RA	Solyc12g009490.2.1
OG0002600	Av_00024142-RA, Av_00023270-RA, Av_00019510-RA	Solyc06g068360.3.1, Solyc03g117130.3.1
OG0002601	Av_00007135-RA	Solyc08g061500.2.1, Solyc08g061520.3.1
OG0002602	Av_00019452-RA	Solyc07g022880.3.1
OG0002603	Av_00011830-RA, Av_00006977-RA	Solyc11g008770.2.1
OG0002604	Av_00012031-RA	Solyc12g095850.2.1
OG0002606	Av_00021143-RA	Solyc06g067930.2.1, Solyc03g120060.2.1, Solyc03g120070.3.1
OG0002607	Av_00012627-RA, Av_00005068-RA	Solyc01g007790.3.1
OG0002608	Av_00024640-RA	Solyc12g005000.1.1
OG0002609	Av_00018045-RA	Solyc01g006230.3.1
OG0002610	Av_00008730-RA	Solyc02g079010.3.1, Solyc03g006620.3.1
OG0002610	Av_00002402-RA	Solyc07g063560.3.1
OG0002611	Av_00007445-RA, Av_00003726-RA	Solyc02g071780.3.1
OG0002612	Av_00021131-RA	Solyc01g068080.3.1
OG0002613	Av_00003569-RA	Solyc04g011380.3.1
OG0002616	Av_00010633-RA, Av_00014168-RA	Solyc04g015300.3.1
OG0002618	Av_00014471-RA, Av_00021878-RA, Av_00013187-RA, Av_00021801-RA	Solyc03g064020.3.1, Solyc10g079030.2.1, Solyc10g050040.1.1
OG0002619	Av_00024522-RA	Solyc08g081780.1.1, Solyc08g081790.2.1
OG0002621	Av_00012938-RA, Av_00002094-RA	Solyc06g082580.3.1
OG0002622	Av_00020757-RA	Solyc06g007320.3.1
OG0002624	Av_00015896-RA	Solyc02g082900.3.1
OG0002625	Av_00005882-RA, Av_00005883-RA	Solyc07g055010.3.1, Solyc02g076880.3.1
OG0002627	Av_00014190-RA	Solyc02g021480.3.1, Solyc10g007740.3.1
OG0002628	Av_00015747-RA, Av_00002477-RA, Av_00015746-RA	Solyc07g064330.3.1
OG0002629	Av_00011556-RA	Solyc12g015640.2.1
OG0002630	Av_00023635-RA	Solyc11g006410.2.1, Solyc04g009795.1.1
OG0002631	Av_00001854-RA	Solyc04g005650.2.1
OG0002632	Av_00000658-RA, Av_00017457-RA, Av_00019639-RA	Solyc02g093900.3.1
OG0002634	Av_00017421-RA, Av_00010272-RA	Solyc05g050220.3.1, Solyc01g095460.3.1
OG0002636	Av_00012352-RA, Av_00004517-RA	Solyc01g112245.1.1
OG0002637	Av_00000574-RA, Av_00018424-RA	Solyc12g096940.2.1, Solyc09g090650.3.1
OG0002638	Av_00009463-RA, Av_00001670-RA, Av_00001668-RA	Solyc03g083060.3.1
OG0002639	Av_00006723-RA, Av_00024967-RA	Solyc09g076010.3.1, Solyc03g005170.3.1
OG0002640	Av_00000315-RA, Av_00007705-RA	Solyc02g092940.3.1
OG0002640	Av_00007176-RA	Solyc01g107650.3.1
OG0002642	Av_00013836-RA, Av_00011186-RA	Solyc03g111510.3.1
OG0002643	Av_00002608-RA	Solyc05g009540.3.1
OG0002644	Av_00001514-RA, Av_00019155-RA	Solyc09g074365.1.1
OG0002645	Av_00011204-RA, Av_00019266-RA, Av_00008938-RA, Av_00021829-RA	Solyc05g015420.3.1
OG0002646	Av_00017092-RA, Av_00017093-RA	Solyc01g090200.3.1
OG0002647	Av_00023619-RA, Av_00025024-RA	Solyc06g068720.3.1, Solyc03g118090.3.1
OG0002648	Av_00024187-RA, Av_00022814-RA, Av_00024402-RA	Solyc08g005290.3.1, Solyc08g076100.3.1
OG0002649	Av_00013869-RA	Solyc03g113030.3.1
OG0002650	Av_00000111-RA, Av_00011520-RA, Av_00008361-RA	Solyc01g081040.3.1
OG0002650	Av_00022051-RA	Solyc08g076830.1.1, Solyc06g061250.2.1
OG0002651	Av_00000917-RA	Solyc07g008850.3.1
OG0002652	Av_00010687-RA, Av_00010340-RA, Av_00014518-RA	Solyc08g078400.3.1, Solyc08g078390.3.1
OG0002653	Av_00002750-RA, Av_00020908-RA, Av_00020907-RA	Solyc03g045060.3.1
OG0002654	Av_00001753-RA, Av_00013794-RA, Av_00010528-RA	Solyc06g070990.3.1, Solyc03g113120.3.1
OG0002655	Av_00013859-RA, Av_00011277-RA	Solyc06g071270.3.1, Solyc03g113700.3.1
OG0002657	Av_00005562-RA, Av_00010662-RA	Solyc05g051220.3.1, Solyc11g011500.2.1
OG0002658	Av_00007547-RA	Solyc05g007940.3.1
OG0002659	Av_00022713-RA, Av_00010238-RA, Av_00012833-RA	Solyc04g009170.2.1
OG0002661	Av_00022772-RA, Av_00013184-RA, Av_00022123-RA	Solyc10g079070.2.1
OG0002673	Av_00001533-RA	Solyc09g090590.3.1, Solyc12g096930.2.1
OG0002674	Av_00001303-RA	Solyc01g098850.3.1
OG0002676	Av_00006631-RA, Av_00021054-RA, Av_00006932-RA	Solyc01g101130.3.1
OG0002677	Av_00014901-RA, Av_00008124-RA, Av_00001214-RA, Av_00014413-RA	Solyc11g064790.2.1, Solyc01g008820.3.1
OG0002678	Av_00006476-RA, Av_00013658-RA	Solyc11g008020.2.1
OG0002678	Av_00002899-RA	Solyc09g008460.3.1
OG0002680	Av_00007653-RA, Av_00018455-RA	Solyc05g051270.3.1, Solyc11g011000.2.1, Solyc04g007950.3.1
OG0002681	Av_00013180-RA	Solyc10g080350.2.1
OG0002682	Av_00000683-RA, Av_00019357-RA	Solyc04g016330.3.1
OG0002684	Av_00005494-RA, Av_00020828-RA	Solyc08g081680.2.1
OG0002685	Av_00002273-RA, Av_00009670-RA	Solyc01g058320.3.1, Solyc05g053360.3.1, Solyc01g100690.3.1
OG0002688	Av_00021294-RA, Av_00004820-RA, Av_00003409-RA	Solyc06g007620.3.1, Solyc03g078160.3.1
OG0002689	Av_00011974-RA	Solyc03g095780.2.1, Solyc06g050500.2.1, Solyc05g052420.2.1
OG0002690	Av_00002359-RA	Solyc10g008870.3.1, Solyc02g077440.3.1
OG0002691	Av_00015687-RA, Av_00005096-RA, Av_00023186-RA, Av_00002907-RA, Av_00012592-RA	Solyc09g008560.3.1
OG0002692	Av_00001288-RA	Solyc09g018370.3.1
OG0002693	Av_00016173-RA, Av_00021235-RA	Solyc01g098610.3.1
OG0002694	Av_00016569-RA, Av_00006509-RA	Solyc01g006150.3.1, Solyc12g100300.2.1
OG0002695	Av_00005347-RA	Solyc05g018760.2.1, Solyc07g045190.2.1, Solyc12g006230.2.1
OG0002696	Av_00012007-RA, Av_00015634-RA	Solyc08g043170.3.1, Solyc06g019170.3.1
OG0002697	Av_00000392-RA, Av_00015375-RA	Solyc08g078880.3.1, Solyc06g060630.1.1
OG0002698	Av_00006682-RA	Solyc01g099220.3.1
OG0002700	Av_00009903-RA	Solyc11g010910.2.1
OG0002700	Av_00009902-RA	Solyc11g010915.1.1
OG0002701	Av_00009811-RA	Solyc07g006270.3.1
OG0002702	Av_00012150-RA, Av_00002286-RA, Av_00009678-RA	Solyc05g056295.1.1
OG0002703	Av_00022978-RA, Av_00001282-RA, Av_00015085-RA	Solyc05g007590.3.1
OG0002704	Av_00007771-RA, Av_00003338-RA, Av_00020596-RA, Av_00013133-RA	Solyc05g056390.2.1, Solyc07g008800.3.1
OG0002705	Av_00018017-RA, Av_00015681-RA	Solyc07g005190.3.1
OG0002706	Av_00012525-RA, Av_00002834-RA	Solyc09g010820.3.1
OG0002706	Av_00024491-RA	Solyc08g080580.3.1
OG0002707	Av_00020863-RA, Av_00001493-RA	Solyc06g009140.3.1, Solyc09g075210.3.1
OG0002708	Av_00008526-RA	Solyc06g081980.1.1
OG0002708	Av_00007989-RA, Av_00004142-RA	Solyc03g120090.1.1
OG0002710	Av_00013324-RA	Solyc06g005620.3.1
OG0002710	Av_00015864-RA	Solyc07g065380.4.1
OG0002711	Av_00014412-RA, Av_00006544-RA	Solyc12g099760.2.1, Solyc11g065110.2.1
OG0002712	Av_00009105-RA, Av_00015590-RA	Solyc10g085670.2.1
OG0002713	Av_00019171-RA	Solyc09g075020.3.1
OG0002714	Av_00022397-RA	Solyc09g066150.1.1, Solyc07g006890.1.1, Solyc11g065770.1.1
OG0002715	Av_00005077-RA, Av_00025008-RA	Solyc09g009590.1.1, Solyc10g083460.1.1
OG0002716	Av_00021672-RA, Av_00000342-RA, Av_00013735-RA	Solyc01g104220.3.1, Solyc10g045640.2.1
OG0002717	Av_00011322-RA, Av_00000978-RA, Av_00012994-RA, Av_00007187-RA, Av_00008818-RA, Av_00018761-RA	Solyc01g110480.3.1
OG0002719	Av_00011526-RA	Solyc06g060380.3.1
OG0002720	Av_00016208-RA, Av_00023636-RA	Solyc09g091440.3.1
OG0002722	Av_00019047-RA	Solyc01g105000.3.1
OG0002722	Av_00019447-RA	Solyc12g006997.1.1
OG0002723	Av_00000467-RA, Av_00016315-RA	Solyc03g033640.3.1, Solyc02g084530.2.1
OG0002725	Av_00004457-RA	Solyc04g049630.3.1, Solyc10g050840.2.1
OG0002726	Av_00001858-RA, Av_00015380-RA	Solyc11g005730.2.1
OG0002726	Av_00024014-RA	Solyc03g082860.3.1
OG0002727	Av_00006732-RA	Solyc10g077110.1.1
OG0002729	Av_00007924-RA	Solyc12g088190.2.1, Solyc04g077050.3.1
OG0002730	Av_00001258-RA	Solyc01g090180.3.1, Solyc11g072550.2.1
OG0002731	Av_00007739-RA, Av_00000283-RA, Av_00002021-RA, Av_00022932-RA	Solyc02g090190.1.1
OG0002733	Av_00004455-RA, Av_00012260-RA	Solyc04g079550.3.1
OG0002734	Av_00011166-RA, Av_00022466-RA, Av_00012274-RA, Av_00004434-RA, Av_00001061-RA, Av_00024975-RA	Solyc01g109700.3.1, Solyc03g034000.3.1, Solyc02g062690.3.1
OG0002735	Av_00002044-RA	Solyc05g043260.1.1, Solyc05g052060.1.1, Solyc05g052055.1.1, Solyc09g014623.1.1, Solyc09g014630.1.1, Solyc05g043270.1.1, Solyc05g043234.1.1, Solyc09g014624.1.1, Solyc09g014680.1.1, Solyc05g043236.1.1, Solyc05g043280.1.1, Solyc05g043232.1.1, Solyc09g014628.1.1, Solyc09g014640.1.1, Solyc09g014627.1.1, Solyc05g043220.1.1, Solyc05g042181.1.1, Solyc05g042190.1.1, Solyc05g043213.1.1, Solyc05g041720.1.1, Solyc05g041715.1.1
OG0002739	Av_00014457-RA, Av_00022348-RA	Solyc10g080460.2.1, Solyc10g078720.2.1
OG0002740	Av_00019214-RA	Solyc06g053670.1.1
OG0002741	Av_00007860-RA, Av_00000203-RA	Solyc12g013700.2.1
OG0002741	Av_00014110-RA, Av_00020681-RA	Solyc02g078500.2.1, Solyc03g006490.3.1
OG0002742	Av_00005177-RA, Av_00002785-RA	Solyc02g024020.3.1
OG0002743	Av_00010779-RA, Av_00019604-RA, Av_00004089-RA	Solyc06g072120.3.1, Solyc03g019780.3.1
OG0002744	Av_00016685-RA, Av_00002059-RA, Av_00003194-RA	Solyc03g007130.3.1, Solyc11g072280.2.1
OG0002745	Av_00007380-RA, Av_00004006-RA, Av_00004914-RA	Solyc07g007640.2.1
OG0002747	Av_00014671-RA	Solyc01g091710.3.1, Solyc10g017880.2.1, Solyc01g091720.3.1
OG0002748	Av_00006824-RA, Av_00007963-RA, Av_00010724-RA	Solyc08g015940.3.1, Solyc07g008205.1.1
OG0002748	Av_00021638-RA, Av_00009048-RA, Av_00012142-RA, Av_00005851-RA	Solyc03g116650.2.1
OG0002749	Av_00023668-RA, Av_00020784-RA	Solyc12g008730.2.1, Solyc07g026770.3.1
OG0002750	Av_00006810-RA, Av_00007984-RA, Av_00018148-RA	Solyc12g043090.2.1
OG0002750	Av_00004254-RA	Solyc05g018350.3.1
OG0002751	Av_00013798-RA	Solyc01g005670.3.1
OG0002751	Av_00012746-RA	Solyc01g007060.3.1
OG0002752	Av_00007981-RA, Av_00018151-RA	Solyc03g120300.3.1, Solyc12g042990.2.1
OG0002753	Av_00003209-RA, Av_00013903-RA, Av_00014676-RA, Av_00008642-RA	Solyc01g091840.3.1
OG0002754	Av_00019062-RA, Av_00019519-RA	Solyc12g007230.2.1
OG0002755	Av_00017114-RA	Solyc07g006630.3.1
OG0002756	Av_00022103-RA	Solyc12g049380.2.1
OG0002757	Av_00016024-RA, Av_00004225-RA, Av_00015846-RA, Av_00006289-RA	Solyc07g021700.3.1, Solyc05g026360.3.1
OG0002758	Av_00003213-RA, Av_00010897-RA	Solyc01g091740.3.1
OG0002759	Av_00007422-RA	Solyc04g007850.3.1
OG0002760	Av_00023598-RA, Av_00004473-RA	Solyc02g014455.1.1, Solyc07g008840.3.1
OG0002761	Av_00003869-RA, Av_00017277-RA, Av_00011996-RA	Solyc03g096360.3.1, Solyc05g052810.3.1
OG0002762	Av_00004372-RA	Solyc04g049890.3.1
OG0002763	Av_00019719-RA	Solyc02g071890.3.1
OG0002764	Av_00021509-RA, Av_00004128-RA, Av_00008011-RA, Av_00006789-RA, Av_00018126-RA	Solyc03g121060.3.1
OG0002765	Av_00018257-RA, Av_00020206-RA	Solyc08g061000.3.1
OG0002766	Av_00015116-RA, Av_00001321-RA, Av_00016709-RA	Solyc09g075290.3.1
OG0002767	Av_00001353-RA	Solyc05g054060.3.1, Solyc11g011960.2.1
OG0002768	Av_00022769-RA, Av_00022708-RA	Solyc08g008550.3.1, Solyc08g083040.3.1
OG0002769	Av_00018546-RA, Av_00010453-RA, Av_00005488-RA, Av_00020816-RA	Solyc08g081260.1.1
OG0002770	Av_00019534-RA	Solyc05g018130.3.1, Solyc05g018125.1.1
OG0002771	Av_00012332-RA, Av_00004505-RA, Av_00000998-RA	Solyc07g042250.3.1, Solyc12g009250.2.1
OG0002772	Av_00001657-RA, Av_00009448-RA	Solyc08g082410.3.1
OG0002773	Av_00015823-RA, Av_00017536-RA, Av_00004081-RA	Solyc03g123660.3.1, Solyc06g063100.3.1
OG0002774	Av_00003928-RA	Solyc01g095050.3.1
OG0002775	Av_00003874-RA	Solyc03g079850.3.1
OG0002776	Av_00008340-RA	Solyc03g078390.3.1
OG0002777	Av_00004090-RA	Solyc06g063010.3.1
OG0002778	Av_00002505-RA, Av_00015733-RA	Solyc07g065030.3.1
OG0002779	Av_00022212-RA, Av_00018703-RA	Solyc09g010510.3.1
OG0002780	Av_00005083-RA, Av_00015664-RA	Solyc09g009420.1.1
OG0002781	Av_00023273-RA	Solyc01g056570.3.1
OG0002782	Av_00013489-RA, Av_00020031-RA	Solyc10g083800.2.1, Solyc09g008525.1.1
OG0002782	Av_00024114-RA, Av_00019017-RA	Solyc11g066480.2.1
OG0002784	Av_00015032-RA	Solyc06g072320.3.1, Solyc03g098220.3.1
OG0002785	Av_00012195-RA, Av_00005780-RA, Av_00024644-RA, Av_00024145-RA	Solyc02g089160.3.1, Solyc02g065750.2.1
OG0002788	Av_00005656-RA, Av_00022433-RA, Av_00010306-RA, Av_00017998-RA	Solyc09g018200.1.1, Solyc10g076180.1.1
OG0002789	Av_00003392-RA	Solyc02g068720.3.1
OG0002790	Av_00003076-RA, Av_00002490-RA, Av_00015739-RA, Av_00012029-RA	Solyc07g064700.3.1
OG0002791	Av_00001132-RA	Solyc05g054760.3.1
OG0002792	Av_00018711-RA, Av_00017841-RA, Av_00015793-RA, Av_00018713-RA, Av_00018712-RA	Solyc09g005750.3.1
OG0002793	Av_00005007-RA, Av_00003875-RA, Av_00017280-RA, Av_00005716-RA	Solyc08g006550.3.1
OG0002794	Av_00008409-RA, Av_00018660-RA	Solyc07g065290.3.1
OG0002795	Av_00015734-RA	Solyc07g065010.3.1
OG0002796	Av_00002487-RA, Av_00015745-RA, Av_00000171-RA, Av_00007890-RA	Solyc12g005010.2.1, Solyc07g064580.3.1
OG0002797	Av_00002466-RA	Solyc01g006320.3.1
OG0002798	Av_00015893-RA, Av_00013400-RA	Solyc02g081620.3.1, Solyc02g032120.3.1
OG0002799	Av_00006303-RA, Av_00023035-RA	Solyc12g020000.2.1
OG0002800	Av_00019015-RA	Solyc07g055860.3.1
OG0002801	Av_00020170-RA	Solyc05g056520.3.1
OG0002802	Av_00016464-RA	Solyc01g005240.3.1
OG0002803	Av_00019390-RA	Solyc05g013720.3.1
OG0002804	Av_00014829-RA, Av_00022759-RA	Solyc01g102480.3.1, Solyc01g102450.3.1, Solyc01g102460.3.1
OG0002805	Av_00020335-RA	Solyc03g078230.3.1
OG0002806	Av_00023661-RA, Av_00007153-RA, Av_00009777-RA	Solyc03g032160.3.1, Solyc02g082800.3.1
OG0002807	Av_00016574-RA	Solyc04g072050.3.1
OG0002808	Av_00018809-RA, Av_00013200-RA, Av_00017143-RA, Av_00006705-RA	Solyc10g080590.2.1, Solyc10g078960.2.1
OG0002809	Av_00000063-RA, Av_00011460-RA	Solyc11g013200.2.1
OG0002810	Av_00021380-RA	Solyc02g088770.3.1, Solyc02g084770.3.1
OG0002813	Av_00014862-RA	Solyc04g050150.3.1, Solyc04g050160.3.1
OG0002814	Av_00012249-RA	Solyc10g081760.2.1, Solyc01g009920.2.1
OG0002814	Av_00013822-RA	Solyc03g097520.3.1
OG0002815	Av_00011748-RA	Solyc10g007530.1.1, Solyc02g094560.3.1
OG0002816	Av_00009249-RA, Av_00015027-RA, Av_00011223-RA, Av_00013823-RA	Solyc06g064460.3.1, Solyc06g064470.3.1, Solyc01g097760.3.1, Solyc06g050120.3.1
OG0002817	Av_00021709-RA, Av_00023159-RA	Solyc08g007120.3.1, Solyc08g077460.3.1, Solyc06g061020.3.1
OG0002818	Av_00024306-RA, Av_00000020-RA	Solyc01g010520.3.1, Solyc05g007270.3.1
OG0002819	Av_00018351-RA	Solyc09g082700.2.1, Solyc09g082690.3.1, Solyc09g082695.1.1
OG0002820	Av_00012282-RA	Solyc01g109480.3.1
OG0002821	Av_00008992-RA	Solyc01g104660.3.1
OG0002821	Av_00012469-RA, Av_00016388-RA, Av_00015901-RA	Solyc12g056550.1.1, Solyc04g071480.1.1
OG0002822	Av_00022089-RA	Solyc01g086990.3.1
OG0002823	Av_00010419-RA	Solyc06g073210.3.1, Solyc06g073200.3.1
OG0002825	Av_00001786-RA, Av_00013766-RA, Av_00000527-RA, Av_00011240-RA	Solyc06g069560.2.1, Solyc03g115440.2.1
OG0002826	Av_00021139-RA	Solyc03g119250.3.1, Solyc12g036390.2.1
OG0002827	Av_00003897-RA	Solyc02g089620.3.1, Solyc02g089630.3.1
OG0002828	Av_00003904-RA, Av_00005753-RA	Solyc02g089810.3.1
OG0002829	Av_00010556-RA, Av_00012399-RA	Solyc03g112870.3.1
OG0002830	Av_00006405-RA	Solyc05g012770.3.1
OG0002830	Av_00021239-RA, Av_00024308-RA	Solyc03g104810.3.1, Solyc02g088345.1.1
OG0002831	Av_00015606-RA, Av_00019937-RA	Solyc02g063030.3.1, Solyc02g085750.3.1
OG0002833	Av_00001771-RA, Av_00013777-RA	Solyc06g069690.3.1
OG0002835	Av_00010258-RA	Solyc02g014310.3.1
OG0002836	Av_00000932-RA	Solyc12g042380.2.1, Solyc06g068730.1.1
OG0002837	Av_00002479-RA	Solyc07g064370.1.1, Solyc07g064400.2.1
OG0002837	Av_00002478-RA	Solyc07g064360.2.1
OG0002839	Av_00023298-RA, Av_00019030-RA, Av_00010847-RA, Av_00003385-RA	Solyc03g032220.3.1, Solyc04g063210.3.1
OG0002840	Av_00006841-RA, Av_00007941-RA	Solyc12g010050.2.1, Solyc03g116880.3.1
OG0002849	Av_00001213-RA, Av_00014410-RA	Solyc11g065100.2.1
OG0002850	Av_00021742-RA	Solyc08g074730.2.1, Solyc08g074740.3.1
OG0002854	Av_00000965-RA, Av_00011332-RA, Av_00009884-RA, Av_00011092-RA	Solyc04g080980.2.1, Solyc07g032100.3.1
OG0002855	Av_00003861-RA	Solyc06g076870.3.1
OG0002855	Av_00005018-RA, Av_00003862-RA	Solyc09g091520.2.1
OG0002856	Av_00011892-RA, Av_00007022-RA, Av_00006497-RA, Av_00001184-RA, Av_00014386-RA	Solyc01g005550.3.1
OG0002857	Av_00006658-RA, Av_00024363-RA	Solyc01g100180.3.1
OG0002859	Av_00013201-RA, Av_00017141-RA, Av_00006715-RA	Solyc03g059010.3.1, Solyc10g078950.2.1
OG0002860	Av_00002230-RA, Av_00009643-RA	Solyc09g061750.2.1
OG0002861	Av_00013158-RA, Av_00003533-RA	Solyc10g079210.2.1
OG0002862	Av_00011088-RA, Av_00007192-RA	Solyc10g076350.2.1
OG0002863	Av_00018608-RA, Av_00018066-RA	Solyc01g087030.3.1, Solyc10g038000.2.1
OG0002864	Av_00017524-RA, Av_00024740-RA	Solyc11g066800.2.1
OG0002865	Av_00022971-RA, Av_00006623-RA, Av_00021056-RA, Av_00006934-RA, Av_00001278-RA, Av_00015081-RA	Solyc10g044680.2.1, Solyc01g102340.3.1
OG0002866	Av_00000766-RA, Av_00018094-RA, Av_00022739-RA, Av_00005979-RA	Solyc01g068380.3.1
OG0002867	Av_00013185-RA	Solyc01g091715.1.1
OG0002868	Av_00003692-RA	Solyc09g009910.3.1
OG0002869	Av_00013505-RA	Solyc09g089660.3.1
OG0002871	Av_00002909-RA, Av_00020027-RA, Av_00023816-RA	Solyc09g008690.2.1, Solyc10g085740.2.1
OG0002871	Av_00017378-RA, Av_00008472-RA	Solyc11g066700.2.1
OG0002872	Av_00013279-RA, Av_00008504-RA	Solyc06g073960.3.1, Solyc01g009280.3.1, Solyc11g071920.2.1
OG0002873	Av_00018773-RA	Solyc09g011920.3.1
OG0002875	Av_00021277-RA	Solyc06g083260.3.1
OG0002876	Av_00017028-RA, Av_00017890-RA	Solyc01g080110.3.1
OG0002877	Av_00023504-RA, Av_00024918-RA	Solyc07g055080.3.1
OG0002878	Av_00023759-RA	Solyc04g081510.3.1
OG0002881	Av_00009180-RA, Av_00009183-RA	Solyc03g025650.2.1, Solyc00g202560.2.1
OG0002882	Av_00015654-RA, Av_00018001-RA, Av_00018000-RA	Solyc09g018310.3.1
OG0002883	Av_00016269-RA, Av_00022490-RA	Solyc01g098430.3.1
OG0002885	Av_00023187-RA, Av_00005066-RA	Solyc10g083790.2.1, Solyc10g085810.2.1
OG0002886	Av_00003403-RA	Solyc09g057680.3.1
OG0002886	Av_00022187-RA, Av_00008070-RA	Solyc12g098570.2.1, Solyc09g092460.3.1
OG0002887	Av_00020357-RA, Av_00016172-RA	Solyc01g098580.3.1, Solyc10g045430.2.1
OG0002887	Av_00010436-RA	Solyc01g098590.3.1, Solyc10g045100.2.1, Solyc08g081390.3.1
OG0002889	Av_00024367-RA, Av_00019340-RA	Solyc09g007180.3.1
OG0002890	Av_00013460-RA	Solyc09g007380.3.1
OG0002890	Av_00013652-RA, Av_00011932-RA, Av_00007058-RA	Solyc11g072440.2.1
OG0002891	Av_00020377-RA, Av_00018166-RA	Solyc04g076180.3.1
OG0002892	Av_00013536-RA	Solyc12g099130.2.1, Solyc12g099120.2.1
OG0002893	Av_00020588-RA	Solyc01g096670.3.1
OG0002894	Av_00023822-RA, Av_00005061-RA, Av_00003813-RA, Av_00002918-RA	Solyc09g009020.3.1
OG0002895	Av_00002313-RA, Av_00009702-RA	Solyc09g065760.3.1
OG0002895	Av_00018341-RA, Av_00005125-RA	Solyc06g053910.3.1, Solyc09g082980.3.1
OG0002896	Av_00013361-RA	Solyc11g072960.1.1, Solyc06g005240.3.1, Solyc06g075600.3.1
OG0002897	Av_00005132-RA	Solyc09g082860.3.1, Solyc03g005260.3.1, Solyc03g005250.3.1
OG0002898	Av_00009352-RA	Solyc04g064740.3.1
OG0002899	Av_00000866-RA	Solyc01g088730.3.1
OG0002900	Av_00023156-RA	Solyc01g109110.3.1
OG0002900	Av_00007741-RA, Av_00000282-RA	Solyc02g090160.3.1
OG0002902	Av_00019985-RA, Av_00018164-RA	Solyc03g116390.3.1
OG0002903	Av_00014545-RA	Solyc11g006245.1.1
OG0002904	Av_00018844-RA, Av_00007198-RA	Solyc01g110110.3.1
OG0002904	Av_00007221-RA	Solyc04g080960.3.1
OG0002906	Av_00011363-RA, Av_00000938-RA	Solyc02g031970.1.1, Solyc11g071530.1.1
OG0002907	Av_00013880-RA, Av_00013879-RA, Av_00015250-RA, Av_00003184-RA	Solyc11g012930.2.1
OG0002908	Av_00007423-RA, Av_00003750-RA	Solyc02g082270.3.1, Solyc04g082770.3.1
OG0002909	Av_00013965-RA	Solyc07g025170.3.1
OG0002910	Av_00001957-RA	Solyc02g062570.3.1, Solyc02g062580.3.1, Solyc02g084970.3.1
OG0002911	Av_00021445-RA	Solyc03g078520.3.1, Solyc11g008960.2.1
OG0002912	Av_00011545-RA	Solyc07g065930.3.1
OG0002912	Av_00020507-RA	Solyc11g012840.2.1
OG0002914	Av_00000487-RA, Av_00022365-RA	Solyc03g033400.3.1, Solyc02g083560.3.1
OG0002914	Av_00004256-RA	Solyc12g089340.2.1
OG0002915	Av_00013724-RA, Av_00001835-RA, Av_00000349-RA, Av_00021681-RA	Solyc04g072680.2.1, Solyc04g072670.3.1
OG0002916	Av_00018308-RA, Av_00007266-RA, Av_00009870-RA	Solyc10g055450.2.1, Solyc01g111530.3.1
OG0002917	Av_00022695-RA, Av_00024262-RA	Solyc02g092070.3.1
OG0002917	Av_00010223-RA, Av_00010799-RA, Av_00010224-RA	Solyc04g077510.3.1
OG0002918	Av_00010319-RA	Solyc09g009640.3.1
OG0002919	Av_00011645-RA, Av_00014199-RA	Solyc11g005720.1.1
OG0002920	Av_00021666-RA, Av_00000337-RA, Av_00012458-RA	Solyc12g089150.2.1
OG0002922	Av_00007263-RA	Solyc08g065330.3.1
OG0002923	Av_00016296-RA, Av_00011628-RA	Solyc01g103930.3.1, Solyc10g044480.2.1
OG0002924	Av_00000455-RA	Solyc04g077555.1.1
OG0002925	Av_00000303-RA, Av_00002006-RA	Solyc02g093290.3.1, Solyc03g044430.3.1
OG0002926	Av_00018996-RA, Av_00001907-RA	Solyc02g068340.3.1
OG0002928	Av_00019473-RA	Solyc07g062110.3.1
OG0002928	Av_00017668-RA	Solyc09g055700.3.1
OG0002929	Av_00022941-RA	Solyc04g050240.3.1
OG0002930	Av_00018277-RA	Solyc02g093770.3.1
OG0002931	Av_00024368-RA, Av_00018137-RA	Solyc12g044240.2.1, Solyc03g120690.3.1
OG0002932	Av_00023245-RA, Av_00013120-RA, Av_00021655-RA, Av_00019898-RA	Solyc07g054270.3.1, Solyc10g008480.3.1, Solyc12g010730.2.1
OG0002933	Av_00007897-RA	Solyc10g006260.3.1
OG0002934	Av_00017712-RA, Av_00001683-RA	Solyc03g093400.2.1, Solyc03g094170.2.1, Solyc03g093410.3.1
OG0002935	Av_00021165-RA, Av_00023209-RA, Av_00021994-RA, Av_00003093-RA, Av_00015764-RA	Solyc02g079920.3.1, Solyc07g063970.3.1
OG0002936	Av_00002640-RA, Av_00005361-RA	Solyc12g077540.2.1
OG0002937	Av_00014147-RA, Av_00005973-RA	Solyc02g081010.2.1, Solyc02g082400.3.1
OG0002938	Av_00003054-RA	Solyc07g065680.3.1
OG0002938	Av_00005997-RA, Av_00007452-RA	Solyc04g015110.3.1, Solyc11g012785.1.1
OG0002939	Av_00008444-RA, Av_00006179-RA	Solyc07g053590.3.1
OG0002939	Av_00023119-RA	Solyc02g077610.3.1
OG0002940	Av_00015819-RA, Av_00023669-RA, Av_00004122-RA, Av_00020132-RA	Solyc03g121330.3.1, Solyc06g062500.3.1, Solyc12g044720.2.1
