Orthogroup	L_sativa.proteins	G_max.proteins
OG0001008	Lsat_1_v5_gn_9_57161.1, Lsat_1_v5_gn_9_57161.3	GmISU01.05G181400.10.p, GmISU01.05G181400.12.p, GmISU01.05G181400.9.p, GmISU01.05G181400.7.p, GmISU01.05G181400.8.p, GmISU01.05G181400.5.p, GmISU01.05G181400.1.p, GmISU01.05G181400.11.p, GmISU01.05G181400.6.p, GmISU01.08G018000.7.p, GmISU01.08G018000.5.p, GmISU01.08G018000.6.p, GmISU01.08G018000.1.p, GmISU01.08G018000.8.p, GmISU01.01G181600.2.p, GmISU01.01G181600.9.p, GmISU01.01G181600.6.p, GmISU01.01G181600.8.p, GmISU01.01G181600.4.p, GmISU01.01G181600.3.p, GmISU01.01G181600.5.p, GmISU01.01G181600.7.p
OG0001011	Lsat_1_v5_gn_1_65461.1, Lsat_1_v5_gn_1_65461.4, Lsat_1_v5_gn_6_46181.2, Lsat_1_v5_gn_6_46181.1	GmISU01.13G286900.5.p, GmISU01.13G286900.1.p, GmISU01.12G142800.1.p, GmISU01.12G142800.2.p, GmISU01.12G062400.3.p, GmISU01.12G062400.1.p, GmISU01.12G062400.7.p, GmISU01.12G062400.6.p, GmISU01.12G062400.2.p, GmISU01.12G062400.5.p, GmISU01.12G062400.4.p, GmISU01.12G062400.9.p, GmISU01.12G062400.8.p, GmISU01.12G062400.10.p, GmISU01.12G062400.11.p, GmISU01.11G160300.6.p, GmISU01.11G160300.7.p, GmISU01.11G160300.8.p, GmISU01.11G160300.9.p, GmISU01.11G160300.4.p, GmISU01.11G160300.5.p, GmISU01.11G160300.2.p, GmISU01.11G160300.1.p
OG0001012	Lsat_1_v5_gn_9_59740.3, Lsat_1_v5_gn_9_59740.1, Lsat_1_v5_gn_9_59640.1, Lsat_1_v5_gn_9_59640.3	GmISU01.06G131600.1.p
OG0001012	Lsat_1_v5_gn_2_107701.1	GmISU01.09G125900.4.p, GmISU01.16G178500.4.p
OG0001013	Lsat_1_v5_gn_9_19740.1, Lsat_1_v5_gn_9_61640.1, Lsat_1_v5_gn_8_103100.1, Lsat_1_v5_gn_9_61640.2, Lsat_1_v5_gn_2_124621.1, Lsat_1_v5_gn_8_11721.1	GmISU01.14G015700.1.p, GmISU01.14G015700.3.p, GmISU01.02G255400.3.p, GmISU01.02G255400.1.p, GmISU01.02G255400.5.p, GmISU01.02G255400.4.p
OG0001014	Lsat_1_v5_gn_7_27401.4, Lsat_1_v5_gn_7_27401.2, Lsat_1_v5_gn_7_27401.3	GmISU01.05G143700.9.p, GmISU01.05G143700.14.p, GmISU01.05G143700.11.p, GmISU01.05G143700.12.p, GmISU01.05G143700.13.p, GmISU01.05G143700.15.p, GmISU01.05G143700.10.p, GmISU01.05G143700.4.p, GmISU01.05G143700.8.p, GmISU01.05G143700.1.p, GmISU01.05G143700.2.p, GmISU01.08G119000.3.p, GmISU01.08G119000.5.p, GmISU01.08G119000.6.p, GmISU01.08G119000.4.p, GmISU01.08G119000.7.p, GmISU01.08G119000.1.p, GmISU01.08G119000.2.p, GmISU01.09G072300.6.p, GmISU01.09G072300.5.p, GmISU01.09G072300.1.p, GmISU01.09G072300.2.p, GmISU01.15G168900.3.p, GmISU01.15G168900.4.p, GmISU01.15G168900.5.p, GmISU01.15G168900.1.p
OG0001015	Lsat_1_v5_gn_2_98781.1, Lsat_1_v5_gn_2_98781.3	GmISU01.12G144000.3.p, GmISU01.12G144000.1.p, GmISU01.12G070100.4.p, GmISU01.12G070100.12.p, GmISU01.12G070100.8.p, GmISU01.12G070100.11.p, GmISU01.12G070100.5.p, GmISU01.12G070100.1.p, GmISU01.12G070100.14.p, GmISU01.12G070100.7.p, GmISU01.12G070100.13.p, GmISU01.12G070100.6.p, GmISU01.12G070100.2.p, GmISU01.12G070100.3.p, GmISU01.12G070100.9.p, GmISU01.11G157900.10.p, GmISU01.11G157900.5.p, GmISU01.11G157900.4.p, GmISU01.11G157900.7.p, GmISU01.11G157900.8.p, GmISU01.11G157900.2.p, GmISU01.11G157900.3.p, GmISU01.11G157900.6.p, GmISU01.11G157900.11.p
OG0001016	Lsat_1_v5_gn_6_34921.1, Lsat_1_v5_gn_6_34921.2	GmISU01.02G163900.11.p, GmISU01.02G163900.6.p, GmISU01.02G163900.3.p, GmISU01.02G163900.7.p, GmISU01.02G163900.13.p, GmISU01.02G163900.18.p, GmISU01.02G163900.4.p, GmISU01.02G163900.8.p, GmISU01.02G163900.15.p, GmISU01.02G163900.17.p, GmISU01.02G163900.1.p, GmISU01.02G163900.5.p, GmISU01.02G163900.10.p, GmISU01.02G163900.12.p, GmISU01.02G163900.9.p, GmISU01.10G072000.1.p, GmISU01.10G072000.3.p, GmISU01.10G072000.2.p, GmISU01.03G162900.2.p, GmISU01.03G162900.3.p, GmISU01.19G165200.3.p, GmISU01.19G165200.2.p, GmISU01.19G165200.1.p
OG0001017	Lsat_1_v5_gn_5_127021.1, Lsat_1_v5_gn_5_127021.3, Lsat_1_v5_gn_9_99020.2, Lsat_1_v5_gn_9_99020.1	GmISU01.06G201600.2.p, GmISU01.12G130000.2.p, GmISU01.12G130000.1.p
OG0001018	Lsat_1_v5_gn_5_125260.1, Lsat_1_v5_gn_5_125260.3, Lsat_1_v5_gn_7_92121.1	GmISU01.13G269500.2.p, GmISU01.13G269500.3.p, GmISU01.13G269500.4.p, GmISU01.13G269500.1.p, GmISU01.13G269500.5.p, GmISU01.12G161400.3.p, GmISU01.12G161400.2.p, GmISU01.12G161400.1.p, GmISU01.12G161400.4.p, GmISU01.06G259400.1.p, GmISU01.06G259400.2.p, GmISU01.06G259400.3.p, GmISU01.12G090066.2.p, GmISU01.12G090066.3.p, GmISU01.12G090066.1.p, GmISU01.12G090066.4.p, GmISU01.12G090066.5.p
OG0001019	Lsat_1_v5_gn_6_55820.1, Lsat_1_v5_gn_6_55840.1, Lsat_1_v5_gn_6_55701.1, Lsat_1_v5_gn_6_55701.3	GmISU01.05G140000.2.p, GmISU01.05G140000.4.p, GmISU01.05G140000.3.p, GmISU01.05G140000.11.p, GmISU01.05G140000.10.p, GmISU01.05G140000.9.p, GmISU01.05G140000.8.p, GmISU01.05G140000.1.p, GmISU01.08G115100.1.p, GmISU01.08G115100.5.p, GmISU01.08G115100.3.p, GmISU01.08G115100.2.p, GmISU01.08G115100.4.p, GmISU01.08G115100.6.p
OG0001021	Lsat_1_v5_gn_1_39821.3, Lsat_1_v5_gn_1_39821.1, Lsat_1_v5_gn_6_117840.1, Lsat_1_v5_gn_6_117840.2	GmISU01.09G071500.3.p, GmISU01.09G071500.4.p, GmISU01.09G071500.2.p, GmISU01.09G071500.1.p, GmISU01.15G168000.1.p, GmISU01.15G168000.2.p, GmISU01.15G168000.3.p
OG0001022	Lsat_1_v5_gn_8_45220.1, Lsat_1_v5_gn_8_45260.1, Lsat_1_v5_gn_8_45301.1, Lsat_1_v5_gn_8_45320.1, Lsat_1_v5_gn_8_45240.1	GmISU01.05G202400.1.p, GmISU01.05G202600.1.p, GmISU01.08G040100.1.p
OG0001022	Lsat_1_v5_gn_4_12941.1, Lsat_1_v5_gn_4_12981.1, Lsat_1_v5_gn_4_13080.1	GmISU01.01G067900.1.p
OG0001023	Lsat_1_v5_gn_7_11841.1, Lsat_1_v5_gn_4_38540.1	GmISU01.03G076400.1.p
OG0001024	Lsat_1_v5_gn_3_53761.2, Lsat_1_v5_gn_3_53761.1	GmISU01.19G027500.1.p, GmISU01.13G035100.1.p
OG0001025	Lsat_1_v5_gn_2_19180.2, Lsat_1_v5_gn_2_19200.1	GmISU01.08G048000.1.p, GmISU01.05G210300.1.p, GmISU01.05G210300.2.p
OG0001025	Lsat_1_v5_gn_2_19180.1, Lsat_1_v5_gn_2_19180.3, Lsat_1_v5_gn_8_144901.1, Lsat_1_v5_gn_8_144901.3	GmISU01.07G091600.2.p, GmISU01.07G091600.1.p, GmISU01.09G139600.1.p
OG0001025	Lsat_1_v5_gn_3_55041.3, Lsat_1_v5_gn_3_55041.1	GmISU01.17G016500.3.p, GmISU01.17G016500.4.p
OG0001027	Lsat_1_v5_gn_8_163061.1, Lsat_1_v5_gn_8_163061.2	GmISU01.08G261700.5.p, GmISU01.08G261700.7.p, GmISU01.08G261700.6.p, GmISU01.08G261700.3.p, GmISU01.08G261700.8.p, GmISU01.08G261700.1.p, GmISU01.08G261700.4.p, GmISU01.18G106500.1.p, GmISU01.18G106500.2.p, GmISU01.18G106500.3.p, GmISU01.02G024100.3.p, GmISU01.02G024100.8.p, GmISU01.02G024100.10.p, GmISU01.02G024100.6.p, GmISU01.02G024100.1.p, GmISU01.02G024100.9.p, GmISU01.02G024100.11.p, GmISU01.02G024100.12.p, GmISU01.02G024100.7.p, GmISU01.02G024100.13.p, GmISU01.02G024100.4.p, GmISU01.02G024100.2.p, GmISU01.01G034700.2.p, GmISU01.01G034700.4.p, GmISU01.01G034700.7.p, GmISU01.01G034700.8.p, GmISU01.01G034700.3.p, GmISU01.01G034700.1.p, GmISU01.01G034700.6.p
OG0001028	Lsat_1_v5_gn_8_24081.1, Lsat_1_v5_gn_8_24081.2, Lsat_1_v5_gn_0_7881.2, Lsat_1_v5_gn_0_7881.1	GmISU01.09G133200.13.p, GmISU01.09G133200.11.p, GmISU01.09G133200.12.p, GmISU01.09G133200.9.p, GmISU01.09G133200.16.p, GmISU01.09G133200.15.p, GmISU01.09G133200.10.p, GmISU01.09G133200.14.p, GmISU01.16G187000.7.p, GmISU01.16G187000.1.p, GmISU01.16G187000.8.p, GmISU01.16G187000.3.p, GmISU01.16G187000.10.p, GmISU01.16G187000.6.p, GmISU01.16G187000.2.p, GmISU01.05G213900.3.p, GmISU01.05G213900.2.p, GmISU01.08G052200.9.p, GmISU01.08G052200.6.p, GmISU01.08G052200.2.p, GmISU01.08G052200.8.p, GmISU01.08G052200.11.p, GmISU01.08G052200.4.p, GmISU01.08G052200.1.p, GmISU01.08G052200.3.p
OG0001029	Lsat_1_v5_gn_8_48020.1, Lsat_1_v5_gn_8_48020.3, Lsat_1_v5_gn_4_12341.1	GmISU01.17G071700.1.p, GmISU01.05G019200.1.p, GmISU01.06G182800.1.p, GmISU01.07G191700.1.p, GmISU01.20G021600.1.p, GmISU01.02G104200.1.p, GmISU01.01G050900.1.p
OG0001030	Lsat_1_v5_gn_9_47901.1, Lsat_1_v5_gn_9_47901.3, Lsat_1_v5_gn_9_47901.2	GmISU01.11G101000.4.p, GmISU01.11G101000.1.p, GmISU01.12G013800.3.p, GmISU01.01G192200.1.p, GmISU01.11G007800.5.p, GmISU01.11G007800.7.p, GmISU01.11G007800.6.p, GmISU01.11G007800.3.p, GmISU01.11G007800.4.p, GmISU01.11G007800.8.p, GmISU01.11G007800.1.p, GmISU01.11G007800.2.p
OG0001037	Lsat_1_v5_gn_6_54880.1, Lsat_1_v5_gn_6_54880.3, Lsat_1_v5_gn_2_51700.2, Lsat_1_v5_gn_2_51700.1	GmISU01.20G203100.3.p, GmISU01.20G203100.2.p, GmISU01.20G203100.1.p, GmISU01.10G252000.3.p, GmISU01.10G252000.1.p
OG0001038	Lsat_1_v5_gn_5_170860.1, Lsat_1_v5_gn_9_25801.1	GmISU01.11G182400.1.p, GmISU01.11G182400.2.p, GmISU01.11G182400.6.p, GmISU01.18G060200.4.p, GmISU01.18G060200.3.p, GmISU01.18G060200.1.p
OG0001038	Lsat_1_v5_gn_8_99920.1	GmISU01.07G127600.4.p, GmISU01.07G127600.3.p, GmISU01.07G127600.2.p, GmISU01.07G127600.1.p, GmISU01.01G086800.2.p, GmISU01.01G086800.1.p
OG0001039	Lsat_1_v5_gn_8_76840.1, Lsat_1_v5_gn_8_76840.2	GmISU01.11G133600.1.p, GmISU01.12G066400.1.p
OG0001040	Lsat_1_v5_gn_3_49920.1, Lsat_1_v5_gn_3_49920.3	GmISU01.08G264500.5.p, GmISU01.08G264500.2.p
OG0001040	Lsat_1_v5_gn_5_150780.3, Lsat_1_v5_gn_5_150780.1, Lsat_1_v5_gn_9_35140.2, Lsat_1_v5_gn_9_35140.1	GmISU01.03G043600.2.p, GmISU01.03G043600.1.p, GmISU01.03G043600.6.p, GmISU01.03G043600.7.p, GmISU01.03G043600.4.p, GmISU01.03G043600.8.p, GmISU01.01G090900.3.p
OG0001041	Lsat_1_v5_gn_8_73881.1, Lsat_1_v5_gn_5_169961.1	GmISU01.11G126200.14.p, GmISU01.11G126200.12.p, GmISU01.11G126200.5.p, GmISU01.11G126200.7.p, GmISU01.11G126200.3.p, GmISU01.11G126200.10.p, GmISU01.11G126200.1.p, GmISU01.11G126200.16.p, GmISU01.11G126200.4.p, GmISU01.11G126200.20.p, GmISU01.11G126200.2.p, GmISU01.11G126200.13.p, GmISU01.12G056900.1.p, GmISU01.12G056900.6.p, GmISU01.12G056900.5.p, GmISU01.12G056900.8.p, GmISU01.12G056900.3.p, GmISU01.12G056900.7.p, GmISU01.12G056900.4.p, GmISU01.11G126200.19.p, GmISU01.11G126200.15.p, GmISU01.11G126200.9.p, GmISU01.11G126200.18.p, GmISU01.13G296300.2.p, GmISU01.15G035400.1.p, GmISU01.15G035400.4.p, GmISU01.15G035400.3.p, GmISU01.15G035400.5.p, GmISU01.15G035400.2.p
OG0001045	Lsat_1_v5_gn_5_146660.3	GmISU01.20G195000.8.p, GmISU01.20G195000.9.p, GmISU01.20G195000.7.p
OG0001046	Lsat_1_v5_gn_9_34700.3, Lsat_1_v5_gn_9_34700.1, Lsat_1_v5_gn_8_101341.1, Lsat_1_v5_gn_5_150421.1	GmISU01.18G150600.1.p, GmISU01.03G045000.1.p
OG0001046	Lsat_1_v5_gn_8_133621.1	GmISU01.06G245300.1.p, GmISU01.12G103000.1.p
OG0001047	Lsat_1_v5_gn_3_102000.1, Lsat_1_v5_gn_3_102000.3, Lsat_1_v5_gn_4_180161.1, Lsat_1_v5_gn_4_180161.2	GmISU01.13G044100.1.p, GmISU01.19G016400.1.p, GmISU01.09G198100.1.p, GmISU01.18G199300.1.p
OG0001047	Lsat_1_v5_gn_8_58381.3, Lsat_1_v5_gn_8_58381.1	GmISU01.13G139600.1.p, GmISU01.17G105800.1.p, GmISU01.06G196000.1.p, GmISU01.04G120700.1.p
OG0001047	Lsat_1_v5_gn_8_82720.1, Lsat_1_v5_gn_8_82720.3	GmISU01.18G116800.1.p, GmISU01.03G063600.1.p
OG0001048	Lsat_1_v5_gn_6_52880.1, Lsat_1_v5_gn_6_52880.2	GmISU01.19G100500.4.p, GmISU01.19G100500.3.p, GmISU01.19G100500.1.p, GmISU01.03G096900.3.p, GmISU01.03G096900.1.p, GmISU01.03G096900.5.p, GmISU01.03G096900.2.p
OG0001049	Lsat_1_v5_gn_8_141661.1, Lsat_1_v5_gn_8_141661.3	GmISU01.13G011800.1.p, GmISU01.13G011750.1.p, GmISU01.20G039700.1.p, GmISU01.13G011900.1.p
OG0001049	Lsat_1_v5_gn_7_94520.1, Lsat_1_v5_gn_4_124221.2, Lsat_1_v5_gn_4_124221.1, Lsat_1_v5_gn_4_124781.1, Lsat_1_v5_gn_4_124781.3, Lsat_1_v5_gn_4_124301.3, Lsat_1_v5_gn_4_124301.1, Lsat_1_v5_gn_4_124301.2, Lsat_1_v5_gn_4_124880.3, Lsat_1_v5_gn_4_124880.1, Lsat_1_v5_gn_4_124841.1, Lsat_1_v5_gn_4_124841.3, Lsat_1_v5_gn_4_124841.2, Lsat_1_v5_gn_4_124900.1, Lsat_1_v5_gn_4_124900.3, Lsat_1_v5_gn_4_124900.2	GmISU01.17G212900.1.p, GmISU01.17G212900.2.p, GmISU01.14G075400.1.p
OG0001050	Lsat_1_v5_gn_4_73821.1, Lsat_1_v5_gn_4_73821.3	GmISU01.11G097600.1.p, GmISU01.12G028600.1.p
OG0001050	Lsat_1_v5_gn_4_146041.1, Lsat_1_v5_gn_4_146041.3, Lsat_1_v5_gn_3_73180.1, Lsat_1_v5_gn_3_73180.3	GmISU01.02G043700.1.p, GmISU01.16G103700.1.p, GmISU01.01G128400.1.p, GmISU01.11G070800.1.p, GmISU01.04G032300.1.p
OG0001050	Lsat_1_v5_gn_2_12901.3, Lsat_1_v5_gn_2_12901.1	GmISU01.17G225100.1.p
OG0001051	Lsat_1_v5_gn_9_113620.2, Lsat_1_v5_gn_9_113620.1	GmISU01.07G155900.1.p, GmISU01.08G058100.1.p
OG0001051	Lsat_1_v5_gn_7_81140.1, Lsat_1_v5_gn_7_81140.3	GmISU01.08G167800.1.p, GmISU01.08G167800.2.p
OG0001052	Lsat_1_v5_gn_7_50260.3, Lsat_1_v5_gn_7_50260.1, Lsat_1_v5_gn_7_50300.1, Lsat_1_v5_gn_7_50220.1, Lsat_1_v5_gn_7_50360.1, Lsat_1_v5_gn_7_50340.1, Lsat_1_v5_gn_2_29441.1, Lsat_1_v5_gn_7_49541.1, Lsat_1_v5_gn_7_50320.1	GmISU01.16G176900.1.p, GmISU01.09G123600.1.p, GmISU01.16G177000.1.p, GmISU01.16G177100.1.p, GmISU01.09G123800.1.p
OG0001054	Lsat_1_v5_gn_7_81821.1	GmISU01.08G064900.1.p, GmISU01.13G023100.1.p, GmISU01.13G023100.2.p, GmISU01.13G023500.1.p, GmISU01.13G023500.2.p, GmISU01.08G065200.1.p
OG0001055	Lsat_1_v5_gn_9_108840.3, Lsat_1_v5_gn_9_108840.1, Lsat_1_v5_gn_9_108760.1, Lsat_1_v5_gn_9_108760.2	GmISU01.04G011700.1.p, GmISU01.06G010600.1.p
OG0001055	Lsat_1_v5_gn_4_152601.1, Lsat_1_v5_gn_4_152541.1	GmISU01.11G063900.1.p, GmISU01.01G135200.1.p, GmISU01.01G135300.2.p, GmISU01.01G135300.1.p, GmISU01.11G063800.1.p, GmISU01.01G135100.1.p
OG0001056	Lsat_1_v5_gn_3_16240.1, Lsat_1_v5_gn_3_67441.2, Lsat_1_v5_gn_3_67441.1	GmISU01.15G016900.2.p, GmISU01.16G034901.1.p, GmISU01.19G085300.1.p
OG0001056	Lsat_1_v5_gn_7_110961.2, Lsat_1_v5_gn_7_110961.1, Lsat_1_v5_gn_7_69161.3, Lsat_1_v5_gn_7_69161.1	GmISU01.08G217200.4.p, GmISU01.08G217200.1.p, GmISU01.15G182900.3.p, GmISU01.15G182900.1.p, GmISU01.08G151700.1.p, GmISU01.08G151700.2.p, GmISU01.15G218100.1.p
OG0001057	Lsat_1_v5_gn_1_2200.1, Lsat_1_v5_gn_6_105780.3, Lsat_1_v5_gn_6_105780.1	GmISU01.15G053300.1.p, GmISU01.14G148400.1.p, GmISU01.02G178900.1.p, GmISU01.04G084900.1.p, GmISU01.06G086300.1.p, GmISU01.08G077000.1.p, GmISU01.05G105100.1.p, GmISU01.02G178800.4.p, GmISU01.14G148300.5.p, GmISU01.04G085000.4.p, GmISU01.06G086400.1.p
OG0001058	Lsat_1_v5_gn_7_12240.1, Lsat_1_v5_gn_7_12240.2	GmISU01.07G102500.1.p, GmISU01.03G081400.1.p
OG0001058	Lsat_1_v5_gn_4_185141.3, Lsat_1_v5_gn_4_185141.1	GmISU01.05G067800.1.p, GmISU01.19G067000.1.p
OG0001058	Lsat_1_v5_gn_6_104220.3, Lsat_1_v5_gn_6_104220.1, Lsat_1_v5_gn_9_73760.1	GmISU01.06G091500.1.p, GmISU01.14G146300.1.p, GmISU01.02G176400.1.p
OG0001059	Lsat_1_v5_gn_4_74400.1, Lsat_1_v5_gn_5_17500.1	GmISU01.06G171000.8.p, GmISU01.06G171000.5.p, GmISU01.06G171000.2.p, GmISU01.06G171000.3.p, GmISU01.06G171000.9.p, GmISU01.06G171000.1.p, GmISU01.06G171000.4.p, GmISU01.06G171000.7.p, GmISU01.06G171000.6.p, GmISU01.04G143400.2.p, GmISU01.04G143400.3.p, GmISU01.04G143400.1.p, GmISU01.17G086200.2.p, GmISU01.17G086200.1.p, GmISU01.05G029800.2.p, GmISU01.05G029800.3.p, GmISU01.05G029800.4.p
OG0001059	Lsat_1_v5_gn_4_7920.1, Lsat_1_v5_gn_4_7920.3	GmISU01.01G035300.1.p, GmISU01.02G023500.1.p
OG0001060	Lsat_1_v5_gn_5_70941.1, Lsat_1_v5_gn_5_70941.2, Lsat_1_v5_gn_5_70941.3	GmISU01.06G146900.1.p
OG0001060	Lsat_1_v5_gn_8_34040.1	GmISU01.08G243900.1.p, GmISU01.16G086500.1.p
OG0001062	Lsat_1_v5_gn_5_129541.1, Lsat_1_v5_gn_5_129541.2	GmISU01.19G101800.1.p, GmISU01.07G031000.1.p, GmISU01.08G193800.1.p
OG0001062	Lsat_1_v5_gn_4_104200.1	GmISU01.10G078700.1.p
OG0001062	Lsat_1_v5_gn_5_129761.3, Lsat_1_v5_gn_5_129761.1	GmISU01.08G193900.1.p
OG0001063	Lsat_1_v5_gn_3_139641.3, Lsat_1_v5_gn_3_139641.1, Lsat_1_v5_gn_3_121881.3, Lsat_1_v5_gn_3_121881.1	GmISU01.01G053100.1.p
OG0001064	Lsat_1_v5_gn_5_130880.1, Lsat_1_v5_gn_1_35220.1, Lsat_1_v5_gn_1_35220.2, Lsat_1_v5_gn_1_35220.3	GmISU01.07G017600.1.p, GmISU01.08G190600.1.p, GmISU01.13G315500.1.p, GmISU01.15G015500.1.p
OG0001064	Lsat_1_v5_gn_7_40760.1, Lsat_1_v5_gn_7_40760.2, Lsat_1_v5_gn_5_103520.1, Lsat_1_v5_gn_8_95381.1, Lsat_1_v5_gn_8_95381.2	GmISU01.09G153000.1.p, GmISU01.07G076900.1.p
OG0001065	Lsat_1_v5_gn_4_86881.2, Lsat_1_v5_gn_4_86881.1, Lsat_1_v5_gn_4_86881.3	GmISU01.15G003000.2.p, GmISU01.15G003000.1.p, GmISU01.13G327700.1.p, GmISU01.08G203100.1.p, GmISU01.07G021100.1.p
OG0001066	Lsat_1_v5_gn_6_77201.2, Lsat_1_v5_gn_6_77201.3	GmISU01.13G055600.1.p, GmISU01.13G055600.2.p, GmISU01.04G056900.7.p, GmISU01.04G056900.6.p, GmISU01.04G056900.2.p, GmISU01.04G056900.3.p, GmISU01.04G056900.1.p, GmISU01.04G056900.8.p, GmISU01.04G056900.4.p, GmISU01.04G056900.9.p, GmISU01.04G056900.5.p, GmISU01.06G057000.1.p, GmISU01.06G057000.2.p, GmISU01.06G057100.4.p, GmISU01.06G057100.1.p, GmISU01.06G057100.3.p, GmISU01.04G057000.1.p, GmISU01.06G057200.7.p, GmISU01.06G057200.6.p, GmISU01.06G057200.5.p, GmISU01.06G057200.4.p, GmISU01.06G057200.2.p, GmISU01.06G057200.1.p
OG0001067	Lsat_1_v5_gn_4_8401.1, Lsat_1_v5_gn_4_8401.3, Lsat_1_v5_gn_3_50181.1	GmISU01.08G262500.1.p, GmISU01.18G105700.1.p, GmISU01.18G105700.2.p
OG0001067	Lsat_1_v5_gn_5_17481.1, Lsat_1_v5_gn_4_74361.1	GmISU01.06G171100.1.p, GmISU01.04G143300.1.p, GmISU01.05G029400.1.p, GmISU01.17G086500.1.p
OG0001068	Lsat_1_v5_gn_8_7441.1	GmISU01.09G115200.1.p, GmISU01.09G115200.2.p, GmISU01.16G168000.1.p, GmISU01.16G168000.2.p, GmISU01.16G168100.5.p, GmISU01.16G168100.3.p, GmISU01.16G168100.4.p, GmISU01.16G168100.2.p, GmISU01.16G168100.1.p, GmISU01.09G115500.2.p, GmISU01.09G115500.7.p, GmISU01.09G115500.6.p, GmISU01.09G115500.5.p, GmISU01.09G115500.10.p, GmISU01.09G115500.9.p, GmISU01.09G115500.8.p, GmISU01.09G115400.10.p, GmISU01.09G115400.11.p, GmISU01.09G115400.9.p, GmISU01.09G115400.6.p, GmISU01.09G115400.7.p, GmISU01.09G115400.8.p, GmISU01.09G115400.3.p, GmISU01.09G115400.1.p, GmISU01.09G115400.5.p, GmISU01.09G115400.4.p, GmISU01.09G115400.2.p
OG0001069	Lsat_1_v5_gn_9_58321.3, Lsat_1_v5_gn_9_58321.2, Lsat_1_v5_gn_9_58321.1	GmISU01.19G053800.1.p, GmISU01.19G053800.7.p, GmISU01.19G053800.3.p, GmISU01.19G053800.5.p, GmISU01.19G053800.6.p, GmISU01.19G053800.4.p, GmISU01.19G053800.2.p, GmISU01.04G194500.2.p, GmISU01.04G194500.3.p, GmISU01.06G116700.1.p, GmISU01.06G116700.2.p
OG0001070	Lsat_1_v5_gn_1_61380.1, Lsat_1_v5_gn_1_61380.2, Lsat_1_v5_gn_1_61380.4, Lsat_1_v5_gn_1_61380.5, Lsat_1_v5_gn_1_61401.1, Lsat_1_v5_gn_1_61401.2	GmISU01.12G075800.1.p, GmISU01.11G152100.1.p, GmISU01.12G147900.1.p, GmISU01.13G280900.1.p
OG0001070	Lsat_1_v5_gn_6_28220.3, Lsat_1_v5_gn_6_28220.1	GmISU01.03G148800.2.p, GmISU01.03G148800.1.p, GmISU01.19G152200.1.p, GmISU01.19G152200.4.p, GmISU01.13G119600.1.p, GmISU01.10G057100.1.p
OG0001071	Lsat_1_v5_gn_1_53840.2, Lsat_1_v5_gn_1_53840.1, Lsat_1_v5_gn_1_53840.3	GmISU01.13G109000.3.p, GmISU01.13G109000.5.p, GmISU01.13G109000.4.p, GmISU01.13G109000.2.p, GmISU01.13G109000.1.p, GmISU01.10G045300.1.p, GmISU01.10G045300.2.p, GmISU01.10G045300.5.p, GmISU01.10G045300.4.p, GmISU01.10G045300.7.p, GmISU01.10G045300.6.p, GmISU01.10G045300.8.p, GmISU01.10G045300.3.p, GmISU01.10G045300.9.p, GmISU01.10G045300.11.p, GmISU01.10G045300.12.p, GmISU01.10G045300.13.p, GmISU01.10G045300.10.p, GmISU01.10G045300.14.p, GmISU01.10G045300.15.p
OG0001072	Lsat_1_v5_gn_4_29481.1	GmISU01.08G089100.2.p, GmISU01.08G089100.1.p, GmISU01.08G088700.2.p, GmISU01.08G088700.1.p
OG0001072	Lsat_1_v5_gn_5_120941.1, Lsat_1_v5_gn_5_120941.2, Lsat_1_v5_gn_9_103440.3, Lsat_1_v5_gn_9_103440.1	GmISU01.08G163200.2.p, GmISU01.08G163200.1.p, GmISU01.08G163200.3.p, GmISU01.15G207800.4.p, GmISU01.15G207800.2.p, GmISU01.15G207800.1.p, GmISU01.15G207800.3.p
OG0001073	Lsat_1_v5_gn_5_65320.1, Lsat_1_v5_gn_5_65320.3, Lsat_1_v5_gn_2_37481.2, Lsat_1_v5_gn_2_37481.1	GmISU01.14G038200.2.p, GmISU01.14G038200.5.p, GmISU01.14G038200.4.p, GmISU01.14G038200.3.p, GmISU01.14G038200.1.p, GmISU01.02G235400.3.p, GmISU01.02G235400.2.p
OG0001074	Lsat_1_v5_gn_3_13041.1	GmISU01.15G079800.2.p, GmISU01.15G079800.3.p, GmISU01.15G079800.1.p, GmISU01.13G194400.1.p, GmISU01.08G108400.1.p, GmISU01.05G133900.1.p
OG0001075	Lsat_1_v5_gn_8_6281.1, Lsat_1_v5_gn_8_6281.2, Lsat_1_v5_gn_2_133560.2, Lsat_1_v5_gn_2_133560.1	GmISU01.09G100700.2.p, GmISU01.09G100700.1.p, GmISU01.16G145600.1.p
OG0001076	Lsat_1_v5_gn_2_108040.3, Lsat_1_v5_gn_2_108040.1	GmISU01.03G207600.2.p, GmISU01.03G207600.4.p, GmISU01.10G133500.8.p, GmISU01.20G182200.5.p, GmISU01.20G182200.3.p, GmISU01.20G182200.2.p, GmISU01.10G133500.4.p, GmISU01.10G133500.2.p, GmISU01.10G133500.3.p, GmISU01.10G133500.5.p
