Orthogroup	L_sativa.proteins	A_hypochondriacus.proteins
OG0000736	Lsat_1_v5_gn_8_95421.3, Lsat_1_v5_gn_8_95421.1	AH020865-RA, AH023323-RA
OG0000738	Lsat_1_v5_gn_3_12101.1, Lsat_1_v5_gn_6_82461.1	AH011345-RA, AH018156-RA, AH009530-RA
OG0000739	Lsat_1_v5_gn_3_5240.1, Lsat_1_v5_gn_3_5240.3	AH018732-RA
OG0000739	Lsat_1_v5_gn_3_133281.1, Lsat_1_v5_gn_3_133281.3	AH009151-RA
OG0000740	Lsat_1_v5_gn_6_21020.2, Lsat_1_v5_gn_6_20940.2, Lsat_1_v5_gn_6_20940.3, Lsat_1_v5_gn_6_20940.1, Lsat_1_v5_gn_6_21020.1, Lsat_1_v5_gn_6_20920.2, Lsat_1_v5_gn_6_20920.1, Lsat_1_v5_gn_6_22541.2, Lsat_1_v5_gn_6_22541.3, Lsat_1_v5_gn_6_22541.1, Lsat_1_v5_gn_6_22561.3, Lsat_1_v5_gn_6_22561.2, Lsat_1_v5_gn_6_22561.1	AH023199-RA
OG0000740	Lsat_1_v5_gn_5_131300.1, Lsat_1_v5_gn_5_131300.3, Lsat_1_v5_gn_1_44940.1, Lsat_1_v5_gn_1_44940.2	AH001982-RA
OG0000741	Lsat_1_v5_gn_2_83840.1	AH003884-RA
OG0000741	Lsat_1_v5_gn_0_20681.1, Lsat_1_v5_gn_0_20741.1	AH006244-RA
OG0000742	Lsat_1_v5_gn_4_100080.1, Lsat_1_v5_gn_5_134441.1, Lsat_1_v5_gn_5_134441.2, Lsat_1_v5_gn_1_37081.2, Lsat_1_v5_gn_1_37081.1	AH002136-RA, AH000498-RA
OG0000742	Lsat_1_v5_gn_5_32500.1, Lsat_1_v5_gn_6_22720.2, Lsat_1_v5_gn_6_22720.1	AH016168-RA, AH023364-RA
OG0000743	Lsat_1_v5_gn_5_95980.1	AH014086-RA
OG0000744	Lsat_1_v5_gn_5_169381.2, Lsat_1_v5_gn_5_169381.3, Lsat_1_v5_gn_5_169381.1	AH022556-RA
OG0000745	Lsat_1_v5_gn_8_4341.1, Lsat_1_v5_gn_8_4341.3	AH011893-RA
OG0000746	Lsat_1_v5_gn_2_21401.3, Lsat_1_v5_gn_2_21401.2, Lsat_1_v5_gn_2_21401.1, Lsat_1_v5_gn_6_27040.1	AH012665-RA
OG0000747	Lsat_1_v5_gn_3_11980.1, Lsat_1_v5_gn_3_49981.2, Lsat_1_v5_gn_3_49981.1, Lsat_1_v5_gn_2_15841.2, Lsat_1_v5_gn_2_15841.1, Lsat_1_v5_gn_3_11741.1, Lsat_1_v5_gn_3_11741.3, Lsat_1_v5_gn_3_11920.1, Lsat_1_v5_gn_3_11920.3, Lsat_1_v5_gn_3_12921.3, Lsat_1_v5_gn_3_12921.1	AH001192-RA, AH018125-RA, AH018127-RA
OG0000748	Lsat_1_v5_gn_4_82400.1	AH017252-RA
OG0000749	Lsat_1_v5_gn_8_40201.1, Lsat_1_v5_gn_3_57701.3, Lsat_1_v5_gn_3_57701.1, Lsat_1_v5_gn_4_16061.1, Lsat_1_v5_gn_4_16061.3	AH002997-RA, AH010547-RA
OG0000753	Lsat_1_v5_gn_2_52200.3, Lsat_1_v5_gn_2_52200.1, Lsat_1_v5_gn_2_52260.1, Lsat_1_v5_gn_2_52260.3, Lsat_1_v5_gn_2_52280.1, Lsat_1_v5_gn_2_52320.3, Lsat_1_v5_gn_2_52320.1, Lsat_1_v5_gn_9_34941.1	AH014842-RA, AH018059-RA
OG0000754	Lsat_1_v5_gn_0_800.1	AH016709-RA, AH008362-RA
OG0000754	Lsat_1_v5_gn_9_10141.1, Lsat_1_v5_gn_9_10141.3	AH019888-RA, AH019890-RA
OG0000755	Lsat_1_v5_gn_6_7321.1	AH021589-RA, AH015131-RA
OG0000756	Lsat_1_v5_gn_0_300.1, Lsat_1_v5_gn_0_300.3, Lsat_1_v5_gn_2_107780.1, Lsat_1_v5_gn_2_107840.1, Lsat_1_v5_gn_2_107800.1	AH002652-RA, AH017736-RA
OG0000757	Lsat_1_v5_gn_9_14760.1, Lsat_1_v5_gn_9_18180.2, Lsat_1_v5_gn_9_18180.3, Lsat_1_v5_gn_9_18180.1, Lsat_1_v5_gn_5_173681.2, Lsat_1_v5_gn_5_173681.1	AH022480-RA
OG0000757	Lsat_1_v5_gn_8_13161.1, Lsat_1_v5_gn_2_125601.2, Lsat_1_v5_gn_2_125601.1, Lsat_1_v5_gn_2_125601.3, Lsat_1_v5_gn_9_60720.2, Lsat_1_v5_gn_9_60720.1, Lsat_1_v5_gn_9_60720.3	AH023149-RA, AH016323-RA
OG0000759	Lsat_1_v5_gn_2_33921.1, Lsat_1_v5_gn_3_110861.3, Lsat_1_v5_gn_3_110861.1, Lsat_1_v5_gn_3_110861.2	AH011027-RA
OG0000760	Lsat_1_v5_gn_9_68540.1	AH023757-RA
OG0000761	Lsat_1_v5_gn_9_30421.2, Lsat_1_v5_gn_9_30421.1, Lsat_1_v5_gn_8_84020.1	AH007311-RA
OG0000761	Lsat_1_v5_gn_6_116261.1	AH007316-RA
OG0000762	Lsat_1_v5_gn_1_39880.8, Lsat_1_v5_gn_1_39880.7	AH003145-RA
OG0000763	Lsat_1_v5_gn_5_146141.1, Lsat_1_v5_gn_5_146141.2	AH006858-RA, AH020328-RA
OG0000764	Lsat_1_v5_gn_5_184701.1, Lsat_1_v5_gn_5_184701.3, Lsat_1_v5_gn_8_57160.3, Lsat_1_v5_gn_8_57160.1	AH017810-RA, AH002593-RA
OG0000764	Lsat_1_v5_gn_7_64420.1	AH007057-RA, AH019831-RA
OG0000765	Lsat_1_v5_gn_3_118321.1, Lsat_1_v5_gn_3_118321.3, Lsat_1_v5_gn_5_64821.2, Lsat_1_v5_gn_5_64821.1	AH007200-RA
OG0000765	Lsat_1_v5_gn_6_98720.2, Lsat_1_v5_gn_6_98720.1, Lsat_1_v5_gn_1_8600.1	AH008489-RA
OG0000766	Lsat_1_v5_gn_4_12520.1, Lsat_1_v5_gn_3_53361.1, Lsat_1_v5_gn_8_46221.2, Lsat_1_v5_gn_8_46221.1	AH018851-RA
OG0000766	Lsat_1_v5_gn_3_53980.1, Lsat_1_v5_gn_8_41821.1	AH008900-RA
OG0000767	Lsat_1_v5_gn_4_142020.1, Lsat_1_v5_gn_4_142020.2	AH005988-RA
OG0000767	Lsat_1_v5_gn_6_103900.1, Lsat_1_v5_gn_6_103900.3, Lsat_1_v5_gn_6_103900.2	AH008768-RA
OG0000768	Lsat_1_v5_gn_9_79080.1, Lsat_1_v5_gn_9_79080.3, Lsat_1_v5_gn_7_83621.2, Lsat_1_v5_gn_7_83621.1, Lsat_1_v5_gn_5_110200.1, Lsat_1_v5_gn_5_110200.3	AH000110-RA
OG0000768	Lsat_1_v5_gn_4_88520.1, Lsat_1_v5_gn_4_88520.3	AH013475-RA, AH022257-RA
OG0000770	Lsat_1_v5_gn_1_20540.1	AH016979-RA
OG0000770	Lsat_1_v5_gn_4_167461.2	AH006069-RA, AH003720-RA
OG0000771	Lsat_1_v5_gn_5_27340.1	AH009264-RA
OG0000772	Lsat_1_v5_gn_9_27060.1, Lsat_1_v5_gn_9_27060.3, Lsat_1_v5_gn_9_27060.2	AH002838-RA
OG0000773	Lsat_1_v5_gn_4_140981.1	AH014908-RA
OG0000775	Lsat_1_v5_gn_7_16501.1, Lsat_1_v5_gn_7_16521.1, Lsat_1_v5_gn_7_16541.1	AH014966-RA, AH014968-RA, AH014971-RA
OG0000776	Lsat_1_v5_gn_1_125001.3, Lsat_1_v5_gn_1_125001.1, Lsat_1_v5_gn_7_19881.1, Lsat_1_v5_gn_4_56060.1	AH015106-RA, AH021611-RA
OG0000777	Lsat_1_v5_gn_3_30141.1, Lsat_1_v5_gn_8_152900.1	AH004873-RA, AH004469-RA
OG0000778	Lsat_1_v5_gn_5_135341.2, Lsat_1_v5_gn_5_135341.1, Lsat_1_v5_gn_4_95221.1	AH009023-RA, AH014232-RA, AH021136-RA
OG0000778	Lsat_1_v5_gn_8_63381.2, Lsat_1_v5_gn_8_63381.1, Lsat_1_v5_gn_5_91201.1	AH015337-RA
OG0000779	Lsat_1_v5_gn_4_103641.1, Lsat_1_v5_gn_5_101501.1	AH002073-RA, AH020846-RA
OG0000779	Lsat_1_v5_gn_8_95580.1	AH014195-RA
OG0000779	Lsat_1_v5_gn_4_4161.1	AH004816-RA
OG0000779	Lsat_1_v5_gn_5_122340.1	AH009785-RA
OG0000780	Lsat_1_v5_gn_7_37560.1, Lsat_1_v5_gn_7_37560.3, Lsat_1_v5_gn_7_37560.2	AH014242-RA
OG0000780	Lsat_1_v5_gn_8_8000.1	AH012291-RA
OG0000781	Lsat_1_v5_gn_2_134241.3, Lsat_1_v5_gn_2_134241.1	AH012037-RA
OG0000782	Lsat_1_v5_gn_3_31000.2, Lsat_1_v5_gn_3_31000.1, Lsat_1_v5_gn_4_421.1, Lsat_1_v5_gn_4_421.3	AH004543-RA, AH005185-RA
OG0000783	Lsat_1_v5_gn_3_4101.3, Lsat_1_v5_gn_3_4101.4, Lsat_1_v5_gn_3_4101.1, Lsat_1_v5_gn_1_56441.2, Lsat_1_v5_gn_7_33641.3, Lsat_1_v5_gn_1_56441.1, Lsat_1_v5_gn_8_151781.1, Lsat_1_v5_gn_7_33641.1, Lsat_1_v5_gn_4_42441.1	AH022321-RA
OG0000783	Lsat_1_v5_gn_7_94500.1	AH001155-RA
OG0000784	Lsat_1_v5_gn_4_170740.1	AH015189-RA, AH015190-RA, AH015191-RA
OG0000785	Lsat_1_v5_gn_9_31960.2, Lsat_1_v5_gn_9_31960.3, Lsat_1_v5_gn_9_31960.1	AH020429-RA
OG0000785	Lsat_1_v5_gn_8_14661.2, Lsat_1_v5_gn_8_14661.1, Lsat_1_v5_gn_9_63441.3, Lsat_1_v5_gn_9_63441.2, Lsat_1_v5_gn_9_63441.1	AH016449-RA, AH022998-RA
OG0000786	Lsat_1_v5_gn_2_93720.2, Lsat_1_v5_gn_2_93720.4, Lsat_1_v5_gn_2_93720.1, Lsat_1_v5_gn_4_185601.3, Lsat_1_v5_gn_4_185601.1	AH010956-RA
OG0000787	Lsat_1_v5_gn_2_134361.2, Lsat_1_v5_gn_2_134361.1	AH012042-RA, AH019633-RA
OG0000787	Lsat_1_v5_gn_6_86121.2, Lsat_1_v5_gn_6_86121.1	AH018050-RA, AH011299-RA
OG0000788	Lsat_1_v5_gn_4_76660.1, Lsat_1_v5_gn_4_76660.2	AH017164-RA
OG0000789	Lsat_1_v5_gn_3_100660.1, Lsat_1_v5_gn_3_100660.3	AH015777-RA
OG0000789	Lsat_1_v5_gn_8_52301.1, Lsat_1_v5_gn_8_52301.3	AH004385-RA, AH005061-RA, AH003838-RA
OG0000791	Lsat_1_v5_gn_9_117361.3, Lsat_1_v5_gn_9_117361.2, Lsat_1_v5_gn_9_117361.1, Lsat_1_v5_gn_5_107161.1	AH000888-RA
OG0000797	Lsat_1_v5_gn_3_103780.1, Lsat_1_v5_gn_3_103780.2, Lsat_1_v5_gn_8_34720.1, Lsat_1_v5_gn_8_34720.3	AH010861-RA
OG0000798	Lsat_1_v5_gn_6_40981.1	AH013266-RA
OG0000799	Lsat_1_v5_gn_9_4280.4, Lsat_1_v5_gn_9_4280.5	AH012914-RA
OG0000799	Lsat_1_v5_gn_1_118440.1	AH012092-RA, AH020136-RA, AH011826-RA
OG0000800	Lsat_1_v5_gn_0_39281.3, Lsat_1_v5_gn_0_39281.1	AH007496-RA
OG0000801	Lsat_1_v5_gn_3_14201.1	AH015487-RA, AH015725-RA
OG0000804	Lsat_1_v5_gn_5_113860.1, Lsat_1_v5_gn_5_113860.3, Lsat_1_v5_gn_0_28181.1, Lsat_1_v5_gn_0_28181.2	AH020336-RA, AH006835-RA
OG0000805	Lsat_1_v5_gn_1_99900.1, Lsat_1_v5_gn_1_99900.3	AH015730-RA
OG0000805	Lsat_1_v5_gn_4_131720.2	AH006749-RA
OG0000805	Lsat_1_v5_gn_9_30940.3, Lsat_1_v5_gn_9_30940.1, Lsat_1_v5_gn_8_82040.1, Lsat_1_v5_gn_8_82040.3, Lsat_1_v5_gn_8_82040.2	AH020409-RA
OG0000806	Lsat_1_v5_gn_5_39200.1, Lsat_1_v5_gn_5_39200.2, Lsat_1_v5_gn_5_39220.1, Lsat_1_v5_gn_5_39220.3	AH007520-RA
OG0000806	Lsat_1_v5_gn_5_188341.2, Lsat_1_v5_gn_5_188341.1	AH012889-RA
OG0000807	Lsat_1_v5_gn_9_7340.1	AH017272-RA
OG0000809	Lsat_1_v5_gn_3_47680.1, Lsat_1_v5_gn_8_123241.1, Lsat_1_v5_gn_4_71740.1	AH000804-RA, AH002275-RA
OG0000810	Lsat_1_v5_gn_5_133500.2, Lsat_1_v5_gn_5_133500.1	AH013297-RA
OG0000810	Lsat_1_v5_gn_3_75140.2, Lsat_1_v5_gn_3_75120.1, Lsat_1_v5_gn_3_75140.3, Lsat_1_v5_gn_3_75120.3, Lsat_1_v5_gn_3_75140.1, Lsat_1_v5_gn_3_75120.2	AH005816-RA
OG0000811	Lsat_1_v5_gn_2_65920.2, Lsat_1_v5_gn_2_65920.1	AH005856-RA
OG0000811	Lsat_1_v5_gn_4_139200.1, Lsat_1_v5_gn_5_40061.1	AH010545-RA, AH015476-RA
OG0000812	Lsat_1_v5_gn_4_67040.3, Lsat_1_v5_gn_4_67040.1, Lsat_1_v5_gn_3_44100.1, Lsat_1_v5_gn_3_44100.3	AH001767-RA, AH000548-RA
OG0000812	Lsat_1_v5_gn_3_75520.1, Lsat_1_v5_gn_2_78320.1, Lsat_1_v5_gn_2_78320.3	AH003780-RA
OG0000813	Lsat_1_v5_gn_1_1541.2, Lsat_1_v5_gn_1_1541.1, Lsat_1_v5_gn_1_1541.3, Lsat_1_v5_gn_9_74400.1, Lsat_1_v5_gn_6_104761.1	AH023555-RA, AH008812-RA
OG0000814	Lsat_1_v5_gn_1_27540.2, Lsat_1_v5_gn_1_27540.1, Lsat_1_v5_gn_5_14401.1, Lsat_1_v5_gn_5_14401.2	AH017926-RA
OG0000815	Lsat_1_v5_gn_4_158361.1, Lsat_1_v5_gn_4_158361.2	AH005736-RA, AH003846-RA
OG0000815	Lsat_1_v5_gn_7_84280.1, Lsat_1_v5_gn_9_113581.2, Lsat_1_v5_gn_9_113581.1, Lsat_1_v5_gn_9_113581.3, Lsat_1_v5_gn_3_90041.1	AH000689-RA
OG0000816	Lsat_1_v5_gn_9_108101.2, Lsat_1_v5_gn_7_91520.2	AH000596-RA
OG0000816	Lsat_1_v5_gn_6_55920.1, Lsat_1_v5_gn_6_55920.2	AH013890-RA
OG0000817	Lsat_1_v5_gn_1_18761.1	AH018933-RA
OG0000817	Lsat_1_v5_gn_2_76281.2, Lsat_1_v5_gn_2_76281.1	AH018932-RA
OG0000818	Lsat_1_v5_gn_9_117381.1, Lsat_1_v5_gn_9_117381.3, Lsat_1_v5_gn_9_117381.2	AH008753-RA
OG0000819	Lsat_1_v5_gn_4_69241.1, Lsat_1_v5_gn_4_69241.2	AH000430-RA, AH001272-RA
OG0000819	Lsat_1_v5_gn_5_4561.3, Lsat_1_v5_gn_0_7001.3, Lsat_1_v5_gn_0_7001.1	AH009950-RA, AH008145-RA
OG0000820	Lsat_1_v5_gn_9_121500.3, Lsat_1_v5_gn_9_121500.2, Lsat_1_v5_gn_9_121500.1	AH005304-RA, AH003270-RA
OG0000821	Lsat_1_v5_gn_6_111241.1, Lsat_1_v5_gn_6_111241.3, Lsat_1_v5_gn_4_131340.1, Lsat_1_v5_gn_4_131340.4	AH022237-RA, AH013520-RA
OG0000822	Lsat_1_v5_gn_7_100181.3, Lsat_1_v5_gn_7_100181.2, Lsat_1_v5_gn_7_100181.1, Lsat_1_v5_gn_7_100160.3, Lsat_1_v5_gn_7_100160.1, Lsat_1_v5_gn_9_101680.1	AH010211-RA
OG0000823	Lsat_1_v5_gn_5_135620.1, Lsat_1_v5_gn_5_135620.3	AH013343-RA
OG0000823	Lsat_1_v5_gn_8_86200.3, Lsat_1_v5_gn_8_86200.1, Lsat_1_v5_gn_8_86200.2, Lsat_1_v5_gn_5_143500.1, Lsat_1_v5_gn_5_143500.3, Lsat_1_v5_gn_5_143500.2	AH014547-RA
OG0000824	Lsat_1_v5_gn_8_103681.3, Lsat_1_v5_gn_8_103681.1	AH012522-RA, AH021755-RA
OG0000824	Lsat_1_v5_gn_4_10320.1	AH022443-RA
OG0000825	Lsat_1_v5_gn_4_52281.1, Lsat_1_v5_gn_4_52281.3	AH015236-RA
OG0000826	Lsat_1_v5_gn_6_80741.1, Lsat_1_v5_gn_3_15160.1	AH011375-RA, AH018204-RA
OG0000826	Lsat_1_v5_gn_2_56260.1, Lsat_1_v5_gn_2_56260.3	AH012571-RA
OG0000827	Lsat_1_v5_gn_2_59481.3, Lsat_1_v5_gn_2_59481.1, Lsat_1_v5_gn_3_103521.1, Lsat_1_v5_gn_3_103521.3	AH017859-RA
OG0000828	Lsat_1_v5_gn_1_13121.1, Lsat_1_v5_gn_1_13121.3, Lsat_1_v5_gn_4_135081.1, Lsat_1_v5_gn_4_135081.3	AH009026-RA
OG0000831	Lsat_1_v5_gn_7_97781.1, Lsat_1_v5_gn_7_97781.2, Lsat_1_v5_gn_1_60861.2, Lsat_1_v5_gn_1_60861.3, Lsat_1_v5_gn_1_60681.1, Lsat_1_v5_gn_1_60561.1, Lsat_1_v5_gn_1_60561.3, Lsat_1_v5_gn_1_60861.4, Lsat_1_v5_gn_7_97561.3, Lsat_1_v5_gn_7_97721.1, Lsat_1_v5_gn_7_97721.3, Lsat_1_v5_gn_7_93161.3, Lsat_1_v5_gn_7_93161.1, Lsat_1_v5_gn_7_97821.1, Lsat_1_v5_gn_7_97581.3, Lsat_1_v5_gn_7_97581.1, Lsat_1_v5_gn_7_98221.1, Lsat_1_v5_gn_8_138440.2, Lsat_1_v5_gn_8_138440.1, Lsat_1_v5_gn_8_138440.3, Lsat_1_v5_gn_2_66601.2, Lsat_1_v5_gn_1_57641.7, Lsat_1_v5_gn_1_57641.1, Lsat_1_v5_gn_1_60841.2, Lsat_1_v5_gn_1_60841.1, Lsat_1_v5_gn_1_57641.4, Lsat_1_v5_gn_1_57641.5, Lsat_1_v5_gn_1_60921.1, Lsat_1_v5_gn_1_60921.3, Lsat_1_v5_gn_1_60901.1, Lsat_1_v5_gn_1_60701.1, Lsat_1_v5_gn_1_60601.1, Lsat_1_v5_gn_7_97761.1, Lsat_1_v5_gn_1_60521.3, Lsat_1_v5_gn_1_60521.1, Lsat_1_v5_gn_2_66601.3, Lsat_1_v5_gn_6_95920.1, Lsat_1_v5_gn_1_60561.4, Lsat_1_v5_gn_1_60861.1, Lsat_1_v5_gn_7_97801.1, Lsat_1_v5_gn_1_60541.1, Lsat_1_v5_gn_7_97561.1, Lsat_1_v5_gn_2_66601.1, Lsat_1_v5_gn_7_97661.1, Lsat_1_v5_gn_1_60461.1, Lsat_1_v5_gn_1_60461.3, Lsat_1_v5_gn_1_60661.1, Lsat_1_v5_gn_1_60541.3, Lsat_1_v5_gn_1_92680.1, Lsat_1_v5_gn_6_95940.2, Lsat_1_v5_gn_6_95940.3, Lsat_1_v5_gn_6_95940.1	AH012192-RA
OG0000835	Lsat_1_v5_gn_3_117060.1, Lsat_1_v5_gn_3_117060.2	AH011074-RA
OG0000835	Lsat_1_v5_gn_7_62121.1	AH006649-RA
OG0000837	Lsat_1_v5_gn_8_56641.1	AH017845-RA, AH017849-RA
OG0000837	Lsat_1_v5_gn_2_67041.1, Lsat_1_v5_gn_2_67041.2	AH010846-RA, AH002544-RA, AH017848-RA, AH017846-RA
OG0000837	Lsat_1_v5_gn_8_25740.1, Lsat_1_v5_gn_8_25740.3	AH007095-RA
OG0000838	Lsat_1_v5_gn_1_55881.2, Lsat_1_v5_gn_1_55881.1	AH015274-RA
OG0000839	Lsat_1_v5_gn_5_156020.1	AH020489-RA, AH006669-RA
OG0000839	Lsat_1_v5_gn_4_167020.1, Lsat_1_v5_gn_3_91700.1	AH003706-RA, AH006064-RA
OG0000840	Lsat_1_v5_gn_8_134580.1	AH015521-RA
OG0000840	Lsat_1_v5_gn_8_122301.1, Lsat_1_v5_gn_1_38700.1, Lsat_1_v5_gn_8_5900.1, Lsat_1_v5_gn_1_88060.1, Lsat_1_v5_gn_0_28780.1	AH015438-RA
OG0000842	Lsat_1_v5_gn_8_107961.1	AH021725-RA, AH012476-RA, AH021726-RA, AH021724-RA
OG0000844	Lsat_1_v5_gn_3_61481.1	AH005672-RA
OG0000845	Lsat_1_v5_gn_0_740.3, Lsat_1_v5_gn_0_740.1, Lsat_1_v5_gn_3_70620.1, Lsat_1_v5_gn_3_70620.2	AH004963-RA
OG0000845	Lsat_1_v5_gn_4_70101.1, Lsat_1_v5_gn_4_70101.3, Lsat_1_v5_gn_8_122461.1	AH002312-RA
OG0000847	Lsat_1_v5_gn_2_12460.3, Lsat_1_v5_gn_2_12460.1	AH023652-RA
OG0000847	Lsat_1_v5_gn_2_76000.1, Lsat_1_v5_gn_2_76000.2	AH006439-RA
OG0000848	Lsat_1_v5_gn_3_93700.2, Lsat_1_v5_gn_3_93700.1, Lsat_1_v5_gn_4_178521.1, Lsat_1_v5_gn_4_178521.3	AH003979-RA, AH005908-RA
OG0000849	Lsat_1_v5_gn_6_6561.3, Lsat_1_v5_gn_6_6561.1	AH003178-RA, AH018613-RA
OG0000850	Lsat_1_v5_gn_2_86880.1, Lsat_1_v5_gn_4_179360.1	AH006044-RA, AH006043-RA
OG0000850	Lsat_1_v5_gn_4_168161.1, Lsat_1_v5_gn_4_168161.2	AH003715-RA, AH003717-RA, AH006045-RA
OG0000851	Lsat_1_v5_gn_6_80380.1, Lsat_1_v5_gn_3_18641.2, Lsat_1_v5_gn_3_18641.1	AH018409-RA
OG0000851	Lsat_1_v5_gn_6_106080.1, Lsat_1_v5_gn_6_106080.2, Lsat_1_v5_gn_9_74300.1	AH010546-RA
OG0000852	Lsat_1_v5_gn_1_126300.2, Lsat_1_v5_gn_1_126300.4, Lsat_1_v5_gn_1_126300.1, Lsat_1_v5_gn_1_126300.3	AH007502-RA
OG0000853	Lsat_1_v5_gn_8_71001.1	AH022685-RA
OG0000853	Lsat_1_v5_gn_5_5400.2	AH015169-RA
OG0000855	Lsat_1_v5_gn_9_95320.1, Lsat_1_v5_gn_5_4821.1, Lsat_1_v5_gn_5_4821.2	AH008109-RA, AH009969-RA
OG0000855	Lsat_1_v5_gn_7_18640.1, Lsat_1_v5_gn_4_58400.1	AH021571-RA, AH015170-RA
OG0000856	Lsat_1_v5_gn_7_56480.1, Lsat_1_v5_gn_7_56480.3, Lsat_1_v5_gn_8_69540.1, Lsat_1_v5_gn_8_69540.2	AH013489-RA
OG0000857	Lsat_1_v5_gn_8_63201.1, Lsat_1_v5_gn_6_20120.2, Lsat_1_v5_gn_6_20120.1, Lsat_1_v5_gn_6_115500.1, Lsat_1_v5_gn_6_115500.4	AH023258-RA, AH016252-RA
OG0000858	Lsat_1_v5_gn_8_3640.1, Lsat_1_v5_gn_8_3640.2	AH020850-RA
OG0000859	Lsat_1_v5_gn_4_90561.1, Lsat_1_v5_gn_5_132081.3, Lsat_1_v5_gn_5_132081.1, Lsat_1_v5_gn_1_33321.1	AH001981-RA, AH000602-RA
OG0000859	Lsat_1_v5_gn_5_95800.1, Lsat_1_v5_gn_5_95680.1	AH014096-RA
OG0000859	Lsat_1_v5_gn_1_44721.1, Lsat_1_v5_gn_1_44721.2	AH023212-RA, AH016281-RA
OG0000860	Lsat_1_v5_gn_5_56541.4, Lsat_1_v5_gn_5_56541.1	AH016008-RA
OG0000861	Lsat_1_v5_gn_6_12161.1, Lsat_1_v5_gn_6_84341.2, Lsat_1_v5_gn_6_84341.1	AH018074-RA, AH018073-RA, AH018072-RA
OG0000861	Lsat_1_v5_gn_8_6060.1	AH012031-RA, AH012030-RA, AH019640-RA
OG0000861	Lsat_1_v5_gn_3_139241.1	AH009585-RA
OG0000862	Lsat_1_v5_gn_6_65541.1, Lsat_1_v5_gn_6_65541.2	AH022395-RA, AH019562-RA
OG0000863	Lsat_1_v5_gn_9_62761.2, Lsat_1_v5_gn_9_62761.1	AH023000-RA, AH016452-RA
OG0000864	Lsat_1_v5_gn_6_61640.3, Lsat_1_v5_gn_6_61640.1, Lsat_1_v5_gn_0_32421.1, Lsat_1_v5_gn_0_32421.3, Lsat_1_v5_gn_0_32421.2, Lsat_1_v5_gn_6_61640.2, Lsat_1_v5_gn_6_61640.4	AH001207-RA, AH000128-RA
OG0000865	Lsat_1_v5_gn_7_27300.1, Lsat_1_v5_gn_7_27300.3, Lsat_1_v5_gn_7_27300.2	AH001111-RA, AH001112-RA
OG0000866	Lsat_1_v5_gn_5_91221.2, Lsat_1_v5_gn_5_91221.1, Lsat_1_v5_gn_5_91221.3, Lsat_1_v5_gn_7_49861.1, Lsat_1_v5_gn_7_49861.2, Lsat_1_v5_gn_8_63481.1, Lsat_1_v5_gn_8_63481.3	AH018925-RA
OG0000867	Lsat_1_v5_gn_1_30260.3	AH004268-RA
OG0000867	Lsat_1_v5_gn_8_55141.1	AH022164-RA
OG0000869	Lsat_1_v5_gn_2_108480.3, Lsat_1_v5_gn_2_108480.1	AH011103-RA
OG0000869	Lsat_1_v5_gn_1_76961.1, Lsat_1_v5_gn_1_76961.2, Lsat_1_v5_gn_1_76961.3	AH011740-RA, AH020011-RA
OG0000870	Lsat_1_v5_gn_1_14020.1, Lsat_1_v5_gn_1_14020.3, Lsat_1_v5_gn_4_108141.1, Lsat_1_v5_gn_5_19880.1	AH002834-RA, AH017574-RA
OG0000871	Lsat_1_v5_gn_3_49101.1, Lsat_1_v5_gn_3_49101.2, Lsat_1_v5_gn_8_160200.1, Lsat_1_v5_gn_8_160200.3, Lsat_1_v5_gn_8_160200.2	AH004736-RA, AH004632-RA
OG0000871	Lsat_1_v5_gn_8_22320.2, Lsat_1_v5_gn_6_10081.1, Lsat_1_v5_gn_6_74241.1, Lsat_1_v5_gn_8_22320.3, Lsat_1_v5_gn_8_22320.5	AH015981-RA
OG0000872	Lsat_1_v5_gn_3_96960.1, Lsat_1_v5_gn_3_96960.2	AH022766-RA, AH016596-RA
OG0000872	Lsat_1_v5_gn_1_15060.3, Lsat_1_v5_gn_1_15060.1, Lsat_1_v5_gn_4_112420.4, Lsat_1_v5_gn_4_112420.1, Lsat_1_v5_gn_5_24640.1, Lsat_1_v5_gn_5_24640.3	AH017459-RA, AH002908-RA
OG0000878	Lsat_1_v5_gn_5_65361.1	AH011042-RA
OG0000878	Lsat_1_v5_gn_9_76240.2, Lsat_1_v5_gn_9_76240.1	AH008829-RA
OG0000881	Lsat_1_v5_gn_4_183200.2, Lsat_1_v5_gn_4_183200.1	AH004795-RA
OG0000881	Lsat_1_v5_gn_1_55960.1, Lsat_1_v5_gn_8_17360.1	AH023499-RA
OG0000882	Lsat_1_v5_gn_6_56560.2, Lsat_1_v5_gn_1_119220.1, Lsat_1_v5_gn_6_56560.1, Lsat_1_v5_gn_6_56560.3, Lsat_1_v5_gn_8_142481.1	AH019104-RA
OG0000883	Lsat_1_v5_gn_4_40300.3, Lsat_1_v5_gn_4_40300.1, Lsat_1_v5_gn_9_4240.1, Lsat_1_v5_gn_7_10701.1, Lsat_1_v5_gn_7_10701.2	AH009293-RA
OG0000883	Lsat_1_v5_gn_2_49101.2, Lsat_1_v5_gn_2_49101.1, Lsat_1_v5_gn_6_58860.1, Lsat_1_v5_gn_1_71720.1	AH021763-RA, AH012539-RA
