Orthogroup	V_vinifera.proteins	D_spatulata.proteins
OG0002756	VIT_209s0002g00940.2, VIT_209s0002g00940.1, VIT_209s0002g00940.3	Ds_00002343-RA
OG0002757	VIT_204s0008g00860.1, VIT_204s0008g00860.2	Ds_00017701-RA
OG0002757	VIT_211s0016g02490.1	Ds_00000208-RA
OG0002758	VIT_215s0048g01880.1, VIT_215s0048g01880.2	Ds_00004615-RA
OG0002759	VIT_203s0038g04280.1, VIT_203s0038g04280.2, VIT_203s0038g04280.3, VIT_201s0011g05270.4, VIT_201s0011g05270.1, VIT_201s0011g05270.3, VIT_201s0011g05270.5, VIT_201s0011g05270.6, VIT_201s0011g05270.2	Ds_00003045-RA
OG0002760	VIT_211s0103g00570.3, VIT_211s0103g00570.1, VIT_211s0103g00570.5, VIT_211s0103g00570.4, VIT_211s0103g00570.6, VIT_211s0103g00570.2	Ds_00007936-RA
OG0002761	VIT_208s0007g01670.1, VIT_213s0019g03260.1	Ds_00009122-RA, Ds_00006584-RA
OG0002762	VIT_213s0019g03590.1	Ds_00005959-RA
OG0002763	VIT_218s0166g00300.10, VIT_218s0166g00300.7, VIT_218s0166g00300.3, VIT_218s0166g00300.6, VIT_218s0166g00300.2, VIT_218s0166g00300.1, VIT_218s0166g00300.4, VIT_218s0166g00300.5, VIT_218s0166g00300.11, VIT_218s0166g00300.8	Ds_00007269-RA
OG0002764	VIT_209s0002g03410.2, VIT_209s0002g03410.3, VIT_209s0002g03410.1	Ds_00000769-RA
OG0002765	VIT_204s0008g05330.1, VIT_209s0002g06660.1	Ds_00017117-RA, Ds_00016087-RA
OG0002766	VIT_207s0005g00690.1, VIT_214s0060g01930.1	Ds_00003670-RA, Ds_00003672-RA
OG0002767	VIT_204s0044g00710.7, VIT_204s0044g00710.2, VIT_204s0044g00710.6, VIT_204s0044g00710.4, VIT_204s0044g00710.5, VIT_204s0044g00710.3, VIT_204s0044g00710.1	Ds_00006984-RA, Ds_00006243-RA
OG0002768	VIT_202s0025g02480.5, VIT_202s0025g02480.2, VIT_202s0025g02480.1, VIT_202s0025g02480.4, VIT_202s0025g02480.3, VIT_202s0025g02480.6	Ds_00005141-RA
OG0002769	VIT_209s0054g01870.1	Ds_00016431-RA
OG0002770	VIT_211s0016g03200.5, VIT_211s0016g03200.6, VIT_211s0016g03200.2, VIT_211s0016g03200.1, VIT_211s0016g03200.4, VIT_211s0016g03200.3	Ds_00014393-RA, Ds_00000234-RA, Ds_00014392-RA
OG0002771	VIT_217s0000g03620.6, VIT_217s0000g03620.2, VIT_217s0000g03620.1, VIT_217s0000g03620.5, VIT_211s0016g00650.2, VIT_211s0016g00650.1	Ds_00009875-RA, Ds_00008228-RA
OG0002772	VIT_216s0098g00340.3, VIT_216s0098g00340.2, VIT_216s0098g00340.4, VIT_216s0098g00340.1	Ds_00005653-RA, Ds_00016883-RA
OG0002773	VIT_209s0002g00280.2, VIT_209s0002g00280.1	Ds_00002313-RA
OG0002774	VIT_214s0006g02010.3, VIT_214s0006g02010.1, VIT_214s0006g02010.4, VIT_214s0006g02010.5, VIT_214s0006g02010.2	Ds_00009242-RA
OG0002775	VIT_213s0019g02720.3, VIT_213s0019g02720.4, VIT_213s0019g02720.5, VIT_213s0019g02720.6, VIT_213s0019g02720.1, VIT_213s0019g02720.2	Ds_00015183-RA
OG0002776	VIT_204s0008g03170.3, VIT_204s0008g03170.1, VIT_204s0008g03170.4	Ds_00003390-RA
OG0002777	VIT_209s0002g00830.1	Ds_00017019-RA
OG0002778	VIT_200s0582g00030.1, VIT_200s0227g00170.1, VIT_200s0227g00170.2, VIT_200s0227g00170.3, VIT_219s0090g01300.1, VIT_219s0090g01300.2	Ds_00001715-RA
OG0002779	VIT_208s0040g03400.1, VIT_208s0040g03400.2, VIT_208s0040g03400.4, VIT_208s0040g03400.3	Ds_00016778-RA, Ds_00010359-RA
OG0002780	VIT_215s0021g02070.1, VIT_208s0007g03370.1, VIT_208s0007g03370.2	Ds_00008706-RA
OG0002781	VIT_208s0032g00280.2, VIT_208s0032g00280.1	Ds_00004888-RA
OG0002782	VIT_203s0097g00280.1, VIT_208s0007g04490.1	Ds_00013683-RA
OG0002782	VIT_206s0061g00830.1, VIT_206s0061g00840.1	Ds_00014840-RA, Ds_00001224-RA
OG0002784	VIT_217s0000g00500.4, VIT_217s0000g00500.1, VIT_217s0000g00500.2, VIT_217s0000g00500.3	Ds_00013588-RA
OG0002785	VIT_214s0083g01110.1, VIT_214s0083g01110.4, VIT_214s0083g01110.2	Ds_00017107-RA, Ds_00011043-RA
OG0002788	VIT_208s0058g01110.1, VIT_206s0004g07910.1	Ds_00006842-RA, Ds_00014313-RA
OG0002789	VIT_201s0011g01630.4, VIT_201s0011g01630.5, VIT_201s0011g01630.3, VIT_201s0011g01630.1, VIT_201s0011g01630.2	Ds_00013876-RA
OG0002790	VIT_219s0090g00610.2, VIT_219s0090g00610.1	Ds_00011768-RA
OG0002791	VIT_214s0006g00630.1, VIT_214s0006g00630.2	Ds_00007742-RA
OG0002791	VIT_200s0317g00050.1, VIT_200s0317g00050.2	Ds_00013181-RA
OG0002792	VIT_208s0040g02680.2, VIT_208s0040g02680.1, VIT_208s0040g02680.3, VIT_208s0040g02680.4	Ds_00010337-RA, Ds_00001648-RA
OG0002793	VIT_213s0019g02710.1, VIT_213s0019g02710.2	Ds_00015182-RA
OG0002794	VIT_219s0015g00330.1, VIT_219s0090g01780.2, VIT_219s0090g01780.4, VIT_219s0090g01780.3, VIT_219s0090g01780.1, VIT_219s0090g01780.7, VIT_219s0090g01780.5, VIT_219s0090g01780.6	Ds_00014047-RA
OG0002795	VIT_219s0090g01280.2, VIT_219s0090g01280.1	Ds_00001716-RA
OG0002795	VIT_212s0059g01680.1, VIT_212s0059g01680.2, VIT_212s0059g01680.3, VIT_212s0059g01680.4	Ds_00009541-RA
OG0002796	VIT_210s0116g01830.1, VIT_210s0116g01830.2, VIT_219s0090g00370.1, VIT_219s0090g00370.2	Ds_00011753-RA, Ds_00001730-RA
OG0002798	VIT_203s0017g02160.3, VIT_203s0017g02160.4, VIT_203s0017g02160.5, VIT_203s0017g02160.2, VIT_203s0017g02160.1, VIT_203s0017g02160.7, VIT_203s0017g02160.6, VIT_201s0011g01240.3, VIT_201s0011g01240.2, VIT_201s0011g01240.6, VIT_201s0011g01240.4, VIT_201s0011g01240.5, VIT_201s0011g01240.1	Ds_00006805-RA
OG0002799	VIT_208s0007g05080.3, VIT_208s0007g05080.4, VIT_208s0007g05080.8, VIT_208s0007g05080.9, VIT_208s0007g05080.10, VIT_208s0007g05080.5, VIT_208s0007g05080.6, VIT_208s0007g05080.2, VIT_208s0007g05080.1, VIT_208s0007g05080.7	Ds_00012674-RA
OG0002800	VIT_212s0142g00720.2, VIT_212s0142g00720.1	Ds_00001227-RA
OG0002801	VIT_218s0041g00100.3, VIT_218s0041g00100.5, VIT_218s0041g00100.2, VIT_218s0041g00100.1, VIT_218s0041g00100.4	Ds_00005865-RA, Ds_00005864-RA
OG0002802	VIT_214s0068g01190.3, VIT_214s0068g01190.1, VIT_214s0068g01190.2	Ds_00001844-RA
OG0002803	VIT_201s0137g00630.1, VIT_201s0137g00630.3, VIT_201s0137g00630.2	Ds_00010710-RA
OG0002806	VIT_204s0210g00220.1, VIT_203s0038g03680.1, VIT_203s0038g03680.2, VIT_203s0038g03680.3	Ds_00017425-RA
OG0002807	VIT_218s0001g02460.1	Ds_00005301-RA
OG0002808	VIT_208s0007g07010.2, VIT_208s0007g07010.1, VIT_208s0007g06890.1, VIT_201s0150g00520.1	Ds_00007176-RA
OG0002809	VIT_218s0001g03760.2, VIT_218s0001g03760.1	Ds_00003543-RA
OG0002810	VIT_204s0023g02600.3, VIT_204s0023g02600.4, VIT_204s0023g02600.6, VIT_204s0023g02600.2, VIT_204s0023g02600.5, VIT_204s0023g02600.1	Ds_00014510-RA
OG0002813	VIT_214s0036g01460.1	Ds_00015537-RA
OG0002814	VIT_217s0000g00910.1	Ds_00007081-RA
OG0002815	VIT_214s0068g00980.1, VIT_214s0068g00980.2, VIT_214s0068g00980.3	Ds_00008085-RA
OG0002815	VIT_214s0068g01000.1, VIT_214s0068g01000.2, VIT_214s0068g01000.3, VIT_214s0068g01000.4	Ds_00001851-RA
OG0002816	VIT_214s0068g01640.2	Ds_00017189-RA
OG0002817	VIT_202s0012g00290.1	Ds_00013258-RA
OG0002818	VIT_215s0046g00990.2, VIT_215s0046g00990.1, VIT_215s0046g00990.3, VIT_215s0046g00990.8, VIT_215s0046g00990.7	Ds_00011650-RA
OG0002819	VIT_205s0020g04110.1, VIT_205s0020g04110.2	Ds_00003163-RA
OG0002820	VIT_203s0063g02330.1	Ds_00016513-RA
OG0002821	VIT_212s0055g00450.1, VIT_203s0017g00925.1	Ds_00004361-RA
OG0002822	VIT_200s0404g00060.1	Ds_00015879-RA, Ds_00004249-RA, Ds_00013979-RA, Ds_00013978-RA
OG0002823	VIT_205s0102g00690.2, VIT_205s0102g00690.1, VIT_205s0102g00645.1, VIT_205s0102g00555.1	Ds_00007414-RA
OG0002824	VIT_219s0093g00652.1	Ds_00015984-RA
OG0002825	VIT_217s0000g06810.1, VIT_217s0000g06810.2	Ds_00014117-RA, Ds_00017051-RA, Ds_00005328-RA
OG0002826	VIT_217s0000g03390.8, VIT_217s0000g03390.6, VIT_217s0000g03390.9, VIT_217s0000g03390.1, VIT_217s0000g03390.4, VIT_217s0000g03390.7, VIT_217s0000g03390.10, VIT_217s0000g03390.2, VIT_217s0000g03390.3, VIT_217s0000g03390.5, VIT_217s0000g03370.3, VIT_217s0000g03370.4, VIT_217s0000g03370.1, VIT_217s0000g03370.2, VIT_217s0000g03380.3, VIT_217s0000g03380.2, VIT_217s0000g03380.1, VIT_217s0000g03380.5, VIT_217s0000g03380.4, VIT_217s0000g03380.6	Ds_00017886-RA
OG0002827	VIT_214s0083g00520.2, VIT_214s0083g00520.3, VIT_214s0083g00520.1	Ds_00007838-RA
OG0002828	VIT_214s0083g00170.1	Ds_00012766-RA
OG0002829	VIT_214s0066g01000.1	Ds_00014164-RA
OG0002829	VIT_217s0000g08560.1	Ds_00003784-RA, Ds_00011395-RA
OG0002830	VIT_201s0011g00220.1	Ds_00010535-RA
OG0002830	VIT_214s0108g01280.1, VIT_214s0108g01280.2	Ds_00015394-RA
OG0002831	VIT_214s0083g00080.3, VIT_214s0083g00080.4, VIT_214s0083g00080.2, VIT_214s0083g00080.1	Ds_00008485-RA
OG0002832	VIT_218s0001g08860.2, VIT_218s0001g08860.6, VIT_218s0001g08860.5, VIT_218s0001g08860.3, VIT_218s0001g08860.4, VIT_218s0001g08860.1	Ds_00000617-RA
OG0002834	VIT_214s0006g00650.2, VIT_214s0006g00650.8, VIT_214s0006g00650.1, VIT_214s0006g00650.4, VIT_214s0006g00650.3, VIT_214s0006g00650.10, VIT_214s0006g00650.9, VIT_214s0006g00650.7, VIT_214s0006g00650.6, VIT_214s0006g00650.5	Ds_00002294-RA
OG0002836	VIT_217s0000g00010.4, VIT_217s0000g00010.8, VIT_217s0000g00010.2, VIT_217s0000g00010.1, VIT_217s0000g00010.5, VIT_217s0000g00010.9, VIT_217s0000g00010.6, VIT_217s0000g00010.7, VIT_217s0000g00010.3	Ds_00009738-RA
OG0002837	VIT_219s0090g00040.1, VIT_219s0014g00930.1, VIT_219s0014g00930.2	Ds_00007666-RA, Ds_00011730-RA
OG0002839	VIT_211s0016g02600.8, VIT_211s0016g02600.6, VIT_211s0016g02600.11, VIT_211s0016g02600.9, VIT_211s0016g02600.5, VIT_211s0016g02600.1, VIT_211s0016g02600.7, VIT_211s0016g02600.2, VIT_211s0016g02600.10, VIT_211s0016g02600.4, VIT_211s0016g02600.3, VIT_212s0028g03110.1	Ds_00013057-RA, Ds_00000270-RA, Ds_00004760-RA
OG0002840	VIT_211s0037g00160.5, VIT_211s0037g00160.2, VIT_211s0037g00160.3, VIT_211s0037g00160.6, VIT_211s0037g00160.4, VIT_211s0037g00160.1, VIT_209s0018g00250.1	Ds_00002470-RA, Ds_00000637-RA
OG0002850	VIT_207s0005g00630.1, VIT_207s0005g00630.2	Ds_00017601-RA
OG0002853	VIT_212s0121g00080.1, VIT_214s0030g00570.1, VIT_214s0030g00500.1, VIT_214s0030g00600.1, VIT_214s0030g00550.1, VIT_214s0030g00540.1	Ds_00003974-RA, Ds_00006918-RA
OG0002854	VIT_218s0001g13430.1, VIT_218s0001g13430.2	Ds_00000337-RA, Ds_00011277-RA
OG0002855	VIT_206s0004g06310.1	Ds_00005806-RA
OG0002856	VIT_206s0004g00410.1	Ds_00006071-RA
OG0002857	VIT_214s0060g01530.4, VIT_214s0060g01530.2, VIT_214s0060g01530.3, VIT_214s0060g01530.1, VIT_214s0060g01530.5, VIT_214s0060g01530.6	Ds_00003909-RA, Ds_00006339-RA
OG0002859	VIT_208s0007g07020.2, VIT_208s0007g07020.3, VIT_208s0007g07020.6, VIT_208s0007g07020.4, VIT_208s0007g07020.7, VIT_208s0007g07020.1, VIT_208s0007g07020.8, VIT_208s0007g07020.5	Ds_00002699-RA, Ds_00007171-RA
OG0002862	VIT_208s0058g00570.3, VIT_208s0058g00570.2, VIT_208s0058g00570.4	Ds_00000329-RA
OG0002863	VIT_213s0064g01090.4, VIT_213s0064g01090.2, VIT_213s0064g01090.3, VIT_213s0064g01090.5, VIT_213s0064g01090.7, VIT_213s0064g01090.8, VIT_213s0064g01090.1, VIT_213s0064g01090.6	Ds_00017741-RA
OG0002864	VIT_206s0061g01210.1	Ds_00008336-RA
OG0002865	VIT_214s0060g00240.1	Ds_00003952-RA, Ds_00014435-RA
OG0002866	VIT_213s0019g01250.1	Ds_00006569-RA, Ds_00003458-RA, Ds_00003449-RA, Ds_00003457-RA, Ds_00010691-RA, Ds_00004468-RA
OG0002867	VIT_208s0007g07840.1, VIT_201s0010g02820.1, VIT_201s0010g02820.3, VIT_201s0010g02820.2	Ds_00009570-RA
OG0002868	VIT_208s0007g03180.5, VIT_208s0007g03180.4, VIT_208s0007g03180.2, VIT_208s0007g03180.3, VIT_208s0007g03180.1	Ds_00016965-RA, Ds_00015552-RA
OG0002869	VIT_205s0049g00190.2, VIT_205s0049g00190.3, VIT_205s0049g00190.4, VIT_205s0049g00190.1, VIT_205s0049g00190.5	Ds_00006431-RA
OG0002871	VIT_208s0007g04300.1	Ds_00013680-RA
OG0002872	VIT_206s0009g00260.1	Ds_00010139-RA, Ds_00011561-RA
OG0002873	VIT_206s0004g05940.4, VIT_206s0004g05940.6, VIT_206s0004g05940.5, VIT_206s0004g05940.1, VIT_206s0004g05940.3, VIT_206s0004g05940.2	Ds_00016299-RA, Ds_00008244-RA
OG0002873	VIT_208s0007g01700.1	Ds_00010680-RA
OG0002875	VIT_200s0360g00050.6, VIT_200s0360g00050.7, VIT_200s0360g00050.5, VIT_200s0360g00050.4, VIT_200s0360g00050.2, VIT_200s0360g00050.3, VIT_200s0360g00050.1	Ds_00017586-RA, Ds_00007435-RA
OG0002876	VIT_205s0020g02660.1	Ds_00003123-RA
OG0002877	VIT_201s0011g01960.4	Ds_00004745-RA
OG0002879	VIT_206s0004g01320.1	Ds_00008003-RA
OG0002880	VIT_213s0067g01930.1, VIT_213s0067g01930.2	Ds_00008703-RA
OG0002881	VIT_202s0012g01610.1	Ds_00016413-RA
OG0002882	VIT_208s0058g01050.3, VIT_208s0058g01050.1, VIT_208s0058g01050.2	Ds_00014322-RA
OG0002883	VIT_207s0104g00860.1	Ds_00000900-RA
OG0002883	VIT_214s0030g00400.1, VIT_214s0030g00400.2	Ds_00006295-RA
OG0002885	VIT_208s0007g04470.1	Ds_00008744-RA, Ds_00002038-RA
OG0002886	VIT_205s0062g01440.1	Ds_00007430-RA
OG0002886	VIT_205s0062g00760.1	Ds_00012609-RA
OG0002887	VIT_202s0025g00180.1, VIT_202s0025g00180.2	Ds_00001290-RA
OG0002890	VIT_208s0040g02380.1, VIT_208s0040g02380.2	Ds_00010292-RA
OG0002890	VIT_206s0004g03310.2, VIT_206s0004g03310.1	Ds_00006008-RA
OG0002891	VIT_205s0102g00260.1, VIT_205s0102g00260.8, VIT_205s0102g00260.3, VIT_205s0102g00260.2, VIT_205s0102g00260.7, VIT_205s0102g00260.10, VIT_205s0102g00260.9, VIT_205s0102g00260.4, VIT_205s0102g00260.6, VIT_205s0102g00260.5	Ds_00003245-RA
OG0002893	VIT_208s0040g00780.1	Ds_00012651-RA
OG0002894	VIT_208s0007g03960.1, VIT_208s0007g03960.2	Ds_00017156-RA, Ds_00008734-RA
OG0002895	VIT_200s0179g00360.2, VIT_200s0179g00360.1	Ds_00017537-RA
OG0002895	VIT_205s0020g04500.1	Ds_00004616-RA
OG0002896	VIT_208s0040g02760.4, VIT_208s0040g02760.1, VIT_208s0040g02760.3, VIT_208s0040g02760.5, VIT_208s0040g02760.2	Ds_00010330-RA
OG0002896	VIT_206s0004g03980.1, VIT_206s0004g03980.3, VIT_206s0004g03980.2	Ds_00014727-RA, Ds_00010051-RA
OG0002897	VIT_218s0001g14010.1, VIT_218s0001g14010.2	Ds_00002556-RA
OG0002897	VIT_205s0020g04210.1	Ds_00014682-RA
OG0002899	VIT_203s0088g00390.5, VIT_203s0088g00390.6, VIT_203s0088g00390.4, VIT_203s0088g00390.2, VIT_203s0088g00390.1, VIT_203s0088g00390.3, VIT_203s0088g00390.7	Ds_00017957-RA, Ds_00011996-RA
OG0002900	VIT_203s0063g01780.3, VIT_203s0063g01780.2, VIT_203s0063g01780.1	Ds_00004354-RA
OG0002900	VIT_207s0255g00100.1, VIT_207s0255g00100.2	Ds_00011861-RA
OG0002903	VIT_218s0001g10130.1	Ds_00002516-RA
OG0002903	VIT_202s0241g00170.1, VIT_202s0241g00170.6, VIT_202s0241g00170.2, VIT_202s0241g00170.5, VIT_202s0241g00170.3, VIT_202s0241g00170.4	Ds_00016636-RA, Ds_00016642-RA, Ds_00016637-RA
OG0002904	VIT_203s0038g00280.1	Ds_00011280-RA
OG0002904	VIT_218s0001g13380.2, VIT_204s0023g02450.1, VIT_218s0001g13400.1	Ds_00011297-RA
OG0002905	VIT_218s0001g10680.2, VIT_218s0001g10680.3, VIT_218s0001g10680.4, VIT_218s0001g10680.1	Ds_00001654-RA, Ds_00000279-RA
OG0002906	VIT_204s0023g02590.1, VIT_204s0023g02590.2	Ds_00013200-RA
OG0002906	VIT_200s2478g00020.1, VIT_201s0011g01450.1	Ds_00004730-RA
OG0002907	VIT_218s0001g03160.2, VIT_218s0001g03160.1, VIT_218s0001g03160.4, VIT_218s0001g03160.3	Ds_00003533-RA, Ds_00014770-RA
OG0002908	VIT_218s0122g00660.2, VIT_218s0122g00660.1, VIT_218s0122g00660.4, VIT_218s0122g00660.5, VIT_218s0122g00660.3	Ds_00011959-RA
OG0002909	VIT_218s0001g11700.1, VIT_218s0001g11700.2, VIT_218s0001g11700.3	Ds_00012976-RA, Ds_00015018-RA, Ds_00002872-RA
OG0002910	VIT_204s0023g02150.2, VIT_204s0023g02150.1	Ds_00001471-RA
OG0002911	VIT_200s0641g00010.1, VIT_200s0848g00010.1, VIT_200s0646g00030.1	Ds_00017123-RA
OG0002912	VIT_219s0015g01430.1	Ds_00004933-RA
OG0002912	VIT_218s0001g02680.1, VIT_218s0001g02680.2	Ds_00010224-RA
OG0002913	VIT_207s0031g02640.4, VIT_207s0031g02640.2, VIT_207s0031g02640.3, VIT_207s0031g02640.1	Ds_00003985-RA
OG0002914	VIT_204s0023g03870.1	Ds_00016564-RA
OG0002914	VIT_218s0001g14680.3	Ds_00000276-RA
OG0002915	VIT_207s0031g01210.1, VIT_218s0001g04770.2, VIT_218s0001g04770.6, VIT_218s0001g04770.5, VIT_218s0001g04770.3, VIT_218s0001g04770.1, VIT_218s0001g04770.4	Ds_00008012-RA, Ds_00014025-RA
OG0002916	VIT_203s0038g02340.1	Ds_00000049-RA
OG0002917	VIT_200s0494g00010.1	Ds_00006739-RA
OG0002917	VIT_218s0001g08650.1	Ds_00002496-RA
OG0002918	VIT_213s0064g01230.4, VIT_213s0064g01230.1, VIT_213s0064g01230.2, VIT_213s0064g01230.3, VIT_213s0064g01230.5, VIT_213s0064g01230.6	Ds_00015989-RA, Ds_00006829-RA
OG0002919	VIT_218s0166g00090.1	Ds_00003631-RA, Ds_00002258-RA
OG0002920	VIT_205s0094g00860.1, VIT_205s0094g00860.2	Ds_00008014-RA, Ds_00016532-RA
OG0002921	VIT_212s0059g02630.1, VIT_212s0059g02630.2	Ds_00012301-RA
OG0002922	VIT_204s0008g00950.1, VIT_204s0008g00950.3, VIT_204s0008g00950.4, VIT_204s0008g00950.2, VIT_204s0008g00960.2, VIT_204s0008g00960.1	Ds_00017703-RA, Ds_00011836-RA
OG0002923	VIT_218s0041g00680.1	Ds_00017619-RA
OG0002923	VIT_212s0035g00280.1	Ds_00001962-RA
OG0002924	VIT_218s0001g08710.1	Ds_00001482-RA
OG0002925	VIT_207s0031g00460.1, VIT_207s0031g00460.2, VIT_207s0031g00460.3	Ds_00006766-RA, Ds_00009456-RA
OG0002926	VIT_204s0044g02020.2, VIT_204s0044g02020.1	Ds_00016720-RA, Ds_00013420-RA
OG0002928	VIT_219s0014g00260.1, VIT_219s0014g00260.2, VIT_210s0003g02200.1, VIT_210s0003g02200.2	Ds_00001832-RA
OG0002929	VIT_216s0098g01270.1, VIT_206s0009g01880.4, VIT_206s0009g01880.5, VIT_206s0009g01880.6	Ds_00005414-RA
OG0002930	VIT_213s0047g01140.3, VIT_213s0047g01140.6, VIT_213s0047g01140.7, VIT_213s0047g01140.4, VIT_213s0047g01140.5, VIT_213s0047g01140.1, VIT_213s0047g01140.2	Ds_00014245-RA
OG0002931	VIT_219s0014g03710.1	Ds_00007383-RA, Ds_00002204-RA
OG0002931	VIT_209s0002g04280.1	Ds_00010403-RA, Ds_00002416-RA
OG0002932	VIT_212s0059g01800.1, VIT_212s0059g01800.2	Ds_00001143-RA
OG0002933	VIT_219s0090g00850.3, VIT_219s0090g00850.2, VIT_219s0090g00850.12, VIT_219s0090g00850.10, VIT_219s0090g00850.5, VIT_219s0090g00850.11, VIT_219s0090g00850.15, VIT_219s0090g00850.14, VIT_219s0090g00850.1, VIT_219s0090g00850.4, VIT_219s0090g00850.6, VIT_219s0090g00850.8, VIT_219s0090g00850.13, VIT_219s0090g00850.9, VIT_219s0090g00850.7	Ds_00011771-RA
OG0002934	VIT_216s0013g01950.2, VIT_216s0013g01950.1	Ds_00003827-RA, Ds_00013780-RA
OG0002935	VIT_200s1356g00010.1, VIT_219s0014g05000.1, VIT_219s0014g05000.2	Ds_00004824-RA
OG0002936	VIT_201s0010g02420.3, VIT_201s0010g02420.1, VIT_201s0010g02420.2	Ds_00010740-RA
OG0002937	VIT_210s0116g00960.2, VIT_210s0116g00960.3, VIT_210s0116g00960.1	Ds_00004479-RA
OG0002939	VIT_212s0028g03050.1, VIT_210s0003g00350.2, VIT_210s0003g00350.1, VIT_210s0003g00350.5, VIT_210s0003g00350.4, VIT_210s0003g00350.3	Ds_00001179-RA, Ds_00010846-RA
OG0002940	VIT_209s0002g02560.1, VIT_204s0008g00790.2, VIT_204s0008g00790.1	Ds_00000792-RA, Ds_00002363-RA
OG0002941	VIT_211s0016g00530.1, VIT_211s0016g00530.2, VIT_211s0016g00530.3	Ds_00002497-RA
OG0002942	VIT_211s0118g00785.1, VIT_204s0008g06140.1, VIT_204s0008g06150.1	Ds_00004220-RA, Ds_00002614-RA
OG0002943	VIT_202s0025g01030.1	Ds_00017735-RA
OG0002943	VIT_215s0046g01430.2, VIT_215s0046g01430.1	Ds_00002814-RA
OG0002945	VIT_210s0003g04540.1, VIT_210s0003g04540.3, VIT_210s0003g04540.2, VIT_210s0003g04550.1	Ds_00000891-RA, Ds_00004286-RA, Ds_00004771-RA
OG0002946	VIT_215s0046g01530.1, VIT_202s0025g00840.1	Ds_00011676-RA
OG0002948	VIT_209s0002g02690.1, VIT_209s0002g02690.3, VIT_209s0002g02690.4, VIT_209s0002g02690.2	Ds_00016918-RA
OG0002948	VIT_204s0008g00650.3, VIT_204s0008g00650.1, VIT_204s0008g00650.2	Ds_00015843-RA
OG0002949	VIT_201s0026g01230.1	Ds_00007684-RA
OG0002949	VIT_209s0018g01920.1	Ds_00000443-RA
OG0002950	VIT_206s0004g00860.1	Ds_00014335-RA
OG0002950	VIT_211s0016g05050.1, VIT_211s0016g05050.2	Ds_00015719-RA
OG0002951	VIT_204s0008g06070.3, VIT_204s0008g06070.2, VIT_204s0008g06070.1	Ds_00004215-RA
OG0002952	VIT_215s0048g02070.1	Ds_00016484-RA
OG0002954	VIT_215s0046g00470.6, VIT_215s0046g00470.5, VIT_215s0046g00470.1	Ds_00011646-RA
OG0002955	VIT_202s0025g01410.2, VIT_202s0025g01410.1	Ds_00017313-RA
OG0002956	VIT_215s0024g00620.2, VIT_215s0024g00620.1	Ds_00002174-RA
OG0002957	VIT_202s0025g00830.1	Ds_00002810-RA, Ds_00012496-RA, Ds_00015940-RA
OG0002958	VIT_204s0008g06080.2, VIT_204s0008g06080.5, VIT_204s0008g06080.3, VIT_210s0092g00160.1, VIT_204s0008g06080.8, VIT_204s0008g06080.9, VIT_204s0008g06080.11, VIT_204s0008g06080.10, VIT_204s0008g06080.7, VIT_204s0008g06080.4, VIT_204s0008g06080.6, VIT_204s0008g06080.1	Ds_00002616-RA
OG0002959	VIT_215s0048g01400.1	Ds_00008802-RA
OG0002959	VIT_216s0022g02230.1, VIT_216s0022g02230.2, VIT_216s0022g02230.3	Ds_00012956-RA, Ds_00011448-RA
OG0002960	VIT_202s0025g03290.1	Ds_00001296-RA
OG0002960	VIT_216s0050g00790.1, VIT_216s0050g00790.2	Ds_00016400-RA
OG0002961	VIT_202s0033g01150.5, VIT_202s0033g01150.1, VIT_202s0033g01150.3, VIT_202s0033g01150.2, VIT_202s0033g01150.4	Ds_00002735-RA
OG0002963	VIT_209s0018g01870.1	Ds_00000419-RA, Ds_00000408-RA
OG0002963	VIT_218s0001g09890.1, VIT_203s0180g00130.1	Ds_00017046-RA
OG0002964	VIT_204s0008g05010.2, VIT_204s0008g05010.1	Ds_00017127-RA, Ds_00002583-RA
OG0002965	VIT_211s0016g00510.1, VIT_216s0013g00160.1, VIT_216s0013g00140.1, VIT_216s0013g00180.1, VIT_216s0013g00190.1	Ds_00010456-RA
OG0002966	VIT_213s0019g03240.3, VIT_213s0019g03240.4, VIT_213s0019g03240.1, VIT_213s0019g03240.2	Ds_00006583-RA, Ds_00008495-RA
OG0002967	VIT_211s0103g00760.3, VIT_211s0103g00760.1, VIT_211s0103g00760.2	Ds_00015767-RA, Ds_00007928-RA, Ds_00009821-RA
OG0002968	VIT_212s0035g00030.2, VIT_212s0035g00030.3, VIT_212s0035g00190.7, VIT_212s0035g00190.8, VIT_212s0035g00190.9, VIT_212s0035g00030.1, VIT_212s0035g00190.4, VIT_212s0035g00190.6, VIT_212s0035g00190.1, VIT_212s0035g00190.5, VIT_212s0035g00190.2, VIT_212s0035g00190.3	Ds_00001961-RA
OG0002969	VIT_209s0002g08560.1	Ds_00004224-RA
OG0002969	VIT_211s0118g00590.1	Ds_00011475-RA, Ds_00007210-RA
OG0002971	VIT_206s0004g06030.1	Ds_00010108-RA
OG0002972	VIT_215s0021g01340.1, VIT_215s0021g01340.2, VIT_215s0021g01340.3, VIT_215s0021g01340.6, VIT_215s0021g01340.4	Ds_00013594-RA
OG0002975	VIT_206s0004g01130.1, VIT_206s0004g01130.2	Ds_00006091-RA
OG0002976	VIT_206s0004g06300.2, VIT_206s0004g06300.5, VIT_206s0004g06300.4, VIT_206s0004g06300.1, VIT_206s0004g06300.3	Ds_00008264-RA, Ds_00008265-RA
