Orthogroup	V_vinifera.proteins	G_max.proteins
OG0000162	VIT_201s0011g03980.1, VIT_201s0011g03960.1, VIT_201s0011g03950.1	GmISU01.19G056400.3.p, GmISU01.19G056400.4.p, GmISU01.19G056400.2.p, GmISU01.19G056400.1.p, GmISU01.09G094200.1.p
OG0000163	VIT_207s0005g02970.1	GmISU01.13G093000.1.p, GmISU01.13G093000.3.p, GmISU01.13G093000.5.p, GmISU01.10G031600.2.p, GmISU01.10G031600.1.p, GmISU01.13G093000.2.p, GmISU01.13G093000.4.p
OG0000163	VIT_211s0016g01710.1	GmISU01.13G079800.3.p, GmISU01.13G079800.2.p, GmISU01.13G079800.1.p, GmISU01.17G047400.1.p
OG0000163	VIT_214s0081g00160.2	GmISU01.20G185300.1.p, GmISU01.20G185300.3.p, GmISU01.10G132000.1.p, GmISU01.10G132000.2.p, GmISU01.03G206100.1.p
OG0000164	VIT_219s0014g01840.1	GmISU01.09G131700.3.p
OG0000164	VIT_217s0053g00680.1	GmISU01.16G185200.2.p, GmISU01.16G185200.1.p
OG0000164	VIT_206s0061g01040.1	GmISU01.11G152200.1.p, GmISU01.12G075700.1.p
OG0000164	VIT_211s0016g04620.1	GmISU01.04G122300.2.p, GmISU01.06G190100.1.p, GmISU01.05G010100.3.p, GmISU01.05G010100.19.p, GmISU01.05G010100.2.p, GmISU01.05G010100.20.p, GmISU01.05G010100.21.p, GmISU01.05G010100.6.p, GmISU01.17G109900.1.p
OG0000164	VIT_205s0020g04190.1, VIT_205s0020g04190.2	GmISU01.02G002500.7.p, GmISU01.02G002500.6.p, GmISU01.10G002500.3.p, GmISU01.10G002500.1.p, GmISU01.02G002500.4.p, GmISU01.02G002500.1.p, GmISU01.02G002500.2.p, GmISU01.02G002500.3.p, GmISU01.20G116100.3.p, GmISU01.10G204300.3.p, GmISU01.10G204300.1.p, GmISU01.10G204300.2.p
OG0000165	VIT_219s0014g00900.1, VIT_219s0014g00870.1, VIT_219s0014g00920.1	GmISU01.12G183500.2.p, GmISU01.12G183500.1.p
OG0000168	VIT_208s0040g00510.3, VIT_208s0040g00510.7, VIT_208s0040g00510.1, VIT_208s0040g00510.2, VIT_208s0040g00510.5, VIT_208s0040g00510.6, VIT_208s0040g00510.4, VIT_213s0047g00080.1, VIT_213s0047g00050.1, VIT_213s0047g00010.2, VIT_213s0047g00010.4, VIT_213s0047g00010.1, VIT_213s0047g00040.1, VIT_213s0047g00010.3	GmISU01.13G156300.1.p, GmISU01.13G156300.6.p, GmISU01.13G156300.5.p, GmISU01.13G156300.3.p, GmISU01.13G156300.2.p, GmISU01.15G190100.1.p, GmISU01.13G156500.2.p, GmISU01.13G156500.1.p, GmISU01.13G156500.3.p, GmISU01.13G156500.6.p, GmISU01.13G156500.4.p, GmISU01.13G156500.5.p, GmISU01.13G156400.2.p, GmISU01.13G156400.4.p, GmISU01.13G156400.5.p, GmISU01.13G156400.3.p, GmISU01.13G156400.1.p, GmISU01.13G156600.2.p, GmISU01.13G156600.1.p, GmISU01.04G105100.3.p, GmISU01.04G105100.1.p, GmISU01.04G105100.2.p, GmISU01.06G267600.1.p, GmISU01.06G267700.1.p, GmISU01.06G267500.1.p
OG0000169	VIT_200s0214g00040.1, VIT_200s0214g00090.1, VIT_200s0214g00060.1, VIT_200s0214g00130.1, VIT_200s0214g00150.2, VIT_200s0214g00150.3, VIT_200s0214g00150.1, VIT_200s0214g00160.1	GmISU01.03G210400.1.p, GmISU01.20G179400.1.p
OG0000169	VIT_214s0060g01990.2, VIT_214s0060g01990.1, VIT_214s0060g02020.1, VIT_214s0060g02000.1	GmISU01.10G119800.1.p, GmISU01.03G191800.1.p, GmISU01.19G193300.1.p
OG0000170	VIT_205s0049g00890.3	GmISU01.10G006100.3.p, GmISU01.10G152200.4.p
OG0000170	VIT_213s0019g02410.1	GmISU01.02G213600.1.p, GmISU01.14G060700.1.p, GmISU01.14G060700.4.p, GmISU01.14G060700.3.p, GmISU01.14G060700.2.p
OG0000170	VIT_208s0056g00220.1	GmISU01.06G024200.1.p
OG0000170	VIT_202s0025g00480.1	GmISU01.08G017000.1.p, GmISU01.05G180300.1.p
OG0000170	VIT_205s0049g00890.1, VIT_205s0049g00890.2, VIT_214s0036g00370.1, VIT_214s0036g00370.2	GmISU01.03G208200.4.p, GmISU01.03G208200.3.p, GmISU01.03G208200.2.p, GmISU01.03G208200.1.p, GmISU01.19G209000.1.p, GmISU01.10G134200.1.p, GmISU01.20G181500.1.p
OG0000171	VIT_211s0016g03350.1, VIT_204s0008g03400.1	GmISU01.17G169200.1.p, GmISU01.14G120500.1.p, GmISU01.04G076700.1.p, GmISU01.06G078300.1.p
OG0000171	VIT_209s0002g03940.1	GmISU01.13G313700.1.p, GmISU01.15G017500.1.p, GmISU01.08G188300.1.p, GmISU01.07G015400.1.p
OG0000171	VIT_215s0021g02110.1	GmISU01.01G060500.1.p, GmISU01.03G086000.1.p, GmISU01.07G099000.1.p
OG0000171	VIT_200s0341g00080.1, VIT_200s0632g00010.1, VIT_200s0341g00070.1, VIT_214s0006g02290.1	GmISU01.11G032000.1.p, GmISU01.05G057000.1.p, GmISU01.17G132300.1.p
OG0000172	VIT_206s0004g08210.4, VIT_206s0004g08210.2, VIT_206s0004g08210.1, VIT_206s0004g08210.3	GmISU01.11G185200.3.p, GmISU01.11G185200.4.p, GmISU01.11G185200.1.p, GmISU01.11G185200.5.p, GmISU01.11G185200.2.p, GmISU01.11G185200.6.p, GmISU01.18G047700.6.p, GmISU01.18G047700.5.p, GmISU01.18G047700.7.p, GmISU01.18G047700.1.p, GmISU01.18G047700.8.p, GmISU01.18G047700.4.p, GmISU01.18G047700.2.p, GmISU01.18G047700.3.p, GmISU01.14G170700.1.p, GmISU01.14G170700.3.p, GmISU01.14G170700.2.p, GmISU01.02G200000.1.p, GmISU01.02G200000.4.p, GmISU01.02G200000.2.p, GmISU01.02G200000.3.p
OG0000172	VIT_208s0040g00060.2, VIT_208s0040g00060.1	GmISU01.04G182300.4.p, GmISU01.04G182300.3.p, GmISU01.04G182300.7.p, GmISU01.04G182300.6.p, GmISU01.04G182300.5.p, GmISU01.04G182300.8.p, GmISU01.04G182300.9.p, GmISU01.04G182300.2.p, GmISU01.04G182300.1.p, GmISU01.06G129200.1.p, GmISU01.06G129200.3.p, GmISU01.06G129200.4.p, GmISU01.06G129200.5.p, GmISU01.06G129200.2.p, GmISU01.09G227700.2.p, GmISU01.09G227700.3.p, GmISU01.09G227700.1.p, GmISU01.18G164100.2.p, GmISU01.18G164100.3.p, GmISU01.18G164100.1.p
OG0000175	VIT_216s0050g02040.1, VIT_200s0258g00080.1, VIT_206s0080g01030.1, VIT_216s0148g00070.1, VIT_216s0148g00100.1, VIT_216s0148g00230.1, VIT_216s0148g00400.1, VIT_216s0050g02770.1, VIT_216s0098g00070.1, VIT_216s0148g00280.1, VIT_200s0425g00040.1, VIT_216s0050g02700.1, VIT_216s0148g00120.1, VIT_200s0294g00090.1, VIT_216s0039g01260.1, VIT_216s0148g00220.1, VIT_200s0388g00090.1, VIT_200s1830g00010.1, VIT_200s0388g00020.1, VIT_216s0148g00150.1, VIT_200s2254g00010.1, VIT_216s0148g00330.1, VIT_200s0258g00090.1, VIT_216s0148g00050.1, VIT_200s0294g00070.1, VIT_216s0148g00380.1, VIT_200s0425g00020.1, VIT_200s0258g00060.1, VIT_216s0039g01150.1, VIT_200s0258g00070.1, VIT_216s0050g02730.1, VIT_216s0148g00140.1, VIT_200s0258g00140.1, VIT_216s0098g00240.3, VIT_216s0098g00240.2, VIT_216s0013g01320.1, VIT_216s0013g01386.1, VIT_216s0013g01170.1, VIT_216s0013g01230.3, VIT_216s0013g01230.2, VIT_216s0013g01230.1, VIT_216s0013g01370.1, VIT_216s0013g01190.3, VIT_216s0013g01190.2, VIT_216s0013g01190.4, VIT_216s0013g01190.1, VIT_216s0013g01312.1, VIT_216s0013g01192.1, VIT_216s0050g02020.1, VIT_216s0050g02030.1, VIT_216s0013g01200.1, VIT_216s0050g01720.1, VIT_216s0013g01150.1, VIT_216s0050g01700.1, VIT_216s0098g00240.1, VIT_216s0148g00290.1, VIT_216s0148g00360.1, VIT_200s0258g00135.1, VIT_216s0098g00200.1, VIT_216s0050g01710.1, VIT_216s0013g01383.1, VIT_216s0098g00080.1, VIT_216s0098g00400.1, VIT_216s0039g01180.1, VIT_216s0148g00020.1, VIT_200s1467g00010.1, VIT_200s2588g00010.1, VIT_216s0148g00140.2, VIT_216s0098g00010.1, VIT_200s0424g00010.1, VIT_216s0098g00110.1, VIT_216s0098g00150.1, VIT_216s0039g01210.1, VIT_200s0258g00040.1, VIT_216s0148g00180.1, VIT_216s0050g02740.1, VIT_216s0148g00420.1, VIT_200s2365g00010.1, VIT_200s2248g00010.1, VIT_200s0294g00020.1, VIT_216s0148g00260.1	GmISU01.02G157100.1.p
OG0000178	VIT_203s0038g01620.1, VIT_203s0038g01750.1, VIT_203s0038g01740.1, VIT_203s0038g01590.1, VIT_203s0038g01670.1, VIT_203s0038g01670.3, VIT_203s0038g01670.4, VIT_203s0038g01630.1, VIT_203s0038g01670.2, VIT_203s0038g01610.1, VIT_203s0038g01520.1, VIT_203s0038g01530.1, VIT_203s0038g01550.1, VIT_203s0038g01580.1, VIT_203s0038g01540.1, VIT_203s0038g01760.1, VIT_202s0033g01113.1, VIT_215s0046g02720.1	GmISU01.01G133400.3.p, GmISU01.01G133400.4.p, GmISU01.01G133400.2.p, GmISU01.01G133400.6.p, GmISU01.01G133400.8.p, GmISU01.01G133400.7.p, GmISU01.01G133400.5.p, GmISU01.11G065700.2.p, GmISU01.11G065700.4.p, GmISU01.11G065700.5.p
OG0000179	VIT_213s0067g03500.1	GmISU01.20G201900.1.p, GmISU01.10G250800.1.p
OG0000179	VIT_208s0040g02970.1	GmISU01.19G141100.1.p, GmISU01.03G138100.1.p, GmISU01.03G138100.2.p
OG0000179	VIT_203s0038g02650.1, VIT_203s0038g02650.4, VIT_203s0038g02650.5, VIT_203s0038g02650.3, VIT_203s0038g02650.2	GmISU01.20G076200.1.p, GmISU01.10G240300.3.p, GmISU01.10G240300.1.p
OG0000180	VIT_211s0016g00470.1	GmISU01.13G086200.16.p, GmISU01.13G086200.14.p, GmISU01.13G086200.12.p, GmISU01.13G086200.13.p, GmISU01.13G086200.15.p, GmISU01.13G086200.9.p, GmISU01.13G086200.19.p, GmISU01.13G086200.18.p, GmISU01.13G086200.11.p, GmISU01.13G086200.7.p, GmISU01.13G086200.8.p, GmISU01.13G086200.10.p, GmISU01.13G086200.5.p, GmISU01.13G086200.6.p, GmISU01.17G041400.1.p, GmISU01.13G086200.2.p, GmISU01.13G086200.3.p, GmISU01.13G086200.17.p, GmISU01.13G086200.1.p, GmISU01.09G065900.3.p, GmISU01.09G065900.4.p, GmISU01.09G065900.2.p, GmISU01.09G065900.7.p, GmISU01.09G065900.8.p, GmISU01.09G065900.5.p, GmISU01.09G065900.10.p, GmISU01.09G065900.9.p, GmISU01.09G065900.6.p, GmISU01.09G065900.11.p, GmISU01.09G065900.1.p, GmISU01.15G163300.2.p, GmISU01.15G163300.5.p, GmISU01.15G163300.4.p, GmISU01.15G163300.6.p, GmISU01.15G163300.3.p, GmISU01.15G163300.7.p, GmISU01.15G163300.1.p
OG0000180	VIT_205s0077g01930.1	GmISU01.15G138200.1.p
OG0000180	VIT_207s0005g00750.1, VIT_207s0005g00750.3, VIT_207s0005g00750.2	GmISU01.19G176200.1.p, GmISU01.03G175000.5.p, GmISU01.03G175000.1.p
OG0000181	VIT_218s0001g02730.5, VIT_218s0001g02730.4, VIT_218s0001g02730.10, VIT_218s0001g02730.6, VIT_218s0001g02730.1, VIT_218s0001g02730.2, VIT_218s0001g02730.8, VIT_218s0001g02730.3, VIT_218s0001g02730.9, VIT_218s0001g02730.7	GmISU01.04G205600.4.p, GmISU01.04G205600.5.p, GmISU01.04G205600.1.p, GmISU01.06G103900.2.p, GmISU01.06G103900.1.p, GmISU01.06G103900.4.p, GmISU01.06G103900.5.p, GmISU01.06G103900.3.p
OG0000181	VIT_207s0031g02720.4, VIT_207s0031g02720.2, VIT_207s0031g02720.3, VIT_207s0031g02720.8, VIT_207s0031g02720.9, VIT_207s0031g02720.1, VIT_207s0031g02720.5, VIT_207s0031g02720.7, VIT_207s0031g02720.6	GmISU01.15G193200.1.p, GmISU01.04G168500.4.p, GmISU01.04G168500.5.p, GmISU01.04G168500.9.p, GmISU01.04G168500.7.p, GmISU01.04G168500.8.p, GmISU01.04G168500.2.p, GmISU01.04G168500.3.p, GmISU01.04G168500.1.p, GmISU01.06G144800.3.p, GmISU01.06G144800.7.p, GmISU01.06G144800.2.p, GmISU01.06G144800.6.p, GmISU01.06G144800.4.p, GmISU01.05G165500.5.p, GmISU01.05G165500.2.p, GmISU01.05G165500.3.p, GmISU01.05G165500.4.p, GmISU01.05G165500.1.p, GmISU01.08G002500.3.p, GmISU01.08G002500.1.p, GmISU01.08G002500.7.p, GmISU01.08G002500.4.p, GmISU01.08G002500.5.p, GmISU01.08G002500.2.p
OG0000182	VIT_208s0040g01890.1	GmISU01.20G141900.1.p, GmISU01.10G174800.1.p, GmISU01.02G066300.1.p, GmISU01.02G066400.1.p, GmISU01.16G127600.1.p, GmISU01.16G127500.1.p
OG0000182	VIT_206s0004g02850.1	GmISU01.12G068500.1.p, GmISU01.11G159400.1.p, GmISU01.13G286000.1.p, GmISU01.12G142000.1.p
OG0000182	VIT_203s0038g02520.1, VIT_203s0038g02520.3, VIT_203s0038g02520.4, VIT_203s0038g02520.2, VIT_206s0004g02850.2, VIT_208s0040g01890.2	GmISU01.04G002800.3.p
OG0000183	VIT_212s0028g03170.4, VIT_212s0028g03170.7, VIT_212s0028g03170.6, VIT_212s0028g03170.2, VIT_212s0028g03170.1, VIT_212s0028g03170.8, VIT_212s0028g03170.3, VIT_212s0028g03170.5	GmISU01.12G172800.3.p, GmISU01.12G172800.2.p, GmISU01.13G257000.1.p, GmISU01.13G257000.2.p, GmISU01.12G172800.1.p, GmISU01.12G102600.2.p, GmISU01.06G245700.1.p, GmISU01.12G102600.1.p, GmISU01.06G245700.3.p, GmISU01.06G245700.2.p, GmISU01.12G102600.3.p
OG0000184	VIT_207s0005g03290.1	GmISU01.19G129800.1.p, GmISU01.19G129800.2.p, GmISU01.03G125800.1.p, GmISU01.03G125800.2.p, GmISU01.10G033700.1.p, GmISU01.10G033700.3.p
OG0000185	VIT_214s0030g01560.1	GmISU01.19G203200.2.p, GmISU01.19G203200.1.p, GmISU01.03G202100.2.p, GmISU01.11G005300.3.p, GmISU01.11G005300.2.p, GmISU01.11G005300.4.p, GmISU01.11G005300.1.p, GmISU01.20G113100.1.p
OG0000185	VIT_205s0094g00780.1	GmISU01.07G175400.1.p
OG0000185	VIT_214s0030g01520.1	GmISU01.10G127900.12.p, GmISU01.10G127900.1.p
OG0000185	VIT_214s0030g01550.1	GmISU01.15G217300.3.p, GmISU01.15G217300.1.p, GmISU01.15G217300.2.p, GmISU01.20G187600.1.p, GmISU01.20G187600.2.p, GmISU01.20G187600.3.p
OG0000186	VIT_217s0000g00240.1, VIT_217s0000g00240.5, VIT_217s0000g00240.3, VIT_217s0000g00240.2, VIT_217s0000g00240.7, VIT_217s0000g00240.4, VIT_217s0000g00240.6	GmISU01.06G150600.4.p, GmISU01.06G150600.11.p, GmISU01.06G150600.9.p, GmISU01.06G150600.6.p, GmISU01.06G150600.2.p, GmISU01.06G150600.12.p, GmISU01.06G150600.19.p, GmISU01.06G150600.18.p, GmISU01.06G150600.10.p, GmISU01.06G150600.1.p, GmISU01.06G150600.5.p, GmISU01.06G150600.3.p, GmISU01.06G150600.16.p, GmISU01.06G150600.17.p, GmISU01.06G150600.7.p, GmISU01.06G150600.8.p, GmISU01.06G150600.15.p, GmISU01.06G150600.13.p, GmISU01.06G150600.14.p, GmISU01.04G162800.3.p, GmISU01.04G162800.5.p, GmISU01.04G162800.1.p, GmISU01.08G006700.1.p, GmISU01.08G006700.3.p, GmISU01.08G006700.5.p, GmISU01.05G169600.10.p, GmISU01.05G169600.9.p, GmISU01.05G169600.4.p, GmISU01.05G169600.8.p, GmISU01.08G006700.11.p, GmISU01.08G006700.8.p, GmISU01.08G006700.9.p, GmISU01.08G006700.13.p, GmISU01.08G006700.12.p, GmISU01.08G006700.6.p, GmISU01.08G006700.14.p, GmISU01.08G006700.10.p, GmISU01.08G006700.7.p, GmISU01.08G006700.4.p, GmISU01.08G006700.2.p
OG0000186	VIT_201s0150g00090.7, VIT_201s0150g00090.15, VIT_201s0150g00090.3, VIT_201s0150g00090.10, VIT_201s0150g00090.12, VIT_201s0150g00090.1, VIT_201s0150g00090.8, VIT_201s0150g00090.4, VIT_201s0150g00090.13, VIT_201s0150g00090.2, VIT_201s0150g00090.14, VIT_201s0150g00090.5, VIT_201s0150g00090.11, VIT_201s0150g00090.6, VIT_201s0150g00090.9	GmISU01.08G236700.1.p
OG0000187	VIT_214s0068g01820.1	GmISU01.11G229400.1.p, GmISU01.18G004800.1.p
OG0000187	VIT_217s0000g01210.1	GmISU01.05G173200.1.p, GmISU01.08G096500.1.p, GmISU01.05G122700.1.p
OG0000187	VIT_214s0068g01830.1	GmISU01.16G049600.1.p, GmISU01.19G070000.1.p
OG0000187	VIT_214s0068g01850.1	GmISU01.19G069800.1.p, GmISU01.16G049800.1.p
OG0000187	VIT_214s0068g01840.1	GmISU01.16G049700.1.p, GmISU01.19G069900.1.p
OG0000187	VIT_214s0068g01860.1	GmISU01.16G049900.1.p, GmISU01.19G069700.1.p, GmISU01.16G023600.1.p, GmISU01.07G053000.1.p
OG0000187	VIT_201s0010g03850.1	GmISU01.11G229300.1.p, GmISU01.05G122600.1.p
OG0000188	VIT_216s0050g01250.1, VIT_216s0050g01190.1, VIT_216s0050g01240.1, VIT_216s0050g01220.1	GmISU01.10G192600.1.p, GmISU01.20G126400.1.p, GmISU01.09G103700.1.p, GmISU01.09G103700.2.p, GmISU01.16G149900.1.p, GmISU01.16G149700.1.p, GmISU01.09G103400.1.p, GmISU01.09G103500.1.p, GmISU01.16G149800.1.p, GmISU01.09G104000.1.p, GmISU01.16G150200.1.p, GmISU01.16G150000.7.p, GmISU01.16G150000.6.p, GmISU01.16G150000.5.p, GmISU01.16G150000.4.p, GmISU01.16G150100.1.p, GmISU01.09G103900.1.p, GmISU01.10G192700.1.p, GmISU01.09G103300.1.p, GmISU01.16G149600.1.p, GmISU01.09G103800.2.p, GmISU01.10G192800.1.p
OG0000188	VIT_215s0046g02230.2, VIT_215s0046g02230.3, VIT_215s0046g02230.1	GmISU01.18G183500.1.p, GmISU01.09G211000.1.p, GmISU01.07G059700.1.p, GmISU01.16G029100.1.p
OG0000189	VIT_214s0066g01650.2, VIT_214s0066g01650.3, VIT_214s0066g01650.1	GmISU01.08G302600.1.p, GmISU01.01G063200.1.p, GmISU01.11G182800.1.p, GmISU01.11G182800.2.p, GmISU01.19G010500.4.p, GmISU01.13G048600.1.p
OG0000189	VIT_201s0026g00540.4, VIT_201s0026g00540.3, VIT_201s0026g00540.5, VIT_201s0026g00540.6, VIT_201s0026g00540.2, VIT_201s0026g00540.1	GmISU01.06G112400.3.p, GmISU01.06G112400.2.p, GmISU01.06G112400.1.p
OG0000189	VIT_217s0000g07910.1, VIT_217s0000g07930.1	GmISU01.05G031900.1.p, GmISU01.05G031900.3.p, GmISU01.05G031900.2.p, GmISU01.05G031801.1.p, GmISU01.17G084200.1.p, GmISU01.17G084200.2.p
OG0000191	VIT_208s0007g07690.1	GmISU01.08G072100.1.p, GmISU01.05G100400.1.p, GmISU01.05G100300.1.p, GmISU01.05G100200.1.p, GmISU01.08G072500.2.p, GmISU01.08G072500.1.p, GmISU01.08G072500.3.p, GmISU01.08G072400.1.p, GmISU01.08G072200.1.p, GmISU01.05G100250.1.p, GmISU01.19G111700.1.p, GmISU01.15G180400.1.p, GmISU01.15G180500.1.p
OG0000192	VIT_205s0094g01310.1	GmISU01.01G064600.1.p
OG0000192	VIT_205s0094g01300.1, VIT_205s0094g01300.2	GmISU01.03G073800.1.p, GmISU01.20G019400.1.p, GmISU01.07G190000.1.p
OG0000193	VIT_203s0088g00910.1	GmISU01.07G156500.1.p, GmISU01.13G218000.1.p, GmISU01.15G058800.1.p
OG0000198	VIT_211s0037g00510.1	GmISU01.17G066700.1.p, GmISU01.17G066700.2.p
OG0000198	VIT_206s0004g04510.1	GmISU01.13G103500.1.p
OG0000199	VIT_205s0020g03910.1	GmISU01.20G114400.1.p, GmISU01.10G206500.1.p
OG0000199	VIT_212s0028g03390.1	GmISU01.12G101600.1.p, GmISU01.06G247000.1.p
OG0000199	VIT_203s0063g01370.1	GmISU01.07G141700.1.p, GmISU01.20G007300.1.p
OG0000199	VIT_211s0016g04190.1	GmISU01.08G036200.1.p, GmISU01.09G149800.1.p, GmISU01.07G079900.1.p, GmISU01.07G079900.5.p
OG0000200	VIT_204s0023g02360.1	GmISU01.02G048900.1.p, GmISU01.16G109200.1.p
OG0000200	VIT_203s0038g04510.1	GmISU01.12G037200.1.p
OG0000200	VIT_209s0054g00910.1, VIT_209s0054g00900.1	GmISU01.12G193100.1.p
OG0000201	VIT_200s0220g00130.1	GmISU01.18G239000.1.p
OG0000201	VIT_205s0094g01120.2	GmISU01.07G108700.1.p, GmISU01.07G108700.2.p
OG0000201	VIT_205s0094g01260.2, VIT_205s0094g01260.1	GmISU01.03G073100.1.p, GmISU01.03G073700.1.p, GmISU01.03G073900.1.p, GmISU01.03G074000.1.p, GmISU01.03G070000.1.p
OG0000201	VIT_205s0094g01230.1	GmISU01.03G074100.1.p, GmISU01.10G245000.1.p
OG0000202	VIT_218s0001g13820.1, VIT_218s0001g13830.1, VIT_218s0001g13850.1, VIT_218s0001g13770.1, VIT_218s0001g13780.1, VIT_218s0001g13790.1	GmISU01.03G026300.1.p, GmISU01.03G027200.1.p, GmISU01.03G027100.1.p, GmISU01.03G026900.1.p, GmISU01.03G026600.1.p, GmISU01.03G026700.1.p, GmISU01.03G027300.1.p, GmISU01.03G027600.1.p, GmISU01.11G139800.1.p, GmISU01.01G063600.1.p, GmISU01.18G086200.1.p
OG0000203	VIT_216s0050g00720.6, VIT_216s0050g00720.1, VIT_216s0050g00720.3, VIT_216s0050g00720.7, VIT_216s0050g00720.5, VIT_216s0050g00720.2, VIT_216s0050g00720.4	GmISU01.16G153100.1.p, GmISU01.09G107800.4.p, GmISU01.09G107800.3.p, GmISU01.09G107800.2.p, GmISU01.09G107800.5.p, GmISU01.09G107800.1.p
OG0000203	VIT_215s0046g02450.8, VIT_215s0046g02450.9, VIT_215s0046g02450.6, VIT_215s0046g02450.7, VIT_215s0046g02450.2, VIT_215s0046g02450.5, VIT_215s0046g02450.3, VIT_215s0046g02450.4, VIT_215s0046g02450.1	GmISU01.18G179500.3.p, GmISU01.18G179500.2.p, GmISU01.18G179500.8.p, GmISU01.18G179500.11.p, GmISU01.18G179500.9.p, GmISU01.18G179500.10.p, GmISU01.18G179500.13.p, GmISU01.18G179500.12.p, GmISU01.18G179500.14.p, GmISU01.18G179500.15.p, GmISU01.18G179500.7.p, GmISU01.09G214700.2.p, GmISU01.18G179500.6.p, GmISU01.18G179500.5.p, GmISU01.18G179500.1.p, GmISU01.18G179500.4.p, GmISU01.09G214700.1.p
OG0000206	VIT_206s0004g01610.1	GmISU01.13G301600.1.p, GmISU01.13G301600.2.p, GmISU01.15G030100.1.p, GmISU01.15G030100.2.p
OG0000206	VIT_206s0009g01380.1	GmISU01.13G052100.1.p, GmISU01.13G052100.2.p, GmISU01.20G036500.1.p, GmISU01.20G036500.3.p, GmISU01.20G036500.2.p, GmISU01.20G036500.5.p, GmISU01.20G036500.4.p, GmISU01.13G052200.3.p, GmISU01.13G052200.2.p, GmISU01.13G052200.1.p, GmISU01.14G038800.4.p, GmISU01.14G038800.1.p, GmISU01.02G234600.1.p
OG0000206	VIT_200s0357g00120.1	GmISU01.08G128200.1.p, GmISU01.05G151900.1.p, GmISU01.11G217100.1.p, GmISU01.18G017100.2.p
OG0000207	VIT_207s0005g03030.1	GmISU01.19G128600.1.p, GmISU01.03G124700.1.p, GmISU01.10G032100.1.p, GmISU01.13G093400.1.p
OG0000207	VIT_213s0019g02060.1	GmISU01.14G062600.1.p, GmISU01.02G211700.1.p
OG0000207	VIT_208s0056g01650.1	GmISU01.19G092300.1.p, GmISU01.10G074600.1.p, GmISU01.02G146600.1.p
OG0000207	VIT_215s0048g00840.1	GmISU01.01G108900.1.p, GmISU01.03G020100.1.p
OG0000208	VIT_209s0002g00490.1, VIT_209s0002g00490.2	GmISU01.16G010800.1.p, GmISU01.07G040900.1.p
OG0000208	VIT_211s0016g00430.1	GmISU01.15G163600.1.p, GmISU01.09G066200.1.p, GmISU01.15G163500.1.p
OG0000208	VIT_209s0002g00500.1, VIT_209s0002g00530.1, VIT_209s0002g00520.1, VIT_209s0002g00540.3, VIT_209s0002g00540.2, VIT_209s0002g00540.1, VIT_209s0002g00510.1, VIT_209s0002g00550.1, VIT_209s0002g00550.3, VIT_209s0002g00550.4, VIT_209s0002g00550.5, VIT_209s0002g00550.6, VIT_209s0002g00550.2, VIT_209s0002g00580.1	GmISU01.19G060800.2.p, GmISU01.03G220300.2.p, GmISU01.19G221700.1.p, GmISU01.15G218800.1.p, GmISU01.15G218900.1.p, GmISU01.07G040800.1.p
OG0000211	VIT_213s0067g02930.1	GmISU01.18G049800.1.p, GmISU01.11G169800.1.p, GmISU01.14G168800.1.p
OG0000211	VIT_217s0000g06360.1, VIT_217s0000g06360.2	GmISU01.17G092900.2.p, GmISU01.04G136900.1.p, GmISU01.06G177500.1.p
OG0000211	VIT_214s0108g01020.1, VIT_214s0108g01020.2	GmISU01.18G204600.3.p, GmISU01.19G021300.3.p
OG0000212	VIT_216s0050g00220.1	GmISU01.01G177000.1.p, GmISU01.11G022200.1.p, GmISU01.08G012000.1.p, GmISU01.10G197300.1.p, GmISU01.20G122900.1.p
OG0000213	VIT_210s0116g01210.1	GmISU01.07G224900.3.p, GmISU01.07G224900.1.p, GmISU01.07G224900.7.p, GmISU01.07G224900.2.p, GmISU01.07G224900.4.p, GmISU01.07G224900.6.p, GmISU01.07G224900.5.p, GmISU01.17G009700.2.p, GmISU01.15G101900.1.p, GmISU01.15G101900.3.p, GmISU01.15G101900.2.p, GmISU01.09G005100.1.p
OG0000213	VIT_214s0060g00330.1, VIT_214s0060g00330.2	GmISU01.10G113300.3.p, GmISU01.10G113300.2.p, GmISU01.10G113300.5.p, GmISU01.10G113300.4.p, GmISU01.10G113300.1.p, GmISU01.20G063400.2.p, GmISU01.20G063400.4.p, GmISU01.20G063400.3.p, GmISU01.20G063400.1.p
OG0000213	VIT_205s0020g00950.3, VIT_205s0020g00950.1, VIT_205s0020g00950.2	GmISU01.13G088900.1.p, GmISU01.17G038800.1.p
OG0000214	VIT_202s0012g02830.1, VIT_214s0068g00440.1	GmISU01.19G025700.1.p
OG0000214	VIT_214s0068g00490.1	GmISU01.05G050600.1.p, GmISU01.01G068800.1.p, GmISU01.13G036100.1.p, GmISU01.13G036100.2.p, GmISU01.01G068900.1.p, GmISU01.13G036200.1.p, GmISU01.19G026000.1.p, GmISU01.01G069000.1.p, GmISU01.01G069100.1.p, GmISU01.19G025900.2.p, GmISU01.19G025900.1.p, GmISU01.08G225200.1.p, GmISU01.08G225300.1.p, GmISU01.18G209100.1.p, GmISU01.08G224900.1.p, GmISU01.18G209000.1.p, GmISU01.08G225000.1.p, GmISU01.18G208900.1.p, GmISU01.18G208800.1.p, GmISU01.08G224850.1.p, GmISU01.18G208700.1.p
OG0000214	VIT_217s0000g07015.1, VIT_214s0068g00470.1	GmISU01.05G050700.1.p
