Orthogroup	V_vinifera.proteins	D_muscipula.proteins
OG0001431	VIT_206s0004g06060.1	Dm_00006193-RA, Dm_00016557-RA, Dm_00006192-RA
OG0001432	VIT_213s0064g00780.1, VIT_213s0064g00750.1, VIT_213s0064g00760.1	Dm_00018157-RA
OG0001432	VIT_208s0007g07760.1, VIT_208s0007g07780.1, VIT_208s0007g07770.1, VIT_208s0007g07750.1, VIT_208s0007g08330.1, VIT_208s0007g08330.2, VIT_208s0007g08330.3	Dm_00009296-RA
OG0001433	VIT_210s0003g03300.1	Dm_00000344-RA, Dm_00005035-RA, Dm_00000343-RA
OG0001433	VIT_214s0060g00900.1	Dm_00001821-RA, Dm_00008040-RA
OG0001435	VIT_208s0007g04680.1	Dm_00007426-RA
OG0001437	VIT_205s0020g02490.4, VIT_205s0020g02490.5, VIT_205s0020g02490.6, VIT_205s0020g02490.3, VIT_205s0020g02490.2, VIT_205s0020g02490.1	Dm_00019917-RA
OG0001438	VIT_205s0062g01370.3, VIT_205s0062g01370.4, VIT_205s0062g01370.2, VIT_205s0062g01370.1	Dm_00009843-RA
OG0001438	VIT_204s0023g00730.2, VIT_204s0023g00730.3, VIT_204s0023g00730.1	Dm_00001209-RA
OG0001439	VIT_204s0023g02330.1, VIT_211s0016g05100.1, VIT_209s0002g06460.1	Dm_00000085-RA
OG0001439	VIT_205s0020g04890.1	Dm_00004036-RA, Dm_00014978-RA
OG0001441	VIT_218s0001g05480.1	Dm_00007882-RA, Dm_00018385-RA
OG0001443	VIT_200s2739g00010.1	Dm_00004589-RA, Dm_00005883-RA
OG0001445	VIT_213s0067g00100.5	Dm_00014327-RA
OG0001445	VIT_208s0056g00230.4, VIT_208s0056g00230.3, VIT_213s0067g00100.3, VIT_213s0067g00100.1	Dm_00014328-RA
OG0001446	VIT_200s0194g00070.2, VIT_200s0194g00070.1, VIT_212s0057g01350.1, VIT_212s0057g01350.3, VIT_212s0057g01350.2	Dm_00010546-RA, Dm_00007414-RA
OG0001447	VIT_212s0059g00860.1	Dm_00001768-RA
OG0001448	VIT_219s0014g03740.1, VIT_219s0014g03740.3, VIT_219s0014g03740.2	Dm_00006466-RA
OG0001448	VIT_200s0203g00040.1	Dm_00001924-RA
OG0001449	VIT_203s0038g04560.1, VIT_213s0147g00060.1	Dm_00011699-RA
OG0001450	VIT_212s0028g02160.1	Dm_00004092-RA, Dm_00004510-RA
OG0001451	VIT_205s0020g00450.9, VIT_205s0020g00450.6, VIT_205s0020g00450.10, VIT_205s0020g00450.7, VIT_205s0020g00450.8, VIT_205s0020g00450.4, VIT_205s0020g00450.5, VIT_205s0020g00450.1, VIT_205s0020g00450.2, VIT_205s0020g00450.3	Dm_00002884-RA
OG0001452	VIT_200s0203g00100.1, VIT_200s0203g00100.2	Dm_00001926-RA, Dm_00009938-RA
OG0001453	VIT_219s0015g00430.1, VIT_219s0015g00430.2	Dm_00002679-RA, Dm_00001531-RA
OG0001454	VIT_219s0014g02490.1	Dm_00014917-RA, Dm_00020564-RA
OG0001454	VIT_200s0527g00020.1	Dm_00008630-RA
OG0001455	VIT_212s0059g00300.2, VIT_212s0059g00300.1, VIT_212s0059g00390.1	Dm_00009053-RA
OG0001456	VIT_216s0100g00520.1	Dm_00018803-RA, Dm_00003074-RA
OG0001456	VIT_202s0025g04380.2, VIT_202s0025g04380.1	Dm_00012607-RA
OG0001457	VIT_200s0347g00030.1, VIT_200s0203g00210.1	Dm_00005104-RA, Dm_00018220-RA
OG0001458	VIT_211s0016g02880.1, VIT_211s0016g02880.3, VIT_211s0016g02880.2, VIT_211s0016g02880.5, VIT_211s0016g02880.4	Dm_00003492-RA
OG0001459	VIT_211s0016g05460.3, VIT_211s0016g05460.2, VIT_211s0016g05460.1, VIT_204s0008g05480.1	Dm_00007296-RA, Dm_00007297-RA
OG0001460	VIT_202s0025g02530.1, VIT_202s0025g02530.4, VIT_202s0025g02530.2, VIT_201s0010g02120.1, VIT_201s0010g01340.1, VIT_202s0025g02530.6, VIT_202s0025g02530.3, VIT_202s0025g02530.5	Dm_00004175-RA, Dm_00001490-RA
OG0001460	VIT_216s0098g01220.3, VIT_216s0098g01220.1, VIT_216s0098g01220.2	Dm_00000434-RA, Dm_00000174-RA
OG0001461	VIT_202s0025g03400.1, VIT_202s0025g03400.4, VIT_202s0025g03400.2, VIT_202s0025g03400.3	Dm_00012495-RA, Dm_00006682-RA
OG0001461	VIT_215s0046g02460.1	Dm_00012472-RA, Dm_00003345-RA
OG0001462	VIT_216s0050g01850.1, VIT_216s0050g01850.4, VIT_216s0050g01850.3, VIT_216s0050g01850.2, VIT_216s0050g01850.5, VIT_216s0050g01830.1	Dm_00004005-RA
OG0001463	VIT_215s0048g01160.1	Dm_00016246-RA
OG0001464	VIT_214s0108g01200.1, VIT_214s0108g01200.2	Dm_00019230-RA
OG0001464	VIT_201s0113g00540.1	Dm_00007977-RA
OG0001465	VIT_202s0012g00150.2, VIT_202s0012g00150.1	Dm_00016184-RA
OG0001465	VIT_215s0021g00970.1, VIT_215s0021g00970.2	Dm_00019095-RA
OG0001466	VIT_202s0025g04440.1	Dm_00004360-RA
OG0001467	VIT_215s0048g01890.1, VIT_215s0048g01890.3, VIT_215s0048g01890.5, VIT_215s0048g01890.2, VIT_215s0048g01890.4, VIT_215s0048g01890.6	Dm_00015873-RA, Dm_00010692-RA
OG0001468	VIT_213s0147g00210.2, VIT_213s0147g00210.1	Dm_00012527-RA, Dm_00012528-RA
OG0001469	VIT_219s0090g01720.4, VIT_219s0090g01720.5, VIT_219s0090g01720.1, VIT_219s0090g01720.3, VIT_219s0090g01720.2	Dm_00003586-RA, Dm_00004120-RA
OG0001470	VIT_213s0106g00440.3, VIT_213s0106g00346.1, VIT_213s0106g00440.2, VIT_213s0106g00440.1, VIT_213s0106g00250.1, VIT_213s0106g00250.2, VIT_213s0106g00250.3, VIT_213s0106g00350.1	Dm_00011365-RA
OG0001470	VIT_208s0007g03670.1, VIT_208s0007g03670.2	Dm_00000777-RA
OG0001471	VIT_210s0042g01120.1, VIT_219s0014g02700.1, VIT_210s0042g01090.1	Dm_00004534-RA, Dm_00017331-RA
OG0001472	VIT_210s0003g02960.1	Dm_00000352-RA
OG0001473	VIT_208s0040g01730.1, VIT_208s0040g01730.7, VIT_208s0040g01730.4, VIT_208s0040g01730.3, VIT_208s0040g01730.6, VIT_208s0040g01730.5, VIT_208s0040g01730.2	Dm_00007712-RA
OG0001474	VIT_208s0007g00720.1	Dm_00016221-RA, Dm_00017384-RA
OG0001476	VIT_213s0019g04370.4, VIT_213s0019g04370.2, VIT_213s0019g04370.1, VIT_213s0019g04370.3	Dm_00018075-RA
OG0001478	VIT_206s0061g00730.1, VIT_208s0007g04780.1	Dm_00010382-RA
OG0001478	VIT_206s0004g04120.1	Dm_00004308-RA
OG0001479	VIT_200s0992g00030.1, VIT_200s1404g00010.1, VIT_200s0704g00040.1	Dm_00020230-RA, Dm_00007221-RA
OG0001480	VIT_208s0040g01170.6, VIT_208s0040g01170.2, VIT_208s0040g01170.1, VIT_208s0040g01170.3, VIT_208s0040g01170.4, VIT_208s0040g01170.5	Dm_00004487-RA
OG0001481	VIT_208s0007g06280.2, VIT_208s0007g06280.1, VIT_208s0007g06280.5, VIT_208s0007g06280.4, VIT_208s0007g06280.3	Dm_00019076-RA
OG0001483	VIT_207s0130g00420.1, VIT_207s0130g00420.2	Dm_00001914-RA
OG0001484	VIT_213s0047g00120.3, VIT_213s0047g00120.1, VIT_213s0047g00120.4, VIT_213s0047g00120.2	Dm_00005875-RA, Dm_00004249-RA
OG0001484	VIT_208s0040g00360.1, VIT_208s0040g00360.3, VIT_208s0040g00360.2	Dm_00005727-RA
OG0001485	VIT_200s0455g00020.1, VIT_219s0015g01380.4, VIT_219s0015g01380.6, VIT_219s0015g01380.3, VIT_219s0015g01380.5, VIT_219s0015g01380.1, VIT_219s0015g01380.2	Dm_00001510-RA, Dm_00001900-RA
OG0001486	VIT_201s0137g00710.1, VIT_201s0137g00710.2, VIT_201s0137g00720.3, VIT_201s0137g00720.4, VIT_201s0137g00720.2, VIT_201s0137g00720.1	Dm_00005815-RA, Dm_00015982-RA
OG0001487	VIT_215s0046g01680.1	Dm_00007559-RA, Dm_00019057-RA, Dm_00006082-RA
OG0001487	VIT_204s0008g01210.1	Dm_00013168-RA
OG0001488	VIT_205s0094g00530.1	Dm_00019975-RA, Dm_00010538-RA
OG0001489	VIT_214s0219g00090.2, VIT_214s0219g00090.4, VIT_214s0219g00090.1, VIT_214s0219g00090.3	Dm_00019788-RA
OG0001490	VIT_218s0041g00420.1	Dm_00012847-RA, Dm_00002711-RA
OG0001490	VIT_207s0031g03220.1, VIT_207s0031g03220.2	Dm_00002028-RA, Dm_00017100-RA
OG0001491	VIT_216s0050g01600.1, VIT_216s0050g00240.1, VIT_216s0115g00340.1	Dm_00002050-RA, Dm_00004007-RA
OG0001492	VIT_216s0098g01020.16, VIT_216s0098g01020.9, VIT_216s0098g01020.14, VIT_216s0098g01020.3, VIT_216s0098g01020.15, VIT_216s0098g01020.4, VIT_216s0098g01020.7, VIT_216s0098g01020.1, VIT_216s0098g01020.13, VIT_216s0098g01020.11, VIT_216s0098g01020.6, VIT_216s0098g01020.5, VIT_216s0098g01020.12, VIT_216s0098g01020.2, VIT_216s0098g01020.10, VIT_216s0098g01020.8	Dm_00000184-RA
OG0001493	VIT_205s0077g00750.1	Dm_00011277-RA
OG0001493	VIT_214s0060g01010.1	Dm_00001819-RA, Dm_00013883-RA
OG0001494	VIT_201s0010g03370.2, VIT_201s0010g03370.1	Dm_00009920-RA, Dm_00009921-RA
OG0001495	VIT_201s0011g06430.1, VIT_201s0011g06440.1, VIT_201s0011g06460.1, VIT_201s0011g06450.1, VIT_201s0011g06460.3, VIT_201s0011g06460.2	Dm_00011902-RA, Dm_00006546-RA
OG0001496	VIT_217s0000g06640.2, VIT_217s0000g06640.4, VIT_217s0000g06640.5, VIT_217s0000g06640.1, VIT_217s0000g06640.3	Dm_00016929-RA, Dm_00013625-RA, Dm_00009822-RA
OG0001497	VIT_217s0000g08360.4, VIT_217s0000g08360.5, VIT_217s0000g08360.3, VIT_217s0000g08360.2, VIT_217s0000g08360.1	Dm_00003286-RA
OG0001498	VIT_217s0000g08110.1	Dm_00002598-RA, Dm_00002599-RA
OG0001500	VIT_214s0083g00930.4, VIT_214s0083g00930.3, VIT_214s0083g00930.1, VIT_214s0083g00930.2	Dm_00015100-RA
OG0001500	VIT_201s0010g00540.4, VIT_201s0010g00540.3, VIT_201s0010g00540.2, VIT_201s0010g00540.1	Dm_00011548-RA
OG0001501	VIT_214s0060g00550.1, VIT_214s0060g00550.2	Dm_00010687-RA
OG0001501	VIT_201s0127g00260.1, VIT_201s0127g00260.2	Dm_00015868-RA, Dm_00008372-RA
OG0001502	VIT_213s0067g00810.2, VIT_213s0067g00810.1, VIT_213s0067g00810.3, VIT_213s0067g00780.1, VIT_213s0067g00750.1, VIT_212s0028g00950.1	Dm_00007240-RA, Dm_00019152-RA, Dm_00006157-RA, Dm_00019176-RA, Dm_00020742-RA, Dm_00016247-RA, Dm_00013532-RA, Dm_00014241-RA, Dm_00019175-RA, Dm_00007241-RA, Dm_00019151-RA
OG0001503	VIT_200s0259g00100.4, VIT_200s0259g00100.1, VIT_200s0259g00100.3, VIT_200s0259g00100.2, VIT_200s0259g00070.2, VIT_200s0259g00070.1, VIT_200s0259g00010.2, VIT_200s0259g00010.1, VIT_200s2419g00010.1, VIT_200s0194g00340.1, VIT_200s0194g00340.2, VIT_200s0194g00300.1, VIT_200s0194g00330.1, VIT_200s0194g00330.2, VIT_200s0753g00010.1	Dm_00019282-RA
OG0001512	VIT_204s0069g00890.2, VIT_204s0069g00890.1, VIT_204s0069g00890.4, VIT_204s0069g00890.5	Dm_00019163-RA, Dm_00007064-RA
OG0001514	VIT_214s0060g00300.1	Dm_00004354-RA, Dm_00011160-RA, Dm_00012724-RA
OG0001516	VIT_201s0011g01680.2, VIT_201s0011g01680.1, VIT_201s0011g01680.5, VIT_201s0011g01680.6, VIT_201s0011g01680.4, VIT_201s0011g01680.3	Dm_00017075-RA
OG0001516	VIT_206s0061g00270.1	Dm_00006372-RA, Dm_00000493-RA
OG0001517	VIT_205s0049g00210.2, VIT_205s0049g00210.1, VIT_205s0049g00210.3	Dm_00020423-RA
OG0001518	VIT_213s0067g01020.2, VIT_213s0067g01020.1	Dm_00018809-RA
OG0001519	VIT_213s0067g01780.6, VIT_213s0067g01780.3, VIT_213s0067g01780.9, VIT_213s0067g01780.7, VIT_213s0067g01780.1, VIT_213s0067g01780.2, VIT_213s0067g01780.4, VIT_213s0067g01800.2, VIT_213s0067g01800.4, VIT_213s0067g01800.1, VIT_213s0067g01800.3	Dm_00011097-RA, Dm_00010785-RA
OG0001521	VIT_207s0104g01460.1	Dm_00019692-RA
OG0001522	VIT_201s0011g03940.1	Dm_00007146-RA
OG0001523	VIT_206s0004g01200.1	Dm_00008597-RA
OG0001523	VIT_217s0000g10010.3, VIT_217s0000g10010.4, VIT_217s0000g10010.1, VIT_217s0000g10010.2	Dm_00008598-RA, Dm_00001672-RA
OG0001524	VIT_218s0001g09310.3, VIT_218s0001g09310.2, VIT_218s0001g09310.1	Dm_00009721-RA, Dm_00008566-RA
OG0001525	VIT_208s0007g08690.2, VIT_208s0007g08690.1	Dm_00019444-RA
OG0001526	VIT_210s0003g02650.3, VIT_210s0003g02650.1, VIT_210s0003g02650.2	Dm_00001116-RA, Dm_00007767-RA
OG0001527	VIT_206s0080g00740.1, VIT_208s0007g03020.3	Dm_00019529-RA, Dm_00015750-RA
OG0001528	VIT_206s0004g01270.1	Dm_00005886-RA
OG0001528	VIT_213s0156g00210.1	Dm_00011851-RA
OG0001530	VIT_205s0102g00160.1, VIT_205s0102g00160.2	Dm_00009789-RA, Dm_00017502-RA
OG0001530	VIT_200s0207g00090.2, VIT_200s0207g00090.1	Dm_00004492-RA
OG0001531	VIT_206s0009g01600.1, VIT_218s0117g00580.1	Dm_00019954-RA, Dm_00006203-RA
OG0001532	VIT_208s0007g03710.1	Dm_00010834-RA
OG0001533	VIT_205s0077g00920.2, VIT_205s0077g00920.3, VIT_205s0077g00920.1, VIT_205s0077g00920.4, VIT_205s0077g00920.5	Dm_00011720-RA, Dm_00015260-RA
OG0001534	VIT_208s0007g07190.2, VIT_208s0007g07190.1	Dm_00017593-RA
OG0001535	VIT_206s0004g07030.1, VIT_206s0004g07030.2, VIT_206s0004g07030.3	Dm_00011804-RA
OG0001536	VIT_200s0286g00010.1, VIT_219s0014g04330.1, VIT_219s0014g04340.1, VIT_200s1458g00010.1, VIT_200s2634g00010.1, VIT_200s2485g00010.1, VIT_200s0437g00060.1	Dm_00002576-RA
OG0001538	VIT_203s0088g01150.2, VIT_203s0088g01150.1, VIT_203s0088g01150.3, VIT_203s0088g01140.1, VIT_200s0525g00020.1	Dm_00007295-RA
OG0001539	VIT_215s0024g00240.3, VIT_215s0024g00240.4, VIT_215s0024g00240.2, VIT_215s0024g00240.5, VIT_215s0024g00240.1	Dm_00004299-RA, Dm_00004298-RA
OG0001540	VIT_208s0007g08310.7, VIT_208s0007g08310.2, VIT_208s0007g08310.1, VIT_208s0007g08310.8, VIT_208s0007g08310.9, VIT_208s0007g08310.6, VIT_208s0007g08310.4, VIT_208s0007g08310.3, VIT_208s0007g08310.5	Dm_00015757-RA
OG0001541	VIT_216s0013g01120.1, VIT_216s0013g00900.1, VIT_216s0013g01030.1, VIT_216s0013g00990.1, VIT_216s0013g00970.1, VIT_216s0013g01064.1, VIT_216s0013g01070.1, VIT_216s0013g01050.1, VIT_216s0013g01060.1, VIT_216s0013g00980.1, VIT_216s0013g00950.1, VIT_216s0013g01090.1, VIT_216s0013g01000.1, VIT_216s0013g01110.1, VIT_216s0013g01080.1	Dm_00004182-RA, Dm_00000869-RA
OG0001542	VIT_205s0020g01010.1, VIT_205s0020g01000.1, VIT_205s0020g00980.1, VIT_205s0020g01030.1	Dm_00015082-RA
OG0001543	VIT_203s0038g02980.2, VIT_203s0038g02980.1, VIT_203s0038g03030.1	Dm_00013110-RA
OG0001544	VIT_200s0983g00010.1, VIT_200s0324g00020.2, VIT_200s0817g00010.1, VIT_200s0324g00020.1	Dm_00017636-RA
OG0001544	VIT_218s0001g05710.1, VIT_218s0001g05710.4, VIT_218s0001g05710.3, VIT_218s0001g05710.2	Dm_00013363-RA
OG0001544	VIT_212s0028g00540.1	Dm_00008344-RA
OG0001545	VIT_203s0091g00730.1	Dm_00013677-RA
OG0001546	VIT_203s0063g01030.2, VIT_203s0063g01030.3, VIT_203s0063g01030.1	Dm_00001723-RA
OG0001547	VIT_203s0063g01340.1	Dm_00001729-RA, Dm_00001727-RA
OG0001549	VIT_200s0665g00040.1	Dm_00008381-RA
OG0001549	VIT_202s0012g00710.1, VIT_215s0021g00640.1, VIT_215s0021g00640.3	Dm_00010743-RA
OG0001550	VIT_213s0047g01180.1	Dm_00012795-RA
OG0001552	VIT_203s0038g02570.4, VIT_203s0038g02570.3, VIT_203s0038g02570.1, VIT_203s0038g02570.2	Dm_00003408-RA
OG0001553	VIT_218s0001g10180.1	Dm_00001653-RA, Dm_00003402-RA, Dm_00015154-RA
OG0001554	VIT_201s0011g02220.1	Dm_00001305-RA
OG0001556	VIT_211s0118g00600.1	Dm_00000256-RA
OG0001556	VIT_203s0063g02240.1, VIT_215s0048g00580.1, VIT_200s0233g00100.1, VIT_202s0154g00150.1	Dm_00013784-RA
OG0001557	VIT_219s0014g01810.5, VIT_219s0014g01810.3, VIT_219s0014g01810.2, VIT_219s0014g01810.1, VIT_219s0014g01810.4	Dm_00008939-RA, Dm_00008941-RA, Dm_00008940-RA
OG0001558	VIT_213s0064g01150.1	Dm_00014106-RA
OG0001559	VIT_211s0016g05420.1, VIT_211s0016g05420.3, VIT_211s0016g05420.2	Dm_00000074-RA, Dm_00002924-RA
OG0001560	VIT_203s0038g01470.1	Dm_00005567-RA
OG0001561	VIT_214s0171g00490.3, VIT_214s0171g00490.4, VIT_214s0171g00490.6, VIT_214s0171g00490.9, VIT_214s0171g00490.1, VIT_214s0171g00490.5, VIT_214s0171g00490.8, VIT_214s0171g00490.7, VIT_214s0171g00490.11, VIT_214s0171g00490.12, VIT_214s0171g00490.10, VIT_214s0171g00490.2	Dm_00007236-RA
OG0001562	VIT_202s0025g01200.2, VIT_202s0025g01200.4, VIT_202s0025g01200.1, VIT_202s0025g01200.3	Dm_00009423-RA
OG0001563	VIT_216s0098g01580.2, VIT_202s0025g02140.2, VIT_216s0098g01580.1, VIT_202s0025g02140.1	Dm_00000445-RA, Dm_00003674-RA
OG0001564	VIT_201s0010g03690.2, VIT_201s0010g03690.3, VIT_201s0010g03690.1, VIT_211s0065g00160.7, VIT_211s0065g00160.1, VIT_211s0065g00160.3, VIT_211s0065g00160.2, VIT_211s0065g00160.4, VIT_211s0065g00160.8, VIT_211s0065g00160.5, VIT_211s0065g00160.6	Dm_00018298-RA, Dm_00011090-RA
OG0001565	VIT_200s0179g00140.1, VIT_200s0179g00140.2	Dm_00011390-RA
OG0001567	VIT_204s0044g01560.1, VIT_204s0044g01560.5, VIT_204s0044g01560.4, VIT_204s0044g01560.3, VIT_204s0044g01560.2	Dm_00004466-RA, Dm_00005737-RA
OG0001567	VIT_218s0001g01680.3, VIT_218s0001g01680.2, VIT_218s0001g01680.1	Dm_00019329-RA
OG0001568	VIT_216s0050g00770.6, VIT_216s0050g00770.5, VIT_216s0050g00770.7, VIT_216s0050g00770.2, VIT_216s0050g00770.3, VIT_216s0050g00770.4, VIT_216s0050g00770.1	Dm_00003306-RA, Dm_00002956-RA
OG0001569	VIT_209s0002g03360.1	Dm_00013443-RA, Dm_00002989-RA
OG0001571	VIT_209s0002g04860.7, VIT_209s0002g04860.8, VIT_209s0002g04860.6, VIT_209s0002g04860.5, VIT_209s0002g04860.10, VIT_209s0002g04860.2, VIT_209s0002g04860.1, VIT_209s0002g04860.4, VIT_209s0002g04860.3, VIT_209s0002g04860.9, VIT_211s0016g04210.3, VIT_211s0016g04210.4, VIT_211s0016g04210.1, VIT_211s0016g04210.2, VIT_211s0016g04210.5	Dm_00000115-RA
OG0001572	VIT_211s0016g05580.2, VIT_211s0016g05580.5, VIT_211s0016g05580.1, VIT_211s0016g05580.4, VIT_211s0016g05580.3, VIT_209s0002g06870.1, VIT_209s0002g06870.2, VIT_206s0080g01270.1	Dm_00016229-RA
OG0001573	VIT_202s0241g00120.1	Dm_00005697-RA, Dm_00016758-RA
OG0001573	VIT_215s0048g00680.2, VIT_215s0048g00680.1	Dm_00010399-RA
OG0001574	VIT_206s0004g03130.1	Dm_00000469-RA, Dm_00015729-RA
OG0001575	VIT_203s0091g00870.3	Dm_00013860-RA, Dm_00009803-RA
OG0001575	VIT_208s0007g07370.2, VIT_208s0007g07370.1	Dm_00018397-RA
OG0001576	VIT_202s0025g02900.1	Dm_00015278-RA
OG0001576	VIT_215s0048g02520.3, VIT_215s0048g02520.1, VIT_215s0048g02520.2, VIT_215s0048g02520.4	Dm_00004565-RA
OG0001577	VIT_215s0046g02010.2, VIT_215s0046g02010.1, VIT_215s0046g02010.3	Dm_00005056-RA
OG0001578	VIT_208s0032g00920.4, VIT_208s0032g00920.6, VIT_208s0032g00920.2, VIT_208s0032g00920.3, VIT_208s0032g00920.1, VIT_208s0032g00920.7, VIT_208s0032g00920.5, VIT_206s0009g01000.1, VIT_206s0009g01000.2, VIT_206s0009g01000.3	Dm_00013755-RA, Dm_00006975-RA
OG0001579	VIT_210s0042g01326.2, VIT_210s0042g01326.1	Dm_00010716-RA
OG0001579	VIT_210s0042g01360.1	Dm_00010719-RA
OG0001579	VIT_212s0028g01000.1	Dm_00002231-RA
OG0001580	VIT_208s0007g04370.1, VIT_208s0007g04370.2, VIT_208s0007g04370.3	Dm_00007884-RA
OG0001582	VIT_210s0003g02720.2, VIT_210s0003g02720.3, VIT_210s0003g02720.1	Dm_00016173-RA
OG0001583	VIT_208s0032g00790.4, VIT_208s0032g00790.2, VIT_208s0032g00790.3, VIT_208s0032g00790.1	Dm_00017070-RA
OG0001584	VIT_206s0004g04140.2, VIT_206s0004g04140.4, VIT_206s0004g04140.5, VIT_206s0004g04140.3, VIT_206s0004g04140.6, VIT_206s0004g04140.1	Dm_00004310-RA
OG0001586	VIT_208s0007g03060.1	Dm_00001395-RA, Dm_00000807-RA
OG0001588	VIT_218s0001g08370.2, VIT_218s0001g08370.1, VIT_218s0001g08370.3	Dm_00005792-RA
OG0001589	VIT_218s0072g00440.2, VIT_218s0072g00440.9, VIT_218s0072g00440.8, VIT_218s0072g00440.6, VIT_218s0072g00440.10, VIT_218s0072g00440.4, VIT_218s0072g00440.7, VIT_218s0072g00440.5, VIT_218s0072g00440.3, VIT_218s0072g00440.1	Dm_00014834-RA
OG0001590	VIT_214s0171g00410.1, VIT_214s0171g00410.3, VIT_214s0171g00410.2	Dm_00013771-RA
OG0001590	VIT_201s0010g02480.3, VIT_201s0010g02480.1, VIT_201s0010g02480.2	Dm_00008805-RA
OG0001592	VIT_201s0127g00380.1, VIT_201s0127g00380.2	Dm_00020647-RA
OG0001593	VIT_214s0066g00350.2, VIT_214s0066g00350.1	Dm_00008455-RA
OG0001594	VIT_215s0046g00740.5, VIT_215s0046g00740.6, VIT_215s0046g00740.3, VIT_215s0046g00740.2, VIT_215s0046g00740.4, VIT_215s0046g00740.1	Dm_00003109-RA, Dm_00003563-RA
OG0001595	VIT_216s0013g00260.2, VIT_216s0013g00260.1, VIT_216s0013g00260.3, VIT_216s0013g00260.4, VIT_216s0013g00260.5	Dm_00018792-RA
OG0001596	VIT_204s0079g00280.2, VIT_204s0079g00280.3, VIT_204s0079g00280.1	Dm_00005232-RA, Dm_00002518-RA
OG0001596	VIT_217s0053g00740.1	Dm_00019317-RA
OG0001598	VIT_202s0012g01030.1	Dm_00015920-RA
OG0001599	VIT_201s0011g06190.2, VIT_201s0011g06190.3, VIT_201s0011g06190.1	Dm_00001933-RA
OG0001600	VIT_201s0011g00910.5, VIT_201s0011g00910.4, VIT_201s0011g00910.2, VIT_201s0011g00910.3, VIT_201s0011g00910.1	Dm_00008104-RA, Dm_00010658-RA
OG0001601	VIT_201s0127g00700.1	Dm_00007618-RA
OG0001601	VIT_217s0000g08380.1	Dm_00002592-RA, Dm_00004920-RA
OG0001602	VIT_217s0000g05460.1	Dm_00009779-RA
OG0001603	VIT_218s0041g02320.1, VIT_214s0030g00890.1	Dm_00001607-RA
OG0001604	VIT_202s0012g01960.5, VIT_202s0012g01960.3, VIT_202s0012g01960.4, VIT_202s0012g01960.2, VIT_202s0012g01960.1	Dm_00012381-RA
OG0001605	VIT_211s0016g00640.2, VIT_211s0016g00640.1	Dm_00001025-RA
OG0001606	VIT_219s0140g00200.1, VIT_219s0140g00200.3, VIT_219s0140g00200.4, VIT_219s0140g00200.2	Dm_00011918-RA
OG0001616	VIT_213s0067g00110.3, VIT_213s0067g00110.4, VIT_213s0067g00110.5, VIT_213s0067g00110.2, VIT_213s0067g00110.1	Dm_00009016-RA
OG0001617	VIT_200s0524g00030.1, VIT_200s0524g00010.1	Dm_00001113-RA
OG0001618	VIT_206s0004g04090.1, VIT_206s0004g04090.2, VIT_213s0019g00250.1, VIT_208s0040g02630.2, VIT_208s0040g02630.1	Dm_00009040-RA
OG0001619	VIT_204s0008g01560.1, VIT_204s0008g01580.1, VIT_204s0008g01520.1, VIT_204s0008g01550.1, VIT_204s0008g01570.1, VIT_204s0008g01510.1, VIT_204s0008g01490.1, VIT_204s0008g01500.1, VIT_204s0008g01590.1	Dm_00020136-RA
OG0001620	VIT_201s0146g00060.3, VIT_201s0146g00060.5, VIT_201s0146g00060.4, VIT_201s0146g00060.2, VIT_201s0146g00060.1	Dm_00012643-RA
OG0001620	VIT_212s0057g00940.1, VIT_212s0057g00940.2, VIT_212s0057g00940.7, VIT_212s0057g00940.4	Dm_00010124-RA
OG0001621	VIT_213s0064g01030.1	Dm_00004090-RA
OG0001621	VIT_206s0004g01930.3, VIT_206s0004g01930.2, VIT_206s0004g01930.1, VIT_206s0004g01930.4	Dm_00007873-RA
OG0001622	VIT_212s0057g00310.4, VIT_212s0057g00310.3, VIT_212s0057g00310.1, VIT_212s0057g00310.2	Dm_00015421-RA
OG0001623	VIT_216s0050g00610.2, VIT_216s0050g00610.1	Dm_00013159-RA, Dm_00003311-RA
OG0001624	VIT_211s0118g00680.1, VIT_204s0008g06220.1	Dm_00018917-RA, Dm_00018918-RA, Dm_00000259-RA
OG0001625	VIT_208s0007g03200.1, VIT_208s0007g03200.2, VIT_208s0007g03200.6, VIT_208s0007g03200.5, VIT_208s0007g03200.3, VIT_208s0007g03200.4, VIT_206s0080g00470.3, VIT_206s0080g00470.2, VIT_206s0080g00470.4, VIT_206s0080g00470.1	Dm_00000797-RA
OG0001626	VIT_206s0004g00830.3, VIT_206s0004g00830.4	Dm_00009143-RA
OG0001627	VIT_208s0007g04700.3, VIT_208s0007g04700.4, VIT_208s0007g04700.1, VIT_208s0007g04700.6, VIT_208s0007g04700.2, VIT_208s0007g04700.5	Dm_00006122-RA
OG0001628	VIT_205s0020g00730.3, VIT_205s0020g00730.1, VIT_205s0020g00730.2	Dm_00002610-RA
OG0001629	VIT_216s0098g01560.1	Dm_00003675-RA
OG0001631	VIT_207s0005g06350.1	Dm_00007142-RA
OG0001632	VIT_213s0019g04010.1, VIT_213s0019g04010.3, VIT_213s0019g04010.2	Dm_00017286-RA, Dm_00008151-RA, Dm_00008150-RA
OG0001633	VIT_218s0001g10150.1	Dm_00013145-RA
OG0001634	VIT_206s0004g08290.1, VIT_208s0056g00510.1	Dm_00001558-RA
