Orthogroup	S_lycopersicum.proteins	V_vinifera.proteins
OG0002109	Solyc06g073990.2.1, Solyc11g068765.1.1, Solyc10g083140.1.1, Solyc01g007870.3.1	VIT_208s0007g02600.1, VIT_206s0080g01076.1, VIT_206s0080g01076.2
OG0002110	Solyc09g097860.3.1, Solyc12g098630.2.1, Solyc09g097865.1.1	VIT_205s0029g00400.5, VIT_205s0029g00400.2, VIT_205s0029g00400.3, VIT_205s0029g00400.1, VIT_205s0029g00400.4
OG0002111	Solyc10g044510.2.1	VIT_212s0035g00260.1
OG0002111	Solyc02g083720.3.1	VIT_204s0023g03610.1
OG0002112	Solyc10g054330.2.1	VIT_203s0038g00620.1
OG0002113	Solyc11g005170.2.1	VIT_207s0031g02020.1
OG0002114	Solyc04g081810.3.1, Solyc01g006660.2.1	VIT_218s0001g14870.1
OG0002114	Solyc01g096560.2.1	VIT_213s0047g00200.1, VIT_213s0047g00200.3, VIT_213s0047g00200.2, VIT_213s0047g00200.4
OG0002116	Solyc01g066070.3.1	VIT_205s0077g01900.1
OG0002116	Solyc06g009200.3.1	VIT_207s0005g00760.1
OG0002117	Solyc11g018500.2.1, Solyc11g018490.2.1	VIT_207s0031g02590.1
OG0002118	Solyc04g054910.3.1, Solyc12g056980.1.1, Solyc04g072900.1.1	VIT_218s0001g05250.1, VIT_200s0662g00040.1, VIT_200s0662g00030.1
OG0002119	Solyc00g052940.3.1	VIT_204s0044g00310.4, VIT_204s0044g00310.3, VIT_204s0044g00310.5, VIT_204s0044g00310.1, VIT_204s0044g00310.2
OG0002119	Solyc04g071430.2.1, Solyc04g071400.3.1	VIT_218s0072g00660.1, VIT_218s0072g00660.2
OG0002120	Solyc11g043210.2.1, Solyc01g108050.3.1, Solyc01g106050.3.1	VIT_203s0038g00970.1, VIT_204s0008g07010.1
OG0002121	Solyc12g057010.2.1, Solyc04g073960.3.1, Solyc04g055080.3.1, Solyc05g051900.3.1, Solyc05g051920.3.1, Solyc05g051910.2.1, Solyc05g051940.3.1	VIT_200s0304g00020.1
OG0002122	Solyc06g059850.2.1, Solyc04g063350.3.1, Solyc06g059840.3.1	VIT_218s0001g14980.1
OG0002122	Solyc04g025710.2.1	VIT_206s0004g05840.1
OG0002123	Solyc11g009050.2.1	VIT_200s0391g00040.1, VIT_200s0391g00040.6, VIT_200s0391g00040.5, VIT_200s0391g00040.3, VIT_200s0391g00040.4, VIT_200s0391g00040.2
OG0002124	Solyc12g008640.2.1	VIT_211s0016g02830.1, VIT_211s0016g02830.3, VIT_211s0016g02830.2
OG0002125	Solyc04g054480.3.1	VIT_207s0031g01180.2, VIT_207s0031g01180.1
OG0002126	Solyc04g074990.3.1	VIT_218s0001g07140.1, VIT_200s0199g00250.1
OG0002126	Solyc04g014260.2.1, Solyc05g051420.2.1	VIT_218s0117g00270.1
OG0002127	Solyc08g077720.3.1	VIT_202s0012g00100.1
OG0002127	Solyc08g007140.3.1, Solyc10g061970.2.1	VIT_215s0021g01000.1
OG0002128	Solyc02g083400.3.1, Solyc02g062040.3.1, Solyc03g033330.3.1	VIT_200s0264g00020.1, VIT_200s0264g00020.2
OG0002129	Solyc08g074370.3.1	VIT_204s0008g03060.1
OG0002130	Solyc11g017470.2.1, Solyc06g060230.3.1	VIT_218s0001g02300.1
OG0002130	Solyc04g009440.3.1, Solyc04g009435.1.1	VIT_207s0031g02610.1, VIT_207s0031g02610.2
OG0002131	Solyc06g071310.3.1, Solyc03g114000.3.1	VIT_217s0000g07820.1
OG0002131	Solyc11g044740.2.1	VIT_203s0091g01010.1
OG0002131	Solyc12g088320.2.1, Solyc04g077780.3.1	VIT_218s0001g09040.1
OG0002132	Solyc08g075700.3.1, Solyc12g096150.2.1	VIT_213s0047g01160.1, VIT_214s0006g00820.1
OG0002133	Solyc10g008700.2.1, Solyc07g054840.3.1	VIT_212s0134g00570.1
OG0002134	Solyc05g025510.3.1, Solyc07g044850.3.1	VIT_212s0028g01070.1
OG0002135	Solyc07g063110.3.1, Solyc12g013850.2.1, Solyc10g007040.3.1	VIT_219s0014g02650.4, VIT_219s0014g02650.1, VIT_219s0014g02650.2, VIT_219s0014g02650.3
OG0002137	Solyc07g041490.2.1	VIT_211s0016g01330.1, VIT_211s0016g01340.1
OG0002138	Solyc08g007330.3.1	VIT_200s0229g00210.1
OG0002139	Solyc06g064560.3.1	VIT_218s0001g03690.1
OG0002140	Solyc07g008210.3.1	VIT_209s0002g06810.1, VIT_211s0016g05430.1, VIT_211s0016g05430.2, VIT_211s0016g05430.3
OG0002141	Solyc06g018050.3.1	VIT_204s0008g06280.1
OG0002142	Solyc05g026050.3.1	VIT_209s0002g02750.1, VIT_209s0002g02750.2
OG0002143	Solyc03g117100.3.1	VIT_209s0002g08960.1
OG0002144	Solyc03g007310.3.1	VIT_216s0050g02620.1, VIT_216s0050g02620.2
OG0002144	Solyc08g082180.3.1, Solyc12g055990.2.1	VIT_202s0025g01340.2, VIT_202s0025g01340.1
OG0002144	Solyc01g095700.3.1	VIT_215s0046g01050.1
OG0002145	Solyc09g056380.1.1, Solyc02g070650.2.1, Solyc02g070640.3.1, Solyc06g065590.3.1, Solyc08g016180.3.1	VIT_210s0003g03150.1, VIT_210s0003g03130.1, VIT_219s0135g00100.1
OG0002146	Solyc07g020710.3.1, Solyc12g007180.2.1	VIT_211s0016g03680.3, VIT_211s0016g03680.4, VIT_211s0016g03680.2, VIT_211s0016g03680.1
OG0002147	Solyc05g010030.3.1	VIT_201s0011g02780.1
OG0002147	Solyc05g010040.2.1, Solyc06g069300.1.1, Solyc03g114390.1.1	VIT_217s0000g04340.1
OG0002148	Solyc01g094770.3.1, Solyc10g012420.3.1	VIT_215s0046g02370.3, VIT_215s0046g02370.1, VIT_215s0046g02370.2
OG0002149	Solyc06g053260.1.1, Solyc03g082530.1.1, Solyc03g082520.1.1, Solyc06g053290.1.1, Solyc03g082510.1.1, Solyc01g096340.3.1	VIT_215s0048g02860.1, VIT_216s0098g01150.1
OG0002150	Solyc07g006710.1.1	VIT_211s0052g01620.1
OG0002151	Solyc08g016660.2.1, Solyc02g070430.3.1	VIT_210s0003g03490.1
OG0002151	Solyc07g061720.3.1, Solyc07g061730.3.1, Solyc07g056670.3.1, Solyc10g007560.2.1, Solyc10g007570.3.1	VIT_219s0140g00140.1, VIT_219s0140g00120.1
OG0002153	Solyc08g062210.3.1, Solyc12g009050.2.1, Solyc03g121940.3.1, Solyc02g069855.1.1	VIT_211s0016g01480.3, VIT_211s0016g01480.1, VIT_211s0016g01480.2, VIT_211s0016g01480.4
OG0002154	Solyc08g079430.3.1	VIT_202s0025g04560.2, VIT_202s0025g04560.1
OG0002155	Solyc01g094660.3.1	VIT_215s0046g02480.1, VIT_215s0046g02480.4, VIT_215s0046g02480.2, VIT_215s0046g02480.3
OG0002156	Solyc06g053240.3.1	VIT_204s0008g05440.1
OG0002157	Solyc12g089010.2.1	VIT_201s0010g02920.1, VIT_201s0010g02920.2, VIT_201s0010g02920.3, VIT_201s0010g02920.4, VIT_201s0010g02920.5, VIT_201s0010g02920.6, VIT_201s0010g02920.7
OG0002158	Solyc07g018010.3.1, Solyc05g014590.3.1	VIT_211s0052g00100.1
OG0002159	Solyc03g119220.3.1	VIT_217s0000g03290.1
OG0002159	Solyc07g042560.3.1	VIT_211s0016g00460.1
OG0002160	Solyc02g078210.3.1	VIT_200s0265g00070.4, VIT_200s0265g00070.1, VIT_200s0265g00070.3, VIT_200s0265g00070.2
OG0002161	Solyc09g011690.3.1, Solyc10g084970.2.1	VIT_208s0007g01450.1, VIT_208s0007g01450.3, VIT_208s0007g01450.2, VIT_208s0007g01450.4
OG0002162	Solyc08g063130.3.1, Solyc12g013690.2.1, Solyc12g013720.1.1	VIT_203s0038g02610.1, VIT_218s0001g01110.1
OG0002163	Solyc10g006070.3.1, Solyc07g065170.3.1, Solyc06g007570.3.1, Solyc09g057650.3.1	VIT_219s0090g01570.1, VIT_205s0062g00120.1
OG0002164	Solyc03g034450.3.1, Solyc03g036460.2.1, Solyc03g042528.1.1, Solyc00g032030.2.1, Solyc03g034457.1.1, Solyc03g042520.2.1	VIT_214s0006g01870.1
OG0002165	Solyc05g052300.3.1, Solyc06g050800.3.1	VIT_213s0067g02220.2, VIT_213s0067g02220.1
OG0002166	Solyc11g065890.2.1	VIT_207s0031g03170.1
OG0002167	Solyc12g017370.2.1	VIT_219s0085g00890.1, VIT_219s0085g00890.4, VIT_219s0085g00890.3, VIT_219s0085g00890.2, VIT_203s0017g02280.6, VIT_203s0017g02280.4, VIT_203s0017g02280.3, VIT_203s0017g02280.2, VIT_203s0017g02280.1, VIT_203s0017g02280.8, VIT_203s0017g02280.7, VIT_203s0017g02280.5
OG0002168	Solyc10g081720.2.1, Solyc01g006825.1.1	VIT_208s0032g00930.1, VIT_208s0032g00930.2, VIT_208s0032g00910.2, VIT_208s0032g00910.3, VIT_208s0032g00910.1
OG0002169	Solyc09g031650.3.1	VIT_206s0004g05880.5, VIT_206s0004g05880.2, VIT_206s0004g05880.7, VIT_206s0004g05880.4, VIT_206s0004g05880.1, VIT_206s0004g05880.6, VIT_206s0004g05880.3
OG0002170	Solyc10g085010.2.1, Solyc10g086710.2.1	VIT_208s0007g01560.2, VIT_208s0007g01560.1
OG0002170	Solyc03g025670.3.1, Solyc03g025680.3.1	VIT_216s0050g00400.1, VIT_216s0050g00430.1, VIT_216s0050g00410.1
OG0002171	Solyc11g066150.2.1	VIT_213s0019g00840.1, VIT_213s0019g00840.3, VIT_206s0004g04390.1, VIT_206s0004g04390.2
OG0002172	Solyc10g005380.3.1, Solyc02g080110.3.1	VIT_210s0116g00370.11, VIT_210s0116g00370.9, VIT_210s0116g00370.8, VIT_210s0116g00370.12, VIT_210s0116g00370.7, VIT_210s0116g00370.3, VIT_210s0116g00370.2, VIT_210s0116g00370.1, VIT_210s0116g00370.6, VIT_210s0116g00370.4, VIT_210s0116g00370.5, VIT_210s0116g00370.10
OG0002173	Solyc03g025930.3.1, Solyc03g026400.2.1, Solyc03g062800.1.1, Solyc03g025940.2.1, Solyc01g017797.1.1, Solyc03g096620.2.1, Solyc03g025935.1.1, Solyc03g025933.1.1, Solyc03g062810.1.1, Solyc03g026413.1.1, Solyc03g026410.2.1, Solyc06g009250.1.1, Solyc03g026415.1.1, Solyc03g096615.1.1, Solyc01g015180.1.1, Solyc03g025925.1.1, Solyc01g017820.2.1, Solyc01g015130.1.1, Solyc01g016760.1.1	VIT_209s0002g06455.1
OG0002173	Solyc03g025920.3.1	VIT_216s0100g01270.1
OG0002174	Solyc10g009220.3.1	VIT_215s0048g02700.2, VIT_215s0048g02700.1, VIT_215s0048g02700.4, VIT_215s0048g02700.3, VIT_215s0048g02700.5
OG0002175	Solyc03g044370.3.1	VIT_207s0031g00240.4, VIT_207s0031g00240.3, VIT_207s0031g00240.6, VIT_207s0031g00240.7, VIT_207s0031g00240.9, VIT_207s0031g00240.11, VIT_207s0031g00240.8, VIT_207s0031g00240.5, VIT_207s0031g00240.2, VIT_207s0031g00240.1, VIT_207s0031g00240.12, VIT_207s0031g00240.10
OG0002176	Solyc02g069610.3.1	VIT_202s0012g00510.2, VIT_202s0012g00510.1
OG0002177	Solyc00g006810.3.1	VIT_201s0150g00200.6, VIT_201s0150g00200.1, VIT_201s0150g00200.2
OG0002178	Solyc05g015610.3.1	VIT_201s0010g03780.1, VIT_201s0010g03780.3, VIT_201s0010g03780.4, VIT_201s0010g03780.2
OG0002179	Solyc08g015860.3.1, Solyc12g017570.2.1	VIT_205s0094g01550.1
OG0002180	Solyc01g094330.3.1	VIT_215s0046g03360.1, VIT_215s0046g03360.2, VIT_215s0046g03360.4, VIT_215s0046g03360.3, VIT_215s0046g03360.6, VIT_215s0046g03360.5, VIT_215s0046g03360.8, VIT_215s0046g03360.10, VIT_215s0046g03360.7, VIT_215s0046g03360.9
OG0002181	Solyc11g072220.2.1, Solyc00g007260.3.1	VIT_217s0000g10240.1, VIT_217s0000g10240.2, VIT_217s0000g10240.3, VIT_217s0000g10240.4, VIT_217s0000g10240.5
OG0002182	Solyc02g081940.3.1	VIT_201s0011g01060.2, VIT_201s0011g01060.4, VIT_201s0011g01060.3, VIT_201s0011g01060.1
OG0002183	Solyc02g077190.2.1	VIT_210s0003g00910.1
OG0002184	Solyc10g079510.2.1	VIT_218s0122g01130.2, VIT_218s0122g01130.1
OG0002185	Solyc02g064990.3.1, Solyc02g090900.3.1	VIT_207s0031g00610.2, VIT_207s0031g00610.3, VIT_207s0031g00610.1, VIT_207s0031g00610.4
OG0002185	Solyc04g078810.3.1	VIT_218s0001g10420.3, VIT_218s0001g10420.2, VIT_218s0001g10420.1
OG0002186	Solyc02g091300.3.1, Solyc03g043640.3.1	VIT_201s0011g04700.2, VIT_201s0011g04700.3, VIT_201s0011g04700.1
OG0002187	Solyc03g082720.3.1	VIT_216s0098g01380.1, VIT_216s0098g01380.2
OG0002187	Solyc08g008520.3.1	VIT_216s0098g01390.2, VIT_216s0098g01390.3, VIT_216s0098g01390.4, VIT_216s0098g01390.1, VIT_202s0025g02370.1
OG0002188	Solyc06g059750.3.1, Solyc06g059755.1.1, Solyc06g059760.3.1	VIT_218s0001g15320.3, VIT_218s0001g15320.2, VIT_218s0001g15320.1, VIT_218s0001g15320.4
OG0002189	Solyc01g005030.3.1	VIT_209s0002g07110.1, VIT_204s0008g05600.3, VIT_204s0008g05600.4, VIT_204s0008g05600.2, VIT_204s0008g05600.1
OG0002190	Solyc03g070450.1.1, Solyc02g065770.3.1, Solyc03g114910.3.1	VIT_217s0000g05070.1, VIT_217s0000g05070.2, VIT_217s0000g05070.3, VIT_214s0083g01160.1
OG0002191	Solyc05g026540.3.1	VIT_201s0011g05280.2, VIT_201s0011g05280.1
OG0002191	Solyc11g011220.2.1	VIT_214s0006g00830.2, VIT_214s0006g00830.1
OG0002192	Solyc04g008720.3.1, Solyc02g021360.3.1	VIT_210s0071g01150.1
OG0002193	Solyc06g071150.3.1, Solyc03g113490.3.1	VIT_217s0000g05440.1
OG0002194	Solyc06g069860.3.1, Solyc05g007560.3.1, Solyc02g087930.3.1	VIT_214s0108g00850.1, VIT_201s0026g02410.1
OG0002195	Solyc02g086860.3.1, Solyc03g114290.3.1, Solyc06g071440.3.1	VIT_217s0000g08230.1, VIT_217s0000g08230.3, VIT_217s0000g08230.2, VIT_214s0066g01300.1
OG0002196	Solyc02g086970.3.1	VIT_217s0000g08070.1
OG0002196	Solyc03g114150.3.1	VIT_201s0026g00220.2, VIT_201s0026g00220.1
OG0002197	Solyc05g013130.3.1, Solyc04g005570.3.1, Solyc01g010940.3.1	VIT_201s0182g00030.1, VIT_201s0182g00030.2, VIT_214s0108g01140.2, VIT_214s0108g01140.1, VIT_214s0108g01140.3
OG0002199	Solyc05g008210.3.1, Solyc05g008220.3.1, Solyc00g080750.3.1	VIT_201s0011g04780.1
OG0002199	Solyc02g091360.1.1	VIT_214s0006g01610.1
OG0002200	Solyc03g116900.3.1	VIT_209s0070g00210.1, VIT_209s0070g00210.2, VIT_209s0070g00210.4, VIT_209s0070g00210.3
OG0002212	Solyc06g006110.3.1	VIT_206s0004g06570.1
OG0002212	Solyc09g005260.3.1	VIT_208s0007g02240.2, VIT_208s0007g02240.1, VIT_208s0007g02240.3
OG0002213	Solyc09g091470.3.1	VIT_205s0051g00720.3, VIT_205s0051g00720.4, VIT_205s0051g00720.2
OG0002214	Solyc11g069440.1.1, Solyc11g065670.1.1, Solyc06g075180.1.1	VIT_206s0004g02840.1, VIT_213s0019g04300.1, VIT_208s0040g01870.1
OG0002215	Solyc10g018520.1.1	VIT_208s0056g01320.1
OG0002216	Solyc09g008320.3.1	VIT_208s0007g04950.1
OG0002216	Solyc11g066270.2.1	VIT_206s0061g00550.1
OG0002217	Solyc01g087380.3.1, Solyc01g087400.3.1, Solyc01g087360.2.1, Solyc01g087330.3.1, Solyc01g087320.3.1, Solyc01g087420.3.1, Solyc01g087430.3.1	VIT_213s0064g00630.6, VIT_213s0064g00630.7, VIT_213s0064g00630.8, VIT_213s0064g00630.4, VIT_213s0064g00630.3, VIT_213s0064g00630.1, VIT_213s0064g00630.2, VIT_213s0064g00630.5
OG0002218	Solyc09g082210.3.1	VIT_205s0020g03670.1, VIT_207s0151g00800.1, VIT_207s0151g00800.3, VIT_207s0151g00800.2
OG0002219	Solyc04g011430.3.1	VIT_213s0019g00910.1
OG0002220	Solyc01g068330.3.1	VIT_201s0010g02600.1, VIT_201s0010g02600.2, VIT_201s0010g02600.7, VIT_201s0010g02600.3, VIT_201s0010g02600.4, VIT_201s0010g02600.5, VIT_201s0010g02600.6
OG0002221	Solyc01g067710.3.1	VIT_205s0020g01960.1, VIT_205s0020g01960.2, VIT_207s0104g01280.1, VIT_207s0104g01280.2, VIT_214s0030g00710.1
OG0002222	Solyc06g060810.3.1	VIT_203s0063g02290.4, VIT_203s0063g02290.2, VIT_203s0063g02290.3, VIT_203s0063g02290.5, VIT_203s0063g02290.1
OG0002223	Solyc10g085210.2.1, Solyc09g005610.3.1	VIT_213s0067g01156.1, VIT_213s0067g01162.1, VIT_213s0067g01174.1, VIT_213s0067g01168.1
OG0002224	Solyc01g067070.3.1	VIT_205s0020g01380.5, VIT_205s0020g01380.4, VIT_205s0020g01380.1
OG0002225	Solyc01g087540.3.1	VIT_213s0064g00460.1, VIT_213s0064g00460.2
OG0002225	Solyc04g015620.3.1, Solyc04g015610.3.1	VIT_208s0007g08460.2, VIT_208s0007g08460.1
OG0002226	Solyc06g009840.3.1, Solyc09g075450.3.1	VIT_214s0060g01700.1
OG0002226	Solyc06g009820.3.1, Solyc06g009830.3.1	VIT_214s0060g01690.1
OG0002227	Solyc11g066590.2.1, Solyc11g066600.2.1	VIT_200s0250g00010.1
OG0002228	Solyc01g067720.3.1	VIT_205s0020g01970.2, VIT_205s0020g01970.6, VIT_205s0020g01970.7, VIT_205s0020g01970.9, VIT_205s0020g01970.1, VIT_205s0020g01970.4, VIT_205s0020g01970.3, VIT_205s0020g01970.5, VIT_205s0020g01970.10, VIT_205s0020g01970.8, VIT_205s0020g01970.11, VIT_214s0030g00730.1, VIT_214s0030g00730.2
OG0002229	Solyc09g091650.3.1	VIT_200s0120g00060.1, VIT_202s0012g03240.1, VIT_200s0213g00020.1, VIT_209s0070g00820.1, VIT_200s0198g00170.1, VIT_200s0173g00040.1, VIT_206s0009g00040.1, VIT_202s0012g03040.1, VIT_200s0120g00070.1, VIT_209s0070g00810.1, VIT_200s0213g00010.1, VIT_202s0012g03250.1, VIT_205s0051g00970.1, VIT_209s0070g01030.1
OG0002230	Solyc11g008150.2.1	VIT_213s0019g04950.1
OG0002231	Solyc03g063150.3.1, Solyc11g008860.2.1, Solyc01g056310.3.1, Solyc01g005510.3.1	VIT_200s1309g00010.1, VIT_200s1643g00010.1
OG0002232	Solyc10g085800.2.1	VIT_208s0007g04560.6, VIT_208s0007g04560.3, VIT_208s0007g04560.4, VIT_208s0007g04560.5, VIT_208s0007g04560.1, VIT_208s0007g04560.2
OG0002234	Solyc01g095710.3.1	VIT_207s0005g00860.2, VIT_207s0005g00860.7, VIT_207s0005g00860.6, VIT_207s0005g00860.9, VIT_207s0005g00860.1, VIT_207s0005g00860.5, VIT_207s0005g00860.4, VIT_207s0005g00860.3, VIT_207s0005g00860.8, VIT_207s0005g00860.10, VIT_207s0005g00860.12, VIT_207s0005g00860.11, VIT_207s0005g00860.13
OG0002235	Solyc06g011375.1.1, Solyc06g011374.1.1	VIT_204s0008g04930.2, VIT_204s0008g04930.1
OG0002236	Solyc01g058010.3.1	VIT_205s0077g00510.2, VIT_205s0077g00510.1
OG0002236	Solyc01g100810.3.1	VIT_214s0060g00860.4, VIT_214s0060g00860.5, VIT_214s0060g00860.2, VIT_214s0060g00860.3, VIT_214s0060g00860.1
OG0002237	Solyc01g081620.3.1, Solyc10g045380.2.1, Solyc08g075790.3.1	VIT_213s0320g00030.1
OG0002238	Solyc08g066010.2.1	VIT_204s0008g00560.2, VIT_204s0008g00560.4, VIT_204s0008g00560.6, VIT_204s0008g00560.1, VIT_204s0008g00560.3, VIT_204s0008g00560.5
OG0002239	Solyc01g101020.3.1	VIT_214s0060g00580.2, VIT_214s0060g00580.4, VIT_214s0060g00580.1, VIT_214s0060g00580.3
OG0002239	Solyc01g101030.3.1, Solyc10g006770.3.1	VIT_214s0060g00570.1, VIT_214s0060g00570.2
OG0002240	Solyc09g008400.3.1, Solyc10g083920.2.1	VIT_213s0019g04920.2, VIT_213s0019g04920.1, VIT_208s0007g04850.5, VIT_208s0007g04850.7
OG0002241	Solyc01g065540.3.1, Solyc05g054390.3.1	VIT_205s0077g01480.2, VIT_205s0077g01480.1, VIT_205s0077g01480.4, VIT_205s0077g01480.3
OG0002242	Solyc12g099730.2.1, Solyc12g099680.1.1, Solyc11g065390.2.1, Solyc11g065400.2.1, Solyc11g065470.2.1, Solyc11g065460.1.1, Solyc11g065440.2.1, Solyc11g065480.2.1, Solyc11g065450.1.1, Solyc12g099690.1.1, Solyc01g006770.2.1	VIT_206s0004g05250.1
OG0002243	Solyc06g051270.3.1, Solyc03g096730.3.1	VIT_213s0019g02330.1, VIT_213s0019g02330.2
OG0002244	Solyc04g078550.3.1	VIT_207s0031g00080.2, VIT_207s0031g00080.1, VIT_218s0001g10030.1, VIT_218s0001g10030.2
OG0002245	Solyc04g082600.3.1	VIT_218s0122g01010.5, VIT_218s0122g01010.1, VIT_218s0122g01010.7, VIT_218s0122g01010.3, VIT_218s0122g01010.4, VIT_218s0122g01010.6, VIT_218s0122g01010.2
OG0002245	Solyc02g082490.3.1, Solyc00g007195.1.1	VIT_207s0031g02160.1
OG0002246	Solyc11g005910.2.1	VIT_204s0044g01210.2, VIT_204s0044g01210.4, VIT_204s0044g01210.5, VIT_204s0044g01210.6, VIT_204s0044g01210.7, VIT_204s0044g01210.8, VIT_204s0044g01210.3, VIT_204s0044g01210.1
OG0002247	Solyc12g089330.2.1	VIT_203s0038g02330.1
OG0002249	Solyc04g079910.3.1	VIT_218s0001g11950.1
OG0002250	Solyc05g009430.3.1	VIT_201s0011g03670.1, VIT_201s0011g03670.2
OG0002250	Solyc02g078920.3.1	VIT_200s0301g00110.1
OG0002251	Solyc04g051860.3.1	VIT_207s0031g01600.3, VIT_207s0031g01600.2, VIT_207s0031g01600.1
OG0002253	Solyc06g011280.3.1, Solyc11g028100.2.1, Solyc11g028090.2.1	VIT_212s0035g01130.2, VIT_212s0035g01130.1, VIT_218s0041g01900.2, VIT_218s0041g01900.1
OG0002254	Solyc05g051390.3.1, Solyc11g010630.3.1, Solyc04g014380.3.1	VIT_218s0001g07610.1, VIT_200s1364g00020.1, VIT_200s0483g00050.1
OG0002255	Solyc04g063380.3.1	VIT_218s0001g15010.5, VIT_218s0001g15010.1, VIT_218s0001g15010.3, VIT_218s0001g15010.4, VIT_218s0001g15010.2
OG0002256	Solyc04g082320.3.1	VIT_218s0001g00070.14, VIT_218s0001g00070.11, VIT_218s0001g00070.13, VIT_218s0001g00070.4, VIT_218s0001g00070.1, VIT_218s0001g00070.3, VIT_218s0001g00070.2, VIT_218s0001g00070.6, VIT_218s0001g00070.5, VIT_218s0001g00070.7, VIT_218s0001g00070.12, VIT_218s0001g00070.8, VIT_218s0001g00070.9, VIT_218s0122g01465.1, VIT_218s0001g00015.1, VIT_218s0001g00070.10
OG0002257	Solyc01g107300.3.1	VIT_207s0129g00520.1, VIT_207s0129g00520.2, VIT_218s0001g09390.4, VIT_218s0001g09390.2, VIT_218s0001g09390.3, VIT_218s0001g09390.1, VIT_203s0091g00470.5, VIT_203s0091g00470.1, VIT_203s0091g00470.2, VIT_203s0091g00470.4, VIT_203s0091g00470.6, VIT_203s0091g00470.3, VIT_203s0091g00470.7
OG0002258	Solyc12g094680.2.1, Solyc04g082510.3.1	VIT_218s0122g01240.1
OG0002259	Solyc02g092230.3.1, Solyc03g043930.3.1	VIT_200s0322g00020.1, VIT_200s0322g00020.2, VIT_200s0322g00020.3
OG0002260	Solyc04g072810.3.1	VIT_218s0001g05080.1, VIT_218s0001g05080.2
OG0002261	Solyc01g110180.3.1	VIT_203s0038g00340.1, VIT_203s0038g00340.2
OG0002261	Solyc12g089240.2.1, Solyc04g081020.3.1	VIT_218s0001g13520.1, VIT_218s0001g13520.2
OG0002262	Solyc12g056750.2.1, Solyc04g072070.3.1	VIT_204s0069g00980.1
OG0002262	Solyc08g062490.3.1	VIT_204s0008g01470.1
OG0002263	Solyc01g111570.3.1	VIT_203s0038g02400.3, VIT_203s0038g02400.1, VIT_203s0038g02400.2
OG0002264	Solyc07g005810.3.1, Solyc12g009960.2.1	VIT_211s0037g00490.2, VIT_211s0037g00490.1, VIT_204s0008g06770.1
OG0002265	Solyc03g006470.3.1, Solyc02g078480.3.1, Solyc10g009010.3.1	VIT_200s0587g00030.1
OG0002265	Solyc10g006920.3.1	VIT_219s0014g03090.1
OG0002266	Solyc06g050510.3.1	VIT_213s0067g01950.5, VIT_213s0067g01950.4, VIT_213s0067g01950.3, VIT_213s0067g01950.8, VIT_213s0067g01950.1, VIT_213s0067g01950.9, VIT_213s0067g01950.2, VIT_213s0067g01950.10, VIT_213s0067g01950.7, VIT_213s0067g01950.6, VIT_213s0067g01950.11, VIT_213s0067g01950.14, VIT_213s0067g01950.12, VIT_213s0067g01950.13
OG0002268	Solyc12g014490.2.1, Solyc07g064970.3.1	VIT_219s0090g01230.1, VIT_219s0090g01230.2, VIT_219s0090g01230.3
OG0002269	Solyc07g055100.3.1, Solyc12g010890.2.1	VIT_212s0028g02150.1, VIT_212s0028g02150.2
OG0002269	Solyc02g076810.3.1	VIT_210s0003g01300.1
OG0002270	Solyc01g067480.3.1	VIT_205s0020g01740.1, VIT_205s0020g01740.4, VIT_205s0020g01740.2, VIT_205s0020g01740.3
OG0002271	Solyc03g006130.3.1, Solyc02g076660.3.1, Solyc02g021590.3.1	VIT_210s0003g01400.1, VIT_219s0014g01230.1
OG0002272	Solyc07g065220.2.1, Solyc07g048040.1.1	VIT_212s0057g00470.1
OG0002273	Solyc07g064820.1.1	VIT_219s0090g00820.1
OG0002273	Solyc07g051870.1.1, Solyc07g051890.1.1, Solyc07g051920.1.1, Solyc07g051930.2.1, Solyc07g051860.1.1, Solyc07g051880.1.1	VIT_212s0059g00870.1
OG0002274	Solyc06g005820.3.1, Solyc06g005813.1.1, Solyc06g005817.1.1, Solyc08g006250.1.1	VIT_206s0004g05750.1, VIT_206s0004g05760.1, VIT_206s0004g05763.1
OG0002275	Solyc07g064150.3.1	VIT_212s0059g02370.5
OG0002276	Solyc08g068160.2.1	VIT_204s0008g03920.2, VIT_204s0008g03920.1
OG0002277	Solyc08g067970.3.1	VIT_204s0008g04490.3, VIT_204s0008g04490.4, VIT_204s0008g04490.2, VIT_204s0008g04490.1
OG0002278	Solyc07g014690.3.1	VIT_211s0103g00130.1, VIT_211s0103g00140.1, VIT_211s0103g00150.1
OG0002278	Solyc07g014680.3.1	VIT_211s0103g00050.1, VIT_211s0103g00010.2, VIT_211s0103g00010.3, VIT_211s0103g00010.1
OG0002280	Solyc05g051992.1.1, Solyc05g051994.1.1, Solyc03g093350.3.1	VIT_219s0014g01440.3, VIT_219s0014g01440.1, VIT_219s0014g01440.2
OG0002281	Solyc06g007340.3.1, Solyc06g007330.3.1	VIT_206s0004g07110.1
OG0002281	Solyc01g065960.2.1, Solyc09g018440.2.1, Solyc09g018430.3.1	VIT_208s0058g00350.3, VIT_208s0058g00350.2, VIT_208s0058g00350.1
OG0002282	Solyc06g065680.3.1	VIT_204s0008g04260.1, VIT_204s0008g04260.2
OG0002283	Solyc12g040810.2.1	VIT_215s0024g00080.3, VIT_215s0024g00080.1, VIT_212s0134g00150.1
