Orthogroup	B_vulgaris.proteins	S_lycopersicum.proteins
OG0001473	Bevul.1G062200.1.p	Solyc09g007870.3.1, Solyc09g005543.1.1, Solyc09g005540.2.1, Solyc09g005527.1.1
OG0001474	Bevul.2G229100.1.p	Solyc04g011610.2.1
OG0001475	Bevul.4G130800.1.p	Solyc11g006070.2.1
OG0001475	Bevul.9G141200.1.p	Solyc01g111170.3.1, Solyc10g054910.1.1
OG0001476	Bevul.7G006100.2.p, Bevul.7G006100.1.p	Solyc04g005030.3.1
OG0001477	Bevul.2G139500.3.p, Bevul.2G139500.1.p, Bevul.2G139500.2.p	Solyc07g043320.3.1
OG0001478	Bevul.7G212400.1.p	Solyc06g075650.3.1
OG0001479	Bevul.8G057000.1.p	Solyc02g080400.2.1
OG0001480	Bevul.3G211700.1.p	Solyc01g080170.3.1
OG0001481	Bevul.3G184100.1.p	Solyc10g080450.2.1, Solyc10g078710.1.1
OG0001484	Bevul.4G112800.1.p	Solyc10g077070.2.1, Solyc09g082050.3.1
OG0001485	Bevul.4G001400.1.p	Solyc10g005920.3.1, Solyc07g065950.3.1
OG0001486	Bevul.6G176500.1.p	Solyc05g013680.3.1
OG0001486	Bevul.6G176100.1.p	Solyc05g013690.3.1
OG0001487	Bevul.1G184600.1.p	Solyc10g011815.1.1
OG0001487	Bevul.2G143800.1.p	Solyc08g063090.2.1
OG0001488	Bevul.9G071600.1.p, Bevul.9G083900.1.p, Bevul.3G113000.1.p	Solyc08g014280.3.1, Solyc06g053455.1.1
OG0001489	Bevul.6G168900.1.p	Solyc05g014270.3.1
OG0001490	Bevul.1G204500.1.p	Solyc11g027880.2.1
OG0001490	Bevul.1G204700.1.p	Solyc06g064940.3.1, Solyc11g051160.2.1
OG0001492	Bevul.1G199400.1.p, Bevul.3G028200.1.p	Solyc03g082380.3.1, Solyc03g082367.1.1
OG0001493	Bevul.3G060600.1.p	Solyc01g058670.3.1
OG0001493	Bevul.4G166000.1.p	Solyc01g100660.3.1
OG0001494	Bevul.5G153500.1.p, Bevul.5G153500.2.p, Bevul.6G208900.1.p	Solyc06g071880.3.1, Solyc06g071870.3.1, Solyc03g111230.3.1
OG0001496	Bevul.2G033700.1.p, Bevul.2G075100.1.p, Bevul.2G075100.2.p, Bevul.2G075100.3.p, Bevul.2G075100.5.p, Bevul.2G075100.6.p, Bevul.2G075100.4.p, Bevul.2G075100.7.p, Bevul.2G075100.8.p, Bevul.2G075100.9.p, Bevul.2G075100.10.p	Solyc06g069660.2.1
OG0001497	Bevul.5G213300.1.p	Solyc03g112950.3.1
OG0001499	Bevul.5G211200.1.p, Bevul.5G211000.1.p, Bevul.5G211100.1.p, Bevul.5G210700.1.p, Bevul.5G211400.1.p	Solyc03g114235.1.1, Solyc03g114230.2.1
OG0001500	Bevul.2G199100.2.p, Bevul.2G199100.1.p	Solyc03g046570.3.1
OG0001500	Bevul.6G108700.1.p	Solyc05g011810.3.1, Solyc04g005280.3.1
OG0001501	Bevul.3G127400.1.p	Solyc01g101040.3.1
OG0001501	Bevul.6G187700.1.p	Solyc05g005160.3.1, Solyc04g039670.3.1
OG0001503	Bevul.8G037500.1.p	Solyc11g012680.2.1, Solyc05g054210.3.1, Solyc04g015020.3.1
OG0001504	Bevul.6G161200.1.p	Solyc01g102680.3.1
OG0001514	Bevul.1G151100.1.p	Solyc01g102260.3.1
OG0001515	Bevul.6G075000.1.p	Solyc05g023720.1.1, Solyc11g020315.1.1
OG0001516	Bevul.6G166600.1.p	Solyc02g068730.3.1
OG0001516	Bevul.9G046800.1.p	Solyc11g069790.2.1, Solyc06g075010.3.1
OG0001517	Bevul.3G097700.1.p	Solyc03g005470.3.1, Solyc09g089670.3.1
OG0001518	Bevul.2G243500.1.p	Solyc03g096050.3.1
OG0001519	Bevul.2G248200.4.p, Bevul.2G248200.2.p, Bevul.2G248200.3.p, Bevul.2G248200.1.p, Bevul.2G248200.5.p	Solyc06g050990.3.1, Solyc05g052480.3.1
OG0001521	Bevul.3G154300.1.p	Solyc01g067550.3.1, Solyc06g054625.1.1
OG0001521	Bevul.7G090300.2.p, Bevul.7G090300.1.p	Solyc09g074640.3.1, Solyc06g008740.3.1
OG0001522	Bevul.5G128900.1.p, Bevul.9G098900.1.p	Solyc12g027753.1.1, Solyc01g065575.1.1, Solyc02g010600.1.1, Solyc11g056360.2.1
OG0001522	Bevul.8G085000.1.p, Bevul.7G082300.1.p	Solyc01g017187.1.1
OG0001523	Bevul.4G243500.1.p	Solyc01g006360.3.1, Solyc03g111570.3.1
OG0001523	Bevul.7G144300.1.p	Solyc01g006350.3.1
OG0001524	Bevul.2G187000.1.p	Solyc04g078050.3.1
OG0001525	Bevul.3G195900.1.p	Solyc10g080100.2.1, Solyc09g031950.2.1, Solyc10g079405.1.1
OG0001526	Bevul.2G068100.1.p, Bevul.2G068200.1.p, Bevul.8G152000.1.p	Solyc08g006900.3.1, Solyc02g070310.3.1
OG0001527	Bevul.7G024100.1.p	Solyc02g070570.3.1, Solyc09g010100.3.1, Solyc10g083280.3.1
OG0001528	Bevul.4G243400.1.p	Solyc01g006370.3.1
OG0001529	Bevul.3G146000.1.p	Solyc09g082505.1.1
OG0001530	Bevul.5G234800.1.p, Bevul.3G064900.1.p	Solyc06g073340.3.1
OG0001530	Bevul.4G213700.1.p	Solyc11g008580.2.1
OG0001531	Bevul.9G061300.3.p, Bevul.9G061300.1.p, Bevul.9G061300.2.p	Solyc09g007100.3.1
OG0001533	Bevul.3G059200.1.p	Solyc01g059860.3.1, Solyc12g099250.2.1
OG0001534	Bevul.4G248400.1.p	Solyc01g044420.3.1, Solyc01g005800.3.1
OG0001534	Bevul.3G176000.1.p	Solyc10g080640.2.1, Solyc10g078650.2.1
OG0001535	Bevul.2G247400.1.p	Solyc06g051030.3.1
OG0001537	Bevul.2G225100.1.p, Bevul.2G225200.1.p, Bevul.2G220900.1.p, Bevul.2G220900.3.p, Bevul.2G220900.2.p, Bevul.2G225300.1.p	Solyc10g084950.2.1, Solyc09g011390.3.1
OG0001539	Bevul.1G084100.1.p	Solyc11g045160.2.1
OG0001540	Bevul.4G001200.1.p	Solyc07g065980.3.1
OG0001540	Bevul.3G193600.1.p	Solyc03g058970.3.1
OG0001541	Bevul.5G072100.1.p	Solyc03g093560.1.1, Solyc03g093550.1.1, Solyc03g093540.1.1, Solyc05g052040.1.1, Solyc08g078190.1.1
OG0001542	Bevul.4G174900.1.p	Solyc01g101260.2.1
OG0001543	Bevul.9G209000.1.p, Bevul.9G130300.1.p	Solyc10g055710.2.1
OG0001543	Bevul.1G032600.1.p	Solyc04g082040.3.1, Solyc12g094420.2.1
OG0001544	Bevul.9G146500.1.p	Solyc10g047340.2.1
OG0001545	Bevul.1G006500.1.p, Bevul.1G006600.1.p	Solyc04g077960.1.1, Solyc12g088380.1.1
OG0001545	Bevul.8G112400.1.p	Solyc10g049770.1.1, Solyc10g049720.2.1, Solyc10g049780.1.1, Solyc01g107140.2.1
OG0001546	Bevul.9G182200.6.p, Bevul.9G182200.5.p, Bevul.9G182200.3.p, Bevul.9G182200.2.p, Bevul.9G182200.1.p, Bevul.9G182200.4.p	Solyc01g108340.3.1
OG0001547	Bevul.9G180600.1.p, Bevul.9G180200.1.p, Bevul.9G180300.1.p	Solyc01g108880.3.1
OG0001548	Bevul.1G013300.1.p	Solyc04g077120.3.1, Solyc12g088200.2.1
OG0001549	Bevul.6G069100.1.p	Solyc03g078570.3.1
OG0001549	Bevul.5G081200.1.p	Solyc01g088560.3.1
OG0001550	Bevul.1G140300.1.p	Solyc08g078230.3.1
OG0001552	Bevul.9G134200.1.p, Bevul.9G134200.2.p, Bevul.9G134200.3.p, Bevul.9G134200.4.p	Solyc01g111680.3.1
OG0001553	Bevul.1G120500.1.p, Bevul.1G017500.1.p, Bevul.5G093400.1.p, Bevul.5G093600.1.p, Bevul.5G093800.1.p	Solyc04g078660.1.1
OG0001554	Bevul.9G007700.2.p, Bevul.9G007700.1.p	Solyc02g014350.3.1
OG0001555	Bevul.7G117000.1.p	Solyc02g085560.3.1, Solyc08g078600.3.1
OG0001556	Bevul.8G164200.1.p	Solyc12g010470.2.1, Solyc07g007320.2.1
OG0001556	Bevul.5G006700.1.p	Solyc01g091000.3.1
OG0001557	Bevul.4G071100.1.p	Solyc12g014090.2.1
OG0001558	Bevul.7G030800.4.p, Bevul.7G030800.12.p, Bevul.7G030800.14.p, Bevul.7G030800.11.p, Bevul.7G030800.7.p, Bevul.7G030800.8.p, Bevul.7G030800.9.p, Bevul.7G030800.10.p, Bevul.7G030800.13.p, Bevul.7G030800.5.p, Bevul.7G030800.6.p, Bevul.7G030800.1.p, Bevul.7G030800.3.p, Bevul.7G030800.2.p	Solyc09g009710.3.1
OG0001559	Bevul.8G175700.1.p	Solyc12g009570.2.1
OG0001559	Bevul.1G172300.1.p	Solyc04g076810.3.1
OG0001560	Bevul.9G143000.1.p	Solyc01g111090.3.1, Solyc10g054850.2.1
OG0001561	Bevul.1G073300.1.p	Solyc02g093830.3.1
OG0001562	Bevul.1G188300.1.p	Solyc01g095610.3.1, Solyc10g009590.3.1
OG0001562	Bevul.5G020000.1.p	Solyc08g082060.3.1
OG0001563	Bevul.3G034500.1.p	Solyc08g082820.3.1, Solyc03g082920.3.1, Solyc06g052050.3.1
OG0001563	Bevul.4G205100.1.p	Solyc01g099660.3.1
OG0001564	Bevul.2G119500.2.p, Bevul.2G119500.1.p	Solyc05g032850.3.1
OG0001565	Bevul.5G237900.1.p	Solyc09g065650.3.1
OG0001566	Bevul.2G141700.1.p, Bevul.2G141700.5.p, Bevul.2G141700.2.p, Bevul.2G141700.3.p, Bevul.2G141700.4.p	Solyc08g062960.3.1
OG0001566	Bevul.8G131200.1.p	Solyc07g040680.3.1
OG0001567	Bevul.4G179000.1.p	Solyc01g068270.3.1
OG0001567	Bevul.1G087600.1.p	Solyc04g057930.3.1
OG0001568	Bevul.7G130800.1.p	Solyc06g036080.3.1, Solyc03g025360.3.1
OG0001569	Bevul.9G116600.1.p	Solyc06g066430.3.1
OG0001569	Bevul.8G202900.1.p	Solyc12g008520.2.1
OG0001570	Bevul.1G175200.1.p, Bevul.1G165300.1.p	Solyc03g006480.2.1, Solyc12g013600.2.1
OG0001571	Bevul.8G190200.1.p	Solyc12g006990.2.1
OG0001572	Bevul.8G174800.1.p	Solyc12g009590.2.1, Solyc07g008170.2.1
OG0001573	Bevul.5G044400.1.p	Solyc08g079460.3.1
OG0001573	Bevul.3G086700.1.p	Solyc03g083510.3.1
OG0001573	Bevul.1G131600.1.p	Solyc01g091230.3.1
OG0001574	Bevul.9G053000.3.p, Bevul.9G053000.2.p, Bevul.9G053000.4.p, Bevul.9G053000.1.p	Solyc11g069190.2.1
OG0001575	Bevul.3G173800.1.p	Solyc10g080680.2.1
OG0001576	Bevul.7G198900.1.p	Solyc06g076440.2.1
OG0001577	Bevul.9G059700.1.p	Solyc11g072630.2.1
OG0001578	Bevul.7G182700.1.p	Solyc06g073860.2.1, Solyc06g073880.3.1, Solyc01g006810.3.1, Solyc10g081710.2.1
OG0001579	Bevul.6G046900.1.p	Solyc07g044990.3.1
OG0001580	Bevul.7G043700.2.p, Bevul.7G043700.1.p, Bevul.3G179800.1.p	Solyc10g085410.2.1
OG0001582	Bevul.9G038200.1.p, Bevul.9G038200.2.p	Solyc07g056310.3.1
OG0001582	Bevul.4G173400.1.p	Solyc01g101120.3.1
OG0001583	Bevul.5G114000.1.p	Solyc01g006720.3.1
OG0001584	Bevul.7G212200.1.p	Solyc06g005330.3.1, Solyc06g005310.3.1, Solyc11g073120.2.1, Solyc06g075660.3.1
OG0001585	Bevul.8G130600.1.p	Solyc07g066440.3.1
OG0001586	Bevul.7G024800.1.p	Solyc09g010090.4.1, Solyc09g010080.3.1, Solyc10g083300.2.1, Solyc10g083290.4.1, Solyc10g085650.2.1, Solyc10g045585.1.1, Solyc10g085640.1.1, Solyc10g085360.2.1
OG0001587	Bevul.6G054300.1.p, Bevul.6G054700.1.p, Bevul.6G054400.1.p, Bevul.6G054600.1.p, Bevul.6G054200.1.p, Bevul.6G054800.1.p	Solyc11g005290.1.1, Solyc11g005320.1.1, Solyc11g005300.2.1, Solyc11g005310.1.1, Solyc11g005280.1.1
OG0001588	Bevul.1G012500.1.p	Solyc04g077190.3.1, Solyc12g088210.2.1
OG0001589	Bevul.1G072400.1.p, Bevul.1G073000.1.p	Solyc04g071540.3.1
OG0001590	Bevul.8G203700.1.p	Solyc03g005090.3.1, Solyc02g093850.3.1
OG0001590	Bevul.6G213900.1.p	Solyc05g014510.3.1
OG0001591	Bevul.1G064000.1.p	Solyc01g103420.3.1, Solyc10g044450.2.1
OG0001593	Bevul.6G178400.1.p	Solyc05g013580.3.1
OG0001593	Bevul.6G148700.1.p	Solyc02g093430.3.1, Solyc12g035470.2.1
OG0001594	Bevul.1G191200.1.p	Solyc01g095900.3.1, Solyc05g050630.3.1
OG0001595	Bevul.5G048200.1.p	Solyc06g048420.2.1, Solyc06g048410.3.1, Solyc03g095180.3.1
OG0001596	Bevul.4G122300.1.p, Bevul.4G122500.1.p	Solyc02g081270.3.1, Solyc02g036430.2.1
OG0001597	Bevul.2G104600.1.p, Bevul.2G213500.1.p, Bevul.2G213400.1.p, Bevul.2G213200.1.p, Bevul.2G213100.1.p	Solyc03g034220.3.1, Solyc02g085950.3.1, Solyc02g063150.3.1
OG0001598	Bevul.5G084600.1.p	Solyc06g061100.3.1
OG0001600	Bevul.6G083600.1.p	Solyc05g012640.3.1, Solyc05g012650.3.1, Solyc04g005500.3.1, Solyc06g069395.1.1
OG0001601	Bevul.5G212900.1.p	Solyc03g114350.1.1
OG0001602	Bevul.5G198200.1.p, Bevul.5G198900.1.p, Bevul.5G198800.1.p	Solyc03g113340.3.1
OG0001602	Bevul.5G199000.1.p	Solyc03g113330.3.1
OG0001603	Bevul.6G134500.1.p	Solyc09g059675.1.1
OG0001604	Bevul.5G096000.1.p	Solyc08g005240.2.1, Solyc08g076390.3.1
OG0001605	Bevul.8G143700.1.p	Solyc07g042260.3.1
OG0001606	Bevul.4G089700.1.p	Solyc07g061780.3.1
OG0001607	Bevul.5G100900.1.p, Bevul.2G176200.1.p	Solyc02g032270.1.1, Solyc02g032210.1.1, Solyc02g032290.1.1, Solyc02g032280.1.1, Solyc11g005210.1.1
OG0001616	Bevul.2G031900.2.p, Bevul.2G031900.1.p, Bevul.2G031900.3.p	Solyc03g095310.3.1
OG0001616	Bevul.1G146200.1.p	Solyc01g088760.3.1
OG0001617	Bevul.7G136100.1.p	Solyc09g056450.3.1
OG0001618	Bevul.9G025300.1.p, Bevul.2G105000.1.p	Solyc09g005720.3.1, Solyc10g084610.3.1, Solyc10g086330.2.1
OG0001619	Bevul.2G138500.1.p	Solyc08g062450.1.1, Solyc08g062340.3.1
OG0001620	Bevul.6G203700.1.p	Solyc05g015950.3.1
OG0001620	Bevul.9G033600.3.p, Bevul.9G033600.2.p, Bevul.9G033600.1.p	Solyc07g045540.3.1
OG0001621	Bevul.4G239000.1.p	Solyc11g062260.2.1
OG0001622	Bevul.6G044400.1.p, Bevul.6G044700.1.p, Bevul.6G025500.1.p	Solyc11g006310.2.1
OG0001623	Bevul.2G176100.1.p, Bevul.3G067500.1.p	Solyc03g025520.3.1, Solyc06g036050.3.1, Solyc01g094560.3.1
OG0001624	Bevul.2G173700.1.p, Bevul.8G163700.1.p	Solyc12g042080.2.1, Solyc06g073790.3.1, Solyc06g073800.3.1
OG0001625	Bevul.7G026200.1.p	Solyc09g009890.3.1
OG0001626	Bevul.4G246700.1.p	Solyc01g073650.3.1, Solyc01g005950.3.1, Solyc01g034020.3.1
OG0001627	Bevul.7G047100.3.p, Bevul.7G047100.2.p, Bevul.7G047100.1.p	Solyc09g008485.1.1, Solyc10g086320.2.1
OG0001628	Bevul.3G126900.1.p	Solyc12g098960.2.1
OG0001629	Bevul.3G034300.1.p	Solyc03g082900.3.1
OG0001629	Bevul.7G206000.1.p	Solyc06g076170.3.1
OG0001629	Bevul.2G233400.1.p	Solyc07g005330.3.1, Solyc05g054440.3.1
OG0001630	Bevul.7G112100.1.p	Solyc06g008170.3.1
OG0001630	Bevul.3G003400.1.p	Solyc09g090610.3.1
OG0001632	Bevul.2G117100.1.p, Bevul.2G117100.3.p, Bevul.2G117100.2.p	Solyc04g049120.3.1
OG0001633	Bevul.6G005100.1.p	Solyc04g078640.2.1
OG0001634	Bevul.7G000900.1.p	Solyc10g074870.2.1, Solyc09g031930.3.1
OG0001635	Bevul.1G116000.1.p, Bevul.3G104400.1.p, Bevul.3G104100.1.p, Bevul.3G104000.1.p	Solyc02g062880.1.1, Solyc02g062875.1.1, Solyc08g006200.2.1, Solyc08g006210.2.1, Solyc08g006190.2.1, Solyc08g006240.2.1, Solyc08g006220.3.1, Solyc02g055370.3.1, Solyc08g006490.2.1, Solyc08g006230.3.1, Solyc08g006260.2.1, Solyc08g006280.2.1, Solyc04g064830.3.1
OG0001636	Bevul.7G026300.3.p, Bevul.7G026300.2.p, Bevul.7G026300.1.p	Solyc09g009880.3.1
OG0001637	Bevul.1G057100.1.p	Solyc04g079560.3.1
OG0001637	Bevul.1G037700.1.p	Solyc04g082220.2.1
OG0001637	Bevul.9G128000.1.p	Solyc10g055740.2.1, Solyc10g055750.1.1
OG0001638	Bevul.6G150100.1.p	Solyc01g104140.3.1
OG0001639	Bevul.4G212800.1.p	Solyc06g082510.3.1
OG0001640	Bevul.2G055900.1.p, Bevul.2G055900.2.p, Bevul.2G055900.4.p, Bevul.2G055900.5.p, Bevul.2G055900.3.p	Solyc04g077400.4.1, Solyc12g088230.2.1
OG0001641	Bevul.4G030800.1.p	Solyc07g052350.3.1, Solyc12g005860.2.1
OG0001642	Bevul.6G068700.1.p	Solyc04g056270.3.1
OG0001642	Bevul.9G145600.1.p, Bevul.9G145600.2.p	Solyc01g105230.3.1
OG0001643	Bevul.2G078900.2.p, Bevul.2G078900.1.p	Solyc11g011040.2.1
OG0001643	Bevul.6G014500.1.p	Solyc02g092330.3.1
OG0001644	Bevul.8G152900.1.p	Solyc04g071310.3.1
OG0001645	Bevul.7G011900.1.p, Bevul.2G140300.1.p, Bevul.5G110600.1.p, Bevul.5G110700.1.p	Solyc01g098410.3.1
OG0001646	Bevul.7G074500.1.p	Solyc09g064940.2.1
OG0001647	Bevul.1G198200.1.p	Solyc05g047600.3.1
OG0001647	Bevul.8G092900.1.p	Solyc02g021440.3.1
OG0001648	Bevul.4G022600.1.p	Solyc07g064880.3.1, Solyc09g059970.3.1
OG0001649	Bevul.1G156400.1.p	Solyc11g008310.2.1, Solyc02g033070.1.1, Solyc05g024140.1.1, Solyc05g024170.1.1, Solyc05g055560.1.1
OG0001650	Bevul.7G137200.1.p, Bevul.7G137300.1.p	Solyc09g057960.1.1
OG0001651	Bevul.4G003400.1.p	Solyc07g065700.3.1
OG0001652	Bevul.8G040700.1.p	Solyc11g012420.2.1
OG0001652	Bevul.9G028300.1.p	Solyc05g041910.3.1, Solyc07g048070.3.1
OG0001653	Bevul.6G028100.1.p	Solyc04g055120.3.1
OG0001654	Bevul.5G202200.1.p	Solyc06g071210.3.1
OG0001654	Bevul.7G002700.1.p	Solyc10g074930.1.1
OG0001655	Bevul.1G168000.1.p	Solyc05g051040.3.1, Solyc01g091600.3.1
OG0001656	Bevul.8G146700.1.p	Solyc07g042500.3.1
OG0001657	Bevul.5G030100.1.p	Solyc04g050560.3.1
OG0001657	Bevul.5G030400.1.p	Solyc08g080900.3.1, Solyc08g080910.3.1
OG0001658	Bevul.9G226900.1.p	Solyc06g068410.3.1, Solyc03g117030.2.1
OG0001658	Bevul.2G170400.1.p	Solyc11g045130.2.1
OG0001659	Bevul.1G131200.1.p	Solyc01g091270.3.1
OG0001659	Bevul.5G044100.2.p, Bevul.5G044100.1.p	Solyc08g079500.3.1
OG0001660	Bevul.9G226700.1.p	Solyc01g103800.3.1, Solyc12g042650.2.1, Solyc03g083290.3.1
OG0001662	Bevul.2G002500.3.p, Bevul.2G002500.1.p, Bevul.2G002500.2.p	Solyc08g006420.3.1
OG0001663	Bevul.2G139100.1.p	Solyc08g062500.3.1
OG0001663	Bevul.4G115000.1.p	Solyc05g032750.3.1, Solyc07g041180.3.1
OG0001664	Bevul.3G081900.1.p, Bevul.3G082000.1.p	Solyc06g035490.3.1
OG0001664	Bevul.5G039700.1.p	Solyc03g006910.3.1, Solyc09g074810.3.1
OG0001665	Bevul.3G224900.1.p, Bevul.2G110000.3.p, Bevul.2G110000.1.p, Bevul.2G110000.2.p	Solyc05g054930.3.1
OG0001666	Bevul.3G067600.1.p	Solyc03g025530.3.1, Solyc06g036020.1.1
OG0001667	Bevul.1G177400.1.p	Solyc01g094610.3.1
OG0001668	Bevul.7G167600.1.p	Solyc03g122270.3.1
OG0001668	Bevul.8G142100.1.p	Solyc07g042080.3.1, Solyc12g009160.2.1
OG0001669	Bevul.7G167700.1.p	Solyc03g122280.3.1
OG0001670	Bevul.7G056300.2.p, Bevul.7G056300.1.p, Bevul.7G056300.4.p, Bevul.7G056300.3.p	Solyc09g008010.3.1
OG0001671	Bevul.8G023200.1.p	Solyc02g077890.3.1, Solyc07g053800.3.1
OG0001672	Bevul.9G018500.1.p	Solyc07g056260.3.1
OG0001673	Bevul.7G105100.1.p, Bevul.7G105100.3.p, Bevul.7G105100.4.p, Bevul.7G105100.2.p	Solyc09g075530.3.1
OG0001673	Bevul.4G197600.1.p	Solyc01g100170.3.1
OG0001674	Bevul.3G211200.1.p	Solyc10g078370.2.1, Solyc10g080880.2.1
OG0001674	Bevul.5G137200.1.p	Solyc03g118740.3.1
OG0001675	Bevul.4G106500.1.p	Solyc04g009740.3.1, Solyc11g006620.2.1
OG0001675	Bevul.7G016200.1.p	Solyc10g081940.2.1
OG0001676	Bevul.5G073500.1.p, Bevul.1G144800.1.p	Solyc01g090190.3.1
OG0001677	Bevul.6G167300.1.p, Bevul.8G093500.1.p	Solyc08g023500.3.1
OG0001679	Bevul.5G056900.1.p	Solyc10g076360.1.1, Solyc09g015155.1.1
OG0001679	Bevul.2G250400.1.p	Solyc06g050570.2.1
OG0001680	Bevul.8G079700.1.p	Solyc02g071250.3.1
OG0001682	Bevul.9G178100.1.p	Solyc01g109140.3.1, Solyc01g109160.4.1, Solyc01g109150.4.1, Solyc10g007960.1.1
OG0001682	Bevul.3G122800.1.p	Solyc11g069800.1.1, Solyc04g079730.1.1
OG0001683	Bevul.5G013800.1.p	Solyc08g082720.3.1
OG0001684	Bevul.6G145600.1.p	Solyc01g103570.3.1
OG0001685	Bevul.4G077000.1.p	Solyc09g091090.2.1
OG0001685	Bevul.7G117200.1.p	Solyc09g064160.3.1, Solyc06g008050.3.1, Solyc06g083700.3.1
OG0001686	Bevul.5G200100.1.p	Solyc06g053810.3.1
OG0001686	Bevul.5G242900.1.p	Solyc06g031670.2.1, Solyc08g059750.2.1
OG0001687	Bevul.1G056900.1.p	Solyc04g080240.3.1
OG0001688	Bevul.8G175600.1.p	Solyc05g055690.2.1, Solyc06g084210.3.1
OG0001689	Bevul.7G038400.1.p	Solyc02g067730.2.1, Solyc02g067720.1.1, Solyc02g086850.2.1
OG0001689	Bevul.4G134500.1.p	Solyc09g064740.3.1
OG0001690	Bevul.1G217000.1.p	Solyc11g013240.2.1
OG0001691	Bevul.7G118300.1.p	Solyc06g083660.3.1, Solyc09g063090.3.1
OG0001692	Bevul.4G204800.1.p	Solyc06g068680.3.1, Solyc03g117980.3.1, Solyc01g099620.3.1
OG0001693	Bevul.4G164600.1.p	Solyc01g100530.3.1
OG0001696	Bevul.3G111100.1.p	Solyc10g080730.2.1, Solyc12g019740.2.1
OG0001696	Bevul.5G186200.1.p	Solyc03g115870.3.1, Solyc06g069727.1.1
OG0001697	Bevul.6G210500.1.p	Solyc05g015070.3.1
OG0001698	Bevul.5G094700.1.p	Solyc08g076540.3.1, Solyc11g066910.2.1, Solyc06g062360.3.1, Solyc08g005200.3.1
OG0001699	Bevul.9G011600.2.p, Bevul.9G011600.1.p	Solyc04g008700.3.1
OG0001700	Bevul.6G082300.1.p	Solyc04g005440.1.1, Solyc05g012490.1.1, Solyc01g010410.3.1
OG0001700	Bevul.5G180500.1.p	Solyc03g115450.1.1
OG0001701	Bevul.1G086900.1.p	Solyc02g032510.3.1
OG0001702	Bevul.7G131100.1.p	Solyc06g083310.3.1
OG0001702	Bevul.2G196400.2.p, Bevul.2G196400.1.p	Solyc02g089440.3.1
OG0001703	Bevul.5G147000.1.p	Solyc03g119350.2.1
OG0001704	Bevul.2G230900.1.p	Solyc05g054410.3.1, Solyc04g011650.3.1
OG0001705	Bevul.5G204600.1.p, Bevul.4G058600.1.p, Bevul.2G217800.1.p, Bevul.4G097800.1.p, Bevul.5G246800.1.p, Bevul.2G218600.1.p, Bevul.2G218700.1.p, Bevul.1G031700.1.p, Bevul.9G086800.3.p, Bevul.9G086800.4.p, Bevul.9G086800.1.p, Bevul.9G086800.2.p	Solyc12g040450.2.1, Solyc12g040710.1.1
OG0001705	Bevul.5G060700.1.p	Solyc00g269810.2.1, Solyc00g275310.2.1
OG0001717	Bevul.8G024500.1.p	Solyc11g005540.1.1
OG0001717	Bevul.3G043600.1.p, Bevul.2G154600.1.p	Solyc11g005500.1.1
OG0001718	Bevul.4G170500.1.p	Solyc01g100930.3.1
OG0001718	Bevul.2G195100.1.p, Bevul.2G195000.1.p	Solyc01g005610.3.1, Solyc01g079160.3.1
OG0001719	Bevul.4G105800.1.p	Solyc05g055230.2.1, Solyc11g006690.1.1
OG0001721	Bevul.6G020600.1.p	Solyc02g085110.3.1, Solyc02g085120.3.1, Solyc02g062650.3.1
OG0001723	Bevul.2G032200.1.p	Solyc03g095250.3.1, Solyc06g048470.3.1
OG0001724	Bevul.7G078000.5.p, Bevul.7G078000.1.p, Bevul.7G078000.2.p, Bevul.7G078000.3.p, Bevul.7G078000.4.p	Solyc09g074113.1.1
OG0001725	Bevul.8G142300.1.p, Bevul.7G218600.1.p, Bevul.5G055300.1.p	Solyc06g007360.3.1, Solyc02g070340.3.1
OG0001726	Bevul.6G051000.1.p, Bevul.6G051200.1.p, Bevul.6G051100.1.p, Bevul.6G051300.1.p	Solyc04g064530.1.1
OG0001727	Bevul.5G118500.1.p, Bevul.5G118700.1.p	Solyc10g076880.2.1
OG0001727	Bevul.7G184400.1.p, Bevul.7G184300.1.p	Solyc01g009200.3.1, Solyc01g009215.1.1, Solyc09g007140.3.1, Solyc11g071560.2.1, Solyc01g009220.3.1
OG0001728	Bevul.7G098600.4.p, Bevul.7G098600.2.p, Bevul.7G098600.7.p, Bevul.7G098600.8.p, Bevul.7G098600.3.p, Bevul.7G098600.14.p, Bevul.7G098600.13.p, Bevul.7G098600.10.p, Bevul.7G098600.5.p, Bevul.7G098600.11.p, Bevul.7G098600.12.p, Bevul.7G098600.1.p, Bevul.7G098600.9.p, Bevul.7G098600.6.p	Solyc09g075190.3.1
OG0001729	Bevul.3G096200.1.p	Solyc03g005440.3.1, Solyc09g089570.3.1
OG0001730	Bevul.4G138100.1.p	Solyc06g008600.3.1, Solyc06g084040.3.1, Solyc09g065990.3.1
OG0001731	Bevul.1G140700.1.p	Solyc01g090550.3.1
OG0001731	Bevul.7G181300.1.p, Bevul.4G107300.1.p	Solyc05g055160.3.1
OG0001732	Bevul.4G153200.1.p	Solyc01g079870.3.1
OG0001733	Bevul.9G048800.5.p, Bevul.9G048800.3.p, Bevul.9G048800.4.p, Bevul.9G048800.1.p, Bevul.9G048800.2.p	Solyc06g075130.3.1, Solyc11g069530.2.1
OG0001734	Bevul.2G044000.1.p	Solyc03g078380.1.1, Solyc11g005270.1.1
