Orthogroup	D_spatulata.proteins	A_hypochondriacus.proteins
OG0002086	Ds_00012894-RA, Ds_00004554-RA, Ds_00001102-RA	AH002547-RA, AH000327-RA, AH001336-RA, AH017851-RA
OG0002087	Ds_00014333-RA	AH010592-RA
OG0002088	Ds_00014981-RA	AH020343-RA, AH006834-RA
OG0002089	Ds_00000238-RA, Ds_00014388-RA	AH009271-RA
OG0002091	Ds_00006451-RA	AH007357-RA
OG0002092	Ds_00004542-RA	AH017814-RA
OG0002093	Ds_00017626-RA	AH014729-RA
OG0002094	Ds_00001361-RA	AH018600-RA
OG0002095	Ds_00006020-RA, Ds_00013185-RA	AH012741-RA
OG0002096	Ds_00003085-RA	AH020155-RA
OG0002097	Ds_00013144-RA, Ds_00007409-RA	AH019058-RA
OG0002097	Ds_00013108-RA	AH019051-RA
OG0002098	Ds_00008276-RA	AH015587-RA, AH013824-RA
OG0002099	Ds_00004656-RA	AH020096-RA, AH020095-RA
OG0002100	Ds_00000916-RA	AH022180-RA, AH012842-RA
OG0002101	Ds_00010892-RA	AH018826-RA, AH003244-RA, AH018521-RA
OG0002102	Ds_00003257-RA	AH016975-RA
OG0002103	Ds_00006199-RA, Ds_00003982-RA, Ds_00006920-RA	AH008649-RA
OG0002104	Ds_00001109-RA	AH020937-RA, AH014416-RA, AH017868-RA
OG0002105	Ds_00013709-RA	AH017916-RA, AH002534-RA
OG0002106	Ds_00005234-RA	AH000219-RA
OG0002108	Ds_00014434-RA, Ds_00003706-RA	AH007370-RA, AH010631-RA
OG0002110	Ds_00005725-RA	AH020554-RA
OG0002111	Ds_00016219-RA	AH005331-RA
OG0002111	Ds_00001446-RA	AH006445-RA
OG0002112	Ds_00016776-RA	AH012777-RA
OG0002112	Ds_00000126-RA	AH016287-RA
OG0002113	Ds_00016194-RA	AH003685-RA
OG0002113	Ds_00000067-RA, Ds_00012999-RA	AH002287-RA
OG0002114	Ds_00007012-RA, Ds_00006579-RA, Ds_00000841-RA	AH007817-RA
OG0002115	Ds_00010993-RA	AH004810-RA
OG0002116	Ds_00003063-RA	AH020197-RA
OG0002116	Ds_00017026-RA	AH017685-RA
OG0002116	Ds_00004692-RA, Ds_00004691-RA	AH022088-RA
OG0002117	Ds_00010897-RA	AH007346-RA
OG0002118	Ds_00001582-RA, Ds_00008826-RA	AH008771-RA
OG0002120	Ds_00013042-RA	AH002388-RA
OG0002120	Ds_00011248-RA	AH005925-RA
OG0002121	Ds_00008830-RA	AH008761-RA
OG0002121	Ds_00001422-RA, Ds_00001421-RA, Ds_00008009-RA	AH003545-RA
OG0002122	Ds_00010868-RA	AH008658-RA, AH002773-RA
OG0002122	Ds_00010926-RA	AH006233-RA
OG0002123	Ds_00008158-RA	AH008720-RA
OG0002124	Ds_00014399-RA	AH020929-RA
OG0002125	Ds_00014033-RA	AH003570-RA, AH003583-RA, AH005957-RA
OG0002126	Ds_00003511-RA	AH008814-RA
OG0002126	Ds_00003610-RA	AH005851-RA, AH003921-RA
OG0002128	Ds_00016703-RA, Ds_00013433-RA	AH004303-RA, AH004973-RA
OG0002129	Ds_00003403-RA	AH017065-RA
OG0002130	Ds_00014421-RA, Ds_00003710-RA, Ds_00003977-RA	AH010413-RA, AH007342-RA
OG0002131	Ds_00003753-RA, Ds_00016267-RA	AH002755-RA
OG0002131	Ds_00000522-RA	AH008384-RA
OG0002132	Ds_00013145-RA, Ds_00007419-RA	AH018508-RA, AH011586-RA
OG0002135	Ds_00007585-RA, Ds_00002165-RA	AH008062-RA, AH010058-RA
OG0002136	Ds_00005535-RA	AH015213-RA
OG0002137	Ds_00000070-RA	AH002296-RA
OG0002137	Ds_00000092-RA	AH014565-RA
OG0002138	Ds_00009097-RA	AH018285-RA
OG0002139	Ds_00003493-RA	AH008780-RA
OG0002140	Ds_00009628-RA	AH014110-RA, AH020716-RA
OG0002141	Ds_00007209-RA	AH013954-RA
OG0002141	Ds_00002612-RA	AH016258-RA
OG0002142	Ds_00002391-RA	AH007784-RA, AH010226-RA, AH001551-RA
OG0002143	Ds_00004210-RA, Ds_00002619-RA	AH016243-RA, AH023268-RA
OG0002144	Ds_00005668-RA, Ds_00016876-RA, Ds_00012579-RA	AH012026-RA
OG0002144	Ds_00002831-RA	AH009577-RA
OG0002146	Ds_00013049-RA	AH020878-RA, AH014509-RA
OG0002147	Ds_00008606-RA	AH005434-RA, AH005435-RA
OG0002147	Ds_00010612-RA	AH002925-RA, AH017443-RA
OG0002148	Ds_00004587-RA, Ds_00003583-RA, Ds_00003584-RA	AH009672-RA
OG0002149	Ds_00002864-RA, Ds_00015020-RA	AH009509-RA
OG0002150	Ds_00017357-RA	AH014383-RA
OG0002151	Ds_00009492-RA	AH021304-RA, AH014717-RA
OG0002153	Ds_00008866-RA, Ds_00016018-RA, Ds_00016002-RA, Ds_00011762-RA	AH014556-RA
OG0002154	Ds_00002142-RA	AH003234-RA
OG0002155	Ds_00004584-RA, Ds_00004582-RA	AH009683-RA
OG0002156	Ds_00017114-RA	AH016280-RA, AH023213-RA
OG0002157	Ds_00004811-RA	AH005157-RA
OG0002159	Ds_00017885-RA	AH014711-RA
OG0002159	Ds_00008223-RA	AH014303-RA
OG0002160	Ds_00015197-RA	AH015229-RA
OG0002161	Ds_00015184-RA	AH016413-RA, AH023015-RA
OG0002162	Ds_00000065-RA, Ds_00013000-RA	AH002286-RA
OG0002163	Ds_00001704-RA	AH008268-RA, AH005280-RA, AH004218-RA
OG0002164	Ds_00015132-RA, Ds_00015135-RA, Ds_00015136-RA, Ds_00015139-RA, Ds_00015137-RA, Ds_00015138-RA, Ds_00015131-RA, Ds_00009240-RA	AH016550-RA
OG0002165	Ds_00015392-RA	AH014140-RA, AH023163-RA
OG0002165	Ds_00015180-RA	AH016311-RA
OG0002166	Ds_00011013-RA, Ds_00009574-RA	AH006800-RA, AH020368-RA
OG0002166	Ds_00013961-RA	AH011009-RA
OG0002167	Ds_00003333-RA	AH021746-RA, AH012514-RA
OG0002168	Ds_00011568-RA	AH022602-RA, AH013856-RA
OG0002169	Ds_00015517-RA	AH001185-RA
OG0002170	Ds_00015074-RA, Ds_00010199-RA	AH012407-RA, AH012406-RA
OG0002171	Ds_00010067-RA	AH013645-RA, AH022503-RA
OG0002174	Ds_00013016-RA, Ds_00013580-RA	AH000316-RA, AH001354-RA
OG0002175	Ds_00009450-RA	AH006128-RA
OG0002176	Ds_00010250-RA	AH014984-RA
OG0002177	Ds_00006277-RA	AH010241-RA
OG0002179	Ds_00009320-RA, Ds_00015652-RA	AH011757-RA, AH019999-RA
OG0002179	Ds_00013037-RA	AH000717-RA
OG0002180	Ds_00004598-RA	AH009251-RA
OG0002181	Ds_00009704-RA, Ds_00013771-RA	AH011456-RA
OG0002182	Ds_00004756-RA	AH015834-RA, AH007040-RA, AH007041-RA
OG0002184	Ds_00007475-RA	AH016881-RA
OG0002185	Ds_00007980-RA	AH008424-RA, AH016944-RA
OG0002186	Ds_00013238-RA, Ds_00008542-RA	AH015745-RA, AH004171-RA
OG0002187	Ds_00005619-RA	AH019705-RA
OG0002188	Ds_00002257-RA, Ds_00005361-RA	AH008665-RA
OG0002189	Ds_00002600-RA	AH023222-RA
OG0002190	Ds_00013493-RA, Ds_00011045-RA	AH016582-RA
OG0002190	Ds_00014131-RA	AH017473-RA
OG0002191	Ds_00008527-RA	AH004148-RA, AH005359-RA
OG0002191	Ds_00012736-RA	AH015559-RA
OG0002192	Ds_00002671-RA	AH020726-RA, AH014085-RA
OG0002193	Ds_00007679-RA	AH004674-RA, AH003362-RA
OG0002193	Ds_00016251-RA	AH002784-RA
OG0002194	Ds_00008436-RA	AH005062-RA, AH015776-RA, AH002818-RA, AH017584-RA
OG0002195	Ds_00008944-RA	AH015116-RA, AH021601-RA
OG0002195	Ds_00003768-RA, Ds_00011400-RA	AH002489-RA
OG0002196	Ds_00009025-RA	AH004767-RA
OG0002197	Ds_00010548-RA, Ds_00008446-RA	AH004347-RA, AH005021-RA
OG0002199	Ds_00013236-RA	AH004139-RA, AH005344-RA
OG0002200	Ds_00002468-RA	AH002477-RA
OG0002211	Ds_00004627-RA	AH008543-RA
OG0002212	Ds_00008269-RA	AH022688-RA, AH013810-RA
OG0002214	Ds_00004117-RA	AH001249-RA, AH012778-RA, AH021994-RA
OG0002215	Ds_00004856-RA, Ds_00011123-RA	AH003073-RA, AH018941-RA, AH018940-RA, AH018938-RA
OG0002216	Ds_00013702-RA	AH012745-RA
OG0002216	Ds_00005853-RA	AH000212-RA
OG0002217	Ds_00014217-RA	AH016644-RA
OG0002219	Ds_00003285-RA, Ds_00009621-RA	AH013652-RA
OG0002221	Ds_00006924-RA	AH007539-RA, AH010868-RA
OG0002222	Ds_00013853-RA, Ds_00016510-RA	AH001833-RA
OG0002223	Ds_00005406-RA	AH003067-RA, AH018810-RA
OG0002224	Ds_00006851-RA	AH012520-RA, AH021753-RA
OG0002225	Ds_00011088-RA	AH016642-RA, AH004725-RA
OG0002226	Ds_00006543-RA	AH012984-RA, AH013945-RA
OG0002227	Ds_00001217-RA	AH013400-RA
OG0002228	Ds_00003070-RA	AH007032-RA
OG0002229	Ds_00005549-RA	AH020598-RA
OG0002231	Ds_00016802-RA, Ds_00014949-RA, Ds_00006672-RA, Ds_00016803-RA	AH011100-RA, AH007487-RA, AH007488-RA
OG0002232	Ds_00008745-RA	AH012707-RA
OG0002233	Ds_00010299-RA	AH012795-RA, AH021959-RA
OG0002234	Ds_00013310-RA	AH000129-RA
OG0002237	Ds_00006158-RA	AH007736-RA
OG0002238	Ds_00003459-RA	AH017116-RA
OG0002239	Ds_00011435-RA	AH008589-RA
OG0002240	Ds_00013698-RA, Ds_00002031-RA	AH021892-RA, AH012737-RA, AH021893-RA
OG0002241	Ds_00003217-RA	AH007150-RA, AH019877-RA
OG0002242	Ds_00011616-RA	AH013742-RA
OG0002243	Ds_00000925-RA, Ds_00017235-RA, Ds_00017234-RA, Ds_00009287-RA, Ds_00002638-RA	AH016444-RA, AH022992-RA
OG0002244	Ds_00000562-RA, Ds_00002521-RA	AH013775-RA
OG0002245	Ds_00015030-RA	AH023751-RA
OG0002246	Ds_00003956-RA	AH010636-RA
OG0002247	Ds_00004952-RA	AH023663-RA, AH002027-RA
OG0002247	Ds_00000050-RA	AH000813-RA
OG0002249	Ds_00011877-RA	AH005632-RA
OG0002250	Ds_00006507-RA	AH005381-RA
OG0002251	Ds_00016211-RA, Ds_00013415-RA	AH005797-RA
OG0002253	Ds_00013911-RA, Ds_00001871-RA	AH023571-RA, AH008593-RA, AH023752-RA
OG0002254	Ds_00001526-RA	AH008886-RA
OG0002254	Ds_00003620-RA	AH005658-RA, AH003646-RA
OG0002255	Ds_00002253-RA	AH008660-RA
OG0002256	Ds_00007457-RA, Ds_00017972-RA, Ds_00017971-RA	AH016850-RA
OG0002258	Ds_00007470-RA	AH016878-RA
OG0002259	Ds_00009392-RA	AH005715-RA
OG0002260	Ds_00008825-RA	AH008774-RA
OG0002261	Ds_00000335-RA	AH001758-RA
OG0002261	Ds_00000128-RA, Ds_00008882-RA	AH008953-RA
OG0002262	Ds_00003443-RA	AH016055-RA, AH017102-RA
OG0002263	Ds_00000051-RA	AH002267-RA, AH000809-RA
OG0002264	Ds_00008237-RA, Ds_00016459-RA	AH021063-RA, AH014288-RA, AH021058-RA, AH021061-RA
OG0002265	Ds_00017002-RA	AH008097-RA, AH010019-RA
OG0002266	Ds_00010711-RA	AH023146-RA
OG0002268	Ds_00001717-RA, Ds_00011789-RA	AH009872-RA
OG0002269	Ds_00011497-RA	AH014796-RA
OG0002270	Ds_00000975-RA	AH012687-RA
OG0002271	Ds_00011494-RA	AH014818-RA
OG0002271	Ds_00013894-RA	AH010144-RA
OG0002274	Ds_00010099-RA	AH013759-RA
OG0002276	Ds_00009931-RA, Ds_00014256-RA	AH016216-RA
OG0002277	Ds_00009919-RA, Ds_00014262-RA	AH019183-RA, AH015334-RA
OG0002278	Ds_00007942-RA, Ds_00016860-RA, Ds_00009828-RA	AH014429-RA
OG0002280	Ds_00017847-RA	AH003600-RA
OG0002281	Ds_00002147-RA	AH013193-RA
OG0002281	Ds_00012118-RA	AH003052-RA
OG0002282	Ds_00009926-RA, Ds_00014276-RA	AH015359-RA, AH018988-RA
OG0002283	Ds_00016300-RA	AH018901-RA
OG0002284	Ds_00002359-RA	AH013348-RA
OG0002285	Ds_00000296-RA	AH000904-RA, AH001666-RA
OG0002286	Ds_00016440-RA, Ds_00017630-RA, Ds_00003623-RA	AH021014-RA
OG0002287	Ds_00000690-RA	AH014045-RA
OG0002288	Ds_00007228-RA	AH020683-RA
OG0002289	Ds_00005657-RA	AH012019-RA
OG0002290	Ds_00014275-RA	AH019208-RA
OG0002291	Ds_00016884-RA, Ds_00005652-RA, Ds_00012587-RA	AH019667-RA, AH011998-RA
OG0002292	Ds_00003723-RA, Ds_00004007-RA	AH003284-RA
OG0002292	Ds_00008959-RA	AH005305-RA
OG0002293	Ds_00009852-RA, Ds_00007979-RA	AH014375-RA, AH020995-RA
OG0002294	Ds_00016088-RA	AH023210-RA, AH016283-RA
OG0002295	Ds_00015992-RA	AH012432-RA
OG0002295	Ds_00017113-RA	AH011297-RA, AH018047-RA
OG0002296	Ds_00007274-RA, Ds_00014687-RA, Ds_00012883-RA, Ds_00012881-RA	AH020782-RA, AH020783-RA, AH014054-RA
OG0002297	Ds_00009993-RA, Ds_00004169-RA, Ds_00012721-RA	AH000070-RA, AH001126-RA
OG0002298	Ds_00014526-RA, Ds_00001834-RA	AH007962-RA, AH010299-RA
OG0002299	Ds_00001770-RA	AH010012-RA
OG0002300	Ds_00006853-RA	AH012547-RA, AH021767-RA, AH012546-RA
OG0002301	Ds_00000251-RA	AH020883-RA
OG0002302	Ds_00014069-RA	AH008298-RA
OG0002302	Ds_00010286-RA	AH023052-RA
OG0002303	Ds_00016078-RA	AH011800-RA
OG0002305	Ds_00001597-RA	AH008702-RA
OG0002306	Ds_00014301-RA	AH012441-RA
OG0002307	Ds_00006007-RA, Ds_00013972-RA	AH007688-RA, AH011469-RA
OG0002308	Ds_00010646-RA	AH008137-RA, AH009994-RA
OG0002309	Ds_00005189-RA, Ds_00004094-RA	AH021817-RA, AH012610-RA, AH012635-RA
OG0002310	Ds_00012922-RA	AH015395-RA
OG0002311	Ds_00010294-RA	AH023505-RA
OG0002312	Ds_00012117-RA	AH023026-RA, AH003100-RA
OG0002313	Ds_00016542-RA	AH021664-RA, AH015242-RA
OG0002314	Ds_00005590-RA	AH019739-RA
OG0002315	Ds_00016195-RA, Ds_00001418-RA	AH005681-RA
OG0002315	Ds_00009753-RA	AH002948-RA
OG0002316	Ds_00015267-RA	AH016458-RA
OG0002317	Ds_00008854-RA, Ds_00000074-RA	AH002309-RA, AH000783-RA
OG0002318	Ds_00013333-RA	AH002370-RA
OG0002319	Ds_00001894-RA	AH006243-RA
OG0002319	Ds_00013751-RA	AH023730-RA, AH023729-RA, AH023728-RA
OG0002320	Ds_00001072-RA	AH017728-RA
OG0002321	Ds_00007703-RA	AH012268-RA, AH019473-RA
OG0002322	Ds_00007772-RA, Ds_00001121-RA	AH017902-RA, AH002576-RA
OG0002323	Ds_00012294-RA	AH000552-RA, AH001841-RA
OG0002324	Ds_00006549-RA	AH021906-RA
OG0002325	Ds_00009693-RA, Ds_00013778-RA	AH019865-RA, AH013561-RA, AH007136-RA
OG0002325	Ds_00010722-RA, Ds_00017082-RA	AH004475-RA
OG0002326	Ds_00001856-RA	AH004253-RA, AH005245-RA
OG0002327	Ds_00015463-RA	AH004766-RA, AH004402-RA
OG0002328	Ds_00010620-RA	AH017453-RA
OG0002329	Ds_00005869-RA	AH003025-RA, AH017183-RA
OG0002330	Ds_00015601-RA, Ds_00013986-RA	AH021554-RA
OG0002331	Ds_00005894-RA	AH004184-RA
OG0002331	Ds_00012119-RA	AH020167-RA
OG0002332	Ds_00017260-RA, Ds_00016692-RA	AH017582-RA
OG0002332	Ds_00016660-RA	AH019175-RA
OG0002333	Ds_00010837-RA	AH015979-RA, AH023446-RA
OG0002333	Ds_00008997-RA	AH004634-RA
OG0002334	Ds_00015242-RA, Ds_00011072-RA	AH016610-RA
OG0002335	Ds_00016331-RA, Ds_00001203-RA	AH023577-RA, AH000256-RA, AH001420-RA
OG0002336	Ds_00007091-RA	AH017721-RA
OG0002337	Ds_00006198-RA	AH002017-RA, AH010268-RA
OG0002338	Ds_00003296-RA	AH015984-RA
OG0002339	Ds_00000402-RA, Ds_00016905-RA	AH015867-RA, AH017225-RA
OG0002340	Ds_00008022-RA	AH002758-RA
OG0002341	Ds_00006232-RA	AH007834-RA, AH014248-RA
OG0002342	Ds_00004315-RA	AH005091-RA, AH004597-RA
OG0002343	Ds_00015251-RA, Ds_00013500-RA	AH016592-RA
OG0002345	Ds_00008437-RA	AH004384-RA
OG0002346	Ds_00008536-RA, Ds_00005904-RA	AH020367-RA, AH006801-RA
OG0002347	Ds_00014174-RA, Ds_00017499-RA	AH022750-RA, AH016604-RA
OG0002349	Ds_00001555-RA	AH009032-RA
OG0002350	Ds_00003527-RA, Ds_00003540-RA	AH016561-RA, AH016562-RA
OG0002350	Ds_00003539-RA	AH018022-RA
OG0002351	Ds_00003552-RA	AH016086-RA, AH016085-RA
OG0002352	Ds_00002461-RA	AH017088-RA
OG0002366	Ds_00001075-RA	AH002642-RA
OG0002368	Ds_00002627-RA	AH022229-RA
OG0002369	Ds_00012334-RA	AH017690-RA
OG0002370	Ds_00006023-RA	AH016097-RA, AH017150-RA
OG0002371	Ds_00007334-RA	AH019092-RA
OG0002372	Ds_00012738-RA	AH014742-RA, AH021327-RA
OG0002373	Ds_00014675-RA	AH002550-RA
OG0002374	Ds_00015413-RA	AH012838-RA
OG0002374	Ds_00010828-RA, Ds_00009612-RA	AH019787-RA
OG0002375	Ds_00014872-RA, Ds_00014874-RA, Ds_00015292-RA	AH018889-RA
OG0002376	Ds_00006335-RA	AH007624-RA
OG0002376	Ds_00000964-RA	AH012950-RA
OG0002377	Ds_00003227-RA	AH019857-RA
OG0002377	Ds_00001058-RA, Ds_00012339-RA	AH017689-RA, AH002694-RA
OG0002378	Ds_00001042-RA	AH017664-RA, AH002724-RA
OG0002379	Ds_00012917-RA	AH015619-RA
OG0002379	Ds_00016961-RA	AH015618-RA
OG0002380	Ds_00003173-RA	AH007398-RA, AH011244-RA
OG0002381	Ds_00002731-RA, Ds_00007143-RA	AH006931-RA, AH006932-RA, AH020250-RA
OG0002381	Ds_00016199-RA	AH003928-RA
OG0002383	Ds_00003095-RA, Ds_00004626-RA	AH019810-RA
OG0002384	Ds_00008949-RA	AH015547-RA
OG0002385	Ds_00015746-RA, Ds_00007892-RA	AH016957-RA
OG0002386	Ds_00006697-RA	AH016629-RA
OG0002386	Ds_00007996-RA	AH010972-RA, AH007722-RA
OG0002387	Ds_00004675-RA	AH011856-RA
OG0002388	Ds_00010044-RA, Ds_00010045-RA	AH022481-RA
OG0002389	Ds_00003184-RA, Ds_00006440-RA	AH019904-RA
OG0002390	Ds_00006946-RA	AH010761-RA, AH007890-RA
OG0002391	Ds_00012388-RA	AH006550-RA
OG0002391	Ds_00007682-RA, Ds_00012631-RA, Ds_00005738-RA	AH006551-RA, AH020531-RA
OG0002392	Ds_00001267-RA	AH022399-RA
OG0002393	Ds_00013679-RA	AH012691-RA
OG0002394	Ds_00007848-RA	AH016451-RA
OG0002395	Ds_00013352-RA	AH023381-RA, AH023383-RA
OG0002396	Ds_00003875-RA, Ds_00006322-RA, Ds_00006321-RA	AH010475-RA
OG0002398	Ds_00006329-RA	AH007609-RA, AH010521-RA
OG0002399	Ds_00000149-RA	AH000795-RA
OG0002402	Ds_00011194-RA	AH006323-RA
OG0002403	Ds_00015585-RA	AH022630-RA, AH013863-RA
OG0002403	Ds_00001255-RA	AH006795-RA, AH020373-RA
OG0002405	Ds_00001528-RA	AH004185-RA, AH005490-RA
OG0002406	Ds_00003490-RA	AH008789-RA, AH015312-RA
OG0002408	Ds_00001678-RA, Ds_00004928-RA	AH021921-RA, AH012812-RA
OG0002409	Ds_00017058-RA	AH016481-RA
OG0002410	Ds_00003968-RA	AH007355-RA
OG0002412	Ds_00006777-RA, Ds_00009468-RA	AH003734-RA
OG0002413	Ds_00001463-RA	AH005795-RA, AH003776-RA
OG0002414	Ds_00008203-RA, Ds_00017024-RA	AH001596-RA
OG0002415	Ds_00013159-RA	AH015761-RA
OG0002416	Ds_00015876-RA, Ds_00005696-RA	AH000537-RA, AH023819-RA
OG0002418	Ds_00004372-RA, Ds_00005007-RA	AH003383-RA, AH001873-RA, AH006340-RA, AH023537-RA
OG0002419	Ds_00000358-RA, Ds_00011288-RA	AH015616-RA
OG0002419	Ds_00016621-RA	AH003809-RA
OG0002420	Ds_00016034-RA, Ds_00003639-RA, Ds_00006210-RA, Ds_00017523-RA	AH005843-RA
OG0002422	Ds_00001424-RA, Ds_00013424-RA	AH003602-RA, AH005979-RA
OG0002423	Ds_00005808-RA, Ds_00000255-RA	AH014513-RA
OG0002424	Ds_00007375-RA	AH008083-RA
OG0002426	Ds_00000652-RA	AH013519-RA
OG0002427	Ds_00006977-RA	AH010733-RA
OG0002428	Ds_00006822-RA	AH021686-RA
OG0002429	Ds_00010016-RA	AH001287-RA
OG0002431	Ds_00016668-RA, Ds_00018093-RA, Ds_00017102-RA, Ds_00018105-RA, Ds_00012226-RA	AH015918-RA
OG0002432	Ds_00004920-RA	AH008265-RA, AH009735-RA
OG0002433	Ds_00014846-RA	AH001429-RA, AH000418-RA
OG0002434	Ds_00014071-RA	AH009783-RA
OG0002435	Ds_00013189-RA	AH020383-RA, AH007277-RA, AH005753-RA
OG0002436	Ds_00000218-RA	AH020927-RA, AH010324-RA
OG0002438	Ds_00002465-RA	AH017892-RA, AH002572-RA
OG0002439	Ds_00017751-RA	AH013360-RA
OG0002439	Ds_00000098-RA	AH014559-RA
OG0002440	Ds_00003464-RA	AH016118-RA, AH017129-RA
OG0002440	Ds_00002362-RA	AH001531-RA
OG0002441	Ds_00000245-RA	AH014499-RA
OG0002442	Ds_00007135-RA, Ds_00004672-RA	AH006984-RA, AH004229-RA
OG0002443	Ds_00012959-RA	AH019501-RA
OG0002443	Ds_00016648-RA	AH022812-RA
OG0002445	Ds_00004552-RA	AH019001-RA, AH015343-RA
OG0002447	Ds_00011463-RA	AH016834-RA
OG0002448	Ds_00002581-RA	AH019233-RA, AH019234-RA
OG0002448	Ds_00012879-RA	AH014122-RA
OG0002449	Ds_00003021-RA	AH004209-RA, AH005297-RA
OG0002450	Ds_00012940-RA	AH012275-RA
OG0002451	Ds_00009098-RA	AH021128-RA, AH014567-RA
OG0002452	Ds_00001347-RA	AH018531-RA, AH003231-RA
OG0002453	Ds_00008611-RA	AH005448-RA
OG0002453	Ds_00016448-RA	AH021026-RA
OG0002454	Ds_00008242-RA, Ds_00016455-RA	AH021040-RA
OG0002455	Ds_00001351-RA	AH003217-RA, AH018555-RA
OG0002456	Ds_00008861-RA	AH014570-RA
OG0002457	Ds_00004613-RA, Ds_00016482-RA	AH009225-RA
OG0002458	Ds_00001450-RA	AH006433-RA, AH006437-RA, AH006436-RA
OG0002458	Ds_00013018-RA	AH019402-RA, AH000828-RA
OG0002459	Ds_00007971-RA	AH020989-RA
OG0002460	Ds_00012489-RA, Ds_00008386-RA	AH022410-RA, AH009648-RA
OG0002461	Ds_00014619-RA	AH003191-RA, AH018599-RA
OG0002462	Ds_00007205-RA	AH020660-RA
OG0002463	Ds_00005182-RA	AH001219-RA, AH000230-RA
OG0002464	Ds_00006600-RA	AH023080-RA
OG0002465	Ds_00014620-RA	AH018284-RA
OG0002466	Ds_00003323-RA, Ds_00000940-RA	AH013699-RA
OG0002467	Ds_00000815-RA	AH020361-RA, AH006808-RA
OG0002467	Ds_00016643-RA, Ds_00016634-RA	AH010937-RA
OG0002468	Ds_00003261-RA	AH023780-RA
OG0002469	Ds_00001247-RA, Ds_00010170-RA	AH001492-RA
OG0002470	Ds_00006223-RA	AH006553-RA, AH020530-RA
OG0002471	Ds_00015186-RA, Ds_00017237-RA, Ds_00015189-RA, Ds_00016666-RA, Ds_00017505-RA	AH022981-RA, AH016430-RA
OG0002471	Ds_00016340-RA	AH018967-RA
OG0002472	Ds_00002852-RA, Ds_00011637-RA	AH009541-RA
OG0002473	Ds_00000814-RA	AH006812-RA
OG0002474	Ds_00014882-RA	AH023151-RA, AH016321-RA, AH018847-RA
OG0002475	Ds_00007648-RA	AH019899-RA
OG0002476	Ds_00009068-RA	AH004834-RA
OG0002477	Ds_00005839-RA	AH001246-RA, AH000178-RA
OG0002478	Ds_00008779-RA, Ds_00003239-RA, Ds_00003238-RA	AH012758-RA
OG0002479	Ds_00000334-RA, Ds_00008889-RA	AH001763-RA, AH000547-RA
OG0002480	Ds_00016582-RA	AH018594-RA
OG0002482	Ds_00009760-RA	AH017383-RA
OG0002483	Ds_00008071-RA	AH003359-RA
OG0002483	Ds_00010595-RA, Ds_00004782-RA	AH005216-RA
OG0002484	Ds_00009698-RA	AH013555-RA
OG0002485	Ds_00001918-RA, Ds_00001911-RA, Ds_00001917-RA, Ds_00001912-RA, Ds_00001909-RA, Ds_00001913-RA, Ds_00005743-RA, Ds_00009653-RA, Ds_00001919-RA, Ds_00001916-RA, Ds_00001920-RA, Ds_00001915-RA, Ds_00001914-RA, Ds_00006374-RA	AH005893-RA
OG0002486	Ds_00004787-RA, Ds_00017597-RA	AH005197-RA
OG0002487	Ds_00008602-RA	AH002931-RA
OG0002488	Ds_00005584-RA, Ds_00005587-RA	AH011874-RA, AH019745-RA
OG0002489	Ds_00007858-RA, Ds_00009779-RA	AH001785-RA, AH000579-RA
OG0002490	Ds_00003199-RA	AH019919-RA
OG0002491	Ds_00010386-RA, Ds_00007162-RA	AH012986-RA
OG0002492	Ds_00008024-RA	AH004194-RA
OG0002493	Ds_00002510-RA	AH008421-RA
OG0002493	Ds_00002511-RA	AH006123-RA
OG0002495	Ds_00011352-RA, Ds_00017139-RA	AH002865-RA, AH017542-RA
OG0002496	Ds_00003234-RA, Ds_00001047-RA	AH002714-RA
OG0002497	Ds_00017769-RA	AH004888-RA
OG0002498	Ds_00017938-RA	AH005012-RA
OG0002500	Ds_00001110-RA, Ds_00007783-RA	AH014695-RA, AH017871-RA, AH002555-RA
OG0002501	Ds_00005557-RA	AH013535-RA, AH022058-RA
OG0002502	Ds_00004323-RA, Ds_00015828-RA	AH004605-RA, AH005108-RA
OG0002504	Ds_00009127-RA	AH004029-RA, AH005527-RA, AH004028-RA
OG0002505	Ds_00004311-RA, Ds_00004312-RA	AH004592-RA
OG0002506	Ds_00012432-RA	AH017609-RA
OG0002507	Ds_00004191-RA, Ds_00002652-RA	AH001026-RA
OG0002508	Ds_00017286-RA, Ds_00001535-RA	AH008909-RA, AH008908-RA, AH012251-RA, AH012253-RA, AH010597-RA
OG0002509	Ds_00010554-RA	AH005031-RA
OG0002510	Ds_00004069-RA	AH007461-RA
OG0002511	Ds_00017658-RA, Ds_00013117-RA	AH011566-RA, AH018479-RA
OG0002512	Ds_00013800-RA	AH017955-RA, AH002506-RA
OG0002513	Ds_00007736-RA	AH004157-RA
OG0002514	Ds_00013059-RA	AH017520-RA
OG0002515	Ds_00003474-RA	AH001284-RA
OG0002524	Ds_00014885-RA, Ds_00010789-RA	AH018910-RA
OG0002525	Ds_00001038-RA	AH017288-RA
OG0002526	Ds_00009270-RA, Ds_00009276-RA	AH017853-RA
OG0002527	Ds_00010331-RA	AH012825-RA
OG0002527	Ds_00003263-RA	AH023777-RA, AH023507-RA
OG0002528	Ds_00017155-RA	AH021859-RA
OG0002530	Ds_00001503-RA	AH008634-RA
OG0002530	Ds_00017472-RA	AH022989-RA, AH016440-RA
