Orthogroup	D_spatulata.proteins	A_thaliana.proteins
OG0001523	Ds_00009702-RA	AT2G36850.1
OG0001524	Ds_00000537-RA	AT5G43130.1
OG0001525	Ds_00000828-RA	AT3G57410.2, AT3G57410.8, AT3G57410.3, AT3G57410.9, AT3G57410.5, AT3G57410.1, AT3G57410.7, AT3G57410.4, AT3G57410.6, AT3G57410.10, AT2G41740.1, AT2G41740.2
OG0001526	Ds_00007764-RA, Ds_00006465-RA, Ds_00004392-RA	AT4G18100.1, AT5G46430.2, AT5G46430.1
OG0001527	Ds_00016155-RA, Ds_00013625-RA, Ds_00009269-RA	AT3G52580.1, AT3G11510.1, AT2G36160.1
OG0001528	Ds_00006092-RA	AT5G13000.2, AT5G13000.1
OG0001528	Ds_00014985-RA	AT1G05570.3, AT1G05570.1, AT1G05570.4, AT1G05570.2, AT2G31960.5, AT2G31960.3, AT2G31960.2, AT2G31960.1, AT2G31960.4
OG0001529	Ds_00003156-RA	AT4G14770.3, AT4G14770.2, AT4G14770.1, AT3G22760.2, AT3G22760.1, AT3G22780.1
OG0001530	Ds_00017314-RA, Ds_00004065-RA	AT1G65430.1
OG0001531	Ds_00005196-RA	AT2G27090.2, AT2G27090.1
OG0001532	Ds_00008722-RA	AT1G66950.1, AT2G36380.1
OG0001533	Ds_00005059-RA	AT5G49470.3, AT5G49470.2, AT5G49470.5, AT5G49470.6, AT5G49470.7, AT5G49470.1, AT5G49470.4, AT1G67890.1, AT1G67890.3, AT1G67890.2, AT1G67890.4, AT3G06620.1
OG0001534	Ds_00005514-RA, Ds_00006079-RA	AT3G13600.1, AT3G13600.2
OG0001534	Ds_00002707-RA	AT3G58480.1
OG0001535	Ds_00014745-RA	AT5G58540.1, AT5G58540.2, AT5G58540.3, AT2G40270.2, AT2G40270.1, AT3G56050.1, AT3G56050.2
OG0001537	Ds_00002026-RA, Ds_00002027-RA	AT3G53960.1, AT2G37900.2, AT2G37900.1
OG0001538	Ds_00000610-RA	AT1G58440.1
OG0001539	Ds_00003389-RA	AT5G24740.4, AT5G24740.6, AT5G24740.5, AT5G24740.1, AT5G24740.3, AT5G24740.2
OG0001540	Ds_00004929-RA	AT3G57520.2, AT3G57520.3, AT3G57520.1
OG0001541	Ds_00001378-RA	AT5G51190.1, AT5G61600.1, AT5G47230.1, AT4G17490.1
OG0001542	Ds_00003705-RA, Ds_00014440-RA	AT5G26620.1, AT3G05858.1
OG0001543	Ds_00008855-RA	AT2G17010.2, AT2G17010.1, AT3G14810.1, AT3G14810.2, AT1G53470.1, AT1G78610.1
OG0001544	Ds_00001923-RA	AT4G39955.1
OG0001544	Ds_00000593-RA	AT5G09430.1
OG0001545	Ds_00002539-RA	AT5G43175.1, AT1G27740.1
OG0001546	Ds_00015315-RA	AT2G15790.1
OG0001547	Ds_00015173-RA, Ds_00000542-RA	AT3G19000.1, AT3G19000.2
OG0001548	Ds_00000588-RA	AT4G08170.3, AT4G08170.7, AT4G08170.5, AT4G08170.6, AT4G08170.4, AT4G08170.1, AT4G08170.2
OG0001548	Ds_00012197-RA	AT4G33770.1, AT4G33770.2, AT4G33770.3
OG0001549	Ds_00010966-RA	AT2G22290.1, AT5G10260.1
OG0001549	Ds_00010249-RA	AT2G44610.1
OG0001550	Ds_00003480-RA	AT4G13970.2, AT4G13970.1
OG0001552	Ds_00013003-RA	AT2G16920.1, AT2G16920.2
OG0001553	Ds_00000553-RA, Ds_00009831-RA, Ds_00011048-RA	AT5G42830.1, AT5G07850.1
OG0001554	Ds_00004177-RA	AT1G50140.2, AT1G50140.5, AT1G50140.4, AT1G50140.1, AT1G50140.3, AT3G19740.1
OG0001555	Ds_00011207-RA	AT5G49530.1
OG0001556	Ds_00011479-RA	AT2G12646.3, AT2G12646.2, AT2G12646.1
OG0001556	Ds_00010228-RA	AT3G60670.1
OG0001557	Ds_00001801-RA	AT1G53200.2, AT1G53200.1
OG0001558	Ds_00008719-RA, Ds_00004861-RA	AT1G19485.1, AT1G19485.2
OG0001559	Ds_00009627-RA, Ds_00015365-RA	AT5G35410.1, AT5G35410.2
OG0001560	Ds_00007436-RA	AT3G25160.1
OG0001560	Ds_00000023-RA	AT2G21190.1, AT4G38790.1
OG0001560	Ds_00002555-RA	AT1G75760.2, AT1G75760.1, AT1G19970.1
OG0001561	Ds_00001986-RA, Ds_00001987-RA	AT3G27300.3, AT3G27300.2, AT3G27300.5, AT3G27300.4, AT3G27300.1, AT5G40760.1, AT5G40760.2
OG0001562	Ds_00011657-RA	AT1G01430.1, AT4G01080.1
OG0001562	Ds_00011908-RA	AT4G23790.1, AT4G11090.1
OG0001563	Ds_00017646-RA, Ds_00012600-RA, Ds_00005630-RA	AT5G42020.1, AT5G42020.2, AT5G42020.3, AT5G28540.1
OG0001564	Ds_00013633-RA	AT5G58190.1, AT5G58190.2
OG0001565	Ds_00008629-RA	AT3G63340.12, AT3G63340.11, AT3G63340.3, AT3G63340.6, AT3G63340.4, AT3G63340.10, AT3G63340.8, AT3G63340.5, AT3G63340.1, AT3G63340.7, AT3G63340.2, AT3G63340.9
OG0001566	Ds_00000116-RA	AT5G54070.1
OG0001567	Ds_00014428-RA	AT5G63940.1
OG0001567	Ds_00001505-RA	AT1G77280.1, AT1G77280.2
OG0001569	Ds_00016059-RA	AT1G51960.1, AT3G16490.1
OG0001571	Ds_00014799-RA	AT4G13350.1, AT4G13350.2
OG0001572	Ds_00009630-RA, Ds_00007248-RA	AT3G15790.2, AT3G15790.3, AT3G15790.1
OG0001573	Ds_00017385-RA	AT4G22730.2, AT4G22730.1
OG0001573	Ds_00012939-RA	AT5G51560.1
OG0001573	Ds_00006362-RA	AT2G45340.1
OG0001574	Ds_00014571-RA	AT5G60450.1, AT5G60450.2
OG0001575	Ds_00001490-RA	AT4G39940.1, AT2G14750.1
OG0001575	Ds_00002718-RA	AT3G03900.3
OG0001576	Ds_00012536-RA	AT2G46800.3, AT2G46800.5, AT2G46800.2, AT2G46800.1, AT2G46800.4
OG0001577	Ds_00005200-RA	AT1G07880.2
OG0001577	Ds_00008387-RA	AT1G01560.2, AT4G01370.1
OG0001578	Ds_00010134-RA, Ds_00008303-RA	AT5G22000.3, AT5G22000.1, AT5G22000.4, AT5G22000.2
OG0001579	Ds_00012394-RA	AT1G31300.1, AT1G31300.3, AT1G31300.2, AT4G19645.5, AT4G19645.2, AT4G19645.1, AT4G19645.3, AT4G19645.4
OG0001580	Ds_00008740-RA	AT1G03910.1, AT1G03910.2
OG0001581	Ds_00016231-RA, Ds_00012273-RA	AT3G21880.1, AT3G21880.3, AT3G21880.2, AT4G15250.1
OG0001582	Ds_00014442-RA, Ds_00003942-RA	AT2G30933.2, AT2G30933.3, AT2G30933.1
OG0001583	Ds_00010793-RA, Ds_00014883-RA	AT5G06530.1, AT5G06530.2, AT5G06530.3, AT5G06530.4, AT3G52310.1
OG0001584	Ds_00010058-RA, Ds_00007508-RA	AT5G59780.2, AT5G59780.1, AT5G59780.3, AT3G46130.4, AT3G46130.2, AT3G46130.3, AT3G46130.1
OG0001585	Ds_00004741-RA	AT5G45030.1, AT5G45030.2, AT2G35155.2, AT2G35155.1
OG0001585	Ds_00003311-RA	AT3G12950.1
OG0001586	Ds_00015556-RA	AT3G52600.3, AT3G52600.2, AT3G52600.1, AT2G36190.1
OG0001587	Ds_00010929-RA	AT1G49210.1, AT1G49220.1, AT1G49200.1, AT3G18773.1, AT1G49230.1
OG0001588	Ds_00000591-RA	AT4G08160.2, AT4G08160.1, AT1G58370.2, AT1G58370.1
OG0001589	Ds_00002224-RA	AT1G43620.7, AT1G43620.6, AT1G43620.1, AT1G43620.2, AT1G43620.5, AT1G43620.3, AT1G43620.4, AT1G43620.8
OG0001590	Ds_00015224-RA	AT3G01750.2, AT3G01750.1
OG0001591	Ds_00017297-RA	AT1G33980.2, AT1G33980.1
OG0001593	Ds_00010704-RA, Ds_00017074-RA	AT1G67880.1, AT1G12990.1
OG0001593	Ds_00008030-RA, Ds_00010483-RA	AT3G01620.1, AT5G14480.1, AT3G27540.1
OG0001594	Ds_00002844-RA, Ds_00012515-RA	AT1G01320.1, AT1G01320.3, AT1G01320.2
OG0001595	Ds_00010822-RA	AT5G51100.3, AT5G51100.4, AT5G51100.5, AT5G51100.6, AT5G51100.2, AT4G00651.1, AT5G51100.1, AT4G25100.2, AT4G25100.1, AT4G25100.3, AT4G25100.5, AT4G25100.4
OG0001596	Ds_00006129-RA	AT1G65910.1
OG0001596	Ds_00016893-RA	AT3G17730.1
OG0001597	Ds_00009267-RA	AT5G38430.1, AT5G38430.2, AT5G38420.1, AT5G38410.1, AT5G38410.2, AT5G38410.3, AT1G67090.1
OG0001599	Ds_00012707-RA	AT2G01830.1, AT2G01830.3, AT2G01830.2, AT2G01830.5, AT2G01830.6, AT2G01830.4
OG0001600	Ds_00009146-RA, Ds_00010530-RA	AT1G26620.1, AT1G69360.1, AT1G13940.2, AT1G13940.1
OG0001602	Ds_00003732-RA	AT1G74780.1, AT1G18940.1, AT2G34355.1, AT2G34355.2, AT2G34350.1, AT2G34350.2
OG0001603	Ds_00005882-RA	AT1G15060.3, AT1G15060.1, AT1G15060.2
OG0001604	Ds_00005115-RA	AT5G46910.1, AT5G46910.2
OG0001605	Ds_00008229-RA, Ds_00016996-RA	AT5G20730.1, AT5G20730.3, AT5G20730.2, AT1G19220.1
OG0001606	Ds_00001892-RA	AT1G17110.1, AT1G17110.2, AT1G17110.3
OG0001616	Ds_00017612-RA	AT5G24910.1, AT5G24910.2, AT5G24900.1, AT5G24900.2
OG0001617	Ds_00006463-RA, Ds_00001128-RA	AT3G07360.2, AT3G07360.6, AT3G07360.5, AT3G07360.4, AT3G07360.7, AT3G07360.10, AT3G07360.3, AT3G07360.8, AT3G07360.9, AT3G07360.1
OG0001618	Ds_00015414-RA, Ds_00001644-RA	AT3G55280.3
OG0001619	Ds_00000103-RA, Ds_00003441-RA	AT5G12030.1, AT5G12020.1
OG0001620	Ds_00010601-RA	AT5G13110.1, AT1G24280.1
OG0001620	Ds_00006211-RA	AT5G35790.1
OG0001622	Ds_00012205-RA	AT5G55490.9, AT5G55490.1, AT5G55490.7, AT5G55490.4, AT5G55490.2, AT5G55490.5, AT5G55490.6, AT5G55490.3, AT5G55490.8
OG0001623	Ds_00006925-RA, Ds_00016407-RA	AT5G02450.1, AT3G53740.4, AT3G53740.3, AT3G53740.2, AT3G53740.1
OG0001624	Ds_00007204-RA	AT3G48930.1, AT5G23740.1, AT4G30800.1
OG0001625	Ds_00015550-RA	AT3G52660.3, AT3G52660.1, AT3G52660.2, AT5G28390.1
OG0001626	Ds_00006083-RA	AT2G42500.2
OG0001627	Ds_00013688-RA	AT3G09920.2, AT3G09920.3, AT3G09920.1, AT3G09920.4
OG0001628	Ds_00003941-RA	AT1G56720.1, AT1G56720.4, AT1G56720.3, AT1G56720.2
OG0001629	Ds_00012601-RA	AT5G24318.1, AT5G24318.3, AT5G24318.2, AT5G24318.4
OG0001629	Ds_00015484-RA	AT3G46570.1
OG0001629	Ds_00009274-RA	AT3G55430.1
OG0001630	Ds_00000988-RA	AT3G04400.1, AT2G33370.1, AT1G04480.1, AT2G33370.2, AT3G04400.2
OG0001631	Ds_00016951-RA	ATCG00680.1
OG0001632	Ds_00012235-RA, Ds_00005967-RA	AT3G52250.1, AT3G52250.2
OG0001633	Ds_00002515-RA	AT1G46768.2, AT1G46768.1, AT1G46768.3
OG0001633	Ds_00009447-RA	AT3G50260.1, AT5G67190.1, AT2G23340.1
OG0001634	Ds_00006825-RA	AT3G08620.2, AT3G08620.1, AT2G38610.2, AT2G38610.1
OG0001636	Ds_00015549-RA	AT1G49360.2, AT1G49360.4, AT1G49360.3, AT1G49360.1, AT1G49360.5, AT3G18720.1, AT3G56470.1, AT1G57790.1, AT4G00893.1, AT4G12382.2, AT4G12382.1, AT4G10700.1, AT4G10660.1, AT4G10695.2, AT4G10695.1, AT4G12370.1
OG0001637	Ds_00012992-RA	AT4G35180.2, AT4G35180.1
OG0001638	Ds_00001942-RA	AT1G60890.1, AT1G60890.2, AT1G10900.2, AT1G10900.1, AT1G10900.3
OG0001640	Ds_00002489-RA	AT1G58520.7, AT1G58520.5, AT1G58520.4, AT1G58520.6, AT1G58520.2, AT1G58520.1, AT1G10090.1
OG0001641	Ds_00016222-RA	AT2G05710.1
OG0001641	Ds_00001727-RA	AT4G26970.1
OG0001642	Ds_00005020-RA, Ds_00013566-RA, Ds_00005019-RA	AT5G64220.1, AT5G64220.2, AT5G09410.3, AT5G09410.2, AT5G09410.4, AT5G09410.1
OG0001643	Ds_00011355-RA	AT5G37680.2
OG0001643	Ds_00009396-RA, Ds_00001489-RA	AT5G67560.1, AT3G49870.1
OG0001644	Ds_00009863-RA	AT4G30820.1, AT4G30820.3, AT4G30820.15, AT4G30820.20, AT4G30820.17, AT4G30820.27, AT4G30820.2, AT4G30820.4, AT4G30820.6, AT4G30820.14, AT4G30820.23, AT4G30820.24, AT4G30820.18, AT4G30820.13, AT4G30820.21, AT4G30820.16, AT4G30820.12, AT4G30820.10, AT4G30820.26, AT4G30820.7, AT4G30820.22, AT4G30820.19, AT4G30820.5, AT4G30820.8, AT4G30820.9, AT4G30820.11, AT4G30820.25
OG0001645	Ds_00004477-RA	AT3G21630.1
OG0001646	Ds_00013610-RA	AT1G03210.2, AT1G03210.1, AT4G02850.1, AT4G02860.1
OG0001647	Ds_00012529-RA	AT1G01140.1, AT1G01140.2, AT1G01140.3
OG0001647	Ds_00009501-RA	AT1G30270.3, AT1G30270.1, AT1G30270.2
OG0001648	Ds_00001720-RA, Ds_00001719-RA, Ds_00011780-RA	AT4G26840.1
OG0001649	Ds_00006013-RA	AT2G39170.1
OG0001650	Ds_00006467-RA	AT5G48540.1
OG0001651	Ds_00004429-RA	AT5G47730.2, AT5G47730.3, AT5G47730.1, AT5G47730.4
OG0001651	Ds_00014084-RA, Ds_00014083-RA	AT1G55840.1, AT1G55840.2
OG0001652	Ds_00004445-RA	AT4G17280.1, AT5G47530.1
OG0001652	Ds_00009548-RA	AT5G35735.1
OG0001653	Ds_00009595-RA	AT4G39850.3, AT4G39850.2, AT4G39850.4, AT4G39850.1
OG0001654	Ds_00006832-RA, Ds_00014302-RA	AT3G08720.4, AT3G08720.1, AT3G08720.3, AT3G08720.2, AT3G08730.2, AT3G08730.1
OG0001655	Ds_00002104-RA	AT1G63170.1, AT1G12760.1, AT1G12760.2, AT4G11680.1, AT4G11680.2
OG0001655	Ds_00003576-RA, Ds_00004609-RA	AT3G61180.1
OG0001656	Ds_00016984-RA	AT2G03140.11, AT2G03140.4, AT2G03140.8, AT2G03140.9, AT2G03140.1, AT2G03140.3, AT2G03140.6, AT2G03140.2, AT2G03140.12, AT2G03140.7, AT2G03140.10, AT2G03140.5
OG0001658	Ds_00002466-RA	AT1G80780.2, AT1G80780.1, AT1G80780.3, AT2G32070.1
OG0001659	Ds_00006356-RA	AT2G45380.4, AT2G45380.1, AT2G45380.3, AT2G45380.2
OG0001660	Ds_00014996-RA, Ds_00007184-RA	AT2G32060.3, AT2G32060.2, AT2G32060.1, AT1G15930.1, AT1G15930.2
OG0001661	Ds_00004208-RA	AT5G58080.1, AT4G31920.1, AT2G25180.1
OG0001662	Ds_00003352-RA	AT4G31570.3, AT4G31570.2, AT4G31570.4, AT4G31570.1, AT4G31570.7, AT4G31570.5, AT4G31570.6
OG0001663	Ds_00000105-RA	AT5G20610.1
OG0001665	Ds_00010453-RA	AT3G55060.1, AT3G55060.3, AT3G55060.2, AT2G39300.2, AT2G39300.1, AT2G39300.4, AT2G39300.3
OG0001666	Ds_00016408-RA	AT5G23890.2, AT5G23890.1, AT5G52410.3, AT5G52410.2, AT5G52410.1
OG0001667	Ds_00004578-RA	AT4G00460.1, AT1G01700.2, AT1G01700.5, AT1G01700.3, AT1G01700.4, AT1G01700.1, AT4G00460.4, AT4G00460.2, AT4G00460.3, AT2G45890.1
OG0001668	Ds_00013306-RA	AT1G19110.1
OG0001669	Ds_00005081-RA	AT4G16070.2, AT4G16070.3, AT4G16070.1
OG0001669	Ds_00000476-RA	AT3G14075.2, AT3G14075.1, AT3G14075.3
OG0001670	Ds_00008772-RA	AT3G09830.1, AT3G09830.3, AT3G09830.2, AT5G03320.2, AT5G03320.1
OG0001671	Ds_00011540-RA	AT1G03770.1, AT1G03770.2, AT1G03770.3, AT1G03770.5, AT1G03770.4, AT1G03770.6, AT5G44280.3, AT5G44280.2, AT5G44280.1
OG0001672	Ds_00005225-RA	AT1G06490.1, AT1G06490.2, AT3G59100.1, AT3G59100.2
OG0001673	Ds_00003908-RA	AT5G26980.1, AT5G26980.3, AT5G26980.2, AT3G05710.1, AT3G05710.2
OG0001675	Ds_00007046-RA	AT5G03540.2, AT5G03540.3, AT5G03540.1
OG0001675	Ds_00014328-RA, Ds_00015965-RA	AT5G52340.1
OG0001676	Ds_00002807-RA	AT4G16830.2, AT4G16830.3, AT4G16830.1
OG0001677	Ds_00009502-RA	AT1G30300.4, AT1G30300.1, AT1G30300.3, AT1G30300.2
OG0001678	Ds_00004279-RA	AT2G34720.3, AT2G34720.2, AT2G34720.1, AT1G30500.2, AT1G30500.1
OG0001679	Ds_00014878-RA	AT5G01640.1, AT2G38360.1
OG0001682	Ds_00007889-RA	AT5G42650.1
OG0001684	Ds_00001965-RA	AT1G58025.5, AT1G58025.3, AT1G58025.2, AT1G58025.4, AT1G58025.1, AT1G58025.6
OG0001685	Ds_00013256-RA	AT2G33230.1, AT1G04610.1
OG0001685	Ds_00001003-RA, Ds_00006550-RA	AT4G28720.1, AT5G43890.1, AT1G04180.1
OG0001686	Ds_00003176-RA	AT1G04280.2, AT1G04280.1
OG0001686	Ds_00014104-RA	AT2G30630.3, AT2G30630.2, AT2G30630.1, AT1G06750.1, AT1G06750.3, AT1G06750.2
OG0001687	Ds_00009785-RA, Ds_00009786-RA	AT5G42950.1
OG0001688	Ds_00001095-RA	AT3G44340.1, AT3G44340.4, AT3G44340.3, AT3G44340.5, AT3G44340.2, AT4G32640.2, AT4G32640.1
OG0001689	Ds_00008943-RA	AT5G40310.2, AT5G40310.1, AT3G27970.1
OG0001689	Ds_00004699-RA	AT2G48100.3, AT2G48100.2, AT2G48100.1, AT2G48100.7, AT2G48100.8, AT2G48100.6, AT2G48100.4, AT2G48100.5
OG0001691	Ds_00006552-RA	AT4G28760.1, AT4G28760.2, AT2G20240.1
OG0001692	Ds_00003661-RA	AT5G51060.1, AT5G47910.1, AT1G09090.2, AT1G09090.1
OG0001693	Ds_00003686-RA	AT5G26850.3, AT5G26850.4, AT5G26850.1, AT5G26850.2
OG0001694	Ds_00005332-RA	AT5G07890.4, AT5G07890.3, AT5G07890.1, AT5G07890.5, AT5G07890.2, AT5G61200.4, AT5G61200.3, AT5G61200.2, AT5G61200.1
OG0001696	Ds_00017308-RA	AT2G33270.1, AT1G08570.4, AT1G08570.3, AT1G08570.2, AT1G08570.1
OG0001696	Ds_00016694-RA, Ds_00005343-RA	AT5G61440.1, AT5G61440.2
OG0001697	Ds_00017399-RA	AT1G67530.1, AT1G67530.2, AT1G67530.4, AT1G67530.3, AT1G24330.1, AT1G24330.2
OG0001698	Ds_00002958-RA	AT4G17730.1, AT4G17730.2, AT5G46860.1
OG0001699	Ds_00004171-RA	AT3G19840.1
OG0001701	Ds_00001502-RA	AT4G08455.1
OG0001702	Ds_00007438-RA	AT3G25140.1
OG0001702	Ds_00014229-RA	AT3G02350.1
OG0001703	Ds_00006714-RA, Ds_00000169-RA	AT1G67060.1, AT1G67060.2, AT1G67060.3
OG0001704	Ds_00017929-RA	AT5G13820.2, AT5G13820.1, AT3G12560.1, AT3G12560.2
OG0001717	Ds_00008556-RA	AT4G39340.1, AT2G21740.1, AT2G21750.1
OG0001717	Ds_00013403-RA, Ds_00011254-RA	AT1G76750.1
OG0001718	Ds_00016652-RA, Ds_00003696-RA	AT1G09390.1, AT1G56670.1, AT1G56670.2
OG0001719	Ds_00011464-RA, Ds_00009661-RA	AT5G04800.3, AT5G04800.4, AT5G04800.2, AT5G04800.1, AT2G04390.1, AT2G05220.2, AT2G05220.1, AT3G10610.1
OG0001724	Ds_00000898-RA	AT2G48060.2, AT2G48060.3, AT2G48060.1
OG0001725	Ds_00007392-RA, Ds_00004846-RA	AT2G17360.1, AT5G58420.1, AT5G07090.3, AT5G07090.2, AT5G07090.1
OG0001728	Ds_00012079-RA	AT3G53760.3, AT3G53760.1, AT3G53760.2
OG0001729	Ds_00004624-RA, Ds_00006421-RA	AT5G52070.2, AT5G52070.5, AT5G52070.6, AT5G52070.3, AT5G52070.1, AT5G52070.4, AT5G42670.1
OG0001730	Ds_00006268-RA	AT1G06770.2, AT1G06770.1, AT1G06770.3, AT2G30580.3, AT2G30580.1, AT2G30580.2
OG0001731	Ds_00011565-RA, Ds_00008314-RA	AT3G44110.1, AT5G22060.1
OG0001732	Ds_00008561-RA	AT1G08970.1, AT1G08970.4, AT1G08970.3, AT1G08970.2, AT1G54830.2, AT1G54830.3, AT1G54830.1
OG0001733	Ds_00005842-RA	AT2G28320.1
OG0001734	Ds_00014957-RA	AT5G13810.1
OG0001735	Ds_00008250-RA	AT5G58910.2, AT5G58910.3, AT5G58910.1
OG0001736	Ds_00015639-RA	AT2G43790.1
OG0001736	Ds_00004109-RA	AT3G45640.1
OG0001737	Ds_00016841-RA, Ds_00012614-RA	AT4G14180.2, AT4G14180.1
OG0001738	Ds_00007142-RA	AT4G13700.2, AT4G13700.1
OG0001738	Ds_00005538-RA	AT3G07130.1, AT3G07130.2
OG0001739	Ds_00014973-RA	AT4G02360.1, AT1G02813.1
OG0001739	Ds_00003667-RA	AT4G02370.1, AT1G02816.1
OG0001740	Ds_00007239-RA	AT5G32440.3, AT5G32440.2, AT5G32440.1
OG0001741	Ds_00012179-RA, Ds_00003091-RA	AT4G04830.1, AT4G04830.2, AT4G04810.2, AT4G04810.1, AT4G04840.1, AT4G21840.1, AT4G21830.2, AT4G21830.1, AT4G21850.2, AT4G21850.1, AT4G21860.4, AT4G21860.2, AT4G21860.1, AT4G21860.3
OG0001742	Ds_00003279-RA, Ds_00003278-RA	AT3G12590.1, AT3G12590.2
OG0001744	Ds_00007753-RA	AT4G13020.3, AT4G13020.2, AT4G13020.1, AT4G13020.5, AT4G13020.4, AT4G13020.6, AT4G13020.8, AT4G13020.7
OG0001745	Ds_00011860-RA	AT2G23540.1, AT3G50400.1
OG0001745	Ds_00003232-RA	AT4G16230.1
OG0001746	Ds_00001449-RA	AT2G17870.1
OG0001747	Ds_00012853-RA	AT1G20270.1, AT1G20270.3, AT1G20270.2
OG0001747	Ds_00016704-RA	AT5G66060.1
OG0001748	Ds_00002537-RA	AT1G27730.1, AT5G04340.1, AT5G43170.1
OG0001748	Ds_00012157-RA	AT5G67450.1, AT3G19580.1, AT3G19580.2
OG0001750	Ds_00013339-RA	AT4G38260.1
OG0001751	Ds_00017823-RA, Ds_00016570-RA	AT4G35890.1, AT4G35890.2
OG0001752	Ds_00015037-RA	AT1G20550.1, AT1G76270.1
OG0001752	Ds_00008209-RA	AT4G38390.1
OG0001753	Ds_00016603-RA	AT4G36550.1
OG0001754	Ds_00008172-RA	AT1G35220.1, AT1G35220.3, AT1G35220.5, AT1G35220.4, AT1G35220.7, AT1G35220.6, AT1G35220.2
OG0001755	Ds_00006527-RA	AT1G15110.2, AT1G15110.1, AT1G15110.3, AT1G15110.4
OG0001757	Ds_00012203-RA	AT5G64410.1
OG0001758	Ds_00013426-RA	AT2G17500.4, AT2G17500.3, AT2G17500.2, AT2G17500.1, AT5G65980.1, AT5G65980.2
OG0001759	Ds_00013191-RA	AT2G18240.1, AT2G18240.2
OG0001759	Ds_00016526-RA	AT4G39220.1, AT4G39220.2, AT2G21600.1
OG0001760	Ds_00004421-RA	AT5G47800.2, AT5G47800.4, AT5G47800.3, AT5G47800.1
OG0001761	Ds_00001210-RA, Ds_00010180-RA	AT1G06390.1, AT1G06390.2, AT2G30980.1
OG0001762	Ds_00007009-RA	AT5G15250.1, AT5G15250.2
OG0001762	Ds_00010178-RA	AT1G06430.2, AT1G06430.1, AT1G06430.3, AT2G30950.3, AT2G30950.4, AT2G30950.2, AT2G30950.1
OG0001763	Ds_00011195-RA	AT1G09570.6, AT1G09570.5, AT1G09570.4, AT1G09570.1, AT1G09570.3, AT1G09570.2
OG0001763	Ds_00005173-RA	AT5G35840.1
OG0001764	Ds_00010832-RA	AT1G29960.2, AT1G29960.1, AT1G23465.1
OG0001764	Ds_00014537-RA	AT1G53530.1, AT1G53530.2
OG0001765	Ds_00000549-RA	AT5G43080.1, AT5G43080.2, AT1G47220.1, AT2G01310.1, AT1G47210.1, AT1G47210.2, AT1G47230.1, AT1G47230.2
OG0001767	Ds_00001317-RA	AT4G11660.1
OG0001767	Ds_00012044-RA, Ds_00009958-RA	AT5G62020.1
OG0001768	Ds_00002395-RA	AT3G21360.1
OG0001769	Ds_00003367-RA	AT5G58090.1
OG0001769	Ds_00002568-RA, Ds_00008236-RA	AT5G20870.1
OG0001770	Ds_00009871-RA, Ds_00010352-RA, Ds_00017803-RA	AT2G37580.1
OG0001771	Ds_00000679-RA, Ds_00002443-RA	AT1G15400.2, AT1G15400.1, AT1G15400.3, AT1G80180.1
OG0001771	Ds_00012890-RA	AT5G20100.1
OG0001772	Ds_00015771-RA	AT2G19180.2, AT2G19180.1
OG0001772	Ds_00000442-RA	AT1G78890.2, AT1G78890.1, AT1G16840.3, AT1G16840.1, AT1G16840.4, AT1G16840.2, AT1G16840.5
OG0001773	Ds_00002288-RA	AT4G23895.2, AT4G23895.4, AT4G23895.1
OG0001774	Ds_00017530-RA	AT1G12550.1
OG0001775	Ds_00009915-RA	AT5G11470.1, AT5G11470.2
OG0001776	Ds_00016023-RA	AT2G28020.1, AT2G28230.2, AT2G28230.1, AT4G09070.1
OG0001777	Ds_00002858-RA	AT3G61860.1, AT2G46610.1, AT2G46610.4, AT2G46610.3, AT2G46610.2
OG0001778	Ds_00013268-RA	AT5G47080.4, AT5G47080.1
OG0001780	Ds_00016730-RA, Ds_00001291-RA, Ds_00016911-RA, Ds_00016910-RA, Ds_00016908-RA	AT1G63840.1, AT5G41400.1
OG0001781	Ds_00006586-RA	AT3G55770.3, AT3G55770.1, AT3G55770.5, AT3G55770.7, AT3G55770.2, AT2G39900.1
OG0001782	Ds_00002898-RA	AT4G25950.1, AT4G25950.2
OG0001782	Ds_00011336-RA	AT3G01390.2, AT3G01390.1, AT3G01390.3, AT3G01390.4, AT4G23710.1
OG0001783	Ds_00016417-RA	AT2G20000.1, AT2G20000.2
OG0001784	Ds_00004946-RA	AT5G55950.4, AT5G55950.3, AT5G55950.1, AT5G55950.2
OG0001784	Ds_00009813-RA	AT5G57100.4, AT5G57100.1, AT5G57100.2, AT5G57100.3
OG0001785	Ds_00000113-RA, Ds_00008879-RA	AT5G57010.1
OG0001786	Ds_00012397-RA, Ds_00004735-RA, Ds_00000931-RA	AT5G11720.1
OG0001787	Ds_00010127-RA	AT2G27150.1, AT2G27150.2, AT2G27150.4, AT2G27150.5, AT2G27150.3, AT2G27150.6, AT1G04580.1, AT5G20960.2, AT5G20960.1, AT3G43600.1
OG0001788	Ds_00001718-RA, Ds_00011784-RA	AT4G05590.3
OG0001789	Ds_00014781-RA	AT1G61050.1, AT1G61050.2, AT2G38152.1, AT5G01250.1, AT3G09020.1, AT2G38150.1
OG0001790	Ds_00007424-RA, Ds_00007421-RA, Ds_00011144-RA	AT1G32100.1, AT4G13660.1, AT4G13660.2
OG0001791	Ds_00011772-RA	AT5G55060.2, AT5G55060.3, AT5G55060.1
OG0001793	Ds_00006901-RA	AT3G51890.1, AT2G40060.1
OG0001793	Ds_00016327-RA	AT2G20760.1
