Orthogroup	D_spatulata.proteins	A_coerulea.proteins
OG0000859	Ds_00009626-RA, Ds_00002595-RA	Aqcoe1G164800.1.p
OG0000860	Ds_00011841-RA	Aqcoe7G222300.4.p, Aqcoe7G222300.10.p, Aqcoe7G222300.6.p, Aqcoe7G222300.7.p, Aqcoe7G222300.12.p, Aqcoe7G222300.5.p, Aqcoe7G222300.8.p, Aqcoe7G222300.13.p, Aqcoe7G222300.3.p, Aqcoe7G222300.9.p, Aqcoe7G222300.11.p, Aqcoe7G222300.2.p, Aqcoe7G222300.1.p
OG0000861	Ds_00011903-RA, Ds_00012505-RA	Aqcoe7G014800.1.p
OG0000862	Ds_00004755-RA	Aqcoe7G377300.2.p, Aqcoe7G377300.1.p, Aqcoe7G377300.3.p, Aqcoe5G375500.1.p
OG0000863	Ds_00007847-RA	Aqcoe1G095700.2.p, Aqcoe1G095700.3.p, Aqcoe1G095700.1.p, Aqcoe1G095800.1.p
OG0000864	Ds_00004076-RA	Aqcoe1G387800.1.p, Aqcoe1G387800.2.p
OG0000865	Ds_00016099-RA	Aqcoe1G185500.2.p, Aqcoe1G185500.3.p, Aqcoe1G185500.1.p
OG0000866	Ds_00000633-RA, Ds_00007182-RA	Aqcoe1G353700.2.p, Aqcoe1G353700.1.p
OG0000867	Ds_00004302-RA, Ds_00005160-RA	Aqcoe5G326100.3.p, Aqcoe5G326100.1.p, Aqcoe5G326100.2.p, Aqcoe5G326100.4.p
OG0000867	Ds_00016369-RA	Aqcoe5G075100.1.p
OG0000868	Ds_00013021-RA, Ds_00006245-RA	Aqcoe5G303000.2.p, Aqcoe5G303000.1.p, Aqcoe5G303000.3.p, Aqcoe5G303000.4.p
OG0000869	Ds_00016809-RA	Aqcoe3G437600.1.p
OG0000869	Ds_00009312-RA	Aqcoe3G008400.1.p
OG0000870	Ds_00005348-RA, Ds_00008441-RA, Ds_00010563-RA	Aqcoe3G342600.1.p
OG0000871	Ds_00015471-RA, Ds_00003290-RA	Aqcoe3G304200.1.p, Aqcoe3G304200.2.p, Aqcoe3G304200.4.p, Aqcoe3G304200.3.p
OG0000872	Ds_00015248-RA, Ds_00011061-RA, Ds_00010621-RA	Aqcoe3G378300.1.p, Aqcoe3G068000.2.p, Aqcoe3G068000.1.p
OG0000878	Ds_00013926-RA	Aqcoe2G042200.1.p, Aqcoe1G043100.1.p
OG0000878	Ds_00003515-RA, Ds_00014780-RA	Aqcoe7G258000.3.p, Aqcoe7G258000.1.p, Aqcoe7G258000.2.p
OG0000880	Ds_00006314-RA, Ds_00005958-RA	Aqcoe2G326700.1.p, Aqcoe2G329900.1.p, Aqcoe1G484700.1.p, Aqcoe1G488700.1.p, Aqcoe1G474300.1.p, Aqcoe1G488900.1.p
OG0000881	Ds_00003266-RA	Aqcoe1G475900.1.p
OG0000882	Ds_00014863-RA	Aqcoe2G429100.2.p, Aqcoe2G429100.1.p
OG0000883	Ds_00005721-RA, Ds_00009341-RA	Aqcoe2G428000.1.p
OG0000884	Ds_00002487-RA, Ds_00000594-RA	Aqcoe2G162900.1.p
OG0000884	Ds_00001542-RA	Aqcoe3G258500.1.p, Aqcoe3G258500.2.p
OG0000885	Ds_00015842-RA	Aqcoe7G320700.1.p
OG0000885	Ds_00008953-RA	Aqcoe2G301200.1.p
OG0000886	Ds_00016119-RA, Ds_00005306-RA, Ds_00016121-RA, Ds_00016543-RA	Aqcoe6G120800.2.p, Aqcoe6G120800.1.p, Aqcoe5G190500.2.p, Aqcoe5G190500.1.p, Aqcoe5G190500.4.p, Aqcoe5G190500.3.p
OG0000887	Ds_00005640-RA	Aqcoe7G008700.3.p, Aqcoe7G008700.1.p, Aqcoe7G008700.2.p
OG0000887	Ds_00014186-RA	Aqcoe6G002600.1.p, Aqcoe6G002600.2.p
OG0000888	Ds_00017700-RA	Aqcoe7G133500.2.p
OG0000889	Ds_00010676-RA, Ds_00013973-RA	Aqcoe4G248800.1.p, Aqcoe4G248800.6.p, Aqcoe4G248800.5.p, Aqcoe4G248800.4.p, Aqcoe4G248800.3.p, Aqcoe4G248800.2.p, Aqcoe4G249000.1.p, Aqcoe6G017900.1.p
OG0000890	Ds_00001202-RA	Aqcoe4G042700.4.p, Aqcoe4G042700.1.p, Aqcoe4G042700.2.p, Aqcoe4G042700.3.p
OG0000891	Ds_00015195-RA, Ds_00010839-RA	Aqcoe1G263200.1.p, Aqcoe1G263200.2.p, Aqcoe4G100500.1.p
OG0000892	Ds_00002828-RA	Aqcoe7G014600.1.p, Aqcoe7G014700.2.p, Aqcoe7G014700.1.p, Aqcoe7G014700.3.p, Aqcoe5G451500.1.p, Aqcoe4G279900.1.p
OG0000893	Ds_00002848-RA, Ds_00011644-RA	Aqcoe5G460000.1.p, Aqcoe7G009500.1.p
OG0000894	Ds_00011225-RA	Aqcoe7G232500.1.p
OG0000894	Ds_00007246-RA	Aqcoe7G385800.3.p, Aqcoe7G385800.1.p, Aqcoe7G385800.2.p
OG0000895	Ds_00017112-RA, Ds_00005683-RA	Aqcoe7G022300.1.p, Aqcoe7G022300.2.p, Aqcoe7G022400.1.p, Aqcoe7G022500.2.p, Aqcoe7G022500.3.p, Aqcoe7G022500.1.p
OG0000896	Ds_00012481-RA	Aqcoe7G027800.1.p
OG0000897	Ds_00016993-RA, Ds_00008226-RA, Ds_00008558-RA, Ds_00006523-RA	Aqcoe7G108800.1.p
OG0000898	Ds_00012602-RA, Ds_00005626-RA, Ds_00017688-RA	Aqcoe7G005400.1.p
OG0000899	Ds_00002509-RA	Aqcoe5G148000.1.p, Aqcoe5G148000.2.p
OG0000899	Ds_00012490-RA	Aqcoe7G024400.1.p
OG0000900	Ds_00001541-RA	Aqcoe7G345000.1.p, Aqcoe3G258000.1.p, Aqcoe3G258000.2.p
OG0000901	Ds_00000268-RA, Ds_00013055-RA	Aqcoe7G180700.2.p, Aqcoe7G180700.4.p, Aqcoe7G180700.3.p, Aqcoe7G180700.1.p, Aqcoe7G180700.5.p
OG0000902	Ds_00015380-RA	Aqcoe1G238800.1.p, Aqcoe1G238900.1.p, Aqcoe1G238700.1.p
OG0000903	Ds_00001659-RA, Ds_00010827-RA	Aqcoe1G483900.3.p, Aqcoe1G483900.1.p, Aqcoe1G483900.2.p
OG0000904	Ds_00002056-RA, Ds_00009121-RA	Aqcoe1G110900.1.p
OG0000905	Ds_00010256-RA	Aqcoe1G373700.3.p, Aqcoe1G373700.1.p, Aqcoe1G373700.2.p
OG0000905	Ds_00017188-RA	Aqcoe3G181000.1.p
OG0000906	Ds_00015439-RA	Aqcoe3G278400.1.p
OG0000907	Ds_00008411-RA, Ds_00009670-RA	Aqcoe1G439800.2.p, Aqcoe1G439800.1.p, Aqcoe1G439800.3.p, Aqcoe3G076500.1.p, Aqcoe3G076500.2.p
OG0000909	Ds_00005943-RA	Aqcoe1G199700.1.p
OG0000910	Ds_00001520-RA	Aqcoe5G251600.2.p, Aqcoe5G251600.3.p, Aqcoe5G251600.1.p, Aqcoe5G251600.4.p, Aqcoe5G251600.5.p
OG0000911	Ds_00000386-RA	Aqcoe3G421600.2.p, Aqcoe3G421600.3.p, Aqcoe3G421600.1.p, Aqcoe3G421700.4.p, Aqcoe3G421700.2.p, Aqcoe3G421700.1.p, Aqcoe3G421700.3.p
OG0000912	Ds_00017248-RA, Ds_00012430-RA, Ds_00016171-RA	Aqcoe3G085300.1.p
OG0000912	Ds_00015831-RA	Aqcoe3G333000.1.p
OG0000913	Ds_00009028-RA	Aqcoe3G294800.1.p, Aqcoe3G294800.2.p, Aqcoe3G294800.3.p, Aqcoe3G294800.4.p, Aqcoe3G294800.5.p
OG0000914	Ds_00008453-RA, Ds_00010519-RA, Ds_00013608-RA	Aqcoe3G360700.1.p, Aqcoe3G360700.3.p, Aqcoe3G360700.2.p
OG0000915	Ds_00017064-RA	Aqcoe3G128900.1.p, Aqcoe3G277400.1.p
OG0000920	Ds_00004623-RA, Ds_00006420-RA, Ds_00003178-RA	Aqcoe5G033500.1.p, Aqcoe5G033400.1.p, Aqcoe2G367000.1.p
OG0000921	Ds_00005777-RA	Aqcoe2G040100.1.p, Aqcoe2G040200.1.p, Aqcoe4G062200.1.p, Aqcoe4G062200.2.p
OG0000922	Ds_00006952-RA, Ds_00014099-RA	Aqcoe2G365400.1.p, Aqcoe2G365400.2.p, Aqcoe5G035500.2.p, Aqcoe5G035500.3.p, Aqcoe5G035500.1.p
OG0000924	Ds_00001369-RA	Aqcoe2G346600.4.p, Aqcoe2G346600.1.p, Aqcoe2G346600.2.p, Aqcoe2G346600.3.p, Aqcoe5G054100.3.p, Aqcoe5G054100.4.p, Aqcoe4G049800.1.p, Aqcoe5G054100.2.p, Aqcoe5G054100.1.p
OG0000925	Ds_00002799-RA, Ds_00009357-RA, Ds_00011682-RA	Aqcoe2G210900.1.p
OG0000926	Ds_00007535-RA, Ds_00013887-RA	Aqcoe4G048200.1.p, Aqcoe1G229100.1.p, Aqcoe2G002200.1.p, Aqcoe1G229100.2.p, Aqcoe1G229100.3.p
OG0000927	Ds_00001259-RA	Aqcoe2G122300.1.p
OG0000927	Ds_00002865-RA	Aqcoe7G001700.1.p
OG0000929	Ds_00014366-RA	Aqcoe5G364700.1.p
OG0000930	Ds_00005206-RA	Aqcoe7G427300.1.p
OG0000930	Ds_00007493-RA, Ds_00003571-RA	Aqcoe2G152800.1.p, Aqcoe5G179300.1.p
OG0000931	Ds_00011454-RA, Ds_00011455-RA	Aqcoe7G363200.1.p
OG0000932	Ds_00016749-RA, Ds_00016748-RA	Aqcoe2G002600.1.p
OG0000933	Ds_00004658-RA, Ds_00003141-RA, Ds_00006248-RA, Ds_00003651-RA	Aqcoe2G341800.1.p, Aqcoe5G057200.1.p
OG0000934	Ds_00014206-RA, Ds_00000822-RA	Aqcoe2G020400.2.p, Aqcoe2G020400.1.p
OG0000935	Ds_00017822-RA	Aqcoe6G217900.1.p
OG0000936	Ds_00008187-RA, Ds_00012291-RA	Aqcoe5G163800.2.p, Aqcoe5G163800.1.p
OG0000936	Ds_00003609-RA	Aqcoe6G157100.1.p
OG0000938	Ds_00013671-RA, Ds_00017404-RA, Ds_00002926-RA	Aqcoe6G016000.1.p, Aqcoe5G277700.1.p
OG0000939	Ds_00014300-RA	Aqcoe1G147100.1.p
OG0000939	Ds_00012163-RA	Aqcoe6G284800.1.p, Aqcoe6G284800.2.p
OG0000940	Ds_00015701-RA, Ds_00008351-RA, Ds_00016967-RA	Aqcoe6G278600.1.p, Aqcoe1G451700.1.p
OG0000941	Ds_00007388-RA, Ds_00007387-RA	Aqcoe6G221200.1.p, Aqcoe1G349500.1.p, Aqcoe1G005100.1.p
OG0000942	Ds_00013299-RA	Aqcoe7G027600.1.p, Aqcoe7G027600.3.p, Aqcoe7G027600.2.p, Aqcoe7G027600.4.p, Aqcoe7G027600.5.p
OG0000943	Ds_00000167-RA	Aqcoe6G040100.2.p, Aqcoe6G040100.1.p
OG0000944	Ds_00000360-RA, Ds_00011290-RA, Ds_00004536-RA, Ds_00005597-RA	Aqcoe6G127800.1.p
OG0000945	Ds_00005363-RA, Ds_00009400-RA	Aqcoe6G281400.1.p
OG0000946	Ds_00002827-RA, Ds_00011656-RA, Ds_00011653-RA, Ds_00016426-RA, Ds_00009666-RA, Ds_00011906-RA	Aqcoe4G240000.1.p, Aqcoe7G015000.1.p, Aqcoe7G015100.1.p, Aqcoe7G015200.1.p
OG0000947	Ds_00001693-RA	Aqcoe4G312400.7.p, Aqcoe4G312400.4.p, Aqcoe4G312400.6.p, Aqcoe4G312400.3.p, Aqcoe4G312400.5.p, Aqcoe4G312400.1.p, Aqcoe4G312400.2.p
OG0000947	Ds_00004433-RA	Aqcoe7G324000.6.p, Aqcoe7G324000.3.p, Aqcoe7G324000.5.p, Aqcoe7G324000.7.p, Aqcoe7G324000.2.p, Aqcoe7G324000.4.p, Aqcoe7G324000.1.p
OG0000948	Ds_00005118-RA	Aqcoe4G231700.2.p, Aqcoe4G231700.3.p, Aqcoe4G231700.1.p, Aqcoe4G231700.4.p, Aqcoe3G093800.2.p, Aqcoe3G093800.1.p
OG0000949	Ds_00010743-RA	Aqcoe5G373800.2.p
OG0000949	Ds_00009705-RA, Ds_00003843-RA	Aqcoe4G205200.1.p
OG0000950	Ds_00000096-RA, Ds_00016020-RA, Ds_00017725-RA, Ds_00010448-RA, Ds_00010447-RA	Aqcoe7G115200.1.p
OG0000952	Ds_00012676-RA, Ds_00005763-RA	Aqcoe1G046200.1.p
OG0000952	Ds_00005918-RA	Aqcoe3G414300.1.p, Aqcoe3G007900.1.p
OG0000953	Ds_00013868-RA, Ds_00009197-RA	Aqcoe1G164400.1.p
OG0000954	Ds_00000624-RA	Aqcoe1G073100.5.p, Aqcoe1G073100.1.p, Aqcoe1G073100.3.p, Aqcoe1G073000.3.p, Aqcoe1G146500.3.p, Aqcoe1G146500.2.p, Aqcoe1G073000.1.p, Aqcoe1G073000.2.p, Aqcoe1G146500.1.p, Aqcoe1G146500.4.p
OG0000955	Ds_00002021-RA, Ds_00013713-RA, Ds_00002020-RA, Ds_00005238-RA	Aqcoe1G134700.1.p
OG0000956	Ds_00014303-RA, Ds_00010022-RA	Aqcoe1G406800.4.p, Aqcoe1G406800.1.p, Aqcoe1G406800.3.p, Aqcoe1G406800.2.p
OG0000957	Ds_00001683-RA, Ds_00004940-RA	Aqcoe1G234100.1.p, Aqcoe1G306600.1.p
OG0000957	Ds_00007344-RA, Ds_00015877-RA	Aqcoe1G130700.1.p
OG0000958	Ds_00011532-RA, Ds_00001171-RA, Ds_00007566-RA	Aqcoe1G254200.1.p
OG0000959	Ds_00009424-RA	Aqcoe5G133200.1.p
OG0000960	Ds_00003520-RA, Ds_00001614-RA, Ds_00013551-RA, Ds_00012216-RA	Aqcoe5G160300.1.p
OG0000961	Ds_00013660-RA, Ds_00007077-RA, Ds_00006284-RA, Ds_00016928-RA	Aqcoe5G432400.1.p
OG0000962	Ds_00009293-RA	Aqcoe5G449200.3.p, Aqcoe5G449200.4.p, Aqcoe5G449200.2.p, Aqcoe5G449200.7.p, Aqcoe5G449200.6.p, Aqcoe5G449200.1.p, Aqcoe5G449200.5.p
OG0000963	Ds_00000508-RA, Ds_00000260-RA, Ds_00005457-RA, Ds_00002909-RA	Aqcoe5G304400.1.p
OG0000964	Ds_00011373-RA, Ds_00010701-RA	Aqcoe3G144400.2.p, Aqcoe3G144400.1.p, Aqcoe3G144400.3.p, Aqcoe5G400100.1.p
OG0000965	Ds_00004343-RA	Aqcoe3G316100.1.p
OG0000966	Ds_00006709-RA	Aqcoe3G025700.1.p, Aqcoe3G025900.1.p, Aqcoe3G026000.1.p
OG0000967	Ds_00006575-RA, Ds_00008424-RA	Aqcoe3G377700.8.p, Aqcoe3G377700.7.p, Aqcoe3G377700.5.p, Aqcoe3G377700.2.p, Aqcoe3G377700.1.p, Aqcoe3G377700.4.p, Aqcoe3G377700.3.p, Aqcoe3G377700.10.p, Aqcoe3G377700.9.p, Aqcoe3G377700.6.p
OG0000974	Ds_00001243-RA	Aqcoe2G164900.1.p
OG0000974	Ds_00008865-RA	Aqcoe7G433700.1.p
OG0000975	Ds_00000630-RA	Aqcoe7G218800.1.p, Aqcoe7G218800.2.p
OG0000976	Ds_00003086-RA, Ds_00006200-RA	Aqcoe2G320500.1.p
OG0000977	Ds_00001261-RA	Aqcoe2G106200.4.p, Aqcoe2G106200.1.p, Aqcoe2G106200.2.p, Aqcoe2G106200.3.p
OG0000978	Ds_00007993-RA	Aqcoe2G021300.4.p, Aqcoe2G021300.5.p, Aqcoe2G021300.1.p, Aqcoe2G021300.3.p, Aqcoe2G021300.2.p
OG0000979	Ds_00004629-RA	Aqcoe2G322700.3.p, Aqcoe2G322700.2.p, Aqcoe2G322700.1.p, Aqcoe5G066400.2.p, Aqcoe5G066400.1.p
OG0000980	Ds_00000771-RA	Aqcoe7G145400.1.p
OG0000980	Ds_00014396-RA	Aqcoe2G240600.1.p
OG0000982	Ds_00007038-RA	Aqcoe1G072100.1.p
OG0000982	Ds_00014884-RA	Aqcoe1G073600.1.p
OG0000983	Ds_00000154-RA	Aqcoe3G412000.2.p, Aqcoe3G412000.1.p
OG0000984	Ds_00006267-RA	Aqcoe5G039000.1.p, Aqcoe2G362500.1.p
OG0000984	Ds_00000194-RA, Ds_00000799-RA	Aqcoe7G129300.1.p
OG0000987	Ds_00001457-RA, Ds_00014484-RA, Ds_00000500-RA, Ds_00008902-RA	Aqcoe5G227800.1.p, Aqcoe6G207000.1.p
OG0000988	Ds_00000342-RA, Ds_00011292-RA	Aqcoe5G183500.1.p, Aqcoe6G129700.1.p
OG0000989	Ds_00008166-RA, Ds_00008165-RA	Aqcoe6G077900.2.p, Aqcoe6G077900.1.p, Aqcoe6G077800.1.p
OG0000989	Ds_00017867-RA, Ds_00011984-RA	Aqcoe5G125300.1.p
OG0000990	Ds_00012969-RA	Aqcoe5G098200.2.p, Aqcoe5G098200.1.p, Aqcoe5G098200.3.p, Aqcoe6G146000.1.p, Aqcoe6G146000.3.p, Aqcoe5G098200.4.p, Aqcoe6G146000.2.p, Aqcoe6G146000.5.p, Aqcoe6G146000.4.p, Aqcoe6G146000.6.p, Aqcoe6G146100.2.p, Aqcoe5G098100.1.p, Aqcoe6G146100.1.p
OG0000991	Ds_00008899-RA, Ds_00015999-RA	Aqcoe6G244200.1.p, Aqcoe6G244200.2.p
OG0000992	Ds_00011162-RA, Ds_00004410-RA, Ds_00011165-RA	Aqcoe1G214800.1.p, Aqcoe4G026800.1.p
OG0000992	Ds_00011050-RA	Aqcoe4G043500.1.p, Aqcoe4G043600.1.p
OG0000993	Ds_00006111-RA	Aqcoe4G280900.4.p, Aqcoe4G280900.3.p, Aqcoe4G280900.2.p, Aqcoe4G280900.1.p
OG0000993	Ds_00012828-RA	Aqcoe5G279600.1.p
OG0000994	Ds_00007244-RA, Ds_00016093-RA	Aqcoe7G336500.1.p, Aqcoe7G233000.2.p, Aqcoe7G233000.1.p, Aqcoe4G257000.1.p
OG0000995	Ds_00007969-RA, Ds_00016870-RA, Ds_00015085-RA	Aqcoe7G326900.2.p, Aqcoe7G326900.1.p, Aqcoe7G257600.2.p, Aqcoe7G257600.1.p
OG0000997	Ds_00012114-RA, Ds_00005809-RA	Aqcoe7G030600.1.p, Aqcoe1G428900.1.p
OG0000998	Ds_00012606-RA	Aqcoe7G004200.3.p, Aqcoe7G004200.1.p, Aqcoe7G004200.2.p
OG0000999	Ds_00002602-RA, Ds_00000656-RA	Aqcoe7G381700.1.p, Aqcoe7G381700.3.p, Aqcoe7G381700.2.p, Aqcoe7G178100.1.p, Aqcoe7G381700.4.p
OG0001000	Ds_00002747-RA	Aqcoe7G294200.1.p, Aqcoe7G294200.2.p
OG0001001	Ds_00002824-RA, Ds_00011658-RA	Aqcoe7G015900.2.p, Aqcoe7G015900.1.p
OG0001002	Ds_00015777-RA	Aqcoe0278s0003.1.p
OG0001002	Ds_00009825-RA	Aqcoe7G293500.1.p
OG0001003	Ds_00015610-RA, Ds_00006597-RA	Aqcoe7G118700.1.p, Aqcoe7G118900.1.p, Aqcoe7G118800.1.p, Aqcoe7G118600.1.p, Aqcoe1G422300.1.p, Aqcoe1G422300.2.p, Aqcoe1G422200.1.p
OG0001004	Ds_00004091-RA, Ds_00000833-RA, Ds_00012893-RA, Ds_00017687-RA	Aqcoe7G403100.5.p, Aqcoe7G403100.2.p, Aqcoe7G403100.4.p, Aqcoe7G403100.1.p, Aqcoe7G403100.3.p, Aqcoe7G354400.2.p, Aqcoe7G354400.3.p, Aqcoe7G354400.1.p, Aqcoe3G319800.2.p, Aqcoe3G319800.4.p, Aqcoe3G319800.5.p, Aqcoe3G319800.6.p, Aqcoe7G354400.4.p, Aqcoe3G319800.12.p, Aqcoe3G319800.8.p, Aqcoe3G319800.14.p, Aqcoe3G319800.13.p, Aqcoe3G319800.11.p, Aqcoe3G319800.7.p, Aqcoe3G319800.10.p, Aqcoe3G319800.1.p, Aqcoe3G319800.3.p, Aqcoe3G319800.9.p
OG0001005	Ds_00013287-RA, Ds_00015166-RA, Ds_00004591-RA	Aqcoe7G036200.1.p
OG0001006	Ds_00000691-RA	Aqcoe7G210900.1.p, Aqcoe7G210900.3.p, Aqcoe7G210900.2.p
OG0001007	Ds_00003569-RA, Ds_00017729-RA	Aqcoe7G038300.1.p, Aqcoe7G038300.2.p
OG0001008	Ds_00012564-RA, Ds_00015856-RA, Ds_00001269-RA	Aqcoe7G023100.2.p, Aqcoe7G023100.3.p, Aqcoe7G023100.1.p, Aqcoe7G023100.4.p, Aqcoe5G440700.1.p
OG0001010	Ds_00002697-RA	Aqcoe1G004400.2.p, Aqcoe1G004400.1.p
OG0001011	Ds_00004121-RA	Aqcoe1G145600.4.p, Aqcoe1G145600.2.p, Aqcoe1G145600.1.p
OG0001012	Ds_00013154-RA	Aqcoe1G400800.2.p, Aqcoe1G400800.3.p, Aqcoe1G400800.1.p
OG0001012	Ds_00014607-RA	Aqcoe3G443600.1.p, Aqcoe3G443400.1.p, Aqcoe3G443400.2.p
OG0001013	Ds_00017676-RA, Ds_00011588-RA	Aqcoe1G418500.1.p
OG0001014	Ds_00004246-RA	Aqcoe1G176500.1.p
OG0001015	Ds_00014583-RA	Aqcoe1G140900.3.p, Aqcoe1G140900.1.p, Aqcoe1G140900.4.p, Aqcoe1G140900.2.p, Aqcoe1G140900.5.p, Aqcoe1G140900.6.p
OG0001017	Ds_00014861-RA, Ds_00001193-RA, Ds_00017436-RA, Ds_00001807-RA, Ds_00007548-RA	Aqcoe1G240000.1.p
OG0001018	Ds_00012261-RA, Ds_00009509-RA, Ds_00016224-RA	Aqcoe1G275500.2.p, Aqcoe1G275500.6.p, Aqcoe1G275500.1.p, Aqcoe1G275500.3.p
OG0001019	Ds_00006066-RA	Aqcoe1G060600.2.p, Aqcoe1G060600.1.p, Aqcoe5G460600.1.p
OG0001020	Ds_00010599-RA, Ds_00004783-RA	Aqcoe5G346900.1.p
OG0001021	Ds_00003255-RA, Ds_00005017-RA, Ds_00012359-RA, Ds_00001036-RA, Ds_00012085-RA	Aqcoe5G293900.1.p
OG0001022	Ds_00002478-RA, Ds_00000621-RA, Ds_00000579-RA	Aqcoe3G399600.1.p
OG0001023	Ds_00008133-RA, Ds_00010252-RA, Ds_00010251-RA	Aqcoe3G255300.1.p
OG0001023	Ds_00009877-RA	Aqcoe3G255700.2.p, Aqcoe3G255700.1.p
OG0001024	Ds_00009130-RA, Ds_00004238-RA, Ds_00012729-RA	Aqcoe3G369200.1.p, Aqcoe3G369200.2.p, Aqcoe3G369200.3.p
OG0001025	Ds_00016122-RA, Ds_00016539-RA	Aqcoe3G014700.1.p
OG0001026	Ds_00006892-RA, Ds_00003557-RA	Aqcoe3G078700.1.p, Aqcoe3G078700.3.p, Aqcoe3G078700.2.p
OG0001028	Ds_00000391-RA	Aqcoe3G412100.2.p, Aqcoe3G412100.1.p
OG0001029	Ds_00009138-RA, Ds_00008432-RA, Ds_00010513-RA, Ds_00013063-RA	Aqcoe3G365400.1.p
OG0001037	Ds_00014658-RA, Ds_00005000-RA, Ds_00003249-RA	Aqcoe2G432200.1.p, Aqcoe2G432200.2.p
OG0001038	Ds_00007843-RA	Aqcoe2G103900.1.p, Aqcoe2G104000.4.p, Aqcoe2G104000.5.p, Aqcoe2G104000.3.p, Aqcoe2G104000.2.p, Aqcoe2G104000.1.p
OG0001038	Ds_00010339-RA	Aqcoe1G083500.1.p, Aqcoe2G255800.1.p
OG0001039	Ds_00005204-RA, Ds_00004108-RA	Aqcoe2G167300.1.p
OG0001039	Ds_00010300-RA	Aqcoe1G488100.3.p, Aqcoe1G488100.4.p, Aqcoe1G488100.2.p, Aqcoe2G318500.2.p, Aqcoe2G318500.1.p
OG0001040	Ds_00015823-RA	Aqcoe3G322700.2.p, Aqcoe3G322700.1.p
OG0001040	Ds_00009508-RA	Aqcoe1G414300.1.p, Aqcoe1G414300.2.p, Aqcoe2G089500.3.p, Aqcoe2G089500.1.p, Aqcoe2G089500.2.p
OG0001041	Ds_00010087-RA	Aqcoe1G108800.1.p, Aqcoe2G222400.1.p, Aqcoe2G222400.2.p
OG0001042	Ds_00007499-RA, Ds_00003280-RA, Ds_00016768-RA	Aqcoe1G464100.1.p, Aqcoe2G147900.1.p
OG0001043	Ds_00014471-RA, Ds_00001454-RA, Ds_00001455-RA, Ds_00014472-RA, Ds_00014473-RA	Aqcoe5G395800.1.p, Aqcoe5G396000.1.p, Aqcoe4G060000.1.p
OG0001043	Ds_00011807-RA, Ds_00004712-RA	Aqcoe2G305200.2.p, Aqcoe2G305200.1.p
OG0001044	Ds_00010274-RA, Ds_00005990-RA, Ds_00012237-RA	Aqcoe2G144500.1.p, Aqcoe1G140100.1.p
OG0001045	Ds_00000948-RA	Aqcoe5G088100.6.p, Aqcoe5G088100.1.p, Aqcoe5G088100.2.p, Aqcoe5G088100.5.p, Aqcoe5G088100.3.p, Aqcoe5G088100.4.p, Aqcoe5G088100.7.p
OG0001045	Ds_00003893-RA	Aqcoe2G294100.3.p, Aqcoe2G294100.2.p, Aqcoe2G294100.1.p
OG0001046	Ds_00012306-RA, Ds_00001177-RA	Aqcoe2G093100.2.p, Aqcoe2G093100.1.p, Aqcoe1G419400.2.p
OG0001046	Ds_00012912-RA	Aqcoe1G252300.2.p, Aqcoe1G252300.1.p
OG0001047	Ds_00014958-RA	Aqcoe3G319200.1.p
OG0001047	Ds_00010351-RA	Aqcoe2G146900.1.p
OG0001049	Ds_00011574-RA, Ds_00008294-RA, Ds_00011573-RA, Ds_00008293-RA, Ds_00008292-RA	Aqcoe6G148400.1.p, Aqcoe6G148300.1.p, Aqcoe6G148700.1.p, Aqcoe6G149700.1.p, Aqcoe6G149500.1.p, Aqcoe6G149400.1.p
OG0001050	Ds_00013216-RA	Aqcoe6G212100.2.p, Aqcoe6G212100.3.p, Aqcoe6G212100.1.p
OG0001051	Ds_00012186-RA	Aqcoe1G389600.1.p, Aqcoe6G056100.2.p, Aqcoe6G056100.8.p, Aqcoe6G056100.12.p, Aqcoe6G056100.4.p, Aqcoe6G056100.11.p, Aqcoe6G056100.7.p, Aqcoe6G056100.16.p, Aqcoe6G056100.14.p, Aqcoe6G056100.1.p, Aqcoe6G056100.23.p, Aqcoe6G056100.20.p, Aqcoe6G056100.21.p, Aqcoe6G056100.22.p, Aqcoe6G056100.19.p, Aqcoe6G056100.15.p, Aqcoe6G056100.6.p, Aqcoe6G056100.10.p, Aqcoe6G056100.5.p, Aqcoe6G056100.13.p, Aqcoe6G056100.9.p, Aqcoe6G056100.3.p, Aqcoe6G056100.17.p, Aqcoe6G056100.18.p
OG0001052	Ds_00008182-RA, Ds_00003508-RA, Ds_00003277-RA, Ds_00006995-RA	Aqcoe6G005000.1.p, Aqcoe6G005200.1.p, Aqcoe6G005300.1.p
OG0001052	Ds_00001312-RA, Ds_00004008-RA, Ds_00003714-RA, Ds_00017096-RA, Ds_00003998-RA	Aqcoe6G005100.1.p
OG0001054	Ds_00010958-RA, Ds_00003593-RA	Aqcoe6G079200.1.p, Aqcoe6G079300.1.p, Aqcoe6G079400.1.p
OG0001055	Ds_00007860-RA, Ds_00016525-RA, Ds_00016614-RA	Aqcoe6G123100.1.p, Aqcoe6G123300.1.p, Aqcoe6G123400.1.p
OG0001056	Ds_00006991-RA	Aqcoe3G423700.1.p
OG0001056	Ds_00003334-RA	Aqcoe6G034700.1.p
OG0001057	Ds_00001605-RA	Aqcoe5G163000.1.p, Aqcoe6G156300.1.p
OG0001058	Ds_00009009-RA	Aqcoe6G076200.1.p
