Orthogroup	V_vinifera.proteins	L_sativa.proteins
OG0001631	VIT_200s2608g00010.1	Lsat_1_v5_gn_2_51020.3, Lsat_1_v5_gn_2_51020.2, Lsat_1_v5_gn_2_51020.1, Lsat_1_v5_gn_6_19721.1, Lsat_1_v5_gn_5_50320.2, Lsat_1_v5_gn_1_75781.1, Lsat_1_v5_gn_8_77880.1, Lsat_1_v5_gn_3_45960.3, Lsat_1_v5_gn_8_11001.3, Lsat_1_v5_gn_9_51000.3, Lsat_1_v5_gn_5_861.2, Lsat_1_v5_gn_3_45960.1, Lsat_1_v5_gn_8_11001.1, Lsat_1_v5_gn_9_51000.1, Lsat_1_v5_gn_5_861.1, Lsat_1_v5_gn_5_50320.1
OG0001632	VIT_213s0019g04010.1, VIT_213s0019g04010.3, VIT_213s0019g04010.2	Lsat_1_v5_gn_2_113740.1
OG0001633	VIT_207s0031g00190.1	Lsat_1_v5_gn_2_85720.1, Lsat_1_v5_gn_4_164580.1, Lsat_1_v5_gn_3_89921.1
OG0001633	VIT_218s0001g10150.1	Lsat_1_v5_gn_1_21881.2, Lsat_1_v5_gn_1_21881.1, Lsat_1_v5_gn_4_127080.1
OG0001634	VIT_212s0035g01100.2, VIT_212s0035g01100.1	Lsat_1_v5_gn_9_119641.3, Lsat_1_v5_gn_9_119641.1
OG0001634	VIT_206s0004g08290.1, VIT_208s0056g00510.1	Lsat_1_v5_gn_9_39781.1, Lsat_1_v5_gn_9_39781.3, Lsat_1_v5_gn_2_106941.2, Lsat_1_v5_gn_2_106941.1, Lsat_1_v5_gn_8_109621.1, Lsat_1_v5_gn_8_109621.3
OG0001635	VIT_218s0001g11355.1	Lsat_1_v5_gn_1_97781.1, Lsat_1_v5_gn_1_43600.2, Lsat_1_v5_gn_1_43600.3, Lsat_1_v5_gn_1_43600.1, Lsat_1_v5_gn_1_43540.1, Lsat_1_v5_gn_5_32880.2, Lsat_1_v5_gn_5_32880.1, Lsat_1_v5_gn_3_109740.2, Lsat_1_v5_gn_3_109740.1, Lsat_1_v5_gn_1_43960.1, Lsat_1_v5_gn_1_43960.3, Lsat_1_v5_gn_1_43660.1, Lsat_1_v5_gn_5_32880.4
OG0001636	VIT_208s0007g03210.1, VIT_208s0007g03210.4, VIT_208s0007g03210.3, VIT_208s0007g03210.2	Lsat_1_v5_gn_8_77420.3, Lsat_1_v5_gn_8_77420.1, Lsat_1_v5_gn_5_165000.1, Lsat_1_v5_gn_5_165000.2
OG0001637	VIT_218s0001g11300.1	Lsat_1_v5_gn_1_19221.1, Lsat_1_v5_gn_1_19221.3, Lsat_1_v5_gn_4_123240.1
OG0001637	VIT_203s0038g03540.3, VIT_203s0038g03540.1, VIT_203s0038g03540.2	Lsat_1_v5_gn_4_70741.1, Lsat_1_v5_gn_4_70660.1, Lsat_1_v5_gn_4_70620.1
OG0001638	VIT_212s0034g01790.2, VIT_212s0034g01790.5, VIT_212s0034g01790.4, VIT_212s0034g01790.1, VIT_212s0034g01790.3	Lsat_1_v5_gn_9_119221.1, Lsat_1_v5_gn_9_119221.2, Lsat_1_v5_gn_9_119221.3, Lsat_1_v5_gn_5_105121.1, Lsat_1_v5_gn_5_105121.3
OG0001639	VIT_206s0004g08050.2, VIT_206s0004g08050.3, VIT_206s0004g08050.1, VIT_206s0004g08050.4, VIT_206s0004g08050.6, VIT_206s0004g08050.7, VIT_206s0004g08050.5	Lsat_1_v5_gn_8_109320.1, Lsat_1_v5_gn_9_13861.6
OG0001640	VIT_218s0001g08490.2, VIT_218s0001g08490.1, VIT_218s0001g08490.5, VIT_218s0001g08490.3, VIT_218s0001g08490.4	Lsat_1_v5_gn_9_80260.3, Lsat_1_v5_gn_9_80260.1, Lsat_1_v5_gn_6_108361.1
OG0001641	VIT_219s0090g00460.1	Lsat_1_v5_gn_7_92181.1, Lsat_1_v5_gn_9_93860.3, Lsat_1_v5_gn_9_93860.1
OG0001642	VIT_207s0141g00250.1	Lsat_1_v5_gn_5_48440.1, Lsat_1_v5_gn_5_48440.3
OG0001643	VIT_200s0601g00030.4	Lsat_1_v5_gn_3_86821.1
OG0001644	VIT_211s0037g00750.1, VIT_211s0037g00750.3, VIT_211s0037g00750.2	Lsat_1_v5_gn_7_49601.1
OG0001645	VIT_212s0059g01130.1	Lsat_1_v5_gn_9_106720.3, Lsat_1_v5_gn_9_106720.1, Lsat_1_v5_gn_9_106720.2, Lsat_1_v5_gn_9_107540.3, Lsat_1_v5_gn_9_107540.1
OG0001646	VIT_207s0104g00200.4, VIT_207s0104g00200.2, VIT_207s0104g00200.7, VIT_207s0104g00200.6, VIT_207s0104g00200.5, VIT_207s0104g00200.1, VIT_207s0104g00200.3	Lsat_1_v5_gn_5_190120.1, Lsat_1_v5_gn_5_190180.1, Lsat_1_v5_gn_5_190180.2, Lsat_1_v5_gn_5_190081.1
OG0001647	VIT_215s0048g02740.3, VIT_215s0048g02740.2, VIT_215s0048g02740.1, VIT_215s0048g02740.4	Lsat_1_v5_gn_4_31741.1, Lsat_1_v5_gn_4_31741.3
OG0001647	VIT_210s0003g04020.5, VIT_210s0003g04020.6, VIT_210s0003g04020.4, VIT_210s0003g04020.1, VIT_210s0003g04020.2, VIT_210s0003g04020.7, VIT_210s0003g04020.3	Lsat_1_v5_gn_7_27541.1, Lsat_1_v5_gn_7_27541.3
OG0001648	VIT_200s0186g00020.1, VIT_200s0186g00080.1, VIT_200s0186g00020.2, VIT_200s0186g00080.2, VIT_212s0059g01310.1, VIT_212s0059g01310.2	Lsat_1_v5_gn_8_89420.3, Lsat_1_v5_gn_8_89420.1
OG0001649	VIT_213s0019g04860.6, VIT_213s0019g04860.5, VIT_213s0019g04860.4, VIT_213s0019g04860.1, VIT_213s0019g04860.2, VIT_213s0019g04860.8, VIT_213s0019g04860.7, VIT_213s0019g04860.3	Lsat_1_v5_gn_8_20841.2, Lsat_1_v5_gn_8_20841.3, Lsat_1_v5_gn_8_20841.1
OG0001650	VIT_207s0141g00870.1, VIT_207s0141g00840.1, VIT_207s0141g00930.1	Lsat_1_v5_gn_9_13261.2, Lsat_1_v5_gn_9_13261.1
OG0001650	VIT_212s0059g02600.1, VIT_212s0059g02590.1, VIT_212s0059g02620.1, VIT_212s0059g02580.1	Lsat_1_v5_gn_0_41221.2, Lsat_1_v5_gn_0_41221.1, Lsat_1_v5_gn_9_118840.1, Lsat_1_v5_gn_9_119440.1, Lsat_1_v5_gn_9_118880.1
OG0001651	VIT_210s0116g00400.1	Lsat_1_v5_gn_4_64021.2, Lsat_1_v5_gn_4_64021.3, Lsat_1_v5_gn_4_64021.1
OG0001651	VIT_219s0015g00760.2, VIT_219s0015g00760.3, VIT_219s0015g00760.1, VIT_219s0015g00760.4, VIT_219s0015g00760.5, VIT_219s0015g00760.6	Lsat_1_v5_gn_9_88901.1
OG0001652	VIT_212s0057g00420.1, VIT_212s0057g00420.3, VIT_212s0057g00420.2, VIT_210s0405g00040.3, VIT_210s0405g00040.2, VIT_210s0405g00040.1	Lsat_1_v5_gn_7_96001.2, Lsat_1_v5_gn_7_96001.1, Lsat_1_v5_gn_9_104481.1, Lsat_1_v5_gn_9_104441.1, Lsat_1_v5_gn_9_104401.1, Lsat_1_v5_gn_5_123120.1
OG0001653	VIT_216s0013g01355.1	Lsat_1_v5_gn_8_1020.1, Lsat_1_v5_gn_8_1020.2, Lsat_1_v5_gn_5_23900.3, Lsat_1_v5_gn_7_10461.1, Lsat_1_v5_gn_3_100060.1, Lsat_1_v5_gn_5_23900.1, Lsat_1_v5_gn_4_101520.1, Lsat_1_v5_gn_4_101520.3, Lsat_1_v5_gn_8_30880.3, Lsat_1_v5_gn_3_19400.1, Lsat_1_v5_gn_5_23900.5, Lsat_1_v5_gn_7_10461.4, Lsat_1_v5_gn_3_4241.3, Lsat_1_v5_gn_3_99921.1
OG0001654	VIT_217s0000g07520.2, VIT_217s0000g07520.1	Lsat_1_v5_gn_4_74340.1
OG0001655	VIT_202s0025g04150.2, VIT_202s0025g04150.3, VIT_202s0025g04150.1	Lsat_1_v5_gn_3_5281.1
OG0001655	VIT_215s0048g02030.1	Lsat_1_v5_gn_7_5561.1, Lsat_1_v5_gn_7_5561.3, Lsat_1_v5_gn_3_136160.1
OG0001656	VIT_211s0016g00490.2, VIT_211s0016g00490.1, VIT_211s0016g00490.3	Lsat_1_v5_gn_5_139061.3, Lsat_1_v5_gn_5_139061.1
OG0001658	VIT_209s0070g00060.1	Lsat_1_v5_gn_4_87021.2, Lsat_1_v5_gn_4_87021.1, Lsat_1_v5_gn_1_32101.1
OG0001658	VIT_204s0008g05850.2, VIT_204s0008g05850.1	Lsat_1_v5_gn_1_42601.4, Lsat_1_v5_gn_6_19540.1
OG0001659	VIT_202s0241g00080.1	Lsat_1_v5_gn_6_9780.1, Lsat_1_v5_gn_6_9780.2, Lsat_1_v5_gn_3_3840.1, Lsat_1_v5_gn_7_7001.2, Lsat_1_v5_gn_7_7001.1
OG0001660	VIT_211s0037g00080.1, VIT_211s0037g00080.2, VIT_211s0037g00080.3	Lsat_1_v5_gn_4_87060.1, Lsat_1_v5_gn_4_87060.2, Lsat_1_v5_gn_1_32120.3, Lsat_1_v5_gn_1_32120.1, Lsat_1_v5_gn_1_32120.2, Lsat_1_v5_gn_5_8180.2, Lsat_1_v5_gn_5_8180.1
OG0001661	VIT_211s0052g01160.1	Lsat_1_v5_gn_5_39921.3, Lsat_1_v5_gn_5_39921.1
OG0001661	VIT_211s0206g00060.2, VIT_211s0206g00060.1	Lsat_1_v5_gn_8_61160.2, Lsat_1_v5_gn_8_61160.1, Lsat_1_v5_gn_5_90980.2, Lsat_1_v5_gn_5_90980.1
OG0001662	VIT_204s0069g00870.1	Lsat_1_v5_gn_5_61021.1
OG0001663	VIT_204s0008g01460.5, VIT_204s0008g01460.4, VIT_204s0008g01460.2, VIT_204s0008g01460.3, VIT_204s0008g01460.6, VIT_204s0008g01460.1, VIT_204s0008g01460.7	Lsat_1_v5_gn_7_60780.3, Lsat_1_v5_gn_7_60780.1
OG0001663	VIT_211s0016g01690.3, VIT_211s0016g01690.1, VIT_211s0016g01690.2	Lsat_1_v5_gn_7_34780.1
OG0001664	VIT_216s0022g02240.1, VIT_216s0022g02240.2, VIT_216s0022g02270.2, VIT_216s0022g02270.1, VIT_216s0022g02270.3, VIT_216s0022g02250.1	Lsat_1_v5_gn_9_53541.1, Lsat_1_v5_gn_9_53541.3, Lsat_1_v5_gn_2_130100.2, Lsat_1_v5_gn_2_130100.1
OG0001665	VIT_213s0067g03550.2, VIT_213s0067g03550.3, VIT_213s0067g03550.1	Lsat_1_v5_gn_2_115260.3, Lsat_1_v5_gn_2_115260.1
OG0001666	VIT_216s0050g00600.1	Lsat_1_v5_gn_9_55340.1
OG0001667	VIT_215s0046g02530.1, VIT_215s0046g02530.3, VIT_215s0046g02530.4, VIT_215s0046g02530.2	Lsat_1_v5_gn_3_137080.3, Lsat_1_v5_gn_3_137080.1, Lsat_1_v5_gn_7_4700.1
OG0001668	VIT_209s0002g00960.2, VIT_209s0002g00960.1	Lsat_1_v5_gn_4_92761.3, Lsat_1_v5_gn_4_92761.1
OG0001668	VIT_211s0016g00810.4, VIT_211s0016g00810.3, VIT_211s0016g00810.5, VIT_211s0016g00810.1, VIT_211s0016g00810.2	Lsat_1_v5_gn_8_85660.1, Lsat_1_v5_gn_8_85660.2, Lsat_1_v5_gn_5_139861.1, Lsat_1_v5_gn_5_139861.3
OG0001669	VIT_205s0077g01790.2, VIT_205s0077g01790.1	Lsat_1_v5_gn_6_76180.3, Lsat_1_v5_gn_6_76180.5
OG0001669	VIT_209s0002g00990.2, VIT_209s0002g00990.1	Lsat_1_v5_gn_4_92880.2, Lsat_1_v5_gn_4_92880.1, Lsat_1_v5_gn_5_115820.4, Lsat_1_v5_gn_5_115820.1
OG0001670	VIT_213s0019g04610.2, VIT_213s0019g04610.1, VIT_213s0019g04610.3	Lsat_1_v5_gn_2_112840.2, Lsat_1_v5_gn_2_112840.1, Lsat_1_v5_gn_8_20520.1
OG0001670	VIT_208s0040g01580.1	Lsat_1_v5_gn_4_137281.1
OG0001671	VIT_212s0028g03340.2, VIT_212s0028g03340.1	Lsat_1_v5_gn_1_124381.1, Lsat_1_v5_gn_1_124381.3, Lsat_1_v5_gn_7_20960.1, Lsat_1_v5_gn_7_20960.2, Lsat_1_v5_gn_7_20960.3
OG0001672	VIT_212s0028g00400.5, VIT_212s0028g00400.4, VIT_212s0028g00400.1	Lsat_1_v5_gn_3_34861.3, Lsat_1_v5_gn_3_34861.1, Lsat_1_v5_gn_3_35021.4, Lsat_1_v5_gn_3_35021.1, Lsat_1_v5_gn_3_35101.1, Lsat_1_v5_gn_3_35101.4, Lsat_1_v5_gn_4_27061.3, Lsat_1_v5_gn_4_27061.2, Lsat_1_v5_gn_4_27061.1
OG0001672	VIT_212s0028g00400.3, VIT_212s0028g00400.2	Lsat_1_v5_gn_3_35021.3
OG0001674	VIT_208s0040g01230.1, VIT_208s0040g01220.1, VIT_208s0040g01220.3, VIT_208s0040g01220.2	Lsat_1_v5_gn_5_155800.1
OG0001674	VIT_217s0000g02420.1, VIT_217s0000g02420.3, VIT_217s0000g02420.2	Lsat_1_v5_gn_2_14960.1
OG0001675	VIT_213s0073g00170.1, VIT_213s0073g00170.2, VIT_213s0073g00170.3, VIT_213s0073g00170.4	Lsat_1_v5_gn_8_21741.1, Lsat_1_v5_gn_8_21741.2, Lsat_1_v5_gn_3_53181.3, Lsat_1_v5_gn_3_53181.1
OG0001675	VIT_208s0007g02340.1	Lsat_1_v5_gn_6_35461.3, Lsat_1_v5_gn_6_35461.2, Lsat_1_v5_gn_6_35461.1
OG0001676	VIT_215s0021g01420.1, VIT_215s0021g01420.2, VIT_200s0620g00020.1	Lsat_1_v5_gn_6_94060.2, Lsat_1_v5_gn_6_94060.1, Lsat_1_v5_gn_6_68740.3, Lsat_1_v5_gn_6_68740.1, Lsat_1_v5_gn_6_68740.2
OG0001677	VIT_210s0003g04070.5, VIT_210s0003g04070.3, VIT_210s0003g04070.1, VIT_210s0003g04070.2, VIT_210s0003g04070.4	Lsat_1_v5_gn_4_29840.1
OG0001678	VIT_210s0003g04650.2, VIT_210s0003g04650.1	Lsat_1_v5_gn_1_117081.1, Lsat_1_v5_gn_1_117081.2
OG0001679	VIT_213s0067g02041.1	Lsat_1_v5_gn_8_13281.1
OG0001680	VIT_210s0003g02690.8, VIT_210s0003g02690.6, VIT_210s0003g02690.1, VIT_200s0160g00062.1, VIT_210s0003g02690.7, VIT_210s0003g02690.3, VIT_210s0003g02690.5, VIT_210s0003g02690.2, VIT_210s0003g02690.4	Lsat_1_v5_gn_7_30960.3, Lsat_1_v5_gn_7_30960.1, Lsat_1_v5_gn_4_28020.1
OG0001681	VIT_212s0142g00700.1, VIT_212s0034g00240.1, VIT_212s0034g00750.1	Lsat_1_v5_gn_9_110601.1, Lsat_1_v5_gn_5_109501.3, Lsat_1_v5_gn_5_109501.1, Lsat_1_v5_gn_7_78081.1, Lsat_1_v5_gn_7_78081.3, Lsat_1_v5_gn_9_116481.3, Lsat_1_v5_gn_9_116481.1
OG0001681	VIT_218s0001g03960.1	Lsat_1_v5_gn_4_135540.2, Lsat_1_v5_gn_4_135540.1
OG0001682	VIT_203s0063g01860.1, VIT_203s0063g01850.1, VIT_203s0063g01820.1, VIT_203s0063g01830.1	Lsat_1_v5_gn_3_26481.1, Lsat_1_v5_gn_7_88460.1, Lsat_1_v5_gn_5_117261.1, Lsat_1_v5_gn_5_117301.1
OG0001682	VIT_218s0001g11630.1	Lsat_1_v5_gn_4_122741.1, Lsat_1_v5_gn_4_122621.1, Lsat_1_v5_gn_1_19560.1
OG0001683	VIT_202s0025g02040.1	Lsat_1_v5_gn_6_83361.3, Lsat_1_v5_gn_6_83361.2, Lsat_1_v5_gn_6_83361.1, Lsat_1_v5_gn_3_40061.1, Lsat_1_v5_gn_5_82800.1, Lsat_1_v5_gn_9_112141.1
OG0001684	VIT_212s0035g00930.1, VIT_212s0035g00945.1	Lsat_1_v5_gn_9_120281.1, Lsat_1_v5_gn_9_120281.2, Lsat_1_v5_gn_9_120281.5, Lsat_1_v5_gn_9_120520.3, Lsat_1_v5_gn_9_120520.1, Lsat_1_v5_gn_9_120321.1, Lsat_1_v5_gn_9_120321.2
OG0001685	VIT_205s0051g00060.1	Lsat_1_v5_gn_2_41820.1, Lsat_1_v5_gn_3_99000.1, Lsat_1_v5_gn_6_61721.3, Lsat_1_v5_gn_6_61721.1
OG0001685	VIT_207s0005g04800.1	Lsat_1_v5_gn_9_11920.1, Lsat_1_v5_gn_5_179241.1, Lsat_1_v5_gn_8_90501.1
OG0001686	VIT_205s0020g04850.3, VIT_205s0020g04850.4, VIT_205s0020g04850.1, VIT_205s0020g04850.2	Lsat_1_v5_gn_3_125500.1, Lsat_1_v5_gn_3_125500.3, Lsat_1_v5_gn_3_125500.4
OG0001686	VIT_207s0141g00760.1	Lsat_1_v5_gn_8_91560.3, Lsat_1_v5_gn_8_91560.1
OG0001687	VIT_218s0001g12350.3, VIT_218s0001g12350.2, VIT_218s0001g12350.1	Lsat_1_v5_gn_4_117960.3, Lsat_1_v5_gn_4_117960.1, Lsat_1_v5_gn_4_117960.2
OG0001688	VIT_219s0014g05310.1	Lsat_1_v5_gn_8_87660.4, Lsat_1_v5_gn_8_87660.1, Lsat_1_v5_gn_8_87660.2, Lsat_1_v5_gn_8_87660.3, Lsat_1_v5_gn_7_37081.1, Lsat_1_v5_gn_7_37081.2, Lsat_1_v5_gn_5_142520.3, Lsat_1_v5_gn_5_142520.2, Lsat_1_v5_gn_5_142520.1
OG0001689	VIT_214s0066g01290.1	Lsat_1_v5_gn_4_182341.2, Lsat_1_v5_gn_4_182341.1, Lsat_1_v5_gn_2_92160.3, Lsat_1_v5_gn_2_92160.1
OG0001689	VIT_207s0104g00400.3, VIT_207s0104g00400.4, VIT_207s0104g00400.1, VIT_207s0104g00400.2	Lsat_1_v5_gn_9_4501.5, Lsat_1_v5_gn_9_4501.4, Lsat_1_v5_gn_9_4501.2
OG0001690	VIT_218s0001g03680.2, VIT_218s0001g03680.1, VIT_218s0001g03680.3	Lsat_1_v5_gn_1_8300.3, Lsat_1_v5_gn_1_8300.1, Lsat_1_v5_gn_6_112781.3, Lsat_1_v5_gn_6_112781.1, Lsat_1_v5_gn_6_112781.2
OG0001691	VIT_207s0005g04940.3, VIT_207s0005g04940.4, VIT_207s0005g04940.2, VIT_207s0005g04940.1	Lsat_1_v5_gn_9_12080.1, Lsat_1_v5_gn_9_12080.2, Lsat_1_v5_gn_8_90361.1
OG0001692	VIT_201s0150g00440.1	Lsat_1_v5_gn_1_29841.1, Lsat_1_v5_gn_1_30481.3, Lsat_1_v5_gn_1_30481.1, Lsat_1_v5_gn_5_9460.3, Lsat_1_v5_gn_5_9460.1
OG0001693	VIT_214s0060g01160.5, VIT_214s0060g01160.3, VIT_214s0060g01160.4, VIT_214s0060g01160.6, VIT_214s0060g01160.2, VIT_214s0060g01160.1	Lsat_1_v5_gn_7_74900.1
OG0001694	VIT_217s0000g06840.10, VIT_217s0000g06840.6, VIT_217s0000g06840.12, VIT_217s0000g06840.7, VIT_217s0000g06840.5, VIT_217s0000g06840.1, VIT_217s0000g06840.2, VIT_217s0000g06840.8, VIT_217s0000g06840.3, VIT_217s0000g06840.9, VIT_217s0000g06840.11, VIT_217s0000g06840.4	Lsat_1_v5_gn_4_110201.1, Lsat_1_v5_gn_4_110201.3, Lsat_1_v5_gn_4_110201.2
OG0001695	VIT_211s0052g01560.2, VIT_211s0052g01560.5, VIT_211s0052g01560.6, VIT_211s0052g01560.8, VIT_211s0052g01540.5, VIT_211s0052g01540.7, VIT_211s0052g01540.6, VIT_211s0052g01540.4, VIT_211s0052g01540.3, VIT_211s0052g01540.2, VIT_211s0052g01540.1, VIT_211s0052g01560.7, VIT_211s0052g01510.2, VIT_211s0052g01510.1, VIT_211s0052g01560.1, VIT_211s0052g01560.3, VIT_211s0052g01560.4	Lsat_1_v5_gn_8_66101.3, Lsat_1_v5_gn_8_66101.2, Lsat_1_v5_gn_8_66101.1
OG0001696	VIT_208s0007g07620.2, VIT_208s0007g07620.1	Lsat_1_v5_gn_2_58761.1, Lsat_1_v5_gn_6_37901.1, Lsat_1_v5_gn_6_37901.2
OG0001696	VIT_217s0000g06370.1, VIT_217s0000g06370.2, VIT_217s0000g06370.3	Lsat_1_v5_gn_9_27121.1
OG0001697	VIT_201s0010g02890.1, VIT_201s0010g02890.2	Lsat_1_v5_gn_3_29721.3, Lsat_1_v5_gn_3_29721.1, Lsat_1_v5_gn_8_149900.1
OG0001698	VIT_216s0039g01850.2, VIT_216s0039g01850.1, VIT_214s0068g00800.2, VIT_214s0068g00800.3, VIT_214s0068g00800.1, VIT_202s0012g01850.1	Lsat_1_v5_gn_6_95781.1, Lsat_1_v5_gn_6_95781.4, Lsat_1_v5_gn_3_19561.1, Lsat_1_v5_gn_6_3421.2, Lsat_1_v5_gn_6_3421.1
OG0001699	VIT_201s0010g01440.2, VIT_201s0010g01440.1, VIT_201s0010g01440.7, VIT_201s0010g01440.4, VIT_201s0010g01440.13, VIT_201s0010g01440.14, VIT_201s0010g01440.8, VIT_201s0010g01440.11, VIT_201s0010g01440.6, VIT_201s0010g01440.5, VIT_201s0010g01440.3, VIT_201s0010g01440.9, VIT_201s0010g01440.10, VIT_201s0010g01440.12	Lsat_1_v5_gn_0_9300.1, Lsat_1_v5_gn_0_9300.2, Lsat_1_v5_gn_0_9300.4
OG0001700	VIT_201s0011g00710.1	Lsat_1_v5_gn_8_47521.1, Lsat_1_v5_gn_8_47501.1
OG0001700	VIT_217s0000g06820.1	Lsat_1_v5_gn_5_21920.2, Lsat_1_v5_gn_5_21920.3, Lsat_1_v5_gn_5_21920.1, Lsat_1_v5_gn_1_13660.1, Lsat_1_v5_gn_4_109861.1
OG0001701	VIT_218s0001g01590.1	Lsat_1_v5_gn_1_7940.2, Lsat_1_v5_gn_1_7940.1, Lsat_1_v5_gn_1_7940.3
OG0001702	VIT_200s0216g00020.1	Lsat_1_v5_gn_9_14941.1, Lsat_1_v5_gn_8_89281.1, Lsat_1_v5_gn_8_89281.3
OG0001702	VIT_214s0083g00690.1, VIT_214s0083g00690.2, VIT_214s0083g00690.3	Lsat_1_v5_gn_4_174880.1, Lsat_1_v5_gn_2_86040.1
OG0001703	VIT_214s0006g02800.2, VIT_214s0006g02800.1	Lsat_1_v5_gn_3_79660.3, Lsat_1_v5_gn_3_79640.3, Lsat_1_v5_gn_3_79660.1, Lsat_1_v5_gn_3_79640.1, Lsat_1_v5_gn_2_12241.2, Lsat_1_v5_gn_2_12241.1
OG0001704	VIT_213s0019g01670.2, VIT_213s0019g01670.3, VIT_213s0019g01670.4, VIT_213s0019g01670.5, VIT_213s0019g01670.1	Lsat_1_v5_gn_8_15301.3, Lsat_1_v5_gn_8_15301.1, Lsat_1_v5_gn_2_118901.1
OG0001705	VIT_219s0014g02540.1	Lsat_1_v5_gn_9_61961.1, Lsat_1_v5_gn_9_62000.2, Lsat_1_v5_gn_9_62000.1, Lsat_1_v5_gn_9_61981.2, Lsat_1_v5_gn_9_61981.1, Lsat_1_v5_gn_9_62120.1, Lsat_1_v5_gn_9_62080.1, Lsat_1_v5_gn_9_61920.1, Lsat_1_v5_gn_9_62101.1, Lsat_1_v5_gn_9_61940.1, Lsat_1_v5_gn_8_12640.1
OG0001710	VIT_219s0015g02130.1, VIT_219s0015g02180.1	Lsat_1_v5_gn_0_25501.1, Lsat_1_v5_gn_7_37641.1, Lsat_1_v5_gn_7_37940.1, Lsat_1_v5_gn_7_44800.1, Lsat_1_v5_gn_7_37621.1, Lsat_1_v5_gn_7_37940.2, Lsat_1_v5_gn_7_37940.3, Lsat_1_v5_gn_7_37641.2, Lsat_1_v5_gn_7_39201.1, Lsat_1_v5_gn_0_25361.1, Lsat_1_v5_gn_4_140740.1, Lsat_1_v5_gn_4_140740.2, Lsat_1_v5_gn_4_140740.3, Lsat_1_v5_gn_8_128001.1, Lsat_1_v5_gn_8_128001.2, Lsat_1_v5_gn_7_37621.4, Lsat_1_v5_gn_7_37621.2, Lsat_1_v5_gn_7_44800.2, Lsat_1_v5_gn_7_44800.3, Lsat_1_v5_gn_7_39341.2, Lsat_1_v5_gn_7_39341.1, Lsat_1_v5_gn_0_25501.3, Lsat_1_v5_gn_7_39201.3, Lsat_1_v5_gn_7_39201.2, Lsat_1_v5_gn_7_39361.2, Lsat_1_v5_gn_7_39361.3, Lsat_1_v5_gn_0_25361.2, Lsat_1_v5_gn_7_39281.1, Lsat_1_v5_gn_7_39281.3, Lsat_1_v5_gn_7_39020.1, Lsat_1_v5_gn_0_25401.1, Lsat_1_v5_gn_0_25401.2, Lsat_1_v5_gn_7_39361.4, Lsat_1_v5_gn_7_39361.1, Lsat_1_v5_gn_8_128001.3, Lsat_1_v5_gn_8_128001.5, Lsat_1_v5_gn_7_37661.1, Lsat_1_v5_gn_0_25541.1, Lsat_1_v5_gn_2_40481.3, Lsat_1_v5_gn_2_40481.1, Lsat_1_v5_gn_8_125660.1
OG0001717	VIT_209s0002g01570.1, VIT_207s0031g02070.1	Lsat_1_v5_gn_1_6241.1, Lsat_1_v5_gn_1_6241.2
OG0001717	VIT_204s0044g00175.1, VIT_218s0072g00375.1	Lsat_1_v5_gn_3_64560.1
OG0001718	VIT_214s0060g00680.1	Lsat_1_v5_gn_8_71660.2, Lsat_1_v5_gn_8_71660.1
OG0001718	VIT_207s0005g02050.1	Lsat_1_v5_gn_8_167581.3, Lsat_1_v5_gn_8_167581.1, Lsat_1_v5_gn_8_167541.1, Lsat_1_v5_gn_8_167541.2
OG0001719	VIT_215s0021g00160.1	Lsat_1_v5_gn_2_54780.3, Lsat_1_v5_gn_2_54780.1, Lsat_1_v5_gn_1_57661.1, Lsat_1_v5_gn_1_57661.2, Lsat_1_v5_gn_7_38221.1
OG0001719	VIT_213s0073g00120.1	Lsat_1_v5_gn_2_105620.1, Lsat_1_v5_gn_9_47160.1, Lsat_1_v5_gn_9_47160.2
OG0001721	VIT_204s0023g01960.2, VIT_204s0023g01960.1, VIT_204s0023g01960.3, VIT_204s0023g01960.5, VIT_204s0023g01960.7, VIT_204s0023g01960.4, VIT_204s0023g01960.6	Lsat_1_v5_gn_3_76141.1, Lsat_1_v5_gn_3_76141.2, Lsat_1_v5_gn_3_76181.2, Lsat_1_v5_gn_3_76181.1, Lsat_1_v5_gn_2_76580.1
OG0001723	VIT_213s0067g00080.3, VIT_213s0067g00080.4, VIT_213s0067g00080.5, VIT_213s0067g00080.2, VIT_213s0067g00080.1	Lsat_1_v5_gn_8_10841.2, Lsat_1_v5_gn_8_10841.1, Lsat_1_v5_gn_9_60500.2, Lsat_1_v5_gn_9_60500.1
OG0001724	VIT_214s0030g00180.3, VIT_214s0030g00180.2, VIT_214s0030g00180.4, VIT_214s0030g00180.1, VIT_207s0104g00760.6, VIT_207s0104g00760.7, VIT_207s0104g00760.8, VIT_207s0104g00760.9, VIT_207s0104g00760.1, VIT_207s0104g00760.2, VIT_207s0104g00760.4, VIT_207s0104g00760.3, VIT_207s0104g00760.5	Lsat_1_v5_gn_8_55460.1, Lsat_1_v5_gn_8_55460.4, Lsat_1_v5_gn_8_55460.2, Lsat_1_v5_gn_9_1821.1, Lsat_1_v5_gn_9_1821.3
