Orthogroup	V_vinifera.proteins	A_hypochondriacus.proteins
OG0001293	VIT_219s0014g01500.5, VIT_219s0014g01500.2, VIT_219s0014g01500.3, VIT_219s0014g01500.4, VIT_219s0014g01500.1	AH010124-RA
OG0001294	VIT_217s0000g09120.3, VIT_217s0000g09120.1	AH002512-RA
OG0001294	VIT_209s0002g02100.2, VIT_209s0002g02100.1	AH022234-RA
OG0001295	VIT_200s0265g00050.1	AH007897-RA, AH021651-RA, AH015225-RA
OG0001296	VIT_211s0016g02760.1	AH019639-RA, AH020844-RA
OG0001297	VIT_209s0002g01480.13, VIT_209s0002g01480.11, VIT_209s0002g01480.17, VIT_209s0002g01480.19, VIT_209s0002g01480.10, VIT_209s0002g01480.15, VIT_209s0002g01480.14, VIT_209s0002g01480.12, VIT_209s0002g01480.18, VIT_209s0002g01480.16, VIT_209s0002g01480.5, VIT_209s0002g01480.20, VIT_209s0002g01480.22, VIT_209s0002g01480.21, VIT_209s0002g01480.8, VIT_209s0002g01480.7, VIT_209s0002g01480.1, VIT_209s0002g01480.3, VIT_209s0002g01480.4, VIT_209s0002g01480.2, VIT_209s0002g01480.9, VIT_209s0002g01480.6	AH013365-RA
OG0001298	VIT_216s0022g00660.1	AH012231-RA
OG0001298	VIT_202s0154g00110.2, VIT_202s0154g00110.1, VIT_200s0233g00030.1, VIT_211s0037g00720.1, VIT_211s0037g00710.1, VIT_202s0154g00110.3	AH018561-RA, AH003212-RA
OG0001299	VIT_209s0002g01740.1	AH013339-RA, AH022213-RA
OG0001299	VIT_211s0016g01950.3, VIT_211s0016g01950.2, VIT_211s0016g01950.1	AH014212-RA, AH021131-RA
OG0001300	VIT_209s0002g01730.1	AH013338-RA
OG0001301	VIT_209s0002g02220.1	AH022228-RA
OG0001302	VIT_218s0072g00340.1	AH003682-RA, AH005673-RA
OG0001303	VIT_218s0001g15050.1, VIT_218s0001g15050.2, VIT_218s0001g15050.6, VIT_218s0001g15050.4, VIT_218s0001g15050.5	AH008663-RA
OG0001304	VIT_204s0008g02890.1	AH017072-RA
OG0001304	VIT_209s0054g01070.1	AH022242-RA
OG0001304	VIT_211s0065g00420.1	AH015897-RA
OG0001305	VIT_202s0025g01590.2, VIT_202s0025g01590.1	AH018101-RA, AH019677-RA, AH019678-RA, AH011990-RA
OG0001306	VIT_211s0016g02800.2, VIT_211s0016g02800.3, VIT_211s0016g02800.1	AH020932-RA
OG0001307	VIT_213s0067g01110.4, VIT_213s0067g01110.3, VIT_213s0067g01110.2, VIT_213s0067g01110.1	AH002122-RA, AH000485-RA
OG0001308	VIT_205s0020g04800.1	AH002776-RA, AH017643-RA
OG0001308	VIT_207s0141g00730.2, VIT_207s0141g00730.5, VIT_207s0141g00730.3, VIT_207s0141g00730.4, VIT_207s0141g00730.6, VIT_207s0141g00730.1	AH017766-RA, AH002622-RA
OG0001309	VIT_208s0007g02130.2, VIT_208s0007g02130.4, VIT_208s0007g02130.3, VIT_208s0007g02130.5, VIT_208s0007g02130.1, VIT_208s0007g02130.6, VIT_208s0007g02130.7	AH014344-RA
OG0001310	VIT_205s0062g00780.2, VIT_205s0062g00780.1	AH008261-RA, AH009796-RA
OG0001311	VIT_204s0043g00370.1	AH010330-RA, AH003311-RA
OG0001311	VIT_206s0004g06520.1	AH021901-RA
OG0001312	VIT_219s0014g01650.3, VIT_219s0014g01650.4, VIT_219s0014g01650.1, VIT_219s0014g01650.2, VIT_216s0013g01360.1	AH010129-RA
OG0001312	VIT_212s0028g02510.2, VIT_212s0028g02510.1, VIT_212s0028g02510.4, VIT_212s0028g02510.3, VIT_212s0028g02510.5	AH001369-RA, AH001368-RA
OG0001313	VIT_208s0105g00250.1	AH018861-RA
OG0001313	VIT_206s0080g00170.1, VIT_206s0009g00480.1, VIT_206s0009g00450.1	AH013841-RA, AH013838-RA
OG0001314	VIT_202s0033g01160.4, VIT_202s0033g01160.3, VIT_202s0033g01160.2, VIT_202s0033g01160.1	AH018480-RA
OG0001314	VIT_213s0019g03990.3, VIT_213s0019g03990.2, VIT_213s0019g03990.1, VIT_213s0019g03990.4	AH016986-RA, AH015909-RA
OG0001315	VIT_216s0100g00360.1	AH012344-RA
OG0001316	VIT_206s0004g04000.1	AH012772-RA
OG0001316	VIT_213s0067g03890.1	AH023506-RA, AH023776-RA
OG0001317	VIT_212s0059g01420.2, VIT_212s0059g01420.4, VIT_212s0059g01420.3, VIT_212s0059g01420.5, VIT_212s0059g01420.1	AH000055-RA, AH020963-RA
OG0001317	VIT_210s0523g00030.6, VIT_210s0523g00030.8, VIT_210s0523g00030.4, VIT_210s0523g00030.7, VIT_210s0523g00030.9, VIT_210s0523g00030.3, VIT_210s0523g00030.1, VIT_210s0523g00030.5, VIT_210s0523g00030.2	AH021475-RA
OG0001318	VIT_206s0080g01200.1	AH013833-RA, AH020607-RA
OG0001318	VIT_208s0007g02350.1	AH012543-RA, AH021764-RA
OG0001319	VIT_213s0064g01280.9, VIT_213s0064g01280.10, VIT_213s0064g01280.4, VIT_213s0064g01280.5, VIT_213s0064g01280.7, VIT_213s0064g01280.3, VIT_213s0064g01280.11, VIT_213s0064g01280.8, VIT_213s0064g01280.1, VIT_213s0064g01280.2, VIT_213s0064g01280.6	AH001546-RA
OG0001320	VIT_209s0054g01610.2, VIT_209s0054g01610.1, VIT_209s0054g01610.3	AH010153-RA, AH007996-RA, AH007994-RA, AH010156-RA, AH010154-RA, AH022241-RA
OG0001321	VIT_203s0180g00210.1, VIT_205s0062g00620.1	AH001676-RA
OG0001322	VIT_207s0104g00570.2, VIT_205s0020g02520.1	AH020145-RA, AH011832-RA, AH020146-RA
OG0001323	VIT_216s0100g00320.1	AH019507-RA
OG0001323	VIT_210s0071g00460.1, VIT_204s0023g00220.1, VIT_210s0071g00410.1, VIT_210s0071g00490.1, VIT_203s0091g00940.1, VIT_210s0071g00520.1, VIT_210s0071g00570.1	AH009207-RA
OG0001324	VIT_206s0004g08480.1, VIT_206s0004g08480.3, VIT_206s0004g08480.2, VIT_203s0038g00030.1, VIT_203s0038g00030.2, VIT_206s0004g08480.4	AH001775-RA, AH000875-RA
OG0001325	VIT_207s0005g06380.1	AH013066-RA
OG0001326	VIT_217s0000g04760.1	AH017456-RA
OG0001326	VIT_214s0006g02140.1, VIT_214s0006g02145.1	AH005374-RA, AH004010-RA
OG0001327	VIT_202s0025g02165.1	AH018670-RA, AH003194-RA
OG0001328	VIT_202s0033g00690.1, VIT_210s0092g00580.1	AH008131-RA, AH009991-RA
OG0001329	VIT_216s0039g01860.1, VIT_216s0039g01860.2	AH007262-RA
OG0001329	VIT_202s0012g01860.2, VIT_202s0012g01860.1	AH011539-RA, AH018434-RA
OG0001330	VIT_209s0002g02770.1, VIT_209s0002g02980.1, VIT_209s0002g02720.1, VIT_209s0002g02740.1	AH001548-RA, AH001547-RA
OG0001335	VIT_207s0005g01085.1	AH012970-RA, AH022063-RA
OG0001335	VIT_205s0077g01450.1	AH019874-RA, AH019873-RA, AH007142-RA
OG0001336	VIT_205s0049g00085.1, VIT_207s0005g02985.1, VIT_207s0005g02985.2	AH017755-RA, AH002641-RA
OG0001336	VIT_206s0004g05260.1, VIT_208s0007g00875.1	AH023796-RA
OG0001337	VIT_206s0004g03530.3, VIT_206s0004g03530.2, VIT_206s0004g03520.1, VIT_206s0004g03530.1	AH015959-RA
OG0001339	VIT_207s0005g01330.1	AH010403-RA
OG0001340	VIT_208s0056g01570.1, VIT_208s0056g01570.2, VIT_208s0056g01570.3	AH018934-RA, AH018930-RA
OG0001340	VIT_206s0009g01080.1, VIT_206s0009g01080.2	AH022637-RA
OG0001341	VIT_207s0141g00680.1, VIT_207s0141g00680.2, VIT_207s0141g00680.3, VIT_207s0141g00680.4, VIT_207s0141g00680.5	AH017764-RA, AH002620-RA
OG0001341	VIT_214s0081g00560.2, VIT_214s0081g00560.1	AH010772-RA
OG0001342	VIT_216s0098g01010.1, VIT_202s0025g02780.2, VIT_202s0025g02780.1	AH009489-RA, AH003262-RA
OG0001344	VIT_213s0067g03850.3, VIT_213s0067g03850.4, VIT_213s0067g03850.7, VIT_213s0067g03850.9, VIT_213s0067g03850.2, VIT_213s0067g03850.1, VIT_213s0067g03850.8, VIT_213s0067g03850.6, VIT_213s0067g03850.5	AH023779-RA
OG0001345	VIT_219s0085g00980.1, VIT_213s0067g01130.1	AH023102-RA
OG0001345	VIT_208s0105g00450.2, VIT_208s0105g00450.3, VIT_208s0105g00450.1	AH018808-RA
OG0001346	VIT_214s0060g01960.1	AH010533-RA
OG0001346	VIT_212s0035g01900.3, VIT_212s0035g01900.6, VIT_212s0035g01900.5, VIT_212s0035g01900.8, VIT_212s0035g01900.9, VIT_212s0035g01900.7, VIT_212s0035g01900.2, VIT_212s0035g01900.1, VIT_212s0035g01900.4	AH014296-RA, AH021071-RA
OG0001348	VIT_208s0058g00440.1, VIT_208s0058g00410.2, VIT_208s0058g00410.1, VIT_208s0058g00430.1	AH018838-RA
OG0001348	VIT_208s0058g00400.1	AH016333-RA, AH023137-RA
OG0001350	VIT_205s0051g00660.2, VIT_205s0051g00660.4, VIT_205s0051g00660.3, VIT_205s0051g00660.1	AH013041-RA, AH013042-RA
OG0001351	VIT_206s0061g00490.1, VIT_203s0017g01120.3, VIT_203s0017g01120.1, VIT_203s0017g01120.2, VIT_203s0017g01120.4, VIT_203s0017g01120.5	AH000203-RA
OG0001352	VIT_205s0020g03020.3, VIT_205s0020g03020.5, VIT_205s0020g03020.7, VIT_205s0020g03020.6, VIT_205s0020g03020.4, VIT_205s0020g03020.2, VIT_205s0020g03020.1	AH021941-RA, AH020102-RA
OG0001353	VIT_206s0061g01050.2, VIT_206s0061g01050.3, VIT_206s0061g01050.1	AH000391-RA
OG0001354	VIT_208s0007g08260.1, VIT_208s0007g08260.2, VIT_208s0007g08260.4, VIT_208s0007g08260.3	AH006792-RA, AH020379-RA
OG0001356	VIT_200s0194g00170.1	AH014878-RA
OG0001356	VIT_217s0000g00905.3, VIT_217s0000g00905.1, VIT_217s0000g00905.2	AH002972-RA, AH017352-RA
OG0001357	VIT_207s0197g00070.2, VIT_207s0197g00070.1, VIT_203s0063g01070.1	AH000633-RA
OG0001358	VIT_218s0001g00690.1	AH016807-RA
OG0001358	VIT_204s0079g00750.1	AH022125-RA
OG0001359	VIT_218s0001g15580.1, VIT_218s0001g15580.3, VIT_218s0001g15580.4, VIT_218s0001g15580.2	AH008449-RA
OG0001359	VIT_204s0044g00990.2, VIT_204s0044g00990.3, VIT_204s0044g00990.1	AH006217-RA
OG0001361	VIT_200s0264g00100.1, VIT_200s0264g00100.2	AH004300-RA, AH004967-RA
OG0001361	VIT_218s0001g00770.4, VIT_218s0001g00770.3, VIT_218s0001g00770.2, VIT_218s0001g00770.1	AH016802-RA
OG0001362	VIT_218s0001g11800.2, VIT_218s0001g11800.1	AH003982-RA, AH005913-RA
OG0001363	VIT_218s0001g05550.1, VIT_218s0001g05550.2, VIT_218s0001g05550.4, VIT_218s0001g05550.3	AH010155-RA, AH008751-RA, AH008752-RA
OG0001364	VIT_202s0025g01090.1	AH011305-RA
OG0001364	VIT_213s0019g02270.1	AH016442-RA
OG0001364	VIT_200s0194g00180.1	AH008286-RA, AH007873-RA, AH008285-RA
OG0001365	VIT_212s0028g03080.3, VIT_212s0028g03080.2, VIT_212s0028g03080.1, VIT_212s0028g03080.4, VIT_210s0003g00290.1	AH000303-RA, AH001381-RA
OG0001366	VIT_212s0059g00210.1, VIT_212s0059g00220.1, VIT_212s0059g00230.1, VIT_200s0370g00070.1, VIT_200s0370g00070.4, VIT_200s0370g00070.3, VIT_200s0370g00060.1	AH001349-RA
OG0001367	VIT_202s0154g00090.1	AH003213-RA
OG0001367	VIT_216s0022g00670.2, VIT_216s0022g00670.1	AH012230-RA
OG0001368	VIT_201s0011g02810.1, VIT_201s0011g02810.2, VIT_201s0011g02810.3	AH005431-RA
OG0001368	VIT_214s0006g03280.6, VIT_214s0006g03280.3, VIT_214s0006g03280.1, VIT_214s0006g03280.4, VIT_214s0006g03280.2, VIT_214s0006g03280.5	AH016496-RA, AH022919-RA
OG0001369	VIT_212s0028g01370.1, VIT_212s0028g01360.3, VIT_212s0028g01360.1, VIT_212s0028g01360.2	AH000395-RA
OG0001370	VIT_219s0014g01150.1, VIT_219s0014g01370.1, VIT_219s0014g01110.1, VIT_219s0014g01120.1	AH010137-RA, AH010138-RA
OG0001371	VIT_209s0002g00380.2, VIT_209s0002g00380.1, VIT_209s0002g00380.3	AH013431-RA, AH022312-RA
OG0001372	VIT_211s0016g02890.6, VIT_211s0016g02890.3, VIT_211s0016g02890.4, VIT_211s0016g02890.1, VIT_211s0016g02890.2, VIT_211s0016g02890.5	AH014446-RA
OG0001372	VIT_202s0488g00050.1, VIT_200s0341g00010.1	AH011401-RA, AH018314-RA
OG0001373	VIT_204s0008g04480.1, VIT_204s0008g04480.2, VIT_204s0008g04480.3	AH019182-RA
OG0001374	VIT_200s0198g00150.1	AH015891-RA
OG0001375	VIT_215s0048g02328.1	AH012226-RA, AH003216-RA, AH018557-RA
OG0001376	VIT_205s0077g00610.1	AH019805-RA
OG0001376	VIT_204s0008g02920.2, VIT_204s0008g02920.1, VIT_207s0005g00080.1	AH010499-RA
OG0001377	VIT_209s0002g07880.1	AH020681-RA, AH013974-RA
OG0001378	VIT_216s0100g00270.1, VIT_215s0048g01080.1	AH019506-RA, AH012337-RA
OG0001379	VIT_209s0002g00880.3, VIT_209s0002g00880.2, VIT_209s0002g00880.1, VIT_209s0002g00880.4	AH013393-RA, AH022340-RA
OG0001379	VIT_211s0016g00700.4, VIT_211s0016g00700.3, VIT_211s0016g00700.2	AH014318-RA
OG0001380	VIT_211s0052g00850.5, VIT_211s0052g00850.3, VIT_211s0052g00850.4, VIT_211s0052g00850.2, VIT_211s0052g00850.1	AH020970-RA
OG0001380	VIT_204s0008g02570.1	AH016009-RA, AH017022-RA
OG0001381	VIT_211s0016g02820.6, VIT_211s0016g02820.8, VIT_211s0016g02820.12, VIT_211s0016g02820.9, VIT_211s0016g02820.11, VIT_211s0016g02820.5, VIT_211s0016g02820.7, VIT_211s0016g02820.10, VIT_211s0016g02820.3, VIT_211s0016g02820.1, VIT_211s0016g02820.2, VIT_211s0016g02820.4	AH020930-RA
OG0001381	VIT_204s0008g00585.1	AH017117-RA
OG0001383	VIT_211s0103g00210.1, VIT_209s0002g08520.1	AH018291-RA, AH006875-RA, AH018292-RA, AH007859-RA
OG0001384	VIT_202s0025g04550.1	AH003149-RA
OG0001384	VIT_216s0100g00230.1, VIT_216s0100g00250.1	AH005942-RA, AH012336-RA
OG0001385	VIT_215s0021g00080.1, VIT_215s0045g01460.1, VIT_215s0021g00050.2, VIT_215s0021g00050.1, VIT_215s0021g00040.1, VIT_215s0045g01520.1	AH009325-RA, AH009327-RA, AH021896-RA
OG0001386	VIT_206s0009g01840.5, VIT_206s0009g01840.3, VIT_206s0009g01840.2, VIT_206s0009g01840.1, VIT_206s0009g01840.4	AH000240-RA
OG0001387	VIT_206s0004g00500.1	AH004826-RA
OG0001387	VIT_208s0007g07240.2, VIT_208s0007g07240.1	AH007647-RA, AH006903-RA, AH020283-RA
OG0001388	VIT_219s0090g00280.1, VIT_219s0090g00280.2	AH010193-RA
OG0001389	VIT_208s0040g01770.1, VIT_208s0040g01770.2	AH000188-RA
OG0001390	VIT_208s0007g01810.6, VIT_208s0007g01810.5, VIT_208s0007g01810.3, VIT_208s0007g01810.1, VIT_208s0007g01810.2, VIT_208s0007g01810.4	AH003084-RA
OG0001391	VIT_201s0150g00170.1, VIT_201s0150g00170.2, VIT_201s0150g00170.3	AH005119-RA
OG0001391	VIT_217s0000g00130.2, VIT_217s0000g00130.3, VIT_217s0000g00130.1	AH017402-RA, AH017401-RA, AH002942-RA, AH017403-RA
OG0001392	VIT_202s0025g01630.1, VIT_202s0025g01640.2, VIT_202s0025g01640.1	AH009554-RA
OG0001392	VIT_216s0098g01870.8	AH011983-RA
OG0001393	VIT_205s0049g00050.1	AH019390-RA, AH012146-RA
OG0001394	VIT_218s0072g00630.1	AH008516-RA
OG0001395	VIT_217s0000g09820.1, VIT_217s0000g09820.2	AH013557-RA
OG0001396	VIT_201s0010g03810.2, VIT_201s0010g03810.1, VIT_201s0010g03810.3, VIT_201s0010g03810.4	AH005194-RA, AH004539-RA
OG0001397	VIT_201s0011g02530.1, VIT_201s0011g02530.6, VIT_201s0011g02530.7, VIT_201s0011g02530.8, VIT_201s0011g02530.5, VIT_201s0011g02530.4, VIT_201s0011g02530.2, VIT_201s0011g02530.3, VIT_201s0011g02530.9	AH005438-RA, AH004090-RA
OG0001398	VIT_204s0069g01146.1	AH007832-RA, AH007833-RA, AH010694-RA
OG0001399	VIT_201s0011g02320.1, VIT_201s0011g02330.1	AH005452-RA
OG0001400	VIT_201s0026g00270.2, VIT_201s0026g00270.1	AH004404-RA, AH004764-RA
OG0001400	VIT_214s0066g01580.3, VIT_214s0066g01580.4	AH023435-RA
OG0001401	VIT_215s0021g01160.4, VIT_215s0021g01160.1, VIT_215s0021g01160.3, VIT_215s0021g01160.2	AH009355-RA
OG0001402	VIT_211s0037g00950.1	AH021033-RA
OG0001402	VIT_201s0010g00990.1, VIT_214s0083g00580.3, VIT_214s0083g00580.2, VIT_214s0083g00580.1	AH004095-RA
OG0001403	VIT_214s0006g01980.3, VIT_214s0006g01980.2, VIT_214s0006g01980.4, VIT_214s0006g01980.1	AH016547-RA
OG0001403	VIT_201s0011g04590.3, VIT_201s0011g04590.4, VIT_201s0011g04590.1, VIT_201s0011g04590.2, VIT_201s0011g04590.6, VIT_201s0011g04590.5, VIT_201s0011g04590.7	AH005509-RA, AH004175-RA
OG0001404	VIT_214s0066g01280.1, VIT_214s0066g01280.3, VIT_214s0066g01280.2	AH010253-RA
OG0001406	VIT_201s0026g01140.2, VIT_201s0026g01140.1, VIT_217s0000g05370.2, VIT_217s0000g05370.1	AH002769-RA, AH017651-RA, AH004662-RA
OG0001407	VIT_208s0040g02500.1	AH015970-RA
OG0001407	VIT_213s0019g00500.1, VIT_213s0019g00500.2	AH015965-RA
OG0001419	VIT_207s0151g01040.3, VIT_207s0151g01040.1, VIT_207s0151g01040.4, VIT_207s0151g01040.2, VIT_207s0151g01070.1	AH012694-RA
OG0001423	VIT_204s0023g00700.3, VIT_204s0023g00700.2, VIT_204s0023g00700.1	AH011144-RA
OG0001424	VIT_205s0124g00560.1	AH019975-RA, AH011839-RA
OG0001426	VIT_206s0004g06860.1, VIT_213s0067g01290.1	AH013894-RA, AH023113-RA
OG0001427	VIT_210s0003g01520.2, VIT_210s0003g01520.1, VIT_212s0028g01800.1, VIT_212s0028g01800.2	AH022962-RA, AH000419-RA, AH001427-RA
OG0001428	VIT_205s0020g02630.1	AH011825-RA, AH018566-RA, AH018559-RA
OG0001431	VIT_208s0007g01850.2, VIT_208s0007g01850.1	AH002991-RA
OG0001431	VIT_206s0004g06060.1	AH013772-RA, AH022710-RA
OG0001432	VIT_213s0064g00780.1, VIT_213s0064g00750.1, VIT_213s0064g00760.1	AH016575-RA, AH016573-RA, AH016569-RA, AH016571-RA, AH004522-RA
OG0001432	VIT_208s0007g07760.1, VIT_208s0007g07780.1, VIT_208s0007g07770.1, VIT_208s0007g07750.1, VIT_208s0007g08330.1, VIT_208s0007g08330.2, VIT_208s0007g08330.3	AH020387-RA, AH006768-RA
OG0001433	VIT_210s0003g03300.1	AH014848-RA, AH021419-RA
OG0001433	VIT_214s0060g00900.1	AH011235-RA
OG0001434	VIT_205s0124g00400.1	AH020034-RA
OG0001437	VIT_205s0020g02490.4, VIT_205s0020g02490.5, VIT_205s0020g02490.6, VIT_205s0020g02490.3, VIT_205s0020g02490.2, VIT_205s0020g02490.1	AH015944-RA
OG0001438	VIT_205s0062g01370.3, VIT_205s0062g01370.4, VIT_205s0062g01370.2, VIT_205s0062g01370.1	AH019101-RA
OG0001438	VIT_204s0023g00730.2, VIT_204s0023g00730.3, VIT_204s0023g00730.1	AH007454-RA, AH011142-RA
OG0001439	VIT_204s0023g02330.1, VIT_211s0016g05100.1, VIT_209s0002g06460.1	AH014077-RA, AH014078-RA
OG0001439	VIT_205s0020g04890.1	AH010769-RA
OG0001441	VIT_218s0001g05480.1	AH003547-RA, AH008754-RA
OG0001443	VIT_200s2739g00010.1	AH016745-RA
OG0001444	VIT_203s0063g00430.1	AH002318-RA, AH002317-RA, AH002321-RA, AH002314-RA
OG0001445	VIT_213s0067g00100.5	AH015628-RA
OG0001445	VIT_208s0056g00230.4, VIT_208s0056g00230.3, VIT_213s0067g00100.3, VIT_213s0067g00100.1, VIT_208s0056g00230.2, VIT_208s0056g00230.1, VIT_213s0067g00100.4, VIT_213s0067g00100.2	AH019312-RA
OG0001446	VIT_200s0194g00070.2, VIT_200s0194g00070.1, VIT_212s0057g01350.1, VIT_212s0057g01350.3, VIT_212s0057g01350.2	AH000260-RA, AH001280-RA
OG0001447	VIT_212s0059g00860.1	AH021332-RA, AH001020-RA, AH001021-RA
OG0001447	VIT_218s0001g13440.1	AH008957-RA
OG0001448	VIT_219s0014g03740.1, VIT_219s0014g03740.3, VIT_219s0014g03740.2	AH008128-RA
OG0001448	VIT_212s0057g00200.1	AH000443-RA
OG0001448	VIT_200s0203g00040.1	AH015147-RA, AH021588-RA
OG0001449	VIT_203s0038g04560.1, VIT_213s0147g00060.1	AH001793-RA, AH000577-RA
OG0001450	VIT_212s0028g02160.1	AH021387-RA, AH000246-RA
OG0001451	VIT_205s0020g00450.9, VIT_205s0020g00450.6, VIT_205s0020g00450.10, VIT_205s0020g00450.7, VIT_205s0020g00450.8, VIT_205s0020g00450.4, VIT_205s0020g00450.5, VIT_205s0020g00450.1, VIT_205s0020g00450.2, VIT_205s0020g00450.3	AH011798-RA
OG0001452	VIT_200s0203g00100.1, VIT_200s0203g00100.2	AH009978-RA, AH010136-RA, AH015142-RA, AH021581-RA
OG0001453	VIT_219s0015g00430.1, VIT_219s0015g00430.2	AH009773-RA
OG0001454	VIT_219s0014g02490.1	AH008058-RA, AH010067-RA
OG0001454	VIT_200s0527g00020.1	AH015235-RA, AH021658-RA
OG0001455	VIT_212s0059g00300.2, VIT_212s0059g00300.1, VIT_212s0059g00390.1	AH001156-RA
OG0001455	VIT_219s0090g01310.4, VIT_219s0090g01310.9, VIT_219s0090g01310.6, VIT_219s0090g01310.8, VIT_219s0090g01310.5, VIT_219s0090g01310.3, VIT_219s0090g01310.2, VIT_219s0090g01310.1	AH008249-RA
OG0001456	VIT_215s0048g01930.1	AH009223-RA
OG0001456	VIT_202s0025g04380.2, VIT_202s0025g04380.1	AH018685-RA
OG0001458	VIT_211s0016g02880.1, VIT_211s0016g02880.3, VIT_211s0016g02880.2, VIT_211s0016g02880.5, VIT_211s0016g02880.4	AH014445-RA, AH020926-RA
OG0001459	VIT_211s0016g05460.3, VIT_211s0016g05460.2, VIT_211s0016g05460.1, VIT_204s0008g05480.1	AH023208-RA, AH016284-RA
OG0001460	VIT_202s0025g02530.1, VIT_202s0025g02530.4, VIT_202s0025g02530.2, VIT_201s0010g02120.1, VIT_201s0010g01340.1, VIT_202s0025g02530.6, VIT_202s0025g02530.3, VIT_202s0025g02530.5	AH011357-RA
OG0001460	VIT_216s0098g01220.3, VIT_216s0098g01220.1, VIT_216s0098g01220.2	AH018176-RA, AH011929-RA, AH019717-RA
OG0001461	VIT_215s0046g02460.1	AH009678-RA
OG0001462	VIT_216s0050g01850.1, VIT_216s0050g01850.4, VIT_216s0050g01850.3, VIT_216s0050g01850.2, VIT_216s0050g01850.5, VIT_216s0050g01830.1	AH012076-RA
OG0001463	VIT_215s0048g01160.1	AH009203-RA
OG0001463	VIT_202s0025g04620.1, VIT_202s0025g04620.4, VIT_202s0025g04620.5, VIT_202s0025g04620.2	AH018703-RA, AH017343-RA
OG0001464	VIT_201s0113g00540.1	AH005018-RA
OG0001465	VIT_202s0012g00150.2, VIT_202s0012g00150.1	AH011455-RA, AH018235-RA
OG0001465	VIT_215s0021g00970.1, VIT_215s0021g00970.2	AH009349-RA
OG0001466	VIT_208s0007g03810.1	AH012655-RA
OG0001466	VIT_202s0025g04440.1	AH018689-RA
OG0001467	VIT_215s0048g01890.1, VIT_215s0048g01890.3, VIT_215s0048g01890.5, VIT_215s0048g01890.2, VIT_215s0048g01890.4, VIT_215s0048g01890.6	AH009221-RA
OG0001468	VIT_206s0080g00350.5, VIT_206s0080g00350.4, VIT_206s0080g00350.2, VIT_206s0080g00350.1, VIT_206s0080g00350.3	AH013255-RA
OG0001468	VIT_213s0147g00210.2, VIT_213s0147g00210.1	AH010216-RA, AH007551-RA
OG0001469	VIT_219s0090g01720.4, VIT_219s0090g01720.5, VIT_219s0090g01720.1, VIT_219s0090g01720.3, VIT_219s0090g01720.2	AH009745-RA, AH008274-RA, AH009744-RA
OG0001470	VIT_208s0007g03670.1, VIT_208s0007g03670.2	AH012628-RA, AH021832-RA
OG0001471	VIT_210s0042g01120.1, VIT_219s0014g02700.1, VIT_210s0042g01090.1	AH015219-RA, AH002039-RA
OG0001472	VIT_219s0014g00090.1	AH007964-RA
OG0001473	VIT_208s0040g01730.1, VIT_208s0040g01730.7, VIT_208s0040g01730.4, VIT_208s0040g01730.3, VIT_208s0040g01730.6, VIT_208s0040g01730.5, VIT_208s0040g01730.2	AH008582-RA
OG0001474	VIT_208s0007g00720.1	AH016426-RA, AH022975-RA
OG0001475	VIT_214s0081g00700.1	AH007885-RA
OG0001475	VIT_218s0001g14400.1	AH018865-RA
OG0001476	VIT_213s0019g04370.4, VIT_213s0019g04370.2, VIT_213s0019g04370.1, VIT_213s0019g04370.3	AH012454-RA
OG0001478	VIT_206s0004g04120.1	AH022520-RA
OG0001479	VIT_200s0992g00030.1, VIT_200s1404g00010.1, VIT_200s0704g00040.1	AH015014-RA
OG0001480	VIT_208s0040g01170.6, VIT_208s0040g01170.2, VIT_208s0040g01170.1, VIT_208s0040g01170.3, VIT_208s0040g01170.4, VIT_208s0040g01170.5	AH020487-RA
OG0001481	VIT_208s0007g06280.2, VIT_208s0007g06280.1, VIT_208s0007g06280.5, VIT_208s0007g06280.4, VIT_208s0007g06280.3	AH020333-RA
OG0001483	VIT_207s0130g00420.1, VIT_207s0130g00420.2	AH013026-RA
OG0001484	VIT_213s0047g00120.3, VIT_213s0047g00120.1, VIT_213s0047g00120.4, VIT_213s0047g00120.2	AH010675-RA, AH007812-RA
OG0001485	VIT_200s0455g00020.1, VIT_219s0015g01380.4, VIT_219s0015g01380.6, VIT_219s0015g01380.3, VIT_219s0015g01380.5, VIT_219s0015g01380.1, VIT_219s0015g01380.2	AH021118-RA, AH006775-RA, AH021115-RA
OG0001486	VIT_201s0137g00730.1	AH004856-RA
OG0001487	VIT_215s0046g01680.1	AH009625-RA
OG0001488	VIT_205s0094g00530.1	AH011703-RA, AH020042-RA
OG0001489	VIT_207s0005g05560.1	AH004903-RA
OG0001489	VIT_214s0219g00090.2, VIT_214s0219g00090.4, VIT_214s0219g00090.1, VIT_214s0219g00090.3	AH018698-RA
OG0001490	VIT_218s0041g00420.1	AH009445-RA
OG0001491	VIT_216s0050g01610.1, VIT_216s0050g01580.1, VIT_216s0050g01680.1, VIT_216s0050g01660.1, VIT_216s0050g01670.1, VIT_216s0050g01600.1, VIT_216s0050g00240.1, VIT_216s0115g00340.1	AH012082-RA, AH012083-RA, AH001581-RA
