Orthogroup	V_vinifera.proteins	B_vulgaris.proteins
OG0000710	VIT_216s0098g01250.1	Bevul.3G031200.1.p
OG0000711	VIT_217s0000g05840.2, VIT_217s0000g05840.5, VIT_217s0000g05840.9, VIT_217s0000g05840.8, VIT_217s0000g05840.11, VIT_217s0000g05840.10, VIT_217s0000g05840.7, VIT_217s0000g05840.4, VIT_217s0000g05840.6, VIT_217s0000g05840.3, VIT_217s0000g05840.1	Bevul.5G194200.1.p
OG0000712	VIT_201s0127g00840.4, VIT_201s0127g00840.2, VIT_201s0127g00840.3, VIT_201s0127g00840.1	Bevul.6G190900.1.p
OG0000712	VIT_210s0003g00190.1	Bevul.4G068700.1.p
OG0000713	VIT_201s0026g01640.2	Bevul.6G241500.1.p
OG0000713	VIT_217s0000g05680.3, VIT_217s0000g05680.9, VIT_217s0000g05680.6, VIT_217s0000g05680.5, VIT_217s0000g05680.2, VIT_217s0000g05680.7, VIT_217s0000g05680.4, VIT_217s0000g05680.1	Bevul.2G056300.1.p, Bevul.2G056100.1.p, Bevul.2G056100.2.p, Bevul.2G056200.1.p, Bevul.2G056800.1.p
OG0000714	VIT_214s0108g01260.1, VIT_214s0108g01260.2	Bevul.2G065700.2.p, Bevul.2G065700.1.p
OG0000715	VIT_215s0045g00150.1	Bevul.5G179400.1.p
OG0000716	VIT_208s0058g01030.1, VIT_208s0058g01030.6, VIT_208s0058g01030.3, VIT_208s0058g01030.5, VIT_208s0058g01030.4, VIT_208s0058g01030.2	Bevul.7G009800.1.p, Bevul.7G009800.2.p
OG0000722	VIT_206s0061g00590.1, VIT_206s0061g00600.1	Bevul.9G042100.1.p
OG0000722	VIT_208s0007g04860.1	Bevul.4G210600.1.p, Bevul.4G210700.1.p
OG0000723	VIT_202s0025g00210.1, VIT_202s0025g00210.2	Bevul.5G027600.1.p
OG0000723	VIT_206s0004g03680.1	Bevul.7G220600.1.p
OG0000724	VIT_214s0030g02310.3, VIT_214s0030g02310.2, VIT_214s0030g02310.1, VIT_205s0020g04670.2, VIT_205s0020g04670.1, VIT_207s0141g00270.1	Bevul.5G240400.1.p, Bevul.4G137400.1.p
OG0000725	VIT_201s0150g00540.1	Bevul.9G135100.1.p, Bevul.7G107400.1.p, Bevul.7G107400.2.p
OG0000726	VIT_215s0046g01760.5, VIT_215s0046g01760.6, VIT_215s0046g01760.3, VIT_215s0046g01760.4, VIT_215s0046g01760.1, VIT_215s0046g01760.2, VIT_202s0025g00640.2, VIT_202s0025g00640.1	Bevul.3G047200.1.p, Bevul.1G184200.1.p
OG0000728	VIT_205s0020g04350.1	Bevul.9G080000.1.p
OG0000728	VIT_214s0030g02090.1, VIT_214s0030g02080.1	Bevul.4G136200.1.p
OG0000728	VIT_205s0020g04390.1, VIT_205s0020g04360.1, VIT_205s0020g04380.1, VIT_205s0020g04280.1, VIT_205s0020g04300.1, VIT_205s0020g04260.1, VIT_205s0020g04240.1	Bevul.8G129600.1.p, Bevul.8G129300.1.p, Bevul.8G129200.1.p
OG0000728	VIT_200s0179g00260.1	Bevul.5G239000.1.p
OG0000729	VIT_218s0122g01260.6, VIT_218s0122g01260.1, VIT_218s0122g01260.4, VIT_218s0122g01260.2, VIT_218s0122g01260.3, VIT_218s0122g01260.5	Bevul.1G041900.1.p
OG0000729	VIT_203s0038g03800.1	Bevul.9G120600.1.p, Bevul.9G120600.2.p
OG0000730	VIT_204s0044g00010.7, VIT_204s0044g00010.6, VIT_204s0044g00010.5, VIT_204s0044g00010.2, VIT_204s0044g00010.11, VIT_204s0044g00010.1, VIT_204s0044g00010.4, VIT_204s0044g00010.9, VIT_204s0044g00010.12, VIT_204s0044g00010.8, VIT_204s0044g00010.10, VIT_204s0044g00010.3, VIT_218s0001g14190.4, VIT_218s0001g14190.6, VIT_218s0001g14190.3, VIT_218s0001g14190.7, VIT_218s0001g14190.2, VIT_218s0001g14190.1, VIT_218s0001g14190.5, VIT_203s0038g03690.4, VIT_203s0038g03690.2, VIT_203s0038g03690.6, VIT_203s0038g03690.3, VIT_203s0038g03690.5, VIT_203s0038g03690.7, VIT_203s0038g03690.1	Bevul.9G121300.1.p, Bevul.9G121300.3.p, Bevul.9G121300.2.p
OG0000731	VIT_210s0116g01800.1	Bevul.8G054700.1.p
OG0000731	VIT_219s0090g00410.1, VIT_219s0090g00410.2	Bevul.4G031200.1.p
OG0000731	VIT_218s0001g00990.1	Bevul.1G030400.1.p
OG0000733	VIT_205s0020g03290.1, VIT_205s0020g03300.1	Bevul.4G172300.1.p
OG0000734	VIT_204s0044g01270.1, VIT_212s0142g00630.4, VIT_212s0142g00630.8, VIT_212s0142g00630.13, VIT_212s0142g00630.10, VIT_212s0142g00630.14, VIT_212s0142g00630.3, VIT_212s0142g00630.9, VIT_212s0142g00630.7, VIT_212s0142g00630.12, VIT_212s0142g00630.15, VIT_212s0142g00630.5, VIT_212s0142g00630.1, VIT_212s0142g00630.6, VIT_212s0142g00630.11, VIT_212s0142g00630.2, VIT_211s0016g00240.1	Bevul.5G159000.1.p
OG0000735	VIT_206s0004g06530.1	Bevul.7G191500.1.p
OG0000735	VIT_200s0583g00040.1, VIT_200s0583g00040.2	Bevul.8G028800.1.p
OG0000736	VIT_207s0095g00030.1	Bevul.8G194500.1.p, Bevul.8G194300.1.p, Bevul.8G194400.1.p, Bevul.8G194100.1.p
OG0000737	VIT_215s0024g01270.1, VIT_204s0008g00290.1, VIT_204s0008g00310.1, VIT_204s0008g00300.1, VIT_204s0008g00920.1, VIT_204s0008g00370.1, VIT_204s0008g00390.1, VIT_204s0008g00400.1, VIT_204s0008g00430.1, VIT_204s0008g00440.1, VIT_204s0008g00420.1, VIT_204s0008g00350.1, VIT_204s0008g00410.1, VIT_204s0008g00320.1, VIT_204s0008g00330.1, VIT_204s0008g00915.1, VIT_204s0008g00340.1	Bevul.2G154200.2.p, Bevul.2G154200.1.p, Bevul.2G154300.1.p
OG0000738	VIT_215s0046g00150.1, VIT_215s0046g00150.3, VIT_215s0046g00150.4, VIT_215s0046g00150.2	Bevul.1G194600.1.p
OG0000739	VIT_215s0048g00770.5, VIT_215s0048g00770.4, VIT_215s0048g00770.7, VIT_215s0048g00770.6, VIT_215s0048g00770.3, VIT_215s0048g00770.1, VIT_215s0048g00770.2, VIT_202s0025g05090.1, VIT_202s0025g05060.1, VIT_202s0025g05090.3, VIT_202s0025g05090.2	Bevul.5G042100.1.p, Bevul.1G128400.1.p
OG0000741	VIT_207s0129g00360.1	Bevul.6G011800.1.p, Bevul.6G011700.1.p
OG0000741	VIT_214s0068g01920.1	Bevul.6G040900.1.p
OG0000742	VIT_209s0002g03740.1	Bevul.9G214200.6.p, Bevul.9G214200.4.p, Bevul.9G214200.2.p, Bevul.9G214200.3.p, Bevul.9G214200.5.p, Bevul.9G214200.1.p, Bevul.9G214200.7.p
OG0000742	VIT_204s0008g03250.2, VIT_204s0008g03250.1	Bevul.2G156700.1.p
OG0000743	VIT_211s0016g05280.1, VIT_211s0016g05320.1	Bevul.8G176900.1.p
OG0000744	VIT_203s0038g00750.6, VIT_203s0038g00750.2, VIT_203s0038g00750.5, VIT_203s0038g00750.1, VIT_203s0038g00750.4, VIT_203s0038g00750.3	Bevul.9G159600.1.p, Bevul.9G159600.2.p
OG0000745	VIT_215s0048g02540.1, VIT_215s0048g02540.4, VIT_215s0048g02540.2, VIT_215s0048g02540.7, VIT_215s0048g02540.6, VIT_215s0048g02540.5, VIT_215s0048g02540.3	Bevul.1G199800.1.p
OG0000745	VIT_216s0098g00900.3, VIT_216s0098g00900.1, VIT_216s0098g00900.2	Bevul.3G026700.1.p
OG0000746	VIT_208s0007g03920.3, VIT_208s0007g03920.1, VIT_208s0007g03920.2, VIT_208s0007g03920.4	Bevul.7G034900.1.p
OG0000747	VIT_202s0025g01940.1, VIT_202s0025g01920.1, VIT_202s0025g01880.1, VIT_202s0025g01860.1, VIT_202s0025g01980.1, VIT_202s0025g01870.1, VIT_202s0025g01910.1, VIT_202s0025g01770.2, VIT_202s0025g01810.1, VIT_202s0025g01760.1, VIT_202s0025g01852.1, VIT_202s0025g01890.1, VIT_202s0025g01950.1, VIT_202s0025g01980.4, VIT_202s0025g01980.3, VIT_202s0025g01980.2, VIT_202s0025g01850.2, VIT_202s0025g01850.1, VIT_202s0025g01790.1, VIT_202s0025g01850.4, VIT_202s0025g01850.3, VIT_202s0025g01770.1, VIT_202s0025g01875.1, VIT_202s0025g01900.1, VIT_202s0025g01750.1	Bevul.5G014200.1.p
OG0000748	VIT_217s0000g01050.1	Bevul.J001000.1.p
OG0000749	VIT_214s0006g02700.1	Bevul.2G211000.1.p
OG0000749	VIT_201s0011g03840.1	Bevul.6G132000.1.p
OG0000749	VIT_201s0011g03850.1, VIT_217s0000g03400.1, VIT_217s0000g03410.1	Bevul.5G146300.1.p, Bevul.4G151200.1.p
OG0000753	VIT_210s0003g00990.3, VIT_210s0003g00990.1, VIT_210s0003g00990.2	Bevul.8G014900.1.p
OG0000754	VIT_218s0001g08640.2, VIT_218s0001g08640.1	Bevul.1G010700.1.p
OG0000754	VIT_205s0049g01660.1, VIT_205s0049g01660.2	Bevul.3G004200.1.p, Bevul.3G004300.1.p
OG0000755	VIT_200s0181g00010.3	Bevul.5G036000.1.p, Bevul.5G238700.1.p
OG0000756	VIT_214s0081g00730.1	Bevul.3G011300.1.p, Bevul.5G247800.1.p
OG0000757	VIT_206s0004g07420.1	Bevul.7G216600.1.p, Bevul.7G216700.1.p, Bevul.7G216800.1.p
OG0000757	VIT_213s0067g01970.1	Bevul.2G250000.1.p
OG0000758	VIT_205s0020g03710.1, VIT_205s0020g03690.1	Bevul.3G216000.1.p
OG0000758	VIT_214s0030g01410.1, VIT_214s0030g01420.1, VIT_214s0030g01430.1, VIT_214s0030g01425.1	Bevul.4G142000.1.p
OG0000759	VIT_201s0026g02170.1	Bevul.6G239000.1.p
OG0000759	VIT_213s0067g03380.1	Bevul.2G043400.1.p
OG0000761	VIT_208s0007g01430.1	Bevul.3G057400.1.p
OG0000761	VIT_206s0004g05730.1	Bevul.7G197800.1.p
OG0000761	VIT_205s0077g01070.2, VIT_205s0077g01070.1	Bevul.3G057600.1.p
OG0000762	VIT_205s0020g00720.2, VIT_205s0020g00720.3, VIT_205s0020g00720.1, VIT_205s0020g00720.4	Bevul.3G127000.1.p
OG0000762	VIT_207s0005g02270.3, VIT_207s0005g02270.1, VIT_207s0005g02270.2	Bevul.5G037500.1.p
OG0000763	VIT_211s0016g04280.1, VIT_208s0007g06400.2, VIT_208s0007g06400.1	Bevul.3G183200.1.p
OG0000764	VIT_207s0151g00290.1	Bevul.5G237000.1.p
OG0000764	VIT_205s0020g04020.1, VIT_205s0020g04020.2, VIT_205s0020g04020.3, VIT_205s0020g04020.4	Bevul.3G144600.1.p
OG0000765	VIT_205s0049g01140.1	Bevul.8G147900.1.p
OG0000765	VIT_218s0166g00210.1	Bevul.1G077200.1.p
OG0000767	VIT_200s0304g00080.2, VIT_200s0304g00080.1	Bevul.6G071400.1.p
OG0000767	VIT_218s0001g05300.2, VIT_218s0001g05300.3, VIT_218s0001g05300.1	Bevul.1G097500.1.p
OG0000768	VIT_218s0001g07720.1, VIT_218s0001g07720.2, VIT_218s0001g07720.3, VIT_203s0038g00480.1	Bevul.1G169600.1.p
OG0000768	VIT_209s0054g00440.2, VIT_209s0054g00440.1, VIT_209s0054g00440.3	Bevul.7G154500.1.p
OG0000769	VIT_207s0031g00210.1, VIT_218s0001g10170.1	Bevul.1G001800.1.p
OG0000769	VIT_218s0001g02490.1	Bevul.1G067000.1.p
OG0000770	VIT_200s0804g00020.2, VIT_200s0804g00020.1	Bevul.6G064900.1.p
OG0000771	VIT_203s0038g04570.4, VIT_203s0038g04570.2, VIT_203s0038g04570.1	Bevul.9G168200.1.p
OG0000771	VIT_207s0005g02800.2, VIT_207s0005g02800.1, VIT_207s0005g02800.3, VIT_207s0005g02800.5, VIT_207s0005g02800.4	Bevul.1G154800.1.p
OG0000772	VIT_217s0000g06340.2, VIT_217s0000g06340.3, VIT_217s0000g06340.1	Bevul.5G186600.1.p
OG0000772	VIT_201s0026g02610.1	Bevul.6G233500.1.p
OG0000775	VIT_210s0116g01450.1, VIT_210s0116g01440.1	Bevul.8G051900.1.p, Bevul.8G051600.1.p, Bevul.8G051700.1.p
OG0000776	VIT_200s0301g00030.1	Bevul.8G000500.1.p
OG0000776	VIT_218s0157g00150.1, VIT_212s0059g01930.1	Bevul.9G068300.1.p, Bevul.9G068300.2.p, Bevul.9G068300.4.p, Bevul.9G068300.3.p
OG0000777	VIT_201s0137g00430.1, VIT_201s0137g00430.3, VIT_201s0137g00430.2, VIT_219s0014g02880.1, VIT_219s0014g02870.1, VIT_219s0014g02860.3, VIT_219s0014g02860.4, VIT_219s0014g02860.2, VIT_219s0014g02860.1	Bevul.6G173000.1.p, Bevul.9G185300.1.p, Bevul.6G173100.1.p
OG0000778	VIT_209s0002g02140.1	Bevul.8G128400.1.p, Bevul.8G128600.1.p
OG0000778	VIT_204s0008g06640.1	Bevul.5G173400.1.p
OG0000779	VIT_219s0015g01030.1	Bevul.4G005000.1.p
OG0000780	VIT_211s0016g02400.1, VIT_211s0016g02400.2, VIT_211s0016g02400.3, VIT_211s0016g02400.4, VIT_211s0016g02400.5	Bevul.8G125700.1.p
OG0000780	VIT_216s0022g02060.1	Bevul.3G083700.1.p
OG0000781	VIT_216s0050g02360.2, VIT_216s0050g02360.1, VIT_216s0050g02360.3	Bevul.3G043900.1.p
OG0000781	VIT_215s0046g01370.3, VIT_215s0046g01370.1, VIT_215s0046g01370.6, VIT_215s0046g01370.7, VIT_215s0046g01370.5, VIT_215s0046g01370.2, VIT_215s0046g01370.4	Bevul.1G187300.1.p
OG0000782	VIT_211s0065g00170.3, VIT_211s0065g00170.1, VIT_211s0065g00170.4, VIT_211s0065g00170.2, VIT_211s0065g00170.7, VIT_211s0065g00170.5, VIT_211s0065g00170.10, VIT_211s0065g00170.6, VIT_211s0065g00170.9, VIT_211s0065g00170.11, VIT_211s0065g00170.8, VIT_211s0065g00170.12, VIT_201s0010g03710.4, VIT_201s0010g03710.1, VIT_201s0010g03710.3, VIT_201s0010g03710.6, VIT_201s0010g03710.5, VIT_201s0010g03710.2	Bevul.6G206500.1.p
OG0000783	VIT_213s0156g00120.1	Bevul.7G163700.1.p
OG0000783	VIT_212s0059g00360.1, VIT_212s0059g00320.1, VIT_212s0059g00340.1, VIT_212s0059g00370.1, VIT_212s0059g00420.1, VIT_212s0059g00310.1, VIT_212s0059g00400.1, VIT_212s0059g00350.1, VIT_212s0059g00430.1	Bevul.9G025200.1.p, Bevul.9G025100.1.p
OG0000783	VIT_214s0030g01690.1	Bevul.4G140000.1.p, Bevul.4G140100.1.p
OG0000784	VIT_200s0372g00070.1, VIT_200s0572g00020.1, VIT_200s0266g00010.1, VIT_200s0847g00020.1, VIT_200s0372g00040.1, VIT_200s0572g00010.1, VIT_200s0385g00010.1, VIT_200s0385g00020.1, VIT_200s0271g00010.1, VIT_200s0266g00070.1, VIT_200s0372g00020.1, VIT_200s0266g00020.1, VIT_200s0271g00060.1, VIT_200s0271g00030.1	Bevul.8G066800.1.p, Bevul.8G066700.1.p
OG0000785	VIT_206s0009g01562.1, VIT_208s0007g05910.1	Bevul.3G202700.1.p
OG0000785	VIT_213s0019g02390.3, VIT_213s0019g02390.1, VIT_213s0019g02390.2, VIT_213s0019g02390.5, VIT_213s0019g02390.4	Bevul.2G225900.3.p, Bevul.2G225900.4.p, Bevul.2G225900.1.p, Bevul.2G225900.2.p
OG0000786	VIT_201s0010g02490.1, VIT_201s0010g02520.1, VIT_201s0010g02700.1, VIT_201s0010g02660.1	Bevul.4G229100.1.p
OG0000787	VIT_216s0050g02430.2, VIT_216s0050g02430.1	Bevul.3G044600.1.p
OG0000787	VIT_202s0025g01040.3, VIT_202s0025g01040.1, VIT_202s0025g01040.4, VIT_202s0025g01040.2	Bevul.5G021800.1.p
OG0000788	VIT_217s0000g01700.2, VIT_217s0000g01700.7, VIT_217s0000g01700.5, VIT_217s0000g01700.9, VIT_217s0000g01700.6, VIT_217s0000g01700.8, VIT_217s0000g01700.3, VIT_217s0000g01700.1, VIT_217s0000g01700.4	Bevul.2G081100.1.p
OG0000789	VIT_214s0108g00840.4, VIT_214s0108g00840.6, VIT_214s0108g00840.5, VIT_214s0108g00840.2, VIT_214s0108g00840.1, VIT_214s0108g00840.3	Bevul.2G060300.3.p, Bevul.2G060300.1.p, Bevul.2G060300.2.p
OG0000789	VIT_201s0026g02420.3, VIT_201s0026g02420.1, VIT_201s0026g02420.2	Bevul.6G236500.1.p
OG0000790	VIT_218s0001g03740.1, VIT_218s0082g00009.1, VIT_218s0001g03810.1, VIT_218s0001g03780.1, VIT_218s0075g00520.1	Bevul.2G005100.1.p, Bevul.2G005400.1.p, Bevul.2G005300.1.p, Bevul.9G099600.2.p, Bevul.9G099600.3.p, Bevul.9G099600.4.p, Bevul.9G099600.1.p, Bevul.9G099500.13.p, Bevul.9G099500.16.p, Bevul.9G099500.19.p, Bevul.9G099500.14.p, Bevul.9G099500.6.p, Bevul.9G099500.20.p, Bevul.9G099500.15.p, Bevul.9G099500.17.p, Bevul.9G099500.21.p, Bevul.9G099500.18.p, Bevul.9G099500.1.p, Bevul.9G099500.12.p, Bevul.9G099500.7.p, Bevul.9G099500.8.p, Bevul.9G099500.9.p, Bevul.9G099500.11.p, Bevul.9G099500.10.p, Bevul.9G099500.2.p, Bevul.9G099500.5.p, Bevul.9G099500.4.p, Bevul.9G099500.3.p
OG0000791	VIT_212s0178g00040.3, VIT_212s0178g00040.6, VIT_212s0178g00040.5, VIT_212s0178g00040.4, VIT_212s0178g00040.9, VIT_212s0178g00040.10, VIT_212s0178g00040.2, VIT_212s0178g00040.8, VIT_212s0178g00040.1, VIT_212s0178g00040.7, VIT_212s0178g00040.11	Bevul.9G144400.6.p, Bevul.9G144400.5.p, Bevul.9G144400.4.p, Bevul.9G144400.3.p, Bevul.9G144400.1.p, Bevul.9G144400.2.p
OG0000792	VIT_208s0007g08420.1, VIT_217s0000g03080.1, VIT_217s0000g03090.1, VIT_217s0000g02830.1, VIT_217s0000g03070.1, VIT_217s0000g02770.1, VIT_201s0011g01120.1, VIT_200s0144g00190.1, VIT_200s0144g00190.2, VIT_202s0109g00420.1, VIT_211s0118g00140.1, VIT_200s0144g00120.1, VIT_200s0144g00270.1, VIT_200s0144g00220.1, VIT_208s0007g08440.1	Bevul.5G092600.1.p, Bevul.4G037800.1.p, Bevul.4G037500.1.p, Bevul.3G207300.1.p
OG0000797	VIT_201s0011g06290.4, VIT_201s0011g06290.3, VIT_201s0011g06290.2	Bevul.4G144200.1.p
OG0000798	VIT_208s0058g00180.1	Bevul.5G038800.1.p, Bevul.8G112900.1.p
OG0000799	VIT_207s0104g00300.2, VIT_207s0104g00300.1	Bevul.7G076000.2.p, Bevul.7G076000.7.p, Bevul.7G076000.3.p, Bevul.7G076000.8.p, Bevul.7G076000.6.p, Bevul.7G076000.5.p, Bevul.7G076000.1.p, Bevul.7G076000.4.p
OG0000799	VIT_205s0020g02610.1	Bevul.3G133400.1.p
OG0000800	VIT_213s0067g01630.1, VIT_206s0009g02480.4, VIT_206s0009g02480.2, VIT_206s0009g02480.1, VIT_206s0009g02480.3	Bevul.4G217100.1.p
OG0000801	VIT_214s0108g01640.1	Bevul.4G099900.1.p, Bevul.7G082900.1.p
OG0000803	VIT_207s0141g00290.2, VIT_207s0141g00290.1, VIT_214s0081g00010.1	Bevul.5G240300.1.p
OG0000804	VIT_203s0091g01030.2, VIT_203s0091g01030.4, VIT_203s0091g01030.1, VIT_203s0091g01030.3	Bevul.3G186200.1.p
OG0000804	VIT_200s1311g00020.1, VIT_207s0151g00480.1	Bevul.7G073100.2.p, Bevul.7G073100.1.p
OG0000805	VIT_213s0158g00360.1, VIT_213s0158g00360.3, VIT_213s0158g00360.2	Bevul.2G051100.1.p
OG0000806	VIT_214s0030g00390.1, VIT_214s0030g00390.2	Bevul.4G149200.1.p
OG0000806	VIT_207s0104g00850.3, VIT_207s0104g00850.2, VIT_207s0104g00850.1	Bevul.7G078700.5.p, Bevul.7G078700.8.p, Bevul.7G078700.7.p, Bevul.7G078700.17.p, Bevul.7G078700.4.p, Bevul.7G078700.3.p, Bevul.7G078700.6.p, Bevul.7G078700.10.p, Bevul.7G078700.9.p, Bevul.7G078700.19.p, Bevul.7G078700.21.p, Bevul.7G078700.2.p, Bevul.7G078700.18.p, Bevul.7G078700.1.p, Bevul.7G078700.11.p, Bevul.7G078700.12.p, Bevul.7G078700.16.p, Bevul.7G078700.20.p, Bevul.7G078700.14.p, Bevul.7G078700.13.p, Bevul.7G078700.15.p
OG0000807	VIT_207s0005g02060.1	Bevul.5G260100.1.p
OG0000807	VIT_217s0000g08530.2, VIT_217s0000g08530.1, VIT_217s0000g08530.3	Bevul.5G213800.1.p
OG0000809	VIT_218s0001g14860.3, VIT_218s0001g14860.2	Bevul.6G063700.1.p, Bevul.6G063300.1.p
OG0000809	VIT_203s0038g02500.1	Bevul.9G135300.1.p, Bevul.2G123900.1.p
OG0000810	VIT_209s0002g02080.1, VIT_209s0002g02080.2	Bevul.7G232500.1.p
OG0000810	VIT_204s0023g02650.1, VIT_204s0023g02650.3, VIT_204s0023g02650.4, VIT_204s0023g02650.2	Bevul.6G026000.1.p
OG0000811	VIT_218s0001g06670.1	Bevul.6G098400.1.p
OG0000811	VIT_214s0128g00120.1	Bevul.4G151500.1.p
OG0000812	VIT_203s0038g00490.2, VIT_203s0038g00490.1	Bevul.9G161800.2.p, Bevul.9G161800.1.p
OG0000813	VIT_200s0199g00210.1, VIT_200s0199g00210.2	Bevul.6G099900.1.p
OG0000813	VIT_205s0136g00190.1, VIT_218s0001g07220.1, VIT_218s0001g07220.3, VIT_218s0001g07220.2	Bevul.1G109400.1.p
OG0000814	VIT_215s0046g00100.2, VIT_215s0046g00100.1	Bevul.1G195100.1.p
OG0000814	VIT_217s0000g09380.1, VIT_217s0000g09380.2	Bevul.5G221500.1.p
OG0000815	VIT_203s0088g00960.1, VIT_203s0088g00960.3, VIT_203s0088g00960.2	Bevul.9G220300.1.p
OG0000816	VIT_206s0004g00180.2, VIT_206s0004g00180.1	Bevul.7G186100.1.p
OG0000817	VIT_218s0001g12540.3, VIT_218s0001g12540.4, VIT_218s0001g12540.5, VIT_218s0001g12540.8, VIT_218s0001g12540.6, VIT_218s0001g12540.7, VIT_218s0001g12540.2, VIT_218s0001g12540.1	Bevul.5G122500.1.p
OG0000818	VIT_218s0001g05500.1, VIT_212s0142g00050.1	Bevul.1G099400.1.p
OG0000819	VIT_212s0059g02680.1	Bevul.9G066400.3.p, Bevul.9G066400.2.p, Bevul.9G066400.1.p
OG0000819	VIT_219s0014g05040.1, VIT_219s0014g05040.2, VIT_219s0014g05040.3	Bevul.4G046000.1.p
OG0000820	VIT_212s0035g01430.1	Bevul.6G155100.1.p, Bevul.4G182600.1.p
OG0000821	VIT_209s0054g01780.2, VIT_200s2310g00005.1, VIT_212s0034g00573.1, VIT_209s0054g01780.1	Bevul.7G147900.1.p
OG0000822	VIT_219s0014g00290.1	Bevul.3G055200.1.p, Bevul.4G083700.1.p, Bevul.4G083800.1.p
OG0000823	VIT_214s0081g00610.1, VIT_209s0002g01880.1	Bevul.7G173000.1.p
OG0000823	VIT_211s0016g01750.1, VIT_211s0016g01750.2	Bevul.8G133000.1.p
OG0000824	VIT_208s0058g00690.2, VIT_208s0058g00690.3, VIT_208s0058g00690.1	Bevul.7G014700.1.p
OG0000825	VIT_200s0527g00010.1, VIT_200s0527g00010.3, VIT_200s0527g00010.4, VIT_200s0527g00010.6, VIT_200s0527g00010.7, VIT_200s0527g00010.5, VIT_200s0527g00010.2	Bevul.8G025200.1.p
OG0000826	VIT_202s0025g03000.1, VIT_215s0048g02370.1	Bevul.5G065100.1.p
OG0000826	VIT_208s0007g02810.1	Bevul.7G019700.1.p
OG0000828	VIT_218s0086g00710.3, VIT_218s0086g00710.4, VIT_218s0086g00710.5, VIT_218s0086g00710.2, VIT_218s0086g00710.1	Bevul.1G213700.1.p
OG0000831	VIT_212s0057g00870.1, VIT_212s0057g00860.1	Bevul.4G048400.1.p
OG0000835	VIT_206s0009g02090.1	Bevul.4G219400.1.p
OG0000835	VIT_213s0067g01420.1, VIT_213s0067g01420.2, VIT_208s0040g00930.1, VIT_208s0040g00930.3, VIT_208s0040g00930.2	Bevul.3G213200.1.p, Bevul.3G213300.1.p
OG0000836	VIT_210s0071g00020.1, VIT_200s0575g00010.1, VIT_210s0042g00020.1, VIT_210s0042g00010.1, VIT_200s0575g00020.1, VIT_210s0042g00050.1, VIT_210s0071g00010.1, VIT_213s0074g00080.1, VIT_213s0074g00070.1, VIT_210s0042g00030.1, VIT_210s0071g00250.1	Bevul.7G206400.1.p, Bevul.5G072800.1.p
OG0000837	VIT_207s0151g00840.1	Bevul.5G232300.1.p, Bevul.5G232200.1.p, Bevul.5G232100.1.p
OG0000837	VIT_214s0030g01470.1	Bevul.4G141700.1.p, Bevul.5G232400.1.p, Bevul.5G232500.1.p
OG0000837	VIT_205s0020g03530.1	Bevul.3G147900.1.p
OG0000838	VIT_208s0040g02510.2, VIT_208s0040g02510.3, VIT_208s0040g02510.6, VIT_208s0040g02510.7, VIT_208s0040g02510.1, VIT_208s0040g02510.5, VIT_208s0040g02510.4	Bevul.8G018900.1.p
OG0000839	VIT_208s0040g01250.1	Bevul.3G211500.1.p
OG0000840	VIT_200s0733g00010.1	Bevul.5G148300.1.p
OG0000841	VIT_204s0008g00120.1, VIT_204s0008g00140.1, VIT_203s0038g03400.1	Bevul.1G113600.1.p
OG0000842	VIT_208s0058g01140.3, VIT_208s0058g01140.4, VIT_208s0058g01140.1, VIT_208s0058g01140.2	Bevul.7G008200.5.p, Bevul.7G008200.2.p, Bevul.7G008200.3.p, Bevul.7G008200.4.p, Bevul.7G008200.6.p, Bevul.7G008200.1.p, Bevul.7G008200.8.p, Bevul.7G008200.7.p
OG0000843	VIT_216s0039g01800.1	Bevul.1G104300.1.p, Bevul.1G104400.1.p, Bevul.1G104500.1.p
OG0000843	VIT_218s0001g06020.1, VIT_218s0001g06170.1, VIT_218s0001g06150.1	Bevul.1G104100.1.p
OG0000844	VIT_200s0313g00080.2, VIT_200s0313g00080.3, VIT_200s0313g00080.1	Bevul.6G058800.1.p
OG0000845	VIT_218s0001g00720.3, VIT_218s0001g00720.2, VIT_218s0001g00720.6, VIT_218s0001g00720.1, VIT_218s0001g00720.4, VIT_218s0001g00720.5	Bevul.6G222400.1.p
OG0000845	VIT_203s0038g03040.1	Bevul.9G130100.3.p, Bevul.9G130100.1.p, Bevul.9G130100.2.p
OG0000847	VIT_218s0001g14480.2, VIT_218s0001g14480.1	Bevul.1G023900.1.p
OG0000847	VIT_203s0038g02160.1	Bevul.9G138900.3.p, Bevul.9G138900.1.p, Bevul.9G138900.2.p
OG0000848	VIT_203s0063g01990.2, VIT_203s0063g01990.1	Bevul.6G091800.1.p
OG0000849	VIT_217s0000g03700.1	Bevul.5G148700.1.p
OG0000849	VIT_202s0025g03480.4, VIT_202s0025g03480.3, VIT_202s0025g03480.2, VIT_202s0025g03480.1, VIT_202s0025g03480.5, VIT_202s0025g03480.6	Bevul.5G001800.1.p
OG0000850	VIT_200s0253g00050.2, VIT_200s0253g00050.1	Bevul.6G065700.1.p, Bevul.6G065600.1.p
OG0000850	VIT_200s0253g00040.1, VIT_200s0253g00040.2	Bevul.6G065500.1.p
OG0000851	VIT_202s0012g01450.1	Bevul.5G091300.1.p
OG0000851	VIT_214s0128g00110.1, VIT_214s0128g00110.2	Bevul.4G151300.1.p
