Orthogroup	P_amilis.proteins	D_muscipula.proteins
OG0001376	FUN_031666-T1	Dm_00011445-RA
OG0001377	FUN_026063-T2, FUN_013141-T1, FUN_026063-T1, FUN_013141-T2	Dm_00003787-RA
OG0001377	FUN_051576-T1	Dm_00001622-RA
OG0001378	FUN_039124-T1	Dm_00000778-RA, Dm_00001790-RA
OG0001378	FUN_022590-T1, FUN_022068-T1	Dm_00017407-RA
OG0001379	FUN_050101-T1, FUN_023998-T1	Dm_00001414-RA
OG0001379	FUN_028386-T2, FUN_028386-T1	Dm_00008358-RA
OG0001380	FUN_013061-T1	Dm_00000742-RA
OG0001380	FUN_039396-T1	Dm_00014429-RA
OG0001381	FUN_005137-T1	Dm_00011205-RA
OG0001383	FUN_019261-T1, FUN_005819-T1, FUN_042397-T1, FUN_007584-T1	Dm_00002521-RA
OG0001384	FUN_018739-T2, FUN_018739-T1, FUN_040713-T1	Dm_00020386-RA
OG0001384	FUN_004201-T1, FUN_022032-T1, FUN_022032-T2, FUN_024269-T1	Dm_00003066-RA
OG0001385	FUN_047863-T1, FUN_020786-T1, FUN_047877-T1, FUN_026439-T1, FUN_026439-T2, FUN_047875-T1, FUN_047864-T1, FUN_005466-T3, FUN_005466-T2, FUN_005466-T1	Dm_00019353-RA
OG0001386	FUN_027335-T1, FUN_027335-T2	Dm_00010005-RA
OG0001387	FUN_034646-T3, FUN_034646-T4, FUN_034646-T2, FUN_034646-T1	Dm_00007676-RA
OG0001387	FUN_003722-T2, FUN_003722-T3, FUN_003722-T1, FUN_033050-T1, FUN_033050-T2, FUN_033050-T3	Dm_00018651-RA
OG0001388	FUN_001010-T3, FUN_001010-T1, FUN_035248-T1, FUN_001010-T2	Dm_00013983-RA
OG0001388	FUN_045991-T1	Dm_00000859-RA, Dm_00006045-RA
OG0001389	FUN_027320-T1, FUN_005623-T1	Dm_00004216-RA
OG0001390	FUN_049081-T1	Dm_00005855-RA
OG0001390	FUN_041883-T1	Dm_00017108-RA
OG0001392	FUN_008869-T1, FUN_008872-T1, FUN_008870-T1	Dm_00000455-RA
OG0001394	FUN_026956-T1, FUN_001268-T1	Dm_00004794-RA
OG0001395	FUN_025129-T1	Dm_00001684-RA, Dm_00001440-RA
OG0001396	FUN_025288-T1, FUN_025288-T2, FUN_031845-T5, FUN_031845-T4, FUN_031845-T3, FUN_031845-T2, FUN_031845-T1	Dm_00009455-RA
OG0001397	FUN_029954-T1, FUN_029954-T2, FUN_029954-T3	Dm_00017666-RA, Dm_00020073-RA
OG0001397	FUN_033691-T1, FUN_023800-T1	Dm_00011587-RA
OG0001398	FUN_022493-T1	Dm_00008131-RA
OG0001398	FUN_022491-T1, FUN_037625-T1, FUN_018970-T1	Dm_00005877-RA, Dm_00017028-RA
OG0001400	FUN_032261-T2, FUN_032261-T1, FUN_009217-T1	Dm_00010980-RA, Dm_00012385-RA
OG0001400	FUN_039260-T1, FUN_002904-T1, FUN_002904-T2	Dm_00017467-RA
OG0001401	FUN_049483-T3, FUN_049483-T2, FUN_049483-T1	Dm_00008615-RA, Dm_00005688-RA
OG0001402	FUN_029987-T1	Dm_00015343-RA
OG0001402	FUN_033706-T1, FUN_023717-T1	Dm_00012511-RA, Dm_00004622-RA
OG0001403	FUN_020116-T1	Dm_00007798-RA
OG0001404	FUN_046793-T1	Dm_00015471-RA
OG0001404	FUN_047406-T1, FUN_010834-T1	Dm_00002594-RA
OG0001405	FUN_016995-T2, FUN_016995-T1	Dm_00004760-RA, Dm_00016288-RA, Dm_00004764-RA, Dm_00019299-RA
OG0001406	FUN_010976-T1	Dm_00007130-RA
OG0001406	FUN_022991-T1, FUN_032395-T1	Dm_00002860-RA, Dm_00019182-RA
OG0001407	FUN_039368-T1, FUN_039368-T2	Dm_00009441-RA
OG0001419	FUN_047160-T1, FUN_047160-T2, FUN_047169-T1, FUN_045643-T1, FUN_006179-T1	Dm_00019168-RA
OG0001420	FUN_030048-T1	Dm_00007425-RA
OG0001420	FUN_030051-T1	Dm_00004928-RA
OG0001422	FUN_010068-T1, FUN_030093-T1	Dm_00013461-RA
OG0001423	FUN_010672-T1	Dm_00009030-RA
OG0001423	FUN_047295-T2, FUN_047295-T3, FUN_047295-T1, FUN_047296-T1	Dm_00012567-RA, Dm_00005924-RA
OG0001424	FUN_014263-T1, FUN_000611-T1	Dm_00015773-RA, Dm_00009756-RA
OG0001425	FUN_024145-T1	Dm_00003035-RA
OG0001426	FUN_048989-T2, FUN_048989-T1	Dm_00006379-RA, Dm_00013817-RA
OG0001427	FUN_001061-T1, FUN_043305-T1	Dm_00007555-RA, Dm_00001331-RA
OG0001428	FUN_024602-T1	Dm_00013528-RA
OG0001428	FUN_014327-T1	Dm_00006783-RA
OG0001430	FUN_036313-T1	Dm_00017651-RA
OG0001431	FUN_049080-T1	Dm_00006193-RA, Dm_00016557-RA, Dm_00006192-RA
OG0001432	FUN_003859-T1	Dm_00018157-RA
OG0001432	FUN_032845-T1	Dm_00009296-RA
OG0001433	FUN_034719-T1	Dm_00000344-RA, Dm_00005035-RA, Dm_00000343-RA
OG0001433	FUN_036061-T1	Dm_00001821-RA, Dm_00008040-RA
OG0001434	FUN_000797-T2, FUN_000797-T3, FUN_000797-T1	Dm_00003707-RA
OG0001435	FUN_030054-T1, FUN_039796-T1	Dm_00007426-RA
OG0001435	FUN_047924-T1	Dm_00003742-RA
OG0001437	FUN_001006-T1	Dm_00019917-RA
OG0001438	FUN_039851-T1	Dm_00009843-RA
OG0001438	FUN_052512-T1, FUN_036201-T1, FUN_036200-T1	Dm_00001209-RA
OG0001439	FUN_007870-T1, FUN_026216-T1	Dm_00000085-RA
OG0001439	FUN_021032-T1	Dm_00004158-RA
OG0001439	FUN_002644-T1	Dm_00004036-RA
OG0001439	FUN_015242-T1	Dm_00014978-RA
OG0001441	FUN_029596-T1	Dm_00007882-RA
OG0001441	FUN_038172-T2, FUN_038172-T1	Dm_00018385-RA
OG0001442	FUN_030247-T1, FUN_001128-T1	Dm_00006473-RA
OG0001443	FUN_024237-T2, FUN_024237-T1	Dm_00004589-RA, Dm_00005883-RA
OG0001444	FUN_043765-T1, FUN_018918-T1, FUN_030960-T1, FUN_030959-T1, FUN_046582-T1, FUN_008669-T1	Dm_00015068-RA
OG0001445	FUN_030958-T1, FUN_030958-T2, FUN_018919-T1	Dm_00014327-RA
OG0001445	FUN_018919-T2	Dm_00014328-RA
OG0001446	FUN_027012-T1	Dm_00010546-RA, Dm_00007414-RA
OG0001447	FUN_027944-T1	Dm_00001768-RA
OG0001448	FUN_045834-T1	Dm_00006466-RA
OG0001448	FUN_008593-T1	Dm_00001924-RA
OG0001449	FUN_050580-T1, FUN_002229-T1	Dm_00011699-RA, Dm_00003870-RA, Dm_00010748-RA
OG0001450	FUN_046698-T1	Dm_00005286-RA
OG0001450	FUN_036794-T1, FUN_037129-T1	Dm_00004092-RA, Dm_00004510-RA
OG0001451	FUN_000685-T1	Dm_00002884-RA
OG0001452	FUN_046700-T3, FUN_046700-T4, FUN_046700-T1, FUN_046700-T2, FUN_008566-T2, FUN_008566-T1, FUN_008566-T3	Dm_00001926-RA, Dm_00009938-RA
OG0001453	FUN_046353-T1, FUN_046353-T2, FUN_046353-T3, FUN_046352-T1	Dm_00002679-RA, Dm_00001531-RA
OG0001454	FUN_046619-T1, FUN_011936-T1	Dm_00014917-RA, Dm_00020564-RA
OG0001454	FUN_043156-T1, FUN_036660-T1	Dm_00008630-RA
OG0001456	FUN_008119-T1	Dm_00003074-RA
OG0001456	FUN_040752-T1, FUN_018751-T1	Dm_00012607-RA
OG0001457	FUN_035484-T1, FUN_008552-T1, FUN_012023-T1, FUN_012024-T1, FUN_045842-T1	Dm_00006177-RA, Dm_00018648-RA
OG0001458	FUN_026720-T2, FUN_026720-T1	Dm_00003492-RA
OG0001459	FUN_020982-T1	Dm_00007296-RA, Dm_00007297-RA
OG0001460	FUN_044973-T1, FUN_008780-T1	Dm_00000434-RA, Dm_00000174-RA
OG0001461	FUN_040920-T1, FUN_040920-T2, FUN_040920-T3, FUN_007921-T2, FUN_007921-T3, FUN_007921-T1	Dm_00012495-RA, Dm_00006682-RA
OG0001461	FUN_037247-T1	Dm_00012472-RA, Dm_00003345-RA
OG0001462	FUN_009044-T2, FUN_009044-T1	Dm_00004005-RA
OG0001463	FUN_037087-T2, FUN_037087-T3, FUN_037087-T1	Dm_00016246-RA
OG0001464	FUN_045346-T1, FUN_011132-T1	Dm_00014338-RA
OG0001464	FUN_029149-T1	Dm_00019230-RA
OG0001464	FUN_032633-T1, FUN_032633-T2	Dm_00007977-RA
OG0001465	FUN_041352-T1, FUN_017364-T1	Dm_00016184-RA
OG0001465	FUN_049471-T1	Dm_00019095-RA
OG0001466	FUN_018743-T1, FUN_040744-T1	Dm_00004360-RA
OG0001467	FUN_049174-T1, FUN_049174-T2, FUN_037116-T1	Dm_00015873-RA, Dm_00010692-RA
OG0001468	FUN_002117-T3, FUN_002117-T2, FUN_002117-T4, FUN_002117-T5, FUN_002117-T1	Dm_00012527-RA, Dm_00012528-RA
OG0001469	FUN_046304-T2, FUN_046304-T1, FUN_044069-T2, FUN_044069-T1	Dm_00003586-RA, Dm_00004120-RA
OG0001470	FUN_002105-T1, FUN_012012-T1	Dm_00011365-RA
OG0001470	FUN_020518-T1	Dm_00000777-RA
OG0001471	FUN_047397-T1	Dm_00004534-RA, Dm_00017331-RA
OG0001472	FUN_044314-T1	Dm_00000352-RA
OG0001473	FUN_027145-T3, FUN_027145-T2, FUN_027145-T4, FUN_027145-T1	Dm_00007712-RA
OG0001474	FUN_030075-T1, FUN_030086-T1, FUN_030076-T1	Dm_00016221-RA, Dm_00017384-RA
OG0001475	FUN_051883-T1	Dm_00006000-RA
OG0001476	FUN_039398-T1, FUN_039398-T2	Dm_00018075-RA
OG0001477	FUN_005288-T1	Dm_00007684-RA, Dm_00001109-RA
OG0001478	FUN_001485-T1	Dm_00017705-RA
OG0001478	FUN_013088-T1, FUN_013089-T1, FUN_049315-T1	Dm_00004308-RA
OG0001479	FUN_012423-T1	Dm_00020230-RA, Dm_00007221-RA
OG0001480	FUN_033947-T1	Dm_00004487-RA
OG0001480	FUN_036296-T1	Dm_00008781-RA, Dm_00002202-RA
OG0001481	FUN_000328-T1	Dm_00010180-RA, Dm_00007262-RA
OG0001481	FUN_032961-T1	Dm_00019076-RA
OG0001482	FUN_008236-T1, FUN_008233-T1	Dm_00001307-RA
OG0001483	FUN_035896-T2, FUN_035896-T3, FUN_035896-T1, FUN_021708-T1, FUN_021707-T1, FUN_003522-T1	Dm_00001914-RA
OG0001484	FUN_018635-T1	Dm_00005875-RA, Dm_00004249-RA
OG0001485	FUN_042695-T1	Dm_00001510-RA, Dm_00001900-RA
OG0001486	FUN_027414-T1	Dm_00005815-RA, Dm_00015982-RA
OG0001487	FUN_037324-T1	Dm_00007559-RA, Dm_00019057-RA, Dm_00006082-RA
OG0001487	FUN_005247-T1	Dm_00013168-RA
OG0001488	FUN_003438-T1, FUN_019419-T1, FUN_019419-T2, FUN_014079-T1	Dm_00019975-RA, Dm_00010538-RA
OG0001489	FUN_031339-T1	Dm_00019788-RA
OG0001490	FUN_048342-T1	Dm_00012847-RA, Dm_00002711-RA
OG0001490	FUN_037645-T1	Dm_00002712-RA
OG0001491	FUN_009067-T1, FUN_009062-T1, FUN_004638-T1, FUN_013777-T1, FUN_013776-T1, FUN_013781-T1	Dm_00002050-RA, Dm_00004007-RA
OG0001492	FUN_037576-T1, FUN_043113-T1	Dm_00000184-RA
OG0001493	FUN_014862-T1	Dm_00011277-RA
OG0001493	FUN_036067-T1, FUN_052411-T1	Dm_00001819-RA, Dm_00013883-RA
OG0001494	FUN_025321-T2	Dm_00009920-RA
OG0001494	FUN_025321-T1, FUN_025321-T3, FUN_011459-T1, FUN_049084-T1	Dm_00009921-RA
OG0001495	FUN_022906-T1, FUN_032359-T1, FUN_032357-T1	Dm_00011902-RA
OG0001495	FUN_022914-T1	Dm_00006546-RA
OG0001496	FUN_045359-T1, FUN_018903-T1	Dm_00016929-RA, Dm_00013625-RA, Dm_00009822-RA
OG0001500	FUN_033788-T1	Dm_00011548-RA
OG0001501	FUN_000641-T1, FUN_000641-T2	Dm_00010687-RA
OG0001501	FUN_009283-T1, FUN_032171-T3, FUN_032171-T1, FUN_009283-T2, FUN_032171-T4, FUN_032171-T2	Dm_00015868-RA, Dm_00008372-RA
OG0001502	FUN_018854-T1	Dm_00007240-RA, Dm_00019152-RA, Dm_00006157-RA, Dm_00019176-RA, Dm_00020742-RA
OG0001502	FUN_047106-T1, FUN_035158-T1, FUN_035157-T1, FUN_035163-T1, FUN_018948-T1, FUN_018957-T1, FUN_037265-T1, FUN_018942-T1, FUN_018959-T1, FUN_018949-T1, FUN_004168-T1, FUN_018952-T1, FUN_018958-T1, FUN_018956-T1, FUN_018855-T1, FUN_018953-T1, FUN_018951-T1, FUN_037266-T1, FUN_018954-T1, FUN_018943-T1, FUN_035164-T1	Dm_00016247-RA, Dm_00013532-RA, Dm_00014241-RA, Dm_00019175-RA, Dm_00007241-RA, Dm_00019151-RA
OG0001503	FUN_034568-T2, FUN_034568-T1	Dm_00019282-RA
OG0001504	FUN_018811-T1, FUN_014524-T3, FUN_014524-T4, FUN_014524-T1, FUN_014524-T2, FUN_002753-T1	Dm_00017513-RA, Dm_00016020-RA
OG0001507	FUN_052990-T1	Dm_00016016-RA, Dm_00002803-RA, Dm_00020508-RA, Dm_00015517-RA, Dm_00011723-RA, Dm_00006018-RA, Dm_00012389-RA, Dm_00014050-RA, Dm_00005430-RA, Dm_00021134-RA, Dm_00020704-RA, Dm_00011096-RA, Dm_00011094-RA, Dm_00020509-RA, Dm_00008006-RA, Dm_00006017-RA, Dm_00012388-RA, Dm_00012177-RA, Dm_00009346-RA, Dm_00015518-RA, Dm_00011724-RA, Dm_00012370-RA, Dm_00017362-RA, Dm_00011722-RA, Dm_00015025-RA, Dm_00012785-RA, Dm_00014087-RA, Dm_00012664-RA, Dm_00011167-RA, Dm_00010334-RA, Dm_00008196-RA, Dm_00009655-RA, Dm_00009819-RA, Dm_00005548-RA, Dm_00003815-RA, Dm_00015182-RA, Dm_00019074-RA, Dm_00011633-RA, Dm_00009820-RA, Dm_00011769-RA
OG0001508	FUN_004891-T1, FUN_004892-T1, FUN_004902-T1, FUN_004895-T1, FUN_004897-T1, FUN_004894-T1, FUN_004894-T2, FUN_004916-T1, FUN_013936-T1, FUN_004138-T1, FUN_004911-T1, FUN_004913-T1, FUN_053018-T1, FUN_004906-T1, FUN_004907-T1, FUN_004900-T1, FUN_004905-T1, FUN_004137-T1, FUN_004899-T1, FUN_004903-T1, FUN_004930-T1, FUN_004901-T1, FUN_033486-T1, FUN_018716-T1, FUN_018714-T1, FUN_018725-T1, FUN_036932-T1, FUN_036931-T1, FUN_018730-T1, FUN_018729-T1, FUN_018717-T1, FUN_018724-T1, FUN_018720-T1, FUN_018719-T1, FUN_018699-T1, FUN_018718-T1, FUN_018733-T1, FUN_018732-T1, FUN_018735-T1, FUN_018735-T2, FUN_018734-T1, FUN_004140-T1, FUN_004893-T1, FUN_004917-T1	Dm_00006376-RA
OG0001514	FUN_020216-T1, FUN_035459-T1	Dm_00004354-RA, Dm_00011160-RA, Dm_00012724-RA
OG0001516	FUN_020419-T1	Dm_00017075-RA
OG0001516	FUN_027317-T1	Dm_00006372-RA, Dm_00000493-RA
OG0001517	FUN_015189-T1	Dm_00020423-RA
OG0001518	FUN_019108-T1, FUN_030362-T1	Dm_00018809-RA
OG0001519	FUN_019063-T1, FUN_030426-T1	Dm_00011097-RA, Dm_00010785-RA
OG0001521	FUN_024698-T1	Dm_00019692-RA
OG0001523	FUN_025140-T1	Dm_00008597-RA
OG0001523	FUN_000293-T2, FUN_000293-T3, FUN_000293-T1	Dm_00008598-RA
OG0001523	FUN_025139-T1	Dm_00001672-RA
OG0001524	FUN_001645-T1	Dm_00009721-RA, Dm_00008566-RA
OG0001525	FUN_032824-T1, FUN_032824-T2	Dm_00019444-RA
OG0001526	FUN_034881-T1	Dm_00001116-RA, Dm_00007767-RA
OG0001527	FUN_020344-T2	Dm_00019529-RA, Dm_00015750-RA
OG0001528	FUN_000105-T1, FUN_000296-T1	Dm_00005886-RA
OG0001529	FUN_014546-T1	Dm_00000521-RA, Dm_00015639-RA, Dm_00015640-RA
OG0001530	FUN_014761-T1, FUN_014761-T2	Dm_00009789-RA, Dm_00017502-RA
OG0001530	FUN_036234-T1	Dm_00004492-RA
OG0001531	FUN_033007-T2, FUN_033007-T1	Dm_00019954-RA, Dm_00006203-RA
OG0001532	FUN_039137-T1	Dm_00010834-RA
OG0001533	FUN_014894-T1	Dm_00011720-RA
OG0001533	FUN_006624-T4, FUN_006624-T2, FUN_006624-T3, FUN_006624-T5, FUN_006624-T1	Dm_00015260-RA
OG0001535	FUN_007692-T2, FUN_007692-T3, FUN_007692-T1	Dm_00011804-RA
OG0001536	FUN_012530-T1, FUN_012542-T1, FUN_012548-T1	Dm_00002576-RA
OG0001538	FUN_009533-T3, FUN_009533-T2, FUN_009533-T1	Dm_00007295-RA
OG0001539	FUN_038846-T3, FUN_038846-T2, FUN_038846-T1	Dm_00004299-RA, Dm_00004298-RA
OG0001540	FUN_004636-T1	Dm_00015757-RA
OG0001541	FUN_017225-T1	Dm_00004182-RA, Dm_00000869-RA
OG0001542	FUN_052331-T1	Dm_00002617-RA, Dm_00008437-RA
OG0001542	FUN_014206-T1, FUN_000700-T1	Dm_00015082-RA
OG0001543	FUN_014563-T1	Dm_00013110-RA
OG0001543	FUN_042743-T1, FUN_025713-T1	Dm_00001246-RA
OG0001544	FUN_029572-T1	Dm_00017636-RA
OG0001544	FUN_048634-T1, FUN_048634-T2	Dm_00013363-RA
OG0001544	FUN_051830-T2, FUN_051830-T1, FUN_045611-T1	Dm_00008344-RA
OG0001546	FUN_029486-T1, FUN_029486-T2	Dm_00003224-RA, Dm_00002767-RA
OG0001546	FUN_046034-T1, FUN_046034-T2	Dm_00001723-RA
OG0001547	FUN_002657-T1, FUN_002358-T1, FUN_009916-T1, FUN_009916-T2, FUN_023505-T1	Dm_00001729-RA, Dm_00001727-RA
OG0001548	FUN_052128-T1, FUN_005589-T4, FUN_005589-T2, FUN_005589-T3, FUN_005589-T1	Dm_00006286-RA
OG0001549	FUN_017013-T1, FUN_029589-T1	Dm_00008381-RA
OG0001549	FUN_017396-T1, FUN_041374-T1	Dm_00010743-RA
OG0001550	FUN_039576-T1	Dm_00012795-RA
OG0001552	FUN_045759-T1, FUN_051995-T2, FUN_051995-T3, FUN_051995-T5, FUN_051995-T4, FUN_051995-T1	Dm_00003408-RA
OG0001553	FUN_041619-T1, FUN_041618-T1, FUN_041615-T1, FUN_041616-T1, FUN_041612-T1, FUN_041614-T1, FUN_041611-T1, FUN_041613-T1, FUN_041617-T1	Dm_00001653-RA, Dm_00003402-RA, Dm_00015154-RA
OG0001554	FUN_027729-T1	Dm_00001305-RA
OG0001556	FUN_001764-T1	Dm_00000256-RA
OG0001556	FUN_040271-T1	Dm_00013784-RA
OG0001557	FUN_016612-T1, FUN_016610-T1, FUN_030331-T3, FUN_030331-T2, FUN_016611-T1, FUN_030331-T1	Dm_00008939-RA, Dm_00008941-RA, Dm_00008940-RA
OG0001558	FUN_041693-T1, FUN_041695-T1	Dm_00014104-RA
OG0001558	FUN_041692-T1, FUN_041697-T1, FUN_041696-T1	Dm_00014106-RA
OG0001560	FUN_051872-T1, FUN_045652-T1	Dm_00005567-RA
OG0001561	FUN_019428-T1	Dm_00007236-RA
OG0001562	FUN_041087-T1, FUN_041088-T1, FUN_018288-T1	Dm_00009423-RA
OG0001563	FUN_008819-T1	Dm_00000445-RA, Dm_00003674-RA
OG0001564	FUN_005944-T1, FUN_005944-T2	Dm_00018298-RA, Dm_00011090-RA
OG0001565	FUN_011537-T1	Dm_00011389-RA
OG0001566	FUN_001869-T1	Dm_00009306-RA
OG0001567	FUN_052283-T1	Dm_00004466-RA, Dm_00005737-RA
OG0001567	FUN_033089-T2, FUN_033089-T1	Dm_00019329-RA
OG0001568	FUN_022856-T2, FUN_022856-T1	Dm_00003306-RA, Dm_00002956-RA
OG0001569	FUN_015904-T1	Dm_00013443-RA, Dm_00002989-RA
OG0001571	FUN_026373-T3, FUN_026373-T1, FUN_026373-T2, FUN_015551-T1	Dm_00000115-RA
OG0001572	FUN_026165-T1, FUN_026164-T1	Dm_00016229-RA
OG0001573	FUN_018586-T1, FUN_040588-T1	Dm_00005697-RA, Dm_00016758-RA
OG0001573	FUN_015437-T1, FUN_015437-T2	Dm_00010399-RA
OG0001575	FUN_030570-T2, FUN_030570-T1, FUN_030570-T3, FUN_009662-T1, FUN_009662-T2	Dm_00013860-RA, Dm_00009803-RA
OG0001575	FUN_033056-T2	Dm_00018397-RA
OG0001576	FUN_037588-T1, FUN_048290-T1	Dm_00004565-RA
OG0001577	FUN_048055-T1	Dm_00005056-RA
OG0001578	FUN_048934-T1, FUN_048934-T2	Dm_00013755-RA, Dm_00006975-RA
OG0001579	FUN_020695-T1	Dm_00010719-RA
OG0001579	FUN_012598-T1	Dm_00002231-RA
OG0001580	FUN_032336-T1, FUN_020496-T1, FUN_014726-T1, FUN_032338-T1	Dm_00007884-RA
OG0001582	FUN_034823-T1	Dm_00016173-RA
OG0001583	FUN_042110-T3, FUN_042110-T1	Dm_00017070-RA
OG0001584	FUN_013091-T1	Dm_00004310-RA
OG0001586	FUN_039031-T1	Dm_00001395-RA, Dm_00000807-RA
OG0001587	FUN_010399-T1, FUN_004368-T1, FUN_010409-T1, FUN_004367-T1	Dm_00015245-RA
OG0001588	FUN_024324-T1, FUN_005012-T1, FUN_024315-T1	Dm_00005792-RA
OG0001589	FUN_026965-T1, FUN_026962-T1, FUN_026962-T2	Dm_00014834-RA
OG0001590	FUN_026697-T1, FUN_046606-T1	Dm_00013771-RA
OG0001590	FUN_031969-T1	Dm_00008805-RA
OG0001592	FUN_036032-T1	Dm_00013844-RA
OG0001593	FUN_009392-T1, FUN_032113-T1	Dm_00005819-RA, Dm_00015983-RA
OG0001594	FUN_037434-T1, FUN_048165-T1	Dm_00003109-RA, Dm_00003563-RA
OG0001595	FUN_017998-T2, FUN_017998-T1	Dm_00018792-RA
OG0001596	FUN_022438-T1, FUN_022435-T1	Dm_00005232-RA, Dm_00002518-RA
OG0001598	FUN_041472-T1, FUN_017435-T2, FUN_017435-T1, FUN_041481-T1, FUN_041480-T1, FUN_041475-T1	Dm_00015920-RA
OG0001600	FUN_032669-T1	Dm_00008104-RA, Dm_00010658-RA
OG0001601	FUN_009256-T1, FUN_032217-T1, FUN_027647-T1	Dm_00007618-RA
OG0001601	FUN_010829-T1	Dm_00002592-RA, Dm_00004920-RA
OG0001602	FUN_008543-T1, FUN_010993-T1	Dm_00009779-RA
OG0001603	FUN_033485-T1, FUN_033485-T3, FUN_033485-T4, FUN_033485-T2	Dm_00001607-RA
OG0001604	FUN_041656-T1, FUN_041656-T4, FUN_041656-T5, FUN_041656-T7, FUN_041656-T3, FUN_041656-T6, FUN_041656-T2, FUN_017682-T5, FUN_017682-T1, FUN_017682-T2, FUN_017682-T3, FUN_017682-T4	Dm_00012381-RA
OG0001605	FUN_012771-T1, FUN_012558-T1, FUN_028370-T2, FUN_028370-T1, FUN_028370-T3	Dm_00001025-RA
OG0001606	FUN_011691-T1	Dm_00011918-RA
OG0001616	FUN_030955-T2, FUN_030955-T1	Dm_00009016-RA
OG0001617	FUN_050401-T1, FUN_025058-T1	Dm_00001113-RA
OG0001618	FUN_000991-T1, FUN_000992-T2, FUN_000992-T1, FUN_000991-T2, FUN_037219-T1	Dm_00009040-RA
OG0001619	FUN_005292-T1, FUN_038197-T1, FUN_005296-T1	Dm_00020136-RA
OG0001620	FUN_031817-T1, FUN_025269-T1	Dm_00012643-RA
OG0001621	FUN_012828-T1	Dm_00004090-RA
OG0001621	FUN_036525-T1, FUN_052765-T1	Dm_00007873-RA
OG0001622	FUN_007881-T1, FUN_052059-T1, FUN_004485-T1	Dm_00015421-RA
OG0001623	FUN_013878-T2, FUN_002490-T3, FUN_002490-T2, FUN_013878-T3, FUN_013878-T1, FUN_013883-T1	Dm_00013159-RA, Dm_00003311-RA
OG0001626	FUN_015943-T1, FUN_035711-T2	Dm_00009143-RA
OG0001626	FUN_035711-T1	Dm_00007974-RA
OG0001627	FUN_039508-T1	Dm_00006122-RA
OG0001628	FUN_036011-T1, FUN_052345-T1, FUN_014221-T1	Dm_00002610-RA
OG0001629	FUN_008814-T1	Dm_00003675-RA
OG0001629	FUN_010198-T1, FUN_030017-T1	Dm_00019080-RA
OG0001631	FUN_021605-T1	Dm_00007142-RA
OG0001632	FUN_005932-T1, FUN_005932-T2	Dm_00017286-RA, Dm_00008151-RA, Dm_00008150-RA
OG0001633	FUN_029378-T1	Dm_00013145-RA
OG0001634	FUN_012869-T1, FUN_004113-T1	Dm_00001558-RA
OG0001636	FUN_020525-T2, FUN_020525-T1	Dm_00001391-RA
OG0001637	FUN_027089-T1	Dm_00004654-RA
OG0001639	FUN_031848-T1, FUN_037124-T1	Dm_00002405-RA, Dm_00012475-RA
OG0001640	FUN_024339-T1	Dm_00004028-RA
OG0001641	FUN_044132-T4, FUN_044132-T2, FUN_003746-T2, FUN_009930-T1, FUN_044132-T1, FUN_003746-T1	Dm_00000865-RA, Dm_00005197-RA
OG0001642	FUN_051837-T1, FUN_045623-T2, FUN_045623-T1	Dm_00014341-RA
OG0001643	FUN_030576-T1	Dm_00010199-RA
OG0001644	FUN_003103-T1	Dm_00001006-RA
OG0001645	FUN_030155-T2, FUN_030155-T1	Dm_00001754-RA
OG0001646	FUN_012365-T1, FUN_012364-T1, FUN_012361-T1, FUN_012361-T2, FUN_042799-T1, FUN_042799-T2, FUN_042800-T1	Dm_00002475-RA, Dm_00002477-RA
OG0001647	FUN_048252-T1, FUN_048252-T2, FUN_037555-T1	Dm_00004516-RA
OG0001647	FUN_042224-T2, FUN_042224-T1	Dm_00005903-RA
OG0001648	FUN_025002-T1	Dm_00018134-RA
OG0001649	FUN_038347-T1, FUN_038347-T2, FUN_049451-T1	Dm_00004396-RA
OG0001650	FUN_050379-T1, FUN_050378-T1	Dm_00001119-RA
OG0001651	FUN_046434-T1, FUN_042630-T1	Dm_00002660-RA, Dm_00020138-RA
OG0001652	FUN_050460-T1	Dm_00003918-RA
OG0001653	FUN_004569-T3, FUN_004569-T1, FUN_004569-T2, FUN_032798-T3, FUN_032798-T1, FUN_032798-T2	Dm_00008485-RA
OG0001654	FUN_004092-T1	Dm_00001571-RA
OG0001655	FUN_018757-T1, FUN_040773-T1, FUN_018757-T2	Dm_00013164-RA
OG0001655	FUN_037134-T1, FUN_049193-T2, FUN_049193-T1	Dm_00011543-RA
OG0001656	FUN_028460-T1, FUN_027362-T2, FUN_027362-T3, FUN_027362-T1	Dm_00014425-RA
OG0001657	FUN_007968-T1	Dm_00006027-RA
OG0001658	FUN_010373-T1	Dm_00002158-RA
OG0001659	FUN_037003-T2, FUN_048188-T1, FUN_037003-T1	Dm_00020185-RA
OG0001659	FUN_018592-T1	Dm_00004261-RA, Dm_00020186-RA
OG0001660	FUN_005527-T3	Dm_00012066-RA, Dm_00014107-RA, Dm_00004927-RA
OG0001661	FUN_010366-T1	Dm_00012234-RA, Dm_00002161-RA
OG0001662	FUN_020554-T1	Dm_00013387-RA, Dm_00013386-RA
OG0001663	FUN_021149-T1, FUN_021177-T1	Dm_00013548-RA
OG0001663	FUN_040370-T1	Dm_00020137-RA
OG0001665	FUN_005856-T1, FUN_003589-T1, FUN_003589-T2, FUN_005855-T1	Dm_00010782-RA
