Orthogroup	L_sativa.proteins	S_lycopersicum.proteins
OG0000533	Lsat_1_v5_gn_1_100700.1, Lsat_1_v5_gn_4_40720.1, Lsat_1_v5_gn_4_40660.1, Lsat_1_v5_gn_4_40580.1, Lsat_1_v5_gn_4_56120.1	Solyc01g010400.1.1, Solyc01g094450.1.1, Solyc01g094440.1.1, Solyc01g094430.1.1, Solyc03g013300.1.1
OG0000534	Lsat_1_v5_gn_2_104661.4, Lsat_1_v5_gn_6_24141.1, Lsat_1_v5_gn_6_24141.2, Lsat_1_v5_gn_2_24580.1	Solyc01g005180.1.1, Solyc11g007100.1.1
OG0000534	Lsat_1_v5_gn_3_5041.1, Lsat_1_v5_gn_3_5041.3, Lsat_1_v5_gn_6_10220.1, Lsat_1_v5_gn_6_10220.3	Solyc08g079690.3.1, Solyc08g007570.3.1
OG0000534	Lsat_1_v5_gn_4_37980.1	Solyc01g091490.3.1
OG0000535	Lsat_1_v5_gn_3_57021.2, Lsat_1_v5_gn_3_57021.3, Lsat_1_v5_gn_3_57021.1	Solyc05g008770.3.1
OG0000536	Lsat_1_v5_gn_1_62921.3, Lsat_1_v5_gn_1_62921.1, Lsat_1_v5_gn_1_62921.2, Lsat_1_v5_gn_6_43780.3, Lsat_1_v5_gn_6_43780.1, Lsat_1_v5_gn_6_43780.2	Solyc11g069060.1.1
OG0000536	Lsat_1_v5_gn_2_106861.3, Lsat_1_v5_gn_2_106861.1, Lsat_1_v5_gn_2_106861.2, Lsat_1_v5_gn_1_52240.1, Lsat_1_v5_gn_6_25060.3, Lsat_1_v5_gn_6_25060.2, Lsat_1_v5_gn_6_25060.1	Solyc09g008200.3.1, Solyc10g086280.2.1
OG0000537	Lsat_1_v5_gn_2_112180.3, Lsat_1_v5_gn_2_112180.1, Lsat_1_v5_gn_2_111921.1, Lsat_1_v5_gn_2_110301.1	Solyc01g106720.1.1
OG0000537	Lsat_1_v5_gn_5_144220.3, Lsat_1_v5_gn_2_111821.1, Lsat_1_v5_gn_2_111821.2, Lsat_1_v5_gn_5_144220.2, Lsat_1_v5_gn_5_144220.1	Solyc01g106710.1.1
OG0000538	Lsat_1_v5_gn_3_116780.1, Lsat_1_v5_gn_3_116780.3, Lsat_1_v5_gn_5_66521.1	Solyc06g053560.3.1, Solyc09g090250.3.1
OG0000539	Lsat_1_v5_gn_6_105880.1	Solyc04g074840.3.1, Solyc04g074850.3.1
OG0000539	Lsat_1_v5_gn_2_2200.1, Lsat_1_v5_gn_2_2200.2, Lsat_1_v5_gn_2_65820.3, Lsat_1_v5_gn_2_65820.1	Solyc11g010380.2.1
OG0000540	Lsat_1_v5_gn_4_146281.1, Lsat_1_v5_gn_4_155400.1, Lsat_1_v5_gn_3_82160.3, Lsat_1_v5_gn_3_82160.1, Lsat_1_v5_gn_3_82260.1, Lsat_1_v5_gn_3_82260.2, Lsat_1_v5_gn_3_81981.1, Lsat_1_v5_gn_3_81620.1, Lsat_1_v5_gn_3_81620.3	Solyc10g086260.2.1, Solyc10g086290.2.1, Solyc10g086250.2.1, Solyc10g086270.2.1
OG0000541	Lsat_1_v5_gn_5_33860.1	Solyc11g009090.2.1
OG0000542	Lsat_1_v5_gn_4_76140.1	Solyc11g011310.2.1, Solyc04g014440.3.1
OG0000542	Lsat_1_v5_gn_1_860.3, Lsat_1_v5_gn_4_142700.1	Solyc04g076660.3.1, Solyc04g076650.2.1
OG0000543	Lsat_1_v5_gn_6_101381.1, Lsat_1_v5_gn_2_70740.1	Solyc04g072020.3.1
OG0000544	Lsat_1_v5_gn_4_77260.1	Solyc02g093410.3.1
OG0000544	Lsat_1_v5_gn_9_37801.1	Solyc09g018060.3.1
OG0000545	Lsat_1_v5_gn_4_55800.2, Lsat_1_v5_gn_4_55800.1	Solyc03g006570.3.1
OG0000545	Lsat_1_v5_gn_4_27120.1, Lsat_1_v5_gn_7_56900.1, Lsat_1_v5_gn_4_27120.2, Lsat_1_v5_gn_8_33380.2, Lsat_1_v5_gn_8_33380.1, Lsat_1_v5_gn_8_33380.3	Solyc02g050280.3.1
OG0000546	Lsat_1_v5_gn_1_124601.1, Lsat_1_v5_gn_0_25841.1, Lsat_1_v5_gn_1_120961.1, Lsat_1_v5_gn_2_3440.1, Lsat_1_v5_gn_2_841.1, Lsat_1_v5_gn_2_841.3, Lsat_1_v5_gn_6_42360.1, Lsat_1_v5_gn_6_42360.2	Solyc12g094650.2.1
OG0000547	Lsat_1_v5_gn_7_4140.1, Lsat_1_v5_gn_7_4140.3	Solyc01g094835.1.1
OG0000547	Lsat_1_v5_gn_8_131141.2, Lsat_1_v5_gn_8_131141.1, Lsat_1_v5_gn_3_41880.4, Lsat_1_v5_gn_3_41281.1, Lsat_1_v5_gn_3_41140.1, Lsat_1_v5_gn_3_41120.1, Lsat_1_v5_gn_3_41160.1, Lsat_1_v5_gn_3_33741.1, Lsat_1_v5_gn_3_41900.2, Lsat_1_v5_gn_3_41900.3, Lsat_1_v5_gn_3_41941.1, Lsat_1_v5_gn_6_56400.2, Lsat_1_v5_gn_6_56400.1, Lsat_1_v5_gn_3_41320.1, Lsat_1_v5_gn_3_42080.1, Lsat_1_v5_gn_3_39820.1, Lsat_1_v5_gn_3_41360.3, Lsat_1_v5_gn_3_41360.1, Lsat_1_v5_gn_3_41301.3	Solyc07g053220.2.1
OG0000548	Lsat_1_v5_gn_3_25341.1	Solyc08g069120.3.1
OG0000549	Lsat_1_v5_gn_7_36640.1, Lsat_1_v5_gn_7_36640.2	Solyc08g075600.2.1, Solyc08g075610.2.1, Solyc08g075590.2.1, Solyc08g075620.2.1, Solyc12g008400.2.1
OG0000550	Lsat_1_v5_gn_9_39760.3, Lsat_1_v5_gn_9_39760.1	Solyc10g074890.2.1
OG0000550	Lsat_1_v5_gn_9_13421.1, Lsat_1_v5_gn_9_13421.4, Lsat_1_v5_gn_9_13441.1, Lsat_1_v5_gn_9_13441.2	Solyc09g055570.3.1
OG0000551	Lsat_1_v5_gn_6_25481.1, Lsat_1_v5_gn_2_29960.3, Lsat_1_v5_gn_2_29960.1	Solyc01g008540.3.1, Solyc01g008550.4.1, Solyc01g008530.3.1
OG0000552	Lsat_1_v5_gn_9_106561.2, Lsat_1_v5_gn_9_106561.1	Solyc07g049220.3.1
OG0000552	Lsat_1_v5_gn_8_151421.2, Lsat_1_v5_gn_8_151421.4	Solyc02g067980.3.1, Solyc02g093800.3.1, Solyc05g014340.3.1
OG0000554	Lsat_1_v5_gn_3_111301.3, Lsat_1_v5_gn_3_111301.2, Lsat_1_v5_gn_3_111301.1	Solyc03g058470.2.1
OG0000558	Lsat_1_v5_gn_9_78041.1, Lsat_1_v5_gn_9_78041.2	Solyc09g082370.3.1, Solyc06g054010.3.1
OG0000558	Lsat_1_v5_gn_9_6160.2, Lsat_1_v5_gn_9_6160.1, Lsat_1_v5_gn_5_186400.1, Lsat_1_v5_gn_5_186400.3	Solyc09g065480.2.1
OG0000559	Lsat_1_v5_gn_5_179121.2, Lsat_1_v5_gn_5_179121.1, Lsat_1_v5_gn_5_179121.3, Lsat_1_v5_gn_9_11161.3, Lsat_1_v5_gn_9_11161.1, Lsat_1_v5_gn_9_11161.2	Solyc09g063015.1.1, Solyc06g008030.3.1, Solyc09g063010.3.1
OG0000560	Lsat_1_v5_gn_1_99660.3, Lsat_1_v5_gn_1_99660.1, Lsat_1_v5_gn_1_99660.4	Solyc01g088100.3.1
OG0000560	Lsat_1_v5_gn_6_25960.1, Lsat_1_v5_gn_6_25960.3, Lsat_1_v5_gn_2_30981.2, Lsat_1_v5_gn_2_30981.1, Lsat_1_v5_gn_2_30981.3, Lsat_1_v5_gn_8_121161.1, Lsat_1_v5_gn_1_99660.2	Solyc01g008600.3.1, Solyc11g065320.2.1
OG0000561	Lsat_1_v5_gn_4_28800.1, Lsat_1_v5_gn_4_28880.2, Lsat_1_v5_gn_4_28860.1, Lsat_1_v5_gn_4_28820.1, Lsat_1_v5_gn_5_144940.3, Lsat_1_v5_gn_5_144940.1, Lsat_1_v5_gn_5_144981.1, Lsat_1_v5_gn_5_144981.5, Lsat_1_v5_gn_2_102941.1, Lsat_1_v5_gn_7_34481.1, Lsat_1_v5_gn_7_34481.3, Lsat_1_v5_gn_1_95341.3, Lsat_1_v5_gn_1_95341.1	Solyc02g070970.1.1, Solyc02g070980.1.1, Solyc02g070940.1.1, Solyc02g071010.1.1, Solyc02g071030.2.1, Solyc02g070950.1.1, Solyc02g070990.1.1, Solyc02g071000.1.1, Solyc03g005760.1.1, Solyc03g005770.3.1, Solyc03g005780.3.1
OG0000562	Lsat_1_v5_gn_2_94520.3, Lsat_1_v5_gn_2_94520.1	Solyc09g090630.2.1
OG0000562	Lsat_1_v5_gn_8_92080.1, Lsat_1_v5_gn_8_92080.2, Lsat_1_v5_gn_9_11421.3, Lsat_1_v5_gn_9_11421.1	Solyc09g072890.2.1, Solyc06g083760.3.1
OG0000563	Lsat_1_v5_gn_7_82620.1, Lsat_1_v5_gn_7_82620.2	Solyc11g056340.1.1, Solyc03g013500.1.1, Solyc11g030830.1.1, Solyc02g010610.1.1
OG0000563	Lsat_1_v5_gn_8_133980.1	Solyc02g011990.1.1, Solyc02g021290.1.1, Solyc01g097530.2.1
OG0000563	Lsat_1_v5_gn_6_116481.1	Solyc01g048590.2.1, Solyc11g013780.1.1, Solyc12g039030.1.1
OG0000563	Lsat_1_v5_gn_4_51841.1, Lsat_1_v5_gn_3_104200.1	Solyc05g016120.2.1
OG0000564	Lsat_1_v5_gn_8_11281.1, Lsat_1_v5_gn_8_11281.3, Lsat_1_v5_gn_8_11281.2	Solyc06g048510.3.1
OG0000564	Lsat_1_v5_gn_9_3041.1, Lsat_1_v5_gn_8_54600.1	Solyc08g006010.3.1
OG0000564	Lsat_1_v5_gn_9_87401.3, Lsat_1_v5_gn_9_87401.1	Solyc01g099400.3.1
OG0000565	Lsat_1_v5_gn_5_157981.1, Lsat_1_v5_gn_5_157981.2, Lsat_1_v5_gn_2_36520.2, Lsat_1_v5_gn_2_36520.1	Solyc12g019960.2.1, Solyc10g080740.2.1
OG0000566	Lsat_1_v5_gn_5_123461.1, Lsat_1_v5_gn_5_123461.3	Solyc07g049400.1.1
OG0000566	Lsat_1_v5_gn_7_14220.1, Lsat_1_v5_gn_4_63001.2, Lsat_1_v5_gn_4_63001.1	Solyc03g031830.1.1, Solyc02g081180.2.1
OG0000566	Lsat_1_v5_gn_9_12420.1	Solyc06g007880.1.1
OG0000567	Lsat_1_v5_gn_6_27140.1, Lsat_1_v5_gn_6_27140.2, Lsat_1_v5_gn_3_113201.1	Solyc11g065660.2.1, Solyc01g008440.3.1
OG0000567	Lsat_1_v5_gn_5_162241.1, Lsat_1_v5_gn_9_28600.1, Lsat_1_v5_gn_9_28600.2, Lsat_1_v5_gn_8_79700.1	Solyc10g079130.2.1
OG0000567	Lsat_1_v5_gn_2_51220.3, Lsat_1_v5_gn_2_51220.1	Solyc06g073350.3.1
OG0000568	Lsat_1_v5_gn_3_24140.3, Lsat_1_v5_gn_3_24140.1, Lsat_1_v5_gn_5_49221.1	Solyc01g067210.3.1
OG0000568	Lsat_1_v5_gn_8_54481.2, Lsat_1_v5_gn_8_54481.1, Lsat_1_v5_gn_8_54481.3	Solyc06g084520.3.1, Solyc09g074680.3.1, Solyc09g010050.1.1
OG0000569	Lsat_1_v5_gn_3_99781.3, Lsat_1_v5_gn_3_99781.1, Lsat_1_v5_gn_2_89321.1, Lsat_1_v5_gn_2_89321.3	Solyc02g067030.3.1
OG0000569	Lsat_1_v5_gn_5_21601.2, Lsat_1_v5_gn_5_21601.1, Lsat_1_v5_gn_5_21601.3	Solyc03g115700.3.1
OG0000570	Lsat_1_v5_gn_9_80640.3, Lsat_1_v5_gn_9_80640.1, Lsat_1_v5_gn_9_80640.4	Solyc04g076830.3.1
OG0000571	Lsat_1_v5_gn_8_89820.1	Solyc09g060080.3.1, Solyc06g083420.2.1
OG0000572	Lsat_1_v5_gn_9_42081.1, Lsat_1_v5_gn_9_42081.3, Lsat_1_v5_gn_6_109201.1, Lsat_1_v5_gn_7_84621.1	Solyc06g060110.3.1, Solyc11g005070.2.1
OG0000573	Lsat_1_v5_gn_6_97140.1	Solyc06g060250.3.1
OG0000574	Lsat_1_v5_gn_8_37720.1, Lsat_1_v5_gn_8_37720.2, Lsat_1_v5_gn_8_37720.6, Lsat_1_v5_gn_8_37720.4	Solyc04g005900.3.1
OG0000574	Lsat_1_v5_gn_6_113140.1, Lsat_1_v5_gn_6_113140.3, Lsat_1_v5_gn_6_113140.2	Solyc04g079800.3.1
OG0000575	Lsat_1_v5_gn_6_93480.1, Lsat_1_v5_gn_6_93480.3	Solyc08g078310.3.1
OG0000575	Lsat_1_v5_gn_4_16300.3, Lsat_1_v5_gn_4_16300.1, Lsat_1_v5_gn_8_40440.3, Lsat_1_v5_gn_8_40440.1	Solyc04g007340.3.1, Solyc04g007350.3.1, Solyc05g009200.2.1
OG0000576	Lsat_1_v5_gn_5_142340.1, Lsat_1_v5_gn_5_142340.2	Solyc12g008840.2.1
OG0000576	Lsat_1_v5_gn_4_95281.1, Lsat_1_v5_gn_4_95281.2, Lsat_1_v5_gn_5_135361.2, Lsat_1_v5_gn_5_135361.1	Solyc12g044880.2.1, Solyc06g062580.3.1, Solyc03g121540.3.1
OG0000577	Lsat_1_v5_gn_6_90840.1, Lsat_1_v5_gn_6_90840.3	Solyc08g078560.3.1
OG0000578	Lsat_1_v5_gn_5_143101.1, Lsat_1_v5_gn_5_143121.1, Lsat_1_v5_gn_8_86161.3, Lsat_1_v5_gn_8_86161.1, Lsat_1_v5_gn_7_34541.1, Lsat_1_v5_gn_7_34581.1	Solyc06g062800.3.1, Solyc07g040750.2.1, Solyc12g096000.2.1, Solyc08g062800.3.1, Solyc12g095990.2.1
OG0000579	Lsat_1_v5_gn_1_87760.1, Lsat_1_v5_gn_4_33260.1, Lsat_1_v5_gn_4_33301.1	Solyc01g095730.3.1, Solyc10g009490.2.1
OG0000580	Lsat_1_v5_gn_7_720.1	Solyc10g009240.3.1
OG0000580	Lsat_1_v5_gn_3_123820.1, Lsat_1_v5_gn_3_123820.3, Lsat_1_v5_gn_5_67800.1	Solyc09g083050.3.1, Solyc03g005320.3.1
OG0000580	Lsat_1_v5_gn_6_21780.1, Lsat_1_v5_gn_6_21720.1	Solyc08g067410.2.1, Solyc06g065560.2.1
OG0000581	Lsat_1_v5_gn_4_35780.3, Lsat_1_v5_gn_4_35780.1, Lsat_1_v5_gn_3_6320.1	Solyc01g094810.3.1, Solyc10g012240.3.1
OG0000581	Lsat_1_v5_gn_0_5781.1, Lsat_1_v5_gn_1_26480.6	Solyc11g071870.2.1
OG0000582	Lsat_1_v5_gn_7_110761.1	Solyc02g031860.3.1, Solyc02g031900.2.1
OG0000583	Lsat_1_v5_gn_2_90281.2, Lsat_1_v5_gn_2_90281.1, Lsat_1_v5_gn_3_97021.1, Lsat_1_v5_gn_3_97021.3	Solyc02g089210.3.1, Solyc02g065730.2.1
OG0000583	Lsat_1_v5_gn_8_35580.2, Lsat_1_v5_gn_8_35580.1, Lsat_1_v5_gn_8_35580.4	Solyc05g056620.2.1
OG0000584	Lsat_1_v5_gn_4_4581.3, Lsat_1_v5_gn_4_4581.1	Solyc01g017620.1.1, Solyc01g017610.1.1, Solyc05g031600.2.1
OG0000584	Lsat_1_v5_gn_4_75461.2, Lsat_1_v5_gn_4_75461.1	Solyc03g112460.3.1, Solyc06g071640.3.1
OG0000585	Lsat_1_v5_gn_5_17121.1, Lsat_1_v5_gn_5_17121.2	Solyc03g114240.3.1
OG0000585	Lsat_1_v5_gn_8_156180.1	Solyc06g073165.1.1
OG0000586	Lsat_1_v5_gn_4_7040.1, Lsat_1_v5_gn_4_7061.1, Lsat_1_v5_gn_4_7040.2, Lsat_1_v5_gn_5_175420.1, Lsat_1_v5_gn_5_188721.2, Lsat_1_v5_gn_6_16240.1, Lsat_1_v5_gn_2_30601.4, Lsat_1_v5_gn_5_188721.1, Lsat_1_v5_gn_6_17021.1, Lsat_1_v5_gn_6_17021.2, Lsat_1_v5_gn_6_18541.2, Lsat_1_v5_gn_6_18541.1, Lsat_1_v5_gn_5_22660.1, Lsat_1_v5_gn_5_22660.2, Lsat_1_v5_gn_5_22660.3, Lsat_1_v5_gn_5_109620.2, Lsat_1_v5_gn_5_109620.1, Lsat_1_v5_gn_5_4720.1, Lsat_1_v5_gn_5_4720.2, Lsat_1_v5_gn_2_16661.1, Lsat_1_v5_gn_2_30601.1, Lsat_1_v5_gn_3_77260.2, Lsat_1_v5_gn_3_77260.1, Lsat_1_v5_gn_2_30601.2, Lsat_1_v5_gn_5_175420.2, Lsat_1_v5_gn_5_175420.3, Lsat_1_v5_gn_2_16661.2	Solyc05g005780.3.1, Solyc04g025870.3.1
OG0000593	Lsat_1_v5_gn_8_130641.3, Lsat_1_v5_gn_8_130641.1, Lsat_1_v5_gn_8_17140.6, Lsat_1_v5_gn_8_17180.1, Lsat_1_v5_gn_8_17140.3, Lsat_1_v5_gn_8_17140.1, Lsat_1_v5_gn_8_130660.3, Lsat_1_v5_gn_8_130660.1	Solyc06g072410.2.1, Solyc09g011890.1.1
OG0000593	Lsat_1_v5_gn_2_115800.1, Lsat_1_v5_gn_2_115780.1	Solyc06g069820.3.1, Solyc06g069800.2.1, Solyc06g069810.1.1
OG0000593	Lsat_1_v5_gn_8_17240.1	Solyc06g069805.1.1
OG0000594	Lsat_1_v5_gn_9_72740.1, Lsat_1_v5_gn_9_72740.2, Lsat_1_v5_gn_9_112741.1, Lsat_1_v5_gn_7_85180.1	Solyc07g049510.1.1
OG0000595	Lsat_1_v5_gn_6_20140.1	Solyc08g041770.3.1
OG0000595	Lsat_1_v5_gn_2_36360.1, Lsat_1_v5_gn_2_36360.3	Solyc11g064850.2.1
OG0000596	Lsat_1_v5_gn_5_441.1, Lsat_1_v5_gn_5_441.3, Lsat_1_v5_gn_7_115500.1	Solyc10g005730.3.1
OG0000596	Lsat_1_v5_gn_1_69401.1, Lsat_1_v5_gn_6_57180.3	Solyc09g098330.3.1, Solyc12g098690.2.1
OG0000597	Lsat_1_v5_gn_8_27500.1	Solyc04g082740.3.1, Solyc04g082720.3.1
OG0000597	Lsat_1_v5_gn_2_64261.1, Lsat_1_v5_gn_2_64261.3	Solyc01g098790.2.1
OG0000597	Lsat_1_v5_gn_2_7120.2, Lsat_1_v5_gn_2_7120.3, Lsat_1_v5_gn_2_7120.1	Solyc01g098810.3.1
OG0000598	Lsat_1_v5_gn_3_95181.3	Solyc01g105827.1.1, Solyc11g017040.2.1, Solyc11g017060.2.1, Solyc04g081690.2.1
OG0000599	Lsat_1_v5_gn_1_89501.1	Solyc02g072140.1.1
OG0000599	Lsat_1_v5_gn_7_102300.1, Lsat_1_v5_gn_5_126500.1, Lsat_1_v5_gn_8_12001.1	Solyc12g014340.1.1, Solyc07g062310.3.1
OG0000600	Lsat_1_v5_gn_8_137481.1	Solyc12g010790.2.1
OG0000600	Lsat_1_v5_gn_5_128680.1, Lsat_1_v5_gn_9_98601.1, Lsat_1_v5_gn_4_51380.1	Solyc03g006270.3.1, Solyc10g008840.3.1
OG0000600	Lsat_1_v5_gn_1_109780.1	Solyc02g072180.3.1
OG0000600	Lsat_1_v5_gn_8_142400.1	Solyc07g055290.3.1
OG0000601	Lsat_1_v5_gn_2_55280.3, Lsat_1_v5_gn_2_55280.1, Lsat_1_v5_gn_6_35101.3, Lsat_1_v5_gn_6_35101.1	Solyc01g007780.3.1, Solyc10g082040.2.1
OG0000601	Lsat_1_v5_gn_8_30500.2, Lsat_1_v5_gn_8_30500.1, Lsat_1_v5_gn_2_8620.3, Lsat_1_v5_gn_2_8620.1	Solyc04g081340.3.1, Solyc12g089290.2.1
OG0000602	Lsat_1_v5_gn_3_19461.1, Lsat_1_v5_gn_3_20720.1, Lsat_1_v5_gn_3_20720.2, Lsat_1_v5_gn_3_19661.1	Solyc08g080600.1.1, Solyc11g044400.1.1, Solyc08g080590.3.1, Solyc08g080585.1.1
OG0000602	Lsat_1_v5_gn_6_86760.1	Solyc12g056370.1.1, Solyc12g056390.1.1, Solyc11g044390.1.1, Solyc08g080640.2.1, Solyc08g080650.3.1, Solyc08g080620.1.1, Solyc08g080670.1.1, Solyc08g080660.1.1, Solyc08g080610.1.1
OG0000603	Lsat_1_v5_gn_6_7540.1, Lsat_1_v5_gn_6_7540.2, Lsat_1_v5_gn_5_45600.1	Solyc12g095910.2.1, Solyc08g065610.3.1
OG0000603	Lsat_1_v5_gn_3_2361.1, Lsat_1_v5_gn_3_2361.2, Lsat_1_v5_gn_3_2361.3	Solyc08g079160.3.1
OG0000604	Lsat_1_v5_gn_1_53381.2, Lsat_1_v5_gn_1_53381.1	Solyc03g006710.1.1, Solyc02g079520.2.1
OG0000604	Lsat_1_v5_gn_9_95381.3, Lsat_1_v5_gn_9_95381.1, Lsat_1_v5_gn_7_107461.1, Lsat_1_v5_gn_7_107421.1	Solyc10g006700.1.1, Solyc10g006660.3.1
OG0000605	Lsat_1_v5_gn_5_162440.1, Lsat_1_v5_gn_5_162440.3	Solyc10g080260.2.1, Solyc03g063680.2.1, Solyc10g079120.2.1
OG0000605	Lsat_1_v5_gn_1_106881.3, Lsat_1_v5_gn_1_106881.1	Solyc01g087170.3.1
OG0000606	Lsat_1_v5_gn_7_104161.2, Lsat_1_v5_gn_7_104161.1, Lsat_1_v5_gn_9_98081.3, Lsat_1_v5_gn_9_98081.2, Lsat_1_v5_gn_9_98081.1, Lsat_1_v5_gn_5_127880.1, Lsat_1_v5_gn_5_127880.3	Solyc07g063120.3.1, Solyc12g013840.2.1
OG0000607	Lsat_1_v5_gn_2_103381.1, Lsat_1_v5_gn_8_17440.3, Lsat_1_v5_gn_8_17440.1	Solyc05g055470.3.1, Solyc11g008000.2.1
OG0000607	Lsat_1_v5_gn_2_103401.1, Lsat_1_v5_gn_6_99940.3, Lsat_1_v5_gn_6_100121.2, Lsat_1_v5_gn_6_99940.1, Lsat_1_v5_gn_6_100121.1, Lsat_1_v5_gn_9_71421.3, Lsat_1_v5_gn_9_71421.1, Lsat_1_v5_gn_8_17420.1, Lsat_1_v5_gn_8_17420.2	Solyc11g008010.2.1, Solyc05g055480.3.1
OG0000608	Lsat_1_v5_gn_1_21140.1, Lsat_1_v5_gn_4_126380.2, Lsat_1_v5_gn_4_126380.5, Lsat_1_v5_gn_4_126380.1, Lsat_1_v5_gn_4_126380.4	Solyc04g078840.3.1
OG0000608	Lsat_1_v5_gn_7_86800.1, Lsat_1_v5_gn_7_86800.2	Solyc01g108087.1.1, Solyc11g044560.2.1, Solyc10g050210.2.1
OG0000609	Lsat_1_v5_gn_4_83620.1	Solyc03g097715.1.1
OG0000610	Lsat_1_v5_gn_3_28900.1	Solyc02g067770.3.1
OG0000610	Lsat_1_v5_gn_8_154780.2, Lsat_1_v5_gn_8_154780.1, Lsat_1_v5_gn_8_154821.2, Lsat_1_v5_gn_8_154821.1, Lsat_1_v5_gn_8_153941.1, Lsat_1_v5_gn_8_153941.2, Lsat_1_v5_gn_8_153941.3, Lsat_1_v5_gn_8_154420.1, Lsat_1_v5_gn_8_154420.2, Lsat_1_v5_gn_8_154980.3, Lsat_1_v5_gn_8_154980.1, Lsat_1_v5_gn_8_154980.2	Solyc01g007980.3.1, Solyc01g007970.2.1, Solyc01g007990.3.1, Solyc01g007960.3.1, Solyc05g005070.2.1
OG0000610	Lsat_1_v5_gn_3_28920.1, Lsat_1_v5_gn_3_28980.3, Lsat_1_v5_gn_3_28980.1, Lsat_1_v5_gn_3_28920.3	Solyc02g067780.3.1
OG0000611	Lsat_1_v5_gn_3_97601.1, Lsat_1_v5_gn_4_171761.1, Lsat_1_v5_gn_4_171761.2	Solyc02g088910.3.1
OG0000611	Lsat_1_v5_gn_3_53901.1, Lsat_1_v5_gn_3_53901.3, Lsat_1_v5_gn_4_11900.1	Solyc05g012210.3.1, Solyc04g005380.3.1
OG0000612	Lsat_1_v5_gn_3_111441.1	Solyc11g045350.2.1, Solyc08g013900.3.1
OG0000613	Lsat_1_v5_gn_8_36901.1, Lsat_1_v5_gn_3_106581.3, Lsat_1_v5_gn_3_106581.1, Lsat_1_v5_gn_4_21041.1	Solyc04g005255.1.1, Solyc05g010810.1.1
OG0000614	Lsat_1_v5_gn_8_9821.2, Lsat_1_v5_gn_8_9821.1, Lsat_1_v5_gn_8_9821.3, Lsat_1_v5_gn_2_127041.1, Lsat_1_v5_gn_2_127041.3	Solyc03g093640.3.1, Solyc03g093643.1.1
OG0000620	Lsat_1_v5_gn_7_85821.1, Lsat_1_v5_gn_7_85821.2	Solyc01g107490.2.1
OG0000620	Lsat_1_v5_gn_4_101660.1	Solyc01g058400.2.1, Solyc03g120530.3.1, Solyc06g066580.3.1
OG0000620	Lsat_1_v5_gn_1_74780.1	Solyc08g014120.3.1
OG0000621	Lsat_1_v5_gn_8_164760.2, Lsat_1_v5_gn_8_164760.1	Solyc09g075440.3.1
OG0000621	Lsat_1_v5_gn_3_6160.2, Lsat_1_v5_gn_3_6160.1	Solyc12g011330.3.1, Solyc07g056580.3.1
OG0000622	Lsat_1_v5_gn_2_87040.1, Lsat_1_v5_gn_2_87040.3, Lsat_1_v5_gn_2_87020.1, Lsat_1_v5_gn_8_43541.2, Lsat_1_v5_gn_8_43541.1	Solyc04g015500.3.1, Solyc10g049820.2.1
OG0000623	Lsat_1_v5_gn_6_43360.1, Lsat_1_v5_gn_2_99900.3, Lsat_1_v5_gn_2_99900.1	Solyc06g074800.1.1, Solyc11g066400.1.1
OG0000623	Lsat_1_v5_gn_2_103521.1, Lsat_1_v5_gn_9_71281.1	Solyc05g055500.1.1
OG0000623	Lsat_1_v5_gn_6_28380.2, Lsat_1_v5_gn_6_28380.1, Lsat_1_v5_gn_1_51300.1	Solyc09g008440.1.1
OG0000624	Lsat_1_v5_gn_9_122541.1, Lsat_1_v5_gn_9_122541.3	Solyc01g100290.3.1
OG0000625	Lsat_1_v5_gn_5_180001.2, Lsat_1_v5_gn_5_180001.3, Lsat_1_v5_gn_5_180001.1	Solyc09g064200.3.1, Solyc06g008090.3.1
OG0000627	Lsat_1_v5_gn_5_104741.3, Lsat_1_v5_gn_5_104741.1	Solyc01g103370.3.1
OG0000627	Lsat_1_v5_gn_3_126840.2, Lsat_1_v5_gn_3_126840.3, Lsat_1_v5_gn_3_126840.1, Lsat_1_v5_gn_4_39440.1, Lsat_1_v5_gn_4_39440.2, Lsat_1_v5_gn_4_39440.3	Solyc05g053940.3.1
OG0000627	Lsat_1_v5_gn_6_94081.2	Solyc08g078070.3.1
OG0000627	Lsat_1_v5_gn_9_50640.1, Lsat_1_v5_gn_9_50640.3	Solyc05g052070.3.1
OG0000628	Lsat_1_v5_gn_5_112301.3, Lsat_1_v5_gn_5_112301.2, Lsat_1_v5_gn_5_112301.1, Lsat_1_v5_gn_0_4441.3, Lsat_1_v5_gn_0_4441.1	Solyc01g107990.3.1
OG0000628	Lsat_1_v5_gn_2_84940.2, Lsat_1_v5_gn_2_84940.1, Lsat_1_v5_gn_4_164920.1	Solyc02g093310.3.1
OG0000629	Lsat_1_v5_gn_2_9240.3, Lsat_1_v5_gn_2_9240.2, Lsat_1_v5_gn_2_9240.1, Lsat_1_v5_gn_3_112920.3, Lsat_1_v5_gn_3_112920.1, Lsat_1_v5_gn_2_9220.1	Solyc04g081760.3.1, Solyc04g081770.3.1, Solyc04g081780.3.1, Solyc04g081755.1.1, Solyc12g089350.2.1, Solyc06g048670.3.1
OG0000629	Lsat_1_v5_gn_0_1241.3, Lsat_1_v5_gn_0_1241.1	Solyc04g081800.2.1, Solyc04g081790.3.1
