Orthogroup	L_sativa.proteins	D_muscipula.proteins
OG0002460	Lsat_1_v5_gn_4_34580.1, Lsat_1_v5_gn_4_34580.2, Lsat_1_v5_gn_4_34561.3, Lsat_1_v5_gn_4_34561.1	Dm_00005055-RA, Dm_00015996-RA
OG0002462	Lsat_1_v5_gn_4_126920.1, Lsat_1_v5_gn_4_126920.2, Lsat_1_v5_gn_1_43760.4, Lsat_1_v5_gn_1_43760.3, Lsat_1_v5_gn_1_43760.1	Dm_00000258-RA
OG0002462	Lsat_1_v5_gn_4_117120.1, Lsat_1_v5_gn_2_110460.1, Lsat_1_v5_gn_2_128040.1, Lsat_1_v5_gn_1_43760.2	Dm_00000257-RA
OG0002463	Lsat_1_v5_gn_7_97320.1, Lsat_1_v5_gn_9_102521.1	Dm_00006650-RA, Dm_00001883-RA, Dm_00001520-RA
OG0002464	Lsat_1_v5_gn_2_122780.1, Lsat_1_v5_gn_2_122780.3	Dm_00007631-RA
OG0002465	Lsat_1_v5_gn_9_51840.1, Lsat_1_v5_gn_2_128701.3, Lsat_1_v5_gn_9_51840.3, Lsat_1_v5_gn_8_10381.1, Lsat_1_v5_gn_8_10381.2, Lsat_1_v5_gn_8_10381.3, Lsat_1_v5_gn_9_51840.2, Lsat_1_v5_gn_2_128701.1	Dm_00005334-RA, Dm_00000885-RA
OG0002466	Lsat_1_v5_gn_2_63840.1, Lsat_1_v5_gn_2_63840.2, Lsat_1_v5_gn_2_63821.1, Lsat_1_v5_gn_2_63821.3	Dm_00016053-RA, Dm_00013263-RA
OG0002467	Lsat_1_v5_gn_5_163821.1, Lsat_1_v5_gn_5_163821.2	Dm_00009965-RA, Dm_00014072-RA
OG0002468	Lsat_1_v5_gn_3_65860.1	Dm_00013352-RA
OG0002469	Lsat_1_v5_gn_1_61921.1, Lsat_1_v5_gn_1_61921.3	Dm_00008764-RA, Dm_00008763-RA
OG0002470	Lsat_1_v5_gn_5_154320.3, Lsat_1_v5_gn_5_154320.1, Lsat_1_v5_gn_8_85300.1	Dm_00005874-RA
OG0002471	Lsat_1_v5_gn_8_14940.1, Lsat_1_v5_gn_2_118780.2, Lsat_1_v5_gn_2_118780.1	Dm_00013464-RA, Dm_00017085-RA
OG0002472	Lsat_1_v5_gn_4_33660.1, Lsat_1_v5_gn_4_33660.2, Lsat_1_v5_gn_6_85600.1	Dm_00003238-RA, Dm_00004197-RA
OG0002473	Lsat_1_v5_gn_5_163841.1	Dm_00012974-RA
OG0002474	Lsat_1_v5_gn_9_60700.1, Lsat_1_v5_gn_8_13201.1	Dm_00014593-RA
OG0002475	Lsat_1_v5_gn_9_47921.1	Dm_00000243-RA
OG0002476	Lsat_1_v5_gn_8_150721.1	Dm_00011944-RA
OG0002477	Lsat_1_v5_gn_1_64141.1, Lsat_1_v5_gn_2_100160.1, Lsat_1_v5_gn_2_100160.3	Dm_00016893-RA
OG0002478	Lsat_1_v5_gn_3_17681.1, Lsat_1_v5_gn_4_41841.1	Dm_00010827-RA
OG0002479	Lsat_1_v5_gn_3_43900.1, Lsat_1_v5_gn_3_43900.3	Dm_00004021-RA, Dm_00019840-RA
OG0002480	Lsat_1_v5_gn_6_3180.1, Lsat_1_v5_gn_3_681.2, Lsat_1_v5_gn_3_681.1, Lsat_1_v5_gn_3_681.3	Dm_00002097-RA, Dm_00000913-RA
OG0002483	Lsat_1_v5_gn_0_3441.3, Lsat_1_v5_gn_0_3441.4, Lsat_1_v5_gn_0_3441.1	Dm_00008444-RA
OG0002483	Lsat_1_v5_gn_3_32020.1	Dm_00011002-RA, Dm_00019271-RA
OG0002484	Lsat_1_v5_gn_5_13080.1	Dm_00001680-RA, Dm_00001441-RA
OG0002485	Lsat_1_v5_gn_4_185440.2, Lsat_1_v5_gn_4_185440.1	Dm_00006884-RA
OG0002486	Lsat_1_v5_gn_4_1141.1, Lsat_1_v5_gn_4_1141.3, Lsat_1_v5_gn_5_12360.1	Dm_00020319-RA
OG0002487	Lsat_1_v5_gn_4_12120.1, Lsat_1_v5_gn_8_48181.1	Dm_00004837-RA, Dm_00008100-RA
OG0002488	Lsat_1_v5_gn_0_9740.2, Lsat_1_v5_gn_0_9740.1, Lsat_1_v5_gn_2_134740.1	Dm_00000418-RA
OG0002489	Lsat_1_v5_gn_9_108160.2, Lsat_1_v5_gn_9_108160.1, Lsat_1_v5_gn_5_119461.1, Lsat_1_v5_gn_5_119461.2	Dm_00005606-RA, Dm_00002747-RA
OG0002490	Lsat_1_v5_gn_5_73160.3, Lsat_1_v5_gn_5_73160.1	Dm_00007595-RA
OG0002491	Lsat_1_v5_gn_3_68941.2, Lsat_1_v5_gn_3_68941.1, Lsat_1_v5_gn_3_68941.3, Lsat_1_v5_gn_8_113101.3, Lsat_1_v5_gn_8_113101.1	Dm_00002674-RA
OG0002492	Lsat_1_v5_gn_4_184360.2, Lsat_1_v5_gn_4_184360.1	Dm_00006720-RA
OG0002493	Lsat_1_v5_gn_4_126860.1	Dm_00001650-RA
OG0002495	Lsat_1_v5_gn_5_21700.1, Lsat_1_v5_gn_5_21700.2	Dm_00014640-RA, Dm_00014664-RA, Dm_00018166-RA
OG0002496	Lsat_1_v5_gn_4_12300.1, Lsat_1_v5_gn_4_12300.2, Lsat_1_v5_gn_8_47440.1	Dm_00004833-RA, Dm_00004834-RA, Dm_00011410-RA, Dm_00018537-RA
OG0002497	Lsat_1_v5_gn_4_2641.1	Dm_00019433-RA, Dm_00016041-RA
OG0002498	Lsat_1_v5_gn_4_10601.1, Lsat_1_v5_gn_4_10601.2	Dm_00002178-RA
OG0002501	Lsat_1_v5_gn_9_47741.2, Lsat_1_v5_gn_9_47741.1, Lsat_1_v5_gn_6_57521.1, Lsat_1_v5_gn_9_47741.3	Dm_00000253-RA
OG0002502	Lsat_1_v5_gn_4_9240.1, Lsat_1_v5_gn_3_51460.2, Lsat_1_v5_gn_3_51460.1	Dm_00007002-RA
OG0002503	Lsat_1_v5_gn_4_175061.1, Lsat_1_v5_gn_3_95701.1, Lsat_1_v5_gn_8_37761.1	Dm_00004623-RA
OG0002504	Lsat_1_v5_gn_4_113241.1, Lsat_1_v5_gn_1_14540.1	Dm_00009983-RA, Dm_00003189-RA
OG0002507	Lsat_1_v5_gn_3_34521.3, Lsat_1_v5_gn_3_34521.1, Lsat_1_v5_gn_4_27000.1	Dm_00010964-RA, Dm_00004143-RA
OG0002508	Lsat_1_v5_gn_0_4941.1	Dm_00013234-RA, Dm_00013232-RA
OG0002509	Lsat_1_v5_gn_8_50141.1	Dm_00002169-RA
OG0002510	Lsat_1_v5_gn_0_18380.5, Lsat_1_v5_gn_0_18380.2, Lsat_1_v5_gn_0_14741.1, Lsat_1_v5_gn_0_14701.3, Lsat_1_v5_gn_0_14701.1, Lsat_1_v5_gn_0_14741.4, Lsat_1_v5_gn_0_18380.1	Dm_00012477-RA
OG0002511	Lsat_1_v5_gn_5_57840.1, Lsat_1_v5_gn_5_57840.2, Lsat_1_v5_gn_3_26661.3, Lsat_1_v5_gn_3_26661.1	Dm_00018499-RA, Dm_00019621-RA
OG0002512	Lsat_1_v5_gn_4_75700.1	Dm_00003331-RA, Dm_00005632-RA
OG0002513	Lsat_1_v5_gn_3_102381.1, Lsat_1_v5_gn_3_102381.3, Lsat_1_v5_gn_3_102381.2	Dm_00009588-RA
OG0002514	Lsat_1_v5_gn_5_23161.3, Lsat_1_v5_gn_5_23161.1, Lsat_1_v5_gn_1_13541.1, Lsat_1_v5_gn_1_13541.2	Dm_00015117-RA
OG0002515	Lsat_1_v5_gn_3_1160.1, Lsat_1_v5_gn_3_1160.3	Dm_00011966-RA, Dm_00011968-RA
OG0002524	Lsat_1_v5_gn_6_34240.3, Lsat_1_v5_gn_6_34240.1, Lsat_1_v5_gn_2_121661.2, Lsat_1_v5_gn_2_121661.1	Dm_00019616-RA
OG0002526	Lsat_1_v5_gn_2_81981.1, Lsat_1_v5_gn_2_81981.3	Dm_00011015-RA
OG0002526	Lsat_1_v5_gn_9_3501.1	Dm_00009603-RA
OG0002527	Lsat_1_v5_gn_6_32980.1, Lsat_1_v5_gn_6_32980.2	Dm_00017419-RA
OG0002527	Lsat_1_v5_gn_8_18121.1, Lsat_1_v5_gn_2_116301.3, Lsat_1_v5_gn_2_116301.1	Dm_00014633-RA
OG0002528	Lsat_1_v5_gn_1_50620.1, Lsat_1_v5_gn_1_50600.3, Lsat_1_v5_gn_1_50600.1, Lsat_1_v5_gn_6_26921.1	Dm_00017830-RA
OG0002530	Lsat_1_v5_gn_6_110501.3, Lsat_1_v5_gn_6_110501.1	Dm_00005562-RA
OG0002530	Lsat_1_v5_gn_8_14860.1, Lsat_1_v5_gn_2_118160.2, Lsat_1_v5_gn_2_118160.1	Dm_00007992-RA
OG0002531	Lsat_1_v5_gn_9_121880.1	Dm_00006432-RA, Dm_00015565-RA
OG0002532	Lsat_1_v5_gn_1_72000.1, Lsat_1_v5_gn_2_46140.1	Dm_00010440-RA, Dm_00000919-RA
OG0002532	Lsat_1_v5_gn_1_111560.2, Lsat_1_v5_gn_1_111560.1	Dm_00000224-RA
OG0002533	Lsat_1_v5_gn_9_119760.4, Lsat_1_v5_gn_5_104601.1, Lsat_1_v5_gn_9_119760.1	Dm_00010838-RA
OG0002537	Lsat_1_v5_gn_5_175160.1, Lsat_1_v5_gn_9_14220.1	Dm_00020781-RA
OG0002537	Lsat_1_v5_gn_8_107500.2, Lsat_1_v5_gn_8_107500.3, Lsat_1_v5_gn_8_107500.1, Lsat_1_v5_gn_5_148080.1	Dm_00000034-RA, Dm_00001579-RA
OG0002538	Lsat_1_v5_gn_1_71561.3, Lsat_1_v5_gn_1_71561.1	Dm_00007903-RA
OG0002539	Lsat_1_v5_gn_3_113801.2, Lsat_1_v5_gn_3_113801.1	Dm_00009750-RA
OG0002540	Lsat_1_v5_gn_5_149161.2, Lsat_1_v5_gn_5_149161.1	Dm_00004908-RA
OG0002541	Lsat_1_v5_gn_2_25321.1, Lsat_1_v5_gn_2_25321.3, Lsat_1_v5_gn_9_67680.1, Lsat_1_v5_gn_9_67680.3	Dm_00004222-RA
OG0002542	Lsat_1_v5_gn_8_74721.1	Dm_00007495-RA
OG0002543	Lsat_1_v5_gn_5_126601.1	Dm_00007529-RA, Dm_00004439-RA
OG0002543	Lsat_1_v5_gn_7_40580.1, Lsat_1_v5_gn_7_40580.3	Dm_00000114-RA
OG0002544	Lsat_1_v5_gn_5_168080.1, Lsat_1_v5_gn_5_50481.1	Dm_00019431-RA
OG0002546	Lsat_1_v5_gn_8_90920.1	Dm_00003695-RA
OG0002546	Lsat_1_v5_gn_9_46880.1	Dm_00005681-RA
OG0002547	Lsat_1_v5_gn_2_110540.1, Lsat_1_v5_gn_2_110540.2, Lsat_1_v5_gn_1_55700.1, Lsat_1_v5_gn_1_55700.2, Lsat_1_v5_gn_1_55680.3, Lsat_1_v5_gn_1_55680.1, Lsat_1_v5_gn_1_55680.2, Lsat_1_v5_gn_6_32400.1, Lsat_1_v5_gn_6_32400.2	Dm_00011080-RA
OG0002548	Lsat_1_v5_gn_9_3680.3, Lsat_1_v5_gn_9_3680.1	Dm_00013973-RA
OG0002550	Lsat_1_v5_gn_9_77840.1	Dm_00002399-RA
OG0002551	Lsat_1_v5_gn_5_74381.1	Dm_00020891-RA
OG0002552	Lsat_1_v5_gn_9_114341.3, Lsat_1_v5_gn_9_114341.1, Lsat_1_v5_gn_7_83260.3, Lsat_1_v5_gn_7_83260.1	Dm_00014393-RA
OG0002553	Lsat_1_v5_gn_8_33541.1	Dm_00012372-RA
OG0002554	Lsat_1_v5_gn_1_3860.1, Lsat_1_v5_gn_1_3860.2	Dm_00007942-RA
OG0002555	Lsat_1_v5_gn_6_102101.1	Dm_00001156-RA, Dm_00002727-RA
OG0002559	Lsat_1_v5_gn_4_131541.1	Dm_00002362-RA
OG0002560	Lsat_1_v5_gn_8_91860.1, Lsat_1_v5_gn_5_186660.3, Lsat_1_v5_gn_5_186660.1	Dm_00002302-RA
OG0002561	Lsat_1_v5_gn_1_43741.2, Lsat_1_v5_gn_1_43741.1, Lsat_1_v5_gn_6_20321.3, Lsat_1_v5_gn_6_20321.1	Dm_00006362-RA
OG0002562	Lsat_1_v5_gn_1_16480.1	Dm_00009535-RA
OG0002562	Lsat_1_v5_gn_8_20061.1	Dm_00009542-RA
OG0002564	Lsat_1_v5_gn_3_114940.1	Dm_00010118-RA, Dm_00008112-RA
OG0002565	Lsat_1_v5_gn_1_3120.4, Lsat_1_v5_gn_1_3120.1, Lsat_1_v5_gn_1_3120.2	Dm_00011677-RA
OG0002566	Lsat_1_v5_gn_4_168700.3, Lsat_1_v5_gn_4_168700.1	Dm_00016435-RA
OG0002567	Lsat_1_v5_gn_5_11720.4, Lsat_1_v5_gn_5_11720.3, Lsat_1_v5_gn_5_11720.1, Lsat_1_v5_gn_1_33080.3, Lsat_1_v5_gn_1_33080.1, Lsat_1_v5_gn_4_81321.1, Lsat_1_v5_gn_4_81321.2	Dm_00000979-RA
OG0002568	Lsat_1_v5_gn_7_82321.1, Lsat_1_v5_gn_7_82321.3	Dm_00002482-RA
OG0002569	Lsat_1_v5_gn_1_20940.2, Lsat_1_v5_gn_1_20940.1	Dm_00016870-RA, Dm_00009484-RA
OG0002569	Lsat_1_v5_gn_5_112901.2, Lsat_1_v5_gn_5_112901.1	Dm_00004226-RA
OG0002570	Lsat_1_v5_gn_8_63641.1, Lsat_1_v5_gn_8_63641.2	Dm_00008737-RA
OG0002571	Lsat_1_v5_gn_1_22340.1, Lsat_1_v5_gn_1_22260.1, Lsat_1_v5_gn_1_22320.1, Lsat_1_v5_gn_4_127640.1, Lsat_1_v5_gn_4_127640.3	Dm_00001663-RA
OG0002572	Lsat_1_v5_gn_2_87921.3, Lsat_1_v5_gn_2_87921.1	Dm_00009101-RA
OG0002572	Lsat_1_v5_gn_3_21960.1	Dm_00002156-RA
OG0002574	Lsat_1_v5_gn_4_182821.1, Lsat_1_v5_gn_5_14721.1	Dm_00007625-RA
OG0002575	Lsat_1_v5_gn_7_19440.1	Dm_00008515-RA
OG0002577	Lsat_1_v5_gn_9_99580.3, Lsat_1_v5_gn_9_99580.1	Dm_00011052-RA
OG0002578	Lsat_1_v5_gn_4_61921.3, Lsat_1_v5_gn_4_61921.4, Lsat_1_v5_gn_4_61921.1	Dm_00008997-RA, Dm_00009954-RA
OG0002579	Lsat_1_v5_gn_7_75121.1, Lsat_1_v5_gn_7_75121.3	Dm_00010110-RA, Dm_00018858-RA
OG0002580	Lsat_1_v5_gn_3_115961.2	Dm_00006382-RA
OG0002581	Lsat_1_v5_gn_5_1520.1	Dm_00009658-RA, Dm_00002687-RA, Dm_00013347-RA
OG0002582	Lsat_1_v5_gn_5_184121.1, Lsat_1_v5_gn_5_184121.5, Lsat_1_v5_gn_9_106160.1	Dm_00004809-RA, Dm_00010775-RA
OG0002583	Lsat_1_v5_gn_1_125401.1, Lsat_1_v5_gn_1_125401.3	Dm_00005861-RA
OG0002584	Lsat_1_v5_gn_8_91160.3, Lsat_1_v5_gn_8_91160.1	Dm_00011366-RA, Dm_00003683-RA
OG0002585	Lsat_1_v5_gn_5_39880.1	Dm_00018574-RA
OG0002585	Lsat_1_v5_gn_1_13880.3, Lsat_1_v5_gn_1_13880.1	Dm_00002320-RA, Dm_00004934-RA
OG0002586	Lsat_1_v5_gn_3_3040.1, Lsat_1_v5_gn_6_2400.3, Lsat_1_v5_gn_6_2400.1	Dm_00001133-RA
OG0002587	Lsat_1_v5_gn_8_149721.2, Lsat_1_v5_gn_8_149721.1, Lsat_1_v5_gn_8_70460.1	Dm_00011632-RA, Dm_00020961-RA, Dm_00017098-RA
OG0002588	Lsat_1_v5_gn_6_7760.1	Dm_00000661-RA
OG0002589	Lsat_1_v5_gn_6_6740.1, Lsat_1_v5_gn_3_7740.1, Lsat_1_v5_gn_3_7740.2, Lsat_1_v5_gn_3_7740.3	Dm_00016124-RA, Dm_00016083-RA
OG0002590	Lsat_1_v5_gn_3_132201.3, Lsat_1_v5_gn_3_132201.1, Lsat_1_v5_gn_4_43401.1	Dm_00004104-RA
OG0002590	Lsat_1_v5_gn_3_4041.1	Dm_00004260-RA
OG0002591	Lsat_1_v5_gn_4_99441.1, Lsat_1_v5_gn_4_99441.2, Lsat_1_v5_gn_4_99760.1, Lsat_1_v5_gn_4_99780.1, Lsat_1_v5_gn_4_120860.1, Lsat_1_v5_gn_4_120860.3, Lsat_1_v5_gn_4_99501.1, Lsat_1_v5_gn_4_99521.1	Dm_00008669-RA, Dm_00003460-RA
OG0002592	Lsat_1_v5_gn_7_4840.1	Dm_00004364-RA
OG0002592	Lsat_1_v5_gn_5_172240.1	Dm_00007349-RA
OG0002593	Lsat_1_v5_gn_6_86700.1, Lsat_1_v5_gn_6_86700.3	Dm_00013162-RA, Dm_00016795-RA
OG0002595	Lsat_1_v5_gn_2_94641.3, Lsat_1_v5_gn_2_94641.1	Dm_00010233-RA
OG0002598	Lsat_1_v5_gn_5_58221.1, Lsat_1_v5_gn_5_58221.2, Lsat_1_v5_gn_3_26741.1	Dm_00020313-RA
OG0002598	Lsat_1_v5_gn_5_141780.3	Dm_00017564-RA
OG0002600	Lsat_1_v5_gn_4_85860.1	Dm_00014617-RA
OG0002601	Lsat_1_v5_gn_8_70581.2, Lsat_1_v5_gn_8_70581.1	Dm_00002061-RA
OG0002602	Lsat_1_v5_gn_5_100220.2, Lsat_1_v5_gn_5_100220.1, Lsat_1_v5_gn_8_94761.1, Lsat_1_v5_gn_8_94761.3	Dm_00001035-RA
OG0002603	Lsat_1_v5_gn_5_173920.3, Lsat_1_v5_gn_1_76500.3, Lsat_1_v5_gn_1_76500.2, Lsat_1_v5_gn_1_76500.1	Dm_00011016-RA
OG0002604	Lsat_1_v5_gn_3_25800.2, Lsat_1_v5_gn_3_25800.1, Lsat_1_v5_gn_3_25800.3	Dm_00012933-RA
OG0002606	Lsat_1_v5_gn_5_97860.3, Lsat_1_v5_gn_5_97860.1, Lsat_1_v5_gn_8_57861.1	Dm_00004813-RA, Dm_00006920-RA, Dm_00010526-RA
OG0002607	Lsat_1_v5_gn_6_35180.3, Lsat_1_v5_gn_6_35180.1	Dm_00002533-RA
OG0002609	Lsat_1_v5_gn_8_45601.2, Lsat_1_v5_gn_8_45601.1	Dm_00002915-RA
OG0002610	Lsat_1_v5_gn_1_124741.1, Lsat_1_v5_gn_7_19801.1, Lsat_1_v5_gn_4_57221.1	Dm_00002894-RA
OG0002610	Lsat_1_v5_gn_7_106460.1, Lsat_1_v5_gn_7_106460.2	Dm_00004668-RA
OG0002611	Lsat_1_v5_gn_9_37781.1, Lsat_1_v5_gn_9_37781.2	Dm_00000025-RA
OG0002611	Lsat_1_v5_gn_1_112601.3, Lsat_1_v5_gn_1_112601.1	Dm_00017591-RA
OG0002613	Lsat_1_v5_gn_9_65161.1	Dm_00016431-RA
OG0002617	Lsat_1_v5_gn_9_33140.3, Lsat_1_v5_gn_9_34320.3, Lsat_1_v5_gn_9_34320.2, Lsat_1_v5_gn_9_34320.1, Lsat_1_v5_gn_9_33140.1	Dm_00015356-RA, Dm_00009798-RA, Dm_00009800-RA, Dm_00009799-RA, Dm_00009801-RA
OG0002618	Lsat_1_v5_gn_9_28281.1	Dm_00016388-RA, Dm_00013136-RA
OG0002618	Lsat_1_v5_gn_1_109460.1, Lsat_1_v5_gn_1_109460.3	Dm_00007448-RA
OG0002619	Lsat_1_v5_gn_3_9760.3, Lsat_1_v5_gn_3_9760.1	Dm_00019319-RA
OG0002620	Lsat_1_v5_gn_2_114100.2, Lsat_1_v5_gn_2_114100.1	Dm_00016791-RA, Dm_00014542-RA
OG0002621	Lsat_1_v5_gn_5_175101.1, Lsat_1_v5_gn_5_175101.2	Dm_00011712-RA
OG0002622	Lsat_1_v5_gn_9_18560.2, Lsat_1_v5_gn_9_18560.1	Dm_00016314-RA, Dm_00015183-RA
OG0002624	Lsat_1_v5_gn_2_74501.1, Lsat_1_v5_gn_2_74501.2, Lsat_1_v5_gn_8_115061.1, Lsat_1_v5_gn_8_115041.1	Dm_00004701-RA
OG0002625	Lsat_1_v5_gn_4_49600.1, Lsat_1_v5_gn_4_49600.2	Dm_00012373-RA
OG0002625	Lsat_1_v5_gn_7_101121.3, Lsat_1_v5_gn_7_101121.1, Lsat_1_v5_gn_7_101121.2	Dm_00000678-RA
OG0002626	Lsat_1_v5_gn_9_59361.1, Lsat_1_v5_gn_9_59361.3	Dm_00017801-RA
OG0002627	Lsat_1_v5_gn_0_8061.1, Lsat_1_v5_gn_0_8061.2, Lsat_1_v5_gn_0_8061.3, Lsat_1_v5_gn_4_29721.1, Lsat_1_v5_gn_4_29721.2, Lsat_1_v5_gn_4_29721.3	Dm_00013778-RA
OG0002628	Lsat_1_v5_gn_1_29100.1, Lsat_1_v5_gn_1_29100.3, Lsat_1_v5_gn_1_29100.2	Dm_00000847-RA
OG0002629	Lsat_1_v5_gn_5_8060.1, Lsat_1_v5_gn_5_8060.3	Dm_00002374-RA
OG0002630	Lsat_1_v5_gn_4_128640.1, Lsat_1_v5_gn_2_101721.2, Lsat_1_v5_gn_2_101721.1, Lsat_1_v5_gn_4_6481.1, Lsat_1_v5_gn_1_58521.2, Lsat_1_v5_gn_1_58521.1, Lsat_1_v5_gn_6_34800.1	Dm_00005956-RA
OG0002630	Lsat_1_v5_gn_0_21060.1, Lsat_1_v5_gn_2_106221.3, Lsat_1_v5_gn_2_106221.1	Dm_00017025-RA
OG0002631	Lsat_1_v5_gn_5_153420.1	Dm_00007808-RA
OG0002632	Lsat_1_v5_gn_2_93901.3, Lsat_1_v5_gn_2_93901.1, Lsat_1_v5_gn_2_93861.1, Lsat_1_v5_gn_2_93881.3, Lsat_1_v5_gn_2_93901.2, Lsat_1_v5_gn_2_93861.3, Lsat_1_v5_gn_2_93881.1	Dm_00018495-RA
OG0002634	Lsat_1_v5_gn_3_139040.1, Lsat_1_v5_gn_3_139040.3, Lsat_1_v5_gn_4_33560.1, Lsat_1_v5_gn_7_1760.1	Dm_00006493-RA
OG0002635	Lsat_1_v5_gn_5_103981.1	Dm_00005149-RA
OG0002636	Lsat_1_v5_gn_4_71380.1, Lsat_1_v5_gn_3_48560.3, Lsat_1_v5_gn_3_48560.1	Dm_00011271-RA
OG0002637	Lsat_1_v5_gn_2_40740.1, Lsat_1_v5_gn_2_40740.2, Lsat_1_v5_gn_1_75661.1, Lsat_1_v5_gn_1_75661.3, Lsat_1_v5_gn_6_66601.1, Lsat_1_v5_gn_6_66601.3	Dm_00018266-RA
OG0002638	Lsat_1_v5_gn_2_136220.3, Lsat_1_v5_gn_2_136220.1	Dm_00004293-RA, Dm_00004291-RA
OG0002639	Lsat_1_v5_gn_5_146760.1, Lsat_1_v5_gn_7_64700.1, Lsat_1_v5_gn_7_64700.3	Dm_00016986-RA
OG0002640	Lsat_1_v5_gn_4_163920.1, Lsat_1_v5_gn_3_88541.1	Dm_00002421-RA, Dm_00005321-RA
OG0002640	Lsat_1_v5_gn_5_114821.1, Lsat_1_v5_gn_7_86401.1	Dm_00008258-RA
OG0002641	Lsat_1_v5_gn_9_110961.3, Lsat_1_v5_gn_9_110961.1	Dm_00004687-RA, Dm_00004688-RA
OG0002643	Lsat_1_v5_gn_8_39220.1	Dm_00006744-RA
OG0002645	Lsat_1_v5_gn_1_28940.1, Lsat_1_v5_gn_4_79881.1	Dm_00000299-RA
OG0002645	Lsat_1_v5_gn_3_31140.1, Lsat_1_v5_gn_6_111401.3, Lsat_1_v5_gn_6_111401.1, Lsat_1_v5_gn_8_148441.3, Lsat_1_v5_gn_8_148441.1, Lsat_1_v5_gn_4_3441.1	Dm_00004227-RA, Dm_00018965-RA
OG0002647	Lsat_1_v5_gn_1_30101.1, Lsat_1_v5_gn_4_85120.1, Lsat_1_v5_gn_4_85120.3	Dm_00018844-RA
OG0002648	Lsat_1_v5_gn_3_20761.1, Lsat_1_v5_gn_3_20761.2, Lsat_1_v5_gn_5_62340.1	Dm_00010812-RA, Dm_00008245-RA
OG0002649	Lsat_1_v5_gn_4_177060.1	Dm_00018762-RA
OG0002650	Lsat_1_v5_gn_6_80401.1, Lsat_1_v5_gn_3_18520.3, Lsat_1_v5_gn_3_18520.1	Dm_00015224-RA
OG0002651	Lsat_1_v5_gn_3_53481.2, Lsat_1_v5_gn_3_53481.3, Lsat_1_v5_gn_3_53481.1, Lsat_1_v5_gn_3_53481.4	Dm_00000379-RA
OG0002652	Lsat_1_v5_gn_6_18061.1, Lsat_1_v5_gn_6_18061.3	Dm_00005337-RA, Dm_00000879-RA
OG0002653	Lsat_1_v5_gn_8_37540.3, Lsat_1_v5_gn_8_37540.1	Dm_00003886-RA
OG0002654	Lsat_1_v5_gn_5_18720.1	Dm_00012169-RA
OG0002655	Lsat_1_v5_gn_4_74020.1, Lsat_1_v5_gn_5_18201.1	Dm_00008389-RA
OG0002657	Lsat_1_v5_gn_3_66020.2, Lsat_1_v5_gn_3_66020.1	Dm_00007946-RA
OG0002658	Lsat_1_v5_gn_8_52600.3, Lsat_1_v5_gn_8_52560.1, Lsat_1_v5_gn_8_52620.1	Dm_00005374-RA
OG0002659	Lsat_1_v5_gn_5_181560.1, Lsat_1_v5_gn_0_10560.3, Lsat_1_v5_gn_0_10560.1, Lsat_1_v5_gn_8_881.1	Dm_00020910-RA
OG0002659	Lsat_1_v5_gn_3_36101.1	Dm_00005836-RA
OG0002660	Lsat_1_v5_gn_4_24320.2, Lsat_1_v5_gn_4_24320.1, Lsat_1_v5_gn_4_24320.3, Lsat_1_v5_gn_8_34621.1	Dm_00008431-RA, Dm_00020544-RA
OG0002661	Lsat_1_v5_gn_9_28401.2, Lsat_1_v5_gn_9_28401.1, Lsat_1_v5_gn_5_163941.1, Lsat_1_v5_gn_5_163941.3	Dm_00014398-RA, Dm_00014004-RA, Dm_00014396-RA
OG0002673	Lsat_1_v5_gn_1_73601.3, Lsat_1_v5_gn_1_73601.1, Lsat_1_v5_gn_1_75741.1, Lsat_1_v5_gn_0_541.1, Lsat_1_v5_gn_8_25761.4, Lsat_1_v5_gn_8_25761.1	Dm_00002021-RA
OG0002676	Lsat_1_v5_gn_9_77100.1	Dm_00010615-RA
OG0002677	Lsat_1_v5_gn_8_26901.3, Lsat_1_v5_gn_8_26901.1, Lsat_1_v5_gn_8_26901.4, Lsat_1_v5_gn_9_48160.1	Dm_00007817-RA
OG0002678	Lsat_1_v5_gn_8_18500.2, Lsat_1_v5_gn_8_18500.1	Dm_00008029-RA
OG0002678	Lsat_1_v5_gn_6_28421.1, Lsat_1_v5_gn_1_51321.1	Dm_00006859-RA
OG0002680	Lsat_1_v5_gn_8_115721.1, Lsat_1_v5_gn_8_115721.3, Lsat_1_v5_gn_8_115721.2, Lsat_1_v5_gn_8_45500.3, Lsat_1_v5_gn_8_45500.1	Dm_00001948-RA
OG0002681	Lsat_1_v5_gn_9_27541.1, Lsat_1_v5_gn_9_27541.4, Lsat_1_v5_gn_9_27541.2	Dm_00002620-RA
OG0002682	Lsat_1_v5_gn_9_31081.3, Lsat_1_v5_gn_9_31081.1	Dm_00001190-RA, Dm_00010503-RA
OG0002685	Lsat_1_v5_gn_8_88920.1	Dm_00015289-RA
OG0002686	Lsat_1_v5_gn_3_5401.3, Lsat_1_v5_gn_3_5401.1	Dm_00010320-RA
OG0002688	Lsat_1_v5_gn_8_97621.2, Lsat_1_v5_gn_8_97621.1, Lsat_1_v5_gn_9_16421.2, Lsat_1_v5_gn_9_16421.1, Lsat_1_v5_gn_5_178260.3, Lsat_1_v5_gn_5_178260.1, Lsat_1_v5_gn_0_14761.1	Dm_00015290-RA, Dm_00020095-RA
