Orthogroup	L_sativa.proteins	A_vesiculosa.proteins
OG0002598	Lsat_1_v5_gn_5_58221.1, Lsat_1_v5_gn_5_58221.2, Lsat_1_v5_gn_3_26741.1	Av_00017559-RA
OG0002598	Lsat_1_v5_gn_5_141780.3	Av_00004309-RA
OG0002599	Lsat_1_v5_gn_6_14481.1	Av_00024718-RA, Av_00024322-RA
OG0002600	Lsat_1_v5_gn_4_85860.1	Av_00024142-RA, Av_00023270-RA, Av_00019510-RA
OG0002601	Lsat_1_v5_gn_8_70581.2, Lsat_1_v5_gn_8_70581.1	Av_00007135-RA
OG0002602	Lsat_1_v5_gn_5_100220.2, Lsat_1_v5_gn_5_100220.1, Lsat_1_v5_gn_8_94761.1, Lsat_1_v5_gn_8_94761.3	Av_00019452-RA
OG0002603	Lsat_1_v5_gn_5_173920.3, Lsat_1_v5_gn_1_76500.3, Lsat_1_v5_gn_1_76500.2, Lsat_1_v5_gn_1_76500.1	Av_00011830-RA, Av_00006977-RA
OG0002604	Lsat_1_v5_gn_3_25800.2, Lsat_1_v5_gn_3_25800.1, Lsat_1_v5_gn_3_25800.3	Av_00012031-RA
OG0002606	Lsat_1_v5_gn_5_97860.3, Lsat_1_v5_gn_5_97860.1, Lsat_1_v5_gn_8_57861.1	Av_00021143-RA
OG0002607	Lsat_1_v5_gn_6_35180.3, Lsat_1_v5_gn_6_35180.1	Av_00012627-RA, Av_00005068-RA
OG0002609	Lsat_1_v5_gn_8_45601.2, Lsat_1_v5_gn_8_45601.1	Av_00018045-RA
OG0002610	Lsat_1_v5_gn_1_124741.1, Lsat_1_v5_gn_7_19801.1, Lsat_1_v5_gn_4_57221.1	Av_00008730-RA
OG0002610	Lsat_1_v5_gn_7_106460.1, Lsat_1_v5_gn_7_106460.2	Av_00002402-RA
OG0002611	Lsat_1_v5_gn_1_112601.3, Lsat_1_v5_gn_1_112601.1	Av_00007445-RA, Av_00003726-RA
OG0002612	Lsat_1_v5_gn_3_59300.4, Lsat_1_v5_gn_3_59300.1	Av_00021131-RA
OG0002613	Lsat_1_v5_gn_9_65161.1	Av_00003569-RA
OG0002618	Lsat_1_v5_gn_9_28281.1	Av_00014471-RA, Av_00021878-RA, Av_00013187-RA, Av_00021801-RA
OG0002618	Lsat_1_v5_gn_1_109460.1, Lsat_1_v5_gn_1_109460.3	Av_00012174-RA, Av_00005817-RA
OG0002619	Lsat_1_v5_gn_3_9760.3, Lsat_1_v5_gn_3_9760.1	Av_00024522-RA
OG0002620	Lsat_1_v5_gn_2_114100.2, Lsat_1_v5_gn_2_114100.1	Av_00001142-RA, Av_00013461-RA
OG0002621	Lsat_1_v5_gn_9_39701.3, Lsat_1_v5_gn_9_39601.2, Lsat_1_v5_gn_9_39601.1, Lsat_1_v5_gn_9_39701.1	Av_00012938-RA, Av_00002094-RA
OG0002622	Lsat_1_v5_gn_9_18560.2, Lsat_1_v5_gn_9_18560.1	Av_00020757-RA
OG0002624	Lsat_1_v5_gn_2_74501.1, Lsat_1_v5_gn_2_74501.2, Lsat_1_v5_gn_8_115061.1, Lsat_1_v5_gn_8_115041.1	Av_00015896-RA
OG0002625	Lsat_1_v5_gn_4_49600.1, Lsat_1_v5_gn_4_49600.2	Av_00014089-RA
OG0002625	Lsat_1_v5_gn_7_101121.3, Lsat_1_v5_gn_7_101121.1, Lsat_1_v5_gn_7_101121.2	Av_00005882-RA, Av_00005883-RA
OG0002627	Lsat_1_v5_gn_0_8061.1, Lsat_1_v5_gn_0_8061.2, Lsat_1_v5_gn_0_8061.3, Lsat_1_v5_gn_4_29721.1, Lsat_1_v5_gn_4_29721.2, Lsat_1_v5_gn_4_29721.3	Av_00014190-RA
OG0002628	Lsat_1_v5_gn_1_29100.1, Lsat_1_v5_gn_1_29100.3, Lsat_1_v5_gn_1_29100.2	Av_00015747-RA, Av_00002477-RA, Av_00015746-RA
OG0002629	Lsat_1_v5_gn_5_8060.1, Lsat_1_v5_gn_5_8060.3	Av_00011556-RA
OG0002630	Lsat_1_v5_gn_4_128640.1, Lsat_1_v5_gn_2_101721.2, Lsat_1_v5_gn_2_101721.1, Lsat_1_v5_gn_4_6481.1, Lsat_1_v5_gn_1_58521.2, Lsat_1_v5_gn_1_58521.1, Lsat_1_v5_gn_6_34800.1	Av_00024177-RA, Av_00002809-RA
OG0002630	Lsat_1_v5_gn_0_21060.1, Lsat_1_v5_gn_2_106221.3, Lsat_1_v5_gn_2_106221.1	Av_00023635-RA
OG0002631	Lsat_1_v5_gn_2_121880.1	Av_00005708-RA
OG0002631	Lsat_1_v5_gn_5_153420.1	Av_00001854-RA
OG0002632	Lsat_1_v5_gn_2_93901.3, Lsat_1_v5_gn_2_93901.1, Lsat_1_v5_gn_2_93861.1, Lsat_1_v5_gn_2_93881.3, Lsat_1_v5_gn_2_93901.2, Lsat_1_v5_gn_2_93861.3, Lsat_1_v5_gn_2_93881.1	Av_00000658-RA, Av_00017457-RA, Av_00019639-RA
OG0002634	Lsat_1_v5_gn_3_139040.1, Lsat_1_v5_gn_3_139040.3, Lsat_1_v5_gn_4_33560.1, Lsat_1_v5_gn_7_1760.1	Av_00017421-RA, Av_00010272-RA
OG0002635	Lsat_1_v5_gn_5_103981.1	Av_00000789-RA
OG0002636	Lsat_1_v5_gn_4_71380.1, Lsat_1_v5_gn_3_48560.3, Lsat_1_v5_gn_3_48560.1	Av_00012352-RA, Av_00004517-RA
OG0002637	Lsat_1_v5_gn_2_40740.1, Lsat_1_v5_gn_2_40740.2, Lsat_1_v5_gn_1_75661.1, Lsat_1_v5_gn_1_75661.3, Lsat_1_v5_gn_6_66601.1, Lsat_1_v5_gn_6_66601.3	Av_00000574-RA, Av_00018424-RA
OG0002638	Lsat_1_v5_gn_2_136220.3, Lsat_1_v5_gn_2_136220.1	Av_00009463-RA, Av_00001670-RA, Av_00001668-RA
OG0002639	Lsat_1_v5_gn_5_146760.1, Lsat_1_v5_gn_7_64700.1, Lsat_1_v5_gn_7_64700.3	Av_00006723-RA, Av_00024967-RA
OG0002640	Lsat_1_v5_gn_4_163920.1, Lsat_1_v5_gn_3_88541.1	Av_00000315-RA, Av_00007705-RA
OG0002640	Lsat_1_v5_gn_5_114821.1, Lsat_1_v5_gn_7_86401.1	Av_00007176-RA
OG0002641	Lsat_1_v5_gn_9_110961.3, Lsat_1_v5_gn_9_110961.1	Av_00008790-RA, Av_00007166-RA
OG0002644	Lsat_1_v5_gn_5_188661.1, Lsat_1_v5_gn_5_188661.3, Lsat_1_v5_gn_8_55081.3, Lsat_1_v5_gn_8_55081.1	Av_00001514-RA, Av_00019155-RA
OG0002645	Lsat_1_v5_gn_1_28940.1, Lsat_1_v5_gn_4_79881.1	Av_00011204-RA, Av_00019266-RA, Av_00008938-RA
OG0002645	Lsat_1_v5_gn_3_31140.1, Lsat_1_v5_gn_6_111401.3, Lsat_1_v5_gn_6_111401.1, Lsat_1_v5_gn_8_148441.3, Lsat_1_v5_gn_8_148441.1, Lsat_1_v5_gn_4_3441.1	Av_00021829-RA
OG0002646	Lsat_1_v5_gn_4_39461.1, Lsat_1_v5_gn_4_39461.2, Lsat_1_v5_gn_4_39461.3	Av_00017092-RA, Av_00017093-RA
OG0002647	Lsat_1_v5_gn_1_30101.1, Lsat_1_v5_gn_4_85120.1, Lsat_1_v5_gn_4_85120.3	Av_00023619-RA, Av_00025024-RA
OG0002648	Lsat_1_v5_gn_3_20761.1, Lsat_1_v5_gn_3_20761.2, Lsat_1_v5_gn_5_62340.1	Av_00024187-RA, Av_00022814-RA, Av_00024402-RA
OG0002649	Lsat_1_v5_gn_4_177060.1	Av_00013869-RA
OG0002650	Lsat_1_v5_gn_6_80401.1, Lsat_1_v5_gn_3_18520.3, Lsat_1_v5_gn_3_18520.1	Av_00022051-RA
OG0002651	Lsat_1_v5_gn_3_53481.2, Lsat_1_v5_gn_3_53481.3, Lsat_1_v5_gn_3_53481.1, Lsat_1_v5_gn_3_53481.4	Av_00000917-RA
OG0002652	Lsat_1_v5_gn_6_18061.1, Lsat_1_v5_gn_6_18061.3	Av_00010687-RA, Av_00010340-RA, Av_00014518-RA
OG0002653	Lsat_1_v5_gn_8_37540.3, Lsat_1_v5_gn_8_37540.1	Av_00002750-RA
OG0002654	Lsat_1_v5_gn_5_18720.1	Av_00001753-RA, Av_00013794-RA, Av_00010528-RA
OG0002655	Lsat_1_v5_gn_4_74020.1, Lsat_1_v5_gn_5_18201.1	Av_00013859-RA, Av_00011277-RA
OG0002657	Lsat_1_v5_gn_3_66020.2, Lsat_1_v5_gn_3_66020.1	Av_00005562-RA, Av_00010662-RA
OG0002658	Lsat_1_v5_gn_8_52600.3, Lsat_1_v5_gn_8_52560.1, Lsat_1_v5_gn_8_52620.1	Av_00024385-RA, Av_00024191-RA, Av_00024374-RA, Av_00016963-RA, Av_00015513-RA, Av_00006415-RA
OG0002658	Lsat_1_v5_gn_4_9761.1	Av_00007547-RA
OG0002661	Lsat_1_v5_gn_9_28401.2, Lsat_1_v5_gn_9_28401.1, Lsat_1_v5_gn_5_163941.1, Lsat_1_v5_gn_5_163941.3	Av_00022772-RA, Av_00013184-RA, Av_00022123-RA
OG0002673	Lsat_1_v5_gn_1_73741.2, Lsat_1_v5_gn_1_73741.4, Lsat_1_v5_gn_1_73741.1, Lsat_1_v5_gn_1_73741.6	Av_00001533-RA
OG0002676	Lsat_1_v5_gn_9_77100.1	Av_00006631-RA, Av_00021054-RA, Av_00006932-RA
OG0002677	Lsat_1_v5_gn_8_26901.3, Lsat_1_v5_gn_8_26901.1, Lsat_1_v5_gn_8_26901.4, Lsat_1_v5_gn_9_48160.1	Av_00014901-RA, Av_00008124-RA, Av_00001214-RA, Av_00014413-RA
OG0002678	Lsat_1_v5_gn_8_18500.2, Lsat_1_v5_gn_8_18500.1	Av_00006476-RA, Av_00013658-RA
OG0002678	Lsat_1_v5_gn_6_28421.1, Lsat_1_v5_gn_1_51321.1	Av_00002899-RA
OG0002680	Lsat_1_v5_gn_8_115721.1, Lsat_1_v5_gn_8_115721.3, Lsat_1_v5_gn_8_115721.2, Lsat_1_v5_gn_8_45500.3, Lsat_1_v5_gn_8_45500.1	Av_00007653-RA, Av_00018455-RA
OG0002681	Lsat_1_v5_gn_9_27541.1, Lsat_1_v5_gn_9_27541.4, Lsat_1_v5_gn_9_27541.2	Av_00013180-RA
OG0002682	Lsat_1_v5_gn_9_31081.3, Lsat_1_v5_gn_9_31081.1	Av_00000683-RA, Av_00019357-RA
OG0002684	Lsat_1_v5_gn_6_32681.2, Lsat_1_v5_gn_6_32681.1	Av_00005494-RA, Av_00020828-RA
OG0002685	Lsat_1_v5_gn_8_88920.1	Av_00002273-RA, Av_00009670-RA
OG0002688	Lsat_1_v5_gn_8_97621.2, Lsat_1_v5_gn_8_97621.1, Lsat_1_v5_gn_9_16421.2, Lsat_1_v5_gn_9_16421.1, Lsat_1_v5_gn_5_178260.3, Lsat_1_v5_gn_5_178260.1, Lsat_1_v5_gn_0_14761.1	Av_00021294-RA, Av_00004820-RA, Av_00003409-RA
OG0002689	Lsat_1_v5_gn_2_125581.1, Lsat_1_v5_gn_8_13081.1	Av_00011974-RA
OG0002690	Lsat_1_v5_gn_4_51581.1, Lsat_1_v5_gn_4_51581.3	Av_00002359-RA
OG0002691	Lsat_1_v5_gn_2_19861.4, Lsat_1_v5_gn_2_19861.1, Lsat_1_v5_gn_2_19861.3, Lsat_1_v5_gn_8_22660.1	Av_00015687-RA, Av_00005096-RA, Av_00023186-RA, Av_00002907-RA, Av_00012592-RA
OG0002692	Lsat_1_v5_gn_4_142681.1, Lsat_1_v5_gn_4_142681.2	Av_00001288-RA
OG0002693	Lsat_1_v5_gn_2_64341.2, Lsat_1_v5_gn_2_64341.3, Lsat_1_v5_gn_2_64341.1	Av_00016173-RA, Av_00021235-RA
OG0002694	Lsat_1_v5_gn_6_49121.2, Lsat_1_v5_gn_6_49121.1	Av_00016569-RA, Av_00006509-RA
OG0002694	Lsat_1_v5_gn_2_57380.1	Av_00021795-RA
OG0002695	Lsat_1_v5_gn_7_97260.1, Lsat_1_v5_gn_5_122361.1, Lsat_1_v5_gn_5_122361.3, Lsat_1_v5_gn_9_102661.2, Lsat_1_v5_gn_9_102661.1	Av_00005347-RA
OG0002696	Lsat_1_v5_gn_8_14760.1, Lsat_1_v5_gn_2_117820.1, Lsat_1_v5_gn_2_117820.3, Lsat_1_v5_gn_8_84340.2, Lsat_1_v5_gn_8_84340.1	Av_00012007-RA, Av_00015634-RA
OG0002697	Lsat_1_v5_gn_2_73780.3, Lsat_1_v5_gn_2_73780.1	Av_00000392-RA, Av_00015375-RA
OG0002698	Lsat_1_v5_gn_9_86800.1, Lsat_1_v5_gn_9_86800.3	Av_00006682-RA
OG0002699	Lsat_1_v5_gn_8_24561.1, Lsat_1_v5_gn_8_24561.2, Lsat_1_v5_gn_8_24561.3	Av_00011907-RA, Av_00001175-RA, Av_00014372-RA
OG0002700	Lsat_1_v5_gn_1_16241.3, Lsat_1_v5_gn_1_16241.1	Av_00009903-RA
OG0002701	Lsat_1_v5_gn_5_87681.1, Lsat_1_v5_gn_5_87681.2, Lsat_1_v5_gn_5_87681.3	Av_00009811-RA
OG0002703	Lsat_1_v5_gn_9_82181.1, Lsat_1_v5_gn_9_82181.3	Av_00022978-RA, Av_00001282-RA, Av_00015085-RA
OG0002704	Lsat_1_v5_gn_8_44661.2	Av_00020596-RA
OG0002704	Lsat_1_v5_gn_8_44661.1	Av_00013133-RA
OG0002705	Lsat_1_v5_gn_6_35721.2, Lsat_1_v5_gn_6_35721.1	Av_00018017-RA, Av_00015681-RA
OG0002706	Lsat_1_v5_gn_8_82801.1	Av_00012525-RA, Av_00002834-RA
OG0002707	Lsat_1_v5_gn_9_5460.1, Lsat_1_v5_gn_9_5440.1, Lsat_1_v5_gn_9_5440.2, Lsat_1_v5_gn_9_5400.1, Lsat_1_v5_gn_9_5400.3, Lsat_1_v5_gn_8_164161.1	Av_00020863-RA, Av_00001493-RA
OG0002708	Lsat_1_v5_gn_5_150381.2, Lsat_1_v5_gn_5_150381.1, Lsat_1_v5_gn_8_101401.3, Lsat_1_v5_gn_8_101401.1	Av_00008526-RA
OG0002708	Lsat_1_v5_gn_4_102220.1, Lsat_1_v5_gn_5_130361.1	Av_00007989-RA, Av_00004142-RA
OG0002710	Lsat_1_v5_gn_8_73220.1	Av_00013324-RA
OG0002710	Lsat_1_v5_gn_4_56181.2, Lsat_1_v5_gn_4_56181.1	Av_00015864-RA
OG0002711	Lsat_1_v5_gn_2_33621.1, Lsat_1_v5_gn_2_33621.2	Av_00014412-RA, Av_00006544-RA
OG0002712	Lsat_1_v5_gn_1_96600.1, Lsat_1_v5_gn_1_96600.2, Lsat_1_v5_gn_1_96600.3, Lsat_1_v5_gn_7_30600.1, Lsat_1_v5_gn_7_30600.2	Av_00009105-RA, Av_00015590-RA
OG0002713	Lsat_1_v5_gn_1_93181.2, Lsat_1_v5_gn_1_93181.1, Lsat_1_v5_gn_1_93181.3, Lsat_1_v5_gn_5_191480.1, Lsat_1_v5_gn_9_5880.1, Lsat_1_v5_gn_9_861.2	Av_00019171-RA
OG0002714	Lsat_1_v5_gn_5_183021.1, Lsat_1_v5_gn_5_183141.1, Lsat_1_v5_gn_8_91520.1	Av_00022397-RA
OG0002715	Lsat_1_v5_gn_8_23901.1, Lsat_1_v5_gn_8_23901.2, Lsat_1_v5_gn_0_7521.1, Lsat_1_v5_gn_2_104961.1	Av_00005077-RA, Av_00025008-RA
OG0002716	Lsat_1_v5_gn_3_83740.1	Av_00015248-RA, Av_00003185-RA, Av_00010925-RA
OG0002716	Lsat_1_v5_gn_9_118381.3, Lsat_1_v5_gn_9_118381.1, Lsat_1_v5_gn_5_109320.1	Av_00021672-RA, Av_00000342-RA, Av_00013735-RA
OG0002717	Lsat_1_v5_gn_3_44620.3, Lsat_1_v5_gn_3_44620.1, Lsat_1_v5_gn_8_126961.1, Lsat_1_v5_gn_8_126961.2	Av_00011322-RA, Av_00000978-RA, Av_00012994-RA, Av_00007187-RA, Av_00008818-RA, Av_00018761-RA
OG0002718	Lsat_1_v5_gn_1_80781.1, Lsat_1_v5_gn_1_80781.2, Lsat_1_v5_gn_5_69280.1	Av_00023220-RA, Av_00010975-RA, Av_00003149-RA, Av_00014031-RA
OG0002719	Lsat_1_v5_gn_4_134440.3, Lsat_1_v5_gn_4_134440.1	Av_00011526-RA
OG0002720	Lsat_1_v5_gn_9_48061.2, Lsat_1_v5_gn_9_48061.1	Av_00016208-RA, Av_00023636-RA
OG0002722	Lsat_1_v5_gn_7_81201.1, Lsat_1_v5_gn_7_81201.3	Av_00019047-RA
OG0002722	Lsat_1_v5_gn_5_100040.1	Av_00019447-RA
OG0002723	Lsat_1_v5_gn_2_78381.2, Lsat_1_v5_gn_2_78381.1, Lsat_1_v5_gn_2_78381.3, Lsat_1_v5_gn_3_73601.1	Av_00000467-RA, Av_00016315-RA
OG0002725	Lsat_1_v5_gn_6_33061.1, Lsat_1_v5_gn_6_33061.2, Lsat_1_v5_gn_1_54780.2, Lsat_1_v5_gn_1_54780.1	Av_00004457-RA
OG0002726	Lsat_1_v5_gn_2_64521.3, Lsat_1_v5_gn_2_64521.1	Av_00001858-RA, Av_00015380-RA
OG0002726	Lsat_1_v5_gn_2_135300.3, Lsat_1_v5_gn_2_135300.1	Av_00024014-RA
OG0002727	Lsat_1_v5_gn_9_99320.1, Lsat_1_v5_gn_9_99300.1, Lsat_1_v5_gn_9_99300.3	Av_00006732-RA
OG0002729	Lsat_1_v5_gn_6_108080.1, Lsat_1_v5_gn_9_77480.1, Lsat_1_v5_gn_9_80621.1	Av_00007924-RA
OG0002730	Lsat_1_v5_gn_5_71661.3, Lsat_1_v5_gn_5_71661.2, Lsat_1_v5_gn_5_71661.1	Av_00001258-RA
OG0002731	Lsat_1_v5_gn_4_177640.1, Lsat_1_v5_gn_4_177500.1, Lsat_1_v5_gn_2_86980.1, Lsat_1_v5_gn_3_92121.1, Lsat_1_v5_gn_3_92121.3	Av_00007739-RA, Av_00000283-RA, Av_00002021-RA, Av_00022932-RA
OG0002733	Lsat_1_v5_gn_6_82781.1, Lsat_1_v5_gn_5_64901.3, Lsat_1_v5_gn_5_64901.2, Lsat_1_v5_gn_8_160280.2, Lsat_1_v5_gn_9_84000.2, Lsat_1_v5_gn_9_84000.1, Lsat_1_v5_gn_3_103941.2, Lsat_1_v5_gn_3_103941.1, Lsat_1_v5_gn_4_37140.1, Lsat_1_v5_gn_5_64901.1, Lsat_1_v5_gn_8_160280.1, Lsat_1_v5_gn_1_19240.2	Av_00004455-RA, Av_00012260-RA
OG0002734	Lsat_1_v5_gn_7_91021.1, Lsat_1_v5_gn_7_91021.2, Lsat_1_v5_gn_5_119080.1	Av_00011166-RA, Av_00022466-RA, Av_00012274-RA, Av_00004434-RA, Av_00001061-RA, Av_00024975-RA
OG0002739	Lsat_1_v5_gn_5_164281.1, Lsat_1_v5_gn_5_164281.3	Av_00014457-RA, Av_00022348-RA
OG0002740	Lsat_1_v5_gn_3_122260.1, Lsat_1_v5_gn_3_121480.1, Lsat_1_v5_gn_5_72480.3, Lsat_1_v5_gn_5_72480.1	Av_00019214-RA
OG0002741	Lsat_1_v5_gn_5_8421.1, Lsat_1_v5_gn_5_8421.2	Av_00007860-RA, Av_00000203-RA
OG0002741	Lsat_1_v5_gn_4_52481.1	Av_00014110-RA, Av_00020681-RA
OG0002742	Lsat_1_v5_gn_1_90680.3	Av_00005177-RA, Av_00002785-RA
OG0002743	Lsat_1_v5_gn_1_12380.1, Lsat_1_v5_gn_1_12380.2, Lsat_1_v5_gn_1_38480.1, Lsat_1_v5_gn_1_38480.2	Av_00010779-RA, Av_00019604-RA, Av_00004089-RA
OG0002744	Lsat_1_v5_gn_8_8160.1, Lsat_1_v5_gn_9_52661.4, Lsat_1_v5_gn_9_52661.2	Av_00016685-RA, Av_00002059-RA, Av_00003194-RA
OG0002745	Lsat_1_v5_gn_8_61360.1, Lsat_1_v5_gn_8_61360.3	Av_00007380-RA, Av_00004006-RA, Av_00004914-RA
OG0002747	Lsat_1_v5_gn_2_133080.1, Lsat_1_v5_gn_2_133080.2	Av_00014671-RA
OG0002748	Lsat_1_v5_gn_5_132021.1	Av_00021638-RA, Av_00009048-RA, Av_00012142-RA, Av_00005851-RA
OG0002750	Lsat_1_v5_gn_4_103741.1, Lsat_1_v5_gn_4_103741.3, Lsat_1_v5_gn_4_103741.2	Av_00006810-RA, Av_00007984-RA, Av_00018148-RA
OG0002750	Lsat_1_v5_gn_5_100741.1, Lsat_1_v5_gn_7_42220.1	Av_00004254-RA
OG0002751	Lsat_1_v5_gn_6_33500.3, Lsat_1_v5_gn_6_33500.1	Av_00012746-RA
OG0002752	Lsat_1_v5_gn_5_129921.3, Lsat_1_v5_gn_5_129921.1	Av_00007981-RA, Av_00018151-RA
OG0002753	Lsat_1_v5_gn_3_135180.3, Lsat_1_v5_gn_3_135180.1, Lsat_1_v5_gn_7_8160.1, Lsat_1_v5_gn_7_8160.3	Av_00003209-RA, Av_00013903-RA, Av_00014676-RA, Av_00008642-RA
OG0002754	Lsat_1_v5_gn_8_95700.1	Av_00019062-RA, Av_00019519-RA
OG0002755	Lsat_1_v5_gn_8_66520.1, Lsat_1_v5_gn_8_66520.3, Lsat_1_v5_gn_8_66520.2, Lsat_1_v5_gn_5_86540.2, Lsat_1_v5_gn_5_86540.1	Av_00017114-RA
OG0002756	Lsat_1_v5_gn_1_37921.1, Lsat_1_v5_gn_1_37921.2, Lsat_1_v5_gn_1_37921.3, Lsat_1_v5_gn_4_92641.3, Lsat_1_v5_gn_4_92641.1, Lsat_1_v5_gn_4_92641.2	Av_00022103-RA
OG0002757	Lsat_1_v5_gn_5_145821.1	Av_00016024-RA, Av_00004225-RA, Av_00015846-RA, Av_00006289-RA
OG0002758	Lsat_1_v5_gn_3_135740.1, Lsat_1_v5_gn_3_135740.3, Lsat_1_v5_gn_7_5921.1	Av_00003213-RA, Av_00010897-RA
OG0002759	Lsat_1_v5_gn_4_8681.1, Lsat_1_v5_gn_4_8681.2	Av_00007422-RA
OG0002760	Lsat_1_v5_gn_7_56381.1, Lsat_1_v5_gn_7_56381.3	Av_00023598-RA, Av_00004473-RA
OG0002761	Lsat_1_v5_gn_9_63160.1, Lsat_1_v5_gn_2_120360.1, Lsat_1_v5_gn_2_120360.3, Lsat_1_v5_gn_8_14240.1	Av_00003869-RA, Av_00017277-RA, Av_00011996-RA
OG0002762	Lsat_1_v5_gn_1_128021.3, Lsat_1_v5_gn_1_128021.2, Lsat_1_v5_gn_1_128021.1	Av_00004372-RA
OG0002763	Lsat_1_v5_gn_2_116541.4	Av_00019719-RA
OG0002764	Lsat_1_v5_gn_4_98481.1, Lsat_1_v5_gn_4_98481.3	Av_00021509-RA, Av_00004128-RA, Av_00008011-RA, Av_00006789-RA, Av_00018126-RA
OG0002765	Lsat_1_v5_gn_5_30781.3, Lsat_1_v5_gn_5_30781.2, Lsat_1_v5_gn_5_30781.1	Av_00018257-RA, Av_00020206-RA
OG0002766	Lsat_1_v5_gn_9_5540.1, Lsat_1_v5_gn_9_5540.3, Lsat_1_v5_gn_8_163980.1, Lsat_1_v5_gn_8_163980.2, Lsat_1_v5_gn_8_163980.3, Lsat_1_v5_gn_5_190780.1, Lsat_1_v5_gn_5_190780.2	Av_00015116-RA, Av_00001321-RA, Av_00016709-RA
OG0002767	Lsat_1_v5_gn_3_67140.1	Av_00001353-RA
OG0002768	Lsat_1_v5_gn_3_14081.2, Lsat_1_v5_gn_3_14081.1	Av_00022769-RA, Av_00022708-RA
OG0002769	Lsat_1_v5_gn_6_5340.1	Av_00018546-RA, Av_00010453-RA, Av_00005488-RA, Av_00020816-RA
OG0002770	Lsat_1_v5_gn_8_96921.1, Lsat_1_v5_gn_8_96901.1	Av_00019534-RA
OG0002771	Lsat_1_v5_gn_2_39021.1, Lsat_1_v5_gn_2_39021.3	Av_00012332-RA, Av_00004505-RA, Av_00000998-RA
OG0002772	Lsat_1_v5_gn_3_10880.2, Lsat_1_v5_gn_3_10880.1, Lsat_1_v5_gn_6_12540.1	Av_00001657-RA, Av_00009448-RA
OG0002773	Lsat_1_v5_gn_4_90580.1	Av_00015823-RA, Av_00017536-RA, Av_00004081-RA
OG0002774	Lsat_1_v5_gn_8_50960.1	Av_00002709-RA
OG0002774	Lsat_1_v5_gn_9_30040.1, Lsat_1_v5_gn_7_61641.1	Av_00003928-RA
OG0002775	Lsat_1_v5_gn_2_117001.2, Lsat_1_v5_gn_2_117001.3, Lsat_1_v5_gn_2_117001.1, Lsat_1_v5_gn_9_63040.1	Av_00003874-RA
OG0002776	Lsat_1_v5_gn_5_59280.1, Lsat_1_v5_gn_5_59280.2, Lsat_1_v5_gn_5_59280.3	Av_00008340-RA
OG0002777	Lsat_1_v5_gn_1_37801.1, Lsat_1_v5_gn_1_37801.3, Lsat_1_v5_gn_1_37801.2	Av_00004090-RA
OG0002778	Lsat_1_v5_gn_5_2800.1, Lsat_1_v5_gn_5_2800.2, Lsat_1_v5_gn_9_90800.3, Lsat_1_v5_gn_9_90800.1	Av_00002505-RA, Av_00015733-RA
OG0002779	Lsat_1_v5_gn_6_31381.1, Lsat_1_v5_gn_6_31381.3, Lsat_1_v5_gn_2_111580.1	Av_00017837-RA, Av_00022212-RA, Av_00018703-RA
OG0002780	Lsat_1_v5_gn_9_20540.1, Lsat_1_v5_gn_8_77040.1, Lsat_1_v5_gn_5_164760.1	Av_00005083-RA, Av_00015664-RA
OG0002781	Lsat_1_v5_gn_2_103941.4, Lsat_1_v5_gn_2_103941.1, Lsat_1_v5_gn_2_103941.2	Av_00023273-RA
OG0002782	Lsat_1_v5_gn_6_88920.1	Av_00013489-RA, Av_00020031-RA
OG0002782	Lsat_1_v5_gn_6_43021.1, Lsat_1_v5_gn_6_43021.2	Av_00024114-RA, Av_00019017-RA
OG0002784	Lsat_1_v5_gn_5_10500.1, Lsat_1_v5_gn_5_10500.3, Lsat_1_v5_gn_4_84140.4, Lsat_1_v5_gn_4_84120.4	Av_00015032-RA
OG0002785	Lsat_1_v5_gn_3_96420.1	Av_00012195-RA, Av_00005780-RA, Av_00024644-RA, Av_00024145-RA
OG0002788	Lsat_1_v5_gn_5_150201.1	Av_00005656-RA, Av_00022433-RA, Av_00010306-RA, Av_00017998-RA
OG0002789	Lsat_1_v5_gn_2_63641.1, Lsat_1_v5_gn_2_63641.3, Lsat_1_v5_gn_2_63641.2	Av_00003392-RA
OG0002790	Lsat_1_v5_gn_5_3721.1	Av_00003076-RA, Av_00002490-RA, Av_00015739-RA, Av_00012029-RA
OG0002791	Lsat_1_v5_gn_8_18380.1, Lsat_1_v5_gn_8_18400.1, Lsat_1_v5_gn_8_18400.2	Av_00001132-RA
OG0002792	Lsat_1_v5_gn_2_111220.1	Av_00018711-RA, Av_00017841-RA, Av_00015793-RA, Av_00018713-RA, Av_00018712-RA
OG0002793	Lsat_1_v5_gn_9_63021.2, Lsat_1_v5_gn_9_63021.1, Lsat_1_v5_gn_2_117020.3, Lsat_1_v5_gn_2_117020.1	Av_00005007-RA, Av_00003875-RA, Av_00017280-RA, Av_00005716-RA
OG0002794	Lsat_1_v5_gn_5_8081.1	Av_00008409-RA, Av_00018660-RA
OG0002795	Lsat_1_v5_gn_5_2701.4, Lsat_1_v5_gn_5_2701.1, Lsat_1_v5_gn_5_2701.2, Lsat_1_v5_gn_5_2701.3	Av_00015734-RA
OG0002795	Lsat_1_v5_gn_7_94640.1	Av_00010178-RA
OG0002796	Lsat_1_v5_gn_5_4021.1	Av_00002487-RA, Av_00015745-RA, Av_00000171-RA, Av_00007890-RA
