Orthogroup	L_sativa.proteins	V_vinifera.proteins
OG0001834	Lsat_1_v5_gn_3_12840.3, Lsat_1_v5_gn_3_12840.1, Lsat_1_v5_gn_3_12840.2, Lsat_1_v5_gn_6_83381.2	VIT_214s0066g00890.1, VIT_214s0060g01170.2, VIT_214s0060g01170.1
OG0001835	Lsat_1_v5_gn_2_95040.4, Lsat_1_v5_gn_1_59281.4	VIT_208s0007g03340.1
OG0001836	Lsat_1_v5_gn_5_184180.1, Lsat_1_v5_gn_5_184180.3, Lsat_1_v5_gn_5_184180.2, Lsat_1_v5_gn_9_3440.1, Lsat_1_v5_gn_9_3440.2, Lsat_1_v5_gn_8_56501.1	VIT_207s0151g00930.1, VIT_214s0030g01760.1, VIT_214s0030g01760.4, VIT_214s0030g01760.2, VIT_214s0030g01760.3, VIT_205s0020g03340.1
OG0001837	Lsat_1_v5_gn_7_116520.1, Lsat_1_v5_gn_7_116520.2	VIT_219s0015g01720.1
OG0001837	Lsat_1_v5_gn_2_21280.1, Lsat_1_v5_gn_1_50200.1, Lsat_1_v5_gn_6_70881.1	VIT_208s0007g03830.2
OG0001838	Lsat_1_v5_gn_9_1680.1, Lsat_1_v5_gn_9_1680.2	VIT_207s0104g00900.1, VIT_207s0104g00900.2, VIT_207s0104g00900.5, VIT_207s0104g00900.7, VIT_207s0104g00900.6, VIT_205s0029g00900.1, VIT_207s0104g00900.4, VIT_207s0104g00900.3
OG0001839	Lsat_1_v5_gn_1_49781.3, Lsat_1_v5_gn_1_49781.1	VIT_208s0058g00940.4, VIT_208s0058g00940.5, VIT_208s0058g00940.2, VIT_208s0058g00940.9, VIT_208s0058g00940.6, VIT_208s0058g00940.1, VIT_208s0058g00940.3, VIT_208s0058g00940.7, VIT_208s0058g00940.8, VIT_209s0002g00770.3, VIT_209s0002g00770.2, VIT_209s0002g00770.1
OG0001841	Lsat_1_v5_gn_9_9601.1, Lsat_1_v5_gn_9_9601.2, Lsat_1_v5_gn_9_9601.3	VIT_207s0141g00800.1, VIT_207s0141g00800.4, VIT_207s0141g00800.3, VIT_207s0141g00800.2
OG0001841	Lsat_1_v5_gn_4_138841.1, Lsat_1_v5_gn_4_138841.2	VIT_214s0081g00440.1, VIT_214s0081g00440.2, VIT_214s0081g00440.4, VIT_214s0081g00440.3, VIT_214s0081g00440.5
OG0001842	Lsat_1_v5_gn_9_92020.3, Lsat_1_v5_gn_9_92020.1	VIT_219s0090g01160.1
OG0001843	Lsat_1_v5_gn_2_46060.1	VIT_205s0062g00310.1, VIT_205s0062g00270.1, VIT_205s0062g00300.1, VIT_205s0062g00700.1, VIT_205s0062g00710.1, VIT_205s0062g00350.1, VIT_209s0002g06590.1, VIT_205s0062g00540.1, VIT_205s0062g00520.1, VIT_205s0062g00460.1, VIT_205s0062g00570.1, VIT_205s0062g00430.1, VIT_205s0062g00590.1, VIT_205s0062g00470.1, VIT_205s0062g00400.1, VIT_205s0062g00640.1, VIT_205s0062g00630.1
OG0001844	Lsat_1_v5_gn_9_49240.2, Lsat_1_v5_gn_9_49240.1, Lsat_1_v5_gn_9_49240.4	VIT_210s0116g00060.1
OG0001844	Lsat_1_v5_gn_5_124461.1, Lsat_1_v5_gn_6_87021.1	VIT_206s0004g07410.1
OG0001845	Lsat_1_v5_gn_9_81640.1, Lsat_1_v5_gn_9_82841.6, Lsat_1_v5_gn_9_82841.1, Lsat_1_v5_gn_9_82841.5, Lsat_1_v5_gn_9_82641.2, Lsat_1_v5_gn_9_82641.1	VIT_204s0008g05070.1
OG0001846	Lsat_1_v5_gn_2_118741.2, Lsat_1_v5_gn_2_118741.1, Lsat_1_v5_gn_9_64940.1	VIT_213s0019g02050.3, VIT_213s0019g02050.1, VIT_213s0019g02050.4
OG0001846	Lsat_1_v5_gn_5_153800.1, Lsat_1_v5_gn_5_153800.3	VIT_208s0007g00840.2, VIT_208s0007g00840.1
OG0001847	Lsat_1_v5_gn_8_5340.1	VIT_216s0098g01720.2, VIT_216s0098g01720.1, VIT_216s0098g01720.3, VIT_216s0098g01720.4
OG0001848	Lsat_1_v5_gn_4_17901.1, Lsat_1_v5_gn_8_40020.4, Lsat_1_v5_gn_8_40020.1, Lsat_1_v5_gn_3_59401.1, Lsat_1_v5_gn_3_59401.2	VIT_201s0011g03470.1
OG0001849	Lsat_1_v5_gn_8_124640.2, Lsat_1_v5_gn_8_124640.1, Lsat_1_v5_gn_8_93860.1, Lsat_1_v5_gn_5_13340.2, Lsat_1_v5_gn_5_172580.1, Lsat_1_v5_gn_8_93860.3, Lsat_1_v5_gn_5_13340.1, Lsat_1_v5_gn_5_172580.3, Lsat_1_v5_gn_2_61441.1	VIT_200s0246g00115.1, VIT_212s0055g00100.1
OG0001850	Lsat_1_v5_gn_6_55141.2, Lsat_1_v5_gn_6_55141.1	VIT_205s0102g00070.1, VIT_205s0102g00070.2
OG0001850	Lsat_1_v5_gn_0_14541.1	VIT_200s0207g00060.1, VIT_200s0207g00020.1
OG0001851	Lsat_1_v5_gn_5_9980.1, Lsat_1_v5_gn_5_9980.3, Lsat_1_v5_gn_1_32200.1, Lsat_1_v5_gn_1_32200.2	VIT_217s0000g00320.1
OG0001852	Lsat_1_v5_gn_9_421.1, Lsat_1_v5_gn_9_421.2	VIT_207s0005g00950.2
OG0001852	Lsat_1_v5_gn_3_62580.1, Lsat_1_v5_gn_8_40161.3, Lsat_1_v5_gn_8_40161.1	VIT_201s0011g03920.1, VIT_201s0011g03920.2
OG0001853	Lsat_1_v5_gn_2_77500.1	VIT_204s0023g02130.1, VIT_218s0001g12830.1
OG0001854	Lsat_1_v5_gn_8_13321.1	VIT_213s0067g02170.1, VIT_213s0067g02170.3, VIT_213s0067g02170.2
OG0001855	Lsat_1_v5_gn_2_112901.1	VIT_213s0019g04660.2, VIT_213s0019g04660.5, VIT_213s0019g04660.6, VIT_213s0019g04660.7, VIT_213s0019g04660.4, VIT_213s0019g04660.3, VIT_213s0019g04660.1
OG0001856	Lsat_1_v5_gn_6_106421.1, Lsat_1_v5_gn_6_106421.2	VIT_218s0001g07640.1
OG0001856	Lsat_1_v5_gn_2_47140.1, Lsat_1_v5_gn_2_47181.1, Lsat_1_v5_gn_2_47181.2, Lsat_1_v5_gn_2_47300.1, Lsat_1_v5_gn_1_70500.3, Lsat_1_v5_gn_1_70500.1, Lsat_1_v5_gn_1_73320.1, Lsat_1_v5_gn_1_73400.1, Lsat_1_v5_gn_1_70540.1, Lsat_1_v5_gn_1_76201.1, Lsat_1_v5_gn_1_70520.1	VIT_205s0029g00480.1
OG0001857	Lsat_1_v5_gn_2_41401.2, Lsat_1_v5_gn_2_41401.3, Lsat_1_v5_gn_2_41401.1, Lsat_1_v5_gn_6_66060.2, Lsat_1_v5_gn_6_66060.1, Lsat_1_v5_gn_6_66060.3	VIT_205s0049g01860.2, VIT_205s0049g01860.1
OG0001857	Lsat_1_v5_gn_8_92061.2, Lsat_1_v5_gn_8_92061.1	VIT_207s0005g04220.1, VIT_207s0005g04220.2
OG0001858	Lsat_1_v5_gn_6_6861.3, Lsat_1_v5_gn_6_6861.1, Lsat_1_v5_gn_6_87040.2, Lsat_1_v5_gn_6_87040.1, Lsat_1_v5_gn_3_7761.3, Lsat_1_v5_gn_3_7761.1	VIT_202s0025g03750.1, VIT_202s0025g03730.2, VIT_202s0025g03730.1, VIT_202s0025g03730.3, VIT_202s0025g03740.1
OG0001859	Lsat_1_v5_gn_8_109560.3, Lsat_1_v5_gn_8_109560.1	VIT_208s0056g00610.1, VIT_208s0056g00610.5, VIT_208s0056g00610.2, VIT_208s0056g00610.3, VIT_208s0056g00610.4, VIT_208s0056g00610.6
OG0001860	Lsat_1_v5_gn_3_75181.3, Lsat_1_v5_gn_3_75181.1	VIT_204s0023g02700.1
OG0001860	Lsat_1_v5_gn_4_116621.1, Lsat_1_v5_gn_3_21820.1, Lsat_1_v5_gn_4_116761.1, Lsat_1_v5_gn_4_116721.1, Lsat_1_v5_gn_5_99920.1	VIT_218s0001g13250.1
OG0001861	Lsat_1_v5_gn_7_69741.2	VIT_212s0035g02040.1
OG0001861	Lsat_1_v5_gn_9_81781.1, Lsat_1_v5_gn_9_81781.2, Lsat_1_v5_gn_9_81821.1, Lsat_1_v5_gn_9_81781.3, Lsat_1_v5_gn_9_81801.1, Lsat_1_v5_gn_7_69741.1	VIT_212s0035g02110.4, VIT_212s0035g02110.6, VIT_212s0035g02110.5
OG0001862	Lsat_1_v5_gn_6_113580.2, Lsat_1_v5_gn_6_113580.3, Lsat_1_v5_gn_6_113580.1, Lsat_1_v5_gn_6_113580.4, Lsat_1_v5_gn_4_124081.1, Lsat_1_v5_gn_4_124081.3	VIT_218s0001g11060.1
OG0001863	Lsat_1_v5_gn_2_83900.1	VIT_203s0063g00140.1, VIT_203s0063g00140.2, VIT_203s0063g00140.3
OG0001863	Lsat_1_v5_gn_5_112200.1, Lsat_1_v5_gn_3_89440.3, Lsat_1_v5_gn_3_89440.1, Lsat_1_v5_gn_2_85160.1, Lsat_1_v5_gn_2_85100.1, Lsat_1_v5_gn_2_85140.1, Lsat_1_v5_gn_9_67881.3, Lsat_1_v5_gn_9_67881.1, Lsat_1_v5_gn_9_67821.1, Lsat_1_v5_gn_9_67821.3, Lsat_1_v5_gn_2_85040.1, Lsat_1_v5_gn_2_83940.1, Lsat_1_v5_gn_2_85000.1, Lsat_1_v5_gn_2_85000.5	VIT_207s0031g00350.1
OG0001864	Lsat_1_v5_gn_5_79701.4, Lsat_1_v5_gn_5_78841.3	VIT_207s0130g00190.1, VIT_207s0130g00190.2, VIT_207s0130g00190.3
OG0001865	Lsat_1_v5_gn_1_61501.1	VIT_212s0028g03420.3, VIT_212s0028g03420.1, VIT_212s0028g03420.4, VIT_212s0028g03420.5, VIT_212s0028g03420.2, VIT_209s0096g00110.1, VIT_209s0096g00040.1
OG0001866	Lsat_1_v5_gn_4_121681.1	VIT_218s0001g11620.1, VIT_218s0001g11620.2
OG0001866	Lsat_1_v5_gn_3_94041.1, Lsat_1_v5_gn_2_87261.1	VIT_200s0207g00280.3, VIT_200s0207g00280.2, VIT_200s0207g00280.1
OG0001867	Lsat_1_v5_gn_5_139981.1, Lsat_1_v5_gn_7_35180.1	VIT_211s0016g00820.1, VIT_211s0016g00820.2
OG0001868	Lsat_1_v5_gn_4_121761.1, Lsat_1_v5_gn_1_18261.1, Lsat_1_v5_gn_1_18261.3	VIT_218s0001g12090.3, VIT_218s0001g12090.4, VIT_218s0001g12090.5
OG0001869	Lsat_1_v5_gn_2_79760.3, Lsat_1_v5_gn_2_79760.1	VIT_204s0023g01250.1
OG0001869	Lsat_1_v5_gn_4_122280.1, Lsat_1_v5_gn_5_29981.1	VIT_218s0001g12020.1
OG0001870	Lsat_1_v5_gn_7_54581.3, Lsat_1_v5_gn_7_54581.1, Lsat_1_v5_gn_8_67661.1, Lsat_1_v5_gn_5_85441.2, Lsat_1_v5_gn_5_85441.1	VIT_211s0052g00880.1
OG0001871	Lsat_1_v5_gn_1_22761.1, Lsat_1_v5_gn_1_22761.3, Lsat_1_v5_gn_1_22761.2	VIT_218s0001g09300.2, VIT_218s0001g09300.1
OG0001871	Lsat_1_v5_gn_9_112320.1, Lsat_1_v5_gn_9_112320.2, Lsat_1_v5_gn_7_85641.1, Lsat_1_v5_gn_7_85641.3, Lsat_1_v5_gn_9_111641.1, Lsat_1_v5_gn_9_111641.2	VIT_203s0091g00580.1
OG0001872	Lsat_1_v5_gn_8_124000.3, Lsat_1_v5_gn_8_124000.1, Lsat_1_v5_gn_3_46320.1	VIT_203s0038g02280.1, VIT_203s0038g02280.2, VIT_203s0038g02280.3, VIT_203s0038g02280.4, VIT_203s0038g02280.5
OG0001873	Lsat_1_v5_gn_5_113581.1, Lsat_1_v5_gn_0_4181.1, Lsat_1_v5_gn_5_115600.3, Lsat_1_v5_gn_5_115600.1, Lsat_1_v5_gn_5_115640.1	VIT_203s0063g00120.3, VIT_203s0063g00120.4, VIT_203s0063g00120.2, VIT_203s0063g00120.1
OG0001874	Lsat_1_v5_gn_9_19881.1, Lsat_1_v5_gn_9_19881.2	VIT_206s0004g06830.1
OG0001875	Lsat_1_v5_gn_8_128741.3	VIT_204s0023g03030.2, VIT_204s0023g03030.3, VIT_204s0023g03030.1
OG0001876	Lsat_1_v5_gn_3_93260.1	VIT_204s0023g01130.1
OG0001877	Lsat_1_v5_gn_8_108440.3, Lsat_1_v5_gn_8_108440.2, Lsat_1_v5_gn_8_108440.1	VIT_206s0004g08300.2, VIT_206s0004g08300.3, VIT_206s0004g08300.4, VIT_206s0004g08300.1, VIT_208s0056g00440.1, VIT_208s0056g00440.3, VIT_208s0056g00440.4, VIT_208s0056g00440.2
OG0001878	Lsat_1_v5_gn_5_6540.1, Lsat_1_v5_gn_5_6540.3	VIT_219s0014g03190.1, VIT_219s0014g03190.2, VIT_219s0014g03190.3, VIT_219s0014g03190.4
OG0001878	Lsat_1_v5_gn_4_54460.3, Lsat_1_v5_gn_4_54460.1	VIT_200s0652g00020.3, VIT_200s0652g00020.2, VIT_200s0652g00020.1
OG0001880	Lsat_1_v5_gn_8_1461.1	VIT_214s0006g01790.1, VIT_214s0006g01790.5, VIT_214s0006g01790.3, VIT_214s0006g01790.2, VIT_214s0006g01790.4, VIT_217s0000g02680.1
OG0001881	Lsat_1_v5_gn_1_128461.3, Lsat_1_v5_gn_1_128461.1	VIT_210s0003g00060.1
OG0001882	Lsat_1_v5_gn_5_7360.1, Lsat_1_v5_gn_5_7360.2	VIT_219s0014g03320.1, VIT_219s0014g03320.4, VIT_219s0014g03320.2, VIT_219s0014g03320.3
OG0001882	Lsat_1_v5_gn_4_70141.1	VIT_212s0059g01850.1, VIT_212s0059g01850.2, VIT_212s0059g01850.4, VIT_212s0059g01850.3
OG0001883	Lsat_1_v5_gn_3_106460.2, Lsat_1_v5_gn_3_106460.1	VIT_201s0150g00070.1, VIT_214s0068g01070.3, VIT_214s0068g01070.1, VIT_214s0068g01070.2
OG0001884	Lsat_1_v5_gn_5_128101.3, Lsat_1_v5_gn_5_128101.1, Lsat_1_v5_gn_5_128101.2, Lsat_1_v5_gn_7_104700.1	VIT_219s0014g02340.3, VIT_219s0014g02340.1
OG0001886	Lsat_1_v5_gn_3_111920.2, Lsat_1_v5_gn_3_111920.1	VIT_205s0062g01190.1, VIT_205s0062g01190.2
OG0001886	Lsat_1_v5_gn_7_113021.1, Lsat_1_v5_gn_7_113021.2	VIT_219s0090g01530.1
OG0001887	Lsat_1_v5_gn_8_137641.1	VIT_212s0028g02590.2, VIT_212s0028g02590.3, VIT_212s0028g02590.1
OG0001887	Lsat_1_v5_gn_7_102940.1, Lsat_1_v5_gn_7_102900.1, Lsat_1_v5_gn_9_99081.3, Lsat_1_v5_gn_9_99081.1	VIT_219s0014g01780.2, VIT_219s0014g01780.1
OG0001888	Lsat_1_v5_gn_5_107861.1	VIT_212s0142g00430.1
OG0001888	Lsat_1_v5_gn_5_55281.1	VIT_202s0033g01380.1
OG0001888	Lsat_1_v5_gn_5_55580.1, Lsat_1_v5_gn_5_55580.3	VIT_202s0033g01400.1
OG0001889	Lsat_1_v5_gn_8_9221.1, Lsat_1_v5_gn_8_9221.3, Lsat_1_v5_gn_2_128840.1	VIT_216s0022g00960.1
OG0001890	Lsat_1_v5_gn_4_172000.1, Lsat_1_v5_gn_2_90160.1	VIT_214s0068g00340.3, VIT_214s0068g00340.1, VIT_214s0068g00340.2
OG0001890	Lsat_1_v5_gn_6_25160.1, Lsat_1_v5_gn_6_25160.3	VIT_208s0040g01420.1
OG0001891	Lsat_1_v5_gn_8_100200.1, Lsat_1_v5_gn_8_66261.2, Lsat_1_v5_gn_8_66261.1	VIT_216s0039g02230.1
OG0001892	Lsat_1_v5_gn_8_68241.1, Lsat_1_v5_gn_8_68241.2	VIT_211s0052g00670.1
OG0001894	Lsat_1_v5_gn_4_37400.1, Lsat_1_v5_gn_7_6160.1	VIT_215s0048g01320.1
OG0001894	Lsat_1_v5_gn_9_53021.1, Lsat_1_v5_gn_8_7780.1	VIT_216s0022g02310.1
OG0001895	Lsat_1_v5_gn_1_46601.1	VIT_204s0008g03350.1
OG0001896	Lsat_1_v5_gn_7_43720.1, Lsat_1_v5_gn_7_43720.3, Lsat_1_v5_gn_5_93700.1	VIT_211s0118g00200.2, VIT_211s0118g00200.1
OG0001897	Lsat_1_v5_gn_5_136680.1, Lsat_1_v5_gn_5_136680.3, Lsat_1_v5_gn_0_41681.1, Lsat_1_v5_gn_0_41681.2, Lsat_1_v5_gn_1_38561.1	VIT_209s0002g00470.1, VIT_209s0002g00470.4, VIT_209s0002g00470.2, VIT_209s0002g00470.5, VIT_209s0002g00470.3
OG0001898	Lsat_1_v5_gn_8_86361.3, Lsat_1_v5_gn_8_86361.1, Lsat_1_v5_gn_5_141200.1, Lsat_1_v5_gn_5_141200.3, Lsat_1_v5_gn_5_141200.2	VIT_209s0002g01350.1, VIT_202s0025g04910.1, VIT_211s0016g01250.1
OG0001899	Lsat_1_v5_gn_5_89401.1, Lsat_1_v5_gn_5_89401.3, Lsat_1_v5_gn_8_63840.1	VIT_211s0037g00560.3, VIT_211s0037g00560.1, VIT_211s0037g00560.2
OG0001900	Lsat_1_v5_gn_6_20700.1	VIT_204s0008g05720.1
OG0001901	Lsat_1_v5_gn_3_135480.1, Lsat_1_v5_gn_3_135480.3	VIT_215s0048g01650.3, VIT_215s0048g01650.2
OG0001902	Lsat_1_v5_gn_8_62521.1, Lsat_1_v5_gn_8_62521.3, Lsat_1_v5_gn_7_44181.4, Lsat_1_v5_gn_7_44181.1	VIT_211s0016g05700.1, VIT_211s0016g05700.3, VIT_211s0016g05700.2, VIT_211s0016g05700.8, VIT_211s0016g05700.6, VIT_211s0016g05700.7, VIT_211s0016g05700.9, VIT_211s0016g05700.5, VIT_211s0016g05700.4
OG0001903	Lsat_1_v5_gn_8_5181.1, Lsat_1_v5_gn_3_140341.1	VIT_216s0098g01850.1
OG0001904	Lsat_1_v5_gn_8_95360.1, Lsat_1_v5_gn_5_103561.1, Lsat_1_v5_gn_5_130560.1	VIT_209s0002g04220.1
OG0001904	Lsat_1_v5_gn_5_118760.1	VIT_203s0063g02420.1, VIT_203s0063g02420.2
OG0001905	Lsat_1_v5_gn_5_175081.2, Lsat_1_v5_gn_5_175081.1	VIT_206s0004g08170.7, VIT_206s0004g08170.8, VIT_206s0004g08170.1, VIT_206s0004g08170.2, VIT_206s0004g08170.6, VIT_206s0004g08170.5, VIT_206s0004g08170.9, VIT_206s0004g08170.3, VIT_206s0004g08170.4
OG0001906	Lsat_1_v5_gn_9_22761.1, Lsat_1_v5_gn_8_78080.1, Lsat_1_v5_gn_8_78080.2, Lsat_1_v5_gn_5_167800.2, Lsat_1_v5_gn_5_167800.1, Lsat_1_v5_gn_5_167800.3, Lsat_1_v5_gn_4_95361.1, Lsat_1_v5_gn_8_15640.1, Lsat_1_v5_gn_2_119741.1	VIT_213s0019g01040.1, VIT_212s0059g00030.1
OG0001907	Lsat_1_v5_gn_5_136860.1, Lsat_1_v5_gn_5_136840.3, Lsat_1_v5_gn_5_136840.1	VIT_209s0002g00810.4, VIT_209s0002g00810.6, VIT_209s0002g00810.5, VIT_209s0002g00810.1, VIT_209s0002g00810.7, VIT_209s0002g00810.3, VIT_209s0002g00810.2
OG0001908	Lsat_1_v5_gn_8_128540.3, Lsat_1_v5_gn_8_128540.1, Lsat_1_v5_gn_8_128540.2	VIT_212s0059g02320.2, VIT_212s0059g02320.1
OG0001908	Lsat_1_v5_gn_5_5060.1, Lsat_1_v5_gn_5_5060.3	VIT_219s0177g00230.2, VIT_219s0177g00230.3, VIT_219s0177g00230.1
OG0001909	Lsat_1_v5_gn_7_91241.1, Lsat_1_v5_gn_5_119120.3, Lsat_1_v5_gn_5_119120.1, Lsat_1_v5_gn_7_91261.1	VIT_203s0063g02610.1
OG0001910	Lsat_1_v5_gn_6_29681.3, Lsat_1_v5_gn_2_109600.2, Lsat_1_v5_gn_2_109600.1, Lsat_1_v5_gn_1_53901.1, Lsat_1_v5_gn_1_53901.3, Lsat_1_v5_gn_2_109600.3, Lsat_1_v5_gn_1_53901.2, Lsat_1_v5_gn_6_29681.1, Lsat_1_v5_gn_6_29681.2	VIT_206s0004g03410.1, VIT_213s0019g03640.1, VIT_208s0040g02420.1
OG0001911	Lsat_1_v5_gn_5_123361.1, Lsat_1_v5_gn_9_105221.1	VIT_212s0059g01460.1, VIT_207s0031g02760.1
OG0001911	Lsat_1_v5_gn_5_2400.1, Lsat_1_v5_gn_5_2400.2, Lsat_1_v5_gn_9_93200.1, Lsat_1_v5_gn_7_114601.1, Lsat_1_v5_gn_7_114601.3	VIT_219s0090g01080.1
OG0001912	Lsat_1_v5_gn_9_37021.1, Lsat_1_v5_gn_9_37021.3, Lsat_1_v5_gn_9_37021.4	VIT_208s0058g00740.2, VIT_208s0058g00740.1, VIT_208s0058g00740.5, VIT_208s0058g00740.4, VIT_208s0058g00740.3, VIT_208s0058g00730.1
OG0001913	Lsat_1_v5_gn_1_111600.1, Lsat_1_v5_gn_1_111600.3, Lsat_1_v5_gn_4_49221.1, Lsat_1_v5_gn_4_49221.2	VIT_219s0014g01020.3, VIT_219s0014g01020.1
OG0001914	Lsat_1_v5_gn_1_117460.3, Lsat_1_v5_gn_1_117460.1, Lsat_1_v5_gn_1_117180.1, Lsat_1_v5_gn_1_117280.1	VIT_210s0003g01040.1
OG0001915	Lsat_1_v5_gn_3_107981.4, Lsat_1_v5_gn_3_107981.1, Lsat_1_v5_gn_3_107981.3, Lsat_1_v5_gn_4_139440.2, Lsat_1_v5_gn_4_139440.1	VIT_201s0011g01480.2, VIT_201s0011g01480.3, VIT_201s0011g01480.1
OG0001916	Lsat_1_v5_gn_8_99901.4	VIT_208s0007g01780.2, VIT_208s0007g01780.1
OG0001917	Lsat_1_v5_gn_7_109900.1, Lsat_1_v5_gn_7_109900.3	VIT_219s0090g00510.4, VIT_219s0090g00510.1, VIT_219s0090g00510.2, VIT_219s0090g00510.3
OG0001918	Lsat_1_v5_gn_9_105201.2, Lsat_1_v5_gn_9_105201.1	VIT_212s0059g01550.4, VIT_212s0059g01550.3, VIT_212s0059g01550.1, VIT_212s0059g01550.2
OG0001918	Lsat_1_v5_gn_5_123321.1	VIT_212s0059g01480.1
OG0001918	Lsat_1_v5_gn_4_185161.2, Lsat_1_v5_gn_4_185161.1	VIT_212s0059g01500.1
OG0001919	Lsat_1_v5_gn_6_25801.2, Lsat_1_v5_gn_1_129161.1, Lsat_1_v5_gn_6_25801.3, Lsat_1_v5_gn_6_25801.1, Lsat_1_v5_gn_2_30141.3, Lsat_1_v5_gn_2_30141.1, Lsat_1_v5_gn_2_30141.2	VIT_218s0072g00870.3, VIT_218s0072g00870.5, VIT_218s0072g00870.8, VIT_218s0072g00870.2, VIT_218s0072g00870.6, VIT_218s0072g00870.1, VIT_218s0072g00870.7, VIT_218s0072g00870.4
OG0001920	Lsat_1_v5_gn_9_20520.2, Lsat_1_v5_gn_9_20520.1, Lsat_1_v5_gn_5_166181.1, Lsat_1_v5_gn_5_166181.3	VIT_208s0007g03390.1
OG0001921	Lsat_1_v5_gn_9_105360.1	VIT_212s0059g01690.1, VIT_212s0059g01690.5, VIT_212s0059g01690.3, VIT_212s0059g01690.4, VIT_212s0059g01690.2
OG0001921	Lsat_1_v5_gn_3_19241.1, Lsat_1_v5_gn_6_3540.3, Lsat_1_v5_gn_6_3540.1	VIT_201s0026g01700.2, VIT_201s0026g01700.1
OG0001922	Lsat_1_v5_gn_2_39660.1	VIT_205s0049g01460.4, VIT_205s0049g01460.1, VIT_205s0049g01460.3, VIT_205s0049g01460.2, VIT_205s0049g01460.6, VIT_205s0049g01460.5
OG0001922	Lsat_1_v5_gn_8_92281.1, Lsat_1_v5_gn_9_10100.1, Lsat_1_v5_gn_9_10100.3, Lsat_1_v5_gn_5_183180.1	VIT_207s0005g03830.1
OG0001923	Lsat_1_v5_gn_5_180061.3, Lsat_1_v5_gn_5_180061.1, Lsat_1_v5_gn_9_11760.2, Lsat_1_v5_gn_9_11760.3, Lsat_1_v5_gn_9_11760.1	VIT_207s0005g04710.2, VIT_207s0005g04710.3, VIT_207s0005g04710.1, VIT_207s0005g04710.4
OG0001924	Lsat_1_v5_gn_2_79161.2, Lsat_1_v5_gn_2_79101.1, Lsat_1_v5_gn_2_79161.1, Lsat_1_v5_gn_2_79081.2, Lsat_1_v5_gn_2_79161.3, Lsat_1_v5_gn_2_79081.1, Lsat_1_v5_gn_2_79040.1, Lsat_1_v5_gn_2_79040.2, Lsat_1_v5_gn_2_79121.1, Lsat_1_v5_gn_2_79261.1	VIT_204s0023g01240.1, VIT_216s0022g01970.1, VIT_216s0115g00360.1
OG0001925	Lsat_1_v5_gn_5_115981.1	VIT_218s0001g10060.1
OG0001925	Lsat_1_v5_gn_5_116101.1, Lsat_1_v5_gn_5_114061.1, Lsat_1_v5_gn_5_116021.1, Lsat_1_v5_gn_5_115981.3, Lsat_1_v5_gn_5_116141.1	VIT_203s0063g00010.1, VIT_218s0001g10040.1
OG0001926	Lsat_1_v5_gn_5_33881.1	VIT_200s0391g00070.1
OG0001926	Lsat_1_v5_gn_6_104161.1, Lsat_1_v5_gn_9_73401.2, Lsat_1_v5_gn_9_73401.1, Lsat_1_v5_gn_1_3320.3, Lsat_1_v5_gn_1_3320.1	VIT_218s0001g06250.1
OG0001927	Lsat_1_v5_gn_5_110441.1, Lsat_1_v5_gn_5_110441.2, Lsat_1_v5_gn_5_110441.3	VIT_203s0132g00210.6, VIT_203s0132g00210.7, VIT_203s0132g00210.5, VIT_203s0132g00210.1, VIT_203s0132g00210.4, VIT_203s0132g00210.8, VIT_203s0132g00210.3, VIT_203s0132g00210.2
OG0001927	Lsat_1_v5_gn_7_83520.1	VIT_203s0132g00200.1
OG0001928	Lsat_1_v5_gn_2_90700.1, Lsat_1_v5_gn_2_90660.1, Lsat_1_v5_gn_2_90660.2, Lsat_1_v5_gn_2_90700.2	VIT_214s0066g02320.5, VIT_214s0066g02320.4, VIT_214s0066g02320.3, VIT_214s0066g02320.2, VIT_214s0066g02320.1, VIT_219s0085g00060.1
OG0001929	Lsat_1_v5_gn_8_44400.1, Lsat_1_v5_gn_3_55821.1	VIT_213s0074g00560.1, VIT_209s0018g01850.1, VIT_215s0024g01410.1, VIT_215s0021g02830.1, VIT_201s0011g05360.1, VIT_201s0011g05360.2, VIT_217s0000g02550.3, VIT_217s0000g02550.1, VIT_217s0000g02550.2
OG0001930	Lsat_1_v5_gn_7_71321.3, Lsat_1_v5_gn_7_71321.1, Lsat_1_v5_gn_7_71321.2	VIT_219s0027g01660.1, VIT_219s0027g01660.2
OG0001931	Lsat_1_v5_gn_4_106901.1, Lsat_1_v5_gn_1_10781.1	VIT_217s0000g05630.2, VIT_217s0000g05630.1
OG0001931	Lsat_1_v5_gn_8_53901.1, Lsat_1_v5_gn_3_49741.1	VIT_201s0026g01550.3, VIT_201s0026g01550.1, VIT_201s0026g01550.2
OG0001932	Lsat_1_v5_gn_5_31221.2, Lsat_1_v5_gn_5_31221.1	VIT_215s0021g00220.2, VIT_215s0021g00220.1
OG0001933	Lsat_1_v5_gn_5_18581.1, Lsat_1_v5_gn_4_105621.1	VIT_217s0000g05410.1
OG0001934	Lsat_1_v5_gn_2_127720.1, Lsat_1_v5_gn_2_127720.2, Lsat_1_v5_gn_2_127720.4	VIT_216s0013g01920.1, VIT_216s0013g01920.2, VIT_216s0013g01920.4, VIT_216s0013g01920.3
