Orthogroup	L_sativa.proteins	B_vulgaris.proteins
OG0002402	Lsat_1_v5_gn_7_23500.3, Lsat_1_v5_gn_7_23500.1, Lsat_1_v5_gn_7_23500.2	Bevul.6G049700.1.p
OG0002403	Lsat_1_v5_gn_6_37181.3, Lsat_1_v5_gn_1_59981.1, Lsat_1_v5_gn_6_37181.1	Bevul.7G022200.1.p
OG0002403	Lsat_1_v5_gn_6_38421.2, Lsat_1_v5_gn_6_38421.1	Bevul.3G191400.1.p
OG0002404	Lsat_1_v5_gn_5_63360.2, Lsat_1_v5_gn_5_63360.1, Lsat_1_v5_gn_5_63360.3	Bevul.9G138200.1.p
OG0002404	Lsat_1_v5_gn_2_76060.1, Lsat_1_v5_gn_2_76100.1	Bevul.6G034000.1.p
OG0002405	Lsat_1_v5_gn_3_63261.1	Bevul.6G059600.1.p
OG0002405	Lsat_1_v5_gn_9_73980.3, Lsat_1_v5_gn_9_73980.1	Bevul.6G136800.1.p
OG0002406	Lsat_1_v5_gn_2_20221.1, Lsat_1_v5_gn_2_20221.2, Lsat_1_v5_gn_2_20221.3	Bevul.8G040000.1.p, Bevul.2G247500.6.p, Bevul.2G247500.1.p, Bevul.2G247500.4.p, Bevul.2G247500.2.p, Bevul.2G247500.5.p, Bevul.2G247500.3.p
OG0002408	Lsat_1_v5_gn_7_116380.2, Lsat_1_v5_gn_7_116380.3, Lsat_1_v5_gn_7_116380.1, Lsat_1_v5_gn_9_4121.3, Lsat_1_v5_gn_9_4121.2, Lsat_1_v5_gn_9_4121.1	Bevul.7G074400.1.p
OG0002409	Lsat_1_v5_gn_6_102041.1, Lsat_1_v5_gn_6_102041.2	Bevul.6G160600.1.p
OG0002409	Lsat_1_v5_gn_2_82221.1	Bevul.6G225700.1.p
OG0002410	Lsat_1_v5_gn_7_106341.3, Lsat_1_v5_gn_7_106341.2, Lsat_1_v5_gn_7_106341.1	Bevul.4G180100.1.p
OG0002411	Lsat_1_v5_gn_4_129401.1, Lsat_1_v5_gn_4_129461.1, Lsat_1_v5_gn_4_129361.1, Lsat_1_v5_gn_4_129381.1	Bevul.1G005100.1.p
OG0002411	Lsat_1_v5_gn_3_87680.1	Bevul.6G010300.1.p
OG0002412	Lsat_1_v5_gn_4_166120.3, Lsat_1_v5_gn_4_166120.2, Lsat_1_v5_gn_4_166120.1	Bevul.6G000600.1.p
OG0002413	Lsat_1_v5_gn_2_78341.1, Lsat_1_v5_gn_2_78341.2, Lsat_1_v5_gn_4_152940.2, Lsat_1_v5_gn_4_152940.1	Bevul.6G027900.1.p
OG0002416	Lsat_1_v5_gn_8_6540.1, Lsat_1_v5_gn_8_6540.2, Lsat_1_v5_gn_2_131381.1, Lsat_1_v5_gn_2_131381.3, Lsat_1_v5_gn_2_131381.2, Lsat_1_v5_gn_9_56641.1, Lsat_1_v5_gn_9_56641.2	Bevul.3G050500.1.p, Bevul.5G026400.1.p
OG0002417	Lsat_1_v5_gn_3_51300.1, Lsat_1_v5_gn_3_51300.2	Bevul.6G240200.1.p
OG0002417	Lsat_1_v5_gn_3_124521.1	Bevul.2G057500.1.p, Bevul.9G108400.1.p
OG0002419	Lsat_1_v5_gn_5_27120.2, Lsat_1_v5_gn_5_27120.1	Bevul.1G156100.1.p
OG0002420	Lsat_1_v5_gn_8_22921.2, Lsat_1_v5_gn_8_22921.1	Bevul.6G100800.1.p
OG0002420	Lsat_1_v5_gn_6_101420.4, Lsat_1_v5_gn_6_101420.2, Lsat_1_v5_gn_6_101420.1	Bevul.1G068700.1.p
OG0002421	Lsat_1_v5_gn_5_141041.1, Lsat_1_v5_gn_5_141041.2	Bevul.8G137400.1.p, Bevul.6G060200.1.p, Bevul.6G060300.1.p, Bevul.8G137100.1.p
OG0002422	Lsat_1_v5_gn_8_113121.3, Lsat_1_v5_gn_8_113121.1, Lsat_1_v5_gn_2_73601.1	Bevul.6G076800.1.p
OG0002423	Lsat_1_v5_gn_7_30581.3, Lsat_1_v5_gn_7_30581.2, Lsat_1_v5_gn_7_30581.1	Bevul.8G196000.1.p
OG0002424	Lsat_1_v5_gn_1_89320.3, Lsat_1_v5_gn_1_89320.1, Lsat_1_v5_gn_6_17261.1	Bevul.4G054600.1.p
OG0002424	Lsat_1_v5_gn_7_86080.1	Bevul.6G009700.1.p
OG0002425	Lsat_1_v5_gn_9_112861.3, Lsat_1_v5_gn_9_112861.1, Lsat_1_v5_gn_9_112861.2, Lsat_1_v5_gn_9_112861.4	Bevul.9G225000.2.p, Bevul.9G225000.1.p, Bevul.9G225000.3.p, Bevul.9G225000.4.p
OG0002426	Lsat_1_v5_gn_9_123041.1, Lsat_1_v5_gn_9_123041.3	Bevul.7G148100.1.p
OG0002427	Lsat_1_v5_gn_5_69540.3, Lsat_1_v5_gn_5_69540.2, Lsat_1_v5_gn_5_69540.1	Bevul.4G125200.1.p
OG0002428	Lsat_1_v5_gn_8_98961.3, Lsat_1_v5_gn_8_98961.1, Lsat_1_v5_gn_9_15381.1, Lsat_1_v5_gn_9_15381.3	Bevul.2G248300.1.p
OG0002429	Lsat_1_v5_gn_5_122520.2, Lsat_1_v5_gn_5_122520.1	Bevul.9G063300.1.p, Bevul.9G063300.2.p
OG0002430	Lsat_1_v5_gn_4_35101.3, Lsat_1_v5_gn_4_35101.1, Lsat_1_v5_gn_6_32621.1, Lsat_1_v5_gn_6_4360.1	Bevul.1G183900.1.p
OG0002431	Lsat_1_v5_gn_5_129941.1, Lsat_1_v5_gn_5_129941.2	Bevul.2G114700.2.p, Bevul.2G114700.1.p, Bevul.8G201200.1.p
OG0002432	Lsat_1_v5_gn_7_115861.1, Lsat_1_v5_gn_7_115861.3	Bevul.4G013500.1.p
OG0002433	Lsat_1_v5_gn_4_48480.2, Lsat_1_v5_gn_4_48480.1, Lsat_1_v5_gn_7_25760.1	Bevul.8G008400.1.p
OG0002434	Lsat_1_v5_gn_7_114340.2, Lsat_1_v5_gn_7_114340.1	Bevul.4G006700.1.p
OG0002435	Lsat_1_v5_gn_9_47501.1, Lsat_1_v5_gn_9_47501.2	Bevul.3G016600.1.p
OG0002435	Lsat_1_v5_gn_4_151281.1	Bevul.6G020200.1.p
OG0002436	Lsat_1_v5_gn_8_88241.1, Lsat_1_v5_gn_5_146360.1, Lsat_1_v5_gn_5_146360.3	Bevul.8G205100.1.p
OG0002437	Lsat_1_v5_gn_6_87440.1, Lsat_1_v5_gn_6_6520.1, Lsat_1_v5_gn_6_6520.2	Bevul.5G002000.1.p
OG0002438	Lsat_1_v5_gn_1_32080.1, Lsat_1_v5_gn_1_32080.3	Bevul.5G224900.1.p, Bevul.5G224700.1.p
OG0002439	Lsat_1_v5_gn_7_60060.1, Lsat_1_v5_gn_8_99360.1	Bevul.2G137600.1.p
OG0002440	Lsat_1_v5_gn_3_28221.1, Lsat_1_v5_gn_3_28221.3	Bevul.2G151100.1.p
OG0002440	Lsat_1_v5_gn_5_134181.2, Lsat_1_v5_gn_5_134181.1, Lsat_1_v5_gn_1_36561.1	Bevul.9G111900.1.p
OG0002441	Lsat_1_v5_gn_8_96360.3, Lsat_1_v5_gn_8_96360.4, Lsat_1_v5_gn_8_96360.2	Bevul.8G198300.1.p
OG0002442	Lsat_1_v5_gn_8_164281.3, Lsat_1_v5_gn_8_164281.1	Bevul.3G157700.1.p
OG0002443	Lsat_1_v5_gn_4_37361.1, Lsat_1_v5_gn_2_130100.4, Lsat_1_v5_gn_9_52921.1, Lsat_1_v5_gn_9_52921.3	Bevul.3G080700.1.p
OG0002443	Lsat_1_v5_gn_2_79920.1	Bevul.2G202700.1.p
OG0002446	Lsat_1_v5_gn_5_32121.1, Lsat_1_v5_gn_5_32121.3, Lsat_1_v5_gn_8_58141.3, Lsat_1_v5_gn_8_58141.1	Bevul.8G184900.1.p, Bevul.2G020200.1.p
OG0002447	Lsat_1_v5_gn_5_90580.3, Lsat_1_v5_gn_5_90580.1	Bevul.8G161700.1.p
OG0002448	Lsat_1_v5_gn_5_32241.3, Lsat_1_v5_gn_5_32241.1	Bevul.2G020600.1.p, Bevul.2G020600.2.p, Bevul.2G020800.1.p, Bevul.2G020700.1.p
OG0002449	Lsat_1_v5_gn_7_75680.1, Lsat_1_v5_gn_7_75680.2, Lsat_1_v5_gn_9_120201.1, Lsat_1_v5_gn_9_120201.3, Lsat_1_v5_gn_9_120160.1, Lsat_1_v5_gn_9_120160.4	Bevul.6G153200.1.p
OG0002450	Lsat_1_v5_gn_4_43261.3, Lsat_1_v5_gn_4_43261.1, Lsat_1_v5_gn_4_43261.2	Bevul.9G006200.1.p
OG0002451	Lsat_1_v5_gn_3_43961.3, Lsat_1_v5_gn_3_43920.1, Lsat_1_v5_gn_3_43961.1, Lsat_1_v5_gn_3_25961.2, Lsat_1_v5_gn_3_32760.1	Bevul.2G030500.1.p, Bevul.8G136100.1.p
OG0002452	Lsat_1_v5_gn_3_2560.1, Lsat_1_v5_gn_3_2560.2	Bevul.5G010300.1.p
OG0002453	Lsat_1_v5_gn_8_37921.3, Lsat_1_v5_gn_8_37921.1	Bevul.6G116600.1.p
OG0002453	Lsat_1_v5_gn_5_87800.1	Bevul.8G156200.1.p
OG0002454	Lsat_1_v5_gn_4_85040.1, Lsat_1_v5_gn_2_95421.1, Lsat_1_v5_gn_5_9001.1	Bevul.8G110000.1.p
OG0002455	Lsat_1_v5_gn_6_2281.1, Lsat_1_v5_gn_3_2200.1, Lsat_1_v5_gn_3_2200.2	Bevul.5G007900.1.p, Bevul.1G134900.1.p
OG0002456	Lsat_1_v5_gn_8_86401.1, Lsat_1_v5_gn_8_86401.2, Lsat_1_v5_gn_5_141180.1, Lsat_1_v5_gn_5_141180.3, Lsat_1_v5_gn_9_101360.1	Bevul.8G137000.1.p
OG0002457	Lsat_1_v5_gn_2_133001.1, Lsat_1_v5_gn_2_133001.2	Bevul.3G077100.1.p, Bevul.3G077200.1.p
OG0002457	Lsat_1_v5_gn_7_5661.2	Bevul.1G120200.1.p
OG0002459	Lsat_1_v5_gn_7_54081.3, Lsat_1_v5_gn_7_54081.1, Lsat_1_v5_gn_8_67480.3, Lsat_1_v5_gn_8_67480.1	Bevul.8G213300.1.p
OG0002460	Lsat_1_v5_gn_4_34580.1, Lsat_1_v5_gn_4_34580.2, Lsat_1_v5_gn_4_34561.3, Lsat_1_v5_gn_4_34561.1	Bevul.1G181700.1.p
OG0002461	Lsat_1_v5_gn_7_9220.3, Lsat_1_v5_gn_7_9220.1, Lsat_1_v5_gn_3_129161.2, Lsat_1_v5_gn_3_129161.1	Bevul.1G136000.1.p
OG0002462	Lsat_1_v5_gn_4_126920.1, Lsat_1_v5_gn_4_126920.2, Lsat_1_v5_gn_1_43760.4, Lsat_1_v5_gn_1_43760.3, Lsat_1_v5_gn_1_43760.1	Bevul.8G163800.1.p
OG0002463	Lsat_1_v5_gn_7_97320.1, Lsat_1_v5_gn_9_102521.1	Bevul.9G037100.1.p, Bevul.4G003800.1.p
OG0002464	Lsat_1_v5_gn_2_122780.1, Lsat_1_v5_gn_2_122780.3	Bevul.2G240700.2.p, Bevul.2G240700.1.p
OG0002465	Lsat_1_v5_gn_9_51840.1, Lsat_1_v5_gn_2_128701.3, Lsat_1_v5_gn_9_51840.3, Lsat_1_v5_gn_8_10381.1, Lsat_1_v5_gn_8_10381.2, Lsat_1_v5_gn_8_10381.3, Lsat_1_v5_gn_9_51840.2, Lsat_1_v5_gn_2_128701.1	Bevul.8G049500.1.p, Bevul.5G068300.1.p
OG0002467	Lsat_1_v5_gn_5_163821.1, Lsat_1_v5_gn_5_163821.2	Bevul.3G189300.1.p
OG0002468	Lsat_1_v5_gn_3_65860.1	Bevul.2G107900.2.p, Bevul.2G107900.1.p
OG0002469	Lsat_1_v5_gn_1_61921.1, Lsat_1_v5_gn_1_61921.3	Bevul.9G103300.1.p
OG0002470	Lsat_1_v5_gn_5_154320.3, Lsat_1_v5_gn_5_154320.1, Lsat_1_v5_gn_8_85300.1	Bevul.3G224500.1.p
OG0002471	Lsat_1_v5_gn_8_14940.1, Lsat_1_v5_gn_2_118780.2, Lsat_1_v5_gn_2_118780.1	Bevul.2G228600.1.p
OG0002472	Lsat_1_v5_gn_4_33660.1, Lsat_1_v5_gn_4_33660.2, Lsat_1_v5_gn_6_85600.1	Bevul.1G193300.1.p
OG0002473	Lsat_1_v5_gn_5_163841.1	Bevul.3G188800.1.p
OG0002474	Lsat_1_v5_gn_5_149480.3, Lsat_1_v5_gn_5_149480.1	Bevul.2G250300.1.p, Bevul.5G057000.1.p
OG0002475	Lsat_1_v5_gn_9_47921.1	Bevul.3G013300.1.p
OG0002476	Lsat_1_v5_gn_4_27661.1, Lsat_1_v5_gn_8_33281.2, Lsat_1_v5_gn_8_33281.1	Bevul.9G038100.1.p
OG0002476	Lsat_1_v5_gn_8_150721.1	Bevul.6G182000.1.p
OG0002477	Lsat_1_v5_gn_1_64141.1, Lsat_1_v5_gn_2_100160.1, Lsat_1_v5_gn_2_100160.3	Bevul.9G049100.1.p
OG0002478	Lsat_1_v5_gn_3_17681.1, Lsat_1_v5_gn_4_41841.1	Bevul.7G052600.17.p, Bevul.7G052600.16.p, Bevul.7G052600.1.p, Bevul.7G052600.6.p, Bevul.7G052600.4.p, Bevul.7G052600.14.p, Bevul.7G052600.13.p, Bevul.7G052600.15.p, Bevul.7G052600.9.p, Bevul.7G052600.11.p, Bevul.7G052600.8.p, Bevul.7G052600.10.p, Bevul.7G052600.12.p, Bevul.7G052600.3.p, Bevul.7G052600.5.p, Bevul.7G052600.7.p, Bevul.7G052600.2.p
OG0002479	Lsat_1_v5_gn_3_43900.1, Lsat_1_v5_gn_3_43900.3	Bevul.9G162600.1.p, Bevul.9G162600.2.p, Bevul.9G162500.1.p, Bevul.9G162500.2.p
OG0002480	Lsat_1_v5_gn_6_3180.1, Lsat_1_v5_gn_3_681.2, Lsat_1_v5_gn_3_681.1, Lsat_1_v5_gn_3_681.3	Bevul.5G002900.1.p
OG0002482	Lsat_1_v5_gn_7_62000.3, Lsat_1_v5_gn_7_62000.1	Bevul.3G212000.1.p, Bevul.3G211900.1.p
OG0002483	Lsat_1_v5_gn_0_3441.3, Lsat_1_v5_gn_0_3441.4, Lsat_1_v5_gn_0_3441.1	Bevul.6G037800.1.p
OG0002483	Lsat_1_v5_gn_3_32020.1	Bevul.6G202300.1.p
OG0002484	Lsat_1_v5_gn_5_13080.1	Bevul.7G143200.1.p
OG0002485	Lsat_1_v5_gn_4_185440.2, Lsat_1_v5_gn_4_185440.1	Bevul.1G028500.1.p
OG0002486	Lsat_1_v5_gn_4_1141.1, Lsat_1_v5_gn_4_1141.3, Lsat_1_v5_gn_5_12360.1	Bevul.6G204800.1.p
OG0002487	Lsat_1_v5_gn_4_112260.1, Lsat_1_v5_gn_3_58221.1, Lsat_1_v5_gn_4_19200.1	Bevul.6G120100.1.p, Bevul.5G167200.1.p
OG0002488	Lsat_1_v5_gn_0_9740.2, Lsat_1_v5_gn_0_9740.1, Lsat_1_v5_gn_2_134740.1	Bevul.3G023800.1.p
OG0002489	Lsat_1_v5_gn_9_108160.2, Lsat_1_v5_gn_9_108160.1, Lsat_1_v5_gn_5_119461.1, Lsat_1_v5_gn_5_119461.2	Bevul.9G167300.1.p
OG0002490	Lsat_1_v5_gn_5_73160.3, Lsat_1_v5_gn_5_73160.1	Bevul.3G007400.1.p
OG0002491	Lsat_1_v5_gn_3_68941.3	Bevul.7G106000.1.p
OG0002492	Lsat_1_v5_gn_4_184360.2, Lsat_1_v5_gn_4_184360.1	Bevul.4G098700.1.p
OG0002493	Lsat_1_v5_gn_4_126860.1	Bevul.1G001400.1.p
OG0002493	Lsat_1_v5_gn_4_164941.1	Bevul.6G003700.1.p
OG0002494	Lsat_1_v5_gn_9_7140.1	Bevul.5G262600.1.p
OG0002495	Lsat_1_v5_gn_5_21700.1, Lsat_1_v5_gn_5_21700.2	Bevul.5G181900.1.p
OG0002496	Lsat_1_v5_gn_4_12300.1, Lsat_1_v5_gn_4_12300.2, Lsat_1_v5_gn_8_47440.1	Bevul.6G082400.1.p, Bevul.5G257600.1.p
OG0002497	Lsat_1_v5_gn_4_2641.1	Bevul.6G171200.1.p
OG0002498	Lsat_1_v5_gn_4_169820.1	Bevul.2G065100.1.p, Bevul.2G065100.2.p
OG0002498	Lsat_1_v5_gn_4_10601.1, Lsat_1_v5_gn_4_10601.2	Bevul.6G229700.1.p
OG0002499	Lsat_1_v5_gn_5_110740.3, Lsat_1_v5_gn_5_110740.1, Lsat_1_v5_gn_6_80561.3, Lsat_1_v5_gn_6_80561.1, Lsat_1_v5_gn_6_80561.4, Lsat_1_v5_gn_8_158140.3, Lsat_1_v5_gn_8_158140.1, Lsat_1_v5_gn_5_174140.1, Lsat_1_v5_gn_9_14680.1	Bevul.7G216100.1.p
OG0002499	Lsat_1_v5_gn_4_134421.1	Bevul.2G246800.1.p
OG0002501	Lsat_1_v5_gn_9_47741.2, Lsat_1_v5_gn_9_47741.1, Lsat_1_v5_gn_6_57521.1, Lsat_1_v5_gn_9_47741.3	Bevul.8G007300.1.p
OG0002502	Lsat_1_v5_gn_4_9240.1, Lsat_1_v5_gn_3_51460.2, Lsat_1_v5_gn_3_51460.1	Bevul.6G241400.1.p
OG0002502	Lsat_1_v5_gn_4_176921.1, Lsat_1_v5_gn_2_88561.1	Bevul.2G056400.1.p
OG0002503	Lsat_1_v5_gn_4_175061.1, Lsat_1_v5_gn_3_95701.1, Lsat_1_v5_gn_8_37761.1	Bevul.6G114300.1.p
OG0002504	Lsat_1_v5_gn_4_113241.1, Lsat_1_v5_gn_1_14540.1	Bevul.6G077100.1.p, Bevul.5G173300.1.p
OG0002505	Lsat_1_v5_gn_4_107720.2, Lsat_1_v5_gn_4_107720.1	Bevul.5G193100.1.p
OG0002506	Lsat_1_v5_gn_1_11021.2, Lsat_1_v5_gn_1_11021.1, Lsat_1_v5_gn_1_10641.1	Bevul.9G039400.4.p, Bevul.9G039400.1.p, Bevul.9G039400.3.p, Bevul.9G039400.2.p, Bevul.9G051000.1.p
OG0002507	Lsat_1_v5_gn_4_115760.1	Bevul.3G222900.1.p
OG0002507	Lsat_1_v5_gn_3_34521.3, Lsat_1_v5_gn_3_34521.1, Lsat_1_v5_gn_4_27000.1	Bevul.1G171500.1.p
OG0002508	Lsat_1_v5_gn_0_4941.1	Bevul.2G212200.1.p, Bevul.4G248900.1.p
OG0002509	Lsat_1_v5_gn_8_50141.1	Bevul.6G232100.1.p, Bevul.2G145900.1.p
OG0002510	Lsat_1_v5_gn_0_18380.5, Lsat_1_v5_gn_0_18380.2, Lsat_1_v5_gn_0_14741.1, Lsat_1_v5_gn_0_14701.3, Lsat_1_v5_gn_0_14701.1, Lsat_1_v5_gn_0_14741.4, Lsat_1_v5_gn_0_18380.1	Bevul.4G213000.1.p
OG0002511	Lsat_1_v5_gn_5_57840.1, Lsat_1_v5_gn_5_57840.2, Lsat_1_v5_gn_3_26661.3, Lsat_1_v5_gn_3_26661.1	Bevul.5G101400.1.p
OG0002512	Lsat_1_v5_gn_4_75700.1	Bevul.5G216200.1.p
OG0002514	Lsat_1_v5_gn_5_23161.3, Lsat_1_v5_gn_5_23161.1, Lsat_1_v5_gn_1_13541.1, Lsat_1_v5_gn_1_13541.2	Bevul.5G179300.1.p
OG0002515	Lsat_1_v5_gn_3_1160.1, Lsat_1_v5_gn_3_1160.3	Bevul.5G012700.1.p
OG0002524	Lsat_1_v5_gn_6_34240.3, Lsat_1_v5_gn_6_34240.1, Lsat_1_v5_gn_2_121661.2, Lsat_1_v5_gn_2_121661.1	Bevul.5G114500.1.p
OG0002526	Lsat_1_v5_gn_2_81981.1, Lsat_1_v5_gn_2_81981.3	Bevul.4G215300.1.p
OG0002526	Lsat_1_v5_gn_9_3501.1	Bevul.5G231400.1.p
OG0002527	Lsat_1_v5_gn_6_32980.1, Lsat_1_v5_gn_6_32980.2	Bevul.7G067400.1.p, Bevul.7G067400.2.p
OG0002527	Lsat_1_v5_gn_8_18121.1, Lsat_1_v5_gn_2_116301.3, Lsat_1_v5_gn_2_116301.1	Bevul.2G107400.1.p
OG0002528	Lsat_1_v5_gn_1_50620.1, Lsat_1_v5_gn_1_50600.3, Lsat_1_v5_gn_1_50600.1, Lsat_1_v5_gn_6_26921.1	Bevul.7G038100.1.p
OG0002530	Lsat_1_v5_gn_6_110501.3, Lsat_1_v5_gn_6_110501.1	Bevul.1G087000.1.p
OG0002530	Lsat_1_v5_gn_8_14860.1, Lsat_1_v5_gn_2_118160.2, Lsat_1_v5_gn_2_118160.1	Bevul.2G227300.2.p, Bevul.2G227300.3.p, Bevul.2G227300.1.p
OG0002531	Lsat_1_v5_gn_9_121880.1	Bevul.5G255500.1.p, Bevul.3G056200.1.p
OG0002532	Lsat_1_v5_gn_1_72000.1, Lsat_1_v5_gn_2_46140.1	Bevul.7G127600.1.p
OG0002532	Lsat_1_v5_gn_1_111560.2, Lsat_1_v5_gn_1_111560.1	Bevul.3G017700.1.p, Bevul.8G009000.1.p
OG0002533	Lsat_1_v5_gn_6_112621.1, Lsat_1_v5_gn_6_112621.2	Bevul.1G202400.1.p
OG0002534	Lsat_1_v5_gn_3_116081.3, Lsat_1_v5_gn_3_116081.2, Lsat_1_v5_gn_3_116081.1	Bevul.7G186300.1.p
OG0002535	Lsat_1_v5_gn_9_4921.1, Lsat_1_v5_gn_9_4921.3	Bevul.7G088600.1.p
OG0002535	Lsat_1_v5_gn_5_50740.1, Lsat_1_v5_gn_3_24820.3	Bevul.3G153000.1.p
OG0002536	Lsat_1_v5_gn_7_23441.1, Lsat_1_v5_gn_7_23441.3	Bevul.4G068600.1.p
OG0002536	Lsat_1_v5_gn_4_27781.1	Bevul.9G084600.1.p
OG0002537	Lsat_1_v5_gn_5_175160.1, Lsat_1_v5_gn_9_14220.1	Bevul.7G223400.1.p
OG0002537	Lsat_1_v5_gn_8_107500.2, Lsat_1_v5_gn_8_107500.3, Lsat_1_v5_gn_8_107500.1, Lsat_1_v5_gn_5_148080.1	Bevul.7G009400.1.p
OG0002538	Lsat_1_v5_gn_1_71561.3, Lsat_1_v5_gn_1_71561.1	Bevul.4G140600.1.p
OG0002539	Lsat_1_v5_gn_3_113801.2, Lsat_1_v5_gn_3_113801.1	Bevul.3G182400.1.p
OG0002540	Lsat_1_v5_gn_5_149161.2, Lsat_1_v5_gn_5_149161.1	Bevul.4G175400.1.p
OG0002541	Lsat_1_v5_gn_2_25321.1, Lsat_1_v5_gn_2_25321.3, Lsat_1_v5_gn_9_67680.1, Lsat_1_v5_gn_9_67680.3	Bevul.9G058600.8.p, Bevul.9G058600.2.p, Bevul.9G058600.9.p, Bevul.9G058600.5.p, Bevul.9G058600.10.p, Bevul.9G058600.7.p, Bevul.9G058600.4.p, Bevul.9G058600.3.p, Bevul.9G058600.11.p, Bevul.9G058600.1.p, Bevul.9G058600.6.p, Bevul.9G058100.1.p
OG0002542	Lsat_1_v5_gn_8_74721.1, Lsat_1_v5_gn_5_7121.2, Lsat_1_v5_gn_5_7121.1	Bevul.8G023600.1.p
OG0002543	Lsat_1_v5_gn_5_126601.1	Bevul.4G076300.1.p
OG0002543	Lsat_1_v5_gn_7_40580.1, Lsat_1_v5_gn_7_40580.3	Bevul.8G189300.1.p
OG0002544	Lsat_1_v5_gn_5_168080.1, Lsat_1_v5_gn_5_50481.1	Bevul.4G099700.1.p, Bevul.5G128500.1.p
OG0002544	Lsat_1_v5_gn_5_168120.1	Bevul.5G129000.1.p
OG0002545	Lsat_1_v5_gn_1_80741.1	Bevul.1G153700.1.p
OG0002546	Lsat_1_v5_gn_8_90920.1	Bevul.7G113100.1.p, Bevul.2G226900.1.p
OG0002546	Lsat_1_v5_gn_9_46880.1	Bevul.4G190400.1.p
OG0002547	Lsat_1_v5_gn_2_110540.1, Lsat_1_v5_gn_2_110540.2, Lsat_1_v5_gn_1_55700.1, Lsat_1_v5_gn_1_55700.2, Lsat_1_v5_gn_1_55680.3, Lsat_1_v5_gn_1_55680.1, Lsat_1_v5_gn_1_55680.2, Lsat_1_v5_gn_6_32400.1, Lsat_1_v5_gn_6_32400.2	Bevul.9G092800.1.p
OG0002549	Lsat_1_v5_gn_0_17841.1	Bevul.3G025900.1.p
OG0002550	Lsat_1_v5_gn_9_77840.1	Bevul.3G113100.1.p
OG0002550	Lsat_1_v5_gn_1_74601.2, Lsat_1_v5_gn_1_74601.1	Bevul.3G113400.1.p
OG0002551	Lsat_1_v5_gn_9_3961.1	Bevul.7G074300.2.p, Bevul.7G074300.1.p
OG0002552	Lsat_1_v5_gn_9_114341.3, Lsat_1_v5_gn_9_114341.1, Lsat_1_v5_gn_7_83260.3, Lsat_1_v5_gn_7_83260.1	Bevul.9G218400.1.p, Bevul.9G218400.2.p
OG0002553	Lsat_1_v5_gn_8_33541.1	Bevul.2G187200.1.p
OG0002554	Lsat_1_v5_gn_1_3860.1, Lsat_1_v5_gn_1_3860.2	Bevul.1G101300.1.p
OG0002555	Lsat_1_v5_gn_6_102101.1	Bevul.4G092800.1.p, Bevul.4G091000.1.p
OG0002559	Lsat_1_v5_gn_4_131541.1	Bevul.1G007700.1.p
OG0002560	Lsat_1_v5_gn_8_91860.1, Lsat_1_v5_gn_5_186660.3, Lsat_1_v5_gn_5_186660.1	Bevul.8G004600.1.p
OG0002561	Lsat_1_v5_gn_1_43741.2, Lsat_1_v5_gn_1_43741.1, Lsat_1_v5_gn_6_20321.3, Lsat_1_v5_gn_6_20321.1	Bevul.2G175200.1.p
OG0002562	Lsat_1_v5_gn_1_16480.1	Bevul.1G162300.1.p
OG0002562	Lsat_1_v5_gn_8_20061.1	Bevul.2G116700.1.p
OG0002563	Lsat_1_v5_gn_9_46700.1, Lsat_1_v5_gn_9_46700.2, Lsat_1_v5_gn_2_5520.1	Bevul.1G033600.1.p
OG0002564	Lsat_1_v5_gn_1_78600.1	Bevul.4G190000.1.p
OG0002564	Lsat_1_v5_gn_3_114940.1	Bevul.1G209800.1.p
OG0002565	Lsat_1_v5_gn_1_3120.4, Lsat_1_v5_gn_1_3120.1, Lsat_1_v5_gn_1_3120.2	Bevul.1G100100.1.p
OG0002567	Lsat_1_v5_gn_5_11720.4, Lsat_1_v5_gn_5_11720.3, Lsat_1_v5_gn_5_11720.1, Lsat_1_v5_gn_1_33080.3, Lsat_1_v5_gn_1_33080.1, Lsat_1_v5_gn_4_81321.1, Lsat_1_v5_gn_4_81321.2	Bevul.5G156600.1.p
OG0002568	Lsat_1_v5_gn_7_82321.1, Lsat_1_v5_gn_7_82321.3	Bevul.6G096900.1.p
OG0002569	Lsat_1_v5_gn_5_112901.2, Lsat_1_v5_gn_5_112901.1	Bevul.9G183300.1.p
OG0002570	Lsat_1_v5_gn_8_63641.1, Lsat_1_v5_gn_8_63641.2	Bevul.8G149800.1.p
OG0002571	Lsat_1_v5_gn_1_22340.1, Lsat_1_v5_gn_1_22260.1, Lsat_1_v5_gn_1_22320.1, Lsat_1_v5_gn_4_127640.1, Lsat_1_v5_gn_4_127640.3	Bevul.1G003300.1.p
OG0002572	Lsat_1_v5_gn_2_87921.3, Lsat_1_v5_gn_2_87921.1	Bevul.2G070900.1.p
OG0002572	Lsat_1_v5_gn_3_21960.1	Bevul.2G170200.2.p, Bevul.2G170200.1.p
OG0002573	Lsat_1_v5_gn_6_5680.1, Lsat_1_v5_gn_3_8840.1, Lsat_1_v5_gn_3_8840.2	Bevul.5G025800.1.p
OG0002573	Lsat_1_v5_gn_4_35441.1	Bevul.1G182800.1.p
OG0002575	Lsat_1_v5_gn_7_19440.1	Bevul.4G055500.1.p, Bevul.8G033400.1.p
