,gene_ID,module,AT_gene_id,Symbol,TopBlastHitDescription,Position
8039,Dm_00018203-RA,3,AT3G46740.1," Symbols: MAR1, TOC75, TOC75-III "," MODIFIER OF ARG1 1, translocon at the outer envelope membrane of chloroplasts 75-III ", chr3:17216104-17219296 REVERSE LENGTH=818
1745,Dm_00003331-RA,3,AT4G24680.2, Symbols: MOS1 , MODIFIER OF snc1 , chr4:12733425-12739737 FORWARD LENGTH=1413
8375,Dm_00019129-RA,3,AT2G25680.1, Symbols: MOT1 , molybdate transporter 1 , chr2:10933167-10934537 REVERSE LENGTH=456
1188,Dm_00002198-RA,3,AT2G26840.1, Symbols: MOC1 , Monokaryotic Chloroplast 1 , chr2:11447346-11448871 REVERSE LENGTH=273
8848,Dm_00020564-RA,3,AT1G28280.2, Symbols: MVQ1 , MPK3/6-targeted VQP 1 , chr1:9886297-9887395 REVERSE LENGTH=243
2332,Dm_00004528-RA,3,AT1G28240.1, Symbols: MUCI70 , MUCILAGE-RELATED 70 , chr1:9868521-9871798 REVERSE LENGTH=581
5705,Dm_00012155-RA,3,AT1G51340.5, Symbols: MATE , multi-drug and toxic compound extrusion , chr1:19032021-19034681 FORWARD LENGTH=515
3812,Dm_00007655-RA,3,AT1G71870.1," Symbols: MATE45, bige1a ", Multidrug And Toxic compound Extrusion 45 , chr1:27032456-27034895 REVERSE LENGTH=510
1019,Dm_00001877-RA,3,AT5G48060.1, Symbols: MCTP2 , multiple C2 domain and transmembrane region protein 2 , chr5:19475296-19478878 FORWARD LENGTH=1036
4922,Dm_00010177-RA,3,AT3G57880.4," Symbols: FTIP3, MCTP3 "," multiple C2 domain and transmembrane region protein 3, FT INTERACTING PROTEIN 3 ", chr3:21431198-21433519 REVERSE LENGTH=773
7117,Dm_00015735-RA,3,AT3G15000.1," Symbols: RIP1, MORF8 "," multiple organellar RNA editing factor 8, RNA-editing factor interacting protein 1 ", chr3:5050321-5052121 FORWARD LENGTH=395
2287,Dm_00004439-RA,3,AT3G58680.1," Symbols: MBF1B, ATMBF1B "," multiprotein bridging factor 1B, MULTIPROTEIN BRIDGING FACTOR 1B ", chr3:21707367-21708625 FORWARD LENGTH=142
61,Dm_00000114-RA,3,AT3G24500.1," Symbols: MBF1C, ATMBF1C ", multiprotein bridging factor 1C , chr3:8918755-8919201 FORWARD LENGTH=148
8300,Dm_00018927-RA,3,AT3G55730.1," Symbols: AtMYB109, MYB109 ", myb domain protein 109 , chr3:20682114-20683963 REVERSE LENGTH=399
7072,Dm_00015625-RA,3,AT3G23250.1," Symbols: MYB15, ATY19, ATMYB15 "," MYB DOMAIN PROTEIN 15, myb domain protein 15 ", chr3:8309492-8310624 FORWARD LENGTH=285
2718,Dm_00005336-RA,3,AT5G40330.1," Symbols: MYB23, ATMYBRTF, ATMYB23 "," myb domain protein 23, MYB DOMAIN PROTEIN 23 ", chr5:16127849-16129468 FORWARD LENGTH=219
7238,Dm_00016090-RA,3,AT4G38620.1," Symbols: MYB4, ATMYB4 ", myb domain protein 4 , chr4:18053866-18054876 FORWARD LENGTH=282
918,Dm_00001718-RA,3,AT1G68320.1," Symbols: BW62B, BW62C, AtMYB62, MYB62 ", myb domain protein 62 , chr1:25603842-25604884 FORWARD LENGTH=286
7480,Dm_00016753-RA,3,AT2G02820.3," Symbols: MYB88, AtMYB88 ", myb domain protein 88 , chr2:805333-807139 REVERSE LENGTH=333
8017,Dm_00018144-RA,3,AT3G47600.1," Symbols: MYB94, ATMYBCP70, ATMYB94 ", myb domain protein 94 , chr3:17539627-17541035 REVERSE LENGTH=333
269,Dm_00000505-RA,3,AT5G58730.1, Symbols: Mik , myo-inositol kinase , chr5:23723627-23725324 REVERSE LENGTH=353
5237,Dm_00011008-RA,3,AT1G14520.4, Symbols: MIOX1 , myo-inositol oxygenase 1 , chr1:4968376-4969954 REVERSE LENGTH=311
3914,Dm_00007858-RA,3,AT5G20490.3," Symbols: XIK, XI-17, ATXIK, XI-K "," MYOSIN XI K, MYOSIN XI-17 ", chr5:6927064-6936079 REVERSE LENGTH=1465
4939,Dm_00010201-RA,3,AT2G22910.1, Symbols: NAGS1 , N-acetyl-l-glutamate synthase 1 , chr2:9749988-9752737 FORWARD LENGTH=609
131,Dm_00000237-RA,3,AT5G16800.2, Symbols: NAA60 , N-acetyltransferase 60 , chr5:5524509-5526295 REVERSE LENGTH=270
2773,Dm_00005454-RA,3,AT4G04910.1, Symbols: NSF , N-ethylmaleimide sensitive factor , chr4:2489696-2495666 REVERSE LENGTH=742
6381,Dm_00013825-RA,3,AT5G56750.1, Symbols: NDL1 , N-MYC downregulated-like 1 , chr5:22957986-22960606 FORWARD LENGTH=346
7904,Dm_00017883-RA,3,AT4G17830.1, Symbols: AtNAOD , N2-acetylornithine deacetylase , chr4:9915916-9918049 FORWARD LENGTH=440
3251,Dm_00006470-RA,3,AT1G34190.1," Symbols: anac017, NAC017, RAO2 "," NAC domain containing protein 17, regulators of aox1a 2 ", chr1:12451729-12453914 FORWARD LENGTH=557
7548,Dm_00016922-RA,3,AT5G04410.1," Symbols: NAC2, anac078, NAC78, NTL11 "," NAC domain containing protein 2, Arabidopsis NAC domain containing protein 78 ", chr5:1243980-1246416 FORWARD LENGTH=567
3862,Dm_00007762-RA,3,AT3G21070.2," Symbols: NADK1, ATNADK-1 "," NAD KINASE 1, NAD kinase 1 ", chr3:7380434-7383874 REVERSE LENGTH=524
1046,Dm_00001923-RA,3,AT4G05020.1, Symbols: NDB2 , NAD(P)H dehydrogenase B2 , chr4:2572752-2576222 FORWARD LENGTH=582
2755,Dm_00005416-RA,3,AT4G05020.1, Symbols: NDB2 , NAD(P)H dehydrogenase B2 , chr4:2572752-2576222 FORWARD LENGTH=582
5185,Dm_00010871-RA,3,AT5G08740.1, Symbols: NDC1 , NAD(P)H dehydrogenase C1 , chr5:2848752-2851323 REVERSE LENGTH=519
4331,Dm_00008814-RA,3,AT5G53460.3, Symbols: GLT1 , NADH-dependent glutamate synthase 1 , chr5:21700518-21709629 FORWARD LENGTH=2208
2236,Dm_00004329-RA,3,AT5G17770.1," Symbols: CBR, CBR1, ATCBR "," NADH:cytochrome B5 reductase 1, NADH:CYTOCHROME B5 REDUCTASE 1 ", chr5:5864543-5866495 REVERSE LENGTH=281
8348,Dm_00019050-RA,3,AT2G17420.1," Symbols: ATNTRA, NTRA, NTR2 "," NADPH-DEPENDENT THIOREDOXIN REDUCTASE 2, NADPH-dependent thioredoxin reductase A, THIOREDOXIN REDUCTASE A ", chr2:7564342-7566219 FORWARD LENGTH=383
2931,Dm_00005798-RA,3,AT2G41680.1, Symbols: NTRC , NADPH-dependent thioredoxin reductase C , chr2:17376349-17379028 REVERSE LENGTH=529
8005,Dm_00018120-RA,3,AT2G14820.2," Symbols: MEL3, NPY2 "," NAKED PINS IN YUC MUTANTS 2, MAB4/ENP/NPY1-LIKE 3 ", chr2:6358864-6361300 FORWARD LENGTH=634
1548,Dm_00002929-RA,3,AT1G18800.1, Symbols: NRP2 , NAP1-related protein 2 , chr1:6481466-6483463 REVERSE LENGTH=256
106,Dm_00000195-RA,3,AT3G49470.2, Symbols: NACA2 , nascent polypeptide-associated complex subunit alpha-like protein 2 , chr3:18341072-18342644 FORWARD LENGTH=232
30,Dm_00000056-RA,3,AT3G11660.1, Symbols: NHL1 , NDR1/HIN1-like 1 , chr3:3679031-3679660 REVERSE LENGTH=209
102,Dm_00000190-RA,3,AT5G53730.1, Symbols: NHL26 , NDR1/HIN1-like 26 , chr5:21808072-21808713 REVERSE LENGTH=213
5557,Dm_00011782-RA,3,AT1G74360.1," Symbols: NILR1, GRACE "," NEMATODE-INDUCED LRR-RLK 1, Germination Repression and Cell Expansion receptor-like kinase ", chr1:27954299-27957911 FORWARD LENGTH=1106
2900,Dm_00005742-RA,3,AT1G03080.3, Symbols: NET1D , Networked 1D , chr1:731794-737332 REVERSE LENGTH=1733
2708,Dm_00005319-RA,3,AT3G51050.1, Symbols: NERD1 , NEW ENHANCER of ROOT DWARFISM1 , chr3:18954023-18957698 FORWARD LENGTH=698
862,Dm_00001621-RA,3,AT1G09240.1," Symbols: NAS3, ATNAS3 "," nicotianamine synthase 3, ARABIDOPSIS THALIANA NICOTIANAMINE SYNTHASE 3 ", chr1:2984950-2985912 FORWARD LENGTH=320
7068,Dm_00015612-RA,3,AT5G23230.1, Symbols: NIC2 , nicotinamidase 2 , chr5:7826005-7826601 REVERSE LENGTH=198
1411,Dm_00002657-RA,3,AT2G23420.1, Symbols: NAPRT2 , nicotinate phosphoribosyltransferase 2 , chr2:9971819-9974909 FORWARD LENGTH=557
1486,Dm_00002793-RA,3,AT3G04810.3," Symbols: ATNEK2, NEK2 ", NIMA-related kinase 2 , chr3:1318096-1321101 FORWARD LENGTH=606
8773,Dm_00020310-RA,3,AT2G43500.9, Symbols: NLP8 , NIN-like protein 8 , chr2:18062715-18066450 FORWARD LENGTH=934
2022,Dm_00003872-RA,3,AT2G27450.1," Symbols: CPA, ATNLP1, NLP1 ", nitrilase-like protein 1 , chr2:11737666-11739577 REVERSE LENGTH=299
6530,Dm_00014165-RA,3,AT2G27450.1," Symbols: CPA, ATNLP1, NLP1 ", nitrilase-like protein 1 , chr2:11737666-11739577 REVERSE LENGTH=299
8491,Dm_00019468-RA,3,AT5G65720.3," Symbols: NFS1, ATNFS1, NIFS1, ATNIFS1 "," NITROGEN FIXATION S HOMOLOG 1, nitrogen fixation S (NIFS)-like 1, ARABIDOPSIS THALIANA NITROGEN FIXATION S (NIFS)-LIKE 1 ", chr5:26296349-26297710 FORWARD LENGTH=453
7959,Dm_00018008-RA,3,AT1G02860.1," Symbols: NLA, SYG1, BAH1 "," nitrogen limitation adaptation, BENZOIC ACID HYPERSENSITIVE 1 ", chr1:635474-637083 FORWARD LENGTH=335
25,Dm_00000047-RA,3,AT5G05350.1, Symbols: no symbol available , no full name available , chr5:1585757-1587337 FORWARD LENGTH=526
46,Dm_00000084-RA,3,AT4G12600.1, Symbols: no symbol available , no full name available , chr4:7453296-7454208 FORWARD LENGTH=128
53,Dm_00000100-RA,3,AT1G52720.1, Symbols: no symbol available , no full name available , chr1:19641007-19641360 FORWARD LENGTH=117
58,Dm_00000110-RA,3,AT2G26730.1, Symbols: no symbol available , no full name available , chr2:11388621-11391286 FORWARD LENGTH=658
66,Dm_00000122-RA,3,AT1G20300.1, Symbols: no symbol available , no full name available , chr1:7029701-7031314 FORWARD LENGTH=537
67,Dm_00000124-RA,3,AT1G76070.1, Symbols: no symbol available , no full name available , chr1:28546617-28547435 FORWARD LENGTH=272
73,Dm_00000137-RA,3,AT5G42250.1, Symbols: no symbol available , no full name available , chr5:16894087-16897450 FORWARD LENGTH=390
79,Dm_00000144-RA,3,AT1G76270.1, Symbols: no symbol available , no full name available , chr1:28613554-28616537 REVERSE LENGTH=572
80,Dm_00000146-RA,3,AT1G63610.1, Symbols: no symbol available , no full name available , chr1:23583675-23585599 REVERSE LENGTH=340
81,Dm_00000147-RA,3,AT1G76280.5, Symbols: no symbol available , no full name available , chr1:28617948-28622581 REVERSE LENGTH=805
82,Dm_00000148-RA,3,AT1G42440.1, Symbols: no symbol available , no full name available , chr1:15895528-15899939 REVERSE LENGTH=793
91,Dm_00000170-RA,3,AT5G06060.1, Symbols: no symbol available , no full name available , chr5:1824066-1825833 REVERSE LENGTH=264
103,Dm_00000191-RA,3,AT5G24460.1, Symbols: no symbol available , no full name available , chr5:8354815-8355717 FORWARD LENGTH=300
125,Dm_00000228-RA,3,AT1G08580.1, Symbols: no symbol available , no full name available , chr1:2715296-2716351 REVERSE LENGTH=123
129,Dm_00000234-RA,3,AT3G03000.1, Symbols: no symbol available , no full name available , chr3:677388-677885 FORWARD LENGTH=165
132,Dm_00000238-RA,3,AT1G65020.1, Symbols: no symbol available , no full name available , chr1:24154523-24156511 REVERSE LENGTH=319
136,Dm_00000247-RA,3,AT5G16650.1, Symbols: no symbol available , no full name available , chr5:5463446-5465075 REVERSE LENGTH=128
147,Dm_00000265-RA,3,AT5G04800.4, Symbols: no symbol available , no full name available , chr5:1389217-1389642 FORWARD LENGTH=141
158,Dm_00000280-RA,3,AT3G62870.1, Symbols: no symbol available , no full name available , chr3:23242862-23244273 REVERSE LENGTH=256
161,Dm_00000289-RA,3,AT3G48660.1, Symbols: no symbol available , no full name available , chr3:18029659-18030133 FORWARD LENGTH=89
165,Dm_00000295-RA,3,AT5G50460.1, Symbols: no symbol available , no full name available , chr5:20552168-20552509 REVERSE LENGTH=69
168,Dm_00000299-RA,3,AT1G67340.1, Symbols: no symbol available , no full name available , chr1:25230323-25231622 FORWARD LENGTH=379
192,Dm_00000355-RA,3,AT4G18220.1, Symbols: no symbol available , no full name available , chr4:10078768-10080109 FORWARD LENGTH=390
196,Dm_00000363-RA,3,AT1G70780.1, Symbols: no symbol available , no full name available , chr1:26695462-26695975 REVERSE LENGTH=140
204,Dm_00000386-RA,3,AT1G14810.1, Symbols: no symbol available , no full name available , chr1:5102684-5104633 REVERSE LENGTH=375
208,Dm_00000392-RA,3,AT5G17190.1, Symbols: no symbol available , no full name available , chr5:5652310-5652702 FORWARD LENGTH=130
229,Dm_00000423-RA,3,AT3G49400.2, Symbols: no symbol available , no full name available , chr3:18319249-18324373 REVERSE LENGTH=874
266,Dm_00000496-RA,3,AT5G05370.1, Symbols: no symbol available , no full name available , chr5:1590977-1591869 REVERSE LENGTH=72
267,Dm_00000500-RA,3,AT1G06590.1, Symbols: no symbol available , no full name available , chr1:2016504-2024505 REVERSE LENGTH=916
276,Dm_00000518-RA,3,AT4G34670.1, Symbols: no symbol available , no full name available , chr4:16548724-16550222 FORWARD LENGTH=262
277,Dm_00000519-RA,3,AT5G40080.1, Symbols: no symbol available , no full name available , chr5:16040190-16041529 REVERSE LENGTH=94
286,Dm_00000538-RA,3,AT5G27140.2, Symbols: no symbol available , no full name available , chr5:9548542-9550374 FORWARD LENGTH=450
288,Dm_00000542-RA,3,AT5G02450.1, Symbols: no symbol available , no full name available , chr5:533501-534394 FORWARD LENGTH=108
304,Dm_00000568-RA,3,AT1G68390.1, Symbols: no symbol available , no full name available , chr1:25642838-25645484 FORWARD LENGTH=408
323,Dm_00000616-RA,3,AT3G05545.1, Symbols: no symbol available , no full name available , chr3:1609436-1612133 FORWARD LENGTH=425
331,Dm_00000627-RA,3,AT4G32600.2, Symbols: no symbol available , no full name available , chr4:15724010-15725737 FORWARD LENGTH=453
359,Dm_00000684-RA,3,AT2G27430.1, Symbols: no symbol available , no full name available , chr2:11729914-11733170 REVERSE LENGTH=438
362,Dm_00000689-RA,3,AT1G29040.1, Symbols: no symbol available , no full name available , chr1:10134120-10135180 FORWARD LENGTH=198
366,Dm_00000698-RA,3,AT4G18465.1, Symbols: no symbol available , no full name available , chr4:10197056-10201611 FORWARD LENGTH=695
368,Dm_00000701-RA,3,AT2G34040.3, Symbols: no symbol available , no full name available , chr2:14377957-14382246 REVERSE LENGTH=553
371,Dm_00000706-RA,3,AT5G45960.1, Symbols: no symbol available , no full name available , chr5:18637174-18640319 REVERSE LENGTH=375
405,Dm_00000771-RA,3,AT3G52870.1, Symbols: no symbol available , no full name available , chr3:19593365-19595686 REVERSE LENGTH=456
409,Dm_00000778-RA,3,AT3G52790.1, Symbols: no symbol available , no full name available , chr3:19566004-19566333 REVERSE LENGTH=109
416,Dm_00000789-RA,3,AT1G74050.1, Symbols: no symbol available , no full name available , chr1:27847256-27848680 REVERSE LENGTH=233
431,Dm_00000819-RA,3,AT5G54630.1, Symbols: no symbol available , no full name available , chr5:22192607-22194260 REVERSE LENGTH=472
433,Dm_00000824-RA,3,AT3G20680.1, Symbols: no symbol available , no full name available , chr3:7230147-7231163 REVERSE LENGTH=338
467,Dm_00000885-RA,3,AT4G16720.1, Symbols: no symbol available , no full name available , chr4:9400156-9401315 REVERSE LENGTH=204
479,Dm_00000905-RA,3,AT4G16563.1, Symbols: no symbol available , no full name available , chr4:9329933-9331432 REVERSE LENGTH=499
488,Dm_00000924-RA,3,AT3G24830.1, Symbols: no symbol available , no full name available , chr3:9064613-9065871 FORWARD LENGTH=206
490,Dm_00000932-RA,3,AT4G13710.1, Symbols: no symbol available , no full name available , chr4:7962550-7966012 FORWARD LENGTH=470
505,Dm_00000959-RA,3,AT3G48800.1, Symbols: no symbol available , no full name available , chr3:18095825-18096661 REVERSE LENGTH=278
513,Dm_00000971-RA,3,AT3G62870.1, Symbols: no symbol available , no full name available , chr3:23242862-23244273 REVERSE LENGTH=256
519,Dm_00000981-RA,3,AT5G50460.1, Symbols: no symbol available , no full name available , chr5:20552168-20552509 REVERSE LENGTH=69
520,Dm_00000986-RA,3,AT4G24910.1, Symbols: no symbol available , no full name available , chr4:12817954-12818901 REVERSE LENGTH=315
522,Dm_00000994-RA,3,AT2G23910.2, Symbols: no symbol available , no full name available , chr2:10177902-10179621 FORWARD LENGTH=274
523,Dm_00000995-RA,3,AT4G30470.1, Symbols: no symbol available , no full name available , chr4:14894263-14896506 FORWARD LENGTH=303
534,Dm_00001020-RA,3,AT2G34357.1, Symbols: no symbol available , no full name available , chr2:14499236-14505555 FORWARD LENGTH=1280
541,Dm_00001030-RA,3,AT5G19590.2, Symbols: no symbol available , no full name available , chr5:6611614-6612069 REVERSE LENGTH=151
545,Dm_00001037-RA,3,AT4G13400.1, Symbols: no symbol available , no full name available , chr4:7787822-7791149 REVERSE LENGTH=357
547,Dm_00001044-RA,3,AT3G11230.4, Symbols: no symbol available , no full name available , chr3:3516782-3518039 FORWARD LENGTH=106
560,Dm_00001065-RA,3,AT2G26695.2, Symbols: no symbol available , no full name available , chr2:11365275-11365789 FORWARD LENGTH=138
561,Dm_00001066-RA,3,AT1G15410.2, Symbols: no symbol available , no full name available , chr1:5299577-5300681 FORWARD LENGTH=330
562,Dm_00001069-RA,3,AT5G66860.1, Symbols: no symbol available , no full name available , chr5:26701233-26702531 REVERSE LENGTH=249
577,Dm_00001098-RA,3,AT2G20420.1, Symbols: no symbol available , no full name available , chr2:8805574-8807858 FORWARD LENGTH=421
585,Dm_00001107-RA,3,AT1G78922.1, Symbols: no symbol available , no full name available , chr1:29676949-29677815 REVERSE LENGTH=222
590,Dm_00001116-RA,3,AT4G18100.1, Symbols: no symbol available , no full name available , chr4:10035715-10036475 REVERSE LENGTH=133
592,Dm_00001119-RA,3,AT5G48540.1, Symbols: no symbol available , no full name available , chr5:19669096-19669887 REVERSE LENGTH=263
600,Dm_00001137-RA,3,AT5G42655.2, Symbols: no symbol available , no full name available , chr5:17102213-17102785 REVERSE LENGTH=190
607,Dm_00001154-RA,3,AT1G47740.3, Symbols: no symbol available , no full name available , chr1:17567903-17569035 FORWARD LENGTH=279
610,Dm_00001159-RA,3,AT1G45160.2, Symbols: no symbol available , no full name available , chr1:17083814-17090277 REVERSE LENGTH=1067
631,Dm_00001196-RA,3,AT4G24290.3, Symbols: no symbol available , no full name available , chr4:12594856-12597815 FORWARD LENGTH=606
632,Dm_00001198-RA,3,AT3G25400.1, Symbols: no symbol available , no full name available , chr3:9213236-9214144 FORWARD LENGTH=141
637,Dm_00001205-RA,3,AT5G59240.1, Symbols: no symbol available , no full name available , chr5:23902626-23903670 REVERSE LENGTH=210
638,Dm_00001206-RA,3,AT3G03330.1, Symbols: no symbol available , no full name available , chr3:783572-786148 REVERSE LENGTH=328
646,Dm_00001220-RA,3,AT1G65295.1, Symbols: no symbol available , no full name available , chr1:24251567-24252054 FORWARD LENGTH=115
651,Dm_00001226-RA,3,AT3G04600.3, Symbols: no symbol available , no full name available , chr3:1243152-1245958 FORWARD LENGTH=402
656,Dm_00001241-RA,3,AT1G20270.1, Symbols: no symbol available , no full name available , chr1:7021383-7022923 REVERSE LENGTH=287
682,Dm_00001286-RA,3,AT4G32605.1, Symbols: no symbol available , no full name available , chr4:15726429-15727864 REVERSE LENGTH=227
686,Dm_00001295-RA,3,AT2G41380.1, Symbols: no symbol available , no full name available , chr2:17251981-17252886 FORWARD LENGTH=269
691,Dm_00001305-RA,3,AT3G19740.1, Symbols: no symbol available , no full name available , chr3:6855944-6862930 REVERSE LENGTH=993
706,Dm_00001331-RA,3,AT5G45775.2, Symbols: no symbol available , no full name available , chr5:18565281-18566496 REVERSE LENGTH=182
732,Dm_00001369-RA,3,AT1G19990.1, Symbols: no symbol available , no full name available , chr1:6935327-6936665 FORWARD LENGTH=251
736,Dm_00001376-RA,3,AT5G42560.1, Symbols: no symbol available , no full name available , chr5:17015573-17016969 FORWARD LENGTH=296
743,Dm_00001390-RA,3,AT3G52710.1, Symbols: no symbol available , no full name available , chr3:19534638-19535507 FORWARD LENGTH=289
794,Dm_00001487-RA,3,AT3G50790.2, Symbols: no symbol available , no full name available , chr3:18880074-18881940 REVERSE LENGTH=408
804,Dm_00001504-RA,3,AT3G13340.3, Symbols: no symbol available , no full name available , chr3:4332370-4334603 FORWARD LENGTH=447
805,Dm_00001505-RA,3,AT1G55690.5, Symbols: no symbol available , no full name available , chr1:20808622-20811831 REVERSE LENGTH=625
806,Dm_00001506-RA,3,AT5G56140.1, Symbols: no symbol available , no full name available , chr5:22725462-22727932 FORWARD LENGTH=315
809,Dm_00001511-RA,3,AT3G13230.2, Symbols: no symbol available , no full name available , chr3:4270423-4271070 FORWARD LENGTH=215
814,Dm_00001519-RA,3,AT3G07660.1, Symbols: no symbol available , no full name available , chr3:2445275-2450372 REVERSE LENGTH=841
822,Dm_00001533-RA,3,AT1G55880.1, Symbols: no symbol available , no full name available , chr1:20899292-20901140 REVERSE LENGTH=421
828,Dm_00001544-RA,3,AT4G30990.1, Symbols: no symbol available , no full name available , chr4:15084456-15097860 FORWARD LENGTH=2599
852,Dm_00001589-RA,3,AT1G15170.1, Symbols: no symbol available , no full name available , chr1:5220690-5222756 FORWARD LENGTH=481
854,Dm_00001598-RA,3,AT1G68185.3, Symbols: no symbol available , no full name available , chr1:25556542-25558173 FORWARD LENGTH=215
859,Dm_00001611-RA,3,AT2G01260.1, Symbols: no symbol available , no full name available , chr2:135494-137504 REVERSE LENGTH=369
866,Dm_00001627-RA,3,AT3G62630.1, Symbols: no symbol available , no full name available , chr3:23163937-23165079 REVERSE LENGTH=380
872,Dm_00001639-RA,3,AT2G18110.1, Symbols: no symbol available , no full name available , chr2:7872636-7873713 FORWARD LENGTH=231
890,Dm_00001673-RA,3,AT5G63260.1, Symbols: no symbol available , no full name available , chr5:25361900-25364453 FORWARD LENGTH=435
893,Dm_00001676-RA,3,AT4G02220.1, Symbols: no symbol available , no full name available , chr4:976728-978902 FORWARD LENGTH=418
894,Dm_00001678-RA,3,AT4G24805.1, Symbols: no symbol available , no full name available , chr4:12785315-12786058 FORWARD LENGTH=247
897,Dm_00001685-RA,3,AT5G63180.1, Symbols: no symbol available , no full name available , chr5:25341106-25343113 REVERSE LENGTH=432
904,Dm_00001694-RA,3,AT5G44230.2, Symbols: no symbol available , no full name available , chr5:17814627-17816309 FORWARD LENGTH=560
910,Dm_00001702-RA,3,AT4G24715.1, Symbols: no symbol available , no full name available , chr4:12749879-12750872 REVERSE LENGTH=231
916,Dm_00001709-RA,3,AT1G68490.1, Symbols: no symbol available , no full name available , chr1:25693926-25694946 FORWARD LENGTH=183
920,Dm_00001722-RA,3,AT4G33945.1, Symbols: no symbol available , no full name available , chr4:16268119-16270514 FORWARD LENGTH=464
922,Dm_00001725-RA,3,AT2G25970.1, Symbols: no symbol available , no full name available , chr2:11071844-11075604 REVERSE LENGTH=632
923,Dm_00001727-RA,3,AT3G19000.1, Symbols: no symbol available , no full name available , chr3:6553668-6554987 REVERSE LENGTH=352
924,Dm_00001729-RA,3,AT3G19000.1, Symbols: no symbol available , no full name available , chr3:6553668-6554987 REVERSE LENGTH=352
928,Dm_00001735-RA,3,AT2G15910.1, Symbols: no symbol available , no full name available , chr2:6932917-6935333 REVERSE LENGTH=367
940,Dm_00001756-RA,3,AT3G21610.1, Symbols: no symbol available , no full name available , chr3:7609377-7610601 REVERSE LENGTH=174
946,Dm_00001764-RA,3,AT2G32520.2, Symbols: no symbol available , no full name available , chr2:13805823-13807676 REVERSE LENGTH=317
949,Dm_00001769-RA,3,AT5G42570.1, Symbols: no symbol available , no full name available , chr5:17021459-17022497 REVERSE LENGTH=218
950,Dm_00001770-RA,3,AT1G05120.1, Symbols: no symbol available , no full name available , chr1:1471624-1476067 REVERSE LENGTH=833
965,Dm_00001790-RA,3,AT3G52790.1, Symbols: no symbol available , no full name available , chr3:19566004-19566333 REVERSE LENGTH=109
967,Dm_00001792-RA,3,AT3G59310.3, Symbols: no symbol available , no full name available , chr3:21922316-21924313 REVERSE LENGTH=314
985,Dm_00001820-RA,3,AT1G09280.1, Symbols: no symbol available , no full name available , chr1:2998209-3001253 REVERSE LENGTH=581
