Orthogroup	B_vulgaris.proteins	P_amilis.proteins
OG0002715	Bevul.7G029800.1.p	FUN_051018-T1, FUN_051018-T2
OG0002716	Bevul.4G167600.1.p	FUN_037959-T1, FUN_048512-T1
OG0002716	Bevul.6G150300.1.p	FUN_007912-T1
OG0002717	Bevul.9G158400.1.p, Bevul.9G158400.2.p	FUN_050733-T2, FUN_050733-T1, FUN_051644-T1
OG0002718	Bevul.1G095100.1.p	FUN_038224-T1, FUN_038224-T2
OG0002719	Bevul.1G118700.1.p	FUN_044180-T2, FUN_044180-T1, FUN_044180-T3, FUN_044180-T4
OG0002720	Bevul.9G176200.1.p, Bevul.9G176200.4.p, Bevul.9G176200.2.p, Bevul.9G176200.3.p	FUN_022238-T1
OG0002721	Bevul.6G137200.1.p	FUN_053027-T1, FUN_053027-T2
OG0002722	Bevul.8G190100.1.p	FUN_026372-T1
OG0002723	Bevul.6G028200.1.p	FUN_031056-T1
OG0002724	Bevul.2G227900.1.p, Bevul.2G228100.1.p	FUN_030110-T1
OG0002725	Bevul.1G052300.1.p	FUN_001537-T1, FUN_001537-T2, FUN_001538-T8, FUN_001538-T4, FUN_001538-T6, FUN_001538-T3, FUN_001538-T2, FUN_001538-T7, FUN_001538-T5, FUN_001538-T1, FUN_001535-T1
OG0002726	Bevul.3G033700.1.p	FUN_053044-T1
OG0002727	Bevul.3G220200.1.p	FUN_003643-T1, FUN_003643-T2
OG0002728	Bevul.6G056100.1.p	FUN_007607-T2, FUN_007607-T1
OG0002729	Bevul.2G154500.1.p, Bevul.9G222600.1.p	FUN_052130-T1
OG0002729	Bevul.1G013900.1.p	FUN_024295-T1
OG0002730	Bevul.4G187200.1.p, Bevul.2G184200.1.p, Bevul.4G188100.1.p, Bevul.4G187500.1.p	FUN_035872-T1, FUN_035869-T1, FUN_035869-T2, FUN_035870-T1, FUN_021739-T1
OG0002730	Bevul.4G187600.1.p	FUN_035864-T1, FUN_035865-T1, FUN_035868-T1, FUN_035867-T1
OG0002731	Bevul.6G066200.1.p	FUN_007841-T1, FUN_007843-T1, FUN_007842-T1
OG0002732	Bevul.9G181900.1.p	FUN_046022-T1, FUN_002369-T1
OG0002733	Bevul.1G051000.1.p	FUN_020138-T1, FUN_020138-T3, FUN_020138-T2
OG0002734	Bevul.9G169100.1.p	FUN_050554-T2, FUN_050554-T1, FUN_002236-T1
OG0002735	Bevul.3G094500.1.p	FUN_049936-T1, FUN_015246-T1
OG0002736	Bevul.8G067700.1.p	FUN_012581-T1
OG0002736	Bevul.4G046100.1.p	FUN_012073-T1, FUN_012074-T1
OG0002737	Bevul.8G047300.1.p	FUN_035031-T1, FUN_012256-T1
OG0002737	Bevul.9G020900.1.p	FUN_012256-T2
OG0002738	Bevul.8G078100.1.p	FUN_027156-T2, FUN_027156-T1
OG0002739	Bevul.3G183900.1.p	FUN_004796-T2, FUN_004796-T1, FUN_004796-T3, FUN_032965-T1
OG0002740	Bevul.2G101100.1.p	FUN_001024-T1
OG0002740	Bevul.3G097400.1.p	FUN_015194-T1, FUN_015193-T1
OG0002741	Bevul.4G057500.1.p	FUN_046549-T1
OG0002741	Bevul.8G029700.1.p	FUN_008765-T2, FUN_008765-T3, FUN_008765-T1, FUN_036602-T1
OG0002742	Bevul.8G098600.1.p	FUN_001659-T1, FUN_031544-T1
OG0002743	Bevul.7G164700.1.p	FUN_024028-T1, FUN_024028-T2, FUN_050127-T2, FUN_050127-T1
OG0002743	Bevul.2G137200.1.p	FUN_005323-T1
OG0002744	Bevul.6G212200.1.p	FUN_030755-T1
OG0002744	Bevul.3G085800.1.p	FUN_006604-T1
OG0002744	Bevul.1G129200.1.p	FUN_049715-T1
OG0002745	Bevul.2G010300.1.p	FUN_019961-T1
OG0002747	Bevul.1G120400.1.p	FUN_037117-T1, FUN_049182-T1
OG0002748	Bevul.9G192900.2.p, Bevul.9G192900.1.p	FUN_053134-T1
OG0002749	Bevul.2G206000.1.p	FUN_033121-T1, FUN_005192-T1
OG0002750	Bevul.9G203200.1.p	FUN_006272-T1
OG0002750	Bevul.8G190800.1.p	FUN_015561-T1
OG0002751	Bevul.5G059200.1.p	FUN_032571-T1
OG0002751	Bevul.5G011800.1.p	FUN_018820-T1
OG0002752	Bevul.9G201700.1.p	FUN_015965-T1, FUN_015965-T2, FUN_006246-T1
OG0002753	Bevul.1G122100.1.p	FUN_037093-T1, FUN_037093-T2, FUN_049220-T1
OG0002754	Bevul.9G209200.1.p	FUN_001818-T1
OG0002755	Bevul.2G004800.1.p	FUN_043773-T1, FUN_020494-T1
OG0002755	Bevul.8G214200.1.p	FUN_026857-T1, FUN_034039-T1
OG0002756	Bevul.7G167400.1.p	FUN_023992-T1, FUN_050087-T1
OG0002757	Bevul.2G148200.2.p, Bevul.2G148200.1.p	FUN_005197-T1
OG0002757	Bevul.8G122100.1.p	FUN_010287-T1
OG0002758	Bevul.1G120700.1.p	FUN_049173-T1, FUN_037115-T1
OG0002759	Bevul.9G196600.5.p, Bevul.9G196600.2.p, Bevul.9G196600.3.p, Bevul.9G196600.6.p, Bevul.9G196600.7.p, Bevul.9G196600.4.p, Bevul.9G196600.1.p	FUN_024202-T1, FUN_042567-T1
OG0002760	Bevul.8G207200.1.p	FUN_015496-T3, FUN_015496-T1, FUN_015496-T2, FUN_026749-T1, FUN_026749-T2, FUN_026749-T3, FUN_026749-T4
OG0002761	Bevul.2G236200.1.p	FUN_030199-T1, FUN_019171-T1
OG0002762	Bevul.2G113400.4.p, Bevul.2G113400.3.p, Bevul.2G113400.5.p, Bevul.2G113400.8.p, Bevul.2G113400.7.p, Bevul.2G113400.2.p, Bevul.2G113400.1.p, Bevul.2G113400.6.p	FUN_000873-T2, FUN_000873-T3, FUN_000873-T4, FUN_000873-T1
OG0002763	Bevul.1G208400.1.p	FUN_037734-T4, FUN_037734-T5, FUN_037734-T1, FUN_037734-T6, FUN_037734-T2
OG0002764	Bevul.9G116000.2.p, Bevul.9G116000.4.p, Bevul.9G116000.1.p, Bevul.9G116000.3.p	FUN_015908-T1, FUN_006450-T1
OG0002765	Bevul.2G181300.1.p	FUN_021015-T1
OG0002766	Bevul.7G101300.1.p	FUN_042969-T1, FUN_024765-T1
OG0002766	Bevul.4G202000.1.p	FUN_051509-T1
OG0002768	Bevul.5G061200.1.p	FUN_041204-T2, FUN_041204-T1
OG0002769	Bevul.5G029300.1.p	FUN_007915-T1
OG0002770	Bevul.8G200900.1.p	FUN_026647-T2, FUN_026647-T1
OG0002771	Bevul.8G143800.1.p	FUN_028371-T1, FUN_012770-T1
OG0002772	Bevul.3G039700.1.p	FUN_013682-T1, FUN_013682-T2
OG0002773	Bevul.7G161300.1.p	FUN_050181-T1, FUN_024073-T1
OG0002774	Bevul.6G232700.1.p	FUN_023407-T1
OG0002774	Bevul.2G207000.3.p, Bevul.2G207000.2.p, Bevul.2G207000.1.p	FUN_016698-T1, FUN_029804-T1
OG0002775	Bevul.2G224200.1.p	FUN_030149-T1, FUN_030149-T2
OG0002776	Bevul.2G122800.1.p	FUN_006015-T1
OG0002777	Bevul.7G166500.1.p	FUN_036039-T1, FUN_050107-T1, FUN_050108-T1
OG0002778	Bevul.4G018100.1.p	FUN_046212-T1
OG0002778	Bevul.3G219800.1.p	FUN_003644-T1
OG0002779	Bevul.7G057700.1.p, Bevul.7G057700.2.p	FUN_011813-T1, FUN_011813-T3, FUN_011815-T1, FUN_011816-T1, FUN_011818-T1, FUN_011813-T2, FUN_011815-T2
OG0002780	Bevul.7G027700.1.p	FUN_039073-T1, FUN_020542-T1
OG0002781	Bevul.5G118000.1.p	FUN_039936-T3, FUN_039936-T1, FUN_039936-T2
OG0002782	Bevul.7G044600.2.p, Bevul.7G044600.1.p	FUN_007544-T1
OG0002782	Bevul.9G098400.1.p	FUN_016374-T1
OG0002784	Bevul.5G160400.1.p	FUN_011368-T1, FUN_046994-T1
OG0002785	Bevul.2G200800.1.p	FUN_029747-T2, FUN_029747-T1, FUN_016826-T1
OG0002787	Bevul.8G032000.1.p, Bevul.8G031900.1.p, Bevul.8G032300.1.p, Bevul.8G032200.1.p, Bevul.8G032400.1.p, Bevul.8G032500.1.p, Bevul.8G032600.1.p	FUN_008728-T1
OG0002787	Bevul.8G032700.1.p	FUN_008721-T1, FUN_008727-T1, FUN_036547-T1, FUN_036544-T1, FUN_036543-T1, FUN_036545-T1
OG0002788	Bevul.7G008500.1.p	FUN_004009-T1
OG0002789	Bevul.9G092600.1.p, Bevul.9G092600.3.p, Bevul.9G092600.2.p	FUN_026248-T3, FUN_026248-T2, FUN_026248-T1
OG0002790	Bevul.4G029500.1.p	FUN_009951-T1
OG0002791	Bevul.2G077200.2.p, Bevul.2G077200.1.p	FUN_029062-T1
OG0002791	Bevul.2G106000.1.p	FUN_000976-T1
OG0002792	Bevul.7G067500.1.p, Bevul.7G067500.2.p	FUN_042752-T1, FUN_042752-T2
OG0002793	Bevul.2G224400.1.p	FUN_030148-T1
OG0002794	Bevul.4G011400.1.p	FUN_046308-T1, FUN_046308-T2
OG0002795	Bevul.4G019000.1.p	FUN_046199-T1
OG0002795	Bevul.9G024700.1.p, Bevul.9G024700.2.p	FUN_027524-T1
OG0002796	Bevul.4G032700.1.p	FUN_044144-T1, FUN_044144-T2, FUN_009925-T1, FUN_009925-T2
OG0002797	Bevul.4G043300.1.p, Bevul.4G043700.1.p, Bevul.4G043400.1.p	FUN_012116-T1, FUN_024632-T1, FUN_014372-T1, FUN_014395-T1, FUN_014396-T1, FUN_046760-T1, FUN_024596-T1, FUN_017550-T1, FUN_017539-T1
OG0002797	Bevul.4G043200.1.p	FUN_012118-T1, FUN_012119-T1, FUN_012121-T1, FUN_012117-T1
OG0002798	Bevul.6G047400.1.p	FUN_020754-T1
OG0002800	Bevul.9G099400.2.p, Bevul.9G099400.1.p	FUN_042237-T1
OG0002801	Bevul.9G017800.1.p, Bevul.9G017800.2.p, Bevul.9G017800.5.p, Bevul.9G017800.3.p, Bevul.9G017800.4.p	FUN_027584-T1
OG0002802	Bevul.6G198200.1.p	FUN_025239-T2, FUN_025239-T1
OG0002803	Bevul.6G175300.1.p	FUN_002982-T1, FUN_002971-T1, FUN_012379-T1, FUN_012379-T3, FUN_012379-T2, FUN_012379-T5, FUN_012379-T4
OG0002804	Bevul.6G049300.1.p	FUN_020777-T1
OG0002805	Bevul.4G126200.1.p	FUN_002727-T2, FUN_002727-T3, FUN_002727-T1
OG0002806	Bevul.9G121400.2.p, Bevul.9G121400.1.p	FUN_010037-T2, FUN_010037-T3, FUN_010037-T1
OG0002807	Bevul.1G066900.1.p	FUN_001379-T1
OG0002808	Bevul.3G178000.1.p	FUN_003709-T1, FUN_026224-T1
OG0002809	Bevul.1G216700.1.p	FUN_037925-T1, FUN_037925-T2
OG0002810	Bevul.6G025300.1.p	FUN_031020-T3, FUN_031020-T2, FUN_031020-T1
OG0002812	Bevul.6G053200.1.p	FUN_020905-T1
OG0002813	Bevul.4G190500.1.p	FUN_051630-T1, FUN_051630-T2
OG0002814	Bevul.6G202700.1.p	FUN_031780-T1
OG0002814	Bevul.5G158000.1.p	FUN_046966-T1, FUN_011389-T2, FUN_011389-T1
OG0002815	Bevul.6G216100.1.p	FUN_020431-T1
OG0002816	Bevul.2G199500.1.p	FUN_029715-T1, FUN_016860-T1
OG0002817	Bevul.5G079800.1.p	FUN_041360-T1, FUN_017381-T1
OG0002818	Bevul.1G190000.1.p	FUN_037416-T2, FUN_037416-T1, FUN_048148-T1
OG0002819	Bevul.5G052800.1.p, Bevul.5G052700.1.p, Bevul.5G052900.1.p	FUN_008043-T1, FUN_008042-T1, FUN_008040-T1, FUN_008039-T1, FUN_041955-T1, FUN_008038-T1, FUN_032720-T1, FUN_032717-T1
OG0002820	Bevul.4G144300.1.p, Bevul.4G144400.1.p, Bevul.4G144500.1.p, Bevul.9G173200.1.p	FUN_007492-T1
OG0002820	Bevul.9G172700.1.p	FUN_007502-T1
OG0002821	Bevul.1G073500.1.p	FUN_026959-T1
OG0002822	Bevul.6G230200.1.p	FUN_032634-T1, FUN_032634-T3, FUN_032634-T2
OG0002823	Bevul.3G101900.1.p	FUN_053081-T3, FUN_053081-T1, FUN_053081-T2
OG0002824	Bevul.7G003000.2.p, Bevul.7G003000.3.p, Bevul.7G003000.7.p, Bevul.7G003000.6.p, Bevul.7G003000.5.p, Bevul.7G003000.4.p, Bevul.7G003000.1.p	FUN_004086-T1, FUN_004158-T1
OG0002825	Bevul.2G163000.1.p	FUN_017649-T1
OG0002826	Bevul.5G146100.1.p	FUN_010471-T2, FUN_010471-T1
OG0002827	Bevul.2G222200.1.p	FUN_029980-T1, FUN_029980-T2
OG0002828	Bevul.1G211700.1.p	FUN_047102-T1
OG0002828	Bevul.2G217600.2.p, Bevul.2G217600.1.p	FUN_016492-T1, FUN_016492-T2
OG0002829	Bevul.4G148200.1.p	FUN_002470-T1
OG0002829	Bevul.5G214100.1.p	FUN_010801-T1, FUN_010801-T2, FUN_007997-T1, FUN_047387-T2, FUN_047387-T1
OG0002830	Bevul.6G228700.1.p	FUN_023451-T1, FUN_032659-T1
OG0002830	Bevul.2G066200.1.p	FUN_029147-T1
OG0002831	Bevul.2G216700.2.p, Bevul.2G216700.1.p, Bevul.2G216700.3.p	FUN_029932-T1
OG0002832	Bevul.1G009000.1.p	FUN_024446-T1
OG0002833	Bevul.5G184400.1.p	FUN_045345-T1
OG0002834	Bevul.6G104500.1.p	FUN_052039-T2, FUN_052039-T4, FUN_052039-T1, FUN_052039-T5, FUN_052039-T3
OG0002835	Bevul.9G009300.1.p	FUN_027725-T1, FUN_027725-T2
OG0002836	Bevul.5G165600.1.p	FUN_047077-T1, FUN_047075-T2, FUN_047075-T1
OG0002838	Bevul.7G172400.1.p, Bevul.7G172300.1.p	FUN_050039-T1, FUN_050040-T1, FUN_050042-T1
OG0002839	Bevul.8G124900.1.p	FUN_008618-T1, FUN_030980-T1
OG0002840	Bevul.9G226000.4.p, Bevul.9G226000.1.p, Bevul.9G226000.3.p, Bevul.9G226000.2.p	FUN_005536-T1
OG0002843	Bevul.1G056000.1.p	FUN_004226-T1
OG0002843	Bevul.J000300.1.p, Bevul.8G093400.1.p, Bevul.2G075300.1.p, Bevul.6G106500.1.p, Bevul.3G197700.1.p, Bevul.3G147500.1.p, Bevul.1G059800.1.p, Bevul.1G079700.1.p, Bevul.8G033800.1.p, Bevul.2G063800.1.p, Bevul.3G046900.1.p, Bevul.8G082900.1.p, Bevul.6G117100.1.p, Bevul.7G121300.1.p, Bevul.1G032700.1.p, Bevul.4G116300.1.p, Bevul.1G103900.1.p, Bevul.6G183200.1.p, Bevul.3G101000.1.p, Bevul.9G030500.1.p, Bevul.1G034200.1.p, Bevul.3G190500.1.p, Bevul.7G090500.1.p, Bevul.6G092700.1.p, Bevul.8G061300.1.p, Bevul.4G118600.1.p, Bevul.8G094000.1.p, Bevul.4G129400.1.p, Bevul.6G129700.1.p, Bevul.2G092200.1.p, Bevul.7G099100.1.p	FUN_053139-T1
OG0002849	Bevul.3G205500.1.p	FUN_004487-T1
OG0002850	Bevul.7G099900.1.p, Bevul.7G099900.3.p, Bevul.7G099900.2.p	FUN_024755-T2, FUN_024755-T3, FUN_024755-T1
OG0002852	Bevul.8G007700.1.p	FUN_002013-T1
OG0002853	Bevul.4G148300.1.p	FUN_000408-T1, FUN_000397-T1, FUN_000406-T1
OG0002854	Bevul.1G162800.1.p	FUN_049770-T1
OG0002854	Bevul.9G164300.1.p	FUN_050627-T1
OG0002855	Bevul.2G239800.1.p	FUN_019141-T1
OG0002855	Bevul.7G192700.1.p	FUN_034252-T1
OG0002856	Bevul.4G250300.1.p	FUN_034668-T1
OG0002857	Bevul.4G197700.1.p	FUN_034438-T1, FUN_034428-T1, FUN_034427-T1
OG0002858	Bevul.3G002100.1.p	FUN_040339-T1
OG0002859	Bevul.3G178100.1.p	FUN_033026-T1, FUN_003710-T1
OG0002860	Bevul.7G120800.1.p	FUN_043555-T1
OG0002861	Bevul.2G049300.1.p	FUN_018814-T2, FUN_018814-T3, FUN_018814-T1
OG0002861	Bevul.3G202600.1.p	FUN_032757-T1, FUN_051620-T1
OG0002862	Bevul.5G057200.1.p	FUN_008072-T2
OG0002863	Bevul.2G188900.3.p, Bevul.2G188900.2.p, Bevul.2G188900.1.p, Bevul.2G188900.4.p	FUN_012829-T1
OG0002864	Bevul.9G103900.2.p, Bevul.9G103900.1.p, Bevul.9G103900.3.p	FUN_042287-T1
OG0002864	Bevul.9G103700.1.p	FUN_015662-T1
OG0002865	Bevul.4G176100.1.p	FUN_052315-T1, FUN_035977-T1, FUN_035977-T2
OG0002866	Bevul.2G048300.1.p	FUN_018825-T1, FUN_018825-T2, FUN_018825-T3, FUN_043116-T1
OG0002867	Bevul.3G188200.1.p	FUN_032913-T1, FUN_004688-T1
OG0002867	Bevul.6G210600.1.p	FUN_025334-T1
OG0002868	Bevul.7G026000.7.p, Bevul.7G026000.4.p, Bevul.7G026000.2.p, Bevul.7G026000.3.p, Bevul.7G026000.6.p, Bevul.7G026000.5.p, Bevul.7G026000.1.p	FUN_039054-T3, FUN_039054-T1, FUN_039054-T2
OG0002869	Bevul.3G097500.1.p	FUN_040481-T3, FUN_040481-T2, FUN_040481-T4, FUN_040481-T1
OG0002870	Bevul.4G170200.1.p	FUN_036042-T1
OG0002871	Bevul.9G102400.1.p	FUN_015650-T1
OG0002872	Bevul.7G180600.1.p	FUN_048911-T1
OG0002873	Bevul.7G196500.1.p	FUN_049094-T2, FUN_049094-T1
OG0002873	Bevul.5G136000.1.p	FUN_000627-T1
OG0002874	Bevul.3G189700.1.p, Bevul.3G189500.1.p	FUN_000990-T1, FUN_000985-T1, FUN_000987-T1
OG0002875	Bevul.5G130500.1.p, Bevul.7G132800.1.p	FUN_025037-T1
OG0002876	Bevul.7G075200.1.p	FUN_024600-T1
OG0002876	Bevul.3G134300.1.p	FUN_000620-T3, FUN_000620-T1, FUN_000620-T4, FUN_000620-T2, FUN_014342-T1
OG0002877	Bevul.9G054400.1.p	FUN_001448-T1, FUN_002918-T2, FUN_002918-T1
OG0002878	Bevul.1G023500.1.p	FUN_024137-T1
OG0002879	Bevul.3G183300.1.p	FUN_004803-T1
OG0002879	Bevul.4G242800.1.p	FUN_000302-T1
OG0002880	Bevul.2G249300.1.p	FUN_019052-T1
OG0002880	Bevul.2G249400.1.p, Bevul.2G249500.1.p	FUN_019047-T1, FUN_019046-T1, FUN_019051-T1
OG0002881	Bevul.1G215100.1.p	FUN_048464-T1, FUN_048465-T1, FUN_037897-T1
OG0002882	Bevul.7G009500.1.p	FUN_003997-T1
OG0002883	Bevul.4G149100.1.p	FUN_002458-T1, FUN_002457-T1
OG0002884	Bevul.3G142500.1.p	FUN_014416-T1, FUN_014420-T1
OG0002885	Bevul.8G085300.1.p, Bevul.7G045500.1.p, Bevul.7G045500.2.p	FUN_014168-T1
OG0002886	Bevul.7G134800.1.p	FUN_050421-T1
OG0002886	Bevul.4G245100.1.p	FUN_034074-T1
OG0002887	Bevul.4G150000.1.p	FUN_002449-T1, FUN_000441-T1
OG0002888	Bevul.7G092900.1.p, Bevul.1G042200.1.p	FUN_024736-T1, FUN_042927-T1
OG0002889	Bevul.2G112100.2.p, Bevul.2G112100.1.p, Bevul.2G112100.3.p	FUN_000903-T1
OG0002889	Bevul.7G065500.2.p, Bevul.7G065500.1.p	FUN_014609-T1
OG0002890	Bevul.7G061800.1.p	FUN_039390-T1
OG0002891	Bevul.3G098600.1.p	FUN_014750-T2, FUN_014750-T3, FUN_014750-T1
OG0002892	Bevul.3G130000.1.p	FUN_014253-T1
OG0002893	Bevul.2G034000.1.p	FUN_018902-T1
OG0002893	Bevul.3G215400.1.p	FUN_004404-T1
OG0002893	Bevul.3G222500.1.p, Bevul.3G221900.1.p	FUN_041284-T1
OG0002894	Bevul.7G035500.1.p	FUN_041931-T2, FUN_041931-T1
OG0002895	Bevul.5G240000.1.p	FUN_050848-T1, FUN_011562-T1
OG0002896	Bevul.7G214500.1.p	FUN_049328-T1
OG0002897	Bevul.1G017200.1.p	FUN_024410-T1
OG0002897	Bevul.3G151400.1.p	FUN_020219-T1
OG0002898	Bevul.1G080300.1.p	FUN_026921-T1, FUN_003951-T1
OG0002899	Bevul.9G132200.2.p, Bevul.9G132200.1.p, Bevul.6G159400.1.p	FUN_045772-T1
OG0002900	Bevul.9G178500.1.p	FUN_002331-T1, FUN_001649-T1
OG0002900	Bevul.6G095100.1.p	FUN_031233-T1, FUN_031233-T3, FUN_031233-T2
OG0002901	Bevul.6G074400.1.p	FUN_027257-T2, FUN_027257-T1
OG0002903	Bevul.8G020200.1.p	FUN_012670-T1
OG0002903	Bevul.5G045100.1.p	FUN_007171-T1, FUN_026560-T1
OG0002904	Bevul.1G162400.1.p	FUN_038509-T1, FUN_049766-T1
OG0002905	Bevul.1G058900.1.p	FUN_027234-T1, FUN_027234-T2
OG0002906	Bevul.9G018200.1.p	FUN_031019-T1
OG0002906	Bevul.3G132900.1.p	FUN_039594-T1
OG0002907	Bevul.6G179900.1.p, Bevul.1G218500.1.p	FUN_037961-T1, FUN_037965-T1, FUN_048515-T1, FUN_037967-T1
OG0002908	Bevul.1G048100.1.p	FUN_025612-T1
OG0002909	Bevul.5G123000.1.p	FUN_039899-T1, FUN_039899-T2, FUN_008105-T1, FUN_008105-T2
OG0002910	Bevul.6G022700.1.p	FUN_051127-T1
OG0002911	Bevul.6G068000.1.p	FUN_029575-T1, FUN_029575-T2
OG0002912	Bevul.4G001800.1.p	FUN_042618-T1
OG0002912	Bevul.1G117100.1.p	FUN_044273-T2, FUN_044273-T1, FUN_044273-T3
OG0002913	Bevul.4G183700.1.p	FUN_035934-T1, FUN_035934-T3, FUN_035934-T2, FUN_052245-T1
OG0002914	Bevul.6G031500.1.p	FUN_025537-T1, FUN_025537-T3
OG0002914	Bevul.1G026000.1.p	FUN_025757-T1
OG0002915	Bevul.6G073200.1.p	FUN_029670-T1, FUN_038276-T1, FUN_038276-T2
OG0002916	Bevul.9G137200.8.p, Bevul.9G137200.4.p, Bevul.9G137200.7.p, Bevul.9G137200.5.p, Bevul.9G137200.6.p, Bevul.9G137200.2.p, Bevul.9G137200.1.p, Bevul.9G137200.3.p	FUN_051969-T1
OG0002917	Bevul.6G016600.1.p	FUN_009585-T1
OG0002918	Bevul.5G093200.1.p, Bevul.7G002200.1.p	FUN_004101-T1, FUN_031985-T1
OG0002919	Bevul.6G053800.1.p	FUN_004827-T1
OG0002919	Bevul.1G078800.1.p	FUN_026932-T1, FUN_001160-T1
OG0002920	Bevul.2G094000.1.p, Bevul.2G094000.4.p, Bevul.2G094000.3.p, Bevul.2G094000.2.p	FUN_010468-T1
OG0002921	Bevul.5G075600.1.p	FUN_005083-T1
OG0002922	Bevul.2G146700.1.p, Bevul.2G146700.3.p, Bevul.2G146700.2.p, Bevul.2G146600.1.p	FUN_005213-T1
OG0002923	Bevul.1G205300.1.p	FUN_037690-T1, FUN_037690-T2
OG0002923	Bevul.1G205200.1.p	FUN_048348-T1
OG0002924	Bevul.6G016200.1.p	FUN_030612-T1, FUN_009569-T1
OG0002924	Bevul.1G010300.1.p	FUN_024373-T1
OG0002925	Bevul.6G003600.1.p	FUN_029412-T1, FUN_029412-T2, FUN_029412-T3
OG0002926	Bevul.6G105400.1.p	FUN_004214-T1, FUN_007829-T1
OG0002927	Bevul.8G184000.1.p	FUN_049039-T1, FUN_052768-T1, FUN_049040-T1
OG0002928	Bevul.4G084800.1.p	FUN_047631-T1
OG0002928	Bevul.7G218300.1.p	FUN_007644-T1
OG0002929	Bevul.6G046500.1.p	FUN_046872-T1
OG0002930	Bevul.2G169800.1.p	FUN_004848-T3, FUN_004848-T4, FUN_004848-T2, FUN_004848-T1
OG0002932	Bevul.9G070000.1.p	FUN_015695-T1
OG0002933	Bevul.4G027600.1.p	FUN_009977-T1
OG0002934	Bevul.5G242100.1.p	FUN_011586-T1
OG0002934	Bevul.5G158600.1.p	FUN_040472-T1
OG0002935	Bevul.4G046200.1.p	FUN_012072-T1, FUN_045891-T1
OG0002936	Bevul.6G214400.1.p	FUN_025366-T1, FUN_025366-T2, FUN_031981-T1
OG0002937	Bevul.8G049600.1.p	FUN_012312-T1
OG0002938	Bevul.8G036000.1.p	FUN_034508-T1
OG0002938	Bevul.4G003100.1.p	FUN_042629-T1, FUN_042629-T2, FUN_046436-T1
OG0002939	Bevul.9G080800.1.p	FUN_015771-T1
OG0002939	Bevul.8G020000.1.p	FUN_036714-T1
OG0002940	Bevul.9G110500.1.p	FUN_015867-T1, FUN_015867-T2, FUN_006503-T1
OG0002941	Bevul.4G195700.1.p, Bevul.7G165300.1.p	FUN_012078-T1, FUN_050121-T1
OG0002942	Bevul.2G173200.1.p	FUN_020862-T1, FUN_020863-T1, FUN_020861-T1, FUN_020860-T1
OG0002943	Bevul.5G021900.1.p	FUN_018221-T1
OG0002943	Bevul.1G186700.1.p	FUN_037345-T1, FUN_048111-T1
OG0002944	Bevul.3G057500.1.p	FUN_004250-T1
OG0002944	Bevul.6G102900.1.p	FUN_014921-T1, FUN_014921-T2
OG0002945	Bevul.8G095600.1.p	FUN_033165-T1, FUN_033166-T1
OG0002945	Bevul.8G095500.1.p	FUN_042455-T1
OG0002946	Bevul.5G022800.1.p	FUN_041049-T1
OG0002946	Bevul.1G185800.1.p	FUN_037336-T1, FUN_048102-T1
OG0002947	Bevul.2G025000.1.p	FUN_021022-T1
OG0002947	Bevul.8G178200.1.p	FUN_026223-T1, FUN_007875-T1
OG0002948	Bevul.2G151600.2.p, Bevul.2G151600.3.p, Bevul.2G151600.1.p	FUN_019351-T3, FUN_019351-T2, FUN_019351-T4
OG0002949	Bevul.6G245300.1.p	FUN_032404-T1
OG0002949	Bevul.7G158800.1.p	FUN_050211-T1, FUN_050211-T2, FUN_025218-T1
OG0002950	Bevul.4G246600.1.p	FUN_035710-T1
OG0002950	Bevul.8G179500.1.p	FUN_026209-T1
OG0002951	Bevul.2G172500.6.p, Bevul.2G172500.3.p, Bevul.2G172500.7.p, Bevul.2G172500.5.p, Bevul.2G172500.2.p, Bevul.2G172500.4.p, Bevul.2G172500.1.p	FUN_000628-T2, FUN_000628-T4, FUN_000628-T1, FUN_000628-T3
OG0002952	Bevul.1G167900.1.p, Bevul.3G077700.1.p	FUN_035829-T1, FUN_022712-T1
OG0002954	Bevul.1G191600.1.p	FUN_037452-T2, FUN_037452-T1, FUN_048168-T1
OG0002955	Bevul.1G190400.1.p	FUN_037421-T1
OG0002955	Bevul.5G017700.1.p	FUN_018331-T2, FUN_018331-T1, FUN_041143-T2, FUN_041143-T1
OG0002956	Bevul.1G153500.1.p	FUN_038317-T1, FUN_038317-T2, FUN_050012-T1
OG0002957	Bevul.1G185600.1.p	FUN_037334-T1, FUN_048100-T1
OG0002957	Bevul.5G022900.1.p	FUN_041048-T1, FUN_041048-T2
OG0002958	Bevul.2G172600.1.p	FUN_020875-T3, FUN_020875-T1, FUN_020875-T2
OG0002959	Bevul.1G126800.1.p	FUN_049259-T1
OG0002959	Bevul.3G082200.1.p	FUN_025876-T1, FUN_001359-T1, FUN_019490-T1
OG0002960	Bevul.5G029500.1.p	FUN_010160-T1
OG0002960	Bevul.3G065800.1.p	FUN_013867-T1, FUN_022859-T1
OG0002961	Bevul.3G171000.1.p	FUN_005717-T1, FUN_033078-T2, FUN_033078-T1
OG0002962	Bevul.8G196900.1.p	FUN_026461-T2, FUN_026461-T1
OG0002962	Bevul.9G209400.3.p, Bevul.9G209400.2.p, Bevul.9G209400.1.p, Bevul.9G209400.4.p	FUN_001813-T1, FUN_006359-T1, FUN_006359-T2
OG0002963	Bevul.9G235100.1.p	FUN_051720-T1, FUN_047229-T1
