Orthogroup	B_vulgaris.proteins	V_vinifera.proteins
OG0000627	Bevul.6G154300.1.p	VIT_212s0035g01150.3, VIT_212s0035g01150.1
OG0000627	Bevul.5G073600.1.p	VIT_216s0013g00520.1
OG0000628	Bevul.9G155000.2.p, Bevul.9G155000.1.p	VIT_203s0063g00200.2, VIT_203s0063g00200.3, VIT_203s0063g00200.1
OG0000628	Bevul.6G003300.1.p	VIT_207s0031g00490.6, VIT_207s0031g00490.1, VIT_207s0031g00490.4, VIT_207s0031g00490.3, VIT_207s0031g00490.5, VIT_207s0031g00490.2
OG0000630	Bevul.9G165600.1.p	VIT_203s0038g00220.3
OG0000630	Bevul.1G162100.1.p	VIT_218s0001g13340.1, VIT_218s0001g13330.1
OG0000631	Bevul.1G215400.1.p	VIT_218s0001g03950.1, VIT_218s0001g03950.2
OG0000632	Bevul.6G060900.1.p	VIT_200s0218g00150.1, VIT_200s0218g00160.1
OG0000632	Bevul.1G169500.1.p	VIT_211s0016g01850.1
OG0000633	Bevul.9G174900.1.p, Bevul.9G174900.2.p	VIT_203s0063g02090.1
OG0000633	Bevul.6G088900.1.p, Bevul.6G089000.1.p	VIT_204s0023g01180.1
OG0000634	Bevul.1G155700.1.p, Bevul.1G155500.1.p	VIT_218s0075g01010.1
OG0000635	Bevul.9G161600.1.p, Bevul.9G161600.2.p	VIT_203s0038g00610.1
OG0000636	Bevul.1G158700.1.p	VIT_218s0001g13110.1
OG0000636	Bevul.6G025100.1.p, Bevul.6G025000.1.p, Bevul.6G024900.1.p, Bevul.6G024800.1.p, Bevul.6G024700.1.p	VIT_204s0023g02570.2, VIT_204s0023g02570.1
OG0000637	Bevul.9G014200.2.p, Bevul.9G014200.1.p, Bevul.8G204700.1.p, Bevul.8G204600.1.p, Bevul.1G012300.1.p	VIT_218s0001g08450.1, VIT_218s0001g08430.1
OG0000638	Bevul.2G192500.7.p, Bevul.2G192500.6.p, Bevul.2G192500.5.p, Bevul.2G192500.1.p, Bevul.2G192500.8.p, Bevul.2G192500.2.p, Bevul.2G192500.4.p, Bevul.2G192500.3.p	VIT_219s0015g02230.1, VIT_219s0135g00300.1
OG0000640	Bevul.5G059900.1.p, Bevul.5G060000.1.p	VIT_202s0025g02390.1
OG0000641	Bevul.6G163500.1.p	VIT_212s0035g02190.5, VIT_212s0035g02190.4, VIT_212s0035g02190.1, VIT_212s0035g02190.2, VIT_212s0035g02190.3
OG0000641	Bevul.5G230800.1.p	VIT_200s0227g00140.1, VIT_200s0227g00140.3, VIT_200s0227g00140.4, VIT_200s0227g00140.5, VIT_200s0227g00140.6, VIT_200s0227g00140.2
OG0000641	Bevul.3G147300.1.p	VIT_205s0094g01570.1, VIT_205s0094g01570.2
OG0000642	Bevul.4G111900.1.p	VIT_213s0047g00340.1
OG0000642	Bevul.8G154100.1.p	VIT_209s0018g01650.1, VIT_209s0018g01650.2, VIT_209s0018g01650.3, VIT_211s0037g00870.1
OG0000643	Bevul.3G108900.1.p, Bevul.3G109200.1.p	VIT_205s0094g00340.1, VIT_205s0094g00330.1, VIT_205s0094g00350.1
OG0000643	Bevul.7G046000.1.p	VIT_205s0094g00280.1, VIT_205s0094g00270.1, VIT_205s0094g00240.1, VIT_205s0094g00250.1, VIT_205s0094g00320.1, VIT_205s0094g00300.1, VIT_205s0094g00360.1, VIT_205s0094g00200.1
OG0000644	Bevul.1G201000.1.p	VIT_215s0048g02410.1
OG0000645	Bevul.7G223900.1.p, Bevul.2G025600.1.p	VIT_206s0004g07960.3, VIT_206s0004g07960.4, VIT_206s0004g07960.1, VIT_206s0004g07960.2, VIT_213s0067g02970.1, VIT_213s0067g02970.2, VIT_213s0067g02970.3
OG0000645	Bevul.9G047700.1.p	VIT_206s0004g02710.1, VIT_206s0004g02710.3
OG0000646	Bevul.5G236800.1.p	VIT_207s0151g00310.3, VIT_207s0151g00310.4, VIT_207s0151g00310.5, VIT_207s0151g00310.2, VIT_207s0151g00310.1
OG0000647	Bevul.5G026800.1.p	VIT_202s0025g00260.1, VIT_215s0046g02000.1, VIT_215s0046g02000.2
OG0000648	Bevul.5G083900.1.p	VIT_202s0012g00570.1, VIT_213s0101g00320.1
OG0000649	Bevul.6G042500.1.p	VIT_201s0010g02150.3, VIT_201s0010g02150.2, VIT_201s0010g02150.1, VIT_201s0010g02150.4
OG0000649	Bevul.9G186200.1.p, Bevul.7G059800.1.p, Bevul.9G186300.1.p, Bevul.9G186400.2.p, Bevul.9G186400.1.p	VIT_217s0053g00720.1
OG0000650	Bevul.7G036300.1.p, Bevul.7G036400.1.p	VIT_208s0007g04010.1
OG0000650	Bevul.3G108100.1.p	VIT_214s0068g00380.1, VIT_214s0068g00380.2, VIT_214s0068g00380.4, VIT_214s0068g00380.5, VIT_214s0068g00380.3
OG0000659	Bevul.4G162900.1.p	VIT_201s0011g01660.1
OG0000660	Bevul.2G228900.1.p	VIT_213s0019g02000.1
OG0000660	Bevul.7G202000.1.p	VIT_206s0004g05100.1, VIT_206s0004g05100.2
OG0000661	Bevul.3G160300.1.p	VIT_205s0077g01830.6, VIT_205s0077g01830.7, VIT_205s0077g01830.5, VIT_205s0077g01830.3, VIT_205s0077g01830.1, VIT_205s0077g01830.2, VIT_205s0077g01830.4
OG0000662	Bevul.4G201700.1.p	VIT_205s0077g01950.1, VIT_214s0060g01950.1
OG0000663	Bevul.2G103000.1.p, Bevul.7G211600.1.p	VIT_213s0019g00530.1
OG0000663	Bevul.4G159400.1.p	VIT_209s0002g02520.2, VIT_209s0002g02520.1
OG0000665	Bevul.6G064400.1.p	VIT_207s0031g00880.3, VIT_207s0031g00880.5, VIT_207s0031g00880.4, VIT_207s0031g00880.2, VIT_207s0031g00880.1
OG0000665	Bevul.6G013500.1.p, Bevul.7G201400.1.p	VIT_203s0063g00840.1, VIT_203s0063g00840.2
OG0000666	Bevul.9G237200.2.p, Bevul.9G237200.1.p	VIT_203s0180g00040.1
OG0000666	Bevul.1G003500.1.p	VIT_218s0001g09920.1
OG0000667	Bevul.3G126200.1.p	VIT_205s0020g00800.1
OG0000667	Bevul.8G148700.1.p	VIT_211s0016g00310.1
OG0000668	Bevul.1G043700.1.p	VIT_218s0122g01080.2, VIT_218s0122g01080.1
OG0000668	Bevul.9G149800.1.p, Bevul.9G149800.2.p, Bevul.9G149800.3.p, Bevul.9G149800.4.p	VIT_203s0038g03870.1
OG0000669	Bevul.6G026200.1.p	VIT_204s0023g02690.1
OG0000669	Bevul.1G159700.1.p	VIT_203s0038g00150.1, VIT_203s0038g00150.4, VIT_203s0038g00150.3, VIT_203s0038g00150.2
OG0000670	Bevul.2G023300.2.p, Bevul.2G023300.1.p, Bevul.2G023400.1.p, Bevul.2G023000.1.p, Bevul.2G023800.1.p, Bevul.7G147000.1.p, Bevul.7G147100.1.p, Bevul.7G147400.1.p, Bevul.7G147200.1.p	VIT_204s0008g05176.1, VIT_204s0008g05160.1, VIT_204s0008g05170.1, VIT_204s0008g05173.1
OG0000671	Bevul.8G023400.1.p, Bevul.6G039100.1.p	VIT_204s0210g00170.1
OG0000672	Bevul.4G014600.1.p	VIT_219s0090g01430.1
OG0000672	Bevul.3G072700.1.p	VIT_212s0059g00530.1, VIT_212s0059g00530.2
OG0000673	Bevul.5G005800.1.p	VIT_202s0154g00250.1, VIT_202s0154g00250.2
OG0000674	Bevul.2G160200.1.p	VIT_204s0008g03560.1
OG0000674	Bevul.8G053100.1.p	VIT_210s0116g01660.1
OG0000675	Bevul.6G242100.1.p	VIT_201s0026g01620.1
OG0000675	Bevul.8G172100.1.p	VIT_211s0016g05720.1
OG0000677	Bevul.8G076700.1.p	VIT_210s0003g02120.1
OG0000677	Bevul.8G076400.1.p	VIT_209s0054g00850.1, VIT_210s0003g02090.1, VIT_210s0003g02080.1
OG0000678	Bevul.4G247000.1.p, Bevul.4G246900.1.p, Bevul.4G247100.1.p	VIT_206s0004g00820.1
OG0000678	Bevul.4G121000.1.p	VIT_204s0079g00680.6, VIT_204s0079g00680.11, VIT_204s0079g00680.12, VIT_204s0079g00680.13, VIT_204s0079g00680.5, VIT_204s0079g00680.15, VIT_204s0079g00680.10, VIT_204s0079g00680.14, VIT_204s0079g00680.8, VIT_204s0079g00680.9, VIT_204s0079g00680.7, VIT_204s0079g00680.4, VIT_204s0079g00680.3
OG0000679	Bevul.7G059300.1.p, Bevul.7G059300.3.p, Bevul.7G059300.2.p	VIT_213s0019g04100.1, VIT_208s0040g02160.1
OG0000680	Bevul.3G117100.1.p	VIT_217s0000g04650.2, VIT_217s0000g04650.1
OG0000684	Bevul.2G106200.1.p	VIT_200s0317g00080.1, VIT_206s0004g04035.1
OG0000684	Bevul.7G213400.1.p	VIT_200s0317g00070.1
OG0000684	Bevul.3G169000.1.p	VIT_205s0051g00390.1, VIT_205s0051g00400.1
OG0000685	Bevul.7G092200.2.p, Bevul.7G092200.1.p	VIT_207s0005g00250.1
OG0000685	Bevul.4G112900.1.p	VIT_213s0047g00110.4, VIT_213s0047g00110.6, VIT_213s0047g00110.1, VIT_213s0047g00110.9, VIT_213s0047g00110.3, VIT_213s0047g00110.5, VIT_213s0047g00110.7, VIT_213s0047g00110.2, VIT_213s0047g00110.10, VIT_213s0047g00110.8
OG0000686	Bevul.7G035400.5.p, Bevul.7G035400.3.p, Bevul.7G035400.4.p, Bevul.7G035400.2.p, Bevul.7G035400.1.p	VIT_208s0007g03950.2, VIT_208s0007g03950.3, VIT_208s0007g03950.1, VIT_208s0007g03950.4, VIT_208s0007g03950.5, VIT_208s0007g03950.6
OG0000686	Bevul.7G019000.1.p	VIT_218s0122g00480.1
OG0000687	Bevul.8G179100.1.p	VIT_211s0016g05090.1
OG0000688	Bevul.6G036300.1.p, Bevul.6G036400.1.p	VIT_214s0068g01430.2, VIT_214s0068g01430.3, VIT_214s0068g01430.1, VIT_214s0068g01440.1
OG0000688	Bevul.4G143700.1.p, Bevul.4G143800.1.p	VIT_214s0030g01340.1
OG0000689	Bevul.3G189100.1.p	VIT_208s0007g07950.2, VIT_208s0007g07950.10, VIT_208s0007g07950.5, VIT_208s0007g07950.3, VIT_208s0007g07950.6, VIT_208s0007g07950.4, VIT_208s0007g07950.7, VIT_208s0007g07950.8, VIT_207s0095g00230.1, VIT_208s0007g07950.9, VIT_208s0007g07950.1
OG0000689	Bevul.4G240000.1.p	VIT_206s0004g01820.4, VIT_206s0004g01820.3, VIT_206s0004g01820.5, VIT_206s0004g01820.2, VIT_206s0004g01820.1
OG0000690	Bevul.6G138000.1.p	VIT_217s0000g02900.2, VIT_217s0000g02900.1, VIT_201s0011g04490.1
OG0000690	Bevul.2G109600.1.p	VIT_200s0332g00060.1
OG0000692	Bevul.3G174400.1.p	VIT_208s0007g07340.2, VIT_208s0007g07340.1
OG0000693	Bevul.5G081300.1.p, Bevul.5G081400.1.p, Bevul.5G081500.1.p	VIT_202s0012g00730.1
OG0000693	Bevul.8G081800.1.p, Bevul.8G081900.1.p	VIT_210s0003g02850.1, VIT_210s0003g02850.2, VIT_210s0003g02840.1
OG0000694	Bevul.3G188000.1.p	VIT_203s0038g03130.3, VIT_203s0038g03160.3, VIT_203s0038g03140.1, VIT_203s0038g03160.1, VIT_203s0038g03160.2, VIT_203s0038g03180.1, VIT_203s0038g03130.1
OG0000694	Bevul.9G123400.1.p, Bevul.9G123500.3.p, Bevul.9G123500.2.p, Bevul.9G123500.1.p	VIT_203s0038g03130.2, VIT_203s0038g03150.1, VIT_203s0038g03170.1
OG0000695	Bevul.1G019700.1.p	VIT_218s0001g08090.1
OG0000697	Bevul.1G068300.1.p	VIT_218s0157g00210.3, VIT_218s0157g00210.7, VIT_218s0157g00210.1, VIT_218s0157g00210.6, VIT_218s0157g00210.2, VIT_218s0157g00210.9, VIT_218s0157g00210.5, VIT_218s0157g00210.8, VIT_218s0157g00210.4, VIT_218s0157g00210.18, VIT_218s0157g00210.16, VIT_218s0157g00210.12, VIT_218s0157g00210.13, VIT_218s0157g00210.11, VIT_218s0157g00210.15, VIT_218s0157g00210.14, VIT_218s0157g00210.10, VIT_218s0157g00210.17
OG0000698	Bevul.6G234100.1.p, Bevul.8G094800.1.p	VIT_210s0003g04470.1, VIT_210s0003g04470.2, VIT_210s0003g04460.1, VIT_210s0003g04460.2, VIT_210s0003g04390.1, VIT_210s0003g04390.2, VIT_210s0003g04390.4, VIT_210s0003g04390.3, VIT_210s0003g04390.5
OG0000699	Bevul.1G187700.1.p	VIT_215s0046g01310.4, VIT_215s0046g01310.5, VIT_215s0046g01310.3, VIT_215s0046g01310.1, VIT_215s0046g01310.2
OG0000699	Bevul.5G020900.1.p	VIT_202s0025g01110.6, VIT_202s0025g01110.3, VIT_202s0025g01110.4, VIT_202s0025g01110.7, VIT_202s0025g01110.8, VIT_202s0025g01110.5, VIT_202s0025g01110.2, VIT_202s0025g01110.1
OG0000700	Bevul.7G164500.1.p	VIT_209s0002g00590.4, VIT_209s0002g00590.3, VIT_209s0002g00590.2, VIT_209s0002g00590.1
OG0000700	Bevul.8G148000.1.p	VIT_211s0016g00440.1
OG0000701	Bevul.2G249800.1.p	VIT_213s0067g01960.2, VIT_213s0067g01960.1
OG0000701	Bevul.1G161400.1.p	VIT_218s0001g13320.1
OG0000702	Bevul.8G106800.1.p	VIT_209s0018g01840.1, VIT_214s0083g00390.1
OG0000703	Bevul.1G177800.1.p	VIT_215s0046g02500.3, VIT_215s0046g02500.1, VIT_215s0046g02500.2
OG0000704	Bevul.8G207300.1.p	VIT_211s0103g00550.3, VIT_211s0103g00550.1, VIT_211s0103g00550.4, VIT_211s0103g00550.2, VIT_211s0103g00550.5
OG0000704	Bevul.5G075800.1.p	VIT_200s0204g00120.1
OG0000705	Bevul.8G159000.1.p	VIT_204s0069g00790.2, VIT_204s0069g00790.1, VIT_204s0069g00790.3
OG0000705	Bevul.9G060800.1.p, Bevul.9G020300.1.p	VIT_214s0066g01560.4, VIT_214s0066g01560.1, VIT_214s0066g01560.2, VIT_214s0066g01560.3
OG0000705	Bevul.7G077500.1.p	VIT_217s0000g08060.1
OG0000707	Bevul.9G186900.1.p, Bevul.2G173900.3.p, Bevul.2G173900.1.p, Bevul.2G173900.2.p, Bevul.2G173900.4.p	VIT_209s0002g08540.1
OG0000708	Bevul.5G023300.1.p	VIT_202s0025g00810.1, VIT_202s0025g00810.2, VIT_202s0025g00820.1, VIT_202s0025g00820.3, VIT_202s0025g00820.2
OG0000709	Bevul.4G148400.1.p	VIT_217s0053g01060.1
OG0000710	Bevul.5G061500.1.p, Bevul.5G061400.1.p	VIT_202s0025g02500.3, VIT_202s0025g02500.1, VIT_202s0025g02500.2, VIT_202s0025g02510.1
OG0000710	Bevul.3G031200.1.p	VIT_216s0098g01250.1
OG0000711	Bevul.5G194200.1.p	VIT_217s0000g05840.2, VIT_217s0000g05840.5, VIT_217s0000g05840.9, VIT_217s0000g05840.8, VIT_217s0000g05840.11, VIT_217s0000g05840.10, VIT_217s0000g05840.7, VIT_217s0000g05840.4, VIT_217s0000g05840.6, VIT_217s0000g05840.3, VIT_217s0000g05840.1
OG0000712	Bevul.6G190900.1.p	VIT_201s0127g00840.4, VIT_201s0127g00840.2, VIT_201s0127g00840.3, VIT_201s0127g00840.1
OG0000712	Bevul.4G068700.1.p	VIT_210s0003g00190.1
OG0000713	Bevul.6G241500.1.p	VIT_201s0026g01640.2
OG0000713	Bevul.2G056300.1.p, Bevul.2G056100.1.p, Bevul.2G056100.2.p, Bevul.2G056200.1.p, Bevul.2G056800.1.p	VIT_217s0000g05680.3, VIT_217s0000g05680.9, VIT_217s0000g05680.6, VIT_217s0000g05680.5, VIT_217s0000g05680.2, VIT_217s0000g05680.7, VIT_217s0000g05680.4, VIT_217s0000g05680.1
OG0000714	Bevul.2G065700.2.p, Bevul.2G065700.1.p	VIT_214s0108g01260.1, VIT_214s0108g01260.2
OG0000715	Bevul.5G179400.1.p	VIT_215s0045g00150.1
OG0000716	Bevul.7G009800.1.p, Bevul.7G009800.2.p	VIT_208s0058g01030.1, VIT_208s0058g01030.6, VIT_208s0058g01030.3, VIT_208s0058g01030.5, VIT_208s0058g01030.4, VIT_208s0058g01030.2
OG0000722	Bevul.9G042100.1.p	VIT_206s0061g00590.1, VIT_206s0061g00600.1
OG0000722	Bevul.4G210600.1.p, Bevul.4G210700.1.p	VIT_208s0007g04860.1
OG0000723	Bevul.5G027600.1.p	VIT_202s0025g00210.1, VIT_202s0025g00210.2
OG0000723	Bevul.7G220600.1.p	VIT_206s0004g03680.1
OG0000724	Bevul.5G240400.1.p, Bevul.4G137400.1.p	VIT_214s0030g02310.3, VIT_214s0030g02310.2, VIT_214s0030g02310.1, VIT_205s0020g04670.2, VIT_205s0020g04670.1, VIT_207s0141g00270.1
OG0000725	Bevul.9G135100.1.p, Bevul.7G107400.1.p, Bevul.7G107400.2.p	VIT_201s0150g00540.1
OG0000726	Bevul.3G047200.1.p, Bevul.1G184200.1.p	VIT_215s0046g01760.5, VIT_215s0046g01760.6, VIT_215s0046g01760.3, VIT_215s0046g01760.4, VIT_215s0046g01760.1, VIT_215s0046g01760.2, VIT_202s0025g00640.2, VIT_202s0025g00640.1
OG0000728	Bevul.9G080000.1.p	VIT_205s0020g04350.1
OG0000728	Bevul.4G136200.1.p	VIT_214s0030g02090.1, VIT_214s0030g02080.1
OG0000728	Bevul.8G129600.1.p, Bevul.8G129300.1.p, Bevul.8G129200.1.p	VIT_205s0020g04390.1, VIT_205s0020g04360.1, VIT_205s0020g04380.1, VIT_205s0020g04280.1, VIT_205s0020g04300.1, VIT_205s0020g04260.1, VIT_205s0020g04240.1
OG0000728	Bevul.5G239000.1.p	VIT_200s0179g00260.1
OG0000729	Bevul.1G041900.1.p	VIT_218s0122g01260.6, VIT_218s0122g01260.1, VIT_218s0122g01260.4, VIT_218s0122g01260.2, VIT_218s0122g01260.3, VIT_218s0122g01260.5
OG0000729	Bevul.9G120600.1.p, Bevul.9G120600.2.p	VIT_203s0038g03800.1
OG0000730	Bevul.9G121300.1.p, Bevul.9G121300.3.p, Bevul.9G121300.2.p	VIT_204s0044g00010.7, VIT_204s0044g00010.6, VIT_204s0044g00010.5, VIT_204s0044g00010.2, VIT_204s0044g00010.11, VIT_204s0044g00010.1, VIT_204s0044g00010.4, VIT_204s0044g00010.9, VIT_204s0044g00010.12, VIT_204s0044g00010.8, VIT_204s0044g00010.10, VIT_204s0044g00010.3, VIT_218s0001g14190.4, VIT_218s0001g14190.6, VIT_218s0001g14190.3, VIT_218s0001g14190.7, VIT_218s0001g14190.2, VIT_218s0001g14190.1, VIT_218s0001g14190.5, VIT_203s0038g03690.4, VIT_203s0038g03690.2, VIT_203s0038g03690.6, VIT_203s0038g03690.3, VIT_203s0038g03690.5, VIT_203s0038g03690.7, VIT_203s0038g03690.1
OG0000731	Bevul.8G054700.1.p	VIT_210s0116g01800.1
OG0000731	Bevul.4G031200.1.p	VIT_219s0090g00410.1, VIT_219s0090g00410.2
OG0000731	Bevul.1G030400.1.p	VIT_218s0001g00990.1
OG0000733	Bevul.4G172300.1.p	VIT_205s0020g03290.1, VIT_205s0020g03300.1
OG0000734	Bevul.5G159000.1.p	VIT_204s0044g01270.1, VIT_212s0142g00630.4, VIT_212s0142g00630.8, VIT_212s0142g00630.13, VIT_212s0142g00630.10, VIT_212s0142g00630.14, VIT_212s0142g00630.3, VIT_212s0142g00630.9, VIT_212s0142g00630.7, VIT_212s0142g00630.12, VIT_212s0142g00630.15, VIT_212s0142g00630.5, VIT_212s0142g00630.1, VIT_212s0142g00630.6, VIT_212s0142g00630.11, VIT_212s0142g00630.2, VIT_211s0016g00240.1
OG0000735	Bevul.7G191500.1.p	VIT_206s0004g06530.1
OG0000735	Bevul.8G028800.1.p	VIT_200s0583g00040.1, VIT_200s0583g00040.2
OG0000736	Bevul.8G194500.1.p, Bevul.8G194300.1.p, Bevul.8G194400.1.p, Bevul.8G194100.1.p	VIT_207s0095g00030.1
OG0000737	Bevul.2G154200.2.p, Bevul.2G154200.1.p, Bevul.2G154300.1.p	VIT_215s0024g01270.1, VIT_204s0008g00290.1, VIT_204s0008g00310.1, VIT_204s0008g00300.1, VIT_204s0008g00920.1, VIT_204s0008g00370.1, VIT_204s0008g00390.1, VIT_204s0008g00400.1, VIT_204s0008g00430.1, VIT_204s0008g00440.1, VIT_204s0008g00420.1, VIT_204s0008g00350.1, VIT_204s0008g00410.1, VIT_204s0008g00320.1, VIT_204s0008g00330.1, VIT_204s0008g00915.1, VIT_204s0008g00340.1
OG0000738	Bevul.1G194600.1.p	VIT_215s0046g00150.1, VIT_215s0046g00150.3, VIT_215s0046g00150.4, VIT_215s0046g00150.2
OG0000739	Bevul.5G042100.1.p, Bevul.1G128400.1.p	VIT_215s0048g00770.5, VIT_215s0048g00770.4, VIT_215s0048g00770.7, VIT_215s0048g00770.6, VIT_215s0048g00770.3, VIT_215s0048g00770.1, VIT_215s0048g00770.2, VIT_202s0025g05090.1, VIT_202s0025g05060.1, VIT_202s0025g05090.3, VIT_202s0025g05090.2
OG0000741	Bevul.6G011800.1.p, Bevul.6G011700.1.p	VIT_207s0129g00360.1
OG0000741	Bevul.6G040900.1.p	VIT_214s0068g01920.1
OG0000742	Bevul.9G214200.6.p, Bevul.9G214200.4.p, Bevul.9G214200.2.p, Bevul.9G214200.3.p, Bevul.9G214200.5.p, Bevul.9G214200.1.p, Bevul.9G214200.7.p	VIT_209s0002g03740.1
OG0000742	Bevul.2G156700.1.p	VIT_204s0008g03250.2, VIT_204s0008g03250.1
OG0000743	Bevul.8G176900.1.p	VIT_211s0016g05280.1, VIT_211s0016g05320.1
OG0000744	Bevul.9G159600.1.p, Bevul.9G159600.2.p	VIT_203s0038g00750.6, VIT_203s0038g00750.2, VIT_203s0038g00750.5, VIT_203s0038g00750.1, VIT_203s0038g00750.4, VIT_203s0038g00750.3
OG0000745	Bevul.1G199800.1.p	VIT_215s0048g02540.1, VIT_215s0048g02540.4, VIT_215s0048g02540.2, VIT_215s0048g02540.7, VIT_215s0048g02540.6, VIT_215s0048g02540.5, VIT_215s0048g02540.3
OG0000745	Bevul.3G026700.1.p	VIT_216s0098g00900.3, VIT_216s0098g00900.1, VIT_216s0098g00900.2
OG0000746	Bevul.7G034900.1.p	VIT_208s0007g03920.3, VIT_208s0007g03920.1, VIT_208s0007g03920.2, VIT_208s0007g03920.4
OG0000747	Bevul.5G014200.1.p	VIT_202s0025g01940.1, VIT_202s0025g01920.1, VIT_202s0025g01880.1, VIT_202s0025g01860.1, VIT_202s0025g01980.1, VIT_202s0025g01870.1, VIT_202s0025g01910.1, VIT_202s0025g01770.2, VIT_202s0025g01810.1, VIT_202s0025g01760.1, VIT_202s0025g01852.1, VIT_202s0025g01890.1, VIT_202s0025g01950.1, VIT_202s0025g01980.4, VIT_202s0025g01980.3, VIT_202s0025g01980.2, VIT_202s0025g01850.2, VIT_202s0025g01850.1, VIT_202s0025g01790.1, VIT_202s0025g01850.4, VIT_202s0025g01850.3, VIT_202s0025g01770.1, VIT_202s0025g01875.1, VIT_202s0025g01900.1, VIT_202s0025g01750.1
OG0000748	Bevul.J001000.1.p	VIT_217s0000g01050.1
OG0000749	Bevul.2G211000.1.p	VIT_214s0006g02700.1
OG0000749	Bevul.6G132000.1.p	VIT_201s0011g03840.1
OG0000749	Bevul.5G146300.1.p, Bevul.4G151200.1.p	VIT_201s0011g03850.1, VIT_217s0000g03400.1, VIT_217s0000g03410.1
OG0000753	Bevul.8G014900.1.p	VIT_210s0003g00990.3, VIT_210s0003g00990.1, VIT_210s0003g00990.2
OG0000754	Bevul.1G010700.1.p	VIT_218s0001g08640.2, VIT_218s0001g08640.1
OG0000754	Bevul.3G004200.1.p, Bevul.3G004300.1.p	VIT_205s0049g01660.1, VIT_205s0049g01660.2
OG0000755	Bevul.5G036000.1.p, Bevul.5G238700.1.p	VIT_200s0181g00010.3
OG0000756	Bevul.3G011300.1.p, Bevul.5G247800.1.p	VIT_214s0081g00730.1
OG0000757	Bevul.7G216600.1.p, Bevul.7G216700.1.p, Bevul.7G216800.1.p	VIT_206s0004g07420.1
OG0000757	Bevul.2G250000.1.p	VIT_213s0067g01970.1
OG0000758	Bevul.3G216000.1.p	VIT_205s0020g03710.1, VIT_205s0020g03690.1
OG0000758	Bevul.4G142000.1.p	VIT_214s0030g01410.1, VIT_214s0030g01420.1, VIT_214s0030g01430.1, VIT_214s0030g01425.1
OG0000759	Bevul.6G239000.1.p	VIT_201s0026g02170.1
OG0000759	Bevul.2G043400.1.p	VIT_213s0067g03380.1
OG0000761	Bevul.3G057400.1.p	VIT_208s0007g01430.1
OG0000761	Bevul.7G197800.1.p	VIT_206s0004g05730.1
OG0000761	Bevul.3G057600.1.p	VIT_205s0077g01070.2, VIT_205s0077g01070.1
OG0000762	Bevul.3G127000.1.p	VIT_205s0020g00720.2, VIT_205s0020g00720.3, VIT_205s0020g00720.1, VIT_205s0020g00720.4
OG0000762	Bevul.5G037500.1.p	VIT_207s0005g02270.3, VIT_207s0005g02270.1, VIT_207s0005g02270.2
OG0000763	Bevul.3G183200.1.p	VIT_211s0016g04280.1, VIT_208s0007g06400.2, VIT_208s0007g06400.1
OG0000764	Bevul.5G237000.1.p	VIT_207s0151g00290.1
OG0000764	Bevul.3G144600.1.p	VIT_205s0020g04020.1, VIT_205s0020g04020.2, VIT_205s0020g04020.3, VIT_205s0020g04020.4
OG0000765	Bevul.8G147900.1.p	VIT_205s0049g01140.1
OG0000765	Bevul.1G077200.1.p	VIT_218s0166g00210.1
OG0000767	Bevul.6G071400.1.p	VIT_200s0304g00080.2, VIT_200s0304g00080.1
OG0000767	Bevul.1G097500.1.p	VIT_218s0001g05300.2, VIT_218s0001g05300.3, VIT_218s0001g05300.1
OG0000768	Bevul.1G169600.1.p	VIT_218s0001g07720.1, VIT_218s0001g07720.2, VIT_218s0001g07720.3, VIT_203s0038g00480.1
OG0000768	Bevul.7G154500.1.p	VIT_209s0054g00440.2, VIT_209s0054g00440.1, VIT_209s0054g00440.3
OG0000769	Bevul.1G001800.1.p	VIT_207s0031g00210.1, VIT_218s0001g10170.1
OG0000769	Bevul.1G067000.1.p	VIT_218s0001g02490.1
OG0000770	Bevul.6G064900.1.p	VIT_200s0804g00020.2, VIT_200s0804g00020.1
OG0000771	Bevul.9G168200.1.p	VIT_203s0038g04570.4, VIT_203s0038g04570.2, VIT_203s0038g04570.1
OG0000771	Bevul.1G154800.1.p	VIT_207s0005g02800.2, VIT_207s0005g02800.1, VIT_207s0005g02800.3, VIT_207s0005g02800.5, VIT_207s0005g02800.4
OG0000772	Bevul.5G186600.1.p	VIT_217s0000g06340.2, VIT_217s0000g06340.3, VIT_217s0000g06340.1
OG0000772	Bevul.6G233500.1.p	VIT_201s0026g02610.1
OG0000775	Bevul.8G051900.1.p, Bevul.8G051600.1.p, Bevul.8G051700.1.p	VIT_210s0116g01450.1, VIT_210s0116g01440.1
OG0000776	Bevul.8G000500.1.p	VIT_200s0301g00030.1
OG0000776	Bevul.9G068300.1.p, Bevul.9G068300.2.p, Bevul.9G068300.4.p, Bevul.9G068300.3.p	VIT_218s0157g00150.1, VIT_212s0059g01930.1
OG0000777	Bevul.6G173000.1.p, Bevul.9G185300.1.p, Bevul.6G173100.1.p	VIT_201s0137g00430.1, VIT_201s0137g00430.3, VIT_201s0137g00430.2, VIT_219s0014g02880.1, VIT_219s0014g02870.1, VIT_219s0014g02860.3, VIT_219s0014g02860.4, VIT_219s0014g02860.2, VIT_219s0014g02860.1
OG0000778	Bevul.8G128400.1.p, Bevul.8G128600.1.p	VIT_209s0002g02140.1
OG0000778	Bevul.5G173400.1.p	VIT_204s0008g06640.1
OG0000779	Bevul.4G005000.1.p	VIT_219s0015g01030.1
