Orthogroup	B_vulgaris.proteins	A_vesiculosa.proteins
OG0000852	Bevul.3G018200.1.p	Av_00008432-RA
OG0000853	Bevul.7G192200.1.p	Av_00008528-RA
OG0000853	Bevul.8G063300.1.p	Av_00007482-RA
OG0000854	Bevul.8G053600.1.p	Av_00014139-RA, Av_00010596-RA
OG0000854	Bevul.4G030300.1.p	Av_00008419-RA
OG0000855	Bevul.8G063400.1.p	Av_00003673-RA
OG0000856	Bevul.8G208400.1.p, Bevul.7G151800.1.p	Av_00004478-RA, Av_00001030-RA, Av_00018222-RA, Av_00004477-RA, Av_00023594-RA
OG0000857	Bevul.2G172800.1.p	Av_00018271-RA, Av_00004679-RA, Av_00016472-RA, Av_00023242-RA
OG0000858	Bevul.8G191900.1.p	Av_00013799-RA
OG0000859	Bevul.9G193300.1.p	Av_00021208-RA
OG0000859	Bevul.8G176500.1.p	Av_00005852-RA
OG0000859	Bevul.2G179600.2.p, Bevul.2G179600.3.p, Bevul.2G179600.1.p	Av_00020208-RA
OG0000860	Bevul.2G131800.3.p, Bevul.2G131800.1.p, Bevul.2G131800.2.p, Bevul.2G131800.4.p, Bevul.2G131800.5.p	Av_00012309-RA, Av_00004407-RA
OG0000861	Bevul.1G188800.1.p	Av_00003249-RA, Av_00024506-RA
OG0000862	Bevul.2G228500.2.p, Bevul.2G228500.4.p, Bevul.2G228500.5.p, Bevul.2G228500.6.p, Bevul.2G228500.3.p, Bevul.2G228500.1.p	Av_00000857-RA
OG0000863	Bevul.2G225600.4.p, Bevul.2G225600.3.p, Bevul.2G225600.5.p, Bevul.2G225600.2.p, Bevul.2G225600.1.p	Av_00017282-RA, Av_00005720-RA, Av_00003878-RA
OG0000864	Bevul.9G032200.1.p, Bevul.9G032200.2.p	Av_00010167-RA, Av_00006207-RA, Av_00012754-RA
OG0000865	Bevul.9G015400.6.p, Bevul.9G015400.7.p, Bevul.9G015400.8.p, Bevul.9G015400.3.p, Bevul.9G015400.5.p, Bevul.9G015400.1.p, Bevul.9G015400.2.p, Bevul.9G015400.4.p	Av_00010128-RA, Av_00014286-RA
OG0000866	Bevul.5G042300.1.p	Av_00007939-RA
OG0000866	Bevul.5G117900.1.p	Av_00012168-RA, Av_00005825-RA
OG0000867	Bevul.6G216500.1.p	Av_00005198-RA
OG0000867	Bevul.7G085600.1.p, Bevul.7G085600.2.p	Av_00018722-RA
OG0000868	Bevul.4G123100.1.p	Av_00006687-RA, Av_00016140-RA, Av_00016744-RA
OG0000869	Bevul.4G215800.1.p	Av_00011831-RA
OG0000869	Bevul.3G117900.1.p	Av_00020856-RA, Av_00001570-RA, Av_00002039-RA, Av_00006980-RA, Av_00012878-RA
OG0000870	Bevul.5G187000.1.p	Av_00011254-RA, Av_00000537-RA
OG0000872	Bevul.6G108400.1.p, Bevul.2G199200.1.p, Bevul.2G199200.2.p	Av_00004956-RA, Av_00018621-RA, Av_00021872-RA
OG0000872	Bevul.5G172000.1.p	Av_00013753-RA, Av_00001804-RA, Av_00024880-RA
OG0000878	Bevul.4G222900.1.p	Av_00011845-RA, Av_00006990-RA, Av_00006550-RA, Av_00016537-RA
OG0000878	Bevul.1G112400.1.p	Av_00011844-RA, Av_00003174-RA, Av_00008657-RA
OG0000880	Bevul.3G086900.1.p	Av_00016275-RA, Av_00014341-RA
OG0000880	Bevul.2G181600.1.p	Av_00020205-RA
OG0000880	Bevul.2G181400.1.p	Av_00024210-RA
OG0000880	Bevul.2G177600.1.p	Av_00004667-RA
OG0000880	Bevul.1G204000.1.p	Av_00014340-RA
OG0000881	Bevul.6G188100.1.p	Av_00022564-RA
OG0000881	Bevul.2G105800.1.p	Av_00003565-RA
OG0000882	Bevul.5G136400.1.p	Av_00024419-RA, Av_00002804-RA, Av_00019588-RA
OG0000883	Bevul.1G152200.1.p	Av_00011521-RA
OG0000883	Bevul.7G015900.1.p	Av_00006744-RA, Av_00008071-RA, Av_00000722-RA
OG0000884	Bevul.9G146800.3.p, Bevul.9G146800.2.p, Bevul.9G146800.1.p	Av_00023570-RA, Av_00010020-RA
OG0000884	Bevul.1G146600.1.p	Av_00021425-RA
OG0000885	Bevul.4G133500.1.p, Bevul.4G133600.1.p	Av_00023781-RA
OG0000886	Bevul.3G185500.1.p	Av_00020191-RA, Av_00019254-RA, Av_00021249-RA
OG0000887	Bevul.3G037700.1.p	Av_00001664-RA, Av_00009207-RA
OG0000887	Bevul.1G093300.1.p	Av_00014026-RA
OG0000887	Bevul.6G157800.1.p	Av_00017501-RA
OG0000888	Bevul.9G181500.2.p, Bevul.9G181500.1.p, Bevul.9G181200.1.p, Bevul.9G181100.1.p, Bevul.9G181400.1.p	Av_00004414-RA, Av_00012299-RA, Av_00001079-RA, Av_00021264-RA, Av_00004413-RA, Av_00017473-RA, Av_00023262-RA
OG0000889	Bevul.4G045800.1.p	Av_00003089-RA, Av_00022801-RA
OG0000889	Bevul.8G068100.1.p	Av_00005630-RA, Av_00005941-RA, Av_00010570-RA
OG0000890	Bevul.9G092100.1.p	Av_00023568-RA, Av_00021460-RA, Av_00017392-RA
OG0000891	Bevul.8G026100.1.p	Av_00003650-RA, Av_00023125-RA, Av_00008715-RA
OG0000893	Bevul.1G191900.1.p	Av_00013956-RA, Av_00021901-RA, Av_00016053-RA
OG0000893	Bevul.3G038100.1.p	Av_00009456-RA
OG0000894	Bevul.9G192700.1.p	Av_00007962-RA, Av_00006825-RA
OG0000894	Bevul.8G174500.1.p	Av_00005848-RA, Av_00004019-RA, Av_00004906-RA
OG0000895	Bevul.7G066000.1.p, Bevul.3G045300.1.p, Bevul.3G045100.1.p, Bevul.3G045000.1.p	Av_00012863-RA
OG0000896	Bevul.1G180100.1.p	Av_00010879-RA, Av_00015216-RA, Av_00013928-RA
OG0000897	Bevul.8G144500.1.p, Bevul.7G166900.1.p	Av_00008745-RA, Av_00006350-RA, Av_00010870-RA, Av_00010869-RA, Av_00006349-RA
OG0000898	Bevul.3G033800.1.p	Av_00016706-RA, Av_00009938-RA, Av_00009470-RA
OG0000899	Bevul.1G001300.1.p	Av_00004189-RA, Av_00016006-RA
OG0000899	Bevul.1G181800.1.p	Av_00017898-RA, Av_00013932-RA, Av_00003235-RA
OG0000900	Bevul.1G146700.1.p, Bevul.8G039700.1.p	Av_00017974-RA, Av_00008352-RA
OG0000901	Bevul.8G191800.1.p	Av_00019305-RA, Av_00008865-RA
OG0000902	Bevul.8G055700.1.p	Av_00010586-RA
OG0000903	Bevul.7G071000.1.p	Av_00015785-RA, Av_00021653-RA
OG0000903	Bevul.2G111000.1.p, Bevul.2G111000.4.p, Bevul.2G111000.2.p, Bevul.2G111000.3.p	Av_00003558-RA, Av_00014337-RA
OG0000904	Bevul.7G034800.11.p, Bevul.7G034800.5.p, Bevul.7G034800.3.p, Bevul.7G034800.9.p, Bevul.7G034800.1.p, Bevul.7G034800.12.p, Bevul.7G034800.10.p, Bevul.7G034800.6.p, Bevul.7G034800.4.p, Bevul.7G034800.7.p, Bevul.7G034800.8.p, Bevul.7G034800.2.p	Av_00020020-RA, Av_00023825-RA, Av_00022509-RA
OG0000905	Bevul.5G157400.1.p	Av_00011002-RA, Av_00015026-RA, Av_00009250-RA
OG0000906	Bevul.6G186500.1.p, Bevul.6G186400.1.p, Bevul.6G186100.1.p, Bevul.6G186200.1.p, Bevul.6G186000.1.p	Av_00005338-RA
OG0000907	Bevul.2G127800.4.p, Bevul.8G143400.1.p, Bevul.2G127800.6.p, Bevul.2G127800.5.p, Bevul.2G127800.1.p, Bevul.2G127800.2.p, Bevul.2G127800.7.p, Bevul.2G127800.8.p, Bevul.2G127800.3.p	Av_00002746-RA, Av_00007597-RA, Av_00006373-RA
OG0000909	Bevul.8G081600.1.p	Av_00018472-RA, Av_00002560-RA, Av_00015458-RA
OG0000910	Bevul.1G071000.1.p, Bevul.5G204300.1.p	Av_00016677-RA, Av_00015863-RA, Av_00023384-RA
OG0000911	Bevul.8G101400.1.p	Av_00009561-RA, Av_00022630-RA
OG0000912	Bevul.5G193300.1.p	Av_00012421-RA
OG0000912	Bevul.6G153000.1.p	Av_00005273-RA, Av_00002701-RA, Av_00024300-RA, Av_00009307-RA
OG0000913	Bevul.6G191700.1.p	Av_00020745-RA, Av_00021488-RA
OG0000914	Bevul.7G162200.1.p	Av_00015524-RA, Av_00002728-RA
OG0000914	Bevul.9G018700.1.p, Bevul.9G018700.2.p, Bevul.9G018700.3.p	Av_00021943-RA, Av_00008995-RA, Av_00006036-RA, Av_00005549-RA
OG0000915	Bevul.5G216700.1.p	Av_00001705-RA
OG0000915	Bevul.6G183000.1.p	Av_00021481-RA, Av_00022556-RA
OG0000920	Bevul.3G096100.1.p	Av_00019218-RA, Av_00000595-RA
OG0000921	Bevul.3G208400.1.p, Bevul.3G208200.1.p, Bevul.3G208700.1.p, Bevul.3G208500.1.p	Av_00000695-RA
OG0000922	Bevul.4G131700.1.p	Av_00016241-RA, Av_00001342-RA
OG0000922	Bevul.5G243300.1.p	Av_00009697-RA, Av_00002305-RA
OG0000923	Bevul.5G125300.1.p	Av_00019555-RA
OG0000924	Bevul.5G068700.1.p, Bevul.3G221100.1.p	Av_00010344-RA, Av_00014520-RA
OG0000925	Bevul.5G154200.1.p	Av_00021497-RA, Av_00021447-RA
OG0000925	Bevul.5G125800.1.p	Av_00000172-RA, Av_00023935-RA, Av_00021496-RA, Av_00023688-RA, Av_00023715-RA, Av_00019396-RA
OG0000926	Bevul.4G071400.1.p	Av_00020041-RA, Av_00017195-RA, Av_00020042-RA, Av_00012639-RA, Av_00002348-RA
OG0000927	Bevul.7G226200.1.p	Av_00017349-RA, Av_00008494-RA
OG0000927	Bevul.1G197500.1.p	Av_00021779-RA, Av_00019764-RA
OG0000928	Bevul.4G160200.1.p	Av_00006680-RA, Av_00016184-RA, Av_00016790-RA, Av_00016276-RA, Av_00001309-RA
OG0000929	Bevul.6G230700.1.p, Bevul.3G224300.1.p	Av_00015939-RA
OG0000929	Bevul.9G225100.1.p	Av_00008853-RA, Av_00007313-RA
OG0000930	Bevul.1G020000.1.p	Av_00016931-RA
OG0000930	Bevul.7G205900.1.p	Av_00013338-RA
OG0000930	Bevul.1G166600.1.p	Av_00010885-RA, Av_00015224-RA
OG0000932	Bevul.4G217400.1.p	Av_00014420-RA, Av_00008113-RA, Av_00014895-RA
OG0000933	Bevul.4G157100.1.p, Bevul.4G156700.1.p, Bevul.4G157400.1.p	Av_00016138-RA, Av_00006684-RA
OG0000934	Bevul.2G189900.2.p, Bevul.2G189900.1.p	Av_00005810-RA, Av_00003968-RA, Av_00004942-RA
OG0000934	Bevul.3G193800.1.p	Av_00014477-RA, Av_00012673-RA
OG0000935	Bevul.6G063800.1.p, Bevul.1G026900.1.p	Av_00011692-RA, Av_00022364-RA
OG0000936	Bevul.1G110200.1.p	Av_00003170-RA
OG0000936	Bevul.9G069900.1.p	Av_00015830-RA
OG0000936	Bevul.6G099400.1.p	Av_00013711-RA, Av_00001849-RA
OG0000937	Bevul.1G055700.1.p	Av_00016847-RA, Av_00011066-RA, Av_00009855-RA, Av_00004458-RA
OG0000938	Bevul.1G215200.1.p, Bevul.1G050300.1.p	Av_00022279-RA, Av_00000003-RA, Av_00022280-RA, Av_00014607-RA, Av_00008562-RA, Av_00008563-RA
OG0000939	Bevul.7G004000.1.p	Av_00005661-RA
OG0000939	Bevul.8G112500.1.p	Av_00015938-RA, Av_00019041-RA, Av_00007314-RA
OG0000940	Bevul.7G230400.1.p, Bevul.7G031300.1.p	Av_00024414-RA
OG0000941	Bevul.5G109700.1.p	Av_00023767-RA, Av_00022811-RA
OG0000941	Bevul.5G011600.1.p	Av_00015868-RA
OG0000942	Bevul.5G028800.1.p	Av_00024532-RA, Av_00010450-RA, Av_00018544-RA, Av_00010428-RA, Av_00014582-RA
OG0000943	Bevul.3G024300.1.p	Av_00008923-RA
OG0000944	Bevul.1G157400.1.p	Av_00018852-RA, Av_00009895-RA
OG0000944	Bevul.3G026100.1.p	Av_00009491-RA, Av_00018877-RA
OG0000945	Bevul.6G013400.1.p	Av_00017919-RA, Av_00001978-RA
OG0000946	Bevul.1G188700.1.p	Av_00013946-RA
OG0000946	Bevul.1G188400.1.p, Bevul.1G188500.1.p	Av_00013944-RA, Av_00017431-RA, Av_00008608-RA
OG0000946	Bevul.5G019600.1.p	Av_00005109-RA
OG0000947	Bevul.4G009800.1.p, Bevul.4G009700.1.p, Bevul.8G089200.1.p	Av_00015727-RA
OG0000948	Bevul.2G121800.1.p	Av_00024164-RA, Av_00017528-RA
OG0000949	Bevul.5G150700.1.p, Bevul.6G214100.1.p	Av_00015013-RA, Av_00008943-RA, Av_00017661-RA, Av_00013834-RA
OG0000950	Bevul.8G135700.1.p, Bevul.8G135800.1.p	Av_00009913-RA, Av_00012973-RA
OG0000950	Bevul.4G134200.1.p, Bevul.2G137500.1.p	Av_00013068-RA
OG0000951	Bevul.2G128400.1.p, Bevul.2G128400.2.p, Bevul.2G128400.3.p	Av_00008696-RA
OG0000952	Bevul.3G210000.1.p	Av_00003521-RA, Av_00020287-RA, Av_00014504-RA
OG0000952	Bevul.6G142300.1.p	Av_00018457-RA, Av_00002570-RA
OG0000955	Bevul.7G052300.1.p	Av_00005104-RA, Av_00015705-RA
OG0000955	Bevul.8G068000.1.p	Av_00016895-RA, Av_00022493-RA
OG0000956	Bevul.7G004800.1.p	Av_00010312-RA
OG0000956	Bevul.7G224200.1.p	Av_00020754-RA
OG0000957	Bevul.4G005300.1.p	Av_00008394-RA, Av_00023800-RA, Av_00021307-RA, Av_00003046-RA
OG0000957	Bevul.3G050600.1.p	Av_00009421-RA, Av_00001634-RA
OG0000958	Bevul.8G022200.1.p	Av_00005902-RA
OG0000958	Bevul.9G078700.1.p	Av_00019893-RA, Av_00021011-RA
OG0000958	Bevul.4G067700.1.p	Av_00024258-RA, Av_00023797-RA, Av_00017175-RA, Av_00023267-RA
OG0000959	Bevul.6G008300.1.p	Av_00001997-RA, Av_00015907-RA, Av_00023236-RA
OG0000960	Bevul.1G113800.1.p	Av_00014687-RA
OG0000960	Bevul.9G212000.1.p	Av_00018748-RA, Av_00008836-RA, Av_00015953-RA
OG0000962	Bevul.3G091600.1.p	Av_00002049-RA
OG0000963	Bevul.9G143300.1.p, Bevul.9G143300.2.p, Bevul.9G143400.1.p	Av_00007281-RA, Av_00018289-RA
OG0000963	Bevul.2G158800.1.p, Bevul.1G021100.1.p, Bevul.1G021300.1.p, Bevul.1G021400.1.p	Av_00023757-RA
OG0000964	Bevul.6G179500.1.p	Av_00002657-RA, Av_00005345-RA
OG0000965	Bevul.6G245600.1.p	Av_00000896-RA, Av_00005295-RA, Av_00002689-RA
OG0000966	Bevul.2G208800.1.p, Bevul.2G208700.1.p, Bevul.2G208900.1.p	Av_00009110-RA
OG0000967	Bevul.6G108000.1.p	Av_00007588-RA
OG0000974	Bevul.7G171800.1.p	Av_00023010-RA
OG0000974	Bevul.8G134500.1.p	Av_00004570-RA
OG0000976	Bevul.4G149000.1.p	Av_00016778-RA, Av_00016171-RA, Av_00021233-RA
OG0000977	Bevul.7G226900.1.p	Av_00017350-RA
OG0000978	Bevul.4G235000.1.p	Av_00008132-RA, Av_00014907-RA, Av_00001201-RA
OG0000979	Bevul.3G230300.1.p	Av_00022656-RA, Av_00022600-RA, Av_00017018-RA
OG0000980	Bevul.8G203800.1.p, Bevul.2G153500.1.p, Bevul.2G153600.1.p	Av_00008013-RA, Av_00022587-RA, Av_00019290-RA, Av_00019076-RA, Av_00019545-RA
OG0000980	Bevul.8G203600.1.p	Av_00016029-RA, Av_00022415-RA, Av_00004231-RA
OG0000982	Bevul.4G108100.1.p	Av_00016206-RA
OG0000982	Bevul.5G114300.1.p	Av_00018675-RA
OG0000982	Bevul.5G113200.1.p	Av_00024178-RA, Av_00002811-RA
OG0000984	Bevul.4G138300.1.p	Av_00020098-RA
OG0000984	Bevul.8G126700.1.p	Av_00020061-RA, Av_00015836-RA
OG0000984	Bevul.7G232200.1.p	Av_00015443-RA, Av_00004117-RA
OG0000986	Bevul.4G001300.1.p	Av_00023805-RA
OG0000987	Bevul.9G157800.1.p	Av_00018179-RA, Av_00000979-RA, Av_00018762-RA, Av_00008816-RA, Av_00012996-RA
OG0000988	Bevul.1G159000.1.p	Av_00018854-RA, Av_00007213-RA, Av_00004558-RA, Av_00004327-RA
OG0000989	Bevul.1G105600.1.p	Av_00011483-RA
OG0000990	Bevul.5G143200.1.p, Bevul.4G053200.1.p	Av_00012915-RA
OG0000991	Bevul.9G158900.5.p, Bevul.9G158900.6.p, Bevul.9G158900.1.p, Bevul.9G158900.2.p, Bevul.9G158900.4.p, Bevul.9G158900.3.p	Av_00011323-RA, Av_00000977-RA
OG0000991	Bevul.1G173600.1.p	Av_00009905-RA, Av_00011106-RA, Av_00012986-RA, Av_00007225-RA
OG0000992	Bevul.8G074100.1.p	Av_00021931-RA
OG0000992	Bevul.2G203400.1.p	Av_00004964-RA
OG0000993	Bevul.4G112300.1.p	Av_00016107-RA, Av_00023643-RA
OG0000993	Bevul.6G071900.1.p	Av_00021688-RA, Av_00000353-RA
OG0000994	Bevul.8G173900.1.p	Av_00021640-RA, Av_00004018-RA, Av_00004907-RA, Av_00005846-RA, Av_00012146-RA
OG0000995	Bevul.8G213000.1.p	Av_00017110-RA, Av_00004489-RA, Av_00012311-RA
OG0000996	Bevul.2G166000.1.p, Bevul.2G166200.1.p	Av_00012781-RA, Av_00006232-RA
OG0000997	Bevul.1G178700.1.p	Av_00014581-RA
OG0000998	Bevul.3G032100.1.p	Av_00002555-RA, Av_00009939-RA
OG0000998	Bevul.1G077100.1.p	Av_00024140-RA
OG0000999	Bevul.2G177300.1.p, Bevul.2G177300.2.p	Av_00004673-RA
OG0000999	Bevul.9G189800.3.p, Bevul.9G189800.2.p, Bevul.9G189800.1.p	Av_00007954-RA, Av_00006830-RA
OG0001000	Bevul.3G166600.1.p	Av_00017458-RA
OG0001001	Bevul.1G188000.1.p	Av_00010277-RA, Av_00017428-RA, Av_00024505-RA, Av_00000024-RA
OG0001003	Bevul.2G241700.1.p	Av_00005700-RA, Av_00017264-RA
OG0001004	Bevul.6G230900.1.p	Av_00013164-RA
OG0001005	Bevul.5G000500.1.p	Av_00018553-RA, Av_00010461-RA, Av_00020805-RA, Av_00005481-RA
OG0001005	Bevul.1G175400.1.p	Av_00000046-RA, Av_00011438-RA
OG0001006	Bevul.9G198000.1.p, Bevul.9G198400.1.p, Bevul.9G198200.1.p, Bevul.9G198100.1.p	Av_00018163-RA
OG0001007	Bevul.5G031800.1.p	Av_00008633-RA, Av_00014667-RA
OG0001008	Bevul.3G046100.1.p	Av_00009429-RA, Av_00001643-RA
OG0001008	Bevul.5G023600.1.p	Av_00005499-RA, Av_00024428-RA
OG0001010	Bevul.3G178800.1.p	Av_00000674-RA
OG0001011	Bevul.7G170400.1.p	Av_00016925-RA, Av_00004732-RA
OG0001012	Bevul.2G025100.1.p, Bevul.2G025100.2.p	Av_00024005-RA
OG0001013	Bevul.2G243600.1.p	Av_00005687-RA, Av_00017258-RA
OG0001015	Bevul.9G047500.2.p, Bevul.9G047500.1.p, Bevul.9G047500.4.p, Bevul.9G047500.3.p	Av_00018511-RA
OG0001017	Bevul.9G083600.2.p, Bevul.9G083600.1.p	Av_00019890-RA, Av_00021018-RA, Av_00008453-RA, Av_00006191-RA
OG0001018	Bevul.9G067700.1.p	Av_00015933-RA, Av_00010771-RA, Av_00011955-RA, Av_00019832-RA, Av_00008557-RA, Av_00013101-RA
OG0001020	Bevul.6G203200.1.p	Av_00012248-RA, Av_00017328-RA, Av_00021452-RA, Av_00000885-RA
OG0001021	Bevul.3G127100.1.p, Bevul.2G123500.1.p	Av_00014750-RA, Av_00002175-RA, Av_00009597-RA
OG0001021	Bevul.5G221700.1.p, Bevul.4G129600.1.p	Av_00001458-RA, Av_00009661-RA, Av_00002258-RA
OG0001022	Bevul.2G216100.1.p	Av_00010780-RA
OG0001023	Bevul.1G192900.1.p	Av_00004541-RA
OG0001023	Bevul.8G144600.1.p, Bevul.8G144700.1.p	Av_00004507-RA
OG0001024	Bevul.6G078500.1.p	Av_00016982-RA, Av_00018956-RA, Av_00024199-RA, Av_00009152-RA, Av_00020057-RA
OG0001025	Bevul.5G142300.1.p	Av_00012454-RA, Av_00009344-RA
OG0001026	Bevul.2G062100.1.p, Bevul.2G062100.2.p	Av_00014795-RA
OG0001028	Bevul.8G105700.1.p	Av_00006243-RA, Av_00017583-RA, Av_00009558-RA
OG0001029	Bevul.6G081500.1.p	Av_00016981-RA, Av_00015526-RA, Av_00005241-RA, Av_00002732-RA
OG0001029	Bevul.5G178800.1.p	Av_00011237-RA, Av_00000523-RA
OG0001030	Bevul.3G013500.1.p	Av_00018903-RA, Av_00009516-RA
OG0001037	Bevul.3G131700.1.p	Av_00000546-RA, Av_00014746-RA, Av_00020376-RA
OG0001038	Bevul.5G012300.1.p	Av_00013429-RA, Av_00016404-RA, Av_00012547-RA, Av_00002859-RA
OG0001039	Bevul.9G059300.1.p, Bevul.9G201500.1.p	Av_00006225-RA
OG0001039	Bevul.7G063400.1.p	Av_00012561-RA, Av_00002875-RA
OG0001040	Bevul.6G243400.1.p	Av_00007537-RA
OG0001040	Bevul.5G052400.1.p	Av_00020083-RA
OG0001041	Bevul.7G204100.1.p	Av_00019671-RA, Av_00013331-RA
OG0001042	Bevul.7G208100.1.p, Bevul.7G208200.1.p	Av_00024757-RA
OG0001043	Bevul.4G093900.1.p, Bevul.8G197500.1.p	Av_00022612-RA
OG0001044	Bevul.7G054300.1.p	Av_00013643-RA, Av_00023396-RA, Av_00001161-RA
OG0001045	Bevul.4G203100.1.p	Av_00006907-RA, Av_00006666-RA, Av_00016199-RA
OG0001046	Bevul.5G050700.1.p	Av_00008442-RA, Av_00006177-RA
OG0001047	Bevul.8G178100.1.p	Av_00004031-RA
OG0001047	Bevul.7G065800.1.p	Av_00017836-RA
OG0001049	Bevul.7G184700.1.p	Av_00021069-RA, Av_00008515-RA
OG0001050	Bevul.9G138800.1.p	Av_00018303-RA, Av_00011082-RA
OG0001050	Bevul.6G034400.1.p	Av_00000481-RA, Av_00001929-RA
OG0001051	Bevul.2G138200.1.p, Bevul.1G061400.1.p	Av_00011405-RA, Av_00008845-RA
OG0001052	Bevul.1G111400.1.p	Av_00016125-RA
OG0001052	Bevul.4G186200.1.p	Av_00006953-RA, Av_00011788-RA, Av_00001262-RA
OG0001054	Bevul.5G038400.1.p, Bevul.6G066400.1.p	Av_00000363-RA, Av_00001842-RA
OG0001055	Bevul.9G168600.1.p	Av_00011165-RA
OG0001056	Bevul.4G120900.1.p	Av_00016226-RA
OG0001056	Bevul.2G090300.1.p	Av_00008301-RA, Av_00013588-RA
OG0001057	Bevul.1G109500.1.p	Av_00003171-RA
OG0001058	Bevul.6G141200.1.p	Av_00014960-RA
OG0001058	Bevul.6G195400.1.p	Av_00020738-RA
OG0001059	Bevul.5G203000.1.p	Av_00001732-RA
OG0001060	Bevul.4G125900.1.p, Bevul.4G125800.1.p	Av_00020143-RA, Av_00016234-RA
OG0001063	Bevul.3G011200.1.p, Bevul.3G179300.1.p	Av_00012223-RA
OG0001064	Bevul.9G206800.1.p	Av_00022499-RA, Av_00018136-RA
OG0001064	Bevul.8G195300.1.p	Av_00004242-RA
OG0001065	Bevul.9G226100.2.p, Bevul.9G226100.1.p	Av_00007942-RA, Av_00010045-RA, Av_00015402-RA, Av_00004174-RA
OG0001066	Bevul.2G169500.4.p, Bevul.2G169500.1.p, Bevul.2G169500.2.p, Bevul.2G169500.3.p	Av_00008303-RA, Av_00013585-RA
OG0001067	Bevul.5G202400.1.p	Av_00010540-RA, Av_00009751-RA, Av_00017685-RA, Av_00001734-RA
OG0001068	Bevul.3G076200.1.p	Av_00020620-RA, Av_00016693-RA, Av_00002074-RA, Av_00012918-RA
OG0001069	Bevul.3G039400.1.p	Av_00015061-RA, Av_00009205-RA
OG0001069	Bevul.1G191100.1.p	Av_00016043-RA, Av_00023316-RA
OG0001070	Bevul.9G101400.1.p	Av_00012060-RA, Av_00022806-RA
OG0001070	Bevul.7G043800.1.p	Av_00020028-RA, Av_00023815-RA
OG0001071	Bevul.7G062800.7.p, Bevul.7G062800.6.p, Bevul.7G062800.8.p, Bevul.7G062800.9.p, Bevul.7G062800.1.p, Bevul.7G062800.5.p, Bevul.7G062800.3.p, Bevul.7G062800.4.p, Bevul.7G062800.2.p	Av_00016426-RA, Av_00013453-RA
OG0001072	Bevul.4G090300.1.p	Av_00011755-RA, Av_00017500-RA
OG0001073	Bevul.3G224600.1.p	Av_00022201-RA, Av_00020149-RA
OG0001074	Bevul.1G202100.1.p, Bevul.1G202000.1.p	Av_00000013-RA, Av_00022266-RA, Av_00000014-RA
OG0001075	Bevul.3G046800.1.p	Av_00012953-RA, Av_00002105-RA
OG0001076	Bevul.4G128800.1.p	Av_00016142-RA
OG0001077	Bevul.5G057700.1.p	Av_00023613-RA
OG0001078	Bevul.5G175000.1.p	Av_00000515-RA, Av_00011231-RA
OG0001079	Bevul.5G185700.1.p	Av_00001767-RA, Av_00013780-RA, Av_00011251-RA, Av_00010510-RA, Av_00015916-RA, Av_00000534-RA
OG0001081	Bevul.4G049400.1.p	Av_00021170-RA, Av_00018689-RA, Av_00015769-RA
OG0001083	Bevul.2G065900.1.p, Bevul.2G065900.2.p	Av_00021240-RA, Av_00022833-RA
OG0001086	Bevul.1G212200.1.p	Av_00022479-RA, Av_00017805-RA, Av_00008569-RA
OG0001086	Bevul.1G211900.1.p	Av_00018400-RA, Av_00002381-RA, Av_00017225-RA
OG0001086	Bevul.1G212100.1.p	Av_00022275-RA
OG0001092	Bevul.2G243700.1.p	Av_00019544-RA
OG0001092	Bevul.2G243800.3.p, Bevul.2G243800.1.p, Bevul.2G243800.2.p, Bevul.2G243800.4.p	Av_00011981-RA, Av_00015639-RA
OG0001093	Bevul.6G226700.1.p	Av_00001890-RA, Av_00000412-RA
OG0001094	Bevul.2G044900.1.p, Bevul.2G045000.1.p, Bevul.2G045200.1.p	Av_00022846-RA
OG0001095	Bevul.7G086400.1.p	Av_00019149-RA
OG0001096	Bevul.4G213300.1.p	Av_00006569-RA
OG0001096	Bevul.8G211200.1.p	Av_00011030-RA
OG0001096	Bevul.4G240200.1.p	Av_00001197-RA
OG0001097	Bevul.7G203000.1.p	Av_00013330-RA, Av_00019669-RA
OG0001098	Bevul.8G103900.1.p, Bevul.8G103800.1.p, Bevul.7G052900.1.p	Av_00011727-RA, Av_00019331-RA, Av_00015707-RA, Av_00005105-RA, Av_00013476-RA, Av_00021180-RA
OG0001099	Bevul.3G232600.1.p	Av_00000730-RA
OG0001099	Bevul.5G177500.1.p	Av_00009334-RA, Av_00010502-RA, Av_00015923-RA
OG0001100	Bevul.6G131300.1.p	Av_00007622-RA
OG0001100	Bevul.2G175300.2.p, Bevul.2G175300.1.p, Bevul.2G175300.3.p	Av_00012813-RA
OG0001106	Bevul.6G184500.1.p, Bevul.6G184600.1.p	Av_00005306-RA
OG0001107	Bevul.8G148300.1.p	Av_00024461-RA, Av_00018194-RA
OG0001108	Bevul.9G064100.1.p	Av_00012732-RA, Av_00013095-RA, Av_00011949-RA
OG0001108	Bevul.8G051500.1.p	Av_00005966-RA, Av_00007468-RA
OG0001109	Bevul.7G173800.1.p	Av_00019213-RA, Av_00017036-RA, Av_00008034-RA
OG0001111	Bevul.2G140900.1.p	Av_00018635-RA
OG0001111	Bevul.8G131600.1.p	Av_00011116-RA, Av_00012977-RA, Av_00007229-RA, Av_00011356-RA, Av_00000946-RA
OG0001112	Bevul.1G180900.1.p	Av_00008622-RA
OG0001113	Bevul.2G133600.1.p	Av_00012307-RA
