Orthogroup	B_vulgaris.proteins	D_muscipula.proteins
OG0002409	Bevul.6G160600.1.p	Dm_00012784-RA, Dm_00018060-RA
OG0002409	Bevul.6G225700.1.p	Dm_00016701-RA
OG0002410	Bevul.4G180100.1.p	Dm_00005739-RA
OG0002411	Bevul.1G005100.1.p	Dm_00008565-RA
OG0002411	Bevul.6G010300.1.p	Dm_00006614-RA
OG0002412	Bevul.6G000600.1.p	Dm_00002639-RA, Dm_00003931-RA
OG0002413	Bevul.6G027900.1.p	Dm_00003684-RA, Dm_00007521-RA
OG0002414	Bevul.9G150900.1.p	Dm_00015333-RA, Dm_00015418-RA
OG0002415	Bevul.2G058600.1.p, Bevul.2G058600.2.p	Dm_00016819-RA
OG0002416	Bevul.3G050500.1.p, Bevul.5G026400.1.p	Dm_00002054-RA, Dm_00006255-RA
OG0002419	Bevul.1G156100.1.p	Dm_00008518-RA, Dm_00015583-RA
OG0002419	Bevul.6G023800.1.p	Dm_00007168-RA
OG0002420	Bevul.6G100800.1.p	Dm_00013270-RA
OG0002422	Bevul.6G076800.1.p	Dm_00002277-RA, Dm_00009552-RA
OG0002424	Bevul.4G054600.1.p	Dm_00020028-RA
OG0002425	Bevul.9G225000.2.p, Bevul.9G225000.1.p, Bevul.9G225000.3.p, Bevul.9G225000.4.p	Dm_00015311-RA
OG0002426	Bevul.7G148100.1.p	Dm_00004826-RA
OG0002427	Bevul.4G125200.1.p	Dm_00002530-RA
OG0002428	Bevul.7G000600.1.p	Dm_00001555-RA, Dm_00000006-RA
OG0002429	Bevul.9G063300.1.p, Bevul.9G063300.2.p	Dm_00012961-RA
OG0002429	Bevul.3G079600.1.p	Dm_00005002-RA
OG0002430	Bevul.1G183900.1.p	Dm_00013646-RA
OG0002431	Bevul.2G114700.2.p, Bevul.2G114700.1.p, Bevul.8G201200.1.p	Dm_00018738-RA
OG0002433	Bevul.9G096000.1.p, Bevul.9G096000.2.p	Dm_00005595-RA, Dm_00001333-RA, Dm_00005594-RA
OG0002434	Bevul.4G006700.1.p	Dm_00002668-RA
OG0002435	Bevul.3G016600.1.p	Dm_00000230-RA
OG0002435	Bevul.6G020200.1.p	Dm_00010814-RA
OG0002436	Bevul.8G205100.1.p	Dm_00001229-RA, Dm_00004384-RA
OG0002437	Bevul.5G002000.1.p	Dm_00011474-RA
OG0002438	Bevul.5G224900.1.p, Bevul.5G224700.1.p	Dm_00004935-RA, Dm_00004930-RA
OG0002439	Bevul.7G171300.1.p	Dm_00020403-RA
OG0002439	Bevul.8G135000.1.p	Dm_00019528-RA
OG0002439	Bevul.2G137600.1.p	Dm_00012133-RA
OG0002440	Bevul.9G111900.1.p	Dm_00017494-RA, Dm_00018985-RA
OG0002441	Bevul.8G198300.1.p	Dm_00005776-RA
OG0002442	Bevul.3G157700.1.p	Dm_00020641-RA, Dm_00015439-RA
OG0002443	Bevul.3G080700.1.p	Dm_00019958-RA
OG0002443	Bevul.2G202700.1.p	Dm_00013409-RA
OG0002444	Bevul.8G136700.1.p, Bevul.3G092800.1.p	Dm_00010290-RA
OG0002445	Bevul.2G011000.1.p, Bevul.2G011000.2.p	Dm_00015823-RA
OG0002446	Bevul.8G184900.1.p, Bevul.2G020200.1.p	Dm_00019123-RA
OG0002447	Bevul.8G161700.1.p	Dm_00011692-RA
OG0002448	Bevul.2G020600.1.p, Bevul.2G020600.2.p, Bevul.2G020800.1.p, Bevul.2G020700.1.p	Dm_00007732-RA
OG0002448	Bevul.8G184700.1.p	Dm_00001058-RA, Dm_00000101-RA
OG0002449	Bevul.6G153200.1.p	Dm_00011648-RA
OG0002450	Bevul.3G086200.1.p	Dm_00010160-RA
OG0002450	Bevul.9G006200.1.p	Dm_00008214-RA, Dm_00019387-RA
OG0002451	Bevul.2G030500.1.p, Bevul.8G136100.1.p	Dm_00016389-RA, Dm_00020114-RA
OG0002452	Bevul.5G010300.1.p	Dm_00010253-RA
OG0002453	Bevul.6G116600.1.p	Dm_00003892-RA
OG0002453	Bevul.8G156200.1.p	Dm_00000992-RA
OG0002454	Bevul.8G153500.1.p	Dm_00001003-RA, Dm_00014622-RA
OG0002455	Bevul.5G007900.1.p, Bevul.1G134900.1.p	Dm_00009124-RA
OG0002456	Bevul.8G137000.1.p	Dm_00014835-RA
OG0002457	Bevul.3G077100.1.p, Bevul.3G077200.1.p	Dm_00018485-RA
OG0002457	Bevul.1G120200.1.p	Dm_00014452-RA
OG0002459	Bevul.8G213300.1.p	Dm_00007820-RA, Dm_00000761-RA
OG0002460	Bevul.1G181700.1.p	Dm_00005055-RA, Dm_00015996-RA
OG0002462	Bevul.8G163800.1.p	Dm_00000258-RA
OG0002463	Bevul.9G037100.1.p	Dm_00006650-RA
OG0002463	Bevul.4G003800.1.p	Dm_00001883-RA, Dm_00001520-RA
OG0002464	Bevul.2G240700.2.p, Bevul.2G240700.1.p	Dm_00007631-RA
OG0002465	Bevul.5G068300.1.p	Dm_00005334-RA, Dm_00000885-RA
OG0002467	Bevul.3G189300.1.p	Dm_00009965-RA, Dm_00014072-RA
OG0002467	Bevul.4G239900.1.p	Dm_00013315-RA
OG0002468	Bevul.2G107900.2.p, Bevul.2G107900.1.p	Dm_00013352-RA
OG0002469	Bevul.9G103300.1.p	Dm_00008764-RA, Dm_00008763-RA
OG0002470	Bevul.3G224500.1.p	Dm_00005874-RA
OG0002471	Bevul.2G228600.1.p	Dm_00013464-RA, Dm_00017085-RA
OG0002471	Bevul.5G138400.1.p	Dm_00006408-RA
OG0002472	Bevul.1G193300.1.p	Dm_00003238-RA, Dm_00004197-RA
OG0002472	Bevul.3G036100.1.p	Dm_00004292-RA, Dm_00004290-RA
OG0002473	Bevul.3G188800.1.p	Dm_00012974-RA
OG0002475	Bevul.3G013300.1.p	Dm_00000243-RA
OG0002476	Bevul.6G182000.1.p	Dm_00011944-RA
OG0002477	Bevul.9G049100.1.p	Dm_00016893-RA
OG0002478	Bevul.7G052600.17.p, Bevul.7G052600.16.p, Bevul.7G052600.1.p, Bevul.7G052600.6.p, Bevul.7G052600.4.p, Bevul.7G052600.14.p, Bevul.7G052600.13.p, Bevul.7G052600.15.p, Bevul.7G052600.9.p, Bevul.7G052600.11.p, Bevul.7G052600.8.p, Bevul.7G052600.10.p, Bevul.7G052600.12.p, Bevul.7G052600.3.p, Bevul.7G052600.5.p, Bevul.7G052600.7.p, Bevul.7G052600.2.p	Dm_00010827-RA
OG0002479	Bevul.9G162600.1.p, Bevul.9G162600.2.p, Bevul.9G162500.1.p, Bevul.9G162500.2.p	Dm_00004021-RA, Dm_00019840-RA
OG0002480	Bevul.5G002900.1.p	Dm_00002097-RA, Dm_00000913-RA
OG0002481	Bevul.5G218000.1.p	Dm_00015962-RA
OG0002482	Bevul.5G162400.1.p	Dm_00000954-RA, Dm_00003251-RA
OG0002483	Bevul.6G037800.1.p	Dm_00008444-RA
OG0002483	Bevul.6G202300.1.p	Dm_00011002-RA, Dm_00019271-RA
OG0002484	Bevul.7G143200.1.p	Dm_00001680-RA, Dm_00001441-RA
OG0002485	Bevul.1G028500.1.p	Dm_00006884-RA
OG0002486	Bevul.6G204800.1.p	Dm_00020319-RA
OG0002488	Bevul.3G023800.1.p	Dm_00000418-RA
OG0002489	Bevul.9G167300.1.p	Dm_00005606-RA, Dm_00002747-RA
OG0002490	Bevul.3G007400.1.p	Dm_00007595-RA
OG0002491	Bevul.7G105900.1.p, Bevul.7G106000.1.p	Dm_00002674-RA
OG0002492	Bevul.4G098700.1.p	Dm_00006720-RA
OG0002493	Bevul.1G001400.1.p	Dm_00001650-RA
OG0002495	Bevul.5G181900.1.p	Dm_00014640-RA, Dm_00014664-RA, Dm_00018166-RA
OG0002496	Bevul.6G082400.1.p	Dm_00004833-RA
OG0002496	Bevul.5G257600.1.p	Dm_00011410-RA, Dm_00018537-RA
OG0002497	Bevul.6G171200.1.p	Dm_00019433-RA, Dm_00016041-RA
OG0002498	Bevul.6G229700.1.p	Dm_00002178-RA
OG0002501	Bevul.8G007300.1.p	Dm_00000253-RA
OG0002502	Bevul.6G241400.1.p	Dm_00007002-RA
OG0002503	Bevul.6G114300.1.p	Dm_00004623-RA
OG0002504	Bevul.6G077100.1.p	Dm_00009983-RA, Dm_00003189-RA
OG0002505	Bevul.6G239400.1.p	Dm_00004144-RA, Dm_00002810-RA
OG0002507	Bevul.1G171500.1.p	Dm_00010964-RA, Dm_00004143-RA
OG0002508	Bevul.2G212200.1.p, Bevul.4G248900.1.p	Dm_00013234-RA, Dm_00013232-RA
OG0002509	Bevul.6G232100.1.p, Bevul.2G145900.1.p	Dm_00002169-RA
OG0002510	Bevul.4G213000.1.p	Dm_00012477-RA
OG0002511	Bevul.5G101400.1.p	Dm_00018499-RA, Dm_00019621-RA
OG0002512	Bevul.5G216200.1.p	Dm_00003331-RA, Dm_00005632-RA
OG0002513	Bevul.6G142000.1.p	Dm_00009587-RA
OG0002514	Bevul.5G179300.1.p	Dm_00015117-RA
OG0002515	Bevul.5G012700.1.p	Dm_00011966-RA, Dm_00011968-RA
OG0002516	Bevul.9G062200.7.p, Bevul.9G062200.10.p, Bevul.9G062200.2.p, Bevul.9G062200.9.p, Bevul.9G062200.6.p, Bevul.9G062200.8.p, Bevul.9G062200.13.p, Bevul.9G062200.14.p, Bevul.9G062200.15.p, Bevul.9G062200.11.p, Bevul.9G062200.3.p, Bevul.9G062200.16.p, Bevul.9G062200.5.p, Bevul.9G062200.12.p, Bevul.9G062200.4.p, Bevul.9G062200.1.p	Dm_00006285-RA
OG0002524	Bevul.5G114500.1.p	Dm_00019616-RA
OG0002525	Bevul.5G261700.1.p	Dm_00009774-RA
OG0002526	Bevul.4G215300.1.p	Dm_00011015-RA
OG0002526	Bevul.5G231400.1.p	Dm_00009603-RA
OG0002527	Bevul.7G067400.1.p, Bevul.7G067400.2.p	Dm_00017419-RA
OG0002527	Bevul.2G107400.1.p	Dm_00014633-RA
OG0002528	Bevul.7G038100.1.p	Dm_00017830-RA
OG0002530	Bevul.1G087000.1.p	Dm_00005562-RA
OG0002530	Bevul.2G227300.2.p, Bevul.2G227300.3.p, Bevul.2G227300.1.p	Dm_00007992-RA
OG0002531	Bevul.5G255500.1.p	Dm_00006432-RA, Dm_00015565-RA
OG0002532	Bevul.7G127600.1.p	Dm_00010440-RA, Dm_00000919-RA
OG0002532	Bevul.3G017700.1.p	Dm_00000224-RA
OG0002533	Bevul.6G153600.1.p	Dm_00020567-RA, Dm_00010837-RA
OG0002534	Bevul.7G186300.1.p	Dm_00016913-RA, Dm_00006381-RA
OG0002537	Bevul.7G223400.1.p	Dm_00020781-RA
OG0002537	Bevul.7G009400.1.p	Dm_00000034-RA, Dm_00001579-RA
OG0002538	Bevul.4G140600.1.p	Dm_00007903-RA
OG0002539	Bevul.3G182400.1.p	Dm_00009750-RA
OG0002540	Bevul.4G175400.1.p	Dm_00004908-RA
OG0002541	Bevul.9G058600.8.p, Bevul.9G058600.2.p, Bevul.9G058600.9.p, Bevul.9G058600.5.p, Bevul.9G058600.10.p, Bevul.9G058600.7.p, Bevul.9G058600.4.p, Bevul.9G058600.3.p, Bevul.9G058600.11.p, Bevul.9G058600.1.p, Bevul.9G058600.6.p, Bevul.9G058100.1.p	Dm_00004222-RA
OG0002542	Bevul.8G023600.1.p	Dm_00007495-RA
OG0002543	Bevul.4G076300.1.p	Dm_00007529-RA, Dm_00004439-RA
OG0002543	Bevul.8G189300.1.p	Dm_00000114-RA
OG0002544	Bevul.4G099700.1.p, Bevul.5G128500.1.p	Dm_00019431-RA
OG0002545	Bevul.7G188100.1.p	Dm_00009607-RA
OG0002546	Bevul.7G113100.1.p, Bevul.2G226900.1.p	Dm_00003695-RA
OG0002546	Bevul.4G190400.1.p	Dm_00005681-RA
OG0002547	Bevul.9G092800.1.p	Dm_00011080-RA
OG0002548	Bevul.8G038100.1.p	Dm_00016728-RA, Dm_00006765-RA
OG0002550	Bevul.3G113100.1.p, Bevul.4G214400.1.p	Dm_00002399-RA
OG0002552	Bevul.9G218400.1.p, Bevul.9G218400.2.p	Dm_00014393-RA
OG0002553	Bevul.2G187200.1.p	Dm_00012372-RA
OG0002554	Bevul.1G101300.1.p	Dm_00007942-RA
OG0002555	Bevul.4G092800.1.p, Bevul.4G091000.1.p	Dm_00001156-RA, Dm_00002727-RA
OG0002556	Bevul.5G033600.1.p	Dm_00003383-RA
OG0002556	Bevul.6G231500.1.p	Dm_00011567-RA, Dm_00002173-RA
OG0002559	Bevul.1G007700.1.p	Dm_00002362-RA
OG0002560	Bevul.8G004600.1.p	Dm_00002302-RA
OG0002561	Bevul.8G167800.1.p	Dm_00010339-RA
OG0002561	Bevul.2G175200.1.p	Dm_00006362-RA
OG0002562	Bevul.1G162300.1.p	Dm_00009535-RA
OG0002562	Bevul.2G116700.1.p	Dm_00009542-RA
OG0002564	Bevul.1G209800.1.p	Dm_00010118-RA, Dm_00008112-RA
OG0002565	Bevul.1G100100.1.p	Dm_00011677-RA
OG0002567	Bevul.5G156600.1.p	Dm_00000979-RA
OG0002568	Bevul.6G096900.1.p	Dm_00002482-RA
OG0002569	Bevul.9G183300.1.p	Dm_00004226-RA
OG0002570	Bevul.8G149800.1.p	Dm_00008737-RA
OG0002571	Bevul.9G237600.1.p	Dm_00019183-RA
OG0002571	Bevul.1G003300.1.p	Dm_00001663-RA
OG0002572	Bevul.2G070900.1.p	Dm_00009101-RA
OG0002572	Bevul.2G170200.2.p, Bevul.2G170200.1.p	Dm_00002156-RA
OG0002575	Bevul.8G033400.1.p	Dm_00008515-RA
OG0002577	Bevul.4G073500.1.p	Dm_00011052-RA
OG0002578	Bevul.8G042800.1.p	Dm_00008997-RA, Dm_00009954-RA
OG0002579	Bevul.8G210800.1.p	Dm_00010110-RA, Dm_00018858-RA
OG0002580	Bevul.7G186200.1.p	Dm_00006382-RA
OG0002581	Bevul.8G038600.1.p	Dm_00009658-RA
OG0002581	Bevul.4G010900.1.p	Dm_00002687-RA, Dm_00013347-RA
OG0002582	Bevul.9G021600.1.p	Dm_00004809-RA, Dm_00010775-RA
OG0002583	Bevul.8G067600.1.p	Dm_00005861-RA
OG0002584	Bevul.6G012700.1.p	Dm_00011366-RA, Dm_00003683-RA
OG0002585	Bevul.2G171300.1.p, Bevul.2G171300.3.p, Bevul.2G171300.2.p	Dm_00018574-RA
OG0002585	Bevul.9G227900.1.p	Dm_00002320-RA, Dm_00004934-RA
OG0002586	Bevul.5G007600.1.p	Dm_00001133-RA
OG0002587	Bevul.2G001500.2.p, Bevul.2G001500.1.p, Bevul.2G001500.4.p, Bevul.2G001500.3.p	Dm_00011632-RA, Dm_00020961-RA, Dm_00017098-RA
OG0002588	Bevul.2G153700.1.p	Dm_00000661-RA
OG0002588	Bevul.8G182500.1.p, Bevul.8G182700.1.p	Dm_00000094-RA
OG0002589	Bevul.5G031400.1.p	Dm_00016124-RA, Dm_00016083-RA
OG0002590	Bevul.1G132200.1.p	Dm_00004104-RA
OG0002590	Bevul.5G045200.1.p	Dm_00004260-RA
OG0002591	Bevul.9G118100.2.p, Bevul.9G118100.1.p	Dm_00008669-RA
OG0002592	Bevul.1G178900.1.p	Dm_00004364-RA
OG0002592	Bevul.7G193700.1.p, Bevul.7G193300.1.p	Dm_00007349-RA
OG0002593	Bevul.5G034400.1.p	Dm_00013162-RA
OG0002593	Bevul.3G078500.1.p	Dm_00016795-RA
OG0002594	Bevul.2G171800.1.p	Dm_00006086-RA
OG0002595	Bevul.6G037000.1.p	Dm_00010233-RA
OG0002598	Bevul.5G101200.1.p	Dm_00020313-RA
OG0002598	Bevul.8G135900.1.p	Dm_00017564-RA
OG0002601	Bevul.2G134600.1.p, Bevul.2G134600.2.p	Dm_00002061-RA
OG0002602	Bevul.8G188900.1.p	Dm_00001035-RA
OG0002603	Bevul.4G215100.1.p	Dm_00011016-RA
OG0002604	Bevul.5G099300.1.p	Dm_00012933-RA
OG0002605	Bevul.8G191600.1.p, Bevul.8G072100.1.p	Dm_00012287-RA, Dm_00006152-RA
OG0002606	Bevul.9G196800.2.p, Bevul.9G196800.1.p, Bevul.9G196800.3.p	Dm_00004813-RA, Dm_00006920-RA, Dm_00010526-RA
OG0002606	Bevul.8G184200.1.p	Dm_00001059-RA
OG0002607	Bevul.7G017600.6.p, Bevul.7G017600.7.p, Bevul.7G017600.3.p, Bevul.7G017600.2.p, Bevul.7G017600.4.p, Bevul.7G017600.1.p, Bevul.7G017600.5.p	Dm_00002533-RA
OG0002608	Bevul.4G032500.1.p, Bevul.4G032600.1.p	Dm_00005205-RA
OG0002609	Bevul.3G120900.1.p	Dm_00002915-RA
OG0002610	Bevul.8G002400.1.p	Dm_00002894-RA
OG0002610	Bevul.4G052400.1.p	Dm_00004668-RA
OG0002611	Bevul.7G007300.2.p, Bevul.7G007300.1.p	Dm_00000025-RA
OG0002611	Bevul.8G074500.1.p	Dm_00017591-RA
OG0002613	Bevul.2G101600.21.p, Bevul.2G101600.13.p, Bevul.2G101600.18.p, Bevul.2G101600.14.p, Bevul.2G101600.12.p, Bevul.2G101600.11.p, Bevul.2G101600.17.p, Bevul.2G101600.15.p, Bevul.2G101600.7.p, Bevul.2G101600.8.p, Bevul.2G101600.9.p, Bevul.2G101600.16.p, Bevul.2G101600.20.p, Bevul.2G101600.10.p, Bevul.2G101600.4.p, Bevul.2G101600.5.p, Bevul.2G101600.6.p, Bevul.2G101600.1.p, Bevul.2G101600.3.p, Bevul.2G101600.2.p, Bevul.2G101600.19.p	Dm_00016431-RA
OG0002614	Bevul.8G032800.1.p	Dm_00001463-RA
OG0002615	Bevul.4G053900.1.p	Dm_00018126-RA, Dm_00010599-RA
OG0002616	Bevul.8G035000.1.p	Dm_00019813-RA, Dm_00019812-RA
OG0002617	Bevul.5G162800.1.p	Dm_00015356-RA, Dm_00009798-RA, Dm_00009800-RA, Dm_00009799-RA, Dm_00009801-RA
OG0002618	Bevul.3G187800.1.p	Dm_00016388-RA, Dm_00013136-RA
OG0002619	Bevul.7G160900.1.p, Bevul.5G023400.1.p	Dm_00019319-RA
OG0002620	Bevul.2G114200.1.p	Dm_00016791-RA, Dm_00014542-RA
OG0002621	Bevul.8G055500.1.p	Dm_00011712-RA
OG0002622	Bevul.7G219600.1.p	Dm_00016314-RA, Dm_00015183-RA
OG0002623	Bevul.4G040900.1.p	Dm_00015378-RA, Dm_00011770-RA, Dm_00017470-RA, Dm_00008224-RA, Dm_00004235-RA, Dm_00004232-RA, Dm_00008225-RA, Dm_00008227-RA, Dm_00004234-RA, Dm_00020671-RA, Dm_00008226-RA, Dm_00004236-RA, Dm_00004230-RA, Dm_00004229-RA, Dm_00019623-RA, Dm_00004228-RA, Dm_00004231-RA, Dm_00004237-RA, Dm_00004233-RA, Dm_00015379-RA
OG0002624	Bevul.6G219800.1.p	Dm_00004701-RA
OG0002625	Bevul.9G090400.1.p, Bevul.9G090500.1.p	Dm_00000678-RA
OG0002626	Bevul.2G183000.1.p, Bevul.2G183000.4.p, Bevul.2G183000.8.p, Bevul.2G183000.9.p, Bevul.2G183000.2.p, Bevul.2G183000.5.p, Bevul.2G183000.3.p, Bevul.2G183000.10.p, Bevul.2G183000.11.p, Bevul.2G183000.12.p, Bevul.2G183000.6.p, Bevul.2G183000.7.p	Dm_00017801-RA
OG0002627	Bevul.8G080600.1.p	Dm_00013778-RA
OG0002628	Bevul.3G208900.1.p	Dm_00000847-RA
OG0002629	Bevul.4G011500.1.p	Dm_00002374-RA
OG0002630	Bevul.5G111700.1.p	Dm_00005956-RA
OG0002630	Bevul.4G107700.1.p	Dm_00017025-RA
OG0002631	Bevul.6G052600.1.p	Dm_00007808-RA
OG0002632	Bevul.5G207300.1.p	Dm_00018495-RA
OG0002634	Bevul.1G186600.1.p	Dm_00006493-RA
OG0002635	Bevul.5G253300.1.p	Dm_00005149-RA
OG0002636	Bevul.9G149900.4.p, Bevul.9G149900.3.p, Bevul.9G149900.5.p, Bevul.9G149900.7.p, Bevul.9G149900.2.p, Bevul.9G149900.6.p, Bevul.9G149900.1.p	Dm_00011271-RA
OG0002637	Bevul.3G003200.1.p	Dm_00018266-RA
OG0002638	Bevul.3G036000.1.p	Dm_00004293-RA, Dm_00004291-RA
OG0002639	Bevul.3G137500.1.p	Dm_00016986-RA
OG0002640	Bevul.6G007400.1.p	Dm_00002421-RA, Dm_00005321-RA
OG0002640	Bevul.9G234400.1.p	Dm_00008258-RA
OG0002641	Bevul.9G155600.1.p	Dm_00004687-RA, Dm_00004688-RA
OG0002642	Bevul.7G144800.1.p	Dm_00005988-RA
OG0002643	Bevul.6G124800.1.p	Dm_00006744-RA, Dm_00006743-RA, Dm_00007249-RA
OG0002645	Bevul.6G207600.1.p	Dm_00004227-RA, Dm_00018965-RA
OG0002647	Bevul.6G167100.1.p	Dm_00018844-RA
OG0002648	Bevul.5G098100.1.p	Dm_00010812-RA, Dm_00008245-RA
OG0002650	Bevul.1G151600.1.p	Dm_00013345-RA
OG0002650	Bevul.5G091200.1.p	Dm_00015224-RA
OG0002651	Bevul.2G029900.3.p, Bevul.2G029900.2.p, Bevul.2G029900.1.p	Dm_00000379-RA
OG0002652	Bevul.5G069800.1.p	Dm_00005337-RA, Dm_00000879-RA
OG0002653	Bevul.6G118800.1.p	Dm_00003886-RA
OG0002653	Bevul.5G147200.1.p	Dm_00012991-RA
OG0002654	Bevul.5G194800.1.p	Dm_00012169-RA
OG0002655	Bevul.5G203400.1.p	Dm_00008389-RA
OG0002657	Bevul.2G081400.2.p, Bevul.2G081400.3.p, Bevul.2G081400.1.p, Bevul.2G067300.1.p	Dm_00007946-RA
OG0002658	Bevul.6G235800.1.p, Bevul.6G235700.1.p	Dm_00005374-RA
OG0002659	Bevul.8G103600.1.p	Dm_00020910-RA
OG0002661	Bevul.3G188400.1.p	Dm_00014398-RA, Dm_00014004-RA, Dm_00014396-RA
OG0002673	Bevul.4G126400.1.p	Dm_00002021-RA
OG0002674	Bevul.4G154100.1.p, Bevul.4G154200.1.p	Dm_00003137-RA
OG0002676	Bevul.4G173500.1.p	Dm_00010615-RA
OG0002677	Bevul.4G223400.1.p	Dm_00007817-RA
OG0002678	Bevul.7G046900.1.p	Dm_00006859-RA
OG0002679	Bevul.6G077600.1.p	Dm_00015254-RA, Dm_00018504-RA
OG0002680	Bevul.9G206500.1.p	Dm_00001948-RA
OG0002681	Bevul.1G153800.1.p, Bevul.1G154600.1.p, Bevul.2G092300.2.p, Bevul.2G092300.1.p	Dm_00002620-RA
OG0002682	Bevul.3G199800.1.p	Dm_00001190-RA
OG0002683	Bevul.1G143900.1.p, Bevul.7G112400.1.p	Dm_00006204-RA, Dm_00012789-RA, Dm_00015689-RA, Dm_00010215-RA, Dm_00010214-RA, Dm_00016132-RA, Dm_00005669-RA, Dm_00010879-RA, Dm_00010591-RA, Dm_00015306-RA, Dm_00014441-RA, Dm_00020056-RA, Dm_00019946-RA, Dm_00014440-RA
OG0002685	Bevul.5G258200.1.p	Dm_00015289-RA
OG0002686	Bevul.5G034600.1.p	Dm_00010320-RA
OG0002688	Bevul.5G224300.1.p	Dm_00015290-RA, Dm_00020095-RA
OG0002689	Bevul.5G056100.1.p, Bevul.2G249600.1.p	Dm_00019782-RA
OG0002691	Bevul.7G045100.2.p, Bevul.7G045100.1.p	Dm_00007893-RA
OG0002692	Bevul.4G141600.1.p	Dm_00001834-RA, Dm_00001835-RA
OG0002693	Bevul.4G150100.1.p	Dm_00000566-RA
OG0002694	Bevul.4G244300.1.p	Dm_00012098-RA, Dm_00006048-RA
OG0002695	Bevul.6G177200.1.p	Dm_00012358-RA
OG0002696	Bevul.2G226300.2.p, Bevul.2G226300.1.p	Dm_00018634-RA
OG0002698	Bevul.4G157500.1.p	Dm_00000582-RA
OG0002699	Bevul.4G102900.1.p	Dm_00017898-RA, Dm_00014581-RA
OG0002700	Bevul.1G174200.1.p	Dm_00003010-RA
OG0002701	Bevul.1G105700.1.p	Dm_00005151-RA
OG0002702	Bevul.1G097900.1.p, Bevul.5G249600.1.p	Dm_00006526-RA
OG0002703	Bevul.4G174200.1.p	Dm_00008436-RA
OG0002705	Bevul.7G019600.1.p, Bevul.7G019600.2.p	Dm_00012897-RA, Dm_00001402-RA
OG0002706	Bevul.5G138900.1.p	Dm_00013465-RA, Dm_00008013-RA
OG0002706	Bevul.5G033500.1.p	Dm_00010877-RA
OG0002707	Bevul.7G100700.1.p	Dm_00021052-RA
OG0002708	Bevul.7G189700.1.p	Dm_00017998-RA, Dm_00005690-RA
OG0002708	Bevul.9G205000.1.p, Bevul.9G204800.1.p	Dm_00020606-RA
OG0002709	Bevul.9G103500.1.p, Bevul.9G103500.3.p, Bevul.9G103500.2.p, Bevul.9G103500.4.p	Dm_00007392-RA
OG0002710	Bevul.7G202200.1.p	Dm_00009891-RA
OG0002710	Bevul.4G010400.1.p	Dm_00002683-RA
OG0002711	Bevul.4G223700.1.p, Bevul.4G223500.1.p, Bevul.4G224100.1.p, Bevul.4G226100.1.p	Dm_00010905-RA, Dm_00007816-RA
OG0002712	Bevul.1G005300.1.p	Dm_00011448-RA
OG0002713	Bevul.7G093600.1.p, Bevul.7G093600.3.p, Bevul.7G093600.4.p, Bevul.7G093600.2.p	Dm_00009370-RA
OG0002715	Bevul.7G029800.1.p	Dm_00000779-RA
OG0002716	Bevul.4G167600.1.p	Dm_00012817-RA
OG0002716	Bevul.6G150300.1.p	Dm_00010938-RA
OG0002717	Bevul.9G158400.1.p, Bevul.9G158400.2.p	Dm_00003473-RA, Dm_00003438-RA
OG0002718	Bevul.1G095100.1.p	Dm_00007832-RA
OG0002720	Bevul.9G176200.1.p, Bevul.9G176200.4.p, Bevul.9G176200.2.p, Bevul.9G176200.3.p	Dm_00020387-RA
OG0002721	Bevul.6G137200.1.p	Dm_00009580-RA, Dm_00006996-RA, Dm_00012550-RA, Dm_00014991-RA, Dm_00011775-RA, Dm_00011130-RA, Dm_00015429-RA, Dm_00012423-RA, Dm_00017468-RA, Dm_00015493-RA, Dm_00018019-RA, Dm_00019053-RA, Dm_00007143-RA, Dm_00012278-RA, Dm_00018553-RA, Dm_00010900-RA, Dm_00004373-RA, Dm_00008421-RA, Dm_00013102-RA, Dm_00012967-RA, Dm_00019189-RA, Dm_00011774-RA, Dm_00015428-RA, Dm_00019828-RA, Dm_00011843-RA, Dm_00012549-RA, Dm_00014990-RA, Dm_00019030-RA
OG0002722	Bevul.8G115800.1.p	Dm_00019300-RA
OG0002723	Bevul.6G028200.1.p	Dm_00005012-RA, Dm_00007917-RA
OG0002725	Bevul.1G052300.1.p	Dm_00002433-RA
OG0002726	Bevul.6G053700.1.p	Dm_00006775-RA
OG0002726	Bevul.3G033700.1.p	Dm_00003678-RA
OG0002727	Bevul.3G220200.1.p	Dm_00003416-RA
OG0002728	Bevul.6G056100.1.p	Dm_00018882-RA
OG0002729	Bevul.2G154500.1.p, Bevul.9G222600.1.p, Bevul.1G013900.1.p	Dm_00009638-RA
OG0002730	Bevul.4G187200.1.p, Bevul.2G184200.1.p, Bevul.4G188100.1.p, Bevul.4G187500.1.p, Bevul.4G187600.1.p	Dm_00001910-RA
OG0002731	Bevul.6G066200.1.p	Dm_00002751-RA, Dm_00001077-RA, Dm_00002753-RA
OG0002733	Bevul.1G051000.1.p	Dm_00002429-RA, Dm_00004655-RA
OG0002734	Bevul.9G169100.1.p	Dm_00017752-RA, Dm_00013236-RA
OG0002735	Bevul.3G094500.1.p	Dm_00018231-RA
OG0002737	Bevul.8G047300.1.p	Dm_00013786-RA
OG0002737	Bevul.9G020900.1.p	Dm_00006877-RA
OG0002739	Bevul.3G183900.1.p	Dm_00018410-RA
OG0002741	Bevul.8G029700.1.p	Dm_00001446-RA
OG0002742	Bevul.8G098600.1.p	Dm_00019591-RA
