Orthogroup	D_spatulata.proteins	P_amilis.proteins
OG0002054	Ds_00012070-RA	FUN_013868-T1
OG0002054	Ds_00007295-RA, Ds_00012065-RA	FUN_018824-T1
OG0002055	Ds_00017144-RA	FUN_038619-T1, FUN_044154-T1, FUN_044154-T2
OG0002056	Ds_00007467-RA, Ds_00011974-RA	FUN_042653-T1
OG0002057	Ds_00013298-RA, Ds_00013295-RA	FUN_031640-T1, FUN_031640-T2
OG0002058	Ds_00005357-RA, Ds_00008675-RA	FUN_026955-T1, FUN_001266-T1
OG0002059	Ds_00000558-RA	FUN_024546-T3, FUN_024546-T2, FUN_024546-T1
OG0002060	Ds_00010876-RA	FUN_038792-T3, FUN_038792-T4, FUN_038792-T2, FUN_038792-T1
OG0002061	Ds_00008916-RA	FUN_015271-T1
OG0002061	Ds_00009422-RA	FUN_030482-T1, FUN_030483-T1
OG0002062	Ds_00012091-RA, Ds_00015092-RA, Ds_00012092-RA, Ds_00012094-RA, Ds_00012095-RA	FUN_029961-T1, FUN_016465-T1, FUN_016458-T1
OG0002063	Ds_00008506-RA	FUN_016456-T1, FUN_029985-T1
OG0002066	Ds_00009273-RA	FUN_029931-T1, FUN_013077-T1, FUN_013077-T2
OG0002067	Ds_00004906-RA	FUN_017425-T1, FUN_041469-T2, FUN_041469-T1
OG0002067	Ds_00008669-RA	FUN_047859-T1
OG0002068	Ds_00009030-RA	FUN_032229-T2, FUN_032229-T3, FUN_032229-T4, FUN_032229-T5, FUN_032229-T1, FUN_009243-T1, FUN_009243-T2
OG0002069	Ds_00005556-RA	FUN_020797-T1, FUN_020794-T1
OG0002070	Ds_00002303-RA	FUN_007999-T1, FUN_007999-T2, FUN_030899-T1
OG0002071	Ds_00006517-RA	FUN_033503-T1
OG0002072	Ds_00009016-RA, Ds_00015465-RA	FUN_009208-T1, FUN_032279-T1
OG0002073	Ds_00012808-RA, Ds_00012809-RA	FUN_021770-T1, FUN_011435-T1
OG0002086	Ds_00012894-RA, Ds_00004554-RA, Ds_00001102-RA	FUN_051062-T3, FUN_051062-T2, FUN_051062-T1, FUN_010561-T1
OG0002087	Ds_00014333-RA	FUN_034593-T1, FUN_034593-T2, FUN_015932-T2, FUN_015932-T1, FUN_015935-T1
OG0002088	Ds_00014981-RA	FUN_004109-T1, FUN_000207-T1
OG0002089	Ds_00000238-RA, Ds_00014388-RA	FUN_038321-T1, FUN_047814-T1
OG0002090	Ds_00003921-RA	FUN_052418-T1
OG0002091	Ds_00006451-RA	FUN_015115-T2, FUN_015115-T1
OG0002092	Ds_00004542-RA	FUN_050951-T1, FUN_011519-T1, FUN_011519-T2, FUN_011519-T4
OG0002093	Ds_00017626-RA	FUN_027139-T2, FUN_027139-T1
OG0002094	Ds_00001361-RA	FUN_017096-T1
OG0002096	Ds_00003085-RA	FUN_020186-T1
OG0002097	Ds_00013144-RA, Ds_00007409-RA	FUN_008080-T1
OG0002097	Ds_00013108-RA	FUN_008095-T1
OG0002098	Ds_00008276-RA	FUN_024107-T1, FUN_034973-T1, FUN_034972-T1
OG0002099	Ds_00004656-RA	FUN_014450-T1
OG0002100	Ds_00000916-RA	FUN_024694-T5, FUN_024694-T4, FUN_024694-T3, FUN_024694-T2, FUN_024694-T1, FUN_042870-T2, FUN_042870-T1
OG0002101	Ds_00010892-RA	FUN_038673-T1
OG0002102	Ds_00003257-RA	FUN_001522-T1, FUN_027048-T1
OG0002103	Ds_00003076-RA	FUN_031564-T2, FUN_031564-T1
OG0002103	Ds_00006290-RA, Ds_00006199-RA, Ds_00003982-RA, Ds_00006920-RA	FUN_039738-T1
OG0002104	Ds_00001109-RA	FUN_026748-T1
OG0002105	Ds_00013709-RA	FUN_010726-T1, FUN_047333-T1
OG0002106	Ds_00005234-RA	FUN_015569-T1
OG0002108	Ds_00014434-RA, Ds_00003706-RA	FUN_052314-T1
OG0002109	Ds_00010150-RA	FUN_048821-T1
OG0002110	Ds_00005725-RA	FUN_003549-T1, FUN_034067-T1
OG0002111	Ds_00016219-RA	FUN_032567-T3, FUN_032567-T4, FUN_032567-T2, FUN_032567-T1, FUN_032567-T5, FUN_032567-T6
OG0002112	Ds_00016776-RA	FUN_039469-T1
OG0002112	Ds_00000126-RA	FUN_038533-T1
OG0002113	Ds_00016194-RA	FUN_004352-T1
OG0002113	Ds_00000067-RA, Ds_00012999-RA	FUN_045761-T1
OG0002114	Ds_00007012-RA, Ds_00006579-RA, Ds_00000841-RA	FUN_021905-T1, FUN_021905-T2
OG0002115	Ds_00010993-RA	FUN_011446-T2, FUN_011446-T1, FUN_011446-T3, FUN_011441-T1
OG0002116	Ds_00003063-RA	FUN_003367-T1
OG0002116	Ds_00017026-RA	FUN_051792-T1
OG0002116	Ds_00004692-RA, Ds_00004691-RA	FUN_042979-T1, FUN_042977-T1
OG0002117	Ds_00010897-RA	FUN_031588-T2, FUN_031588-T3, FUN_031588-T4, FUN_031588-T5, FUN_031588-T1, FUN_052256-T1
OG0002118	Ds_00001582-RA, Ds_00008826-RA	FUN_038193-T1
OG0002120	Ds_00013042-RA	FUN_052056-T1
OG0002120	Ds_00011248-RA	FUN_031156-T2, FUN_031156-T1, FUN_031156-T3
OG0002121	Ds_00008830-RA	FUN_038185-T1, FUN_048654-T1
OG0002121	Ds_00001422-RA, Ds_00001421-RA, Ds_00008009-RA	FUN_016999-T1, FUN_017001-T1, FUN_016991-T1
OG0002122	Ds_00010868-RA	FUN_038831-T2
OG0002122	Ds_00010926-RA	FUN_020828-T1, FUN_020828-T2, FUN_020827-T1
OG0002123	Ds_00008158-RA	FUN_038132-T1, FUN_038144-T1, FUN_048612-T1
OG0002124	Ds_00014399-RA	FUN_026725-T2, FUN_026724-T2, FUN_026725-T3, FUN_026724-T1, FUN_026724-T3, FUN_026725-T1
OG0002125	Ds_00014033-RA	FUN_029668-T1, FUN_016928-T2, FUN_016928-T1
OG0002126	Ds_00003511-RA	FUN_038039-T1, FUN_048558-T1
OG0002126	Ds_00003610-RA	FUN_031197-T1
OG0002127	Ds_00017278-RA, Ds_00001543-RA	FUN_038856-T1
OG0002128	Ds_00016703-RA, Ds_00013433-RA	FUN_003877-T2, FUN_003877-T1, FUN_028958-T3, FUN_028958-T2, FUN_028958-T1
OG0002129	Ds_00003403-RA	FUN_042872-T1, FUN_006027-T1
OG0002130	Ds_00010896-RA	FUN_038686-T1
OG0002130	Ds_00014421-RA, Ds_00003710-RA, Ds_00003977-RA	FUN_052255-T1
OG0002131	Ds_00003753-RA, Ds_00016267-RA	FUN_010915-T1
OG0002131	Ds_00000522-RA	FUN_024460-T1
OG0002132	Ds_00013145-RA, Ds_00007419-RA	FUN_045189-T1, FUN_017923-T1, FUN_041839-T1
OG0002133	Ds_00015887-RA, Ds_00015140-RA	FUN_008588-T1, FUN_035531-T1, FUN_008586-T1
OG0002134	Ds_00014657-RA	FUN_020743-T1, FUN_020737-T1
OG0002135	Ds_00007585-RA, Ds_00002165-RA	FUN_046611-T1
OG0002136	Ds_00005535-RA	FUN_036619-T2, FUN_036619-T1, FUN_036619-T3
OG0002137	Ds_00000092-RA	FUN_027812-T1, FUN_012586-T1, FUN_027819-T1, FUN_027820-T1
OG0002138	Ds_00009097-RA	FUN_040041-T1
OG0002139	Ds_00003493-RA	FUN_048662-T1
OG0002140	Ds_00002447-RA	FUN_005418-T1
OG0002141	Ds_00002612-RA	FUN_020847-T1
OG0002142	Ds_00002391-RA	FUN_021818-T1, FUN_015875-T1
OG0002143	Ds_00000645-RA	FUN_052195-T1, FUN_005497-T1
OG0002143	Ds_00004210-RA, Ds_00002619-RA	FUN_004829-T1
OG0002144	Ds_00005668-RA, Ds_00016876-RA, Ds_00012579-RA	FUN_013712-T1, FUN_008958-T1
OG0002144	Ds_00002831-RA	FUN_037404-T1, FUN_048142-T1
OG0002146	Ds_00013049-RA	FUN_015468-T1
OG0002147	Ds_00008606-RA	FUN_033688-T1, FUN_023812-T1
OG0002147	Ds_00010612-RA	FUN_011288-T1
OG0002148	Ds_00004587-RA, Ds_00003583-RA, Ds_00003584-RA	FUN_037252-T1
OG0002149	Ds_00004530-RA, Ds_00007696-RA, Ds_00005609-RA	FUN_045027-T1
OG0002149	Ds_00002864-RA, Ds_00015020-RA	FUN_037543-T1, FUN_048240-T1
OG0002150	Ds_00017357-RA	FUN_032960-T1, FUN_034045-T1, FUN_026853-T1
OG0002150	Ds_00009851-RA	FUN_026852-T1
OG0002151	Ds_00009492-RA	FUN_001701-T1
OG0002152	Ds_00000174-RA	FUN_019406-T1, FUN_019406-T2, FUN_001404-T1
OG0002153	Ds_00008866-RA, Ds_00016018-RA, Ds_00016002-RA, Ds_00011762-RA	FUN_027903-T1
OG0002154	Ds_00002142-RA	FUN_018579-T2, FUN_018579-T1, FUN_018572-T1, FUN_018567-T1
OG0002154	Ds_00002143-RA	FUN_018561-T1
OG0002155	Ds_00004584-RA, Ds_00004582-RA	FUN_037239-T4, FUN_037240-T1, FUN_037239-T3, FUN_037239-T7, FUN_037239-T6, FUN_037239-T2, FUN_037239-T1, FUN_037239-T5, FUN_037241-T1, FUN_037245-T1
OG0002156	Ds_00017114-RA	FUN_020989-T1
OG0002157	Ds_00004811-RA	FUN_017375-T1
OG0002159	Ds_00017885-RA	FUN_046813-T1
OG0002159	Ds_00008223-RA	FUN_028510-T1
OG0002160	Ds_00015197-RA	FUN_043185-T1, FUN_036648-T1
OG0002161	Ds_00015184-RA	FUN_003852-T1, FUN_030151-T1
OG0002162	Ds_00000065-RA, Ds_00013000-RA	FUN_051998-T1, FUN_051997-T1
OG0002163	Ds_00001704-RA	FUN_042572-T1, FUN_046288-T1, FUN_046288-T2
OG0002164	Ds_00015132-RA, Ds_00015135-RA, Ds_00015136-RA, Ds_00015139-RA, Ds_00015137-RA, Ds_00015138-RA, Ds_00015131-RA, Ds_00009240-RA	FUN_016713-T1
OG0002165	Ds_00015392-RA	FUN_029332-T1, FUN_029332-T2, FUN_019013-T3, FUN_019013-T2, FUN_019013-T1, FUN_019012-T1
OG0002165	Ds_00015180-RA	FUN_019011-T1, FUN_029331-T1
OG0002166	Ds_00011013-RA, Ds_00009574-RA	FUN_043283-T2, FUN_043283-T1, FUN_004665-T1
OG0002166	Ds_00013961-RA	FUN_036441-T1
OG0002167	Ds_00003333-RA	FUN_014683-T1, FUN_014683-T2
OG0002168	Ds_00011568-RA	FUN_042099-T1, FUN_048930-T1
OG0002169	Ds_00015517-RA	FUN_048015-T1, FUN_040033-T1
OG0002170	Ds_00015074-RA, Ds_00010199-RA	FUN_013918-T1, FUN_022810-T1, FUN_022799-T1
OG0002171	Ds_00010067-RA	FUN_049278-T1, FUN_049278-T2, FUN_013111-T1, FUN_013111-T2
OG0002174	Ds_00013016-RA, Ds_00013580-RA	FUN_048256-T2, FUN_048256-T3, FUN_048256-T1
OG0002175	Ds_00009450-RA	FUN_052821-T1
OG0002176	Ds_00010250-RA	FUN_041373-T1
OG0002177	Ds_00006277-RA	FUN_033356-T1
OG0002178	Ds_00009174-RA	FUN_025296-T1
OG0002179	Ds_00009320-RA, Ds_00015652-RA	FUN_014181-T1, FUN_014181-T2
OG0002179	Ds_00013037-RA	FUN_003802-T1
OG0002180	Ds_00004598-RA	FUN_037170-T1
OG0002181	Ds_00009704-RA, Ds_00013771-RA	FUN_025153-T3, FUN_025153-T4, FUN_025153-T2, FUN_025153-T1
OG0002182	Ds_00004756-RA	FUN_020503-T1, FUN_020497-T1, FUN_032339-T1
OG0002184	Ds_00007475-RA	FUN_042646-T1
OG0002185	Ds_00007980-RA	FUN_042744-T1
OG0002186	Ds_00013238-RA, Ds_00008542-RA	FUN_033411-T1
OG0002187	Ds_00005619-RA	FUN_013614-T1
OG0002188	Ds_00002257-RA, Ds_00005361-RA	FUN_038910-T1, FUN_026917-T1
OG0002189	Ds_00002600-RA	FUN_013133-T1
OG0002190	Ds_00013493-RA, Ds_00011045-RA	FUN_016818-T1
OG0002190	Ds_00014131-RA	FUN_045537-T1, FUN_011239-T1
OG0002191	Ds_00008527-RA	FUN_033345-T1, FUN_033345-T2
OG0002191	Ds_00012736-RA	FUN_029060-T1
OG0002192	Ds_00002670-RA, Ds_00002671-RA	FUN_027909-T1
OG0002193	Ds_00007679-RA	FUN_032408-T3, FUN_032408-T4, FUN_032408-T1, FUN_032408-T2
OG0002193	Ds_00016251-RA	FUN_010990-T1
OG0002194	Ds_00008436-RA	FUN_011069-T1, FUN_032566-T1
OG0002195	Ds_00008944-RA	FUN_011795-T1
OG0002195	Ds_00003768-RA, Ds_00011400-RA	FUN_047408-T1
OG0002196	Ds_00009025-RA	FUN_009232-T1
OG0002197	Ds_00010548-RA, Ds_00008446-RA	FUN_032626-T1, FUN_032629-T1
OG0002199	Ds_00013236-RA	FUN_033393-T1
OG0002200	Ds_00002468-RA	FUN_005532-T1, FUN_052164-T1, FUN_052164-T2, FUN_052164-T3
OG0002212	Ds_00008269-RA	FUN_049033-T1
OG0002212	Ds_00005055-RA	FUN_041920-T1
OG0002213	Ds_00001008-RA	FUN_024950-T1
OG0002214	Ds_00004117-RA	FUN_036885-T1, FUN_027298-T1
OG0002215	Ds_00004856-RA, Ds_00011123-RA	FUN_008110-T1, FUN_008110-T2
OG0002216	Ds_00005853-RA	FUN_027324-T1
OG0002217	Ds_00014217-RA	FUN_003991-T1, FUN_003991-T2, FUN_034826-T1
OG0002219	Ds_00003285-RA, Ds_00009621-RA	FUN_049273-T1, FUN_049274-T1
OG0002221	Ds_00006924-RA	FUN_000363-T1, FUN_002489-T1
OG0002222	Ds_00013853-RA, Ds_00016510-RA	FUN_002278-T1
OG0002223	Ds_00005406-RA	FUN_018051-T1
OG0002224	Ds_00006851-RA	FUN_003963-T1, FUN_003963-T2, FUN_020297-T1
OG0002226	Ds_00006543-RA	FUN_042988-T4, FUN_042988-T1, FUN_042988-T5, FUN_042988-T3, FUN_042988-T2, FUN_024796-T1, FUN_024795-T1
OG0002227	Ds_00001217-RA	FUN_004157-T2, FUN_004157-T1, FUN_007851-T1
OG0002228	Ds_00003070-RA	FUN_020180-T2, FUN_020180-T1
OG0002229	Ds_00005549-RA	FUN_040319-T1
OG0002230	Ds_00006021-RA	FUN_042209-T2, FUN_042209-T1, FUN_042209-T3
OG0002231	Ds_00016802-RA, Ds_00014949-RA, Ds_00006672-RA, Ds_00016803-RA	FUN_036267-T1, FUN_052578-T1
OG0002232	Ds_00008745-RA	FUN_029565-T2, FUN_029565-T1
OG0002233	Ds_00010299-RA	FUN_039446-T2, FUN_039446-T1
OG0002234	Ds_00013310-RA	FUN_024794-T1
OG0002236	Ds_00003931-RA	FUN_036053-T1, FUN_052386-T1, FUN_052386-T2
OG0002237	Ds_00006158-RA	FUN_002632-T1, FUN_002632-T3, FUN_002632-T4, FUN_002632-T2, FUN_002633-T1, FUN_002635-T1, FUN_002634-T1, FUN_035686-T1
OG0002238	Ds_00003459-RA	FUN_005135-T4, FUN_005135-T3, FUN_005135-T1, FUN_005135-T5, FUN_005135-T2
OG0002239	Ds_00016657-RA, Ds_00016656-RA	FUN_052351-T1
OG0002240	Ds_00013698-RA, Ds_00002031-RA	FUN_020031-T1
OG0002241	Ds_00003217-RA	FUN_014995-T2, FUN_014995-T1
OG0002242	Ds_00011616-RA	FUN_047985-T1, FUN_047984-T1, FUN_009729-T1
OG0002243	Ds_00000925-RA, Ds_00017235-RA, Ds_00017234-RA, Ds_00009287-RA, Ds_00002638-RA	FUN_030125-T2, FUN_030125-T1
OG0002244	Ds_00000562-RA, Ds_00002521-RA	FUN_041790-T1
OG0002245	Ds_00013345-RA, Ds_00015030-RA	FUN_025632-T1
OG0002246	Ds_00003956-RA	FUN_035972-T1, FUN_052308-T1, FUN_052308-T2, FUN_052308-T3
OG0002247	Ds_00004952-RA	FUN_025766-T1
OG0002247	Ds_00000050-RA	FUN_051964-T1, FUN_045722-T1
OG0002249	Ds_00011877-RA	FUN_031286-T1
OG0002251	Ds_00016211-RA, Ds_00013415-RA	FUN_014211-T1, FUN_004248-T1
OG0002253	Ds_00013911-RA, Ds_00001871-RA	FUN_037248-T1, FUN_001477-T1
OG0002254	Ds_00001526-RA	FUN_044189-T1, FUN_038627-T1
OG0002254	Ds_00003620-RA	FUN_031174-T1, FUN_025493-T1
OG0002255	Ds_00010867-RA, Ds_00002253-RA	FUN_038842-T2, FUN_038842-T1
OG0002256	Ds_00007457-RA, Ds_00017972-RA, Ds_00017971-RA	FUN_025669-T3, FUN_025669-T1, FUN_025669-T2
OG0002258	Ds_00007470-RA	FUN_042648-T1, FUN_025642-T1
OG0002259	Ds_00009392-RA	FUN_030598-T1, FUN_009595-T1, FUN_009607-T1
OG0002260	Ds_00008825-RA	FUN_038202-T1, FUN_038201-T1, FUN_038201-T2
OG0002261	Ds_00000335-RA	FUN_050646-T1, FUN_002191-T1
OG0002261	Ds_00000128-RA, Ds_00008882-RA	FUN_038529-T1, FUN_049777-T1, FUN_049777-T2
OG0002262	Ds_00003443-RA	FUN_005289-T1
OG0002263	Ds_00000051-RA	FUN_051973-T1, FUN_045729-T2, FUN_045729-T1
OG0002264	Ds_00008237-RA, Ds_00016459-RA	FUN_028743-T1, FUN_028743-T4, FUN_028743-T2, FUN_028743-T3
OG0002265	Ds_00017002-RA	FUN_046553-T1, FUN_046554-T1, FUN_011947-T1
OG0002266	Ds_00010711-RA	FUN_029361-T1
OG0002268	Ds_00001717-RA, Ds_00011789-RA	FUN_046196-T3, FUN_046196-T2, FUN_046196-T1
OG0002269	Ds_00011497-RA	FUN_035833-T1
OG0002270	Ds_00000975-RA	FUN_033231-T1
OG0002271	Ds_00011494-RA	FUN_035820-T1
OG0002271	Ds_00013894-RA	FUN_046708-T1
OG0002274	Ds_00010099-RA	FUN_048008-T1
OG0002276	Ds_00009931-RA, Ds_00014256-RA	FUN_004940-T1, FUN_000085-T1
OG0002277	Ds_00009919-RA, Ds_00014262-RA	FUN_008358-T2, FUN_008358-T1, FUN_021165-T1
OG0002278	Ds_00007942-RA, Ds_00016860-RA, Ds_00009828-RA	FUN_024220-T1, FUN_041949-T1
OG0002280	Ds_00017847-RA	FUN_012935-T1
OG0002281	Ds_00002147-RA	FUN_049352-T1, FUN_007648-T1
OG0002281	Ds_00012118-RA	FUN_008056-T1
OG0002282	Ds_00009926-RA, Ds_00014276-RA	FUN_008367-T1
OG0002284	Ds_00002359-RA	FUN_023894-T4, FUN_023894-T3, FUN_023894-T2, FUN_023894-T1
OG0002285	Ds_00000296-RA	FUN_045576-T2, FUN_045576-T3, FUN_045576-T1
OG0002286	Ds_00016440-RA, Ds_00017630-RA, Ds_00003623-RA	FUN_050529-T3, FUN_050529-T1, FUN_050529-T2, FUN_052879-T1, FUN_013039-T2, FUN_013039-T1
OG0002288	Ds_00007228-RA	FUN_026074-T2, FUN_026074-T5, FUN_026074-T4, FUN_026074-T1
OG0002289	Ds_00005657-RA	FUN_013699-T1
OG0002290	Ds_00014275-RA	FUN_008366-T1
OG0002291	Ds_00016884-RA, Ds_00005652-RA, Ds_00012587-RA	FUN_008896-T1, FUN_013670-T1
OG0002292	Ds_00003723-RA, Ds_00004007-RA	FUN_035888-T1, FUN_035887-T1, FUN_021718-T4, FUN_021718-T1, FUN_021718-T2, FUN_021718-T3
OG0002293	Ds_00009852-RA, Ds_00007979-RA	FUN_034036-T1, FUN_026859-T1
OG0002294	Ds_00016088-RA	FUN_020983-T1
OG0002295	Ds_00015992-RA	FUN_012876-T1
OG0002295	Ds_00017113-RA	FUN_018219-T2, FUN_018219-T1, FUN_041054-T2, FUN_041054-T1
OG0002296	Ds_00007274-RA, Ds_00014687-RA, Ds_00012883-RA, Ds_00012881-RA	FUN_026272-T1
OG0002297	Ds_00009993-RA, Ds_00004169-RA, Ds_00012721-RA	FUN_031677-T2, FUN_031677-T1, FUN_031677-T3, FUN_026777-T1, FUN_026777-T2, FUN_026777-T3
OG0002298	Ds_00014526-RA, Ds_00001834-RA	FUN_047628-T2, FUN_047628-T1
OG0002299	Ds_00001770-RA	FUN_046524-T1
OG0002300	Ds_00006853-RA	FUN_038947-T1
OG0002301	Ds_00000251-RA	FUN_026460-T1
OG0002302	Ds_00014069-RA	FUN_042600-T1
OG0002302	Ds_00010286-RA	FUN_036984-T1, FUN_039383-T1
OG0002303	Ds_00016078-RA	FUN_038617-T1, FUN_038617-T2
OG0002305	Ds_00001597-RA	FUN_038109-T1
OG0002306	Ds_00014301-RA	FUN_012887-T1, FUN_004082-T1
OG0002307	Ds_00006007-RA, Ds_00013972-RA	FUN_028784-T1, FUN_036495-T1
OG0002308	Ds_00010646-RA	FUN_011964-T1, FUN_045823-T2, FUN_045823-T1
OG0002309	Ds_00005189-RA, Ds_00004094-RA	FUN_027405-T1
OG0002310	Ds_00012922-RA	FUN_029241-T1, FUN_018960-T2, FUN_018960-T1, FUN_018960-T3
OG0002311	Ds_00010294-RA	FUN_033354-T1
OG0002312	Ds_00012117-RA	FUN_030191-T1, FUN_019185-T1, FUN_019185-T2
OG0002313	Ds_00016542-RA, Ds_00005307-RA	FUN_043172-T1
OG0002314	Ds_00005590-RA	FUN_045104-T1, FUN_043926-T1
OG0002315	Ds_00016195-RA, Ds_00001418-RA	FUN_008623-T1, FUN_004353-T1
OG0002315	Ds_00009753-RA	FUN_047062-T1, FUN_047063-T1, FUN_011328-T1
OG0002316	Ds_00015267-RA	FUN_030046-T3, FUN_030046-T2, FUN_030046-T1
OG0002317	Ds_00008854-RA, Ds_00000074-RA	FUN_052016-T2, FUN_052016-T1
OG0002318	Ds_00013333-RA	FUN_002415-T1
OG0002319	Ds_00001894-RA	FUN_027022-T1
OG0002319	Ds_00013751-RA	FUN_011425-T1
OG0002320	Ds_00006441-RA	FUN_015169-T1
OG0002320	Ds_00001072-RA	FUN_010434-T1, FUN_051192-T1, FUN_051192-T2
OG0002321	Ds_00015621-RA	FUN_030702-T1
OG0002321	Ds_00007703-RA	FUN_015407-T1, FUN_030702-T2
OG0002322	Ds_00007772-RA, Ds_00001121-RA	FUN_010698-T1, FUN_047307-T1
OG0002323	Ds_00012294-RA	FUN_002288-T1, FUN_009849-T1
OG0002324	Ds_00006549-RA	FUN_024908-T2, FUN_024908-T1
OG0002325	Ds_00009693-RA, Ds_00013778-RA	FUN_025117-T1, FUN_050314-T1
OG0002325	Ds_00010722-RA, Ds_00017082-RA	FUN_025400-T1
OG0002326	Ds_00001856-RA	FUN_020384-T2, FUN_020384-T1, FUN_020384-T3
OG0002327	Ds_00015463-RA	FUN_009212-T1, FUN_009212-T2, FUN_032263-T1
OG0002328	Ds_00010620-RA	FUN_047125-T1, FUN_047125-T4, FUN_047125-T3
OG0002329	Ds_00005869-RA	FUN_010508-T1, FUN_010508-T3, FUN_010508-T4
OG0002329	Ds_00008588-RA	FUN_033600-T1, FUN_033600-T2
OG0002330	Ds_00015601-RA, Ds_00013986-RA	FUN_012550-T1
OG0002331	Ds_00005894-RA	FUN_020093-T1
OG0002331	Ds_00012119-RA	FUN_010443-T1
OG0002332	Ds_00017260-RA, Ds_00016692-RA	FUN_029175-T1, FUN_011078-T1
OG0002333	Ds_00010837-RA	FUN_002938-T1
OG0002333	Ds_00008997-RA	FUN_009129-T1
OG0002334	Ds_00015242-RA, Ds_00011072-RA	FUN_029696-T1
OG0002335	Ds_00016331-RA, Ds_00001203-RA	FUN_018715-T1
OG0002337	Ds_00006198-RA	FUN_022332-T3, FUN_022332-T1, FUN_022332-T2, FUN_000388-T2, FUN_000388-T4, FUN_000388-T1, FUN_000388-T3
OG0002338	Ds_00003296-RA	FUN_002909-T1
OG0002339	Ds_00000402-RA, Ds_00016905-RA	FUN_029013-T1
OG0002340	Ds_00008022-RA	FUN_047500-T1, FUN_047501-T1
OG0002341	Ds_00006232-RA	FUN_022494-T1, FUN_022494-T2, FUN_000158-T1, FUN_037353-T1
OG0002342	Ds_00004315-RA	FUN_023227-T3, FUN_023227-T1, FUN_023227-T2, FUN_032499-T2, FUN_032499-T1
OG0002343	Ds_00015251-RA, Ds_00013500-RA	FUN_016856-T1, FUN_029721-T1
OG0002345	Ds_00008437-RA	FUN_023361-T1, FUN_032569-T1
OG0002346	Ds_00008536-RA, Ds_00005904-RA	FUN_033377-T2, FUN_033377-T3, FUN_033377-T1
OG0002347	Ds_00014174-RA, Ds_00017499-RA	FUN_016905-T2, FUN_016905-T1
OG0002349	Ds_00001555-RA	FUN_049529-T1, FUN_039616-T1
OG0002350	Ds_00003527-RA, Ds_00003540-RA	FUN_016751-T2, FUN_016751-T1
OG0002352	Ds_00002461-RA	FUN_052202-T1
OG0002352	Ds_00002458-RA	FUN_052206-T1
OG0002352	Ds_00002459-RA, Ds_00002460-RA	FUN_052204-T1
OG0002354	Ds_00005831-RA	FUN_045206-T1, FUN_024907-T1, FUN_021521-T1, FUN_031122-T1, FUN_043579-T1, FUN_044458-T1, FUN_023826-T1, FUN_005843-T1, FUN_013691-T1, FUN_035046-T1, FUN_048826-T1, FUN_053218-T1, FUN_052982-T1, FUN_040165-T1, FUN_035777-T1, FUN_038461-T1, FUN_000534-T1, FUN_040250-T1, FUN_001183-T1, FUN_042004-T1, FUN_037460-T1, FUN_024240-T1, FUN_006172-T1, FUN_001435-T1, FUN_021906-T1, FUN_032559-T1, FUN_053334-T1, FUN_053086-T1, FUN_014159-T1, FUN_003339-T1, FUN_004533-T1, FUN_049539-T1, FUN_023461-T1, FUN_023825-T1, FUN_034437-T1, FUN_022623-T1
OG0002366	Ds_00001075-RA	FUN_051154-T1, FUN_051154-T2, FUN_040489-T1
OG0002368	Ds_00002627-RA	FUN_031749-T4, FUN_031749-T3, FUN_031749-T5, FUN_031749-T1, FUN_031749-T2
OG0002369	Ds_00005064-RA	FUN_007526-T1
OG0002369	Ds_00012334-RA	FUN_016186-T1
OG0002370	Ds_00006023-RA	FUN_019344-T1, FUN_005215-T2, FUN_005215-T1
OG0002371	Ds_00007334-RA	FUN_007781-T1, FUN_039855-T1
OG0002372	Ds_00012738-RA	FUN_034802-T1, FUN_050483-T1
OG0002373	Ds_00014675-RA	FUN_045471-T1
OG0002374	Ds_00015413-RA	FUN_014588-T1
OG0002374	Ds_00010828-RA, Ds_00009612-RA	FUN_000938-T1, FUN_005833-T1
OG0002375	Ds_00014872-RA, Ds_00014874-RA, Ds_00015292-RA	FUN_042092-T1
OG0002376	Ds_00006335-RA	FUN_034348-T1
OG0002376	Ds_00000964-RA	FUN_024780-T1, FUN_024778-T1, FUN_042973-T1
OG0002377	Ds_00003227-RA	FUN_037418-T1
OG0002377	Ds_00001058-RA, Ds_00012339-RA	FUN_044730-T1
OG0002378	Ds_00001042-RA	FUN_016192-T1, FUN_016192-T2
OG0002379	Ds_00012917-RA	FUN_000683-T1
OG0002380	Ds_00003173-RA	FUN_036041-T6, FUN_036041-T2, FUN_036041-T4, FUN_036041-T1, FUN_036041-T3, FUN_036041-T5, FUN_036041-T7, FUN_052375-T1
OG0002381	Ds_00002731-RA, Ds_00007143-RA	FUN_033076-T1, FUN_005710-T1
OG0002383	Ds_00003095-RA, Ds_00004626-RA	FUN_020095-T1
OG0002384	Ds_00008949-RA	FUN_006693-T1
OG0002385	Ds_00015746-RA, Ds_00007892-RA	FUN_001543-T1, FUN_027091-T2, FUN_027091-T1
OG0002386	Ds_00007996-RA	FUN_036400-T2, FUN_036400-T1, FUN_052713-T1
OG0002387	Ds_00004675-RA	FUN_032881-T1, FUN_039812-T1
OG0002389	Ds_00003184-RA, Ds_00006440-RA	FUN_035098-T1, FUN_039755-T1
OG0002390	Ds_00006946-RA	FUN_002661-T1
OG0002391	Ds_00012388-RA	FUN_003591-T1, FUN_003590-T1
OG0002391	Ds_00007682-RA, Ds_00012631-RA	FUN_034020-T1
