Orthogroup	D_spatulata.proteins	A_vesiculosa.proteins
OG0002020	Ds_00004799-RA	Av_00001385-RA, Av_00010831-RA, Av_00003359-RA
OG0002021	Ds_00017017-RA, Ds_00000475-RA	Av_00025016-RA, Av_00023016-RA
OG0002022	Ds_00016381-RA	Av_00024229-RA
OG0002023	Ds_00009751-RA	Av_00017727-RA, Av_00000927-RA
OG0002024	Ds_00012588-RA, Ds_00016887-RA	Av_00009455-RA, Av_00001659-RA
OG0002025	Ds_00009306-RA	Av_00002042-RA
OG0002025	Ds_00004560-RA	Av_00004816-RA, Av_00003415-RA
OG0002026	Ds_00015562-RA, Ds_00015565-RA, Ds_00015564-RA, Ds_00015563-RA	Av_00018010-RA, Av_00010297-RA
OG0002027	Ds_00008415-RA, Ds_00009117-RA	Av_00024200-RA
OG0002029	Ds_00003368-RA	Av_00021243-RA
OG0002030	Ds_00002685-RA	Av_00013197-RA, Av_00018805-RA
OG0002031	Ds_00005523-RA	Av_00004335-RA, Av_00008155-RA
OG0002032	Ds_00010113-RA	Av_00007355-RA, Av_00013303-RA
OG0002033	Ds_00010140-RA	Av_00007330-RA
OG0002034	Ds_00006716-RA, Ds_00009261-RA	Av_00005765-RA, Av_00012205-RA, Av_00004977-RA, Av_00019928-RA
OG0002035	Ds_00014731-RA	Av_00013364-RA, Av_00019695-RA
OG0002036	Ds_00001652-RA	Av_00021648-RA
OG0002037	Ds_00016141-RA	Av_00021938-RA, Av_00007436-RA, Av_00003739-RA
OG0002038	Ds_00000206-RA	Av_00008897-RA
OG0002039	Ds_00016236-RA	Av_00017736-RA, Av_00004778-RA
OG0002042	Ds_00001692-RA	Av_00011548-RA, Av_00000143-RA, Av_00008402-RA, Av_00023500-RA, Av_00003058-RA
OG0002042	Ds_00004080-RA	Av_00010161-RA, Av_00016946-RA
OG0002043	Ds_00002951-RA	Av_00002476-RA, Av_00015749-RA
OG0002043	Ds_00012262-RA, Ds_00016225-RA	Av_00010773-RA
OG0002044	Ds_00016574-RA	Av_00020391-RA
OG0002044	Ds_00016573-RA	Av_00020390-RA
OG0002045	Ds_00010094-RA	Av_00008428-RA
OG0002045	Ds_00017236-RA	Av_00003884-RA, Av_00005002-RA
OG0002046	Ds_00006032-RA	Av_00007045-RA
OG0002048	Ds_00005744-RA	Av_00000704-RA, Av_00000706-RA
OG0002048	Ds_00012642-RA	Av_00020581-RA
OG0002049	Ds_00000435-RA, Ds_00012793-RA	Av_00018648-RA
OG0002050	Ds_00000570-RA	Av_00004187-RA
OG0002051	Ds_00012365-RA	Av_00020877-RA
OG0002052	Ds_00004575-RA	Av_00013926-RA
OG0002054	Ds_00012070-RA	Av_00024289-RA
OG0002054	Ds_00007295-RA, Ds_00012065-RA	Av_00016702-RA
OG0002055	Ds_00017144-RA	Av_00001781-RA, Av_00010507-RA
OG0002056	Ds_00007467-RA, Ds_00011974-RA	Av_00004870-RA
OG0002057	Ds_00013298-RA, Ds_00013295-RA	Av_00006106-RA
OG0002058	Ds_00005357-RA, Ds_00008675-RA	Av_00016802-RA, Av_00024783-RA, Av_00015557-RA
OG0002059	Ds_00000558-RA	Av_00009996-RA, Av_00007899-RA
OG0002061	Ds_00008916-RA	Av_00012374-RA
OG0002061	Ds_00009422-RA	Av_00016358-RA
OG0002062	Ds_00012091-RA, Ds_00015092-RA, Ds_00012092-RA, Ds_00012094-RA, Ds_00012095-RA	Av_00019943-RA
OG0002063	Ds_00008506-RA	Av_00017305-RA
OG0002065	Ds_00011092-RA	Av_00005808-RA
OG0002066	Ds_00009273-RA	Av_00009124-RA
OG0002067	Ds_00004906-RA	Av_00019846-RA
OG0002067	Ds_00008669-RA	Av_00000109-RA
OG0002068	Ds_00009030-RA	Av_00020746-RA
OG0002069	Ds_00005556-RA	Av_00011538-RA, Av_00000126-RA, Av_00000753-RA
OG0002070	Ds_00002303-RA	Av_00020089-RA, Av_00010743-RA
OG0002071	Ds_00006517-RA	Av_00002596-RA
OG0002072	Ds_00010455-RA	Av_00013610-RA, Av_00008269-RA
OG0002072	Ds_00009016-RA, Ds_00015465-RA	Av_00002679-RA, Av_00005316-RA, Av_00021491-RA
OG0002073	Ds_00012808-RA, Ds_00012809-RA	Av_00018106-RA
OG0002086	Ds_00004554-RA, Ds_00001102-RA	Av_00023839-RA, Av_00009718-RA, Av_00001413-RA
OG0002087	Ds_00014333-RA	Av_00006502-RA, Av_00013688-RA, Av_00011888-RA
OG0002088	Ds_00014981-RA	Av_00005818-RA, Av_00012173-RA, Av_00003974-RA, Av_00004935-RA
OG0002089	Ds_00000238-RA	Av_00022420-RA, Av_00019298-RA
OG0002089	Ds_00014388-RA	Av_00019529-RA, Av_00019299-RA, Av_00008879-RA
OG0002090	Ds_00003921-RA	Av_00016620-RA
OG0002090	Ds_00000567-RA, Ds_00012143-RA	Av_00019046-RA
OG0002091	Ds_00006451-RA	Av_00002028-RA
OG0002092	Ds_00004542-RA	Av_00001426-RA
OG0002093	Ds_00017626-RA	Av_00024149-RA
OG0002094	Ds_00001361-RA	Av_00010353-RA, Av_00005531-RA, Av_00006062-RA
OG0002095	Ds_00013185-RA	Av_00008183-RA, Av_00004356-RA
OG0002097	Ds_00013144-RA, Ds_00007409-RA	Av_00020396-RA, Av_00021736-RA
OG0002097	Ds_00013108-RA	Av_00024553-RA
OG0002098	Ds_00008276-RA	Av_00008525-RA
OG0002099	Ds_00004656-RA	Av_00018495-RA, Av_00000624-RA, Av_00024764-RA, Av_00019650-RA, Av_00018494-RA
OG0002101	Ds_00010892-RA	Av_00017636-RA
OG0002102	Ds_00003257-RA	Av_00013544-RA, Av_00001564-RA, Av_00009599-RA
OG0002103	Ds_00003076-RA	Av_00017780-RA
OG0002103	Ds_00006290-RA	Av_00001295-RA
OG0002103	Ds_00006199-RA	Av_00021230-RA
OG0002104	Ds_00001109-RA	Av_00001403-RA, Av_00023197-RA, Av_00003417-RA
OG0002105	Ds_00013709-RA	Av_00011734-RA, Av_00002890-RA, Av_00012576-RA
OG0002106	Ds_00005234-RA	Av_00004728-RA, Av_00016883-RA, Av_00012718-RA, Av_00021663-RA
OG0002108	Ds_00014434-RA, Ds_00003706-RA	Av_00006622-RA, Av_00011769-RA, Av_00022970-RA
OG0002109	Ds_00008332-RA, Ds_00015674-RA	Av_00008495-RA
OG0002109	Ds_00010150-RA	Av_00017347-RA, Av_00007323-RA
OG0002110	Ds_00005725-RA	Av_00020297-RA, Av_00003493-RA, Av_00022443-RA
OG0002111	Ds_00016219-RA	Av_00001818-RA, Av_00013739-RA
OG0002112	Ds_00016776-RA	Av_00016394-RA, Av_00013417-RA
OG0002112	Ds_00000126-RA	Av_00011351-RA
OG0002113	Ds_00016194-RA	Av_00019005-RA, Av_00001895-RA
OG0002113	Ds_00000067-RA, Ds_00012999-RA	Av_00004589-RA, Av_00004290-RA, Av_00015975-RA
OG0002114	Ds_00007012-RA, Ds_00006579-RA, Ds_00000841-RA	Av_00016736-RA
OG0002116	Ds_00003063-RA	Av_00024294-RA
OG0002116	Ds_00017026-RA	Av_00008784-RA
OG0002116	Ds_00004692-RA, Ds_00004691-RA	Av_00004857-RA, Av_00009605-RA
OG0002117	Ds_00010897-RA	Av_00017639-RA
OG0002118	Ds_00001582-RA, Ds_00008826-RA	Av_00011492-RA, Av_00000087-RA, Av_00023225-RA
OG0002120	Ds_00013042-RA	Av_00011401-RA, Av_00015950-RA
OG0002120	Ds_00011248-RA	Av_00000418-RA
OG0002121	Ds_00008830-RA	Av_00013997-RA
OG0002121	Ds_00001422-RA, Ds_00001421-RA, Ds_00008009-RA	Av_00000355-RA
OG0002122	Ds_00010868-RA	Av_00015886-RA
OG0002122	Ds_00010926-RA	Av_00001863-RA, Av_00013696-RA
OG0002123	Ds_00008158-RA	Av_00011484-RA, Av_00000078-RA
OG0002124	Ds_00014399-RA	Av_00006295-RA
OG0002125	Ds_00014033-RA	Av_00000350-RA, Av_00021682-RA
OG0002126	Ds_00003511-RA	Av_00008665-RA, Av_00014697-RA, Av_00000076-RA, Av_00011479-RA
OG0002127	Ds_00017278-RA, Ds_00001543-RA	Av_00000106-RA, Av_00008351-RA, Av_00017973-RA, Av_00011513-RA
OG0002128	Ds_00016703-RA	Av_00020631-RA
OG0002128	Ds_00013433-RA	Av_00000494-RA, Av_00022361-RA, Av_00001918-RA, Av_00018983-RA
OG0002129	Ds_00003403-RA	Av_00003620-RA, Av_00007129-RA
OG0002130	Ds_00010896-RA	Av_00010469-RA, Av_00017638-RA
OG0002130	Ds_00014421-RA, Ds_00003710-RA	Av_00011779-RA, Av_00006610-RA
OG0002130	Ds_00003977-RA	Av_00016638-RA, Av_00014852-RA, Av_00001265-RA
OG0002131	Ds_00003753-RA, Ds_00016267-RA	Av_00010548-RA
OG0002131	Ds_00000522-RA	Av_00016011-RA
OG0002132	Ds_00013145-RA, Ds_00007419-RA	Av_00024551-RA, Av_00023494-RA
OG0002134	Ds_00014657-RA	Av_00009589-RA, Av_00002166-RA, Av_00013529-RA
OG0002135	Ds_00007585-RA, Ds_00002165-RA	Av_00007856-RA, Av_00011209-RA, Av_00017224-RA
OG0002136	Ds_00005535-RA	Av_00008058-RA
OG0002137	Ds_00000092-RA	Av_00009916-RA, Av_00011127-RA
OG0002138	Ds_00009097-RA	Av_00014523-RA
OG0002139	Ds_00003493-RA	Av_00011494-RA
OG0002140	Ds_00002447-RA	Av_00004157-RA, Av_00015419-RA, Av_00010723-RA, Av_00018933-RA
OG0002140	Ds_00009628-RA	Av_00004902-RA, Av_00004022-RA
OG0002142	Ds_00000214-RA	Av_00004230-RA, Av_00016028-RA, Av_00015844-RA, Av_00020065-RA
OG0002143	Ds_00000645-RA	Av_00006839-RA, Av_00007946-RA
OG0002143	Ds_00004210-RA	Av_00014304-RA, Av_00010099-RA
OG0002143	Ds_00002619-RA	Av_00023280-RA
OG0002144	Ds_00005668-RA, Ds_00016876-RA, Ds_00012579-RA	Av_00009437-RA
OG0002144	Ds_00002831-RA	Av_00013947-RA, Av_00003250-RA
OG0002145	Ds_00009484-RA	Av_00020073-RA, Av_00002651-RA
OG0002146	Ds_00013049-RA	Av_00019302-RA, Av_00008873-RA, Av_00004240-RA, Av_00024455-RA, Av_00004239-RA
OG0002147	Ds_00008606-RA	Av_00005217-RA, Av_00002751-RA
OG0002147	Ds_00010612-RA	Av_00000503-RA, Av_00001808-RA, Av_00001806-RA
OG0002148	Ds_00004587-RA	Av_00010877-RA, Av_00015214-RA
OG0002148	Ds_00003583-RA, Ds_00003584-RA	Av_00000041-RA, Av_00011434-RA
OG0002149	Ds_00004530-RA, Ds_00007696-RA, Ds_00005609-RA	Av_00017629-RA
OG0002149	Ds_00002864-RA, Ds_00015020-RA	Av_00000017-RA
OG0002151	Ds_00009492-RA	Av_00018057-RA
OG0002152	Ds_00000174-RA	Av_00008921-RA, Av_00019276-RA
OG0002153	Ds_00008866-RA, Ds_00016018-RA, Ds_00016002-RA, Ds_00011762-RA	Av_00004311-RA, Av_00004569-RA, Av_00000941-RA, Av_00007241-RA
OG0002154	Ds_00002143-RA	Av_00014544-RA
OG0002155	Ds_00003577-RA, Ds_00003578-RA, Ds_00004584-RA, Ds_00004582-RA	Av_00010874-RA
OG0002156	Ds_00017114-RA	Av_00012806-RA, Av_00020207-RA
OG0002156	Ds_00015733-RA	Av_00005854-RA, Av_00012139-RA
OG0002157	Ds_00004811-RA	Av_00001377-RA
OG0002159	Ds_00017885-RA	Av_00009347-RA, Av_00012457-RA
OG0002159	Ds_00008223-RA	Av_00020724-RA
OG0002161	Ds_00015184-RA	Av_00012000-RA
OG0002162	Ds_00000065-RA, Ds_00013000-RA	Av_00007259-RA
OG0002163	Ds_00001704-RA	Av_00000153-RA, Av_00011560-RA, Av_00018663-RA
OG0002164	Ds_00015132-RA, Ds_00015135-RA, Ds_00015136-RA, Ds_00015139-RA, Ds_00015137-RA, Ds_00015138-RA, Ds_00015131-RA, Ds_00009240-RA	Av_00022408-RA
OG0002165	Ds_00015392-RA	Av_00011973-RA
OG0002165	Ds_00015180-RA	Av_00011967-RA
OG0002166	Ds_00011013-RA	Av_00012667-RA, Av_00014473-RA
OG0002166	Ds_00013961-RA	Av_00007002-RA
OG0002167	Ds_00003333-RA	Av_00008300-RA, Av_00013589-RA
OG0002168	Ds_00011568-RA	Av_00015285-RA, Av_00013285-RA, Av_00007338-RA, Av_00021059-RA
OG0002169	Ds_00015517-RA	Av_00006163-RA
OG0002171	Ds_00010067-RA	Av_00019687-RA, Av_00013350-RA
OG0002174	Ds_00013016-RA, Ds_00013580-RA	Av_00004283-RA, Av_00004592-RA
OG0002175	Ds_00009450-RA	Av_00000307-RA
OG0002176	Ds_00010250-RA	Av_00021895-RA
OG0002177	Ds_00006277-RA	Av_00016159-RA
OG0002178	Ds_00009174-RA	Av_00010833-RA
OG0002179	Ds_00009320-RA	Av_00013556-RA
OG0002179	Ds_00015652-RA	Av_00009137-RA, Av_00020851-RA
OG0002179	Ds_00013037-RA	Av_00008837-RA
OG0002180	Ds_00004598-RA	Av_00011443-RA
OG0002181	Ds_00009704-RA, Ds_00013771-RA	Av_00008945-RA
OG0002182	Ds_00004756-RA	Av_00003386-RA
OG0002184	Ds_00007475-RA	Av_00004070-RA
OG0002185	Ds_00007980-RA	Av_00010006-RA, Av_00015993-RA, Av_00004186-RA
OG0002186	Ds_00013238-RA, Ds_00008542-RA	Av_00007637-RA
OG0002187	Ds_00005619-RA	Av_00001675-RA, Av_00013029-RA
OG0002188	Ds_00002257-RA, Ds_00005361-RA	Av_00013379-RA, Av_00015887-RA
OG0002189	Ds_00002600-RA	Av_00010093-RA, Av_00014310-RA, Av_00012810-RA
OG0002190	Ds_00013493-RA, Ds_00011045-RA	Av_00005778-RA, Av_00004959-RA
OG0002190	Ds_00014131-RA	Av_00015926-RA
OG0002191	Ds_00008527-RA	Av_00007643-RA, Av_00002577-RA, Av_00018451-RA
OG0002191	Ds_00012736-RA	Av_00002561-RA, Av_00018471-RA
OG0002192	Ds_00002670-RA, Ds_00002671-RA	Av_00014302-RA, Av_00010107-RA
OG0002193	Ds_00007679-RA	Av_00005291-RA
OG0002193	Ds_00016251-RA	Av_00001740-RA
OG0002194	Ds_00008436-RA	Av_00006419-RA, Av_00016612-RA, Av_00005269-RA
OG0002194	Ds_00012416-RA, Ds_00017257-RA	Av_00013786-RA
OG0002195	Ds_00008944-RA	Av_00020233-RA
OG0002195	Ds_00003768-RA, Ds_00011400-RA	Av_00017695-RA
OG0002196	Ds_00009025-RA	Av_00005318-RA
OG0002197	Ds_00010548-RA, Ds_00008446-RA	Av_00002717-RA, Av_00005257-RA
OG0002199	Ds_00013236-RA	Av_00007638-RA, Av_00021660-RA, Av_00003334-RA
OG0002200	Ds_00002468-RA	Av_00015403-RA
OG0002202	Ds_00011850-RA	Av_00015672-RA
OG0002211	Ds_00004627-RA	Av_00013239-RA
OG0002212	Ds_00008269-RA	Av_00021087-RA
OG0002212	Ds_00005055-RA	Av_00013523-RA
OG0002213	Ds_00001008-RA	Av_00002232-RA
OG0002213	Ds_00005554-RA	Av_00000743-RA
OG0002214	Ds_00004117-RA	Av_00004736-RA, Av_00018942-RA, Av_00013468-RA
OG0002215	Ds_00004856-RA, Ds_00011123-RA	Av_00021121-RA
OG0002216	Ds_00013702-RA	Av_00002895-RA
OG0002216	Ds_00005853-RA	Av_00016894-RA
OG0002217	Ds_00014217-RA	Av_00004944-RA, Av_00003966-RA
OG0002219	Ds_00003285-RA, Ds_00009621-RA	Av_00007083-RA, Av_00003573-RA, Av_00008262-RA, Av_00013617-RA
OG0002221	Ds_00006924-RA	Av_00016167-RA, Av_00021226-RA
OG0002222	Ds_00013853-RA, Ds_00016510-RA	Av_00001068-RA
OG0002224	Ds_00006851-RA	Av_00012633-RA, Av_00002960-RA
OG0002225	Ds_00011088-RA	Av_00005807-RA
OG0002226	Ds_00006543-RA	Av_00001489-RA
OG0002227	Ds_00001217-RA	Av_00017383-RA
OG0002228	Ds_00003070-RA	Av_00017862-RA
OG0002229	Ds_00005549-RA	Av_00020752-RA
OG0002230	Ds_00006021-RA	Av_00008181-RA
OG0002231	Ds_00016802-RA, Ds_00014949-RA	Av_00011836-RA, Av_00014891-RA
OG0002231	Ds_00016803-RA	Av_00008109-RA, Av_00014890-RA
OG0002232	Ds_00008745-RA	Av_00013490-RA, Av_00012593-RA, Av_00002908-RA
OG0002233	Ds_00010299-RA	Av_00013451-RA, Av_00021339-RA, Av_00020181-RA
OG0002234	Ds_00013310-RA	Av_00012342-RA
OG0002236	Ds_00003931-RA	Av_00006643-RA
OG0002237	Ds_00006158-RA	Av_00020342-RA
OG0002238	Ds_00003459-RA	Av_00018097-RA
OG0002239	Ds_00011435-RA	Av_00022982-RA, Av_00006636-RA
OG0002240	Ds_00013698-RA, Ds_00002031-RA	Av_00011724-RA, Av_00012584-RA, Av_00002897-RA
OG0002241	Ds_00003217-RA	Av_00024609-RA, Av_00017058-RA, Av_00000564-RA, Av_00019194-RA
OG0002242	Ds_00011616-RA	Av_00004251-RA, Av_00025101-RA
OG0002243	Ds_00000925-RA, Ds_00017235-RA, Ds_00017234-RA, Ds_00009287-RA, Ds_00002638-RA	Av_00012008-RA, Av_00015635-RA
OG0002244	Ds_00000562-RA, Ds_00002521-RA	Av_00004193-RA, Av_00010807-RA, Av_00010215-RA, Av_00009993-RA
OG0002245	Ds_00013345-RA, Ds_00015030-RA	Av_00004520-RA, Av_00012353-RA
OG0002245	Ds_00001426-RA	Av_00018989-RA, Av_00001911-RA
OG0002246	Ds_00003956-RA	Av_00006621-RA
OG0002247	Ds_00004952-RA	Av_00023292-RA, Av_00020158-RA
OG0002247	Ds_00000050-RA	Av_00011383-RA
OG0002249	Ds_00007881-RA	Av_00016440-RA
OG0002249	Ds_00011877-RA	Av_00022938-RA, Av_00022399-RA
OG0002250	Ds_00006507-RA	Av_00024840-RA
OG0002251	Ds_00016211-RA	Av_00014235-RA, Av_00011677-RA
OG0002251	Ds_00013415-RA	Av_00000433-RA, Av_00019002-RA
OG0002253	Ds_00013911-RA, Ds_00001871-RA	Av_00000234-RA, Av_00007805-RA
OG0002254	Ds_00001526-RA	Av_00000119-RA, Av_00011525-RA
OG0002254	Ds_00003620-RA	Av_00000385-RA
OG0002255	Ds_00010867-RA	Av_00009361-RA, Av_00012468-RA
OG0002255	Ds_00002253-RA	Av_00015885-RA
OG0002256	Ds_00007457-RA, Ds_00017972-RA, Ds_00017971-RA	Av_00003761-RA
OG0002257	Ds_00009417-RA	Av_00015319-RA
OG0002258	Ds_00007470-RA	Av_00004868-RA
OG0002260	Ds_00008825-RA	Av_00023224-RA, Av_00010969-RA
OG0002261	Ds_00000128-RA	Av_00011100-RA
OG0002261	Ds_00008882-RA	Av_00000952-RA, Av_00011350-RA
OG0002263	Ds_00000051-RA	Av_00007264-RA, Av_00018309-RA
OG0002264	Ds_00008237-RA, Ds_00016459-RA	Av_00009806-RA, Av_00012998-RA, Av_00017125-RA
OG0002265	Ds_00017002-RA	Av_00003112-RA
OG0002266	Ds_00010711-RA	Av_00002654-RA, Av_00005351-RA
OG0002268	Ds_00001717-RA, Ds_00011789-RA	Av_00008413-RA, Av_00020654-RA, Av_00002508-RA
OG0002269	Ds_00011497-RA	Av_00007501-RA, Av_00003638-RA
OG0002270	Ds_00000975-RA	Av_00009667-RA, Av_00002269-RA
OG0002271	Ds_00013894-RA	Av_00007829-RA, Av_00002337-RA
OG0002272	Ds_00014040-RA	Av_00018662-RA, Av_00008412-RA
OG0002273	Ds_00012255-RA	Av_00013093-RA, Av_00019828-RA
OG0002274	Ds_00015513-RA	Av_00013314-RA
OG0002274	Ds_00010099-RA	Av_00006160-RA
OG0002275	Ds_00001745-RA	Av_00015755-RA
OG0002276	Ds_00009931-RA, Ds_00014256-RA	Av_00021758-RA
OG0002277	Ds_00009919-RA, Ds_00014262-RA	Av_00018245-RA, Av_00004650-RA, Av_00014320-RA, Av_00010077-RA
OG0002278	Ds_00007942-RA, Ds_00016860-RA, Ds_00009828-RA	Av_00018220-RA, Av_00001027-RA
OG0002279	Ds_00012448-RA	Av_00024956-RA, Av_00024583-RA, Av_00024317-RA, Av_00015175-RA, Av_00011728-RA, Av_00022673-RA
OG0002280	Ds_00017847-RA	Av_00013565-RA, Av_00001578-RA, Av_00002047-RA, Av_00012883-RA
OG0002282	Ds_00009926-RA, Ds_00014276-RA	Av_00014317-RA, Av_00010081-RA
OG0002283	Ds_00016300-RA	Av_00011964-RA, Av_00019840-RA
OG0002284	Ds_00002359-RA	Av_00022338-RA
OG0002285	Ds_00000296-RA	Av_00007175-RA
OG0002286	Ds_00016440-RA	Av_00023431-RA, Av_00009813-RA
OG0002286	Ds_00017630-RA	Av_00001004-RA, Av_00018200-RA
OG0002287	Ds_00000690-RA	Av_00004153-RA, Av_00015426-RA, Av_00007969-RA
OG0002289	Ds_00005657-RA	Av_00024425-RA, Av_00001654-RA, Av_00009443-RA
OG0002290	Ds_00014275-RA	Av_00024265-RA, Av_00010080-RA, Av_00014318-RA
OG0002291	Ds_00016884-RA	Av_00023055-RA, Av_00015060-RA
OG0002291	Ds_00005652-RA	Av_00013014-RA, Av_00012856-RA, Av_00009449-RA
OG0002292	Ds_00003723-RA, Ds_00004007-RA	Av_00016504-RA, Av_00006597-RA
OG0002292	Ds_00008959-RA	Av_00023705-RA
OG0002293	Ds_00009852-RA, Ds_00007979-RA	Av_00011019-RA, Av_00009820-RA
OG0002294	Ds_00016088-RA	Av_00024348-RA, Av_00010089-RA
OG0002295	Ds_00015992-RA	Av_00017244-RA, Av_00005664-RA
OG0002295	Ds_00017113-RA	Av_00014595-RA, Av_00010444-RA
OG0002296	Ds_00007274-RA	Av_00012133-RA, Av_00004896-RA, Av_00004038-RA
OG0002297	Ds_00009993-RA	Av_00024693-RA
OG0002297	Ds_00004169-RA, Ds_00012721-RA	Av_00010122-RA, Av_00014292-RA
OG0002298	Ds_00014526-RA	Av_00024309-RA, Av_00019474-RA
OG0002298	Ds_00001834-RA	Av_00007818-RA
OG0002299	Ds_00001770-RA	Av_00018413-RA, Av_00018412-RA, Av_00002392-RA, Av_00018411-RA, Av_00023796-RA, Av_00024673-RA
OG0002300	Ds_00006853-RA	Av_00021201-RA, Av_00022961-RA, Av_00010296-RA, Av_00018011-RA
OG0002301	Ds_00000251-RA	Av_00019301-RA
OG0002302	Ds_00014069-RA	Av_00008401-RA
OG0002302	Ds_00010286-RA	Av_00018398-RA, Av_00021343-RA
OG0002303	Ds_00016078-RA	Av_00010254-RA
OG0002305	Ds_00001597-RA	Av_00010947-RA
OG0002306	Ds_00014301-RA	Av_00005052-RA, Av_00003821-RA, Av_00005660-RA
OG0002307	Ds_00013972-RA	Av_00006521-RA, Av_00007008-RA
OG0002308	Ds_00010646-RA	Av_00002400-RA, Av_00015779-RA
OG0002309	Ds_00005189-RA, Ds_00004094-RA	Av_00004746-RA, Av_00016938-RA, Av_00014261-RA
OG0002310	Ds_00012922-RA	Av_00006041-RA, Av_00005542-RA
OG0002311	Ds_00010294-RA	Av_00013459-RA
OG0002312	Ds_00012117-RA	Av_00011997-RA, Av_00015632-RA
OG0002313	Ds_00016542-RA	Av_00017506-RA
OG0002314	Ds_00005590-RA	Av_00017623-RA
OG0002315	Ds_00016195-RA, Ds_00001418-RA	Av_00014228-RA, Av_00011671-RA
OG0002315	Ds_00009753-RA	Av_00017726-RA, Av_00010992-RA
OG0002316	Ds_00015267-RA	Av_00003892-RA
OG0002317	Ds_00008854-RA	Av_00011135-RA
OG0002317	Ds_00000074-RA	Av_00004295-RA, Av_00004584-RA
OG0002318	Ds_00013333-RA	Av_00009778-RA, Av_00008773-RA
OG0002319	Ds_00013751-RA	Av_00011007-RA
OG0002320	Ds_00006441-RA	Av_00000586-RA, Av_00019207-RA
OG0002320	Ds_00001072-RA	Av_00020869-RA, Av_00009694-RA, Av_00002302-RA, Av_00009693-RA
OG0002321	Ds_00007703-RA	Av_00005026-RA, Av_00005679-RA, Av_00003847-RA
OG0002322	Ds_00007772-RA, Ds_00001121-RA	Av_00001400-RA
OG0002323	Ds_00012294-RA	Av_00008535-RA, Av_00012048-RA
OG0002324	Ds_00015869-RA	Av_00022998-RA
OG0002324	Ds_00006549-RA	Av_00009624-RA
OG0002325	Ds_00009693-RA	Av_00017658-RA, Av_00010488-RA
OG0002325	Ds_00013778-RA	Av_00011181-RA
OG0002325	Ds_00017082-RA	Av_00007747-RA
OG0002326	Ds_00001856-RA	Av_00011586-RA, Av_00022162-RA
OG0002327	Ds_00015463-RA	Av_00023097-RA, Av_00015482-RA
OG0002328	Ds_00010620-RA	Av_00000504-RA
OG0002329	Ds_00008588-RA	Av_00006365-RA, Av_00007608-RA
OG0002330	Ds_00015601-RA	Av_00005635-RA
OG0002330	Ds_00013986-RA	Av_00010562-RA
OG0002331	Ds_00005894-RA	Av_00002591-RA
OG0002331	Ds_00012119-RA	Av_00023374-RA
OG0002332	Ds_00017260-RA, Ds_00016692-RA	Av_00010513-RA, Av_00011256-RA, Av_00001762-RA, Av_00013784-RA, Av_00012429-RA, Av_00009315-RA
OG0002333	Ds_00010837-RA	Av_00013614-RA, Av_00008265-RA
OG0002333	Ds_00008997-RA	Av_00005307-RA, Av_00020735-RA
OG0002334	Ds_00015242-RA, Ds_00011072-RA	Av_00015582-RA, Av_00009099-RA
OG0002335	Ds_00016331-RA, Ds_00001203-RA	Av_00021515-RA
OG0002336	Ds_00007091-RA	Av_00003119-RA
OG0002337	Ds_00006198-RA	Av_00021229-RA, Av_00016170-RA
OG0002338	Ds_00003296-RA	Av_00003583-RA
OG0002339	Ds_00000402-RA, Ds_00016905-RA	Av_00013084-RA, Av_00017580-RA
OG0002340	Ds_00008022-RA	Av_00000322-RA
OG0002341	Ds_00006232-RA	Av_00001364-RA, Av_00020144-RA
OG0002342	Ds_00004315-RA	Av_00005275-RA, Av_00002699-RA
OG0002343	Ds_00015251-RA	Av_00009107-RA, Av_00015592-RA
OG0002343	Ds_00013500-RA	Av_00004957-RA
OG0002345	Ds_00008437-RA	Av_00015511-RA, Av_00006417-RA, Av_00007544-RA
OG0002346	Ds_00008536-RA	Av_00010809-RA, Av_00003336-RA
OG0002346	Ds_00005904-RA	Av_00002580-RA, Av_00018447-RA
OG0002347	Ds_00014174-RA, Ds_00017499-RA	Av_00023146-RA, Av_00022664-RA
OG0002349	Ds_00001555-RA	Av_00000098-RA, Av_00003127-RA, Av_00014013-RA
OG0002352	Ds_00002461-RA	Av_00015409-RA, Av_00004169-RA
OG0002366	Ds_00001075-RA	Av_00000798-RA, Av_00000593-RA
OG0002368	Ds_00002627-RA	Av_00016003-RA
OG0002369	Ds_00005064-RA	Av_00013517-RA, Av_00001546-RA
OG0002369	Ds_00012334-RA	Av_00002284-RA
OG0002371	Ds_00007334-RA	Av_00002794-RA
OG0002372	Ds_00012738-RA	Av_00007671-RA
OG0002373	Ds_00014675-RA	Av_00023901-RA
OG0002374	Ds_00010828-RA, Ds_00009612-RA	Av_00003562-RA, Av_00013627-RA, Av_00008253-RA
OG0002375	Ds_00015292-RA	Av_00017547-RA
OG0002376	Ds_00006335-RA	Av_00016282-RA
OG0002376	Ds_00000964-RA	Av_00009611-RA, Av_00002190-RA, Av_00020010-RA
OG0002377	Ds_00003227-RA	Av_00014732-RA, Av_00000560-RA
OG0002377	Ds_00001058-RA	Av_00002283-RA, Av_00009677-RA, Av_00019874-RA
OG0002377	Ds_00012339-RA	Av_00004784-RA
OG0002378	Ds_00001042-RA	Av_00003450-RA
OG0002379	Ds_00016961-RA	Av_00018966-RA, Av_00024993-RA
OG0002379	Ds_00016947-RA	Av_00023685-RA, Av_00015183-RA
OG0002380	Ds_00003173-RA	Av_00019230-RA
