Orthogroup	D_spatulata.proteins	L_sativa.proteins
OG0001682	Ds_00007889-RA	Lsat_1_v5_gn_4_122741.1, Lsat_1_v5_gn_4_122621.1, Lsat_1_v5_gn_1_19560.1
OG0001684	Ds_00001965-RA	Lsat_1_v5_gn_9_120281.1, Lsat_1_v5_gn_9_120281.2, Lsat_1_v5_gn_9_120281.5, Lsat_1_v5_gn_9_120520.3, Lsat_1_v5_gn_9_120520.1, Lsat_1_v5_gn_9_120321.1, Lsat_1_v5_gn_9_120321.2
OG0001685	Ds_00013256-RA	Lsat_1_v5_gn_2_41820.1, Lsat_1_v5_gn_3_99000.1, Lsat_1_v5_gn_6_61721.3, Lsat_1_v5_gn_6_61721.1
OG0001685	Ds_00001003-RA, Ds_00006550-RA	Lsat_1_v5_gn_9_11920.1, Lsat_1_v5_gn_5_179241.1, Lsat_1_v5_gn_8_90501.1
OG0001686	Ds_00003176-RA	Lsat_1_v5_gn_3_125500.1, Lsat_1_v5_gn_3_125500.3, Lsat_1_v5_gn_3_125500.4
OG0001686	Ds_00014104-RA	Lsat_1_v5_gn_8_91560.3, Lsat_1_v5_gn_8_91560.1
OG0001687	Ds_00009785-RA, Ds_00009786-RA	Lsat_1_v5_gn_4_117960.3, Lsat_1_v5_gn_4_117960.1, Lsat_1_v5_gn_4_117960.2
OG0001689	Ds_00008943-RA	Lsat_1_v5_gn_4_182341.2, Lsat_1_v5_gn_4_182341.1, Lsat_1_v5_gn_2_92160.3, Lsat_1_v5_gn_2_92160.1
OG0001689	Ds_00004699-RA	Lsat_1_v5_gn_9_4501.5, Lsat_1_v5_gn_9_4501.4, Lsat_1_v5_gn_9_4501.2
OG0001691	Ds_00006552-RA	Lsat_1_v5_gn_9_12080.1, Lsat_1_v5_gn_9_12080.2, Lsat_1_v5_gn_8_90361.1
OG0001692	Ds_00003661-RA	Lsat_1_v5_gn_1_29841.1, Lsat_1_v5_gn_1_30481.3, Lsat_1_v5_gn_1_30481.1, Lsat_1_v5_gn_5_9460.3, Lsat_1_v5_gn_5_9460.1
OG0001693	Ds_00003686-RA	Lsat_1_v5_gn_7_74900.1
OG0001694	Ds_00005332-RA	Lsat_1_v5_gn_4_110201.1, Lsat_1_v5_gn_4_110201.3, Lsat_1_v5_gn_4_110201.2
OG0001695	Ds_00009850-RA	Lsat_1_v5_gn_8_66101.3, Lsat_1_v5_gn_8_66101.2, Lsat_1_v5_gn_8_66101.1
OG0001696	Ds_00017308-RA	Lsat_1_v5_gn_2_58761.1, Lsat_1_v5_gn_6_37901.1, Lsat_1_v5_gn_6_37901.2
OG0001696	Ds_00016694-RA, Ds_00005343-RA	Lsat_1_v5_gn_9_27121.1
OG0001697	Ds_00017399-RA	Lsat_1_v5_gn_3_29721.3, Lsat_1_v5_gn_3_29721.1, Lsat_1_v5_gn_8_149900.1
OG0001698	Ds_00017594-RA, Ds_00002958-RA	Lsat_1_v5_gn_6_95781.1, Lsat_1_v5_gn_6_95781.4, Lsat_1_v5_gn_3_19561.1, Lsat_1_v5_gn_6_3421.2, Lsat_1_v5_gn_6_3421.1
OG0001699	Ds_00004171-RA	Lsat_1_v5_gn_0_9300.1, Lsat_1_v5_gn_0_9300.2, Lsat_1_v5_gn_0_9300.4
OG0001700	Ds_00005329-RA, Ds_00017052-RA	Lsat_1_v5_gn_5_21920.2, Lsat_1_v5_gn_5_21920.3, Lsat_1_v5_gn_5_21920.1, Lsat_1_v5_gn_1_13660.1, Lsat_1_v5_gn_4_109861.1
OG0001701	Ds_00001502-RA	Lsat_1_v5_gn_1_7940.2, Lsat_1_v5_gn_1_7940.1, Lsat_1_v5_gn_1_7940.3
OG0001702	Ds_00007438-RA	Lsat_1_v5_gn_9_14941.1, Lsat_1_v5_gn_8_89281.1, Lsat_1_v5_gn_8_89281.3
OG0001702	Ds_00014229-RA	Lsat_1_v5_gn_4_174880.1, Lsat_1_v5_gn_2_86040.1
OG0001703	Ds_00000169-RA	Lsat_1_v5_gn_2_12241.2, Lsat_1_v5_gn_2_12241.1
OG0001704	Ds_00017929-RA	Lsat_1_v5_gn_8_15301.3, Lsat_1_v5_gn_8_15301.1, Lsat_1_v5_gn_2_118901.1
OG0001705	Ds_00016836-RA, Ds_00016837-RA, Ds_00007191-RA, Ds_00011638-RA	Lsat_1_v5_gn_9_61961.1, Lsat_1_v5_gn_9_62000.2, Lsat_1_v5_gn_9_62000.1, Lsat_1_v5_gn_9_61981.2, Lsat_1_v5_gn_9_61981.1, Lsat_1_v5_gn_9_62120.1, Lsat_1_v5_gn_9_62080.1, Lsat_1_v5_gn_9_61920.1, Lsat_1_v5_gn_9_62101.1, Lsat_1_v5_gn_9_61940.1, Lsat_1_v5_gn_8_12640.1
OG0001717	Ds_00013403-RA, Ds_00011254-RA	Lsat_1_v5_gn_3_64560.1
OG0001718	Ds_00016652-RA, Ds_00003696-RA	Lsat_1_v5_gn_8_71660.2, Lsat_1_v5_gn_8_71660.1
OG0001721	Ds_00006735-RA	Lsat_1_v5_gn_3_76141.1, Lsat_1_v5_gn_3_76141.2, Lsat_1_v5_gn_3_76181.2, Lsat_1_v5_gn_3_76181.1, Lsat_1_v5_gn_2_76580.1
OG0001723	Ds_00016352-RA	Lsat_1_v5_gn_8_10841.2, Lsat_1_v5_gn_8_10841.1, Lsat_1_v5_gn_9_60500.2, Lsat_1_v5_gn_9_60500.1
OG0001724	Ds_00000898-RA	Lsat_1_v5_gn_8_55460.1, Lsat_1_v5_gn_8_55460.4, Lsat_1_v5_gn_8_55460.2, Lsat_1_v5_gn_9_1821.1, Lsat_1_v5_gn_9_1821.3
OG0001725	Ds_00007392-RA, Ds_00004846-RA	Lsat_1_v5_gn_9_37241.3, Lsat_1_v5_gn_9_37241.1, Lsat_1_v5_gn_9_37241.2, Lsat_1_v5_gn_8_102800.2, Lsat_1_v5_gn_8_102800.1, Lsat_1_v5_gn_5_149541.1
OG0001728	Ds_00012079-RA	Lsat_1_v5_gn_9_43261.1, Lsat_1_v5_gn_9_43261.2, Lsat_1_v5_gn_8_164240.2, Lsat_1_v5_gn_8_164240.4, Lsat_1_v5_gn_8_164240.1, Lsat_1_v5_gn_8_164240.3
OG0001729	Ds_00006421-RA	Lsat_1_v5_gn_5_72621.2, Lsat_1_v5_gn_5_72621.1, Lsat_1_v5_gn_5_71460.1, Lsat_1_v5_gn_5_72601.1, Lsat_1_v5_gn_5_72601.3, Lsat_1_v5_gn_5_71460.4, Lsat_1_v5_gn_5_71460.3, Lsat_1_v5_gn_7_62061.1, Lsat_1_v5_gn_7_62061.3, Lsat_1_v5_gn_7_62061.2, Lsat_1_v5_gn_2_69300.1
OG0001730	Ds_00006268-RA	Lsat_1_v5_gn_5_186681.1, Lsat_1_v5_gn_8_91881.1, Lsat_1_v5_gn_8_91881.3
OG0001731	Ds_00007042-RA	Lsat_1_v5_gn_2_105960.1, Lsat_1_v5_gn_2_106121.1, Lsat_1_v5_gn_2_106121.3
OG0001732	Ds_00008561-RA	Lsat_1_v5_gn_5_74780.1, Lsat_1_v5_gn_2_64201.1
OG0001734	Ds_00014957-RA	Lsat_1_v5_gn_1_115140.1
OG0001734	Ds_00005781-RA, Ds_00000853-RA	Lsat_1_v5_gn_5_158661.1
OG0001735	Ds_00005818-RA	Lsat_1_v5_gn_8_12380.1
OG0001735	Ds_00008250-RA	Lsat_1_v5_gn_9_25840.1, Lsat_1_v5_gn_8_71281.1
OG0001736	Ds_00015639-RA	Lsat_1_v5_gn_1_74260.1, Lsat_1_v5_gn_1_74260.2
OG0001736	Ds_00004109-RA	Lsat_1_v5_gn_8_76860.1, Lsat_1_v5_gn_8_76860.2, Lsat_1_v5_gn_8_76860.3, Lsat_1_v5_gn_9_20480.3, Lsat_1_v5_gn_9_20480.1
OG0001737	Ds_00016841-RA, Ds_00012614-RA	Lsat_1_v5_gn_2_47921.1, Lsat_1_v5_gn_2_47921.3
OG0001738	Ds_00007142-RA	Lsat_1_v5_gn_1_72481.2, Lsat_1_v5_gn_1_72481.1
OG0001738	Ds_00005538-RA	Lsat_1_v5_gn_6_60180.1
OG0001739	Ds_00014973-RA	Lsat_1_v5_gn_5_190920.1, Lsat_1_v5_gn_5_190920.2, Lsat_1_v5_gn_8_163860.1
OG0001739	Ds_00003667-RA	Lsat_1_v5_gn_9_5481.1, Lsat_1_v5_gn_9_5481.2
OG0001740	Ds_00000654-RA	Lsat_1_v5_gn_5_131461.1, Lsat_1_v5_gn_4_87681.3, Lsat_1_v5_gn_4_87681.1
OG0001740	Ds_00007239-RA	Lsat_1_v5_gn_7_44280.1, Lsat_1_v5_gn_7_44280.2
OG0001741	Ds_00003091-RA	Lsat_1_v5_gn_8_77080.1
OG0001742	Ds_00003278-RA	Lsat_1_v5_gn_2_117761.1
OG0001744	Ds_00007753-RA	Lsat_1_v5_gn_8_89101.1, Lsat_1_v5_gn_8_89101.4, Lsat_1_v5_gn_8_89101.3, Lsat_1_v5_gn_8_89101.2
OG0001745	Ds_00011860-RA	Lsat_1_v5_gn_2_86961.1
OG0001745	Ds_00003232-RA	Lsat_1_v5_gn_6_116440.3, Lsat_1_v5_gn_6_116460.2, Lsat_1_v5_gn_6_116460.1
OG0001746	Ds_00000039-RA	Lsat_1_v5_gn_3_46880.3, Lsat_1_v5_gn_3_46880.1
OG0001746	Ds_00001449-RA	Lsat_1_v5_gn_3_73060.1, Lsat_1_v5_gn_3_73060.3
OG0001747	Ds_00012853-RA	Lsat_1_v5_gn_2_6741.1
OG0001747	Ds_00016704-RA	Lsat_1_v5_gn_2_75420.1, Lsat_1_v5_gn_4_143641.1, Lsat_1_v5_gn_3_71581.1
OG0001748	Ds_00002537-RA	Lsat_1_v5_gn_1_24181.1, Lsat_1_v5_gn_4_130320.1
OG0001748	Ds_00012157-RA	Lsat_1_v5_gn_7_85360.1, Lsat_1_v5_gn_9_111840.1
OG0001750	Ds_00013339-RA	Lsat_1_v5_gn_8_65101.1, Lsat_1_v5_gn_9_104040.1, Lsat_1_v5_gn_4_71461.1, Lsat_1_v5_gn_4_71461.2
OG0001750	Ds_00007471-RA	Lsat_1_v5_gn_9_45401.1
OG0001751	Ds_00017823-RA, Ds_00016570-RA	Lsat_1_v5_gn_4_144940.1, Lsat_1_v5_gn_3_71281.1, Lsat_1_v5_gn_2_75581.1
OG0001752	Ds_00015037-RA	Lsat_1_v5_gn_4_70980.4
OG0001752	Ds_00008209-RA	Lsat_1_v5_gn_8_120241.1, Lsat_1_v5_gn_8_120241.3, Lsat_1_v5_gn_4_70980.2, Lsat_1_v5_gn_4_70980.1
OG0001753	Ds_00016603-RA	Lsat_1_v5_gn_2_76460.1, Lsat_1_v5_gn_2_76460.2
OG0001754	Ds_00008172-RA	Lsat_1_v5_gn_1_3061.2, Lsat_1_v5_gn_1_3061.1, Lsat_1_v5_gn_9_73921.1
OG0001755	Ds_00006527-RA	Lsat_1_v5_gn_8_41841.1, Lsat_1_v5_gn_8_41841.3, Lsat_1_v5_gn_3_56601.1, Lsat_1_v5_gn_3_56601.2
OG0001756	Ds_00013530-RA	Lsat_1_v5_gn_4_125340.1, Lsat_1_v5_gn_4_125200.1, Lsat_1_v5_gn_4_125420.1, Lsat_1_v5_gn_6_113880.2, Lsat_1_v5_gn_6_113880.1
OG0001757	Ds_00012203-RA	Lsat_1_v5_gn_7_84100.1
OG0001757	Ds_00015477-RA	Lsat_1_v5_gn_0_45340.1
OG0001758	Ds_00013426-RA	Lsat_1_v5_gn_3_69940.3, Lsat_1_v5_gn_3_69940.1, Lsat_1_v5_gn_3_69920.3, Lsat_1_v5_gn_3_69920.1, Lsat_1_v5_gn_2_73961.2, Lsat_1_v5_gn_2_73961.4, Lsat_1_v5_gn_2_73941.1, Lsat_1_v5_gn_2_73961.1, Lsat_1_v5_gn_2_73961.3, Lsat_1_v5_gn_3_69900.1, Lsat_1_v5_gn_3_69900.2
OG0001759	Ds_00013191-RA, Ds_00009780-RA	Lsat_1_v5_gn_4_117761.2, Lsat_1_v5_gn_4_117761.1
OG0001759	Ds_00016526-RA	Lsat_1_v5_gn_9_108881.1, Lsat_1_v5_gn_7_91001.2
OG0001760	Ds_00004421-RA	Lsat_1_v5_gn_7_12801.2, Lsat_1_v5_gn_7_12801.1
OG0001762	Ds_00007009-RA	Lsat_1_v5_gn_2_72240.1
OG0001762	Ds_00010178-RA	Lsat_1_v5_gn_8_142340.3, Lsat_1_v5_gn_8_142340.1
OG0001763	Ds_00011195-RA	Lsat_1_v5_gn_9_83701.3, Lsat_1_v5_gn_9_83701.1
OG0001763	Ds_00005173-RA	Lsat_1_v5_gn_7_96941.3
OG0001764	Ds_00010832-RA	Lsat_1_v5_gn_2_98661.1, Lsat_1_v5_gn_7_32880.1, Lsat_1_v5_gn_7_32880.3, Lsat_1_v5_gn_7_32880.2
OG0001764	Ds_00014537-RA	Lsat_1_v5_gn_5_126221.1, Lsat_1_v5_gn_5_126221.3
OG0001765	Ds_00017415-RA	Lsat_1_v5_gn_5_116621.1, Lsat_1_v5_gn_5_116621.3
OG0001765	Ds_00000549-RA	Lsat_1_v5_gn_1_23940.1, Lsat_1_v5_gn_4_130081.1
OG0001766	Ds_00007821-RA	Lsat_1_v5_gn_5_182240.1, Lsat_1_v5_gn_5_182240.3, Lsat_1_v5_gn_8_91121.1, Lsat_1_v5_gn_9_8641.2, Lsat_1_v5_gn_9_8641.1, Lsat_1_v5_gn_9_8641.3, Lsat_1_v5_gn_8_91101.1, Lsat_1_v5_gn_8_46741.1
OG0001767	Ds_00001317-RA	Lsat_1_v5_gn_3_8400.1
OG0001767	Ds_00012044-RA, Ds_00009958-RA	Lsat_1_v5_gn_8_6800.3, Lsat_1_v5_gn_8_6800.1, Lsat_1_v5_gn_2_133880.1
OG0001768	Ds_00002395-RA	Lsat_1_v5_gn_4_87081.1, Lsat_1_v5_gn_1_36780.1, Lsat_1_v5_gn_4_98781.1, Lsat_1_v5_gn_4_99241.1, Lsat_1_v5_gn_4_97640.3, Lsat_1_v5_gn_4_97640.1, Lsat_1_v5_gn_1_119060.1, Lsat_1_v5_gn_1_118801.1, Lsat_1_v5_gn_0_20960.1, Lsat_1_v5_gn_1_119000.1, Lsat_1_v5_gn_4_98761.3, Lsat_1_v5_gn_4_98761.1, Lsat_1_v5_gn_4_97380.1, Lsat_1_v5_gn_4_99281.5, Lsat_1_v5_gn_4_99281.6, Lsat_1_v5_gn_4_99301.1, Lsat_1_v5_gn_4_99281.2, Lsat_1_v5_gn_4_99281.1, Lsat_1_v5_gn_4_99021.1, Lsat_1_v5_gn_4_99021.2, Lsat_1_v5_gn_4_98941.2, Lsat_1_v5_gn_4_98941.1
OG0001769	Ds_00003367-RA	Lsat_1_v5_gn_8_69741.1, Lsat_1_v5_gn_7_57121.1
OG0001769	Ds_00002568-RA, Ds_00008236-RA	Lsat_1_v5_gn_7_45081.1, Lsat_1_v5_gn_7_45081.2
OG0001770	Ds_00009871-RA, Ds_00010352-RA, Ds_00017803-RA	Lsat_1_v5_gn_8_38240.1, Lsat_1_v5_gn_8_38240.2
OG0001770	Ds_00008863-RA, Ds_00000097-RA	Lsat_1_v5_gn_7_34921.1, Lsat_1_v5_gn_5_141840.1
OG0001771	Ds_00000679-RA, Ds_00002443-RA	Lsat_1_v5_gn_5_132361.1
OG0001771	Ds_00012890-RA	Lsat_1_v5_gn_5_97080.2, Lsat_1_v5_gn_5_97080.1, Lsat_1_v5_gn_7_45781.1
OG0001772	Ds_00015771-RA	Lsat_1_v5_gn_8_69300.1, Lsat_1_v5_gn_8_69300.2, Lsat_1_v5_gn_7_56340.1, Lsat_1_v5_gn_7_56340.2
OG0001773	Ds_00002288-RA	Lsat_1_v5_gn_3_10900.3, Lsat_1_v5_gn_6_83941.1
OG0001774	Ds_00017530-RA	Lsat_1_v5_gn_3_4541.5, Lsat_1_v5_gn_3_4541.4, Lsat_1_v5_gn_3_4541.1
OG0001774	Ds_00008798-RA	Lsat_1_v5_gn_7_6320.1, Lsat_1_v5_gn_7_6320.3, Lsat_1_v5_gn_7_6300.3, Lsat_1_v5_gn_7_6300.1
OG0001775	Ds_00009915-RA	Lsat_1_v5_gn_6_11320.1, Lsat_1_v5_gn_6_11320.3
OG0001776	Ds_00016023-RA	Lsat_1_v5_gn_7_35041.1, Lsat_1_v5_gn_7_35041.2
OG0001777	Ds_00002858-RA	Lsat_1_v5_gn_3_140160.1, Lsat_1_v5_gn_3_140160.2
OG0001779	Ds_00016862-RA	Lsat_1_v5_gn_7_59241.3, Lsat_1_v5_gn_7_59241.1, Lsat_1_v5_gn_7_59241.2, Lsat_1_v5_gn_5_78880.5, Lsat_1_v5_gn_5_78880.4
OG0001780	Ds_00016730-RA, Ds_00001291-RA, Ds_00016911-RA, Ds_00016910-RA, Ds_00016908-RA	Lsat_1_v5_gn_6_85320.1, Lsat_1_v5_gn_6_5080.1, Lsat_1_v5_gn_3_6040.3, Lsat_1_v5_gn_3_6040.1
OG0001781	Ds_00007756-RA	Lsat_1_v5_gn_6_87140.1, Lsat_1_v5_gn_6_87140.2, Lsat_1_v5_gn_3_7641.2, Lsat_1_v5_gn_3_7641.1
OG0001781	Ds_00006586-RA	Lsat_1_v5_gn_2_120401.2, Lsat_1_v5_gn_2_120401.1, Lsat_1_v5_gn_8_12560.1
OG0001782	Ds_00002898-RA	Lsat_1_v5_gn_2_108901.1
OG0001782	Ds_00011336-RA	Lsat_1_v5_gn_9_69300.1, Lsat_1_v5_gn_2_114260.1
OG0001783	Ds_00016417-RA	Lsat_1_v5_gn_7_28060.3, Lsat_1_v5_gn_7_28060.2, Lsat_1_v5_gn_7_28060.1
OG0001784	Ds_00009813-RA	Lsat_1_v5_gn_8_68460.3, Lsat_1_v5_gn_8_68460.1
OG0001785	Ds_00000113-RA, Ds_00008879-RA	Lsat_1_v5_gn_5_143000.1, Lsat_1_v5_gn_5_143000.2, Lsat_1_v5_gn_8_86641.1
OG0001786	Ds_00012397-RA, Ds_00004735-RA, Ds_00000931-RA	Lsat_1_v5_gn_4_150800.1, Lsat_1_v5_gn_4_150800.3, Lsat_1_v5_gn_4_150741.1
OG0001787	Ds_00010127-RA	Lsat_1_v5_gn_6_28341.1
OG0001788	Ds_00001718-RA, Ds_00011784-RA	Lsat_1_v5_gn_0_24181.2
OG0001789	Ds_00014781-RA	Lsat_1_v5_gn_7_19261.3, Lsat_1_v5_gn_7_19261.1, Lsat_1_v5_gn_4_54580.1, Lsat_1_v5_gn_9_33741.1, Lsat_1_v5_gn_5_155220.3, Lsat_1_v5_gn_5_155220.1
OG0001790	Ds_00007423-RA, Ds_00007424-RA, Ds_00007421-RA, Ds_00011144-RA	Lsat_1_v5_gn_3_21161.1, Lsat_1_v5_gn_3_21161.2, Lsat_1_v5_gn_8_47821.1, Lsat_1_v5_gn_8_47821.3
OG0001791	Ds_00011772-RA	Lsat_1_v5_gn_7_110060.1, Lsat_1_v5_gn_7_110060.3, Lsat_1_v5_gn_5_2920.1
OG0001793	Ds_00006901-RA	Lsat_1_v5_gn_2_122741.1, Lsat_1_v5_gn_9_33780.1
OG0001793	Ds_00016327-RA	Lsat_1_v5_gn_4_65600.1
OG0001793	Ds_00015208-RA, Ds_00015119-RA	Lsat_1_v5_gn_7_19041.1
OG0001794	Ds_00007511-RA, Ds_00010053-RA	Lsat_1_v5_gn_2_115601.2, Lsat_1_v5_gn_2_115601.1, Lsat_1_v5_gn_9_66241.3, Lsat_1_v5_gn_9_66241.1, Lsat_1_v5_gn_9_66241.2, Lsat_1_v5_gn_8_18241.2, Lsat_1_v5_gn_8_18241.3, Lsat_1_v5_gn_8_18241.1
OG0001795	Ds_00007325-RA, Ds_00007530-RA	Lsat_1_v5_gn_1_47181.1
OG0001796	Ds_00014298-RA, Ds_00006828-RA	Lsat_1_v5_gn_5_152141.1, Lsat_1_v5_gn_5_152141.3, Lsat_1_v5_gn_5_152141.2, Lsat_1_v5_gn_8_110380.1, Lsat_1_v5_gn_8_110380.2, Lsat_1_v5_gn_8_110380.3, Lsat_1_v5_gn_8_11360.2, Lsat_1_v5_gn_8_11360.1
OG0001797	Ds_00006080-RA, Ds_00007167-RA	Lsat_1_v5_gn_1_58760.1, Lsat_1_v5_gn_1_58760.3
OG0001799	Ds_00010307-RA	Lsat_1_v5_gn_2_109801.1, Lsat_1_v5_gn_2_109801.3
OG0001800	Ds_00008302-RA, Ds_00010133-RA	Lsat_1_v5_gn_6_34001.1, Lsat_1_v5_gn_6_34001.2, Lsat_1_v5_gn_1_56861.1, Lsat_1_v5_gn_2_101961.1
OG0001801	Ds_00005942-RA, Ds_00012731-RA, Ds_00012732-RA	Lsat_1_v5_gn_4_156861.1, Lsat_1_v5_gn_3_82320.1
OG0001801	Ds_00008528-RA, Ds_00013227-RA, Ds_00005912-RA	Lsat_1_v5_gn_3_55500.1, Lsat_1_v5_gn_4_13761.1, Lsat_1_v5_gn_8_44801.1
OG0001802	Ds_00013860-RA	Lsat_1_v5_gn_5_51740.1, Lsat_1_v5_gn_5_51740.3, Lsat_1_v5_gn_5_51780.1
OG0001803	Ds_00001467-RA	Lsat_1_v5_gn_2_76561.1, Lsat_1_v5_gn_2_76561.3, Lsat_1_v5_gn_3_76640.1, Lsat_1_v5_gn_3_76640.3
OG0001804	Ds_00005933-RA	Lsat_1_v5_gn_3_97520.3, Lsat_1_v5_gn_3_97520.1, Lsat_1_v5_gn_4_171740.1
OG0001805	Ds_00005685-RA	Lsat_1_v5_gn_8_6181.3, Lsat_1_v5_gn_8_6181.1, Lsat_1_v5_gn_2_133660.3, Lsat_1_v5_gn_2_133660.1, Lsat_1_v5_gn_2_133660.2
OG0001805	Ds_00013135-RA	Lsat_1_v5_gn_4_148880.5
OG0001806	Ds_00003075-RA	Lsat_1_v5_gn_8_137440.2, Lsat_1_v5_gn_8_137440.1
OG0001808	Ds_00003497-RA, Ds_00001587-RA	Lsat_1_v5_gn_4_101.3, Lsat_1_v5_gn_4_101.1, Lsat_1_v5_gn_8_146120.1, Lsat_1_v5_gn_8_146120.2, Lsat_1_v5_gn_3_31601.1
OG0001809	Ds_00008643-RA	Lsat_1_v5_gn_6_117360.1, Lsat_1_v5_gn_6_117360.3, Lsat_1_v5_gn_5_115820.2
OG0001810	Ds_00001082-RA	Lsat_1_v5_gn_9_8180.2, Lsat_1_v5_gn_9_8180.1
OG0001810	Ds_00006272-RA	Lsat_1_v5_gn_5_67340.1
OG0001811	Ds_00012751-RA	Lsat_1_v5_gn_2_88861.2, Lsat_1_v5_gn_2_88861.1
OG0001812	Ds_00009006-RA	Lsat_1_v5_gn_3_49060.1, Lsat_1_v5_gn_8_160040.1
OG0001813	Ds_00001309-RA	Lsat_1_v5_gn_3_3661.1, Lsat_1_v5_gn_3_3661.3, Lsat_1_v5_gn_3_3661.2
OG0001814	Ds_00010573-RA, Ds_00008438-RA	Lsat_1_v5_gn_4_9820.1
OG0001815	Ds_00017053-RA	Lsat_1_v5_gn_1_13680.1, Lsat_1_v5_gn_4_110181.1
OG0001815	Ds_00009143-RA	Lsat_1_v5_gn_8_47381.2, Lsat_1_v5_gn_8_47381.3, Lsat_1_v5_gn_8_47381.1
OG0001816	Ds_00015240-RA, Ds_00011073-RA	Lsat_1_v5_gn_3_95661.1, Lsat_1_v5_gn_4_174821.1, Lsat_1_v5_gn_4_174781.1, Lsat_1_v5_gn_2_86081.1
OG0001818	Ds_00002219-RA	Lsat_1_v5_gn_9_88520.1
OG0001819	Ds_00017239-RA	Lsat_1_v5_gn_4_107341.2, Lsat_1_v5_gn_4_107341.1, Lsat_1_v5_gn_4_107341.3
OG0001819	Ds_00004326-RA	Lsat_1_v5_gn_3_51501.2, Lsat_1_v5_gn_3_51501.1, Lsat_1_v5_gn_3_51501.3, Lsat_1_v5_gn_8_54020.1
OG0001820	Ds_00017071-RA	Lsat_1_v5_gn_8_152141.6, Lsat_1_v5_gn_8_152141.5, Lsat_1_v5_gn_8_152141.4, Lsat_1_v5_gn_7_88920.1
OG0001821	Ds_00005109-RA	Lsat_1_v5_gn_3_19100.3, Lsat_1_v5_gn_3_19100.1
OG0001822	Ds_00005859-RA	Lsat_1_v5_gn_1_77661.3, Lsat_1_v5_gn_1_77661.1, Lsat_1_v5_gn_1_77661.4, Lsat_1_v5_gn_1_77661.2
OG0001823	Ds_00003439-RA	Lsat_1_v5_gn_5_78760.3, Lsat_1_v5_gn_5_78760.1, Lsat_1_v5_gn_5_78720.1
OG0001833	Ds_00003349-RA, Ds_00003380-RA	Lsat_1_v5_gn_7_57600.1, Lsat_1_v5_gn_7_57600.3
OG0001834	Ds_00017836-RA, Ds_00007074-RA	Lsat_1_v5_gn_3_12840.3, Lsat_1_v5_gn_3_12840.1, Lsat_1_v5_gn_3_12840.2, Lsat_1_v5_gn_6_83381.2
OG0001835	Ds_00002086-RA, Ds_00015779-RA, Ds_00015781-RA, Ds_00015545-RA	Lsat_1_v5_gn_2_95040.4, Lsat_1_v5_gn_1_59281.4
OG0001836	Ds_00006280-RA, Ds_00006178-RA	Lsat_1_v5_gn_5_184180.1, Lsat_1_v5_gn_5_184180.3, Lsat_1_v5_gn_5_184180.2, Lsat_1_v5_gn_9_3440.1, Lsat_1_v5_gn_9_3440.2, Lsat_1_v5_gn_8_56501.1
OG0001837	Ds_00016977-RA, Ds_00002059-RA	Lsat_1_v5_gn_2_21280.1, Lsat_1_v5_gn_1_50200.1, Lsat_1_v5_gn_6_70881.1
OG0001838	Ds_00007123-RA	Lsat_1_v5_gn_3_26160.1
OG0001839	Ds_00002337-RA	Lsat_1_v5_gn_1_49781.3, Lsat_1_v5_gn_1_49781.1
OG0001841	Ds_00006160-RA	Lsat_1_v5_gn_4_138841.1, Lsat_1_v5_gn_4_138841.2
OG0001842	Ds_00005263-RA, Ds_00017205-RA	Lsat_1_v5_gn_7_94800.1, Lsat_1_v5_gn_7_94800.3
OG0001842	Ds_00011783-RA	Lsat_1_v5_gn_9_92020.3, Lsat_1_v5_gn_9_92020.1
OG0001843	Ds_00009339-RA	Lsat_1_v5_gn_2_45941.1, Lsat_1_v5_gn_2_46001.1, Lsat_1_v5_gn_2_46060.1
OG0001845	Ds_00017707-RA	Lsat_1_v5_gn_9_81640.1, Lsat_1_v5_gn_9_82841.6, Lsat_1_v5_gn_9_82841.1, Lsat_1_v5_gn_9_82841.5, Lsat_1_v5_gn_9_82641.2, Lsat_1_v5_gn_9_82641.1
OG0001846	Ds_00001321-RA	Lsat_1_v5_gn_2_118741.2, Lsat_1_v5_gn_2_118741.1, Lsat_1_v5_gn_9_64940.1
OG0001846	Ds_00007833-RA	Lsat_1_v5_gn_5_153800.1, Lsat_1_v5_gn_5_153800.3
OG0001847	Ds_00012597-RA, Ds_00017643-RA	Lsat_1_v5_gn_8_5340.1
OG0001848	Ds_00008582-RA, Ds_00006496-RA	Lsat_1_v5_gn_4_17901.1, Lsat_1_v5_gn_8_40020.4, Lsat_1_v5_gn_8_40020.1, Lsat_1_v5_gn_3_59401.1, Lsat_1_v5_gn_3_59401.2
OG0001850	Ds_00014656-RA	Lsat_1_v5_gn_6_55141.2, Lsat_1_v5_gn_6_55141.1
OG0001850	Ds_00004062-RA	Lsat_1_v5_gn_0_14541.1
OG0001851	Ds_00007095-RA	Lsat_1_v5_gn_5_9980.1, Lsat_1_v5_gn_5_9980.3, Lsat_1_v5_gn_1_32200.1, Lsat_1_v5_gn_1_32200.2
OG0001852	Ds_00010476-RA	Lsat_1_v5_gn_9_421.1, Lsat_1_v5_gn_9_421.2
OG0001852	Ds_00005879-RA	Lsat_1_v5_gn_3_62580.1, Lsat_1_v5_gn_8_40161.3, Lsat_1_v5_gn_8_40161.1
OG0001853	Ds_00001470-RA, Ds_00013195-RA	Lsat_1_v5_gn_2_77500.1
