HOG	OG	Gene Tree Parent Clade	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
N3.HOG0001564	OG0000519	n17								GmISU01.07G032000.1.p, GmISU01.07G032000.4.p, GmISU01.08G192700.1.p, GmISU01.15G013000.1.p, GmISU01.15G013000.3.p, GmISU01.15G013000.7.p, GmISU01.15G013000.4.p, GmISU01.13G317900.7.p, GmISU01.13G318000.7.p, GmISU01.13G317900.1.p, GmISU01.13G318000.3.p, GmISU01.13G318000.5.p, GmISU01.13G317900.4.p, GmISU01.13G318000.1.p, GmISU01.13G318000.4.p, GmISU01.13G317900.5.p, GmISU01.13G317900.3.p, GmISU01.13G317900.6.p, GmISU01.13G318000.6.p, GmISU01.13G317900.2.p, GmISU01.13G318000.2.p				
N3.HOG0001565	OG0000519	n53			AT1G79990.1, AT1G79990.2, AT1G52360.2, AT1G52360.4, AT1G52360.1, AT1G52360.3, AT3G15980.4, AT3G15980.2, AT3G15980.6, AT3G15980.3, AT3G15980.7, AT3G15980.1									
N3.HOG0001566	OG0000520	n1			AT5G48450.1, AT5G48450.2					GmISU01.08G306000.1.p				
N3.HOG0001567	OG0000520	n20			AT4G25240.1, AT4G25240.2, AT5G51480.1					GmISU01.04G101400.2.p, GmISU01.06G271700.2.p, GmISU01.06G271700.1.p, GmISU01.04G101400.1.p				
N3.HOG0001568	OG0000520	n40			AT4G12420.1, AT4G12420.2					GmISU01.17G127200.6.p, GmISU01.05G051400.1.p, GmISU01.17G127200.3.p, GmISU01.17G127200.5.p, GmISU01.17G127200.2.p, GmISU01.17G127200.4.p				
N3.HOG0001569	OG0000521	n26			AT3G49200.1, AT3G49210.2, AT3G49210.1, AT3G49190.1, AT5G53390.1					GmISU01.09G157000.3.p, GmISU01.09G157000.1.p, GmISU01.09G157000.2.p, GmISU01.09G157000.4.p				
N3.HOG0001570	OG0000522	n17								GmISU01.01G037300.1.p, GmISU01.02G021800.1.p, GmISU01.01G037200.1.p, GmISU01.01G037400.1.p, GmISU01.02G021700.1.p				
N3.HOG0001571	OG0000522	n57			AT1G69930.1, AT1G69920.1, AT1G27140.1, AT1G27130.1, AT1G59670.1, AT1G59700.1, AT1G10360.1, AT1G10370.1									
N3.HOG0001572	OG0000523	n8			AT1G68910.1, AT1G68910.2, AT1G68910.3					GmISU01.02G111000.4.p, GmISU01.02G111000.2.p, GmISU01.02G111000.9.p, GmISU01.02G111000.8.p, GmISU01.02G111000.6.p, GmISU01.02G111000.1.p, GmISU01.02G111000.7.p, GmISU01.02G111000.3.p, GmISU01.01G057900.6.p, GmISU01.01G057900.8.p, GmISU01.01G057900.2.p, GmISU01.01G057900.7.p, GmISU01.01G057900.5.p, GmISU01.01G057900.1.p, GmISU01.01G057900.4.p, GmISU01.01G057900.3.p				
N3.HOG0001573	OG0000523	n39			AT5G11390.1					GmISU01.19G032200.1.p, GmISU01.19G032200.2.p, GmISU01.19G032200.3.p, GmISU01.13G030700.1.p, GmISU01.18G219400.2.p, GmISU01.18G219400.1.p				
N3.HOG0001574	OG0000525	n0								GmISU01.09G111700.2.p, GmISU01.09G111600.2.p, GmISU01.09G111400.1.p, GmISU01.09G111950.1.p, GmISU01.09G111950.3.p, GmISU01.09G111950.2.p, GmISU01.09G111950.5.p, GmISU01.09G111950.4.p, GmISU01.09G111900.1.p, GmISU01.09G111500.2.p, GmISU01.10G107533.1.p, GmISU01.10G107566.3.p, GmISU01.10G107566.2.p, GmISU01.10G107400.2.p, GmISU01.10G107400.1.p, GmISU01.10G107566.1.p, GmISU01.10G107500.2.p, GmISU01.10G107500.1.p, GmISU01.10G107500.4.p, GmISU01.18G130800.2.p, GmISU01.18G130800.3.p, GmISU01.18G130800.4.p, GmISU01.18G130800.5.p, GmISU01.18G130800.7.p, GmISU01.18G130800.1.p, GmISU01.10G108200.2.p, GmISU01.10G108200.1.p, GmISU01.20G000900.1.p, GmISU01.02G040900.1.p, GmISU01.13G191800.2.p, GmISU01.13G191800.1.p, GmISU01.02G058300.1.p, GmISU01.16G149400.1.p, GmISU01.09G103200.1.p, GmISU01.09G110000.1.p, GmISU01.04G139800.1.p, GmISU01.08G236000.1.p, GmISU01.09G112100.2.p, GmISU01.09G112100.3.p, GmISU01.09G112100.1.p, GmISU01.16G165700.4.p, GmISU01.16G165700.2.p, GmISU01.16G165700.3.p, GmISU01.16G165700.1.p, GmISU01.16G165700.5.p, GmISU01.06G089800.2.p, GmISU01.06G089800.1.p, GmISU01.10G141900.2.p, GmISU01.10G141900.1.p, GmISU01.10G141900.3.p, GmISU01.20G175100.1.p, GmISU01.02G147750.1.p, GmISU01.10G107800.1.p, GmISU01.09G110450.1.p, GmISU01.09G110500.2.p, GmISU01.09G110500.1.p, GmISU01.09G111800.1.p, GmISU01.09G111500.1.p, GmISU01.09G111500.3.p, GmISU01.09G111300.1.p, GmISU01.09G111200.1.p, GmISU01.09G111200.3.p, GmISU01.09G111200.2.p, GmISU01.09G111700.1.p, GmISU01.09G111700.3.p				
N3.HOG0001575	OG0000528	n1								GmISU01.10G246800.1.p, GmISU01.20G069200.1.p, GmISU01.18G229500.1.p, GmISU01.02G084800.1.p				
N3.HOG0001576	OG0000528	n16			AT2G28710.1, AT5G59820.1, AT3G46090.1, AT3G46080.1, AT3G46070.1					GmISU01.12G060100.1.p, GmISU01.11G129400.1.p, GmISU01.13G292900.1.p, GmISU01.15G038700.1.p				
N3.HOG0001577	OG0000528	n43			AT3G53600.1, AT2G37430.1					GmISU01.03G135700.1.p, GmISU01.19G139000.1.p, GmISU01.13G105400.1.p, GmISU01.10G041900.1.p, GmISU01.03G135800.1.p, GmISU01.19G139100.1.p, GmISU01.19G138900.1.p, GmISU01.03G135600.1.p, GmISU01.13G105300.1.p, GmISU01.10G041800.1.p, GmISU01.13G105100.1.p, GmISU01.10G041700.1.p				
N3.HOG0001578	OG0000529	n0			AT1G05490.1, AT3G24340.1					GmISU01.08G302700.2.p, GmISU01.08G302700.1.p, GmISU01.12G006500.1.p, GmISU01.08G302800.1.p				
N3.HOG0001579	OG0000530	n4			AT1G54460.1					GmISU01.19G206600.5.p, GmISU01.19G206600.13.p, GmISU01.19G206600.12.p, GmISU01.19G206600.14.p, GmISU01.19G206600.15.p, GmISU01.19G206600.8.p, GmISU01.19G206600.9.p, GmISU01.19G206600.11.p, GmISU01.19G206600.10.p, GmISU01.19G206600.6.p, GmISU01.19G206600.3.p, GmISU01.19G206600.16.p, GmISU01.19G206600.17.p, GmISU01.19G206600.4.p, GmISU01.03G205100.2.p, GmISU01.03G205100.1.p, GmISU01.03G205100.3.p, GmISU01.10G131300.1.p, GmISU01.10G131300.2.p, GmISU01.20G184800.1.p				
N3.HOG0001580	OG0000530	n40			AT5G28646.1, AT5G28646.2, AT5G28646.3, AT3G04630.2, AT3G04630.3, AT3G04630.1									
N3.HOG0001581	OG0000530	n47			AT3G23090.1, AT3G23090.3, AT3G23090.4, AT3G23090.2, AT3G23090.5					GmISU01.10G150800.1.p, GmISU01.20G165700.2.p, GmISU01.20G165700.1.p				
N3.HOG0001582	OG0000531	n2			AT2G41110.2									
N3.HOG0001583	OG0000531	n4			AT3G56800.1, AT2G41110.1, AT2G27030.1									
N3.HOG0001584	OG0000531	n10								GmISU01.14G038000.1.p, GmISU01.03G003700.1.p				
N3.HOG0001585	OG0000531	n16								GmISU01.05G069700.1.p, GmISU01.19G091800.1.p				
N3.HOG0001586	OG0000531	n23								GmISU01.02G235600.1.p				
N3.HOG0001587	OG0000531	n27			AT3G43810.1									
N3.HOG0001588	OG0000531	n42			AT1G66410.2, AT5G37780.3, AT5G37780.2, AT5G37780.1, AT1G66410.1									
N3.HOG0001589	OG0000531	n59			AT5G21274.1									
N3.HOG0001590	OG0000531	n60			AT2G27030.3									
N3.HOG0001591	OG0000531	n62								GmISU01.13G050900.2.p, GmISU01.20G034800.1.p				
N3.HOG0001592	OG0000532	n2			AT3G23230.1					GmISU01.20G163800.1.p, GmISU01.10G152500.1.p, GmISU01.10G006400.1.p				
N3.HOG0001593	OG0000532	n13								GmISU01.09G049000.1.p, GmISU01.15G145200.1.p, GmISU01.09G049100.1.p, GmISU01.09G048900.1.p, GmISU01.15G145100.1.p				
N3.HOG0001594	OG0000532	n39								GmISU01.20G163700.1.p, GmISU01.10G152600.1.p, GmISU01.02G005700.1.p				
N3.HOG0001595	OG0000532	n44			AT3G23220.1, AT1G04370.1, AT5G43410.1					GmISU01.19G129400.1.p, GmISU01.03G125400.1.p, GmISU01.10G033300.1.p, GmISU01.13G094600.1.p				
N3.HOG0001596	OG0000533	n4								GmISU01.09G216600.1.p, GmISU01.09G216500.1.p, GmISU01.18G177300.1.p, GmISU01.07G065100.1.p, GmISU01.03G009400.1.p, GmISU01.03G009600.2.p, GmISU01.03G009500.1.p, GmISU01.03G009600.1.p, GmISU01.03G010800.1.p, GmISU01.03G010300.1.p				
N3.HOG0001597	OG0000533	n23								GmISU01.13G283800.1.p				
N3.HOG0001598	OG0000534	n1			AT3G52770.1					GmISU01.13G125900.9.p, GmISU01.13G125900.8.p, GmISU01.13G125900.7.p, GmISU01.10G063600.1.p, GmISU01.19G157200.1.p, GmISU01.03G154900.1.p				
N3.HOG0001599	OG0000534	n49			AT3G60890.1, AT3G60890.3, AT3G60890.2, AT2G45450.1					GmISU01.03G019100.1.p, GmISU01.03G019100.2.p, GmISU01.01G109500.1.p, GmISU01.09G223100.1.p, GmISU01.18G169100.1.p				
N3.HOG0001600	OG0000535	n1			AT2G01170.2, AT2G01170.1					GmISU01.13G009500.1.p, GmISU01.20G089000.1.p, GmISU01.20G089300.3.p, GmISU01.10G228700.2.p, GmISU01.20G089300.1.p, GmISU01.20G089100.1.p, GmISU01.10G228700.1.p				
N3.HOG0001601	OG0000535	n50								GmISU01.04G170200.2.p, GmISU01.04G170200.4.p, GmISU01.04G170200.3.p, GmISU01.06G143000.3.p, GmISU01.06G143000.1.p				
N3.HOG0001602	OG0000536	n3			AT5G60800.1, AT5G60800.2					GmISU01.11G155600.3.p, GmISU01.11G155600.2.p, GmISU01.11G155600.1.p, GmISU01.10G061550.1.p, GmISU01.10G061550.2.p, GmISU01.12G072300.2.p				
N3.HOG0001603	OG0000536	n19			AT2G28090.1									
N3.HOG0001604	OG0000536	n30			AT2G36950.1					GmISU01.10G050400.1.p, GmISU01.13G114100.2.p, GmISU01.13G114100.1.p, GmISU01.03G144600.1.p, GmISU01.03G144600.2.p, GmISU01.19G148100.1.p				
N3.HOG0001605	OG0000537	n1								GmISU01.20G103200.1.p, GmISU01.17G012100.1.p				
N3.HOG0001606	OG0000537	n11			AT5G60440.1, AT4G36590.1					GmISU01.20G103000.2.p, GmISU01.20G103000.1.p, GmISU01.10G215400.1.p, GmISU01.20G102800.1.p, GmISU01.10G215500.1.p, GmISU01.20G102900.1.p				
N3.HOG0001607	OG0000537	n38			AT2G24840.1					GmISU01.20G103100.1.p, GmISU01.10G215300.1.p				
N3.HOG0001608	OG0000538	n9			AT1G03930.1, AT4G28540.1					GmISU01.03G127500.1.p, GmISU01.19G131500.1.p				
N3.HOG0001609	OG0000538	n21			AT3G23340.2, AT3G23340.1, AT4G14340.1, AT4G14340.2, AT5G43320.2, AT5G43320.3, AT1G04440.1, AT5G43320.1					GmISU01.13G097700.3.p, GmISU01.13G097700.2.p				
N3.HOG0001610	OG0000538	n44								GmISU01.20G168800.1.p, GmISU01.10G147600.1.p				
N3.HOG0001611	OG0000539	n6			AT5G10420.1, AT5G44050.1, AT5G65380.1									
N3.HOG0001612	OG0000539	n9								GmISU01.04G089100.1.p				
N3.HOG0001613	OG0000539	n27								GmISU01.01G023500.1.p				
N3.HOG0001614	OG0000539	n32								GmISU01.02G036400.1.p				
N3.HOG0001615	OG0000540	n8								GmISU01.09G192700.1.p, GmISU01.09G192500.1.p, GmISU01.18G205300.1.p, GmISU01.18G205500.1.p, GmISU01.09G192400.1.p, GmISU01.19G021800.1.p				
N3.HOG0001616	OG0000540	n17			AT1G66380.2									
N3.HOG0001617	OG0000540	n33			AT1G66380.3, AT1G66380.1, AT1G56650.1, AT1G66390.1, AT1G66370.1									
N3.HOG0001618	OG0000540	n43								GmISU01.18G143200.1.p, GmISU01.07G123900.1.p				
N3.HOG0001619	OG0000541	n4			AT5G10350.1, AT5G10350.2, AT5G65260.1					GmISU01.05G148700.1.p, GmISU01.08G124500.1.p				
N3.HOG0001620	OG0000541	n17			AT5G10350.6, AT5G10350.4, AT5G10350.3, AT5G10350.5									
N3.HOG0001621	OG0000541	n24								GmISU01.10G156700.1.p, GmISU01.20G159200.1.p, GmISU01.20G159200.2.p				
N3.HOG0001622	OG0000541	n44			AT5G51120.2, AT5G51120.1, AT5G51120.3									
N3.HOG0001623	OG0000541	n46								GmISU01.08G165300.2.p, GmISU01.08G165300.1.p, GmISU01.15G051500.1.p, GmISU01.15G051500.2.p				
N3.HOG0001624	OG0000542	n2			AT2G22620.1, AT2G22620.3, AT2G22620.4, AT2G22620.2									
N3.HOG0001625	OG0000542	n21			AT4G24430.2, AT4G24430.1									
N3.HOG0001626	OG0000542	n47			AT1G09890.3, AT1G09890.5, AT1G09890.4, AT1G09890.1					GmISU01.04G083300.1.p, GmISU01.06G084700.1.p, GmISU01.04G083200.1.p				
N3.HOG0001627	OG0000542	n56			AT1G09910.2, AT1G09910.3, AT1G09910.1					GmISU01.06G084600.1.p				
N3.HOG0001628	OG0000543	n4			AT1G74320.1					GmISU01.10G184000.1.p, GmISU01.20G133000.2.p, GmISU01.20G133000.1.p, GmISU01.20G133000.3.p, GmISU01.02G070400.4.p, GmISU01.02G070400.6.p, GmISU01.02G070400.1.p, GmISU01.02G070400.3.p, GmISU01.02G070400.5.p				
N3.HOG0001629	OG0000543	n31								GmISU01.13G159100.2.p, GmISU01.13G159100.1.p				
N3.HOG0001630	OG0000544	n3			AT5G50180.1					GmISU01.06G162600.1.p, GmISU01.04G151200.2.p, GmISU01.04G151200.1.p, GmISU01.04G151200.3.p				
N3.HOG0001631	OG0000544	n18								GmISU01.05G002700.1.p, GmISU01.19G045600.1.p, GmISU01.16G062100.1.p				
N3.HOG0001632	OG0000544	n27			AT5G66710.1									
N3.HOG0001633	OG0000544	n31			AT5G01850.1, AT5G01850.2					GmISU01.09G230400.3.p, GmISU01.09G230400.1.p, GmISU01.03G032100.3.p, GmISU01.03G032100.1.p, GmISU01.03G032100.4.p, GmISU01.01G100700.1.p, GmISU01.01G100700.3.p				
N3.HOG0001634	OG0000544	n54			AT5G40540.3, AT5G40540.2, AT5G40540.1, AT5G40540.4, AT3G27560.1									
N3.HOG0001635	OG0000545	n16			AT1G50410.4, AT1G50410.3, AT1G50410.1, AT1G50410.2, AT3G20010.3, AT3G20010.2, AT3G20010.1, AT3G20010.5, AT3G20010.6, AT3G20010.8, AT3G20010.4, AT3G20010.7					GmISU01.10G245300.6.p, GmISU01.10G245300.3.p, GmISU01.10G245300.4.p, GmISU01.10G245300.2.p, GmISU01.10G245300.5.p, GmISU01.10G245300.1.p, GmISU01.20G070700.2.p, GmISU01.20G070700.3.p, GmISU01.20G070700.1.p				
N3.HOG0001636	OG0000546	n13			AT4G19080.1, AT5G45540.1, AT5G45480.1									
N3.HOG0001637	OG0000546	n30								GmISU01.20G155900.2.p, GmISU01.20G155900.1.p, GmISU01.10G161700.1.p, GmISU01.10G161700.2.p, GmISU01.20G153600.3.p, GmISU01.20G153600.2.p, GmISU01.20G153600.1.p, GmISU01.20G153800.1.p, GmISU01.20G153800.2.p				
N3.HOG0001638	OG0000547	n1			AT4G00340.2, AT4G00340.1					GmISU01.07G062700.1.p, GmISU01.16G031800.1.p				
N3.HOG0001639	OG0000547	n13			AT2G19130.1					GmISU01.06G255700.1.p, GmISU01.12G093700.1.p, GmISU01.12G165400.2.p, GmISU01.12G165400.1.p, GmISU01.13G265000.3.p, GmISU01.12G165600.2.p, GmISU01.12G165600.1.p				
N3.HOG0001640	OG0000548	n1			AT1G23860.1, AT1G23860.2, AT1G23860.4, AT1G23860.3					GmISU01.18G109400.1.p, GmISU01.08G258200.1.p				
N3.HOG0001641	OG0000548	n23			AT2G24590.1					GmISU01.17G171100.1.p, GmISU01.14G115300.1.p, GmISU01.14G115300.4.p, GmISU01.14G115300.3.p, GmISU01.14G115300.2.p, GmISU01.17G171100.2.p				
N3.HOG0001642	OG0000549	n3								GmISU01.04G188700.1.p, GmISU01.06G123600.1.p				
N3.HOG0001643	OG0000549	n34								GmISU01.05G102400.1.p				
N3.HOG0001644	OG0000550	n7			AT5G01950.2, AT5G01950.3, AT5G01950.5, AT5G01950.6, AT5G01950.7, AT5G01950.8, AT5G01950.1, AT5G01950.4, AT3G53590.1					GmISU01.09G227200.1.p, GmISU01.09G227200.2.p, GmISU01.18G164800.1.p, GmISU01.18G164800.3.p, GmISU01.18G164800.4.p, GmISU01.18G164800.5.p, GmISU01.18G164800.2.p				
N3.HOG0001645	OG0000550	n40			AT1G06840.1					GmISU01.11G185600.6.p, GmISU01.11G185600.1.p, GmISU01.11G185600.2.p, GmISU01.11G185600.4.p, GmISU01.11G185600.3.p, GmISU01.18G047400.2.p, GmISU01.18G047400.3.p, GmISU01.18G047400.1.p, GmISU01.18G047400.5.p, GmISU01.14G170900.1.p				
N3.HOG0001646	OG0000551	n6			AT5G19440.1, AT1G51410.1					GmISU01.18G078900.1.p, GmISU01.18G078800.1.p, GmISU01.12G018200.1.p, GmISU01.12G018300.1.p				
N3.HOG0001647	OG0000552	n2			AT1G13460.2, AT1G13460.1, AT3G26020.6, AT3G26020.2, AT3G26020.5, AT3G26020.1					GmISU01.18G009700.2.p, GmISU01.18G009700.1.p, GmISU01.11G224500.1.p				
N3.HOG0001648	OG0000552	n25			AT4G15415.1, AT4G15415.4, AT4G15415.5, AT4G15415.2, AT3G21650.2, AT3G21650.1					GmISU01.02G230600.1.p, GmISU01.14G043400.1.p				
N3.HOG0001649	OG0000552	n38								GmISU01.19G059500.1.p, GmISU01.19G059500.2.p, GmISU01.05G065800.2.p, GmISU01.05G065800.1.p, GmISU01.19G062800.2.p, GmISU01.19G062800.3.p, GmISU01.19G062800.1.p				
N3.HOG0001650	OG0000554	n0			AT3G59570.2, AT3G59570.1, AT3G59570.3, AT2G43490.6, AT2G43490.8, AT2G43490.1, AT2G43490.3, AT2G43490.7, AT2G43490.2, AT2G43490.4, AT2G43490.5					GmISU01.15G026600.20.p, GmISU01.15G026600.19.p, GmISU01.15G026600.4.p, GmISU01.15G026600.7.p, GmISU01.15G026600.8.p, GmISU01.15G026600.12.p, GmISU01.15G026600.9.p, GmISU01.15G026600.2.p, GmISU01.15G026600.15.p, GmISU01.15G026600.11.p, GmISU01.15G026600.6.p, GmISU01.15G026600.10.p, GmISU01.15G026600.1.p, GmISU01.15G026600.3.p, GmISU01.15G026600.5.p, GmISU01.15G026600.18.p, GmISU01.15G026600.17.p, GmISU01.15G026600.16.p, GmISU01.15G026600.13.p, GmISU01.15G026600.14.p, GmISU01.13G305300.15.p, GmISU01.13G305300.11.p, GmISU01.13G305300.8.p, GmISU01.13G305300.6.p, GmISU01.13G305300.3.p, GmISU01.13G305300.7.p, GmISU01.13G305300.4.p, GmISU01.13G305300.9.p, GmISU01.13G305300.13.p, GmISU01.13G305300.16.p, GmISU01.13G305300.2.p, GmISU01.13G305300.12.p				
N3.HOG0001651	OG0000555	n1								GmISU01.09G067500.1.p				
N3.HOG0001652	OG0000555	n2								GmISU01.08G268300.1.p				
N3.HOG0001653	OG0000556	n0								GmISU01.08G309900.1.p				
N3.HOG0001654	OG0000558	n7			AT1G05470.1, AT1G05470.2, AT2G32010.2, AT2G32010.3, AT2G32010.1, AT2G32010.4					GmISU01.11G006900.1.p, GmISU01.10G207500.1.p, GmISU01.20G113600.1.p				
N3.HOG0001655	OG0000558	n28			AT3G63240.2, AT3G63240.1					GmISU01.03G120100.12.p, GmISU01.03G120100.6.p, GmISU01.03G120100.3.p, GmISU01.03G120100.2.p, GmISU01.03G120100.1.p, GmISU01.03G120100.8.p, GmISU01.03G120100.4.p, GmISU01.19G124200.2.p, GmISU01.19G124200.1.p, GmISU01.10G026800.2.p, GmISU01.10G026800.1.p, GmISU01.10G026800.4.p, GmISU01.10G026800.3.p, GmISU01.02G130700.9.p, GmISU01.02G130700.8.p, GmISU01.02G130700.6.p				
N3.HOG0001656	OG0000559	n0			AT2G20180.4, AT2G20180.3, AT2G20180.6, AT2G20180.5, AT2G20180.1, AT2G20180.7, AT2G20180.2, AT2G20180.8					GmISU01.03G133100.16.p, GmISU01.03G133100.18.p, GmISU01.03G133100.15.p, GmISU01.03G133100.11.p, GmISU01.03G133100.21.p, GmISU01.03G133100.9.p, GmISU01.03G133100.20.p, GmISU01.03G133100.19.p, GmISU01.03G133100.1.p, GmISU01.03G133100.10.p, GmISU01.03G133100.22.p, GmISU01.03G133100.23.p, GmISU01.03G133100.7.p, GmISU01.03G133100.14.p, GmISU01.03G133100.13.p, GmISU01.03G133100.8.p, GmISU01.03G133100.12.p, GmISU01.03G133100.3.p, GmISU01.03G133100.17.p, GmISU01.10G039400.7.p, GmISU01.10G039400.3.p, GmISU01.10G039400.1.p, GmISU01.10G039400.4.p, GmISU01.10G039400.6.p, GmISU01.10G039400.8.p, GmISU01.10G039400.5.p, GmISU01.10G039400.9.p, GmISU01.10G039400.10.p, GmISU01.13G102700.3.p, GmISU01.13G102700.2.p, GmISU01.13G102700.5.p, GmISU01.13G102700.4.p, GmISU01.13G102700.6.p, GmISU01.13G102700.1.p				
N3.HOG0001657	OG0000560	n7			AT3G51950.3, AT3G51950.1, AT3G51950.4, AT3G51950.2									
N3.HOG0001658	OG0000560	n11								GmISU01.12G010300.2.p, GmISU01.12G010300.1.p, GmISU01.12G010400.1.p, GmISU01.12G010400.2.p, GmISU01.09G183900.1.p, GmISU01.09G183900.2.p, GmISU01.09G183800.1.p, GmISU01.09G183800.2.p				
N3.HOG0001659	OG0000561	n1								GmISU01.16G137400.1.p, GmISU01.16G137000.1.p, GmISU01.16G137500.1.p, GmISU01.05G103900.1.p, GmISU01.08G075800.1.p				
N3.HOG0001660	OG0000561	n18			AT1G29910.1, AT1G29920.1, AT1G29930.1, AT2G34420.1, AT2G34430.1									
N3.HOG0001661	OG0000562	n10			AT3G04380.1, AT3G04380.4, AT3G04380.3, AT3G04380.6, AT3G04380.2, AT3G04380.5					GmISU01.19G207700.2.p, GmISU01.19G207700.1.p, GmISU01.03G206600.1.p, GmISU01.03G206600.3.p, GmISU01.03G206600.5.p, GmISU01.03G206600.4.p, GmISU01.10G133000.1.p, GmISU01.20G186100.1.p, GmISU01.20G186100.2.p				
N3.HOG0001662	OG0000562	n39								GmISU01.10G036700.2.p				
N3.HOG0001663	OG0000563	n3								GmISU01.13G011550.1.p				
N3.HOG0001664	OG0000564	n1			AT3G56440.1, AT3G56440.2, AT3G56440.3, AT2G40810.2, AT2G40810.1, AT2G40810.3					GmISU01.04G182800.2.p, GmISU01.04G182800.1.p, GmISU01.06G128600.2.p, GmISU01.06G128600.3.p				
N3.HOG0001665	OG0000564	n29			AT3G62770.1, AT3G62770.3					GmISU01.20G194200.1.p, GmISU01.10G121500.2.p, GmISU01.10G121500.1.p				
N3.HOG0001666	OG0000564	n53								GmISU01.03G171200.1.p, GmISU01.03G171200.2.p, GmISU01.19G172800.1.p				
N3.HOG0001667	OG0000565	n0			AT5G19400.4, AT5G19400.1, AT5G19400.3, AT5G19400.2, AT5G19400.5					GmISU01.20G029700.7.p, GmISU01.20G029700.1.p, GmISU01.20G029700.3.p, GmISU01.20G029700.5.p, GmISU01.20G029700.4.p, GmISU01.20G029700.6.p, GmISU01.07G196400.7.p, GmISU01.07G196400.11.p, GmISU01.07G196400.1.p, GmISU01.07G196400.10.p, GmISU01.07G196400.5.p, GmISU01.07G196400.2.p, GmISU01.02G239600.8.p, GmISU01.02G239600.10.p, GmISU01.02G239600.3.p, GmISU01.02G239600.9.p, GmISU01.02G239600.4.p, GmISU01.02G239600.1.p, GmISU01.02G239600.6.p, GmISU01.02G239600.5.p, GmISU01.02G239600.11.p, GmISU01.02G239600.7.p				
N3.HOG0001668	OG0000566	n1			AT4G03965.1, AT4G22250.1, AT1G62370.1					GmISU01.17G008400.1.p, GmISU01.07G226400.1.p, GmISU01.15G104300.1.p, GmISU01.09G007500.1.p				
N3.HOG0001669	OG0000566	n23			AT4G13100.5, AT4G13100.1, AT4G13100.7, AT4G13100.9, AT4G13100.6, AT4G13100.8, AT4G13100.4, AT4G13100.2, AT4G13100.3, AT3G25030.4, AT3G25030.1, AT3G25030.2, AT3G25030.3					GmISU01.16G082500.1.p, GmISU01.03G061100.1.p				
N3.HOG0001670	OG0000567	n6			AT5G12480.1, AT5G12480.2									
N3.HOG0001671	OG0000567	n8			AT5G19450.2, AT5G19450.1									
N3.HOG0001672	OG0000567	n29			AT3G57530.1, AT2G41860.2, AT2G41860.1					GmISU01.02G156800.1.p, GmISU01.02G156800.2.p, GmISU01.03G103700.1.p				
N3.HOG0001673	OG0000567	n50			AT2G31500.1					GmISU01.12G048600.1.p, GmISU01.11G117900.1.p				
N3.HOG0001674	OG0000568	n1								GmISU01.17G022100.3.p, GmISU01.17G022100.4.p, GmISU01.17G022100.2.p, GmISU01.17G022100.1.p, GmISU01.15G140800.5.p, GmISU01.15G140800.2.p, GmISU01.15G140800.3.p, GmISU01.15G140800.1.p, GmISU01.15G140800.4.p, GmISU01.09G043900.1.p, GmISU01.07G211700.1.p, GmISU01.07G211700.2.p				
N3.HOG0001675	OG0000568	n21			AT4G02570.1, AT4G02570.2, AT4G02570.4, AT4G02570.3, AT1G43140.1, AT1G02980.1, AT1G02980.2					GmISU01.03G170500.4.p, GmISU01.03G170500.5.p, GmISU01.03G170500.2.p, GmISU01.03G170500.6.p, GmISU01.03G170500.1.p, GmISU01.03G170500.3.p, GmISU01.19G172400.3.p, GmISU01.19G172400.5.p, GmISU01.19G172400.2.p, GmISU01.19G172400.4.p				
N3.HOG0001676	OG0000569	n1			AT3G01090.3, AT3G01090.1, AT3G01090.2					GmISU01.13G039200.3.p, GmISU01.13G039200.2.p, GmISU01.13G039200.1.p, GmISU01.18G206200.2.p, GmISU01.18G206200.4.p, GmISU01.18G206200.3.p, GmISU01.18G206200.1.p, GmISU01.08G221500.4.p, GmISU01.08G221500.2.p, GmISU01.08G221500.5.p				
N3.HOG0001677	OG0000569	n40			AT3G29160.2, AT3G29160.1									
N3.HOG0001678	OG0000569	n44			AT5G39440.1									
N3.HOG0001679	OG0000569	n48			AT3G29160.3, AT2G26980.1					GmISU01.08G221600.1.p				
N3.HOG0001680	OG0000570	n1			AT5G64460.5, AT5G64460.9, AT5G64460.11, AT5G64460.7, AT5G64460.3, AT5G64460.1, AT5G64460.2, AT5G64460.8, AT5G64460.6, AT5G64460.10, AT5G64460.4					GmISU01.08G059000.1.p, GmISU01.08G059000.2.p, GmISU01.08G059000.3.p, GmISU01.08G059000.5.p, GmISU01.08G059000.4.p, GmISU01.13G219400.1.p, GmISU01.07G154700.2.p, GmISU01.07G154700.1.p				
N3.HOG0001681	OG0000570	n32			AT1G58280.3, AT1G58280.2, AT1G58280.1, AT1G58280.4, AT2G17280.1, AT2G17280.2					GmISU01.02G183100.2.p, GmISU01.02G183100.1.p, GmISU01.04G082500.2.p, GmISU01.04G082500.1.p, GmISU01.06G083800.1.p				
