HOG	OG	Gene Tree Parent Clade	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
N10.HOG0005824	OG0003031	n11		AH004636-RA, AH004712-RA			Bevul.6G184100.1.p							
N10.HOG0005825	OG0003032	n5		AH000192-RA, AH001236-RA			Bevul.9G046100.4.p, Bevul.9G046100.5.p, Bevul.9G046100.2.p, Bevul.9G046100.6.p, Bevul.9G046100.1.p, Bevul.9G046100.3.p							
N10.HOG0005826	OG0003032	n26		AH009438-RA			Bevul.1G205500.1.p							
N10.HOG0005827	OG0003033	n16		AH009345-RA			Bevul.1G146400.1.p							
N10.HOG0005828	OG0003034	n26		AH017486-RA			Bevul.5G174700.1.p							
N10.HOG0005829	OG0003035	n0		AH004788-RA			Bevul.6G189300.1.p							
N10.HOG0005830	OG0003036	n17		AH004627-RA			Bevul.6G198600.1.p							
N10.HOG0005831	OG0003036	n32		AH005129-RA										
N10.HOG0005832	OG0003037	n0		AH007903-RA			Bevul.4G098100.1.p							
N10.HOG0005833	OG0003038	n0		AH015846-RA			Bevul.2G075900.2.p, Bevul.2G075900.1.p							
N10.HOG0005834	OG0003039	n0		AH019204-RA, AH015352-RA, AH019205-RA			Bevul.2G016400.1.p							
N10.HOG0005835	OG0003040	n7		AH013918-RA			Bevul.7G178500.1.p							
N10.HOG0005836	OG0003040	n10		AH023586-RA										
N10.HOG0005837	OG0003040	n12		AH009061-RA, AH009060-RA			Bevul.1G142700.1.p, Bevul.1G142800.1.p, Bevul.1G142900.1.p							
N10.HOG0005838	OG0003041	n1		AH017182-RA			Bevul.5G151800.1.p							
N10.HOG0005839	OG0003041	n11		AH004509-RA, AH004923-RA			Bevul.6G212500.1.p							
N10.HOG0005840	OG0003042	n26					Bevul.3G163500.1.p							
N10.HOG0005841	OG0003042	n30					Bevul.4G218900.1.p							
N10.HOG0005842	OG0003043	n1		AH007692-RA, AH010934-RA			Bevul.4G240300.1.p							
N10.HOG0005843	OG0003044	n0		AH009491-RA			Bevul.1G199300.1.p							
N10.HOG0005844	OG0003045	n22		AH014931-RA, AH014927-RA, AH020058-RA, AH020051-RA			Bevul.8G045900.1.p							
N10.HOG0005845	OG0003045	n27					Bevul.3G110300.1.p, Bevul.3G110500.1.p, Bevul.3G110600.1.p, Bevul.3G110900.1.p, Bevul.3G110800.1.p, Bevul.3G110700.1.p							
N10.HOG0005846	OG0003046	n0		AH014223-RA			Bevul.8G129800.1.p							
N10.HOG0005847	OG0003047	n9		AH011685-RA										
N10.HOG0005848	OG0003047	n10		AH011686-RA			Bevul.3G110200.1.p							
N10.HOG0005849	OG0003051	n0					Bevul.5G211700.1.p							
N10.HOG0005850	OG0003066	n4					Bevul.4G160800.1.p							
N10.HOG0005851	OG0003066	n21		AH016766-RA, AH011190-RA, AH007425-RA										
N10.HOG0005852	OG0003067	n0		AH014457-RA			Bevul.5G199500.1.p, Bevul.8G203200.1.p							
N10.HOG0005853	OG0003068	n20		AH013280-RA			Bevul.7G231100.1.p							
N10.HOG0005854	OG0003068	n28		AH007742-RA										
N10.HOG0005855	OG0003069	n0		AH021231-RA			Bevul.9G069500.6.p, Bevul.9G069500.5.p, Bevul.9G069500.8.p, Bevul.9G069500.2.p, Bevul.9G069500.3.p, Bevul.9G069500.4.p, Bevul.9G069500.7.p, Bevul.9G069500.1.p							
N10.HOG0005856	OG0003070	n0		AH016622-RA, AH022734-RA			Bevul.2G194500.1.p							
N10.HOG0005857	OG0003071	n2		AH007793-RA			Bevul.4G108300.1.p							
N10.HOG0005858	OG0003072	n13		AH019929-RA			Bevul.3G006000.1.p							
N10.HOG0005859	OG0003072	n19		AH022056-RA			Bevul.7G108900.1.p							
N10.HOG0005860	OG0003073	n15		AH016655-RA										
N10.HOG0005861	OG0003073	n16		AH011004-RA			Bevul.4G236100.1.p, Bevul.4G236500.1.p							
N10.HOG0005862	OG0003074	n0		AH016040-RA			Bevul.2G137100.1.p, Bevul.2G137100.2.p, Bevul.2G137100.3.p							
N10.HOG0005863	OG0003075	n25		AH006592-RA, AH006575-RA, AH006574-RA										
N10.HOG0005864	OG0003075	n28		AH014907-RA, AH006593-RA, AH006576-RA										
N10.HOG0005865	OG0003076	n1		AH003840-RA, AH005741-RA			Bevul.4G063300.1.p, Bevul.4G063500.1.p, Bevul.4G063400.1.p, Bevul.6G018600.1.p							
N10.HOG0005866	OG0003077	n0		AH008264-RA			Bevul.4G013600.1.p, Bevul.4G013700.1.p							
N10.HOG0005867	OG0003078	n2		AH008432-RA										
N10.HOG0005868	OG0003078	n14					Bevul.1G053700.1.p							
N10.HOG0005869	OG0003079	n2		AH012911-RA, AH021912-RA			Bevul.7G076300.5.p, Bevul.7G076300.3.p, Bevul.7G076300.2.p, Bevul.7G076300.4.p, Bevul.7G076300.1.p							
N10.HOG0005870	OG0003079	n23					Bevul.3G132600.1.p							
N10.HOG0005871	OG0003080	n3		AH007915-RA										
N10.HOG0005872	OG0003081	n4		AH001187-RA										
N10.HOG0005873	OG0003081	n14		AH000095-RA			Bevul.7G177900.1.p							
N10.HOG0005874	OG0003082	n3		AH023038-RA			Bevul.7G024600.1.p, Bevul.7G024600.2.p, Bevul.2G236700.1.p							
N10.HOG0005875	OG0003082	n8					Bevul.3G030300.1.p							
N10.HOG0005876	OG0003082	n15					Bevul.7G024200.1.p							
N10.HOG0005877	OG0003083	n23		AH013623-RA			Bevul.7G211800.1.p, Bevul.7G068100.1.p							
N10.HOG0005878	OG0003084	n0		AH019260-RA, AH019244-RA			Bevul.2G022400.6.p, Bevul.2G022400.5.p, Bevul.2G022400.2.p, Bevul.2G022400.3.p, Bevul.2G022400.1.p, Bevul.2G022400.4.p							
N10.HOG0005879	OG0003085	n14		AH000779-RA			Bevul.9G129400.1.p							
N10.HOG0005880	OG0003086	n0		AH008813-RA			Bevul.6G039300.1.p							
N10.HOG0005881	OG0003087	n17		AH001491-RA			Bevul.9G103200.1.p, Bevul.9G103200.2.p							
N10.HOG0005882	OG0003088	n0		AH006538-RA, AH020541-RA			Bevul.3G226000.1.p							
N10.HOG0005883	OG0003089	n1		AH004832-RA, AH004449-RA			Bevul.6G181600.1.p							
N10.HOG0005884	OG0003090	n0		AH011837-RA										
N10.HOG0005885	OG0003091	n6		AH016953-RA			Bevul.1G051500.1.p							
N10.HOG0005886	OG0003092	n4		AH013904-RA			Bevul.7G177200.1.p							
N10.HOG0005887	OG0003093	n2		AH019864-RA, AH007131-RA			Bevul.3G053900.1.p							
N10.HOG0005888	OG0003093	n17		AH017699-RA			Bevul.5G252800.1.p							
N10.HOG0005889	OG0003094	n16		AH013027-RA			Bevul.7G119000.1.p							
N10.HOG0005890	OG0003095	n14		AH011713-RA			Bevul.3G113500.1.p							
N10.HOG0005891	OG0003096	n1		AH013221-RA			Bevul.7G223500.1.p							
N10.HOG0005892	OG0003096	n23		AH011860-RA, AH019826-RA			Bevul.3G144200.1.p							
N10.HOG0005893	OG0003097	n0		AH011019-RA			Bevul.4G227400.1.p							
N10.HOG0005894	OG0003098	n31		AH017740-RA			Bevul.5G248200.1.p							
N10.HOG0005895	OG0003099	n21		AH020183-RA, AH006975-RA										
N10.HOG0005896	OG0003100	n0		AH006653-RA, AH020484-RA			Bevul.3G212700.1.p							
N10.HOG0005897	OG0003101	n3		AH013044-RA			Bevul.7G121600.1.p							
N10.HOG0005898	OG0003101	n22		AH011205-RA			Bevul.4G162600.1.p							
N10.HOG0005899	OG0003102	n0		AH017869-RA			Bevul.5G229800.1.p							
N10.HOG0005900	OG0003103	n6		AH010841-RA			Bevul.4G141200.1.p							
N10.HOG0005901	OG0003104	n3		AH011720-RA, AH011719-RA			Bevul.3G114900.1.p							
N10.HOG0005902	OG0003104	n11					Bevul.5G229500.1.p							
N10.HOG0005903	OG0003105	n0		AH002679-RA, AH017701-RA			Bevul.5G252400.1.p							
N10.HOG0005904	OG0003106	n9		AH010479-RA, AH010479-RB, AH007567-RA			Bevul.4G159700.1.p							
N10.HOG0005905	OG0003106	n20					Bevul.7G096400.1.p							
N10.HOG0005906	OG0003107	n0		AH007590-RA, AH017750-RA			Bevul.5G246400.1.p							
N10.HOG0005907	OG0003108	n3		AH004829-RA			Bevul.6G180700.1.p							
N10.HOG0005908	OG0003108	n23		AH017935-RA			Bevul.5G219100.1.p							
N10.HOG0005909	OG0003108	n25		AH017936-RA										
N10.HOG0005910	OG0003109	n0		AH023064-RA, AH001560-RA			Bevul.7G231900.1.p							
N10.HOG0005911	OG0003110	n6		AH001814-RA			Bevul.9G170900.1.p							
N10.HOG0005912	OG0003111	n0		AH008853-RA			Bevul.1G115200.1.p							
N10.HOG0005913	OG0003112	n0		AH000776-RA, AH002323-RA			Bevul.9G128800.2.p, Bevul.9G128800.1.p							
N10.HOG0005914	OG0003113	n1		AH016620-RA, AH022739-RA			Bevul.2G194800.1.p							
N10.HOG0005915	OG0003113	n16		AH008816-RA			Bevul.1G110000.1.p							
N10.HOG0005916	OG0003114	n5		AH006176-RA			Bevul.6G009200.1.p							
N10.HOG0005917	OG0003115	n0		AH002395-RA			Bevul.9G211100.1.p, Bevul.9G211100.2.p							
N10.HOG0005918	OG0003116	n0		AH007835-RA			Bevul.1G207500.1.p							
N10.HOG0005919	OG0003117	n0		AH000335-RA			Bevul.8G017000.1.p							
N10.HOG0005920	OG0003118	n15		AH008827-RA										
N10.HOG0005921	OG0003118	n31					Bevul.1G112200.1.p							
N10.HOG0005922	OG0003119	n0		AH008668-RA			Bevul.1G082900.1.p							
N10.HOG0005923	OG0003120	n24					Bevul.5G180000.1.p							
N10.HOG0005924	OG0003120	n26		AH014652-RA, AH019141-RA			Bevul.2G072700.1.p, Bevul.1G180700.1.p							
N10.HOG0005925	OG0003121	n0		AH009001-RA			Bevul.1G216600.1.p							
N10.HOG0005926	OG0003122	n2		AH009394-RA			Bevul.1G210900.1.p							
N10.HOG0005927	OG0003123	n5		AH000968-RA			Bevul.9G236600.1.p							
N10.HOG0005928	OG0003123	n6		AH001655-RA			Bevul.1G029000.1.p							
N10.HOG0005929	OG0003124	n7		AH006100-RA			Bevul.6G001600.1.p							
N10.HOG0005930	OG0003125	n9					Bevul.8G139000.1.p							
N10.HOG0005931	OG0003125	n21		AH018490-RA			Bevul.5G102600.1.p							
N10.HOG0005932	OG0003126	n0		AH017612-RA, AH017673-RA, AH002728-RA			Bevul.5G261000.1.p							
N10.HOG0005933	OG0003127	n3		AH008945-RA			Bevul.1G174700.1.p, Bevul.1G174800.1.p							
N10.HOG0005934	OG0003127	n15		AH003763-RA										
N10.HOG0005935	OG0003128	n11		AH005786-RA, AH003804-RA			Bevul.6G024400.1.p							
N10.HOG0005936	OG0003128	n31		AH001781-RA			Bevul.9G166700.1.p							
N10.HOG0005937	OG0003129	n20		AH003276-RA			Bevul.4G184900.1.p							
N10.HOG0005938	OG0003129	n31					Bevul.1G114600.1.p							
N10.HOG0005939	OG0003130	n4		AH023760-RA, AH016908-RA			Bevul.1G046000.1.p							
N10.HOG0005940	OG0003131	n20		AH006970-RA, AH020217-RA			Bevul.3G165800.1.p							
N10.HOG0005941	OG0003132	n5		AH000739-RA			Bevul.9G123200.1.p							
N10.HOG0005942	OG0003132	n16		AH004288-RA, AH004941-RA			Bevul.6G219500.1.p							
N10.HOG0005943	OG0003133	n0		AH001616-RA			Bevul.9G154400.3.p, Bevul.9G154400.2.p, Bevul.9G154400.4.p, Bevul.9G154400.1.p, Bevul.9G154400.5.p							
N10.HOG0005944	OG0003134	n2		AH001646-RA			Bevul.9G238000.1.p							
N10.HOG0005945	OG0003134	n14		AH011692-RA, AH020049-RA			Bevul.3G111700.1.p							
N10.HOG0005946	OG0003135	n0		AH001726-RA			Bevul.9G159000.1.p, Bevul.9G159000.2.p							
N10.HOG0005947	OG0003136	n0		AH008799-RA			Bevul.1G111500.1.p							
N10.HOG0005948	OG0003137	n0		AH006062-RA										
N10.HOG0005949	OG0003138	n0		AH003752-RA			Bevul.6G030200.1.p							
N10.HOG0005950	OG0003139	n0		AH000662-RA, AH016693-RA			Bevul.9G225200.2.p, Bevul.9G225200.1.p, Bevul.9G225200.4.p, Bevul.9G225200.3.p							
N10.HOG0005951	OG0003140	n5		AH006478-RA			Bevul.6G104800.1.p							
N10.HOG0005952	OG0003141	n4		AH016778-RA			Bevul.1G026500.1.p							
N10.HOG0005953	OG0003141	n15		AH006467-RA			Bevul.6G031000.1.p							
N10.HOG0005954	OG0003142	n4		AH023741-RA			Bevul.1G042700.1.p							
N10.HOG0005955	OG0003142	n19		AH000923-RA			Bevul.9G149400.1.p							
N10.HOG0005956	OG0003143	n6		AH008416-RA										
N10.HOG0005957	OG0003144	n1		AH003524-RA			Bevul.6G070800.1.p							
N10.HOG0005958	OG0003144	n19		AH008765-RA			Bevul.1G097800.1.p							
N10.HOG0005959	OG0003145	n10		AH016838-RA										
N10.HOG0005960	OG0003145	n11		AH000745-RA, AH002347-RA			Bevul.9G124700.1.p							
N10.HOG0005961	OG0003145	n24					Bevul.1G038100.1.p							
N10.HOG0005962	OG0003146	n3		AH009268-RA			Bevul.1G155000.1.p							
N10.HOG0005963	OG0003146	n12		AH001789-RA			Bevul.9G167900.1.p							
N10.HOG0005964	OG0003146	n22					Bevul.6G022800.1.p							
N10.HOG0005965	OG0003147	n0		AH006326-RA, AH003479-RA			Bevul.6G050100.1.p							
N10.HOG0005966	OG0003148	n16					Bevul.8G019900.1.p							
N10.HOG0005967	OG0003148	n22		AH022079-RA			Bevul.7G103200.1.p, Bevul.7G103200.4.p, Bevul.7G103200.2.p, Bevul.7G103200.3.p							
N10.HOG0005968	OG0003149	n1		AH000237-RA										
N10.HOG0005969	OG0003149	n11		AH021498-RA			Bevul.8G053200.1.p							
N10.HOG0005970	OG0003150	n1		AH000046-RA			Bevul.9G024300.2.p, Bevul.9G024300.1.p							
N10.HOG0005971	OG0003150	n15		AH017618-RA			Bevul.5G195000.1.p							
N10.HOG0005972	OG0003151	n14		AH006740-RA			Bevul.3G201000.1.p							
N10.HOG0005973	OG0003151	n16		AH017788-RA			Bevul.5G239800.1.p							
N10.HOG0005974	OG0003152	n0		AH021157-RA			Bevul.8G100600.1.p							
N10.HOG0005975	OG0003153	n1		AH015085-RA			Bevul.8G031200.1.p							
N10.HOG0005976	OG0003153	n15					Bevul.9G071800.1.p							
N10.HOG0005977	OG0003154	n1					Bevul.4G061500.1.p, Bevul.4G061700.1.p							
N10.HOG0005978	OG0003154	n17		AH001338-RA			Bevul.9G075900.2.p, Bevul.9G075900.1.p							
N10.HOG0005979	OG0003155	n10					Bevul.4G081100.1.p							
N10.HOG0005980	OG0003155	n24		AH021363-RA			Bevul.8G073800.1.p							
N10.HOG0005981	OG0003156	n0		AH014784-RA, AH021364-RA			Bevul.8G073600.1.p							
N10.HOG0005982	OG0003157	n10		AH005549-RA, AH004042-RA			Bevul.6G081700.1.p							
N10.HOG0005983	OG0003157	n13		AH005548-RA			Bevul.6G080500.1.p							
N10.HOG0005984	OG0003158	n0		AH010857-RA			Bevul.1G052700.1.p							
N10.HOG0005985	OG0003159	n0		AH014428-RA, AH020949-RA			Bevul.8G208600.1.p							
N10.HOG0005986	OG0003160	n15		AH013480-RA			Bevul.7G153500.1.p							
N10.HOG0005987	OG0003160	n19		AH017526-RA			Bevul.5G179800.1.p							
N10.HOG0005988	OG0003160	n21					Bevul.5G179900.1.p							
N10.HOG0005989	OG0003160	n28		AH005558-RA			Bevul.6G082100.1.p							
N10.HOG0005990	OG0003161	n0		AH023202-RA			Bevul.2G180900.1.p, Bevul.2G180900.2.p, Bevul.2G180900.3.p							
N10.HOG0005991	OG0003163	n0		AH001524-RA			Bevul.9G110400.1.p, Bevul.9G110400.2.p							
N10.HOG0005992	OG0003164	n15		AH016170-RA			Bevul.2G157000.1.p							
N10.HOG0005993	OG0003164	n18		AH000497-RA			Bevul.9G214300.1.p							
N10.HOG0005994	OG0003165	n7		AH023269-RA, AH016241-RA, AH016240-RA			Bevul.2G171200.1.p							
N10.HOG0005995	OG0003165	n15					Bevul.9G227800.1.p							
N10.HOG0005996	OG0003166	n13		AH019190-RA, AH019193-RA			Bevul.2G015700.1.p							
N10.HOG0005997	OG0003167	n1					Bevul.2G141100.1.p							
N10.HOG0005998	OG0003167	n19					Bevul.2G190500.1.p							
N10.HOG0005999	OG0003168	n0		AH019425-RA			Bevul.3G093000.1.p							
N10.HOG0006000	OG0003170	n0		AH019758-RA			Bevul.3G021900.1.p							
N10.HOG0006001	OG0003171	n7		AH022329-RA			Bevul.7G165000.1.p							
N10.HOG0006002	OG0003171	n18		AH014311-RA			Bevul.8G146600.1.p							
N10.HOG0006003	OG0003171	n21		AH021073-RA, AH014310-RA			Bevul.8G146500.1.p							
N10.HOG0006004	OG0003172	n5		AH000638-RA			Bevul.9G228100.1.p							
N10.HOG0006005	OG0003173	n18		AH022608-RA, AH013383-RA			Bevul.7G168500.1.p							
N10.HOG0006006	OG0003173	n24					Bevul.8G140600.1.p							
N10.HOG0006007	OG0003174	n5					Bevul.8G139400.1.p							
N10.HOG0006008	OG0003174	n10		AH006266-RA			Bevul.6G043800.1.p							
N10.HOG0006009	OG0003175	n0		AH007417-RA			Bevul.4G164700.1.p							
N10.HOG0006010	OG0003176	n11		AH019472-RA			Bevul.3G087300.1.p							
N10.HOG0006011	OG0003176	n21		AH009115-RA			Bevul.2G006000.1.p							
N10.HOG0006012	OG0003177	n0		AH016186-RA			Bevul.2G162100.3.p, Bevul.2G162100.2.p, Bevul.2G162100.1.p							
N10.HOG0006013	OG0003178	n0					Bevul.9G013900.1.p							
N10.HOG0006014	OG0003179	n19		AH020843-RA			Bevul.8G191200.1.p							
N10.HOG0006015	OG0003179	n21		AH002072-RA			Bevul.9G203800.1.p							
N10.HOG0006016	OG0003179	n25					Bevul.2G014300.1.p							
N10.HOG0006017	OG0003180	n11					Bevul.2G180500.1.p, Bevul.2G180500.2.p, Bevul.2G180500.3.p, Bevul.2G180400.1.p							
N10.HOG0006018	OG0003180	n15		AH023207-RA, AH023206-RA, AH016286-RA										
N10.HOG0006019	OG0003180	n18		AH001970-RA										
N10.HOG0006020	OG0003181	n2		AH017656-RA, AH002715-RA			Bevul.5G029800.1.p							
N10.HOG0006021	OG0003181	n19		AH009674-RA			Bevul.1G179000.1.p							
N10.HOG0006022	OG0003182	n0		AH015572-RA			Bevul.8G190300.1.p							
N10.HOG0006023	OG0003183	n8		AH011522-RA										
N10.HOG0006024	OG0003183	n9		AH018417-RA			Bevul.5G093000.1.p							
N10.HOG0006025	OG0003184	n0		AH005838-RA			Bevul.6G029900.1.p							
N10.HOG0006026	OG0003185	n1		AH018044-RA			Bevul.5G022600.1.p							
N10.HOG0006027	OG0003185	n4		AH009612-RA			Bevul.1G186000.1.p							
N10.HOG0006028	OG0003186	n2		AH001921-RA			Bevul.9G187300.1.p							
N10.HOG0006029	OG0003186	n16		AH013955-RA			Bevul.8G164700.1.p							
N10.HOG0006030	OG0003187	n0		AH002071-RA			Bevul.9G203500.7.p, Bevul.9G203500.6.p, Bevul.9G203500.1.p, Bevul.9G203500.5.p, Bevul.9G203500.3.p, Bevul.9G203500.2.p, Bevul.9G203500.4.p							
N10.HOG0006031	OG0003188	n2		AH009108-RA			Bevul.1G131700.1.p							
N10.HOG0006032	OG0003190	n0		AH009746-RA, AH008271-RA			Bevul.4G012700.1.p							
N10.HOG0006033	OG0003191	n11		AH021486-RA			Bevul.8G051100.1.p							
N10.HOG0006034	OG0003192	n14		AH013865-RA			Bevul.7G183600.1.p							
N10.HOG0006035	OG0003193	n0		AH018747-RA			Bevul.5G043300.1.p, Bevul.3G200200.1.p							
N10.HOG0006036	OG0003194	n0		AH008066-RA			Bevul.4G000200.1.p							
N10.HOG0006037	OG0003195	n26		AH013180-RA			Bevul.7G217900.1.p							
N10.HOG0006038	OG0003195	n28		AH022472-RA			Bevul.7G217700.1.p							
N10.HOG0006039	OG0003195	n29		AH022471-RA, AH022470-RA			Bevul.7G217800.1.p							
N10.HOG0006040	OG0003196	n5		AH021420-RA, AH014843-RA			Bevul.4G247600.1.p							
N10.HOG0006041	OG0003197	n28		AH009940-RA			Bevul.4G044300.1.p							
N10.HOG0006042	OG0003198	n0		AH005141-RA			Bevul.6G217400.1.p							
N10.HOG0006043	OG0003199	n0		AH020516-RA, AH006578-RA			Bevul.3G221600.1.p							
N10.HOG0006044	OG0003200	n0		AH013162-RA			Bevul.7G215100.1.p							
N10.HOG0006045	OG0003201	n4		AH008061-RA, AH010060-RA			Bevul.4G063100.1.p							
N10.HOG0006046	OG0003202	n0		AH015705-RA			Bevul.2G046500.1.p							
N10.HOG0006047	OG0003203	n1		AH003355-RA			Bevul.6G037300.1.p							
N10.HOG0006048	OG0003203	n5		AH001247-RA, AH000177-RA			Bevul.9G049200.1.p							
N10.HOG0006049	OG0003204	n12		AH000149-RA, AH001314-RA			Bevul.9G057200.1.p							
N10.HOG0006050	OG0003204	n29		AH015924-RA			Bevul.2G113900.1.p							
N10.HOG0006051	OG0003205	n4		AH008106-RA, AH009965-RA			Bevul.4G048300.1.p							
N10.HOG0006052	OG0003205	n20		AH015178-RA			Bevul.8G065300.1.p							
N10.HOG0006053	OG0003206	n2		AH000186-RA			Bevul.9G047600.2.p, Bevul.9G047600.1.p							
N10.HOG0006054	OG0003206	n12					Bevul.2G090500.1.p, Bevul.2G090500.2.p, Bevul.2G090500.3.p							
N10.HOG0006055	OG0003207	n5		AH001274-RA			Bevul.9G066800.1.p							
N10.HOG0006056	OG0003208	n17		AH019114-RA			Bevul.5G135000.1.p							
N10.HOG0006057	OG0003209	n0		AH001275-RA			Bevul.9G067800.1.p							
N10.HOG0006058	OG0003210	n3					Bevul.1G184500.1.p							
N10.HOG0006059	OG0003210	n14		AH012073-RA, AH019626-RA			Bevul.3G046700.1.p							
N10.HOG0006060	OG0003211	n1		AH016589-RA, AH022780-RA			Bevul.2G200500.1.p							
N10.HOG0006061	OG0003211	n17		AH020212-RA			Bevul.3G165000.1.p							
N10.HOG0006062	OG0003212	n19		AH012656-RA, AH021842-RA			Bevul.7G033400.3.p, Bevul.7G033400.1.p, Bevul.7G033400.2.p							
N10.HOG0006063	OG0003213	n18		AH009248-RA			Bevul.1G166200.1.p							
N10.HOG0006064	OG0003213	n22		AH018966-RA			Bevul.7G002900.1.p							
N10.HOG0006065	OG0003214	n0		AH015670-RA			Bevul.9G112100.5.p, Bevul.9G112100.3.p, Bevul.9G112100.1.p, Bevul.9G112100.4.p, Bevul.9G112100.2.p, Bevul.9G112100.6.p							
N10.HOG0006066	OG0003215	n0		AH021324-RA, AH014748-RA			Bevul.8G080500.1.p							
N10.HOG0006067	OG0003216	n0		AH014807-RA			Bevul.8G006600.1.p							
N10.HOG0006068	OG0003217	n6		AH021761-RA			Bevul.7G004900.1.p, Bevul.7G004900.2.p							
N10.HOG0006069	OG0003217	n13					Bevul.7G197400.1.p							
N10.HOG0006070	OG0003218	n8		AH012503-RA										
N10.HOG0006071	OG0003218	n9		AH021741-RA			Bevul.7G011500.2.p, Bevul.7G011500.1.p							
N10.HOG0006072	OG0003219	n0		AH003062-RA			Bevul.5G143400.1.p							
N10.HOG0006073	OG0003220	n1					Bevul.9G162800.1.p							
N10.HOG0006074	OG0003220	n26					Bevul.1G216100.1.p							
N10.HOG0006075	OG0003220	n27		AH009005-RA			Bevul.1G216200.1.p							
N10.HOG0006076	OG0003221	n0		AH018823-RA			Bevul.5G053300.1.p							
N10.HOG0006077	OG0003222	n2		AH013043-RA			Bevul.7G121500.1.p							
N10.HOG0006078	OG0003223	n7		AH004491-RA, AH004902-RA			Bevul.6G169000.1.p							
N10.HOG0006079	OG0003224	n0		AH020066-RA, AH011663-RA			Bevul.3G106400.1.p							
N10.HOG0006080	OG0003225	n0					Bevul.4G068400.1.p							
N10.HOG0006081	OG0003226	n0		AH005636-RA			Bevul.6G090000.1.p							
N10.HOG0006082	OG0003227	n0		AH013025-RA			Bevul.7G118800.1.p							
N10.HOG0006083	OG0003228	n8		AH005933-RA										
N10.HOG0006084	OG0003228	n13		AH005955-RA			Bevul.6G072900.1.p							
N10.HOG0006085	OG0003229	n15		AH001216-RA, AH000125-RA			Bevul.9G036300.1.p							
N10.HOG0006086	OG0003229	n21		AH012165-RA										
N10.HOG0006087	OG0003230	n7		AH009539-RA			Bevul.1G193500.1.p							
N10.HOG0006088	OG0003231	n0		AH008662-RA			Bevul.1G084200.1.p							
N10.HOG0006089	OG0003232	n19					Bevul.2G087700.1.p							
N10.HOG0006090	OG0003233	n0		AH011269-RA			Bevul.5G027700.1.p							
N10.HOG0006091	OG0003234	n0		AH003280-RA, AH003283-RA			Bevul.4G185600.1.p							
N10.HOG0006092	OG0003235	n19		AH006220-RA			Bevul.6G052700.1.p							
N10.HOG0006093	OG0003235	n20		AH006033-RA			Bevul.6G066300.1.p							
N10.HOG0006094	OG0003236	n0		AH007612-RA, AH010526-RA			Bevul.4G202600.1.p							
N10.HOG0006095	OG0003237	n4		AH018778-RA			Bevul.5G047700.1.p							
N10.HOG0006096	OG0003237	n14		AH009279-RA			Bevul.1G153200.1.p, Bevul.1G153300.1.p							
N10.HOG0006097	OG0003238	n3		AH008910-RA										
N10.HOG0006098	OG0003238	n21					Bevul.1G170500.1.p							
N10.HOG0006099	OG0003239	n11		AH003680-RA			Bevul.6G057100.1.p							
N10.HOG0006100	OG0003239	n23		AH008539-RA			Bevul.1G070300.1.p							
N10.HOG0006101	OG0003240	n9		AH003023-RA, AH017167-RA, AH007935-RA			Bevul.5G152700.1.p							
N10.HOG0006102	OG0003241	n2		AH009449-RA			Bevul.1G204100.1.p							
N10.HOG0006103	OG0003242	n2		AH007874-RA			Bevul.4G126700.1.p							
N10.HOG0006104	OG0003242	n10		AH022044-RA, AH013545-RA			Bevul.3G004100.1.p							
N10.HOG0006105	OG0003243	n0		AH021259-RA			Bevul.8G099300.1.p							
N10.HOG0006106	OG0003244	n3		AH015869-RA										
N10.HOG0006107	OG0003244	n18		AH022360-RA			Bevul.7G145500.1.p							
N10.HOG0006108	OG0003245	n5		AH008683-RA			Bevul.1G111700.1.p							
N10.HOG0006109	OG0003245	n23		AH013558-RA			Bevul.7G142800.1.p							
N10.HOG0006110	OG0003246	n0		AH002197-RA			Bevul.9G144000.1.p							
N10.HOG0006111	OG0003247	n13					Bevul.5G161800.1.p, Bevul.5G161700.1.p							
N10.HOG0006112	OG0003247	n24					Bevul.5G161600.1.p							
N10.HOG0006113	OG0003247	n26		AH004282-RA, AH005150-RA			Bevul.6G218500.1.p							
N10.HOG0006114	OG0003248	n13		AH005303-RA			Bevul.6G154700.1.p							
N10.HOG0006115	OG0003249	n1		AH005221-RA			Bevul.6G201500.1.p							
N10.HOG0006116	OG0003249	n10		AH006405-RA			Bevul.6G037200.1.p							
N10.HOG0006117	OG0003250	n15		AH002956-RA, AH017386-RA			Bevul.5G162900.1.p							
