HOG	OG	Gene Tree Parent Clade	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
N5.HOG0002318	OG0000798	n10									Lsat_1_v5_gn_6_41001.1, Lsat_1_v5_gn_2_95941.1, Lsat_1_v5_gn_2_95941.3, Lsat_1_v5_gn_2_96001.3, Lsat_1_v5_gn_2_96001.1		Solyc06g074390.3.1, Solyc11g067190.2.1	
N5.HOG0002319	OG0000798	n29											Solyc01g104185.1.1	
N5.HOG0002320	OG0000798	n43									Lsat_1_v5_gn_6_40981.1			
N5.HOG0002321	OG0000799	n5									Lsat_1_v5_gn_9_4280.4, Lsat_1_v5_gn_9_4280.5		Solyc09g064870.3.1	
N5.HOG0002322	OG0000799	n24											Solyc06g054390.3.1, Solyc01g080160.3.1, Solyc12g035710.2.1	
N5.HOG0002323	OG0000799	n27									Lsat_1_v5_gn_1_118440.1			
N5.HOG0002324	OG0000799	n40									Lsat_1_v5_gn_5_76861.5, Lsat_1_v5_gn_5_76861.2, Lsat_1_v5_gn_5_76861.3, Lsat_1_v5_gn_5_76861.4, Lsat_1_v5_gn_5_76861.1, Lsat_1_v5_gn_4_149820.1, Lsat_1_v5_gn_4_149820.3			
N5.HOG0002325	OG0000800	n0									Lsat_1_v5_gn_0_39281.3, Lsat_1_v5_gn_0_39281.1		Solyc06g073640.3.1, Solyc11g072060.2.1, Solyc01g009070.3.1	
N5.HOG0002326	OG0000801	n9									Lsat_1_v5_gn_6_40880.1			
N5.HOG0002327	OG0000801	n12									Lsat_1_v5_gn_3_14201.1		Solyc08g061900.1.1, Solyc11g021100.1.1	
N5.HOG0002328	OG0000801	n25											Solyc12g033020.1.1, Solyc05g024440.1.1	
N5.HOG0002329	OG0000801	n27											Solyc12g033080.1.1, Solyc01g017170.1.1, Solyc04g039800.2.1, Solyc09g015260.1.1, Solyc11g021110.2.1	
N5.HOG0002330	OG0000801	n31											Solyc01g017180.2.1, Solyc09g061460.2.1	
N5.HOG0002331	OG0000801	n36											Solyc04g039790.2.1, Solyc12g027820.1.1, Solyc01g035220.1.1, Solyc09g055840.1.1, Solyc11g021090.2.1, Solyc03g095890.2.1	
N5.HOG0002332	OG0000801	n42											Solyc01g017260.1.1, Solyc02g011900.1.1	
N5.HOG0002333	OG0000801	n44									Lsat_1_v5_gn_3_112740.1, Lsat_1_v5_gn_6_37880.1, Lsat_1_v5_gn_4_11820.1, Lsat_1_v5_gn_9_18660.1, Lsat_1_v5_gn_3_92301.1, Lsat_1_v5_gn_5_163541.1		Solyc03g122010.1.1	
N5.HOG0002334	OG0000802	n19									Lsat_1_v5_gn_8_77601.1, Lsat_1_v5_gn_5_168581.1, Lsat_1_v5_gn_5_168581.2, Lsat_1_v5_gn_9_22100.1		Solyc11g073050.2.1	
N5.HOG0002335	OG0000802	n53									Lsat_1_v5_gn_6_32460.1		Solyc09g010370.3.1	
N5.HOG0002336	OG0000802	n54									Lsat_1_v5_gn_1_55860.1		Solyc04g011360.3.1	
N5.HOG0002337	OG0000803	n16									Lsat_1_v5_gn_9_10001.3, Lsat_1_v5_gn_9_10001.1			
N5.HOG0002338	OG0000803	n20									Lsat_1_v5_gn_3_125741.1, Lsat_1_v5_gn_3_125741.3, Lsat_1_v5_gn_5_66981.1, Lsat_1_v5_gn_5_66981.2		Solyc09g083290.3.1	
N5.HOG0002339	OG0000803	n36											Solyc06g053830.3.1	
N5.HOG0002340	OG0000804	n5									Lsat_1_v5_gn_5_113860.1, Lsat_1_v5_gn_5_113860.3, Lsat_1_v5_gn_0_28181.1, Lsat_1_v5_gn_0_28181.2		Solyc11g044320.2.1	
N5.HOG0002341	OG0000804	n31											Solyc02g064630.3.1	
N5.HOG0002342	OG0000805	n2									Lsat_1_v5_gn_1_99900.1, Lsat_1_v5_gn_1_99900.3			
N5.HOG0002343	OG0000805	n14									Lsat_1_v5_gn_4_131720.2			
N5.HOG0002344	OG0000805	n32									Lsat_1_v5_gn_9_30940.3, Lsat_1_v5_gn_9_30940.1, Lsat_1_v5_gn_8_82040.1, Lsat_1_v5_gn_8_82040.3, Lsat_1_v5_gn_8_82040.2		Solyc04g016260.3.1, Solyc10g079300.2.1	
N5.HOG0002345	OG0000806	n4									Lsat_1_v5_gn_5_39200.1, Lsat_1_v5_gn_5_39200.2, Lsat_1_v5_gn_5_39220.1, Lsat_1_v5_gn_5_39220.3, Lsat_1_v5_gn_3_26640.2, Lsat_1_v5_gn_3_26640.3, Lsat_1_v5_gn_3_26640.1			
N5.HOG0002346	OG0000806	n19									Lsat_1_v5_gn_5_188341.2, Lsat_1_v5_gn_5_188341.1		Solyc09g074250.3.1	
N5.HOG0002347	OG0000807	n1									Lsat_1_v5_gn_9_7340.1		Solyc01g079150.3.1	
N5.HOG0002348	OG0000807	n20											Solyc01g057770.3.1	
N5.HOG0002349	OG0000807	n31									Lsat_1_v5_gn_4_75041.1, Lsat_1_v5_gn_5_14880.1		Solyc06g071500.3.1	
N5.HOG0002350	OG0000808	n3											Solyc09g091635.1.1, Solyc07g014705.1.1	
N5.HOG0002351	OG0000808	n13											Solyc04g081980.2.1	
N5.HOG0002352	OG0000808	n40									Lsat_1_v5_gn_2_10560.3		Solyc09g092060.2.1, Solyc02g082315.1.1	
N5.HOG0002353	OG0000808	n51									Lsat_1_v5_gn_1_85400.3			
N5.HOG0002354	OG0000809	n9									Lsat_1_v5_gn_3_47680.1, Lsat_1_v5_gn_8_123241.1, Lsat_1_v5_gn_4_71740.1		Solyc01g111650.3.1, Solyc10g055570.2.1, Solyc10g055580.2.1, Solyc11g042930.2.1	
N5.HOG0002355	OG0000810	n1									Lsat_1_v5_gn_5_133500.2, Lsat_1_v5_gn_5_133500.1		Solyc03g121510.3.1	
N5.HOG0002356	OG0000810	n17									Lsat_1_v5_gn_3_75140.2, Lsat_1_v5_gn_3_75120.1, Lsat_1_v5_gn_3_75140.3, Lsat_1_v5_gn_3_75120.3, Lsat_1_v5_gn_3_75140.1, Lsat_1_v5_gn_3_75120.2		Solyc02g084740.3.1	
N5.HOG0002357	OG0000811	n21									Lsat_1_v5_gn_2_65920.2, Lsat_1_v5_gn_2_65920.1		Solyc04g074820.2.1	
N5.HOG0002358	OG0000811	n33									Lsat_1_v5_gn_4_139200.1, Lsat_1_v5_gn_5_40061.1		Solyc03g112340.1.1, Solyc01g098725.1.1	
N5.HOG0002359	OG0000812	n9									Lsat_1_v5_gn_4_67040.3, Lsat_1_v5_gn_4_67040.1, Lsat_1_v5_gn_3_44100.1, Lsat_1_v5_gn_3_44100.3		Solyc01g110310.3.1	
N5.HOG0002360	OG0000812	n38									Lsat_1_v5_gn_3_75520.1, Lsat_1_v5_gn_2_78320.1, Lsat_1_v5_gn_2_78320.3		Solyc03g033660.3.1, Solyc02g062385.1.1, Solyc02g084590.3.1	
N5.HOG0002361	OG0000813	n3											Solyc05g051410.3.1, Solyc11g010460.2.1	
N5.HOG0002362	OG0000813	n33									Lsat_1_v5_gn_1_1541.2, Lsat_1_v5_gn_1_1541.1, Lsat_1_v5_gn_1_1541.3, Lsat_1_v5_gn_9_74400.1, Lsat_1_v5_gn_6_104761.1		Solyc12g087900.2.1	
N5.HOG0002363	OG0000813	n39											Solyc04g076040.3.1	
N5.HOG0002364	OG0000814	n3									Lsat_1_v5_gn_4_30821.1		Solyc10g009350.3.1, Solyc01g096170.3.1	
N5.HOG0002365	OG0000814	n19									Lsat_1_v5_gn_6_9080.2, Lsat_1_v5_gn_6_9080.1			
N5.HOG0002366	OG0000814	n32									Lsat_1_v5_gn_1_27540.2, Lsat_1_v5_gn_1_27540.1, Lsat_1_v5_gn_5_14401.1, Lsat_1_v5_gn_5_14401.2		Solyc06g071800.3.1, Solyc03g112140.3.1	
N5.HOG0002367	OG0000814	n54											Solyc06g071805.1.1	
N5.HOG0002368	OG0000815	n5									Lsat_1_v5_gn_4_158361.1, Lsat_1_v5_gn_4_158361.2		Solyc02g092000.3.1	
N5.HOG0002369	OG0000815	n25											Solyc04g077420.3.1	
N5.HOG0002370	OG0000815	n39									Lsat_1_v5_gn_7_84280.1, Lsat_1_v5_gn_9_113581.2, Lsat_1_v5_gn_9_113581.1, Lsat_1_v5_gn_9_113581.3, Lsat_1_v5_gn_3_90041.1		Solyc01g106580.2.1, Solyc10g047960.2.1	
N5.HOG0002371	OG0000816	n9									Lsat_1_v5_gn_9_108101.2, Lsat_1_v5_gn_7_91520.2			
N5.HOG0002372	OG0000816	n22									Lsat_1_v5_gn_9_108101.1, Lsat_1_v5_gn_5_120581.1, Lsat_1_v5_gn_5_120581.3			
N5.HOG0002373	OG0000816	n25									Lsat_1_v5_gn_7_91520.1			
N5.HOG0002374	OG0000816	n27									Lsat_1_v5_gn_6_55861.1			
N5.HOG0002375	OG0000816	n36									Lsat_1_v5_gn_6_55920.1, Lsat_1_v5_gn_6_55920.2			
N5.HOG0002376	OG0000817	n4									Lsat_1_v5_gn_1_18761.1		Solyc04g080440.3.1	
N5.HOG0002377	OG0000817	n28									Lsat_1_v5_gn_2_76281.2, Lsat_1_v5_gn_2_76281.1		Solyc01g014390.3.1, Solyc02g085290.3.1	
N5.HOG0002378	OG0000818	n4									Lsat_1_v5_gn_9_117381.1, Lsat_1_v5_gn_9_117381.3, Lsat_1_v5_gn_9_117381.2		Solyc04g073980.3.1	
N5.HOG0002379	OG0000818	n34									Lsat_1_v5_gn_1_68720.1, Lsat_1_v5_gn_1_68720.3		Solyc01g028800.2.1	
N5.HOG0002380	OG0000819	n3									Lsat_1_v5_gn_4_69241.1, Lsat_1_v5_gn_4_69241.2		Solyc05g046120.3.1, Solyc07g052707.1.1, Solyc07g052730.3.1	
N5.HOG0002381	OG0000819	n23									Lsat_1_v5_gn_5_4561.3, Lsat_1_v5_gn_0_7001.3, Lsat_1_v5_gn_0_7001.1		Solyc07g064010.3.1, Solyc10g006540.3.1, Solyc07g052840.1.1, Solyc07g052850.1.1, Solyc10g044547.1.1	
N5.HOG0002382	OG0000820	n3									Lsat_1_v5_gn_9_121500.3, Lsat_1_v5_gn_9_121500.2, Lsat_1_v5_gn_9_121500.1		Solyc01g103250.3.1	
N5.HOG0002383	OG0000820	n27											Solyc01g086950.3.1	
N5.HOG0002384	OG0000821	n0									Lsat_1_v5_gn_6_111241.1, Lsat_1_v5_gn_6_111241.3, Lsat_1_v5_gn_4_131340.1, Lsat_1_v5_gn_4_131340.4		Solyc01g008120.3.1, Solyc04g008610.3.1	
N5.HOG0002385	OG0000822	n1									Lsat_1_v5_gn_7_100181.3, Lsat_1_v5_gn_7_100181.2, Lsat_1_v5_gn_7_100181.1, Lsat_1_v5_gn_7_100160.3, Lsat_1_v5_gn_7_100160.1, Lsat_1_v5_gn_9_101680.1		Solyc07g062130.3.1, Solyc10g007480.3.1	
N5.HOG0002386	OG0000822	n39									Lsat_1_v5_gn_6_15640.1		Solyc08g069110.3.1	
N5.HOG0002387	OG0000823	n1									Lsat_1_v5_gn_5_135620.1, Lsat_1_v5_gn_5_135620.3		Solyc06g062830.3.1	
N5.HOG0002388	OG0000823	n21									Lsat_1_v5_gn_8_86200.3, Lsat_1_v5_gn_8_86200.1, Lsat_1_v5_gn_8_86200.2, Lsat_1_v5_gn_5_143500.1, Lsat_1_v5_gn_5_143500.3, Lsat_1_v5_gn_5_143500.2		Solyc07g041010.3.1	
N5.HOG0002389	OG0000824	n3											Solyc10g019160.2.1	
N5.HOG0002390	OG0000824	n13									Lsat_1_v5_gn_9_14580.1, Lsat_1_v5_gn_9_14580.3, Lsat_1_v5_gn_5_173860.1			
N5.HOG0002391	OG0000824	n16									Lsat_1_v5_gn_8_103681.3, Lsat_1_v5_gn_8_103681.1		Solyc09g014990.3.1	
N5.HOG0002392	OG0000824	n40									Lsat_1_v5_gn_4_10320.1		Solyc05g055750.3.1, Solyc04g056360.3.1	
N5.HOG0002393	OG0000824	n50											Solyc06g066370.3.1	
N5.HOG0002394	OG0000825	n0									Lsat_1_v5_gn_4_52281.1, Lsat_1_v5_gn_4_52281.3		Solyc02g078020.3.1	
N5.HOG0002395	OG0000826	n1									Lsat_1_v5_gn_6_80741.1, Lsat_1_v5_gn_3_15160.1		Solyc08g083400.3.1, Solyc08g013690.1.1, Solyc08g013700.1.1	
N5.HOG0002396	OG0000826	n21									Lsat_1_v5_gn_2_56260.1, Lsat_1_v5_gn_2_56260.3		Solyc09g010230.2.1, Solyc10g083210.2.1	
N5.HOG0002397	OG0000827	n37											Solyc02g082190.3.1, Solyc12g070113.1.1	
N5.HOG0002398	OG0000827	n40									Lsat_1_v5_gn_2_59481.3, Lsat_1_v5_gn_2_59481.1, Lsat_1_v5_gn_3_103521.1, Lsat_1_v5_gn_3_103521.3		Solyc01g056850.3.1	
N5.HOG0002399	OG0000828	n9											Solyc11g013820.2.1	
N5.HOG0002400	OG0000828	n11									Lsat_1_v5_gn_1_13121.1, Lsat_1_v5_gn_1_13121.3, Lsat_1_v5_gn_4_135081.1, Lsat_1_v5_gn_4_135081.3		Solyc11g013830.2.1, Solyc06g065540.3.1	
N5.HOG0002401	OG0000829	n14											Solyc03g116120.2.1, Solyc03g116130.2.1	
N5.HOG0002402	OG0000829	n25											Solyc01g081260.2.1	
N5.HOG0002403	OG0000829	n33											Solyc08g062570.1.1	
N5.HOG0002404	OG0000831	n0									Lsat_1_v5_gn_7_97781.1, Lsat_1_v5_gn_7_97781.2, Lsat_1_v5_gn_1_60861.2, Lsat_1_v5_gn_1_60861.3, Lsat_1_v5_gn_1_60681.1, Lsat_1_v5_gn_1_60561.1, Lsat_1_v5_gn_1_60561.3, Lsat_1_v5_gn_1_60861.4, Lsat_1_v5_gn_7_97561.3, Lsat_1_v5_gn_7_97721.1, Lsat_1_v5_gn_7_97721.3, Lsat_1_v5_gn_7_93161.3, Lsat_1_v5_gn_7_93161.1, Lsat_1_v5_gn_7_97821.1, Lsat_1_v5_gn_7_97581.3, Lsat_1_v5_gn_7_97581.1, Lsat_1_v5_gn_7_98221.1, Lsat_1_v5_gn_8_138440.2, Lsat_1_v5_gn_8_138440.1, Lsat_1_v5_gn_8_138440.3, Lsat_1_v5_gn_2_66601.2, Lsat_1_v5_gn_1_57641.7, Lsat_1_v5_gn_1_57641.1, Lsat_1_v5_gn_1_60841.2, Lsat_1_v5_gn_1_60841.1, Lsat_1_v5_gn_1_57641.4, Lsat_1_v5_gn_1_57641.5, Lsat_1_v5_gn_1_60921.1, Lsat_1_v5_gn_1_60921.3, Lsat_1_v5_gn_1_60901.1, Lsat_1_v5_gn_1_60701.1, Lsat_1_v5_gn_1_60601.1, Lsat_1_v5_gn_7_97761.1, Lsat_1_v5_gn_1_60521.3, Lsat_1_v5_gn_1_60521.1, Lsat_1_v5_gn_2_66601.3, Lsat_1_v5_gn_6_95920.1, Lsat_1_v5_gn_1_60561.4, Lsat_1_v5_gn_1_60861.1, Lsat_1_v5_gn_7_97801.1, Lsat_1_v5_gn_1_60541.1, Lsat_1_v5_gn_7_97561.1, Lsat_1_v5_gn_2_66601.1, Lsat_1_v5_gn_7_97661.1, Lsat_1_v5_gn_1_60461.1, Lsat_1_v5_gn_1_60461.3, Lsat_1_v5_gn_1_60661.1, Lsat_1_v5_gn_1_60541.3, Lsat_1_v5_gn_1_92680.1, Lsat_1_v5_gn_6_95940.2, Lsat_1_v5_gn_6_95940.3, Lsat_1_v5_gn_6_95940.1			
N5.HOG0002405	OG0000832	n0											Solyc05g018830.2.1, Solyc12g036870.2.1, Solyc06g034310.3.1, Solyc08g066480.2.1, Solyc10g054274.1.1	
N5.HOG0002406	OG0000833	n0									Lsat_1_v5_gn_2_122800.1, Lsat_1_v5_gn_5_37821.1, Lsat_1_v5_gn_9_8461.1, Lsat_1_v5_gn_4_79041.1, Lsat_1_v5_gn_6_27261.1, Lsat_1_v5_gn_4_35841.1, Lsat_1_v5_gn_4_19280.1, Lsat_1_v5_gn_7_29861.2, Lsat_1_v5_gn_6_14680.1, Lsat_1_v5_gn_2_134821.1, Lsat_1_v5_gn_4_151640.1, Lsat_1_v5_gn_4_51081.1, Lsat_1_v5_gn_3_74361.1, Lsat_1_v5_gn_3_55220.1, Lsat_1_v5_gn_0_14960.2, Lsat_1_v5_gn_0_14960.1, Lsat_1_v5_gn_4_104021.1, Lsat_1_v5_gn_1_1521.1, Lsat_1_v5_gn_6_84840.1, Lsat_1_v5_gn_9_38881.1, Lsat_1_v5_gn_6_36481.1, Lsat_1_v5_gn_5_185120.1, Lsat_1_v5_gn_2_42101.1, Lsat_1_v5_gn_9_122621.1, Lsat_1_v5_gn_2_42101.2, Lsat_1_v5_gn_5_98680.1, Lsat_1_v5_gn_2_13060.1, Lsat_1_v5_gn_5_4000.1, Lsat_1_v5_gn_6_13960.1, Lsat_1_v5_gn_4_48961.1, Lsat_1_v5_gn_4_165941.1, Lsat_1_v5_gn_7_51540.1, Lsat_1_v5_gn_4_109741.1, Lsat_1_v5_gn_3_17821.1, Lsat_1_v5_gn_4_151401.1, Lsat_1_v5_gn_6_69760.1, Lsat_1_v5_gn_4_24741.1, Lsat_1_v5_gn_3_73741.1, Lsat_1_v5_gn_4_39000.1, Lsat_1_v5_gn_9_56661.1, Lsat_1_v5_gn_8_108981.1, Lsat_1_v5_gn_8_160080.1, Lsat_1_v5_gn_3_17841.1, Lsat_1_v5_gn_8_95121.1, Lsat_1_v5_gn_1_20581.1, Lsat_1_v5_gn_4_105941.1, Lsat_1_v5_gn_1_76760.1, Lsat_1_v5_gn_2_118321.1, Lsat_1_v5_gn_7_1101.1, Lsat_1_v5_gn_6_52961.1, Lsat_1_v5_gn_6_52760.1, Lsat_1_v5_gn_5_163440.1, Lsat_1_v5_gn_0_36820.1, Lsat_1_v5_gn_3_59761.1, Lsat_1_v5_gn_9_66361.1, Lsat_1_v5_gn_5_138281.1			
N5.HOG0002407	OG0000835	n13									Lsat_1_v5_gn_3_117060.1, Lsat_1_v5_gn_3_117060.2		Solyc06g073610.3.1, Solyc01g009040.3.1	
N5.HOG0002408	OG0000835	n29									Lsat_1_v5_gn_7_62121.1		Solyc10g080950.2.1, Solyc10g078330.2.1	
N5.HOG0002409	OG0000836	n14									Lsat_1_v5_gn_5_55381.1, Lsat_1_v5_gn_5_55381.2, Lsat_1_v5_gn_5_55441.1, Lsat_1_v5_gn_5_55461.3, Lsat_1_v5_gn_5_55461.1, Lsat_1_v5_gn_4_112740.2, Lsat_1_v5_gn_4_112740.1, Lsat_1_v5_gn_4_112780.1, Lsat_1_v5_gn_4_111541.3, Lsat_1_v5_gn_4_111541.1, Lsat_1_v5_gn_0_27721.1		Solyc12g039070.2.1, Solyc03g114530.3.1, Solyc03g114560.2.1, Solyc03g114540.2.1, Solyc03g114550.2.1	
N5.HOG0002410	OG0000837	n2									Lsat_1_v5_gn_8_56641.1		Solyc09g065360.3.1	
N5.HOG0002411	OG0000837	n16									Lsat_1_v5_gn_2_67041.1, Lsat_1_v5_gn_2_67041.2		Solyc01g097960.3.1	
N5.HOG0002412	OG0000837	n39									Lsat_1_v5_gn_8_25740.1, Lsat_1_v5_gn_8_25740.3		Solyc09g082100.3.1, Solyc09g082110.3.1	
N5.HOG0002413	OG0000838	n9									Lsat_1_v5_gn_9_22121.3, Lsat_1_v5_gn_9_22121.1, Lsat_1_v5_gn_9_22121.2		Solyc06g075790.3.1	
N5.HOG0002414	OG0000838	n37									Lsat_1_v5_gn_1_55881.2, Lsat_1_v5_gn_1_55881.1		Solyc09g010350.3.1	
N5.HOG0002415	OG0000839	n1									Lsat_1_v5_gn_5_156020.1		Solyc10g078390.2.1	
N5.HOG0002416	OG0000839	n32									Lsat_1_v5_gn_4_167020.1, Lsat_1_v5_gn_3_91700.1		Solyc02g065070.3.1, Solyc02g090510.3.1	
N5.HOG0002417	OG0000839	n50											Solyc01g108400.3.1	
N5.HOG0002418	OG0000840	n5									Lsat_1_v5_gn_8_134580.1		Solyc11g039980.2.1	
N5.HOG0002419	OG0000840	n14									Lsat_1_v5_gn_1_2921.1			
N5.HOG0002420	OG0000840	n15									Lsat_1_v5_gn_0_38060.1, Lsat_1_v5_gn_0_43360.1, Lsat_1_v5_gn_9_53101.1, Lsat_1_v5_gn_5_148960.1, Lsat_1_v5_gn_0_17620.1, Lsat_1_v5_gn_5_181820.1, Lsat_1_v5_gn_8_151041.1, Lsat_1_v5_gn_5_140141.1		Solyc00g042130.2.1	
N5.HOG0002421	OG0000840	n25									Lsat_1_v5_gn_8_122301.1, Lsat_1_v5_gn_1_38700.1, Lsat_1_v5_gn_8_5900.1, Lsat_1_v5_gn_1_88060.1, Lsat_1_v5_gn_0_28780.1			
N5.HOG0002422	OG0000840	n44									Lsat_1_v5_gn_7_58461.1			
N5.HOG0002423	OG0000840	n45									Lsat_1_v5_gn_2_50760.1, Lsat_1_v5_gn_1_38700.2, Lsat_1_v5_gn_1_6921.1, Lsat_1_v5_gn_8_1961.3, Lsat_1_v5_gn_8_1961.1, Lsat_1_v5_gn_1_68880.1		Solyc02g012000.1.1, Solyc08g045710.1.1	
N5.HOG0002424	OG0000841	n1											Solyc02g061770.3.1, Solyc02g082960.3.1	
N5.HOG0002425	OG0000841	n12									Lsat_1_v5_gn_8_111541.1		Solyc10g074380.2.1, Solyc10g068350.1.1, Solyc07g026990.1.1, Solyc10g074360.1.1, Solyc10g055780.1.1, Solyc10g074460.2.1, Solyc10g074440.2.1, Solyc10g074400.2.1, Solyc10g055820.2.1, Solyc10g055810.2.1, Solyc10g055800.2.1	
N5.HOG0002426	OG0000841	n41											Solyc02g082920.3.1, Solyc02g082930.3.1	
N5.HOG0002427	OG0000842	n8									Lsat_1_v5_gn_5_174841.1		Solyc06g082480.3.1	
N5.HOG0002428	OG0000842	n26									Lsat_1_v5_gn_8_107961.1		Solyc09g018160.3.1	
N5.HOG0002429	OG0000843	n32									Lsat_1_v5_gn_1_3720.1, Lsat_1_v5_gn_1_3701.1, Lsat_1_v5_gn_9_72620.1, Lsat_1_v5_gn_9_72620.3, Lsat_1_v5_gn_9_72400.1, Lsat_1_v5_gn_9_72480.1, Lsat_1_v5_gn_9_72460.1			
N5.HOG0002430	OG0000843	n45											Solyc04g074450.1.1, Solyc04g074430.1.1, Solyc04g074440.1.1, Solyc04g074410.2.1	
N5.HOG0002431	OG0000844	n0									Lsat_1_v5_gn_3_61481.1		Solyc11g010560.2.1	
N5.HOG0002432	OG0000845	n12									Lsat_1_v5_gn_0_740.3, Lsat_1_v5_gn_0_740.1		Solyc12g094410.2.1	
N5.HOG0002433	OG0000845	n14									Lsat_1_v5_gn_3_70620.1, Lsat_1_v5_gn_3_70620.2		Solyc02g083290.3.1	
N5.HOG0002434	OG0000845	n30									Lsat_1_v5_gn_4_70101.1, Lsat_1_v5_gn_4_70101.3, Lsat_1_v5_gn_8_122461.1		Solyc10g055720.2.1, Solyc01g111880.3.1	
N5.HOG0002435	OG0000846	n1											Solyc09g018955.1.1, Solyc06g082840.3.1	
N5.HOG0002436	OG0000846	n32									Lsat_1_v5_gn_5_175680.3, Lsat_1_v5_gn_5_175680.1, Lsat_1_v5_gn_9_15761.3, Lsat_1_v5_gn_9_15761.1, Lsat_1_v5_gn_9_15761.2, Lsat_1_v5_gn_8_98661.1, Lsat_1_v5_gn_4_103040.1		Solyc09g018960.3.1	
N5.HOG0002437	OG0000847	n2									Lsat_1_v5_gn_2_12460.3, Lsat_1_v5_gn_2_12460.1		Solyc04g081550.3.1	
N5.HOG0002438	OG0000847	n19									Lsat_1_v5_gn_3_46220.1, Lsat_1_v5_gn_3_46220.3, Lsat_1_v5_gn_3_46220.2		Solyc01g111320.3.1	
N5.HOG0002439	OG0000847	n36									Lsat_1_v5_gn_2_76000.1, Lsat_1_v5_gn_2_76000.2		Solyc02g083790.3.1, Solyc03g033490.2.1	
N5.HOG0002440	OG0000848	n12									Lsat_1_v5_gn_3_93700.2, Lsat_1_v5_gn_3_93700.1, Lsat_1_v5_gn_4_178521.1, Lsat_1_v5_gn_4_178521.3		Solyc02g089980.3.1, Solyc02g065480.2.1	
N5.HOG0002441	OG0000849	n1											Solyc12g036810.2.1, Solyc06g069130.3.1	
N5.HOG0002442	OG0000849	n20									Lsat_1_v5_gn_6_6561.3, Lsat_1_v5_gn_6_6561.1		Solyc08g081100.3.1, Solyc08g081120.3.1	
N5.HOG0002443	OG0000850	n1									Lsat_1_v5_gn_2_86880.1, Lsat_1_v5_gn_4_179360.1			
N5.HOG0002444	OG0000850	n21									Lsat_1_v5_gn_4_168161.1, Lsat_1_v5_gn_4_168161.2		Solyc02g065170.3.1, Solyc02g090360.3.1	
N5.HOG0002445	OG0000851	n1									Lsat_1_v5_gn_6_80380.1, Lsat_1_v5_gn_3_18641.2, Lsat_1_v5_gn_3_18641.1		Solyc08g076820.3.1	
N5.HOG0002446	OG0000851	n28									Lsat_1_v5_gn_6_106080.1, Lsat_1_v5_gn_6_106080.2, Lsat_1_v5_gn_9_74300.1			
N5.HOG0002447	OG0000851	n32											Solyc11g010340.2.1	
N5.HOG0002448	OG0000851	n41											Solyc01g098720.3.1	
N5.HOG0002449	OG0000852	n16											Solyc01g088720.3.1	
N5.HOG0002450	OG0000852	n36									Lsat_1_v5_gn_1_126300.2, Lsat_1_v5_gn_1_126300.4, Lsat_1_v5_gn_1_126300.1, Lsat_1_v5_gn_1_126300.3			
N5.HOG0002451	OG0000853	n1									Lsat_1_v5_gn_8_71001.1		Solyc06g076880.3.1	
N5.HOG0002452	OG0000853	n25									Lsat_1_v5_gn_5_5400.2			
N5.HOG0002453	OG0000853	n28											Solyc10g006650.3.1	
N5.HOG0002454	OG0000853	n34											Solyc02g079750.3.1, Solyc10g005430.3.1	
N5.HOG0002455	OG0000854	n1									Lsat_1_v5_gn_9_93381.3, Lsat_1_v5_gn_9_93381.1, Lsat_1_v5_gn_7_109881.1		Solyc07g064670.3.1	
N5.HOG0002456	OG0000854	n18									Lsat_1_v5_gn_7_92260.1		Solyc07g052320.3.1, Solyc12g005880.2.1	
N5.HOG0002457	OG0000855	n3									Lsat_1_v5_gn_9_95320.1, Lsat_1_v5_gn_5_4821.1, Lsat_1_v5_gn_5_4821.2		Solyc07g063830.3.1, Solyc10g006640.3.1	
N5.HOG0002458	OG0000855	n30									Lsat_1_v5_gn_7_18640.1, Lsat_1_v5_gn_4_58400.1		Solyc03g031450.3.1, Solyc02g079760.3.1	
N5.HOG0002459	OG0000856	n0									Lsat_1_v5_gn_7_56480.1, Lsat_1_v5_gn_7_56480.3, Lsat_1_v5_gn_8_69540.1, Lsat_1_v5_gn_8_69540.2		Solyc03g123980.3.1	
N5.HOG0002460	OG0000857	n18									Lsat_1_v5_gn_8_63201.1		Solyc07g007120.3.1, Solyc12g010410.2.1	
N5.HOG0002461	OG0000857	n30									Lsat_1_v5_gn_6_20120.2, Lsat_1_v5_gn_6_20120.1, Lsat_1_v5_gn_6_115500.1, Lsat_1_v5_gn_6_115500.4		Solyc08g041820.3.1	
N5.HOG0002462	OG0000858	n0									Lsat_1_v5_gn_8_3640.1, Lsat_1_v5_gn_8_3640.2		Solyc11g067030.1.1	
N5.HOG0002463	OG0000859	n1									Lsat_1_v5_gn_4_90561.1, Lsat_1_v5_gn_5_132081.3, Lsat_1_v5_gn_5_132081.1, Lsat_1_v5_gn_1_33321.1		Solyc06g068090.3.1, Solyc03g116620.3.1	
N5.HOG0002464	OG0000859	n33									Lsat_1_v5_gn_5_95800.1, Lsat_1_v5_gn_5_95680.1		Solyc08g066790.3.1, Solyc08g066800.3.1	
