Orthogroup	A_hypochondriacus.proteins	D_muscipula.proteins
OG0002747	AH009222-RA	Dm_00015872-RA
OG0002748	AH001976-RA	Dm_00004824-RA, Dm_00002502-RA
OG0002749	AH017144-RA, AH007950-RA	Dm_00007184-RA, Dm_00016591-RA, Dm_00013250-RA
OG0002750	AH002060-RA	Dm_00009513-RA, Dm_00003723-RA
OG0002750	AH015565-RA	Dm_00008612-RA
OG0002751	AH011347-RA	Dm_00019736-RA, Dm_00019737-RA
OG0002751	AH003074-RA	Dm_00009054-RA
OG0002752	AH002052-RA, AH000532-RA	Dm_00018129-RA, Dm_00003653-RA
OG0002753	AH009212-RA	Dm_00017763-RA, Dm_00018503-RA
OG0002754	AH000481-RA, AH002118-RA, AH020884-RA	Dm_00015936-RA
OG0002755	AH020994-RA, AH014379-RA	Dm_00003668-RA, Dm_00004426-RA
OG0002756	AH013391-RA, AH022346-RA	Dm_00006189-RA, Dm_00016577-RA
OG0002758	AH009220-RA	Dm_00015874-RA, Dm_00010693-RA
OG0002759	AH017133-RA, AH002013-RA	Dm_00003054-RA
OG0002760	AH020938-RA	Dm_00002255-RA, Dm_00011533-RA
OG0002761	AH002575-RA, AH017897-RA, AH023036-RA, AH016403-RA	Dm_00012332-RA
OG0002762	AH023532-RA	Dm_00011646-RA
OG0002763	AH009419-RA	Dm_00010793-RA
OG0002764	AH000504-RA, AH001575-RA	Dm_00020002-RA, Dm_00011860-RA, Dm_00002987-RA
OG0002765	AH016290-RA	Dm_00004167-RA
OG0002765	AH016294-RA	Dm_00011319-RA
OG0002766	AH012948-RA, AH022084-RA	Dm_00003999-RA
OG0002766	AH007630-RA	Dm_00008826-RA
OG0002767	AH007855-RA	Dm_00005234-RA
OG0002768	AH011354-RA, AH018171-RA	Dm_00001826-RA
OG0002769	AH011252-RA, AH011251-RA	Dm_00011598-RA, Dm_00014480-RA
OG0002770	AH014480-RA	Dm_00006986-RA
OG0002771	AH021092-RA, AH014323-RA	Dm_00001026-RA, Dm_00008741-RA
OG0002772	AH019661-RA, AH012002-RA	Dm_00000460-RA, Dm_00008177-RA
OG0002773	AH022305-RA, AH013437-RA	Dm_00015540-RA
OG0002774	AH005034-RA	Dm_00001986-RA
OG0002774	AH022841-RA, AH016546-RA	Dm_00017554-RA
OG0002776	AH017086-RA	Dm_00016746-RA
OG0002777	AH022337-RA	Dm_00008975-RA
OG0002778	AH009858-RA	Dm_00010898-RA
OG0002780	AH021818-RA	Dm_00001380-RA
OG0002781	AH018926-RA	Dm_00014014-RA
OG0002782	AH012718-RA	Dm_00006124-RA
OG0002782	AH000404-RA	Dm_00003628-RA
OG0002784	AH002961-RA, AH017371-RA	Dm_00003246-RA, Dm_00012415-RA
OG0002785	AH016586-RA, AH022783-RA	Dm_00014080-RA, Dm_00014409-RA, Dm_00020586-RA
OG0002788	AH021728-RA, AH021728-RB, AH012479-RA	Dm_00001581-RA, Dm_00000032-RA
OG0002790	AH008214-RA	Dm_00002128-RA, Dm_00002129-RA, Dm_00004741-RA
OG0002791	AH023455-RA	Dm_00007361-RA
OG0002791	AH015952-RA, AH023500-RA	Dm_00010686-RA
OG0002792	AH012826-RA	Dm_00017749-RA, Dm_00009116-RA, Dm_00009115-RA, Dm_00017748-RA
OG0002793	AH023012-RA, AH016457-RA	Dm_00018611-RA
OG0002794	AH008279-RA	Dm_00002689-RA, Dm_00003585-RA
OG0002795	AH008239-RA	Dm_00010896-RA
OG0002795	AH000043-RA	Dm_00004884-RA
OG0002796	AH010181-RA, AH008198-RA	Dm_00000860-RA, Dm_00005204-RA, Dm_00000861-RA
OG0002797	AH009938-RA, AH008152-RA	Dm_00000832-RA
OG0002798	AH006305-RA	Dm_00002230-RA, Dm_00001104-RA
OG0002799	AH020438-RA	Dm_00001274-RA
OG0002800	AH001442-RA, AH000401-RA	Dm_00003631-RA
OG0002803	AH004461-RA	Dm_00006021-RA
OG0002804	AH006320-RA, AH003475-RA	Dm_00001095-RA, Dm_00002215-RA
OG0002805	AH007878-RA	Dm_00002023-RA
OG0002806	AH002372-RA	Dm_00018545-RA, Dm_00004971-RA
OG0002808	AH006892-RA, AH020296-RA	Dm_00018515-RA, Dm_00008728-RA, Dm_00015715-RA
OG0002809	AH009000-RA	Dm_00014715-RA
OG0002810	AH005846-RA	Dm_00007936-RA
OG0002813	AH003306-RA	Dm_00005679-RA, Dm_00005680-RA
OG0002814	AH017351-RA	Dm_00000970-RA
OG0002815	AH004265-RA	Dm_00017368-RA, Dm_00012858-RA
OG0002815	AH005236-RA	Dm_00004517-RA
OG0002816	AH016593-RA, AH022770-RA	Dm_00000280-RA, Dm_00000971-RA
OG0002817	AH011449-RA, AH018228-RA	Dm_00013611-RA
OG0002818	AH009574-RA	Dm_00003572-RA, Dm_00003112-RA
OG0002819	AH018819-RA, AH018818-RA	Dm_00000816-RA
OG0002820	AH001830-RA	Dm_00009760-RA
OG0002821	AH008515-RA	Dm_00016896-RA
OG0002822	AH005017-RA	Dm_00001919-RA
OG0002823	AH011629-RA	Dm_00009133-RA
OG0002824	AH021700-RA	Dm_00001572-RA
OG0002825	AH018428-RA	Dm_00006785-RA
OG0002827	AH022925-RA, AH022924-RA, AH016491-RA	Dm_00014379-RA
OG0002828	AH016499-RA, AH022916-RA	Dm_00017605-RA
OG0002829	AH010582-RA	Dm_00006436-RA
OG0002829	AH017969-RA	Dm_00003322-RA
OG0002830	AH005007-RA	Dm_00017320-RA
OG0002830	AH015804-RA	Dm_00015562-RA
OG0002831	AH022902-RA	Dm_00011594-RA
OG0002832	AH008379-RA	Dm_00007860-RA, Dm_00020913-RA
OG0002833	AH017560-RA, AH002849-RA	Dm_00012023-RA
OG0002834	AH014600-RA	Dm_00013095-RA, Dm_00013091-RA
OG0002836	AH002939-RA	Dm_00003264-RA
OG0002837	AH008177-RA	Dm_00000849-RA
OG0002838	AH013351-RA	Dm_00019250-RA
OG0002840	AH000656-RA	Dm_00011923-RA
OG0002849	AH006708-RA, AH020460-RA	Dm_00015085-RA, Dm_00015198-RA
OG0002854	AH000545-RA, AH001755-RA	Dm_00007060-RA, Dm_00014969-RA
OG0002856	AH007638-RA	Dm_00006384-RA, Dm_00019060-RA
OG0002857	AH010425-RA	Dm_00001631-RA, Dm_00001798-RA
OG0002859	AH006894-RA, AH020295-RA	Dm_00013571-RA
OG0002860	AH013036-RA	Dm_00019499-RA
OG0002861	AH020430-RA, AH006729-RA, AH006731-RA	Dm_00001177-RA, Dm_00006101-RA
OG0002862	AH018849-RA	Dm_00009181-RA, Dm_00004013-RA
OG0002863	AH016660-RA	Dm_00006581-RA
OG0002864	AH001495-RA	Dm_00007394-RA
OG0002864	AH001494-RA	Dm_00010485-RA
OG0002866	AH019352-RA	Dm_00018448-RA
OG0002867	AH006821-RA, AH005153-RA	Dm_00008419-RA
OG0002868	AH012596-RA	Dm_00000799-RA
OG0002869	AH012145-RA, AH009724-RA	Dm_00011556-RA
OG0002870	AH011243-RA, AH011241-RA	Dm_00018850-RA, Dm_00020425-RA
OG0002871	AH021868-RA	Dm_00013441-RA
OG0002872	AH013846-RA	Dm_00001232-RA, Dm_00002943-RA
OG0002873	AH017220-RA	Dm_00008730-RA
OG0002875	AH013128-RA	Dm_00015186-RA
OG0002876	AH011821-RA	Dm_00009909-RA
OG0002877	AH016809-RA, AH023312-RA	Dm_00002426-RA
OG0002878	AH023649-RA, AH016761-RA	Dm_00001366-RA
OG0002879	AH010902-RA, AH010903-RA	Dm_00007256-RA
OG0002880	AH023141-RA, AH016327-RA	Dm_00019199-RA
OG0002881	AH009013-RA	Dm_00005534-RA
OG0002882	AH012487-RA	Dm_00001578-RA, Dm_00000035-RA
OG0002883	AH010566-RA, AH007521-RA	Dm_00002111-RA
OG0002885	AH014730-RA, AH021871-RA	Dm_00006130-RA, Dm_00007891-RA
OG0002886	AH006509-RA, AH006508-RA, AH020564-RA	Dm_00002551-RA
OG0002887	AH007518-RA, AH010558-RA	Dm_00000564-RA
OG0002889	AH023521-RA	Dm_00014185-RA
OG0002890	AH017518-RA	Dm_00009299-RA
OG0002891	AH019963-RA	Dm_00012874-RA
OG0002895	AH002603-RA, AH017785-RA	Dm_00013680-RA
OG0002897	AH008328-RA	Dm_00007717-RA
OG0002898	AH008446-RA	Dm_00018376-RA
OG0002899	AH002295-RA	Dm_00015184-RA
OG0002900	AH005891-RA	Dm_00003371-RA
OG0002903	AH015264-RA	Dm_00002386-RA
OG0002904	AH008961-RA	Dm_00009534-RA
OG0002905	AH016968-RA	Dm_00005658-RA
OG0002906	AH001131-RA	Dm_00007163-RA
OG0002906	AH022287-RA	Dm_00016429-RA
OG0002907	AH008907-RA	Dm_00006849-RA
OG0002908	AH016897-RA	Dm_00000168-RA, Dm_00007546-RA
OG0002909	AH003098-RA	Dm_00010185-RA
OG0002910	AH005773-RA	Dm_00003446-RA
OG0002911	AH003561-RA, AH006012-RA	Dm_00004154-RA
OG0002912	AH008865-RA	Dm_00020468-RA
OG0002913	AH003263-RA	Dm_00001866-RA
OG0002914	AH006464-RA	Dm_00005805-RA
OG0002914	AH023666-RA	Dm_00010918-RA
OG0002915	AH003584-RA	Dm_00014632-RA, Dm_00011764-RA
OG0002916	AH002260-RA	Dm_00009733-RA, Dm_00005615-RA
OG0002917	AH005728-RA, AH003851-RA	Dm_00007293-RA
OG0002917	AH008361-RA	Dm_00004022-RA
OG0002918	AH018420-RA	Dm_00015537-RA
OG0002919	AH006214-RA, AH003509-RA	Dm_00018615-RA, Dm_00008236-RA
OG0002920	AH023424-RA	Dm_00015277-RA, Dm_00008626-RA
OG0002922	AH017149-RA	Dm_00011526-RA
OG0002923	AH009440-RA	Dm_00012844-RA
OG0002925	AH006124-RA	Dm_00002657-RA, Dm_00003926-RA
OG0002926	AH006473-RA	Dm_00010105-RA, Dm_00012263-RA
OG0002927	AH014050-RA	Dm_00005934-RA
OG0002928	AH007701-RA	Dm_00009714-RA
OG0002928	AH013185-RA	Dm_00005264-RA
OG0002929	AH003440-RA	Dm_00002228-RA
OG0002929	AH006297-RA	Dm_00001101-RA
OG0002930	AH016230-RA	Dm_00002153-RA
OG0002931	AH002096-RA	Dm_00014707-RA
OG0002932	AH000342-RA	Dm_00006514-RA, Dm_00008267-RA
OG0002933	AH009906-RA	Dm_00002135-RA, Dm_00019237-RA
OG0002934	AH019423-RA	Dm_00001679-RA
OG0002935	AH009952-RA	Dm_00000819-RA
OG0002936	AH004498-RA, AH004911-RA	Dm_00008803-RA
OG0002937	AH021483-RA, AH000004-RA	Dm_00012448-RA
OG0002938	AH014858-RA, AH021429-RA, AH014859-RA	Dm_00019826-RA
OG0002939	AH001384-RA	Dm_00006896-RA
OG0002940	AH001525-RA, AH000354-RA	Dm_00007636-RA
OG0002941	AH022330-RA, AH013403-RA	Dm_00010675-RA, Dm_00019331-RA
OG0002942	AH016253-RA, AH023257-RA	Dm_00009746-RA, Dm_00020222-RA
OG0002943	AH018049-RA	Dm_00015782-RA
OG0002943	AH009605-RA	Dm_00006494-RA
OG0002944	AH005798-RA, AH003935-RA	Dm_00018610-RA
OG0002945	AH021268-RA, AH021269-RA	Dm_00012822-RA
OG0002946	AH009614-RA	Dm_00008058-RA
OG0002949	AH004667-RA	Dm_00002862-RA
OG0002950	AH010877-RA	Dm_00007972-RA
OG0002950	AH020743-RA	Dm_00018765-RA, Dm_00000086-RA
OG0002951	AH016250-RA	Dm_00008171-RA
OG0002954	AH009556-RA	Dm_00003561-RA
OG0002955	AH018086-RA, AH011319-RA	Dm_00010049-RA
OG0002956	AH009277-RA	Dm_00009868-RA, Dm_00009866-RA, Dm_00005448-RA, Dm_00009867-RA
OG0002957	AH009616-RA	Dm_00006076-RA, Dm_00012222-RA
OG0002958	AH023259-RA	Dm_00005422-RA
OG0002959	AH009177-RA	Dm_00016167-RA
OG0002959	AH012311-RA	Dm_00003062-RA, Dm_00007173-RA, Dm_00010663-RA
OG0002960	AH011250-RA	Dm_00019501-RA
OG0002961	AH020247-RA, AH006936-RA	Dm_00007460-RA
OG0002963	AH021213-RA	Dm_00020188-RA
OG0002963	AH021895-RA, AH001667-RA	Dm_00016951-RA
OG0002964	AH015369-RA, AH019240-RA	Dm_00007731-RA, Dm_00017750-RA
OG0002965	AH023441-RA, AH022387-RA, AH015983-RA	Dm_00016076-RA
OG0002966	AH003099-RA, AH023027-RA, AH023248-RA	Dm_00012333-RA
OG0002967	AH022971-RA, AH016423-RA	Dm_00006711-RA
OG0002968	AH003967-RA	Dm_00008146-RA
OG0002968	AH000416-RA	Dm_00003120-RA
OG0002969	AH023253-RA, AH020667-RA	Dm_00011940-RA
OG0002971	AH022708-RA, AH013769-RA	Dm_00015329-RA
OG0002972	AH009378-RA	Dm_00013701-RA
OG0002973	AH000484-RA	Dm_00008055-RA
OG0002974	AH018532-RA, AH003230-RA	Dm_00010252-RA
OG0002974	AH018534-RA, AH003229-RA	Dm_00013346-RA
OG0002976	AH013794-RA	Dm_00007647-RA
OG0002977	AH020178-RA, AH019428-RA	Dm_00009396-RA, Dm_00009397-RA
OG0002978	AH014840-RA	Dm_00000689-RA
OG0002979	AH013814-RA	Dm_00017999-RA, Dm_00005692-RA, Dm_00005693-RA
OG0002980	AH022550-RA	Dm_00000685-RA
OG0002980	AH010122-RA	Dm_00020964-RA
OG0002981	AH014776-RA	Dm_00008773-RA
OG0002983	AH007956-RA, AH010291-RA	Dm_00010543-RA
OG0002984	AH014282-RA, AH015353-RA	Dm_00013382-RA
OG0002985	AH016375-RA, AH023085-RA	Dm_00018969-RA
OG0002986	AH001259-RA	Dm_00008266-RA
OG0002988	AH018880-RA	Dm_00005958-RA
OG0002988	AH022612-RA, AH022613-RA	Dm_00002934-RA
OG0002989	AH012662-RA, AH021847-RA	Dm_00011203-RA, Dm_00008766-RA
OG0002990	AH022639-RA	Dm_00007102-RA, Dm_00004331-RA
OG0002991	AH006430-RA, AH006431-RA	Dm_00017948-RA
OG0002994	AH014596-RA	Dm_00016559-RA, Dm_00017520-RA, Dm_00016051-RA
OG0002995	AH015025-RA	Dm_00000842-RA
OG0002995	AH009929-RA, AH008169-RA	Dm_00008229-RA
OG0002996	AH008992-RA	Dm_00014076-RA, Dm_00015732-RA
OG0002997	AH022617-RA	Dm_00016705-RA, Dm_00002939-RA
OG0002998	AH022618-RA	Dm_00002938-RA, Dm_00011683-RA
OG0002999	AH016891-RA, AH016890-RA, AH003108-RA	Dm_00011898-RA, Dm_00018588-RA
OG0003000	AH020235-RA, AH006955-RA	Dm_00019817-RA
OG0003001	AH000631-RA, AH001901-RA, AH014587-RA	Dm_00001860-RA
OG0003002	AH000679-RA	Dm_00003395-RA
OG0003002	AH006113-RA, AH006112-RA	Dm_00002655-RA
OG0003004	AH013029-RA	Dm_00000937-RA
OG0003006	AH010354-RA	Dm_00019070-RA
OG0003008	AH008444-RA	Dm_00015491-RA
OG0003008	AH013049-RA	Dm_00010948-RA, Dm_00011173-RA
OG0003009	AH001750-RA	Dm_00007062-RA
OG0003010	AH017457-RA, AH023738-RA	Dm_00015570-RA
OG0003012	AH008612-RA	Dm_00011670-RA, Dm_00004858-RA
OG0003013	AH004823-RA	Dm_00018236-RA
OG0003014	AH020548-RA	Dm_00001196-RA
OG0003015	AH022078-RA	Dm_00008447-RA
OG0003016	AH010802-RA	Dm_00002786-RA
OG0003016	AH007752-RA	Dm_00017903-RA
OG0003017	AH012569-RA	Dm_00001403-RA
OG0003017	AH013906-RA	Dm_00009171-RA
OG0003018	AH004460-RA, AH004817-RA	Dm_00006626-RA
OG0003019	AH018089-RA	Dm_00011716-RA
OG0003021	AH015828-RA	Dm_00011262-RA
OG0003022	AH009055-RA, AH001520-RA	Dm_00007494-RA
OG0003023	AH022226-RA	Dm_00007230-RA
OG0003024	AH002240-RA, AH007763-RA, AH010824-RA	Dm_00004851-RA
OG0003025	AH002874-RA	Dm_00009392-RA, Dm_00005745-RA
OG0003026	AH018507-RA	Dm_00008587-RA, Dm_00019785-RA
OG0003027	AH022879-RA	Dm_00004787-RA
OG0003028	AH002764-RA	Dm_00008394-RA, Dm_00007135-RA
OG0003030	AH018461-RA	Dm_00015208-RA
OG0003031	AH004636-RA, AH004712-RA	Dm_00006826-RA
OG0003032	AH000192-RA, AH001236-RA	Dm_00000488-RA, Dm_00017219-RA
OG0003032	AH009438-RA	Dm_00009768-RA
OG0003033	AH009345-RA	Dm_00008432-RA
OG0003034	AH017486-RA	Dm_00006139-RA
OG0003035	AH004788-RA	Dm_00010038-RA
OG0003036	AH004627-RA	Dm_00011340-RA
OG0003037	AH007903-RA	Dm_00009452-RA
OG0003038	AH015846-RA	Dm_00000364-RA
OG0003039	AH019204-RA, AH015352-RA, AH019205-RA	Dm_00011531-RA
OG0003040	AH013918-RA, AH023586-RA, AH009061-RA, AH009060-RA	Dm_00019366-RA, Dm_00006355-RA, Dm_00014726-RA, Dm_00006356-RA
OG0003041	AH017182-RA	Dm_00001859-RA
OG0003041	AH004509-RA, AH004923-RA	Dm_00020510-RA
OG0003042	AH011078-RA	Dm_00002462-RA
OG0003043	AH007692-RA, AH010934-RA	Dm_00013313-RA
OG0003044	AH009491-RA	Dm_00010187-RA, Dm_00004568-RA
OG0003046	AH014223-RA	Dm_00012888-RA
OG0003047	AH011685-RA, AH011686-RA	Dm_00020692-RA, Dm_00020694-RA, Dm_00020246-RA
OG0003067	AH014457-RA	Dm_00018605-RA
OG0003068	AH013280-RA, AH007742-RA	Dm_00008280-RA
OG0003069	AH021231-RA	Dm_00013866-RA
OG0003070	AH016622-RA, AH022734-RA	Dm_00005917-RA, Dm_00009524-RA
OG0003072	AH022056-RA	Dm_00004725-RA
OG0003073	AH016655-RA	Dm_00018884-RA
OG0003073	AH011004-RA	Dm_00014724-RA
OG0003074	AH016040-RA	Dm_00019924-RA
OG0003076	AH003840-RA, AH005741-RA	Dm_00014353-RA
OG0003077	AH008264-RA	Dm_00019503-RA
OG0003078	AH008432-RA	Dm_00010846-RA
OG0003079	AH012911-RA, AH021912-RA	Dm_00013879-RA, Dm_00001927-RA, Dm_00007754-RA
OG0003080	AH007915-RA	Dm_00003764-RA
OG0003081	AH000095-RA	Dm_00000068-RA
OG0003083	AH013624-RA	Dm_00020346-RA
OG0003084	AH019260-RA, AH019244-RA	Dm_00007730-RA
OG0003085	AH000779-RA	Dm_00004380-RA
OG0003086	AH008813-RA	Dm_00006209-RA
OG0003087	AH001491-RA	Dm_00007391-RA
OG0003088	AH006538-RA, AH020541-RA	Dm_00015677-RA
OG0003089	AH004832-RA, AH004449-RA	Dm_00019113-RA
OG0003090	AH011837-RA	Dm_00008395-RA
OG0003091	AH016953-RA	Dm_00009363-RA
OG0003092	AH013904-RA	Dm_00013862-RA
OG0003093	AH019864-RA, AH007131-RA	Dm_00009081-RA
OG0003093	AH017699-RA	Dm_00010447-RA
OG0003095	AH011713-RA	Dm_00005161-RA
OG0003096	AH019826-RA	Dm_00010595-RA
OG0003097	AH011019-RA	Dm_00005436-RA
OG0003098	AH017740-RA	Dm_00008166-RA
OG0003099	AH020183-RA, AH006975-RA	Dm_00014248-RA
OG0003100	AH006653-RA, AH020484-RA	Dm_00004483-RA
OG0003101	AH011205-RA	Dm_00001978-RA
OG0003102	AH017869-RA	Dm_00014261-RA
OG0003103	AH010841-RA	Dm_00001840-RA, Dm_00001839-RA
OG0003105	AH002679-RA, AH017701-RA	Dm_00017857-RA, Dm_00002450-RA
OG0003107	AH007590-RA, AH017750-RA	Dm_00018777-RA
OG0003108	AH004829-RA	Dm_00019112-RA, Dm_00013834-RA
OG0003108	AH017935-RA, AH017936-RA	Dm_00002872-RA
OG0003109	AH023064-RA, AH001560-RA	Dm_00003496-RA
OG0003110	AH001814-RA	Dm_00007095-RA
OG0003111	AH008853-RA	Dm_00005426-RA
OG0003112	AH000776-RA, AH002323-RA	Dm_00012539-RA, Dm_00015711-RA, Dm_00003373-RA
OG0003113	AH016620-RA, AH022739-RA	Dm_00005919-RA
OG0003113	AH008816-RA	Dm_00008917-RA
OG0003114	AH006176-RA	Dm_00006213-RA
OG0003115	AH002395-RA	Dm_00007438-RA
OG0003116	AH007835-RA	Dm_00009988-RA
OG0003119	AH008668-RA	Dm_00016671-RA
OG0003120	AH014652-RA, AH019141-RA	Dm_00009105-RA
OG0003121	AH009001-RA	Dm_00005237-RA, Dm_00014637-RA, Dm_00004925-RA
OG0003122	AH009394-RA	Dm_00006269-RA
OG0003123	AH000968-RA, AH001655-RA	Dm_00006732-RA
OG0003124	AH006100-RA	Dm_00002644-RA
OG0003126	AH017612-RA, AH017673-RA, AH002728-RA	Dm_00007933-RA
OG0003127	AH008945-RA	Dm_00006956-RA
OG0003127	AH003763-RA	Dm_00019632-RA, Dm_00005017-RA
OG0003128	AH001781-RA	Dm_00002746-RA, Dm_00007165-RA
OG0003129	AH003276-RA	Dm_00003802-RA, Dm_00001917-RA, Dm_00017908-RA, Dm_00002366-RA
OG0003130	AH023760-RA, AH016908-RA	Dm_00003061-RA, Dm_00000163-RA
OG0003131	AH006970-RA, AH020217-RA	Dm_00007532-RA
OG0003132	AH000739-RA	Dm_00012986-RA
OG0003132	AH004288-RA, AH004941-RA	Dm_00004703-RA
OG0003133	AH001616-RA	Dm_00005386-RA
OG0003134	AH011692-RA, AH020049-RA	Dm_00002408-RA
OG0003135	AH001726-RA	Dm_00003471-RA
OG0003136	AH008799-RA	Dm_00006755-RA
OG0003137	AH006062-RA	Dm_00001068-RA
OG0003138	AH003752-RA	Dm_00006341-RA
OG0003139	AH000662-RA, AH016693-RA	Dm_00011398-RA
OG0003140	AH006478-RA	Dm_00005842-RA
OG0003141	AH016778-RA	Dm_00016876-RA
OG0003141	AH006467-RA	Dm_00017140-RA
OG0003142	AH000923-RA	Dm_00004963-RA
OG0003143	AH008416-RA	Dm_00002383-RA
OG0003144	AH003524-RA	Dm_00017979-RA
OG0003145	AH000745-RA, AH002347-RA	Dm_00011123-RA
OG0003147	AH006326-RA, AH003479-RA	Dm_00007589-RA, Dm_00016969-RA
OG0003148	AH022079-RA	Dm_00002285-RA, Dm_00000714-RA
OG0003149	AH000237-RA	Dm_00012463-RA
OG0003149	AH021498-RA	Dm_00015500-RA
OG0003150	AH017618-RA	Dm_00012846-RA
OG0003151	AH006740-RA, AH017788-RA	Dm_00006705-RA
OG0003153	AH015085-RA	Dm_00001457-RA
OG0003154	AH001338-RA	Dm_00003155-RA
OG0003155	AH021363-RA	Dm_00013924-RA
OG0003156	AH014784-RA, AH021364-RA	Dm_00016059-RA
OG0003157	AH005549-RA, AH004042-RA, AH005548-RA	Dm_00003167-RA, Dm_00006070-RA
OG0003158	AH010857-RA	Dm_00003977-RA
OG0003159	AH014428-RA, AH020949-RA	Dm_00000727-RA
OG0003160	AH017526-RA	Dm_00011103-RA
OG0003161	AH023202-RA	Dm_00004166-RA, Dm_00004162-RA, Dm_00004163-RA
OG0003163	AH001524-RA	Dm_00007527-RA, Dm_00019339-RA
OG0003164	AH016170-RA, AH000497-RA	Dm_00016216-RA, Dm_00016107-RA, Dm_00011520-RA
OG0003165	AH023269-RA, AH016241-RA, AH016240-RA	Dm_00002163-RA
OG0003168	AH019425-RA	Dm_00017873-RA
OG0003170	AH019758-RA	Dm_00000414-RA
OG0003171	AH014311-RA, AH021073-RA, AH014310-RA	Dm_00005116-RA, Dm_00016838-RA
OG0003172	AH000638-RA	Dm_00002323-RA
OG0003173	AH014340-RA	Dm_00002080-RA, Dm_00008756-RA
OG0003174	AH006266-RA	Dm_00003800-RA
OG0003175	AH007417-RA	Dm_00001617-RA
OG0003176	AH019472-RA	Dm_00011031-RA
OG0003177	AH016186-RA	Dm_00014860-RA
OG0003180	AH023207-RA, AH023206-RA, AH016286-RA, AH001970-RA	Dm_00008946-RA, Dm_00004171-RA
OG0003181	AH017656-RA, AH002715-RA	Dm_00018171-RA
OG0003181	AH009674-RA	Dm_00004365-RA
OG0003182	AH015572-RA	Dm_00001029-RA
OG0003183	AH011522-RA, AH018417-RA	Dm_00008067-RA
OG0003184	AH005838-RA	Dm_00014251-RA, Dm_00006342-RA
OG0003185	AH009612-RA	Dm_00006075-RA, Dm_00008059-RA
OG0003186	AH001921-RA	Dm_00002328-RA
OG0003186	AH013955-RA	Dm_00000254-RA
OG0003187	AH002071-RA	Dm_00003727-RA
OG0003188	AH009108-RA	Dm_00003819-RA
OG0003190	AH009746-RA, AH008271-RA	Dm_00003590-RA
OG0003191	AH021486-RA	Dm_00005166-RA, Dm_00017371-RA
OG0003192	AH013865-RA	Dm_00004340-RA
OG0003193	AH018747-RA	Dm_00018944-RA
OG0003194	AH008066-RA	Dm_00007544-RA
OG0003195	AH013180-RA, AH022472-RA, AH022471-RA, AH022470-RA	Dm_00018221-RA
OG0003196	AH021420-RA, AH014843-RA	Dm_00009172-RA
OG0003197	AH009940-RA	Dm_00000831-RA, Dm_00000829-RA, Dm_00000830-RA
OG0003198	AH005141-RA	Dm_00011187-RA, Dm_00007468-RA
OG0003199	AH020516-RA, AH006578-RA	Dm_00005724-RA, Dm_00003424-RA
OG0003200	AH013162-RA	Dm_00005770-RA, Dm_00014265-RA
OG0003201	AH008061-RA, AH010060-RA	Dm_00019507-RA
OG0003202	AH015705-RA	Dm_00008903-RA
OG0003203	AH003355-RA	Dm_00015980-RA
OG0003203	AH001247-RA, AH000177-RA	Dm_00012880-RA, Dm_00015131-RA
OG0003205	AH008106-RA, AH009965-RA	Dm_00005748-RA, Dm_00006802-RA
OG0003207	AH001274-RA	Dm_00001771-RA
OG0003208	AH019114-RA	Dm_00014488-RA
OG0003209	AH001275-RA	Dm_00016190-RA
OG0003210	AH012073-RA, AH019626-RA	Dm_00005153-RA
OG0003212	AH012656-RA, AH021842-RA	Dm_00001781-RA, Dm_00014795-RA
OG0003213	AH018966-RA	Dm_00011891-RA
OG0003214	AH015670-RA	Dm_00012996-RA
OG0003215	AH021324-RA, AH014748-RA	Dm_00013779-RA, Dm_00013780-RA, Dm_00018277-RA
OG0003216	AH014807-RA	Dm_00006570-RA, Dm_00019091-RA
OG0003218	AH021741-RA	Dm_00000041-RA
OG0003219	AH003062-RA	Dm_00012903-RA, Dm_00010138-RA, Dm_00012011-RA
OG0003221	AH018823-RA	Dm_00009213-RA
OG0003222	AH013043-RA	Dm_00019261-RA, Dm_00010173-RA
OG0003223	AH004491-RA, AH004902-RA	Dm_00011916-RA
OG0003224	AH020066-RA, AH011663-RA	Dm_00012252-RA, Dm_00006331-RA
OG0003226	AH005636-RA	Dm_00015383-RA
OG0003227	AH013025-RA	Dm_00010570-RA
OG0003228	AH005933-RA	Dm_00011049-RA
OG0003228	AH005955-RA	Dm_00011050-RA
OG0003229	AH001216-RA, AH000125-RA	Dm_00007951-RA
OG0003229	AH012165-RA	Dm_00002664-RA, Dm_00001524-RA
OG0003230	AH009539-RA	Dm_00003239-RA
OG0003231	AH008662-RA	Dm_00012061-RA
OG0003233	AH011269-RA	Dm_00009132-RA, Dm_00017338-RA
OG0003234	AH003280-RA, AH003283-RA	Dm_00004097-RA, Dm_00005527-RA
OG0003235	AH006220-RA, AH006033-RA	Dm_00009771-RA
OG0003236	AH007612-RA, AH010526-RA	Dm_00000619-RA
OG0003238	AH008910-RA	Dm_00006945-RA
OG0003239	AH003680-RA	Dm_00018934-RA
OG0003240	AH003023-RA, AH017167-RA, AH007935-RA	Dm_00000305-RA
OG0003241	AH009449-RA	Dm_00002708-RA
OG0003242	AH022044-RA, AH013545-RA	Dm_00019790-RA
OG0003243	AH021259-RA	Dm_00008600-RA
OG0003244	AH022360-RA	Dm_00000322-RA
OG0003245	AH008683-RA	Dm_00003052-RA
OG0003246	AH002197-RA	Dm_00014595-RA
OG0003248	AH005303-RA	Dm_00014025-RA, Dm_00009151-RA
