Orthogroup	A_hypochondriacus.proteins	G_max.proteins
OG0000399	AH011271-RA	GmISU01.19G198300.1.p, GmISU01.03G197200.1.p
OG0000400	AH007598-RA	GmISU01.10G121100.1.p, GmISU01.19G173100.1.p, GmISU01.03G171500.1.p
OG0000400	AH022831-RA	GmISU01.11G198600.1.p
OG0000400	AH010438-RA, AH015481-RA, AH020133-RA, AH020134-RA, AH011820-RA	GmISU01.15G097000.1.p, GmISU01.13G176000.1.p, GmISU01.07G219600.1.p, GmISU01.17G014700.1.p
OG0000401	AH002938-RA	GmISU01.16G175500.1.p, GmISU01.16G175500.2.p, GmISU01.09G122200.2.p, GmISU01.09G122200.1.p
OG0000401	AH017410-RA, AH015544-RA, AH015420-RA	GmISU01.19G042550.1.p
OG0000402	AH005514-RA	GmISU01.08G244900.1.p
OG0000403	AH008595-RA	GmISU01.01G193250.1.p
OG0000404	AH017683-RA	GmISU01.10G011800.3.p, GmISU01.10G011800.4.p, GmISU01.10G011800.2.p, GmISU01.02G010900.1.p, GmISU01.02G010900.2.p, GmISU01.02G010900.3.p, GmISU01.02G010900.4.p, GmISU01.02G010900.5.p, GmISU01.10G011800.9.p, GmISU01.10G011800.8.p, GmISU01.10G011800.7.p, GmISU01.10G011800.6.p, GmISU01.10G011800.1.p, GmISU01.03G183000.1.p, GmISU01.11G060700.2.p, GmISU01.11G060700.3.p, GmISU01.11G060700.1.p, GmISU01.19G179800.1.p, GmISU01.03G178500.3.p, GmISU01.03G178500.2.p, GmISU01.03G178500.1.p
OG0000404	AH018426-RA	GmISU01.01G149100.1.p, GmISU01.11G048800.1.p, GmISU01.11G048800.2.p
OG0000405	AH012141-RA, AH012142-RA, AH019585-RA	GmISU01.20G124800.1.p, GmISU01.10G195300.1.p, GmISU01.10G195200.1.p, GmISU01.09G107600.1.p, GmISU01.09G107600.3.p, GmISU01.16G152900.1.p, GmISU01.16G152900.2.p, GmISU01.16G153000.1.p
OG0000405	AH012140-RA	GmISU01.05G177400.1.p, GmISU01.08G014000.1.p, GmISU01.09G107100.1.p
OG0000406	AH004991-RA	GmISU01.05G089700.1.p, GmISU01.17G143300.1.p, GmISU01.01G158200.1.p, GmISU01.11G039400.1.p
OG0000406	AH016772-RA, AH023662-RA	GmISU01.11G105300.2.p, GmISU01.11G105300.1.p, GmISU01.12G036200.1.p
OG0000407	AH021441-RA, AH014885-RA	GmISU01.07G228700.1.p, GmISU01.07G228700.2.p, GmISU01.17G006400.3.p, GmISU01.17G006400.1.p, GmISU01.17G006400.2.p, GmISU01.09G010900.2.p, GmISU01.09G010900.5.p, GmISU01.09G010900.1.p, GmISU01.15G107700.1.p
OG0000407	AH001177-RA	GmISU01.14G006900.2.p, GmISU01.14G006900.5.p, GmISU01.14G006900.1.p, GmISU01.02G264500.1.p, GmISU01.02G264500.5.p, GmISU01.02G264500.2.p, GmISU01.02G264500.4.p
OG0000408	AH015360-RA	GmISU01.17G177200.1.p, GmISU01.17G177200.2.p, GmISU01.17G177200.3.p, GmISU01.14G109700.1.p, GmISU01.14G109700.2.p, GmISU01.14G109700.3.p
OG0000409	AH019214-RA	GmISU01.04G065300.6.p, GmISU01.04G065300.7.p, GmISU01.04G065300.1.p, GmISU01.04G065300.5.p, GmISU01.04G065300.4.p, GmISU01.04G065300.3.p, GmISU01.04G065300.8.p, GmISU01.04G065300.2.p, GmISU01.06G066000.2.p, GmISU01.06G066000.3.p, GmISU01.06G066000.1.p, GmISU01.14G109100.5.p, GmISU01.14G109100.6.p, GmISU01.14G109100.3.p, GmISU01.14G109100.2.p, GmISU01.14G109100.4.p, GmISU01.14G109100.7.p, GmISU01.14G109100.1.p, GmISU01.17G178500.7.p, GmISU01.17G178500.2.p, GmISU01.17G178500.1.p, GmISU01.17G178500.5.p, GmISU01.17G178500.4.p, GmISU01.17G178500.6.p, GmISU01.17G178500.3.p
OG0000410	AH014262-RA, AH013472-RA	GmISU01.15G152200.7.p, GmISU01.09G055700.2.p
OG0000411	AH011849-RA	GmISU01.10G206800.15.p, GmISU01.10G206800.11.p, GmISU01.10G206800.6.p, GmISU01.10G206800.5.p, GmISU01.10G206800.10.p, GmISU01.10G206800.7.p, GmISU01.10G206800.8.p, GmISU01.10G206800.3.p, GmISU01.10G206800.14.p, GmISU01.10G206800.4.p, GmISU01.10G206800.9.p, GmISU01.10G206800.13.p, GmISU01.20G114100.19.p, GmISU01.20G114100.17.p, GmISU01.20G114100.15.p, GmISU01.20G114100.12.p, GmISU01.20G114100.4.p, GmISU01.20G114100.3.p, GmISU01.20G114100.2.p, GmISU01.20G114100.5.p, GmISU01.20G114100.13.p, GmISU01.20G114100.8.p, GmISU01.20G114100.7.p, GmISU01.20G114100.14.p, GmISU01.20G114100.16.p, GmISU01.20G114100.18.p, GmISU01.20G114100.10.p, GmISU01.20G114100.9.p, GmISU01.20G114100.6.p, GmISU01.20G114100.20.p, GmISU01.20G114100.1.p, GmISU01.20G114100.21.p, GmISU01.10G206800.17.p, GmISU01.10G206800.16.p, GmISU01.10G206800.2.p, GmISU01.10G206800.12.p, GmISU01.01G194100.2.p, GmISU01.01G190666.1.p, GmISU01.11G006100.8.p, GmISU01.11G006100.6.p, GmISU01.11G006100.1.p, GmISU01.11G006100.4.p, GmISU01.11G006100.2.p, GmISU01.11G006100.7.p, GmISU01.01G194100.5.p, GmISU01.01G194100.3.p, GmISU01.01G190732.1.p, GmISU01.01G194100.8.p, GmISU01.01G194100.1.p
OG0000412	AH008669-RA	GmISU01.04G199300.1.p, GmISU01.06G110500.1.p
OG0000412	AH005041-RA	GmISU01.02G097500.1.p, GmISU01.01G044900.1.p
OG0000413	AH008315-RA	GmISU01.18G148100.12.p, GmISU01.18G148100.7.p, GmISU01.18G148100.11.p, GmISU01.18G148100.8.p, GmISU01.18G148100.9.p, GmISU01.18G148100.10.p, GmISU01.18G148100.6.p, GmISU01.03G048200.3.p, GmISU01.03G048200.2.p, GmISU01.03G048200.4.p
OG0000414	AH023735-RA	GmISU01.06G015700.8.p, GmISU01.06G015700.4.p, GmISU01.06G015700.7.p, GmISU01.06G015700.2.p, GmISU01.06G015700.3.p, GmISU01.06G015700.5.p, GmISU01.06G015700.6.p, GmISU01.06G015700.1.p, GmISU01.04G016900.8.p, GmISU01.04G016900.16.p, GmISU01.04G016900.17.p, GmISU01.04G016900.3.p, GmISU01.04G016900.7.p, GmISU01.04G016900.5.p, GmISU01.04G016900.9.p, GmISU01.04G016900.4.p, GmISU01.04G016900.6.p, GmISU01.04G016900.15.p, GmISU01.04G016900.14.p, GmISU01.04G016900.10.p, GmISU01.04G016900.12.p, GmISU01.04G016900.13.p, GmISU01.04G016900.1.p, GmISU01.04G016900.11.p
OG0000415	AH016906-RA	GmISU01.06G013200.1.p, GmISU01.06G013200.5.p, GmISU01.06G013200.6.p, GmISU01.04G014500.1.p
OG0000416	AH003586-RA, AH005962-RA	GmISU01.05G153900.1.p, GmISU01.05G153900.7.p, GmISU01.08G130200.1.p, GmISU01.11G214700.8.p, GmISU01.11G214700.10.p, GmISU01.11G214700.12.p, GmISU01.11G214700.7.p, GmISU01.11G214700.1.p, GmISU01.11G214700.11.p, GmISU01.18G019000.4.p, GmISU01.18G019000.7.p, GmISU01.18G019000.1.p, GmISU01.18G019000.8.p, GmISU01.18G019000.6.p, GmISU01.18G019000.2.p, GmISU01.18G019000.3.p, GmISU01.18G019000.5.p
OG0000417	AH005072-RA, AH004584-RA, AH004585-RA	GmISU01.10G184500.1.p, GmISU01.10G184500.2.p, GmISU01.16G135200.3.p, GmISU01.16G135200.2.p, GmISU01.16G135200.1.p, GmISU01.02G071000.1.p
OG0000417	AH003664-RA, AH005665-RA	GmISU01.04G177100.1.p, GmISU01.04G177100.2.p, GmISU01.04G177100.5.p, GmISU01.04G177100.4.p, GmISU01.04G177100.3.p, GmISU01.06G135300.4.p, GmISU01.06G135300.3.p, GmISU01.06G135300.5.p, GmISU01.06G135300.1.p, GmISU01.06G135300.2.p, GmISU01.08G133600.1.p, GmISU01.05G157200.3.p, GmISU01.05G157200.1.p
OG0000418	AH006447-RA, AH006448-RA	GmISU01.01G128000.3.p, GmISU01.01G128000.2.p, GmISU01.01G128000.1.p, GmISU01.02G043200.2.p, GmISU01.02G043200.1.p, GmISU01.16G103400.1.p
OG0000418	AH005144-RA	GmISU01.19G077000.1.p
OG0000419	AH017762-RA	GmISU01.19G127100.5.p, GmISU01.19G127100.4.p, GmISU01.03G122700.4.p, GmISU01.03G122700.5.p, GmISU01.03G122700.6.p, GmISU01.03G122700.7.p, GmISU01.19G127100.3.p, GmISU01.19G127100.2.p, GmISU01.03G122700.2.p, GmISU01.19G127100.1.p, GmISU01.03G122700.1.p, GmISU01.03G122700.8.p, GmISU01.03G122700.3.p
OG0000419	AH007953-RA, AH010289-RA	GmISU01.10G146300.1.p, GmISU01.20G170100.1.p
OG0000420	AH015836-RA, AH019150-RA	GmISU01.05G005400.2.p, GmISU01.19G005800.1.p, GmISU01.19G005800.3.p
OG0000420	AH004791-RA	GmISU01.02G032400.5.p, GmISU01.02G032400.3.p, GmISU01.02G032400.1.p, GmISU01.02G032400.2.p, GmISU01.02G032400.4.p
OG0000421	AH011892-RA	GmISU01.12G128500.1.p
OG0000421	AH012055-RA	GmISU01.03G210700.1.p
OG0000422	AH007673-RA	GmISU01.08G322600.5.p, GmISU01.08G322600.4.p, GmISU01.08G322600.3.p, GmISU01.08G322600.2.p, GmISU01.08G322600.6.p, GmISU01.08G322600.1.p, GmISU01.18G241200.2.p, GmISU01.18G241200.1.p, GmISU01.20G204700.1.p, GmISU01.10G253000.1.p
OG0000422	AH011486-RA, AH018368-RA	GmISU01.17G140600.1.p, GmISU01.05G064400.2.p, GmISU01.05G064400.1.p, GmISU01.17G140600.2.p, GmISU01.01G160000.1.p, GmISU01.11G037600.1.p
OG0000422	AH009316-RA, AH009315-RA	GmISU01.09G194700.1.p, GmISU01.18G203700.1.p, GmISU01.18G203800.1.p, GmISU01.09G194600.1.p, GmISU01.18G084266.2.p, GmISU01.18G084266.1.p
OG0000423	AH009097-RA	GmISU01.03G020300.2.p, GmISU01.03G020300.3.p, GmISU01.03G020300.5.p, GmISU01.03G020300.4.p, GmISU01.03G020300.1.p, GmISU01.01G108400.3.p, GmISU01.01G108400.2.p, GmISU01.01G108400.4.p, GmISU01.09G223900.4.p, GmISU01.09G223900.5.p, GmISU01.09G223900.2.p, GmISU01.09G223900.3.p, GmISU01.09G223900.1.p, GmISU01.18G168300.3.p, GmISU01.18G168300.2.p, GmISU01.18G168300.4.p, GmISU01.18G168300.5.p, GmISU01.18G168300.1.p
OG0000423	AH012278-RA	GmISU01.09G120400.1.p, GmISU01.16G173500.1.p, GmISU01.20G171900.1.p, GmISU01.10G144200.1.p
OG0000423	AH018739-RA	GmISU01.05G049100.1.p, GmISU01.17G125500.1.p, GmISU01.17G125500.4.p, GmISU01.17G125500.2.p, GmISU01.17G125500.3.p
OG0000424	AH002000-RA	GmISU01.15G026100.6.p, GmISU01.15G026100.3.p, GmISU01.15G026100.7.p, GmISU01.15G026100.1.p, GmISU01.15G026100.9.p, GmISU01.15G026100.8.p, GmISU01.15G026100.2.p, GmISU01.15G026100.5.p, GmISU01.15G026100.4.p, GmISU01.13G305900.1.p, GmISU01.13G305900.2.p, GmISU01.16G004200.1.p, GmISU01.16G004200.4.p, GmISU01.07G033400.4.p, GmISU01.07G033400.3.p, GmISU01.07G033400.5.p, GmISU01.07G033400.2.p, GmISU01.07G033400.1.p, GmISU01.07G033400.7.p, GmISU01.07G033400.8.p, GmISU01.07G033400.10.p, GmISU01.07G033400.9.p, GmISU01.07G033400.6.p, GmISU01.07G033400.11.p, GmISU01.07G033400.14.p, GmISU01.07G033400.13.p, GmISU01.07G033400.12.p, GmISU01.07G033400.15.p
OG0000425	AH006275-RA, AH003409-RA, AH003407-RA	GmISU01.20G015600.1.p, GmISU01.07G187800.1.p, GmISU01.07G187700.1.p, GmISU01.07G187600.1.p, GmISU01.20G015800.1.p, GmISU01.20G015900.1.p
OG0000426	AH021612-RA, AH015105-RA	GmISU01.13G210800.11.p, GmISU01.13G210800.10.p, GmISU01.13G210800.8.p, GmISU01.13G210800.12.p, GmISU01.13G210800.9.p, GmISU01.13G210800.4.p, GmISU01.13G210800.6.p, GmISU01.13G210800.5.p, GmISU01.13G210800.7.p, GmISU01.15G065400.2.p, GmISU01.15G065400.1.p, GmISU01.13G210800.13.p, GmISU01.13G210800.14.p, GmISU01.13G210800.16.p, GmISU01.13G210800.15.p, GmISU01.13G210800.22.p, GmISU01.13G210800.21.p, GmISU01.13G210800.23.p, GmISU01.13G210800.20.p, GmISU01.13G210800.19.p, GmISU01.13G210800.17.p, GmISU01.13G210800.18.p, GmISU01.13G210800.24.p
OG0000427	AH010677-RA	GmISU01.16G060800.1.p
OG0000427	AH022376-RA	GmISU01.08G121400.1.p, GmISU01.05G145600.1.p, GmISU01.20G164600.1.p
OG0000428	AH007202-RA, AH017743-RA, AH017744-RA, AH002656-RA, AH017742-RA	GmISU01.03G126500.1.p, GmISU01.19G130400.1.p, GmISU01.03G126400.1.p, GmISU01.19G130300.1.p, GmISU01.10G034000.1.p, GmISU01.13G095400.1.p
OG0000431	AH007563-RA	GmISU01.10G122300.5.p, GmISU01.10G122300.7.p, GmISU01.10G122300.6.p, GmISU01.10G122300.1.p, GmISU01.10G122300.11.p, GmISU01.10G122300.8.p, GmISU01.10G122300.10.p, GmISU01.10G122300.9.p, GmISU01.10G122300.2.p, GmISU01.10G122300.12.p, GmISU01.10G122300.13.p, GmISU01.10G122300.3.p, GmISU01.10G122300.4.p, GmISU01.20G193100.8.p, GmISU01.20G193100.9.p, GmISU01.20G193100.13.p, GmISU01.20G193100.7.p, GmISU01.20G193100.6.p, GmISU01.20G193100.12.p, GmISU01.20G193100.4.p, GmISU01.20G193100.3.p, GmISU01.20G193100.1.p, GmISU01.20G193100.2.p, GmISU01.20G193100.11.p
OG0000431	AH007017-RA	GmISU01.17G021600.1.p, GmISU01.17G021600.2.p, GmISU01.07G212400.6.p, GmISU01.07G212400.7.p, GmISU01.07G212400.8.p, GmISU01.07G212400.9.p, GmISU01.07G212400.11.p, GmISU01.07G212400.10.p
OG0000432	AH013953-RA, AH009116-RA, AH011606-RA	GmISU01.15G160600.1.p, GmISU01.04G125300.1.p
OG0000433	AH022631-RA, AH013864-RA	GmISU01.20G038600.3.p, GmISU01.20G038600.2.p, GmISU01.13G011301.3.p, GmISU01.13G011301.8.p, GmISU01.13G011301.7.p, GmISU01.13G011301.6.p, GmISU01.13G011301.4.p, GmISU01.13G011301.5.p, GmISU01.20G038600.1.p, GmISU01.13G011301.2.p, GmISU01.13G011301.1.p, GmISU01.14G041000.1.p, GmISU01.02G231600.5.p, GmISU01.02G231600.7.p, GmISU01.02G231600.6.p, GmISU01.02G231600.2.p, GmISU01.02G231600.8.p, GmISU01.02G231600.9.p, GmISU01.14G041000.2.p, GmISU01.02G231600.4.p, GmISU01.02G231600.3.p, GmISU01.02G231600.1.p
OG0000434	AH022194-RA, AH013078-RA	GmISU01.18G127900.16.p, GmISU01.18G127900.15.p, GmISU01.18G127900.5.p, GmISU01.18G127900.6.p, GmISU01.18G127900.2.p, GmISU01.18G127900.8.p, GmISU01.18G127900.7.p, GmISU01.18G127900.9.p, GmISU01.18G127900.10.p, GmISU01.18G127900.12.p, GmISU01.18G127900.11.p, GmISU01.18G127900.3.p, GmISU01.18G127900.14.p, GmISU01.18G127900.13.p, GmISU01.18G124600.1.p, GmISU01.18G124501.1.p, GmISU01.18G124722.1.p, GmISU01.08G314900.8.p, GmISU01.08G314900.13.p, GmISU01.08G314900.11.p, GmISU01.08G314900.10.p, GmISU01.08G314900.12.p, GmISU01.08G314900.15.p, GmISU01.18G124944.2.p, GmISU01.18G124944.1.p, GmISU01.18G124944.3.p, GmISU01.18G124700.3.p, GmISU01.18G124700.4.p, GmISU01.08G314900.14.p, GmISU01.08G314900.2.p, GmISU01.08G314900.4.p, GmISU01.08G314900.9.p
OG0000435	AH018824-RA	GmISU01.14G062300.1.p, GmISU01.14G062300.2.p, GmISU01.02G212000.1.p, GmISU01.11G200800.1.p, GmISU01.18G033700.1.p
OG0000435	AH018384-RA	GmISU01.17G142700.1.p, GmISU01.05G090400.1.p, GmISU01.01G158800.1.p, GmISU01.11G038800.1.p
OG0000436	AH002988-RA, AH021808-RA, AH021807-RA	GmISU01.06G156100.1.p, GmISU01.05G043600.1.p
OG0000437	AH005598-RA	GmISU01.06G030000.1.p, GmISU01.04G031000.1.p
OG0000437	AH012556-RA, AH021773-RA, AH020714-RA	GmISU01.10G068300.1.p, GmISU01.02G166800.1.p, GmISU01.19G162100.1.p, GmISU01.03G160100.1.p
OG0000437	AH020855-RA, AH014536-RA	GmISU01.05G197300.1.p, GmISU01.08G035200.1.p
OG0000438	AH016674-RA, AH016673-RA, AH016672-RA, AH016675-RA, AH016671-RA	GmISU01.04G037300.4.p, GmISU01.04G037300.2.p, GmISU01.04G037300.1.p, GmISU01.04G037300.3.p, GmISU01.04G037400.1.p, GmISU01.04G037400.2.p, GmISU01.04G037400.3.p, GmISU01.06G037200.3.p, GmISU01.06G037200.5.p, GmISU01.06G037200.6.p, GmISU01.06G037200.2.p, GmISU01.06G037200.4.p, GmISU01.17G209300.2.p, GmISU01.17G209300.1.p
OG0000439	AH001406-RA, AH000241-RA	GmISU01.13G253600.1.p, GmISU01.12G176400.2.p
OG0000439	AH004044-RA, AH005553-RA	GmISU01.07G191800.1.p, GmISU01.20G021700.1.p, GmISU01.20G021700.2.p, GmISU01.02G104000.2.p, GmISU01.01G050700.1.p
OG0000440	AH003789-RA, AH005810-RA	GmISU01.01G133100.1.p, GmISU01.11G066000.1.p
OG0000440	AH001752-RA	GmISU01.06G008100.1.p, GmISU01.04G008800.1.p, GmISU01.12G035300.1.p, GmISU01.11G104400.1.p
OG0000441	AH008273-RA	GmISU01.08G290200.2.p, GmISU01.08G290200.5.p, GmISU01.08G290200.1.p, GmISU01.18G072500.3.p, GmISU01.18G072500.6.p, GmISU01.18G072500.1.p, GmISU01.18G072500.2.p, GmISU01.14G016000.3.p, GmISU01.14G016000.4.p, GmISU01.14G016000.1.p, GmISU01.14G016000.5.p, GmISU01.02G255800.2.p, GmISU01.02G255800.1.p
OG0000442	AH018593-RA	GmISU01.05G053600.1.p, GmISU01.17G129300.1.p, GmISU01.01G169500.1.p, GmISU01.11G029000.8.p
OG0000442	AH010184-RA	GmISU01.09G003500.1.p, GmISU01.17G011000.2.p, GmISU01.07G223400.2.p
OG0000442	AH014989-RA	GmISU01.06G260400.5.p, GmISU01.06G260400.1.p, GmISU01.12G089200.1.p
OG0000443	AH018886-RA, AH022083-RA	GmISU01.08G120300.1.p, GmISU01.05G040700.1.p, GmISU01.17G116800.1.p
OG0000444	AH001514-RA, AH000362-RA	GmISU01.08G181800.1.p, GmISU01.07G010800.1.p, GmISU01.07G010700.1.p, GmISU01.08G181700.1.p, GmISU01.15G021600.1.p
OG0000444	AH014257-RA	GmISU01.08G027200.1.p, GmISU01.08G027200.2.p
OG0000444	AH017146-RA	GmISU01.15G021700.2.p
OG0000445	AH014040-RA	GmISU01.17G104200.1.p, GmISU01.13G130500.1.p
OG0000445	AH013851-RA	GmISU01.12G157700.2.p, GmISU01.13G271700.3.p, GmISU01.13G271700.2.p, GmISU01.13G271700.1.p, GmISU01.13G271700.5.p, GmISU01.13G271700.4.p, GmISU01.12G157700.3.p, GmISU01.12G087000.2.p, GmISU01.12G087000.1.p, GmISU01.06G263000.1.p, GmISU01.06G263000.4.p, GmISU01.06G263000.2.p, GmISU01.06G263000.3.p
OG0000446	AH020072-RA, AH013526-RA	GmISU01.01G058400.8.p, GmISU01.01G058400.10.p, GmISU01.02G111700.2.p, GmISU01.02G111700.1.p, GmISU01.01G058400.1.p
OG0000446	AH020584-RA, AH020073-RA, AH020071-RA, AH007010-RA	GmISU01.08G163300.1.p, GmISU01.08G163300.2.p, GmISU01.15G207700.1.p
OG0000447	AH017597-RA, AH002815-RA	GmISU01.05G101800.1.p, GmISU01.08G073800.1.p, GmISU01.08G073900.1.p, GmISU01.09G025700.1.p, GmISU01.15G123100.1.p, GmISU01.08G074000.2.p, GmISU01.05G101900.1.p
OG0000447	AH002674-RA	GmISU01.04G098400.1.p, GmISU01.06G274700.1.p, GmISU01.04G098500.1.p, GmISU01.04G098600.1.p, GmISU01.06G274600.1.p
OG0000448	AH016653-RA	GmISU01.12G200400.1.p, GmISU01.12G200400.3.p, GmISU01.12G200400.2.p, GmISU01.13G170500.2.p, GmISU01.13G170500.1.p, GmISU01.15G227900.1.p, GmISU01.09G085300.5.p, GmISU01.09G085300.3.p, GmISU01.09G085300.1.p, GmISU01.09G085300.4.p
OG0000449	AH020507-RA	GmISU01.10G085700.10.p, GmISU01.10G085700.13.p, GmISU01.10G085700.4.p, GmISU01.10G085700.5.p, GmISU01.10G085700.11.p, GmISU01.10G085700.16.p, GmISU01.10G085700.12.p, GmISU01.10G085700.15.p
OG0000450	AH001415-RA, AH000253-RA	GmISU01.06G233000.3.p, GmISU01.06G233000.6.p, GmISU01.06G233000.5.p, GmISU01.12G109700.4.p, GmISU01.12G109700.1.p, GmISU01.12G109700.3.p, GmISU01.13G253000.1.p
OG0000450	AH014791-RA, AH021385-RA	GmISU01.13G196000.11.p, GmISU01.13G196000.3.p, GmISU01.13G196000.2.p, GmISU01.13G196000.5.p, GmISU01.13G196000.9.p, GmISU01.13G196000.4.p, GmISU01.13G196000.10.p, GmISU01.13G196000.6.p, GmISU01.15G078100.3.p, GmISU01.15G078100.2.p, GmISU01.05G133100.2.p, GmISU01.05G133100.3.p, GmISU01.05G133100.1.p, GmISU01.08G107600.4.p, GmISU01.08G107600.1.p, GmISU01.08G107600.3.p, GmISU01.08G107600.2.p
OG0000453	AH006807-RA, AH016424-RA	GmISU01.08G320600.1.p, GmISU01.08G320700.1.p, GmISU01.18G133100.1.p, GmISU01.18G133200.1.p
OG0000453	AH012658-RA	GmISU01.18G137400.1.p, GmISU01.07G118000.1.p, GmISU01.08G315500.1.p, GmISU01.08G315500.3.p
OG0000455	AH000803-RA	GmISU01.15G047400.1.p, GmISU01.08G169200.1.p
OG0000456	AH009422-RA	GmISU01.04G212400.1.p, GmISU01.04G212400.2.p, GmISU01.06G277600.2.p, GmISU01.06G277600.1.p, GmISU01.04G212400.3.p
OG0000456	AH023597-RA	GmISU01.14G138100.1.p, GmISU01.13G057000.1.p
OG0000457	AH005915-RA	GmISU01.01G141700.2.p, GmISU01.01G141700.3.p, GmISU01.01G141700.1.p, GmISU01.01G141700.8.p, GmISU01.01G141700.5.p, GmISU01.16G116100.3.p, GmISU01.16G116100.1.p, GmISU01.02G054400.7.p, GmISU01.02G054400.8.p, GmISU01.02G054400.4.p, GmISU01.02G054400.2.p, GmISU01.02G054400.5.p
OG0000458	AH003961-RA, AH005868-RA, AH008715-RA	GmISU01.06G092600.1.p, GmISU01.04G090600.2.p
OG0000458	AH004063-RA, AH005410-RA	GmISU01.18G239100.1.p, GmISU01.08G325000.1.p, GmISU01.08G325000.2.p, GmISU01.08G325000.3.p
OG0000459	AH000343-RA, AH001353-RA	GmISU01.12G096400.6.p, GmISU01.12G096400.7.p, GmISU01.12G096400.5.p, GmISU01.12G096400.4.p, GmISU01.06G252000.1.p, GmISU01.06G252000.3.p, GmISU01.06G252000.2.p, GmISU01.06G252000.4.p, GmISU01.12G168700.2.p, GmISU01.12G168700.3.p, GmISU01.12G168700.1.p, GmISU01.13G261800.3.p, GmISU01.13G261800.1.p
OG0000460	AH023765-RA	GmISU01.18G066000.2.p, GmISU01.08G297600.3.p, GmISU01.08G297600.2.p, GmISU01.08G297600.1.p, GmISU01.18G066000.1.p, GmISU01.14G010800.1.p, GmISU01.14G010800.2.p, GmISU01.02G261200.1.p
OG0000460	AH015876-RA	GmISU01.19G066900.1.p, GmISU01.16G052600.1.p
OG0000461	AH019636-RA, AH012039-RA	GmISU01.14G134200.1.p, GmISU01.13G021200.1.p, GmISU01.04G196500.1.p, GmISU01.06G114000.1.p
OG0000461	AH011300-RA, AH018052-RA	GmISU01.05G182400.1.p, GmISU01.08G019000.1.p, GmISU01.11G017200.1.p, GmISU01.01G182400.1.p, GmISU01.20G175200.1.p
OG0000462	AH012763-RA, AH022008-RA	GmISU01.10G049000.4.p, GmISU01.10G049000.2.p, GmISU01.13G112400.1.p, GmISU01.13G112400.2.p, GmISU01.19G146000.3.p, GmISU01.19G146000.2.p, GmISU01.19G146000.1.p, GmISU01.19G146000.4.p
OG0000463	AH019649-RA, AH012023-RA	GmISU01.04G195600.1.p, GmISU01.04G195600.5.p, GmISU01.04G195600.6.p, GmISU01.04G195600.8.p, GmISU01.04G195600.7.p, GmISU01.04G195600.4.p, GmISU01.06G115300.4.p, GmISU01.06G115300.6.p, GmISU01.06G115300.3.p, GmISU01.06G115300.1.p, GmISU01.06G115300.5.p, GmISU01.14G136000.6.p, GmISU01.14G136000.4.p, GmISU01.14G136000.8.p, GmISU01.14G136000.7.p, GmISU01.14G136000.9.p, GmISU01.14G136000.5.p, GmISU01.14G136000.3.p, GmISU01.13G022100.1.p, GmISU01.13G022100.3.p
OG0000463	AH005188-RA	GmISU01.09G121900.1.p, GmISU01.09G121900.3.p, GmISU01.09G121900.4.p, GmISU01.16G174900.1.p, GmISU01.16G174900.4.p
OG0000466	AH021516-RA, AH015029-RA	GmISU01.20G107900.1.p, GmISU01.10G212800.1.p
OG0000466	AH007191-RA, AH019923-RA	GmISU01.20G167500.1.p, GmISU01.10G148600.1.p
OG0000466	AH022060-RA, AH012974-RA	GmISU01.13G098000.1.p, GmISU01.10G035600.1.p
OG0000467	AH007696-RA, AH010945-RA	GmISU01.15G227100.1.p, GmISU01.15G227100.4.p, GmISU01.15G227100.2.p, GmISU01.15G227100.3.p, GmISU01.08G143300.1.p, GmISU01.13G170900.2.p
OG0000467	AH000314-RA	GmISU01.13G257900.2.p, GmISU01.13G257900.1.p, GmISU01.12G172000.1.p, GmISU01.12G172000.2.p, GmISU01.06G246900.2.p, GmISU01.06G246900.1.p, GmISU01.12G101700.1.p
OG0000469	AH002537-RA, AH017841-RA	GmISU01.10G026400.1.p
OG0000469	AH017842-RA	GmISU01.01G192800.1.p, GmISU01.11G007300.1.p, GmISU01.20G112100.1.p
OG0000470	AH019737-RA, AH011885-RA, AH011886-RA, AH019736-RA	GmISU01.04G185500.1.p
OG0000470	AH003849-RA	GmISU01.09G238600.1.p, GmISU01.10G157000.1.p, GmISU01.20G001200.1.p, GmISU01.09G238900.1.p, GmISU01.02G008100.2.p, GmISU01.02G008100.1.p, GmISU01.10G008600.1.p, GmISU01.10G008800.1.p
OG0000471	AH007744-RA	GmISU01.13G126200.1.p, GmISU01.13G126200.2.p, GmISU01.10G064000.1.p
OG0000472	AH007908-RA	GmISU01.05G005300.1.p, GmISU01.05G005300.2.p
OG0000472	AH019978-RA	GmISU01.15G126200.4.p, GmISU01.15G126200.3.p, GmISU01.15G126200.5.p, GmISU01.09G029400.1.p
