Orthogroup	A_hypochondriacus.proteins	B_vulgaris.proteins
OG0001566	AH021133-RA	Bevul.8G131200.1.p
OG0001567	AH010648-RA	Bevul.4G179000.1.p
OG0001567	AH008640-RA	Bevul.1G087600.1.p
OG0001568	AH019584-RA, AH012136-RA	Bevul.7G130800.1.p
OG0001569	AH000501-RA, AH001571-RA	Bevul.9G116600.1.p
OG0001569	AH014453-RA, AH020904-RA	Bevul.8G202900.1.p
OG0001570	AH009704-RA	Bevul.1G175200.1.p
OG0001570	AH015593-RA	Bevul.1G165300.1.p
OG0001571	AH020835-RA	Bevul.8G190200.1.p
OG0001572	AH014037-RA, AH020717-RA	Bevul.8G174800.1.p
OG0001572	AH013849-RA	Bevul.7G181700.1.p
OG0001573	AH018757-RA	Bevul.5G044400.1.p
OG0001573	AH012272-RA	Bevul.3G086700.1.p
OG0001573	AH009107-RA	Bevul.1G131600.1.p
OG0001574	AH000159-RA	Bevul.9G053000.3.p, Bevul.9G053000.2.p, Bevul.9G053000.4.p, Bevul.9G053000.1.p
OG0001575	AH005708-RA, AH003867-RA	Bevul.6G013900.1.p
OG0001575	AH020270-RA	Bevul.3G173800.1.p
OG0001576	AH019735-RA	Bevul.1G200000.1.p
OG0001577	AH000112-RA	Bevul.9G059700.1.p
OG0001577	AH018002-RA, AH011275-RA	Bevul.5G026700.1.p
OG0001578	AH013857-RA	Bevul.7G182700.1.p
OG0001579	AH014673-RA	Bevul.8G097700.1.p
OG0001579	AH006300-RA	Bevul.6G046900.1.p
OG0001580	AH021876-RA	Bevul.7G043700.2.p, Bevul.7G043700.1.p, Bevul.3G179800.1.p
OG0001582	AH001224-RA	Bevul.9G038200.1.p, Bevul.9G038200.2.p
OG0001582	AH014750-RA	Bevul.8G080200.1.p
OG0001582	AH015407-RA, AH010605-RA	Bevul.4G173400.1.p
OG0001583	AH018912-RA	Bevul.5G114000.1.p
OG0001584	AH013140-RA, AH022519-RA	Bevul.7G212200.1.p
OG0001585	AH023422-RA	Bevul.8G130600.1.p
OG0001586	AH012591-RA	Bevul.7G024800.1.p
OG0001587	AH003514-RA	Bevul.6G054300.1.p, Bevul.6G054700.1.p, Bevul.6G054400.1.p
OG0001587	AH006204-RA	Bevul.6G054600.1.p
OG0001587	AH003513-RA, AH006205-RA	Bevul.6G054200.1.p
OG0001587	AH003516-RA, AH006202-RA	Bevul.6G054800.1.p
OG0001588	AH008356-RA	Bevul.1G012500.1.p
OG0001589	AH008522-RA	Bevul.1G072400.1.p
OG0001589	AH008513-RA	Bevul.1G073000.1.p
OG0001590	AH014461-RA	Bevul.8G203700.1.p
OG0001590	AH004501-RA	Bevul.6G213900.1.p
OG0001591	AH008591-RA	Bevul.1G064000.1.p
OG0001592	AH007393-RA, AH011246-RA	Bevul.4G171000.1.p
OG0001593	AH004818-RA, AH004453-RA	Bevul.6G178400.1.p
OG0001593	AH004192-RA	Bevul.6G148700.1.p
OG0001594	AH009561-RA	Bevul.1G191200.1.p
OG0001595	AH018780-RA	Bevul.5G048200.1.p
OG0001596	AH007854-RA	Bevul.4G122300.1.p
OG0001596	AH010717-RA, AH007856-RA	Bevul.4G122500.1.p
OG0001597	AH000800-RA, AH002278-RA, AH022884-RA, AH016538-RA, AH016535-RA, AH016540-RA	Bevul.2G104600.1.p, Bevul.2G213500.1.p, Bevul.2G213400.1.p, Bevul.2G213200.1.p, Bevul.2G213100.1.p
OG0001598	AH018334-RA	Bevul.5G084600.1.p
OG0001600	AH004006-RA, AH005577-RA	Bevul.6G083600.1.p
OG0001601	AH004781-RA, AH004422-RA	Bevul.6G190500.1.p
OG0001601	AH002490-RA, AH017979-RA	Bevul.5G212900.1.p
OG0001602	AH017636-RA	Bevul.5G198200.1.p
OG0001602	AH017638-RA, AH017639-RA, AH017637-RA	Bevul.5G198900.1.p
OG0001602	AH002785-RA, AH002786-RA	Bevul.5G198800.1.p
OG0001603	AH005494-RA	Bevul.6G134500.1.p
OG0001604	AH018441-RA	Bevul.5G096000.1.p
OG0001605	AH021091-RA, AH014324-RA	Bevul.8G143700.1.p
OG0001606	AH007949-RA	Bevul.4G089700.1.p
OG0001616	AH019309-RA	Bevul.2G031900.2.p, Bevul.2G031900.1.p, Bevul.2G031900.3.p
OG0001617	AH010416-RA	Bevul.4G193700.1.p
OG0001617	AH013605-RA, AH013606-RA	Bevul.7G136100.1.p
OG0001618	AH000040-RA	Bevul.9G025300.1.p
OG0001618	AH015948-RA, AH015947-RA	Bevul.2G105000.1.p
OG0001619	AH016052-RA	Bevul.2G138600.1.p
OG0001620	AH004529-RA, AH005206-RA	Bevul.6G203700.1.p
OG0001620	AH000134-RA	Bevul.9G033600.3.p, Bevul.9G033600.2.p, Bevul.9G033600.1.p
OG0001621	AH010947-RA	Bevul.4G239000.1.p
OG0001622	AH006278-RA	Bevul.6G044400.1.p, Bevul.6G044700.1.p
OG0001622	AH003798-RA, AH005847-RA	Bevul.6G025500.1.p
OG0001623	AH007541-RA, AH012418-RA, AH019573-RA, AH010866-RA	Bevul.2G176100.1.p, Bevul.3G067500.1.p
OG0001624	AH023254-RA	Bevul.2G173700.1.p, Bevul.8G163700.1.p
OG0001625	AH021810-RA	Bevul.7G026200.1.p
OG0001626	AH010876-RA, AH007655-RA	Bevul.4G246700.1.p
OG0001627	AH021888-RA	Bevul.7G047100.3.p, Bevul.7G047100.2.p, Bevul.7G047100.1.p
OG0001628	AH010604-RA, AH015409-RA	Bevul.4G172900.1.p
OG0001628	AH011786-RA	Bevul.3G126900.1.p
OG0001629	AH011951-RA	Bevul.3G034300.1.p
OG0001629	AH014225-RA, AH013686-RA	Bevul.7G206000.1.p
OG0001629	AH016468-RA	Bevul.2G233400.1.p
OG0001630	AH019887-RA, AH022022-RA, AH007171-RA	Bevul.3G003400.1.p
OG0001632	AH015907-RA, AH016987-RA	Bevul.2G117100.1.p, Bevul.2G117100.3.p, Bevul.2G117100.2.p
OG0001633	AH003943-RA, AH006131-RA	Bevul.6G005100.1.p
OG0001634	AH015294-RA, AH015297-RA	Bevul.7G000900.1.p
OG0001635	AH019950-RA, AH000621-RA, AH019950-RB, AH000620-RA	Bevul.1G116000.1.p, Bevul.3G104400.1.p, Bevul.3G104100.1.p, Bevul.3G104000.1.p
OG0001636	AH012598-RA, AH021811-RA	Bevul.7G026300.3.p, Bevul.7G026300.2.p, Bevul.7G026300.1.p
OG0001637	AH005474-RA	Bevul.1G057100.1.p
OG0001637	AH016831-RA	Bevul.1G037700.1.p
OG0001638	AH005319-RA	Bevul.6G150100.1.p
OG0001639	AH011132-RA, AH007459-RA	Bevul.4G212800.1.p
OG0001640	AH016716-RA, AH008367-RA	Bevul.2G055900.1.p, Bevul.2G055900.2.p, Bevul.2G055900.4.p, Bevul.2G055900.5.p, Bevul.2G055900.3.p
OG0001641	AH008205-RA, AH010173-RA	Bevul.4G030800.1.p
OG0001642	AH006007-RA	Bevul.6G068700.1.p
OG0001642	AH000897-RA, AH002189-RA	Bevul.9G145600.1.p, Bevul.9G145600.2.p
OG0001643	AH015852-RA	Bevul.2G078900.2.p, Bevul.2G078900.1.p
OG0001643	AH005712-RA, AH003863-RA	Bevul.6G014500.1.p
OG0001644	AH021046-RA	Bevul.8G152900.1.p
OG0001645	AH012506-RA	Bevul.7G011900.1.p
OG0001645	AH003078-RA	Bevul.5G110600.1.p, Bevul.5G110700.1.p
OG0001646	AH012811-RA, AH021919-RA	Bevul.7G074500.1.p
OG0001647	AH009501-RA	Bevul.1G198200.1.p
OG0001647	AH021285-RA	Bevul.8G092900.1.p
OG0001648	AH009888-RA, AH009890-RA	Bevul.4G022600.1.p
OG0001649	AH015613-RA	Bevul.1G156400.1.p
OG0001650	AH013593-RA	Bevul.7G137200.1.p, Bevul.7G137300.1.p
OG0001651	AH009730-RA	Bevul.4G003400.1.p
OG0001652	AH021445-RA	Bevul.8G040700.1.p
OG0001652	AH001167-RA	Bevul.9G028300.1.p
OG0001653	AH003774-RA, AH005834-RA	Bevul.6G028100.1.p
OG0001654	AH017257-RA	Bevul.5G202200.1.p
OG0001654	AH019298-RA	Bevul.2G030100.1.p, Bevul.2G030100.2.p, Bevul.2G030100.3.p, Bevul.2G030100.4.p
OG0001655	AH018675-RA	Bevul.5G034100.1.p
OG0001655	AH009231-RA	Bevul.1G168000.1.p
OG0001656	AH021074-RA	Bevul.8G146700.1.p
OG0001657	AH003171-RA	Bevul.5G030200.1.p
OG0001657	AH018633-RA, AH018634-RA	Bevul.5G030100.1.p
OG0001657	AH018636-RA	Bevul.5G030400.1.p
OG0001658	AH000649-RA, AH012908-RA	Bevul.9G226900.1.p
OG0001658	AH023273-RA	Bevul.2G170400.1.p
OG0001659	AH023582-RA	Bevul.1G131200.1.p
OG0001659	AH018753-RA	Bevul.5G044100.2.p, Bevul.5G044100.1.p
OG0001660	AH000651-RA	Bevul.9G226700.1.p
OG0001661	AH023270-RA, AH016239-RA	Bevul.2G171100.1.p, Bevul.2G171100.4.p, Bevul.2G171100.3.p, Bevul.2G171100.2.p
OG0001662	AH019030-RA	Bevul.2G002500.3.p, Bevul.2G002500.1.p, Bevul.2G002500.2.p
OG0001663	AH016054-RA	Bevul.2G139100.1.p
OG0001663	AH010682-RA	Bevul.4G115000.1.p
OG0001664	AH019493-RA, AH012320-RA	Bevul.3G081900.1.p
OG0001664	AH019491-RA, AH012319-RA	Bevul.3G082000.1.p
OG0001665	AH006549-RA, AH020532-RA	Bevul.3G224900.1.p
OG0001665	AH015940-RA	Bevul.2G110000.3.p, Bevul.2G110000.1.p, Bevul.2G110000.2.p
OG0001666	AH019574-RA, AH012417-RA	Bevul.3G067600.1.p
OG0001667	AH009691-RA	Bevul.1G177400.1.p
OG0001668	AH013389-RA	Bevul.7G167600.1.p
OG0001668	AH021098-RA	Bevul.8G142100.1.p
OG0001669	AH007158-RA	Bevul.3G002400.1.p
OG0001669	AH022348-RA	Bevul.7G167700.1.p
OG0001670	AH012775-RA, AH021998-RA	Bevul.7G056300.2.p, Bevul.7G056300.1.p, Bevul.7G056300.4.p, Bevul.7G056300.3.p
OG0001671	AH015240-RA	Bevul.8G023200.1.p
OG0001672	AH000063-RA, AH001137-RA	Bevul.9G018500.1.p
OG0001673	AH012985-RA, AH022073-RA	Bevul.7G105100.1.p, Bevul.7G105100.3.p, Bevul.7G105100.4.p, Bevul.7G105100.2.p
OG0001674	AH020492-RA, AH006671-RA	Bevul.3G211200.1.p
OG0001674	AH006672-RA	Bevul.5G137200.1.p, Bevul.3G211100.1.p
OG0001675	AH000388-RA	Bevul.7G016200.1.p
OG0001676	AH018279-RA, AH018278-RA	Bevul.5G073500.1.p
OG0001676	AH009380-RA	Bevul.1G144800.1.p
OG0001677	AH021282-RA	Bevul.8G093500.1.p
OG0001678	AH006793-RA	Bevul.3G192000.1.p
OG0001679	AH018848-RA, AH003046-RA	Bevul.5G056900.1.p
OG0001680	AH014752-RA	Bevul.8G079700.1.p
OG0001681	AH023604-RA	Bevul.1G215300.1.p
OG0001682	AH001866-RA, AH001881-RA	Bevul.9G178100.1.p
OG0001682	AH000844-RA	Bevul.3G122800.1.p
OG0001683	AH018131-RA	Bevul.5G013800.1.p
OG0001684	AH004203-RA	Bevul.6G145600.1.p
OG0001685	AH020225-RA, AH006963-RA	Bevul.4G077000.1.p
OG0001685	AH004970-RA, AH013015-RA, AH021910-RA	Bevul.7G117200.1.p
OG0001686	AH002775-RA, AH017644-RA	Bevul.5G200100.1.p
OG0001686	AH002623-RA	Bevul.5G242900.1.p
OG0001687	AH016946-RA, AH016947-RA	Bevul.1G056900.1.p
OG0001688	AH012289-RA	Bevul.3G084100.1.p
OG0001688	AH014109-RA	Bevul.8G175600.1.p
OG0001689	AH012675-RA	Bevul.7G038400.1.p
OG0001689	AH010777-RA	Bevul.4G134500.1.p
OG0001690	AH008998-RA	Bevul.1G217000.1.p
OG0001691	AH022135-RA, AH013017-RA	Bevul.7G118300.1.p
OG0001692	AH010498-RA, AH007597-RA	Bevul.4G204800.1.p
OG0001693	AH011217-RA	Bevul.4G164600.1.p
OG0001695	AH010856-RA	Bevul.4G143000.1.p, Bevul.4G143300.1.p, Bevul.4G143500.1.p, Bevul.4G143100.1.p
OG0001696	AH011688-RA, AH020052-RA	Bevul.3G111100.1.p
OG0001696	AH017567-RA	Bevul.5G186200.1.p
OG0001697	AH005154-RA	Bevul.6G210500.1.p
OG0001698	AH007260-RA	Bevul.3G015300.1.p
OG0001698	AH005249-RA	Bevul.6G165700.1.p
OG0001698	AH018433-RA	Bevul.5G094700.1.p
OG0001699	AH007757-RA	Bevul.9G011600.2.p, Bevul.9G011600.1.p
OG0001700	AH005561-RA	Bevul.6G082300.1.p
OG0001700	AH017530-RA	Bevul.5G180500.1.p
OG0001701	AH008635-RA	Bevul.1G086900.1.p
OG0001702	AH013119-RA	Bevul.7G131100.1.p
OG0001702	AH016611-RA, AH022743-RA	Bevul.2G196400.2.p, Bevul.2G196400.1.p
OG0001703	AH022869-RA, AH003000-RA	Bevul.5G147000.1.p
OG0001704	AH022966-RA	Bevul.2G230900.1.p
OG0001705	AH006153-RA	Bevul.5G204600.1.p, Bevul.4G058600.1.p
OG0001705	AH013756-RA	Bevul.4G097800.1.p, Bevul.5G246800.1.p
OG0001705	AH008982-RA, AH008989-RA	Bevul.2G218600.1.p, Bevul.2G218700.1.p, Bevul.1G031700.1.p, Bevul.9G086800.3.p, Bevul.9G086800.4.p, Bevul.9G086800.1.p, Bevul.9G086800.2.p
OG0001717	AH001443-RA	Bevul.8G024500.1.p
OG0001718	AH011245-RA	Bevul.4G170500.1.p
OG0001718	AH017271-RA	Bevul.5G260200.1.p
OG0001718	AH016617-RA	Bevul.2G195100.1.p
OG0001718	AH016618-RA, AH019788-RA	Bevul.2G195000.1.p
OG0001719	AH007781-RA	Bevul.4G105800.1.p
OG0001719	AH021777-RA, AH012561-RA	Bevul.7G018500.1.p
OG0001721	AH005757-RA	Bevul.6G020600.1.p
OG0001723	AH019314-RA	Bevul.2G032200.1.p
OG0001724	AH012897-RA	Bevul.7G078000.5.p, Bevul.7G078000.1.p, Bevul.7G078000.2.p, Bevul.7G078000.3.p, Bevul.7G078000.4.p
OG0001725	AH022467-RA, AH013188-RA	Bevul.8G142300.1.p, Bevul.7G218600.1.p
OG0001725	AH018836-RA	Bevul.5G055300.1.p
OG0001726	AH006334-RA, AH003486-RA, AH003483-RA	Bevul.6G051000.1.p, Bevul.6G051200.1.p, Bevul.6G051100.1.p
OG0001726	AH006335-RA	Bevul.6G051300.1.p
OG0001727	AH003014-RA	Bevul.5G118500.1.p, Bevul.5G118700.1.p
OG0001727	AH013873-RA, AH013874-RA	Bevul.7G184400.1.p
OG0001727	AH013872-RA	Bevul.7G184300.1.p
OG0001728	AH022099-RA	Bevul.7G098600.4.p, Bevul.7G098600.2.p, Bevul.7G098600.7.p, Bevul.7G098600.8.p, Bevul.7G098600.3.p, Bevul.7G098600.14.p, Bevul.7G098600.13.p, Bevul.7G098600.10.p, Bevul.7G098600.5.p, Bevul.7G098600.11.p, Bevul.7G098600.12.p, Bevul.7G098600.1.p, Bevul.7G098600.9.p, Bevul.7G098600.6.p
OG0001729	AH012148-RA	Bevul.3G096200.1.p
OG0001730	AH007760-RA, AH010819-RA	Bevul.4G138100.1.p
OG0001731	AH013848-RA, AH022615-RA	Bevul.7G181300.1.p
OG0001731	AH007789-RA	Bevul.4G107300.1.p
OG0001732	AH010440-RA	Bevul.4G153200.1.p
OG0001733	AH000181-RA	Bevul.9G048800.5.p, Bevul.9G048800.3.p, Bevul.9G048800.4.p, Bevul.9G048800.1.p, Bevul.9G048800.2.p
OG0001734	AH015687-RA	Bevul.2G044000.1.p
OG0001734	AH020458-RA	Bevul.3G207400.1.p
OG0001735	AH023047-RA	Bevul.2G237700.1.p
OG0001735	AH022671-RA	Bevul.5G022100.1.p
OG0001736	AH020033-RA, AH011716-RA	Bevul.3G114700.1.p
OG0001736	AH001294-RA, AH000100-RA	Bevul.9G059400.1.p
OG0001737	AH006518-RA	Bevul.3G230700.1.p
OG0001738	AH006940-RA	Bevul.3G170900.1.p
OG0001738	AH013089-RA	Bevul.7G126900.1.p
OG0001739	AH005987-RA, AH022091-RA, AH012947-RA	Bevul.7G101100.1.p
OG0001739	AH012946-RA, AH022092-RA	Bevul.7G101000.1.p
OG0001740	AH000605-RA	Bevul.9G189400.1.p
OG0001740	AH014010-RA	Bevul.8G172000.1.p
OG0001741	AH002431-RA	Bevul.9G218200.1.p
OG0001743	AH015757-RA, AH007121-RA, AH007127-RA, AH007124-RA, AH007128-RA, AH007123-RA, AH007122-RA, AH019861-RA	Bevul.5G071200.1.p, Bevul.5G071300.1.p
OG0001744	AH013131-RA	Bevul.5G130100.1.p, Bevul.7G133500.1.p, Bevul.8G097200.1.p
OG0001745	AH019784-RA, AH020090-RA	Bevul.3G059900.1.p
OG0001746	AH000827-RA, AH002246-RA	Bevul.9G139100.2.p, Bevul.9G139100.1.p
OG0001746	AH006438-RA, AH006435-RA	Bevul.6G034600.1.p
OG0001747	AH016794-RA, AH023706-RA	Bevul.1G030700.1.p
OG0001748	AH014624-RA, AH021191-RA, AH008397-RA, AH005645-RA	Bevul.8G111700.1.p
OG0001749	AH003723-RA	Bevul.6G064500.1.p
OG0001750	AH000924-RA	Bevul.9G149500.3.p, Bevul.9G149500.2.p, Bevul.9G149500.1.p
OG0001750	AH023742-RA	Bevul.1G042800.1.p
OG0001751	AH005935-RA, AH003620-RA	Bevul.6G062800.1.p
OG0001751	AH023716-RA	Bevul.1G027600.1.p
OG0001752	AH023669-RA	Bevul.1G038800.1.p
OG0001753	AH005755-RA, AH003824-RA	Bevul.6G020400.1.p
OG0001754	AH008700-RA	Bevul.1G107000.1.p
OG0001755	AH008484-RA	Bevul.1G077600.1.p
OG0001757	AH002419-RA	Bevul.9G216500.1.p
OG0001757	AH008748-RA	Bevul.1G172100.1.p
OG0001758	AH003598-RA	Bevul.6G076000.1.p
OG0001759	AH005763-RA	Bevul.6G021600.1.p
OG0001759	AH001797-RA, AH000576-RA	Bevul.9G168500.1.p
OG0001761	AH014806-RA	Bevul.8G006700.1.p
OG0001761	AH000422-RA	Bevul.9G094600.2.p, Bevul.9G094600.1.p
OG0001762	AH001432-RA	Bevul.9G096300.1.p
OG0001763	AH006324-RA, AH003477-RA	Bevul.6G049800.1.p
OG0001763	AH001209-RA	Bevul.9G034500.1.p
OG0001764	AH021319-RA	Bevul.8G083800.1.p
OG0001764	AH007966-RA	Bevul.4G087400.1.p
OG0001765	AH016685-RA, AH008399-RA	Bevul.1G006200.1.p
OG0001766	AH020380-RA	Bevul.5G247500.1.p
OG0001766	AH007582-RA	Bevul.5G247400.1.p
OG0001766	AH007584-RA	Bevul.5G247200.1.p
OG0001766	AH007585-RA	Bevul.5G247100.1.p
OG0001767	AH018671-RA	Bevul.5G033800.1.p
OG0001767	AH019542-RA, AH012369-RA	Bevul.3G077600.1.p
OG0001768	AH002166-RA	Bevul.9G116900.1.p
OG0001769	AH016997-RA	Bevul.2G119200.1.p
OG0001769	AH017080-RA	Bevul.2G124600.1.p
OG0001769	AH021065-RA	Bevul.8G149600.1.p
OG0001770	AH020278-RA	Bevul.3G174800.1.p
OG0001770	AH014561-RA, AH021126-RA	Bevul.8G135300.1.p
OG0001771	AH001996-RA	Bevul.9G195400.1.p
OG0001771	AH014069-RA	Bevul.8G181300.1.p
OG0001772	AH014436-RA	Bevul.8G206800.1.p
OG0001772	AH013479-RA	Bevul.7G153000.1.p
OG0001774	AH018716-RA	Bevul.5G039600.1.p
OG0001774	AH009193-RA, AH020811-RA	Bevul.1G124100.1.p
OG0001775	AH014348-RA, AH014349-RA, AH021165-RA	Bevul.8G119900.1.p
OG0001776	AH007741-RA	Bevul.8G136500.1.p
OG0001777	AH009523-RA	Bevul.1G195500.1.p
OG0001778	AH011462-RA, AH018239-RA	Bevul.5G078500.1.p
OG0001778	AH009344-RA	Bevul.1G146300.1.p
OG0001779	AH020944-RA	Bevul.8G207700.1.p
OG0001780	AH011263-RA	Bevul.5G028200.1.p
OG0001780	AH017997-RA	Bevul.3G140100.1.p, Bevul.5G028100.1.p
OG0001781	AH018651-RA	Bevul.5G031900.1.p
OG0001781	AH023040-RA	Bevul.2G236900.1.p
OG0001782	AH002141-RA	Bevul.4G043600.2.p, Bevul.4G043600.1.p
OG0001783	AH002965-RA	Bevul.8G205900.1.p, Bevul.5G159600.1.p
OG0001784	AH002825-RA	Bevul.4G004000.1.p
OG0001784	AH021159-RA	Bevul.8G120800.1.p
OG0001785	AH014213-RA	Bevul.8G131400.1.p
OG0001786	AH012088-RA	Bevul.3G048700.1.p
OG0001786	AH019612-RA	Bevul.3G049600.1.p
OG0001786	AH012087-RA	Bevul.3G048400.1.p
OG0001786	AH012086-RA	Bevul.3G048300.1.p
OG0001787	AH013870-RA	Bevul.7G184100.1.p
OG0001788	AH021463-RA	Bevul.8G045200.1.p
OG0001788	AH009880-RA	Bevul.4G020500.1.p
OG0001789	AH015084-RA	Bevul.8G031100.1.p
OG0001789	AH000691-RA, AH000692-RA, AH002448-RA, AH000690-RA	Bevul.9G220000.1.p, Bevul.9G220100.1.p
OG0001790	AH011578-RA	Bevul.5G103100.1.p
OG0001791	AH008218-RA, AH009916-RA	Bevul.4G028400.1.p
OG0001792	AH005244-RA	Bevul.6G164400.1.p
OG0001792	AH014670-RA	Bevul.8G101200.1.p
OG0001793	AH023078-RA	Bevul.2G240500.1.p
OG0001793	AH015078-RA, AH021633-RA	Bevul.8G030300.1.p
OG0001794	AH021323-RA, AH014743-RA	Bevul.2G106900.1.p, Bevul.8G081200.1.p
OG0001795	AH022644-RA	Bevul.2G159900.4.p, Bevul.2G159900.5.p, Bevul.2G159900.3.p, Bevul.2G159900.2.p, Bevul.2G159900.1.p
OG0001796	AH017142-RA, AH016106-RA, AH021694-RA	Bevul.7G002100.2.p, Bevul.7G002100.1.p
OG0001796	AH019300-RA	Bevul.2G030700.1.p
OG0001797	AH020290-RA	Bevul.3G176600.1.p
OG0001799	AH021957-RA	Bevul.7G064000.2.p, Bevul.7G064000.1.p, Bevul.7G064000.3.p
OG0001800	AH013859-RA	Bevul.7G182900.1.p
OG0001800	AH013858-RA	Bevul.7G182800.1.p
OG0001800	AH019860-RA	Bevul.5G113700.1.p, Bevul.3G054500.1.p
OG0001801	AH015158-RA	Bevul.8G061800.1.p, Bevul.2G076600.1.p
OG0001801	AH005358-RA, AH004145-RA	Bevul.6G143000.1.p
OG0001802	AH015633-RA	Bevul.2G032500.1.p, Bevul.2G032500.2.p
OG0001803	AH003823-RA, AH005756-RA	Bevul.6G020500.1.p
OG0001804	AH005237-RA	Bevul.6G215900.1.p
OG0001804	AH004038-RA	Bevul.6G078800.1.p
OG0001805	AH011487-RA	Bevul.5G086100.1.p
OG0001806	AH020164-RA, AH020163-RA	Bevul.3G149900.1.p
OG0001808	AH017362-RA, AH002964-RA	Bevul.5G159700.1.p
OG0001809	AH007339-RA, AH019766-RA, AH007333-RA	Bevul.3G021000.1.p
OG0001810	AH017777-RA, AH002609-RA	Bevul.5G240800.1.p
OG0001810	AH010804-RA	Bevul.4G136900.1.p
OG0001811	AH001809-RA	Bevul.9G170400.1.p
OG0001812	AH017310-RA, AH002754-RA	Bevul.5G207000.1.p
OG0001812	AH011689-RA, AH004629-RA	Bevul.6G196200.1.p
OG0001813	AH009102-RA	Bevul.1G130900.1.p
OG0001814	AH017578-RA, AH002827-RA	Bevul.5G187900.1.p
OG0001814	AH005057-RA, AH004383-RA	Bevul.6G236100.1.p
OG0001815	AH017533-RA, AH001467-RA	Bevul.5G180800.1.p
OG0001816	AH022742-RA	Bevul.2G196200.1.p
OG0001816	AH022741-RA, AH016612-RA	Bevul.2G196100.1.p
OG0001817	AH007245-RA	Bevul.3G014400.1.p
OG0001817	AH018406-RA	Bevul.5G091600.1.p
OG0001818	AH000333-RA	Bevul.9G075200.1.p
OG0001818	AH010042-RA, AH008164-RA, AH008747-RA	Bevul.4G040600.1.p, Bevul.4G040700.1.p
OG0001819	AH002795-RA, AH017622-RA	Bevul.5G195900.1.p
OG0001820	AH004822-RA	Bevul.6G179800.1.p
OG0001821	AH007258-RA	Bevul.3G015200.1.p
OG0001821	AH018425-RA, AH011529-RA	Bevul.5G094100.1.p
OG0001822	AH016157-RA	Bevul.2G154700.3.p, Bevul.2G154700.1.p, Bevul.2G154700.2.p
OG0001823	AH023370-RA	Bevul.2G156400.1.p
OG0001823	AH023367-RA	Bevul.2G156100.1.p, Bevul.2G156200.1.p, Bevul.2G156300.1.p, Bevul.2G158000.1.p, Bevul.2G157600.1.p, Bevul.2G157600.2.p
OG0001824	AH003522-RA, AH015428-RA	Bevul.6G126000.1.p, Bevul.5G144800.1.p, Bevul.8G083100.1.p, Bevul.6G127400.1.p, Bevul.5G134500.1.p, Bevul.8G108000.1.p, Bevul.6G146700.1.p, Bevul.4G077900.1.p, Bevul.3G126300.1.p, Bevul.6G111800.1.p, Bevul.8G119800.1.p, Bevul.1G059100.1.p
OG0001825	AH013354-RA	Bevul.7G171900.1.p
OG0001833	AH017010-RA	Bevul.2G121700.1.p, Bevul.2G121700.2.p, Bevul.2G121600.1.p, Bevul.2G121500.1.p
OG0001833	AH017009-RA	Bevul.2G246300.2.p, Bevul.2G246300.3.p, Bevul.2G246300.1.p, Bevul.2G246000.1.p, Bevul.6G181100.1.p, Bevul.2G121400.1.p
OG0001833	AH017007-RA	Bevul.2G121200.2.p, Bevul.2G121200.4.p, Bevul.2G121200.3.p, Bevul.2G121200.5.p, Bevul.2G121200.1.p, Bevul.2G121200.6.p
OG0001834	AH023089-RA	Bevul.2G241800.1.p
OG0001834	AH019442-RA, AH019447-RA, AH011216-RA, AH023803-RA	Bevul.4G164300.1.p
OG0001835	AH003019-RA, AH017232-RA	Bevul.7G227300.1.p, Bevul.7G227100.1.p, Bevul.4G110100.1.p
OG0001836	AH010828-RA, AH007765-RA	Bevul.4G139000.1.p
OG0001838	AH012887-RA	Bevul.7G080300.2.p, Bevul.7G080300.8.p, Bevul.7G080300.7.p, Bevul.7G080300.6.p, Bevul.7G080300.4.p, Bevul.7G080300.5.p, Bevul.7G080300.3.p, Bevul.7G080300.1.p
OG0001839	AH012500-RA	Bevul.7G011200.1.p, Bevul.7G011200.2.p
OG0001839	AH013395-RA	Bevul.7G166200.1.p
OG0001841	AH010768-RA, AH007739-RA	Bevul.4G131900.1.p
OG0001842	AH000050-RA, AH020954-RA	Bevul.9G022600.1.p
OG0001842	AH009881-RA	Bevul.4G020800.1.p
OG0001843	AH020563-RA	Bevul.3G229600.1.p
OG0001844	AH012534-RA, AH012530-RA, AH012535-RA, AH000977-RA, AH012533-RA	Bevul.1G015900.1.p
OG0001844	AH015412-RA	Bevul.6G135500.1.p, Bevul.9G098700.1.p
OG0001845	AH022887-RA	Bevul.2G214100.2.p, Bevul.2G214100.1.p
OG0001846	AH022982-RA	Bevul.2G228400.1.p, Bevul.2G228400.2.p
OG0001847	AH019689-RA, AH011971-RA	Bevul.3G036300.1.p
OG0001848	AH013823-RA	Bevul.6G126400.1.p
OG0001850	AH019976-RA	Bevul.3G130500.1.p
OG0001850	AH011123-RA, AH007468-RA	Bevul.4G213900.1.p
OG0001851	AH017388-RA	Bevul.5G163000.1.p
OG0001852	AH012982-RA	Bevul.7G104900.1.p
OG0001852	AH005476-RA	Bevul.6G132400.1.p
OG0001853	AH005772-RA	Bevul.6G022600.1.p
OG0001853	AH009265-RA	Bevul.1G154500.1.p
OG0001854	AH016313-RA	Bevul.2G187500.1.p
OG0001854	AH012519-RA	Bevul.7G013400.1.p, Bevul.7G013400.2.p
OG0001855	AH005340-RA	Bevul.7G037800.1.p, Bevul.7G037900.1.p
