Orthogroup	P_amilis.proteins	B_vulgaris.proteins
OG0002034	FUN_016581-T1, FUN_029858-T1	Bevul.2G212100.1.p
OG0002035	FUN_000937-T1	Bevul.2G107800.1.p
OG0002035	FUN_049329-T1	Bevul.7G214700.1.p
OG0002035	FUN_032888-T1	Bevul.3G190000.1.p
OG0002036	FUN_014581-T2, FUN_014581-T1	Bevul.7G069000.1.p
OG0002037	FUN_024529-T1	Bevul.1G002300.1.p
OG0002037	FUN_031308-T1	Bevul.2G082700.1.p
OG0002038	FUN_040465-T1, FUN_015238-T1, FUN_015238-T3, FUN_015238-T2	Bevul.3G095700.1.p
OG0002039	FUN_000772-T2, FUN_000772-T1	Bevul.9G015500.1.p, Bevul.9G015500.2.p
OG0002039	FUN_000320-T1	Bevul.5G165400.1.p, Bevul.9G035200.1.p
OG0002040	FUN_049952-T1, FUN_049955-T1, FUN_006089-T1, FUN_049956-T1	Bevul.7G229800.1.p, Bevul.7G229900.1.p, Bevul.7G230000.1.p
OG0002040	FUN_051731-T1, FUN_051729-T1	Bevul.9G237000.1.p, Bevul.9G236700.1.p, Bevul.9G236800.1.p
OG0002041	FUN_032563-T1, FUN_032562-T1	Bevul.6G237100.1.p, Bevul.6G237200.1.p
OG0002041	FUN_032564-T1	Bevul.6G237000.1.p
OG0002042	FUN_046360-T1, FUN_042599-T1	Bevul.4G007300.1.p
OG0002042	FUN_020255-T1	Bevul.9G035400.1.p
OG0002043	FUN_045961-T1, FUN_049868-T1	Bevul.4G038500.1.p
OG0002044	FUN_029221-T1, FUN_029220-T1, FUN_029220-T2, FUN_029220-T3, FUN_029222-T1	Bevul.2G029200.5.p, Bevul.2G029200.1.p, Bevul.2G029200.4.p, Bevul.2G029200.3.p, Bevul.2G029200.2.p, Bevul.2G029200.6.p
OG0002045	FUN_024566-T1	Bevul.7G199800.1.p
OG0002045	FUN_030117-T1	Bevul.2G227500.1.p
OG0002046	FUN_002084-T3, FUN_002084-T1, FUN_002084-T2	Bevul.4G100600.1.p
OG0002048	FUN_003621-T1, FUN_033998-T1	Bevul.3G220700.1.p
OG0002048	FUN_003622-T1, FUN_034000-T1	Bevul.3G220800.1.p
OG0002049	FUN_027260-T1, FUN_046939-T1	Bevul.5G197500.1.p, Bevul.2G006500.1.p, Bevul.5G197300.1.p
OG0002050	FUN_036733-T1	Bevul.8G017900.1.p
OG0002051	FUN_042843-T1, FUN_025000-T1	Bevul.7G127100.1.p
OG0002052	FUN_037269-T1	Bevul.1G179900.1.p
OG0002052	FUN_022867-T1, FUN_022868-T1, FUN_009663-T2, FUN_009663-T1, FUN_022866-T1, FUN_013844-T1	Bevul.3G052800.1.p, Bevul.3G052700.1.p
OG0002054	FUN_013868-T1	Bevul.3G065900.1.p
OG0002055	FUN_038619-T1, FUN_044154-T1, FUN_044154-T2	Bevul.1G170100.1.p
OG0002056	FUN_025647-T4, FUN_025647-T3, FUN_042653-T1, FUN_025647-T1, FUN_024981-T1, FUN_025647-T2	Bevul.1G040800.1.p
OG0002057	FUN_031640-T1, FUN_031640-T2	Bevul.9G076800.1.p, Bevul.5G029400.1.p
OG0002058	FUN_007612-T1	Bevul.6G055300.1.p
OG0002058	FUN_026955-T1, FUN_001266-T1	Bevul.1G074200.1.p
OG0002059	FUN_024546-T3, FUN_024546-T2, FUN_024546-T1	Bevul.1G002400.1.p
OG0002060	FUN_038792-T3, FUN_038792-T4, FUN_038792-T2, FUN_038792-T1	Bevul.1G087800.1.p
OG0002061	FUN_015271-T1	Bevul.9G231100.1.p
OG0002061	FUN_030482-T1, FUN_030483-T1	Bevul.6G008700.1.p
OG0002062	FUN_029961-T1, FUN_016465-T1, FUN_016458-T1	Bevul.2G219500.1.p
OG0002063	FUN_016456-T1, FUN_029985-T1	Bevul.2G221900.1.p
OG0002064	FUN_047094-T1, FUN_011301-T2, FUN_011301-T1	Bevul.5G166800.1.p
OG0002065	FUN_019115-T1, FUN_019113-T1, FUN_042672-T1	Bevul.2G242500.1.p
OG0002066	FUN_029931-T1, FUN_013077-T1, FUN_013077-T2	Bevul.2G216400.3.p, Bevul.2G216400.5.p, Bevul.2G216400.4.p, Bevul.2G216400.2.p, Bevul.2G216400.1.p
OG0002067	FUN_017425-T1, FUN_041469-T2, FUN_041469-T1	Bevul.5G084300.1.p
OG0002067	FUN_047859-T1	Bevul.1G149500.1.p
OG0002068	FUN_032229-T2, FUN_032229-T3, FUN_032229-T4, FUN_032229-T5, FUN_032229-T1, FUN_009243-T1, FUN_009243-T2	Bevul.6G191500.1.p
OG0002069	FUN_020797-T1, FUN_020794-T1	Bevul.8G036400.1.p
OG0002070	FUN_007999-T1, FUN_007999-T2, FUN_030899-T1	Bevul.2G055700.4.p, Bevul.2G055700.3.p, Bevul.2G055700.2.p, Bevul.2G055700.1.p
OG0002071	FUN_033503-T1	Bevul.6G133100.1.p
OG0002071	FUN_016635-T1	Bevul.2G209100.2.p, Bevul.2G209100.1.p, Bevul.2G209200.2.p, Bevul.2G209200.1.p
OG0002072	FUN_009208-T1, FUN_032279-T1	Bevul.6G194700.1.p
OG0002073	FUN_021770-T1, FUN_011435-T1	Bevul.7G175200.1.p
OG0002086	FUN_051062-T3, FUN_051062-T2, FUN_051062-T1, FUN_010561-T1	Bevul.5G231700.1.p, Bevul.9G076700.1.p
OG0002087	FUN_034593-T1, FUN_034593-T2, FUN_015932-T2, FUN_015932-T1, FUN_015935-T1	Bevul.4G247800.1.p, Bevul.4G248100.1.p
OG0002088	FUN_004109-T1, FUN_000207-T1	Bevul.6G156300.1.p, Bevul.3G186400.1.p
OG0002089	FUN_038321-T1, FUN_047814-T1	Bevul.1G154100.1.p
OG0002090	FUN_052415-T1	Bevul.4G165600.1.p
OG0002091	FUN_010418-T1	Bevul.5G248100.1.p
OG0002091	FUN_015115-T2, FUN_015115-T1	Bevul.3G009400.1.p
OG0002092	FUN_050951-T1, FUN_011519-T1, FUN_011519-T2, FUN_011519-T4	Bevul.5G236600.1.p
OG0002093	FUN_039386-T1, FUN_027139-T2, FUN_027139-T1	Bevul.8G085700.1.p
OG0002094	FUN_017096-T1	Bevul.5G001700.1.p
OG0002096	FUN_020186-T1	Bevul.3G148500.1.p, Bevul.8G162600.1.p
OG0002097	FUN_008080-T1	Bevul.5G122600.1.p, Bevul.2G092400.1.p
OG0002097	FUN_008095-T1	Bevul.5G122100.1.p, Bevul.5G122000.1.p, Bevul.3G135200.1.p
OG0002098	FUN_008672-T1	Bevul.8G001200.1.p
OG0002098	FUN_024107-T1, FUN_034973-T1, FUN_034972-T1	Bevul.7G188300.1.p
OG0002100	FUN_042870-T2, FUN_042870-T1	Bevul.7G090200.2.p, Bevul.7G090200.3.p, Bevul.7G090200.1.p
OG0002101	FUN_038673-T1	Bevul.5G108400.1.p
OG0002102	FUN_001522-T1, FUN_027048-T1	Bevul.1G055600.1.p
OG0002103	FUN_039738-T1	Bevul.4G147400.1.p, Bevul.4G147500.1.p
OG0002104	FUN_026748-T1	Bevul.5G230000.1.p, Bevul.8G207100.1.p
OG0002105	FUN_010726-T1, FUN_047333-T1	Bevul.5G220400.1.p
OG0002106	FUN_015569-T1	Bevul.9G041000.4.p, Bevul.9G041000.5.p, Bevul.9G041000.6.p, Bevul.9G041000.7.p, Bevul.9G041000.3.p, Bevul.9G041000.1.p, Bevul.9G041000.2.p
OG0002108	FUN_052314-T1	Bevul.4G176200.1.p, Bevul.8G102100.1.p
OG0002109	FUN_048821-T1	Bevul.7G177800.1.p
OG0002110	FUN_003549-T1, FUN_034067-T1	Bevul.3G228900.1.p
OG0002111	FUN_032567-T3, FUN_032567-T4, FUN_032567-T2, FUN_032567-T1, FUN_032567-T5, FUN_032567-T6	Bevul.6G152300.1.p
OG0002112	FUN_039469-T1	Bevul.7G056700.1.p, Bevul.7G056700.2.p, Bevul.7G056700.3.p
OG0002112	FUN_050691-T1	Bevul.9G161500.1.p
OG0002112	FUN_038533-T1	Bevul.1G163800.1.p
OG0002113	FUN_004352-T1	Bevul.6G056600.1.p
OG0002113	FUN_045761-T1	Bevul.9G133500.1.p
OG0002114	FUN_042704-T1	Bevul.1G027400.1.p
OG0002114	FUN_021905-T1, FUN_021905-T2	Bevul.4G113400.1.p
OG0002115	FUN_011446-T2, FUN_011446-T1, FUN_011446-T3, FUN_011441-T1	Bevul.6G177900.1.p, Bevul.6G178000.1.p
OG0002116	FUN_003367-T1	Bevul.3G161400.1.p
OG0002116	FUN_051792-T1	Bevul.9G151700.1.p
OG0002116	FUN_042979-T1, FUN_042977-T1	Bevul.7G102600.1.p
OG0002118	FUN_016940-T1, FUN_029627-T1	Bevul.6G071500.1.p
OG0002118	FUN_038193-T1	Bevul.1G097200.1.p
OG0002119	FUN_003156-T1	Bevul.6G055900.1.p
OG0002120	FUN_052056-T1	Bevul.9G210200.2.p, Bevul.9G210200.1.p
OG0002121	FUN_038185-T1, FUN_048654-T1, FUN_048655-T1	Bevul.1G098500.1.p
OG0002121	FUN_016999-T1, FUN_017001-T1, FUN_016991-T1	Bevul.6G070200.1.p, Bevul.6G070100.1.p
OG0002122	FUN_038831-T2	Bevul.1G084600.1.p
OG0002123	FUN_029551-T1	Bevul.6G066800.1.p
OG0002123	FUN_038132-T1, FUN_038144-T1, FUN_048612-T1	Bevul.1G104800.1.p
OG0002124	FUN_026725-T2, FUN_026724-T2, FUN_026725-T3, FUN_026724-T1, FUN_026724-T3, FUN_026725-T1	Bevul.8G206100.1.p
OG0002125	FUN_029668-T1, FUN_016928-T2, FUN_016928-T1	Bevul.6G073000.1.p
OG0002126	FUN_038039-T1, FUN_048558-T1	Bevul.1G110100.1.p
OG0002126	FUN_031197-T1	Bevul.6G099500.1.p
OG0002127	FUN_038856-T1	Bevul.1G146500.1.p
OG0002128	FUN_003877-T2, FUN_003877-T1, FUN_028958-T3, FUN_028958-T2, FUN_028958-T1	Bevul.6G223500.1.p
OG0002129	FUN_042872-T1, FUN_006027-T1	Bevul.2G125100.1.p
OG0002130	FUN_052255-T1	Bevul.4G184300.1.p
OG0002131	FUN_010915-T1	Bevul.5G206400.1.p
OG0002131	FUN_024460-T1	Bevul.1G008300.1.p
OG0002132	FUN_045189-T1	Bevul.3G020300.1.p
OG0002132	FUN_017923-T1, FUN_041839-T1	Bevul.5G105400.1.p
OG0002133	FUN_008588-T1, FUN_035531-T1, FUN_008586-T1	Bevul.8G010000.1.p
OG0002133	FUN_035512-T1, FUN_008585-T1	Bevul.8G009900.1.p
OG0002135	FUN_046611-T1	Bevul.4G063000.1.p
OG0002136	FUN_036619-T2, FUN_036619-T1, FUN_036619-T3	Bevul.8G028400.1.p
OG0002137	FUN_027812-T1, FUN_012586-T1, FUN_027819-T1, FUN_027820-T1	Bevul.8G136300.1.p
OG0002138	FUN_040041-T1	Bevul.5G068200.1.p
OG0002139	FUN_048662-T1	Bevul.1G095700.1.p
OG0002140	FUN_007736-T1	Bevul.2G180100.1.p
OG0002141	FUN_020847-T1	Bevul.2G174000.2.p, Bevul.2G174000.4.p, Bevul.2G174000.6.p, Bevul.2G174000.5.p, Bevul.2G174000.1.p, Bevul.2G174000.3.p
OG0002142	FUN_021818-T1	Bevul.4G106400.1.p
OG0002142	FUN_015875-T1	Bevul.9G114100.1.p
OG0002143	FUN_052195-T1, FUN_005497-T1	Bevul.9G228000.1.p, Bevul.9G228000.2.p
OG0002143	FUN_004829-T1	Bevul.2G171400.1.p
OG0002144	FUN_013712-T1, FUN_008958-T1	Bevul.3G042600.1.p
OG0002144	FUN_037404-T1, FUN_048142-T1	Bevul.1G189400.1.p
OG0002145	FUN_044337-T1, FUN_034737-T1	Bevul.6G025200.1.p, Bevul.8G086600.1.p
OG0002146	FUN_015468-T1	Bevul.8G196300.1.p
OG0002146	FUN_004986-T1	Bevul.2G162000.1.p, Bevul.2G162000.2.p
OG0002147	FUN_033688-T1, FUN_023812-T1	Bevul.6G118900.1.p
OG0002147	FUN_011288-T1	Bevul.5G168500.1.p
OG0002148	FUN_037252-T1	Bevul.1G179200.1.p
OG0002149	FUN_045027-T1	Bevul.3G029700.1.p
OG0002149	FUN_048240-T1	Bevul.1G197100.1.p
OG0002150	FUN_000910-T1, FUN_043430-T1	Bevul.8G004300.1.p, Bevul.8G004200.1.p
OG0002150	FUN_005355-T1	Bevul.2G134200.1.p
OG0002150	FUN_032960-T1, FUN_034045-T1, FUN_026853-T1	Bevul.8G213600.1.p
OG0002151	FUN_001701-T1	Bevul.8G089400.1.p
OG0002152	FUN_019406-T1, FUN_019406-T2, FUN_001404-T1	Bevul.1G062800.1.p
OG0002153	FUN_027903-T1	Bevul.8G134400.1.p
OG0002154	FUN_018571-T1	Bevul.5G011500.1.p, Bevul.5G011700.1.p
OG0002154	FUN_018561-T1	Bevul.5G011000.1.p, Bevul.5G010900.1.p
OG0002155	FUN_048020-T3, FUN_048020-T1, FUN_048020-T2	Bevul.1G178100.1.p
OG0002156	FUN_020989-T1	Bevul.2G179500.1.p
OG0002157	FUN_017375-T1	Bevul.9G142000.1.p
OG0002158	FUN_010281-T1, FUN_001908-T1, FUN_001908-T2	Bevul.8G126000.1.p, Bevul.8G126100.1.p
OG0002159	FUN_046813-T1	Bevul.3G178500.1.p
OG0002159	FUN_028510-T1	Bevul.8G147700.1.p
OG0002160	FUN_043185-T1, FUN_036648-T1	Bevul.8G026200.1.p
OG0002161	FUN_020585-T1	Bevul.6G036700.1.p
OG0002161	FUN_003852-T1, FUN_030151-T1	Bevul.2G224000.1.p
OG0002162	FUN_051999-T1	Bevul.8G001100.1.p, Bevul.9G133800.1.p, Bevul.9G133800.2.p
OG0002162	FUN_051998-T1, FUN_051997-T1	Bevul.9G133600.1.p, Bevul.9G133600.2.p
OG0002163	FUN_042572-T1, FUN_046288-T1, FUN_046288-T2	Bevul.2G057200.1.p, Bevul.4G013000.1.p
OG0002164	FUN_016713-T1	Bevul.2G205700.2.p, Bevul.2G205700.1.p, Bevul.2G205600.2.p, Bevul.2G205600.1.p
OG0002165	FUN_029332-T1, FUN_029332-T2, FUN_019013-T3, FUN_019013-T2, FUN_019013-T1, FUN_019012-T1	Bevul.2G186900.1.p
OG0002165	FUN_019011-T1, FUN_029331-T1	Bevul.2G186700.1.p, Bevul.2G186500.2.p, Bevul.2G186500.1.p
OG0002166	FUN_004665-T1	Bevul.3G190800.1.p
OG0002166	FUN_036441-T1	Bevul.4G237400.1.p, Bevul.4G238400.1.p
OG0002167	FUN_014683-T1, FUN_014683-T2	Bevul.7G012500.2.p, Bevul.7G012500.1.p
OG0002168	FUN_042099-T1	Bevul.5G113500.1.p
OG0002168	FUN_048930-T1	Bevul.7G182600.1.p
OG0002169	FUN_040033-T1	Bevul.7G197000.1.p
OG0002170	FUN_013918-T1, FUN_022810-T1, FUN_022799-T1	Bevul.3G068800.1.p, Bevul.3G068900.1.p
OG0002171	FUN_049278-T1, FUN_049278-T2, FUN_013111-T1, FUN_013111-T2	Bevul.7G209900.1.p
OG0002172	FUN_035307-T1, FUN_012482-T1	Bevul.8G071800.1.p
OG0002174	FUN_048256-T2, FUN_048256-T3, FUN_048256-T1	Bevul.9G078000.5.p, Bevul.9G078000.3.p, Bevul.9G078000.4.p, Bevul.9G078000.2.p, Bevul.9G078000.1.p, Bevul.9G078000.6.p
OG0002175	FUN_052820-T1	Bevul.6G004700.1.p
OG0002176	FUN_017395-T1	Bevul.8G053000.1.p
OG0002177	FUN_033356-T1	Bevul.7G036200.1.p, Bevul.7G036200.2.p
OG0002178	FUN_025296-T1	Bevul.6G205800.1.p
OG0002179	FUN_014181-T1, FUN_014181-T2	Bevul.3G120400.1.p
OG0002179	FUN_003802-T1	Bevul.9G211800.2.p, Bevul.9G211800.1.p
OG0002180	FUN_037170-T1	Bevul.1G166000.1.p
OG0002181	FUN_025153-T3, FUN_025153-T4, FUN_025153-T2, FUN_025153-T1	Bevul.3G055300.1.p
OG0002182	FUN_032339-T1	Bevul.2G061200.1.p, Bevul.6G211900.1.p
OG0002184	FUN_042646-T1	Bevul.1G043500.1.p
OG0002185	FUN_042744-T1	Bevul.1G001000.1.p
OG0002186	FUN_033411-T1	Bevul.2G021500.1.p, Bevul.6G140300.1.p
OG0002186	FUN_016736-T1	Bevul.2G205000.1.p
OG0002187	FUN_008793-T1	Bevul.3G032200.1.p
OG0002187	FUN_013614-T1	Bevul.3G032500.1.p, Bevul.3G032300.1.p
OG0002188	FUN_038910-T1, FUN_026917-T1	Bevul.1G082300.1.p
OG0002189	FUN_013133-T1	Bevul.2G177900.3.p, Bevul.2G177900.1.p, Bevul.2G177900.2.p
OG0002190	FUN_016818-T1	Bevul.2G201200.1.p
OG0002190	FUN_045537-T1, FUN_011239-T1	Bevul.5G173800.1.p
OG0002191	FUN_033345-T1, FUN_033345-T2	Bevul.6G142500.1.p
OG0002192	FUN_027909-T1	Bevul.9G000700.1.p
OG0002193	FUN_032408-T3, FUN_032408-T4, FUN_032408-T1, FUN_032408-T2	Bevul.6G244900.1.p
OG0002193	FUN_010990-T1	Bevul.5G199100.1.p
OG0002194	FUN_011069-T1, FUN_032566-T1	Bevul.6G236600.1.p, Bevul.2G060200.1.p, Bevul.5G189100.1.p
OG0002195	FUN_011795-T1	Bevul.4G095700.1.p
OG0002195	FUN_047408-T1	Bevul.5G212000.1.p
OG0002196	FUN_047431-T1, FUN_007986-T1	Bevul.6G192500.1.p, Bevul.6G192700.1.p
OG0002196	FUN_009232-T1	Bevul.6G192400.1.p
OG0002196	FUN_047431-T2	Bevul.5G209600.1.p
OG0002197	FUN_032626-T1, FUN_032629-T1	Bevul.6G230600.1.p
OG0002199	FUN_033393-T1	Bevul.6G140800.1.p
OG0002200	FUN_005532-T1, FUN_052164-T1, FUN_052164-T2, FUN_052164-T3	Bevul.9G226300.2.p, Bevul.9G226300.4.p, Bevul.9G226300.5.p, Bevul.9G226300.7.p, Bevul.9G226300.10.p, Bevul.9G226300.3.p, Bevul.9G226300.9.p, Bevul.9G226300.1.p, Bevul.9G226300.6.p, Bevul.9G226300.11.p, Bevul.9G226300.8.p
OG0002211	FUN_026990-T2, FUN_026990-T1, FUN_001360-T1, FUN_026994-T1, FUN_026992-T1, FUN_026991-T1, FUN_026993-T1	Bevul.1G069300.1.p, Bevul.1G069500.1.p, Bevul.1G069600.1.p
OG0002212	FUN_049033-T1	Bevul.7G190700.1.p
OG0002212	FUN_041920-T1	Bevul.5G049700.1.p
OG0002213	FUN_024950-T1	Bevul.7G121100.1.p
OG0002213	FUN_025171-T3, FUN_025171-T1, FUN_025171-T2, FUN_050275-T1	Bevul.7G147600.1.p
OG0002214	FUN_036885-T1, FUN_027298-T1	Bevul.7G056900.1.p, Bevul.9G049800.1.p
OG0002215	FUN_008110-T1, FUN_008110-T2	Bevul.5G120700.1.p
OG0002216	FUN_027324-T1	Bevul.9G042700.1.p
OG0002217	FUN_003991-T1, FUN_003991-T2, FUN_034826-T1	Bevul.2G191000.1.p, Bevul.2G191000.2.p
OG0002218	FUN_010553-T1, FUN_051050-T1	Bevul.5G232800.1.p
OG0002219	FUN_049273-T1	Bevul.7G209200.1.p
OG0002219	FUN_049274-T1	Bevul.7G209400.1.p
OG0002220	FUN_003789-T2, FUN_003789-T1	Bevul.6G143400.1.p
OG0002221	FUN_000363-T1, FUN_002489-T1	Bevul.1G161600.1.p
OG0002222	FUN_002278-T1	Bevul.9G173100.2.p, Bevul.9G173100.3.p, Bevul.9G173100.1.p, Bevul.9G173100.4.p
OG0002223	FUN_024270-T1, FUN_024271-T1	Bevul.1G014700.1.p
OG0002223	FUN_018051-T1	Bevul.5G051800.1.p
OG0002224	FUN_003963-T1, FUN_003963-T2, FUN_020297-T1	Bevul.7G014400.4.p, Bevul.7G014400.2.p, Bevul.7G014400.3.p, Bevul.7G014400.1.p, Bevul.7G014400.5.p
OG0002225	FUN_024380-T1, FUN_024381-T1, FUN_004625-T1	Bevul.3G194800.1.p, Bevul.3G194900.1.p, Bevul.3G195000.1.p
OG0002226	FUN_042988-T4, FUN_042988-T1, FUN_042988-T5, FUN_042988-T3, FUN_042988-T2, FUN_024796-T1, FUN_024795-T1	Bevul.6G057300.1.p
OG0002227	FUN_004157-T2, FUN_004157-T1, FUN_007851-T1	Bevul.1G062600.1.p
OG0002228	FUN_002488-T1	Bevul.1G161500.1.p
OG0002229	FUN_040319-T1, FUN_040318-T1	Bevul.3G235900.1.p
OG0002230	FUN_042209-T2, FUN_042209-T1, FUN_042209-T3	Bevul.7G049100.2.p, Bevul.7G049100.3.p, Bevul.7G049100.1.p
OG0002231	FUN_036267-T1, FUN_052578-T1	Bevul.4G216600.1.p, Bevul.4G216700.1.p
OG0002233	FUN_039446-T2, FUN_039446-T1	Bevul.7G063100.1.p, Bevul.7G063100.2.p
OG0002234	FUN_024794-T1	Bevul.4G237100.1.p, Bevul.4G029900.1.p, Bevul.6G079700.1.p
OG0002235	FUN_021126-T2, FUN_021126-T1, FUN_021126-T3	Bevul.2G018000.3.p, Bevul.2G018000.5.p, Bevul.2G018000.6.p, Bevul.2G018000.8.p, Bevul.2G018000.9.p, Bevul.2G018000.10.p, Bevul.2G018000.1.p, Bevul.2G018000.2.p, Bevul.2G018000.4.p, Bevul.2G018000.7.p, Bevul.2G018000.11.p
OG0002236	FUN_000618-T1, FUN_000618-T2	Bevul.3G130100.1.p
OG0002236	FUN_036053-T1, FUN_052386-T1, FUN_052386-T2	Bevul.4G169000.1.p
OG0002237	FUN_002632-T1, FUN_002632-T3, FUN_002632-T4, FUN_002632-T2, FUN_002633-T1, FUN_002635-T1, FUN_002634-T1, FUN_035686-T1	Bevul.4G132200.1.p
OG0002238	FUN_005135-T4, FUN_005135-T3, FUN_005135-T1, FUN_005135-T5, FUN_005135-T2	Bevul.2G152700.4.p, Bevul.2G152700.3.p, Bevul.2G152700.2.p, Bevul.2G152700.1.p
OG0002240	FUN_020031-T1	Bevul.7G049000.1.p, Bevul.7G049000.2.p, Bevul.7G049000.3.p
OG0002241	FUN_014995-T2, FUN_014995-T1	Bevul.3G001400.1.p
OG0002242	FUN_047985-T1, FUN_047984-T1, FUN_009729-T1	Bevul.7G200200.1.p
OG0002243	FUN_030125-T2, FUN_030125-T1	Bevul.2G226700.1.p
OG0002244	FUN_041790-T1	Bevul.1G003100.1.p
OG0002244	FUN_030454-T1, FUN_052811-T1	Bevul.6G006100.1.p
OG0002245	FUN_025632-T1	Bevul.1G044500.1.p
OG0002246	FUN_035972-T1, FUN_052308-T1, FUN_052308-T2, FUN_052308-T3	Bevul.4G177000.1.p
OG0002247	FUN_025766-T1	Bevul.1G025300.1.p
OG0002247	FUN_051964-T1, FUN_045722-T1	Bevul.9G137300.1.p
OG0002249	FUN_031286-T1	Bevul.6G089500.1.p
OG0002250	FUN_035589-T1	Bevul.8G001400.1.p
OG0002251	FUN_014211-T1, FUN_004248-T1	Bevul.6G200100.1.p
OG0002252	FUN_029163-T1, FUN_042483-T1	Bevul.7G089000.1.p, Bevul.4G115200.1.p, Bevul.8G065200.1.p, Bevul.5G159100.1.p, Bevul.5G087200.1.p, Bevul.2G158900.1.p, Bevul.6G055200.1.p, Bevul.1G031900.1.p, Bevul.1G092200.1.p, Bevul.1G162700.1.p, Bevul.4G092900.1.p, Bevul.3G135900.1.p, Bevul.8G150200.1.p, Bevul.8G126300.1.p, Bevul.8G066000.1.p, Bevul.6G138500.1.p, Bevul.6G173500.1.p, Bevul.2G083600.1.p, Bevul.5G178500.1.p, Bevul.2G102200.1.p
OG0002252	FUN_027387-T1, FUN_035105-T1, FUN_050413-T1, FUN_047842-T1	Bevul.6G097700.1.p
OG0002253	FUN_001477-T1	Bevul.1G064400.1.p, Bevul.1G064300.1.p, Bevul.1G044900.1.p
OG0002254	FUN_044189-T1, FUN_038627-T1	Bevul.1G119600.1.p
OG0002254	FUN_031174-T1, FUN_025493-T1	Bevul.6G059700.1.p
OG0002255	FUN_038842-T2, FUN_038842-T1	Bevul.1G084400.1.p
OG0002256	FUN_025669-T3, FUN_025669-T1, FUN_025669-T2	Bevul.1G039000.1.p
OG0002257	FUN_039713-T1, FUN_039713-T2	Bevul.8G114300.1.p
OG0002258	FUN_003815-T1	Bevul.9G120500.6.p, Bevul.9G120500.8.p, Bevul.9G120500.7.p
OG0002258	FUN_003815-T3, FUN_003815-T2	Bevul.9G120500.1.p, Bevul.9G120500.9.p, Bevul.9G120500.2.p, Bevul.9G120500.3.p, Bevul.9G120500.5.p, Bevul.9G120500.4.p
OG0002258	FUN_042648-T1, FUN_025642-T1	Bevul.1G042300.1.p
OG0002259	FUN_024448-T1	Bevul.1G008800.1.p
OG0002259	FUN_030598-T1, FUN_009595-T1, FUN_009607-T1	Bevul.6G015100.1.p
OG0002260	FUN_038202-T1, FUN_038201-T1, FUN_038201-T2	Bevul.1G096700.1.p
OG0002261	FUN_050646-T1, FUN_002191-T1	Bevul.9G164000.1.p
OG0002261	FUN_038529-T1, FUN_049777-T1, FUN_049777-T2	Bevul.1G163300.1.p
OG0002262	FUN_005289-T1	Bevul.2G139000.1.p, Bevul.2G139000.2.p
OG0002263	FUN_051973-T1, FUN_045729-T2, FUN_045729-T1	Bevul.9G136300.1.p, Bevul.9G136300.2.p
OG0002264	FUN_028743-T1, FUN_028743-T4, FUN_028743-T2, FUN_028743-T3	Bevul.8G145600.1.p, Bevul.8G151200.1.p
OG0002265	FUN_036605-T2, FUN_036605-T1	Bevul.8G029100.1.p
OG0002265	FUN_046553-T1, FUN_046554-T1, FUN_011947-T1	Bevul.4G057700.1.p
OG0002266	FUN_029361-T1	Bevul.2G249700.1.p
OG0002268	FUN_046196-T3, FUN_046196-T2, FUN_046196-T1	Bevul.4G019700.1.p
OG0002269	FUN_027373-T2, FUN_027373-T1	Bevul.9G091400.3.p, Bevul.9G091400.1.p, Bevul.9G091400.2.p
OG0002269	FUN_035833-T1	Bevul.8G005000.1.p
OG0002270	FUN_033231-T1	Bevul.7G040400.1.p
OG0002271	FUN_035820-T1	Bevul.8G005800.1.p
OG0002271	FUN_046708-T1	Bevul.4G076500.1.p
OG0002272	FUN_046292-T1	Bevul.4G012600.1.p
OG0002273	FUN_035137-T1	Bevul.8G051300.1.p
OG0002274	FUN_020595-T1	Bevul.6G036900.1.p
OG0002274	FUN_048008-T1	Bevul.7G197700.1.p
OG0002275	FUN_045939-T1, FUN_012144-T2, FUN_012144-T1	Bevul.4G042200.1.p
OG0002276	FUN_004940-T1, FUN_000085-T1	Bevul.2G165900.1.p
OG0002277	FUN_008358-T2, FUN_008358-T1, FUN_021165-T1	Bevul.2G015100.1.p, Bevul.2G015100.2.p
OG0002278	FUN_024220-T1, FUN_041949-T1	Bevul.8G208900.1.p
OG0002278	FUN_040716-T1, FUN_025701-T1	Bevul.9G123600.1.p, Bevul.9G122100.1.p, Bevul.9G123700.1.p
OG0002280	FUN_012935-T1	Bevul.6G076300.1.p
OG0002281	FUN_049352-T1, FUN_007648-T1	Bevul.7G219100.1.p, Bevul.7G219000.1.p
OG0002281	FUN_008056-T1	Bevul.5G054900.1.p
OG0002282	FUN_008367-T1	Bevul.2G016900.1.p
OG0002283	FUN_023537-T1, FUN_033827-T1	Bevul.9G109900.3.p, Bevul.9G109900.1.p, Bevul.9G109900.2.p
OG0002284	FUN_023894-T4, FUN_023894-T3, FUN_023894-T2, FUN_023894-T1	Bevul.7G172500.1.p
OG0002285	FUN_045576-T2, FUN_045576-T3, FUN_045576-T1	Bevul.9G235200.2.p, Bevul.9G235200.1.p
OG0002286	FUN_050529-T3, FUN_050529-T1, FUN_050529-T2, FUN_052879-T1, FUN_013039-T2, FUN_013039-T1	Bevul.8G157500.1.p
OG0002287	FUN_008421-T1	Bevul.2G021700.1.p
