Orthogroup	P_amilis.proteins	A_thaliana.proteins
OG0002369	FUN_016186-T1	AT2G47410.4, AT2G47410.6, AT2G47410.3, AT2G47410.1, AT2G47410.2, AT2G47410.5
OG0002370	FUN_019344-T1, FUN_005215-T2, FUN_005215-T1	AT2G28140.1
OG0002371	FUN_007781-T1, FUN_039855-T1	AT2G31650.1, AT1G05830.1, AT1G05830.2, AT1G05830.3, AT1G05830.4
OG0002372	FUN_034802-T1, FUN_050483-T1	AT4G01840.1, AT4G18160.1, AT5G46370.1
OG0002373	FUN_045471-T1	AT3G28956.12, AT3G28956.5, AT3G28956.1, AT3G28956.9, AT3G28956.6, AT3G28956.11, AT3G28956.10, AT3G28956.8, AT3G28956.3, AT5G62950.7, AT5G62950.3, AT5G62950.4, AT5G62950.1, AT5G62950.6, AT5G62950.5, AT3G28956.2, AT3G28956.7, AT5G62950.2, AT3G28956.4
OG0002374	FUN_014588-T1	AT3G53510.1, AT2G37360.1
OG0002374	FUN_000938-T1, FUN_005833-T1	AT5G13580.1, AT2G39350.1, AT3G55090.1
OG0002375	FUN_042092-T1	AT5G06440.2, AT5G06440.3, AT5G06440.5, AT5G06440.6, AT5G06440.4, AT5G06440.1
OG0002376	FUN_024780-T1, FUN_024778-T1, FUN_042973-T1	AT2G47550.1, AT1G02810.1, AT4G02330.1
OG0002377	FUN_037418-T1	AT5G49450.1
OG0002378	FUN_016192-T1, FUN_016192-T2	AT2G47240.2, AT2G47240.1, AT2G47240.3, AT2G47240.4
OG0002379	FUN_000683-T1	AT2G12905.1
OG0002380	FUN_036041-T6, FUN_036041-T2, FUN_036041-T4, FUN_036041-T1, FUN_036041-T3, FUN_036041-T5, FUN_036041-T7, FUN_052375-T1	AT5G02940.2, AT5G02940.1, AT5G43745.1
OG0002381	FUN_033076-T1, FUN_005710-T1	AT1G64760.2, AT1G64760.1, AT2G19440.1, AT2G19440.2
OG0002382	FUN_020278-T1	AT5G46050.2, AT5G46050.1, AT5G46040.1
OG0002383	FUN_020095-T1	AT3G06270.1
OG0002384	FUN_006693-T1	ATMG00080.1
OG0002384	FUN_017061-T1	AT2G28815.1, ATCG00790.1
OG0002386	FUN_036400-T2, FUN_036400-T1, FUN_052713-T1	AT5G12470.1
OG0002387	FUN_051038-T1, FUN_051031-T1, FUN_010547-T1	AT2G48140.2, AT2G48140.1
OG0002387	FUN_014512-T1, FUN_032881-T1, FUN_039812-T1	AT1G05450.2, AT3G22620.1
OG0002388	FUN_019040-T2, FUN_019040-T1, FUN_019039-T1	AT5G07120.3, AT5G07120.2, AT5G07120.1, AT5G58440.1
OG0002389	FUN_035098-T1	AT3G23200.2, AT3G23200.1
OG0002389	FUN_039755-T1	AT3G53850.1, AT3G53850.2, AT3G53850.3
OG0002390	FUN_002661-T1	AT4G14465.1
OG0002390	FUN_030106-T1	AT3G55560.1
OG0002391	FUN_003591-T1, FUN_003590-T1	AT1G31160.2, AT1G31160.1
OG0002392	FUN_028897-T3, FUN_028897-T4, FUN_028897-T1, FUN_028897-T2	AT3G44530.2, AT3G44530.1, AT3G44530.3, AT3G44530.4
OG0002393	FUN_020094-T1	AT3G53090.1, AT3G53090.2
OG0002394	FUN_003823-T1, FUN_030132-T1	AT2G39830.1, AT2G39830.4, AT2G39830.2, AT2G39830.3
OG0002395	FUN_017659-T1, FUN_012132-T1, FUN_017656-T1	AT5G58003.1, AT5G58003.3, AT5G58003.2
OG0002396	FUN_042877-T1, FUN_024709-T1, FUN_051453-T1	AT3G62900.3, AT3G62900.2, AT3G62900.1
OG0002397	FUN_045129-T1, FUN_003720-T1	AT2G37270.2, AT2G37270.1, AT3G11940.2, AT3G11940.1
OG0002398	FUN_051498-T2, FUN_051498-T1, FUN_034257-T1	AT3G05545.1
OG0002399	FUN_004437-T1, FUN_004438-T1, FUN_045768-T1	AT1G68090.2, AT1G68090.1
OG0002400	FUN_036394-T1	AT3G10330.1, AT2G41630.1
OG0002402	FUN_020799-T1	AT5G26680.2, AT5G26680.1, AT5G26680.3, AT5G26680.5, AT5G26680.4
OG0002403	FUN_020356-T1, FUN_039005-T1	AT2G27370.1, AT5G06200.1, AT3G11550.1, AT2G36100.1
OG0002404	FUN_051955-T1	AT2G21045.1
OG0002404	FUN_031101-T2, FUN_031101-T1, FUN_031099-T1	AT5G66170.3, AT5G66170.2, AT5G66170.1, AT2G17850.3, AT2G17850.1, AT2G17850.2
OG0002405	FUN_025492-T1	AT5G65480.1, AT4G38060.3, AT4G38060.1, AT4G38060.4, AT4G38060.2
OG0002406	FUN_047175-T1	AT1G18070.1, AT1G18070.2, AT1G18070.3
OG0002408	FUN_042798-T1, FUN_024588-T1	AT3G07590.2, AT3G07590.1, AT4G02840.1
OG0002409	FUN_027143-T1, FUN_027143-T2	AT1G36320.1
OG0002409	FUN_028981-T1	AT4G37920.1
OG0002410	FUN_052272-T1, FUN_052272-T2	AT5G09230.7, AT5G09230.2, AT5G09230.1, AT5G09230.3, AT5G09230.5, AT5G09230.4, AT5G09230.6
OG0002411	FUN_030526-T1	AT5G67360.1
OG0002412	FUN_029460-T1, FUN_017038-T1	AT3G50640.1, AT5G66800.1
OG0002412	FUN_002390-T1	AT4G34419.1, AT3G19200.1
OG0002413	FUN_050689-T1	AT2G16460.2, AT2G16460.1
OG0002414	FUN_051798-T1, FUN_045569-T1	AT4G38230.3, AT4G38230.4, AT4G38230.2
OG0002415	FUN_030925-T1	AT3G01210.2, AT3G01210.1
OG0002416	FUN_018063-T1	AT5G52650.1, AT4G25740.1, AT4G25740.2
OG0002418	FUN_036166-T1, FUN_017822-T1	AT2G01740.1
OG0002418	FUN_043117-T1	AT1G63630.1
OG0002418	FUN_034369-T1	AT1G63230.1
OG0002419	FUN_047758-T1, FUN_038342-T1	AT1G19660.1, AT1G19660.2, AT1G19660.3, AT1G75380.4, AT1G75380.1, AT1G75380.2, AT1G75380.3
OG0002420	FUN_027003-T1, FUN_027003-T4, FUN_027003-T3, FUN_027003-T2, FUN_018982-T1	AT1G34065.2, AT1G34065.1
OG0002421	FUN_038568-T1, FUN_025495-T1, FUN_025497-T1, FUN_025498-T1, FUN_026740-T1, FUN_026737-T1, FUN_026739-T1	AT2G06050.2, AT2G06050.3, AT2G06050.1
OG0002422	FUN_012940-T1, FUN_004194-T1	AT4G35470.2, AT4G35470.1, AT2G17440.1
OG0002423	FUN_020573-T1	AT3G58130.1, AT3G58130.2, AT2G27340.2, AT2G27340.3, AT2G27340.4, AT2G27340.5, AT2G27340.1
OG0002424	FUN_017996-T1	AT3G03590.1, AT2G35605.1, AT1G31760.1
OG0002424	FUN_030514-T1, FUN_028842-T1	AT2G14880.1, AT2G14880.3, AT2G14880.2, AT4G34290.1
OG0002425	FUN_052151-T3, FUN_052151-T1, FUN_052151-T2, FUN_005544-T1	AT2G14680.5, AT2G14680.7, AT2G14680.4, AT2G14680.6, AT2G14680.3, AT2G14680.1, AT2G14680.8, AT2G14680.2
OG0002426	FUN_021593-T1	AT5G39960.1
OG0002427	FUN_002744-T5, FUN_002744-T4, FUN_002744-T1, FUN_002744-T2, FUN_002744-T3	AT5G08630.2, AT5G08630.3, AT5G08630.1
OG0002428	FUN_012866-T1	AT5G01970.1, AT5G01970.2
OG0002428	FUN_004116-T1	AT1G30050.1
OG0002428	FUN_019061-T1	AT2G30530.1
OG0002429	FUN_042631-T2, FUN_042631-T3, FUN_042631-T1	AT2G04160.1
OG0002429	FUN_025935-T1	AT5G59810.1
OG0002430	FUN_018176-T1	AT1G64065.1
OG0002430	FUN_037320-T1	AT2G46150.1
OG0002431	FUN_014522-T1, FUN_014522-T2	AT3G55510.1, AT3G55510.2
OG0002432	FUN_046282-T1, FUN_046282-T2	AT4G26450.2, AT4G26450.1
OG0002433	FUN_035014-T1	AT1G29280.1
OG0002433	FUN_019558-T1	AT3G58710.1, AT3G58710.2
OG0002434	FUN_046370-T1, FUN_046370-T2	AT1G55870.3, AT1G55870.2, AT1G55870.4, AT1G55870.1
OG0002435	FUN_045241-T1	AT5G16930.1, AT3G03060.1
OG0002435	FUN_009475-T1, FUN_030685-T1	AT4G36580.1, AT2G18330.1
OG0002437	FUN_007945-T1, FUN_040879-T1, FUN_040880-T1	AT1G63520.1, AT4G11450.1
OG0002438	FUN_010689-T1, FUN_047298-T1	AT1G15910.1, AT4G00380.3, AT4G00380.1, AT4G00380.2
OG0002439	FUN_050050-T1, FUN_023906-T1	AT3G13980.1, AT1G54200.1
OG0002439	FUN_027854-T1	AT3G42800.1
OG0002440	FUN_005143-T1, FUN_005145-T1	AT5G11730.1
OG0002440	FUN_041658-T1, FUN_006495-T1	AT3G21310.1, AT3G21310.2, AT3G21310.3
OG0002441	FUN_026451-T1	AT4G28860.2, AT4G28860.1, AT4G28880.4, AT4G28880.1, AT4G28880.2, AT4G28880.3
OG0002443	FUN_029860-T1	AT5G51830.1, AT5G51830.2
OG0002443	FUN_016792-T1, FUN_016792-T2	AT1G66430.1
OG0002444	FUN_015287-T1	AT4G25180.1
OG0002447	FUN_026031-T3, FUN_026031-T2, FUN_026031-T5, FUN_026031-T1	AT5G35170.1, AT5G35170.2
OG0002448	FUN_021077-T1	AT2G25600.1, AT4G32500.1
OG0002449	FUN_016382-T1	AT4G24290.2, AT4G24290.3
OG0002450	FUN_007814-T1	AT5G05420.1
OG0002451	FUN_005322-T1, FUN_027851-T1	AT2G31610.1, AT3G53870.1, AT5G35530.1
OG0002452	FUN_002014-T2, FUN_002014-T1	AT3G17880.1, AT3G17880.2
OG0002452	FUN_040557-T2, FUN_040557-T1, FUN_018555-T2, FUN_018555-T1	AT4G22670.1
OG0002453	FUN_033700-T1	AT1G26160.1, AT1G26160.2
OG0002453	FUN_052863-T1	AT2G23820.2, AT2G23820.1
OG0002455	FUN_040529-T1, FUN_018480-T1, FUN_036937-T1	AT4G12410.1, AT4G22620.1
OG0002456	FUN_007615-T1	AT5G35560.1, AT5G35560.2
OG0002457	FUN_049186-T1, FUN_049186-T2	AT2G45750.1, AT4G00750.1
OG0002458	FUN_031089-T1	AT4G36030.1, AT5G66200.1
OG0002458	FUN_051945-T1	AT4G34940.1
OG0002459	FUN_026843-T1, FUN_026843-T2, FUN_026849-T1	AT5G57610.1
OG0002460	FUN_048056-T1, FUN_037289-T1	AT1G01550.2, AT1G01550.1, AT4G01360.1, AT2G46080.1
OG0002462	FUN_001756-T1, FUN_001756-T3, FUN_001756-T2	AT5G25270.1
OG0002463	FUN_046412-T1	AT3G13224.3, AT3G13224.2, AT3G13224.1
OG0002464	FUN_019136-T1, FUN_019136-T2, FUN_030308-T1, FUN_030307-T1, FUN_030305-T2, FUN_030305-T1	AT5G05700.1, AT5G05700.2, AT3G11240.2, AT3G11240.5, AT3G11240.4, AT3G11240.3, AT3G11240.1
OG0002465	FUN_040040-T1, FUN_019275-T1	AT4G17390.1, AT4G16720.1
OG0002467	FUN_052771-T1	AT3G20860.1
OG0002468	FUN_013628-T2, FUN_013628-T1	AT1G28060.3, AT1G28060.2, AT1G28060.1
OG0002469	FUN_015660-T1	AT5G22760.3, AT5G22760.1, AT5G22760.2, AT5G35210.2, AT5G35210.1
OG0002470	FUN_003593-T1	AT3G56850.1, AT2G41070.2, AT2G41070.4, AT2G41070.5, AT2G41070.3, AT2G41070.1
OG0002471	FUN_032364-T1, FUN_030102-T1	AT3G55550.1
OG0002472	FUN_048195-T1, FUN_037475-T1	AT4G00950.1
OG0002472	FUN_008832-T1, FUN_013641-T1	AT5G53030.2, AT5G53030.1, AT4G27810.1
OG0002473	FUN_032901-T1, FUN_004685-T1	AT2G42320.1, AT2G42320.4, AT2G42320.3, AT2G42320.2
OG0002474	FUN_019041-T1, FUN_029354-T1, FUN_008070-T1, FUN_042036-T1	AT3G51740.1
OG0002475	FUN_045288-T1	AT4G27630.6, AT4G27630.1, AT4G27630.5
OG0002476	FUN_033223-T1	AT2G42910.1
OG0002476	FUN_009331-T1, FUN_009331-T2, FUN_032139-T1	AT1G10700.2, AT1G10700.1
OG0002477	FUN_003735-T1	AT1G07990.2, AT1G07990.1, AT1G08005.1, AT2G28360.1, AT3G45190.1, AT3G45190.2
OG0002479	FUN_050667-T1, FUN_050665-T1, FUN_002182-T1	AT2G21340.2, AT2G21340.1, AT4G39030.1
OG0002481	FUN_010758-T1	AT5G63090.3, AT5G63090.2, AT5G63090.1, AT5G63090.4
OG0002482	FUN_004431-T1, FUN_047045-T1, FUN_011351-T1	AT1G28110.1, AT1G28110.2, AT2G33530.1
OG0002483	FUN_027037-T1	AT3G02000.1, AT5G14070.1
OG0002484	FUN_050297-T1	AT4G24800.2, AT4G24800.4, AT4G24800.3, AT4G24800.1, AT3G48390.1, AT5G63190.1, AT5G63190.2
OG0002485	FUN_042754-T1	AT4G14605.1, AT4G14605.2
OG0002486	FUN_031833-T1, FUN_025280-T1	AT5G50570.1, AT5G50670.2, AT5G50670.1, AT5G50570.2
OG0002487	FUN_023840-T1, FUN_047099-T1, FUN_011294-T1	AT1G73965.1, AT1G68795.1
OG0002487	FUN_033912-T1	AT1G26600.2, AT1G26600.1, AT1G69320.1
OG0002488	FUN_045112-T1	AT5G54130.4, AT5G54130.3, AT5G54130.2
OG0002489	FUN_050586-T2, FUN_050586-T1, FUN_002220-T1, FUN_002220-T2, FUN_002220-T3	AT2G21520.3, AT2G21520.2, AT2G21520.1, AT4G39170.2, AT4G39170.1
OG0002490	FUN_015093-T2, FUN_015093-T3, FUN_015093-T1	AT5G43310.5, AT5G43310.4, AT5G43310.3, AT5G43310.2, AT5G43310.1
OG0002492	FUN_038354-T1	AT5G40550.1, AT5G40550.2, AT3G27460.5, AT3G27460.3, AT5G40550.3, AT5G40550.4, AT3G27460.1, AT3G27460.4, AT3G27460.2
OG0002493	FUN_042707-T1	AT5G67110.1, AT5G67110.3, AT5G67110.2
OG0002493	FUN_029407-T1	AT4G36930.1
OG0002494	FUN_013600-T1, FUN_013600-T3, FUN_013600-T2	AT3G62010.1, AT3G62010.2
OG0002495	FUN_045422-T1	AT3G29270.2, AT3G29270.1
OG0002496	FUN_033895-T1, FUN_044830-T1	AT1G69310.1, AT1G69310.3, AT1G69310.4, AT1G69310.2
OG0002497	FUN_025392-T1, FUN_025392-T2, FUN_032034-T1	AT3G26100.6, AT3G26100.5, AT3G26100.2, AT3G26100.3, AT3G26100.4, AT3G26100.1
OG0002498	FUN_039510-T1	AT3G01100.4, AT3G01100.3, AT3G01100.1, AT3G01100.2
OG0002498	FUN_023448-T1	AT1G69450.1, AT1G69450.2, AT1G69450.3
OG0002499	FUN_030408-T1, FUN_030407-T1, FUN_030406-T1, FUN_019081-T2, FUN_019081-T1, FUN_019078-T1	AT2G40250.1
OG0002500	FUN_010651-T1	AT5G12230.1, AT5G19480.2, AT5G19480.4, AT5G19480.1, AT5G19480.3
OG0002501	FUN_035801-T1	AT4G27595.1, AT4G27595.2, AT1G65010.1, AT3G02930.1, AT3G02930.3, AT3G02930.2, AT5G16730.1
OG0002502	FUN_032459-T1, FUN_023158-T1, FUN_008008-T1, FUN_030905-T1	AT5G15090.1, AT5G15090.2, AT3G01280.1
OG0002503	FUN_033713-T1, FUN_023713-T1	AT5G16000.1, AT3G25560.3, AT3G25560.1, AT3G25560.2
OG0002506	FUN_011025-T1, FUN_018541-T1	AT5G61730.1, AT5G61730.2, AT5G61690.1, AT5G61690.2, AT3G47730.1
OG0002507	FUN_047091-T1	AT1G49010.1
OG0002507	FUN_027949-T1	AT5G08520.1
OG0002508	FUN_033787-T1	AT3G60180.2, AT3G60180.1, AT3G60961.1
OG0002509	FUN_032612-T1	AT2G04660.1
OG0002510	FUN_052524-T2, FUN_052524-T5, FUN_052524-T4, FUN_052524-T3, FUN_052524-T1	AT3G03300.1, AT3G03300.3, AT3G03300.2, AT3G03300.4
OG0002511	FUN_017803-T3, FUN_017803-T1, FUN_041783-T1	AT4G19120.2, AT4G19120.1, AT4G19120.3, AT1G31850.2, AT1G31850.1, AT1G31850.3, AT1G31850.4
OG0002512	FUN_010777-T2, FUN_010777-T1, FUN_010777-T3	AT4G24680.2, AT4G24680.1, AT4G24680.4, AT4G24680.5, AT4G24680.3
OG0002513	FUN_033260-T2, FUN_033260-T1, FUN_053205-T1	AT1G24706.2, AT1G24706.3, AT1G24706.6, AT1G24706.5, AT1G24706.4, AT1G24706.1, AT1G24706.7, AT1G24706.8, AT1G24706.9
OG0002514	FUN_011183-T4, FUN_011183-T3, FUN_011183-T2, FUN_011183-T1	AT5G61150.2, AT5G61150.1
OG0002515	FUN_008085-T1	AT5G06350.1, AT5G06350.2, AT5G27010.1
OG0002524	FUN_042117-T1	AT3G54750.2, AT3G54750.1, AT3G54750.5, AT3G54750.3, AT3G54750.4
OG0002525	FUN_029944-T1	AT5G61180.1, AT3G62210.1
OG0002526	FUN_019920-T1	AT3G49660.1
OG0002526	FUN_010762-T2, FUN_010762-T1	AT4G02730.1
OG0002527	FUN_003524-T1, FUN_000956-T1, FUN_000958-T1	AT3G12360.2, AT3G12360.1
OG0002530	FUN_030119-T2	AT2G39750.1, AT5G06050.1
OG0002531	FUN_044745-T1	AT2G47350.1, AT2G47350.2
OG0002532	FUN_027197-T1	AT3G25040.1
OG0002532	FUN_045224-T1	AT1G29330.1, AT1G29330.2
OG0002533	FUN_037604-T2, FUN_037604-T1, FUN_037604-T3, FUN_048313-T1, FUN_016316-T1	AT5G49910.1, AT4G24280.1
OG0002534	FUN_048982-T3, FUN_048982-T1, FUN_048982-T2	AT2G27100.1
OG0002535	FUN_042854-T1, FUN_024678-T1	AT3G62970.1
OG0002535	FUN_020247-T1	AT5G18650.1
OG0002536	FUN_015766-T1	AT2G20562.1
OG0002537	FUN_049361-T1	AT2G30360.1
OG0002537	FUN_003998-T1, FUN_020316-T1	AT5G01820.1
OG0002538	FUN_030934-T1	AT1G06710.18, AT1G06710.17, AT1G06710.14, AT1G06710.10, AT1G06710.15, AT1G06710.11, AT1G06710.16, AT1G06710.3, AT1G06710.8, AT1G06710.9, AT1G06710.2, AT1G06710.4, AT1G06710.1, AT1G06710.13, AT1G06710.12, AT1G06710.5, AT1G06710.6, AT1G06710.19, AT1G06710.7
OG0002539	FUN_027437-T1	AT3G09150.4, AT3G09150.1, AT3G09150.2, AT3G09150.3
OG0002540	FUN_035981-T1, FUN_052322-T1	AT1G09530.2, AT1G09530.4, AT1G09530.1, AT1G09530.3, AT1G09530.6, AT1G09530.5
OG0002541	FUN_000832-T1, FUN_027011-T1	AT3G07630.1, AT3G07630.3, AT3G07630.2
OG0002542	FUN_024704-T4, FUN_024704-T3, FUN_024704-T2, FUN_024704-T1	AT1G57600.4, AT1G57600.2, AT1G57600.3, AT1G57600.1
OG0002543	FUN_035175-T1	AT2G42680.1, AT3G58680.1
OG0002543	FUN_035175-T2, FUN_002819-T1, FUN_029598-T1	AT3G24500.2, AT3G24500.1
OG0002545	FUN_049006-T1	AT2G30000.1, AT1G07170.1, AT1G07170.6, AT1G07170.5, AT1G07170.4, AT1G07170.2, AT1G07170.3
OG0002546	FUN_043703-T1, FUN_024858-T1, FUN_024858-T2	AT5G43950.1, AT1G04090.1
OG0002546	FUN_035861-T1, FUN_021788-T1	AT3G04350.2, AT3G04350.1, AT5G18490.1
OG0002547	FUN_001617-T1, FUN_015587-T1, FUN_006650-T1	AT3G53670.2, AT3G53670.1, AT2G37480.2, AT2G37480.1
OG0002548	FUN_038293-T1	AT5G19320.1, AT5G19320.2
OG0002548	FUN_018020-T1	AT3G63130.1, AT3G63130.2
OG0002549	FUN_043872-T1, FUN_045091-T1, FUN_045090-T1, FUN_043871-T1	AT5G24530.1
OG0002550	FUN_052541-T1	AT1G43800.1, AT5G16230.2
OG0002550	FUN_019418-T1	AT2G43710.1, AT2G43710.2
OG0002551	FUN_014385-T2, FUN_014387-T1, FUN_014385-T1	AT5G19160.2, AT5G19160.1, AT3G06080.1, AT3G06080.2
OG0002552	FUN_052080-T1, FUN_005633-T2, FUN_005633-T1	AT5G64500.1
OG0002553	FUN_019020-T1, FUN_019020-T2	AT4G20060.1
OG0002554	FUN_039615-T1	AT1G22310.2, AT1G22310.1
OG0002555	FUN_010988-T1, FUN_047518-T1	AT3G26618.1, AT1G12920.1
OG0002556	FUN_032616-T1	AT2G03210.1, AT2G03210.2, AT2G03210.3
OG0002559	FUN_024477-T1, FUN_031650-T3, FUN_031650-T2, FUN_031650-T1	AT1G27460.3, AT1G27460.2, AT1G27460.1
OG0002561	FUN_013130-T1, FUN_020928-T1	AT5G34940.3, AT5G34940.2, AT5G34940.1, AT5G34940.4
OG0002562	FUN_049764-T1	AT1G75510.1
OG0002562	FUN_005929-T1	AT3G52270.1, AT3G52270.2
OG0002564	FUN_035858-T1	AT5G23580.1
OG0002564	FUN_037802-T1, FUN_037802-T2, FUN_048407-T1	AT1G35670.1, AT4G09570.1
OG0002565	FUN_048647-T1	AT1G22275.2, AT1G22275.3, AT1G22275.1, AT1G22260.3, AT1G22260.1, AT1G22260.2
OG0002566	FUN_019241-T1, FUN_019241-T2	AT4G37190.1, AT4G37190.2
OG0002567	FUN_011423-T1, FUN_046935-T1	AT5G50530.1, AT5G50640.1, AT5G63490.1, AT5G63490.2
OG0002568	FUN_031219-T2, FUN_031219-T4, FUN_031219-T6, FUN_031219-T5, FUN_031219-T1, FUN_031219-T3	AT5G65290.1, AT5G65290.2
OG0002569	FUN_026632-T1, FUN_027109-T1	AT5G42700.2, AT5G42700.1
OG0002569	FUN_002389-T1, FUN_002389-T2	AT3G19184.1, AT3G19184.2
OG0002571	FUN_024538-T1, FUN_024536-T1	AT5G43060.1, AT1G47128.1
OG0002572	FUN_029120-T1	AT5G15450.1
OG0002572	FUN_004842-T2, FUN_004842-T1	AT2G25140.1
OG0002573	FUN_041028-T1, FUN_018155-T1	AT4G11280.1
OG0002573	FUN_048071-T1	AT3G61510.1
OG0002574	FUN_011412-T1	AT5G40340.1, AT5G40340.2, AT3G27860.1, AT3G27860.2
OG0002575	FUN_011982-T1, FUN_011982-T2, FUN_045806-T1	AT3G15510.1, AT1G52880.1
OG0002575	FUN_036536-T1, FUN_008716-T1	AT1G61110.1
OG0002576	FUN_035192-T1	AT5G45500.2, AT5G45500.6, AT5G45500.1, AT5G45500.4, AT5G45500.9, AT5G45500.8, AT5G45500.7, AT5G45500.5, AT5G45500.3, AT5G45520.2, AT5G45520.1
OG0002577	FUN_011871-T1	AT5G20040.1, AT5G20040.3, AT5G20040.2
OG0002578	FUN_035763-T1, FUN_035763-T2, FUN_012222-T1, FUN_035706-T1	AT4G12570.1
OG0002579	FUN_044079-T2, FUN_044079-T1	AT5G49160.1, AT5G49160.2
OG0002580	FUN_053313-T2, FUN_053312-T1, FUN_053313-T1	AT2G27110.1, AT2G27110.2, AT2G27110.3
OG0002581	FUN_042604-T1	AT5G55600.2, AT5G55600.1, AT5G55600.3
OG0002582	FUN_027462-T1	AT2G32930.2, AT2G32930.3, AT2G32930.1, AT1G04990.2, AT1G04990.1, AT1G04990.4, AT1G04990.3, AT1G04990.5, AT1G04990.6
OG0002583	FUN_027397-T1	AT2G32280.1, AT2G32280.2
OG0002583	FUN_035435-T1	AT4G21310.1, AT4G21310.2
OG0002584	FUN_035585-T1, FUN_008671-T1	AT3G59500.1, AT3G59500.2, AT1G30890.1, AT1G30890.2
OG0002585	FUN_004832-T1	AT4G31930.1
OG0002585	FUN_052193-T1	AT1G15870.1, AT1G80720.1, AT1G80720.2
OG0002586	FUN_049631-T1	AT2G45190.2, AT2G45190.1
OG0002587	FUN_008246-T1	AT2G26280.3, AT2G26280.1, AT2G26280.6, AT2G26280.4, AT2G26280.7, AT2G26280.2, AT2G26280.5
OG0002588	FUN_005127-T1	AT5G25940.1
OG0002589	FUN_040831-T1, FUN_007978-T2, FUN_007978-T1	AT1G63300.1, AT5G41140.2, AT5G41140.1
OG0002590	FUN_036980-T1, FUN_049654-T1	AT4G00110.1, AT1G02000.1
OG0002590	FUN_018580-T1	AT4G12250.1
OG0002591	FUN_006400-T1, FUN_001860-T1	AT3G16340.2, AT3G16340.1, AT1G15210.1, AT1G59870.1
OG0002592	FUN_048032-T2, FUN_048032-T1	AT4G00370.1
OG0002592	FUN_006647-T1, FUN_006647-T2	AT2G29650.4, AT2G29650.3, AT2G29650.1
OG0002593	FUN_040769-T1, FUN_013979-T1, FUN_022693-T1	AT4G23060.1
OG0002595	FUN_020596-T1, FUN_020596-T2	AT3G26900.1, AT3G26900.3, AT3G26900.2
OG0002596	FUN_005243-T1	AT1G17620.1, AT5G11890.1
OG0002597	FUN_004926-T1	AT1G74875.1, AT1G67623.1
OG0002598	FUN_041784-T1	AT4G19130.1, AT4G19130.2, AT5G45400.1
OG0002598	FUN_003714-T1, FUN_003714-T2	AT2G06510.1, AT2G06510.2
OG0002599	FUN_020645-T1	AT2G07739.1, ATMG00370.1
OG0002600	FUN_004823-T1	AT5G25190.1
OG0002601	FUN_005367-T1	AT4G33200.3, AT4G33200.1, AT4G33200.4, AT4G33200.2
OG0002602	FUN_031735-T1, FUN_026354-T2, FUN_026354-T1	AT4G13360.1, AT3G24360.1, AT3G24360.4, AT3G24360.2, AT3G24360.5, AT3G24360.3, AT3G24360.6
OG0002603	FUN_036248-T1, FUN_052557-T1	AT1G65540.3, AT1G65540.2, AT1G65540.1
OG0002603	FUN_000773-T2, FUN_000773-T3, FUN_000773-T1	AT3G59820.2, AT3G59820.1, AT3G59820.3, AT3G59820.4
OG0002604	FUN_017785-T2, FUN_017785-T3, FUN_017785-T4, FUN_017785-T1	AT2G25840.1, AT2G25840.2, AT2G25840.3, AT2G25840.4
OG0002605	FUN_020151-T2, FUN_020151-T1	AT4G19640.2
OG0002606	FUN_006164-T1, FUN_016214-T1, FUN_022818-T1	AT2G26710.1
OG0002607	FUN_038981-T1	AT3G11620.7, AT3G11620.9, AT3G11620.6, AT3G11620.1, AT3G11620.2, AT3G11620.8, AT3G11620.4, AT3G11620.3, AT3G11620.5
OG0002608	FUN_027610-T1, FUN_012394-T1, FUN_035232-T1, FUN_035231-T1	AT4G21920.1, AT3G20340.1
OG0002609	FUN_000686-T4, FUN_000686-T3, FUN_000686-T2, FUN_000686-T1	AT3G59950.2, AT3G59950.3, AT3G59950.5, AT3G59950.1, AT3G59950.4, AT2G44140.4, AT2G44140.2, AT2G44140.5, AT2G44140.1, AT2G44140.3
OG0002610	FUN_035566-T1, FUN_008654-T1	AT1G61260.1
OG0002610	FUN_045824-T1	AT5G54300.1
OG0002611	FUN_027172-T1	AT1G29690.1
OG0002612	FUN_033572-T2, FUN_033572-T1, FUN_033572-T3, FUN_020153-T1	AT1G25460.1, AT1G68540.2, AT1G68540.1
OG0002613	FUN_001020-T3, FUN_001020-T2, FUN_001020-T1	AT2G39580.1, AT2G39580.2
OG0002614	FUN_036542-T1	AT4G04980.2, AT4G04980.1, AT4G04980.3
OG0002615	FUN_045815-T1	AT1G54890.1
OG0002617	FUN_020380-T1	AT3G09220.1, AT3G09220.2
OG0002618	FUN_032915-T1, FUN_004691-T1	AT3G12160.1
OG0002620	FUN_005914-T1	AT2G35795.1
OG0002620	FUN_017701-T1	AT5G03030.1, AT3G09700.1
OG0002621	FUN_018924-T1, FUN_002037-T1, FUN_018924-T2, FUN_038352-T1	AT3G07920.1
OG0002622	FUN_007681-T1	AT2G30110.1, AT5G06460.1
OG0002624	FUN_012797-T1, FUN_047328-T1	AT3G51440.1, AT3G51430.1, AT3G51430.2, AT3G51450.1, AT3G51420.1
OG0002625	FUN_003106-T1	AT1G06330.1
OG0002626	FUN_018989-T1	AT5G05310.9, AT5G05310.4, AT5G05310.2, AT5G05310.3, AT5G05310.7, AT5G05310.8, AT5G05310.6, AT5G05310.1, AT5G05310.5
