Orthogroup	P_amilis.proteins	G_max.proteins
OG0001469	FUN_046304-T2, FUN_046304-T1, FUN_044069-T2, FUN_044069-T1	GmISU01.18G072200.2.p, GmISU01.18G072200.1.p, GmISU01.08G290500.1.p, GmISU01.08G290500.3.p, GmISU01.02G256200.2.p, GmISU01.02G256200.1.p, GmISU01.14G015600.1.p
OG0001470	FUN_002105-T1, FUN_012012-T1	GmISU01.10G167500.1.p, GmISU01.10G167600.1.p
OG0001470	FUN_020518-T1	GmISU01.19G156600.2.p, GmISU01.19G156600.1.p, GmISU01.03G154300.1.p, GmISU01.10G063100.1.p, GmISU01.13G125800.1.p
OG0001471	FUN_043214-T1, FUN_047397-T1	GmISU01.02G111400.1.p
OG0001472	FUN_047617-T1	GmISU01.15G202600.3.p, GmISU01.15G202600.1.p, GmISU01.13G226200.2.p, GmISU01.13G226200.3.p
OG0001472	FUN_044314-T1	GmISU01.05G104200.1.p
OG0001473	FUN_027145-T3, FUN_027145-T2, FUN_027145-T4, FUN_027145-T1	GmISU01.03G142900.1.p, GmISU01.13G116600.2.p, GmISU01.13G116600.6.p, GmISU01.13G116600.4.p, GmISU01.13G116600.5.p, GmISU01.13G116600.1.p, GmISU01.13G116600.8.p, GmISU01.13G116600.3.p, GmISU01.10G053100.6.p, GmISU01.10G053100.1.p, GmISU01.10G053100.3.p, GmISU01.10G053100.14.p, GmISU01.10G053100.9.p, GmISU01.10G053100.2.p, GmISU01.10G053100.8.p, GmISU01.10G053100.11.p, GmISU01.10G053100.7.p, GmISU01.10G053100.10.p, GmISU01.10G053100.12.p, GmISU01.10G053100.13.p
OG0001474	FUN_030075-T1, FUN_030086-T1, FUN_030076-T1	GmISU01.07G118500.1.p, GmISU01.18G137700.1.p
OG0001475	FUN_002667-T1	GmISU01.03G208300.3.p, GmISU01.03G208300.1.p, GmISU01.19G209200.1.p
OG0001475	FUN_051883-T1	GmISU01.12G022800.1.p, GmISU01.04G005000.1.p, GmISU01.06G004700.1.p, GmISU01.11G090800.1.p
OG0001476	FUN_039398-T1, FUN_039398-T2	GmISU01.10G174500.7.p, GmISU01.10G174500.8.p, GmISU01.20G142100.3.p, GmISU01.20G142100.4.p, GmISU01.10G174500.12.p, GmISU01.20G142100.2.p, GmISU01.10G174500.2.p, GmISU01.10G174500.9.p, GmISU01.10G174500.10.p, GmISU01.10G174500.11.p, GmISU01.10G174500.6.p, GmISU01.10G174500.4.p, GmISU01.10G174500.5.p, GmISU01.20G142100.1.p, GmISU01.10G174500.3.p, GmISU01.10G174500.1.p
OG0001477	FUN_005288-T1	GmISU01.14G185600.1.p
OG0001478	FUN_013088-T1, FUN_013089-T1, FUN_049315-T1	GmISU01.11G129900.1.p, GmISU01.13G292600.1.p
OG0001479	FUN_012423-T1	GmISU01.17G012700.3.p, GmISU01.17G012700.7.p, GmISU01.17G012700.8.p, GmISU01.17G012700.6.p, GmISU01.17G012700.5.p, GmISU01.17G012700.4.p, GmISU01.17G012700.1.p, GmISU01.17G012700.2.p, GmISU01.07G221900.4.p, GmISU01.07G221900.14.p, GmISU01.07G221900.3.p, GmISU01.07G221900.2.p, GmISU01.07G221900.1.p, GmISU01.07G221900.15.p, GmISU01.07G221900.20.p, GmISU01.07G221900.19.p, GmISU01.07G221900.6.p, GmISU01.07G221900.21.p, GmISU01.07G221900.17.p, GmISU01.07G221900.16.p, GmISU01.07G221900.18.p, GmISU01.07G221900.9.p, GmISU01.07G221900.12.p, GmISU01.07G221900.13.p, GmISU01.07G221900.7.p, GmISU01.07G221900.10.p
OG0001480	FUN_033947-T1	GmISU01.19G097200.1.p
OG0001480	FUN_036296-T1	GmISU01.02G238100.1.p, GmISU01.02G238100.2.p, GmISU01.14G034700.1.p, GmISU01.14G034700.2.p, GmISU01.20G031600.1.p, GmISU01.20G031600.2.p, GmISU01.07G199500.2.p, GmISU01.07G199500.1.p
OG0001481	FUN_000328-T1	GmISU01.12G048800.1.p, GmISU01.11G118100.1.p, GmISU01.15G029700.4.p, GmISU01.13G302200.1.p
OG0001481	FUN_032961-T1	GmISU01.03G108000.1.p, GmISU01.19G112800.1.p
OG0001482	FUN_008236-T1, FUN_008233-T1	GmISU01.18G164300.2.p, GmISU01.09G227500.1.p, GmISU01.18G164300.3.p, GmISU01.18G164300.1.p
OG0001483	FUN_035896-T2, FUN_035896-T3, FUN_035896-T1, FUN_021708-T1, FUN_021707-T1, FUN_003522-T1	GmISU01.10G142100.1.p, GmISU01.10G142100.6.p, GmISU01.10G142100.2.p, GmISU01.10G142100.7.p, GmISU01.10G142100.8.p, GmISU01.10G142100.4.p, GmISU01.10G142100.5.p, GmISU01.10G142100.3.p, GmISU01.20G174700.5.p, GmISU01.20G174700.4.p, GmISU01.20G174700.1.p, GmISU01.10G142100.11.p, GmISU01.10G142100.10.p, GmISU01.10G142100.9.p, GmISU01.10G142100.12.p
OG0001485	FUN_042695-T1	GmISU01.18G065300.1.p, GmISU01.18G065300.9.p, GmISU01.18G065300.7.p, GmISU01.18G065300.8.p, GmISU01.18G065300.4.p, GmISU01.18G065300.5.p, GmISU01.18G065300.2.p, GmISU01.18G065300.6.p, GmISU01.08G300600.3.p, GmISU01.08G300600.2.p, GmISU01.08G300600.1.p
OG0001486	FUN_036734-T1	GmISU01.08G122600.1.p
OG0001486	FUN_043684-T1	GmISU01.13G054200.1.p, GmISU01.14G122800.1.p
OG0001486	FUN_027414-T1	GmISU01.19G090000.1.p, GmISU01.03G005600.1.p
OG0001487	FUN_037324-T1	GmISU01.02G095000.1.p, GmISU01.02G095000.2.p, GmISU01.02G095000.6.p, GmISU01.01G042100.2.p, GmISU01.01G042100.5.p, GmISU01.01G042100.4.p, GmISU01.08G268100.1.p, GmISU01.18G100200.1.p
OG0001487	FUN_005247-T1	GmISU01.17G197000.2.p, GmISU01.17G197000.1.p, GmISU01.14G091100.1.p
OG0001488	FUN_003438-T1, FUN_019419-T1, FUN_019419-T2, FUN_014079-T1	GmISU01.02G123800.10.p, GmISU01.02G123800.5.p, GmISU01.02G123800.2.p, GmISU01.02G123800.9.p, GmISU01.02G123800.7.p, GmISU01.02G123800.6.p, GmISU01.02G123800.8.p, GmISU01.02G123800.4.p, GmISU01.02G123800.1.p, GmISU01.07G175700.3.p, GmISU01.07G175700.4.p, GmISU01.07G175700.2.p, GmISU01.07G175700.1.p, GmISU01.07G175700.5.p
OG0001489	FUN_031339-T1	GmISU01.19G044900.4.p, GmISU01.19G044900.1.p, GmISU01.05G065000.2.p, GmISU01.05G065000.1.p, GmISU01.16G057600.2.p, GmISU01.16G057600.1.p
OG0001490	FUN_048342-T1	GmISU01.12G001800.2.p, GmISU01.12G001800.1.p
OG0001491	FUN_009067-T1, FUN_009062-T1, FUN_004638-T1, FUN_013777-T1, FUN_013776-T1, FUN_013781-T1	GmISU01.09G101700.1.p, GmISU01.16G147900.1.p, GmISU01.09G101600.1.p
OG0001492	FUN_043113-T1	GmISU01.06G124200.7.p, GmISU01.06G124200.6.p, GmISU01.06G124200.5.p, GmISU01.06G124200.2.p, GmISU01.06G124200.3.p, GmISU01.06G124200.4.p, GmISU01.06G124200.1.p, GmISU01.04G187600.3.p
OG0001493	FUN_014862-T1	GmISU01.15G129000.1.p, GmISU01.09G032600.1.p, GmISU01.07G202100.1.p, GmISU01.17G031500.1.p
OG0001493	FUN_036067-T1, FUN_052411-T1	GmISU01.20G066700.1.p, GmISU01.10G116100.1.p
OG0001494	FUN_025321-T2, FUN_025321-T1, FUN_025321-T3, FUN_011459-T1, FUN_049084-T1	GmISU01.16G141400.1.p
OG0001495	FUN_046868-T1, FUN_022906-T1, FUN_032359-T1, FUN_032357-T1, FUN_022914-T1	GmISU01.15G167500.1.p
OG0001496	FUN_045359-T1, FUN_018903-T1	GmISU01.04G135500.1.p, GmISU01.04G135500.3.p, GmISU01.04G135500.4.p, GmISU01.06G179300.3.p, GmISU01.06G179300.1.p
OG0001497	FUN_010823-T1	GmISU01.04G147200.4.p, GmISU01.04G147200.5.p, GmISU01.04G147200.8.p, GmISU01.04G147200.9.p, GmISU01.04G147200.7.p, GmISU01.04G147200.6.p, GmISU01.04G147200.3.p, GmISU01.04G147200.2.p, GmISU01.04G147200.1.p, GmISU01.04G147200.15.p, GmISU01.04G147200.14.p, GmISU01.04G147200.10.p, GmISU01.04G147200.11.p, GmISU01.04G147200.13.p, GmISU01.04G147200.12.p
OG0001498	FUN_039265-T1	GmISU01.19G008900.1.p, GmISU01.13G141500.1.p, GmISU01.19G008800.1.p
OG0001499	FUN_043297-T1, FUN_043299-T1, FUN_043298-T1, FUN_043301-T1	GmISU01.13G205100.1.p, GmISU01.15G070400.1.p, GmISU01.13G149800.2.p, GmISU01.13G149800.1.p, GmISU01.07G166700.1.p
OG0001500	FUN_029711-T2, FUN_029711-T1	GmISU01.18G218000.2.p, GmISU01.18G218000.1.p, GmISU01.08G231700.1.p
OG0001500	FUN_033788-T1	GmISU01.02G109400.1.p, GmISU01.02G109400.2.p, GmISU01.01G056400.4.p, GmISU01.01G056400.1.p, GmISU01.01G056400.3.p, GmISU01.01G056400.5.p
OG0001501	FUN_000641-T1, FUN_000641-T2	GmISU01.03G187300.1.p
OG0001501	FUN_009283-T1, FUN_032171-T3, FUN_032171-T1, FUN_009283-T2, FUN_032171-T4, FUN_032171-T2	GmISU01.02G033000.1.p, GmISU01.01G027000.1.p, GmISU01.08G148200.2.p, GmISU01.08G148200.1.p
OG0001503	FUN_034568-T2, FUN_034568-T1	GmISU01.09G012800.1.p, GmISU01.15G109500.2.p, GmISU01.07G229700.1.p, GmISU01.17G005200.1.p, GmISU01.17G005200.2.p
OG0001504	FUN_018811-T1, FUN_014524-T3, FUN_014524-T4, FUN_014524-T1, FUN_014524-T2, FUN_002753-T1, FUN_041334-T1, FUN_041327-T1	GmISU01.07G232800.3.p, GmISU01.07G232800.1.p, GmISU01.07G232800.2.p, GmISU01.09G017900.1.p, GmISU01.09G017900.2.p, GmISU01.09G017900.3.p, GmISU01.09G017900.4.p, GmISU01.15G115500.1.p
OG0001512	FUN_048949-T1, FUN_048949-T2, FUN_026445-T1	GmISU01.02G232000.3.p, GmISU01.02G232000.2.p, GmISU01.02G232000.6.p, GmISU01.02G232000.7.p, GmISU01.02G232000.5.p, GmISU01.02G232000.1.p, GmISU01.02G232000.4.p, GmISU01.14G041500.4.p, GmISU01.14G041500.5.p, GmISU01.14G041500.3.p, GmISU01.14G041500.2.p, GmISU01.14G041500.1.p
OG0001514	FUN_020216-T1, FUN_035459-T1	GmISU01.11G170000.1.p, GmISU01.18G049600.1.p, GmISU01.18G039500.1.p, GmISU01.11G195200.1.p
OG0001516	FUN_020419-T1	GmISU01.07G188200.2.p, GmISU01.07G188200.3.p, GmISU01.07G188200.1.p, GmISU01.20G016400.1.p, GmISU01.07G188200.4.p, GmISU01.20G016400.2.p
OG0001516	FUN_027317-T1	GmISU01.11G156600.4.p, GmISU01.11G156600.3.p, GmISU01.12G071000.1.p, GmISU01.11G156600.2.p
OG0001517	FUN_015192-T1	GmISU01.20G060500.1.p, GmISU01.10G007100.1.p, GmISU01.02G256300.1.p, GmISU01.10G153300.1.p, GmISU01.20G163100.1.p
OG0001517	FUN_015189-T1	GmISU01.03G124900.1.p, GmISU01.19G128900.2.p, GmISU01.19G128900.1.p, GmISU01.13G093700.1.p, GmISU01.10G032400.1.p
OG0001518	FUN_019108-T1, FUN_030362-T1	GmISU01.11G209600.1.p, GmISU01.18G024500.1.p, GmISU01.02G219200.1.p, GmISU01.02G219200.2.p, GmISU01.14G054600.1.p
OG0001519	FUN_019063-T1, FUN_030426-T1	GmISU01.18G022800.3.p, GmISU01.18G022800.4.p, GmISU01.18G022800.2.p, GmISU01.18G022800.7.p, GmISU01.18G022800.6.p, GmISU01.18G022800.5.p, GmISU01.05G070000.2.p, GmISU01.05G070000.1.p
OG0001521	FUN_012891-T1	GmISU01.17G021500.2.p, GmISU01.17G021500.1.p, GmISU01.07G212600.2.p, GmISU01.07G212600.1.p, GmISU01.13G184100.1.p, GmISU01.15G088900.1.p
OG0001521	FUN_024698-T1	GmISU01.10G019000.1.p, GmISU01.02G138400.6.p, GmISU01.02G138300.1.p, GmISU01.10G019100.1.p, GmISU01.02G138400.1.p
OG0001523	FUN_025140-T1	GmISU01.10G251400.2.p, GmISU01.10G251400.1.p, GmISU01.20G202500.8.p
OG0001523	FUN_000293-T2, FUN_000293-T3, FUN_000293-T1, FUN_025139-T1	GmISU01.06G159200.3.p, GmISU01.06G159200.2.p, GmISU01.04G154600.1.p, GmISU01.06G159200.1.p
OG0001524	FUN_001645-T1	GmISU01.06G040600.9.p, GmISU01.06G040600.1.p, GmISU01.06G040600.10.p, GmISU01.06G040600.8.p, GmISU01.06G040600.6.p, GmISU01.06G040600.3.p, GmISU01.06G040600.4.p, GmISU01.06G040600.2.p, GmISU01.06G040600.5.p, GmISU01.06G040600.7.p, GmISU01.04G041400.1.p, GmISU01.04G041400.4.p, GmISU01.04G041400.2.p, GmISU01.04G041400.6.p, GmISU01.04G041400.7.p, GmISU01.04G041400.3.p, GmISU01.04G041400.5.p, GmISU01.17G205800.6.p, GmISU01.14G082200.3.p, GmISU01.17G205800.3.p, GmISU01.14G082200.1.p
OG0001525	FUN_032824-T1, FUN_032824-T2	GmISU01.19G106400.3.p, GmISU01.19G106400.2.p, GmISU01.19G106400.1.p, GmISU01.19G106400.5.p, GmISU01.19G106400.4.p, GmISU01.03G102500.6.p, GmISU01.10G081700.6.p, GmISU01.10G081700.3.p, GmISU01.10G081700.5.p, GmISU01.10G081700.2.p, GmISU01.10G081700.4.p, GmISU01.02G158100.2.p
OG0001526	FUN_034881-T1	GmISU01.15G171500.1.p, GmISU01.13G031000.1.p, GmISU01.03G157600.1.p, GmISU01.08G105000.1.p, GmISU01.11G205700.1.p, GmISU01.08G104900.1.p, GmISU01.05G130300.2.p
OG0001527	FUN_049132-T1, FUN_039029-T1, FUN_020344-T1, FUN_020344-T2, FUN_039029-T2	GmISU01.03G198700.1.p, GmISU01.03G198900.1.p, GmISU01.13G184300.1.p, GmISU01.19G199800.1.p, GmISU01.19G200000.1.p, GmISU01.15G088700.1.p
OG0001528	FUN_000105-T1, FUN_000296-T1	GmISU01.08G322800.1.p, GmISU01.08G322800.8.p, GmISU01.08G322800.7.p, GmISU01.08G322800.6.p, GmISU01.18G241000.1.p
OG0001529	FUN_014546-T1	GmISU01.20G114000.1.p, GmISU01.20G114000.2.p, GmISU01.10G206900.3.p, GmISU01.10G206900.2.p, GmISU01.10G206900.4.p, GmISU01.10G206900.1.p, GmISU01.01G194000.2.p, GmISU01.11G006200.2.p, GmISU01.01G194000.1.p, GmISU01.11G006200.1.p
OG0001530	FUN_014761-T1, FUN_014761-T2	GmISU01.12G048700.4.p, GmISU01.12G048700.5.p, GmISU01.12G048700.1.p, GmISU01.12G048700.2.p, GmISU01.11G118000.2.p, GmISU01.11G118000.1.p, GmISU01.15G029600.1.p, GmISU01.13G302300.1.p
OG0001531	FUN_033007-T2, FUN_033007-T1	GmISU01.20G036300.6.p, GmISU01.20G036300.7.p, GmISU01.20G036300.4.p, GmISU01.20G036300.3.p, GmISU01.20G036300.2.p, GmISU01.20G036300.5.p, GmISU01.20G036300.1.p, GmISU01.13G052000.1.p, GmISU01.13G052000.2.p, GmISU01.02G234300.3.p, GmISU01.02G234300.6.p, GmISU01.02G234300.5.p, GmISU01.02G234300.4.p, GmISU01.02G234300.2.p, GmISU01.14G039100.2.p, GmISU01.14G039100.5.p, GmISU01.14G039100.8.p, GmISU01.14G039100.4.p, GmISU01.14G039100.3.p, GmISU01.14G039100.1.p, GmISU01.14G039100.6.p, GmISU01.14G039100.7.p
OG0001532	FUN_039137-T1	GmISU01.19G156000.2.p, GmISU01.19G156000.1.p
OG0001533	FUN_014894-T1, FUN_006624-T4, FUN_006624-T2, FUN_006624-T3, FUN_006624-T5, FUN_006624-T1	GmISU01.07G203100.2.p, GmISU01.07G203100.3.p, GmISU01.07G203100.1.p, GmISU01.07G203100.4.p, GmISU01.17G030100.2.p, GmISU01.17G030100.3.p, GmISU01.17G030100.10.p, GmISU01.17G030100.9.p, GmISU01.09G033400.4.p, GmISU01.09G033400.2.p
OG0001534	FUN_015920-T1, FUN_034600-T1	GmISU01.05G130800.2.p, GmISU01.05G130800.1.p, GmISU01.08G105500.1.p, GmISU01.08G105500.2.p, GmISU01.18G000400.1.p
OG0001535	FUN_019075-T1, FUN_019075-T2, FUN_030415-T1	GmISU01.14G053000.3.p, GmISU01.14G053000.1.p, GmISU01.02G225000.3.p, GmISU01.02G225000.1.p, GmISU01.02G225000.2.p, GmISU01.11G210900.1.p, GmISU01.18G023100.1.p, GmISU01.18G023100.2.p
OG0001535	FUN_007692-T2, FUN_007692-T3, FUN_007692-T1	GmISU01.18G055000.1.p, GmISU01.11G175200.1.p
OG0001536	FUN_017961-T1	GmISU01.15G061700.1.p
OG0001536	FUN_008546-T1, FUN_008537-T1, FUN_046816-T1	GmISU01.06G221400.1.p
OG0001537	FUN_003833-T1, FUN_003834-T2, FUN_003834-T1	GmISU01.18G141700.1.p, GmISU01.07G122200.2.p, GmISU01.07G122200.1.p, GmISU01.03G053700.1.p, GmISU01.01G081200.1.p
OG0001538	FUN_024344-T1	GmISU01.14G086800.1.p, GmISU01.14G086800.2.p, GmISU01.17G201500.2.p, GmISU01.17G201500.1.p, GmISU01.06G044300.1.p, GmISU01.15G058400.3.p, GmISU01.13G218400.1.p, GmISU01.08G058200.1.p, GmISU01.07G155800.1.p
OG0001539	FUN_038846-T3, FUN_038846-T2, FUN_038846-T1	GmISU01.13G146000.4.p, GmISU01.13G146000.5.p, GmISU01.13G146000.13.p, GmISU01.13G146000.12.p, GmISU01.13G146000.11.p, GmISU01.13G146000.10.p, GmISU01.13G146000.9.p, GmISU01.13G146000.6.p, GmISU01.13G146000.7.p, GmISU01.13G146000.1.p, GmISU01.13G146000.3.p, GmISU01.13G146000.2.p, GmISU01.13G146000.8.p
OG0001540	FUN_046496-T3, FUN_046496-T1	GmISU01.14G010300.1.p, GmISU01.02G261600.1.p
OG0001540	FUN_004636-T1	GmISU01.03G103600.4.p, GmISU01.03G103600.1.p, GmISU01.03G103600.3.p
OG0001541	FUN_017225-T1	GmISU01.17G133300.1.p, GmISU01.05G058100.1.p, GmISU01.01G166300.1.p, GmISU01.11G033000.1.p
OG0001542	FUN_014206-T1, FUN_000700-T1	GmISU01.15G165300.1.p, GmISU01.15G165500.1.p, GmISU01.09G070400.1.p, GmISU01.15G165400.1.p, GmISU01.09G070500.1.p, GmISU01.13G089600.1.p, GmISU01.17G038100.1.p
OG0001543	FUN_014563-T1	GmISU01.20G074900.3.p, GmISU01.20G074900.2.p, GmISU01.20G074900.1.p, GmISU01.10G241600.1.p
OG0001544	FUN_029572-T1	GmISU01.08G125100.1.p, GmISU01.05G149400.1.p
OG0001544	FUN_048634-T1, FUN_048634-T2	GmISU01.13G062500.1.p
OG0001544	FUN_051830-T2, FUN_051830-T1, FUN_045611-T1	GmISU01.08G166000.1.p, GmISU01.15G050600.1.p
OG0001545	FUN_024489-T1, FUN_024488-T1, FUN_024488-T2	GmISU01.14G082700.1.p, GmISU01.17G205300.1.p
OG0001546	FUN_029486-T1, FUN_029486-T2	GmISU01.17G159500.1.p, GmISU01.17G159500.2.p, GmISU01.05G073400.2.p, GmISU01.05G073400.1.p
OG0001546	FUN_046034-T1, FUN_046034-T2	GmISU01.02G120800.4.p, GmISU01.02G120800.2.p, GmISU01.02G120800.3.p, GmISU01.02G120800.6.p, GmISU01.02G120800.8.p, GmISU01.02G120800.1.p, GmISU01.02G120800.7.p, GmISU01.07G178300.2.p, GmISU01.07G178300.1.p
OG0001547	FUN_002657-T1, FUN_002358-T1, FUN_009916-T1, FUN_009916-T2, FUN_023505-T1	GmISU01.20G007700.1.p, GmISU01.07G150800.1.p
OG0001548	FUN_024306-T1	GmISU01.06G081900.1.p, GmISU01.04G080200.1.p
OG0001548	FUN_052128-T1, FUN_005589-T4, FUN_005589-T2, FUN_005589-T3, FUN_005589-T1	GmISU01.20G102700.3.p, GmISU01.10G215600.3.p, GmISU01.10G215600.4.p, GmISU01.20G102700.1.p, GmISU01.10G215600.1.p
OG0001549	FUN_017013-T1, FUN_029589-T1	GmISU01.05G150200.1.p, GmISU01.08G126000.1.p, GmISU01.18G015700.1.p
OG0001549	FUN_017396-T1, FUN_041374-T1	GmISU01.17G139300.1.p, GmISU01.05G062900.1.p, GmISU01.01G162000.1.p, GmISU01.11G036300.1.p, GmISU01.01G162100.1.p, GmISU01.11G218400.2.p
OG0001550	FUN_039576-T1	GmISU01.07G196700.2.p, GmISU01.07G196700.1.p, GmISU01.20G030100.1.p
OG0001552	FUN_045759-T1, FUN_051995-T2, FUN_051995-T3, FUN_051995-T5, FUN_051995-T4, FUN_051995-T1	GmISU01.10G239800.6.p, GmISU01.10G239800.9.p, GmISU01.10G239800.1.p, GmISU01.10G239800.7.p, GmISU01.10G239800.2.p, GmISU01.10G239800.4.p, GmISU01.10G239800.5.p, GmISU01.20G076600.6.p, GmISU01.20G076600.4.p, GmISU01.20G076600.10.p, GmISU01.20G076600.2.p, GmISU01.20G076600.5.p, GmISU01.20G076600.8.p, GmISU01.20G076600.9.p, GmISU01.20G076600.1.p, GmISU01.20G076600.7.p, GmISU01.20G076600.3.p
OG0001553	FUN_041619-T1, FUN_041618-T1, FUN_041615-T1, FUN_041616-T1, FUN_041612-T1, FUN_041614-T1, FUN_041611-T1, FUN_041613-T1, FUN_041617-T1	GmISU01.06G037400.1.p, GmISU01.04G037900.1.p, GmISU01.04G053800.1.p, GmISU01.04G037800.1.p, GmISU01.08G003000.1.p, GmISU01.04G037700.1.p, GmISU01.06G037500.1.p, GmISU01.04G037500.1.p, GmISU01.04G037600.1.p
OG0001554	FUN_027729-T1	GmISU01.11G093500.1.p, GmISU01.11G093500.4.p, GmISU01.11G093500.6.p, GmISU01.11G093500.2.p, GmISU01.11G093500.3.p, GmISU01.11G093500.5.p, GmISU01.12G025100.8.p, GmISU01.12G025100.9.p, GmISU01.12G025100.4.p, GmISU01.12G025100.7.p, GmISU01.12G025100.6.p, GmISU01.12G025100.1.p, GmISU01.12G025100.5.p, GmISU01.12G025100.3.p, GmISU01.12G025100.13.p, GmISU01.12G025100.12.p, GmISU01.12G025100.16.p, GmISU01.12G025100.15.p, GmISU01.12G025100.17.p, GmISU01.12G025100.14.p, GmISU01.12G025100.10.p, GmISU01.12G025100.11.p
OG0001555	FUN_024901-T1, FUN_035742-T1	GmISU01.11G009100.1.p
OG0001556	FUN_001764-T1	GmISU01.15G174500.1.p, GmISU01.09G079700.1.p, GmISU01.13G136800.1.p, GmISU01.17G097700.1.p
OG0001556	FUN_040271-T1	GmISU01.11G140000.1.p, GmISU01.11G140000.3.p, GmISU01.01G063900.1.p
OG0001557	FUN_016612-T1, FUN_016610-T1, FUN_030331-T3, FUN_030331-T2, FUN_016611-T1, FUN_030331-T1	GmISU01.12G191700.4.p, GmISU01.12G191700.3.p, GmISU01.12G191700.2.p, GmISU01.13G235600.2.p, GmISU01.13G235600.1.p, GmISU01.13G007500.6.p, GmISU01.13G007500.7.p, GmISU01.13G007500.5.p, GmISU01.13G007500.2.p, GmISU01.13G007500.4.p, GmISU01.13G007500.3.p, GmISU01.13G007500.1.p
OG0001558	FUN_041692-T1, FUN_041697-T1, FUN_041696-T1	GmISU01.10G061500.1.p, GmISU01.10G061500.6.p, GmISU01.10G061500.5.p, GmISU01.10G061500.8.p
OG0001559	FUN_038562-T1	GmISU01.04G082700.1.p, GmISU01.06G084000.1.p, GmISU01.02G182800.1.p
OG0001560	FUN_051872-T1, FUN_045652-T1	GmISU01.11G090100.1.p, GmISU01.12G022100.1.p, GmISU01.04G005600.1.p, GmISU01.04G005600.4.p, GmISU01.06G005100.1.p
OG0001561	FUN_019428-T1	GmISU01.19G062400.2.p, GmISU01.19G062400.3.p, GmISU01.19G062400.1.p, GmISU01.19G062400.4.p, GmISU01.16G056900.2.p, GmISU01.16G056900.4.p, GmISU01.16G056900.1.p, GmISU01.16G056900.5.p, GmISU01.16G056900.3.p, GmISU01.19G059300.1.p, GmISU01.19G059300.2.p
OG0001562	FUN_037363-T1	GmISU01.07G053400.1.p, GmISU01.16G024000.1.p, GmISU01.19G213600.1.p, GmISU01.03G212800.1.p
OG0001562	FUN_041087-T1, FUN_041088-T1, FUN_018288-T1	GmISU01.05G183200.1.p, GmISU01.08G019600.1.p, GmISU01.08G019700.1.p
OG0001563	FUN_008819-T1	GmISU01.08G023700.1.p, GmISU01.05G187600.1.p, GmISU01.05G187600.3.p, GmISU01.05G187400.1.p, GmISU01.08G023500.1.p
OG0001565	FUN_011537-T1	GmISU01.02G129500.8.p, GmISU01.02G129500.10.p, GmISU01.02G129500.9.p, GmISU01.02G129500.6.p, GmISU01.02G129500.7.p, GmISU01.02G129500.1.p, GmISU01.02G129500.4.p, GmISU01.02G129500.2.p, GmISU01.02G129500.5.p, GmISU01.02G129500.3.p
OG0001566	FUN_021478-T1, FUN_021478-T2	GmISU01.14G092100.1.p, GmISU01.17G196300.2.p, GmISU01.17G196300.1.p, GmISU01.04G048400.1.p
OG0001566	FUN_001869-T1	GmISU01.13G078200.1.p, GmISU01.17G049200.1.p
OG0001567	FUN_052283-T1	GmISU01.04G170900.2.p, GmISU01.04G170900.1.p, GmISU01.06G142200.1.p
OG0001568	FUN_022856-T2, FUN_022856-T1	GmISU01.20G125000.5.p, GmISU01.20G125000.2.p, GmISU01.20G125000.3.p, GmISU01.20G125000.6.p, GmISU01.20G125000.4.p, GmISU01.20G125000.1.p, GmISU01.10G195000.3.p, GmISU01.10G195000.6.p, GmISU01.10G195000.2.p, GmISU01.10G195000.4.p, GmISU01.16G152600.2.p, GmISU01.16G152600.1.p, GmISU01.16G152600.3.p, GmISU01.09G107000.2.p, GmISU01.09G107000.3.p, GmISU01.09G107000.1.p
OG0001569	FUN_015904-T1	GmISU01.08G186400.1.p, GmISU01.07G013300.2.p, GmISU01.07G013300.1.p
OG0001569	FUN_026681-T1	GmISU01.05G193500.3.p, GmISU01.05G193500.2.p, GmISU01.05G193500.1.p, GmISU01.08G030600.2.p, GmISU01.08G030600.1.p, GmISU01.07G110000.1.p, GmISU01.01G006500.2.p, GmISU01.01G006500.1.p
OG0001570	FUN_053230-T1, FUN_037159-T1	GmISU01.05G110500.9.p, GmISU01.05G110500.10.p, GmISU01.05G110500.6.p, GmISU01.05G110500.13.p, GmISU01.05G110500.11.p, GmISU01.05G110500.8.p, GmISU01.05G110500.14.p, GmISU01.05G110500.12.p, GmISU01.05G110500.16.p, GmISU01.05G110500.17.p, GmISU01.05G110500.15.p, GmISU01.08G082400.1.p
OG0001571	FUN_026373-T3, FUN_026373-T1, FUN_026373-T2, FUN_015551-T1	GmISU01.05G198600.6.p, GmISU01.05G198600.4.p, GmISU01.05G198600.3.p, GmISU01.05G198600.5.p, GmISU01.05G198600.2.p, GmISU01.05G198600.1.p, GmISU01.08G036400.1.p, GmISU01.09G149600.1.p, GmISU01.09G149600.3.p, GmISU01.07G080100.1.p, GmISU01.07G080100.3.p
OG0001572	FUN_026165-T1, FUN_026164-T1	GmISU01.06G192800.4.p, GmISU01.06G192800.1.p, GmISU01.06G192800.3.p, GmISU01.06G197300.1.p, GmISU01.06G197400.1.p, GmISU01.04G124700.1.p, GmISU01.04G124600.1.p
OG0001573	FUN_018586-T1, FUN_040588-T1	GmISU01.01G170700.2.p, GmISU01.01G170700.1.p, GmISU01.11G027300.1.p, GmISU01.11G027300.2.p
OG0001573	FUN_015437-T1, FUN_015437-T2	GmISU01.10G143700.1.p, GmISU01.20G172500.1.p, GmISU01.16G174200.1.p, GmISU01.09G121300.1.p
