Orthogroup	D_spatulata.proteins	V_vinifera.proteins
OG0001478	Ds_00008755-RA	VIT_206s0061g00730.1, VIT_208s0007g04780.1
OG0001478	Ds_00014722-RA, Ds_00010057-RA	VIT_206s0004g04120.1
OG0001479	Ds_00004511-RA	VIT_200s0992g00030.1, VIT_200s1404g00010.1, VIT_200s0704g00040.1
OG0001480	Ds_00012666-RA	VIT_208s0040g01170.6, VIT_208s0040g01170.2, VIT_208s0040g01170.1, VIT_208s0040g01170.3, VIT_208s0040g01170.4, VIT_208s0040g01170.5
OG0001481	Ds_00016128-RA	VIT_213s0101g00140.1
OG0001481	Ds_00011033-RA	VIT_208s0007g06280.2, VIT_208s0007g06280.1, VIT_208s0007g06280.5, VIT_208s0007g06280.4, VIT_208s0007g06280.3
OG0001482	Ds_00002628-RA	VIT_201s0011g02230.3, VIT_201s0011g02230.1, VIT_201s0011g02230.2, VIT_201s0011g02230.4
OG0001483	Ds_00004004-RA	VIT_207s0130g00420.1, VIT_207s0130g00420.2
OG0001484	Ds_00006224-RA, Ds_00007016-RA, Ds_00006113-RA	VIT_213s0047g00120.3, VIT_213s0047g00120.1, VIT_213s0047g00120.4, VIT_213s0047g00120.2
OG0001484	Ds_00005745-RA	VIT_208s0040g00360.1, VIT_208s0040g00360.3, VIT_208s0040g00360.2
OG0001485	Ds_00004930-RA, Ds_00001679-RA	VIT_200s0455g00020.1, VIT_219s0015g01380.4, VIT_219s0015g01380.6, VIT_219s0015g01380.3, VIT_219s0015g01380.5, VIT_219s0015g01380.1, VIT_219s0015g01380.2
OG0001486	Ds_00017076-RA	VIT_201s0137g00730.1
OG0001486	Ds_00005871-RA, Ds_00005889-RA, Ds_00017077-RA	VIT_201s0137g00710.1, VIT_201s0137g00710.2, VIT_201s0137g00720.3, VIT_201s0137g00720.4, VIT_201s0137g00720.2, VIT_201s0137g00720.1
OG0001487	Ds_00008375-RA, Ds_00012495-RA	VIT_215s0046g01680.1
OG0001487	Ds_00000870-RA, Ds_00011366-RA, Ds_00004462-RA, Ds_00003112-RA	VIT_204s0008g01210.1
OG0001488	Ds_00004999-RA	VIT_205s0094g00530.1
OG0001490	Ds_00015005-RA	VIT_218s0041g00420.1
OG0001490	Ds_00006249-RA	VIT_207s0031g03220.1, VIT_207s0031g03220.2
OG0001491	Ds_00015868-RA, Ds_00005689-RA, Ds_00005688-RA, Ds_00017590-RA	VIT_216s0050g01600.1, VIT_216s0050g00240.1, VIT_216s0115g00340.1
OG0001493	Ds_00005054-RA	VIT_205s0077g00750.1
OG0001493	Ds_00017568-RA, Ds_00003923-RA	VIT_214s0060g01010.1
OG0001494	Ds_00009177-RA, Ds_00010764-RA	VIT_201s0010g03370.2, VIT_201s0010g03370.1
OG0001495	Ds_00008988-RA, Ds_00006227-RA, Ds_00013869-RA, Ds_00008991-RA, Ds_00008181-RA	VIT_201s0011g06430.1, VIT_201s0011g06440.1, VIT_201s0011g06460.1, VIT_201s0011g06450.1, VIT_201s0011g06460.3, VIT_201s0011g06460.2
OG0001496	Ds_00005336-RA	VIT_217s0000g06640.2, VIT_217s0000g06640.4, VIT_217s0000g06640.5, VIT_217s0000g06640.1, VIT_217s0000g06640.3
OG0001497	Ds_00003777-RA	VIT_217s0000g08350.1
OG0001498	Ds_00003764-RA, Ds_00011404-RA, Ds_00016276-RA	VIT_217s0000g08110.1
OG0001500	Ds_00006573-RA	VIT_201s0010g00540.4, VIT_201s0010g00540.3, VIT_201s0010g00540.2, VIT_201s0010g00540.1
OG0001501	Ds_00005011-RA	VIT_214s0060g00550.1, VIT_214s0060g00550.2
OG0001501	Ds_00009059-RA	VIT_201s0127g00260.1, VIT_201s0127g00260.2
OG0001512	Ds_00010129-RA	VIT_204s0069g00890.3
OG0001514	Ds_00006218-RA, Ds_00011963-RA, Ds_00014363-RA	VIT_214s0060g00300.1
OG0001515	Ds_00011701-RA	VIT_216s0013g01066.1
OG0001515	Ds_00006646-RA	VIT_211s0016g02030.1
OG0001516	Ds_00013874-RA	VIT_201s0011g01680.2, VIT_201s0011g01680.1, VIT_201s0011g01680.5, VIT_201s0011g01680.6, VIT_201s0011g01680.4, VIT_201s0011g01680.3
OG0001516	Ds_00005157-RA, Ds_00004136-RA	VIT_206s0061g00270.1
OG0001517	Ds_00003182-RA	VIT_205s0049g00210.2, VIT_205s0049g00210.1, VIT_205s0049g00210.3
OG0001518	Ds_00006607-RA	VIT_213s0067g01020.2, VIT_213s0067g01020.1
OG0001519	Ds_00009188-RA	VIT_213s0067g01780.6, VIT_213s0067g01780.3, VIT_213s0067g01780.9, VIT_213s0067g01780.7, VIT_213s0067g01780.1, VIT_213s0067g01780.2, VIT_213s0067g01780.4, VIT_213s0067g01800.2, VIT_213s0067g01800.4, VIT_213s0067g01800.1, VIT_213s0067g01800.3
OG0001520	Ds_00017982-RA	VIT_213s0019g03230.9, VIT_213s0019g03230.8, VIT_213s0019g03230.6, VIT_213s0019g03230.11, VIT_213s0019g03230.2, VIT_213s0019g03230.3, VIT_213s0019g03230.12, VIT_213s0019g03230.1, VIT_213s0019g03230.4, VIT_213s0019g03230.10, VIT_213s0019g03230.7, VIT_213s0019g03230.5
OG0001521	Ds_00014519-RA	VIT_205s0020g01650.1, VIT_205s0020g01650.3, VIT_205s0020g01650.2
OG0001521	Ds_00000915-RA	VIT_207s0104g01460.1
OG0001522	Ds_00006731-RA	VIT_201s0011g03940.1
OG0001522	Ds_00002140-RA	VIT_200s0873g00010.1
OG0001523	Ds_00010654-RA	VIT_206s0004g01200.1
OG0001523	Ds_00009702-RA	VIT_217s0000g10010.3, VIT_217s0000g10010.4, VIT_217s0000g10010.1, VIT_217s0000g10010.2
OG0001524	Ds_00000537-RA	VIT_218s0001g09310.3, VIT_218s0001g09310.2, VIT_218s0001g09310.1
OG0001525	Ds_00000828-RA	VIT_208s0007g08690.2, VIT_208s0007g08690.1
OG0001526	Ds_00007764-RA, Ds_00006465-RA, Ds_00004392-RA	VIT_210s0003g02650.3, VIT_210s0003g02650.1, VIT_210s0003g02650.2
OG0001527	Ds_00016155-RA, Ds_00013625-RA, Ds_00009269-RA	VIT_206s0080g00740.1, VIT_208s0007g03020.3
OG0001528	Ds_00006092-RA	VIT_206s0004g01270.1
OG0001528	Ds_00014985-RA	VIT_213s0156g00210.1
OG0001530	Ds_00017314-RA, Ds_00004065-RA	VIT_200s0207g00090.2, VIT_200s0207g00090.1
OG0001531	Ds_00005196-RA	VIT_206s0009g01600.1, VIT_218s0117g00580.1
OG0001532	Ds_00008722-RA	VIT_208s0007g03710.1
OG0001533	Ds_00005059-RA	VIT_205s0077g00920.2, VIT_205s0077g00920.3, VIT_205s0077g00920.1, VIT_205s0077g00920.4, VIT_205s0077g00920.5
OG0001534	Ds_00005514-RA, Ds_00006079-RA	VIT_206s0004g00690.2, VIT_206s0004g00690.1
OG0001534	Ds_00002707-RA	VIT_208s0007g07190.2, VIT_208s0007g07190.1
OG0001535	Ds_00006626-RA	VIT_213s0067g01550.1
OG0001535	Ds_00014745-RA	VIT_206s0004g07030.1, VIT_206s0004g07030.2, VIT_206s0004g07030.3
OG0001536	Ds_00015915-RA	VIT_200s0286g00010.1, VIT_219s0014g04330.1, VIT_219s0014g04340.1, VIT_200s1458g00010.1, VIT_200s2634g00010.1, VIT_200s2485g00010.1, VIT_200s0437g00060.1
OG0001537	Ds_00002026-RA, Ds_00002027-RA	VIT_208s0007g01320.1
OG0001538	Ds_00009385-RA, Ds_00003547-RA	VIT_203s0088g01150.2, VIT_203s0088g01150.1, VIT_203s0088g01150.3, VIT_203s0088g01140.1, VIT_200s0525g00020.1
OG0001539	Ds_00003389-RA	VIT_215s0024g00240.3, VIT_215s0024g00240.4, VIT_215s0024g00240.2, VIT_215s0024g00240.5, VIT_215s0024g00240.1
OG0001540	Ds_00004929-RA	VIT_219s0015g01350.1, VIT_219s0015g01350.3
OG0001540	Ds_00011003-RA	VIT_208s0007g08310.7, VIT_208s0007g08310.2, VIT_208s0007g08310.1, VIT_208s0007g08310.8, VIT_208s0007g08310.9, VIT_208s0007g08310.6, VIT_208s0007g08310.4, VIT_208s0007g08310.3, VIT_208s0007g08310.5
OG0001541	Ds_00001378-RA	VIT_216s0013g01120.1, VIT_216s0013g00900.1, VIT_216s0013g01030.1, VIT_216s0013g00990.1, VIT_216s0013g00970.1, VIT_216s0013g01064.1, VIT_216s0013g01070.1, VIT_216s0013g01050.1, VIT_216s0013g01060.1, VIT_216s0013g00980.1, VIT_216s0013g00950.1, VIT_216s0013g01090.1, VIT_216s0013g01000.1, VIT_216s0013g01110.1, VIT_216s0013g01080.1
OG0001542	Ds_00005033-RA	VIT_205s0020g01010.1, VIT_205s0020g01000.1, VIT_205s0020g00980.1, VIT_205s0020g01030.1
OG0001543	Ds_00008855-RA	VIT_203s0038g02980.2, VIT_203s0038g02980.1, VIT_203s0038g03030.1
OG0001544	Ds_00001923-RA	VIT_200s0983g00010.1, VIT_200s0324g00020.2, VIT_200s0817g00010.1, VIT_200s0324g00020.1
OG0001544	Ds_00001586-RA	VIT_218s0001g05710.1, VIT_218s0001g05710.4, VIT_218s0001g05710.3, VIT_218s0001g05710.2
OG0001544	Ds_00000593-RA	VIT_212s0028g00540.1
OG0001545	Ds_00002539-RA	VIT_218s0001g09210.1
OG0001545	Ds_00014362-RA, Ds_00012162-RA	VIT_203s0091g00730.1
OG0001546	Ds_00015315-RA	VIT_203s0063g01030.2, VIT_203s0063g01030.3, VIT_203s0063g01030.1
OG0001547	Ds_00015173-RA, Ds_00000542-RA	VIT_203s0063g01340.1
OG0001548	Ds_00000588-RA	VIT_218s0001g08310.1
OG0001549	Ds_00010966-RA	VIT_200s0665g00040.1
OG0001549	Ds_00010249-RA	VIT_202s0012g00710.1, VIT_215s0021g00640.1, VIT_215s0021g00640.3
OG0001550	Ds_00003480-RA	VIT_213s0047g01180.1
OG0001552	Ds_00013003-RA	VIT_203s0038g02570.4, VIT_203s0038g02570.3, VIT_203s0038g02570.1, VIT_203s0038g02570.2
OG0001553	Ds_00000553-RA, Ds_00009831-RA, Ds_00011048-RA	VIT_218s0001g10180.1
OG0001554	Ds_00004177-RA	VIT_201s0011g02220.1
OG0001555	Ds_00011207-RA	VIT_204s0023g01440.5, VIT_204s0023g01440.3, VIT_204s0023g01440.6, VIT_204s0023g01440.8, VIT_204s0023g01440.2, VIT_204s0023g01440.1, VIT_204s0023g01440.4, VIT_204s0023g01440.7, VIT_204s0023g01440.10, VIT_204s0023g01440.9
OG0001556	Ds_00011479-RA	VIT_211s0118g00600.1
OG0001556	Ds_00010228-RA	VIT_203s0063g02240.1, VIT_215s0048g00580.1, VIT_200s0233g00100.1, VIT_202s0154g00150.1
OG0001557	Ds_00001801-RA	VIT_219s0014g01810.5, VIT_219s0014g01810.3, VIT_219s0014g01810.2, VIT_219s0014g01810.1, VIT_219s0014g01810.4
OG0001558	Ds_00008719-RA, Ds_00004861-RA	VIT_213s0064g01150.1
OG0001559	Ds_00009627-RA, Ds_00015365-RA	VIT_211s0016g05420.1, VIT_211s0016g05420.3, VIT_211s0016g05420.2
OG0001560	Ds_00007436-RA	VIT_200s0216g00040.1
OG0001560	Ds_00000023-RA	VIT_203s0038g01470.1
OG0001561	Ds_00001986-RA, Ds_00001987-RA	VIT_214s0171g00490.3, VIT_214s0171g00490.4, VIT_214s0171g00490.6, VIT_214s0171g00490.9, VIT_214s0171g00490.1, VIT_214s0171g00490.5, VIT_214s0171g00490.8, VIT_214s0171g00490.7, VIT_214s0171g00490.11, VIT_214s0171g00490.12, VIT_214s0171g00490.10, VIT_214s0171g00490.2
OG0001562	Ds_00011657-RA	VIT_215s0046g01230.2, VIT_215s0046g01230.1
OG0001562	Ds_00011908-RA	VIT_202s0025g01200.2, VIT_202s0025g01200.4, VIT_202s0025g01200.1, VIT_202s0025g01200.3
OG0001563	Ds_00017646-RA, Ds_00012600-RA, Ds_00005630-RA	VIT_216s0098g01580.2, VIT_202s0025g02140.2, VIT_216s0098g01580.1, VIT_202s0025g02140.1
OG0001564	Ds_00013633-RA	VIT_201s0010g03690.2, VIT_201s0010g03690.3, VIT_201s0010g03690.1, VIT_211s0065g00160.7, VIT_211s0065g00160.1, VIT_211s0065g00160.3, VIT_211s0065g00160.2, VIT_211s0065g00160.4, VIT_211s0065g00160.8, VIT_211s0065g00160.5, VIT_211s0065g00160.6
OG0001565	Ds_00008628-RA	VIT_200s0179g00140.1, VIT_200s0179g00140.2
OG0001567	Ds_00014428-RA	VIT_204s0044g01560.1, VIT_204s0044g01560.5, VIT_204s0044g01560.4, VIT_204s0044g01560.3, VIT_204s0044g01560.2
OG0001567	Ds_00001505-RA	VIT_218s0001g01680.3, VIT_218s0001g01680.2, VIT_218s0001g01680.1
OG0001568	Ds_00012064-RA	VIT_216s0050g00770.6, VIT_216s0050g00770.5, VIT_216s0050g00770.7, VIT_216s0050g00770.2, VIT_216s0050g00770.3, VIT_216s0050g00770.4, VIT_216s0050g00770.1
OG0001569	Ds_00016059-RA	VIT_209s0002g03360.1
OG0001569	Ds_00000225-RA	VIT_211s0016g03030.3, VIT_211s0016g03030.1, VIT_211s0016g03030.2
OG0001571	Ds_00014799-RA	VIT_209s0002g04860.7, VIT_209s0002g04860.8, VIT_209s0002g04860.6, VIT_209s0002g04860.5, VIT_209s0002g04860.10, VIT_209s0002g04860.2, VIT_209s0002g04860.1, VIT_209s0002g04860.4, VIT_209s0002g04860.3, VIT_209s0002g04860.9, VIT_211s0016g04210.3, VIT_211s0016g04210.4, VIT_211s0016g04210.1, VIT_211s0016g04210.2, VIT_211s0016g04210.5
OG0001572	Ds_00009630-RA, Ds_00007248-RA	VIT_211s0016g05580.2, VIT_211s0016g05580.5, VIT_211s0016g05580.1, VIT_211s0016g05580.4, VIT_211s0016g05580.3, VIT_209s0002g06870.1, VIT_209s0002g06870.2, VIT_206s0080g01270.1
OG0001573	Ds_00017385-RA	VIT_202s0241g00120.1
OG0001573	Ds_00012939-RA, Ds_00006362-RA	VIT_215s0048g00680.2, VIT_215s0048g00680.1
OG0001574	Ds_00014571-RA	VIT_206s0004g03130.1
OG0001575	Ds_00001490-RA	VIT_203s0091g00870.3
OG0001575	Ds_00002718-RA	VIT_208s0007g07370.2, VIT_208s0007g07370.1
OG0001576	Ds_00001391-RA	VIT_202s0025g02900.1
OG0001576	Ds_00012536-RA	VIT_215s0048g02520.3, VIT_215s0048g02520.1, VIT_215s0048g02520.2, VIT_215s0048g02520.4
OG0001577	Ds_00005200-RA	VIT_206s0004g03620.1
OG0001577	Ds_00008387-RA	VIT_215s0046g02010.2, VIT_215s0046g02010.1, VIT_215s0046g02010.3
OG0001578	Ds_00010134-RA, Ds_00008303-RA	VIT_208s0032g00920.4, VIT_208s0032g00920.6, VIT_208s0032g00920.2, VIT_208s0032g00920.3, VIT_208s0032g00920.1, VIT_208s0032g00920.7, VIT_208s0032g00920.5, VIT_206s0009g01000.1, VIT_206s0009g01000.2, VIT_206s0009g01000.3
OG0001579	Ds_00012394-RA	VIT_210s0042g01326.2, VIT_210s0042g01326.1, VIT_210s0042g01360.1
OG0001579	Ds_00006806-RA	VIT_212s0028g01000.1
OG0001580	Ds_00008740-RA	VIT_208s0007g04370.1, VIT_208s0007g04370.2, VIT_208s0007g04370.3
OG0001581	Ds_00016231-RA, Ds_00012273-RA	VIT_212s0059g02500.1
OG0001582	Ds_00004387-RA	VIT_210s0003g02720.2, VIT_210s0003g02720.3, VIT_210s0003g02720.1
OG0001583	Ds_00010793-RA, Ds_00014883-RA	VIT_208s0032g00790.4, VIT_208s0032g00790.2, VIT_208s0032g00790.3, VIT_208s0032g00790.1
OG0001584	Ds_00010058-RA, Ds_00007508-RA	VIT_206s0004g04140.2, VIT_206s0004g04140.4, VIT_206s0004g04140.5, VIT_206s0004g04140.3, VIT_206s0004g04140.6, VIT_206s0004g04140.1
OG0001585	Ds_00004741-RA	VIT_201s0011g01870.2, VIT_201s0011g01870.1, VIT_201s0011g01870.3, VIT_201s0011g01870.4
OG0001585	Ds_00003311-RA	VIT_219s0027g00520.5, VIT_219s0027g00520.1, VIT_219s0027g00520.2, VIT_219s0027g00520.6, VIT_219s0027g00520.3, VIT_219s0027g00520.4
OG0001586	Ds_00015556-RA	VIT_208s0007g03060.1
OG0001588	Ds_00000591-RA	VIT_218s0001g08370.2, VIT_218s0001g08370.1, VIT_218s0001g08370.3
OG0001589	Ds_00002224-RA	VIT_218s0072g00440.2, VIT_218s0072g00440.9, VIT_218s0072g00440.8, VIT_218s0072g00440.6, VIT_218s0072g00440.10, VIT_218s0072g00440.4, VIT_218s0072g00440.7, VIT_218s0072g00440.5, VIT_218s0072g00440.3, VIT_218s0072g00440.1
OG0001590	Ds_00015224-RA	VIT_214s0171g00410.1, VIT_214s0171g00410.3, VIT_214s0171g00410.2
OG0001591	Ds_00017297-RA	VIT_218s0075g00710.1, VIT_218s0075g00790.1
OG0001593	Ds_00008030-RA, Ds_00010483-RA	VIT_214s0066g00350.2, VIT_214s0066g00350.1
OG0001594	Ds_00002844-RA, Ds_00012515-RA	VIT_215s0046g00740.5, VIT_215s0046g00740.6, VIT_215s0046g00740.3, VIT_215s0046g00740.2, VIT_215s0046g00740.4, VIT_215s0046g00740.1
OG0001595	Ds_00010822-RA	VIT_216s0013g00260.2, VIT_216s0013g00260.1, VIT_216s0013g00260.3, VIT_216s0013g00260.4, VIT_216s0013g00260.5
OG0001596	Ds_00006129-RA	VIT_204s0079g00280.2, VIT_204s0079g00280.3, VIT_204s0079g00280.1
OG0001596	Ds_00016893-RA	VIT_217s0053g00740.1
OG0001597	Ds_00009267-RA	VIT_217s0000g03690.1
OG0001599	Ds_00012707-RA	VIT_201s0011g06190.2, VIT_201s0011g06190.3, VIT_201s0011g06190.1
OG0001600	Ds_00009146-RA, Ds_00010530-RA	VIT_201s0011g00910.5, VIT_201s0011g00910.4, VIT_201s0011g00910.2, VIT_201s0011g00910.3, VIT_201s0011g00910.1
OG0001602	Ds_00003732-RA	VIT_217s0000g05470.1
OG0001602	Ds_00012451-RA, Ds_00003733-RA, Ds_00012452-RA, Ds_00012453-RA	VIT_217s0000g05460.1
OG0001603	Ds_00005882-RA	VIT_218s0041g02320.1, VIT_214s0030g00890.1
OG0001603	Ds_00017263-RA	VIT_217s0000g03200.1, VIT_217s0000g03200.3, VIT_217s0000g03200.2
OG0001604	Ds_00005115-RA	VIT_202s0012g01960.5, VIT_202s0012g01960.3, VIT_202s0012g01960.4, VIT_202s0012g01960.2, VIT_202s0012g01960.1
OG0001605	Ds_00008229-RA, Ds_00016996-RA	VIT_211s0016g00640.2, VIT_211s0016g00640.1
OG0001606	Ds_00001892-RA	VIT_219s0140g00200.1, VIT_219s0140g00200.3, VIT_219s0140g00200.4, VIT_219s0140g00200.2
OG0001616	Ds_00017612-RA	VIT_213s0067g00110.3, VIT_213s0067g00110.4, VIT_213s0067g00110.5, VIT_213s0067g00110.2, VIT_213s0067g00110.1
OG0001617	Ds_00006463-RA, Ds_00001128-RA	VIT_200s0524g00030.1, VIT_200s0524g00010.1
OG0001618	Ds_00015414-RA, Ds_00001644-RA	VIT_206s0004g04090.1, VIT_206s0004g04090.2, VIT_213s0019g00250.1, VIT_208s0040g02630.2, VIT_208s0040g02630.1
OG0001619	Ds_00000103-RA, Ds_00003441-RA	VIT_204s0008g01580.1, VIT_204s0008g01520.1, VIT_204s0008g01550.1, VIT_204s0008g01570.1, VIT_204s0008g01510.1, VIT_204s0008g01490.1, VIT_204s0008g01500.1, VIT_204s0008g01590.1
OG0001620	Ds_00010601-RA	VIT_201s0146g00060.3, VIT_201s0146g00060.5, VIT_201s0146g00060.4, VIT_201s0146g00060.2, VIT_201s0146g00060.1
OG0001620	Ds_00006211-RA	VIT_212s0057g00940.1, VIT_212s0057g00940.2, VIT_212s0057g00940.7, VIT_212s0057g00940.4
OG0001621	Ds_00013963-RA	VIT_206s0004g01930.3, VIT_206s0004g01930.2, VIT_206s0004g01930.1, VIT_206s0004g01930.4
OG0001622	Ds_00012205-RA	VIT_212s0057g00310.4, VIT_212s0057g00310.3, VIT_212s0057g00310.1, VIT_212s0057g00310.2
OG0001623	Ds_00006925-RA, Ds_00016407-RA	VIT_216s0050g00610.2, VIT_216s0050g00610.1
OG0001624	Ds_00011470-RA, Ds_00009655-RA, Ds_00007204-RA	VIT_211s0118g00680.1, VIT_204s0008g06220.1
OG0001625	Ds_00015550-RA	VIT_208s0007g03200.1, VIT_208s0007g03200.2, VIT_208s0007g03200.6, VIT_208s0007g03200.5, VIT_208s0007g03200.3, VIT_208s0007g03200.4, VIT_206s0080g00470.3, VIT_206s0080g00470.2, VIT_206s0080g00470.4, VIT_206s0080g00470.1
OG0001626	Ds_00006083-RA	VIT_206s0004g00830.3, VIT_206s0004g00830.4
OG0001626	Ds_00005516-RA	VIT_213s0156g00060.1, VIT_213s0156g00060.2, VIT_206s0004g00830.1, VIT_206s0004g00830.2
OG0001627	Ds_00013688-RA	VIT_208s0007g04700.3, VIT_208s0007g04700.4, VIT_208s0007g04700.1, VIT_208s0007g04700.6, VIT_208s0007g04700.2, VIT_208s0007g04700.5
OG0001628	Ds_00003941-RA	VIT_205s0020g00730.3, VIT_205s0020g00730.1, VIT_205s0020g00730.2
OG0001629	Ds_00012601-RA	VIT_216s0098g01560.1
OG0001629	Ds_00015484-RA	VIT_206s0004g04750.1
OG0001630	Ds_00000988-RA	VIT_205s0049g01790.2, VIT_207s0005g04150.1, VIT_207s0005g04150.2, VIT_205s0049g01790.1
OG0001631	Ds_00015588-RA	VIT_207s0005g06350.1
OG0001631	Ds_00016951-RA	VIT_200s2608g00010.1
OG0001632	Ds_00012235-RA, Ds_00005967-RA	VIT_213s0019g04010.1, VIT_213s0019g04010.3, VIT_213s0019g04010.2
OG0001633	Ds_00009447-RA	VIT_207s0031g00190.1
OG0001633	Ds_00006763-RA	VIT_218s0001g10150.1
OG0001634	Ds_00006825-RA	VIT_206s0004g08290.1, VIT_208s0056g00510.1
OG0001635	Ds_00003354-RA	VIT_218s0001g11355.1
OG0001636	Ds_00015549-RA	VIT_208s0007g03210.1, VIT_208s0007g03210.4, VIT_208s0007g03210.3, VIT_208s0007g03210.2
OG0001637	Ds_00012992-RA	VIT_203s0038g03540.3, VIT_203s0038g03540.1, VIT_203s0038g03540.2
OG0001638	Ds_00001942-RA	VIT_212s0034g01790.2, VIT_212s0034g01790.5, VIT_212s0034g01790.4, VIT_212s0034g01790.1, VIT_212s0034g01790.3
OG0001640	Ds_00002489-RA	VIT_218s0001g08490.2, VIT_218s0001g08490.1, VIT_218s0001g08490.5, VIT_218s0001g08490.3, VIT_218s0001g08490.4
OG0001641	Ds_00016222-RA	VIT_212s0059g02150.4, VIT_212s0059g02150.2, VIT_212s0059g02150.3, VIT_212s0059g02150.8, VIT_212s0059g02150.6, VIT_212s0059g02150.1
OG0001641	Ds_00001727-RA	VIT_219s0090g00460.1
OG0001643	Ds_00011355-RA	VIT_214s0006g01090.3, VIT_214s0006g01090.2
OG0001643	Ds_00009396-RA, Ds_00001489-RA	VIT_200s0601g00030.4
OG0001644	Ds_00009863-RA	VIT_211s0037g00750.1, VIT_211s0037g00750.3, VIT_211s0037g00750.2
OG0001646	Ds_00013610-RA	VIT_207s0104g00200.4, VIT_207s0104g00200.2, VIT_207s0104g00200.7, VIT_207s0104g00200.6, VIT_207s0104g00200.5, VIT_207s0104g00200.1, VIT_207s0104g00200.3
OG0001647	Ds_00012529-RA	VIT_215s0048g02740.3, VIT_215s0048g02740.2, VIT_215s0048g02740.1, VIT_215s0048g02740.4
OG0001647	Ds_00009501-RA	VIT_210s0003g04020.5, VIT_210s0003g04020.6, VIT_210s0003g04020.4, VIT_210s0003g04020.1, VIT_210s0003g04020.2, VIT_210s0003g04020.7, VIT_210s0003g04020.3
OG0001649	Ds_00006013-RA	VIT_213s0019g04860.6, VIT_213s0019g04860.5, VIT_213s0019g04860.4, VIT_213s0019g04860.1, VIT_213s0019g04860.2, VIT_213s0019g04860.8, VIT_213s0019g04860.7, VIT_213s0019g04860.3
OG0001650	Ds_00006467-RA	VIT_207s0141g00870.1, VIT_207s0141g00840.1, VIT_207s0141g00930.1
OG0001650	Ds_00007765-RA, Ds_00007766-RA	VIT_202s0087g01010.1
OG0001651	Ds_00004429-RA	VIT_210s0116g00400.1
OG0001651	Ds_00014084-RA	VIT_219s0015g00760.2, VIT_219s0015g00760.3, VIT_219s0015g00760.1, VIT_219s0015g00760.4, VIT_219s0015g00760.5, VIT_219s0015g00760.6
OG0001652	Ds_00009548-RA	VIT_212s0057g00420.1, VIT_212s0057g00420.3, VIT_212s0057g00420.2, VIT_210s0405g00040.3, VIT_210s0405g00040.2, VIT_210s0405g00040.1
OG0001654	Ds_00006832-RA, Ds_00014302-RA	VIT_208s0058g01440.1
OG0001655	Ds_00002104-RA	VIT_202s0025g04150.2, VIT_202s0025g04150.3, VIT_202s0025g04150.1
OG0001655	Ds_00003576-RA, Ds_00004609-RA	VIT_215s0048g02030.1
OG0001656	Ds_00016984-RA	VIT_211s0016g00490.2, VIT_211s0016g00490.1, VIT_211s0016g00490.3
OG0001658	Ds_00004205-RA	VIT_204s0008g05850.2, VIT_204s0008g05850.1
OG0001659	Ds_00006356-RA, Ds_00009904-RA	VIT_202s0241g00080.1
OG0001660	Ds_00014996-RA, Ds_00007184-RA	VIT_211s0037g00080.1, VIT_211s0037g00080.2, VIT_211s0037g00080.3
OG0001661	Ds_00004208-RA	VIT_211s0052g01160.1
OG0001662	Ds_00003352-RA	VIT_204s0069g00870.1
OG0001663	Ds_00000105-RA	VIT_211s0016g01690.3, VIT_211s0016g01690.1, VIT_211s0016g01690.2
OG0001665	Ds_00010453-RA	VIT_213s0067g03550.2, VIT_213s0067g03550.3, VIT_213s0067g03550.1
OG0001666	Ds_00016408-RA	VIT_216s0050g00600.1
OG0001667	Ds_00004578-RA	VIT_215s0046g02530.1, VIT_215s0046g02530.3, VIT_215s0046g02530.4, VIT_215s0046g02530.2
OG0001668	Ds_00013306-RA	VIT_211s0016g00810.4, VIT_211s0016g00810.3, VIT_211s0016g00810.5, VIT_211s0016g00810.1, VIT_211s0016g00810.2
OG0001669	Ds_00005081-RA	VIT_205s0077g01790.2, VIT_205s0077g01790.1
OG0001669	Ds_00000476-RA	VIT_209s0002g00990.2, VIT_209s0002g00990.1
OG0001670	Ds_00008772-RA	VIT_208s0040g01580.1
OG0001671	Ds_00011540-RA	VIT_212s0028g03340.2, VIT_212s0028g03340.1
OG0001672	Ds_00005225-RA	VIT_212s0028g00400.5, VIT_212s0028g00400.4, VIT_212s0028g00400.1
OG0001674	Ds_00005759-RA, Ds_00012670-RA, Ds_00009377-RA	VIT_208s0040g01230.1, VIT_208s0040g01220.1, VIT_208s0040g01220.3, VIT_208s0040g01220.2
OG0001675	Ds_00007046-RA	VIT_213s0073g00170.1, VIT_213s0073g00170.2, VIT_213s0073g00170.3, VIT_213s0073g00170.4
OG0001675	Ds_00014328-RA, Ds_00015965-RA	VIT_208s0007g02340.1
OG0001677	Ds_00009502-RA	VIT_210s0003g04070.5, VIT_210s0003g04070.3, VIT_210s0003g04070.1, VIT_210s0003g04070.2, VIT_210s0003g04070.4
OG0001678	Ds_00004279-RA	VIT_210s0003g04650.2, VIT_210s0003g04650.1
OG0001680	Ds_00015156-RA	VIT_202s0087g00480.1, VIT_213s0175g00210.1
OG0001681	Ds_00005442-RA, Ds_00002929-RA	VIT_218s0001g03960.1
OG0001682	Ds_00007889-RA	VIT_218s0001g11630.1
OG0001684	Ds_00001965-RA	VIT_212s0035g00930.1, VIT_212s0035g00945.1
OG0001685	Ds_00013256-RA	VIT_205s0051g00060.1
