Orthogroup	D_spatulata.proteins	G_max.proteins
OG0001846	Ds_00001321-RA	GmISU01.18G034100.1.p, GmISU01.11G200400.1.p
OG0001846	Ds_00007833-RA	GmISU01.02G211600.1.p, GmISU01.14G062700.1.p, GmISU01.03G051300.1.p
OG0001847	Ds_00012597-RA, Ds_00017643-RA	GmISU01.06G118700.2.p, GmISU01.06G118700.4.p, GmISU01.06G118700.3.p, GmISU01.04G192700.1.p, GmISU01.04G192700.2.p, GmISU01.14G135000.1.p, GmISU01.14G135000.2.p, GmISU01.14G135000.3.p
OG0001848	Ds_00008582-RA, Ds_00006496-RA	GmISU01.01G065900.1.p, GmISU01.08G239700.1.p, GmISU01.08G138400.3.p, GmISU01.08G138400.2.p, GmISU01.08G138400.1.p, GmISU01.10G233500.5.p, GmISU01.20G083000.3.p
OG0001850	Ds_00004062-RA	GmISU01.16G122500.1.p, GmISU01.16G122700.1.p, GmISU01.02G061700.1.p, GmISU01.02G061900.1.p
OG0001851	Ds_00007095-RA	GmISU01.05G170100.4.p, GmISU01.05G170100.1.p, GmISU01.05G170100.6.p, GmISU01.05G170100.2.p, GmISU01.05G170100.7.p, GmISU01.05G170100.3.p, GmISU01.05G170100.5.p, GmISU01.08G007100.1.p, GmISU01.06G151200.1.p, GmISU01.04G162400.1.p, GmISU01.04G162400.3.p
OG0001852	Ds_00010476-RA	GmISU01.19G177100.1.p, GmISU01.03G175800.1.p
OG0001852	Ds_00005879-RA	GmISU01.19G056600.1.p, GmISU01.09G094700.3.p, GmISU01.09G094700.4.p, GmISU01.09G094700.1.p, GmISU01.09G094700.2.p
OG0001853	Ds_00001470-RA, Ds_00013195-RA	GmISU01.01G134200.1.p, GmISU01.11G064900.1.p, GmISU01.11G064900.2.p
OG0001853	Ds_00000352-RA	GmISU01.10G098200.1.p, GmISU01.19G188900.1.p, GmISU01.03G187500.1.p
OG0001854	Ds_00006850-RA	GmISU01.09G234300.1.p, GmISU01.18G157500.1.p, GmISU01.01G098300.1.p, GmISU01.03G036500.1.p
OG0001855	Ds_00006006-RA	GmISU01.10G172600.2.p, GmISU01.10G172600.1.p, GmISU01.10G172600.4.p, GmISU01.10G172600.3.p, GmISU01.10G172600.6.p, GmISU01.10G172600.7.p, GmISU01.10G172600.5.p, GmISU01.20G144000.3.p, GmISU01.20G144000.2.p, GmISU01.20G144000.4.p, GmISU01.20G144000.6.p, GmISU01.20G144000.5.p
OG0001856	Ds_00011946-RA, Ds_00011945-RA	GmISU01.02G181100.1.p, GmISU01.06G088900.1.p
OG0001857	Ds_00005084-RA	GmISU01.20G057000.1.p, GmISU01.10G106900.1.p, GmISU01.10G106900.2.p, GmISU01.20G057000.2.p, GmISU01.20G057000.3.p, GmISU01.10G155800.1.p, GmISU01.20G160600.1.p, GmISU01.20G160600.2.p
OG0001859	Ds_00006571-RA	GmISU01.18G120200.1.p, GmISU01.03G062100.1.p, GmISU01.09G227400.1.p, GmISU01.09G227400.2.p, GmISU01.18G164500.2.p, GmISU01.18G164500.1.p
OG0001860	Ds_00014505-RA	GmISU01.11G066400.1.p, GmISU01.01G132800.1.p
OG0001860	Ds_00011294-RA, Ds_00000372-RA	GmISU01.06G025500.1.p, GmISU01.04G027300.1.p, GmISU01.17G221100.1.p, GmISU01.14G066300.1.p
OG0001862	Ds_00015752-RA, Ds_00007906-RA	GmISU01.14G075700.6.p, GmISU01.14G075700.4.p, GmISU01.14G075700.7.p, GmISU01.14G075700.2.p, GmISU01.14G075700.5.p, GmISU01.14G075700.8.p, GmISU01.14G075700.1.p, GmISU01.14G075700.3.p, GmISU01.14G075700.9.p, GmISU01.17G212600.4.p, GmISU01.17G212600.3.p, GmISU01.17G212600.1.p, GmISU01.17G212600.2.p, GmISU01.17G212600.5.p
OG0001863	Ds_00000288-RA	GmISU01.07G182500.1.p
OG0001864	Ds_00015538-RA, Ds_00004037-RA	GmISU01.15G158332.1.p
OG0001865	Ds_00013542-RA	GmISU01.15G185300.3.p, GmISU01.16G063600.3.p, GmISU01.16G063600.2.p, GmISU01.16G063600.1.p, GmISU01.15G185300.2.p, GmISU01.15G185300.1.p
OG0001866	Ds_00005396-RA	GmISU01.01G143900.3.p, GmISU01.01G143900.1.p, GmISU01.01G143900.2.p, GmISU01.16G117300.3.p, GmISU01.16G117300.4.p, GmISU01.16G117300.2.p, GmISU01.16G117300.5.p, GmISU01.16G117300.1.p, GmISU01.02G055800.1.p, GmISU01.02G055800.2.p, GmISU01.02G055800.3.p
OG0001867	Ds_00003957-RA	GmISU01.05G163500.1.p, GmISU01.05G163500.2.p
OG0001868	Ds_00007875-RA, Ds_00015742-RA	GmISU01.14G071500.5.p, GmISU01.14G071500.7.p, GmISU01.14G071500.6.p, GmISU01.14G071500.2.p, GmISU01.14G071500.4.p, GmISU01.14G071500.8.p, GmISU01.14G071500.9.p, GmISU01.14G071500.3.p, GmISU01.17G216400.2.p, GmISU01.17G216400.1.p, GmISU01.09G092700.4.p, GmISU01.09G092700.5.p, GmISU01.09G092700.2.p, GmISU01.09G092700.3.p
OG0001869	Ds_00011880-RA, Ds_00005405-RA	GmISU01.11G058500.1.p, GmISU01.01G140000.1.p
OG0001869	Ds_00007877-RA, Ds_00009796-RA	GmISU01.06G030900.1.p, GmISU01.04G031800.1.p, GmISU01.17G215900.1.p, GmISU01.14G071900.1.p
OG0001870	Ds_00007960-RA, Ds_00009837-RA, Ds_00007148-RA, Ds_00007161-RA	GmISU01.13G069300.1.p, GmISU01.17G058000.1.p
OG0001871	Ds_00002536-RA	GmISU01.16G130600.1.p, GmISU01.02G068500.1.p
OG0001871	Ds_00012150-RA	GmISU01.20G099100.1.p, GmISU01.10G219300.1.p
OG0001872	Ds_00013014-RA	GmISU01.11G098400.1.p
OG0001872	Ds_00001445-RA	GmISU01.02G043100.1.p, GmISU01.16G102400.1.p, GmISU01.01G127800.1.p, GmISU01.11G071200.1.p
OG0001873	Ds_00012015-RA, Ds_00012960-RA, Ds_00017037-RA, Ds_00000289-RA	GmISU01.07G000100.1.p, GmISU01.07G000100.2.p
OG0001874	Ds_00010969-RA	GmISU01.11G218300.1.p, GmISU01.18G015900.1.p
OG0001874	Ds_00010120-RA	GmISU01.14G160800.1.p, GmISU01.02G192000.1.p, GmISU01.18G056700.1.p, GmISU01.11G177400.1.p
OG0001875	Ds_00000325-RA, Ds_00008894-RA	GmISU01.11G068100.2.p, GmISU01.01G131300.2.p, GmISU01.01G131300.1.p
OG0001876	Ds_00015744-RA	GmISU01.06G031400.1.p, GmISU01.04G032500.2.p, GmISU01.04G032500.1.p
OG0001876	Ds_00005401-RA	GmISU01.11G057700.2.p, GmISU01.11G057700.1.p, GmISU01.01G140500.1.p
OG0001877	Ds_00006824-RA	GmISU01.18G165600.1.p
OG0001878	Ds_00001771-RA	GmISU01.13G242500.1.p, GmISU01.12G186600.1.p
OG0001878	Ds_00007716-RA	GmISU01.07G163200.1.p, GmISU01.07G163200.2.p, GmISU01.13G153100.1.p
OG0001881	Ds_00011542-RA	GmISU01.07G168700.2.p, GmISU01.07G168700.1.p, GmISU01.02G062466.1.p, GmISU01.13G148500.1.p
OG0001882	Ds_00018059-RA	GmISU01.12G185700.1.p, GmISU01.13G243500.1.p
OG0001883	Ds_00008082-RA	GmISU01.13G137900.1.p, GmISU01.16G043400.1.p, GmISU01.19G077200.2.p, GmISU01.19G077200.1.p
OG0001884	Ds_00001169-RA	GmISU01.12G102100.1.p, GmISU01.06G246500.1.p
OG0001884	Ds_00007570-RA	GmISU01.13G237600.1.p, GmISU01.12G190300.1.p, GmISU01.06G205700.1.p, GmISU01.12G133400.1.p
OG0001885	Ds_00014005-RA	GmISU01.15G132900.3.p, GmISU01.15G132900.1.p, GmISU01.15G132900.2.p, GmISU01.09G036800.1.p, GmISU01.10G001300.1.p, GmISU01.10G001300.3.p, GmISU01.10G001300.2.p
OG0001886	Ds_00015296-RA	GmISU01.18G241400.1.p, GmISU01.08G322400.1.p
OG0001886	Ds_00001708-RA	GmISU01.02G255300.1.p, GmISU01.14G016400.1.p, GmISU01.08G289400.1.p, GmISU01.18G074300.1.p
OG0001887	Ds_00012311-RA	GmISU01.12G174500.1.p, GmISU01.13G255500.1.p
OG0001887	Ds_00007550-RA	GmISU01.12G191800.1.p, GmISU01.13G235500.1.p
OG0001888	Ds_00013567-RA, Ds_00000013-RA, Ds_00012212-RA	GmISU01.08G066000.1.p, GmISU01.08G066100.1.p, GmISU01.05G094400.1.p
OG0001888	Ds_00007401-RA	GmISU01.04G104500.1.p
OG0001889	Ds_00015622-RA	GmISU01.06G272300.1.p, GmISU01.04G100900.1.p
OG0001890	Ds_00008763-RA, Ds_00013715-RA	GmISU01.13G076300.1.p, GmISU01.10G051700.1.p, GmISU01.13G115000.1.p
OG0001892	Ds_00016867-RA, Ds_00007950-RA	GmISU01.15G148600.5.p, GmISU01.15G148600.8.p, GmISU01.15G148600.6.p, GmISU01.15G148600.7.p, GmISU01.15G148600.2.p, GmISU01.15G148600.9.p, GmISU01.15G148600.1.p, GmISU01.15G148600.3.p, GmISU01.09G052300.5.p, GmISU01.09G052300.2.p, GmISU01.09G052300.6.p, GmISU01.09G052300.4.p, GmISU01.09G052300.1.p, GmISU01.09G052300.3.p, GmISU01.13G071300.1.p
OG0001893	Ds_00004474-RA, Ds_00013369-RA	GmISU01.13G149300.1.p, GmISU01.13G149300.3.p, GmISU01.13G149300.2.p, GmISU01.08G270200.3.p, GmISU01.08G270200.1.p, GmISU01.08G270200.2.p, GmISU01.08G270200.4.p, GmISU01.18G097900.2.p, GmISU01.18G097900.1.p, GmISU01.07G167900.1.p
OG0001894	Ds_00012957-RA	GmISU01.16G170200.1.p, GmISU01.09G117300.1.p, GmISU01.20G118000.1.p, GmISU01.10G202700.1.p
OG0001895	Ds_00000237-RA	GmISU01.01G008900.1.p, GmISU01.16G068800.1.p, GmISU01.05G194800.1.p
OG0001896	Ds_00015372-RA	GmISU01.17G100900.3.p, GmISU01.17G100900.5.p, GmISU01.17G100900.6.p, GmISU01.17G100900.4.p, GmISU01.17G100900.2.p, GmISU01.13G133900.3.p, GmISU01.13G133900.4.p, GmISU01.17G100900.1.p, GmISU01.13G133900.2.p, GmISU01.13G133900.1.p
OG0001897	Ds_00002323-RA	GmISU01.16G010900.3.p, GmISU01.16G010900.1.p, GmISU01.16G010900.2.p, GmISU01.16G010900.6.p, GmISU01.16G010900.5.p, GmISU01.07G041000.1.p, GmISU01.03G220200.1.p, GmISU01.19G221500.2.p, GmISU01.19G221500.1.p
OG0001898	Ds_00000088-RA, Ds_00008862-RA	GmISU01.15G158900.1.p, GmISU01.09G062200.2.p, GmISU01.09G062200.1.p, GmISU01.17G045700.1.p, GmISU01.13G081600.2.p
OG0001899	Ds_00009860-RA, Ds_00008240-RA	GmISU01.06G197600.9.p, GmISU01.06G197600.8.p, GmISU01.06G197600.4.p, GmISU01.06G197600.5.p, GmISU01.06G197600.2.p, GmISU01.06G197600.10.p, GmISU01.06G197600.3.p, GmISU01.04G125000.1.p, GmISU01.17G066300.2.p, GmISU01.17G066300.5.p, GmISU01.17G066300.4.p, GmISU01.17G066300.1.p, GmISU01.02G173000.1.p
OG0001900	Ds_00007232-RA	GmISU01.17G101400.1.p, GmISU01.13G133700.2.p, GmISU01.17G101100.1.p, GmISU01.13G133700.1.p, GmISU01.17G101100.2.p, GmISU01.17G101200.1.p
OG0001900	Ds_00017783-RA	GmISU01.17G101500.1.p
OG0001902	Ds_00007240-RA, Ds_00009633-RA	GmISU01.17G103000.1.p, GmISU01.17G103000.2.p, GmISU01.13G131700.1.p
OG0001903	Ds_00017637-RA, Ds_00005641-RA	GmISU01.04G193700.1.p, GmISU01.06G117600.1.p
OG0001903	Ds_00011643-RA, Ds_00012513-RA, Ds_00002850-RA	GmISU01.03G214300.1.p, GmISU01.03G214300.2.p
OG0001904	Ds_00002572-RA, Ds_00009943-RA	GmISU01.08G190900.1.p, GmISU01.07G003900.1.p
OG0001904	Ds_00015330-RA	GmISU01.11G109400.1.p, GmISU01.12G040100.1.p
OG0001906	Ds_00007500-RA, Ds_00010073-RA	GmISU01.15G037500.1.p, GmISU01.13G294500.1.p
OG0001908	Ds_00012263-RA	GmISU01.12G161800.2.p, GmISU01.12G161800.1.p, GmISU01.12G161800.3.p, GmISU01.13G269100.1.p, GmISU01.06G258000.1.p, GmISU01.12G090600.1.p
OG0001909	Ds_00016521-RA	GmISU01.11G108100.1.p, GmISU01.12G039000.1.p, GmISU01.11G107900.2.p, GmISU01.11G108000.1.p, GmISU01.06G011000.1.p
OG0001910	Ds_00015403-RA, Ds_00001993-RA	GmISU01.11G134400.1.p, GmISU01.19G143100.2.p, GmISU01.12G065700.1.p, GmISU01.19G143100.1.p, GmISU01.13G109200.1.p, GmISU01.03G139800.1.p, GmISU01.10G045600.1.p
OG0001911	Ds_00009531-RA	GmISU01.14G046100.2.p, GmISU01.14G046100.3.p, GmISU01.02G228000.1.p
OG0001912	Ds_00014325-RA, Ds_00014324-RA	GmISU01.03G037100.1.p, GmISU01.01G098200.1.p, GmISU01.03G037200.2.p
OG0001913	Ds_00014542-RA, Ds_00015766-RA, Ds_00009820-RA	GmISU01.12G194600.2.p, GmISU01.12G194600.3.p, GmISU01.12G194600.1.p, GmISU01.13G231700.5.p, GmISU01.13G231700.6.p, GmISU01.13G231700.4.p, GmISU01.12G128600.1.p, GmISU01.06G198700.2.p
OG0001914	Ds_00013850-RA	GmISU01.15G076100.1.p, GmISU01.13G197800.1.p
OG0001915	Ds_00012410-RA	GmISU01.08G078500.10.p, GmISU01.08G078500.9.p, GmISU01.08G078500.7.p, GmISU01.08G078500.4.p, GmISU01.08G078500.11.p, GmISU01.08G078500.6.p, GmISU01.08G078500.5.p, GmISU01.08G078500.8.p, GmISU01.08G078500.1.p, GmISU01.08G078500.3.p, GmISU01.08G078500.12.p, GmISU01.05G106800.1.p, GmISU01.05G106800.4.p, GmISU01.05G106800.3.p, GmISU01.05G106800.2.p, GmISU01.05G106800.5.p, GmISU01.05G106800.6.p
OG0001916	Ds_00004154-RA	GmISU01.07G126800.2.p, GmISU01.07G126800.7.p, GmISU01.07G126800.6.p, GmISU01.07G126800.3.p, GmISU01.07G126800.5.p, GmISU01.07G126800.4.p, GmISU01.07G126800.1.p, GmISU01.18G146600.7.p, GmISU01.18G146600.8.p, GmISU01.18G146600.2.p, GmISU01.18G146600.1.p, GmISU01.18G146600.4.p, GmISU01.18G146600.6.p, GmISU01.18G146600.5.p, GmISU01.03G059400.1.p, GmISU01.01G085900.3.p, GmISU01.03G059400.4.p
OG0001917	Ds_00013378-RA	GmISU01.17G011200.1.p, GmISU01.07G223300.2.p, GmISU01.13G172200.3.p
OG0001918	Ds_00001901-RA	GmISU01.16G052500.1.p, GmISU01.19G054900.1.p
OG0001919	Ds_00014748-RA	GmISU01.01G186200.1.p, GmISU01.11G013800.1.p
OG0001920	Ds_00008707-RA	GmISU01.03G155600.1.p, GmISU01.03G155600.2.p, GmISU01.03G155600.3.p, GmISU01.19G157800.2.p, GmISU01.19G157800.1.p, GmISU01.10G064300.2.p, GmISU01.10G064300.1.p, GmISU01.13G126500.1.p, GmISU01.13G126500.2.p
OG0001921	Ds_00009166-RA	GmISU01.02G019000.1.p, GmISU01.02G019000.2.p, GmISU01.01G039400.1.p
OG0001922	Ds_00000985-RA	GmISU01.10G035900.2.p, GmISU01.10G035900.3.p, GmISU01.13G098300.3.p, GmISU01.13G098300.5.p, GmISU01.13G098300.4.p, GmISU01.13G098300.1.p, GmISU01.13G098300.2.p
OG0001923	Ds_00006547-RA	GmISU01.03G132000.1.p, GmISU01.19G136100.1.p, GmISU01.19G136100.2.p
OG0001924	Ds_00002251-RA	GmISU01.06G206800.1.p, GmISU01.06G206700.1.p, GmISU01.12G134200.1.p
OG0001924	Ds_00010914-RA, Ds_00010915-RA, Ds_00011196-RA	GmISU01.11G058600.1.p, GmISU01.01G139900.1.p
OG0001925	Ds_00002520-RA, Ds_00000560-RA	GmISU01.07G183500.1.p
OG0001926	Ds_00008160-RA	GmISU01.14G145200.1.p, GmISU01.02G175400.1.p
OG0001927	Ds_00012208-RA	GmISU01.15G055500.2.p, GmISU01.15G055500.1.p, GmISU01.15G055500.5.p, GmISU01.15G055500.3.p, GmISU01.15G055500.4.p, GmISU01.15G055500.6.p, GmISU01.08G060600.1.p, GmISU01.07G153900.1.p
OG0001928	Ds_00010986-RA	GmISU01.18G120100.1.p, GmISU01.18G120100.2.p, GmISU01.18G120100.3.p, GmISU01.08G305300.1.p, GmISU01.08G305300.2.p, GmISU01.19G014500.1.p, GmISU01.19G014600.2.p, GmISU01.19G014600.1.p, GmISU01.19G014600.4.p, GmISU01.19G014600.5.p, GmISU01.19G014700.1.p, GmISU01.19G014700.4.p, GmISU01.19G014700.3.p
OG0001929	Ds_00004384-RA, Ds_00016193-RA	GmISU01.02G207400.1.p, GmISU01.02G207300.1.p, GmISU01.14G179100.1.p, GmISU01.14G179200.1.p, GmISU01.18G037800.1.p, GmISU01.11G196600.1.p
OG0001930	Ds_00000235-RA	GmISU01.19G004000.4.p, GmISU01.19G004000.5.p, GmISU01.19G004000.2.p, GmISU01.19G004000.1.p, GmISU01.19G004000.3.p, GmISU01.15G183400.1.p
OG0001931	Ds_00012446-RA, Ds_00016165-RA	GmISU01.06G173300.1.p, GmISU01.04G141150.1.p, GmISU01.05G027200.1.p, GmISU01.17G088500.1.p
OG0001931	Ds_00004327-RA	GmISU01.01G038800.1.p, GmISU01.02G020100.1.p, GmISU01.18G103700.1.p, GmISU01.08G264700.1.p, GmISU01.08G264700.2.p
OG0001932	Ds_00011925-RA	GmISU01.03G075100.7.p, GmISU01.03G075100.3.p, GmISU01.03G075100.4.p, GmISU01.03G075100.10.p, GmISU01.03G075100.1.p, GmISU01.07G107600.9.p, GmISU01.07G107600.10.p, GmISU01.07G107600.11.p, GmISU01.07G107600.8.p, GmISU01.07G107600.2.p, GmISU01.07G107600.7.p, GmISU01.07G107600.4.p, GmISU01.07G107600.5.p, GmISU01.07G107600.3.p, GmISU01.07G107600.6.p, GmISU01.07G107600.1.p
OG0001933	Ds_00004342-RA	GmISU01.01G037000.1.p, GmISU01.02G022000.1.p, GmISU01.08G263500.1.p, GmISU01.18G105300.1.p
OG0001933	Ds_00016158-RA, Ds_00003735-RA	GmISU01.06G171900.1.p, GmISU01.04G142600.1.p
OG0001934	Ds_00009297-RA	GmISU01.04G102200.1.p, GmISU01.04G102200.4.p, GmISU01.04G102200.2.p, GmISU01.06G270800.2.p, GmISU01.06G270800.1.p
OG0001936	Ds_00006999-RA, Ds_00006238-RA	GmISU01.02G202400.6.p, GmISU01.02G202400.5.p, GmISU01.02G202400.4.p, GmISU01.02G202400.3.p, GmISU01.02G202400.1.p, GmISU01.02G202400.2.p, GmISU01.14G173400.1.p, GmISU01.18G043900.1.p, GmISU01.18G043900.2.p, GmISU01.11G188600.1.p
OG0001937	Ds_00016160-RA	GmISU01.17G087700.2.p, GmISU01.17G087700.4.p, GmISU01.17G087700.6.p, GmISU01.17G087700.7.p, GmISU01.17G087700.5.p, GmISU01.17G087700.3.p, GmISU01.17G087700.1.p, GmISU01.05G028200.5.p, GmISU01.05G028200.4.p, GmISU01.05G028200.2.p, GmISU01.05G028200.3.p, GmISU01.05G028200.1.p
OG0001938	Ds_00016680-RA, Ds_00017259-RA, Ds_00016178-RA	GmISU01.18G203000.1.p, GmISU01.09G195700.1.p, GmISU01.19G019700.1.p, GmISU01.13G041500.1.p, GmISU01.06G176300.1.p, GmISU01.04G138300.1.p
OG0001939	Ds_00012449-RA	GmISU01.17G088200.2.p, GmISU01.17G088200.1.p, GmISU01.05G027600.1.p, GmISU01.17G088100.2.p, GmISU01.17G088100.1.p, GmISU01.05G027700.2.p, GmISU01.05G027700.1.p, GmISU01.17G088000.1.p, GmISU01.05G027800.1.p
OG0001941	Ds_00015889-RA	GmISU01.15G063000.8.p, GmISU01.15G063000.5.p, GmISU01.15G063000.6.p, GmISU01.15G063000.9.p, GmISU01.15G063000.10.p, GmISU01.15G063000.7.p, GmISU01.15G063000.1.p, GmISU01.15G063000.4.p, GmISU01.15G063000.2.p, GmISU01.13G213500.3.p, GmISU01.13G213500.2.p, GmISU01.13G213500.1.p, GmISU01.15G063000.11.p, GmISU01.15G063000.3.p, GmISU01.15G063000.12.p, GmISU01.15G063000.13.p, GmISU01.13G213500.5.p, GmISU01.13G213500.4.p, GmISU01.13G213500.6.p, GmISU01.08G055000.2.p, GmISU01.08G055000.3.p, GmISU01.08G055000.1.p, GmISU01.07G158800.1.p, GmISU01.07G158800.2.p
OG0001959	Ds_00013883-RA	GmISU01.16G082300.1.p, GmISU01.08G241240.1.p, GmISU01.08G241240.2.p
OG0001959	Ds_00003208-RA	GmISU01.10G108000.2.p, GmISU01.10G108000.1.p
OG0001960	Ds_00006293-RA	GmISU01.10G126400.1.p, GmISU01.10G126400.2.p, GmISU01.20G189200.1.p, GmISU01.20G189200.5.p, GmISU01.20G189200.3.p, GmISU01.20G189200.4.p, GmISU01.20G189200.2.p
OG0001960	Ds_00000904-RA	GmISU01.10G021400.1.p, GmISU01.02G136100.1.p, GmISU01.03G112600.1.p, GmISU01.19G117700.1.p
OG0001961	Ds_00015690-RA, Ds_00001264-RA	GmISU01.12G151900.1.p
OG0001961	Ds_00002084-RA	GmISU01.19G157400.1.p, GmISU01.03G155300.1.p, GmISU01.13G126100.1.p
OG0001963	Ds_00006016-RA	GmISU01.10G171100.1.p, GmISU01.10G085200.1.p
OG0001963	Ds_00005854-RA	GmISU01.13G282500.2.p, GmISU01.13G282500.1.p, GmISU01.12G146100.1.p
OG0001964	Ds_00009058-RA, Ds_00014739-RA	GmISU01.18G052800.1.p, GmISU01.11G172500.1.p, GmISU01.14G164900.1.p, GmISU01.02G195800.1.p
OG0001965	Ds_00017146-RA	GmISU01.13G120300.1.p, GmISU01.10G057800.1.p, GmISU01.13G120200.1.p, GmISU01.19G152900.1.p, GmISU01.03G149700.1.p
OG0001965	Ds_00004090-RA	GmISU01.04G166800.1.p, GmISU01.06G146600.1.p
OG0001966	Ds_00004995-RA	GmISU01.11G117200.1.p, GmISU01.12G048000.1.p, GmISU01.15G029000.4.p, GmISU01.15G029000.2.p, GmISU01.15G029000.3.p, GmISU01.13G302900.3.p, GmISU01.13G302900.7.p, GmISU01.13G302900.11.p, GmISU01.13G302900.9.p, GmISU01.13G302900.4.p, GmISU01.13G302900.10.p, GmISU01.13G302900.2.p
OG0001968	Ds_00006926-RA, Ds_00006192-RA	GmISU01.02G137600.1.p, GmISU01.02G137600.3.p, GmISU01.02G137600.2.p, GmISU01.10G019900.2.p, GmISU01.10G019900.3.p, GmISU01.10G019900.1.p, GmISU01.03G168700.2.p, GmISU01.03G168700.1.p, GmISU01.03G168700.3.p, GmISU01.19G170600.1.p, GmISU01.19G170600.2.p
OG0001969	Ds_00017005-RA	GmISU01.12G186800.1.p, GmISU01.12G186800.7.p, GmISU01.12G186800.4.p, GmISU01.12G186800.5.p, GmISU01.06G211100.1.p
OG0001970	Ds_00001863-RA	GmISU01.15G115300.2.p, GmISU01.09G017600.1.p, GmISU01.15G115300.1.p, GmISU01.17G002900.1.p
OG0001970	Ds_00016807-RA	GmISU01.20G042400.1.p
OG0001971	Ds_00015235-RA, Ds_00015236-RA	GmISU01.04G114400.1.p, GmISU01.14G018100.1.p, GmISU01.14G018000.2.p
OG0001972	Ds_00000827-RA, Ds_00010999-RA	GmISU01.07G124600.1.p, GmISU01.18G144200.1.p, GmISU01.01G083300.2.p, GmISU01.01G083300.1.p, GmISU01.03G056700.1.p
OG0001973	Ds_00010052-RA	GmISU01.15G039900.1.p, GmISU01.13G291400.1.p, GmISU01.15G040000.1.p, GmISU01.13G291500.1.p, GmISU01.11G131500.1.p, GmISU01.12G068300.1.p
OG0001974	Ds_00002208-RA, Ds_00011888-RA	GmISU01.19G112300.1.p
OG0001976	Ds_00015247-RA	GmISU01.19G031400.1.p
OG0001977	Ds_00014308-RA, Ds_00006841-RA	GmISU01.14G173500.1.p, GmISU01.02G202500.1.p, GmISU01.06G131900.1.p, GmISU01.04G180100.1.p, GmISU01.05G081300.1.p, GmISU01.17G151900.1.p
OG0001978	Ds_00001427-RA	GmISU01.16G097900.2.p, GmISU01.16G097900.3.p, GmISU01.10G003100.1.p, GmISU01.10G003100.2.p, GmISU01.16G097900.1.p, GmISU01.09G159100.2.p, GmISU01.09G159100.1.p
OG0001979	Ds_00003899-RA	GmISU01.01G106300.1.p
OG0001979	Ds_00000976-RA	GmISU01.02G014400.1.p, GmISU01.10G015400.1.p, GmISU01.03G170300.1.p, GmISU01.19G172100.4.p, GmISU01.19G176600.1.p, GmISU01.03G175300.1.p, GmISU01.10G015500.1.p, GmISU01.02G014500.1.p
OG0001980	Ds_00012252-RA	GmISU01.12G158800.1.p
OG0001980	Ds_00017193-RA	GmISU01.09G005800.1.p, GmISU01.15G102600.1.p
OG0001981	Ds_00012356-RA	GmISU01.17G034200.1.p, GmISU01.07G197400.1.p, GmISU01.09G030000.1.p, GmISU01.10G009000.3.p, GmISU01.10G009000.1.p, GmISU01.02G008300.1.p
OG0001982	Ds_00011275-RA	GmISU01.04G008600.3.p, GmISU01.04G008600.4.p, GmISU01.06G007900.3.p, GmISU01.04G008600.1.p, GmISU01.06G007900.1.p, GmISU01.12G034800.2.p, GmISU01.12G034800.5.p, GmISU01.11G103900.1.p, GmISU01.11G103900.4.p, GmISU01.11G103900.3.p, GmISU01.12G034800.6.p, GmISU01.12G034800.4.p, GmISU01.11G103900.5.p, GmISU01.11G103900.6.p, GmISU01.11G103900.2.p, GmISU01.11G103900.7.p
OG0001983	Ds_00000052-RA, Ds_00013010-RA	GmISU01.11G099400.1.p, GmISU01.11G099400.2.p, GmISU01.12G030100.1.p, GmISU01.12G030100.2.p
OG0001984	Ds_00010921-RA	GmISU01.06G140500.1.p, GmISU01.04G172700.1.p
OG0001985	Ds_00000547-RA	GmISU01.04G040700.1.p, GmISU01.06G039800.1.p
OG0001985	Ds_00005370-RA, Ds_00009421-RA	GmISU01.05G082500.1.p, GmISU01.17G150700.1.p, GmISU01.01G151700.1.p, GmISU01.11G046400.1.p
OG0001986	Ds_00011240-RA	GmISU01.09G162600.10.p, GmISU01.09G162600.2.p, GmISU01.09G162600.1.p, GmISU01.09G162600.5.p, GmISU01.09G162600.8.p, GmISU01.09G162600.6.p, GmISU01.09G162600.9.p, GmISU01.09G162600.11.p, GmISU01.09G162600.3.p, GmISU01.01G018600.1.p, GmISU01.01G018600.3.p, GmISU01.01G018600.4.p, GmISU01.01G018600.5.p, GmISU01.01G018600.2.p, GmISU01.01G018600.7.p, GmISU01.01G018600.8.p, GmISU01.01G018600.6.p
OG0001986	Ds_00015349-RA	GmISU01.02G182900.1.p
OG0001987	Ds_00002172-RA, Ds_00007592-RA	GmISU01.06G210100.1.p, GmISU01.12G125200.1.p, GmISU01.13G240700.1.p, GmISU01.12G188000.1.p
OG0001988	Ds_00011151-RA	GmISU01.10G240600.4.p, GmISU01.10G240600.3.p, GmISU01.20G075900.6.p, GmISU01.20G075900.5.p
OG0001989	Ds_00003606-RA	GmISU01.11G220700.1.p, GmISU01.18G013400.1.p
OG0001989	Ds_00010635-RA, Ds_00001577-RA	GmISU01.05G152300.1.p, GmISU01.08G128600.1.p, GmISU01.14G141900.1.p, GmISU01.14G141900.2.p, GmISU01.13G060600.1.p, GmISU01.13G060500.1.p
OG0001990	Ds_00012209-RA	GmISU01.13G220900.1.p, GmISU01.13G220900.2.p, GmISU01.07G153400.1.p, GmISU01.08G060900.1.p
OG0001990	Ds_00017634-RA	GmISU01.17G065100.2.p, GmISU01.17G065100.1.p
