Orthogroup	D_spatulata.proteins	B_vulgaris.proteins
OG0001632	Ds_00012235-RA, Ds_00005967-RA	Bevul.2G117100.1.p, Bevul.2G117100.3.p, Bevul.2G117100.2.p
OG0001633	Ds_00006763-RA	Bevul.6G005100.1.p
OG0001634	Ds_00006825-RA	Bevul.7G000900.1.p
OG0001635	Ds_00003354-RA	Bevul.1G116000.1.p, Bevul.3G104400.1.p, Bevul.3G104100.1.p, Bevul.3G104000.1.p
OG0001636	Ds_00015549-RA	Bevul.7G026300.3.p, Bevul.7G026300.2.p, Bevul.7G026300.1.p
OG0001637	Ds_00015043-RA	Bevul.1G037700.1.p
OG0001637	Ds_00012992-RA	Bevul.9G128000.1.p
OG0001638	Ds_00001942-RA	Bevul.6G150100.1.p
OG0001640	Ds_00002489-RA	Bevul.2G055900.1.p, Bevul.2G055900.2.p, Bevul.2G055900.4.p, Bevul.2G055900.5.p, Bevul.2G055900.3.p
OG0001641	Ds_00001727-RA	Bevul.4G030800.1.p
OG0001642	Ds_00005020-RA, Ds_00013566-RA, Ds_00005019-RA	Bevul.9G145600.1.p, Bevul.9G145600.2.p
OG0001643	Ds_00009396-RA, Ds_00001489-RA	Bevul.6G014500.1.p
OG0001644	Ds_00009863-RA	Bevul.8G152900.1.p
OG0001645	Ds_00004477-RA	Bevul.7G011900.1.p, Bevul.2G140300.1.p, Bevul.5G110600.1.p, Bevul.5G110700.1.p
OG0001646	Ds_00013610-RA	Bevul.7G074500.1.p
OG0001647	Ds_00012529-RA	Bevul.1G198200.1.p
OG0001647	Ds_00009501-RA	Bevul.8G092900.1.p
OG0001648	Ds_00001720-RA, Ds_00001719-RA, Ds_00011780-RA	Bevul.4G022600.1.p
OG0001649	Ds_00006013-RA	Bevul.1G156400.1.p
OG0001650	Ds_00006467-RA	Bevul.7G137200.1.p, Bevul.7G137300.1.p
OG0001650	Ds_00007765-RA, Ds_00007766-RA	Bevul.5G234700.1.p
OG0001650	Ds_00012275-RA, Ds_00009540-RA, Ds_00009539-RA	Bevul.7G055200.1.p
OG0001651	Ds_00014083-RA	Bevul.4G003400.1.p
OG0001652	Ds_00004445-RA	Bevul.8G040700.1.p
OG0001652	Ds_00009548-RA	Bevul.9G028300.1.p
OG0001653	Ds_00009595-RA	Bevul.6G028100.1.p
OG0001654	Ds_00006832-RA, Ds_00014302-RA	Bevul.7G002700.1.p
OG0001655	Ds_00002104-RA	Bevul.5G034100.1.p
OG0001655	Ds_00003576-RA, Ds_00004609-RA	Bevul.1G168000.1.p
OG0001656	Ds_00016984-RA	Bevul.8G146700.1.p
OG0001657	Ds_00007310-RA, Ds_00007730-RA	Bevul.5G030300.1.p, Bevul.5G030200.1.p, Bevul.5G030100.1.p
OG0001658	Ds_00014235-RA	Bevul.9G226900.1.p
OG0001658	Ds_00004205-RA	Bevul.2G170400.1.p
OG0001659	Ds_00006356-RA	Bevul.1G131200.1.p
OG0001659	Ds_00009904-RA	Bevul.5G044100.2.p, Bevul.5G044100.1.p
OG0001661	Ds_00004208-RA	Bevul.2G171100.1.p, Bevul.2G171100.4.p, Bevul.2G171100.3.p, Bevul.2G171100.2.p
OG0001662	Ds_00003352-RA	Bevul.2G002500.3.p, Bevul.2G002500.1.p, Bevul.2G002500.2.p
OG0001663	Ds_00000105-RA	Bevul.4G115000.1.p
OG0001665	Ds_00010453-RA	Bevul.3G224900.1.p, Bevul.2G110000.3.p, Bevul.2G110000.1.p, Bevul.2G110000.2.p
OG0001666	Ds_00016408-RA	Bevul.3G067600.1.p
OG0001667	Ds_00004578-RA	Bevul.1G177400.1.p
OG0001668	Ds_00013306-RA	Bevul.8G142100.1.p
OG0001669	Ds_00005081-RA	Bevul.3G002400.1.p
OG0001669	Ds_00000476-RA	Bevul.7G167700.1.p
OG0001670	Ds_00008772-RA	Bevul.7G056300.2.p, Bevul.7G056300.1.p, Bevul.7G056300.4.p, Bevul.7G056300.3.p
OG0001671	Ds_00011539-RA, Ds_00011540-RA	Bevul.8G023200.1.p
OG0001672	Ds_00005225-RA	Bevul.9G018500.1.p
OG0001673	Ds_00003908-RA	Bevul.4G197600.1.p
OG0001674	Ds_00005759-RA, Ds_00012670-RA, Ds_00009377-RA	Bevul.3G211200.1.p
OG0001675	Ds_00007046-RA	Bevul.4G106500.1.p
OG0001675	Ds_00014328-RA, Ds_00015965-RA	Bevul.7G016200.1.p
OG0001677	Ds_00009502-RA	Bevul.6G167300.1.p, Bevul.8G093500.1.p
OG0001679	Ds_00014878-RA	Bevul.5G056900.1.p
OG0001680	Ds_00015156-RA	Bevul.8G079700.1.p
OG0001681	Ds_00005442-RA, Ds_00002929-RA	Bevul.1G215300.1.p
OG0001682	Ds_00007889-RA	Bevul.3G122800.1.p
OG0001684	Ds_00001965-RA	Bevul.6G145600.1.p
OG0001685	Ds_00013256-RA	Bevul.4G077000.1.p
OG0001685	Ds_00001003-RA, Ds_00006550-RA	Bevul.7G117200.1.p
OG0001686	Ds_00003176-RA	Bevul.5G200100.1.p
OG0001686	Ds_00014104-RA	Bevul.5G242900.1.p
OG0001687	Ds_00009785-RA, Ds_00009786-RA	Bevul.1G056900.1.p
OG0001688	Ds_00001095-RA	Bevul.3G084100.1.p
OG0001689	Ds_00008943-RA	Bevul.7G038400.1.p
OG0001689	Ds_00004699-RA	Bevul.4G134500.1.p
OG0001690	Ds_00014199-RA	Bevul.1G217000.1.p
OG0001691	Ds_00006552-RA	Bevul.7G118300.1.p
OG0001692	Ds_00003661-RA	Bevul.4G204800.1.p
OG0001693	Ds_00003686-RA	Bevul.4G164600.1.p
OG0001695	Ds_00007974-RA, Ds_00007973-RA	Bevul.4G143000.1.p, Bevul.4G143300.1.p, Bevul.4G143500.1.p, Bevul.4G143100.1.p
OG0001696	Ds_00017308-RA	Bevul.3G111100.1.p
OG0001696	Ds_00016694-RA, Ds_00005343-RA	Bevul.5G186200.1.p
OG0001697	Ds_00017399-RA	Bevul.6G210500.1.p
OG0001698	Ds_00017594-RA	Bevul.6G165700.1.p
OG0001698	Ds_00002958-RA	Bevul.5G094700.1.p
OG0001699	Ds_00004171-RA	Bevul.9G011600.2.p, Bevul.9G011600.1.p
OG0001700	Ds_00005329-RA, Ds_00017052-RA	Bevul.5G180500.1.p
OG0001701	Ds_00001502-RA	Bevul.1G086900.1.p
OG0001702	Ds_00007438-RA	Bevul.7G131100.1.p
OG0001702	Ds_00014229-RA	Bevul.2G196400.2.p, Bevul.2G196400.1.p
OG0001703	Ds_00006714-RA	Bevul.2G211800.1.p
OG0001703	Ds_00000169-RA	Bevul.5G147000.1.p
OG0001704	Ds_00017929-RA	Bevul.2G230900.1.p
OG0001705	Ds_00016836-RA, Ds_00016837-RA, Ds_00007191-RA	Bevul.5G204600.1.p, Bevul.4G058600.1.p
OG0001705	Ds_00011638-RA	Bevul.2G217800.1.p
OG0001717	Ds_00008556-RA	Bevul.8G024500.1.p
OG0001717	Ds_00013403-RA, Ds_00011254-RA	Bevul.3G043600.1.p, Bevul.2G154600.1.p
OG0001718	Ds_00016652-RA, Ds_00003696-RA	Bevul.4G170500.1.p
OG0001719	Ds_00011464-RA, Ds_00009661-RA	Bevul.7G018500.1.p
OG0001721	Ds_00006735-RA	Bevul.6G020600.1.p
OG0001723	Ds_00016352-RA	Bevul.2G032200.1.p
OG0001724	Ds_00000898-RA	Bevul.7G078000.5.p, Bevul.7G078000.1.p, Bevul.7G078000.2.p, Bevul.7G078000.3.p, Bevul.7G078000.4.p
OG0001725	Ds_00007392-RA, Ds_00004846-RA	Bevul.8G142300.1.p, Bevul.7G218600.1.p, Bevul.5G055300.1.p
OG0001728	Ds_00012079-RA	Bevul.7G098600.4.p, Bevul.7G098600.2.p, Bevul.7G098600.7.p, Bevul.7G098600.8.p, Bevul.7G098600.3.p, Bevul.7G098600.14.p, Bevul.7G098600.13.p, Bevul.7G098600.10.p, Bevul.7G098600.5.p, Bevul.7G098600.11.p, Bevul.7G098600.12.p, Bevul.7G098600.1.p, Bevul.7G098600.9.p, Bevul.7G098600.6.p
OG0001729	Ds_00004624-RA, Ds_00006421-RA	Bevul.3G096200.1.p
OG0001730	Ds_00006268-RA	Bevul.4G138100.1.p
OG0001731	Ds_00011565-RA, Ds_00008314-RA	Bevul.7G181300.1.p
OG0001731	Ds_00007042-RA	Bevul.4G107300.1.p
OG0001732	Ds_00008561-RA	Bevul.4G153200.1.p
OG0001733	Ds_00005842-RA	Bevul.9G048800.5.p, Bevul.9G048800.3.p, Bevul.9G048800.4.p, Bevul.9G048800.1.p, Bevul.9G048800.2.p
OG0001734	Ds_00014957-RA	Bevul.2G044000.1.p
OG0001734	Ds_00005781-RA, Ds_00000853-RA	Bevul.3G207400.1.p
OG0001735	Ds_00005818-RA	Bevul.2G237700.1.p
OG0001735	Ds_00008250-RA	Bevul.5G022100.1.p
OG0001736	Ds_00015639-RA	Bevul.3G114700.1.p
OG0001736	Ds_00004109-RA	Bevul.9G059400.1.p
OG0001737	Ds_00016841-RA, Ds_00012614-RA	Bevul.3G230700.1.p
OG0001738	Ds_00007142-RA	Bevul.3G170900.1.p
OG0001738	Ds_00005538-RA	Bevul.7G126900.1.p
OG0001739	Ds_00014973-RA	Bevul.7G101100.1.p
OG0001739	Ds_00003667-RA	Bevul.7G101000.1.p
OG0001740	Ds_00000654-RA	Bevul.9G189400.1.p
OG0001740	Ds_00007239-RA	Bevul.8G172000.1.p
OG0001742	Ds_00003279-RA	Bevul.2G101200.3.p, Bevul.2G101200.4.p, Bevul.2G101200.1.p, Bevul.2G101200.2.p
OG0001744	Ds_00007753-RA	Bevul.5G130100.1.p, Bevul.7G133500.1.p, Bevul.8G097200.1.p
OG0001745	Ds_00003232-RA	Bevul.3G059900.1.p
OG0001746	Ds_00000039-RA	Bevul.9G139100.2.p, Bevul.9G139100.1.p
OG0001746	Ds_00001449-RA	Bevul.6G034600.1.p
OG0001747	Ds_00012853-RA	Bevul.1G030700.1.p
OG0001747	Ds_00016704-RA	Bevul.6G223400.1.p
OG0001748	Ds_00002537-RA	Bevul.8G111700.1.p
OG0001750	Ds_00013339-RA	Bevul.9G149500.3.p, Bevul.9G149500.2.p, Bevul.9G149500.1.p
OG0001750	Ds_00007471-RA	Bevul.1G042800.1.p
OG0001751	Ds_00017823-RA, Ds_00016570-RA	Bevul.6G062800.1.p
OG0001752	Ds_00015037-RA	Bevul.1G038800.1.p
OG0001752	Ds_00008209-RA	Bevul.9G124300.1.p, Bevul.9G124300.2.p
OG0001753	Ds_00016603-RA	Bevul.6G020400.1.p
OG0001754	Ds_00008172-RA	Bevul.1G107000.1.p
OG0001755	Ds_00006527-RA	Bevul.1G077600.1.p
OG0001757	Ds_00012203-RA	Bevul.9G216500.1.p
OG0001758	Ds_00013426-RA	Bevul.6G076000.1.p
OG0001759	Ds_00013191-RA	Bevul.6G021600.1.p
OG0001759	Ds_00016526-RA	Bevul.9G168500.1.p
OG0001761	Ds_00001210-RA, Ds_00010180-RA	Bevul.9G094600.2.p, Bevul.9G094600.1.p
OG0001762	Ds_00010178-RA	Bevul.9G096300.1.p
OG0001763	Ds_00011195-RA	Bevul.6G049800.1.p
OG0001763	Ds_00005173-RA	Bevul.9G034500.1.p
OG0001764	Ds_00010832-RA	Bevul.8G083800.1.p
OG0001764	Ds_00014537-RA	Bevul.4G087400.1.p
OG0001765	Ds_00000549-RA	Bevul.1G006200.1.p
OG0001766	Ds_00007821-RA	Bevul.5G247500.1.p, Bevul.5G247400.1.p, Bevul.5G247200.1.p, Bevul.5G247100.1.p
OG0001767	Ds_00001317-RA	Bevul.5G033800.1.p
OG0001767	Ds_00012044-RA, Ds_00009958-RA	Bevul.3G077600.1.p
OG0001768	Ds_00002395-RA	Bevul.9G116900.1.p
OG0001769	Ds_00003367-RA	Bevul.2G119200.1.p
OG0001769	Ds_00002568-RA	Bevul.2G124600.1.p
OG0001769	Ds_00008236-RA	Bevul.8G149600.1.p
OG0001770	Ds_00009871-RA, Ds_00010352-RA, Ds_00017803-RA	Bevul.3G174800.1.p
OG0001770	Ds_00008863-RA, Ds_00000097-RA	Bevul.8G135300.1.p
OG0001771	Ds_00000679-RA, Ds_00002443-RA	Bevul.9G195400.1.p
OG0001771	Ds_00012890-RA	Bevul.8G181300.1.p
OG0001772	Ds_00015771-RA	Bevul.8G206800.1.p
OG0001772	Ds_00000442-RA	Bevul.7G153000.1.p
OG0001774	Ds_00017530-RA	Bevul.5G039600.1.p
OG0001774	Ds_00008798-RA	Bevul.1G124200.1.p, Bevul.1G124100.1.p
OG0001775	Ds_00009915-RA	Bevul.8G119900.1.p
OG0001776	Ds_00016023-RA	Bevul.8G136500.1.p
OG0001777	Ds_00002858-RA	Bevul.1G195500.1.p
OG0001778	Ds_00013268-RA	Bevul.5G078500.1.p
OG0001778	Ds_00009230-RA	Bevul.1G146300.1.p
OG0001779	Ds_00016862-RA	Bevul.8G207700.1.p
OG0001780	Ds_00001291-RA, Ds_00016911-RA, Ds_00016910-RA, Ds_00016908-RA	Bevul.5G028200.1.p, Bevul.3G140100.1.p, Bevul.5G028100.1.p
OG0001781	Ds_00007756-RA	Bevul.5G031900.1.p
OG0001781	Ds_00006586-RA	Bevul.2G236900.1.p
OG0001783	Ds_00016417-RA	Bevul.8G205900.1.p, Bevul.5G159600.1.p
OG0001784	Ds_00004946-RA	Bevul.4G004000.1.p
OG0001784	Ds_00009813-RA	Bevul.8G120800.1.p
OG0001785	Ds_00000113-RA, Ds_00008879-RA	Bevul.8G131400.1.p
OG0001786	Ds_00012397-RA, Ds_00004735-RA, Ds_00000931-RA	Bevul.3G048700.1.p, Bevul.3G049600.1.p, Bevul.3G048400.1.p, Bevul.3G048300.1.p
OG0001787	Ds_00010127-RA	Bevul.7G184100.1.p
OG0001788	Ds_00001718-RA, Ds_00011784-RA	Bevul.4G020500.1.p
OG0001789	Ds_00014781-RA	Bevul.8G031100.1.p, Bevul.9G220000.1.p, Bevul.9G220100.1.p
OG0001790	Ds_00007424-RA, Ds_00007421-RA, Ds_00011144-RA	Bevul.5G103100.1.p
OG0001791	Ds_00011772-RA	Bevul.4G028400.1.p
OG0001793	Ds_00006901-RA	Bevul.2G240500.1.p
OG0001793	Ds_00016327-RA	Bevul.9G071400.1.p
OG0001793	Ds_00015208-RA, Ds_00015119-RA	Bevul.8G030300.1.p
OG0001794	Ds_00007511-RA, Ds_00010053-RA	Bevul.2G106900.1.p, Bevul.8G081200.1.p
OG0001795	Ds_00007325-RA, Ds_00007530-RA	Bevul.2G159900.4.p, Bevul.2G159900.5.p, Bevul.2G159900.3.p, Bevul.2G159900.2.p, Bevul.2G159900.1.p
OG0001796	Ds_00014298-RA, Ds_00006828-RA	Bevul.7G002100.2.p, Bevul.7G002100.1.p, Bevul.2G030700.1.p
OG0001797	Ds_00007167-RA	Bevul.3G176600.1.p
OG0001799	Ds_00010307-RA	Bevul.7G064000.2.p, Bevul.7G064000.1.p, Bevul.7G064000.3.p
OG0001800	Ds_00008302-RA, Ds_00010133-RA	Bevul.7G182900.1.p, Bevul.7G182800.1.p
OG0001801	Ds_00005942-RA, Ds_00012731-RA, Ds_00012732-RA	Bevul.8G061800.1.p, Bevul.2G076600.1.p
OG0001801	Ds_00008528-RA, Ds_00013227-RA, Ds_00005912-RA	Bevul.6G143000.1.p
OG0001802	Ds_00013860-RA	Bevul.2G032500.1.p, Bevul.2G032500.2.p
OG0001803	Ds_00001467-RA	Bevul.6G020500.1.p
OG0001804	Ds_00010503-RA	Bevul.6G078800.1.p
OG0001805	Ds_00005685-RA	Bevul.3G046200.1.p
OG0001808	Ds_00003497-RA, Ds_00001587-RA	Bevul.5G159700.1.p
OG0001809	Ds_00008643-RA	Bevul.3G021000.1.p
OG0001810	Ds_00001082-RA	Bevul.5G240800.1.p
OG0001810	Ds_00006272-RA	Bevul.4G136900.1.p
OG0001811	Ds_00012751-RA	Bevul.9G170400.1.p
OG0001812	Ds_00003754-RA, Ds_00016269-RA	Bevul.5G207000.1.p
OG0001812	Ds_00009006-RA	Bevul.6G196200.1.p
OG0001813	Ds_00016287-RA	Bevul.1G130900.1.p
OG0001813	Ds_00001309-RA	Bevul.5G043900.1.p
OG0001814	Ds_00016687-RA	Bevul.5G187900.1.p
OG0001814	Ds_00010573-RA, Ds_00008438-RA	Bevul.6G236100.1.p
OG0001815	Ds_00017053-RA	Bevul.5G180800.1.p
OG0001816	Ds_00015240-RA, Ds_00011073-RA	Bevul.2G196300.1.p
OG0001817	Ds_00013521-RA	Bevul.5G091600.1.p
OG0001818	Ds_00012300-RA, Ds_00001156-RA	Bevul.9G075200.1.p
OG0001818	Ds_00002219-RA	Bevul.4G040600.1.p, Bevul.4G040700.1.p
OG0001819	Ds_00017239-RA	Bevul.5G195900.1.p
OG0001819	Ds_00004326-RA	Bevul.6G242400.1.p
OG0001820	Ds_00017071-RA	Bevul.6G179800.1.p
OG0001821	Ds_00007654-RA	Bevul.3G015200.1.p
OG0001821	Ds_00005109-RA	Bevul.5G094100.1.p
OG0001822	Ds_00005859-RA	Bevul.2G154700.3.p, Bevul.2G154700.1.p, Bevul.2G154700.2.p
OG0001823	Ds_00003439-RA	Bevul.2G156400.1.p, Bevul.2G156100.1.p, Bevul.2G156200.1.p, Bevul.2G156300.1.p, Bevul.2G158000.1.p, Bevul.2G157600.1.p, Bevul.2G157600.2.p
OG0001824	Ds_00010233-RA, Ds_00008623-RA, Ds_00010442-RA	Bevul.6G126000.1.p, Bevul.5G144800.1.p, Bevul.8G083100.1.p, Bevul.6G127400.1.p, Bevul.5G134500.1.p, Bevul.8G108000.1.p, Bevul.6G146700.1.p, Bevul.4G077900.1.p, Bevul.3G126300.1.p, Bevul.6G111800.1.p, Bevul.8G119800.1.p, Bevul.1G059100.1.p
OG0001833	Ds_00003349-RA, Ds_00003380-RA	Bevul.2G121700.1.p, Bevul.2G121700.2.p, Bevul.2G121600.1.p, Bevul.2G121500.1.p, Bevul.2G246300.2.p, Bevul.2G246300.3.p, Bevul.2G246300.1.p, Bevul.2G246000.1.p, Bevul.6G181100.1.p, Bevul.2G121400.1.p, Bevul.2G121200.2.p, Bevul.2G121200.4.p, Bevul.2G121200.3.p, Bevul.2G121200.5.p, Bevul.2G121200.1.p, Bevul.2G121200.6.p
OG0001834	Ds_00017836-RA, Ds_00007074-RA	Bevul.4G164300.1.p
OG0001835	Ds_00002086-RA, Ds_00015779-RA, Ds_00015781-RA	Bevul.7G227300.1.p, Bevul.7G227100.1.p, Bevul.4G110100.1.p
OG0001836	Ds_00006280-RA, Ds_00006178-RA	Bevul.4G139000.1.p
OG0001839	Ds_00002337-RA	Bevul.7G011200.1.p, Bevul.7G011200.2.p, Bevul.7G166200.1.p
OG0001841	Ds_00006160-RA	Bevul.4G131900.1.p
OG0001842	Ds_00009536-RA	Bevul.9G022600.1.p
OG0001842	Ds_00011783-RA	Bevul.4G020800.1.p
OG0001843	Ds_00009339-RA	Bevul.3G229600.1.p
OG0001845	Ds_00017707-RA	Bevul.2G214100.2.p, Bevul.2G214100.1.p
OG0001846	Ds_00007833-RA	Bevul.2G228400.1.p, Bevul.2G228400.2.p
OG0001847	Ds_00012597-RA, Ds_00017643-RA	Bevul.3G036300.1.p
OG0001848	Ds_00008582-RA, Ds_00006496-RA	Bevul.6G126400.1.p
OG0001850	Ds_00014656-RA	Bevul.3G130500.1.p
OG0001851	Ds_00007095-RA	Bevul.5G163000.1.p
OG0001852	Ds_00010476-RA	Bevul.7G104900.1.p
OG0001852	Ds_00005879-RA	Bevul.6G132400.1.p
OG0001853	Ds_00001470-RA, Ds_00013195-RA	Bevul.6G022600.1.p
OG0001853	Ds_00000352-RA	Bevul.1G154500.1.p
OG0001854	Ds_00006850-RA	Bevul.7G013400.1.p, Bevul.7G013400.2.p
OG0001855	Ds_00006006-RA	Bevul.7G037800.1.p, Bevul.7G037900.1.p
OG0001856	Ds_00011946-RA, Ds_00011945-RA	Bevul.1G119900.1.p
OG0001856	Ds_00009335-RA	Bevul.3G232800.1.p
OG0001857	Ds_00005084-RA	Bevul.3G002900.1.p
OG0001859	Ds_00006571-RA	Bevul.7G001500.2.p, Bevul.7G001500.1.p, Bevul.7G125100.1.p
OG0001860	Ds_00014505-RA	Bevul.6G026300.1.p
OG0001860	Ds_00011294-RA, Ds_00000372-RA	Bevul.1G159900.1.p, Bevul.1G159800.1.p
OG0001862	Ds_00015752-RA, Ds_00007906-RA	Bevul.1G055100.1.p
OG0001864	Ds_00015538-RA, Ds_00004037-RA	Bevul.4G189500.1.p
OG0001865	Ds_00013542-RA	Bevul.5G256500.1.p
OG0001866	Ds_00005396-RA	Bevul.6G093600.1.p
OG0001867	Ds_00003957-RA	Bevul.4G177100.1.p
OG0001867	Ds_00013307-RA	Bevul.8G142000.1.p
OG0001868	Ds_00007875-RA, Ds_00015742-RA	Bevul.1G050600.1.p
OG0001869	Ds_00011880-RA, Ds_00005405-RA	Bevul.6G088300.1.p
OG0001870	Ds_00007960-RA, Ds_00009837-RA, Ds_00007148-RA, Ds_00007161-RA	Bevul.8G212200.1.p
OG0001871	Ds_00002536-RA	Bevul.1G004700.1.p
OG0001871	Ds_00012150-RA	Bevul.8G113400.1.p
OG0001872	Ds_00013014-RA	Bevul.9G137600.2.p, Bevul.9G137600.1.p
OG0001872	Ds_00001445-RA	Bevul.6G033600.1.p
OG0001873	Ds_00012015-RA, Ds_00012960-RA	Bevul.9G156100.1.p, Bevul.9G174500.1.p
OG0001873	Ds_00017037-RA, Ds_00000289-RA	Bevul.9G174800.1.p, Bevul.9G174600.1.p, Bevul.9G156200.1.p, Bevul.9G156200.2.p, Bevul.9G156300.1.p
OG0001874	Ds_00010969-RA	Bevul.6G069500.1.p
OG0001874	Ds_00010120-RA	Bevul.7G187600.1.p, Bevul.9G115700.2.p, Bevul.9G115700.1.p
OG0001875	Ds_00000325-RA, Ds_00008894-RA	Bevul.9G160600.1.p, Bevul.9G160600.4.p, Bevul.9G160600.3.p, Bevul.9G160600.2.p
OG0001876	Ds_00005401-RA	Bevul.6G089800.1.p
OG0001877	Ds_00006824-RA	Bevul.7G000700.2.p, Bevul.7G000700.1.p
OG0001878	Ds_00001771-RA	Bevul.4G056200.1.p, Bevul.4G056300.1.p
OG0001878	Ds_00007716-RA	Bevul.8G031500.1.p
OG0001880	Ds_00001875-RA, Ds_00008950-RA	Bevul.7G233200.1.p
OG0001881	Ds_00011542-RA	Bevul.8G023300.1.p
OG0001883	Ds_00008082-RA	Bevul.6G216600.1.p
OG0001884	Ds_00001169-RA	Bevul.9G078400.1.p
OG0001884	Ds_00007570-RA	Bevul.4G066100.1.p
OG0001885	Ds_00014005-RA	Bevul.3G000800.1.p, Bevul.9G072500.1.p, Bevul.6G154500.1.p
OG0001886	Ds_00015296-RA	Bevul.5G132900.1.p
OG0001886	Ds_00001708-RA	Bevul.4G013400.1.p
OG0001887	Ds_00012311-RA	Bevul.9G082900.2.p, Bevul.9G082900.1.p
OG0001887	Ds_00007550-RA	Bevul.4G071700.1.p
OG0001888	Ds_00013567-RA, Ds_00000013-RA, Ds_00012212-RA	Bevul.9G145500.1.p
OG0001888	Ds_00007401-RA	Bevul.5G105900.1.p
OG0001889	Ds_00015622-RA	Bevul.3G088900.1.p
OG0001890	Ds_00008763-RA, Ds_00013715-RA	Bevul.1G216300.1.p
OG0001892	Ds_00016867-RA, Ds_00007950-RA	Bevul.8G209400.1.p
OG0001893	Ds_00004474-RA, Ds_00013369-RA	Bevul.7G220400.1.p
OG0001894	Ds_00012957-RA	Bevul.3G081000.1.p
OG0001895	Ds_00000237-RA	Bevul.8G199600.1.p
OG0001895	Ds_00007326-RA	Bevul.2G158500.1.p
OG0001896	Ds_00004229-RA	Bevul.2G176300.2.p, Bevul.2G176300.1.p
OG0001896	Ds_00015372-RA	Bevul.8G169000.1.p
OG0001897	Ds_00002323-RA	Bevul.7G163100.1.p
OG0001898	Ds_00000088-RA, Ds_00008862-RA	Bevul.8G136900.1.p, Bevul.7G169900.1.p
OG0001899	Ds_00009860-RA, Ds_00008240-RA	Bevul.8G151600.1.p
OG0001900	Ds_00007232-RA	Bevul.8G170500.1.p, Bevul.8G170400.1.p
OG0001900	Ds_00017783-RA	Bevul.2G176500.1.p
OG0001901	Ds_00008803-RA	Bevul.1G126000.1.p
OG0001903	Ds_00017637-RA, Ds_00005641-RA	Bevul.1G192200.1.p
OG0001903	Ds_00011643-RA, Ds_00012513-RA, Ds_00002850-RA	Bevul.3G037800.1.p
OG0001904	Ds_00002572-RA, Ds_00009943-RA	Bevul.2G164800.1.p
OG0001906	Ds_00007500-RA, Ds_00010073-RA	Bevul.7G208400.1.p
OG0001906	Ds_00009615-RA	Bevul.2G099100.1.p
OG0001907	Ds_00002339-RA	Bevul.7G166400.1.p
OG0001908	Ds_00012263-RA	Bevul.9G067500.2.p, Bevul.9G067500.1.p
OG0001909	Ds_00009771-RA	Bevul.9G170800.1.p, Bevul.8G082600.1.p, Bevul.9G170700.1.p
OG0001910	Ds_00015403-RA, Ds_00001993-RA	Bevul.7G062300.1.p
OG0001911	Ds_00009531-RA	Bevul.4G021500.1.p
OG0001912	Ds_00014325-RA, Ds_00014324-RA	Bevul.7G014000.1.p, Bevul.7G013700.1.p, Bevul.7G013700.4.p, Bevul.7G013700.3.p, Bevul.7G013700.2.p, Bevul.6G030500.2.p, Bevul.6G030500.1.p
OG0001913	Ds_00014542-RA, Ds_00015766-RA, Ds_00009820-RA	Bevul.8G008900.1.p, Bevul.9G226600.1.p
OG0001914	Ds_00013850-RA	Bevul.8G014100.1.p, Bevul.8G014200.1.p, Bevul.8G014000.1.p, Bevul.8G000600.1.p
OG0001915	Ds_00012410-RA	Bevul.7G072200.4.p, Bevul.7G072200.3.p, Bevul.7G072200.1.p, Bevul.7G072200.2.p
OG0001916	Ds_00004154-RA	Bevul.7G046800.2.p, Bevul.7G046800.1.p
OG0001917	Ds_00013378-RA	Bevul.8G053900.1.p
OG0001919	Ds_00014748-RA	Bevul.2G164200.3.p, Bevul.2G164200.1.p, Bevul.2G164200.2.p, Bevul.2G083100.3.p, Bevul.2G083100.1.p, Bevul.2G083100.2.p
OG0001920	Ds_00008707-RA	Bevul.7G027900.1.p, Bevul.7G027900.2.p, Bevul.7G027900.3.p, Bevul.7G027900.4.p
OG0001921	Ds_00009543-RA	Bevul.9G024800.1.p
OG0001921	Ds_00009166-RA	Bevul.6G241000.1.p
OG0001922	Ds_00000985-RA	Bevul.7G109700.1.p
OG0001923	Ds_00006547-RA	Bevul.7G116600.1.p
OG0001924	Ds_00010914-RA, Ds_00010915-RA, Ds_00011196-RA	Bevul.6G088000.1.p, Bevul.6G088200.1.p
OG0001925	Ds_00002520-RA, Ds_00000560-RA	Bevul.1G003000.1.p
OG0001926	Ds_00008160-RA	Bevul.1G105000.1.p
OG0001927	Ds_00012208-RA	Bevul.9G215800.1.p
OG0001928	Ds_00010986-RA	Bevul.2G051500.2.p, Bevul.2G051500.1.p
OG0001929	Ds_00016541-RA	Bevul.4G216400.1.p
OG0001929	Ds_00004384-RA, Ds_00016193-RA	Bevul.4G051500.1.p
OG0001930	Ds_00000235-RA	Bevul.2G094600.2.p, Bevul.2G094600.3.p, Bevul.2G094600.1.p, Bevul.6G127200.1.p
OG0001931	Ds_00012446-RA, Ds_00016165-RA	Bevul.5G196100.1.p
OG0001932	Ds_00011925-RA	Bevul.1G149300.1.p
OG0001933	Ds_00004342-RA	Bevul.6G245200.1.p
OG0001933	Ds_00016158-RA, Ds_00003735-RA	Bevul.5G200200.1.p
OG0001936	Ds_00006999-RA, Ds_00006238-RA	Bevul.4G119600.1.p
OG0001937	Ds_00016160-RA	Bevul.5G197900.1.p
