Orthogroup	G_max.proteins	B_vulgaris.proteins
OG0000481	GmISU01.07G012800.1.p, GmISU01.13G311800.3.p	Bevul.9G115200.1.p
OG0000481	GmISU01.04G079200.1.p, GmISU01.06G080800.4.p, GmISU01.06G080800.5.p, GmISU01.06G080800.1.p	Bevul.2G153300.1.p
OG0000482	GmISU01.05G025600.4.p, GmISU01.05G025600.1.p, GmISU01.05G025600.2.p, GmISU01.05G025600.3.p, GmISU01.17G090000.5.p, GmISU01.17G090000.1.p, GmISU01.17G090000.2.p, GmISU01.06G174300.4.p, GmISU01.06G174300.6.p, GmISU01.06G174300.8.p, GmISU01.06G174300.5.p, GmISU01.06G174300.7.p, GmISU01.04G140000.1.p	Bevul.9G051200.1.p
OG0000484	GmISU01.12G062000.2.p, GmISU01.12G062000.1.p, GmISU01.11G160000.1.p	Bevul.9G051500.1.p, Bevul.9G051500.3.p, Bevul.9G051500.6.p, Bevul.9G051500.4.p, Bevul.9G051500.2.p, Bevul.9G051500.5.p, Bevul.9G051500.7.p, Bevul.9G051500.10.p, Bevul.9G051500.9.p, Bevul.9G051500.8.p
OG0000485	GmISU01.01G073400.1.p, GmISU01.01G073400.2.p, GmISU01.01G073400.7.p, GmISU01.01G073400.8.p, GmISU01.01G073400.5.p, GmISU01.01G073400.6.p, GmISU01.01G073400.3.p, GmISU01.02G114300.1.p	Bevul.6G117000.1.p
OG0000485	GmISU01.04G118400.1.p, GmISU01.06G187300.2.p	Bevul.5G168900.1.p
OG0000485	GmISU01.05G006400.1.p, GmISU01.19G006800.1.p	Bevul.4G096900.1.p
OG0000486	GmISU01.12G196900.2.p, GmISU01.12G197000.1.p, GmISU01.12G196850.1.p	Bevul.9G190900.1.p
OG0000489	GmISU01.12G002400.1.p, GmISU01.12G002400.2.p	Bevul.1G203300.1.p
OG0000489	GmISU01.20G185600.1.p, GmISU01.10G132400.1.p	Bevul.4G190700.1.p
OG0000490	GmISU01.10G027100.8.p, GmISU01.10G027100.7.p, GmISU01.10G027100.4.p, GmISU01.10G027100.9.p, GmISU01.10G027100.6.p, GmISU01.10G027100.3.p, GmISU01.10G027100.1.p, GmISU01.10G027100.2.p, GmISU01.10G027100.5.p, GmISU01.13G027600.1.p, GmISU01.02G130300.5.p, GmISU01.02G130300.4.p, GmISU01.02G130300.7.p, GmISU01.02G130300.3.p, GmISU01.02G130300.8.p, GmISU01.02G130300.1.p, GmISU01.02G130300.6.p, GmISU01.02G130300.2.p, GmISU01.03G120300.14.p, GmISU01.03G120300.11.p, GmISU01.03G120300.10.p, GmISU01.03G120300.5.p, GmISU01.03G120300.2.p, GmISU01.19G124400.4.p, GmISU01.19G124400.8.p, GmISU01.19G124400.2.p, GmISU01.19G124400.7.p, GmISU01.17G155500.1.p, GmISU01.19G124400.6.p, GmISU01.19G124400.3.p, GmISU01.19G124400.9.p, GmISU01.19G124400.5.p, GmISU01.18G121100.1.p, GmISU01.03G120300.16.p, GmISU01.03G120300.13.p, GmISU01.03G120300.15.p, GmISU01.03G120300.4.p, GmISU01.03G120300.3.p, GmISU01.03G120300.7.p, GmISU01.03G120300.8.p, GmISU01.03G120300.9.p, GmISU01.03G120300.12.p	Bevul.5G235900.1.p
OG0000491	GmISU01.02G139200.1.p, GmISU01.10G018400.1.p, GmISU01.10G018300.1.p, GmISU01.02G139300.1.p	Bevul.7G094900.1.p, Bevul.7G094900.2.p
OG0000491	GmISU01.06G156800.2.p, GmISU01.06G156800.12.p, GmISU01.06G156800.10.p, GmISU01.06G156800.9.p, GmISU01.06G156800.5.p, GmISU01.06G156800.6.p, GmISU01.06G156800.13.p, GmISU01.06G156800.11.p, GmISU01.06G156800.1.p, GmISU01.06G156800.8.p, GmISU01.06G156800.7.p, GmISU01.04G157200.6.p, GmISU01.04G157200.2.p, GmISU01.04G157200.5.p, GmISU01.04G157200.3.p, GmISU01.05G043100.3.p, GmISU01.05G043100.2.p, GmISU01.05G043100.6.p, GmISU01.17G119200.3.p, GmISU01.17G119200.1.p, GmISU01.17G119200.2.p	Bevul.5G153200.1.p
OG0000492	GmISU01.11G182500.1.p, GmISU01.18G060400.1.p, GmISU01.14G157600.1.p, GmISU01.02G189200.1.p	Bevul.7G195000.1.p
OG0000492	GmISU01.02G216200.1.p, GmISU01.02G216200.2.p, GmISU01.14G057600.2.p, GmISU01.14G057600.3.p, GmISU01.14G057600.1.p, GmISU01.18G028200.2.p, GmISU01.18G028200.1.p, GmISU01.18G028200.3.p, GmISU01.11G206100.1.p, GmISU01.11G206100.2.p	Bevul.2G237800.1.p
OG0000494	GmISU01.06G276800.1.p, GmISU01.04G211700.1.p	Bevul.6G087100.1.p, Bevul.9G134100.1.p
OG0000495	GmISU01.01G170100.1.p, GmISU01.11G028500.1.p, GmISU01.17G127600.1.p, GmISU01.05G051800.1.p	Bevul.5G006100.1.p
OG0000495	GmISU01.06G061300.1.p, GmISU01.04G060900.1.p, GmISU01.14G105600.1.p, GmISU01.17G183000.1.p, GmISU01.17G183000.2.p	Bevul.2G177400.1.p
OG0000496	GmISU01.19G041700.1.p, GmISU01.19G041000.1.p, GmISU01.19G041000.2.p, GmISU01.19G041900.1.p, GmISU01.05G093900.1.p, GmISU01.13G024700.1.p, GmISU01.13G024100.1.p, GmISU01.19G041800.1.p, GmISU01.19G042000.1.p	Bevul.7G118500.1.p
OG0000496	GmISU01.03G209100.1.p, GmISU01.19G210000.1.p, GmISU01.03G055900.1.p, GmISU01.01G082700.1.p, GmISU01.10G135800.1.p, GmISU01.03G209200.1.p, GmISU01.19G210100.1.p	Bevul.4G191600.1.p
OG0000497	GmISU01.10G200900.1.p, GmISU01.20G119300.1.p, GmISU01.16G168700.1.p, GmISU01.09G115900.2.p	Bevul.3G075300.1.p
OG0000497	GmISU01.01G174600.1.p	Bevul.5G036100.1.p
OG0000498	GmISU01.07G076600.1.p, GmISU01.09G153300.1.p	Bevul.8G195000.1.p
OG0000498	GmISU01.14G070800.1.p	Bevul.6G084900.1.p
OG0000498	GmISU01.04G176300.1.p, GmISU01.06G136100.1.p	Bevul.6G056500.1.p
OG0000499	GmISU01.17G047100.1.p, GmISU01.17G047100.3.p, GmISU01.13G080100.1.p	Bevul.8G134100.1.p
OG0000499	GmISU01.07G033200.1.p, GmISU01.07G033200.2.p, GmISU01.16G003900.4.p, GmISU01.16G003900.1.p, GmISU01.16G003900.2.p, GmISU01.16G003900.3.p, GmISU01.17G194000.1.p, GmISU01.14G094400.1.p	Bevul.7G172000.1.p
OG0000499	GmISU01.17G002200.2.p, GmISU01.07G233400.1.p	Bevul.6G160000.1.p
OG0000500	GmISU01.04G116200.3.p, GmISU01.04G116200.4.p, GmISU01.04G116200.7.p, GmISU01.04G116200.5.p, GmISU01.04G116200.2.p, GmISU01.04G116200.11.p, GmISU01.04G116200.8.p, GmISU01.04G116200.9.p, GmISU01.04G116200.10.p, GmISU01.04G116200.6.p, GmISU01.11G166400.1.p, GmISU01.11G166400.5.p, GmISU01.11G166400.10.p, GmISU01.11G166400.8.p, GmISU01.11G166400.2.p, GmISU01.11G166400.9.p, GmISU01.11G166400.3.p, GmISU01.11G166400.7.p, GmISU01.15G198800.1.p, GmISU01.13G167000.1.p	Bevul.2G044800.15.p, Bevul.2G044800.16.p, Bevul.2G044800.11.p, Bevul.2G044800.10.p, Bevul.2G044800.3.p, Bevul.2G044800.12.p, Bevul.2G044800.9.p, Bevul.2G044800.13.p, Bevul.2G044800.8.p, Bevul.2G044800.19.p, Bevul.2G044800.2.p, Bevul.2G044800.7.p, Bevul.2G044800.18.p, Bevul.2G044800.6.p, Bevul.2G044800.1.p, Bevul.2G044800.21.p, Bevul.2G044800.20.p, Bevul.2G044800.14.p, Bevul.2G044800.17.p, Bevul.2G044800.5.p, Bevul.2G044800.4.p
OG0000501	GmISU01.04G161900.1.p, GmISU01.04G161900.2.p, GmISU01.06G151900.1.p, GmISU01.04G161900.4.p	Bevul.5G162300.1.p
OG0000502	GmISU01.11G056400.4.p, GmISU01.11G056400.5.p, GmISU01.11G056400.13.p, GmISU01.11G056400.11.p, GmISU01.11G056400.10.p, GmISU01.11G056400.14.p, GmISU01.11G056400.12.p, GmISU01.11G056400.15.p, GmISU01.11G056400.9.p, GmISU01.11G056400.3.p, GmISU01.11G056400.8.p, GmISU01.11G056400.2.p, GmISU01.01G142000.5.p, GmISU01.01G142000.7.p, GmISU01.01G142000.1.p, GmISU01.01G142000.3.p, GmISU01.01G142000.6.p, GmISU01.01G142000.2.p, GmISU01.01G142000.4.p, GmISU01.01G142000.8.p, GmISU01.01G142000.21.p, GmISU01.01G142000.12.p, GmISU01.01G142000.13.p, GmISU01.01G142000.11.p, GmISU01.01G142000.14.p, GmISU01.01G142000.15.p, GmISU01.01G142000.17.p, GmISU01.01G142000.18.p, GmISU01.01G142000.20.p, GmISU01.01G142000.16.p, GmISU01.01G142000.19.p, GmISU01.01G142000.9.p, GmISU01.01G142000.10.p, GmISU01.13G060400.1.p	Bevul.6G091700.1.p
OG0000503	GmISU01.04G140700.1.p	Bevul.5G195300.1.p
OG0000503	GmISU01.19G017900.1.p, GmISU01.13G043000.1.p, GmISU01.18G200200.1.p	Bevul.2G056500.1.p
OG0000504	GmISU01.01G027200.1.p, GmISU01.01G027200.3.p, GmISU01.01G027200.2.p, GmISU01.02G032800.1.p, GmISU01.08G255300.1.p	Bevul.6G187800.1.p
OG0000504	GmISU01.06G165500.1.p, GmISU01.06G165500.2.p, GmISU01.06G165500.3.p, GmISU01.04G148100.1.p, GmISU01.05G035100.2.p, GmISU01.17G081000.1.p	Bevul.5G214400.1.p
OG0000508	GmISU01.16G061100.1.p, GmISU01.10G176500.1.p, GmISU01.05G071900.1.p, GmISU01.17G164500.2.p	Bevul.2G115500.1.p, Bevul.2G114900.1.p, Bevul.2G115300.1.p, Bevul.2G115200.1.p, Bevul.2G115400.1.p
OG0000509	GmISU01.20G143600.1.p, GmISU01.10G172900.1.p, GmISU01.02G144500.2.p, GmISU01.02G144500.4.p	Bevul.2G119300.1.p, Bevul.2G119300.4.p, Bevul.2G119300.2.p, Bevul.2G119300.10.p, Bevul.2G119300.6.p, Bevul.2G119300.3.p, Bevul.2G119300.7.p, Bevul.2G119300.5.p, Bevul.2G119300.8.p, Bevul.2G119300.9.p
OG0000509	GmISU01.13G116000.1.p, GmISU01.10G052500.1.p	Bevul.7G056200.2.p, Bevul.7G056200.3.p, Bevul.7G056200.1.p
OG0000510	GmISU01.07G124100.2.p, GmISU01.07G124100.1.p, GmISU01.18G143700.1.p, GmISU01.18G143500.3.p, GmISU01.18G143500.1.p, GmISU01.07G124200.1.p, GmISU01.08G288900.1.p	Bevul.5G222700.1.p, Bevul.5G222600.1.p, Bevul.5G223100.1.p, Bevul.5G223200.1.p, Bevul.5G223300.1.p, Bevul.5G222900.1.p, Bevul.5G222800.1.p, Bevul.5G223000.1.p
OG0000510	GmISU01.11G110700.1.p, GmISU01.12G041200.1.p	Bevul.9G174700.1.p
OG0000511	GmISU01.06G219600.1.p, GmISU01.06G219600.2.p, GmISU01.08G238400.1.p, GmISU01.08G238400.2.p	Bevul.3G226300.1.p, Bevul.3G226400.1.p, Bevul.3G226500.1.p, Bevul.3G226700.1.p, Bevul.3G226600.1.p
OG0000512	GmISU01.07G150300.2.p	Bevul.9G181600.8.p
OG0000512	GmISU01.07G150300.4.p, GmISU01.07G150300.5.p, GmISU01.07G177600.6.p, GmISU01.07G177600.5.p, GmISU01.02G121500.4.p, GmISU01.02G121500.3.p	Bevul.9G181600.7.p, Bevul.9G181600.1.p, Bevul.9G181600.6.p, Bevul.9G181600.2.p, Bevul.9G181600.4.p
OG0000513	GmISU01.19G211300.1.p, GmISU01.10G137000.1.p, GmISU01.20G179300.2.p, GmISU01.18G185000.1.p	Bevul.8G153100.1.p
OG0000514	GmISU01.09G158600.3.p, GmISU01.09G158600.1.p, GmISU01.16G096700.1.p, GmISU01.09G158600.2.p	Bevul.1G043000.1.p
OG0000515	GmISU01.06G096900.5.p, GmISU01.06G096900.3.p, GmISU01.06G096900.1.p, GmISU01.06G096900.4.p, GmISU01.06G096900.2.p, GmISU01.14G141400.15.p, GmISU01.14G141400.10.p, GmISU01.14G141400.3.p, GmISU01.14G141400.11.p, GmISU01.14G141400.8.p, GmISU01.14G141400.2.p, GmISU01.14G141400.9.p, GmISU01.14G141400.4.p, GmISU01.14G141400.1.p, GmISU01.14G141400.13.p, GmISU01.14G141400.12.p, GmISU01.14G141400.14.p, GmISU01.13G060200.7.p, GmISU01.13G060200.3.p, GmISU01.13G060200.6.p, GmISU01.13G060200.5.p, GmISU01.13G060200.4.p, GmISU01.13G060200.8.p	Bevul.1G062300.1.p
OG0000516	GmISU01.13G253400.1.p, GmISU01.12G176600.1.p, GmISU01.06G233600.1.p, GmISU01.06G233600.2.p	Bevul.4G074900.1.p, Bevul.9G091200.1.p
OG0000517	GmISU01.13G212700.2.p, GmISU01.13G212700.1.p, GmISU01.15G063800.1.p, GmISU01.15G063800.2.p, GmISU01.07G159600.1.p, GmISU01.07G159600.3.p, GmISU01.08G054300.1.p	Bevul.8G011000.1.p
OG0000517	GmISU01.12G095300.1.p	Bevul.9G065500.3.p, Bevul.9G065500.2.p, Bevul.9G065500.1.p, Bevul.9G065500.4.p
OG0000520	GmISU01.08G306000.1.p	Bevul.5G224400.1.p
OG0000520	GmISU01.04G101400.2.p, GmISU01.06G271700.2.p, GmISU01.06G271700.1.p, GmISU01.04G101400.1.p	Bevul.3G089800.1.p
OG0000520	GmISU01.17G127200.6.p, GmISU01.05G051400.1.p, GmISU01.17G127200.3.p, GmISU01.17G127200.5.p, GmISU01.17G127200.2.p, GmISU01.17G127200.4.p	Bevul.5G007500.1.p
OG0000521	GmISU01.09G157000.3.p, GmISU01.09G157000.1.p, GmISU01.09G157000.2.p, GmISU01.09G157000.4.p	Bevul.3G039100.1.p
OG0000522	GmISU01.01G037300.1.p, GmISU01.02G021800.1.p, GmISU01.01G037200.1.p, GmISU01.01G037400.1.p, GmISU01.02G021700.1.p	Bevul.6G244500.1.p, Bevul.6G244700.1.p, Bevul.6G244600.1.p, Bevul.6G244800.1.p
OG0000523	GmISU01.02G111000.4.p, GmISU01.02G111000.2.p, GmISU01.02G111000.9.p, GmISU01.02G111000.8.p, GmISU01.02G111000.6.p, GmISU01.02G111000.1.p, GmISU01.02G111000.7.p, GmISU01.02G111000.3.p, GmISU01.01G057900.6.p, GmISU01.01G057900.8.p, GmISU01.01G057900.2.p, GmISU01.01G057900.7.p, GmISU01.01G057900.5.p, GmISU01.01G057900.1.p, GmISU01.01G057900.4.p, GmISU01.01G057900.3.p	Bevul.6G109200.1.p
OG0000523	GmISU01.19G032200.1.p, GmISU01.19G032200.2.p, GmISU01.19G032200.3.p, GmISU01.13G030700.1.p, GmISU01.18G219400.2.p, GmISU01.18G219400.1.p	Bevul.4G051000.1.p
OG0000528	GmISU01.12G060100.1.p, GmISU01.11G129400.1.p, GmISU01.13G292900.1.p, GmISU01.15G038700.1.p	Bevul.7G211900.1.p
OG0000528	GmISU01.03G135700.1.p, GmISU01.19G139000.1.p, GmISU01.13G105400.1.p, GmISU01.10G041900.1.p, GmISU01.03G135800.1.p, GmISU01.19G139100.1.p, GmISU01.19G138900.1.p, GmISU01.03G135600.1.p, GmISU01.13G105300.1.p, GmISU01.10G041800.1.p, GmISU01.13G105100.1.p, GmISU01.10G041700.1.p	Bevul.2G103200.1.p
OG0000530	GmISU01.19G206600.5.p, GmISU01.19G206600.13.p, GmISU01.19G206600.12.p, GmISU01.19G206600.14.p, GmISU01.19G206600.15.p, GmISU01.19G206600.8.p, GmISU01.19G206600.9.p, GmISU01.19G206600.11.p, GmISU01.19G206600.10.p, GmISU01.19G206600.6.p, GmISU01.19G206600.3.p, GmISU01.19G206600.16.p, GmISU01.19G206600.17.p, GmISU01.19G206600.4.p, GmISU01.03G205100.2.p, GmISU01.03G205100.1.p, GmISU01.03G205100.3.p, GmISU01.10G131300.1.p, GmISU01.10G131300.2.p, GmISU01.20G184800.1.p	Bevul.4G132100.1.p
OG0000530	GmISU01.10G150800.1.p, GmISU01.20G165700.2.p, GmISU01.20G165700.1.p	Bevul.3G095100.1.p
OG0000531	GmISU01.13G050900.2.p, GmISU01.20G034800.1.p	Bevul.9G062000.1.p
OG0000532	GmISU01.20G163800.1.p, GmISU01.10G152500.1.p, GmISU01.10G006400.1.p	Bevul.3G011400.1.p
OG0000532	GmISU01.09G049000.1.p, GmISU01.15G145200.1.p, GmISU01.09G049100.1.p, GmISU01.09G048900.1.p, GmISU01.15G145100.1.p	Bevul.5G247700.1.p
OG0000532	GmISU01.19G129400.1.p, GmISU01.03G125400.1.p, GmISU01.10G033300.1.p, GmISU01.13G094600.1.p	Bevul.3G011500.1.p
OG0000533	GmISU01.13G283800.1.p	Bevul.1G175300.1.p
OG0000534	GmISU01.13G125900.9.p, GmISU01.13G125900.8.p, GmISU01.13G125900.7.p, GmISU01.10G063600.1.p, GmISU01.19G157200.1.p, GmISU01.03G154900.1.p	Bevul.7G029300.1.p
OG0000535	GmISU01.13G009500.1.p, GmISU01.20G089000.1.p, GmISU01.20G089300.3.p, GmISU01.10G228700.2.p, GmISU01.20G089300.1.p, GmISU01.20G089100.1.p, GmISU01.10G228700.1.p	Bevul.6G135700.1.p
OG0000535	GmISU01.04G170200.2.p, GmISU01.04G170200.4.p, GmISU01.04G170200.3.p, GmISU01.06G143000.3.p, GmISU01.06G143000.1.p	Bevul.4G180300.1.p
OG0000536	GmISU01.10G050400.1.p, GmISU01.13G114100.2.p, GmISU01.13G114100.1.p, GmISU01.03G144600.1.p, GmISU01.03G144600.2.p, GmISU01.19G148100.1.p	Bevul.7G051100.1.p
OG0000537	GmISU01.20G103000.2.p, GmISU01.20G103000.1.p, GmISU01.10G215400.1.p, GmISU01.20G102800.1.p, GmISU01.10G215500.1.p, GmISU01.20G102900.1.p	Bevul.9G148800.1.p
OG0000537	GmISU01.20G103100.1.p, GmISU01.10G215300.1.p	Bevul.1G151200.1.p
OG0000538	GmISU01.03G127500.1.p, GmISU01.19G131500.1.p	Bevul.5G249300.1.p
OG0000538	GmISU01.20G168800.1.p, GmISU01.10G147600.1.p	Bevul.3G007600.1.p
OG0000539	GmISU01.04G089100.1.p	Bevul.1G108800.1.p
OG0000539	GmISU01.02G036400.1.p	Bevul.6G099100.1.p, Bevul.6G099200.1.p, Bevul.6G099000.1.p
OG0000540	GmISU01.18G143200.1.p, GmISU01.07G123900.1.p	Bevul.2G202400.1.p, Bevul.2G172700.1.p
OG0000541	GmISU01.05G148700.1.p, GmISU01.08G124500.1.p	Bevul.6G066500.1.p
OG0000541	GmISU01.10G156700.1.p, GmISU01.20G159200.1.p, GmISU01.20G159200.2.p	Bevul.5G049100.1.p
OG0000541	GmISU01.08G165300.2.p, GmISU01.08G165300.1.p, GmISU01.15G051500.1.p, GmISU01.15G051500.2.p	Bevul.9G148000.1.p, Bevul.9G148000.3.p, Bevul.9G148000.2.p
OG0000542	GmISU01.04G083300.1.p, GmISU01.06G084700.1.p, GmISU01.04G083200.1.p, GmISU01.06G084600.1.p	Bevul.1G171000.1.p, Bevul.1G170900.1.p
OG0000543	GmISU01.10G184000.1.p, GmISU01.20G133000.2.p, GmISU01.20G133000.1.p, GmISU01.20G133000.3.p, GmISU01.02G070400.4.p, GmISU01.02G070400.6.p, GmISU01.02G070400.1.p, GmISU01.02G070400.3.p, GmISU01.02G070400.5.p	Bevul.1G068600.1.p
OG0000543	GmISU01.13G159100.2.p, GmISU01.13G159100.1.p	Bevul.2G036800.5.p, Bevul.2G036800.4.p, Bevul.2G036800.7.p, Bevul.2G036800.12.p, Bevul.2G036800.2.p, Bevul.2G036800.9.p, Bevul.2G036800.3.p, Bevul.2G036800.10.p, Bevul.2G036800.8.p, Bevul.2G036800.11.p, Bevul.2G036800.14.p, Bevul.2G036800.13.p, Bevul.2G036800.16.p, Bevul.2G036800.15.p, Bevul.2G036800.1.p, Bevul.2G036800.6.p, Bevul.2G037000.3.p, Bevul.2G037000.1.p, Bevul.2G037000.5.p, Bevul.2G037000.2.p, Bevul.2G037000.6.p, Bevul.2G037000.4.p
OG0000544	GmISU01.06G162600.1.p, GmISU01.04G151200.2.p, GmISU01.04G151200.1.p, GmISU01.04G151200.3.p	Bevul.5G220500.1.p
OG0000544	GmISU01.09G230400.3.p, GmISU01.09G230400.1.p, GmISU01.03G032100.3.p, GmISU01.03G032100.1.p, GmISU01.03G032100.4.p, GmISU01.01G100700.1.p, GmISU01.01G100700.3.p	Bevul.7G007400.1.p
OG0000545	GmISU01.10G245300.6.p, GmISU01.10G245300.3.p, GmISU01.10G245300.4.p, GmISU01.10G245300.2.p, GmISU01.10G245300.5.p, GmISU01.10G245300.1.p, GmISU01.20G070700.2.p, GmISU01.20G070700.3.p, GmISU01.20G070700.1.p	Bevul.9G002100.1.p, Bevul.9G002100.2.p
OG0000546	GmISU01.20G155900.2.p, GmISU01.20G155900.1.p, GmISU01.10G161700.1.p, GmISU01.10G161700.2.p, GmISU01.20G153600.3.p, GmISU01.20G153600.2.p, GmISU01.20G153600.1.p, GmISU01.20G153800.1.p, GmISU01.20G153800.2.p	Bevul.3G063400.1.p, Bevul.3G061800.1.p
OG0000547	GmISU01.07G062700.1.p, GmISU01.16G031800.1.p	Bevul.1G180000.1.p
OG0000547	GmISU01.06G255700.1.p, GmISU01.12G093700.1.p, GmISU01.12G165400.2.p, GmISU01.12G165400.1.p, GmISU01.13G265000.3.p, GmISU01.12G165600.2.p, GmISU01.12G165600.1.p	Bevul.9G075600.1.p, Bevul.6G101100.1.p, Bevul.9G072000.1.p
OG0000548	GmISU01.18G109400.1.p, GmISU01.08G258200.1.p	Bevul.6G193300.1.p
OG0000548	GmISU01.17G171100.1.p, GmISU01.14G115300.1.p, GmISU01.14G115300.4.p, GmISU01.14G115300.3.p, GmISU01.14G115300.2.p, GmISU01.17G171100.2.p	Bevul.2G002700.1.p, Bevul.2G002700.3.p, Bevul.2G002700.2.p
OG0000550	GmISU01.09G227200.1.p, GmISU01.09G227200.2.p, GmISU01.18G164800.1.p, GmISU01.18G164800.3.p, GmISU01.18G164800.4.p, GmISU01.18G164800.5.p, GmISU01.18G164800.2.p	Bevul.7G001200.1.p
OG0000552	GmISU01.18G009700.2.p, GmISU01.18G009700.1.p, GmISU01.11G224500.1.p	Bevul.6G215000.1.p
OG0000552	GmISU01.19G059500.1.p, GmISU01.19G059500.2.p, GmISU01.05G065800.2.p, GmISU01.05G065800.1.p, GmISU01.19G062800.2.p, GmISU01.19G062800.3.p, GmISU01.19G062800.1.p	Bevul.6G214900.1.p
OG0000554	GmISU01.15G026600.20.p, GmISU01.15G026600.19.p, GmISU01.15G026600.4.p, GmISU01.15G026600.7.p, GmISU01.15G026600.8.p, GmISU01.15G026600.12.p, GmISU01.15G026600.9.p, GmISU01.15G026600.2.p, GmISU01.15G026600.15.p, GmISU01.15G026600.11.p, GmISU01.15G026600.6.p, GmISU01.15G026600.10.p, GmISU01.15G026600.1.p, GmISU01.15G026600.3.p, GmISU01.15G026600.5.p, GmISU01.15G026600.18.p, GmISU01.15G026600.17.p, GmISU01.15G026600.16.p, GmISU01.15G026600.13.p, GmISU01.15G026600.14.p, GmISU01.13G305300.15.p, GmISU01.13G305300.11.p, GmISU01.13G305300.8.p, GmISU01.13G305300.6.p, GmISU01.13G305300.3.p, GmISU01.13G305300.7.p, GmISU01.13G305300.4.p, GmISU01.13G305300.9.p, GmISU01.13G305300.13.p, GmISU01.13G305300.16.p, GmISU01.13G305300.2.p, GmISU01.13G305300.12.p	Bevul.3G106700.1.p
OG0000555	GmISU01.08G268300.1.p	Bevul.2G055600.1.p
OG0000558	GmISU01.11G006900.1.p, GmISU01.10G207500.1.p, GmISU01.20G113600.1.p	Bevul.3G146400.1.p
OG0000558	GmISU01.03G120100.12.p, GmISU01.03G120100.6.p, GmISU01.03G120100.3.p, GmISU01.03G120100.2.p, GmISU01.03G120100.1.p, GmISU01.03G120100.8.p, GmISU01.03G120100.4.p, GmISU01.19G124200.2.p, GmISU01.19G124200.1.p, GmISU01.10G026800.2.p, GmISU01.10G026800.1.p, GmISU01.10G026800.4.p, GmISU01.10G026800.3.p, GmISU01.02G130700.9.p, GmISU01.02G130700.8.p, GmISU01.02G130700.6.p	Bevul.5G235000.1.p
OG0000559	GmISU01.03G133100.16.p, GmISU01.03G133100.18.p, GmISU01.03G133100.15.p, GmISU01.03G133100.11.p, GmISU01.03G133100.21.p, GmISU01.03G133100.9.p, GmISU01.03G133100.20.p, GmISU01.03G133100.19.p, GmISU01.03G133100.1.p, GmISU01.03G133100.10.p, GmISU01.03G133100.22.p, GmISU01.03G133100.23.p, GmISU01.03G133100.7.p, GmISU01.03G133100.14.p, GmISU01.03G133100.13.p, GmISU01.03G133100.8.p, GmISU01.03G133100.12.p, GmISU01.03G133100.3.p, GmISU01.03G133100.17.p, GmISU01.10G039400.7.p, GmISU01.10G039400.3.p, GmISU01.10G039400.1.p, GmISU01.10G039400.4.p, GmISU01.10G039400.6.p, GmISU01.10G039400.8.p, GmISU01.10G039400.5.p, GmISU01.10G039400.9.p, GmISU01.10G039400.10.p, GmISU01.13G102700.3.p, GmISU01.13G102700.2.p, GmISU01.13G102700.5.p, GmISU01.13G102700.4.p, GmISU01.13G102700.6.p, GmISU01.13G102700.1.p	Bevul.7G123600.1.p
OG0000560	GmISU01.12G010300.2.p, GmISU01.12G010300.1.p, GmISU01.12G010400.1.p, GmISU01.12G010400.2.p, GmISU01.09G183900.1.p, GmISU01.09G183900.2.p, GmISU01.09G183800.1.p, GmISU01.09G183800.2.p	Bevul.2G051300.1.p
OG0000561	GmISU01.16G137400.1.p, GmISU01.16G137000.1.p, GmISU01.16G137500.1.p, GmISU01.05G103900.1.p, GmISU01.08G075800.1.p	Bevul.8G082200.1.p, Bevul.7G217400.1.p
OG0000562	GmISU01.19G207700.2.p, GmISU01.19G207700.1.p, GmISU01.03G206600.1.p, GmISU01.03G206600.3.p, GmISU01.03G206600.5.p, GmISU01.03G206600.4.p, GmISU01.10G133000.1.p, GmISU01.20G186100.1.p, GmISU01.20G186100.2.p	Bevul.4G190100.1.p
OG0000562	GmISU01.10G036700.2.p	Bevul.7G112300.1.p
OG0000563	GmISU01.13G011550.1.p	Bevul.6G170600.1.p
OG0000564	GmISU01.04G182800.2.p, GmISU01.04G182800.1.p, GmISU01.06G128600.2.p, GmISU01.06G128600.3.p	Bevul.2G031400.3.p, Bevul.2G031400.1.p, Bevul.2G031400.4.p, Bevul.2G031400.2.p, Bevul.2G031400.5.p, Bevul.2G031400.6.p
OG0000564	GmISU01.20G194200.1.p, GmISU01.10G121500.2.p, GmISU01.10G121500.1.p	Bevul.7G095700.1.p
OG0000565	GmISU01.20G029700.7.p, GmISU01.20G029700.1.p, GmISU01.20G029700.3.p, GmISU01.20G029700.5.p, GmISU01.20G029700.4.p, GmISU01.20G029700.6.p, GmISU01.07G196400.7.p, GmISU01.07G196400.11.p, GmISU01.07G196400.1.p, GmISU01.07G196400.10.p, GmISU01.07G196400.5.p, GmISU01.07G196400.2.p, GmISU01.02G239600.8.p, GmISU01.02G239600.10.p, GmISU01.02G239600.3.p, GmISU01.02G239600.9.p, GmISU01.02G239600.4.p, GmISU01.02G239600.1.p, GmISU01.02G239600.6.p, GmISU01.02G239600.5.p, GmISU01.02G239600.11.p, GmISU01.02G239600.7.p	Bevul.3G209000.1.p, Bevul.4G223100.1.p
OG0000566	GmISU01.17G008400.1.p, GmISU01.07G226400.1.p, GmISU01.15G104300.1.p, GmISU01.09G007500.1.p	Bevul.8G047800.1.p
OG0000566	GmISU01.16G082500.1.p, GmISU01.03G061100.1.p	Bevul.7G126700.1.p
