Orthogroup	G_max.proteins	S_lycopersicum.proteins
OG0001001	GmISU01.16G024300.3.p, GmISU01.16G024300.2.p, GmISU01.16G024300.1.p, GmISU01.16G024300.4.p, GmISU01.07G053700.3.p, GmISU01.07G053700.2.p, GmISU01.03G212600.2.p, GmISU01.03G212600.1.p, GmISU01.19G213300.1.p, GmISU01.19G213300.2.p	Solyc01g095580.3.1, Solyc05g050280.3.1, Solyc10g009600.1.1, Solyc10g010650.1.1, Solyc00g254910.1.1, Solyc00g212260.2.1, Solyc10g009620.2.1, Solyc10g009610.2.1, Solyc06g048710.2.1, Solyc10g011650.3.1, Solyc10g009640.2.1, Solyc10g011660.3.1
OG0001002	GmISU01.15G149700.2.p, GmISU01.15G149700.1.p, GmISU01.15G149700.4.p, GmISU01.15G149700.3.p, GmISU01.15G149700.5.p, GmISU01.15G149700.7.p, GmISU01.09G053800.1.p, GmISU01.09G053800.2.p, GmISU01.17G055100.2.p, GmISU01.17G055100.1.p, GmISU01.17G055000.2.p, GmISU01.17G055000.1.p, GmISU01.17G054900.1.p, GmISU01.13G072500.2.p, GmISU01.13G072500.1.p, GmISU01.15G149900.1.p, GmISU01.09G053900.1.p	Solyc07g008920.3.1
OG0001003	GmISU01.18G150300.1.p, GmISU01.07G131100.1.p, GmISU01.18G150100.1.p, GmISU01.07G130700.1.p, GmISU01.16G085500.1.p, GmISU01.07G130900.1.p, GmISU01.07G130900.2.p, GmISU01.18G150200.1.p, GmISU01.07G131000.1.p, GmISU01.03G045200.2.p, GmISU01.03G045200.1.p, GmISU01.01G093100.1.p, GmISU01.01G093100.2.p	Solyc10g076740.2.1
OG0001003	GmISU01.11G208300.1.p, GmISU01.18G025800.1.p	Solyc06g051720.3.1
OG0001004	GmISU01.03G100700.1.p	Solyc10g079310.2.1, Solyc03g096220.3.1
OG0001005	GmISU01.11G021600.1.p, GmISU01.01G177700.1.p, GmISU01.05G175900.1.p, GmISU01.08G012600.1.p	Solyc08g080960.3.1, Solyc08g008030.3.1
OG0001005	GmISU01.09G216400.4.p, GmISU01.09G216400.3.p, GmISU01.09G216400.6.p, GmISU01.09G216400.5.p, GmISU01.18G177400.1.p, GmISU01.18G177400.2.p, GmISU01.07G065700.1.p, GmISU01.07G065700.2.p, GmISU01.03G010200.4.p, GmISU01.03G010200.3.p, GmISU01.03G010200.1.p	Solyc01g094460.3.1
OG0001006	GmISU01.15G010500.2.p, GmISU01.15G010500.3.p, GmISU01.15G010500.6.p, GmISU01.13G320300.9.p, GmISU01.15G010500.5.p, GmISU01.13G320300.7.p, GmISU01.13G320300.6.p	Solyc03g120020.3.1
OG0001006	GmISU01.04G064600.7.p, GmISU01.04G064600.2.p, GmISU01.04G064600.5.p, GmISU01.06G065100.2.p, GmISU01.06G065100.3.p, GmISU01.06G065100.1.p	Solyc08g066960.3.1
OG0001007	GmISU01.09G217100.2.p, GmISU01.09G217100.4.p, GmISU01.09G217100.5.p, GmISU01.09G217100.3.p	Solyc05g048850.3.1
OG0001007	GmISU01.07G066400.2.p, GmISU01.07G066400.1.p, GmISU01.07G066400.3.p, GmISU01.03G011400.4.p, GmISU01.03G011400.3.p, GmISU01.03G011400.1.p, GmISU01.03G011200.2.p, GmISU01.03G011200.1.p, GmISU01.07G066200.4.p, GmISU01.07G066200.1.p, GmISU01.07G066200.2.p	Solyc01g094350.3.1, Solyc10g017530.3.1
OG0001008	GmISU01.05G181400.10.p, GmISU01.05G181400.12.p, GmISU01.05G181400.9.p, GmISU01.05G181400.7.p, GmISU01.05G181400.8.p, GmISU01.05G181400.5.p, GmISU01.05G181400.1.p, GmISU01.05G181400.11.p, GmISU01.05G181400.6.p, GmISU01.08G018000.7.p, GmISU01.08G018000.5.p, GmISU01.08G018000.6.p, GmISU01.08G018000.1.p, GmISU01.08G018000.8.p, GmISU01.01G181600.2.p, GmISU01.01G181600.9.p, GmISU01.01G181600.6.p, GmISU01.01G181600.8.p, GmISU01.01G181600.4.p, GmISU01.01G181600.3.p, GmISU01.01G181600.5.p, GmISU01.01G181600.7.p	Solyc08g081760.2.1, Solyc08g008180.2.1
OG0001009	GmISU01.18G138700.1.p, GmISU01.07G119000.1.p	Solyc09g011990.1.1, Solyc09g011060.2.1, Solyc09g012000.1.1
OG0001010	GmISU01.19G116500.5.p, GmISU01.03G111300.7.p, GmISU01.03G111300.1.p, GmISU01.03G111300.6.p, GmISU01.19G116500.7.p, GmISU01.19G116500.6.p, GmISU01.19G116500.8.p, GmISU01.19G116500.9.p, GmISU01.19G116500.10.p, GmISU01.03G111300.8.p, GmISU01.03G111300.11.p, GmISU01.03G111300.9.p, GmISU01.03G111300.10.p, GmISU01.19G116500.1.p, GmISU01.02G149100.1.p, GmISU01.02G149100.2.p, GmISU01.02G149100.5.p, GmISU01.02G149100.6.p, GmISU01.09G087900.2.p, GmISU01.09G087900.3.p	Solyc03g053100.3.1
OG0001011	GmISU01.13G286900.5.p, GmISU01.13G286900.1.p, GmISU01.12G142800.1.p, GmISU01.12G142800.2.p, GmISU01.12G062400.3.p, GmISU01.12G062400.1.p, GmISU01.12G062400.7.p, GmISU01.12G062400.6.p, GmISU01.12G062400.2.p, GmISU01.12G062400.5.p, GmISU01.12G062400.4.p, GmISU01.12G062400.9.p, GmISU01.12G062400.8.p, GmISU01.12G062400.10.p, GmISU01.12G062400.11.p, GmISU01.11G160300.6.p, GmISU01.11G160300.7.p, GmISU01.11G160300.8.p, GmISU01.11G160300.9.p, GmISU01.11G160300.4.p, GmISU01.11G160300.5.p, GmISU01.11G160300.2.p, GmISU01.11G160300.1.p	Solyc11g069300.2.1
OG0001012	GmISU01.06G131600.1.p	Solyc06g050130.3.1
OG0001012	GmISU01.20G175500.1.p, GmISU01.20G175500.2.p, GmISU01.10G141500.2.p, GmISU01.10G141500.1.p	Solyc03g019790.3.1
OG0001013	GmISU01.02G191100.5.p, GmISU01.02G191100.2.p, GmISU01.02G191100.3.p, GmISU01.02G191100.6.p, GmISU01.02G191100.4.p, GmISU01.14G159900.3.p, GmISU01.14G159900.1.p, GmISU01.14G159900.2.p, GmISU01.11G180300.2.p, GmISU01.11G180300.3.p, GmISU01.18G057700.1.p, GmISU01.18G057700.2.p	Solyc06g082010.3.1
OG0001014	GmISU01.05G143700.9.p, GmISU01.05G143700.14.p, GmISU01.05G143700.11.p, GmISU01.05G143700.12.p, GmISU01.05G143700.13.p, GmISU01.05G143700.15.p, GmISU01.05G143700.10.p, GmISU01.05G143700.4.p, GmISU01.05G143700.8.p, GmISU01.05G143700.1.p, GmISU01.05G143700.2.p, GmISU01.08G119000.3.p, GmISU01.08G119000.5.p, GmISU01.08G119000.6.p, GmISU01.08G119000.4.p, GmISU01.08G119000.7.p, GmISU01.08G119000.1.p, GmISU01.08G119000.2.p, GmISU01.09G072300.6.p, GmISU01.09G072300.5.p, GmISU01.09G072300.1.p, GmISU01.09G072300.2.p, GmISU01.15G168900.3.p, GmISU01.15G168900.4.p, GmISU01.15G168900.5.p, GmISU01.15G168900.1.p	Solyc02g069740.3.1
OG0001015	GmISU01.12G144000.3.p, GmISU01.12G144000.1.p, GmISU01.12G070100.4.p, GmISU01.12G070100.12.p, GmISU01.12G070100.8.p, GmISU01.12G070100.11.p, GmISU01.12G070100.5.p, GmISU01.12G070100.1.p, GmISU01.12G070100.14.p, GmISU01.12G070100.7.p, GmISU01.12G070100.13.p, GmISU01.12G070100.6.p, GmISU01.12G070100.2.p, GmISU01.12G070100.3.p, GmISU01.12G070100.9.p, GmISU01.11G157900.10.p, GmISU01.11G157900.5.p, GmISU01.11G157900.4.p, GmISU01.11G157900.7.p, GmISU01.11G157900.8.p, GmISU01.11G157900.2.p, GmISU01.11G157900.3.p, GmISU01.11G157900.6.p, GmISU01.11G157900.11.p	Solyc11g069590.2.1
OG0001016	GmISU01.02G163900.11.p, GmISU01.02G163900.6.p, GmISU01.02G163900.3.p, GmISU01.02G163900.7.p, GmISU01.02G163900.13.p, GmISU01.02G163900.18.p, GmISU01.02G163900.4.p, GmISU01.02G163900.8.p, GmISU01.02G163900.15.p, GmISU01.02G163900.17.p, GmISU01.02G163900.1.p, GmISU01.02G163900.5.p, GmISU01.02G163900.10.p, GmISU01.02G163900.12.p, GmISU01.02G163900.9.p, GmISU01.10G072000.1.p, GmISU01.10G072000.3.p, GmISU01.10G072000.2.p, GmISU01.03G162900.2.p, GmISU01.03G162900.3.p, GmISU01.19G165200.3.p, GmISU01.19G165200.2.p, GmISU01.19G165200.1.p	Solyc10g081840.2.1, Solyc01g006930.3.1
OG0001017	GmISU01.12G105300.1.p, GmISU01.06G241700.3.p, GmISU01.06G241700.1.p, GmISU01.13G255200.2.p, GmISU01.13G255200.3.p, GmISU01.13G255200.1.p, GmISU01.12G174800.1.p	Solyc07g053410.3.1
OG0001017	GmISU01.06G201600.2.p, GmISU01.12G130000.2.p, GmISU01.12G130000.1.p	Solyc12g014140.2.1, Solyc07g062680.2.1
OG0001018	GmISU01.13G269500.2.p, GmISU01.13G269500.3.p, GmISU01.13G269500.4.p, GmISU01.13G269500.1.p, GmISU01.13G269500.5.p, GmISU01.12G161400.3.p, GmISU01.12G161400.2.p, GmISU01.12G161400.1.p, GmISU01.12G161400.4.p, GmISU01.06G259400.1.p, GmISU01.06G259400.2.p, GmISU01.06G259400.3.p, GmISU01.12G090066.2.p, GmISU01.12G090066.3.p, GmISU01.12G090066.1.p, GmISU01.12G090066.4.p, GmISU01.12G090066.5.p	Solyc07g052400.3.1, Solyc05g045650.3.1
OG0001019	GmISU01.05G140000.2.p, GmISU01.05G140000.4.p, GmISU01.05G140000.3.p, GmISU01.05G140000.11.p, GmISU01.05G140000.10.p, GmISU01.05G140000.9.p, GmISU01.05G140000.8.p, GmISU01.05G140000.1.p, GmISU01.08G115100.1.p, GmISU01.08G115100.5.p, GmISU01.08G115100.3.p, GmISU01.08G115100.2.p, GmISU01.08G115100.4.p, GmISU01.08G115100.6.p	Solyc01g028860.3.1
OG0001020	GmISU01.16G048600.2.p, GmISU01.16G048600.3.p, GmISU01.16G048600.6.p, GmISU01.16G048600.5.p, GmISU01.19G071400.2.p, GmISU01.19G071400.3.p, GmISU01.19G071400.5.p, GmISU01.19G071400.6.p, GmISU01.19G071400.4.p, GmISU01.19G071400.7.p	Solyc05g015930.3.1, Solyc05g015920.3.1
OG0001021	GmISU01.09G071500.3.p, GmISU01.09G071500.4.p, GmISU01.09G071500.2.p, GmISU01.09G071500.1.p, GmISU01.15G168000.1.p, GmISU01.15G168000.2.p, GmISU01.15G168000.3.p	Solyc05g053240.3.1
OG0001021	GmISU01.02G007800.1.p, GmISU01.10G008400.4.p, GmISU01.10G008400.2.p, GmISU01.10G008400.6.p, GmISU01.10G008400.5.p, GmISU01.10G008400.3.p	Solyc01g068100.3.1
OG0001022	GmISU01.01G067900.1.p	Solyc05g009620.3.1
OG0001023	GmISU01.17G139200.1.p, GmISU01.05G062800.1.p	Solyc08g077400.2.1
OG0001023	GmISU01.03G076400.1.p	Solyc01g088590.4.1, Solyc01g088580.1.1
OG0001024	GmISU01.02G105800.3.p, GmISU01.02G105800.1.p, GmISU01.02G105800.2.p, GmISU01.01G052500.2.p, GmISU01.01G052500.1.p	Solyc05g012160.3.1, Solyc01g010270.3.1
OG0001025	GmISU01.08G048000.1.p, GmISU01.05G210300.1.p, GmISU01.05G210300.2.p	Solyc10g007505.1.1
OG0001025	GmISU01.07G091600.2.p, GmISU01.07G091600.1.p, GmISU01.09G139600.1.p	Solyc12g040680.2.1, Solyc06g068990.4.1
OG0001025	GmISU01.17G016500.3.p, GmISU01.17G016500.4.p	Solyc05g008020.3.1, Solyc04g007710.3.1
OG0001027	GmISU01.08G261700.5.p, GmISU01.08G261700.7.p, GmISU01.08G261700.6.p, GmISU01.08G261700.3.p, GmISU01.08G261700.8.p, GmISU01.08G261700.1.p, GmISU01.08G261700.4.p, GmISU01.18G106500.1.p, GmISU01.18G106500.2.p, GmISU01.18G106500.3.p, GmISU01.02G024100.3.p, GmISU01.02G024100.8.p, GmISU01.02G024100.10.p, GmISU01.02G024100.6.p, GmISU01.02G024100.1.p, GmISU01.02G024100.9.p, GmISU01.02G024100.11.p, GmISU01.02G024100.12.p, GmISU01.02G024100.7.p, GmISU01.02G024100.13.p, GmISU01.02G024100.4.p, GmISU01.02G024100.2.p, GmISU01.01G034700.2.p, GmISU01.01G034700.4.p, GmISU01.01G034700.7.p, GmISU01.01G034700.8.p, GmISU01.01G034700.3.p, GmISU01.01G034700.1.p, GmISU01.01G034700.6.p	Solyc05g006490.3.1, Solyc04g005060.3.1
OG0001028	GmISU01.09G133200.13.p, GmISU01.09G133200.11.p, GmISU01.09G133200.12.p, GmISU01.09G133200.9.p, GmISU01.09G133200.16.p, GmISU01.09G133200.15.p, GmISU01.09G133200.10.p, GmISU01.09G133200.14.p, GmISU01.16G187000.7.p, GmISU01.16G187000.1.p, GmISU01.16G187000.8.p, GmISU01.16G187000.3.p, GmISU01.16G187000.10.p, GmISU01.16G187000.6.p, GmISU01.16G187000.2.p, GmISU01.05G213900.3.p, GmISU01.05G213900.2.p, GmISU01.08G052200.9.p, GmISU01.08G052200.6.p, GmISU01.08G052200.2.p, GmISU01.08G052200.8.p, GmISU01.08G052200.11.p, GmISU01.08G052200.4.p, GmISU01.08G052200.1.p, GmISU01.08G052200.3.p	Solyc03g098150.3.1, Solyc06g072340.3.1
OG0001029	GmISU01.17G071700.1.p, GmISU01.05G019200.1.p, GmISU01.06G182800.1.p	Solyc03g115200.3.1
OG0001029	GmISU01.07G191700.1.p, GmISU01.20G021600.1.p, GmISU01.02G104200.1.p, GmISU01.01G050900.1.p	Solyc04g005420.3.1
OG0001030	GmISU01.11G101000.4.p, GmISU01.11G101000.1.p, GmISU01.12G013800.3.p, GmISU01.01G192200.1.p, GmISU01.11G007800.5.p, GmISU01.11G007800.7.p, GmISU01.11G007800.6.p, GmISU01.11G007800.3.p, GmISU01.11G007800.4.p, GmISU01.11G007800.8.p, GmISU01.11G007800.1.p, GmISU01.11G007800.2.p	Solyc03g097260.3.1
OG0001037	GmISU01.20G203100.3.p, GmISU01.20G203100.2.p, GmISU01.20G203100.1.p, GmISU01.10G252000.3.p, GmISU01.10G252000.1.p	Solyc12g098820.2.1
OG0001038	GmISU01.11G182400.1.p, GmISU01.11G182400.2.p, GmISU01.11G182400.6.p, GmISU01.18G060200.4.p, GmISU01.18G060200.3.p, GmISU01.18G060200.1.p	Solyc07g008520.3.1, Solyc06g076750.3.1
OG0001038	GmISU01.07G127600.4.p, GmISU01.07G127600.3.p, GmISU01.07G127600.2.p, GmISU01.07G127600.1.p, GmISU01.01G086800.2.p, GmISU01.01G086800.1.p	Solyc09g014220.3.1, Solyc09g005380.2.1
OG0001039	GmISU01.11G133600.1.p, GmISU01.12G066400.1.p	Solyc09g007270.3.1
OG0001040	GmISU01.08G264500.5.p, GmISU01.08G264500.2.p	Solyc05g006910.3.1
OG0001040	GmISU01.03G043600.2.p, GmISU01.03G043600.1.p, GmISU01.03G043600.6.p, GmISU01.03G043600.7.p, GmISU01.03G043600.4.p, GmISU01.03G043600.8.p, GmISU01.01G090900.3.p	Solyc09g014770.3.1
OG0001041	GmISU01.11G126200.14.p, GmISU01.11G126200.12.p, GmISU01.11G126200.5.p, GmISU01.11G126200.7.p, GmISU01.11G126200.3.p, GmISU01.11G126200.10.p, GmISU01.11G126200.1.p, GmISU01.11G126200.16.p, GmISU01.11G126200.4.p, GmISU01.11G126200.20.p, GmISU01.11G126200.2.p, GmISU01.11G126200.13.p, GmISU01.12G056900.1.p, GmISU01.12G056900.6.p, GmISU01.12G056900.5.p, GmISU01.12G056900.8.p, GmISU01.12G056900.3.p, GmISU01.12G056900.7.p, GmISU01.12G056900.4.p, GmISU01.11G126200.19.p, GmISU01.11G126200.15.p, GmISU01.11G126200.9.p, GmISU01.11G126200.18.p, GmISU01.13G296300.2.p, GmISU01.15G035400.1.p, GmISU01.15G035400.4.p, GmISU01.15G035400.3.p, GmISU01.15G035400.5.p, GmISU01.15G035400.2.p	Solyc06g005590.3.1, Solyc06g076270.3.1
OG0001042	GmISU01.18G132400.1.p, GmISU01.08G319800.1.p, GmISU01.08G319800.2.p	Solyc09g010680.3.1, Solyc10g086440.2.1
OG0001043	GmISU01.07G039100.1.p, GmISU01.03G220500.1.p, GmISU01.19G221900.1.p	Solyc12g005680.3.1, Solyc12g005670.2.1
OG0001044	GmISU01.10G053000.1.p, GmISU01.13G116500.1.p, GmISU01.19G146500.1.p, GmISU01.03G143200.1.p, GmISU01.03G143100.1.p	Solyc10g086180.2.1, Solyc09g007890.1.1, Solyc09g007910.3.1, Solyc09g007920.3.1, Solyc09g007900.3.1, Solyc00g282510.2.1
OG0001045	GmISU01.20G195000.8.p, GmISU01.20G195000.9.p, GmISU01.20G195000.7.p	Solyc01g099810.3.1
OG0001046	GmISU01.18G150600.1.p, GmISU01.03G045000.1.p	Solyc09g005350.3.1
OG0001046	GmISU01.15G072800.1.p, GmISU01.13G202200.2.p, GmISU01.15G155600.1.p, GmISU01.15G155600.2.p	Solyc10g084300.1.1, Solyc03g007650.1.1
OG0001047	GmISU01.13G044100.1.p, GmISU01.19G016400.1.p, GmISU01.09G198100.1.p, GmISU01.18G199300.1.p	Solyc02g087550.3.1, Solyc03g077910.3.1
OG0001047	GmISU01.13G139600.1.p, GmISU01.17G105800.1.p, GmISU01.06G196000.1.p, GmISU01.04G120700.1.p	Solyc12g055960.1.1, Solyc12g006490.2.1
OG0001047	GmISU01.18G116800.1.p, GmISU01.03G063600.1.p	Solyc09g010660.3.1, Solyc00g024670.1.1
OG0001048	GmISU01.19G100500.4.p, GmISU01.19G100500.3.p, GmISU01.19G100500.1.p, GmISU01.03G096900.3.p, GmISU01.03G096900.1.p, GmISU01.03G096900.5.p, GmISU01.03G096900.2.p	Solyc10g079710.2.1, Solyc10g079590.1.1, Solyc01g005640.3.1
OG0001049	GmISU01.13G011800.1.p, GmISU01.13G011750.1.p, GmISU01.20G039700.1.p, GmISU01.13G011900.1.p, GmISU01.17G212900.1.p, GmISU01.17G212900.2.p, GmISU01.14G075400.1.p	Solyc01g108480.1.1, Solyc01g108460.1.1, Solyc01g108470.2.1, Solyc01g108450.3.1
OG0001050	GmISU01.02G043700.1.p, GmISU01.16G103700.1.p, GmISU01.01G128400.1.p, GmISU01.11G070800.1.p	Solyc02g083760.3.1
OG0001050	GmISU01.17G225100.1.p	Solyc04g081560.3.1
OG0001051	GmISU01.07G155900.1.p, GmISU01.08G058100.1.p	Solyc06g073280.3.1
OG0001051	GmISU01.08G167800.1.p, GmISU01.08G167800.2.p	Solyc11g044840.2.1
OG0001052	GmISU01.16G176900.1.p, GmISU01.09G123600.1.p, GmISU01.16G177000.1.p, GmISU01.16G177100.1.p, GmISU01.09G123800.1.p	Solyc10g054780.2.1
OG0001053	GmISU01.20G020600.1.p	Solyc06g065945.1.1
OG0001053	GmISU01.15G001900.4.p, GmISU01.15G001900.5.p, GmISU01.15G001900.2.p	Solyc06g068195.1.1, Solyc06g068200.1.1
OG0001053	GmISU01.15G116100.3.p, GmISU01.15G116100.2.p, GmISU01.13G329200.1.p	Solyc06g068210.2.1
OG0001053	GmISU01.09G018400.2.p, GmISU01.15G116000.2.p, GmISU01.15G116000.3.p	Solyc03g117520.2.1
OG0001054	GmISU01.08G064900.1.p, GmISU01.13G023100.1.p, GmISU01.13G023100.2.p, GmISU01.13G023500.1.p, GmISU01.13G023500.2.p, GmISU01.08G065200.1.p	Solyc01g105450.3.1
OG0001055	GmISU01.04G011700.1.p, GmISU01.06G010600.1.p	Solyc10g052510.2.1, Solyc10g052500.2.1, Solyc10g052490.2.1
OG0001055	GmISU01.11G063900.1.p, GmISU01.01G135200.1.p, GmISU01.01G135300.2.p, GmISU01.01G135300.1.p, GmISU01.11G063800.1.p, GmISU01.01G135100.1.p	Solyc03g033970.1.1
OG0001056	GmISU01.15G016900.2.p, GmISU01.16G034901.1.p, GmISU01.19G085300.1.p	Solyc02g036440.3.1
OG0001056	GmISU01.08G217200.4.p, GmISU01.08G217200.1.p, GmISU01.15G182900.3.p, GmISU01.15G182900.1.p, GmISU01.08G151700.1.p, GmISU01.08G151700.2.p, GmISU01.15G218100.1.p	Solyc05g054800.2.1
OG0001057	GmISU01.15G053300.1.p, GmISU01.14G148400.1.p, GmISU01.02G178900.1.p, GmISU01.04G084900.1.p, GmISU01.06G086300.1.p	Solyc01g105700.3.1
OG0001057	GmISU01.08G077000.1.p, GmISU01.05G105100.1.p	Solyc02g070877.1.1
OG0001057	GmISU01.02G178800.4.p, GmISU01.14G148300.5.p, GmISU01.04G085000.4.p, GmISU01.06G086400.1.p	Solyc04g076030.2.1, Solyc12g087890.2.1
OG0001058	GmISU01.07G102500.1.p, GmISU01.03G081400.1.p	Solyc10g037880.2.1, Solyc01g090120.3.1
OG0001058	GmISU01.05G067800.1.p, GmISU01.19G067000.1.p	Solyc02g094050.3.1
OG0001058	GmISU01.06G091500.1.p, GmISU01.14G146300.1.p, GmISU01.02G176400.1.p	Solyc04g074740.3.1
OG0001059	GmISU01.06G171000.8.p, GmISU01.06G171000.5.p, GmISU01.06G171000.2.p, GmISU01.06G171000.3.p, GmISU01.06G171000.9.p, GmISU01.06G171000.1.p, GmISU01.06G171000.4.p, GmISU01.06G171000.7.p, GmISU01.06G171000.6.p, GmISU01.04G143400.2.p, GmISU01.04G143400.3.p, GmISU01.04G143400.1.p, GmISU01.17G086200.2.p, GmISU01.17G086200.1.p, GmISU01.05G029800.2.p, GmISU01.05G029800.3.p, GmISU01.05G029800.4.p	Solyc03g113680.3.1
OG0001059	GmISU01.01G035300.1.p, GmISU01.02G023500.1.p	Solyc05g006550.3.1
OG0001060	GmISU01.08G004600.1.p, GmISU01.05G167700.1.p, GmISU01.04G166500.1.p, GmISU01.06G147000.1.p, GmISU01.06G146900.1.p	Solyc11g006260.2.1, Solyc11g006950.2.1
OG0001060	GmISU01.08G243900.1.p, GmISU01.16G086500.1.p	Solyc07g007750.3.1, Solyc07g007760.3.1, Solyc07g007710.3.1, Solyc07g007730.3.1
OG0001062	GmISU01.19G101800.1.p, GmISU01.07G031000.1.p, GmISU01.08G193800.1.p	Solyc06g066830.3.1, Solyc06g066840.3.1, Solyc06g066860.1.1
OG0001062	GmISU01.10G078700.1.p	Solyc06g067870.3.1
OG0001062	GmISU01.08G193900.1.p	Solyc06g067860.3.1
OG0001063	GmISU01.01G053100.1.p	Solyc01g009530.1.1
OG0001064	GmISU01.07G017600.1.p, GmISU01.08G190600.1.p, GmISU01.13G315500.1.p, GmISU01.15G015500.1.p	Solyc03g120650.3.1, Solyc06g066650.3.1, Solyc12g044270.2.1
OG0001064	GmISU01.09G153000.1.p, GmISU01.07G076900.1.p	Solyc12g007150.2.1, Solyc07g032730.3.1
OG0001065	GmISU01.15G003000.2.p, GmISU01.15G003000.1.p, GmISU01.13G327700.1.p, GmISU01.08G203100.1.p, GmISU01.07G021100.1.p	Solyc06g068460.3.1, Solyc03g116890.3.1
OG0001065	GmISU01.04G056600.1.p, GmISU01.06G056600.1.p	Solyc08g067340.3.1, Solyc08g067360.3.1
OG0001066	GmISU01.13G055600.1.p, GmISU01.13G055600.2.p, GmISU01.04G056900.7.p, GmISU01.04G056900.6.p, GmISU01.04G056900.2.p, GmISU01.04G056900.3.p, GmISU01.04G056900.1.p, GmISU01.04G056900.8.p, GmISU01.04G056900.4.p, GmISU01.04G056900.9.p, GmISU01.04G056900.5.p, GmISU01.06G057000.1.p, GmISU01.06G057000.2.p, GmISU01.06G057100.4.p, GmISU01.06G057100.1.p, GmISU01.06G057100.3.p, GmISU01.04G057000.1.p, GmISU01.06G057200.7.p, GmISU01.06G057200.6.p, GmISU01.06G057200.5.p, GmISU01.06G057200.4.p, GmISU01.06G057200.2.p, GmISU01.06G057200.1.p	Solyc06g065710.3.1
OG0001067	GmISU01.08G262500.1.p, GmISU01.18G105700.1.p, GmISU01.18G105700.2.p	Solyc04g005100.3.1
OG0001067	GmISU01.06G171100.1.p, GmISU01.04G143300.1.p, GmISU01.05G029400.1.p, GmISU01.17G086500.1.p	Solyc03g113620.3.1, Solyc06g071230.3.1
OG0001068	GmISU01.09G115200.1.p, GmISU01.09G115200.2.p, GmISU01.16G168000.1.p, GmISU01.16G168000.2.p, GmISU01.16G168100.5.p, GmISU01.16G168100.3.p, GmISU01.16G168100.4.p, GmISU01.16G168100.2.p, GmISU01.16G168100.1.p, GmISU01.09G115500.2.p, GmISU01.09G115500.7.p, GmISU01.09G115500.6.p, GmISU01.09G115500.5.p, GmISU01.09G115500.10.p, GmISU01.09G115500.9.p, GmISU01.09G115500.8.p, GmISU01.09G115400.10.p, GmISU01.09G115400.11.p, GmISU01.09G115400.9.p, GmISU01.09G115400.6.p, GmISU01.09G115400.7.p, GmISU01.09G115400.8.p, GmISU01.09G115400.3.p, GmISU01.09G115400.1.p, GmISU01.09G115400.5.p, GmISU01.09G115400.4.p, GmISU01.09G115400.2.p	Solyc03g026190.3.1
OG0001069	GmISU01.19G053800.1.p, GmISU01.19G053800.7.p, GmISU01.19G053800.3.p, GmISU01.19G053800.5.p, GmISU01.19G053800.6.p, GmISU01.19G053800.4.p, GmISU01.19G053800.2.p, GmISU01.04G194500.2.p, GmISU01.04G194500.3.p, GmISU01.06G116700.1.p, GmISU01.06G116700.2.p	Solyc03g083410.3.1, Solyc06g024325.1.1
OG0001069	GmISU01.16G022400.1.p, GmISU01.16G022400.2.p, GmISU01.16G022400.3.p, GmISU01.07G051900.1.p	Solyc01g095890.3.1
OG0001070	GmISU01.12G075800.1.p, GmISU01.11G152100.1.p, GmISU01.12G147900.1.p, GmISU01.13G280900.1.p	Solyc11g066620.2.1
OG0001070	GmISU01.03G148800.2.p, GmISU01.03G148800.1.p, GmISU01.19G152200.1.p, GmISU01.19G152200.4.p, GmISU01.13G119600.1.p, GmISU01.10G057100.1.p	Solyc09g008600.3.1
OG0001071	GmISU01.13G109000.3.p, GmISU01.13G109000.5.p, GmISU01.13G109000.4.p, GmISU01.13G109000.2.p, GmISU01.13G109000.1.p, GmISU01.10G045300.1.p, GmISU01.10G045300.2.p, GmISU01.10G045300.5.p, GmISU01.10G045300.4.p, GmISU01.10G045300.7.p, GmISU01.10G045300.6.p, GmISU01.10G045300.8.p, GmISU01.10G045300.3.p, GmISU01.10G045300.9.p, GmISU01.10G045300.11.p, GmISU01.10G045300.12.p, GmISU01.10G045300.13.p, GmISU01.10G045300.10.p, GmISU01.10G045300.14.p, GmISU01.10G045300.15.p	Solyc09g007310.3.1
OG0001072	GmISU01.08G089100.2.p, GmISU01.08G089100.1.p, GmISU01.08G088700.2.p, GmISU01.08G088700.1.p	Solyc08g048250.3.1
OG0001072	GmISU01.08G163200.2.p, GmISU01.08G163200.1.p, GmISU01.08G163200.3.p, GmISU01.15G207800.4.p, GmISU01.15G207800.2.p, GmISU01.15G207800.1.p, GmISU01.15G207800.3.p	Solyc07g056540.3.1
OG0001073	GmISU01.03G087400.1.p, GmISU01.03G087400.3.p, GmISU01.19G092700.1.p, GmISU01.14G038200.2.p, GmISU01.14G038200.5.p, GmISU01.14G038200.4.p, GmISU01.14G038200.3.p, GmISU01.14G038200.1.p, GmISU01.02G235400.3.p, GmISU01.02G235400.2.p	Solyc01g008970.3.1
OG0001074	GmISU01.15G079800.2.p, GmISU01.15G079800.3.p, GmISU01.15G079800.1.p, GmISU01.13G194400.1.p, GmISU01.08G108400.1.p, GmISU01.05G133900.1.p	Solyc12g099580.2.1, Solyc01g066850.3.1
