Orthogroup	G_max.proteins	A_thaliana.proteins
OG0001431	GmISU01.18G147000.1.p, GmISU01.07G127200.1.p, GmISU01.03G059700.1.p, GmISU01.01G086400.1.p	AT3G09070.1, AT5G01170.1, AT2G38070.1
OG0001432	GmISU01.15G228400.1.p, GmISU01.10G075900.1.p	AT3G07970.1
OG0001432	GmISU01.10G084700.1.p, GmISU01.02G156900.1.p	AT2G41850.1
OG0001433	GmISU01.15G087600.1.p	AT5G46230.1
OG0001433	GmISU01.17G033000.1.p, GmISU01.07G200800.1.p	AT5G49600.1
OG0001434	GmISU01.17G146100.1.p	AT5G23010.2, AT5G23010.1, AT5G23010.3, AT5G23020.1
OG0001434	GmISU01.10G251700.4.p, GmISU01.20G202800.1.p, GmISU01.20G202800.2.p, GmISU01.11G140100.1.p, GmISU01.13G009300.1.p, GmISU01.13G009300.2.p, GmISU01.19G090600.1.p, GmISU01.03G005200.1.p, GmISU01.19G090400.1.p, GmISU01.19G090500.2.p, GmISU01.19G090500.1.p	AT1G18500.1, AT1G74040.3, AT1G74040.2, AT1G74040.1
OG0001435	GmISU01.02G210500.1.p, GmISU01.14G063700.1.p	AT2G28950.1
OG0001435	GmISU01.19G150500.1.p	AT2G37640.2, AT2G37640.1, AT5G02260.1
OG0001437	GmISU01.07G217200.2.p, GmISU01.07G217200.3.p, GmISU01.07G217200.1.p, GmISU01.17G016700.4.p, GmISU01.17G016700.3.p, GmISU01.04G113833.2.p, GmISU01.04G113833.1.p	AT4G14290.1, AT4G14290.4, AT4G14290.3, AT4G14290.5, AT4G14290.2, AT3G23540.3, AT3G23540.2, AT3G23540.1
OG0001438	GmISU01.18G225300.1.p, GmISU01.08G237800.1.p	AT1G05840.1
OG0001438	GmISU01.10G138200.1.p, GmISU01.20G178200.1.p	AT3G02740.2, AT3G02740.1, AT5G36260.1
OG0001439	GmISU01.15G009000.1.p, GmISU01.13G321900.1.p, GmISU01.07G029000.1.p, GmISU01.08G196400.1.p	AT1G29250.1, AT2G34160.1
OG0001439	GmISU01.10G131400.1.p, GmISU01.20G184900.1.p	AT3G04620.1
OG0001441	GmISU01.18G016100.3.p, GmISU01.18G016100.1.p, GmISU01.18G016100.2.p, GmISU01.11G218100.3.p, GmISU01.11G218100.2.p	AT4G39860.4, AT4G39860.3, AT4G39860.1, AT4G39860.2
OG0001441	GmISU01.04G092800.4.p, GmISU01.04G092800.2.p, GmISU01.04G092800.3.p, GmISU01.04G092800.1.p, GmISU01.06G095200.3.p, GmISU01.06G095200.2.p, GmISU01.06G095200.4.p, GmISU01.06G095200.1.p	AT1G78150.2, AT1G78150.3, AT1G78150.1
OG0001442	GmISU01.14G071700.1.p, GmISU01.17G216100.4.p, GmISU01.17G216100.1.p	AT4G16580.1
OG0001442	GmISU01.02G053000.1.p, GmISU01.16G114700.1.p	AT5G66720.2, AT5G66720.1
OG0001443	GmISU01.04G082400.1.p, GmISU01.06G083700.1.p, GmISU01.02G183200.1.p, GmISU01.14G151900.1.p, GmISU01.18G121800.1.p, GmISU01.09G163100.2.p, GmISU01.09G163100.1.p, GmISU01.01G018500.1.p, GmISU01.08G247800.1.p, GmISU01.02G214400.1.p	AT5G10570.1, AT5G65640.2, AT5G65640.1
OG0001444	GmISU01.17G210600.1.p	AT4G25000.1
OG0001446	GmISU01.14G156500.3.p, GmISU01.14G156500.6.p, GmISU01.14G156500.1.p, GmISU01.14G156500.5.p, GmISU01.14G156500.4.p, GmISU01.02G188200.1.p, GmISU01.02G188200.5.p, GmISU01.02G188200.4.p, GmISU01.20G042100.1.p, GmISU01.20G042100.4.p, GmISU01.20G042100.2.p, GmISU01.13G007100.5.p, GmISU01.13G007100.4.p, GmISU01.13G007100.3.p	AT3G07650.1, AT3G07650.3, AT3G07650.2, AT3G07650.4, AT5G48250.1
OG0001447	GmISU01.07G224800.1.p, GmISU01.17G009800.1.p	AT1G62262.1, AT1G62280.1
OG0001448	GmISU01.13G245200.1.p, GmISU01.12G183700.1.p	AT5G54110.1, AT5G54110.2
OG0001448	GmISU01.08G054700.1.p, GmISU01.07G159100.1.p, GmISU01.07G159100.3.p	AT4G21450.1
OG0001449	GmISU01.06G009700.1.p, GmISU01.12G037400.1.p, GmISU01.04G010500.1.p, GmISU01.11G106500.1.p	AT2G16360.1, AT4G34555.1, AT4G39200.1, AT2G21580.1
OG0001450	GmISU01.12G193500.1.p, GmISU01.13G233200.1.p	AT4G18610.1, AT1G16910.1, AT1G78815.1
OG0001450	GmISU01.12G176700.2.p, GmISU01.13G253300.1.p, GmISU01.06G233500.1.p, GmISU01.12G109400.1.p	AT2G42610.2, AT2G42610.1
OG0001451	GmISU01.07G197600.1.p, GmISU01.07G197600.3.p, GmISU01.17G034400.5.p, GmISU01.17G034400.7.p	AT3G17310.3, AT3G17310.1, AT3G17310.2
OG0001452	GmISU01.15G063100.6.p, GmISU01.15G063100.3.p, GmISU01.15G063100.2.p, GmISU01.15G063100.5.p, GmISU01.15G063100.4.p, GmISU01.15G063100.7.p, GmISU01.13G213400.1.p, GmISU01.07G158900.2.p, GmISU01.07G158900.1.p, GmISU01.08G054900.2.p	AT1G11390.1
OG0001453	GmISU01.08G293400.4.p, GmISU01.08G293400.3.p, GmISU01.08G293400.2.p, GmISU01.08G293400.1.p, GmISU01.18G069650.1.p, GmISU01.18G069650.2.p, GmISU01.08G293300.4.p, GmISU01.08G293300.6.p, GmISU01.08G293300.2.p, GmISU01.08G293300.1.p, GmISU01.08G293300.5.p, GmISU01.08G293300.3.p, GmISU01.18G069700.5.p, GmISU01.18G069700.6.p, GmISU01.18G069700.1.p, GmISU01.18G069700.4.p, GmISU01.18G069700.2.p, GmISU01.18G069700.3.p	AT4G26630.1, AT4G26630.2, AT5G55660.1
OG0001454	GmISU01.12G189600.1.p, GmISU01.13G239100.1.p, GmISU01.06G207300.1.p, GmISU01.12G126900.1.p	AT5G53830.1, AT3G15300.1
OG0001454	GmISU01.13G149600.1.p, GmISU01.07G167500.3.p, GmISU01.15G070600.1.p, GmISU01.13G204900.1.p	AT2G33780.1, AT1G28280.1, AT1G28280.2
OG0001455	GmISU01.02G083000.1.p, GmISU01.02G083000.2.p	AT1G04950.3, AT1G04950.2, AT1G04950.1
OG0001455	GmISU01.08G287500.2.p, GmISU01.18G077200.1.p	AT1G54360.6, AT1G54360.4, AT1G54360.2, AT1G54360.5, AT1G54360.3, AT1G54360.1
OG0001456	GmISU01.03G014800.1.p, GmISU01.07G070600.1.p	AT3G61060.2, AT3G61060.1
OG0001456	GmISU01.17G121000.1.p, GmISU01.05G045000.1.p	AT1G63090.1, AT1G12710.2, AT1G12710.1
OG0001458	GmISU01.01G005300.5.p, GmISU01.01G005300.3.p, GmISU01.01G005300.2.p, GmISU01.01G005300.4.p, GmISU01.01G005300.6.p, GmISU01.01G005300.7.p, GmISU01.01G005300.1.p, GmISU01.01G005300.8.p, GmISU01.01G005300.10.p, GmISU01.01G005300.9.p, GmISU01.07G111300.4.p, GmISU01.07G111300.1.p, GmISU01.07G111300.2.p, GmISU01.07G111300.6.p, GmISU01.07G111300.3.p, GmISU01.05G192500.1.p, GmISU01.08G029400.1.p, GmISU01.08G029400.4.p, GmISU01.08G029400.2.p	AT4G29230.3, AT4G29230.2, AT4G29230.1
OG0001459	GmISU01.17G182200.5.p, GmISU01.17G182200.3.p, GmISU01.17G182200.6.p, GmISU01.17G182200.1.p, GmISU01.17G182200.2.p, GmISU01.17G182200.4.p, GmISU01.14G106500.4.p, GmISU01.14G106500.5.p, GmISU01.14G106500.6.p, GmISU01.14G106500.2.p, GmISU01.14G106500.1.p, GmISU01.04G062000.1.p, GmISU01.04G062000.2.p, GmISU01.06G062400.1.p	AT2G25480.1, AT2G25480.2, AT4G32330.2, AT4G32330.3, AT4G32330.1, AT4G32330.4
OG0001460	GmISU01.04G190000.2.p, GmISU01.04G190000.3.p, GmISU01.06G121900.1.p, GmISU01.14G129100.2.p, GmISU01.14G129100.3.p, GmISU01.14G129100.1.p	AT3G49350.1
OG0001461	GmISU01.01G178600.1.p, GmISU01.11G021100.3.p	AT1G63690.1, AT1G63690.2
OG0001461	GmISU01.09G214800.1.p, GmISU01.09G214800.2.p, GmISU01.18G179400.2.p, GmISU01.07G063500.1.p	AT1G01650.1
OG0001462	GmISU01.16G145700.1.p, GmISU01.16G145700.2.p, GmISU01.09G100800.1.p	AT4G28000.1, AT4G28000.3, AT4G28000.2, AT5G52882.1
OG0001462	GmISU01.05G181000.1.p, GmISU01.05G181000.2.p, GmISU01.08G017600.1.p, GmISU01.11G018400.1.p	AT1G64110.1, AT1G64110.2, AT1G64110.4, AT1G64110.3, AT1G64110.5
OG0001463	GmISU01.18G230800.1.p, GmISU01.18G230800.2.p, GmISU01.07G072500.1.p	AT4G00240.3, AT4G00240.2, AT4G00240.1, AT2G42010.2, AT2G42010.1
OG0001463	GmISU01.01G173800.4.p	AT4G11840.1, AT4G11840.2, AT4G11830.2, AT4G11830.4, AT4G11830.3, AT4G11830.1, AT4G11850.1
OG0001464	GmISU01.19G022600.1.p, GmISU01.19G022600.2.p, GmISU01.13G039400.1.p	AT5G39510.1, AT3G29100.3
OG0001464	GmISU01.02G099900.1.p, GmISU01.01G046800.1.p	AT1G26670.1
OG0001465	GmISU01.05G061700.1.p, GmISU01.17G137700.1.p, GmISU01.01G163400.1.p, GmISU01.11G035300.1.p	AT5G47070.1
OG0001466	GmISU01.03G152300.1.p, GmISU01.15G023800.1.p, GmISU01.19G155500.1.p, GmISU01.10G060600.1.p, GmISU01.13G122700.1.p	AT2G36450.1
OG0001466	GmISU01.20G119500.1.p, GmISU01.10G200800.1.p	AT5G52020.1, AT1G12630.1
OG0001467	GmISU01.18G173800.3.p, GmISU01.18G173800.13.p, GmISU01.18G173800.6.p, GmISU01.18G173800.2.p, GmISU01.18G173800.10.p, GmISU01.18G173800.5.p, GmISU01.18G173800.7.p, GmISU01.18G173800.12.p, GmISU01.18G173800.1.p, GmISU01.18G173800.11.p, GmISU01.09G220400.2.p, GmISU01.09G220400.3.p, GmISU01.09G220400.7.p, GmISU01.09G220400.1.p, GmISU01.09G220400.6.p, GmISU01.09G220400.8.p, GmISU01.09G220400.4.p	AT1G01820.1, AT3G61070.3, AT3G61070.1, AT3G61070.2, AT2G45740.2, AT2G45740.3, AT2G45740.1
OG0001468	GmISU01.11G147400.2.p, GmISU01.11G147400.4.p, GmISU01.11G147400.1.p, GmISU01.11G147400.3.p, GmISU01.12G080500.1.p, GmISU01.12G080500.3.p, GmISU01.12G080500.2.p	AT5G22450.3, AT5G22450.1, AT5G22450.2
OG0001469	GmISU01.18G072200.2.p, GmISU01.18G072200.1.p, GmISU01.08G290500.1.p, GmISU01.08G290500.3.p, GmISU01.02G256200.2.p, GmISU01.02G256200.1.p, GmISU01.14G015600.1.p	AT4G26640.3, AT4G26640.4, AT4G26640.6, AT4G26640.5, AT4G26640.2, AT4G26640.7, AT4G26640.1
OG0001470	GmISU01.19G156600.2.p, GmISU01.19G156600.1.p, GmISU01.03G154300.1.p, GmISU01.10G063100.1.p, GmISU01.13G125800.1.p	AT3G09930.2, AT3G09930.1, AT5G03610.1
OG0001471	GmISU01.07G189700.2.p, GmISU01.07G189700.3.p, GmISU01.20G018700.1.p	AT4G19680.1, AT4G19680.2, AT4G19690.1, AT4G19690.2
OG0001471	GmISU01.02G111400.1.p	AT2G04032.1
OG0001472	GmISU01.15G202600.3.p, GmISU01.15G202600.1.p, GmISU01.13G226200.2.p, GmISU01.13G226200.3.p	AT1G78520.1
OG0001472	GmISU01.05G104200.1.p	AT4G09466.1, AT4G09464.1, AT4G09467.1, AT4G09465.1, AT4G09462.1, AT4G09090.1, AT2G29735.1, AT5G53610.1, AT5G53600.1, AT5G63225.1, AT5G63230.1
OG0001473	GmISU01.03G142900.1.p, GmISU01.13G116600.2.p, GmISU01.13G116600.6.p, GmISU01.13G116600.4.p, GmISU01.13G116600.5.p, GmISU01.13G116600.1.p, GmISU01.13G116600.8.p, GmISU01.13G116600.3.p, GmISU01.10G053100.6.p, GmISU01.10G053100.1.p, GmISU01.10G053100.3.p, GmISU01.10G053100.14.p, GmISU01.10G053100.9.p, GmISU01.10G053100.2.p, GmISU01.10G053100.8.p, GmISU01.10G053100.11.p, GmISU01.10G053100.7.p, GmISU01.10G053100.10.p, GmISU01.10G053100.12.p, GmISU01.10G053100.13.p	AT5G03280.1
OG0001474	GmISU01.07G118500.1.p, GmISU01.18G137700.1.p	AT2G39720.2, AT2G39720.1, AT3G46620.1, AT5G59550.2, AT5G59550.1
OG0001475	GmISU01.03G208300.3.p, GmISU01.03G208300.1.p, GmISU01.19G209200.1.p	AT3G56070.2, AT3G56070.1
OG0001475	GmISU01.12G022800.1.p, GmISU01.04G005000.1.p, GmISU01.06G004700.1.p, GmISU01.11G090800.1.p	AT2G16600.1
OG0001476	GmISU01.10G174500.7.p, GmISU01.10G174500.8.p, GmISU01.20G142100.3.p, GmISU01.20G142100.4.p, GmISU01.10G174500.12.p, GmISU01.20G142100.2.p, GmISU01.10G174500.2.p, GmISU01.10G174500.9.p, GmISU01.10G174500.10.p, GmISU01.10G174500.11.p, GmISU01.10G174500.6.p, GmISU01.10G174500.4.p, GmISU01.10G174500.5.p, GmISU01.20G142100.1.p, GmISU01.10G174500.3.p, GmISU01.10G174500.1.p	AT5G17530.5, AT5G17530.6, AT5G17530.7, AT5G17530.2, AT5G17530.1, AT5G17530.3, AT5G17530.4, AT5G17522.1
OG0001477	GmISU01.14G185600.1.p	AT1G05320.6, AT1G05320.5, AT1G05320.1, AT1G05320.9, AT1G05320.2, AT1G05320.3, AT1G05320.8, AT1G05320.7, AT1G05320.4, AT2G32240.1
OG0001478	GmISU01.03G146900.1.p, GmISU01.19G150000.6.p	AT3G26520.1, AT2G36830.1
OG0001478	GmISU01.18G229100.1.p, GmISU01.02G085000.1.p	AT4G01470.1
OG0001479	GmISU01.17G012700.3.p, GmISU01.17G012700.7.p, GmISU01.17G012700.8.p, GmISU01.17G012700.6.p, GmISU01.17G012700.5.p, GmISU01.17G012700.4.p, GmISU01.17G012700.1.p, GmISU01.17G012700.2.p, GmISU01.07G221900.4.p, GmISU01.07G221900.14.p, GmISU01.07G221900.3.p, GmISU01.07G221900.2.p, GmISU01.07G221900.1.p, GmISU01.07G221900.15.p, GmISU01.07G221900.20.p, GmISU01.07G221900.19.p, GmISU01.07G221900.6.p, GmISU01.07G221900.21.p, GmISU01.07G221900.17.p, GmISU01.07G221900.16.p, GmISU01.07G221900.18.p, GmISU01.07G221900.9.p, GmISU01.07G221900.12.p, GmISU01.07G221900.13.p, GmISU01.07G221900.7.p, GmISU01.07G221900.10.p	AT4G21820.2, AT4G21820.3, AT4G21820.1
OG0001480	GmISU01.19G097200.1.p	AT2G26800.5, AT2G26800.3, AT2G26800.4, AT2G26800.2, AT2G26800.1
OG0001481	GmISU01.03G108000.1.p, GmISU01.19G112800.1.p	AT2G42190.3, AT2G42190.2, AT2G42190.1, AT3G57930.1, AT3G57930.2
OG0001482	GmISU01.18G164300.2.p, GmISU01.09G227500.1.p, GmISU01.18G164300.3.p, GmISU01.18G164300.1.p	AT4G23660.4, AT4G23660.2, AT4G23660.5, AT4G23660.3, AT4G23660.1
OG0001483	GmISU01.10G142100.1.p, GmISU01.10G142100.6.p, GmISU01.10G142100.2.p, GmISU01.10G142100.7.p, GmISU01.10G142100.8.p, GmISU01.10G142100.4.p, GmISU01.10G142100.5.p, GmISU01.10G142100.3.p, GmISU01.20G174700.5.p, GmISU01.20G174700.4.p, GmISU01.20G174700.1.p, GmISU01.10G142100.11.p, GmISU01.10G142100.10.p, GmISU01.10G142100.9.p, GmISU01.10G142100.12.p	AT5G08440.2, AT5G08440.3, AT5G08440.1, AT5G23490.3, AT5G23490.2, AT5G23490.1, AT5G23490.4
OG0001484	GmISU01.13G156700.1.p, GmISU01.13G156700.2.p, GmISU01.13G156700.3.p, GmISU01.15G190200.1.p, GmISU01.15G190200.3.p, GmISU01.04G105600.5.p, GmISU01.04G105600.7.p, GmISU01.04G105600.1.p, GmISU01.04G105600.2.p	AT5G04940.2, AT5G04940.1, AT1G73100.1
OG0001485	GmISU01.18G065300.1.p, GmISU01.18G065300.9.p, GmISU01.18G065300.7.p, GmISU01.18G065300.8.p, GmISU01.18G065300.4.p, GmISU01.18G065300.5.p, GmISU01.18G065300.2.p, GmISU01.18G065300.6.p, GmISU01.08G300600.3.p, GmISU01.08G300600.2.p, GmISU01.08G300600.1.p	AT3G13300.2, AT3G13300.3, AT3G13300.1, AT3G13290.1
OG0001486	GmISU01.08G122600.1.p	AT3G26430.1
OG0001486	GmISU01.19G090000.1.p, GmISU01.03G005600.1.p	AT1G67830.1
OG0001487	GmISU01.02G095000.1.p, GmISU01.02G095000.2.p, GmISU01.02G095000.6.p, GmISU01.01G042100.2.p, GmISU01.01G042100.5.p, GmISU01.01G042100.4.p, GmISU01.08G268100.1.p, GmISU01.18G100200.1.p	AT3G61580.1, AT2G46210.1
OG0001488	GmISU01.02G123800.10.p, GmISU01.02G123800.5.p, GmISU01.02G123800.2.p, GmISU01.02G123800.9.p, GmISU01.02G123800.7.p, GmISU01.02G123800.6.p, GmISU01.02G123800.8.p, GmISU01.02G123800.4.p, GmISU01.02G123800.1.p, GmISU01.07G175700.3.p, GmISU01.07G175700.4.p, GmISU01.07G175700.2.p, GmISU01.07G175700.1.p, GmISU01.07G175700.5.p	AT2G43680.3, AT2G43680.5, AT2G43680.2, AT2G43680.4, AT2G43680.1, AT3G59690.2, AT3G59690.1
OG0001490	GmISU01.12G001800.2.p, GmISU01.12G001800.1.p	AT1G72160.1
OG0001491	GmISU01.09G101700.1.p, GmISU01.16G147900.1.p, GmISU01.09G101600.1.p	AT3G16520.1, AT3G16520.2, AT3G16520.3
OG0001492	GmISU01.06G124200.7.p, GmISU01.06G124200.6.p, GmISU01.06G124200.5.p, GmISU01.06G124200.2.p, GmISU01.06G124200.3.p, GmISU01.06G124200.4.p, GmISU01.06G124200.1.p, GmISU01.04G187600.3.p	AT3G49430.1, AT3G49430.7, AT3G49430.4, AT3G49430.5, AT3G49430.3, AT3G49430.6, AT3G49430.2
OG0001493	GmISU01.15G129000.1.p, GmISU01.09G032600.1.p, GmISU01.07G202100.1.p, GmISU01.17G031500.1.p	AT3G06590.2, AT3G06590.1, AT3G06590.4, AT3G06590.3, AT3G17100.1, AT3G17100.2
OG0001493	GmISU01.20G066700.1.p, GmISU01.10G116100.1.p	AT1G09250.1
OG0001494	GmISU01.16G141400.1.p	AT1G67430.1, AT1G27400.1, AT1G67430.2
OG0001495	GmISU01.15G167500.1.p	AT1G59950.1, AT1G59960.1
OG0001496	GmISU01.04G135500.1.p, GmISU01.04G135500.3.p, GmISU01.04G135500.4.p, GmISU01.06G179300.3.p, GmISU01.06G179300.1.p	AT3G32420.1, AT5G07740.2, AT5G07740.1, AT5G07740.3
OG0001497	GmISU01.04G147200.4.p, GmISU01.04G147200.5.p, GmISU01.04G147200.8.p, GmISU01.04G147200.9.p, GmISU01.04G147200.7.p, GmISU01.04G147200.6.p, GmISU01.04G147200.3.p, GmISU01.04G147200.2.p, GmISU01.04G147200.1.p, GmISU01.04G147200.15.p, GmISU01.04G147200.14.p, GmISU01.04G147200.10.p, GmISU01.04G147200.11.p, GmISU01.04G147200.13.p, GmISU01.04G147200.12.p	AT3G48190.2, AT3G48190.1, AT3G48190.3
OG0001498	GmISU01.05G032800.2.p, GmISU01.05G032800.1.p, GmISU01.17G083200.1.p	AT5G62850.2, AT5G62850.1
OG0001498	GmISU01.19G008900.1.p, GmISU01.13G141500.1.p, GmISU01.19G008800.1.p	AT3G28007.1
OG0001499	GmISU01.12G171800.1.p, GmISU01.06G247800.1.p, GmISU01.12G100400.1.p	AT4G20970.1
OG0001500	GmISU01.02G109400.1.p, GmISU01.02G109400.2.p, GmISU01.01G056400.4.p, GmISU01.01G056400.1.p, GmISU01.01G056400.3.p, GmISU01.01G056400.5.p	AT1G69010.1
OG0001501	GmISU01.03G187300.1.p	AT1G09430.1
OG0001501	GmISU01.02G033000.1.p, GmISU01.01G027000.1.p, GmISU01.08G148200.2.p, GmISU01.08G148200.1.p	AT1G10670.4, AT1G10670.1, AT1G10670.2, AT1G10670.3, AT1G60810.1, AT1G60810.2
OG0001503	GmISU01.09G012800.1.p, GmISU01.15G109500.2.p	AT1G51090.1
OG0001503	GmISU01.07G229700.1.p, GmISU01.17G005200.1.p, GmISU01.17G005200.2.p	AT1G49420.1, AT4G16380.4, AT4G16380.2, AT4G16380.3, AT4G16380.1
OG0001504	GmISU01.07G232800.3.p, GmISU01.07G232800.1.p, GmISU01.07G232800.2.p, GmISU01.09G017900.1.p, GmISU01.09G017900.2.p, GmISU01.09G017900.3.p, GmISU01.09G017900.4.p, GmISU01.15G115500.1.p	AT5G49760.1, AT5G49770.1
OG0001512	GmISU01.02G232000.3.p, GmISU01.02G232000.2.p, GmISU01.02G232000.6.p, GmISU01.02G232000.7.p, GmISU01.02G232000.5.p, GmISU01.02G232000.1.p, GmISU01.02G232000.4.p, GmISU01.14G041500.4.p, GmISU01.14G041500.5.p, GmISU01.14G041500.3.p, GmISU01.14G041500.2.p, GmISU01.14G041500.1.p	AT2G27170.1, AT2G27170.2, AT2G27170.3, AT2G27170.4
OG0001514	GmISU01.10G112800.1.p, GmISU01.14G168900.1.p	AT5G26630.1
OG0001515	GmISU01.12G196390.1.p, GmISU01.12G196210.1.p, GmISU01.12G196300.2.p	ATCG00540.1
OG0001516	GmISU01.07G188200.2.p, GmISU01.07G188200.3.p, GmISU01.07G188200.1.p, GmISU01.20G016400.1.p, GmISU01.07G188200.4.p, GmISU01.20G016400.2.p	AT5G18820.2, AT5G18820.1
OG0001516	GmISU01.11G156600.4.p, GmISU01.11G156600.3.p, GmISU01.12G071000.1.p, GmISU01.11G156600.2.p	AT2G28000.1
OG0001517	GmISU01.20G060500.1.p, GmISU01.10G007100.1.p, GmISU01.02G256300.1.p, GmISU01.10G153300.1.p, GmISU01.20G163100.1.p	AT1G04340.1, AT5G43460.1, AT5G43460.2
OG0001517	GmISU01.03G124900.1.p, GmISU01.19G128900.2.p, GmISU01.19G128900.1.p, GmISU01.13G093700.1.p, GmISU01.10G032400.1.p	AT4G14420.1
OG0001518	GmISU01.18G150900.1.p, GmISU01.07G131500.1.p, GmISU01.03G044800.1.p, GmISU01.01G092100.1.p	AT2G38240.1
OG0001518	GmISU01.11G209600.1.p, GmISU01.18G024500.1.p, GmISU01.02G219200.1.p, GmISU01.02G219200.2.p, GmISU01.14G054600.1.p	AT3G55970.1, AT3G55970.2, AT3G11180.2, AT3G11180.1, AT5G05600.2, AT5G05600.1
OG0001519	GmISU01.18G022800.3.p, GmISU01.18G022800.4.p, GmISU01.18G022800.2.p, GmISU01.18G022800.7.p, GmISU01.18G022800.6.p, GmISU01.18G022800.5.p, GmISU01.05G070000.2.p, GmISU01.05G070000.1.p	AT1G09870.1
OG0001520	GmISU01.03G057900.2.p, GmISU01.01G084600.1.p, GmISU01.03G057900.4.p, GmISU01.03G057900.3.p, GmISU01.01G084600.2.p	AT2G37975.2, AT2G37975.1, AT3G54085.1, AT3G54085.3, AT3G54085.2
OG0001521	GmISU01.10G019000.1.p, GmISU01.02G138400.6.p, GmISU01.02G138300.1.p, GmISU01.10G019100.1.p, GmISU01.02G138400.1.p	AT2G47850.4, AT2G47850.2, AT2G47850.3, AT2G47850.1
OG0001523	GmISU01.10G251400.2.p, GmISU01.10G251400.1.p, GmISU01.20G202500.8.p	AT3G07160.1, AT3G07160.2, AT3G07160.3
OG0001523	GmISU01.06G159200.3.p, GmISU01.06G159200.2.p, GmISU01.04G154600.1.p, GmISU01.06G159200.1.p	AT2G36850.1
OG0001524	GmISU01.06G040600.9.p, GmISU01.06G040600.1.p, GmISU01.06G040600.10.p, GmISU01.06G040600.8.p, GmISU01.06G040600.6.p, GmISU01.06G040600.3.p, GmISU01.06G040600.4.p, GmISU01.06G040600.2.p, GmISU01.06G040600.5.p, GmISU01.06G040600.7.p, GmISU01.04G041400.1.p, GmISU01.04G041400.4.p, GmISU01.04G041400.2.p, GmISU01.04G041400.6.p, GmISU01.04G041400.7.p, GmISU01.04G041400.3.p, GmISU01.04G041400.5.p, GmISU01.17G205800.6.p, GmISU01.14G082200.3.p, GmISU01.17G205800.3.p, GmISU01.14G082200.1.p	AT5G43130.1
OG0001525	GmISU01.19G106400.3.p, GmISU01.19G106400.2.p, GmISU01.19G106400.1.p, GmISU01.19G106400.5.p, GmISU01.19G106400.4.p, GmISU01.03G102500.6.p, GmISU01.10G081700.6.p, GmISU01.10G081700.3.p, GmISU01.10G081700.5.p, GmISU01.10G081700.2.p, GmISU01.10G081700.4.p, GmISU01.02G158100.2.p	AT3G57410.2, AT3G57410.8, AT3G57410.3, AT3G57410.9, AT3G57410.5, AT3G57410.1, AT3G57410.7, AT3G57410.4, AT3G57410.6, AT3G57410.10, AT2G41740.1, AT2G41740.2
OG0001526	GmISU01.15G171500.1.p, GmISU01.13G031000.1.p, GmISU01.03G157600.1.p, GmISU01.08G105000.1.p, GmISU01.11G205700.1.p, GmISU01.08G104900.1.p, GmISU01.05G130300.2.p	AT4G18100.1, AT5G46430.2, AT5G46430.1
OG0001527	GmISU01.03G198700.1.p, GmISU01.03G198900.1.p, GmISU01.13G184300.1.p, GmISU01.19G199800.1.p, GmISU01.19G200000.1.p, GmISU01.15G088700.1.p	AT3G52580.1, AT3G11510.1, AT2G36160.1
OG0001528	GmISU01.08G322800.1.p, GmISU01.08G322800.8.p, GmISU01.08G322800.7.p, GmISU01.08G322800.6.p, GmISU01.18G241000.1.p	AT5G13000.2, AT5G13000.1
OG0001528	GmISU01.08G145800.2.p, GmISU01.08G145800.1.p, GmISU01.15G222900.1.p	AT1G05570.3, AT1G05570.1, AT1G05570.4, AT1G05570.2, AT2G31960.5, AT2G31960.3, AT2G31960.2, AT2G31960.1, AT2G31960.4
OG0001529	GmISU01.20G114000.1.p, GmISU01.20G114000.2.p, GmISU01.10G206900.3.p, GmISU01.10G206900.2.p, GmISU01.10G206900.4.p, GmISU01.10G206900.1.p, GmISU01.01G194000.2.p, GmISU01.11G006200.2.p, GmISU01.01G194000.1.p, GmISU01.11G006200.1.p	AT4G14770.3, AT4G14770.2, AT4G14770.1, AT3G22760.2, AT3G22760.1, AT3G22780.1
OG0001530	GmISU01.12G048700.4.p, GmISU01.12G048700.5.p, GmISU01.12G048700.1.p, GmISU01.12G048700.2.p, GmISU01.11G118000.2.p, GmISU01.11G118000.1.p, GmISU01.15G029600.1.p, GmISU01.13G302300.1.p	AT1G05890.1, AT1G05890.2, AT2G31510.3, AT2G31510.1, AT2G31510.2
OG0001531	GmISU01.20G036300.6.p, GmISU01.20G036300.7.p, GmISU01.20G036300.4.p, GmISU01.20G036300.3.p, GmISU01.20G036300.2.p, GmISU01.20G036300.5.p, GmISU01.20G036300.1.p, GmISU01.13G052000.1.p, GmISU01.13G052000.2.p, GmISU01.02G234300.3.p, GmISU01.02G234300.6.p, GmISU01.02G234300.5.p, GmISU01.02G234300.4.p, GmISU01.02G234300.2.p, GmISU01.14G039100.2.p, GmISU01.14G039100.5.p, GmISU01.14G039100.8.p, GmISU01.14G039100.4.p, GmISU01.14G039100.3.p, GmISU01.14G039100.1.p, GmISU01.14G039100.6.p, GmISU01.14G039100.7.p	AT2G27090.2, AT2G27090.1
OG0001532	GmISU01.19G156000.2.p, GmISU01.19G156000.1.p	AT1G66950.1, AT2G36380.1
