Orthogroup	G_max.proteins	A_coerulea.proteins
OG0002099	GmISU01.06G087400.1.p, GmISU01.10G210500.2.p, GmISU01.10G210500.5.p, GmISU01.10G210500.11.p, GmISU01.10G210500.9.p, GmISU01.10G210500.1.p, GmISU01.10G210500.4.p, GmISU01.10G210500.10.p, GmISU01.10G210500.8.p, GmISU01.10G210500.3.p, GmISU01.20G110000.3.p, GmISU01.20G110000.4.p, GmISU01.20G110000.2.p, GmISU01.20G110000.5.p, GmISU01.20G110000.1.p	Aqcoe2G341600.2.p, Aqcoe2G341600.1.p
OG0002100	GmISU01.10G019200.1.p, GmISU01.10G019200.2.p, GmISU01.02G138200.1.p, GmISU01.02G138200.3.p, GmISU01.03G170000.1.p, GmISU01.19G171800.1.p	Aqcoe2G308200.1.p, Aqcoe2G308200.2.p, Aqcoe5G080500.3.p, Aqcoe5G080500.1.p, Aqcoe5G080500.2.p
OG0002101	GmISU01.01G000900.1.p, GmISU01.01G000900.2.p	Aqcoe0158s0002.1.p
OG0002101	GmISU01.01G001200.1.p	Aqcoe7G239400.2.p, Aqcoe7G239400.1.p
OG0002102	GmISU01.03G182000.3.p	Aqcoe5G038900.2.p
OG0002102	GmISU01.17G035900.1.p, GmISU01.13G092100.2.p, GmISU01.17G035900.2.p, GmISU01.13G092100.1.p, GmISU01.09G069100.1.p, GmISU01.15G167300.1.p	Aqcoe2G044500.2.p, Aqcoe2G044500.3.p, Aqcoe2G044500.1.p, Aqcoe5G038900.1.p
OG0002103	GmISU01.20G188900.1.p	Aqcoe2G316100.1.p
OG0002103	GmISU01.01G066700.1.p	Aqcoe5G074500.2.p, Aqcoe5G074500.1.p
OG0002104	GmISU01.13G243200.2.p, GmISU01.13G243100.2.p, GmISU01.07G055100.2.p, GmISU01.07G055200.2.p, GmISU01.13G243200.1.p, GmISU01.13G243100.1.p, GmISU01.07G055200.1.p, GmISU01.07G055100.1.p, GmISU01.16G025700.1.p	Aqcoe5G446300.1.p, Aqcoe2G433800.1.p
OG0002105	GmISU01.11G009800.3.p, GmISU01.11G009800.1.p, GmISU01.11G009800.2.p, GmISU01.11G009800.4.p, GmISU01.01G186600.1.p	Aqcoe1G133600.1.p
OG0002105	GmISU01.12G016400.5.p, GmISU01.12G016400.7.p, GmISU01.12G016400.6.p, GmISU01.12G016400.2.p, GmISU01.12G016400.3.p, GmISU01.12G016400.1.p, GmISU01.12G016400.4.p, GmISU01.11G084100.3.p, GmISU01.11G084100.1.p	Aqcoe2G205000.1.p
OG0002106	GmISU01.11G153900.2.p, GmISU01.11G153900.3.p, GmISU01.12G073600.1.p, GmISU01.12G073600.4.p, GmISU01.12G073600.2.p, GmISU01.13G282100.1.p, GmISU01.13G282100.3.p, GmISU01.13G282100.2.p, GmISU01.12G146600.1.p, GmISU01.12G146600.2.p	Aqcoe2G211600.1.p, Aqcoe2G211600.2.p
OG0002107	GmISU01.03G023700.1.p, GmISU01.10G226300.1.p, GmISU01.16G121900.1.p, GmISU01.05G067700.1.p, GmISU01.19G057000.1.p, GmISU01.05G067500.1.p	Aqcoe2G039800.1.p
OG0002108	GmISU01.19G185100.1.p, GmISU01.19G185100.4.p, GmISU01.19G185100.3.p, GmISU01.03G183900.2.p, GmISU01.03G183900.1.p	Aqcoe5G288200.1.p
OG0002108	GmISU01.10G112300.1.p, GmISU01.20G062300.1.p, GmISU01.03G185900.1.p, GmISU01.19G187200.1.p	Aqcoe2G239100.1.p
OG0002109	GmISU01.03G159700.2.p, GmISU01.03G159700.1.p, GmISU01.19G161700.1.p, GmISU01.12G084100.1.p, GmISU01.11G144400.1.p	Aqcoe2G112900.1.p, Aqcoe3G372300.1.p, Aqcoe1G434800.1.p
OG0002110	GmISU01.08G097500.4.p, GmISU01.08G097500.3.p, GmISU01.08G097500.1.p, GmISU01.08G097500.2.p, GmISU01.05G123700.1.p, GmISU01.18G003800.1.p, GmISU01.18G003800.2.p, GmISU01.11G230600.3.p, GmISU01.11G230600.4.p, GmISU01.11G230600.1.p	Aqcoe2G415200.1.p, Aqcoe2G415200.2.p
OG0002111	GmISU01.08G175300.3.p, GmISU01.08G175300.4.p, GmISU01.08G175300.2.p, GmISU01.08G175300.1.p	Aqcoe6G006900.2.p, Aqcoe6G006900.1.p
OG0002111	GmISU01.01G128200.3.p, GmISU01.01G128200.1.p, GmISU01.11G071000.1.p, GmISU01.11G071000.2.p	Aqcoe6G213400.2.p, Aqcoe6G213400.1.p
OG0002112	GmISU01.04G008300.1.p, GmISU01.06G007500.1.p	Aqcoe6G253300.2.p, Aqcoe6G253300.1.p
OG0002113	GmISU01.06G136200.1.p	Aqcoe6G043000.2.p, Aqcoe6G043000.1.p
OG0002113	GmISU01.20G076400.4.p, GmISU01.10G240100.1.p, GmISU01.10G240100.3.p	Aqcoe6G204700.1.p
OG0002114	GmISU01.06G019800.1.p, GmISU01.04G021300.1.p, GmISU01.04G021500.2.p, GmISU01.04G021500.1.p, GmISU01.06G019900.1.p, GmISU01.04G021400.1.p, GmISU01.04G021700.1.p	Aqcoe6G217600.1.p
OG0002114	GmISU01.15G190300.1.p, GmISU01.13G156800.1.p	Aqcoe5G454100.1.p
OG0002115	GmISU01.15G147300.1.p, GmISU01.09G050800.1.p, GmISU01.15G147100.1.p, GmISU01.09G050850.1.p, GmISU01.09G050700.1.p, GmISU01.15G146700.1.p, GmISU01.15G146900.1.p, GmISU01.09G050900.1.p, GmISU01.09G050900.2.p, GmISU01.15G147400.1.p	Aqcoe7G309200.1.p, Aqcoe6G178800.1.p
OG0002115	GmISU01.15G147000.1.p	Aqcoe7G317200.1.p, Aqcoe7G317200.2.p
OG0002116	GmISU01.15G138900.1.p, GmISU01.09G039000.2.p, GmISU01.09G039000.1.p, GmISU01.07G208000.1.p	Aqcoe5G092500.1.p
OG0002116	GmISU01.02G014900.1.p	Aqcoe6G239500.1.p, Aqcoe5G113700.1.p, Aqcoe7G185000.1.p
OG0002117	GmISU01.04G203600.1.p, GmISU01.06G105800.1.p, GmISU01.06G105800.2.p, GmISU01.08G001700.3.p, GmISU01.08G001700.2.p, GmISU01.08G001700.1.p, GmISU01.08G001700.4.p, GmISU01.04G169200.3.p, GmISU01.04G169200.1.p, GmISU01.04G169200.2.p, GmISU01.06G144100.1.p	Aqcoe6G027000.1.p
OG0002118	GmISU01.08G127900.2.p, GmISU01.08G127900.3.p, GmISU01.05G151500.1.p, GmISU01.18G016900.1.p, GmISU01.11G217300.1.p, GmISU01.06G095900.1.p, GmISU01.04G093600.1.p, GmISU01.13G061200.1.p, GmISU01.14G142400.1.p	Aqcoe6G063200.1.p, Aqcoe6G063100.1.p
OG0002119	GmISU01.06G136900.1.p, GmISU01.06G137000.1.p, GmISU01.05G159100.1.p, GmISU01.08G135400.3.p, GmISU01.08G135400.2.p	Aqcoe6G291700.2.p, Aqcoe6G291700.1.p
OG0002119	GmISU01.06G136801.1.p	Aqcoe6G316300.1.p
OG0002119	GmISU01.02G073600.3.p, GmISU01.01G051800.1.p, GmISU01.15G203800.1.p, GmISU01.16G139000.1.p, GmISU01.02G073600.4.p, GmISU01.02G073600.1.p	Aqcoe5G248900.1.p, Aqcoe5G248900.2.p
OG0002120	GmISU01.15G055300.1.p, GmISU01.13G221100.1.p, GmISU01.13G221100.2.p, GmISU01.07G153200.1.p, GmISU01.08G061100.2.p, GmISU01.08G061100.1.p	Aqcoe6G089600.1.p, Aqcoe6G089600.3.p, Aqcoe6G089600.2.p, Aqcoe5G165000.1.p, Aqcoe7G343600.2.p, Aqcoe7G343600.1.p, Aqcoe7G343600.3.p
OG0002121	GmISU01.14G142900.1.p, GmISU01.08G127100.1.p	Aqcoe6G088800.1.p
OG0002122	GmISU01.04G200100.1.p, GmISU01.06G109800.1.p, GmISU01.04G172200.1.p	Aqcoe6G035600.1.p
OG0002123	GmISU01.04G090700.4.p, GmISU01.04G090700.2.p, GmISU01.06G092900.1.p, GmISU01.06G092900.6.p, GmISU01.06G092900.3.p, GmISU01.06G092900.2.p	Aqcoe6G080300.1.p, Aqcoe6G080300.3.p, Aqcoe6G080300.2.p
OG0002124	GmISU01.01G005000.1.p, GmISU01.07G111000.1.p, GmISU01.07G111000.2.p, GmISU01.07G111000.5.p	Aqcoe7G418500.1.p, Aqcoe7G418500.2.p
OG0002124	GmISU01.18G019300.1.p, GmISU01.11G214400.1.p, GmISU01.11G214500.1.p, GmISU01.11G214500.2.p	Aqcoe6G054300.2.p, Aqcoe6G054300.1.p, Aqcoe5G116600.1.p
OG0002125	GmISU01.08G129500.1.p, GmISU01.08G129500.3.p, GmISU01.08G129500.4.p, GmISU01.08G129500.2.p, GmISU01.11G216000.1.p, GmISU01.11G216000.7.p, GmISU01.11G216000.5.p, GmISU01.11G216000.9.p, GmISU01.11G216000.8.p, GmISU01.11G216000.6.p, GmISU01.11G216000.2.p, GmISU01.11G216000.10.p, GmISU01.18G018100.2.p, GmISU01.18G018100.1.p, GmISU01.18G018100.4.p	Aqcoe6G057900.2.p, Aqcoe6G057900.5.p, Aqcoe6G057900.4.p, Aqcoe6G057900.3.p, Aqcoe6G057900.1.p
OG0002126	GmISU01.02G155500.1.p, GmISU01.20G052100.1.p, GmISU01.20G049500.1.p, GmISU01.20G052200.1.p, GmISU01.08G252100.1.p, GmISU01.08G251900.1.p, GmISU01.08G252000.1.p, GmISU01.18G114600.1.p, GmISU01.02G036900.1.p, GmISU01.01G023400.1.p	Aqcoe6G157000.1.p
OG0002127	GmISU01.01G163500.1.p, GmISU01.11G035200.1.p, GmISU01.05G061500.2.p, GmISU01.17G137400.2.p, GmISU01.05G061500.1.p, GmISU01.07G105200.1.p, GmISU01.03G079100.1.p, GmISU01.17G137400.1.p	Aqcoe3G258600.1.p, Aqcoe1G285800.1.p, Aqcoe6G203200.1.p, Aqcoe7G214400.1.p
OG0002128	GmISU01.16G100200.5.p, GmISU01.16G100200.1.p, GmISU01.16G100200.4.p, GmISU01.16G100200.2.p, GmISU01.16G100200.3.p, GmISU01.02G040800.1.p, GmISU01.01G125900.1.p, GmISU01.01G125900.2.p, GmISU01.11G073400.1.p	Aqcoe6G236100.1.p
OG0002129	GmISU01.04G067900.3.p, GmISU01.04G067900.8.p, GmISU01.04G067900.4.p, GmISU01.04G067900.7.p, GmISU01.04G067900.12.p, GmISU01.04G067900.11.p, GmISU01.04G067900.15.p, GmISU01.04G067900.13.p, GmISU01.04G067900.14.p, GmISU01.04G067900.1.p, GmISU01.04G067900.9.p, GmISU01.04G067900.10.p, GmISU01.04G067900.16.p, GmISU01.04G067900.2.p, GmISU01.04G067900.5.p, GmISU01.06G068900.2.p, GmISU01.06G068900.5.p, GmISU01.06G068900.1.p, GmISU01.06G068900.3.p, GmISU01.06G068900.4.p	Aqcoe6G014400.1.p
OG0002130	GmISU01.06G104600.1.p, GmISU01.04G205100.1.p, GmISU01.13G012800.1.p, GmISU01.14G124700.1.p, GmISU01.05G164900.1.p, GmISU01.06G144200.1.p, GmISU01.04G169100.1.p	Aqcoe6G026500.1.p
OG0002131	GmISU01.05G031100.1.p, GmISU01.17G084900.1.p, GmISU01.06G169000.1.p, GmISU01.04G145200.1.p	Aqcoe3G304900.1.p, Aqcoe3G107400.1.p
OG0002131	GmISU01.10G217100.1.p	Aqcoe6G277200.1.p
OG0002132	GmISU01.09G173700.3.p, GmISU01.09G173700.1.p, GmISU01.09G173700.2.p, GmISU01.09G173700.4.p, GmISU01.16G066300.1.p, GmISU01.16G090000.1.p, GmISU01.16G090000.2.p, GmISU01.04G103600.1.p, GmISU01.04G103600.2.p	Aqcoe4G210800.1.p, Aqcoe3G169000.1.p
OG0002133	GmISU01.12G094900.1.p, GmISU01.06G254600.1.p, GmISU01.12G166400.1.p, GmISU01.13G264100.1.p, GmISU01.07G159000.1.p, GmISU01.08G054800.2.p, GmISU01.08G054800.1.p, GmISU01.15G063200.1.p, GmISU01.13G213300.1.p	Aqcoe4G263200.1.p
OG0002134	GmISU01.14G030000.1.p, GmISU01.14G030000.3.p, GmISU01.14G030000.2.p, GmISU01.02G242700.1.p, GmISU01.18G096200.2.p, GmISU01.18G096200.1.p, GmISU01.18G096200.3.p, GmISU01.08G272000.1.p, GmISU01.08G272000.2.p	Aqcoe4G004600.1.p
OG0002135	GmISU01.06G207700.1.p, GmISU01.06G207700.3.p, GmISU01.06G207700.2.p, GmISU01.12G127800.1.p, GmISU01.13G239500.3.p, GmISU01.13G239500.1.p, GmISU01.13G239500.2.p, GmISU01.12G188900.1.p, GmISU01.12G188900.2.p	Aqcoe4G099600.2.p, Aqcoe4G099600.1.p, Aqcoe1G262200.1.p, Aqcoe1G262200.2.p
OG0002136	GmISU01.07G164900.4.p, GmISU01.07G164900.3.p, GmISU01.07G164900.7.p, GmISU01.07G164900.2.p, GmISU01.07G164900.5.p, GmISU01.07G164900.1.p, GmISU01.13G151400.3.p, GmISU01.07G164900.6.p	Aqcoe7G242800.3.p, Aqcoe3G176800.7.p, Aqcoe3G176800.6.p, Aqcoe7G242800.2.p, Aqcoe7G242800.1.p, Aqcoe3G176800.3.p, Aqcoe3G176800.1.p, Aqcoe3G176800.2.p, Aqcoe3G176800.4.p, Aqcoe3G176800.5.p
OG0002137	GmISU01.17G046100.1.p, GmISU01.13G081100.1.p, GmISU01.17G046200.1.p	Aqcoe4G010200.1.p, Aqcoe7G434600.1.p, Aqcoe1G122300.1.p, Aqcoe3G334800.1.p, Aqcoe7G434400.1.p, Aqcoe7G434900.1.p, Aqcoe7G435900.2.p, Aqcoe7G435900.1.p
OG0002138	GmISU01.11G031600.2.p, GmISU01.11G031600.3.p, GmISU01.11G031600.1.p, GmISU01.11G031600.6.p, GmISU01.11G031600.4.p, GmISU01.11G031600.5.p, GmISU01.11G031600.7.p, GmISU01.11G031600.8.p, GmISU01.11G031600.9.p, GmISU01.11G031600.15.p, GmISU01.11G031600.20.p, GmISU01.11G031600.19.p, GmISU01.11G031600.21.p, GmISU01.11G031600.18.p, GmISU01.11G031600.13.p, GmISU01.11G031600.10.p, GmISU01.11G031600.14.p, GmISU01.11G031600.11.p, GmISU01.11G031600.12.p, GmISU01.11G031600.17.p, GmISU01.11G031600.16.p	Aqcoe7G089300.4.p, Aqcoe7G089300.2.p, Aqcoe7G089300.3.p, Aqcoe7G089300.1.p
OG0002139	GmISU01.11G101700.6.p, GmISU01.11G101700.7.p, GmISU01.11G101700.2.p, GmISU01.11G101700.1.p, GmISU01.11G101700.8.p, GmISU01.11G101700.4.p, GmISU01.12G013400.4.p, GmISU01.12G013400.16.p, GmISU01.12G013400.5.p, GmISU01.12G013400.8.p, GmISU01.12G013400.7.p, GmISU01.12G013400.11.p, GmISU01.12G013400.6.p, GmISU01.12G013400.12.p, GmISU01.12G013400.2.p, GmISU01.12G013400.3.p, GmISU01.12G013400.17.p, GmISU01.12G013400.18.p, GmISU01.12G013400.10.p, GmISU01.12G013400.9.p, GmISU01.11G101700.3.p, GmISU01.11G101700.5.p, GmISU01.12G013400.1.p, GmISU01.12G013400.14.p, GmISU01.12G013400.13.p, GmISU01.12G013400.15.p	Aqcoe7G204200.1.p, Aqcoe7G204200.2.p
OG0002140	GmISU01.13G323000.1.p	Aqcoe1G314300.1.p, Aqcoe7G387200.1.p, Aqcoe1G314100.1.p
OG0002140	GmISU01.13G137800.1.p, GmISU01.17G104400.1.p	Aqcoe7G264700.1.p, Aqcoe7G264700.2.p
OG0002141	GmISU01.13G136000.2.p, GmISU01.13G136000.1.p, GmISU01.04G059800.2.p, GmISU01.04G059800.1.p, GmISU01.06G060200.3.p, GmISU01.06G060200.2.p, GmISU01.06G060200.1.p, GmISU01.17G183700.1.p	Aqcoe7G375100.1.p, Aqcoe7G375100.2.p
OG0002142	GmISU01.01G004300.1.p, GmISU01.07G111900.1.p, GmISU01.05G191800.1.p, GmISU01.08G028800.6.p, GmISU01.08G028800.2.p, GmISU01.08G028800.1.p, GmISU01.08G028800.5.p	Aqcoe7G142900.2.p, Aqcoe7G142900.1.p, Aqcoe7G143100.1.p, Aqcoe7G143100.2.p
OG0002143	GmISU01.14G102900.1.p, GmISU01.17G186000.1.p, GmISU01.06G058200.1.p, GmISU01.04G057900.1.p, GmISU01.08G201500.1.p, GmISU01.07G023300.1.p	Aqcoe7G363900.2.p, Aqcoe7G363900.1.p
OG0002144	GmISU01.13G022000.1.p, GmISU01.14G135100.1.p	Aqcoe7G013400.2.p, Aqcoe7G013400.1.p
OG0002145	GmISU01.13G184200.1.p, GmISU01.15G088800.1.p, GmISU01.18G092300.1.p, GmISU01.14G028400.1.p, GmISU01.02G244600.1.p, GmISU01.14G028400.2.p, GmISU01.02G244600.2.p	Aqcoe7G359000.1.p, Aqcoe1G192800.1.p
OG0002146	GmISU01.07G077200.3.p, GmISU01.09G152700.1.p, GmISU01.07G077200.4.p, GmISU01.07G077200.1.p, GmISU01.07G077200.2.p, GmISU01.08G034400.2.p, GmISU01.08G034400.1.p, GmISU01.05G196500.2.p	Aqcoe7G169200.2.p, Aqcoe7G169200.1.p, Aqcoe7G402300.1.p
OG0002147	GmISU01.02G117300.1.p, GmISU01.01G072400.1.p, GmISU01.17G113500.4.p, GmISU01.05G013600.1.p, GmISU01.04G118600.1.p, GmISU01.06G187600.1.p	Aqcoe3G391800.1.p, Aqcoe7G353700.1.p, Aqcoe3G053000.1.p
OG0002148	GmISU01.18G179800.8.p, GmISU01.18G179800.2.p, GmISU01.18G179800.1.p, GmISU01.18G179800.5.p, GmISU01.18G179800.7.p, GmISU01.18G179800.6.p, GmISU01.09G214500.1.p, GmISU01.09G214500.2.p	Aqcoe7G029200.6.p, Aqcoe7G029200.1.p, Aqcoe7G029200.5.p, Aqcoe7G029200.2.p, Aqcoe7G029200.4.p, Aqcoe7G029200.3.p
OG0002149	GmISU01.06G122700.1.p, GmISU01.04G189400.1.p, GmISU01.07G048200.1.p, GmISU01.16G018400.1.p, GmISU01.03G216400.1.p	Aqcoe7G001900.1.p
OG0002151	GmISU01.05G106000.1.p, GmISU01.08G078000.1.p, GmISU01.10G099000.1.p, GmISU01.13G185800.1.p, GmISU01.15G087300.1.p, GmISU01.15G209000.1.p, GmISU01.13G224300.1.p, GmISU01.15G206200.1.p, GmISU01.13G224200.1.p	Aqcoe7G420000.1.p, Aqcoe1G189900.1.p
OG0002152	GmISU01.06G096700.7.p	Aqcoe5G316800.5.p, Aqcoe5G316800.6.p, Aqcoe5G316800.7.p, Aqcoe7G042000.1.p
OG0002152	GmISU01.04G094700.5.p, GmISU01.04G094700.6.p, GmISU01.04G094700.1.p, GmISU01.04G094700.8.p, GmISU01.04G094700.2.p, GmISU01.04G094700.4.p, GmISU01.04G094700.7.p, GmISU01.04G094700.3.p, GmISU01.06G096700.1.p, GmISU01.06G096700.6.p, GmISU01.06G096700.5.p	Aqcoe5G316800.2.p, Aqcoe5G316800.1.p, Aqcoe5G316800.3.p, Aqcoe5G316800.4.p
OG0002153	GmISU01.09G061900.2.p, GmISU01.09G061900.3.p, GmISU01.09G061900.1.p, GmISU01.15G157400.1.p, GmISU01.15G157400.2.p, GmISU01.17G046900.1.p, GmISU01.13G080300.1.p, GmISU01.13G080300.2.p	Aqcoe7G116700.2.p, Aqcoe7G116700.3.p, Aqcoe7G116700.1.p, Aqcoe7G433200.4.p, Aqcoe7G433200.5.p, Aqcoe7G433200.1.p, Aqcoe7G433200.3.p, Aqcoe7G433200.2.p
OG0002154	GmISU01.15G229400.4.p, GmISU01.15G229400.2.p, GmISU01.15G229400.1.p, GmISU01.15G229400.3.p, GmISU01.10G077300.1.p	Aqcoe7G073400.1.p, Aqcoe7G073400.2.p
OG0002155	GmISU01.18G179300.3.p, GmISU01.18G179300.1.p, GmISU01.18G179300.2.p, GmISU01.09G214900.1.p	Aqcoe7G031100.2.p, Aqcoe7G031100.4.p, Aqcoe7G031100.3.p, Aqcoe7G031100.1.p
OG0002156	GmISU01.04G062300.2.p, GmISU01.04G062300.1.p, GmISU01.06G062900.1.p, GmISU01.17G181900.1.p, GmISU01.06G195300.1.p, GmISU01.04G120200.1.p, GmISU01.15G008200.1.p, GmISU01.08G196800.1.p, GmISU01.07G028600.1.p	Aqcoe7G266100.1.p
OG0002157	GmISU01.15G030200.1.p, GmISU01.13G301500.3.p, GmISU01.13G301500.15.p, GmISU01.13G301500.17.p, GmISU01.13G301500.8.p, GmISU01.13G301500.18.p, GmISU01.13G301500.7.p, GmISU01.13G301500.4.p, GmISU01.13G301500.16.p, GmISU01.13G301500.19.p, GmISU01.13G301500.1.p, GmISU01.13G301500.12.p, GmISU01.13G301500.14.p, GmISU01.13G301500.10.p, GmISU01.13G301500.13.p, GmISU01.13G301500.5.p, GmISU01.13G301500.11.p, GmISU01.13G301500.9.p	Aqcoe1G061700.1.p
OG0002158	GmISU01.17G053701.1.p, GmISU01.13G073600.2.p, GmISU01.13G073600.1.p, GmISU01.15G151500.1.p, GmISU01.09G055000.1.p	Aqcoe7G303300.1.p
OG0002159	GmISU01.07G086900.2.p, GmISU01.07G086900.1.p, GmISU01.07G086900.3.p, GmISU01.09G143100.3.p, GmISU01.09G143100.2.p, GmISU01.09G143100.1.p	Aqcoe3G026400.1.p
OG0002159	GmISU01.13G086400.2.p, GmISU01.17G041200.1.p, GmISU01.13G086400.1.p, GmISU01.17G041200.2.p	Aqcoe7G439100.3.p, Aqcoe7G439100.1.p, Aqcoe7G439100.2.p
OG0002160	GmISU01.13G150500.1.p, GmISU01.13G150500.2.p, GmISU01.13G150500.3.p, GmISU01.07G166000.5.p, GmISU01.06G081950.2.p, GmISU01.06G081950.1.p, GmISU01.07G166000.4.p, GmISU01.13G150500.4.p, GmISU01.15G069700.4.p, GmISU01.15G069700.5.p, GmISU01.18G128300.1.p, GmISU01.15G069700.1.p, GmISU01.13G205900.8.p, GmISU01.13G205900.11.p, GmISU01.13G205900.7.p, GmISU01.13G205900.5.p, GmISU01.13G205900.4.p, GmISU01.13G205900.2.p, GmISU01.13G205900.14.p, GmISU01.13G205900.3.p, GmISU01.13G205900.6.p, GmISU01.13G205900.9.p, GmISU01.13G205900.13.p, GmISU01.13G205900.1.p	Aqcoe1G264400.1.p
OG0002161	GmISU01.01G082300.1.p, GmISU01.03G055000.1.p, GmISU01.18G143100.1.p, GmISU01.07G123800.1.p, GmISU01.11G204200.1.p, GmISU01.18G029800.1.p, GmISU01.14G059300.1.p, GmISU01.02G214700.1.p	Aqcoe1G301600.1.p, Aqcoe1G093200.1.p, Aqcoe1G093200.2.p
OG0002162	GmISU01.10G239900.1.p, GmISU01.20G076500.1.p, GmISU01.20G076500.2.p, GmISU01.10G240000.2.p, GmISU01.10G240000.1.p, GmISU01.20G075000.1.p	Aqcoe1G230300.2.p, Aqcoe1G230300.1.p, Aqcoe1G230200.1.p
OG0002163	GmISU01.16G076900.1.p	Aqcoe1G392100.1.p
OG0002163	GmISU01.18G122100.1.p, GmISU01.08G309000.1.p	Aqcoe5G004200.1.p
OG0002164	GmISU01.05G100800.1.p, GmISU01.08G072900.1.p	Aqcoe1G282200.1.p, Aqcoe5G253900.1.p, Aqcoe5G446700.1.p, Aqcoe5G446700.2.p
OG0002165	GmISU01.14G050400.1.p, GmISU01.02G221700.1.p, GmISU01.14G050200.1.p, GmISU01.02G221500.1.p, GmISU01.18G020500.1.p, GmISU01.11G213300.1.p	Aqcoe1G394200.1.p
OG0002166	GmISU01.10G080600.1.p, GmISU01.02G155700.1.p, GmISU01.03G105200.1.p, GmISU01.19G109400.1.p	Aqcoe1G026300.2.p, Aqcoe1G026300.3.p, Aqcoe1G026300.1.p
OG0002167	GmISU01.15G218400.2.p, GmISU01.08G151300.2.p, GmISU01.08G151300.1.p, GmISU01.15G218400.3.p, GmISU01.15G218400.1.p, GmISU01.15G184400.1.p	Aqcoe1G159000.4.p, Aqcoe1G159000.6.p, Aqcoe1G159000.3.p, Aqcoe1G159000.1.p, Aqcoe1G159000.2.p, Aqcoe1G159000.5.p
OG0002168	GmISU01.19G166200.2.p, GmISU01.19G166200.5.p, GmISU01.03G164000.2.p, GmISU01.03G164000.1.p	Aqcoe1G072400.1.p
OG0002169	GmISU01.12G007300.2.p, GmISU01.12G007300.6.p, GmISU01.12G007300.4.p, GmISU01.12G007300.1.p, GmISU01.09G186700.9.p, GmISU01.09G186700.7.p, GmISU01.09G186700.8.p, GmISU01.09G186700.10.p, GmISU01.09G186700.6.p, GmISU01.09G186700.4.p, GmISU01.09G186700.3.p, GmISU01.09G186700.2.p, GmISU01.09G186700.5.p	Aqcoe1G089900.4.p, Aqcoe1G089900.6.p, Aqcoe1G089900.8.p, Aqcoe1G089900.5.p, Aqcoe1G089900.1.p, Aqcoe1G089900.2.p, Aqcoe1G089900.3.p, Aqcoe1G089900.7.p
OG0002170	GmISU01.03G057500.1.p, GmISU01.01G083900.1.p, GmISU01.16G158000.1.p, GmISU01.09G109200.1.p, GmISU01.20G123400.1.p, GmISU01.10G196900.1.p	Aqcoe1G090800.1.p
OG0002171	GmISU01.15G038000.9.p, GmISU01.11G128400.2.p, GmISU01.11G128400.7.p, GmISU01.11G128400.6.p, GmISU01.12G059100.2.p	Aqcoe1G467300.2.p, Aqcoe1G467300.1.p, Aqcoe1G467400.3.p, Aqcoe1G467400.1.p, Aqcoe1G467400.2.p
OG0002172	GmISU01.11G002800.5.p, GmISU01.11G002800.7.p, GmISU01.11G002800.2.p, GmISU01.11G002800.1.p, GmISU01.11G002800.4.p, GmISU01.11G002800.3.p, GmISU01.11G002800.6.p, GmISU01.01G198200.2.p, GmISU01.01G198200.1.p, GmISU01.10G213600.1.p, GmISU01.20G107000.1.p	Aqcoe1G356000.3.p, Aqcoe1G356000.1.p, Aqcoe1G356000.4.p, Aqcoe1G356000.2.p
OG0002173	GmISU01.10G198500.2.p, GmISU01.10G198500.3.p, GmISU01.10G198500.1.p, GmISU01.20G121500.1.p, GmISU01.20G121500.2.p	Aqcoe3G267300.1.p, Aqcoe5G221800.1.p, Aqcoe3G267200.1.p, Aqcoe5G423100.4.p, Aqcoe5G423100.3.p, Aqcoe5G423100.2.p, Aqcoe5G423100.1.p
OG0002174	GmISU01.19G218300.1.p, GmISU01.03G217100.2.p, GmISU01.03G217100.3.p, GmISU01.03G217100.1.p	Aqcoe5G469500.4.p, Aqcoe5G469500.1.p, Aqcoe5G469500.2.p, Aqcoe5G469500.3.p
OG0002175	GmISU01.17G154700.1.p	Aqcoe5G146100.1.p, Aqcoe5G146100.13.p, Aqcoe5G146100.14.p, Aqcoe5G146100.10.p, Aqcoe5G146100.9.p, Aqcoe5G146100.5.p, Aqcoe5G146100.6.p, Aqcoe5G146100.2.p, Aqcoe5G146100.3.p, Aqcoe5G146100.4.p, Aqcoe5G146100.12.p, Aqcoe5G146100.11.p, Aqcoe5G146100.8.p, Aqcoe5G146100.7.p
OG0002176	GmISU01.07G196500.3.p, GmISU01.07G196500.1.p, GmISU01.20G029800.1.p, GmISU01.14G033400.1.p, GmISU01.02G239500.1.p	Aqcoe5G267300.2.p, Aqcoe5G267300.3.p, Aqcoe5G267300.1.p, Aqcoe3G255100.4.p, Aqcoe3G255100.1.p, Aqcoe3G255100.2.p, Aqcoe3G255100.3.p
OG0002177	GmISU01.02G081300.3.p, GmISU01.02G081300.6.p, GmISU01.02G081300.4.p, GmISU01.02G081300.2.p, GmISU01.02G081300.8.p, GmISU01.02G081300.7.p, GmISU01.02G081300.1.p, GmISU01.18G234500.1.p	Aqcoe5G330100.3.p, Aqcoe5G330100.1.p, Aqcoe5G330100.2.p, Aqcoe5G330200.1.p
