Orthogroup	G_max.proteins	D_spatulata.proteins
OG0000317	GmISU01.17G103300.8.p, GmISU01.17G103300.7.p, GmISU01.17G103300.3.p, GmISU01.17G103300.1.p, GmISU01.13G131400.3.p, GmISU01.13G131400.4.p, GmISU01.13G131400.1.p, GmISU01.13G131400.2.p	Ds_00007242-RA, Ds_00009632-RA
OG0000318	GmISU01.12G067800.5.p, GmISU01.11G132000.3.p, GmISU01.11G132000.1.p, GmISU01.11G132000.2.p, GmISU01.12G067800.3.p, GmISU01.12G067800.4.p, GmISU01.12G067800.1.p, GmISU01.12G067800.2.p	Ds_00007027-RA
OG0000321	GmISU01.14G162700.1.p, GmISU01.02G193900.1.p, GmISU01.18G054200.1.p	Ds_00010037-RA
OG0000321	GmISU01.19G208600.1.p, GmISU01.03G207700.1.p, GmISU01.20G182100.1.p, GmISU01.10G133600.1.p	Ds_00006257-RA, Ds_00006963-RA
OG0000321	GmISU01.03G126800.1.p, GmISU01.19G130700.1.p, GmISU01.10G034500.1.p	Ds_00014160-RA, Ds_00007828-RA
OG0000323	GmISU01.08G317800.1.p, GmISU01.08G317800.2.p, GmISU01.18G130400.2.p	Ds_00006563-RA
OG0000323	GmISU01.04G176200.1.p, GmISU01.04G176200.2.p, GmISU01.06G136300.2.p, GmISU01.06G136300.1.p, GmISU01.17G227000.1.p, GmISU01.14G185500.1.p, GmISU01.14G185500.2.p	Ds_00014812-RA, Ds_00015051-RA
OG0000325	GmISU01.17G214800.1.p, GmISU01.14G073100.1.p	Ds_00009803-RA
OG0000325	GmISU01.18G113700.2.p, GmISU01.18G113700.1.p, GmISU01.08G253500.1.p, GmISU01.01G024500.1.p	Ds_00003081-RA, Ds_00017068-RA
OG0000326	GmISU01.11G065900.1.p, GmISU01.01G133200.1.p, GmISU01.01G133200.2.p	Ds_00013206-RA
OG0000327	GmISU01.04G037100.1.p, GmISU01.06G037000.1.p	Ds_00000569-RA
OG0000327	GmISU01.05G161300.1.p, GmISU01.08G144500.1.p, GmISU01.06G139200.2.p, GmISU01.06G139200.1.p, GmISU01.04G173800.1.p	Ds_00003627-RA, Ds_00010932-RA
OG0000327	GmISU01.08G183900.2.p, GmISU01.08G183900.1.p, GmISU01.07G012200.1.p, GmISU01.15G020800.1.p, GmISU01.13G311000.1.p, GmISU01.13G311000.2.p	Ds_00002360-RA
OG0000327	GmISU01.05G078600.1.p, GmISU01.01G147900.1.p, GmISU01.11G050000.1.p	Ds_00006770-RA
OG0000328	GmISU01.09G015600.1.p, GmISU01.15G113300.1.p, GmISU01.09G142100.1.p	Ds_00014943-RA
OG0000329	GmISU01.08G189600.1.p, GmISU01.15G016200.1.p	Ds_00016932-RA
OG0000330	GmISU01.17G169400.3.p, GmISU01.17G169400.4.p, GmISU01.17G169400.5.p, GmISU01.17G169400.1.p, GmISU01.17G169400.2.p, GmISU01.17G169400.6.p, GmISU01.06G078000.2.p, GmISU01.06G078000.1.p, GmISU01.06G078000.4.p, GmISU01.06G078000.3.p, GmISU01.06G078100.1.p	Ds_00007533-RA
OG0000331	GmISU01.03G148200.1.p, GmISU01.19G151200.1.p, GmISU01.19G150900.1.p, GmISU01.19G151000.1.p, GmISU01.03G148000.1.p, GmISU01.03G147900.1.p, GmISU01.03G148100.1.p, GmISU01.10G055800.1.p, GmISU01.03G147800.1.p, GmISU01.03G147700.1.p, GmISU01.19G150800.1.p	Ds_00008749-RA, Ds_00013684-RA
OG0000332	GmISU01.14G173600.1.p, GmISU01.11G191200.1.p	Ds_00007759-RA, Ds_00008518-RA, Ds_00008519-RA, Ds_00007758-RA
OG0000335	GmISU01.10G234900.3.p, GmISU01.10G234900.2.p, GmISU01.20G081500.2.p, GmISU01.20G081500.1.p, GmISU01.10G234900.1.p, GmISU01.20G081500.3.p	Ds_00006490-RA, Ds_00008589-RA
OG0000335	GmISU01.20G203800.5.p, GmISU01.10G252500.2.p, GmISU01.10G252500.1.p, GmISU01.20G203800.4.p, GmISU01.20G203800.1.p, GmISU01.20G203800.7.p, GmISU01.20G203800.6.p, GmISU01.20G203800.3.p	Ds_00010332-RA, Ds_00005765-RA
OG0000336	GmISU01.13G092700.1.p	Ds_00007811-RA, Ds_00007812-RA, Ds_00017897-RA, Ds_00005025-RA
OG0000336	GmISU01.10G150500.1.p, GmISU01.20G166000.1.p, GmISU01.09G086200.1.p, GmISU01.20G166200.1.p, GmISU01.20G166100.1.p, GmISU01.10G150400.1.p	Ds_00003019-RA
OG0000337	GmISU01.05G078400.1.p, GmISU01.08G085000.1.p, GmISU01.05G112800.1.p, GmISU01.01G057600.1.p, GmISU01.02G110600.1.p, GmISU01.02G110800.1.p, GmISU01.02G110700.1.p, GmISU01.01G049300.1.p, GmISU01.02G110400.1.p, GmISU01.12G198300.1.p, GmISU01.13G227500.1.p, GmISU01.12G198100.1.p, GmISU01.15G200900.1.p	Ds_00004397-RA
OG0000338	GmISU01.06G029000.1.p, GmISU01.04G030100.1.p, GmISU01.14G069900.1.p, GmISU01.01G136400.1.p, GmISU01.11G062800.1.p, GmISU01.16G112400.1.p, GmISU01.02G050600.1.p, GmISU01.16G112300.1.p, GmISU01.02G050500.1.p	Ds_00016605-RA, Ds_00006734-RA
OG0000338	GmISU01.11G107800.1.p, GmISU01.12G038900.1.p, GmISU01.12G038900.2.p, GmISU01.04G012000.1.p, GmISU01.06G010800.1.p	Ds_00007862-RA
OG0000339	GmISU01.02G068400.1.p, GmISU01.20G135600.1.p, GmISU01.10G181700.1.p, GmISU01.10G181700.3.p, GmISU01.10G181700.4.p, GmISU01.10G181700.2.p	Ds_00001519-RA
OG0000339	GmISU01.08G168000.1.p, GmISU01.08G168000.2.p, GmISU01.15G048600.1.p, GmISU01.05G096400.1.p, GmISU01.05G096400.2.p, GmISU01.05G096400.3.p, GmISU01.05G096500.1.p, GmISU01.05G096500.3.p, GmISU01.08G068400.1.p	Ds_00000284-RA
OG0000340	GmISU01.04G008200.1.p, GmISU01.04G008100.1.p	Ds_00013796-RA
OG0000341	GmISU01.13G038500.2.p, GmISU01.13G038500.1.p, GmISU01.13G009084.1.p, GmISU01.15G203050.1.p	Ds_00010863-RA, Ds_00012900-RA
OG0000341	GmISU01.07G121100.1.p	Ds_00008660-RA
OG0000342	GmISU01.04G078600.4.p, GmISU01.06G080000.5.p, GmISU01.06G080000.4.p, GmISU01.06G080000.2.p, GmISU01.06G080000.1.p, GmISU01.04G078600.5.p, GmISU01.04G078600.6.p	Ds_00007632-RA
OG0000342	GmISU01.08G187200.2.p, GmISU01.15G018400.1.p, GmISU01.13G312900.2.p, GmISU01.13G312900.3.p	Ds_00000765-RA
OG0000343	GmISU01.13G014300.2.p, GmISU01.13G014300.4.p, GmISU01.13G014300.3.p, GmISU01.13G014300.9.p, GmISU01.13G014300.1.p, GmISU01.13G014300.7.p, GmISU01.13G014300.11.p, GmISU01.13G014300.6.p, GmISU01.13G014300.5.p, GmISU01.13G014300.8.p, GmISU01.13G014300.12.p, GmISU01.13G014300.10.p, GmISU01.14G126300.1.p, GmISU01.14G126300.15.p, GmISU01.14G126300.6.p, GmISU01.14G126300.13.p, GmISU01.14G126300.8.p, GmISU01.14G126300.12.p, GmISU01.14G126300.9.p, GmISU01.14G126300.14.p, GmISU01.14G126300.4.p, GmISU01.14G126300.2.p, GmISU01.14G126300.7.p, GmISU01.14G126300.10.p, GmISU01.14G126300.11.p, GmISU01.14G126300.3.p, GmISU01.14G126300.5.p, GmISU01.06G107600.2.p, GmISU01.06G107600.1.p, GmISU01.04G202400.1.p, GmISU01.04G202400.2.p, GmISU01.04G202400.4.p, GmISU01.04G202400.3.p, GmISU01.04G202400.5.p, GmISU01.04G202400.7.p, GmISU01.04G202400.6.p, GmISU01.06G107600.5.p, GmISU01.06G107600.3.p, GmISU01.06G107600.4.p, GmISU01.14G126300.18.p, GmISU01.14G126300.20.p, GmISU01.14G126300.21.p, GmISU01.14G126300.16.p, GmISU01.14G126300.17.p, GmISU01.14G126300.19.p, GmISU01.13G014300.17.p, GmISU01.13G014300.14.p, GmISU01.13G014300.13.p, GmISU01.13G014300.15.p, GmISU01.13G014300.16.p, GmISU01.13G014300.18.p	Ds_00010877-RA
OG0000344	GmISU01.01G020500.1.p, GmISU01.01G020700.1.p	Ds_00011566-RA, Ds_00008311-RA, Ds_00008312-RA, Ds_00008313-RA, Ds_00010136-RA, Ds_00008752-RA
OG0000345	GmISU01.08G294300.1.p, GmISU01.08G294300.2.p, GmISU01.18G068800.1.p, GmISU01.02G259100.1.p	Ds_00001691-RA
OG0000345	GmISU01.14G004300.1.p	Ds_00011179-RA
OG0000346	GmISU01.08G093800.3.p, GmISU01.08G093800.5.p, GmISU01.08G093800.2.p, GmISU01.08G093800.6.p, GmISU01.08G093800.4.p, GmISU01.05G120100.1.p, GmISU01.05G120100.4.p, GmISU01.05G120100.7.p	Ds_00010753-RA
OG0000346	GmISU01.05G042200.1.p, GmISU01.17G118200.1.p	Ds_00003847-RA
OG0000348	GmISU01.09G027000.1.p, GmISU01.15G124400.1.p, GmISU01.15G124300.1.p, GmISU01.15G124200.1.p, GmISU01.09G026900.1.p	Ds_00000882-RA
OG0000348	GmISU01.08G054000.1.p, GmISU01.07G159700.1.p	Ds_00000378-RA
OG0000349	GmISU01.20G077500.1.p, GmISU01.10G239000.1.p, GmISU01.07G138000.1.p, GmISU01.07G138000.2.p, GmISU01.20G004700.2.p, GmISU01.20G004700.1.p, GmISU01.20G004700.3.p	Ds_00005441-RA
OG0000349	GmISU01.09G004000.1.p, GmISU01.15G100900.1.p	Ds_00015379-RA
OG0000351	GmISU01.04G210100.2.p, GmISU01.04G210100.1.p, GmISU01.04G210100.3.p, GmISU01.06G098700.1.p, GmISU01.06G098700.2.p, GmISU01.14G139500.4.p, GmISU01.14G139500.2.p, GmISU01.13G058300.2.p	Ds_00013667-RA
OG0000351	GmISU01.09G191100.3.p, GmISU01.09G191100.4.p, GmISU01.09G191100.7.p, GmISU01.09G191100.6.p, GmISU01.09G191100.5.p, GmISU01.09G191100.1.p, GmISU01.09G191100.2.p, GmISU01.12G003000.3.p, GmISU01.12G003000.1.p, GmISU01.12G003000.4.p	Ds_00001573-RA
OG0000352	GmISU01.04G018900.1.p, GmISU01.06G017600.1.p, GmISU01.14G187000.1.p, GmISU01.17G227900.1.p	Ds_00011986-RA, Ds_00017864-RA
OG0000352	GmISU01.17G010400.1.p, GmISU01.07G224200.1.p	Ds_00004494-RA
OG0000352	GmISU01.12G160000.1.p, GmISU01.06G261200.1.p, GmISU01.12G088700.1.p	Ds_00005292-RA
OG0000353	GmISU01.08G290950.1.p, GmISU01.18G071000.2.p, GmISU01.14G014800.2.p, GmISU01.14G014800.3.p, GmISU01.14G014800.1.p, GmISU01.02G257100.1.p, GmISU01.02G257100.2.p, GmISU01.02G257200.2.p, GmISU01.02G257000.1.p, GmISU01.02G257200.1.p, GmISU01.08G309500.1.p, GmISU01.18G122700.1.p, GmISU01.18G122700.2.p, GmISU01.18G122700.5.p, GmISU01.18G122700.4.p, GmISU01.18G122700.3.p, GmISU01.08G291000.1.p, GmISU01.08G291100.1.p	Ds_00016869-RA
OG0000354	GmISU01.07G075200.1.p, GmISU01.07G075300.1.p	Ds_00003544-RA, Ds_00003546-RA, Ds_00007164-RA, Ds_00008804-RA
OG0000360	GmISU01.16G054900.1.p, GmISU01.19G104100.2.p, GmISU01.19G104100.1.p, GmISU01.03G099900.1.p	Ds_00009599-RA
OG0000361	GmISU01.15G014400.1.p	Ds_00006649-RA
OG0000361	GmISU01.04G122200.1.p, GmISU01.13G105200.1.p	Ds_00016279-RA
OG0000362	GmISU01.02G235000.2.p, GmISU01.02G235000.1.p, GmISU01.14G038500.1.p, GmISU01.14G038500.2.p, GmISU01.20G037200.3.p	Ds_00010002-RA, Ds_00005195-RA
OG0000362	GmISU01.08G142300.1.p, GmISU01.13G161800.14.p, GmISU01.13G161800.15.p, GmISU01.13G161800.2.p, GmISU01.13G161800.10.p, GmISU01.13G161800.9.p, GmISU01.13G161800.1.p, GmISU01.13G161800.13.p, GmISU01.13G161800.12.p, GmISU01.13G161800.11.p, GmISU01.13G161800.5.p, GmISU01.13G161800.8.p, GmISU01.13G161800.6.p, GmISU01.13G161800.4.p, GmISU01.13G161800.7.p, GmISU01.13G161800.3.p	Ds_00009530-RA
OG0000363	GmISU01.08G238300.2.p, GmISU01.08G238300.1.p, GmISU01.18G226100.1.p, GmISU01.18G226000.1.p	Ds_00011624-RA, Ds_00011629-RA, Ds_00011628-RA, Ds_00007491-RA, Ds_00012120-RA
OG0000363	GmISU01.19G134400.4.p, GmISU01.19G134400.1.p, GmISU01.19G134400.3.p, GmISU01.03G130500.2.p, GmISU01.03G130500.1.p, GmISU01.13G099800.2.p, GmISU01.13G099800.1.p, GmISU01.10G037300.1.p	Ds_00000994-RA
OG0000364	GmISU01.01G007300.1.p, GmISU01.01G007300.2.p	Ds_00007473-RA
OG0000364	GmISU01.01G123400.2.p, GmISU01.01G123400.1.p, GmISU01.11G076300.2.p, GmISU01.11G076300.1.p	Ds_00002052-RA, Ds_00006393-RA
OG0000364	GmISU01.16G088500.8.p, GmISU01.16G088500.2.p, GmISU01.16G088500.3.p, GmISU01.16G088500.5.p, GmISU01.16G088500.6.p, GmISU01.16G088500.7.p, GmISU01.16G088500.9.p, GmISU01.16G088500.4.p, GmISU01.16G088500.1.p, GmISU01.16G088500.10.p	Ds_00004874-RA
OG0000366	GmISU01.20G099900.6.p, GmISU01.20G099900.2.p, GmISU01.20G099900.8.p, GmISU01.20G099900.3.p, GmISU01.20G099900.5.p, GmISU01.20G099900.9.p, GmISU01.20G099900.4.p, GmISU01.20G099900.1.p, GmISU01.10G218500.4.p, GmISU01.10G218500.1.p, GmISU01.10G218500.5.p, GmISU01.10G218500.6.p, GmISU01.10G218500.7.p, GmISU01.10G218500.2.p, GmISU01.10G218500.3.p	Ds_00012155-RA
OG0000366	GmISU01.05G085400.6.p, GmISU01.05G085400.3.p, GmISU01.05G085400.7.p, GmISU01.05G085400.4.p, GmISU01.05G085400.5.p, GmISU01.05G085400.2.p, GmISU01.05G085400.9.p, GmISU01.05G085400.8.p, GmISU01.17G147800.1.p, GmISU01.17G147800.3.p, GmISU01.05G085300.1.p, GmISU01.05G085300.3.p, GmISU01.17G147700.1.p, GmISU01.17G147700.5.p, GmISU01.17G147700.2.p, GmISU01.17G147700.3.p, GmISU01.17G147700.4.p	Ds_00009404-RA, Ds_00006744-RA
OG0000367	GmISU01.08G298100.1.p, GmISU01.18G062400.1.p	Ds_00010107-RA
OG0000367	GmISU01.01G124900.1.p, GmISU01.16G100000.1.p, GmISU01.02G040500.3.p, GmISU01.02G040500.1.p, GmISU01.08G266500.5.p, GmISU01.08G266500.4.p, GmISU01.08G266500.1.p, GmISU01.08G266500.2.p	Ds_00011990-RA, Ds_00017563-RA
OG0000368	GmISU01.17G220200.1.p, GmISU01.17G220200.3.p, GmISU01.17G220200.2.p, GmISU01.17G220200.6.p, GmISU01.17G220200.8.p, GmISU01.14G067100.1.p, GmISU01.14G067100.4.p, GmISU01.14G067100.3.p, GmISU01.04G028200.2.p, GmISU01.04G028200.4.p, GmISU01.04G028200.1.p, GmISU01.04G028200.3.p, GmISU01.06G026500.2.p, GmISU01.06G026500.5.p, GmISU01.06G026500.3.p, GmISU01.06G026500.4.p	Ds_00000361-RA
OG0000368	GmISU01.04G009500.2.p, GmISU01.04G009500.1.p, GmISU01.06G008800.1.p, GmISU01.12G198700.3.p, GmISU01.12G198700.4.p, GmISU01.12G198700.1.p, GmISU01.12G198700.2.p, GmISU01.13G168600.2.p, GmISU01.13G168600.1.p	Ds_00017983-RA, Ds_00004980-RA, Ds_00007859-RA
OG0000369	GmISU01.12G197400.3.p, GmISU01.12G197400.5.p, GmISU01.12G197400.7.p, GmISU01.12G197400.11.p, GmISU01.12G197400.8.p, GmISU01.12G197400.4.p, GmISU01.12G197400.10.p, GmISU01.12G197400.9.p, GmISU01.13G228400.14.p, GmISU01.13G228400.12.p, GmISU01.13G228400.1.p, GmISU01.13G228400.11.p, GmISU01.13G228400.13.p, GmISU01.13G228400.15.p, GmISU01.13G228400.16.p, GmISU01.13G228400.10.p, GmISU01.15G181200.2.p, GmISU01.15G181200.3.p	Ds_00014524-RA
OG0000370	GmISU01.17G065900.6.p, GmISU01.17G065900.2.p, GmISU01.17G065900.5.p, GmISU01.17G065900.4.p, GmISU01.17G065900.3.p, GmISU01.17G065900.1.p	Ds_00016457-RA
OG0000370	GmISU01.08G232400.5.p	Ds_00015244-RA
OG0000370	GmISU01.16G079700.1.p, GmISU01.16G079700.2.p	Ds_00009120-RA, Ds_00008421-RA
OG0000371	GmISU01.10G046100.1.p, GmISU01.13G109600.4.p, GmISU01.13G109600.2.p, GmISU01.03G140000.1.p, GmISU01.03G140000.4.p, GmISU01.03G140000.2.p, GmISU01.03G140000.5.p, GmISU01.19G143300.1.p, GmISU01.19G143300.2.p, GmISU01.19G143300.3.p, GmISU01.19G143300.4.p	Ds_00010290-RA
OG0000372	GmISU01.05G041900.3.p, GmISU01.05G041900.1.p, GmISU01.04G155900.1.p, GmISU01.04G155900.2.p, GmISU01.04G155900.4.p, GmISU01.04G155900.5.p, GmISU01.06G158100.7.p, GmISU01.06G158100.1.p, GmISU01.06G158100.6.p, GmISU01.06G158100.3.p, GmISU01.06G158100.5.p, GmISU01.06G158100.4.p, GmISU01.06G158100.2.p	Ds_00013765-RA, Ds_00003846-RA
OG0000375	GmISU01.19G220100.1.p, GmISU01.03G218400.1.p, GmISU01.16G014900.1.p, GmISU01.07G044900.1.p	Ds_00012542-RA, Ds_00002880-RA
OG0000375	GmISU01.11G064400.1.p, GmISU01.01G134700.1.p	Ds_00001468-RA, Ds_00013192-RA
OG0000375	GmISU01.19G138600.1.p, GmISU01.19G138600.2.p, GmISU01.03G135300.2.p, GmISU01.13G104700.1.p, GmISU01.13G104700.2.p, GmISU01.13G104700.3.p, GmISU01.13G104700.4.p, GmISU01.10G041300.1.p	Ds_00010344-RA, Ds_00016766-RA
OG0000377	GmISU01.03G192200.1.p, GmISU01.19G193900.1.p, GmISU01.03G192300.2.p, GmISU01.03G192300.1.p, GmISU01.19G194200.1.p, GmISU01.19G194100.1.p, GmISU01.20G195700.1.p	Ds_00006331-RA
OG0000377	GmISU01.17G025200.1.p, GmISU01.17G025200.2.p, GmISU01.17G025200.4.p	Ds_00003057-RA, Ds_00003055-RA
OG0000377	GmISU01.19G175300.1.p	Ds_00000962-RA
OG0000378	GmISU01.12G138200.1.p, GmISU01.16G002900.1.p	Ds_00001951-RA
OG0000378	GmISU01.05G127200.1.p, GmISU01.11G232700.1.p, GmISU01.11G232700.2.p, GmISU01.11G232700.4.p, GmISU01.11G232700.3.p	Ds_00005711-RA
OG0000379	GmISU01.02G003200.2.p, GmISU01.10G005000.1.p, GmISU01.10G147500.8.p, GmISU01.10G147500.10.p, GmISU01.10G147500.9.p, GmISU01.10G147500.6.p, GmISU01.10G147500.11.p, GmISU01.10G147500.7.p, GmISU01.20G168900.3.p, GmISU01.20G168900.2.p, GmISU01.20G168900.1.p	Ds_00003196-RA
OG0000379	GmISU01.19G131400.2.p, GmISU01.19G131400.1.p, GmISU01.03G127400.1.p, GmISU01.10G035100.3.p, GmISU01.10G035100.1.p, GmISU01.13G097500.7.p, GmISU01.13G097500.4.p, GmISU01.13G097500.6.p, GmISU01.13G097500.9.p, GmISU01.13G097500.2.p, GmISU01.13G097500.8.p, GmISU01.13G097500.10.p	Ds_00012327-RA
OG0000380	GmISU01.17G027700.3.p, GmISU01.17G027700.4.p, GmISU01.17G027700.2.p, GmISU01.17G027700.5.p, GmISU01.17G027700.6.p, GmISU01.07G205800.1.p, GmISU01.17G027700.7.p	Ds_00003219-RA
OG0000380	GmISU01.03G188850.1.p	Ds_00006812-RA, Ds_00000972-RA, Ds_00006811-RA, Ds_00000971-RA
OG0000381	GmISU01.16G000600.2.p, GmISU01.16G000600.3.p, GmISU01.16G000600.4.p, GmISU01.16G000600.5.p, GmISU01.16G000600.1.p, GmISU01.16G000600.7.p, GmISU01.16G000600.6.p, GmISU01.16G000600.8.p, GmISU01.12G135400.2.p, GmISU01.12G135400.1.p, GmISU01.16G000600.9.p, GmISU01.16G000600.11.p, GmISU01.16G000600.10.p, GmISU01.12G135200.1.p	Ds_00008956-RA
OG0000381	GmISU01.09G207400.1.p, GmISU01.09G207400.2.p, GmISU01.18G186600.1.p, GmISU01.18G186600.2.p	Ds_00013738-RA
OG0000382	GmISU01.08G190200.3.p, GmISU01.08G190200.10.p, GmISU01.08G190200.6.p, GmISU01.08G190200.7.p, GmISU01.08G190200.9.p, GmISU01.08G190200.8.p, GmISU01.07G017200.4.p, GmISU01.07G017200.5.p, GmISU01.07G017200.3.p, GmISU01.08G190200.4.p, GmISU01.08G190200.1.p, GmISU01.08G190200.5.p, GmISU01.07G017200.6.p, GmISU01.07G017200.1.p, GmISU01.07G017200.2.p	Ds_00002411-RA
OG0000382	GmISU01.09G153600.5.p, GmISU01.09G153600.6.p, GmISU01.09G153600.3.p, GmISU01.09G153600.4.p, GmISU01.07G076300.3.p, GmISU01.07G076300.13.p, GmISU01.07G076300.11.p	Ds_00013048-RA
OG0000384	GmISU01.02G198100.3.p, GmISU01.02G198100.1.p	Ds_00010026-RA
OG0000384	GmISU01.01G100200.1.p, GmISU01.09G231500.2.p, GmISU01.09G231500.1.p, GmISU01.09G231500.5.p, GmISU01.09G231500.6.p, GmISU01.09G231500.7.p, GmISU01.18G160400.5.p, GmISU01.18G160400.1.p, GmISU01.03G032700.1.p, GmISU01.03G032700.2.p, GmISU01.19G082700.2.p, GmISU01.19G082700.3.p, GmISU01.03G033100.1.p, GmISU01.03G031000.1.p	Ds_00015976-RA, Ds_00014321-RA
OG0000385	GmISU01.10G227000.4.p, GmISU01.10G227000.1.p, GmISU01.10G226900.1.p, GmISU01.06G094500.2.p, GmISU01.06G094500.1.p, GmISU01.20G091100.1.p, GmISU01.10G227200.1.p	Ds_00008553-RA
OG0000387	GmISU01.15G085500.1.p, GmISU01.13G187800.1.p	Ds_00004307-RA, Ds_00000894-RA
OG0000388	GmISU01.20G169000.12.p, GmISU01.20G169000.13.p, GmISU01.20G169000.6.p, GmISU01.20G169000.8.p, GmISU01.20G169000.9.p, GmISU01.20G169000.10.p, GmISU01.20G169000.2.p, GmISU01.20G169000.14.p, GmISU01.20G169000.3.p, GmISU01.20G169000.5.p, GmISU01.20G169000.11.p, GmISU01.20G169000.7.p, GmISU01.20G169000.1.p, GmISU01.20G169000.4.p, GmISU01.10G147400.2.p, GmISU01.10G147400.1.p, GmISU01.10G147400.3.p, GmISU01.10G147400.4.p, GmISU01.10G147400.5.p, GmISU01.10G005400.1.p, GmISU01.10G005400.2.p, GmISU01.02G002900.1.p, GmISU01.02G002900.2.p, GmISU01.02G002900.4.p	Ds_00003192-RA
OG0000389	GmISU01.07G214100.1.p, GmISU01.07G214100.2.p, GmISU01.17G020100.1.p, GmISU01.13G182400.1.p, GmISU01.15G090700.1.p	Ds_00003069-RA
OG0000389	GmISU01.19G201900.1.p, GmISU01.10G127000.6.p, GmISU01.03G201000.2.p, GmISU01.03G201000.1.p	Ds_00006928-RA
OG0000389	GmISU01.06G152600.1.p, GmISU01.04G161200.1.p, GmISU01.05G171200.1.p, GmISU01.08G008300.1.p, GmISU01.08G008300.2.p, GmISU01.05G171200.2.p, GmISU01.04G161200.3.p, GmISU01.06G152600.4.p, GmISU01.06G152600.3.p	Ds_00007086-RA
OG0000390	GmISU01.19G209300.1.p, GmISU01.03G208400.1.p, GmISU01.10G134800.1.p, GmISU01.20G181000.1.p, GmISU01.18G063300.2.p, GmISU01.18G063400.1.p, GmISU01.18G063148.1.p	Ds_00006261-RA, Ds_00006947-RA
OG0000390	GmISU01.10G153900.2.p, GmISU01.20G162400.2.p, GmISU01.20G162400.1.p, GmISU01.20G162400.3.p, GmISU01.20G162400.4.p, GmISU01.20G162400.7.p, GmISU01.10G153900.4.p, GmISU01.10G153900.3.p, GmISU01.10G153900.9.p, GmISU01.10G153900.1.p, GmISU01.10G153900.7.p, GmISU01.10G153900.8.p, GmISU01.10G007800.1.p, GmISU01.10G007800.5.p, GmISU01.10G007800.2.p, GmISU01.10G007800.9.p, GmISU01.10G007800.7.p, GmISU01.10G007800.6.p, GmISU01.10G007800.3.p, GmISU01.10G007800.10.p, GmISU01.10G007800.8.p, GmISU01.10G007800.4.p, GmISU01.20G059600.4.p, GmISU01.20G059600.5.p, GmISU01.20G059600.2.p, GmISU01.20G059600.6.p, GmISU01.20G059600.3.p	Ds_00004625-RA, Ds_00003179-RA
OG0000391	GmISU01.10G055600.1.p	Ds_00012003-RA, Ds_00012002-RA, Ds_00012004-RA, Ds_00012006-RA, Ds_00012057-RA, Ds_00012007-RA, Ds_00012008-RA, Ds_00012009-RA, Ds_00005800-RA, Ds_00012005-RA, Ds_00014320-RA
OG0000391	GmISU01.16G030500.1.p	Ds_00011256-RA
OG0000391	GmISU01.07G000500.1.p, GmISU01.11G067900.1.p	Ds_00003842-RA, Ds_00015870-RA
OG0000392	GmISU01.06G012800.4.p, GmISU01.06G012800.2.p, GmISU01.06G012800.1.p, GmISU01.06G012800.3.p, GmISU01.06G012800.5.p, GmISU01.04G014100.2.p, GmISU01.04G014100.1.p	Ds_00003044-RA
OG0000392	GmISU01.17G142300.1.p, GmISU01.17G142300.2.p, GmISU01.05G090700.1.p, GmISU01.11G038500.1.p, GmISU01.01G159000.1.p	Ds_00013139-RA
OG0000393	GmISU01.01G019300.1.p, GmISU01.09G161800.2.p, GmISU01.09G161800.1.p, GmISU01.01G019300.2.p	Ds_00013395-RA
OG0000394	GmISU01.18G181600.2.p, GmISU01.18G181600.6.p, GmISU01.18G181600.3.p, GmISU01.18G181600.7.p, GmISU01.16G030700.1.p, GmISU01.07G061500.1.p	Ds_00012488-RA, Ds_00008392-RA
OG0000395	GmISU01.03G010000.5.p, GmISU01.03G010000.2.p, GmISU01.03G010000.4.p, GmISU01.03G010000.6.p, GmISU01.03G010000.1.p, GmISU01.07G065500.2.p	Ds_00016500-RA
OG0000395	GmISU01.08G012700.4.p, GmISU01.08G012700.5.p, GmISU01.08G012700.1.p, GmISU01.08G012700.3.p, GmISU01.05G176000.1.p	Ds_00001305-RA
OG0000396	GmISU01.04G121900.2.p, GmISU01.04G121900.1.p, GmISU01.06G191700.3.p	Ds_00015710-RA
OG0000396	GmISU01.13G320700.1.p, GmISU01.13G320700.3.p, GmISU01.13G320700.2.p, GmISU01.15G010100.2.p, GmISU01.15G010100.1.p, GmISU01.07G030000.1.p, GmISU01.08G195300.1.p	Ds_00000684-RA
OG0000397	GmISU01.18G123400.1.p, GmISU01.18G123400.3.p, GmISU01.18G123400.2.p, GmISU01.08G310300.3.p, GmISU01.08G310300.1.p, GmISU01.08G310300.2.p	Ds_00007437-RA
OG0000397	GmISU01.08G226500.5.p, GmISU01.08G226500.9.p, GmISU01.08G226500.2.p, GmISU01.08G226500.3.p, GmISU01.18G210300.3.p, GmISU01.18G210300.6.p, GmISU01.18G210300.1.p	Ds_00005936-RA
OG0000398	GmISU01.03G098400.3.p, GmISU01.03G098400.1.p, GmISU01.19G102100.2.p, GmISU01.19G102100.1.p	Ds_00010974-RA
OG0000398	GmISU01.18G001000.1.p, GmISU01.13G020100.1.p, GmISU01.13G020200.1.p	Ds_00000327-RA
OG0000399	GmISU01.13G175600.1.p, GmISU01.15G097400.1.p, GmISU01.17G014400.1.p, GmISU01.07G219900.1.p	Ds_00003126-RA
OG0000399	GmISU01.19G198300.1.p, GmISU01.03G197200.1.p	Ds_00003863-RA
OG0000399	GmISU01.10G023900.1.p, GmISU01.02G133300.1.p	Ds_00012258-RA
