"","...1","GO.ID","Term","Annotated","Significant","Expected","raw.p.value","Module"
"883",52,"GO:0006090","pyruvate metabolic process",50,6,1.56,"0.00357","6"
"884",53,"GO:0048438","floral whorl development",128,12,3.99,"0.00365","6"
"885",54,"GO:2000652","regulation of secondary cell wall biogenesis",22,4,0.69,"0.00373","6"
"886",55,"GO:0009409","response to cold",252,16,7.85,"0.00377","6"
"887",56,"GO:0006468","protein phosphorylation",469,25,14.61,"0.00377","6"
"888",57,"GO:0044550","secondary metabolite biosynthetic process",81,12,2.52,"0.00419","6"
"889",58,"GO:0010090","trichome morphogenesis",52,6,1.62,"0.00435","6"
"890",59,"GO:0010051","xylem and phloem pattern formation",52,6,1.62,"0.00435","6"
"891",60,"GO:0042435","indole-containing compound biosynthetic process",23,4,0.72,"0.00441","6"
"892",61,"GO:0009699","phenylpropanoid biosynthetic process",58,8,1.81,"0.00468","6"
"893",62,"GO:0015840","urea transport",4,2,0.12,"0.00512","6"
"894",63,"GO:0106167","extracellular ATP signaling",4,2,0.12,"0.00512","6"
"895",64,"GO:0048437","floral organ development",155,13,4.83,"0.00518","6"
"896",65,"GO:0033993","response to lipid",833,48,25.95,"0.00552","6"
"897",66,"GO:0072330","monocarboxylic acid biosynthetic process",148,15,4.61,"0.00559","6"
"898",67,"GO:1901701","cellular response to oxygen-containing compound",579,34,18.04,"0.00573","6"
"899",68,"GO:0009737","response to abscisic acid",486,25,15.14,"0.0059","6"
"900",69,"GO:0002218","activation of innate immune response",16,5,0.5,"0.00596","6"
"901",70,"GO:0009411","response to UV",73,7,2.27,"0.00601","6"
"902",71,"GO:0042221","response to chemical",2224,120,69.28,"0.00606","6"
"903",72,"GO:0009651","response to salt stress",316,18,9.84,"0.00678","6"
"904",73,"GO:0009926","auxin polar transport",57,6,1.78,"0.00684","6"
"905",74,"GO:0016052","carbohydrate catabolic process",114,9,3.55,"0.00708","6"
"906",75,"GO:0010191","mucilage metabolic process",24,7,0.75,"0.00734","6"
"907",76,"GO:0006857","oligopeptide transport",14,3,0.44,"0.00751","6"
"908",77,"GO:0009833","plant-type primary cell wall biogenesis",14,3,0.44,"0.00751","6"
"909",78,"GO:0048528","post-embryonic root development",87,11,2.71,"0.00758","6"
"910",79,"GO:0045893","positive regulation of DNA-templated transcription",227,14,7.07,"0.00832","6"
"911",80,"GO:0048480","stigma development",5,2,0.16,"0.00837","6"
"912",81,"GO:0015700","arsenite transport",5,2,0.16,"0.00837","6"
"913",82,"GO:1990019","protein storage vacuole organization",5,2,0.16,"0.00837","6"
"914",83,"GO:0051574","positive regulation of histone H3-K9 methylation",5,2,0.16,"0.00837","6"
"915",84,"GO:0042814","monopolar cell growth",5,2,0.16,"0.00837","6"
"916",85,"GO:0010023","proanthocyanidin biosynthetic process",5,2,0.16,"0.00837","6"
"917",86,"GO:0009094","L-phenylalanine biosynthetic process",5,2,0.16,"0.00837","6"
"918",87,"GO:0042436","indole-containing compound catabolic process",5,2,0.16,"0.00837","6"
"919",88,"GO:0010876","lipid localization",60,6,1.87,"0.00876","6"
"920",89,"GO:0048646","anatomical structure formation involved in morphogenesis",161,11,5.02,"0.00896","6"
"921",90,"GO:0010167","response to nitrate",15,3,0.47,"0.00919","6"
"922",91,"GO:0009991","response to extracellular stimulus",162,11,5.05,"0.00936","6"
"923",92,"GO:0071702","organic substance transport",586,34,18.25,"0.00936","6"
"924",93,"GO:0010243","response to organonitrogen compound",237,16,7.38,"0.00997","6"
"925",94,"GO:0048580","regulation of post-embryonic development",232,14,7.23,"0.00997","6"
"926",95,"GO:0009813","flavonoid biosynthetic process",48,8,1.5,"0.01001","6"
"927",96,"GO:0051301","cell division",320,20,9.97,"0.01001","6"
"928",97,"GO:0006096","glycolytic process",29,4,0.9,"0.01028","6"
"929",98,"GO:0006757","ATP generation from ADP",29,4,0.9,"0.01028","6"
"930",99,"GO:0002237","response to molecule of bacterial origin",45,5,1.4,"0.01059","6"
"931",100,"GO:0009308","amine metabolic process",66,8,2.06,"0.01082","6"
"932",101,"GO:0009944","polarity specification of adaxial/abaxial axis",16,3,0.5,"0.01106","6"
"933",102,"GO:0009755","hormone-mediated signaling pathway",496,28,15.45,"0.01129","6"
"934",103,"GO:0009179","purine ribonucleoside diphosphate metabolic process",30,4,0.93,"0.01159","6"
"935",104,"GO:0009135","purine nucleoside diphosphate metabolic process",30,4,0.93,"0.01159","6"
"936",105,"GO:0046031","ADP metabolic process",30,4,0.93,"0.01159","6"
"937",106,"GO:0030243","cellulose metabolic process",46,5,1.43,"0.01159","6"
"938",107,"GO:0010033","response to organic substance",1481,91,46.13,"0.0117","6"
"939",108,"GO:0048359","mucilage metabolic process involved in seed coat development",16,6,0.5,"0.0121","6"
"940",109,"GO:0006949","syncytium formation",6,2,0.19,"0.0123","6"
"941",110,"GO:0009804","coumarin metabolic process",6,2,0.19,"0.0123","6"
"942",111,"GO:0046520","sphingoid biosynthetic process",6,2,0.19,"0.0123","6"
"943",112,"GO:0010158","abaxial cell fate specification",6,2,0.19,"0.0123","6"
"944",113,"GO:0006213","pyrimidine nucleoside metabolic process",6,2,0.19,"0.0123","6"
"945",114,"GO:1990641","response to iron ion starvation",6,2,0.19,"0.0123","6"
"946",115,"GO:0048527","lateral root development",76,10,2.37,"0.01253","6"
"947",116,"GO:1990961","xenobiotic detoxification by transmembrane export across the plasma membrane",17,3,0.53,"0.01314","6"
"948",117,"GO:0046618","xenobiotic export from cell",17,3,0.53,"0.01314","6"
"949",118,"GO:0044281","small molecule metabolic process",1434,85,44.67,"0.01347","6"
"950",119,"GO:0071695","anatomical structure maturation",171,11,5.33,"0.01366","6"
"951",120,"GO:0048856","anatomical structure development",2822,139,87.91,"0.01456","6"
"952",121,"GO:0071396","cellular response to lipid",327,21,10.19,"0.01507","6"
"953",122,"GO:0072521","purine-containing compound metabolic process",129,9,4.02,"0.0152","6"
"954",123,"GO:0009695","jasmonic acid biosynthetic process",18,3,0.56,"0.01542","6"
"955",124,"GO:0016310","phosphorylation",539,31,16.79,"0.01592","6"
"956",125,"GO:0009185","ribonucleoside diphosphate metabolic process",33,4,1.03,"0.01614","6"
"957",126,"GO:0005976","polysaccharide metabolic process",287,23,8.94,"0.01643","6"
"958",127,"GO:0071669","plant-type cell wall organization or biogenesis",271,33,8.44,"0.01677","6"
"959",128,"GO:0009938","negative regulation of gibberellic acid mediated signaling pathway",7,2,0.22,"0.01689","6"
"960",129,"GO:0009864","induced systemic resistance, jasmonic acid mediated signaling pathway",7,2,0.22,"0.01689","6"
"961",130,"GO:0010540","basipetal auxin transport",7,2,0.22,"0.01689","6"
"962",131,"GO:0015866","ADP transport",7,2,0.22,"0.01689","6"
"963",132,"GO:0015867","ATP transport",7,2,0.22,"0.01689","6"
"964",133,"GO:0009410","response to xenobiotic stimulus",7,2,0.22,"0.01689","6"
"965",134,"GO:0010817","regulation of hormone levels",147,13,4.58,"0.01708","6"
"966",135,"GO:0071705","nitrogen compound transport",486,30,15.14,"0.01715","6"
"967",136,"GO:1901606","alpha-amino acid catabolic process",51,5,1.59,"0.01761","6"
"968",137,"GO:0009605","response to external stimulus",1165,70,36.29,"0.0178","6"
"969",138,"GO:0009150","purine ribonucleotide metabolic process",111,8,3.46,"0.018","6"
"970",139,"GO:0007623","circadian rhythm",91,7,2.83,"0.01897","6"
"971",140,"GO:0048511","rhythmic process",91,7,2.83,"0.01897","6"
"972",141,"GO:0006165","nucleoside diphosphate phosphorylation",35,4,1.09,"0.01972","6"
"973",142,"GO:0048868","pollen tube development",136,9,4.24,"0.02074","6"
"974",143,"GO:0009867","jasmonic acid mediated signaling pathway",73,6,2.27,"0.02162","6"
"975",144,"GO:0009637","response to blue light",73,6,2.27,"0.02162","6"
"976",145,"GO:0044272","sulfur compound biosynthetic process",73,6,2.27,"0.02162","6"
"977",146,"GO:0006631","fatty acid metabolic process",149,14,4.64,"0.02165","6"
"978",147,"GO:0006163","purine nucleotide metabolic process",115,8,3.58,"0.02179","6"
"979",148,"GO:0046519","sphingoid metabolic process",8,2,0.25,"0.02208","6"
"980",149,"GO:0080112","seed growth",8,2,0.25,"0.02208","6"
"981",150,"GO:1901658","glycosyl compound catabolic process",8,2,0.25,"0.02208","6"
"982",151,"GO:0071407","cellular response to organic cyclic compound",120,10,3.74,"0.0223","6"
"983",152,"GO:0045229","external encapsulating structure organization",183,18,5.7,"0.02242","6"
"984",153,"GO:0014070","response to organic cyclic compound",289,17,9,"0.02349","6"
"985",154,"GO:0009063","cellular amino acid catabolic process",55,5,1.71,"0.0237","6"
"986",155,"GO:0051273","beta-glucan metabolic process",55,5,1.71,"0.0237","6"
"987",156,"GO:0045490","pectin catabolic process",37,4,1.15,"0.02375","6"
"988",157,"GO:0019748","secondary metabolic process",290,27,9.03,"0.02408","6"
"989",158,"GO:0022603","regulation of anatomical structure morphogenesis",96,7,2.99,"0.02465","6"
"990",159,"GO:0000904","cell morphogenesis involved in differentiation",171,14,5.33,"0.02473","6"
"991",160,"GO:0021700","developmental maturation",187,11,5.83,"0.02477","6"
"992",161,"GO:0050832","defense response to fungus",237,13,7.38,"0.02583","6"
"993",162,"GO:0140546","defense response to symbiont",38,4,1.18,"0.02593","6"
"994",163,"GO:0046939","nucleotide phosphorylation",38,4,1.18,"0.02593","6"
"995",164,"GO:0051607","defense response to virus",38,4,1.18,"0.02593","6"
"996",165,"GO:0016192","vesicle-mediated transport",313,16,9.75,"0.02596","6"
"997",166,"GO:0009943","adaxial/abaxial axis specification",22,3,0.69,"0.02667","6"
"998",167,"GO:0032501","multicellular organismal process",2565,118,79.9,"0.02688","6"
"999",168,"GO:0010192","mucilage biosynthetic process",19,6,0.59,"0.02739","6"
"1000",169,"GO:0010117","photoprotection",9,2,0.28,"0.02783","6"
"1001",170,"GO:0016144","S-glycoside biosynthetic process",9,2,0.28,"0.02783","6"
"1002",171,"GO:0032922","circadian regulation of gene expression",9,2,0.28,"0.02783","6"
"1003",172,"GO:0010048","vernalization response",9,2,0.28,"0.02783","6"
"1004",173,"GO:0072348","sulfur compound transport",9,2,0.28,"0.02783","6"
"1005",174,"GO:0019761","glucosinolate biosynthetic process",9,2,0.28,"0.02783","6"
"1006",175,"GO:0019758","glycosinolate biosynthetic process",9,2,0.28,"0.02783","6"
"1007",176,"GO:0071215","cellular response to abscisic acid stimulus",167,10,5.2,"0.02827","6"
"1008",177,"GO:0097306","cellular response to alcohol",167,10,5.2,"0.02827","6"
"1009",178,"GO:0048468","cell development",245,17,7.63,"0.02837","6"
"1010",179,"GO:0071395","cellular response to jasmonic acid stimulus",78,6,2.43,"0.02886","6"
"1011",180,"GO:1903508","positive regulation of nucleic acid-templated transcription",228,15,7.1,"0.02933","6"
"1012",181,"GO:1902680","positive regulation of RNA biosynthetic process",228,15,7.1,"0.02933","6"
"1013",182,"GO:0046950","cellular ketone body metabolic process",1,1,0.03,"0.02984","6"
"1014",183,"GO:0046951","ketone body biosynthetic process",1,1,0.03,"0.02984","6"
"1015",184,"GO:0010597","green leaf volatile biosynthetic process",1,1,0.03,"0.02984","6"
"1016",185,"GO:0007585","respiratory gaseous exchange by respiratory system",1,1,0.03,"0.02984","6"
"1017",186,"GO:1901996","regulation of indoleacetic acid biosynthetic process via tryptophan",1,1,0.03,"0.02984","6"
"1018",187,"GO:1901997","negative regulation of indoleacetic acid biosynthetic process via tryptophan",1,1,0.03,"0.02984","6"
"1019",188,"GO:0019372","lipoxygenase pathway",1,1,0.03,"0.02984","6"
"1020",189,"GO:0033239","negative regulation of cellular amine metabolic process",1,1,0.03,"0.02984","6"
"1021",190,"GO:0010541","acropetal auxin transport",1,1,0.03,"0.02984","6"
"1022",191,"GO:0090449","phloem glucosinolate loading",1,1,0.03,"0.02984","6"
"1023",192,"GO:1901959","positive regulation of cutin biosynthetic process",1,1,0.03,"0.02984","6"
"1024",193,"GO:0009848","indoleacetic acid biosynthetic process via tryptophan",1,1,0.03,"0.02984","6"
"1025",194,"GO:0045761","regulation of adenylate cyclase activity",1,1,0.03,"0.02984","6"
"1026",195,"GO:0045763","negative regulation of cellular amino acid metabolic process",1,1,0.03,"0.02984","6"
"1027",196,"GO:0009835","fruit ripening",1,1,0.03,"0.02984","6"
"1028",197,"GO:0015827","tryptophan transport",1,1,0.03,"0.02984","6"
"1029",198,"GO:0015810","aspartate transmembrane transport",1,1,0.03,"0.02984","6"
"1030",199,"GO:0010480","microsporocyte differentiation",1,1,0.03,"0.02984","6"
"1031",200,"GO:0010421","hydrogen peroxide-mediated programmed cell death",1,1,0.03,"0.02984","6"
"1032",201,"GO:0015801","aromatic amino acid transport",1,1,0.03,"0.02984","6"
"1033",202,"GO:0052651","monoacylglycerol catabolic process",1,1,0.03,"0.02984","6"
"1034",203,"GO:0019428","allantoin biosynthetic process",1,1,0.03,"0.02984","6"
"1035",204,"GO:0043576","regulation of respiratory gaseous exchange",1,1,0.03,"0.02984","6"
"1036",205,"GO:0046340","diacylglycerol catabolic process",1,1,0.03,"0.02984","6"
"1037",206,"GO:0051339","regulation of lyase activity",1,1,0.03,"0.02984","6"
"1038",207,"GO:1902455","negative regulation of stem cell population maintenance",1,1,0.03,"0.02984","6"
"1039",208,"GO:0090059","protoxylem development",1,1,0.03,"0.02984","6"
"1040",209,"GO:1990785","response to water-immersion restraint stress",1,1,0.03,"0.02984","6"
"1041",210,"GO:0010142","farnesyl diphosphate biosynthetic process, mevalonate pathway",1,1,0.03,"0.02984","6"
"1042",211,"GO:0046462","monoacylglycerol metabolic process",1,1,0.03,"0.02984","6"
"1043",212,"GO:1901349","glucosinolate transport",1,1,0.03,"0.02984","6"
"1044",213,"GO:0043470","regulation of carbohydrate catabolic process",1,1,0.03,"0.02984","6"
"1045",214,"GO:1901522","positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus",1,1,0.03,"0.02984","6"
"1046",215,"GO:0051665","membrane raft localization",1,1,0.03,"0.02984","6"
"1047",216,"GO:0043448","alkane catabolic process",1,1,0.03,"0.02984","6"
"1048",217,"GO:0043619","regulation of transcription from RNA polymerase II promoter in response to oxidative stress",1,1,0.03,"0.02984","6"
"1049",218,"GO:0071918","urea transmembrane transport",1,1,0.03,"0.02984","6"
"1050",219,"GO:0035902","response to immobilization stress",1,1,0.03,"0.02984","6"
"1051",220,"GO:0006110","regulation of glycolytic process",1,1,0.03,"0.02984","6"
"1052",221,"GO:0001560","regulation of cell growth by extracellular stimulus",1,1,0.03,"0.02984","6"
"1053",222,"GO:0042425","choline biosynthetic process",1,1,0.03,"0.02984","6"
"1054",223,"GO:0000025","maltose catabolic process",1,1,0.03,"0.02984","6"
"1055",224,"GO:1902265","abscisic acid homeostasis",1,1,0.03,"0.02984","6"
"1056",225,"GO:0071366","cellular response to indolebutyric acid stimulus",1,1,0.03,"0.02984","6"
"1057",226,"GO:0036474","cell death in response to hydrogen peroxide",1,1,0.03,"0.02984","6"
"1058",227,"GO:1902224","ketone body metabolic process",1,1,0.03,"0.02984","6"
"1059",228,"GO:0034097","response to cytokine",1,1,0.03,"0.02984","6"
"1060",229,"GO:1990570","GDP-mannose transmembrane transport",1,1,0.03,"0.02984","6"
"1061",230,"GO:0046087","cytidine metabolic process",1,1,0.03,"0.02984","6"
"1062",231,"GO:1903942","positive regulation of respiratory gaseous exchange",1,1,0.03,"0.02984","6"
"1063",232,"GO:0006216","cytidine catabolic process",1,1,0.03,"0.02984","6"
"1064",233,"GO:0071345","cellular response to cytokine stimulus",1,1,0.03,"0.02984","6"
"1065",234,"GO:0048834","specification of petal number",1,1,0.03,"0.02984","6"
"1066",235,"GO:1902767","isoprenoid biosynthetic process via mevalonate",1,1,0.03,"0.02984","6"
"1067",236,"GO:0034247","snoRNA splicing",1,1,0.03,"0.02984","6"
"1068",237,"GO:0019933","cAMP-mediated signaling",1,1,0.03,"0.02984","6"
"1069",238,"GO:0019935","cyclic-nucleotide-mediated signaling",1,1,0.03,"0.02984","6"
"1070",239,"GO:0006990","positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response",1,1,0.03,"0.02984","6"
"1071",240,"GO:0009759","indole glucosinolate biosynthetic process",1,1,0.03,"0.02984","6"
"1072",241,"GO:0009722","detection of cytokinin stimulus",1,1,0.03,"0.02984","6"
"1073",242,"GO:0048533","sporocyte differentiation",1,1,0.03,"0.02984","6"
"1074",243,"GO:0009972","cytidine deamination",1,1,0.03,"0.02984","6"
"1075",244,"GO:0015720","allantoin transport",1,1,0.03,"0.02984","6"
"1076",245,"GO:0048507","meristem development",279,17,8.69,"0.02999","6"
"1077",246,"GO:0000038","very long-chain fatty acid metabolic process",23,3,0.72,"0.03001","6"
"1078",247,"GO:0009908","flower development",361,25,11.25,"0.0301","6"
"1079",248,"GO:0071398","cellular response to fatty acid",79,6,2.46,"0.03048","6"
"1080",249,"GO:0009753","response to jasmonic acid",218,12,6.79,"0.03073","6"
"1081",250,"GO:0006952","defense response",901,47,28.07,"0.03129","6"
"1082",251,"GO:0070542","response to fatty acid",219,12,6.82,"0.03168","6"
"1083",252,"GO:0006935","chemotaxis",24,3,0.75,"0.03355","6"
"1084",253,"GO:0010183","pollen tube guidance",24,3,0.75,"0.03355","6"
"1085",254,"GO:0065001","specification of axis polarity",24,3,0.75,"0.03355","6"
"1086",255,"GO:0009694","jasmonic acid metabolic process",24,3,0.75,"0.03355","6"
"1087",256,"GO:0042330","taxis",24,3,0.75,"0.03355","6"
"1088",257,"GO:0050918","positive chemotaxis",24,3,0.75,"0.03355","6"
"1089",258,"GO:0040011","locomotion",24,3,0.75,"0.03355","6"
