Orthogroup	D_muscipula.proteins	A_thaliana.proteins
OG0001116	Dm_00017757-RA, Dm_00000644-RA	AT4G32730.3, AT4G32730.5, AT4G32730.2, AT4G32730.4, AT4G32730.1
OG0001117	Dm_00014329-RA, Dm_00020976-RA	AT5G24870.3, AT5G24870.2, AT5G24870.1, AT5G10650.3, AT5G10650.1, AT5G10650.2
OG0001118	Dm_00000470-RA	AT5G60410.1, AT5G60410.6, AT5G60410.2, AT5G60410.5, AT5G60410.3, AT5G60410.4
OG0001119	Dm_00013353-RA	AT2G37340.1, AT2G37340.6, AT2G37340.4, AT2G37340.2, AT2G37340.5, AT2G37340.3, AT3G53500.2, AT3G53500.3, AT3G53500.1
OG0001120	Dm_00013052-RA	AT2G02760.1, AT2G02760.2, AT1G14400.2, AT1G14400.1, AT2G02760.3, AT2G02760.4
OG0001121	Dm_00019545-RA	AT2G37570.1, AT2G37570.2
OG0001122	Dm_00019221-RA	AT1G29400.3, AT1G29400.1, AT1G29400.2
OG0001123	Dm_00008809-RA	AT3G03910.1, AT3G03910.2, AT5G18170.1
OG0001123	Dm_00019509-RA	AT5G07440.1, AT5G07440.2
OG0001124	Dm_00008459-RA	AT2G25290.1, AT2G25290.4, AT2G25290.2, AT2G25290.3, AT4G32070.2, AT4G32070.1
OG0001125	Dm_00018914-RA, Dm_00020108-RA, Dm_00012547-RA	AT5G53180.1
OG0001128	Dm_00001138-RA	AT2G16090.5, AT2G16090.2, AT2G16090.3, AT2G16090.4, AT2G16090.1, AT4G34370.2, AT4G34370.1, AT3G27710.1, AT3G27720.1
OG0001129	Dm_00007668-RA	AT5G43230.1
OG0001129	Dm_00017374-RA	AT3G01810.3, AT3G01810.1, AT3G01810.2
OG0001130	Dm_00006308-RA	AT1G24130.1
OG0001131	Dm_00017594-RA	AT3G02230.1, AT5G15650.1
OG0001132	Dm_00004788-RA	AT3G02555.2, AT3G02555.1, AT5G16110.1
OG0001132	Dm_00010583-RA, Dm_00001709-RA	AT1G68490.1
OG0001133	Dm_00012430-RA	AT1G66250.1
OG0001133	Dm_00000394-RA, Dm_00001951-RA	AT2G01630.3, AT2G01630.1
OG0001134	Dm_00019980-RA	AT3G01220.1, AT5G15150.1
OG0001134	Dm_00004868-RA, Dm_00020005-RA	AT1G69780.1
OG0001143	Dm_00017692-RA, Dm_00020372-RA, Dm_00014259-RA	AT3G07390.2, AT3G07390.1
OG0001143	Dm_00001117-RA	AT3G25290.1, AT3G25290.2, AT4G12980.1
OG0001144	Dm_00014716-RA, Dm_00011941-RA	AT5G58610.3, AT5G58610.5, AT5G58610.4, AT5G58610.6, AT5G58610.7, AT5G58610.1, AT5G58610.11, AT5G58610.9, AT5G58610.10, AT5G58610.2, AT5G58610.8
OG0001145	Dm_00003249-RA	AT4G25050.1, AT4G25050.2
OG0001145	Dm_00002101-RA	AT1G54580.1, AT1G54630.1, AT1G54630.2, AT3G05020.1, AT5G27200.1
OG0001146	Dm_00012120-RA, Dm_00012122-RA	AT2G37760.6, AT2G37760.7, AT2G37760.1, AT2G37760.2, AT2G37760.3, AT2G37760.4, AT2G37760.5
OG0001147	Dm_00000780-RA	AT3G52820.1
OG0001147	Dm_00001793-RA, Dm_00000781-RA	AT3G52780.1, AT3G52780.2
OG0001148	Dm_00016802-RA, Dm_00013183-RA, Dm_00002144-RA	AT5G08570.1, AT5G08570.2, AT5G08570.3, AT5G63680.1, AT5G63680.3, AT5G63680.2
OG0001148	Dm_00007826-RA	AT4G26390.1, AT5G56350.1
OG0001149	Dm_00002838-RA, Dm_00008134-RA	AT3G12390.1, AT5G13850.1
OG0001150	Dm_00020048-RA, Dm_00020047-RA	AT1G62610.3, AT1G62610.1, AT1G62610.2, AT1G62610.4, AT1G63380.1, AT1G63380.4, AT1G63380.3, AT1G63380.2, AT3G55290.1, AT3G55290.2, AT3G55310.1, AT3G46170.1
OG0001151	Dm_00016067-RA	AT2G32720.2, AT2G32720.1
OG0001151	Dm_00000173-RA	AT5G53560.1
OG0001151	Dm_00018812-RA	AT5G48810.1
OG0001152	Dm_00007512-RA	AT3G52990.1, AT3G52990.2, AT2G36580.1
OG0001153	Dm_00011018-RA, Dm_00011017-RA	AT3G59960.4, AT3G59960.3, AT3G59960.2, AT3G59960.1, AT2G44150.1
OG0001154	Dm_00011379-RA	AT5G18230.3, AT5G18230.2, AT5G18230.1, AT5G18230.4
OG0001155	Dm_00017929-RA, Dm_00004024-RA	AT4G37750.1
OG0001157	Dm_00006935-RA, Dm_00003894-RA	AT2G23070.1
OG0001158	Dm_00017844-RA	AT2G23360.1
OG0001159	Dm_00003804-RA	AT1G10890.3, AT1G10890.2, AT1G10890.1, AT1G10890.4
OG0001159	Dm_00017597-RA	AT5G13340.1
OG0001160	Dm_00000150-RA	AT1G20560.1, AT1G20560.2
OG0001160	Dm_00004702-RA	AT2G17650.1
OG0001162	Dm_00000161-RA	AT5G24360.2, AT5G24360.3, AT5G24360.1
OG0001162	Dm_00002271-RA	AT2G17520.1
OG0001163	Dm_00012590-RA	AT4G34215.1, AT4G34215.2
OG0001163	Dm_00002370-RA	AT3G53010.1
OG0001164	Dm_00006905-RA	AT5G10630.4, AT5G10630.3, AT5G10630.2, AT5G10630.5, AT5G10630.1
OG0001165	Dm_00003039-RA	AT1G19835.2, AT1G19835.3, AT1G19835.6, AT1G19835.1, AT1G19835.5, AT1G19835.4, AT1G47900.2, AT1G47900.1, AT1G47900.3
OG0001166	Dm_00020362-RA, Dm_00017671-RA	AT3G51970.1
OG0001168	Dm_00006060-RA, Dm_00006056-RA, Dm_00006057-RA	AT1G02080.2, AT1G02080.3, AT1G02080.1
OG0001169	Dm_00004706-RA	AT2G17620.1
OG0001169	Dm_00020893-RA, Dm_00000153-RA	AT1G76310.1, AT1G76310.4, AT1G76310.2, AT1G76310.3, AT1G20610.1
OG0001171	Dm_00002065-RA	AT4G38380.2, AT4G38380.1, AT4G38380.5, AT4G38380.3, AT4G38380.4
OG0001172	Dm_00003587-RA	AT1G64630.1
OG0001172	Dm_00009949-RA	AT5G55560.1
OG0001173	Dm_00000841-RA, Dm_00008228-RA	AT5G54800.1
OG0001174	Dm_00000697-RA	AT1G28960.6, AT1G28960.7, AT1G28960.3, AT1G28960.1, AT1G28960.5, AT2G33980.2, AT2G33980.4, AT2G33980.3, AT2G33980.1
OG0001175	Dm_00010727-RA	AT5G45140.3, AT5G45140.2, AT5G45140.1
OG0001176	Dm_00016992-RA	AT4G05520.2, AT4G05520.1
OG0001177	Dm_00009412-RA	AT1G63010.1, AT1G63010.3, AT1G63010.5, AT1G63010.6, AT1G63010.4, AT1G63010.7, AT1G63010.2, AT4G22990.1, AT4G22990.2, AT4G22990.3, AT4G11810.3, AT4G11810.2, AT4G11810.1
OG0001178	Dm_00001437-RA	AT5G07460.1
OG0001178	Dm_00019343-RA	AT4G25130.1
OG0001179	Dm_00012910-RA, Dm_00015319-RA	AT1G54180.1, AT1G54180.2, AT3G14000.2, AT3G14000.1
OG0001179	Dm_00020013-RA	AT5G20540.1
OG0001180	Dm_00011957-RA	AT1G23220.1
OG0001180	Dm_00000088-RA	AT5G20110.1, AT5G20110.2
OG0001182	Dm_00003069-RA, Dm_00018258-RA	AT5G52040.1, AT5G52040.2, AT5G52040.7, AT5G52040.5, AT5G52040.3, AT5G52040.6, AT5G52040.4
OG0001183	Dm_00006256-RA	AT5G52660.2, AT5G52660.1
OG0001183	Dm_00011513-RA	AT4G01280.1, AT4G01280.2
OG0001187	Dm_00010928-RA	AT5G45370.4, AT5G45370.3, AT5G45370.6, AT5G45370.5, AT5G45370.2, AT5G45370.1, AT4G19185.1, AT4G19185.2, AT3G45870.8, AT3G45870.9, AT3G45870.1
OG0001188	Dm_00004873-RA	AT4G11400.1, AT4G11400.2
OG0001188	Dm_00004370-RA, Dm_00008376-RA	AT2G46040.3, AT2G46040.1, AT2G46040.2
OG0001189	Dm_00002084-RA, Dm_00000892-RA	AT4G17330.3, AT4G17330.2, AT4G17330.1
OG0001190	Dm_00006515-RA, Dm_00018941-RA	AT1G03590.1, AT4G03415.3, AT4G03415.1, AT4G03415.2
OG0001192	Dm_00007037-RA	AT4G21200.1
OG0001193	Dm_00007114-RA, Dm_00004320-RA	AT5G03740.1
OG0001194	Dm_00005461-RA, Dm_00012347-RA	AT1G50630.1, AT1G50630.2, AT3G20300.1
OG0001194	Dm_00008585-RA	AT4G22270.2, AT4G22270.1
OG0001196	Dm_00018133-RA	AT5G18240.1, AT5G18240.4, AT5G18240.3, AT5G18240.6, AT5G18240.2, AT5G18240.5, AT3G04030.3, AT3G04030.4, AT3G04030.5, AT3G04030.2, AT3G04030.1
OG0001197	Dm_00000507-RA, Dm_00005544-RA	AT4G14990.1, AT4G14990.2, AT3G22270.1
OG0001197	Dm_00008318-RA	AT1G79090.2, AT1G79090.1, AT1G79090.3
OG0001198	Dm_00012692-RA	AT5G13700.1
OG0001199	Dm_00014045-RA, Dm_00014042-RA, Dm_00014044-RA	AT1G53165.3, AT1G53165.2, AT1G53165.1, AT3G15220.1
OG0001201	Dm_00014746-RA, Dm_00004191-RA	AT3G17900.2, AT3G17900.1
OG0001202	Dm_00009001-RA	AT3G23570.1, AT3G23570.3, AT3G23570.2, AT3G23600.1, AT3G23600.2
OG0001203	Dm_00002591-RA	AT5G39950.1
OG0001205	Dm_00007247-RA, Dm_00013059-RA	AT1G25480.1, AT1G68600.1, AT2G17470.1, AT2G17470.2
OG0001205	Dm_00000208-RA	AT3G18440.1, AT1G18420.2, AT1G18420.1
OG0001217	Dm_00020683-RA	AT5G27930.3, AT5G27930.1, AT5G27930.2, AT3G05640.2, AT3G05640.3, AT3G05640.1
OG0001218	Dm_00004722-RA, Dm_00003504-RA	AT1G08620.1, AT1G08620.2, AT1G08620.4, AT1G08620.3
OG0001219	Dm_00004772-RA, Dm_00020556-RA, Dm_00016676-RA, Dm_00016217-RA	AT5G02560.1
OG0001220	Dm_00020256-RA	AT3G46890.1
OG0001221	Dm_00020649-RA, Dm_00013750-RA	AT5G18750.1, AT3G06340.4, AT3G06340.2, AT3G06340.3, AT3G06340.1
OG0001222	Dm_00001342-RA	AT2G27920.1, AT2G27920.2, AT2G27920.3
OG0001223	Dm_00001526-RA	AT5G47720.2, AT5G47720.4, AT5G47720.3, AT5G47720.1, AT5G47720.5
OG0001223	Dm_00013418-RA	AT5G48230.1, AT5G48230.2
OG0001224	Dm_00007970-RA	AT2G44290.1, AT2G44300.1
OG0001225	Dm_00020324-RA	AT3G25400.1
OG0001227	Dm_00011737-RA	AT4G18770.1
OG0001227	Dm_00006039-RA	AT5G58850.1, AT5G11050.1
OG0001228	Dm_00008396-RA	AT3G12750.1
OG0001230	Dm_00009935-RA	AT4G05140.1, AT4G05120.1, AT4G05120.2, AT4G05110.3, AT4G05110.1, AT4G05110.2
OG0001231	Dm_00001145-RA	AT1G75020.1, AT1G75020.2
OG0001232	Dm_00009209-RA	AT4G36640.2, AT4G36640.1, AT4G36640.3
OG0001233	Dm_00006121-RA, Dm_00011202-RA	AT1G78240.1, AT1G78240.2
OG0001234	Dm_00002275-RA	AT2G17430.1, AT5G65970.2, AT5G65970.1, AT2G17480.1
OG0001234	Dm_00000162-RA	AT1G42560.2, AT1G42560.1, AT2G33670.1
OG0001236	Dm_00018165-RA	AT4G33700.3, AT4G33700.1, AT2G14520.3, AT2G14520.4, AT2G14520.1, AT2G14520.2
OG0001237	Dm_00008706-RA	AT5G10490.1, AT5G10490.3, AT5G10490.2
OG0001238	Dm_00004942-RA	AT5G10360.1, AT4G31700.1
OG0001239	Dm_00017515-RA, Dm_00017465-RA	AT3G23550.1, AT3G23560.2, AT3G23560.1
OG0001240	Dm_00003538-RA	AT3G16900.1, AT3G10986.1, AT3G56180.2, AT3G56180.1, AT5G01750.2, AT5G01750.1, AT2G14560.4, AT2G14560.2, AT2G14560.1, AT2G14560.3, AT1G33840.2, AT1G33840.1, AT3G11740.1
OG0001242	Dm_00003686-RA	AT4G36250.1
OG0001243	Dm_00020422-RA, Dm_00011092-RA	AT4G31170.8, AT4G31170.5, AT4G31170.7, AT4G31170.4, AT4G31170.10, AT4G31170.9, AT4G31170.6, AT4G31170.2, AT4G31170.3, AT4G31170.1, AT2G24360.1
OG0001244	Dm_00004515-RA	AT4G00840.2, AT4G00840.1
OG0001244	Dm_00003825-RA, Dm_00004103-RA	AT3G60800.1
OG0001245	Dm_00001031-RA	AT3G24440.1, AT3G24440.2
OG0001247	Dm_00007591-RA, Dm_00017231-RA, Dm_00014313-RA, Dm_00018684-RA, Dm_00010971-RA, Dm_00019002-RA, Dm_00009350-RA, Dm_00020877-RA, Dm_00007399-RA, Dm_00011489-RA, Dm_00016194-RA, Dm_00018699-RA, Dm_00009433-RA	AT5G41980.1, AT1G43722.1, AT5G28730.1
OG0001248	Dm_00016403-RA, Dm_00011846-RA	AT5G22220.2, AT5G22220.3
OG0001249	Dm_00015478-RA	AT3G03770.2, AT3G03770.3, AT3G03770.1
OG0001250	Dm_00001192-RA	AT3G10290.1, AT5G04160.1
OG0001250	Dm_00019964-RA, Dm_00015326-RA	AT3G11320.1, AT5G05820.1
OG0001252	Dm_00009038-RA	AT3G53570.4, AT3G53570.2, AT3G53570.1, AT3G53570.3, AT3G53570.5
OG0001253	Dm_00003456-RA, Dm_00007763-RA	AT3G21090.1, AT1G51500.1
OG0001255	Dm_00011970-RA	AT4G36730.1, AT4G36730.2
OG0001256	Dm_00003466-RA, Dm_00013042-RA	AT5G17330.1
OG0001257	Dm_00000384-RA	AT1G14830.1
OG0001257	Dm_00009450-RA, Dm_00016937-RA	AT2G44590.3, AT3G60190.1
OG0001259	Dm_00018938-RA, Dm_00010992-RA, Dm_00000248-RA	AT1G32700.1, AT1G32700.2, AT4G17900.2, AT4G17900.1
OG0001260	Dm_00009901-RA	AT1G68920.4, AT1G68920.2, AT1G68920.1, AT1G68920.3
OG0001261	Dm_00014939-RA	AT5G08070.2, AT5G08070.1, AT5G60970.1
OG0001261	Dm_00006091-RA, Dm_00000369-RA	AT3G02150.2, AT3G02150.1
OG0001262	Dm_00017819-RA	AT5G15800.1, AT5G15800.2, AT3G02310.1, AT3G02310.2
OG0001263	Dm_00001253-RA, Dm_00001252-RA	AT5G42220.1, AT5G42220.2
OG0001271	Dm_00001202-RA, Dm_00002007-RA, Dm_00010024-RA	AT3G07340.2, AT3G07340.1, AT5G48560.2, AT5G48560.1
OG0001273	Dm_00007504-RA, Dm_00006924-RA	AT1G52740.1
OG0001275	Dm_00008602-RA, Dm_00019690-RA	AT2G33210.1, AT2G33210.2, AT3G23990.1
OG0001275	Dm_00009662-RA	AT3G13860.1
OG0001276	Dm_00008410-RA, Dm_00017741-RA	AT3G06760.1, AT3G06760.2, AT5G49230.1, AT5G49230.2
OG0001277	Dm_00009511-RA	AT2G32320.1, AT2G32320.2, AT2G32320.3, AT2G31580.5, AT2G31580.3, AT2G31580.1, AT2G31580.2, AT2G31580.4
OG0001278	Dm_00007150-RA	AT5G02310.1, AT5G02310.3, AT5G02310.2
OG0001279	Dm_00007105-RA	AT2G27740.2, AT2G27740.1
OG0001279	Dm_00010829-RA	AT3G52920.2, AT3G52920.1, AT3G09980.1
OG0001280	Dm_00014550-RA	AT1G67730.1
OG0001280	Dm_00014363-RA	AT1G24470.1
OG0001281	Dm_00016877-RA	AT2G47500.1, AT2G47500.2
OG0001281	Dm_00001637-RA	AT5G27000.1
OG0001282	Dm_00001283-RA, Dm_00003119-RA	AT2G41210.1, AT3G56960.2, AT3G56960.1
OG0001282	Dm_00016833-RA	AT3G07960.2, AT3G07960.4, AT3G07960.3, AT3G07960.1
OG0001284	Dm_00013430-RA	AT1G11925.1
OG0001285	Dm_00007552-RA	AT1G22280.3, AT1G22280.1, AT1G34750.4, AT1G34750.2, AT1G34750.1, AT1G34750.3
OG0001286	Dm_00016387-RA	AT5G65450.2, AT5G65450.1, AT4G24560.1
OG0001287	Dm_00000167-RA, Dm_00007547-RA	AT2G17370.1
OG0001289	Dm_00005348-RA	AT4G36450.1, AT2G18170.1
OG0001290	Dm_00000155-RA	AT1G42470.1
OG0001290	Dm_00004967-RA	AT4G38350.1, AT4G38350.2
OG0001291	Dm_00006038-RA, Dm_00006451-RA, Dm_00006453-RA, Dm_00014244-RA	AT4G21790.1
OG0001292	Dm_00011170-RA	AT1G56070.2, AT1G56070.1, AT1G56070.3, AT3G12915.2, AT3G12915.1
OG0001293	Dm_00019160-RA, Dm_00012481-RA	AT3G14980.4, AT3G14980.3, AT3G14980.1, AT3G14980.2, AT3G14980.6, AT3G14980.5
OG0001294	Dm_00002873-RA	AT5G63120.3, AT5G63120.4, AT5G63120.5, AT5G63120.1, AT5G63120.2
OG0001294	Dm_00020549-RA	AT1G55150.2, AT1G55150.1
OG0001295	Dm_00010145-RA	AT4G03550.1
OG0001295	Dm_00004986-RA	AT4G04970.1
OG0001297	Dm_00016095-RA	AT1G17460.1, AT1G17460.2, AT1G17460.3, AT1G72650.1, AT1G72650.2
OG0001298	Dm_00019068-RA, Dm_00009447-RA	AT5G51460.1, AT5G51460.5, AT5G51460.3, AT5G51460.2, AT5G51460.4
OG0001298	Dm_00005067-RA	AT4G12430.1, AT4G22590.1
OG0001299	Dm_00003857-RA, Dm_00017021-RA	AT2G19470.1
OG0001299	Dm_00010636-RA	AT5G57015.1, AT4G26100.1
OG0001300	Dm_00015843-RA, Dm_00014194-RA	AT1G72700.3, AT1G72700.1, AT1G72700.2, AT1G17500.2, AT1G17500.1, AT1G54280.3, AT1G54280.2, AT1G54280.1, AT3G13900.1, AT3G13900.3, AT3G13900.2
OG0001303	Dm_00009541-RA	AT5G10740.1, AT5G10740.2, AT5G24940.1, AT4G31750.1, AT4G31750.3, AT4G31750.2
OG0001303	Dm_00013172-RA	AT1G43900.1
OG0001304	Dm_00018442-RA	AT3G20190.2, AT3G20190.1, AT1G50610.1
OG0001304	Dm_00007187-RA	AT5G35390.1, AT2G07040.1
OG0001305	Dm_00000456-RA	AT5G24230.2, AT5G24230.1, AT5G24230.3
OG0001307	Dm_00011249-RA	AT1G07780.7, AT1G07780.12, AT1G07780.10, AT1G07780.9, AT5G05590.1, AT1G07780.13, AT1G07780.1, AT1G07780.2, AT1G29410.6, AT1G29410.1, AT1G29410.2, AT1G29410.4, AT1G29410.5, AT1G29410.3, AT1G29410.7, AT1G07780.4, AT5G05590.3, AT1G07780.11, AT5G05590.2, AT5G05590.4, AT1G07780.6, AT1G07780.8, AT1G07780.5, AT1G07780.3
OG0001308	Dm_00005029-RA, Dm_00013856-RA, Dm_00009431-RA	AT2G30620.1, AT2G30620.2
OG0001309	Dm_00004274-RA	AT5G01270.2, AT5G01270.1
OG0001310	Dm_00003597-RA, Dm_00004132-RA	AT1G62450.1
OG0001311	Dm_00004895-RA	AT1G64780.1
OG0001311	Dm_00016942-RA, Dm_00017143-RA	AT4G28700.1
OG0001312	Dm_00016287-RA, Dm_00016932-RA	AT1G06230.4, AT1G06230.1, AT1G06230.3, AT1G06230.2
OG0001313	Dm_00003293-RA	AT2G27240.2, AT2G27240.1, AT1G08440.1, AT1G08430.1
OG0001314	Dm_00017201-RA, Dm_00017200-RA	AT4G25030.1, AT4G25030.2
OG0001315	Dm_00019157-RA	AT1G16560.9, AT1G16560.2, AT1G16560.3, AT1G16560.5, AT1G16560.8, AT1G16560.1, AT1G16560.6, AT1G16560.7
OG0001316	Dm_00004301-RA, Dm_00015523-RA	AT2G28630.2, AT2G28630.1, AT1G07720.1, AT1G07720.2
OG0001316	Dm_00015231-RA	AT5G04530.1
OG0001317	Dm_00004805-RA	AT2G32950.2, AT2G32950.1
OG0001318	Dm_00006353-RA	AT5G22200.1, AT3G44220.1
OG0001318	Dm_00000056-RA, Dm_00002537-RA	AT4G09590.1, AT2G35970.1, AT2G35960.1, AT3G52470.1, AT5G05657.1, AT5G06330.1, AT3G11660.1
OG0001319	Dm_00007447-RA, Dm_00007879-RA	AT3G52120.4, AT3G52120.2, AT3G52120.3, AT3G52120.1
OG0001320	Dm_00012921-RA	AT3G13050.1, AT3G13050.2, AT3G13050.3, AT3G13050.4
OG0001321	Dm_00017879-RA, Dm_00008260-RA, Dm_00002369-RA	AT2G23290.1, AT4G37260.1, AT5G67300.1, AT3G50060.1
OG0001322	Dm_00014605-RA, Dm_00016044-RA	AT3G06190.3, AT3G06190.4, AT3G06190.2, AT3G06190.5, AT3G06190.1, AT5G19000.1, AT5G19000.2, AT5G19000.3
OG0001323	Dm_00016618-RA	AT4G25440.2, AT4G25440.3, AT4G25440.1, AT5G51980.2, AT5G51980.1
OG0001325	Dm_00012856-RA	AT2G32700.3, AT2G32700.2, AT2G32700.1, AT2G32700.7, AT2G32700.5, AT2G32700.4, AT2G32700.6
OG0001326	Dm_00018393-RA	AT1G73880.1
OG0001326	Dm_00009898-RA, Dm_00006954-RA	AT1G51210.1, AT5G03490.1
OG0001328	Dm_00000374-RA	AT1G24625.1, AT1G66140.1
OG0001329	Dm_00000235-RA	AT5G16840.1, AT5G16840.3, AT5G16840.2
OG0001329	Dm_00012968-RA, Dm_00004666-RA	AT4G17720.1, AT5G46870.2, AT5G46870.1
OG0001335	Dm_00019715-RA, Dm_00010064-RA	AT5G49300.1, AT3G06740.1
OG0001339	Dm_00006524-RA, Dm_00001805-RA, Dm_00001624-RA	AT1G09180.1, AT1G56330.1, AT3G62560.1, AT4G02080.1
OG0001340	Dm_00010517-RA, Dm_00004334-RA	AT5G20980.2, AT5G20980.1
OG0001341	Dm_00005281-RA, Dm_00008363-RA	AT2G30590.1
OG0001341	Dm_00003557-RA	AT5G28650.1, AT3G04670.1, AT3G04670.2
OG0001343	Dm_00016121-RA, Dm_00000527-RA	AT3G04910.1, AT3G04910.3, AT3G04910.2, AT5G28080.2, AT5G28080.8, AT5G28080.5, AT5G28080.6, AT5G28080.1, AT5G28080.7, AT5G28080.4, AT5G28080.3
OG0001344	Dm_00008463-RA	AT5G13560.1
OG0001346	Dm_00008824-RA, Dm_00003997-RA	AT3G05620.1
OG0001349	Dm_00004720-RA	AT1G03960.5, AT5G44090.1
OG0001350	Dm_00000933-RA	AT3G24715.3, AT3G24715.1, AT3G24715.2
OG0001351	Dm_00015926-RA, Dm_00000481-RA	AT1G08125.2, AT1G08125.3, AT1G08125.4, AT1G08125.1
OG0001353	Dm_00019154-RA, Dm_00010579-RA	AT3G53030.1
OG0001354	Dm_00021033-RA	AT2G41880.1, AT2G41880.7, AT2G41880.5, AT2G41880.3, AT2G41880.2, AT2G41880.9, AT2G41880.4, AT2G41880.6, AT2G41880.8, AT3G57550.3, AT3G57550.1, AT3G57550.2
OG0001356	Dm_00019569-RA	AT1G32583.2, AT1G32583.1
OG0001356	Dm_00000278-RA	AT4G24972.1
OG0001358	Dm_00005227-RA	AT3G03190.1, AT5G17220.1
OG0001359	Dm_00017799-RA	AT1G77130.1
OG0001359	Dm_00020934-RA	AT3G18660.1, AT3G18660.3, AT3G18660.2
OG0001360	Dm_00015506-RA	AT5G10380.1
OG0001361	Dm_00014376-RA	AT4G35790.3, AT4G35790.1, AT4G35790.2
OG0001362	Dm_00003351-RA, Dm_00003350-RA	AT4G36870.4, AT4G36870.3, AT4G36870.2, AT4G36870.1, AT2G23760.2, AT2G23760.4, AT2G23760.3, AT2G23760.1
OG0001363	Dm_00013041-RA, Dm_00006206-RA	AT5G64200.1, AT5G64200.2
OG0001364	Dm_00018865-RA	AT5G41761.1
OG0001364	Dm_00003578-RA	AT5G55620.1, AT3G09950.1
OG0001365	Dm_00019291-RA, Dm_00006894-RA	AT5G44180.2, AT5G44180.3, AT5G44180.1, AT1G28420.1
OG0001367	Dm_00001130-RA	AT1G12240.1, AT1G62660.4, AT1G62660.3, AT1G62660.2, AT1G62660.1
OG0001368	Dm_00013672-RA	AT1G67230.1
OG0001369	Dm_00011099-RA	AT1G78710.1, AT1G78710.2
OG0001371	Dm_00019725-RA	AT3G14270.1, AT3G14270.2
OG0001372	Dm_00005355-RA	AT5G56610.2, AT5G56610.1
OG0001372	Dm_00004183-RA	AT2G35680.1
OG0001373	Dm_00011719-RA	AT5G22920.1, AT5G22920.2
OG0001373	Dm_00016260-RA	AT5G25560.4, AT5G25560.3, AT5G25560.6, AT5G25560.1, AT5G25560.5, AT5G25560.2
OG0001376	Dm_00011445-RA	AT1G47980.1
OG0001377	Dm_00003787-RA	AT1G15690.1, AT1G15690.2
OG0001378	Dm_00000778-RA, Dm_00001790-RA	AT3G52790.1
OG0001378	Dm_00017407-RA	AT4G25433.1, AT5G62150.1
OG0001379	Dm_00001414-RA	AT3G14100.1, AT1G17370.1, AT1G17370.2
OG0001380	Dm_00000742-RA	AT3G02920.2, AT3G02920.3, AT3G02920.1
OG0001380	Dm_00014429-RA	AT2G24490.2, AT2G24490.1
OG0001381	Dm_00011205-RA	AT5G11700.1, AT5G11700.2, AT4G32920.3, AT4G32920.1, AT4G32920.2
OG0001383	Dm_00002521-RA	AT5G07610.1
OG0001384	Dm_00020386-RA	AT1G12570.1
OG0001384	Dm_00003066-RA	AT5G51950.2, AT5G51950.3, AT5G51950.1, AT3G56060.1
OG0001385	Dm_00019353-RA	AT1G02205.3, AT1G02205.1, AT1G02205.5, AT1G02205.4, AT1G02205.2
OG0001386	Dm_00010005-RA	AT2G26980.4, AT2G26980.3
OG0001387	Dm_00007676-RA	AT5G19820.1
OG0001388	Dm_00013983-RA	AT1G11650.1, AT1G11650.2
OG0001388	Dm_00000859-RA, Dm_00006045-RA	AT4G27000.1
OG0001389	Dm_00004216-RA	AT2G28260.1, AT2G28260.2
OG0001390	Dm_00005855-RA	AT3G46980.1, AT3G46980.3, AT3G46980.4, AT3G46980.7, AT3G46980.5, AT3G46980.8, AT3G46980.2, AT3G46980.6
OG0001390	Dm_00017108-RA	AT2G38060.2, AT2G38060.1
OG0001391	Dm_00011870-RA	AT1G01630.1
OG0001392	Dm_00000455-RA	AT5G24270.1, AT5G24270.4, AT5G24270.2, AT5G24270.5, AT5G24270.3
OG0001394	Dm_00004794-RA	AT1G76900.1, AT1G76900.2, AT1G76900.3, AT1G25280.1
OG0001395	Dm_00001684-RA, Dm_00001440-RA	AT4G24790.3, AT4G24790.2, AT4G24790.5, AT4G24790.1, AT4G24790.4
OG0001396	Dm_00009455-RA	AT1G67310.1
OG0001397	Dm_00017666-RA, Dm_00020073-RA	AT3G02410.2, AT3G02410.3, AT3G02410.1, AT5G15860.2, AT5G15860.1
OG0001397	Dm_00011587-RA	AT1G26120.1
OG0001398	Dm_00008131-RA, Dm_00005877-RA, Dm_00017028-RA	AT5G16370.1, AT5G16340.1, AT1G75960.1, AT1G21540.1, AT1G21530.1, AT1G21530.2, AT1G77240.1
OG0001400	Dm_00010980-RA, Dm_00012385-RA	AT1G70300.1
OG0001400	Dm_00017467-RA	AT5G14880.1
OG0001401	Dm_00008615-RA, Dm_00005688-RA	AT2G44710.4, AT2G44710.1, AT2G44710.2, AT2G44710.3
OG0001402	Dm_00015343-RA	AT3G02470.3, AT3G02470.1, AT3G02470.4, AT5G15950.2, AT5G15950.1
OG0001402	Dm_00012511-RA, Dm_00004622-RA	AT3G25570.1, AT3G25570.2
OG0001403	Dm_00007798-RA	AT2G01275.4, AT2G01275.2, AT2G01275.1, AT2G01275.5, AT2G01275.3
OG0001404	Dm_00015471-RA	AT3G27960.2, AT3G27960.3, AT3G27960.1
OG0001404	Dm_00002594-RA	AT1G27500.2, AT1G27500.1
OG0001406	Dm_00007130-RA	AT5G62610.2, AT5G62610.1
OG0001406	Dm_00002860-RA, Dm_00019182-RA	AT1G59640.2, AT1G59640.1
OG0001407	Dm_00009441-RA	AT2G37450.3, AT2G37450.2, AT2G37450.1, AT2G37460.1
OG0001419	Dm_00019168-RA	AT4G02780.1
