Orthogroup	D_muscipula.proteins	P_amilis.proteins
OG0002409	Dm_00012784-RA, Dm_00018060-RA	FUN_027143-T1, FUN_027143-T2
OG0002409	Dm_00016701-RA	FUN_028981-T1
OG0002410	Dm_00005739-RA	FUN_052272-T1, FUN_052272-T2
OG0002411	Dm_00008565-RA	FUN_024507-T1, FUN_024508-T1
OG0002411	Dm_00006614-RA	FUN_030526-T1
OG0002412	Dm_00002639-RA, Dm_00003931-RA	FUN_029460-T1, FUN_017038-T1
OG0002413	Dm_00003684-RA, Dm_00007521-RA	FUN_031054-T1
OG0002414	Dm_00015333-RA, Dm_00015418-RA	FUN_051798-T1, FUN_045569-T1
OG0002415	Dm_00016819-RA	FUN_030925-T1
OG0002416	Dm_00002054-RA, Dm_00006255-RA	FUN_010531-T1, FUN_009085-T2, FUN_009085-T1, FUN_018063-T1
OG0002419	Dm_00008518-RA, Dm_00015583-RA	FUN_047758-T1, FUN_038342-T1
OG0002419	Dm_00007168-RA	FUN_031003-T1, FUN_031003-T2, FUN_009409-T1
OG0002421	Dm_00013518-RA, Dm_00005687-RA	FUN_025498-T1
OG0002422	Dm_00002277-RA, Dm_00009552-RA	FUN_012940-T1, FUN_004194-T1
OG0002424	Dm_00020028-RA	FUN_017996-T1
OG0002425	Dm_00015311-RA	FUN_052151-T3, FUN_052151-T1, FUN_052151-T2, FUN_005544-T1
OG0002426	Dm_00004826-RA	FUN_021593-T1
OG0002427	Dm_00002530-RA	FUN_002744-T5, FUN_002744-T4, FUN_002744-T1, FUN_002744-T2, FUN_002744-T3
OG0002428	Dm_00001555-RA, Dm_00000006-RA	FUN_012866-T1
OG0002429	Dm_00012961-RA	FUN_042631-T2, FUN_042631-T3, FUN_042631-T1
OG0002429	Dm_00005002-RA	FUN_025935-T1
OG0002430	Dm_00013646-RA	FUN_037320-T1
OG0002431	Dm_00018738-RA	FUN_014522-T1, FUN_014522-T2
OG0002433	Dm_00005595-RA, Dm_00001333-RA, Dm_00005594-RA	FUN_019558-T1
OG0002434	Dm_00002668-RA	FUN_046370-T1, FUN_046370-T2
OG0002435	Dm_00000230-RA	FUN_045241-T1
OG0002435	Dm_00010814-RA	FUN_009475-T1, FUN_030685-T1
OG0002436	Dm_00001229-RA, Dm_00004384-RA	FUN_026722-T1
OG0002437	Dm_00011474-RA	FUN_007945-T1, FUN_040879-T1, FUN_040880-T1
OG0002438	Dm_00004935-RA, Dm_00004930-RA	FUN_010689-T1, FUN_047298-T1
OG0002439	Dm_00020403-RA	FUN_050050-T1, FUN_023906-T1
OG0002439	Dm_00019528-RA	FUN_027854-T1
OG0002439	Dm_00012133-RA	FUN_005309-T1
OG0002440	Dm_00017494-RA, Dm_00018985-RA	FUN_041658-T1, FUN_006495-T1
OG0002441	Dm_00005776-RA	FUN_026451-T1
OG0002442	Dm_00020641-RA, Dm_00015439-RA	FUN_036371-T1, FUN_012931-T1
OG0002443	Dm_00019958-RA	FUN_029860-T1
OG0002443	Dm_00013409-RA	FUN_016792-T1, FUN_016792-T2
OG0002444	Dm_00010290-RA	FUN_027794-T2, FUN_027794-T1, FUN_015287-T1
OG0002445	Dm_00015823-RA	FUN_019988-T2, FUN_019988-T1
OG0002446	Dm_00019123-RA	FUN_021083-T1
OG0002447	Dm_00011692-RA	FUN_026031-T3, FUN_026031-T2, FUN_026031-T5, FUN_026031-T1
OG0002448	Dm_00007732-RA	FUN_021077-T1
OG0002448	Dm_00001058-RA, Dm_00000101-RA	FUN_026287-T1, FUN_026284-T1
OG0002449	Dm_00011648-RA	FUN_016382-T1
OG0002450	Dm_00010160-RA	FUN_006603-T1
OG0002450	Dm_00008214-RA, Dm_00019387-RA	FUN_007814-T1
OG0002451	Dm_00016389-RA, Dm_00020114-RA	FUN_005322-T1, FUN_027851-T1
OG0002452	Dm_00010253-RA	FUN_040557-T2, FUN_040557-T1, FUN_018555-T2, FUN_018555-T1
OG0002453	Dm_00003892-RA	FUN_033700-T1
OG0002453	Dm_00000992-RA	FUN_052863-T1
OG0002454	Dm_00001003-RA, Dm_00014622-RA	FUN_000587-T1
OG0002455	Dm_00009124-RA	FUN_040529-T1, FUN_018480-T1, FUN_036937-T1
OG0002456	Dm_00014835-RA	FUN_007615-T1
OG0002457	Dm_00018485-RA	FUN_022681-T1, FUN_022681-T2
OG0002457	Dm_00014452-RA	FUN_049186-T1, FUN_049186-T2
OG0002458	Dm_00007434-RA	FUN_031089-T1
OG0002459	Dm_00007820-RA, Dm_00000761-RA	FUN_026843-T1, FUN_026843-T2, FUN_026849-T1
OG0002460	Dm_00005055-RA, Dm_00015996-RA	FUN_048056-T1, FUN_037289-T1
OG0002461	Dm_00000906-RA, Dm_00002093-RA	FUN_040118-T1
OG0002462	Dm_00000258-RA	FUN_001756-T1, FUN_001756-T3, FUN_001756-T2
OG0002463	Dm_00006650-RA	FUN_011690-T1
OG0002463	Dm_00001883-RA, Dm_00001520-RA	FUN_046412-T1
OG0002464	Dm_00007631-RA	FUN_019136-T1, FUN_019136-T2, FUN_030308-T1, FUN_030307-T1, FUN_030305-T2, FUN_030305-T1
OG0002465	Dm_00005334-RA, Dm_00000885-RA	FUN_040040-T1, FUN_019275-T1
OG0002467	Dm_00009965-RA, Dm_00014072-RA	FUN_004681-T1, FUN_004681-T2, FUN_032899-T1
OG0002467	Dm_00013315-RA	FUN_052771-T1
OG0002468	Dm_00013352-RA	FUN_013628-T2, FUN_013628-T1
OG0002469	Dm_00008764-RA, Dm_00008763-RA	FUN_015660-T1
OG0002470	Dm_00005874-RA	FUN_003593-T1
OG0002471	Dm_00013464-RA, Dm_00017085-RA	FUN_032364-T1, FUN_030102-T1
OG0002472	Dm_00003238-RA, Dm_00004197-RA	FUN_048195-T1, FUN_037475-T1
OG0002472	Dm_00004292-RA, Dm_00004290-RA	FUN_008832-T1, FUN_013641-T1
OG0002473	Dm_00012974-RA	FUN_032901-T1, FUN_004685-T1
OG0002475	Dm_00000243-RA	FUN_045288-T1
OG0002476	Dm_00011944-RA	FUN_009331-T1, FUN_009331-T2, FUN_032139-T1
OG0002477	Dm_00016893-RA	FUN_003735-T1
OG0002478	Dm_00010827-RA	FUN_009175-T1, FUN_009175-T2
OG0002479	Dm_00004021-RA, Dm_00019840-RA	FUN_050667-T1, FUN_050665-T1, FUN_002182-T1
OG0002480	Dm_00002097-RA, Dm_00000913-RA	FUN_040138-T1, FUN_018431-T1, FUN_040134-T1
OG0002481	Dm_00015962-RA	FUN_010758-T1
OG0002482	Dm_00000954-RA, Dm_00003251-RA	FUN_047045-T1, FUN_011351-T1
OG0002483	Dm_00008444-RA	FUN_027037-T1
OG0002483	Dm_00011002-RA, Dm_00019271-RA	FUN_031776-T1
OG0002484	Dm_00001680-RA, Dm_00001441-RA	FUN_050297-T1
OG0002485	Dm_00006884-RA	FUN_042754-T1
OG0002486	Dm_00020319-RA	FUN_031833-T1, FUN_025280-T1
OG0002487	Dm_00004837-RA, Dm_00008100-RA	FUN_033912-T1
OG0002488	Dm_00000418-RA	FUN_045112-T1
OG0002489	Dm_00005606-RA, Dm_00002747-RA	FUN_050586-T2, FUN_050586-T1, FUN_002220-T1, FUN_002220-T2, FUN_002220-T3
OG0002490	Dm_00007595-RA	FUN_015093-T2, FUN_015093-T3, FUN_015093-T1
OG0002491	Dm_00002674-RA	FUN_002760-T1, FUN_052211-T1, FUN_052211-T2
OG0002492	Dm_00006720-RA	FUN_038354-T1
OG0002493	Dm_00001650-RA	FUN_042707-T1
OG0002495	Dm_00014640-RA, Dm_00014664-RA, Dm_00018166-RA	FUN_045422-T1
OG0002496	Dm_00004833-RA	FUN_033895-T1
OG0002496	Dm_00011410-RA, Dm_00018537-RA	FUN_044830-T1
OG0002497	Dm_00019433-RA, Dm_00016041-RA	FUN_025392-T1, FUN_025392-T2, FUN_032034-T1
OG0002498	Dm_00002178-RA	FUN_023448-T1
OG0002500	Dm_00005828-RA, Dm_00012374-RA	FUN_010651-T1
OG0002501	Dm_00000253-RA	FUN_035801-T1
OG0002502	Dm_00007002-RA	FUN_032459-T1, FUN_023158-T1
OG0002503	Dm_00004623-RA	FUN_033713-T1, FUN_023713-T1
OG0002504	Dm_00009983-RA, Dm_00003189-RA	FUN_033824-T1, FUN_023542-T1
OG0002505	Dm_00004144-RA, Dm_00002810-RA	FUN_023277-T1, FUN_032508-T1
OG0002506	Dm_00007613-RA	FUN_011025-T1
OG0002507	Dm_00010964-RA, Dm_00004143-RA	FUN_027949-T1
OG0002508	Dm_00013234-RA, Dm_00013232-RA	FUN_048511-T1, FUN_037954-T1, FUN_037955-T1, FUN_033787-T1
OG0002509	Dm_00002169-RA	FUN_032612-T1
OG0002510	Dm_00012477-RA	FUN_052524-T2, FUN_052524-T5, FUN_052524-T4, FUN_052524-T3, FUN_052524-T1
OG0002511	Dm_00018499-RA, Dm_00019621-RA	FUN_017803-T3, FUN_017803-T1, FUN_041783-T1
OG0002512	Dm_00003331-RA, Dm_00005632-RA	FUN_010777-T2, FUN_010777-T1, FUN_010777-T3
OG0002513	Dm_00009587-RA	FUN_033260-T2, FUN_033260-T1
OG0002513	Dm_00009588-RA	FUN_053205-T1
OG0002514	Dm_00015117-RA	FUN_011183-T4, FUN_011183-T3, FUN_011183-T2, FUN_011183-T1
OG0002515	Dm_00011966-RA, Dm_00011968-RA	FUN_008085-T1
OG0002516	Dm_00006285-RA	FUN_004634-T1
OG0002524	Dm_00019616-RA	FUN_042117-T1
OG0002525	Dm_00009774-RA	FUN_013608-T1
OG0002526	Dm_00011015-RA	FUN_019920-T1
OG0002526	Dm_00009603-RA	FUN_010762-T2, FUN_010762-T1
OG0002527	Dm_00014633-RA	FUN_003524-T1, FUN_000956-T1, FUN_000958-T1
OG0002528	Dm_00017830-RA	FUN_003334-T1
OG0002530	Dm_00007992-RA	FUN_030119-T2
OG0002531	Dm_00006432-RA, Dm_00015565-RA	FUN_044745-T1
OG0002532	Dm_00010440-RA, Dm_00000919-RA	FUN_027197-T1
OG0002532	Dm_00000224-RA	FUN_045224-T1
OG0002533	Dm_00020567-RA, Dm_00010837-RA	FUN_016316-T1
OG0002534	Dm_00016913-RA, Dm_00006381-RA	FUN_048982-T3, FUN_048982-T1, FUN_048982-T2
OG0002537	Dm_00020781-RA	FUN_049361-T1
OG0002537	Dm_00000034-RA, Dm_00001579-RA	FUN_003998-T1, FUN_020316-T1
OG0002538	Dm_00007903-RA	FUN_030934-T1
OG0002539	Dm_00009750-RA	FUN_027437-T1
OG0002540	Dm_00004908-RA	FUN_035981-T1, FUN_052322-T1
OG0002541	Dm_00004222-RA	FUN_000832-T1, FUN_027011-T1
OG0002542	Dm_00007495-RA	FUN_024704-T4, FUN_024704-T3, FUN_024704-T2, FUN_024704-T1
OG0002543	Dm_00007529-RA, Dm_00004439-RA	FUN_035175-T1
OG0002543	Dm_00000114-RA	FUN_002819-T1
OG0002545	Dm_00003146-RA	FUN_037045-T1
OG0002545	Dm_00009607-RA	FUN_049006-T1
OG0002546	Dm_00003695-RA	FUN_043703-T1, FUN_024858-T1, FUN_024858-T2
OG0002546	Dm_00005681-RA	FUN_035861-T1, FUN_021788-T1
OG0002547	Dm_00011080-RA	FUN_001617-T1, FUN_015587-T1, FUN_006650-T1
OG0002548	Dm_00016728-RA, Dm_00006765-RA	FUN_038293-T1
OG0002550	Dm_00002399-RA	FUN_052541-T1, FUN_052548-T1, FUN_036239-T1
OG0002551	Dm_00020891-RA	FUN_014385-T2, FUN_014387-T1, FUN_014385-T1
OG0002552	Dm_00014393-RA	FUN_052080-T1, FUN_005633-T2, FUN_005633-T1
OG0002553	Dm_00012372-RA	FUN_019020-T1, FUN_019020-T2
OG0002554	Dm_00007942-RA	FUN_039615-T1
OG0002556	Dm_00011567-RA, Dm_00002173-RA	FUN_032616-T1
OG0002559	Dm_00002362-RA	FUN_024477-T1, FUN_031650-T3, FUN_031650-T2, FUN_031650-T1
OG0002560	Dm_00002302-RA	FUN_036788-T1, FUN_024559-T1
OG0002561	Dm_00010339-RA	FUN_013130-T1
OG0002561	Dm_00006362-RA	FUN_020928-T1
OG0002562	Dm_00009535-RA	FUN_049764-T1
OG0002562	Dm_00009542-RA	FUN_005929-T1
OG0002564	Dm_00010118-RA, Dm_00008112-RA	FUN_037802-T1, FUN_037802-T2, FUN_048407-T1
OG0002565	Dm_00011677-RA	FUN_048647-T1
OG0002566	Dm_00016435-RA	FUN_019241-T1, FUN_019241-T2
OG0002567	Dm_00000979-RA	FUN_011423-T1, FUN_046935-T1
OG0002568	Dm_00002482-RA	FUN_025450-T1
OG0002569	Dm_00016870-RA, Dm_00009484-RA	FUN_026632-T1, FUN_027109-T1
OG0002569	Dm_00004226-RA	FUN_002389-T1, FUN_002389-T2
OG0002570	Dm_00008737-RA	FUN_030969-T1
OG0002571	Dm_00019183-RA	FUN_047198-T1, FUN_047198-T2, FUN_047199-T1, FUN_051738-T1
OG0002571	Dm_00001663-RA	FUN_024538-T1, FUN_024536-T1
OG0002572	Dm_00009101-RA	FUN_029120-T1
OG0002572	Dm_00002156-RA	FUN_004842-T2, FUN_004842-T1
OG0002574	Dm_00007625-RA	FUN_011412-T1
OG0002575	Dm_00008515-RA	FUN_036536-T1, FUN_008716-T1
OG0002577	Dm_00011052-RA	FUN_011871-T1
OG0002578	Dm_00008997-RA, Dm_00009954-RA	FUN_035763-T1, FUN_035763-T2, FUN_012222-T1
OG0002579	Dm_00010110-RA, Dm_00018858-RA	FUN_044079-T2, FUN_044079-T1
OG0002580	Dm_00006382-RA	FUN_053313-T2, FUN_053312-T1, FUN_053313-T1
OG0002581	Dm_00002687-RA, Dm_00013347-RA	FUN_042604-T1
OG0002582	Dm_00004809-RA, Dm_00010775-RA	FUN_027462-T1
OG0002583	Dm_00005861-RA	FUN_035435-T1
OG0002584	Dm_00011366-RA, Dm_00003683-RA	FUN_035585-T1, FUN_008671-T1
OG0002585	Dm_00018574-RA	FUN_004832-T1
OG0002585	Dm_00002320-RA, Dm_00004934-RA	FUN_052193-T1
OG0002586	Dm_00001133-RA	FUN_018472-T1, FUN_040286-T3, FUN_040286-T4, FUN_040286-T2, FUN_040286-T1
OG0002587	Dm_00011632-RA, Dm_00020961-RA, Dm_00017098-RA	FUN_008246-T1
OG0002588	Dm_00000661-RA	FUN_005127-T1
OG0002588	Dm_00000094-RA	FUN_026265-T1
OG0002589	Dm_00016124-RA, Dm_00016083-RA	FUN_040831-T1, FUN_007978-T2, FUN_007978-T1
OG0002590	Dm_00004104-RA	FUN_036980-T1, FUN_049654-T1
OG0002590	Dm_00004260-RA	FUN_018580-T1
OG0002591	Dm_00008669-RA	FUN_006400-T1
OG0002591	Dm_00003460-RA	FUN_001860-T1
OG0002592	Dm_00004364-RA	FUN_048032-T2, FUN_048032-T1
OG0002592	Dm_00007349-RA	FUN_006647-T1, FUN_006647-T2
OG0002593	Dm_00013162-RA	FUN_040769-T1
OG0002593	Dm_00016795-RA	FUN_013979-T1, FUN_022693-T1
OG0002594	Dm_00006086-RA	FUN_004820-T1
OG0002595	Dm_00010233-RA	FUN_020596-T1, FUN_020596-T2
OG0002598	Dm_00020313-RA	FUN_041784-T1
OG0002598	Dm_00017564-RA	FUN_003714-T1, FUN_003714-T2
OG0002600	Dm_00004937-RA	FUN_052198-T1, FUN_005492-T1
OG0002601	Dm_00002061-RA	FUN_005367-T1
OG0002602	Dm_00001035-RA	FUN_031735-T1, FUN_026354-T2, FUN_026354-T1
OG0002603	Dm_00011016-RA	FUN_036248-T1, FUN_052557-T1
OG0002604	Dm_00012933-RA	FUN_017785-T2, FUN_017785-T3, FUN_017785-T4, FUN_017785-T1
OG0002605	Dm_00012287-RA, Dm_00006152-RA	FUN_020151-T2, FUN_020151-T1
OG0002606	Dm_00004813-RA, Dm_00006920-RA, Dm_00010526-RA	FUN_006164-T1, FUN_016214-T1, FUN_022818-T1
OG0002606	Dm_00001059-RA	FUN_026281-T1
OG0002607	Dm_00002533-RA	FUN_038981-T1
OG0002608	Dm_00005205-RA	FUN_049934-T1, FUN_046002-T1
OG0002609	Dm_00002915-RA	FUN_000686-T4, FUN_000686-T3, FUN_000686-T2, FUN_000686-T1
OG0002610	Dm_00002894-RA	FUN_035566-T1, FUN_008654-T1
OG0002610	Dm_00004668-RA	FUN_045824-T1
OG0002611	Dm_00000025-RA	FUN_004030-T1
OG0002611	Dm_00017591-RA	FUN_027172-T1
OG0002612	Dm_00010581-RA	FUN_053206-T1
OG0002613	Dm_00016431-RA	FUN_001020-T3, FUN_001020-T2, FUN_001020-T1
OG0002614	Dm_00001463-RA	FUN_008719-T1
OG0002615	Dm_00018126-RA, Dm_00010599-RA	FUN_045815-T1
OG0002617	Dm_00015356-RA, Dm_00009798-RA, Dm_00009800-RA, Dm_00009799-RA, Dm_00009801-RA	FUN_020380-T1
OG0002618	Dm_00016388-RA, Dm_00013136-RA	FUN_032915-T1, FUN_004691-T1
OG0002620	Dm_00016791-RA, Dm_00014542-RA	FUN_005914-T1
OG0002622	Dm_00016314-RA, Dm_00015183-RA	FUN_007681-T1
OG0002623	Dm_00015378-RA, Dm_00011770-RA, Dm_00017470-RA, Dm_00008224-RA, Dm_00004235-RA, Dm_00004232-RA, Dm_00008225-RA, Dm_00008227-RA, Dm_00004234-RA, Dm_00020671-RA, Dm_00008226-RA, Dm_00004236-RA, Dm_00004230-RA, Dm_00004229-RA, Dm_00019623-RA, Dm_00004228-RA, Dm_00004231-RA, Dm_00004237-RA, Dm_00004233-RA, Dm_00015379-RA	FUN_012172-T1, FUN_012168-T1
OG0002624	Dm_00004701-RA	FUN_047328-T1
OG0002625	Dm_00000678-RA	FUN_003106-T1
OG0002626	Dm_00017801-RA	FUN_018989-T1
OG0002627	Dm_00013778-RA	FUN_034820-T3, FUN_034820-T2, FUN_034820-T1
OG0002628	Dm_00000847-RA	FUN_004463-T1, FUN_004463-T4, FUN_004463-T3, FUN_004463-T2, FUN_032693-T3, FUN_032693-T1, FUN_032693-T2, FUN_032693-T4
OG0002630	Dm_00017025-RA	FUN_022246-T1
OG0002631	Dm_00007808-RA	FUN_020917-T2, FUN_020917-T1
OG0002632	Dm_00018495-RA	FUN_053059-T1
OG0002634	Dm_00006493-RA	FUN_037344-T1, FUN_037344-T2, FUN_037344-T3, FUN_037344-T4
OG0002635	Dm_00005149-RA	FUN_044713-T1
OG0002636	Dm_00011271-RA	FUN_051808-T2, FUN_051808-T3, FUN_051808-T1
OG0002637	Dm_00018266-RA	FUN_015019-T1, FUN_040349-T2, FUN_040349-T1
OG0002638	Dm_00004293-RA, Dm_00004291-RA	FUN_008831-T1, FUN_008831-T2, FUN_013640-T1
OG0002639	Dm_00016986-RA	FUN_014461-T1
OG0002640	Dm_00002421-RA, Dm_00005321-RA	FUN_052798-T1, FUN_030466-T1
OG0002640	Dm_00008258-RA	FUN_047239-T1, FUN_051719-T1
OG0002641	Dm_00004687-RA, Dm_00004688-RA	FUN_047176-T1, FUN_051764-T1
OG0002642	Dm_00005988-RA	FUN_050291-T1
OG0002643	Dm_00006744-RA, Dm_00006743-RA, Dm_00007249-RA	FUN_033590-T1
OG0002644	Dm_00020117-RA	FUN_042839-T1
OG0002645	Dm_00000299-RA	FUN_046909-T2, FUN_046909-T1, FUN_011451-T1
OG0002645	Dm_00004227-RA, Dm_00018965-RA	FUN_031896-T1, FUN_025309-T1, FUN_025309-T2
OG0002647	Dm_00018844-RA	FUN_020421-T1
OG0002648	Dm_00010812-RA, Dm_00008245-RA	FUN_017770-T2, FUN_017770-T1, FUN_041737-T1
OG0002649	Dm_00018762-RA	FUN_008019-T1
OG0002650	Dm_00013345-RA	FUN_038267-T1, FUN_047831-T1
OG0002650	Dm_00015224-RA	FUN_041598-T1, FUN_017599-T1
OG0002651	Dm_00000379-RA	FUN_033263-T3, FUN_033263-T1, FUN_033263-T2
OG0002652	Dm_00005337-RA, Dm_00000879-RA	FUN_019269-T2, FUN_019269-T3, FUN_019270-T2, FUN_019270-T4, FUN_019270-T1, FUN_019270-T3, FUN_019269-T1, FUN_040032-T3, FUN_040032-T2, FUN_040032-T1
OG0002653	Dm_00003886-RA	FUN_023811-T1
OG0002653	Dm_00012991-RA	FUN_027276-T1
OG0002654	Dm_00012169-RA	FUN_047548-T1
OG0002655	Dm_00008389-RA	FUN_010958-T1, FUN_047497-T1
OG0002656	Dm_00018940-RA, Dm_00005927-RA	FUN_029036-T1, FUN_029032-T2, FUN_029032-T1
OG0002657	Dm_00007946-RA	FUN_029021-T2, FUN_029021-T1, FUN_029021-T3, FUN_029021-T4, FUN_029021-T5, FUN_029021-T6
OG0002658	Dm_00005374-RA	FUN_023368-T1, FUN_023369-T1
OG0002659	Dm_00019580-RA, Dm_00005836-RA	FUN_027672-T1, FUN_034130-T1
OG0002661	Dm_00014398-RA, Dm_00014004-RA, Dm_00014396-RA	FUN_004687-T1, FUN_032911-T1
OG0002673	Dm_00002021-RA	FUN_002726-T1
OG0002674	Dm_00003137-RA	FUN_000483-T1, FUN_051406-T1
OG0002676	Dm_00010615-RA	FUN_052341-T1, FUN_036006-T1
OG0002677	Dm_00007817-RA	FUN_052671-T1, FUN_036349-T1, FUN_036349-T2
OG0002678	Dm_00006859-RA	FUN_008186-T1
OG0002679	Dm_00015254-RA, Dm_00018504-RA	FUN_053015-T2
OG0002680	Dm_00001948-RA	FUN_006310-T1, FUN_000124-T1
OG0002681	Dm_00002620-RA	FUN_032883-T4, FUN_032883-T5, FUN_032883-T3, FUN_032883-T6, FUN_032883-T2, FUN_032883-T1
OG0002682	Dm_00001190-RA, Dm_00010503-RA	FUN_004558-T1
OG0002684	Dm_00008586-RA	FUN_012856-T1
OG0002685	Dm_00015289-RA	FUN_025596-T1, FUN_016191-T1
OG0002686	Dm_00010320-RA	FUN_040766-T1, FUN_018755-T1
OG0002688	Dm_00015290-RA, Dm_00020095-RA	FUN_010690-T1, FUN_047301-T1
OG0002689	Dm_00019782-RA	FUN_042023-T1, FUN_029363-T1, FUN_019045-T1
OG0002690	Dm_00012573-RA, Dm_00012574-RA	FUN_036723-T1
OG0002692	Dm_00001834-RA, Dm_00001835-RA	FUN_002523-T2, FUN_002523-T1
OG0002693	Dm_00017403-RA, Dm_00005152-RA	FUN_002447-T4, FUN_002447-T6, FUN_002447-T2, FUN_002447-T5, FUN_002447-T7
OG0002693	Dm_00000566-RA	FUN_002447-T1, FUN_002447-T3
OG0002694	Dm_00012098-RA, Dm_00006048-RA	FUN_000278-T2, FUN_000278-T1, FUN_015827-T1
OG0002695	Dm_00012358-RA	FUN_032105-T1
OG0002696	Dm_00018634-RA	FUN_030126-T3, FUN_030126-T4, FUN_030126-T1, FUN_030126-T2
OG0002697	Dm_00016539-RA	FUN_020825-T1
OG0002698	Dm_00000582-RA	FUN_051443-T1, FUN_040858-T1
OG0002699	Dm_00017898-RA, Dm_00014581-RA	FUN_002104-T1
OG0002700	Dm_00003010-RA	FUN_049820-T1
OG0002701	Dm_00005151-RA	FUN_048605-T1
OG0002702	Dm_00006526-RA	FUN_012625-T1, FUN_012625-T2
OG0002703	Dm_00008436-RA	FUN_052339-T1, FUN_035999-T1
OG0002705	Dm_00012897-RA, Dm_00001402-RA	FUN_038989-T2, FUN_038989-T1
OG0002706	Dm_00013465-RA, Dm_00008013-RA	FUN_008197-T1
OG0002706	Dm_00010877-RA	FUN_040788-T1
OG0002707	Dm_00021052-RA	FUN_024759-T1, FUN_042968-T1
OG0002708	Dm_00017998-RA, Dm_00005690-RA	FUN_049025-T1
OG0002708	Dm_00020606-RA	FUN_003140-T1
OG0002709	Dm_00007392-RA	FUN_042286-T1
OG0002710	Dm_00009891-RA	FUN_009710-T1
OG0002710	Dm_00002683-RA	FUN_046349-T1
OG0002711	Dm_00010905-RA, Dm_00007816-RA	FUN_052672-T1, FUN_052672-T2, FUN_036350-T1
OG0002712	Dm_00011448-RA	FUN_002755-T2, FUN_002755-T3, FUN_002755-T1, FUN_000161-T1
OG0002713	Dm_00009370-RA	FUN_042924-T1, FUN_042924-T2
OG0002715	Dm_00000779-RA	FUN_051018-T1, FUN_051018-T2
OG0002716	Dm_00012817-RA	FUN_037959-T1, FUN_048512-T1
OG0002716	Dm_00010938-RA	FUN_007912-T1
OG0002717	Dm_00003473-RA, Dm_00003438-RA	FUN_050733-T2, FUN_050733-T1, FUN_051644-T1
OG0002718	Dm_00007832-RA	FUN_038224-T1, FUN_038224-T2
OG0002720	Dm_00020387-RA	FUN_022238-T1
OG0002721	Dm_00009580-RA, Dm_00006996-RA, Dm_00012550-RA, Dm_00014991-RA, Dm_00011775-RA, Dm_00011130-RA, Dm_00015429-RA, Dm_00012423-RA, Dm_00017468-RA, Dm_00015493-RA, Dm_00018019-RA, Dm_00019053-RA, Dm_00007143-RA, Dm_00012278-RA, Dm_00018553-RA, Dm_00010900-RA, Dm_00004373-RA, Dm_00008421-RA, Dm_00013102-RA, Dm_00012967-RA, Dm_00019189-RA, Dm_00011774-RA, Dm_00015428-RA, Dm_00019828-RA, Dm_00011843-RA, Dm_00012549-RA, Dm_00014990-RA, Dm_00019030-RA	FUN_053027-T1, FUN_053027-T2
OG0002723	Dm_00007917-RA	FUN_031056-T1
OG0002723	Dm_00018407-RA	FUN_038532-T1
OG0002725	Dm_00002433-RA	FUN_001537-T1, FUN_001537-T2, FUN_001538-T8, FUN_001538-T4, FUN_001538-T6, FUN_001538-T3, FUN_001538-T2, FUN_001538-T7, FUN_001538-T5, FUN_001538-T1, FUN_001535-T1
OG0002726	Dm_00003678-RA	FUN_053044-T1
OG0002727	Dm_00003416-RA	FUN_003643-T1, FUN_003643-T2, FUN_043484-T1
OG0002728	Dm_00018882-RA	FUN_007607-T2, FUN_007607-T1
OG0002729	Dm_00009638-RA	FUN_052130-T1, FUN_024295-T1
OG0002730	Dm_00001910-RA	FUN_035872-T1, FUN_035869-T1, FUN_035869-T2, FUN_035870-T1, FUN_021739-T1, FUN_035864-T1, FUN_035865-T1, FUN_035868-T1, FUN_035867-T1
OG0002731	Dm_00002751-RA, Dm_00001077-RA, Dm_00002753-RA	FUN_007841-T1, FUN_007843-T1, FUN_007842-T1
OG0002732	Dm_00002764-RA	FUN_029496-T1
OG0002733	Dm_00002429-RA, Dm_00004655-RA	FUN_020138-T1, FUN_020138-T3, FUN_020138-T2
OG0002734	Dm_00017752-RA, Dm_00013236-RA	FUN_050554-T2, FUN_050554-T1, FUN_002236-T1
OG0002735	Dm_00018231-RA	FUN_049936-T1, FUN_015246-T1
OG0002737	Dm_00013786-RA	FUN_035031-T1, FUN_012256-T1
OG0002737	Dm_00006877-RA	FUN_012256-T2
OG0002739	Dm_00018410-RA	FUN_004796-T2, FUN_004796-T1, FUN_004796-T3, FUN_032965-T1
OG0002741	Dm_00001446-RA	FUN_008765-T2, FUN_008765-T3, FUN_008765-T1, FUN_036602-T1
OG0002742	Dm_00019591-RA	FUN_001659-T1, FUN_031544-T1
OG0002743	Dm_00004587-RA, Dm_00011063-RA	FUN_024028-T1, FUN_024028-T2, FUN_050127-T2, FUN_050127-T1, FUN_005323-T1
OG0002744	Dm_00014332-RA, Dm_00009409-RA	FUN_030755-T1, FUN_006604-T1
OG0002744	Dm_00008747-RA	FUN_049715-T1
OG0002745	Dm_00003789-RA, Dm_00005001-RA	FUN_026070-T1
OG0002747	Dm_00015872-RA	FUN_037117-T1, FUN_049182-T1
OG0002748	Dm_00004824-RA, Dm_00002502-RA	FUN_053134-T1
OG0002748	Dm_00000075-RA, Dm_00002925-RA	FUN_007900-T1
OG0002749	Dm_00007184-RA, Dm_00016591-RA, Dm_00013250-RA	FUN_033121-T1, FUN_005192-T1
OG0002750	Dm_00009513-RA, Dm_00003723-RA	FUN_006272-T1
OG0002750	Dm_00008612-RA	FUN_015561-T1
