Orthogroup	D_muscipula.proteins	A_hypochondriacus.proteins
OG0002906	Dm_00007163-RA	AH001131-RA
OG0002906	Dm_00016429-RA	AH022287-RA
OG0002907	Dm_00006849-RA	AH008907-RA
OG0002908	Dm_00000168-RA, Dm_00007546-RA	AH016897-RA
OG0002909	Dm_00010185-RA	AH003098-RA
OG0002910	Dm_00003446-RA	AH005773-RA
OG0002911	Dm_00004154-RA	AH003561-RA, AH006012-RA
OG0002912	Dm_00020468-RA	AH008865-RA
OG0002913	Dm_00001866-RA	AH003263-RA
OG0002914	Dm_00005805-RA	AH006464-RA
OG0002914	Dm_00010918-RA	AH023666-RA
OG0002915	Dm_00014632-RA, Dm_00011764-RA	AH003584-RA
OG0002916	Dm_00009733-RA, Dm_00005615-RA	AH002260-RA
OG0002917	Dm_00007293-RA	AH005728-RA, AH003851-RA
OG0002917	Dm_00004022-RA	AH008361-RA
OG0002918	Dm_00015537-RA	AH018420-RA
OG0002919	Dm_00018615-RA, Dm_00008236-RA	AH006214-RA, AH003509-RA
OG0002920	Dm_00015277-RA, Dm_00008626-RA	AH023424-RA
OG0002922	Dm_00011526-RA	AH017149-RA
OG0002923	Dm_00012844-RA	AH009440-RA
OG0002925	Dm_00002657-RA, Dm_00003926-RA	AH006124-RA
OG0002926	Dm_00010105-RA, Dm_00012263-RA	AH006473-RA
OG0002927	Dm_00005934-RA	AH014050-RA
OG0002928	Dm_00009714-RA	AH007701-RA
OG0002928	Dm_00005264-RA	AH013185-RA
OG0002929	Dm_00002228-RA	AH003440-RA
OG0002929	Dm_00001101-RA	AH006297-RA
OG0002930	Dm_00002153-RA	AH016230-RA
OG0002931	Dm_00014707-RA	AH002096-RA
OG0002932	Dm_00006514-RA, Dm_00008267-RA	AH000342-RA
OG0002933	Dm_00002135-RA, Dm_00019237-RA	AH009906-RA
OG0002934	Dm_00001679-RA	AH019423-RA
OG0002935	Dm_00000819-RA	AH009952-RA
OG0002936	Dm_00008803-RA	AH004498-RA, AH004911-RA
OG0002937	Dm_00012448-RA	AH021483-RA, AH000004-RA
OG0002938	Dm_00019826-RA	AH014858-RA, AH021429-RA, AH014859-RA
OG0002939	Dm_00006896-RA	AH001384-RA
OG0002940	Dm_00007636-RA	AH001525-RA, AH000354-RA
OG0002941	Dm_00010675-RA, Dm_00019331-RA	AH022330-RA, AH013403-RA
OG0002942	Dm_00009746-RA, Dm_00020222-RA	AH016253-RA, AH023257-RA
OG0002943	Dm_00015782-RA	AH018049-RA
OG0002943	Dm_00006494-RA	AH009605-RA
OG0002944	Dm_00018610-RA	AH005798-RA, AH003935-RA
OG0002945	Dm_00012822-RA	AH021268-RA, AH021269-RA
OG0002946	Dm_00008058-RA	AH009614-RA
OG0002949	Dm_00002862-RA	AH004667-RA
OG0002950	Dm_00007972-RA	AH010877-RA
OG0002950	Dm_00018765-RA, Dm_00000086-RA	AH020743-RA
OG0002951	Dm_00008171-RA	AH016250-RA
OG0002954	Dm_00003561-RA	AH009556-RA
OG0002955	Dm_00010049-RA	AH018086-RA, AH011319-RA
OG0002956	Dm_00009868-RA, Dm_00009866-RA, Dm_00005448-RA, Dm_00009867-RA	AH009277-RA
OG0002957	Dm_00006076-RA, Dm_00012222-RA	AH009616-RA
OG0002958	Dm_00005422-RA	AH023259-RA
OG0002959	Dm_00016167-RA	AH009177-RA
OG0002959	Dm_00003062-RA, Dm_00007173-RA, Dm_00010663-RA	AH012311-RA
OG0002960	Dm_00019501-RA	AH011250-RA
OG0002961	Dm_00007460-RA	AH020247-RA, AH006936-RA
OG0002963	Dm_00020188-RA	AH021213-RA
OG0002963	Dm_00016951-RA	AH021895-RA, AH001667-RA
OG0002964	Dm_00007731-RA, Dm_00017750-RA	AH015369-RA, AH019240-RA
OG0002965	Dm_00016076-RA	AH023441-RA, AH022387-RA, AH015983-RA
OG0002966	Dm_00012333-RA	AH003099-RA, AH023027-RA, AH023248-RA
OG0002967	Dm_00006711-RA	AH022971-RA, AH016423-RA
OG0002968	Dm_00008146-RA	AH003967-RA
OG0002968	Dm_00003120-RA	AH000416-RA
OG0002969	Dm_00011940-RA	AH023253-RA, AH020667-RA
OG0002971	Dm_00015329-RA	AH022708-RA, AH013769-RA
OG0002972	Dm_00013701-RA	AH009378-RA
OG0002973	Dm_00008055-RA	AH000484-RA
OG0002974	Dm_00010252-RA	AH018532-RA, AH003230-RA
OG0002974	Dm_00013346-RA	AH018534-RA, AH003229-RA
OG0002976	Dm_00007647-RA	AH013794-RA
OG0002977	Dm_00009396-RA, Dm_00009397-RA	AH020178-RA, AH019428-RA
OG0002978	Dm_00000689-RA	AH014840-RA
OG0002979	Dm_00017999-RA, Dm_00005692-RA, Dm_00005693-RA	AH013814-RA
OG0002980	Dm_00000685-RA	AH022550-RA
OG0002980	Dm_00020964-RA	AH010122-RA
OG0002981	Dm_00008773-RA	AH014776-RA
OG0002983	Dm_00010543-RA	AH007956-RA, AH010291-RA
OG0002984	Dm_00013382-RA	AH014282-RA, AH015353-RA
OG0002985	Dm_00018969-RA	AH016375-RA, AH023085-RA
OG0002986	Dm_00008266-RA	AH001259-RA
OG0002988	Dm_00005958-RA	AH018880-RA
OG0002988	Dm_00002934-RA	AH022612-RA, AH022613-RA
OG0002989	Dm_00011203-RA, Dm_00008766-RA	AH012662-RA, AH021847-RA
OG0002990	Dm_00007102-RA, Dm_00004331-RA	AH022639-RA
OG0002991	Dm_00017948-RA	AH006430-RA, AH006431-RA
OG0002994	Dm_00016559-RA, Dm_00017520-RA, Dm_00016051-RA	AH014596-RA
OG0002995	Dm_00000842-RA	AH015025-RA
OG0002995	Dm_00008229-RA	AH009929-RA, AH008169-RA
OG0002996	Dm_00014076-RA, Dm_00015732-RA	AH008992-RA
OG0002997	Dm_00016705-RA, Dm_00002939-RA	AH022617-RA
OG0002998	Dm_00002938-RA, Dm_00011683-RA	AH022618-RA
OG0002999	Dm_00011898-RA, Dm_00018588-RA	AH016891-RA, AH016890-RA, AH003108-RA
OG0003000	Dm_00019817-RA	AH020235-RA, AH006955-RA
OG0003001	Dm_00001860-RA	AH000631-RA, AH001901-RA, AH014587-RA
OG0003002	Dm_00003395-RA	AH000679-RA
OG0003002	Dm_00002655-RA	AH006113-RA, AH006112-RA
OG0003004	Dm_00000937-RA	AH013029-RA
OG0003006	Dm_00019070-RA	AH010354-RA
OG0003008	Dm_00015491-RA	AH008444-RA
OG0003008	Dm_00010948-RA, Dm_00011173-RA	AH013049-RA
OG0003009	Dm_00007062-RA	AH001750-RA
OG0003010	Dm_00015570-RA	AH017457-RA, AH023738-RA
OG0003012	Dm_00011670-RA, Dm_00004858-RA	AH008612-RA
OG0003013	Dm_00018236-RA	AH004823-RA
OG0003014	Dm_00001196-RA	AH020548-RA
OG0003015	Dm_00008447-RA	AH022078-RA
OG0003016	Dm_00002786-RA	AH010802-RA
OG0003016	Dm_00017903-RA	AH007752-RA
OG0003017	Dm_00001403-RA	AH012569-RA
OG0003017	Dm_00009171-RA	AH013906-RA
OG0003018	Dm_00006626-RA	AH004460-RA, AH004817-RA
OG0003019	Dm_00011716-RA	AH018089-RA
OG0003021	Dm_00011262-RA	AH015828-RA
OG0003022	Dm_00007494-RA	AH009055-RA, AH001520-RA
OG0003023	Dm_00007230-RA	AH022226-RA
OG0003024	Dm_00004851-RA	AH002240-RA, AH007763-RA, AH010824-RA
OG0003025	Dm_00009392-RA, Dm_00005745-RA	AH002874-RA
OG0003026	Dm_00008587-RA, Dm_00019785-RA	AH018507-RA
OG0003027	Dm_00004787-RA	AH022879-RA
OG0003028	Dm_00008394-RA, Dm_00007135-RA	AH002764-RA
OG0003030	Dm_00015208-RA	AH018461-RA
OG0003031	Dm_00006826-RA	AH004636-RA, AH004712-RA
OG0003032	Dm_00000488-RA, Dm_00017219-RA	AH000192-RA, AH001236-RA
OG0003032	Dm_00009768-RA	AH009438-RA
OG0003033	Dm_00008432-RA	AH009345-RA
OG0003034	Dm_00006139-RA	AH017486-RA
OG0003035	Dm_00010038-RA	AH004788-RA
OG0003036	Dm_00011340-RA	AH004627-RA
OG0003037	Dm_00009452-RA	AH007903-RA
OG0003038	Dm_00000364-RA	AH015846-RA
OG0003039	Dm_00011531-RA	AH019204-RA, AH015352-RA, AH019205-RA
OG0003040	Dm_00019366-RA, Dm_00006355-RA, Dm_00014726-RA, Dm_00006356-RA	AH013918-RA, AH023586-RA, AH009061-RA, AH009060-RA
OG0003041	Dm_00001859-RA	AH017182-RA
OG0003041	Dm_00020510-RA	AH004509-RA, AH004923-RA
OG0003042	Dm_00002462-RA	AH011078-RA
OG0003043	Dm_00013313-RA	AH007692-RA, AH010934-RA
OG0003044	Dm_00010187-RA, Dm_00004568-RA	AH009491-RA
OG0003046	Dm_00012888-RA	AH014223-RA
OG0003047	Dm_00020692-RA, Dm_00020694-RA, Dm_00020246-RA	AH011685-RA, AH011686-RA
OG0003067	Dm_00018605-RA	AH014457-RA
OG0003068	Dm_00008280-RA	AH013280-RA, AH007742-RA
OG0003069	Dm_00013866-RA	AH021231-RA
OG0003070	Dm_00005917-RA, Dm_00009524-RA	AH016622-RA, AH022734-RA
OG0003072	Dm_00004725-RA	AH022056-RA
OG0003073	Dm_00018884-RA	AH016655-RA
OG0003073	Dm_00014724-RA	AH011004-RA
OG0003074	Dm_00019924-RA	AH016040-RA
OG0003076	Dm_00014353-RA	AH003840-RA, AH005741-RA
OG0003077	Dm_00019503-RA	AH008264-RA
OG0003078	Dm_00010846-RA	AH008432-RA
OG0003079	Dm_00013879-RA, Dm_00001927-RA, Dm_00007754-RA	AH012911-RA, AH021912-RA
OG0003080	Dm_00003764-RA	AH007915-RA
OG0003081	Dm_00000068-RA	AH000095-RA
OG0003083	Dm_00020346-RA	AH013624-RA
OG0003084	Dm_00007730-RA	AH019260-RA, AH019244-RA
OG0003085	Dm_00004380-RA	AH000779-RA
OG0003086	Dm_00006209-RA	AH008813-RA
OG0003087	Dm_00007391-RA	AH001491-RA
OG0003088	Dm_00015677-RA	AH006538-RA, AH020541-RA
OG0003089	Dm_00019113-RA	AH004832-RA, AH004449-RA
OG0003090	Dm_00008395-RA	AH011837-RA
OG0003091	Dm_00009363-RA	AH016953-RA
OG0003092	Dm_00013862-RA	AH013904-RA
OG0003093	Dm_00009081-RA	AH019864-RA, AH007131-RA
OG0003093	Dm_00010447-RA	AH017699-RA
OG0003095	Dm_00005161-RA	AH011713-RA
OG0003096	Dm_00010595-RA	AH019826-RA
OG0003097	Dm_00005436-RA	AH011019-RA
OG0003098	Dm_00008166-RA	AH017740-RA
OG0003099	Dm_00014248-RA	AH020183-RA, AH006975-RA
OG0003100	Dm_00004483-RA	AH006653-RA, AH020484-RA
OG0003101	Dm_00001978-RA	AH011205-RA
OG0003102	Dm_00014261-RA	AH017869-RA
OG0003103	Dm_00001840-RA, Dm_00001839-RA	AH010841-RA
OG0003105	Dm_00017857-RA, Dm_00002450-RA	AH002679-RA, AH017701-RA
OG0003107	Dm_00018777-RA	AH007590-RA, AH017750-RA
OG0003108	Dm_00019112-RA, Dm_00013834-RA	AH004829-RA
OG0003108	Dm_00002872-RA	AH017935-RA, AH017936-RA
OG0003109	Dm_00003496-RA	AH023064-RA, AH001560-RA
OG0003110	Dm_00007095-RA	AH001814-RA
OG0003111	Dm_00005426-RA	AH008853-RA
OG0003112	Dm_00012539-RA, Dm_00015711-RA, Dm_00003373-RA	AH000776-RA, AH002323-RA
OG0003113	Dm_00005919-RA	AH016620-RA, AH022739-RA
OG0003113	Dm_00008917-RA	AH008816-RA
OG0003114	Dm_00006213-RA	AH006176-RA
OG0003115	Dm_00007438-RA	AH002395-RA
OG0003116	Dm_00009988-RA	AH007835-RA
OG0003119	Dm_00016671-RA	AH008668-RA
OG0003120	Dm_00009105-RA	AH014652-RA, AH019141-RA
OG0003121	Dm_00005237-RA, Dm_00014637-RA, Dm_00004925-RA	AH009001-RA
OG0003122	Dm_00006269-RA	AH009394-RA
OG0003123	Dm_00006732-RA	AH000968-RA, AH001655-RA
OG0003124	Dm_00002644-RA	AH006100-RA
OG0003126	Dm_00007933-RA	AH017612-RA, AH017673-RA, AH002728-RA
OG0003127	Dm_00006956-RA	AH008945-RA
OG0003127	Dm_00019632-RA, Dm_00005017-RA	AH003763-RA
OG0003128	Dm_00002746-RA, Dm_00007165-RA	AH001781-RA
OG0003129	Dm_00003802-RA, Dm_00001917-RA, Dm_00017908-RA, Dm_00002366-RA	AH003276-RA
OG0003130	Dm_00003061-RA, Dm_00000163-RA	AH023760-RA, AH016908-RA
OG0003131	Dm_00007532-RA	AH006970-RA, AH020217-RA
OG0003132	Dm_00012986-RA	AH000739-RA
OG0003132	Dm_00004703-RA	AH004288-RA, AH004941-RA
OG0003133	Dm_00005386-RA	AH001616-RA
OG0003134	Dm_00002408-RA	AH011692-RA, AH020049-RA
OG0003135	Dm_00003471-RA	AH001726-RA
OG0003136	Dm_00006755-RA	AH008799-RA
OG0003137	Dm_00001068-RA	AH006062-RA
OG0003138	Dm_00006341-RA	AH003752-RA
OG0003139	Dm_00011398-RA	AH000662-RA, AH016693-RA
OG0003140	Dm_00005842-RA	AH006478-RA
OG0003141	Dm_00016876-RA	AH016778-RA
OG0003141	Dm_00017140-RA	AH006467-RA
OG0003142	Dm_00004963-RA	AH000923-RA
OG0003143	Dm_00002383-RA	AH008416-RA
OG0003144	Dm_00017979-RA	AH003524-RA
OG0003145	Dm_00011123-RA	AH000745-RA, AH002347-RA
OG0003147	Dm_00007589-RA, Dm_00016969-RA	AH006326-RA, AH003479-RA
OG0003148	Dm_00002285-RA, Dm_00000714-RA	AH022079-RA
OG0003149	Dm_00012463-RA	AH000237-RA
OG0003149	Dm_00015500-RA	AH021498-RA
OG0003150	Dm_00012846-RA	AH017618-RA
OG0003151	Dm_00006705-RA	AH006740-RA, AH017788-RA
OG0003153	Dm_00001457-RA	AH015085-RA
OG0003154	Dm_00003155-RA	AH001338-RA
OG0003155	Dm_00013924-RA	AH021363-RA
OG0003156	Dm_00016059-RA	AH014784-RA, AH021364-RA
OG0003157	Dm_00003167-RA, Dm_00006070-RA	AH005549-RA, AH004042-RA, AH005548-RA
OG0003158	Dm_00003977-RA	AH010857-RA
OG0003159	Dm_00000727-RA	AH014428-RA, AH020949-RA
OG0003160	Dm_00011103-RA	AH017526-RA
OG0003161	Dm_00004166-RA, Dm_00004162-RA, Dm_00004163-RA	AH023202-RA
OG0003163	Dm_00007527-RA, Dm_00019339-RA	AH001524-RA
OG0003164	Dm_00016216-RA, Dm_00016107-RA, Dm_00011520-RA	AH016170-RA, AH000497-RA
OG0003165	Dm_00002163-RA	AH023269-RA, AH016241-RA, AH016240-RA
OG0003168	Dm_00017873-RA	AH019425-RA
OG0003170	Dm_00000414-RA	AH019758-RA
OG0003171	Dm_00005116-RA, Dm_00016838-RA	AH014311-RA, AH021073-RA, AH014310-RA
OG0003172	Dm_00002323-RA	AH000638-RA
OG0003173	Dm_00002080-RA, Dm_00008756-RA	AH014340-RA
OG0003174	Dm_00003800-RA	AH006266-RA
OG0003175	Dm_00001617-RA	AH007417-RA
OG0003176	Dm_00011031-RA	AH019472-RA
OG0003177	Dm_00014860-RA	AH016186-RA
OG0003180	Dm_00008946-RA, Dm_00004171-RA	AH023207-RA, AH023206-RA, AH016286-RA, AH001970-RA
OG0003181	Dm_00018171-RA	AH017656-RA, AH002715-RA
OG0003181	Dm_00004365-RA	AH009674-RA
OG0003182	Dm_00001029-RA	AH015572-RA
OG0003183	Dm_00008067-RA	AH011522-RA, AH018417-RA
OG0003184	Dm_00014251-RA, Dm_00006342-RA	AH005838-RA
OG0003185	Dm_00006075-RA, Dm_00008059-RA	AH009612-RA
OG0003186	Dm_00002328-RA	AH001921-RA
OG0003186	Dm_00000254-RA	AH013955-RA
OG0003187	Dm_00003727-RA	AH002071-RA
OG0003188	Dm_00003819-RA	AH009108-RA
OG0003190	Dm_00003590-RA	AH009746-RA, AH008271-RA
OG0003191	Dm_00005166-RA, Dm_00017371-RA	AH021486-RA
OG0003192	Dm_00004340-RA	AH013865-RA
OG0003193	Dm_00018944-RA	AH018747-RA
OG0003194	Dm_00007544-RA	AH008066-RA
OG0003195	Dm_00018221-RA	AH013180-RA, AH022472-RA, AH022471-RA, AH022470-RA
OG0003196	Dm_00009172-RA	AH021420-RA, AH014843-RA
OG0003197	Dm_00000831-RA, Dm_00000829-RA, Dm_00000830-RA	AH009940-RA
OG0003198	Dm_00011187-RA, Dm_00007468-RA	AH005141-RA
OG0003199	Dm_00005724-RA, Dm_00003424-RA	AH020516-RA, AH006578-RA
OG0003200	Dm_00005770-RA, Dm_00014265-RA	AH013162-RA
OG0003201	Dm_00019507-RA	AH008061-RA, AH010060-RA
OG0003202	Dm_00008903-RA	AH015705-RA
OG0003203	Dm_00015980-RA	AH003355-RA
OG0003203	Dm_00012880-RA, Dm_00015131-RA	AH001247-RA, AH000177-RA
OG0003205	Dm_00005748-RA, Dm_00006802-RA	AH008106-RA, AH009965-RA
OG0003207	Dm_00001771-RA	AH001274-RA
OG0003208	Dm_00014488-RA	AH019114-RA
OG0003209	Dm_00016190-RA	AH001275-RA
OG0003210	Dm_00005153-RA	AH012073-RA, AH019626-RA
OG0003212	Dm_00001781-RA, Dm_00014795-RA	AH012656-RA, AH021842-RA
OG0003213	Dm_00011891-RA	AH018966-RA
OG0003214	Dm_00012996-RA	AH015670-RA
OG0003215	Dm_00013779-RA, Dm_00013780-RA, Dm_00018277-RA	AH021324-RA, AH014748-RA
OG0003216	Dm_00006570-RA, Dm_00019091-RA	AH014807-RA
OG0003218	Dm_00000041-RA	AH021741-RA
OG0003219	Dm_00012903-RA, Dm_00010138-RA, Dm_00012011-RA	AH003062-RA
OG0003221	Dm_00009213-RA	AH018823-RA
OG0003222	Dm_00019261-RA, Dm_00010173-RA	AH013043-RA
OG0003223	Dm_00011916-RA	AH004491-RA, AH004902-RA
OG0003224	Dm_00012252-RA, Dm_00006331-RA	AH020066-RA, AH011663-RA
OG0003226	Dm_00015383-RA	AH005636-RA
OG0003227	Dm_00010570-RA	AH013025-RA
OG0003228	Dm_00011049-RA	AH005933-RA
OG0003228	Dm_00011050-RA	AH005955-RA
OG0003229	Dm_00007951-RA	AH001216-RA, AH000125-RA
OG0003229	Dm_00002664-RA, Dm_00001524-RA	AH012165-RA
OG0003230	Dm_00003239-RA	AH009539-RA
OG0003231	Dm_00012061-RA	AH008662-RA
OG0003233	Dm_00009132-RA, Dm_00017338-RA	AH011269-RA
OG0003234	Dm_00004097-RA, Dm_00005527-RA	AH003280-RA, AH003283-RA
OG0003235	Dm_00009771-RA	AH006220-RA, AH006033-RA
OG0003236	Dm_00000619-RA	AH007612-RA, AH010526-RA
OG0003238	Dm_00006945-RA	AH008910-RA
OG0003239	Dm_00018934-RA	AH003680-RA
OG0003240	Dm_00000305-RA	AH003023-RA, AH017167-RA, AH007935-RA
OG0003241	Dm_00002708-RA	AH009449-RA
OG0003242	Dm_00019790-RA	AH022044-RA, AH013545-RA
OG0003243	Dm_00008600-RA	AH021259-RA
OG0003244	Dm_00000322-RA	AH022360-RA
OG0003245	Dm_00003052-RA	AH008683-RA
OG0003246	Dm_00014595-RA	AH002197-RA
OG0003248	Dm_00014025-RA, Dm_00009151-RA	AH005303-RA
OG0003249	Dm_00007830-RA	AH006405-RA
OG0003250	Dm_00003252-RA, Dm_00000952-RA	AH002956-RA, AH017386-RA, AH004665-RA
OG0003251	Dm_00002928-RA, Dm_00013572-RA	AH006724-RA, AH017901-RA
OG0003252	Dm_00006674-RA	AH004426-RA
OG0003253	Dm_00005279-RA	AH016771-RA
OG0003254	Dm_00001747-RA	AH001836-RA
OG0003255	Dm_00016606-RA, Dm_00021056-RA	AH011499-RA, AH018389-RA
OG0003256	Dm_00010130-RA, Dm_00013470-RA	AH005076-RA
OG0003257	Dm_00007615-RA, Dm_00018895-RA	AH004419-RA
OG0003258	Dm_00004695-RA	AH004296-RA
OG0003259	Dm_00017402-RA	AH006253-RA
OG0003260	Dm_00020357-RA, Dm_00013169-RA	AH016528-RA, AH022875-RA
OG0003261	Dm_00002855-RA	AH004660-RA
OG0003262	Dm_00008152-RA	AH004503-RA
OG0003263	Dm_00007799-RA, Dm_00004419-RA	AH004174-RA
OG0003264	Dm_00000279-RA	AH017350-RA
OG0003265	Dm_00001717-RA	AH004121-RA
OG0003266	Dm_00013965-RA	AH019263-RA, AH015402-RA
OG0003273	Dm_00015979-RA, Dm_00021035-RA, Dm_00012427-RA	AH004483-RA, AH013672-RA
OG0003286	Dm_00014174-RA	AH013639-RA
OG0003288	Dm_00007338-RA, Dm_00007804-RA	AH000174-RA
OG0003289	Dm_00002342-RA	AH021942-RA
OG0003291	Dm_00012073-RA	AH017662-RA, AH002722-RA
OG0003292	Dm_00003582-RA	AH009763-RA
OG0003293	Dm_00001630-RA	AH010424-RA
OG0003294	Dm_00002590-RA	AH002580-RA
OG0003295	Dm_00010625-RA, Dm_00012814-RA	AH007587-RA, AH017730-RA
OG0003296	Dm_00003083-RA, Dm_00005505-RA	AH012382-RA
OG0003298	Dm_00003646-RA, Dm_00008761-RA	AH001488-RA
OG0003299	Dm_00002999-RA	AH000517-RA
OG0003301	Dm_00011813-RA, Dm_00017510-RA, Dm_00017509-RA, Dm_00010428-RA, Dm_00017508-RA	AH016777-RA
OG0003302	Dm_00004152-RA, Dm_00001189-RA	AH020468-RA, AH006744-RA
OG0003306	Dm_00005893-RA	AH002727-RA
OG0003307	Dm_00019604-RA, Dm_00018633-RA, Dm_00007939-RA	AH016445-RA, AH016446-RA, AH022994-RA
OG0003309	Dm_00003278-RA	AH015955-RA
OG0003312	Dm_00014266-RA	AH011657-RA, AH020086-RA
OG0003313	Dm_00020432-RA, Dm_00016965-RA, Dm_00005169-RA	AH008220-RA, AH014972-RA, AH021493-RA
OG0003314	Dm_00010537-RA	AH020044-RA
OG0003316	Dm_00015446-RA	AH019083-RA
OG0003317	Dm_00013424-RA, Dm_00005779-RA	AH002033-RA
OG0003318	Dm_00007551-RA, Dm_00007598-RA	AH007193-RA, AH019921-RA
OG0003319	Dm_00018180-RA, Dm_00000812-RA	AH017054-RA, AH007593-RA
OG0003320	Dm_00001458-RA	AH015086-RA
OG0003321	Dm_00003130-RA	AH006670-RA, AH020491-RA
OG0003322	Dm_00008005-RA	AH012883-RA
OG0003324	Dm_00012442-RA, Dm_00006430-RA	AH002705-RA, AH017675-RA
OG0003326	Dm_00005298-RA	AH014738-RA
OG0003327	Dm_00012003-RA	AH017674-RA, AH002729-RA
OG0003328	Dm_00010144-RA	AH007215-RA
OG0003329	Dm_00010621-RA	AH017738-RA, AH002653-RA
OG0003330	Dm_00007379-RA	AH010996-RA
OG0003331	Dm_00009193-RA	AH014901-RA
OG0003333	Dm_00000295-RA, Dm_00000981-RA	AH002983-RA
OG0003334	Dm_00010171-RA	AH018058-RA
OG0003334	Dm_00004304-RA	AH022494-RA, AH013148-RA
OG0003336	Dm_00005115-RA	AH022430-RA
OG0003336	Dm_00013256-RA, Dm_00010856-RA	AH013168-RA
OG0003337	Dm_00004025-RA, Dm_00021013-RA	AH016710-RA, AH008363-RA
OG0003338	Dm_00002654-RA	AH006110-RA
OG0003339	Dm_00012719-RA	AH007746-RA
OG0003340	Dm_00000132-RA	AH023688-RA
OG0003341	Dm_00007653-RA	AH009368-RA
OG0003342	Dm_00007866-RA, Dm_00001641-RA	AH022536-RA
OG0003345	Dm_00016888-RA, Dm_00005350-RA	AH008592-RA
OG0003346	Dm_00005343-RA	AH005770-RA
OG0003347	Dm_00015934-RA	AH008570-RA
OG0003348	Dm_00010488-RA	AH006466-RA, AH000806-RA, AH002269-RA
OG0003349	Dm_00001136-RA	AH014466-RA, AH020908-RA
OG0003350	Dm_00009475-RA	AH008659-RA
OG0003352	Dm_00009764-RA	AH001821-RA
OG0003352	Dm_00009763-RA	AH000565-RA
OG0003353	Dm_00003353-RA	AH005911-RA
OG0003354	Dm_00005605-RA	AH001784-RA
OG0003355	Dm_00011925-RA	AH003622-RA
OG0003356	Dm_00017181-RA	AH003892-RA
OG0003357	Dm_00008744-RA	AH006420-RA
OG0003358	Dm_00008872-RA	AH023469-RA
OG0003360	Dm_00012769-RA	AH019648-RA
OG0003361	Dm_00005844-RA	AH014484-RA
OG0003362	Dm_00002419-RA, Dm_00005325-RA	AH003912-RA
OG0003363	Dm_00006167-RA, Dm_00004080-RA	AH008848-RA
OG0003364	Dm_00012641-RA	AH007943-RA
OG0003365	Dm_00010381-RA	AH003585-RA
OG0003366	Dm_00004032-RA, Dm_00005790-RA	AH008355-RA
OG0003367	Dm_00004981-RA, Dm_00004527-RA	AH015231-RA
OG0003368	Dm_00005344-RA, Dm_00003449-RA	AH003814-RA, AH005771-RA
OG0003370	Dm_00010143-RA, Dm_00003153-RA	AH001337-RA, AH000325-RA
OG0003371	Dm_00004127-RA, Dm_00003594-RA	AH008267-RA, AH009738-RA
OG0003371	Dm_00010556-RA	AH021444-RA, AH014897-RA
OG0003372	Dm_00015791-RA, Dm_00016518-RA	AH011834-RA, AH020148-RA
OG0003373	Dm_00007815-RA	AH011756-RA, AH020000-RA
OG0003374	Dm_00005105-RA, Dm_00016923-RA	AH000438-RA
OG0003376	Dm_00012715-RA	AH007711-RA, AH011025-RA, AH001532-RA
OG0003377	Dm_00005464-RA, Dm_00012352-RA	AH009876-RA, AH008237-RA
OG0003378	Dm_00005590-RA	AH006871-RA
OG0003379	Dm_00005593-RA, Dm_00001332-RA	AH014801-RA, AH021378-RA
OG0003380	Dm_00005749-RA	AH009966-RA, AH008107-RA
OG0003381	Dm_00006895-RA	AH020890-RA
OG0003381	Dm_00000716-RA	AH015260-RA
OG0003383	Dm_00010953-RA	AH001268-RA, AH000432-RA
OG0003384	Dm_00013317-RA, Dm_00018760-RA	AH010046-RA
OG0003385	Dm_00005469-RA	AH010214-RA
OG0003385	Dm_00015052-RA	AH007972-RA
OG0003386	Dm_00015093-RA	AH009187-RA, AH019044-RA
OG0003387	Dm_00001477-RA	AH018192-RA
OG0003388	Dm_00000451-RA	AH019686-RA
OG0003389	Dm_00001306-RA	AH000021-RA, AH001076-RA
OG0003390	Dm_00009679-RA	AH014664-RA
OG0003391	Dm_00018015-RA	AH013031-RA, AH015351-RA, AH015350-RA
OG0003392	Dm_00006306-RA	AH019968-RA, AH018572-RA
OG0003393	Dm_00005071-RA	AH017091-RA
OG0003394	Dm_00008208-RA	AH016158-RA, AH000508-RA
OG0003395	Dm_00000222-RA	AH019934-RA
OG0003396	Dm_00003865-RA	AH021119-RA
OG0003398	Dm_00008052-RA	AH019785-RA
OG0003399	Dm_00000083-RA, Dm_00003610-RA	AH014079-RA, AH020730-RA
OG0003400	Dm_00019565-RA, Dm_00014330-RA	AH017034-RA, AH016025-RA
OG0003402	Dm_00010478-RA	AH015349-RA
OG0003403	Dm_00013585-RA	AH003148-RA, AH018705-RA
OG0003404	Dm_00012176-RA	AH014608-RA
OG0003405	Dm_00016381-RA	AH021141-RA
OG0003405	Dm_00018178-RA, Dm_00010845-RA	AH022235-RA
OG0003406	Dm_00009833-RA	AH022342-RA
OG0003406	Dm_00005121-RA, Dm_00018708-RA	AH014312-RA, AH021088-RA
OG0003407	Dm_00003824-RA, Dm_00005699-RA	AH018755-RA
OG0003408	Dm_00002250-RA, Dm_00011537-RA	AH014665-RA
OG0003409	Dm_00004367-RA	AH009668-RA
OG0003410	Dm_00008641-RA, Dm_00005783-RA	AH002038-RA
OG0003411	Dm_00006335-RA	AH022263-RA
OG0003412	Dm_00009515-RA	AH002057-RA
OG0003413	Dm_00016912-RA	AH007958-RA
OG0003414	Dm_00007445-RA, Dm_00013303-RA	AH010929-RA
OG0003416	Dm_00019773-RA	AH023386-RA
