Orthogroup	D_muscipula.proteins	A_vesiculosa.proteins
OG0000874	Dm_00010847-RA	Av_00017877-RA, Av_00020401-RA, Av_00018768-RA, Av_00008078-RA, Av_00018390-RA, Av_00012460-RA, Av_00024614-RA, Av_00016232-RA, Av_00017779-RA, Av_00024919-RA, Av_00019320-RA, Av_00023616-RA, Av_00024000-RA, Av_00024620-RA
OG0000874	Dm_00007637-RA	Av_00003485-RA, Av_00018070-RA
OG0000874	Dm_00017968-RA	Av_00016855-RA, Av_00021523-RA, Av_00003254-RA, Av_00023962-RA, Av_00016603-RA, Av_00016664-RA, Av_00022082-RA, Av_00016459-RA, Av_00019770-RA, Av_00019174-RA, Av_00021899-RA
OG0000874	Dm_00007755-RA	Av_00012088-RA, Av_00009632-RA
OG0000878	Dm_00002195-RA	Av_00011845-RA, Av_00006990-RA, Av_00006550-RA, Av_00016537-RA
OG0000878	Dm_00010088-RA	Av_00003174-RA
OG0000878	Dm_00014669-RA	Av_00008657-RA
OG0000879	Dm_00007407-RA	Av_00014336-RA
OG0000879	Dm_00011185-RA, Dm_00018862-RA	Av_00012565-RA
OG0000880	Dm_00002075-RA	Av_00024139-RA
OG0000880	Dm_00003142-RA	Av_00016275-RA
OG0000880	Dm_00008684-RA	Av_00024210-RA
OG0000881	Dm_00012438-RA	Av_00003565-RA
OG0000882	Dm_00005751-RA	Av_00024419-RA, Av_00002804-RA, Av_00019588-RA
OG0000883	Dm_00011579-RA	Av_00006744-RA, Av_00008071-RA
OG0000883	Dm_00009808-RA	Av_00000722-RA
OG0000884	Dm_00004031-RA	Av_00023570-RA
OG0000884	Dm_00008343-RA	Av_00010020-RA
OG0000885	Dm_00014485-RA, Dm_00006906-RA	Av_00023781-RA
OG0000886	Dm_00013119-RA	Av_00020191-RA, Av_00019254-RA
OG0000887	Dm_00004282-RA	Av_00001664-RA
OG0000887	Dm_00000453-RA	Av_00009207-RA
OG0000887	Dm_00004945-RA	Av_00014026-RA
OG0000887	Dm_00005018-RA	Av_00017501-RA
OG0000888	Dm_00001725-RA	Av_00004414-RA, Av_00012299-RA, Av_00001079-RA, Av_00021264-RA, Av_00004413-RA, Av_00017473-RA, Av_00023262-RA
OG0000889	Dm_00000822-RA	Av_00003089-RA, Av_00022801-RA
OG0000889	Dm_00005863-RA	Av_00005630-RA, Av_00005941-RA, Av_00010570-RA
OG0000890	Dm_00004513-RA	Av_00021460-RA, Av_00017392-RA
OG0000891	Dm_00004528-RA	Av_00003650-RA, Av_00023125-RA, Av_00008715-RA
OG0000892	Dm_00002033-RA	Av_00022900-RA, Av_00022251-RA
OG0000892	Dm_00008511-RA	Av_00017432-RA
OG0000893	Dm_00003228-RA	Av_00013956-RA
OG0000893	Dm_00003107-RA	Av_00016053-RA
OG0000894	Dm_00004825-RA	Av_00007962-RA, Av_00006825-RA
OG0000894	Dm_00016227-RA	Av_00005848-RA, Av_00004019-RA, Av_00004906-RA
OG0000895	Dm_00005159-RA	Av_00012863-RA
OG0000896	Dm_00004372-RA	Av_00010879-RA, Av_00015216-RA, Av_00013928-RA
OG0000897	Dm_00005123-RA	Av_00008745-RA
OG0000897	Dm_00001597-RA	Av_00006350-RA
OG0000898	Dm_00000443-RA	Av_00016706-RA, Av_00009938-RA
OG0000898	Dm_00003677-RA	Av_00009470-RA
OG0000899	Dm_00001649-RA	Av_00004189-RA, Av_00016006-RA
OG0000900	Dm_00006406-RA	Av_00008347-RA
OG0000900	Dm_00012537-RA, Dm_00001955-RA	Av_00017974-RA, Av_00008352-RA
OG0000901	Dm_00006153-RA	Av_00019305-RA, Av_00008865-RA
OG0000903	Dm_00007467-RA	Av_00015785-RA, Av_00021653-RA
OG0000903	Dm_00007406-RA	Av_00003558-RA, Av_00014337-RA
OG0000904	Dm_00001777-RA	Av_00020020-RA, Av_00023825-RA, Av_00022509-RA
OG0000905	Dm_00000972-RA	Av_00011002-RA
OG0000905	Dm_00000281-RA	Av_00015026-RA, Av_00009250-RA
OG0000906	Dm_00019854-RA	Av_00005338-RA
OG0000907	Dm_00004620-RA	Av_00002746-RA, Av_00007597-RA, Av_00006373-RA
OG0000909	Dm_00004051-RA	Av_00018472-RA, Av_00002560-RA
OG0000909	Dm_00000356-RA	Av_00015458-RA
OG0000910	Dm_00016744-RA, Dm_00008392-RA	Av_00016677-RA, Av_00015863-RA, Av_00023384-RA
OG0000912	Dm_00004870-RA	Av_00005273-RA, Av_00002701-RA
OG0000912	Dm_00008277-RA	Av_00009307-RA
OG0000913	Dm_00017786-RA	Av_00020745-RA, Av_00021488-RA
OG0000914	Dm_00016743-RA	Av_00015524-RA
OG0000914	Dm_00019763-RA	Av_00021943-RA, Av_00008995-RA
OG0000914	Dm_00010805-RA	Av_00006036-RA, Av_00005549-RA
OG0000915	Dm_00006326-RA	Av_00001705-RA
OG0000915	Dm_00016030-RA, Dm_00016525-RA	Av_00021481-RA, Av_00022556-RA
OG0000920	Dm_00017837-RA, Dm_00012873-RA	Av_00019218-RA, Av_00000595-RA
OG0000921	Dm_00018547-RA	Av_00000695-RA
OG0000922	Dm_00003552-RA	Av_00016241-RA, Av_00001342-RA
OG0000922	Dm_00008365-RA	Av_00009697-RA, Av_00002305-RA
OG0000924	Dm_00000883-RA	Av_00010344-RA, Av_00014520-RA
OG0000926	Dm_00015666-RA	Av_00020041-RA
OG0000926	Dm_00019625-RA, Dm_00013688-RA, Dm_00013687-RA	Av_00017195-RA, Av_00020042-RA, Av_00012639-RA, Av_00002348-RA
OG0000927	Dm_00014164-RA, Dm_00003873-RA	Av_00017349-RA, Av_00008494-RA
OG0000927	Dm_00019770-RA	Av_00021779-RA, Av_00019764-RA
OG0000928	Dm_00000587-RA	Av_00006680-RA, Av_00016184-RA
OG0000928	Dm_00003147-RA	Av_00016790-RA
OG0000929	Dm_00020161-RA	Av_00015939-RA
OG0000929	Dm_00011403-RA	Av_00008853-RA, Av_00007313-RA
OG0000930	Dm_00004640-RA	Av_00016931-RA
OG0000930	Dm_00003736-RA	Av_00013338-RA
OG0000930	Dm_00010376-RA	Av_00010885-RA, Av_00015224-RA
OG0000932	Dm_00013736-RA	Av_00014420-RA, Av_00008113-RA, Av_00014895-RA
OG0000933	Dm_00002032-RA	Av_00016138-RA
OG0000934	Dm_00011159-RA	Av_00005810-RA, Av_00003968-RA, Av_00004942-RA
OG0000934	Dm_00009372-RA	Av_00014477-RA, Av_00012673-RA
OG0000935	Dm_00014767-RA	Av_00011692-RA, Av_00022364-RA
OG0000936	Dm_00016473-RA	Av_00003170-RA
OG0000936	Dm_00011458-RA	Av_00015830-RA
OG0000936	Dm_00019001-RA	Av_00013711-RA, Av_00001849-RA
OG0000937	Dm_00003976-RA	Av_00016847-RA, Av_00011066-RA, Av_00009855-RA
OG0000937	Dm_00002434-RA	Av_00004458-RA
OG0000938	Dm_00005535-RA, Dm_00004100-RA	Av_00022279-RA, Av_00000003-RA, Av_00022280-RA, Av_00014607-RA, Av_00008562-RA, Av_00008563-RA
OG0000939	Dm_00001568-RA	Av_00005661-RA
OG0000939	Dm_00013678-RA	Av_00015938-RA, Av_00019041-RA, Av_00007314-RA
OG0000940	Dm_00017697-RA, Dm_00006006-RA	Av_00024414-RA
OG0000940	Dm_00017797-RA	Av_00008480-RA
OG0000941	Dm_00006588-RA	Av_00023767-RA, Av_00022811-RA
OG0000941	Dm_00008441-RA	Av_00015868-RA
OG0000942	Dm_00013343-RA	Av_00024532-RA, Av_00010450-RA, Av_00018544-RA
OG0000942	Dm_00009776-RA	Av_00010428-RA, Av_00014582-RA
OG0000943	Dm_00010511-RA	Av_00008923-RA
OG0000944	Dm_00012696-RA	Av_00018852-RA, Av_00009895-RA
OG0000944	Dm_00000420-RA, Dm_00000192-RA	Av_00009491-RA, Av_00018877-RA
OG0000945	Dm_00018589-RA, Dm_00006598-RA	Av_00017919-RA, Av_00001978-RA
OG0000946	Dm_00008508-RA	Av_00013946-RA
OG0000947	Dm_00002682-RA	Av_00015727-RA
OG0000948	Dm_00009262-RA	Av_00024164-RA, Av_00017528-RA
OG0000949	Dm_00000316-RA	Av_00015013-RA, Av_00008943-RA, Av_00017661-RA, Av_00013834-RA
OG0000950	Dm_00009130-RA	Av_00013068-RA
OG0000951	Dm_00013103-RA	Av_00014716-RA, Av_00014715-RA
OG0000952	Dm_00003126-RA	Av_00003521-RA, Av_00020287-RA
OG0000952	Dm_00001278-RA	Av_00014504-RA
OG0000952	Dm_00000383-RA, Dm_00001941-RA	Av_00018457-RA, Av_00002570-RA
OG0000953	Dm_00019104-RA	Av_00020177-RA
OG0000954	Dm_00004586-RA, Dm_00017774-RA	Av_00010039-RA
OG0000955	Dm_00010860-RA	Av_00005104-RA, Av_00015705-RA
OG0000956	Dm_00000023-RA	Av_00010312-RA
OG0000956	Dm_00011229-RA, Dm_00011228-RA	Av_00020754-RA
OG0000957	Dm_00001892-RA, Dm_00001516-RA	Av_00008394-RA, Av_00023800-RA, Av_00021307-RA, Av_00003046-RA
OG0000957	Dm_00006254-RA	Av_00009421-RA, Av_00001634-RA
OG0000958	Dm_00002282-RA, Dm_00000724-RA	Av_00005902-RA
OG0000958	Dm_00003754-RA	Av_00019893-RA, Av_00021011-RA
OG0000958	Dm_00009654-RA	Av_00024258-RA, Av_00023797-RA
OG0000958	Dm_00015937-RA	Av_00017175-RA, Av_00023267-RA
OG0000959	Dm_00002423-RA	Av_00001997-RA, Av_00015907-RA, Av_00023236-RA
OG0000960	Dm_00015769-RA	Av_00014687-RA
OG0000960	Dm_00011964-RA	Av_00008653-RA
OG0000960	Dm_00012083-RA	Av_00015953-RA
OG0000962	Dm_00013958-RA	Av_00002049-RA
OG0000963	Dm_00001371-RA	Av_00023757-RA
OG0000963	Dm_00008880-RA	Av_00024753-RA
OG0000963	Dm_00006377-RA	Av_00008869-RA
OG0000964	Dm_00002876-RA, Dm_00001415-RA	Av_00016290-RA, Av_00001699-RA, Av_00017645-RA, Av_00010473-RA
OG0000964	Dm_00020311-RA	Av_00002657-RA, Av_00005345-RA
OG0000965	Dm_00014495-RA	Av_00000896-RA
OG0000965	Dm_00002861-RA	Av_00005295-RA, Av_00002689-RA
OG0000966	Dm_00019522-RA	Av_00009110-RA
OG0000967	Dm_00011550-RA	Av_00007588-RA
OG0000974	Dm_00003645-RA	Av_00017377-RA
OG0000974	Dm_00014031-RA	Av_00023010-RA
OG0000974	Dm_00017724-RA	Av_00004570-RA
OG0000975	Dm_00004592-RA	Av_00007937-RA
OG0000976	Dm_00019540-RA	Av_00010987-RA, Av_00000647-RA
OG0000976	Dm_00000560-RA	Av_00016778-RA, Av_00016171-RA, Av_00021233-RA
OG0000977	Dm_00003866-RA	Av_00017350-RA
OG0000978	Dm_00005103-RA	Av_00008132-RA, Av_00014907-RA, Av_00001201-RA
OG0000979	Dm_00014833-RA	Av_00022656-RA
OG0000979	Dm_00009364-RA	Av_00022600-RA, Av_00017018-RA
OG0000980	Dm_00011741-RA	Av_00008013-RA, Av_00022587-RA
OG0000980	Dm_00019796-RA	Av_00019290-RA, Av_00019076-RA, Av_00019545-RA
OG0000980	Dm_00016450-RA	Av_00016029-RA, Av_00022415-RA, Av_00004231-RA
OG0000982	Dm_00015959-RA	Av_00016206-RA
OG0000982	Dm_00017691-RA	Av_00018675-RA
OG0000982	Dm_00012930-RA	Av_00024178-RA, Av_00002811-RA
OG0000983	Dm_00010960-RA	Av_00006265-RA, Av_00019271-RA
OG0000983	Dm_00014815-RA	Av_00005556-RA
OG0000984	Dm_00017067-RA	Av_00020061-RA, Av_00015836-RA
OG0000984	Dm_00009043-RA	Av_00015443-RA, Av_00004117-RA
OG0000986	Dm_00004857-RA	Av_00009874-RA, Av_00011084-RA
OG0000986	Dm_00001901-RA	Av_00023805-RA
OG0000987	Dm_00015806-RA, Dm_00006339-RA	Av_00018969-RA, Av_00001940-RA
OG0000987	Dm_00003477-RA, Dm_00003439-RA	Av_00018179-RA, Av_00000979-RA
OG0000988	Dm_00005949-RA, Dm_00019999-RA	Av_00018854-RA, Av_00007213-RA, Av_00004558-RA, Av_00004327-RA
OG0000989	Dm_00017659-RA	Av_00011483-RA
OG0000990	Dm_00013325-RA	Av_00012915-RA
OG0000991	Dm_00003472-RA	Av_00011323-RA, Av_00000977-RA
OG0000991	Dm_00003014-RA	Av_00009905-RA, Av_00011106-RA
OG0000991	Dm_00006960-RA	Av_00012986-RA, Av_00007225-RA
OG0000992	Dm_00017359-RA, Dm_00012214-RA, Dm_00015709-RA, Dm_00011949-RA	Av_00021931-RA
OG0000992	Dm_00019996-RA	Av_00004964-RA
OG0000993	Dm_00011486-RA	Av_00021688-RA, Av_00000353-RA
OG0000994	Dm_00004393-RA	Av_00021640-RA
OG0000994	Dm_00016226-RA	Av_00004018-RA, Av_00004907-RA, Av_00005846-RA, Av_00012146-RA
OG0000994	Dm_00011800-RA	Av_00009051-RA, Av_00009052-RA
OG0000995	Dm_00000757-RA	Av_00017110-RA
OG0000996	Dm_00013560-RA	Av_00012781-RA, Av_00006232-RA
OG0000997	Dm_00014873-RA, Dm_00014477-RA	Av_00014581-RA
OG0000997	Dm_00017381-RA	Av_00015624-RA
OG0000998	Dm_00000439-RA	Av_00002555-RA, Av_00009939-RA
OG0000998	Dm_00010097-RA	Av_00024140-RA
OG0000999	Dm_00006366-RA	Av_00004673-RA
OG0000999	Dm_00002337-RA	Av_00007954-RA, Av_00006830-RA
OG0001000	Dm_00008681-RA	Av_00017458-RA
OG0001001	Dm_00008505-RA	Av_00010277-RA, Av_00017428-RA
OG0001001	Dm_00006940-RA	Av_00024505-RA, Av_00000024-RA
OG0001002	Dm_00012305-RA	Av_00009841-RA, Av_00011049-RA
OG0001003	Dm_00011164-RA	Av_00005700-RA, Av_00017264-RA
OG0001004	Dm_00011606-RA	Av_00013164-RA
OG0001005	Dm_00015404-RA, Dm_00013231-RA	Av_00020805-RA, Av_00005481-RA
OG0001005	Dm_00004521-RA	Av_00000046-RA, Av_00011438-RA
OG0001006	Dm_00006922-RA	Av_00018163-RA
OG0001007	Dm_00016529-RA	Av_00008633-RA, Av_00014667-RA
OG0001008	Dm_00005156-RA	Av_00009429-RA, Av_00001643-RA
OG0001010	Dm_00007345-RA	Av_00000674-RA
OG0001012	Dm_00006099-RA	Av_00004693-RA, Av_00014301-RA
OG0001013	Dm_00007697-RA	Av_00005687-RA, Av_00017258-RA
OG0001013	Dm_00017525-RA	Av_00007350-RA, Av_00013299-RA
OG0001014	Dm_00008213-RA	Av_00019550-RA
OG0001015	Dm_00004220-RA	Av_00018511-RA
OG0001017	Dm_00007934-RA	Av_00019890-RA, Av_00021018-RA
OG0001017	Dm_00004187-RA	Av_00008453-RA, Av_00006191-RA
OG0001017	Dm_00011375-RA	Av_00018418-RA, Av_00002355-RA
OG0001018	Dm_00011353-RA	Av_00015933-RA, Av_00010771-RA
OG0001018	Dm_00004609-RA	Av_00011955-RA, Av_00019832-RA, Av_00008557-RA, Av_00013101-RA
OG0001019	Dm_00006113-RA	Av_00011893-RA
OG0001019	Dm_00016715-RA	Av_00004347-RA, Av_00008166-RA
OG0001020	Dm_00012064-RA	Av_00012248-RA, Av_00017328-RA
OG0001020	Dm_00012644-RA	Av_00021452-RA, Av_00000885-RA
OG0001021	Dm_00011601-RA	Av_00014750-RA
OG0001021	Dm_00017170-RA	Av_00002175-RA, Av_00009597-RA
OG0001021	Dm_00011208-RA	Av_00001458-RA, Av_00009661-RA, Av_00002258-RA
OG0001022	Dm_00012597-RA	Av_00010780-RA
OG0001023	Dm_00018113-RA	Av_00014041-RA
OG0001023	Dm_00019771-RA	Av_00004541-RA
OG0001023	Dm_00008357-RA	Av_00004507-RA
OG0001024	Dm_00013801-RA	Av_00016982-RA, Av_00018956-RA, Av_00024199-RA
OG0001025	Dm_00013876-RA	Av_00012454-RA, Av_00009344-RA
OG0001026	Dm_00013015-RA	Av_00014795-RA
OG0001028	Dm_00009829-RA, Dm_00017789-RA	Av_00006243-RA, Av_00017583-RA, Av_00009558-RA
OG0001029	Dm_00003166-RA	Av_00016981-RA, Av_00015526-RA
OG0001029	Dm_00011082-RA	Av_00011237-RA, Av_00000523-RA
OG0001037	Dm_00010536-RA	Av_00000546-RA, Av_00014746-RA
OG0001037	Dm_00009590-RA	Av_00020376-RA
OG0001038	Dm_00020039-RA	Av_00005744-RA
OG0001038	Dm_00018508-RA	Av_00013429-RA, Av_00016404-RA, Av_00012547-RA, Av_00002859-RA
OG0001039	Dm_00006220-RA	Av_00006225-RA
OG0001039	Dm_00003096-RA	Av_00012561-RA, Av_00002875-RA
OG0001040	Dm_00005966-RA	Av_00007537-RA
OG0001040	Dm_00008454-RA	Av_00020083-RA
OG0001041	Dm_00003747-RA	Av_00019671-RA, Av_00013331-RA
OG0001042	Dm_00013979-RA	Av_00024757-RA
OG0001042	Dm_00004255-RA	Av_00007081-RA, Av_00003570-RA, Av_00008259-RA
OG0001042	Dm_00020485-RA	Av_00002844-RA, Av_00012535-RA
OG0001042	Dm_00012326-RA	Av_00018700-RA
OG0001043	Dm_00018445-RA	Av_00014933-RA, Av_00014932-RA
OG0001043	Dm_00020552-RA	Av_00000477-RA
OG0001043	Dm_00018011-RA, Dm_00006187-RA	Av_00001933-RA
OG0001043	Dm_00006186-RA	Av_00019245-RA
OG0001043	Dm_00017932-RA	Av_00022612-RA
OG0001044	Dm_00016102-RA	Av_00013643-RA, Av_00023396-RA
OG0001045	Dm_00007566-RA	Av_00006907-RA, Av_00006666-RA, Av_00016199-RA
OG0001046	Dm_00006893-RA	Av_00008442-RA, Av_00006177-RA
OG0001046	Dm_00000719-RA	Av_00003649-RA, Av_00008710-RA, Av_00023120-RA
OG0001047	Dm_00015135-RA	Av_00017836-RA
OG0001049	Dm_00004333-RA	Av_00021069-RA
OG0001050	Dm_00006984-RA	Av_00018303-RA, Av_00011082-RA
OG0001050	Dm_00007431-RA	Av_00000481-RA, Av_00001929-RA
OG0001051	Dm_00015949-RA	Av_00011405-RA, Av_00008845-RA
OG0001052	Dm_00002847-RA	Av_00016125-RA
OG0001052	Dm_00001911-RA	Av_00006953-RA, Av_00011788-RA
OG0001052	Dm_00003801-RA	Av_00001262-RA
OG0001054	Dm_00014802-RA	Av_00000363-RA
OG0001054	Dm_00018716-RA	Av_00001842-RA
OG0001055	Dm_00012314-RA	Av_00011165-RA
OG0001056	Dm_00005228-RA	Av_00016226-RA
OG0001056	Dm_00019916-RA	Av_00008301-RA, Av_00013588-RA
OG0001057	Dm_00018104-RA	Av_00003171-RA
OG0001058	Dm_00016371-RA, Dm_00010108-RA	Av_00014960-RA
OG0001059	Dm_00008391-RA	Av_00001732-RA
OG0001060	Dm_00017103-RA, Dm_00020902-RA	Av_00020143-RA
OG0001060	Dm_00017101-RA	Av_00016234-RA
OG0001063	Dm_00016447-RA	Av_00012223-RA
OG0001064	Dm_00007084-RA, Dm_00013657-RA	Av_00006806-RA, Av_00022499-RA, Av_00018136-RA
OG0001064	Dm_00013630-RA, Dm_00013388-RA	Av_00004242-RA
OG0001065	Dm_00011924-RA	Av_00007942-RA, Av_00010045-RA
OG0001065	Dm_00005880-RA	Av_00015402-RA, Av_00004174-RA
OG0001066	Dm_00016900-RA, Dm_00015058-RA, Dm_00015059-RA	Av_00008303-RA, Av_00013585-RA
OG0001067	Dm_00007133-RA	Av_00010540-RA, Av_00009751-RA
OG0001067	Dm_00009796-RA	Av_00017685-RA, Av_00001734-RA
OG0001068	Dm_00003072-RA	Av_00020620-RA, Av_00016693-RA
OG0001068	Dm_00016060-RA	Av_00002074-RA, Av_00012918-RA
OG0001069	Dm_00008174-RA, Dm_00000459-RA	Av_00015061-RA, Av_00009205-RA
OG0001069	Dm_00003564-RA	Av_00016043-RA, Av_00023316-RA
OG0001070	Dm_00003642-RA	Av_00012060-RA, Av_00022806-RA
OG0001070	Dm_00013442-RA, Dm_00006131-RA	Av_00020028-RA, Av_00023815-RA
OG0001071	Dm_00003100-RA	Av_00016426-RA, Av_00013453-RA
OG0001072	Dm_00012642-RA	Av_00011755-RA, Av_00017500-RA
OG0001073	Dm_00020851-RA, Dm_00012553-RA, Dm_00003432-RA	Av_00022201-RA, Av_00020149-RA
OG0001074	Dm_00007771-RA	Av_00000013-RA
OG0001074	Dm_00007770-RA	Av_00022266-RA, Av_00000014-RA
OG0001075	Dm_00004004-RA	Av_00012953-RA, Av_00002105-RA
OG0001076	Dm_00003502-RA	Av_00016142-RA
OG0001077	Dm_00007141-RA	Av_00023613-RA
OG0001078	Dm_00013731-RA	Av_00000515-RA, Av_00011231-RA
OG0001079	Dm_00009107-RA	Av_00001767-RA, Av_00013780-RA, Av_00011251-RA
OG0001079	Dm_00014070-RA	Av_00010510-RA, Av_00015916-RA
OG0001081	Dm_00010512-RA	Av_00020781-RA
OG0001081	Dm_00006176-RA, Dm_00017565-RA	Av_00021170-RA, Av_00018689-RA, Av_00015769-RA
OG0001082	Dm_00011596-RA	Av_00003381-RA, Av_00000861-RA, Av_00019028-RA, Av_00020058-RA
OG0001083	Dm_00018665-RA	Av_00021240-RA, Av_00022833-RA
OG0001086	Dm_00006272-RA	Av_00022479-RA, Av_00017805-RA
OG0001086	Dm_00012178-RA, Dm_00007651-RA	Av_00008569-RA
OG0001092	Dm_00019254-RA	Av_00011981-RA, Av_00015639-RA
OG0001093	Dm_00017445-RA, Dm_00006638-RA	Av_00001890-RA, Av_00000412-RA
OG0001094	Dm_00019262-RA	Av_00022846-RA
OG0001095	Dm_00021116-RA	Av_00019149-RA
OG0001096	Dm_00004496-RA	Av_00006569-RA
OG0001096	Dm_00000743-RA	Av_00011030-RA
OG0001096	Dm_00016028-RA	Av_00001197-RA
OG0001097	Dm_00003749-RA	Av_00013330-RA, Av_00019669-RA
OG0001098	Dm_00010864-RA	Av_00011727-RA, Av_00019331-RA, Av_00015707-RA, Av_00005105-RA
OG0001098	Dm_00015764-RA	Av_00013476-RA, Av_00021180-RA
OG0001099	Dm_00002560-RA, Dm_00001541-RA	Av_00000730-RA
OG0001099	Dm_00010471-RA	Av_00015923-RA
OG0001100	Dm_00013683-RA	Av_00007622-RA
OG0001100	Dm_00012850-RA	Av_00012813-RA
OG0001103	Dm_00006958-RA	Av_00012987-RA, Av_00011105-RA
OG0001103	Dm_00012179-RA	Av_00011324-RA, Av_00000976-RA, Av_00004545-RA, Av_00007188-RA
OG0001106	Dm_00006307-RA, Dm_00006829-RA, Dm_00006828-RA, Dm_00006832-RA, Dm_00006833-RA, Dm_00004921-RA	Av_00005306-RA
OG0001107	Dm_00018282-RA	Av_00024461-RA
OG0001107	Dm_00008493-RA, Dm_00008494-RA	Av_00018194-RA
OG0001107	Dm_00018283-RA	Av_00007140-RA
OG0001108	Dm_00001769-RA	Av_00012732-RA, Av_00013095-RA
OG0001108	Dm_00011153-RA	Av_00011949-RA
OG0001109	Dm_00020010-RA	Av_00019213-RA, Av_00017036-RA
OG0001109	Dm_00020569-RA	Av_00008034-RA
OG0001111	Dm_00005020-RA	Av_00018635-RA
OG0001111	Dm_00003858-RA	Av_00011116-RA, Av_00012977-RA, Av_00007229-RA
OG0001111	Dm_00013904-RA	Av_00011356-RA, Av_00000946-RA
OG0001112	Dm_00012357-RA, Dm_00004069-RA	Av_00008622-RA
OG0001112	Dm_00017220-RA, Dm_00012954-RA	Av_00020818-RA
OG0001113	Dm_00020464-RA	Av_00012307-RA
OG0001114	Dm_00018375-RA	Av_00000050-RA, Av_00011447-RA
OG0001114	Dm_00016202-RA	Av_00015228-RA, Av_00010893-RA
OG0001115	Dm_00002166-RA	Av_00004681-RA, Av_00014305-RA
OG0001116	Dm_00017757-RA	Av_00006228-RA, Av_00012777-RA
OG0001117	Dm_00014329-RA	Av_00007134-RA, Av_00003628-RA
OG0001118	Dm_00000470-RA	Av_00004730-RA, Av_00016922-RA
OG0001119	Dm_00013353-RA	Av_00013628-RA, Av_00008252-RA
OG0001120	Dm_00007451-RA, Dm_00008725-RA	Av_00006423-RA
OG0001120	Dm_00016697-RA	Av_00012419-RA
OG0001121	Dm_00019545-RA	Av_00012532-RA, Av_00002843-RA
OG0001121	Dm_00010684-RA	Av_00013346-RA
OG0001122	Dm_00019221-RA	Av_00010650-RA, Av_00014189-RA, Av_00006012-RA, Av_00005573-RA
OG0001123	Dm_00019509-RA	Av_00025025-RA, Av_00014054-RA
OG0001124	Dm_00012919-RA	Av_00019293-RA, Av_00019292-RA, Av_00008883-RA
OG0001124	Dm_00008459-RA	Av_00018268-RA
OG0001125	Dm_00018914-RA, Dm_00020108-RA, Dm_00012547-RA	Av_00022249-RA, Av_00023454-RA
OG0001126	Dm_00006565-RA	Av_00013390-RA, Av_00016384-RA
OG0001126	Dm_00009134-RA	Av_00012474-RA
OG0001126	Dm_00020080-RA	Av_00013247-RA, Av_00017864-RA
OG0001128	Dm_00001138-RA	Av_00011141-RA, Av_00009925-RA
OG0001129	Dm_00017374-RA	Av_00022310-RA, Av_00011605-RA
OG0001130	Dm_00006308-RA	Av_00023091-RA
OG0001131	Dm_00017594-RA	Av_00012194-RA, Av_00003942-RA, Av_00024146-RA, Av_00024254-RA
OG0001132	Dm_00004788-RA	Av_00019931-RA, Av_00023061-RA, Av_00015604-RA, Av_00009121-RA
OG0001132	Dm_00010583-RA	Av_00017013-RA, Av_00003316-RA
OG0001133	Dm_00012430-RA	Av_00010656-RA, Av_00005566-RA, Av_00006022-RA
OG0001133	Dm_00000394-RA, Dm_00001951-RA	Av_00007651-RA
OG0001134	Dm_00004868-RA	Av_00016957-RA, Av_00015507-RA, Av_00000889-RA, Av_00024302-RA
OG0001134	Dm_00020005-RA	Av_00005274-RA, Av_00002700-RA
OG0001136	Dm_00020622-RA	Av_00001386-RA, Av_00020898-RA, Av_00006264-RA
OG0001142	Dm_00000595-RA	Av_00016793-RA, Av_00006900-RA, Av_00006678-RA, Av_00016186-RA
OG0001142	Dm_00000596-RA	Av_00006676-RA, Av_00016189-RA
OG0001143	Dm_00017692-RA	Av_00019875-RA
OG0001143	Dm_00020372-RA	Av_00000834-RA
OG0001143	Dm_00014259-RA	Av_00009733-RA, Av_00021289-RA, Av_00024083-RA
OG0001143	Dm_00001117-RA	Av_00009732-RA
OG0001144	Dm_00014716-RA	Av_00021787-RA
OG0001144	Dm_00011941-RA	Av_00007348-RA
OG0001145	Dm_00003249-RA	Av_00015033-RA, Av_00009243-RA
OG0001145	Dm_00002101-RA	Av_00001293-RA, Av_00016262-RA, Av_00015098-RA
OG0001146	Dm_00012120-RA, Dm_00012122-RA	Av_00013380-RA
OG0001147	Dm_00000780-RA	Av_00018034-RA
OG0001147	Dm_00001793-RA	Av_00022169-RA
OG0001147	Dm_00000781-RA	Av_00025006-RA
OG0001148	Dm_00016802-RA, Dm_00013183-RA, Dm_00002144-RA	Av_00010109-RA, Av_00014300-RA
OG0001148	Dm_00007826-RA	Av_00006494-RA, Av_00011898-RA, Av_00007025-RA
OG0001149	Dm_00002838-RA, Dm_00008134-RA	Av_00016121-RA, Av_00016088-RA
OG0001150	Dm_00020048-RA	Av_00020598-RA
OG0001151	Dm_00016067-RA	Av_00001464-RA
OG0001151	Dm_00000925-RA	Av_00022861-RA
OG0001151	Dm_00000173-RA	Av_00013035-RA, Av_00018867-RA, Av_00009480-RA
OG0001152	Dm_00007870-RA	Av_00011912-RA, Av_00007038-RA
OG0001152	Dm_00007512-RA	Av_00005062-RA, Av_00022734-RA
OG0001153	Dm_00011018-RA	Av_00002033-RA
OG0001153	Dm_00011017-RA	Av_00001568-RA, Av_00013554-RA, Av_00002034-RA
OG0001154	Dm_00011379-RA	Av_00002051-RA, Av_00012886-RA
OG0001155	Dm_00008472-RA	Av_00000456-RA, Av_00021597-RA, Av_00001969-RA, Av_00017912-RA
