Orthogroup	D_muscipula.proteins	A_coerulea.proteins
OG0001259	Dm_00018938-RA, Dm_00010992-RA, Dm_00000248-RA	Aqcoe3G224900.1.p
OG0001260	Dm_00009901-RA	Aqcoe3G382100.2.p, Aqcoe3G382100.1.p, Aqcoe3G070300.1.p, Aqcoe3G070300.2.p, Aqcoe3G070300.3.p
OG0001261	Dm_00014939-RA, Dm_00006091-RA, Dm_00000369-RA	Aqcoe3G370100.1.p, Aqcoe3G370100.3.p, Aqcoe3G370100.2.p, Aqcoe3G370100.5.p, Aqcoe3G370100.4.p
OG0001262	Dm_00017819-RA, Dm_00014662-RA	Aqcoe3G374100.1.p
OG0001263	Dm_00001253-RA, Dm_00001252-RA	Aqcoe3G045400.1.p, Aqcoe3G045400.2.p
OG0001271	Dm_00001202-RA, Dm_00002007-RA, Dm_00010024-RA	Aqcoe2G415100.1.p
OG0001273	Dm_00013300-RA, Dm_00007504-RA, Dm_00006924-RA	Aqcoe5G045200.1.p, Aqcoe5G045200.2.p, Aqcoe2G355600.1.p
OG0001275	Dm_00008602-RA, Dm_00019690-RA	Aqcoe2G391300.1.p, Aqcoe5G004900.1.p
OG0001275	Dm_00009662-RA	Aqcoe7G422300.1.p
OG0001276	Dm_00008410-RA, Dm_00017741-RA, Dm_00001634-RA, Dm_00001796-RA	Aqcoe2G282900.1.p
OG0001277	Dm_00009511-RA	Aqcoe2G109500.9.p, Aqcoe3G143500.1.p, Aqcoe3G143500.2.p, Aqcoe2G109500.2.p, Aqcoe2G109500.6.p, Aqcoe2G109500.7.p, Aqcoe2G109500.1.p, Aqcoe2G109500.12.p, Aqcoe2G109500.8.p, Aqcoe2G109500.11.p, Aqcoe2G109500.3.p, Aqcoe2G109500.5.p, Aqcoe2G109500.4.p, Aqcoe2G109500.10.p, Aqcoe5G253400.2.p, Aqcoe5G253400.1.p
OG0001278	Dm_00007150-RA	Aqcoe2G150900.1.p, Aqcoe2G150900.4.p, Aqcoe2G150900.2.p, Aqcoe2G150900.3.p, Aqcoe2G150900.5.p
OG0001279	Dm_00007105-RA, Dm_00010829-RA	Aqcoe1G454400.2.p, Aqcoe1G454400.1.p, Aqcoe2G129700.1.p
OG0001280	Dm_00014550-RA	Aqcoe5G381800.1.p
OG0001280	Dm_00014363-RA	Aqcoe2G175000.1.p, Aqcoe2G175200.1.p, Aqcoe1G454100.1.p, Aqcoe5G381700.1.p
OG0001281	Dm_00016877-RA, Dm_00001637-RA	Aqcoe2G283500.2.p, Aqcoe2G283500.1.p
OG0001282	Dm_00001283-RA, Dm_00003119-RA, Dm_00016833-RA	Aqcoe2G040900.1.p, Aqcoe1G042300.1.p, Aqcoe1G042300.2.p
OG0001283	Dm_00005131-RA	Aqcoe2G277000.2.p, Aqcoe2G277000.1.p, Aqcoe2G277000.3.p
OG0001284	Dm_00009547-RA, Dm_00013430-RA	Aqcoe0043s0002.1.p, Aqcoe4G213100.1.p, Aqcoe4G154800.1.p, Aqcoe4G180500.1.p, Aqcoe4G212900.1.p, Aqcoe4G154900.1.p, Aqcoe4G180400.1.p, Aqcoe4G213000.1.p, Aqcoe0043s0001.1.p
OG0001285	Dm_00007552-RA, Dm_00012766-RA, Dm_00014169-RA	Aqcoe6G083800.1.p, Aqcoe6G083800.2.p
OG0001286	Dm_00016387-RA	Aqcoe5G161200.1.p, Aqcoe6G154600.1.p
OG0001287	Dm_00000167-RA, Dm_00007547-RA	Aqcoe6G323900.1.p
OG0001289	Dm_00005348-RA	Aqcoe6G127600.2.p, Aqcoe6G127600.1.p, Aqcoe3G219900.1.p, Aqcoe3G219900.2.p, Aqcoe5G187100.1.p
OG0001290	Dm_00000155-RA, Dm_00004967-RA	Aqcoe6G176000.1.p
OG0001291	Dm_00006451-RA, Dm_00006453-RA, Dm_00014244-RA	Aqcoe1G277100.2.p, Aqcoe1G277100.1.p
OG0001292	Dm_00011170-RA	Aqcoe4G002500.2.p, Aqcoe4G002500.1.p, Aqcoe3G015400.1.p, Aqcoe3G015800.1.p
OG0001293	Dm_00019160-RA, Dm_00012481-RA	Aqcoe4G050900.1.p, Aqcoe4G050900.3.p, Aqcoe4G050900.2.p
OG0001294	Dm_00002873-RA	Aqcoe5G401700.2.p, Aqcoe5G401700.1.p
OG0001294	Dm_00020549-RA	Aqcoe4G116700.1.p, Aqcoe7G128600.1.p
OG0001295	Dm_00010145-RA, Dm_00004986-RA	Aqcoe1G266700.1.p, Aqcoe4G103500.1.p
OG0001297	Dm_00016095-RA	Aqcoe7G115400.2.p, Aqcoe7G115400.1.p
OG0001298	Dm_00019068-RA, Dm_00009447-RA, Dm_00005067-RA	Aqcoe7G078900.1.p
OG0001299	Dm_00003857-RA, Dm_00017021-RA, Dm_00010636-RA	Aqcoe7G426200.1.p, Aqcoe7G124000.1.p
OG0001300	Dm_00015843-RA, Dm_00014194-RA	Aqcoe7G124300.2.p, Aqcoe7G124300.1.p, Aqcoe7G425800.1.p, Aqcoe7G425800.2.p
OG0001301	Dm_00015607-RA	Aqcoe7G127500.1.p, Aqcoe7G127500.2.p
OG0001302	Dm_00014872-RA	Aqcoe5G251800.1.p
OG0001303	Dm_00009541-RA	Aqcoe7G307600.1.p
OG0001303	Dm_00013172-RA	Aqcoe5G265900.1.p, Aqcoe5G265900.2.p
OG0001304	Dm_00018442-RA, Dm_00007187-RA	Aqcoe7G240500.1.p
OG0001305	Dm_00000456-RA	Aqcoe7G010000.1.p, Aqcoe7G010000.2.p
OG0001306	Dm_00011008-RA	Aqcoe7G417500.1.p, Aqcoe1G294500.2.p, Aqcoe1G294500.1.p, Aqcoe3G123100.2.p, Aqcoe3G123100.1.p
OG0001307	Dm_00011249-RA	Aqcoe5G381900.1.p, Aqcoe1G418000.1.p
OG0001308	Dm_00005029-RA, Dm_00013856-RA, Dm_00009431-RA	Aqcoe5G037800.1.p, Aqcoe1G053300.1.p, Aqcoe3G127900.1.p
OG0001309	Dm_00004274-RA	Aqcoe1G425700.4.p, Aqcoe1G425700.3.p, Aqcoe1G425700.2.p, Aqcoe1G425700.1.p
OG0001310	Dm_00019165-RA, Dm_00003597-RA, Dm_00004132-RA	Aqcoe1G341600.1.p, Aqcoe1G341600.2.p
OG0001311	Dm_00016942-RA, Dm_00017143-RA	Aqcoe1G424300.1.p
OG0001312	Dm_00016287-RA, Dm_00016932-RA, Dm_00004190-RA, Dm_00014747-RA	Aqcoe1G239400.1.p
OG0001313	Dm_00003293-RA, Dm_00003294-RA	Aqcoe1G079200.2.p, Aqcoe1G079200.1.p, Aqcoe1G079100.1.p
OG0001314	Dm_00017201-RA, Dm_00017200-RA	Aqcoe1G494000.1.p
OG0001315	Dm_00019157-RA	Aqcoe1G095000.2.p, Aqcoe1G095000.1.p
OG0001316	Dm_00004301-RA, Dm_00015523-RA, Dm_00015231-RA	Aqcoe1G478100.1.p
OG0001317	Dm_00004805-RA, Dm_00004804-RA, Dm_00006994-RA	Aqcoe1G337200.1.p
OG0001318	Dm_00006353-RA, Dm_00000056-RA, Dm_00002537-RA	Aqcoe1G082100.1.p
OG0001319	Dm_00007447-RA, Dm_00007879-RA	Aqcoe1G033000.1.p, Aqcoe1G033000.3.p, Aqcoe1G033000.2.p
OG0001320	Dm_00012921-RA	Aqcoe5G392900.1.p, Aqcoe5G393000.1.p
OG0001321	Dm_00015327-RA, Dm_00017879-RA, Dm_00008260-RA, Dm_00002369-RA	Aqcoe5G138300.1.p
OG0001322	Dm_00016043-RA, Dm_00012288-RA	Aqcoe3G177000.1.p
OG0001322	Dm_00014605-RA, Dm_00016044-RA	Aqcoe5G062800.2.p, Aqcoe5G062800.1.p
OG0001323	Dm_00016618-RA, Dm_00011852-RA, Dm_00013847-RA	Aqcoe5G110900.1.p, Aqcoe5G110900.3.p, Aqcoe5G110900.2.p, Aqcoe5G110900.4.p, Aqcoe5G427100.1.p
OG0001324	Dm_00004953-RA	Aqcoe5G184600.5.p, Aqcoe5G184600.1.p, Aqcoe5G184600.4.p, Aqcoe5G184600.3.p, Aqcoe5G184600.2.p
OG0001325	Dm_00012856-RA	Aqcoe5G007900.1.p, Aqcoe5G007900.4.p, Aqcoe5G007900.7.p, Aqcoe5G007900.6.p, Aqcoe5G007900.5.p, Aqcoe5G007900.3.p, Aqcoe5G007900.2.p
OG0001326	Dm_00018393-RA	Aqcoe3G069500.1.p
OG0001326	Dm_00009898-RA, Dm_00006954-RA	Aqcoe3G108500.1.p, Aqcoe3G069100.1.p
OG0001328	Dm_00000374-RA	Aqcoe3G408700.4.p, Aqcoe3G408700.1.p, Aqcoe3G408700.2.p, Aqcoe3G408700.5.p, Aqcoe3G408700.3.p, Aqcoe3G408700.6.p
OG0001329	Dm_00000235-RA, Dm_00012968-RA, Dm_00004666-RA	Aqcoe3G167600.1.p
OG0001335	Dm_00019715-RA	Aqcoe3G017500.1.p, Aqcoe4G069700.1.p
OG0001338	Dm_00015118-RA	Aqcoe5G241200.1.p, Aqcoe2G110100.1.p, Aqcoe3G157700.1.p, Aqcoe5G299400.1.p, Aqcoe3G341300.1.p, Aqcoe4G172100.1.p, Aqcoe2G172000.1.p, Aqcoe1G300700.1.p, Aqcoe1G251600.1.p, Aqcoe5G334900.1.p, Aqcoe7G149900.1.p, Aqcoe2G245300.1.p, Aqcoe4G072000.1.p, Aqcoe6G240500.1.p, Aqcoe2G182100.1.p, Aqcoe6G218100.1.p, Aqcoe4G233500.1.p, Aqcoe1G269200.1.p, Aqcoe7G386700.1.p, Aqcoe2G256100.1.p, Aqcoe2G080300.1.p, Aqcoe3G295900.1.p, Aqcoe4G172000.1.p, Aqcoe4G202700.1.p, Aqcoe3G185100.1.p, Aqcoe3G158600.1.p, Aqcoe1G282400.1.p, Aqcoe4G234500.1.p, Aqcoe7G198400.1.p, Aqcoe1G094700.1.p, Aqcoe6G153000.1.p, Aqcoe4G213200.1.p, Aqcoe3G188600.1.p, Aqcoe5G279800.1.p, Aqcoe7G263500.1.p, Aqcoe3G118400.1.p, Aqcoe2G157900.1.p, Aqcoe6G244900.1.p, Aqcoe2G107400.1.p, Aqcoe1G312900.1.p, Aqcoe5G245400.1.p, Aqcoe1G286000.1.p, Aqcoe5G234500.1.p, Aqcoe5G329400.1.p
OG0001339	Dm_00006524-RA, Dm_00001805-RA, Dm_00001624-RA	Aqcoe2G276800.1.p, Aqcoe2G202300.1.p
OG0001340	Dm_00010517-RA, Dm_00004334-RA	Aqcoe3G089200.1.p
OG0001341	Dm_00005281-RA, Dm_00008363-RA, Dm_00003557-RA	Aqcoe2G363700.1.p, Aqcoe2G363100.1.p, Aqcoe2G363100.2.p
OG0001342	Dm_00004566-RA	Aqcoe5G471500.1.p, Aqcoe2G106900.2.p, Aqcoe2G106900.1.p
OG0001343	Dm_00016121-RA, Dm_00000527-RA	Aqcoe5G055700.1.p, Aqcoe2G345000.1.p
OG0001344	Dm_00008464-RA, Dm_00008463-RA	Aqcoe2G172700.1.p, Aqcoe1G478700.1.p, Aqcoe1G478700.2.p, Aqcoe1G478700.3.p
OG0001346	Dm_00008824-RA, Dm_00003997-RA	Aqcoe2G299500.1.p
OG0001347	Dm_00017599-RA	Aqcoe2G253700.1.p, Aqcoe2G253700.2.p, Aqcoe4G245600.1.p
OG0001349	Dm_00004720-RA, Dm_00002017-RA	Aqcoe5G023100.1.p, Aqcoe5G023100.2.p, Aqcoe5G023100.3.p, Aqcoe2G378100.2.p, Aqcoe2G378100.1.p, Aqcoe2G378100.3.p
OG0001350	Dm_00000933-RA	Aqcoe2G389500.2.p, Aqcoe1G265200.1.p, Aqcoe2G389500.1.p
OG0001351	Dm_00015926-RA, Dm_00000481-RA	Aqcoe2G205900.6.p, Aqcoe2G205900.1.p, Aqcoe2G205900.4.p, Aqcoe2G205900.3.p, Aqcoe2G205900.5.p, Aqcoe2G205900.2.p
OG0001352	Dm_00017366-RA	Aqcoe2G339500.1.p
OG0001354	Dm_00021033-RA	Aqcoe2G021200.2.p, Aqcoe2G021200.1.p
OG0001356	Dm_00019569-RA	Aqcoe6G158800.1.p, Aqcoe6G158900.1.p, Aqcoe3G161000.1.p
OG0001356	Dm_00000278-RA	Aqcoe5G346200.1.p
OG0001357	Dm_00011102-RA, Dm_00002763-RA	Aqcoe6G096000.1.p, Aqcoe6G096000.2.p
OG0001358	Dm_00001247-RA	Aqcoe6G227400.1.p
OG0001358	Dm_00005227-RA	Aqcoe3G425900.1.p
OG0001359	Dm_00017799-RA	Aqcoe5G238700.3.p, Aqcoe5G238700.2.p, Aqcoe5G238700.4.p, Aqcoe5G238700.1.p
OG0001359	Dm_00020934-RA	Aqcoe6G027900.2.p, Aqcoe6G027900.4.p, Aqcoe6G027900.3.p, Aqcoe6G027900.1.p
OG0001360	Dm_00020722-RA, Dm_00015506-RA	Aqcoe6G075200.1.p
OG0001361	Dm_00000127-RA	Aqcoe6G241500.2.p, Aqcoe6G241500.1.p
OG0001362	Dm_00003351-RA, Dm_00003350-RA	Aqcoe5G202000.2.p, Aqcoe5G202000.1.p, Aqcoe6G107900.1.p, Aqcoe6G107900.2.p
OG0001363	Dm_00013041-RA, Dm_00006206-RA	Aqcoe6G086400.1.p, Aqcoe6G086400.3.p, Aqcoe6G086400.2.p
OG0001364	Dm_00003578-RA	Aqcoe4G312900.1.p
OG0001365	Dm_00019291-RA, Dm_00006894-RA	Aqcoe4G078600.1.p
OG0001367	Dm_00001130-RA, Dm_00009448-RA	Aqcoe4G045200.1.p, Aqcoe5G420100.1.p, Aqcoe5G420100.2.p, Aqcoe5G419600.3.p, Aqcoe0112s0001.1.p, Aqcoe7G078700.2.p, Aqcoe7G078700.1.p
OG0001368	Dm_00003882-RA, Dm_00013672-RA	Aqcoe3G079500.1.p, Aqcoe4G191700.1.p, Aqcoe4G192800.1.p
OG0001371	Dm_00019725-RA	Aqcoe7G102000.4.p, Aqcoe7G102000.3.p, Aqcoe7G102000.2.p, Aqcoe7G102000.5.p, Aqcoe7G102000.6.p, Aqcoe7G102000.1.p
OG0001372	Dm_00005355-RA	Aqcoe7G145100.1.p
OG0001372	Dm_00004183-RA	Aqcoe3G271200.1.p
OG0001373	Dm_00011719-RA	Aqcoe1G127900.1.p
OG0001373	Dm_00016260-RA	Aqcoe7G395200.2.p, Aqcoe7G395200.4.p, Aqcoe7G395200.3.p, Aqcoe7G395200.1.p
OG0001374	Dm_00007549-RA	Aqcoe7G284000.2.p, Aqcoe7G284000.1.p
OG0001375	Dm_00005063-RA	Aqcoe7G078200.1.p, Aqcoe7G078200.2.p
OG0001376	Dm_00011445-RA	Aqcoe3G024600.1.p
OG0001377	Dm_00003787-RA, Dm_00001622-RA	Aqcoe7G376400.1.p
OG0001378	Dm_00000778-RA, Dm_00001790-RA	Aqcoe1G449900.1.p
OG0001378	Dm_00017407-RA	Aqcoe7G050900.1.p
OG0001379	Dm_00001414-RA	Aqcoe7G108600.1.p
OG0001379	Dm_00008358-RA	Aqcoe7G108600.2.p
OG0001380	Dm_00000742-RA, Dm_00014429-RA	Aqcoe7G318800.1.p, Aqcoe7G318800.2.p, Aqcoe7G318800.3.p
OG0001381	Dm_00011205-RA	Aqcoe7G143900.1.p
OG0001382	Dm_00015630-RA, Dm_00002186-RA	Aqcoe7G359100.1.p
OG0001383	Dm_00002521-RA	Aqcoe7G287900.1.p
OG0001384	Dm_00020386-RA, Dm_00003066-RA	Aqcoe7G051100.2.p, Aqcoe7G051100.1.p
OG0001385	Dm_00019353-RA	Aqcoe1G207500.1.p
OG0001386	Dm_00010005-RA	Aqcoe1G010800.2.p, Aqcoe1G010800.1.p
OG0001387	Dm_00002141-RA	Aqcoe1G056000.2.p
OG0001387	Dm_00007676-RA, Dm_00018651-RA	Aqcoe1G056000.1.p
OG0001388	Dm_00013983-RA, Dm_00000859-RA, Dm_00006045-RA	Aqcoe1G280600.1.p, Aqcoe1G280600.2.p
OG0001389	Dm_00004216-RA	Aqcoe1G141400.2.p, Aqcoe1G141400.1.p, Aqcoe1G141400.3.p
OG0001390	Dm_00005855-RA	Aqcoe1G085000.1.p, Aqcoe1G085000.2.p
OG0001390	Dm_00017108-RA	Aqcoe1G085100.1.p
OG0001391	Dm_00011870-RA	Aqcoe5G328000.1.p, Aqcoe5G328200.1.p, Aqcoe5G328100.2.p, Aqcoe5G328100.1.p, Aqcoe5G328300.1.p
OG0001392	Dm_00000455-RA	Aqcoe5G464300.2.p, Aqcoe5G464300.1.p
OG0001394	Dm_00004794-RA	Aqcoe5G249200.2.p, Aqcoe5G249200.1.p
OG0001395	Dm_00001684-RA, Dm_00001440-RA	Aqcoe5G383100.2.p, Aqcoe5G383100.1.p, Aqcoe5G383100.3.p, Aqcoe5G383100.4.p, Aqcoe5G383100.5.p
OG0001396	Dm_00009455-RA	Aqcoe3G198200.1.p, Aqcoe5G353100.4.p, Aqcoe5G353100.3.p, Aqcoe5G353100.5.p, Aqcoe5G353100.1.p, Aqcoe5G353100.2.p
OG0001397	Dm_00017666-RA, Dm_00020073-RA	Aqcoe3G390300.1.p, Aqcoe3G390300.3.p, Aqcoe3G390300.2.p
OG0001397	Dm_00011587-RA	Aqcoe3G054300.2.p, Aqcoe3G054300.1.p
OG0001398	Dm_00008131-RA, Dm_00005877-RA, Dm_00017028-RA	Aqcoe3G134300.1.p, Aqcoe3G134200.1.p, Aqcoe3G435900.1.p
OG0001400	Dm_00010980-RA, Dm_00012385-RA	Aqcoe3G114300.1.p, Aqcoe3G299000.1.p
OG0001400	Dm_00017467-RA	Aqcoe3G114300.2.p
OG0001401	Dm_00008615-RA, Dm_00005688-RA	Aqcoe3G245500.1.p
OG0001402	Dm_00015343-RA, Dm_00012511-RA, Dm_00004622-RA	Aqcoe3G075600.1.p
OG0001403	Dm_00007798-RA	Aqcoe3G020600.2.p, Aqcoe3G020600.1.p
OG0001404	Dm_00015471-RA, Dm_00002594-RA	Aqcoe3G120300.1.p
OG0001405	Dm_00004760-RA, Dm_00016288-RA, Dm_00004764-RA, Dm_00019299-RA	Aqcoe3G007700.1.p, Aqcoe3G007700.2.p
OG0001406	Dm_00007130-RA, Dm_00002860-RA, Dm_00019182-RA	Aqcoe3G315800.1.p, Aqcoe3G315800.3.p, Aqcoe3G315800.2.p
OG0001419	Dm_00019168-RA	Aqcoe4G243000.1.p, Aqcoe5G057100.1.p, Aqcoe2G342500.2.p, Aqcoe2G342500.1.p, Aqcoe2G342400.1.p, Aqcoe2G342300.1.p, Aqcoe2G342100.1.p, Aqcoe7G138000.1.p, Aqcoe7G137900.1.p, Aqcoe6G196200.1.p, Aqcoe7G146600.1.p, Aqcoe4G266100.1.p, Aqcoe4G266600.1.p, Aqcoe4G266300.1.p, Aqcoe4G314500.1.p, Aqcoe4G314800.1.p
OG0001420	Dm_00007425-RA	Aqcoe1G110200.1.p, Aqcoe2G155400.1.p, Aqcoe2G156300.1.p, Aqcoe2G156300.2.p, Aqcoe6G304700.1.p, Aqcoe5G222400.1.p, Aqcoe2G155200.1.p, Aqcoe2G154200.1.p, Aqcoe2G154200.3.p, Aqcoe2G154200.2.p
OG0001420	Dm_00004928-RA	Aqcoe6G160900.1.p, Aqcoe3G431800.1.p, Aqcoe2G149000.1.p, Aqcoe4G177200.1.p, Aqcoe1G110100.1.p
OG0001421	Dm_00013788-RA	Aqcoe7G291200.1.p, Aqcoe1G368800.1.p, Aqcoe7G434800.1.p, Aqcoe6G322200.1.p, Aqcoe3G094400.1.p, Aqcoe6G272700.1.p, Aqcoe7G237300.1.p, Aqcoe4G193100.1.p, Aqcoe6G256500.1.p, Aqcoe5G272000.1.p, Aqcoe2G116300.1.p, Aqcoe7G047900.1.p, Aqcoe4G106900.1.p, Aqcoe2G073900.1.p, Aqcoe6G033000.1.p, Aqcoe4G208600.1.p, Aqcoe7G326800.1.p, Aqcoe6G211000.1.p, Aqcoe2G136500.1.p, Aqcoe5G286800.1.p, Aqcoe0315s0001.1.p
OG0001422	Dm_00013461-RA, Dm_00009893-RA	Aqcoe1G104600.3.p, Aqcoe1G104600.4.p, Aqcoe1G104600.2.p, Aqcoe1G104600.1.p, Aqcoe1G104600.5.p, Aqcoe2G226200.1.p
OG0001423	Dm_00009030-RA, Dm_00012567-RA, Dm_00005924-RA	Aqcoe2G422500.4.p, Aqcoe2G422500.3.p, Aqcoe2G422500.2.p, Aqcoe2G422500.1.p
OG0001424	Dm_00015773-RA, Dm_00009756-RA	Aqcoe2G432000.1.p
OG0001425	Dm_00003035-RA	Aqcoe5G209400.1.p, Aqcoe5G209800.1.p, Aqcoe4G166900.1.p
OG0001426	Dm_00006379-RA, Dm_00013817-RA	Aqcoe2G088200.1.p
OG0001427	Dm_00007555-RA, Dm_00001331-RA	Aqcoe1G220600.1.p, Aqcoe1G220900.2.p, Aqcoe2G132400.2.p, Aqcoe2G132400.1.p, Aqcoe1G220900.1.p, Aqcoe3G288600.1.p
OG0001428	Dm_00013528-RA	Aqcoe4G107500.1.p, Aqcoe4G107600.1.p
OG0001428	Dm_00006783-RA	Aqcoe2G331600.1.p
OG0001430	Dm_00010973-RA, Dm_00017651-RA	Aqcoe2G028500.1.p
OG0001431	Dm_00006193-RA, Dm_00016557-RA, Dm_00006192-RA	Aqcoe2G104100.2.p, Aqcoe2G104100.1.p
OG0001432	Dm_00018157-RA	Aqcoe2G021100.1.p
OG0001432	Dm_00009296-RA	Aqcoe5G448100.1.p
OG0001433	Dm_00000344-RA, Dm_00005035-RA, Dm_00000343-RA	Aqcoe1G191200.1.p, Aqcoe1G190700.1.p
OG0001433	Dm_00001821-RA, Dm_00008040-RA	Aqcoe2G266000.1.p
OG0001434	Dm_00003707-RA	Aqcoe7G012900.2.p, Aqcoe7G012900.1.p
OG0001435	Dm_00007426-RA	Aqcoe1G125800.1.p
OG0001437	Dm_00019917-RA	Aqcoe2G327500.1.p, Aqcoe2G327500.2.p
OG0001438	Dm_00009843-RA	Aqcoe2G422800.1.p
OG0001438	Dm_00001209-RA	Aqcoe7G223800.1.p
OG0001439	Dm_00000085-RA	Aqcoe7G390800.1.p, Aqcoe6G171700.1.p, Aqcoe7G275400.1.p
OG0001439	Dm_00004036-RA, Dm_00014978-RA	Aqcoe5G037700.1.p
OG0001441	Dm_00007882-RA, Dm_00018385-RA	Aqcoe6G087800.2.p, Aqcoe6G087800.1.p
OG0001442	Dm_00006473-RA	Aqcoe5G197300.1.p
OG0001443	Dm_00004589-RA, Dm_00005883-RA	Aqcoe6G066900.1.p, Aqcoe6G066900.2.p
OG0001444	Dm_00015068-RA	Aqcoe6G141300.1.p, Aqcoe6G141400.3.p, Aqcoe6G141400.2.p
OG0001445	Dm_00014327-RA, Dm_00014328-RA	Aqcoe0017s0002.1.p
OG0001446	Dm_00010546-RA, Dm_00007414-RA	Aqcoe4G302300.2.p, Aqcoe4G302300.1.p, Aqcoe1G378700.1.p
OG0001447	Dm_00001768-RA	Aqcoe4G205100.1.p, Aqcoe4G205000.1.p
OG0001448	Dm_00006466-RA, Dm_00001924-RA	Aqcoe4G261300.1.p, Aqcoe4G261100.1.p
OG0001449	Dm_00011699-RA	Aqcoe1G443500.1.p, Aqcoe4G194200.1.p
OG0001449	Dm_00003870-RA, Dm_00010748-RA	Aqcoe5G232500.1.p
OG0001450	Dm_00005286-RA, Dm_00004092-RA, Dm_00004510-RA	Aqcoe4G043800.1.p
OG0001451	Dm_00002884-RA	Aqcoe5G297600.1.p, Aqcoe5G297600.11.p, Aqcoe5G297600.7.p, Aqcoe5G297600.6.p, Aqcoe5G297600.9.p, Aqcoe5G297600.5.p, Aqcoe5G297600.4.p, Aqcoe5G297600.2.p, Aqcoe5G297600.8.p, Aqcoe5G297600.12.p, Aqcoe5G297600.10.p, Aqcoe5G297600.3.p, Aqcoe0335s0001.2.p, Aqcoe0009s0001.1.p, Aqcoe4G306100.1.p, Aqcoe0335s0001.1.p, Aqcoe0335s0001.3.p, Aqcoe0335s0001.4.p
OG0001452	Dm_00001926-RA, Dm_00009938-RA	Aqcoe4G263700.1.p, Aqcoe4G263700.2.p
OG0001453	Dm_00002679-RA, Dm_00001531-RA	Aqcoe1G374600.3.p, Aqcoe1G374600.1.p, Aqcoe1G374600.2.p, Aqcoe4G310900.1.p
OG0001454	Dm_00014917-RA, Dm_00020564-RA, Dm_00008630-RA	Aqcoe1G260600.1.p, Aqcoe4G096300.1.p
OG0001455	Dm_00009053-RA	Aqcoe4G285100.2.p, Aqcoe4G285100.1.p
OG0001456	Dm_00018803-RA, Dm_00003074-RA, Dm_00012607-RA	Aqcoe7G046200.1.p
OG0001457	Dm_00005104-RA, Dm_00018220-RA, Dm_00006177-RA, Dm_00018648-RA	Aqcoe1G384600.1.p, Aqcoe1G384600.2.p, Aqcoe7G312300.1.p
OG0001458	Dm_00003492-RA	Aqcoe7G145000.3.p, Aqcoe7G145000.5.p, Aqcoe7G145000.1.p, Aqcoe7G145000.2.p, Aqcoe7G145000.4.p
OG0001459	Dm_00007296-RA, Dm_00007297-RA	Aqcoe7G386900.1.p
OG0001460	Dm_00004175-RA, Dm_00001490-RA	Aqcoe7G002500.1.p, Aqcoe7G002500.2.p
OG0001460	Dm_00000434-RA, Dm_00000174-RA	Aqcoe5G462100.1.p
OG0001461	Dm_00012495-RA, Dm_00006682-RA, Dm_00012472-RA, Dm_00003345-RA	Aqcoe7G030800.3.p, Aqcoe7G030800.1.p, Aqcoe7G030800.2.p
OG0001462	Dm_00004005-RA	Aqcoe7G020000.1.p
OG0001463	Dm_00016246-RA	Aqcoe7G052200.1.p
OG0001464	Dm_00014338-RA, Dm_00019230-RA	Aqcoe7G143500.1.p
OG0001464	Dm_00007977-RA	Aqcoe3G350500.1.p
OG0001465	Dm_00016184-RA	Aqcoe3G248500.1.p, Aqcoe3G248500.4.p, Aqcoe3G248500.3.p, Aqcoe3G248500.2.p
OG0001465	Dm_00019095-RA	Aqcoe7G095100.1.p
OG0001466	Dm_00004360-RA	Aqcoe7G048900.1.p, Aqcoe5G426200.1.p
OG0001467	Dm_00015873-RA, Dm_00010692-RA	Aqcoe7G047200.2.p, Aqcoe7G047200.1.p
OG0001468	Dm_00012527-RA, Dm_00012528-RA	Aqcoe1G446400.1.p
OG0001469	Dm_00003586-RA, Dm_00004120-RA	Aqcoe1G390700.3.p, Aqcoe1G390700.1.p, Aqcoe1G390700.2.p
OG0001470	Dm_00011365-RA, Dm_00000777-RA	Aqcoe1G450000.1.p
OG0001471	Dm_00004534-RA, Dm_00017331-RA	Aqcoe1G186800.1.p
OG0001472	Dm_00000352-RA	Aqcoe1G205500.1.p, Aqcoe1G201900.1.p
OG0001473	Dm_00007712-RA	Aqcoe1G140400.1.p
OG0001474	Dm_00016221-RA, Dm_00017384-RA	Aqcoe5G129900.1.p
OG0001475	Dm_00006000-RA, Dm_00003033-RA	Aqcoe1G487300.2.p, Aqcoe1G487300.1.p
OG0001476	Dm_00018075-RA	Aqcoe1G142900.4.p, Aqcoe1G142900.1.p, Aqcoe1G142900.3.p, Aqcoe1G142900.2.p
OG0001477	Dm_00007684-RA, Dm_00001109-RA	Aqcoe1G166400.1.p
OG0001478	Dm_00010382-RA	Aqcoe1G127700.1.p
OG0001478	Dm_00004308-RA	Aqcoe1G472300.1.p
OG0001479	Dm_00020230-RA, Dm_00007221-RA	Aqcoe1G278800.1.p
OG0001480	Dm_00004487-RA, Dm_00008781-RA, Dm_00002202-RA	Aqcoe1G048500.3.p, Aqcoe1G048500.2.p, Aqcoe1G048500.1.p
OG0001481	Dm_00010180-RA, Dm_00007262-RA, Dm_00019076-RA	Aqcoe1G017400.1.p
OG0001482	Dm_00001307-RA	Aqcoe5G239300.1.p
OG0001483	Dm_00001914-RA	Aqcoe3G119700.1.p, Aqcoe3G119700.2.p, Aqcoe1G199200.1.p
