Orthogroup	A_thaliana.proteins	L_sativa.proteins
OG0000339	AT2G13790.1, AT2G13800.4, AT2G13800.2, AT2G13800.3, AT2G13800.1, AT4G33430.1, AT4G33430.2	Lsat_1_v5_gn_7_79861.1, Lsat_1_v5_gn_7_79861.2, Lsat_1_v5_gn_9_117641.1, Lsat_1_v5_gn_9_117641.2, Lsat_1_v5_gn_9_117520.1, Lsat_1_v5_gn_9_117561.2, Lsat_1_v5_gn_9_117561.5, Lsat_1_v5_gn_9_117581.2, Lsat_1_v5_gn_9_117581.1, Lsat_1_v5_gn_9_117621.3, Lsat_1_v5_gn_9_117621.1
OG0000340	AT1G49390.1, AT1G49390.2, AT5G20400.1, AT5G20550.1, AT5G54000.2, AT5G54000.1	Lsat_1_v5_gn_8_62761.5, Lsat_1_v5_gn_8_62761.4, Lsat_1_v5_gn_8_62761.1
OG0000342	AT5G25880.2, AT5G25880.1, AT5G11670.1, AT2G19900.1, AT2G19900.2	Lsat_1_v5_gn_6_22920.2, Lsat_1_v5_gn_6_22920.1, Lsat_1_v5_gn_5_32561.1
OG0000342	AT1G79750.1	Lsat_1_v5_gn_4_99780.6, Lsat_1_v5_gn_1_36941.1
OG0000343	AT1G21610.4, AT1G21610.5, AT1G21610.6, AT1G21610.2, AT1G21610.1, AT1G21610.3, AT1G77310.2, AT1G77310.1	Lsat_1_v5_gn_5_70161.1, Lsat_1_v5_gn_1_7800.1, Lsat_1_v5_gn_6_110261.1
OG0000345	AT5G47650.4, AT5G47650.2, AT5G47650.1, AT5G47650.5, AT5G47650.3	Lsat_1_v5_gn_5_1841.1, Lsat_1_v5_gn_5_1841.2, Lsat_1_v5_gn_5_1821.2, Lsat_1_v5_gn_5_1821.1
OG0000346	AT1G67580.2, AT1G67580.1	Lsat_1_v5_gn_8_149701.3, Lsat_1_v5_gn_8_149701.1
OG0000346	AT5G63370.5, AT5G63370.10, AT5G63370.4, AT5G63370.1, AT5G63370.7, AT5G63370.6, AT5G63370.8, AT5G63370.9, AT5G63370.3, AT5G63370.2	Lsat_1_v5_gn_4_76420.2, Lsat_1_v5_gn_4_76420.1
OG0000347	AT1G34510.1, AT4G26010.2, AT4G26010.1, AT5G17820.2, AT5G17820.1, AT3G03670.1, AT5G22410.1	Lsat_1_v5_gn_6_39000.1, Lsat_1_v5_gn_6_39061.1, Lsat_1_v5_gn_6_39020.1, Lsat_1_v5_gn_6_39081.1
OG0000348	AT1G30700.1	Lsat_1_v5_gn_3_107800.1, Lsat_1_v5_gn_3_107501.1, Lsat_1_v5_gn_3_107800.3, Lsat_1_v5_gn_3_107581.1, Lsat_1_v5_gn_3_107740.1, Lsat_1_v5_gn_7_49380.1, Lsat_1_v5_gn_7_49380.2
OG0000348	AT4G20830.2, AT4G20830.1, AT4G20840.1	Lsat_1_v5_gn_8_42841.1, Lsat_1_v5_gn_8_42821.1
OG0000349	AT2G38300.1	Lsat_1_v5_gn_5_173201.2, Lsat_1_v5_gn_5_173201.3, Lsat_1_v5_gn_5_173201.1, Lsat_1_v5_gn_9_60961.1, Lsat_1_v5_gn_9_60961.3, Lsat_1_v5_gn_2_123620.1
OG0000351	AT1G77810.1, AT1G77810.2, AT1G22015.1	Lsat_1_v5_gn_5_68320.3, Lsat_1_v5_gn_5_68320.1, Lsat_1_v5_gn_3_126161.1, Lsat_1_v5_gn_3_126161.3
OG0000351	AT1G32930.1	Lsat_1_v5_gn_6_83020.1, Lsat_1_v5_gn_6_83020.2
OG0000351	AT1G33430.2, AT1G33430.3, AT1G33430.1	Lsat_1_v5_gn_4_132000.1, Lsat_1_v5_gn_4_132000.2, Lsat_1_v5_gn_5_178681.3, Lsat_1_v5_gn_5_178681.1
OG0000352	AT1G41830.1, AT1G76160.1, AT1G21850.1, AT1G21860.1	Lsat_1_v5_gn_9_46580.2, Lsat_1_v5_gn_9_46580.1, Lsat_1_v5_gn_8_28181.1
OG0000352	AT4G22010.1	Lsat_1_v5_gn_7_16420.3, Lsat_1_v5_gn_7_16420.1
OG0000353	AT3G13080.2, AT3G13080.4, AT3G13080.3, AT3G13080.5, AT3G13080.1, AT3G13100.1, AT3G13100.2, AT3G13090.1	Lsat_1_v5_gn_9_91081.1, Lsat_1_v5_gn_9_91081.3, Lsat_1_v5_gn_9_91081.4, Lsat_1_v5_gn_0_42660.1, Lsat_1_v5_gn_0_42660.2, Lsat_1_v5_gn_0_42660.3
OG0000354	AT2G44890.1, AT2G44890.2, AT2G45510.1	Lsat_1_v5_gn_8_7861.1, Lsat_1_v5_gn_8_7861.2, Lsat_1_v5_gn_2_129860.2, Lsat_1_v5_gn_2_129860.5, Lsat_1_v5_gn_2_129860.1, Lsat_1_v5_gn_3_135541.1, Lsat_1_v5_gn_3_135541.3, Lsat_1_v5_gn_3_134041.1, Lsat_1_v5_gn_3_134041.3, Lsat_1_v5_gn_3_134041.2, Lsat_1_v5_gn_8_74200.1, Lsat_1_v5_gn_3_134400.1, Lsat_1_v5_gn_3_134400.3, Lsat_1_v5_gn_8_52880.1, Lsat_1_v5_gn_7_71440.1, Lsat_1_v5_gn_9_19341.2, Lsat_1_v5_gn_9_19341.1, Lsat_1_v5_gn_9_19401.3, Lsat_1_v5_gn_9_19401.1, Lsat_1_v5_gn_3_133140.1, Lsat_1_v5_gn_3_133140.3
OG0000360	AT5G04180.1	Lsat_1_v5_gn_1_51381.1, Lsat_1_v5_gn_1_51381.2, Lsat_1_v5_gn_1_51401.1, Lsat_1_v5_gn_1_51421.1
OG0000360	AT1G08065.1, AT1G08080.1, AT2G28210.1, AT2G28210.2	Lsat_1_v5_gn_1_63920.1, Lsat_1_v5_gn_1_63880.3, Lsat_1_v5_gn_1_63880.1, Lsat_1_v5_gn_1_63840.1
OG0000361	ATCG00170.1	Lsat_1_v5_gn_9_5941.1, Lsat_1_v5_gn_9_5941.3
OG0000362	AT5G21150.1, AT2G27040.2, AT2G27040.1	Lsat_1_v5_gn_3_116161.2, Lsat_1_v5_gn_3_116161.3, Lsat_1_v5_gn_3_116161.1, Lsat_1_v5_gn_3_115620.1
OG0000362	AT2G32940.1	Lsat_1_v5_gn_9_106140.2, Lsat_1_v5_gn_9_106140.1
OG0000363	AT2G32750.2, AT2G32750.1	Lsat_1_v5_gn_5_170001.1
OG0000363	AT2G20370.1	Lsat_1_v5_gn_9_11561.1, Lsat_1_v5_gn_9_11581.3, Lsat_1_v5_gn_9_11581.1, Lsat_1_v5_gn_5_181120.3, Lsat_1_v5_gn_5_181120.1
OG0000364	AT1G69770.1	Lsat_1_v5_gn_4_68381.1
OG0000364	AT1G80740.1	Lsat_1_v5_gn_6_36561.3, Lsat_1_v5_gn_6_36561.1
OG0000364	AT4G19020.2, AT4G19020.1	Lsat_1_v5_gn_5_63821.1, Lsat_1_v5_gn_5_63821.2
OG0000365	AT1G03495.1, AT1G03940.1	Lsat_1_v5_gn_1_110780.1, Lsat_1_v5_gn_8_131420.1, Lsat_1_v5_gn_8_131480.1, Lsat_1_v5_gn_8_126061.1, Lsat_1_v5_gn_8_125161.3, Lsat_1_v5_gn_8_125161.1, Lsat_1_v5_gn_3_46740.1, Lsat_1_v5_gn_8_130961.1, Lsat_1_v5_gn_8_131440.1, Lsat_1_v5_gn_8_138200.1, Lsat_1_v5_gn_8_138001.2, Lsat_1_v5_gn_8_138001.1, Lsat_1_v5_gn_8_130860.2, Lsat_1_v5_gn_8_130860.1, Lsat_1_v5_gn_3_40600.1, Lsat_1_v5_gn_2_39501.1, Lsat_1_v5_gn_2_39521.1, Lsat_1_v5_gn_2_39381.1, Lsat_1_v5_gn_8_131040.1, Lsat_1_v5_gn_8_107560.1
OG0000366	AT2G14820.1, AT2G14820.2	Lsat_1_v5_gn_5_114320.2, Lsat_1_v5_gn_5_114320.1, Lsat_1_v5_gn_5_114320.3, Lsat_1_v5_gn_9_112340.3, Lsat_1_v5_gn_9_112340.1
OG0000366	AT4G37590.1	Lsat_1_v5_gn_4_160900.1
OG0000367	AT1G07350.2, AT1G07350.3, AT1G07350.6, AT1G07350.4, AT1G07350.1, AT1G07350.5	Lsat_1_v5_gn_9_25580.3, Lsat_1_v5_gn_9_25580.1
OG0000367	AT4G35785.2	Lsat_1_v5_gn_2_75300.1, Lsat_1_v5_gn_2_75300.2, Lsat_1_v5_gn_2_75300.3
OG0000368	AT4G39140.5, AT4G39140.2, AT4G39140.1, AT4G39140.3, AT4G39140.4, AT2G21500.1, AT2G21500.2	Lsat_1_v5_gn_5_120501.1, Lsat_1_v5_gn_7_91580.1
OG0000369	AT1G78580.1, AT1G78580.3, AT1G78580.4, AT1G78580.2	Lsat_1_v5_gn_9_101701.1, Lsat_1_v5_gn_9_101701.3, Lsat_1_v5_gn_7_100120.3, Lsat_1_v5_gn_7_100120.1, Lsat_1_v5_gn_6_77481.2, Lsat_1_v5_gn_6_77481.1
OG0000369	AT4G27550.1, AT4G27550.2, AT1G16980.2, AT1G16980.1, AT1G17000.1, AT4G27565.1	Lsat_1_v5_gn_1_112320.2, Lsat_1_v5_gn_1_112320.1, Lsat_1_v5_gn_5_21081.2, Lsat_1_v5_gn_1_112320.3, Lsat_1_v5_gn_7_26240.1, Lsat_1_v5_gn_7_26240.2
OG0000370	AT2G24120.2, AT2G24120.1	Lsat_1_v5_gn_5_89101.1, Lsat_1_v5_gn_5_89101.3
OG0000370	AT5G15700.2, AT5G15700.1	Lsat_1_v5_gn_4_174081.1
OG0000371	AT3G09710.1, AT3G09710.2, AT5G03040.1, AT5G03040.3, AT5G03040.2	Lsat_1_v5_gn_6_29941.3, Lsat_1_v5_gn_6_29941.1, Lsat_1_v5_gn_6_29941.2, Lsat_1_v5_gn_2_109500.3, Lsat_1_v5_gn_2_109500.1, Lsat_1_v5_gn_1_53921.1, Lsat_1_v5_gn_1_53921.3
OG0000372	AT3G27260.1, AT3G27260.3, AT3G27260.2, AT3G27260.4, AT5G14270.3, AT5G14270.1, AT5G14270.2, AT3G01770.2, AT3G01770.1	Lsat_1_v5_gn_0_23481.3, Lsat_1_v5_gn_0_23481.1, Lsat_1_v5_gn_4_185560.1, Lsat_1_v5_gn_4_185560.2
OG0000372	AT5G63320.3, AT5G63320.2, AT5G63320.1	Lsat_1_v5_gn_1_29601.1, Lsat_1_v5_gn_0_26940.1
OG0000375	AT2G46860.1, AT1G01050.1, AT1G01050.2, AT4G01480.2, AT4G01480.1	Lsat_1_v5_gn_6_82681.2, Lsat_1_v5_gn_6_11381.1
OG0000375	AT3G53620.1	Lsat_1_v5_gn_6_32441.1, Lsat_1_v5_gn_1_55841.3, Lsat_1_v5_gn_1_55841.1
OG0000377	AT3G05600.1	Lsat_1_v5_gn_7_73040.1, Lsat_1_v5_gn_7_73040.3
OG0000377	AT4G02340.1	Lsat_1_v5_gn_9_5560.1
OG0000378	AT4G09640.1, AT1G34470.1, AT1G71900.2, AT1G71900.1	Lsat_1_v5_gn_7_79281.1, Lsat_1_v5_gn_9_120840.1, Lsat_1_v5_gn_9_120840.2
OG0000378	AT4G13800.9, AT4G13800.7, AT4G13800.4, AT4G13800.3, AT4G13800.2, AT4G13800.6, AT4G13800.1, AT4G13800.8, AT4G13800.5, AT4G13800.10, AT3G23870.1, AT3G23870.4, AT3G23870.5, AT3G23870.2, AT3G23870.3	Lsat_1_v5_gn_6_59401.1, Lsat_1_v5_gn_6_59381.1, Lsat_1_v5_gn_6_59381.2, Lsat_1_v5_gn_6_59381.3, Lsat_1_v5_gn_2_45721.1, Lsat_1_v5_gn_2_45721.3, Lsat_1_v5_gn_2_45721.2
OG0000379	AT4G14350.3, AT4G14350.2, AT4G14350.1, AT4G14350.4	Lsat_1_v5_gn_3_117501.1, Lsat_1_v5_gn_3_117501.2
OG0000379	AT2G20470.3, AT2G20470.2, AT2G20470.1	Lsat_1_v5_gn_9_10540.1, Lsat_1_v5_gn_9_10540.2, Lsat_1_v5_gn_9_10540.3, Lsat_1_v5_gn_8_92421.1
OG0000380	AT4G16143.1, AT4G16143.2, AT3G06720.1, AT3G06720.2	Lsat_1_v5_gn_6_19360.1, Lsat_1_v5_gn_6_19360.2, Lsat_1_v5_gn_6_115300.1, Lsat_1_v5_gn_1_44140.1, Lsat_1_v5_gn_1_44140.3
OG0000380	AT1G32880.1	Lsat_1_v5_gn_7_37761.2, Lsat_1_v5_gn_7_37761.3
OG0000380	AT4G02150.1	Lsat_1_v5_gn_5_102281.3, Lsat_1_v5_gn_5_102281.1, Lsat_1_v5_gn_8_59861.3, Lsat_1_v5_gn_8_59861.1
OG0000381	AT4G18530.2, AT4G18530.3, AT4G18530.1	Lsat_1_v5_gn_7_77500.1, Lsat_1_v5_gn_7_77500.2, Lsat_1_v5_gn_7_77500.3
OG0000381	AT4G12840.2, AT4G12840.1, AT4G12840.3	Lsat_1_v5_gn_8_98440.3, Lsat_1_v5_gn_8_98440.1
OG0000382	AT1G79820.3, AT1G79820.5, AT1G79820.1, AT1G79820.2, AT1G79820.4	Lsat_1_v5_gn_4_102640.1, Lsat_1_v5_gn_4_102640.3
OG0000382	AT1G67300.7, AT1G67300.6, AT1G67300.4, AT1G67300.5, AT1G67300.3, AT1G67300.1, AT1G67300.2	Lsat_1_v5_gn_7_42081.2, Lsat_1_v5_gn_7_42081.1, Lsat_1_v5_gn_7_42081.3
OG0000383	AT5G20230.1	Lsat_1_v5_gn_1_79001.1, Lsat_1_v5_gn_1_78981.1, Lsat_1_v5_gn_8_62161.1, Lsat_1_v5_gn_8_62860.1, Lsat_1_v5_gn_8_59261.1, Lsat_1_v5_gn_7_5501.1, Lsat_1_v5_gn_4_51161.1, Lsat_1_v5_gn_4_51660.1, Lsat_1_v5_gn_4_51221.1, Lsat_1_v5_gn_6_44421.2, Lsat_1_v5_gn_6_44421.1, Lsat_1_v5_gn_0_28600.1
OG0000384	AT5G45820.1	Lsat_1_v5_gn_1_111681.1, Lsat_1_v5_gn_4_48881.1
OG0000384	AT5G01810.2, AT5G01810.1, AT5G01810.3	Lsat_1_v5_gn_9_59260.1
OG0000384	AT5G07070.1, AT5G58380.1	Lsat_1_v5_gn_5_175241.4, Lsat_1_v5_gn_5_175241.1, Lsat_1_v5_gn_9_14241.1
OG0000385	AT1G15170.2, AT1G15180.2, AT1G15180.1, AT1G15170.1	Lsat_1_v5_gn_8_41720.1, Lsat_1_v5_gn_4_15781.3, Lsat_1_v5_gn_4_15781.1
OG0000385	AT2G04080.2, AT2G04080.1, AT2G04070.1, AT2G04050.1, AT2G04040.1	Lsat_1_v5_gn_2_20701.1, Lsat_1_v5_gn_2_20701.2, Lsat_1_v5_gn_3_82881.1
OG0000387	AT4G03625.1	Lsat_1_v5_gn_1_7501.3, Lsat_1_v5_gn_1_7501.1, Lsat_1_v5_gn_1_7640.3, Lsat_1_v5_gn_1_7640.1, Lsat_1_v5_gn_1_7600.1, Lsat_1_v5_gn_1_7600.2, Lsat_1_v5_gn_1_7560.1, Lsat_1_v5_gn_1_7620.1, Lsat_1_v5_gn_1_7620.3, Lsat_1_v5_gn_2_66360.1, Lsat_1_v5_gn_7_22561.1
OG0000387	AT4G05460.1, AT4G05490.1, AT4G05497.1, AT5G52480.2, AT5G52480.1, AT4G03630.1, AT4G05470.1, AT4G05475.1	Lsat_1_v5_gn_7_32101.1, Lsat_1_v5_gn_7_32500.1, Lsat_1_v5_gn_7_32500.3, Lsat_1_v5_gn_7_29241.3, Lsat_1_v5_gn_7_29241.1, Lsat_1_v5_gn_7_29241.2, Lsat_1_v5_gn_7_29301.1, Lsat_1_v5_gn_7_32380.1, Lsat_1_v5_gn_7_32400.1, Lsat_1_v5_gn_7_32661.1, Lsat_1_v5_gn_7_32661.2, Lsat_1_v5_gn_7_32521.2, Lsat_1_v5_gn_7_32521.1, Lsat_1_v5_gn_7_32621.1, Lsat_1_v5_gn_7_32261.2, Lsat_1_v5_gn_7_32261.1, Lsat_1_v5_gn_7_32121.2, Lsat_1_v5_gn_7_32121.1, Lsat_1_v5_gn_7_32141.1
OG0000388	AT1G04430.3, AT1G04430.2, AT1G04430.1, AT3G23300.1, AT3G23300.2, AT4G14360.2, AT4G14360.1	Lsat_1_v5_gn_3_117520.1
OG0000389	AT5G50860.1, AT5G50860.2	Lsat_1_v5_gn_5_10481.1, Lsat_1_v5_gn_5_10481.3, Lsat_1_v5_gn_4_83401.1, Lsat_1_v5_gn_4_83401.2
OG0000390	AT3G04580.2, AT3G04580.1	Lsat_1_v5_gn_0_18100.2, Lsat_1_v5_gn_0_18100.1
OG0000390	AT3G23150.2, AT3G23150.1	Lsat_1_v5_gn_3_122401.3, Lsat_1_v5_gn_3_122401.1, Lsat_1_v5_gn_5_72101.1
OG0000391	AT3G26040.1	Lsat_1_v5_gn_6_20801.1, Lsat_1_v5_gn_2_5301.1, Lsat_1_v5_gn_2_5341.1, Lsat_1_v5_gn_2_5401.1, Lsat_1_v5_gn_2_5381.1, Lsat_1_v5_gn_2_5241.1, Lsat_1_v5_gn_2_4121.1, Lsat_1_v5_gn_9_45161.3, Lsat_1_v5_gn_9_45161.4, Lsat_1_v5_gn_9_45161.1
OG0000392	AT2G33620.4, AT2G33620.3, AT2G33620.2, AT2G33620.1	Lsat_1_v5_gn_8_27601.1, Lsat_1_v5_gn_8_27601.3
OG0000392	AT4G17950.1, AT5G46640.1	Lsat_1_v5_gn_3_16860.1, Lsat_1_v5_gn_3_16860.3, Lsat_1_v5_gn_6_78660.2, Lsat_1_v5_gn_6_78660.3, Lsat_1_v5_gn_6_78660.1
OG0000393	AT4G37940.4, AT4G37940.2, AT4G37940.1, AT4G37940.3, AT2G22630.2, AT2G22630.1	Lsat_1_v5_gn_3_81820.2, Lsat_1_v5_gn_3_81820.1
OG0000393	AT3G57230.5, AT3G57230.3, AT3G57230.1, AT3G57230.4, AT3G57230.2	Lsat_1_v5_gn_6_107221.4, Lsat_1_v5_gn_5_111041.1, Lsat_1_v5_gn_5_111041.3
OG0000394	AT5G23990.2, AT5G23980.1, AT5G23990.1, AT5G23990.3	Lsat_1_v5_gn_2_131181.1
OG0000394	AT1G01580.1, AT1G01580.2, AT1G23020.7, AT1G23020.3, AT1G23020.4, AT1G23020.6, AT1G23020.1, AT1G23020.5, AT1G23020.2, AT1G01590.1	Lsat_1_v5_gn_7_3401.3, Lsat_1_v5_gn_7_3401.1, Lsat_1_v5_gn_7_3381.1, Lsat_1_v5_gn_7_3381.3
OG0000395	AT4G00710.2, AT4G00710.1	Lsat_1_v5_gn_4_36301.1, Lsat_1_v5_gn_4_36301.2, Lsat_1_v5_gn_4_36301.3, Lsat_1_v5_gn_3_137040.1
OG0000395	AT5G41260.1, AT1G63500.1	Lsat_1_v5_gn_3_7321.1, Lsat_1_v5_gn_6_87280.1, Lsat_1_v5_gn_6_87280.3
OG0000395	AT3G54030.1, AT5G59010.1, AT5G59010.2	Lsat_1_v5_gn_9_25220.1
OG0000396	AT5G20060.4, AT5G20060.3, AT5G20060.2, AT5G20060.1	Lsat_1_v5_gn_8_57300.1, Lsat_1_v5_gn_8_57300.2
OG0000396	AT3G15650.1, AT3G15650.2, AT3G15650.3, AT1G52700.4, AT1G52700.5, AT1G52700.2, AT1G52700.3, AT1G52700.6, AT1G52700.1	Lsat_1_v5_gn_4_106341.1, Lsat_1_v5_gn_4_106341.2, Lsat_1_v5_gn_1_33581.1
OG0000397	AT3G25150.1, AT3G25150.2	Lsat_1_v5_gn_5_177501.1, Lsat_1_v5_gn_5_177501.2, Lsat_1_v5_gn_8_89240.1, Lsat_1_v5_gn_8_89240.2
OG0000397	AT5G60980.4, AT5G60980.3, AT5G60980.2, AT5G60980.1	Lsat_1_v5_gn_5_22601.1, Lsat_1_v5_gn_5_22601.2
OG0000398	AT3G10185.1	Lsat_1_v5_gn_9_31921.1
OG0000398	AT3G02885.1	Lsat_1_v5_gn_2_69401.1
OG0000398	AT5G15230.1, AT5G15230.2	Lsat_1_v5_gn_2_90361.1, Lsat_1_v5_gn_3_101621.1
OG0000399	AT5G19120.1	Lsat_1_v5_gn_8_110081.3, Lsat_1_v5_gn_8_110081.1, Lsat_1_v5_gn_8_161920.1
OG0000399	AT1G03220.1, AT1G03230.1	Lsat_1_v5_gn_9_4161.1
OG0000400	AT1G56210.1	Lsat_1_v5_gn_5_53640.1, Lsat_1_v5_gn_5_53640.3
OG0000400	AT5G19090.1, AT5G19090.4, AT5G19090.5, AT5G19090.2, AT5G19090.3, AT3G06130.2, AT3G06130.1	Lsat_1_v5_gn_7_68501.3, Lsat_1_v5_gn_7_68501.1, Lsat_1_v5_gn_7_68501.4
OG0000401	AT2G44065.2, AT2G44065.1, AT2G44065.3	Lsat_1_v5_gn_1_78540.5, Lsat_1_v5_gn_1_78540.2
OG0000401	ATCG00820.1	Lsat_1_v5_gn_7_110000.1, Lsat_1_v5_gn_5_50501.1
OG0000402	AT2G03760.1	Lsat_1_v5_gn_1_97101.1, Lsat_1_v5_gn_6_54961.1, Lsat_1_v5_gn_6_54961.3
OG0000402	AT3G51210.1	Lsat_1_v5_gn_1_101420.2
OG0000403	AT1G76680.2, AT1G76680.1, AT1G76690.1	Lsat_1_v5_gn_4_68641.1, Lsat_1_v5_gn_4_68661.1, Lsat_1_v5_gn_4_68621.1, Lsat_1_v5_gn_4_68701.1
OG0000403	AT1G17990.2, AT1G17990.1, AT1G18020.1	Lsat_1_v5_gn_7_75581.1, Lsat_1_v5_gn_7_75581.3, Lsat_1_v5_gn_7_75541.1
OG0000404	AT4G02020.3, AT4G02020.2, AT4G02020.4, AT4G02020.1	Lsat_1_v5_gn_8_166720.1, Lsat_1_v5_gn_8_166720.2
OG0000404	AT2G23380.2, AT2G23380.1	Lsat_1_v5_gn_2_85201.1, Lsat_1_v5_gn_4_165081.1
OG0000405	AT4G11410.2, AT4G11410.1, AT4G23430.3, AT4G23430.4, AT4G23430.1, AT4G23430.2, AT4G23420.1, AT4G23420.2, AT4G23420.3, AT4G23420.4, AT4G23420.5	Lsat_1_v5_gn_8_7281.1, Lsat_1_v5_gn_8_7281.3, Lsat_1_v5_gn_3_7221.1, Lsat_1_v5_gn_6_86521.1, Lsat_1_v5_gn_6_86521.5, Lsat_1_v5_gn_9_55200.1, Lsat_1_v5_gn_9_55200.3
OG0000406	AT5G65700.2, AT5G65700.1, AT3G49670.1	Lsat_1_v5_gn_4_159241.3, Lsat_1_v5_gn_4_159241.1, Lsat_1_v5_gn_2_81641.1, Lsat_1_v5_gn_3_85401.1
OG0000406	AT4G20270.1	Lsat_1_v5_gn_8_107600.3, Lsat_1_v5_gn_8_107600.1
OG0000406	AT1G75820.1	Lsat_1_v5_gn_8_30001.1, Lsat_1_v5_gn_8_30001.3, Lsat_1_v5_gn_2_12620.1, Lsat_1_v5_gn_2_12620.2
OG0000407	AT4G17230.1, AT4G17230.2	Lsat_1_v5_gn_4_63220.1
OG0000407	AT2G04890.1	Lsat_1_v5_gn_5_122860.1
OG0000407	AT5G48150.1, AT5G48150.2, AT5G48150.4, AT5G48150.3	Lsat_1_v5_gn_5_8041.1, Lsat_1_v5_gn_5_8041.5, Lsat_1_v5_gn_7_113940.1
OG0000409	AT4G32551.2, AT4G32551.1	Lsat_1_v5_gn_5_32800.1, Lsat_1_v5_gn_5_32800.2, Lsat_1_v5_gn_5_32800.3, Lsat_1_v5_gn_6_22840.1, Lsat_1_v5_gn_6_22840.2
OG0000410	AT3G21180.1	Lsat_1_v5_gn_4_88560.2, Lsat_1_v5_gn_4_88560.1
OG0000410	AT4G29900.1, AT4G29900.2, AT5G57110.3, AT5G57110.1, AT5G57110.2	Lsat_1_v5_gn_8_68280.1, Lsat_1_v5_gn_8_68280.2, Lsat_1_v5_gn_5_84040.1
OG0000411	AT4G14760.4, AT4G14760.2, AT4G14760.1, AT4G14760.3, AT3G22790.1, AT3G22790.2, AT3G22790.3	Lsat_1_v5_gn_7_67960.1, Lsat_1_v5_gn_7_67960.3
OG0000412	AT4G33450.1	Lsat_1_v5_gn_1_9561.1
OG0000412	AT1G73410.2, AT1G73410.1, AT1G17950.1	Lsat_1_v5_gn_0_10220.1
OG0000412	AT1G69560.1, AT1G69560.2, AT1G26780.1, AT1G26780.2	Lsat_1_v5_gn_8_51261.1, Lsat_1_v5_gn_8_51261.2, Lsat_1_v5_gn_4_11141.1, Lsat_1_v5_gn_4_11141.2
OG0000413	AT2G21050.1	Lsat_1_v5_gn_8_125021.1
OG0000413	AT2G38120.2, AT2G38120.1	Lsat_1_v5_gn_5_155160.2, Lsat_1_v5_gn_5_155160.1, Lsat_1_v5_gn_8_100100.1
OG0000414	AT1G20640.2, AT1G20640.1, AT1G20640.3, AT1G76350.3, AT1G76350.2, AT1G76350.4, AT1G76350.1	Lsat_1_v5_gn_8_26560.1, Lsat_1_v5_gn_2_4641.1
OG0000415	AT4G35300.10, AT4G35300.6, AT4G35300.1, AT4G35300.9, AT4G35300.2, AT4G35300.3, AT4G35300.11, AT4G35300.8, AT4G35300.7, AT4G35300.5, AT4G35300.4	Lsat_1_v5_gn_8_121441.1, Lsat_1_v5_gn_8_121441.3, Lsat_1_v5_gn_3_48540.1
OG0000416	AT1G77920.1, AT1G22070.1	Lsat_1_v5_gn_1_4841.1, Lsat_1_v5_gn_9_43101.2, Lsat_1_v5_gn_9_43101.1
OG0000416	AT5G10030.3, AT5G10030.2, AT5G10030.5, AT5G10030.4, AT5G10030.1, AT5G65210.7, AT5G65210.4, AT5G65210.2, AT5G65210.1, AT5G65210.3, AT5G65210.5, AT5G65210.6	Lsat_1_v5_gn_4_139840.3, Lsat_1_v5_gn_4_139840.1
OG0000417	AT4G09810.3, AT4G09810.1, AT4G09810.2, AT1G34020.3, AT1G34020.2, AT1G34020.1	Lsat_1_v5_gn_6_101561.1, Lsat_1_v5_gn_9_42160.1
OG0000418	AT5G66150.3, AT5G66150.1, AT5G66150.2	Lsat_1_v5_gn_3_72480.2, Lsat_1_v5_gn_3_72480.1
OG0000418	AT3G26720.2, AT3G26720.3, AT3G26720.4, AT3G26720.5, AT3G26720.1	Lsat_1_v5_gn_4_186200.1, Lsat_1_v5_gn_4_186200.2
OG0000419	AT5G64560.2, AT5G64560.1, AT5G09690.2, AT5G09690.4, AT5G09690.1, AT5G09690.12, AT5G09690.5, AT5G09690.14, AT5G09690.6, AT5G09690.10, AT5G09690.13, AT5G09690.3, AT5G09690.11, AT5G09690.8, AT5G09690.7, AT5G09690.9	Lsat_1_v5_gn_5_66821.1
OG0000420	AT5G14620.1, AT5G15380.1	Lsat_1_v5_gn_4_183040.2, Lsat_1_v5_gn_4_183040.1, Lsat_1_v5_gn_0_29301.3, Lsat_1_v5_gn_0_29301.1, Lsat_1_v5_gn_0_29301.2, Lsat_1_v5_gn_4_183040.3, Lsat_1_v5_gn_8_155241.1, Lsat_1_v5_gn_8_155241.2, Lsat_1_v5_gn_8_155241.4, Lsat_1_v5_gn_8_155241.5, Lsat_1_v5_gn_8_155241.3
OG0000421	AT5G24090.1	Lsat_1_v5_gn_9_57201.1, Lsat_1_v5_gn_9_57201.5
OG0000422	AT5G19640.1	Lsat_1_v5_gn_6_49900.1
OG0000422	AT1G32450.1	Lsat_1_v5_gn_3_16160.1, Lsat_1_v5_gn_3_16160.2
OG0000422	AT4G21680.1	Lsat_1_v5_gn_1_83321.2, Lsat_1_v5_gn_1_83321.1, Lsat_1_v5_gn_1_83321.3
OG0000423	AT4G00200.1, AT4G00200.2	Lsat_1_v5_gn_9_52661.1, Lsat_1_v5_gn_9_52661.3
OG0000423	AT4G22770.1, AT4G22770.2, AT4G12080.1	Lsat_1_v5_gn_3_3340.1, Lsat_1_v5_gn_3_3340.3
