Orthogroup	A_thaliana.proteins	V_vinifera.proteins
OG0000780	AT5G51710.2, AT5G51710.1	VIT_216s0022g02060.1
OG0000781	AT4G27940.1	VIT_216s0050g02360.2, VIT_216s0050g02360.1, VIT_216s0050g02360.3
OG0000781	AT2G46320.4, AT2G46320.3, AT2G46320.2, AT2G46320.5, AT2G46320.1	VIT_215s0046g01370.3, VIT_215s0046g01370.1, VIT_215s0046g01370.6, VIT_215s0046g01370.7, VIT_215s0046g01370.5, VIT_215s0046g01370.2, VIT_215s0046g01370.4
OG0000782	AT5G43270.2, AT5G43270.3, AT5G43270.1	VIT_211s0065g00170.3, VIT_211s0065g00170.1, VIT_211s0065g00170.4, VIT_211s0065g00170.2, VIT_211s0065g00170.7, VIT_211s0065g00170.5, VIT_211s0065g00170.10, VIT_211s0065g00170.6, VIT_211s0065g00170.9, VIT_211s0065g00170.11, VIT_211s0065g00170.8, VIT_211s0065g00170.12, VIT_201s0010g03710.4, VIT_201s0010g03710.1, VIT_201s0010g03710.3, VIT_201s0010g03710.6, VIT_201s0010g03710.5, VIT_201s0010g03710.2
OG0000783	AT2G44310.1	VIT_213s0156g00120.1
OG0000783	AT1G54530.1	VIT_214s0030g01690.1
OG0000784	AT1G61680.2, AT1G61680.1	VIT_200s0372g00070.1, VIT_200s0572g00020.1, VIT_200s0266g00010.1, VIT_200s0847g00020.1, VIT_200s0372g00040.1, VIT_200s0572g00010.1, VIT_200s0385g00010.1, VIT_200s0385g00020.1, VIT_200s0271g00010.1, VIT_200s0266g00070.1, VIT_200s0372g00020.1, VIT_200s0266g00020.1, VIT_200s0271g00060.1, VIT_200s0271g00030.1, VIT_200s0266g00035.1
OG0000785	AT3G10160.1	VIT_206s0009g01562.1, VIT_208s0007g05910.1
OG0000785	AT5G05980.1, AT5G05980.2	VIT_213s0019g02390.3, VIT_213s0019g02390.1, VIT_213s0019g02390.2, VIT_213s0019g02390.5, VIT_213s0019g02390.4
OG0000786	AT5G40780.3, AT5G40780.2, AT5G40780.1, AT1G48640.1	VIT_214s0171g00400.1
OG0000787	AT4G23740.2, AT4G23740.1	VIT_202s0025g01040.3, VIT_202s0025g01040.1, VIT_202s0025g01040.4, VIT_202s0025g01040.2
OG0000788	AT5G14210.1, AT5G14210.3, AT5G14210.2	VIT_214s0171g00180.1
OG0000788	AT5G63410.1	VIT_217s0000g01700.2, VIT_217s0000g01700.7, VIT_217s0000g01700.5, VIT_217s0000g01700.9, VIT_217s0000g01700.6, VIT_217s0000g01700.8, VIT_217s0000g01700.3, VIT_217s0000g01700.1, VIT_217s0000g01700.4
OG0000789	AT5G39785.1, AT5G39785.3, AT5G39785.2, AT5G39785.4, AT5G39785.5	VIT_214s0108g00840.4, VIT_214s0108g00840.6, VIT_214s0108g00840.5, VIT_214s0108g00840.2, VIT_214s0108g00840.1, VIT_214s0108g00840.3
OG0000789	AT1G69610.3, AT1G69610.1, AT1G69610.2	VIT_201s0026g02420.3, VIT_201s0026g02420.1, VIT_201s0026g02420.2
OG0000790	AT3G57720.1, AT3G57710.1, AT3G57770.1, AT3G57700.1	VIT_218s0001g03740.1, VIT_218s0082g00009.1, VIT_218s0001g03810.1, VIT_218s0001g03780.1, VIT_218s0075g00520.1
OG0000791	AT5G64170.2, AT5G64170.3, AT5G64170.1	VIT_212s0178g00040.3, VIT_212s0178g00040.6, VIT_212s0178g00040.5, VIT_212s0178g00040.4, VIT_212s0178g00040.9, VIT_212s0178g00040.10, VIT_212s0178g00040.2, VIT_212s0178g00040.8, VIT_212s0178g00040.1, VIT_212s0178g00040.7, VIT_212s0178g00040.11
OG0000797	AT2G01880.1, AT1G25230.3, AT1G25230.1, AT1G25230.2, AT2G01890.2, AT2G01890.1, AT2G01890.3, AT1G14700.3, AT1G14700.1, AT1G14700.2, AT1G14700.4	VIT_201s0011g06290.4, VIT_201s0011g06290.3, VIT_201s0011g06290.2
OG0000798	AT5G22500.2, AT5G22500.1, AT3G44540.2, AT3G44540.3, AT3G44540.1	VIT_208s0058g00180.1
OG0000800	AT5G06100.5, AT5G06100.2, AT5G06100.4, AT5G06100.3, AT5G06100.1, AT3G11440.4, AT3G11440.3, AT3G11440.1, AT3G11440.2	VIT_213s0067g01630.1, VIT_206s0009g02480.4, VIT_206s0009g02480.2, VIT_206s0009g02480.1, VIT_206s0009g02480.3
OG0000802	AT3G53610.3, AT3G53610.2, AT3G53610.1, AT5G59840.1, AT3G46060.2, AT3G46060.1, AT3G46060.3	VIT_206s0004g04200.5, VIT_206s0004g04200.3, VIT_206s0004g04200.1
OG0000803	AT3G23050.3, AT3G23050.2, AT3G23050.1, AT4G14550.1, AT4G14550.2, AT4G14550.3, AT4G14550.4	VIT_205s0020g04690.3, VIT_205s0020g04690.2, VIT_205s0020g04690.1
OG0000804	AT1G49950.2, AT1G49950.1, AT1G49950.3	VIT_203s0091g01030.2, VIT_203s0091g01030.4, VIT_203s0091g01030.1, VIT_203s0091g01030.3
OG0000806	AT5G35960.1, AT5G35960.2	VIT_207s0104g00850.3, VIT_207s0104g00850.2, VIT_207s0104g00850.1
OG0000807	AT2G47160.1, AT2G47160.2, AT3G62270.1	VIT_207s0005g02060.1
OG0000809	AT1G75950.1, AT5G42190.1	VIT_203s0038g02500.1
OG0000810	AT3G13730.2, AT3G13730.1	VIT_209s0002g02080.1, VIT_209s0002g02080.2
OG0000810	AT4G36380.1, AT4G36380.2	VIT_204s0023g02650.1, VIT_204s0023g02650.3, VIT_204s0023g02650.4, VIT_204s0023g02650.2
OG0000811	AT1G72200.1, AT1G22500.1	VIT_218s0001g06670.1
OG0000811	AT5G27420.1, AT3G05200.1	VIT_214s0128g00120.1
OG0000812	AT5G66320.1, AT5G66320.2, AT3G51080.1	VIT_204s0023g02880.1
OG0000812	AT4G34680.2, AT4G34680.1	VIT_203s0038g00490.2, VIT_203s0038g00490.1
OG0000813	AT2G22490.1, AT2G22490.2, AT5G65420.1, AT5G65420.3, AT5G65420.4, AT5G65420.2, AT5G10440.2, AT5G10440.1	VIT_200s0199g00210.1, VIT_200s0199g00210.2
OG0000814	AT3G48260.1, AT3G48260.2	VIT_217s0000g09380.1, VIT_217s0000g09380.2
OG0000817	AT5G42770.1, AT5G42770.2, AT5G42770.3	VIT_218s0001g12540.3, VIT_218s0001g12540.4, VIT_218s0001g12540.5, VIT_218s0001g12540.8, VIT_218s0001g12540.6, VIT_218s0001g12540.7, VIT_218s0001g12540.2, VIT_218s0001g12540.1
OG0000817	AT5G66550.3, AT5G66550.4, AT5G66550.2, AT5G66550.1, AT2G25500.1	VIT_204s0023g01800.9
OG0000818	AT1G78160.1, AT1G78160.2, AT1G22240.1, AT4G08840.1, AT1G35730.1, AT1G35730.2, AT1G35750.1	VIT_218s0001g05500.1, VIT_212s0142g00050.1
OG0000818	AT5G56510.1, AT5G56510.2, AT5G56510.5, AT5G56510.6, AT5G56510.3, AT5G56510.4	VIT_206s0004g00250.2, VIT_206s0004g00250.1, VIT_206s0004g00250.4, VIT_206s0004g00250.7, VIT_206s0004g00250.8, VIT_206s0004g00250.6, VIT_206s0004g00250.5, VIT_206s0004g00250.3
OG0000819	AT4G15200.1	VIT_212s0059g02680.1
OG0000819	AT5G54650.2, AT5G54650.1	VIT_219s0014g05040.1, VIT_219s0014g05040.2, VIT_219s0014g05040.3
OG0000820	AT5G63700.1, AT5G63700.2	VIT_212s0035g01430.1, VIT_207s0130g00460.1
OG0000821	AT1G16710.4, AT1G16710.6, AT1G16710.5, AT1G16710.7, AT1G16710.9, AT1G16710.10, AT1G16710.3, AT1G16710.8, AT1G16710.2, AT1G16710.1, AT1G79000.1, AT1G79000.2, AT1G79000.3	VIT_209s0054g01780.2, VIT_200s2310g00005.1, VIT_212s0034g00573.1, VIT_209s0054g01780.1
OG0000822	AT1G78570.1	VIT_219s0014g00290.1
OG0000822	AT3G14790.2, AT3G14790.1, AT1G53500.1	VIT_204s0069g00830.1
OG0000823	AT1G54217.6, AT1G54217.5, AT1G54217.1, AT1G54217.3, AT1G54217.4, AT1G54217.7, AT1G54217.2, AT1G54217.8	VIT_209s0002g01880.1
OG0000823	AT5G57060.1, AT5G57060.9, AT5G57060.7, AT5G57060.4, AT5G57060.5, AT5G57060.6, AT5G57060.3, AT5G57060.2, AT5G57060.8, AT4G26060.1	VIT_211s0016g01750.1, VIT_211s0016g01750.2
OG0000824	AT2G38470.1	VIT_208s0058g00690.2, VIT_208s0058g00690.3, VIT_208s0058g00690.1
OG0000825	AT1G28260.1, AT1G28260.2	VIT_200s0527g00010.1, VIT_200s0527g00010.3, VIT_200s0527g00010.4, VIT_200s0527g00010.6, VIT_200s0527g00010.7, VIT_200s0527g00010.5, VIT_200s0527g00010.2
OG0000826	AT2G46870.1, AT3G61970.1, AT1G01030.2, AT1G01030.1	VIT_202s0025g03000.1, VIT_215s0048g02370.1
OG0000826	AT2G36080.3, AT2G36080.1, AT2G36080.2, AT2G36080.4, AT5G06250.2, AT5G06250.4, AT5G06250.5, AT5G06250.3, AT5G06250.1, AT3G11580.1, AT3G11580.3, AT3G11580.2, AT3G11580.4, AT3G11580.5	VIT_208s0007g02810.1
OG0000827	AT4G20320.5, AT4G20320.2, AT4G20320.3, AT4G20320.4, AT4G20320.6, AT4G20320.1, AT2G34890.1, AT1G30820.1	VIT_201s0010g00240.5, VIT_201s0010g00240.1, VIT_201s0010g00240.4, VIT_201s0010g00240.2, VIT_201s0010g00240.3
OG0000828	AT1G34260.4, AT1G34260.3, AT1G34260.2, AT1G34260.1	VIT_218s0086g00710.3, VIT_218s0086g00710.4, VIT_218s0086g00710.5, VIT_218s0086g00710.2, VIT_218s0086g00710.1
OG0000829	AT5G62480.1, AT5G62480.2, AT5G62480.3	VIT_217s0000g06140.1, VIT_217s0000g06150.1
OG0000829	AT1G74590.1	VIT_201s0026g02400.1, VIT_201s0026g02370.1, VIT_201s0026g02390.1
OG0000835	AT2G26760.1	VIT_206s0009g02090.1
OG0000835	AT5G06150.1, AT4G37490.1	VIT_213s0067g01420.1, VIT_213s0067g01420.2, VIT_208s0040g00930.1, VIT_208s0040g00930.3, VIT_208s0040g00930.2
OG0000836	AT1G74020.1, AT1G74010.1, AT1G74000.1	VIT_217s0000g04600.1, VIT_217s0000g04585.1, VIT_217s0000g04580.1
OG0000837	AT1G03120.1, AT1G03120.2, AT5G27980.1	VIT_214s0030g01470.1
OG0000837	AT3G22500.1, AT3G22490.1	VIT_205s0020g03530.1
OG0000838	AT5G59830.2, AT5G59830.1, AT5G59830.3	VIT_206s0004g04190.3, VIT_206s0004g04190.1, VIT_206s0004g04190.4, VIT_206s0004g04190.2, VIT_206s0004g04190.5
OG0000839	AT2G41140.1, AT3G56760.1	VIT_208s0040g01250.1
OG0000840	ATMG01190.1, AT2G07698.1	VIT_200s0733g00010.1
OG0000841	AT1G02360.2, AT1G02360.3, AT1G02360.1, AT4G01700.1	VIT_207s0005g02560.1
OG0000841	AT3G12500.1	VIT_204s0008g00120.1, VIT_204s0008g00140.1, VIT_203s0038g03400.1
OG0000842	AT3G51620.1, AT3G51620.3, AT3G51620.2	VIT_208s0058g01140.3, VIT_208s0058g01140.4, VIT_208s0058g01140.1, VIT_208s0058g01140.2
OG0000843	AT4G08950.1, AT1G35140.1	VIT_218s0001g06020.1, VIT_218s0001g06170.1, VIT_218s0001g06150.1
OG0000844	AT5G65460.3, AT5G65460.2, AT5G65460.6, AT5G65460.4, AT5G65460.1, AT5G65460.5, AT5G10470.2, AT5G10470.1	VIT_200s0313g00080.2, VIT_200s0313g00080.3, VIT_200s0313g00080.1
OG0000845	AT4G35780.1, AT2G17700.1	VIT_218s0001g00720.3, VIT_218s0001g00720.2, VIT_218s0001g00720.6, VIT_218s0001g00720.1, VIT_218s0001g00720.4, VIT_218s0001g00720.5
OG0000845	AT4G38470.3, AT4G38470.2, AT4G38470.1	VIT_203s0038g03040.1
OG0000846	AT4G12780.1, AT4G12780.4, AT4G12780.6, AT4G12780.5, AT4G12780.2, AT4G12780.3, AT4G12770.1, AT4G12770.2	VIT_210s0116g01370.1
OG0000847	AT1G20030.2, AT1G20030.1, AT1G75800.1	VIT_218s0001g14480.2, VIT_218s0001g14480.1
OG0000847	AT4G38670.3, AT4G38670.1, AT4G38670.2	VIT_203s0038g02160.1
OG0000847	AT4G36010.2, AT4G36010.1, AT2G17860.1	VIT_204s0023g03540.1
OG0000848	AT5G66600.9, AT5G66600.1, AT5G66600.4, AT5G66600.5, AT5G66600.10, AT5G66600.15, AT5G66600.8, AT5G66600.13, AT5G66600.6, AT5G66600.12, AT5G66600.11, AT5G66600.14, AT5G66600.3, AT5G66600.2, AT5G66600.7	VIT_203s0063g01990.2, VIT_203s0063g01990.1
OG0000849	AT1G73860.2, AT1G73860.1	VIT_217s0000g03700.1
OG0000849	AT1G63640.1, AT1G63640.4, AT1G63640.2, AT1G63640.3, AT1G63640.5, AT5G41310.1	VIT_202s0025g03480.4, VIT_202s0025g03480.3, VIT_202s0025g03480.2, VIT_202s0025g03480.1, VIT_202s0025g03480.5, VIT_202s0025g03480.6
OG0000850	AT4G37160.2, AT4G37160.1, AT2G23630.2, AT2G23630.1	VIT_200s0253g00050.2, VIT_200s0253g00050.1
OG0000850	AT5G66920.1	VIT_200s0253g00040.1, VIT_200s0253g00040.2
OG0000851	AT5G46690.1, AT5G46690.2	VIT_202s0012g01450.1
OG0000851	AT1G22490.2, AT1G22490.1, AT1G72210.2, AT1G72210.1	VIT_207s0191g00240.1, VIT_218s0001g06650.1, VIT_218s0001g06650.2, VIT_214s0128g00110.1, VIT_214s0128g00110.2
OG0000852	AT2G45100.3, AT2G45100.2, AT1G30455.1, AT2G45100.1, AT2G01280.3, AT2G01280.1, AT2G01280.2, AT3G09360.3, AT3G09360.1, AT3G09360.2	VIT_208s0056g01250.1, VIT_208s0056g01250.3, VIT_208s0056g01250.2
OG0000853	AT5G58800.2, AT5G58800.1	VIT_206s0004g06340.1
OG0000853	AT4G27270.3, AT4G27270.2, AT4G27270.1, AT5G54500.1	VIT_219s0014g04660.1
OG0000854	AT4G26940.2, AT4G26940.1	VIT_212s0059g00640.4, VIT_212s0059g00640.8
OG0000854	AT2G32430.1, AT1G05170.2, AT1G05170.1	VIT_212s0059g00640.3, VIT_212s0059g00640.2
OG0000855	AT3G20640.3, AT3G20640.2, AT3G20640.1, AT3G20640.4	VIT_219s0014g04670.1, VIT_219s0014g04670.5, VIT_219s0014g04670.6, VIT_219s0014g04670.4, VIT_219s0014g04670.2, VIT_219s0014g04670.3
OG0000856	AT4G25880.4, AT4G25880.1, AT4G25880.5, AT4G25880.2, AT4G25880.3	VIT_205s0062g00010.8, VIT_205s0062g00010.9, VIT_205s0062g00010.3, VIT_205s0062g00010.4, VIT_205s0062g00010.2, VIT_205s0062g00010.6, VIT_205s0062g00010.10, VIT_205s0062g00010.12, VIT_205s0062g00010.11, VIT_205s0062g00010.5, VIT_205s0062g00010.7, VIT_205s0062g00010.1, VIT_211s0078g00460.1
OG0000857	AT5G25220.2, AT5G25220.1, AT5G11060.1	VIT_215s0024g01500.1, VIT_211s0118g00800.1, VIT_211s0118g00800.4, VIT_211s0118g00800.2, VIT_211s0118g00800.3, VIT_204s0008g06130.2, VIT_204s0008g06130.1, VIT_204s0008g06130.3
OG0000858	AT3G24560.2, AT3G24560.1, AT3G24560.3	VIT_211s0016g03860.13, VIT_211s0016g03860.11, VIT_211s0016g03860.12, VIT_211s0016g03860.15, VIT_211s0016g03860.16, VIT_211s0016g03860.9, VIT_211s0016g03860.17, VIT_211s0016g03860.6, VIT_211s0016g03860.8, VIT_211s0016g03860.10, VIT_211s0016g03860.14, VIT_211s0016g03860.7, VIT_211s0016g03860.5, VIT_211s0016g03860.4, VIT_211s0016g03860.2, VIT_211s0016g03860.3, VIT_211s0016g03860.1
OG0000859	AT1G52570.2, AT1G52570.3, AT1G52570.1, AT3G15730.1	VIT_209s0002g06760.1, VIT_209s0002g06760.3
OG0000860	AT4G31410.2, AT4G31410.3, AT4G31410.1	VIT_204s0008g02550.3, VIT_204s0008g02550.2, VIT_204s0008g02550.1, VIT_204s0008g02550.4
OG0000861	AT4G23810.1, AT4G11070.1, AT4G11070.2	VIT_202s0025g01280.1
OG0000861	AT2G46400.1, AT5G24110.1	VIT_216s0050g02510.1
OG0000862	AT1G14650.1, AT1G14650.2, AT1G14650.3	VIT_201s0011g02040.1
OG0000863	AT3G53940.2, AT3G53940.1, AT2G37890.1, AT3G55640.3, AT3G55640.2, AT3G55640.4, AT3G55640.1	VIT_213s0019g02440.1, VIT_213s0019g02440.15, VIT_213s0019g02440.11, VIT_213s0019g02440.5, VIT_213s0019g02440.7, VIT_213s0019g02440.10, VIT_213s0019g02440.9, VIT_213s0019g02440.3, VIT_213s0019g02440.4, VIT_213s0019g02440.2, VIT_213s0019g02440.6, VIT_213s0019g02440.16, VIT_213s0019g02440.13, VIT_213s0019g02440.8, VIT_213s0019g02440.12, VIT_213s0019g02440.14, VIT_208s0007g01280.2, VIT_208s0007g01280.3, VIT_208s0007g01280.1
OG0000864	AT5G48160.1, AT5G48160.2, AT3G07780.1, AT3G07780.3, AT3G07780.2	VIT_212s0057g00680.1, VIT_212s0057g00680.2, VIT_212s0057g00680.3, VIT_212s0057g00680.4
OG0000865	AT1G30330.2, AT1G30330.3, AT1G30330.1	VIT_212s0028g01170.1, VIT_210s0003g04100.2, VIT_210s0003g04100.1
OG0000866	AT1G19780.1, AT1G15990.1	VIT_209s0018g00410.1
OG0000866	AT5G57940.3, AT5G57940.2, AT5G57940.1, AT2G23980.4, AT2G23980.9, AT2G23980.5, AT2G23980.3, AT2G23980.7, AT2G23980.2, AT2G23980.8, AT2G23980.10, AT2G23980.1, AT2G23980.6, AT4G30560.4, AT4G30560.1, AT4G30560.3, AT4G30560.2, AT4G30560.5	VIT_211s0037g00230.1
OG0000867	AT2G32910.1	VIT_214s0030g00575.1, VIT_214s0030g00560.1, VIT_214s0030g00620.2, VIT_214s0030g00620.3, VIT_214s0030g00620.1
OG0000868	AT2G21120.1, AT4G38730.1	VIT_203s0038g01940.1, VIT_203s0038g01940.2
OG0000869	AT1G65580.2, AT1G65580.1	VIT_200s0220g00160.2, VIT_200s0220g00160.3, VIT_200s0220g00160.4, VIT_200s0220g00160.1
OG0000869	AT2G43900.1, AT2G43900.2, AT2G31830.1, AT2G31830.2, AT1G05630.3, AT1G05630.1, AT1G05630.2	VIT_205s0094g01330.2, VIT_205s0094g01330.1
OG0000870	AT3G47500.1, AT5G62430.1	VIT_217s0000g06310.1
OG0000871	AT5G51080.3, AT5G51080.1, AT5G51080.2, AT1G24090.1	VIT_201s0026g00690.4, VIT_201s0026g00690.2, VIT_201s0026g00690.1, VIT_201s0026g00690.5, VIT_201s0026g00690.6, VIT_201s0026g00690.3
OG0000871	AT3G01410.2, AT3G01410.1	VIT_214s0066g01765.6, VIT_214s0066g01765.5, VIT_214s0066g01765.4, VIT_214s0066g01765.2, VIT_214s0066g01765.3, VIT_214s0066g01765.1
OG0000872	AT3G02250.1, AT5G15740.1	VIT_214s0083g00940.3, VIT_214s0083g00940.1, VIT_214s0083g00940.2
OG0000873	AT2G20142.1	VIT_218s0117g00380.1, VIT_218s0075g00070.1, VIT_218s0001g03410.1, VIT_200s0288g00040.1, VIT_218s0089g00460.1, VIT_218s0075g00310.1, VIT_218s0089g00270.1, VIT_200s0160g00310.1, VIT_200s0160g00360.1, VIT_200s0335g00010.1, VIT_212s0142g00550.1, VIT_212s0034g00760.1, VIT_212s0034g00370.1, VIT_212s0034g00270.1
OG0000873	AT5G38344.1, AT1G57630.1	VIT_218s0001g06260.1, VIT_218s0041g02210.1, VIT_218s0075g00660.1, VIT_218s0041g00210.1, VIT_212s0034g01260.1, VIT_212s0034g01250.1, VIT_212s0034g01310.1, VIT_218s0075g00800.1
OG0000878	AT5G19390.4, AT5G19390.3, AT5G19390.1, AT5G19390.2	VIT_206s0009g03240.1, VIT_206s0009g03240.2
OG0000878	AT4G24580.3, AT4G24580.2, AT4G24580.1	VIT_218s0001g07310.2, VIT_218s0001g07310.1, VIT_218s0001g07310.3, VIT_215s0024g00670.1, VIT_200s0199g00070.1
OG0000879	AT5G02780.3, AT5G02780.1, AT5G02780.2, AT5G02790.1	VIT_208s0040g03100.1, VIT_208s0040g03040.1
OG0000879	AT3G55040.1	VIT_206s0004g03690.2, VIT_206s0004g03690.4, VIT_206s0004g03690.3, VIT_206s0004g03690.6, VIT_206s0004g03690.5, VIT_206s0004g03690.1
OG0000880	AT5G13620.1, AT1G49290.1	VIT_211s0016g01140.1, VIT_213s0019g03580.1
OG0000880	AT5G11220.1, AT1G64870.1, AT3G45200.1	VIT_212s0055g00575.1
OG0000881	AT1G10657.1, AT1G10657.4, AT1G10657.3, AT1G10657.2	VIT_201s0127g00340.1
OG0000881	AT3G28990.1, AT3G55240.1	VIT_200s0317g00030.1, VIT_200s0317g00030.2, VIT_200s0317g00020.2, VIT_200s0317g00020.1, VIT_214s0036g00440.1
OG0000881	AT5G02580.2, AT5G02580.1, AT5G02580.3	VIT_208s0040g02650.1, VIT_208s0040g02650.2
OG0000882	AT2G43160.2, AT2G43160.1, AT2G43160.3, AT2G43160.5, AT2G43160.4, AT3G59290.1	VIT_205s0124g00030.1
OG0000883	AT2G21630.1	VIT_215s0045g00540.2, VIT_215s0045g00540.1
OG0000883	AT4G14160.2, AT4G14160.1, AT4G14160.3, AT3G23660.2, AT3G23660.1, AT1G05520.1	VIT_205s0062g00130.2, VIT_205s0062g00130.1
OG0000884	AT1G02170.1	VIT_215s0021g00990.1, VIT_215s0021g00990.2
OG0000885	AT5G10625.1, AT5G24860.1, AT5G24860.3, AT5G24860.2, AT4G31380.1	VIT_204s0008g02610.1
OG0000886	AT5G45190.3, AT5G45190.2, AT5G45190.1, AT4G19600.1	VIT_200s0125g00270.5, VIT_200s0125g00270.9, VIT_200s0125g00270.10, VIT_200s0125g00270.7, VIT_200s0125g00270.8, VIT_200s0125g00270.11, VIT_200s0125g00270.4, VIT_200s0125g00270.3, VIT_200s0125g00270.6, VIT_200s0125g00270.1, VIT_200s0125g00270.2
OG0000887	AT5G53350.1	VIT_216s0098g01860.1
OG0000887	AT1G33360.1	VIT_218s0089g01240.2, VIT_218s0089g01240.1
OG0000887	AT5G49840.4, AT5G49840.2, AT5G49840.1, AT5G49840.3	VIT_212s0035g01860.1
OG0000888	AT2G25970.1	VIT_204s0008g00820.1, VIT_204s0008g00820.2
OG0000889	AT5G54670.3, AT5G54670.2, AT5G54670.1	VIT_219s0014g05070.1, VIT_219s0014g05070.2
OG0000889	AT4G21270.1	VIT_200s0532g00020.1, VIT_200s0532g00020.4, VIT_200s0532g00020.2, VIT_200s0532g00020.3
OG0000890	AT2G31010.1, AT2G31010.2, AT3G58640.1, AT3G58640.2	VIT_212s0028g02130.1
OG0000891	AT1G53040.5, AT1G53040.3, AT1G53040.4, AT1G53040.1, AT1G53040.6, AT1G53040.2	VIT_219s0014g02710.4, VIT_219s0014g02710.6, VIT_219s0014g02710.5, VIT_219s0014g02710.3, VIT_219s0014g02710.1, VIT_219s0014g02710.2
OG0000891	AT1G28240.1	VIT_200s2564g00010.1, VIT_200s0265g00120.1
OG0000892	AT5G53200.1, AT2G30432.1, AT2G30424.3, AT2G30424.2, AT2G30424.1, AT2G30420.1	VIT_216s0050g02530.1
OG0000892	AT2G46410.1, AT1G01380.2, AT1G01380.3, AT1G01380.1, AT4G01060.3, AT4G01060.1, AT4G01060.2	VIT_210s0116g00500.1, VIT_212s0059g02360.1, VIT_212s0059g02360.3, VIT_212s0059g02360.2, VIT_210s0116g01760.2, VIT_210s0116g01760.1
OG0000893	AT2G46500.1, AT2G46500.2, AT2G46500.3	VIT_215s0046g00440.1
OG0000893	AT1G64460.1	VIT_202s0025g01610.1, VIT_202s0025g01610.2
OG0000893	AT5G24240.1, AT5G24240.2	VIT_216s0098g01890.2, VIT_216s0098g01890.1
OG0000894	AT3G15800.1	VIT_209s0002g06880.1, VIT_209s0002g06880.2
OG0000894	AT2G26600.1, AT2G26600.2	VIT_211s0016g05560.6, VIT_211s0016g05560.5, VIT_211s0016g05560.1, VIT_211s0016g05560.4, VIT_211s0016g05560.3, VIT_211s0016g05560.2
OG0000895	AT3G59140.1	VIT_202s0025g00980.1, VIT_202s0025g00990.1, VIT_202s0025g00970.1, VIT_216s0050g02480.3, VIT_216s0050g02480.7, VIT_216s0050g02480.6, VIT_216s0050g02480.2, VIT_216s0050g02480.1, VIT_216s0050g02480.5, VIT_216s0050g02480.4, VIT_216s0050g02280.1
OG0000896	AT4G00335.2, AT4G00335.1, AT4G00335.3	VIT_215s0046g01820.1, VIT_215s0046g01820.3, VIT_215s0046g01820.5, VIT_215s0046g01820.2, VIT_215s0046g01820.7, VIT_215s0046g01820.6, VIT_215s0046g01820.8, VIT_215s0046g01820.4
OG0000896	AT5G41350.3, AT5G41350.1, AT5G41350.2	VIT_202s0025g00030.1
OG0000897	AT1G19180.3, AT1G19180.1, AT1G19180.2, AT1G74950.2, AT1G74950.1	VIT_211s0016g00710.2, VIT_211s0016g00710.1, VIT_209s0002g00890.1, VIT_209s0002g00890.3, VIT_209s0002g00890.2, VIT_209s0002g00890.4
OG0000898	AT5G53500.2, AT5G53500.1, AT5G24320.1, AT5G24320.2	VIT_200s0734g00010.1, VIT_202s0025g02240.1, VIT_202s0025g02240.5, VIT_202s0025g02240.3, VIT_202s0025g02240.4, VIT_202s0025g02240.2, VIT_215s0046g00160.2, VIT_215s0046g00160.1, VIT_216s0098g01520.1
OG0000899	AT4G02630.1	VIT_207s0031g00480.1, VIT_218s0001g10310.2, VIT_218s0001g10310.1, VIT_218s0001g10310.3
OG0000899	AT4G01330.1, AT4G01330.2, AT4G01330.3, AT1G01540.1, AT1G01540.2	VIT_215s0046g02030.1, VIT_215s0046g02030.2
OG0000901	AT1G79910.2, AT1G79910.3, AT1G79910.1	VIT_209s0002g04580.1
OG0000901	AT4G32350.2, AT4G32350.3, AT4G32350.1	VIT_211s0016g04010.2, VIT_211s0016g04010.4, VIT_211s0016g04010.3, VIT_211s0016g04010.1
OG0000902	AT3G21690.1	VIT_212s0059g02230.1, VIT_212s0059g02220.1, VIT_212s0059g02180.1, VIT_212s0059g02160.3, VIT_212s0059g02160.2, VIT_212s0059g02160.1
OG0000902	AT1G11670.1, AT1G61890.2, AT1G61890.3, AT1G61890.1, AT4G21910.3, AT4G21910.1, AT4G21910.2, AT4G21910.4, AT4G21903.3, AT4G21903.2, AT4G21903.1	VIT_210s0116g01880.2, VIT_210s0116g01880.1, VIT_210s0116g01870.1
OG0000903	AT2G37290.2, AT2G37290.1, AT2G37290.3	VIT_208s0040g03050.1
OG0000904	AT5G03730.1, AT5G03730.2	VIT_213s0074g00430.1, VIT_208s0007g03910.3, VIT_208s0007g03910.4, VIT_208s0007g03910.1, VIT_208s0007g03910.2
OG0000905	AT5G50740.3, AT5G50740.5, AT5G50740.1	VIT_217s0000g01110.1, VIT_217s0000g01110.4, VIT_217s0000g01110.3, VIT_217s0000g01110.6, VIT_217s0000g01110.5, VIT_217s0000g01110.2
OG0000906	AT5G60770.1, AT1G08090.1, AT1G08100.1	VIT_208s0040g01500.1, VIT_206s0061g00320.1
OG0000906	AT1G12940.1	VIT_201s0127g00070.1
OG0000907	AT3G25585.4, AT3G25585.1, AT3G25585.2, AT3G25585.6, AT3G25585.5, AT3G25585.3, AT1G13560.2, AT1G13560.3, AT1G13560.1	VIT_201s0010g00950.3, VIT_201s0010g00950.5, VIT_201s0010g00950.2, VIT_201s0010g00950.1
