Orthogroup	A_thaliana.proteins	D_muscipula.proteins
OG0001589	AT1G43620.7, AT1G43620.6, AT1G43620.1, AT1G43620.2, AT1G43620.5, AT1G43620.3, AT1G43620.4, AT1G43620.8	Dm_00014834-RA
OG0001590	AT3G01750.2, AT3G01750.1	Dm_00013771-RA
OG0001590	AT3G04140.1	Dm_00008805-RA
OG0001592	AT1G23440.3, AT1G23440.1	Dm_00020647-RA
OG0001593	AT1G67880.1, AT1G12990.1	Dm_00005819-RA, Dm_00015983-RA
OG0001593	AT3G01620.1, AT5G14480.1, AT3G27540.1	Dm_00008455-RA
OG0001594	AT1G01320.1, AT1G01320.3, AT1G01320.2	Dm_00003109-RA, Dm_00003563-RA
OG0001595	AT5G51100.3, AT5G51100.4, AT5G51100.5, AT5G51100.6, AT5G51100.2, AT4G00651.1, AT5G51100.1, AT4G25100.2, AT4G25100.1, AT4G25100.3, AT4G25100.5, AT4G25100.4	Dm_00018792-RA
OG0001596	AT1G65910.1	Dm_00005232-RA, Dm_00002518-RA
OG0001596	AT3G17730.1	Dm_00019317-RA
OG0001598	AT4G17585.1	Dm_00015920-RA
OG0001599	AT2G01830.1, AT2G01830.3, AT2G01830.2, AT2G01830.5, AT2G01830.6, AT2G01830.4	Dm_00001933-RA
OG0001600	AT1G26620.1, AT1G69360.1, AT1G13940.2, AT1G13940.1	Dm_00008104-RA, Dm_00010658-RA
OG0001601	AT1G23710.1, AT1G70420.1	Dm_00007618-RA
OG0001601	AT5G62770.1	Dm_00002592-RA, Dm_00004920-RA
OG0001603	AT1G15060.3, AT1G15060.1, AT1G15060.2	Dm_00001607-RA
OG0001604	AT5G46910.1, AT5G46910.2	Dm_00012381-RA
OG0001605	AT5G20730.1, AT5G20730.3, AT5G20730.2, AT1G19220.1	Dm_00001025-RA
OG0001606	AT1G17110.1, AT1G17110.2, AT1G17110.3	Dm_00011918-RA
OG0001616	AT5G24910.1, AT5G24910.2, AT5G24900.1, AT5G24900.2	Dm_00009016-RA
OG0001617	AT3G07360.2, AT3G07360.6, AT3G07360.5, AT3G07360.4, AT3G07360.7, AT3G07360.10, AT3G07360.3, AT3G07360.8, AT3G07360.9, AT3G07360.1	Dm_00001113-RA
OG0001618	AT3G55280.3	Dm_00009040-RA
OG0001619	AT5G12030.1, AT5G12020.1	Dm_00020136-RA
OG0001620	AT5G13110.1, AT1G24280.1	Dm_00012643-RA
OG0001620	AT5G35790.1	Dm_00010124-RA
OG0001621	AT3G63530.2, AT3G63530.1	Dm_00004090-RA
OG0001622	AT5G55490.9, AT5G55490.1, AT5G55490.7, AT5G55490.4, AT5G55490.2, AT5G55490.5, AT5G55490.6, AT5G55490.3, AT5G55490.8	Dm_00015421-RA
OG0001623	AT5G02450.1, AT3G53740.4, AT3G53740.3, AT3G53740.2, AT3G53740.1	Dm_00013159-RA, Dm_00003311-RA
OG0001625	AT3G52660.3, AT3G52660.1, AT3G52660.2, AT5G28390.1	Dm_00000797-RA
OG0001626	AT2G42500.2	Dm_00009143-RA
OG0001626	AT3G58500.1, AT2G42500.1	Dm_00007974-RA
OG0001627	AT3G09920.2, AT3G09920.3, AT3G09920.1, AT3G09920.4	Dm_00006122-RA
OG0001628	AT1G56720.1, AT1G56720.4, AT1G56720.3, AT1G56720.2	Dm_00002610-RA
OG0001629	AT5G24318.1, AT5G24318.3, AT5G24318.2, AT5G24318.4	Dm_00003675-RA
OG0001629	AT3G55430.1	Dm_00019080-RA
OG0001632	AT3G52250.1, AT3G52250.2	Dm_00017286-RA, Dm_00008151-RA, Dm_00008150-RA
OG0001633	AT1G46768.2, AT1G46768.1, AT1G46768.3	Dm_00001655-RA, Dm_00002387-RA
OG0001634	AT3G08620.2, AT3G08620.1, AT2G38610.2, AT2G38610.1	Dm_00001558-RA
OG0001636	AT1G49360.2, AT1G49360.4, AT1G49360.3, AT1G49360.1, AT1G49360.5, AT3G18720.1, AT3G56470.1, AT1G57790.1, AT4G00893.1, AT4G12382.2, AT4G12382.1, AT4G10700.1, AT4G10660.1, AT4G10695.2, AT4G10695.1, AT4G12370.1	Dm_00001391-RA
OG0001637	AT1G47670.1	Dm_00004654-RA
OG0001640	AT1G58520.7, AT1G58520.5, AT1G58520.4, AT1G58520.6, AT1G58520.2, AT1G58520.1, AT1G10090.1	Dm_00004028-RA
OG0001641	AT4G26970.1	Dm_00000865-RA, Dm_00005197-RA
OG0001642	AT5G64220.1, AT5G64220.2, AT5G09410.3, AT5G09410.2, AT5G09410.4, AT5G09410.1	Dm_00014341-RA
OG0001643	AT5G37680.2	Dm_00006383-RA
OG0001643	AT5G67560.1, AT3G49870.1	Dm_00010199-RA
OG0001644	AT4G30820.1, AT4G30820.3, AT4G30820.15, AT4G30820.20, AT4G30820.17, AT4G30820.27, AT4G30820.2, AT4G30820.4, AT4G30820.6, AT4G30820.14, AT4G30820.23, AT4G30820.24, AT4G30820.18, AT4G30820.13, AT4G30820.21, AT4G30820.16, AT4G30820.12, AT4G30820.10, AT4G30820.26, AT4G30820.7, AT4G30820.22, AT4G30820.19, AT4G30820.5, AT4G30820.8, AT4G30820.9, AT4G30820.11, AT4G30820.25	Dm_00001006-RA
OG0001646	AT1G03210.2, AT1G03210.1, AT4G02850.1, AT4G02860.1	Dm_00002475-RA, Dm_00002477-RA
OG0001647	AT1G01140.1, AT1G01140.2, AT1G01140.3	Dm_00004516-RA
OG0001647	AT1G30270.3, AT1G30270.1, AT1G30270.2	Dm_00005903-RA
OG0001648	AT5G55856.1	Dm_00018134-RA
OG0001649	AT2G39170.1	Dm_00004396-RA
OG0001650	AT5G48540.1	Dm_00001119-RA
OG0001651	AT5G47730.2, AT5G47730.3, AT5G47730.1, AT5G47730.4	Dm_00015991-RA
OG0001651	AT1G55840.1, AT1G55840.2	Dm_00002660-RA, Dm_00020138-RA
OG0001652	AT5G35735.1	Dm_00003918-RA
OG0001653	AT4G39850.3, AT4G39850.2, AT4G39850.4, AT4G39850.1	Dm_00008485-RA
OG0001654	AT3G08720.4, AT3G08720.1, AT3G08720.3, AT3G08720.2, AT3G08730.2, AT3G08730.1	Dm_00001571-RA
OG0001655	AT1G63170.1, AT1G12760.1, AT1G12760.2, AT4G11680.1, AT4G11680.2	Dm_00013164-RA
OG0001655	AT3G61180.1	Dm_00011543-RA
OG0001656	AT2G03140.11, AT2G03140.4, AT2G03140.8, AT2G03140.9, AT2G03140.1, AT2G03140.3, AT2G03140.6, AT2G03140.2, AT2G03140.12, AT2G03140.7, AT2G03140.10, AT2G03140.5	Dm_00014425-RA
OG0001657	AT5G41210.1	Dm_00006027-RA
OG0001659	AT2G45380.4, AT2G45380.1, AT2G45380.3, AT2G45380.2	Dm_00020185-RA
OG0001660	AT2G32060.3, AT2G32060.2, AT2G32060.1, AT1G15930.1, AT1G15930.2	Dm_00012066-RA, Dm_00014107-RA, Dm_00004927-RA
OG0001661	AT5G58080.1, AT4G31920.1, AT2G25180.1	Dm_00012234-RA, Dm_00002161-RA
OG0001662	AT4G31570.3, AT4G31570.2, AT4G31570.4, AT4G31570.1, AT4G31570.7, AT4G31570.5, AT4G31570.6	Dm_00013387-RA, Dm_00013386-RA
OG0001663	AT5G20610.1	Dm_00020137-RA
OG0001665	AT3G55060.1, AT3G55060.3, AT3G55060.2, AT2G39300.2, AT2G39300.1, AT2G39300.4, AT2G39300.3	Dm_00010782-RA
OG0001666	AT5G23890.2, AT5G23890.1, AT5G52410.3, AT5G52410.2, AT5G52410.1	Dm_00002964-RA
OG0001667	AT4G00460.1, AT1G01700.2, AT1G01700.5, AT1G01700.3, AT1G01700.4, AT1G01700.1, AT4G00460.4, AT4G00460.2, AT4G00460.3, AT2G45890.1	Dm_00004581-RA
OG0001668	AT1G19110.1	Dm_00005223-RA
OG0001669	AT4G16070.2, AT4G16070.3, AT4G16070.1	Dm_00020021-RA
OG0001669	AT3G14075.2, AT3G14075.1, AT3G14075.3	Dm_00012768-RA
OG0001670	AT3G09830.1, AT3G09830.3, AT3G09830.2, AT5G03320.2, AT5G03320.1	Dm_00012014-RA
OG0001671	AT1G03770.1, AT1G03770.2, AT1G03770.3, AT1G03770.5, AT1G03770.4, AT1G03770.6, AT5G44280.3, AT5G44280.2, AT5G44280.1	Dm_00003847-RA
OG0001672	AT1G06490.1, AT1G06490.2, AT3G59100.1, AT3G59100.2	Dm_00000475-RA, Dm_00010673-RA
OG0001673	AT5G26980.1, AT5G26980.3, AT5G26980.2, AT3G05710.1, AT3G05710.2	Dm_00001633-RA, Dm_00001797-RA
OG0001674	AT1G73590.1	Dm_00003131-RA
OG0001675	AT5G03540.2, AT5G03540.3, AT5G03540.1	Dm_00018047-RA
OG0001675	AT5G52340.1	Dm_00000055-RA, Dm_00002538-RA
OG0001676	AT4G17520.1	Dm_00009147-RA
OG0001676	AT4G16830.2, AT4G16830.3, AT4G16830.1	Dm_00001494-RA
OG0001677	AT1G30300.4, AT1G30300.1, AT1G30300.3, AT1G30300.2	Dm_00009575-RA
OG0001678	AT2G34720.3, AT2G34720.2, AT2G34720.1, AT1G30500.2, AT1G30500.1	Dm_00010164-RA
OG0001679	AT5G01640.1, AT2G38360.1	Dm_00016695-RA, Dm_00012026-RA
OG0001679	AT3G56110.1, AT3G56110.3, AT3G56110.4, AT3G56110.2, AT2G40380.1, AT5G05380.3, AT5G05380.2, AT5G05380.4, AT5G05380.1	Dm_00014592-RA
OG0001684	AT1G58025.5, AT1G58025.3, AT1G58025.2, AT1G58025.4, AT1G58025.1, AT1G58025.6	Dm_00018718-RA
OG0001685	AT4G28720.1, AT5G43890.1, AT1G04180.1	Dm_00000941-RA, Dm_00006063-RA, Dm_00004943-RA
OG0001686	AT1G04280.2, AT1G04280.1	Dm_00012973-RA
OG0001686	AT2G30630.3, AT2G30630.2, AT2G30630.1, AT1G06750.1, AT1G06750.3, AT1G06750.2	Dm_00013855-RA
OG0001687	AT5G42950.1	Dm_00001163-RA, Dm_00002730-RA, Dm_00001162-RA
OG0001688	AT3G44340.1, AT3G44340.4, AT3G44340.3, AT3G44340.5, AT3G44340.2, AT4G32640.2, AT4G32640.1	Dm_00005040-RA, Dm_00007099-RA, Dm_00007100-RA
OG0001689	AT5G40310.2, AT5G40310.1, AT3G27970.1	Dm_00013241-RA
OG0001689	AT2G48100.3, AT2G48100.2, AT2G48100.1, AT2G48100.7, AT2G48100.8, AT2G48100.6, AT2G48100.4, AT2G48100.5	Dm_00017971-RA
OG0001690	AT1G77720.1	Dm_00008663-RA
OG0001691	AT4G28760.1, AT4G28760.2, AT2G20240.1	Dm_00000940-RA, Dm_00011394-RA
OG0001692	AT5G51060.1, AT5G47910.1, AT1G09090.2, AT1G09090.1	Dm_00000603-RA
OG0001693	AT5G26850.3, AT5G26850.4, AT5G26850.1, AT5G26850.2	Dm_00001618-RA
OG0001694	AT5G07890.4, AT5G07890.3, AT5G07890.1, AT5G07890.5, AT5G07890.2, AT5G61200.4, AT5G61200.3, AT5G61200.2, AT5G61200.1	Dm_00006813-RA
OG0001696	AT2G33270.1, AT1G08570.4, AT1G08570.3, AT1G08570.2, AT1G08570.1	Dm_00008525-RA, Dm_00014020-RA
OG0001696	AT5G61440.1, AT5G61440.2	Dm_00010385-RA, Dm_00014083-RA
OG0001697	AT1G67530.1, AT1G67530.2, AT1G67530.4, AT1G67530.3, AT1G24330.1, AT1G24330.2	Dm_00007667-RA
OG0001698	AT4G17730.1, AT4G17730.2, AT5G46860.1	Dm_00015753-RA
OG0001701	AT4G08455.1	Dm_00015037-RA, Dm_00012504-RA, Dm_00017056-RA, Dm_00019676-RA, Dm_00012551-RA, Dm_00013192-RA, Dm_00020952-RA, Dm_00020479-RA, Dm_00012491-RA, Dm_00019755-RA, Dm_00008900-RA, Dm_00019862-RA, Dm_00019294-RA, Dm_00015036-RA, Dm_00020216-RA, Dm_00017553-RA, Dm_00018189-RA, Dm_00008901-RA, Dm_00016641-RA, Dm_00017055-RA, Dm_00020350-RA, Dm_00016225-RA, Dm_00014944-RA, Dm_00017163-RA, Dm_00017057-RA, Dm_00021077-RA, Dm_00016640-RA, Dm_00020218-RA, Dm_00015453-RA
OG0001702	AT3G25140.1	Dm_00015191-RA
OG0001702	AT3G02350.1	Dm_00009517-RA
OG0001703	AT1G67060.1, AT1G67060.2, AT1G67060.3	Dm_00011733-RA, Dm_00015838-RA, Dm_00015839-RA
OG0001704	AT5G13820.2, AT5G13820.1, AT3G12560.1, AT3G12560.2	Dm_00017130-RA, Dm_00017141-RA
OG0001706	AT1G48720.1	Dm_00009205-RA
OG0001706	AT3G20980.1	Dm_00009204-RA
OG0001717	AT4G39340.1, AT2G21740.1, AT2G21750.1	Dm_00001592-RA
OG0001717	AT1G76750.1	Dm_00015243-RA, Dm_00018690-RA, Dm_00019473-RA
OG0001718	AT1G09390.1, AT1G56670.1, AT1G56670.2	Dm_00018338-RA
OG0001718	AT3G62280.1, AT3G62280.2	Dm_00010162-RA
OG0001719	AT5G04800.3, AT5G04800.4, AT5G04800.2, AT5G04800.1, AT2G04390.1, AT2G05220.2, AT2G05220.1, AT3G10610.1	Dm_00009947-RA, Dm_00000265-RA
OG0001724	AT2G48060.2, AT2G48060.3, AT2G48060.1	Dm_00008335-RA
OG0001725	AT2G17360.1, AT5G58420.1, AT5G07090.3, AT5G07090.2, AT5G07090.1	Dm_00011332-RA
OG0001727	AT5G20970.1, AT2G27140.1	Dm_00010516-RA
OG0001729	AT5G52070.2, AT5G52070.5, AT5G52070.6, AT5G52070.3, AT5G52070.1, AT5G52070.4, AT5G42670.1	Dm_00009626-RA, Dm_00009625-RA
OG0001730	AT1G06770.2, AT1G06770.1, AT1G06770.3, AT2G30580.3, AT2G30580.1, AT2G30580.2	Dm_00004041-RA, Dm_00003560-RA
OG0001731	AT3G44110.1, AT5G22060.1	Dm_00010935-RA
OG0001732	AT1G08970.1, AT1G08970.4, AT1G08970.3, AT1G08970.2, AT1G54830.2, AT1G54830.3, AT1G54830.1	Dm_00003133-RA, Dm_00000571-RA
OG0001733	AT3G54800.1, AT3G54800.2	Dm_00019986-RA
OG0001733	AT2G28320.1	Dm_00004213-RA
OG0001734	AT5G13810.1	Dm_00008576-RA
OG0001734	AT2G41330.1, AT3G57070.1	Dm_00013225-RA
OG0001735	AT5G58910.2, AT5G58910.3, AT5G58910.1	Dm_00006196-RA
OG0001736	AT2G43790.1	Dm_00015544-RA
OG0001736	AT3G45640.1	Dm_00006219-RA
OG0001737	AT4G14180.2, AT4G14180.1	Dm_00011578-RA
OG0001738	AT4G13700.2, AT4G13700.1	Dm_00021055-RA
OG0001738	AT3G07130.1, AT3G07130.2	Dm_00019014-RA
OG0001739	AT4G02360.1, AT1G02813.1	Dm_00021051-RA
OG0001739	AT4G02370.1, AT1G02816.1	Dm_00007570-RA
OG0001742	AT3G12590.1, AT3G12590.2	Dm_00007929-RA
OG0001744	AT4G13020.3, AT4G13020.2, AT4G13020.1, AT4G13020.5, AT4G13020.4, AT4G13020.6, AT4G13020.8, AT4G13020.7	Dm_00015807-RA
OG0001745	AT2G23540.1, AT3G50400.1	Dm_00001075-RA
OG0001745	AT4G16230.1	Dm_00003540-RA
OG0001746	AT2G17870.1	Dm_00007432-RA, Dm_00013942-RA
OG0001747	AT1G20270.1, AT1G20270.3, AT1G20270.2	Dm_00001241-RA
OG0001747	AT5G66060.1	Dm_00005540-RA, Dm_00009554-RA
OG0001748	AT1G27730.1, AT5G04340.1, AT5G43170.1	Dm_00002355-RA, Dm_00001350-RA
OG0001748	AT5G67450.1, AT3G19580.1, AT3G19580.2	Dm_00019223-RA, Dm_00018833-RA
OG0001749	AT1G47485.1	Dm_00020385-RA
OG0001750	AT4G38260.1	Dm_00004961-RA, Dm_00017635-RA
OG0001751	AT4G35890.1, AT4G35890.2	Dm_00015092-RA
OG0001752	AT1G20550.1, AT1G76270.1	Dm_00012893-RA, Dm_00000144-RA
OG0001752	AT4G38390.1	Dm_00002067-RA
OG0001753	AT4G36550.1	Dm_00018626-RA
OG0001754	AT1G35220.1, AT1G35220.3, AT1G35220.5, AT1G35220.4, AT1G35220.7, AT1G35220.6, AT1G35220.2	Dm_00005211-RA
OG0001755	AT1G15110.2, AT1G15110.1, AT1G15110.3, AT1G15110.4	Dm_00002827-RA, Dm_00001593-RA
OG0001758	AT2G17500.4, AT2G17500.3, AT2G17500.2, AT2G17500.1, AT5G65980.1, AT5G65980.2	Dm_00002272-RA, Dm_00002273-RA
OG0001759	AT2G18240.1, AT2G18240.2	Dm_00003453-RA
OG0001759	AT4G39220.1, AT4G39220.2, AT2G21600.1	Dm_00013237-RA
OG0001760	AT5G47800.2, AT5G47800.4, AT5G47800.3, AT5G47800.1	Dm_00008974-RA
OG0001761	AT1G06390.1, AT1G06390.2, AT2G30980.1	Dm_00001329-RA, Dm_00006780-RA
OG0001762	AT1G06430.2, AT1G06430.1, AT1G06430.3, AT2G30950.3, AT2G30950.4, AT2G30950.2, AT2G30950.1	Dm_00017703-RA
OG0001763	AT1G09570.6, AT1G09570.5, AT1G09570.4, AT1G09570.1, AT1G09570.3, AT1G09570.2	Dm_00014354-RA
OG0001763	AT5G35840.1	Dm_00010123-RA
OG0001764	AT1G29960.2, AT1G29960.1, AT1G23465.1	Dm_00000351-RA
OG0001764	AT1G53530.1, AT1G53530.2	Dm_00017624-RA
OG0001765	AT5G43080.1, AT5G43080.2, AT1G47220.1, AT2G01310.1, AT1G47210.1, AT1G47210.2, AT1G47230.1, AT1G47230.2	Dm_00002350-RA
OG0001767	AT4G11660.1	Dm_00020031-RA
OG0001767	AT5G62020.1	Dm_00003077-RA, Dm_00007010-RA
OG0001768	AT3G21360.1	Dm_00006560-RA, Dm_00005061-RA
OG0001769	AT5G58090.1	Dm_00008252-RA, Dm_00013230-RA
OG0001769	AT5G20870.1	Dm_00007558-RA, Dm_00001016-RA
OG0001770	AT2G37580.1	Dm_00008920-RA, Dm_00014472-RA
OG0001771	AT1G15400.2, AT1G15400.1, AT1G15400.3, AT1G80180.1	Dm_00006488-RA
OG0001771	AT5G20100.1	Dm_00000089-RA
OG0001772	AT2G19180.2, AT2G19180.1	Dm_00002252-RA
OG0001773	AT4G23895.2, AT4G23895.4, AT4G23895.1	Dm_00018531-RA
OG0001775	AT5G11470.1, AT5G11470.2	Dm_00000635-RA
OG0001776	AT2G28020.1, AT2G28230.2, AT2G28230.1, AT4G09070.1	Dm_00015516-RA
OG0001777	AT3G61860.1, AT2G46610.1, AT2G46610.4, AT2G46610.3, AT2G46610.2	Dm_00009281-RA, Dm_00004207-RA
OG0001778	AT5G47080.4, AT5G47080.1	Dm_00018786-RA, Dm_00016357-RA
OG0001780	AT1G63840.1, AT5G41400.1	Dm_00012955-RA, Dm_00017221-RA, Dm_00018045-RA
OG0001781	AT3G55770.3, AT3G55770.1, AT3G55770.5, AT3G55770.7, AT3G55770.2, AT2G39900.1	Dm_00017586-RA
OG0001782	AT4G25950.1, AT4G25950.2	Dm_00020129-RA
OG0001782	AT3G01390.2, AT3G01390.1, AT3G01390.3, AT3G01390.4, AT4G23710.1	Dm_00005026-RA
OG0001783	AT2G20000.1, AT2G20000.2	Dm_00009453-RA
OG0001784	AT5G55950.4, AT5G55950.3, AT5G55950.1, AT5G55950.2	Dm_00001885-RA
OG0001784	AT5G57100.4, AT5G57100.1, AT5G57100.2, AT5G57100.3	Dm_00002243-RA
OG0001785	AT5G57010.1	Dm_00003855-RA
OG0001786	AT5G11720.1	Dm_00008404-RA, Dm_00016837-RA
OG0001787	AT2G27150.1, AT2G27150.2, AT2G27150.4, AT2G27150.5, AT2G27150.3, AT2G27150.6, AT1G04580.1, AT5G20960.2, AT5G20960.1, AT3G43600.1	Dm_00010574-RA
OG0001788	AT4G05590.3	Dm_00012351-RA, Dm_00005463-RA
OG0001789	AT1G61050.1, AT1G61050.2, AT2G38152.1, AT5G01250.1, AT3G09020.1, AT2G38150.1	Dm_00008616-RA
OG0001790	AT1G32100.1, AT4G13660.1, AT4G13660.2	Dm_00014953-RA
OG0001791	AT5G55060.2, AT5G55060.3, AT5G55060.1	Dm_00002134-RA
OG0001792	AT3G02070.2, AT3G02070.1	Dm_00017562-RA
OG0001793	AT3G51890.1, AT2G40060.1	Dm_00013511-RA
OG0001793	AT2G20760.1	Dm_00003162-RA
OG0001794	AT3G55170.4, AT3G55170.3	Dm_00015547-RA
OG0001795	AT3G46210.2, AT3G46210.1, AT3G46210.6, AT3G46210.5, AT3G46210.7, AT3G46210.3, AT3G46210.4	Dm_00009274-RA
OG0001796	AT3G08710.2, AT3G08710.1, AT3G08710.3	Dm_00001566-RA, Dm_00015115-RA
OG0001797	AT1G55310.5, AT1G55310.2, AT1G55310.6, AT1G55310.7, AT1G55310.4, AT1G55310.3, AT1G55310.1, AT3G13570.1	Dm_00009141-RA, Dm_00014918-RA
OG0001800	AT3G11690.1, AT5G06380.1	Dm_00006974-RA, Dm_00020518-RA
OG0001800	AT2G27180.1	Dm_00018902-RA, Dm_00015367-RA
OG0001801	AT1G70780.1, AT1G23150.1	Dm_00003277-RA, Dm_00003199-RA
OG0001802	AT1G15780.1, AT1G15780.3, AT1G15780.2	Dm_00006216-RA
OG0001803	AT2G18280.1, AT2G18280.2	Dm_00018627-RA, Dm_00018922-RA
OG0001804	AT3G02130.1, AT3G02130.2	Dm_00019280-RA
OG0001805	AT5G52920.1	Dm_00005155-RA
OG0001805	AT1G32440.1	Dm_00015467-RA
OG0001808	AT5G50850.1	Dm_00015307-RA, Dm_00018263-RA
OG0001809	AT5G24290.1, AT5G24290.2	Dm_00000206-RA
OG0001811	AT1G01020.2, AT1G01020.6, AT1G01020.3, AT1G01020.4, AT1G01020.5, AT1G01020.1, AT4G01510.8, AT4G01510.7, AT4G01510.9, AT4G01510.4, AT4G01510.5, AT4G01510.1, AT4G01510.3, AT4G01510.6, AT4G01510.2	Dm_00004060-RA
OG0001812	AT5G50090.2, AT5G50090.1, AT5G50090.3	Dm_00014320-RA, Dm_00009840-RA
OG0001812	AT1G60010.1, AT1G10530.1	Dm_00009066-RA
OG0001813	AT1G02010.2, AT1G02010.3, AT1G02010.1, AT1G02010.4, AT1G02010.5, AT1G02010.6	Dm_00003826-RA
OG0001813	AT1G12360.1	Dm_00007701-RA
OG0001814	AT2G02960.5, AT2G02960.3, AT2G02960.2, AT2G02960.6, AT2G02960.4, AT2G02960.1	Dm_00002000-RA, Dm_00007814-RA
OG0001815	AT5G61210.1, AT5G61210.2	Dm_00019141-RA
OG0001815	AT1G13890.2, AT1G13890.1	Dm_00004835-RA
OG0001816	AT5G38770.1	Dm_00016747-RA
OG0001817	AT4G30470.1, AT2G23910.4, AT2G23910.1, AT2G23910.2, AT2G23910.3	Dm_00000995-RA, Dm_00000994-RA
OG0001818	AT4G28280.2, AT4G28280.3, AT4G28280.1, AT2G20700.1	Dm_00001908-RA
OG0001819	AT1G27040.2, AT1G27040.3, AT1G27040.1, AT1G69850.1	Dm_00010884-RA
OG0001821	AT5G16820.2, AT5G16820.1, AT3G02990.1	Dm_00000236-RA
OG0001821	AT4G17750.1, AT1G32330.2, AT1G32330.1	Dm_00005080-RA
OG0001822	AT3G45100.2, AT3G45100.1, AT3G45100.3	Dm_00000491-RA
OG0001834	AT5G61310.3, AT5G61310.1, AT5G61310.4, AT5G61310.5, AT5G61310.6, AT5G61310.2, AT3G62400.1, AT2G47380.2, AT2G47380.1	Dm_00015047-RA
OG0001835	AT2G27530.1, AT2G27530.2, AT1G08360.1, AT5G22440.1, AT5G22440.2	Dm_00000791-RA
OG0001836	AT3G04860.1, AT5G28150.1	Dm_00002798-RA, Dm_00000524-RA
OG0001837	AT5G03690.1, AT5G03690.2, AT3G52930.1, AT2G36460.1	Dm_00014796-RA, Dm_00001780-RA
OG0001841	AT3G04610.1, AT3G04610.2, AT3G04610.4, AT3G04610.3	Dm_00003553-RA, Dm_00004037-RA
OG0001842	AT2G42990.1	Dm_00013459-RA
OG0001842	AT2G04570.1	Dm_00019775-RA
OG0001842	AT4G26790.2, AT4G26790.1	Dm_00012350-RA, Dm_00005462-RA
OG0001843	AT4G14090.1, AT4G15550.1	Dm_00009809-RA
OG0001845	AT2G34370.1, AT1G29710.1, AT4G32450.1, AT2G25580.2, AT2G25580.1	Dm_00009704-RA, Dm_00009711-RA, Dm_00009709-RA, Dm_00009703-RA, Dm_00009707-RA, Dm_00009712-RA, Dm_00009701-RA, Dm_00009708-RA, Dm_00015308-RA
OG0001847	AT5G24310.1, AT5G24310.3, AT5G24310.4, AT5G24310.2, AT3G49290.1, AT3G49290.2	Dm_00011668-RA, Dm_00011297-RA, Dm_00004288-RA, Dm_00000449-RA
OG0001848	AT1G68550.1, AT1G68550.2	Dm_00006739-RA, Dm_00001706-RA
OG0001851	AT5G62000.2, AT5G62000.1, AT5G62000.3, AT5G62000.5, AT5G62000.4	Dm_00000951-RA, Dm_00003253-RA
OG0001852	AT1G25380.2, AT1G25380.1	Dm_00001612-RA
OG0001853	AT3G10890.1, AT5G66460.1	Dm_00003447-RA, Dm_00011046-RA
OG0001854	AT2G38450.1, AT2G38450.2	Dm_00010114-RA, Dm_00000049-RA, Dm_00002542-RA
OG0001855	AT2G39130.1, AT2G39130.2, AT2G39130.3, AT3G54830.1, AT3G54830.2	Dm_00012979-RA
OG0001856	AT4G13840.1, AT3G23840.1	Dm_00002557-RA, Dm_00002559-RA
OG0001857	AT1G04520.1, AT2G33330.1	Dm_00011441-RA, Dm_00015877-RA
OG0001859	AT3G08660.3, AT3G08660.2, AT3G08660.1, AT3G08570.1	Dm_00017541-RA
OG0001860	AT3G51030.1	Dm_00020170-RA, Dm_00011727-RA
OG0001860	AT1G45145.1, AT5G42980.1, AT1G19730.1	Dm_00015318-RA
OG0001862	AT4G23000.2, AT4G23000.1, AT4G11800.1	Dm_00002435-RA, Dm_00009617-RA
OG0001863	AT4G34050.1, AT4G34050.3	Dm_00008687-RA
OG0001864	AT5G23570.4, AT5G23570.2, AT5G23570.1, AT5G23570.3	Dm_00003813-RA, Dm_00012807-RA
OG0001865	AT2G47300.4, AT2G47300.3, AT2G47300.2	Dm_00006429-RA, Dm_00013695-RA
OG0001866	AT2G23450.2, AT2G23450.1	Dm_00001079-RA, Dm_00003367-RA
OG0001867	AT5G64020.1	Dm_00004904-RA
OG0001867	AT5G20680.6, AT5G20680.2, AT5G20680.3, AT5G20680.5, AT5G20680.4, AT5G20680.1	Dm_00016741-RA, Dm_00005224-RA
OG0001868	AT1G47740.3, AT1G47740.1, AT1G47740.2	Dm_00001154-RA
OG0001869	AT3G50750.1	Dm_00002214-RA
OG0001869	AT1G19350.1, AT1G19350.5, AT1G19350.4, AT1G19350.6, AT1G19350.3, AT1G75080.1, AT1G75080.2	Dm_00001151-RA, Dm_00002724-RA
OG0001870	AT4G30210.2, AT4G30210.1, AT4G30210.3	Dm_00000748-RA, Dm_00007041-RA
OG0001871	AT4G33905.1, AT2G14860.1	Dm_00013711-RA
OG0001874	AT5G10240.1, AT5G10240.2, AT5G65010.2, AT5G65010.1	Dm_00019557-RA
OG0001874	AT3G47340.1, AT3G47340.2	Dm_00010869-RA
OG0001875	AT2G21320.1, AT4G38960.2, AT4G38960.5, AT4G38960.4, AT4G38960.3, AT4G38960.6, AT4G38960.1	Dm_00015164-RA
OG0001876	AT1G19310.1	Dm_00020365-RA, Dm_00002720-RA
OG0001877	AT5G01960.1	Dm_00001556-RA, Dm_00000007-RA
OG0001878	AT3G15480.1, AT1G52910.1, AT4G27435.1	Dm_00015178-RA
OG0001878	AT1G61065.1	Dm_00008514-RA
OG0001880	AT3G18070.1, AT3G18070.4, AT3G18070.2, AT3G18070.7, AT3G18070.6, AT3G18070.5, AT3G18070.3, AT3G18080.1	Dm_00020974-RA, Dm_00015472-RA, Dm_00014201-RA
