Orthogroup	A_thaliana.proteins	A_vesiculosa.proteins
OG0000675	AT5G15080.1, AT3G01300.1, AT3G28690.2, AT3G28690.3, AT3G28690.1	Av_00007532-RA, Av_00006427-RA, Av_00005282-RA, Av_00002695-RA, Av_00002696-RA
OG0000677	AT4G18970.1, AT4G18970.2, AT5G45670.1, AT1G29660.1, AT1G29670.1, AT1G29670.2	Av_00014183-RA, Av_00010642-RA, Av_00006009-RA
OG0000678	AT5G17230.2, AT5G17230.1, AT5G17230.4, AT5G17230.3	Av_00015140-RA, Av_00001355-RA
OG0000679	AT2G37150.10, AT2G37150.7, AT2G37150.5, AT2G37150.9, AT2G37150.2, AT2G37150.6, AT2G37150.11, AT2G37150.8, AT2G37150.1, AT2G37150.4, AT2G37150.12, AT2G37150.15, AT2G37150.14, AT2G37150.13, AT2G37150.3	Av_00011736-RA, Av_00023748-RA, Av_00013464-RA
OG0000680	AT1G26190.2, AT1G26190.3, AT1G26190.4, AT1G26190.6, AT1G26190.1, AT1G26190.5	Av_00006376-RA
OG0000684	AT2G28670.2, AT2G28670.1, AT1G07730.2	Av_00013357-RA
OG0000686	AT1G27650.2, AT1G27650.1, AT5G42820.1, AT5G42820.2	Av_00017370-RA, Av_00007427-RA
OG0000687	AT3G58510.2, AT3G58510.1, AT3G58510.3, AT2G42520.3, AT2G42520.2, AT2G42520.1, AT3G58570.1	Av_00004034-RA, Av_00004897-RA
OG0000688	AT1G54570.1	Av_00016771-RA, Av_00016258-RA, Av_00001286-RA
OG0000689	AT1G51200.1, AT1G51200.4, AT1G51200.3, AT1G51200.2	Av_00014467-RA, Av_00012659-RA, Av_00014914-RA, Av_00008142-RA, Av_00014396-RA
OG0000690	AT5G08680.1, AT5G08670.1, AT5G08690.1	Av_00003327-RA, Av_00021656-RA, Av_00000249-RA, Av_00007782-RA
OG0000690	ATCG00480.1	Av_00024342-RA, Av_00023684-RA, Av_00021498-RA, Av_00019432-RA, Av_00002553-RA
OG0000691	AT1G60450.1, AT1G60470.1	Av_00005329-RA, Av_00002673-RA
OG0000691	AT1G09350.2, AT1G09350.1, AT1G56600.1	Av_00014843-RA, Av_00022986-RA, Av_00006641-RA
OG0000692	AT3G03880.1	Av_00006713-RA
OG0000693	AT4G18220.1, AT4G18210.1	Av_00015457-RA
OG0000693	AT4G18190.1	Av_00005636-RA
OG0000695	AT2G22670.3, AT2G22670.5, AT2G22670.2, AT2G22670.4, AT2G22670.1, AT5G65670.2, AT5G65670.1	Av_00015348-RA, Av_00000414-RA
OG0000697	AT1G71710.1, AT1G71710.2, AT1G34120.3, AT1G34120.1, AT1G34120.4, AT1G34120.2, AT1G34120.5	Av_00003205-RA, Av_00013899-RA
OG0000698	AT1G30410.5, AT1G30410.1, AT1G30410.2, AT1G30410.4, AT1G30410.6, AT1G30410.3, AT1G30420.2, AT1G30420.1, AT1G30400.2, AT1G30400.1, AT2G34660.1, AT2G34660.2, AT2G34660.3	Av_00020958-RA, Av_00000870-RA
OG0000699	AT4G11110.1	Av_00014455-RA
OG0000700	AT3G14205.1, AT3G14205.2	Av_00019603-RA, Av_00004088-RA
OG0000700	AT3G43220.1, AT3G43220.3, AT3G43220.2	Av_00000997-RA, Av_00008751-RA, Av_00009799-RA
OG0000701	AT1G75490.1	Av_00004560-RA, Av_00004326-RA
OG0000702	AT3G13320.1, AT1G55730.1, AT1G55730.2, AT1G55720.1, AT1G55720.2	Av_00009534-RA
OG0000703	AT4G00440.2, AT4G00440.4, AT4G00440.3, AT4G00440.1, AT4G00440.5, AT1G01695.1	Av_00017404-RA, Av_00013922-RA, Av_00003228-RA, Av_00013920-RA
OG0000704	AT2G19170.2, AT2G19170.1, AT4G30020.1, AT4G30020.3, AT4G30020.2, AT4G30020.4	Av_00018223-RA, Av_00001031-RA, Av_00023597-RA, Av_00011047-RA, Av_00009839-RA, Av_00019913-RA
OG0000705	AT2G24610.1, AT2G24610.2, AT4G30360.1	Av_00003599-RA, Av_00007106-RA
OG0000705	AT5G14870.1	Av_00003586-RA
OG0000705	AT3G48010.1	Av_00019162-RA
OG0000706	AT3G48940.1	Av_00001624-RA, Av_00012928-RA, Av_00009402-RA, Av_00009176-RA
OG0000709	AT2G26430.1, AT2G26430.2, AT2G26430.3, AT2G26430.4	Av_00016777-RA, Av_00020354-RA
OG0000710	AT4G24120.1	Av_00010684-RA
OG0000710	AT5G53550.4, AT5G53550.5, AT5G53550.6, AT5G53550.1, AT5G53550.3, AT5G53550.2, AT5G24380.1	Av_00009479-RA
OG0000712	AT1G23750.1, AT1G23750.2, AT1G10590.2, AT1G10590.1, AT1G10590.3	Av_00022010-RA, Av_00005322-RA
OG0000712	AT4G28440.1	Av_00008438-RA, Av_00006174-RA, Av_00017848-RA
OG0000713	AT1G69840.2, AT1G69840.7, AT1G69840.4, AT1G69840.5, AT1G69840.1, AT1G69840.3, AT1G69840.6	Av_00018492-RA, Av_00006426-RA
OG0000714	AT1G13970.1	Av_00014256-RA, Av_00015519-RA
OG0000716	AT3G51730.1, AT5G01800.1	Av_00010303-RA, Av_00018002-RA, Av_00015653-RA
OG0000722	AT2G28120.1	Av_00014362-RA, Av_00007053-RA, Av_00011926-RA
OG0000722	AT2G39210.1	Av_00008182-RA, Av_00001167-RA
OG0000723	AT4G23490.1, AT4G11350.1, AT5G41460.1	Av_00020822-RA, Av_00014589-RA
OG0000723	AT1G01570.1, AT1G01570.2, AT4G00295.1	Av_00003234-RA
OG0000724	AT3G23030.1, AT3G23030.2, AT4G14560.1	Av_00014254-RA, Av_00014255-RA, Av_00016246-RA, Av_00015131-RA, Av_00017856-RA, Av_00005120-RA
OG0000725	AT5G47900.5, AT5G47900.3, AT5G47900.2, AT5G47900.8, AT5G47900.7, AT5G47900.4, AT5G47900.10, AT5G47900.6, AT5G47900.11, AT5G47900.9, AT5G47900.1	Av_00011073-RA, Av_00009865-RA, Av_00000749-RA
OG0000726	AT4G11220.1, AT5G41600.1	Av_00017519-RA, Av_00014597-RA, Av_00010448-RA
OG0000726	AT2G46170.1	Av_00009428-RA, Av_00001642-RA, Av_00002103-RA, Av_00012951-RA
OG0000728	AT3G22910.1	Av_00018345-RA, Av_00005130-RA, Av_00005127-RA
OG0000728	AT3G63380.1	Av_00001423-RA
OG0000729	AT1G76360.1	Av_00009010-RA, Av_00004068-RA
OG0000729	AT2G17220.2, AT2G17220.1	Av_00012351-RA
OG0000731	AT1G50700.3, AT1G50700.1, AT1G50700.2, AT3G20410.1, AT3G20410.2	Av_00003074-RA, Av_00007892-RA, Av_00000166-RA
OG0000731	AT1G76040.3, AT1G76040.2, AT1G76040.1, AT1G76040.4	Av_00004877-RA
OG0000734	AT1G17930.2, AT1G17930.1, AT2G25010.1, AT2G04865.1, AT2G04865.2	Av_00019014-RA
OG0000736	AT5G21222.2, AT5G21222.4, AT5G21222.3, AT5G21222.1	Av_00004244-RA
OG0000739	AT1G12430.1, AT1G12430.2	Av_00014553-RA, Av_00010391-RA
OG0000739	AT1G01950.3, AT1G01950.2, AT1G01950.1, AT1G01950.4	Av_00015238-RA
OG0000740	AT4G35670.2, AT4G35670.1, AT5G27530.1, AT5G44830.1, AT5G44840.1	Av_00012046-RA
OG0000741	AT5G14130.1, AT5G14130.2, AT4G30170.1, AT2G18980.1	Av_00008698-RA
OG0000742	AT1G52150.1, AT1G52150.2, AT1G52150.3	Av_00006796-RA, Av_00008005-RA
OG0000744	AT2G21270.4, AT2G21270.1, AT2G21270.2, AT2G21270.5, AT2G21270.3, AT4G38930.1, AT4G38930.4, AT4G38930.3, AT4G38930.2	Av_00011327-RA, Av_00000973-RA
OG0000745	AT5G24470.1	Av_00023875-RA, Av_00013040-RA, Av_00018875-RA, Av_00009489-RA
OG0000746	AT5G04560.1, AT5G04560.3, AT5G04560.2	Av_00014674-RA
OG0000746	AT2G36490.1	Av_00020021-RA, Av_00002920-RA, Av_00020957-RA
OG0000748	AT5G50770.1	Av_00017719-RA
OG0000749	AT1G10880.1	Av_00007788-RA
OG0000753	AT5G54960.1, AT4G33070.1, AT5G01330.1, AT5G01320.1	Av_00005887-RA, Av_00024101-RA, Av_00003643-RA
OG0000754	AT1G58470.2, AT1G58470.1	Av_00006861-RA, Av_00007915-RA, Av_00010798-RA, Av_00010225-RA
OG0000754	AT4G14300.1, AT4G14300.2	Av_00023909-RA, Av_00019200-RA, Av_00000572-RA, Av_00017453-RA, Av_00017050-RA
OG0000755	AT4G21480.1, AT1G11260.1	Av_00022087-RA, Av_00008733-RA
OG0000755	AT5G23270.1, AT1G50310.2, AT1G50310.1, AT3G19940.1, AT3G19930.1, AT3G19930.2	Av_00021366-RA
OG0000756	AT2G31230.1, AT1G06160.1	Av_00002298-RA, Av_00009689-RA
OG0000758	AT2G32020.1, AT2G32030.1	Av_00012442-RA, Av_00009330-RA
OG0000759	AT1G69710.1, AT1G69710.2	Av_00005271-RA, Av_00002703-RA, Av_00005270-RA
OG0000759	AT5G12350.1, AT5G19420.3, AT5G19420.2, AT5G19420.1	Av_00006543-RA, Av_00016542-RA
OG0000760	AT1G61560.3, AT1G61560.2, AT1G61560.1, AT1G61560.4, AT1G61560.10, AT1G61560.9, AT1G61560.7, AT1G61560.8, AT1G61560.5, AT1G61560.6, AT1G11310.2, AT1G11310.1, AT1G11310.3, AT2G39200.1	Av_00001149-RA, Av_00014345-RA
OG0000761	AT3G53990.1, AT3G53990.2	Av_00017554-RA
OG0000761	AT3G17020.1, AT3G17020.2	Av_00017066-RA, Av_00000558-RA
OG0000762	AT3G62220.3, AT3G62220.1, AT2G47060.2, AT2G47060.1, AT2G47060.5, AT2G47060.4	Av_00009660-RA, Av_00002257-RA
OG0000763	AT5G06770.2, AT5G06770.3, AT5G06770.4, AT5G06770.5, AT5G06770.6, AT5G06770.1, AT3G12130.1, AT3G12130.2	Av_00021793-RA, Av_00019622-RA
OG0000764	AT3G63300.1, AT3G63300.2	Av_00001424-RA, Av_00000818-RA
OG0000764	AT3G22810.3, AT3G22810.2, AT3G22810.1, AT4G14740.4, AT4G14740.1, AT4G14740.2, AT4G14740.3, AT5G43870.2, AT5G43870.1	Av_00023733-RA, Av_00000611-RA
OG0000765	AT4G14368.4, AT4G14368.2, AT4G14368.3, AT4G14368.1, AT3G23270.2, AT3G23270.1	Av_00002184-RA
OG0000765	AT5G42140.2, AT5G42140.1, AT1G76950.1	Av_00016386-RA, Av_00012475-RA
OG0000766	AT1G24620.1	Av_00003343-RA
OG0000766	AT1G66400.1	Av_00005776-RA, Av_00004962-RA, Av_00003936-RA, Av_00009116-RA
OG0000766	AT1G18210.1, AT1G18210.2, AT1G73630.1	Av_00017056-RA
OG0000767	AT5G10100.1, AT5G10100.4, AT5G10100.3, AT5G10100.2, AT5G65140.2, AT5G65140.3, AT5G65140.1, AT2G22190.1, AT2G22190.2, AT4G39770.1, AT4G39770.2	Av_00021689-RA, Av_00000354-RA
OG0000767	AT1G35910.1	Av_00010968-RA, Av_00023226-RA
OG0000768	AT4G24470.1, AT4G24470.2, AT4G24470.3	Av_00007297-RA, Av_00023487-RA
OG0000769	AT1G49760.2, AT1G49760.1, AT4G34110.1	Av_00018185-RA, Av_00000986-RA
OG0000770	AT4G37080.4, AT4G37080.3, AT4G37080.2, AT4G37080.1	Av_00002015-RA
OG0000771	AT2G21590.7, AT2G21590.2, AT2G21590.1, AT2G21590.3, AT2G21590.5, AT2G21590.6, AT2G21590.4, AT4G39210.2, AT4G39210.1	Av_00011162-RA, Av_00012273-RA
OG0000771	AT1G27680.1	Av_00007208-RA
OG0000772	AT2G03060.1, AT2G03060.4, AT2G03060.6, AT2G03060.5, AT2G03060.7, AT2G03060.3, AT2G03060.2	Av_00007554-RA
OG0000775	AT4G22030.1, AT4G04480.1	Av_00008445-RA, Av_00006180-RA
OG0000776	AT1G11180.3, AT1G11180.2, AT1G11180.1, AT1G61250.1	Av_00014115-RA, Av_00005928-RA, Av_00008728-RA, Av_00022091-RA
OG0000776	AT2G20840.2, AT2G20840.3, AT2G20840.1, AT1G03550.3, AT1G03550.2	Av_00010863-RA, Av_00020259-RA, Av_00015832-RA
OG0000777	AT3G26130.3, AT3G26130.1, AT3G26130.2, AT1G13130.1, AT3G26140.2, AT3G26140.3, AT3G26140.1, AT5G16700.1, AT5G17500.1	Av_00005355-RA
OG0000778	AT1G55130.1, AT3G13772.1	Av_00020918-RA, Av_00006282-RA, Av_00015839-RA
OG0000778	AT5G25100.2, AT5G25100.1, AT5G10840.1, AT2G24170.1, AT2G24170.2	Av_00013605-RA, Av_00020103-RA, Av_00001123-RA
OG0000779	AT1G67910.1, AT1G67910.2, AT1G24577.1	Av_00021557-RA, Av_00007657-RA
OG0000779	AT3G13227.1	Av_00003048-RA
OG0000780	AT2G19600.1	Av_00019284-RA, Av_00008901-RA
OG0000780	AT5G11800.1, AT5G51710.2, AT5G51710.1	Av_00009373-RA, Av_00001600-RA
OG0000781	AT4G27940.1	Av_00014790-RA, Av_00009201-RA
OG0000782	AT5G43270.2, AT5G43270.3, AT5G43270.1	Av_00002625-RA, Av_00005373-RA, Av_00003360-RA, Av_00010832-RA
OG0000783	AT2G44310.1	Av_00005078-RA
OG0000784	AT1G61680.2, AT1G61680.1	Av_00005937-RA
OG0000785	AT3G10160.1	Av_00013157-RA
OG0000785	AT5G05980.1, AT5G05980.2	Av_00003879-RA
OG0000786	AT5G40780.3, AT5G40780.2, AT5G40780.1, AT1G48640.1	Av_00016289-RA, Av_00021836-RA
OG0000786	AT1G67640.1, AT1G24400.1, AT1G71680.1	Av_00011193-RA, Av_00020249-RA
OG0000787	AT4G23740.2, AT4G23740.1	Av_00005498-RA, Av_00020834-RA, Av_00010443-RA
OG0000788	AT5G14210.1, AT5G14210.3, AT5G14210.2	Av_00022311-RA
OG0000788	AT5G63410.1	Av_00013811-RA, Av_00011196-RA
OG0000789	AT1G69610.3, AT1G69610.1, AT1G69610.2	Av_00007543-RA, Av_00006418-RA
OG0000797	AT2G01880.1	Av_00001379-RA
OG0000797	AT1G25230.3, AT1G25230.1, AT1G25230.2, AT2G01890.2, AT2G01890.1, AT2G01890.3, AT1G14700.3, AT1G14700.1, AT1G14700.2, AT1G14700.4	Av_00015091-RA
OG0000798	AT4G33790.1, AT4G33790.2, AT5G22500.2, AT5G22500.1, AT3G44540.2, AT3G44540.3, AT3G44540.1	Av_00008483-RA, Av_00017360-RA, Av_00017320-RA
OG0000799	AT4G14240.1, AT4G14240.2, AT4G14240.3	Av_00017887-RA
OG0000800	AT5G06100.5, AT5G06100.2, AT5G06100.4, AT5G06100.3, AT5G06100.1, AT3G11440.4, AT3G11440.3, AT3G11440.1, AT3G11440.2	Av_00014892-RA, Av_00008111-RA, Av_00001229-RA
OG0000803	AT3G04730.1, AT3G23050.3, AT3G23050.2, AT3G23050.1, AT4G14550.1, AT4G14550.2, AT4G14550.3, AT4G14550.4, AT1G04250.1	Av_00009700-RA, Av_00002310-RA
OG0000804	AT1G49950.2, AT1G49950.1, AT1G49950.3	Av_00018730-RA, Av_00008852-RA
OG0000805	AT3G57330.1, AT3G57330.2, AT2G41560.3, AT2G41560.2, AT2G41560.4, AT2G41560.1	Av_00019804-RA
OG0000807	AT2G47160.1, AT2G47160.2, AT3G62270.1	Av_00002265-RA, Av_00009664-RA
OG0000809	AT1G75950.1, AT5G42190.1	Av_00009866-RA, Av_00011075-RA, Av_00007404-RA
OG0000810	AT4G36380.1, AT4G36380.2	Av_00001952-RA, Av_00017905-RA
OG0000811	AT4G40070.1	Av_00003167-RA
OG0000811	AT1G72200.1, AT1G22500.1	Av_00015389-RA
OG0000811	AT5G27420.1, AT3G05200.1	Av_00001302-RA, Av_00016783-RA, Av_00020361-RA
OG0000812	AT4G34680.2, AT4G34680.1	Av_00012387-RA, Av_00004550-RA, Av_00018839-RA, Av_00007194-RA, Av_00011090-RA, Av_00009881-RA
OG0000812	AT4G36240.1	Av_00021578-RA, Av_00001947-RA, Av_00017902-RA
OG0000814	AT5G41990.1	Av_00022770-RA, Av_00023448-RA
OG0000814	AT3G48260.1, AT3G48260.2	Av_00010480-RA, Av_00017649-RA
OG0000815	AT5G65810.1, AT3G49720.2, AT3G49720.3, AT3G49720.1	Av_00012511-RA, Av_00016340-RA
OG0000817	AT5G42770.1, AT5G42770.2, AT5G42770.3	Av_00001053-RA
OG0000818	AT1G78160.1, AT1G78160.2, AT1G22240.1, AT4G08840.1, AT1G35730.1, AT1G35730.2, AT1G35750.1	Av_00010964-RA, Av_00013996-RA, Av_00003155-RA
OG0000818	AT5G56510.1, AT5G56510.2, AT5G56510.5, AT5G56510.6, AT5G56510.3, AT5G56510.4	Av_00008165-RA, Av_00004345-RA
OG0000819	AT4G15200.1	Av_00011962-RA, Av_00019837-RA
OG0000819	AT5G54650.2, AT5G54650.1	Av_00000186-RA, Av_00007876-RA
OG0000820	AT5G63700.1, AT5G63700.2	Av_00006605-RA
OG0000821	AT1G16710.4, AT1G16710.6, AT1G16710.5, AT1G16710.7, AT1G16710.9, AT1G16710.10, AT1G16710.3, AT1G16710.8, AT1G16710.2, AT1G16710.1, AT1G79000.1, AT1G79000.2, AT1G79000.3	Av_00017545-RA, Av_00015395-RA, Av_00018333-RA
OG0000822	AT1G78570.1	Av_00019471-RA, Av_00012649-RA, Av_00020231-RA
OG0000823	AT1G54217.6, AT1G54217.5, AT1G54217.1, AT1G54217.3, AT1G54217.4, AT1G54217.7, AT1G54217.2, AT1G54217.8	Av_00008038-RA
OG0000823	AT5G57060.1, AT5G57060.9, AT5G57060.7, AT5G57060.4, AT5G57060.5, AT5G57060.6, AT5G57060.3, AT5G57060.2, AT5G57060.8, AT4G26060.1	Av_00000942-RA
OG0000824	AT2G38470.1	Av_00018006-RA, Av_00012632-RA, Av_00002959-RA
OG0000826	AT2G36080.3, AT2G36080.1, AT2G36080.2, AT2G36080.4, AT5G06250.2, AT5G06250.4, AT5G06250.5, AT5G06250.3, AT5G06250.1, AT3G11580.1, AT3G11580.3, AT3G11580.2, AT3G11580.4, AT3G11580.5	Av_00005095-RA
OG0000827	AT4G02120.5	Av_00023840-RA, Av_00009720-RA
OG0000828	AT1G34260.4, AT1G34260.3, AT1G34260.2, AT1G34260.1	Av_00022276-RA, Av_00000006-RA
OG0000835	AT2G26760.1	Av_00006558-RA, Av_00016530-RA
OG0000835	AT5G06150.1, AT4G37490.1	Av_00020289-RA, Av_00003511-RA
OG0000837	AT1G03120.1, AT1G03120.2, AT5G27980.1	Av_00016259-RA
OG0000838	AT5G59830.2, AT5G59830.1, AT5G59830.3	Av_00023872-RA, Av_00017833-RA, Av_00015795-RA
OG0000839	AT2G41140.1, AT3G56760.1	Av_00006304-RA, Av_00023038-RA
OG0000839	AT3G50530.1, AT3G50530.2	Av_00000291-RA, Av_00007729-RA, Av_00016368-RA
OG0000840	ATMG01190.1, AT2G07698.1	Av_00022886-RA
OG0000840	ATCG00120.1	Av_00023848-RA, Av_00022144-RA
OG0000841	AT3G12500.1	Av_00023349-RA, Av_00010717-RA, Av_00010716-RA, Av_00023350-RA
OG0000842	AT3G51620.1, AT3G51620.3, AT3G51620.2	Av_00002966-RA, Av_00005410-RA
OG0000844	AT5G65460.3, AT5G65460.2, AT5G65460.6, AT5G65460.4, AT5G65460.1, AT5G65460.5, AT5G10470.2, AT5G10470.1	Av_00013706-RA
OG0000845	AT4G35780.1, AT2G17700.1	Av_00019990-RA
OG0000845	AT4G38470.3, AT4G38470.2, AT4G38470.1	Av_00011134-RA, Av_00009920-RA, Av_00004581-RA
OG0000847	AT1G20030.2, AT1G20030.1, AT1G75800.1	Av_00019114-RA
OG0000847	AT4G36010.2, AT4G36010.1, AT2G17860.1	Av_00011696-RA, Av_00016306-RA
OG0000848	AT5G66600.9, AT5G66600.1, AT5G66600.4, AT5G66600.5, AT5G66600.10, AT5G66600.15, AT5G66600.8, AT5G66600.13, AT5G66600.6, AT5G66600.12, AT5G66600.11, AT5G66600.14, AT5G66600.3, AT5G66600.2, AT5G66600.7	Av_00013405-RA, Av_00014835-RA, Av_00016606-RA
OG0000849	AT1G73860.2, AT1G73860.1	Av_00006273-RA, Av_00020904-RA
OG0000849	AT1G63640.1, AT1G63640.4, AT1G63640.2, AT1G63640.3, AT1G63640.5, AT5G41310.1	Av_00020810-RA, Av_00005484-RA
OG0000850	AT4G37160.2, AT4G37160.1, AT2G23630.2, AT2G23630.1	Av_00007734-RA
OG0000850	AT5G66920.1	Av_00007733-RA, Av_00000286-RA, Av_00017951-RA, Av_00016370-RA, Av_00015882-RA
OG0000851	AT1G22490.2, AT1G22490.1, AT1G72210.2, AT1G72210.1	Av_00011481-RA, Av_00015267-RA, Av_00010945-RA
OG0000852	AT2G45100.3, AT2G45100.2, AT1G30455.1, AT2G45100.1, AT2G01280.3, AT2G01280.1, AT2G01280.2, AT3G09360.3, AT3G09360.1, AT3G09360.2	Av_00008432-RA
OG0000853	AT5G58800.2, AT5G58800.1	Av_00008528-RA
OG0000856	AT4G25880.4, AT4G25880.1, AT4G25880.5, AT4G25880.2, AT4G25880.3	Av_00004478-RA, Av_00001030-RA, Av_00018222-RA, Av_00004477-RA, Av_00023594-RA
OG0000857	AT5G25220.2, AT5G25220.1, AT5G11060.1	Av_00018271-RA, Av_00004679-RA, Av_00016472-RA, Av_00023242-RA
OG0000858	AT3G24560.2, AT3G24560.1, AT3G24560.3	Av_00013799-RA
OG0000859	AT1G52570.2, AT1G52570.3, AT1G52570.1, AT3G15730.1	Av_00021208-RA
OG0000860	AT4G31410.2, AT4G31410.3, AT4G31410.1	Av_00012309-RA, Av_00004407-RA
OG0000861	AT5G24110.1	Av_00003249-RA, Av_00024506-RA
OG0000862	AT1G14650.1, AT1G14650.2, AT1G14650.3	Av_00000857-RA
OG0000864	AT5G48160.1, AT5G48160.2, AT3G07780.1, AT3G07780.3, AT3G07780.2	Av_00010167-RA, Av_00006207-RA, Av_00012754-RA
OG0000865	AT1G30330.2, AT1G30330.3, AT1G30330.1	Av_00010128-RA, Av_00014286-RA
OG0000866	AT1G19780.1, AT1G15990.1	Av_00007939-RA
OG0000866	AT5G57940.3, AT5G57940.2, AT5G57940.1, AT2G23980.4, AT2G23980.9, AT2G23980.5, AT2G23980.3, AT2G23980.7, AT2G23980.2, AT2G23980.8, AT2G23980.10, AT2G23980.1, AT2G23980.6, AT4G30560.4, AT4G30560.1, AT4G30560.3, AT4G30560.2, AT4G30560.5	Av_00012168-RA, Av_00005825-RA
OG0000867	AT2G32910.1	Av_00018722-RA
OG0000869	AT1G65580.2, AT1G65580.1	Av_00011831-RA
OG0000869	AT2G43900.1, AT2G43900.2, AT2G31830.1, AT2G31830.2, AT1G05630.3, AT1G05630.1, AT1G05630.2	Av_00020856-RA, Av_00001570-RA, Av_00002039-RA, Av_00006980-RA, Av_00012878-RA
OG0000870	AT3G47500.1, AT5G62430.1	Av_00011254-RA, Av_00000537-RA
OG0000871	AT5G51080.3, AT5G51080.1, AT5G51080.2, AT1G24090.1	Av_00023092-RA
OG0000871	AT3G01410.2, AT3G01410.1	Av_00003579-RA
OG0000872	AT3G02250.1, AT5G15740.1	Av_00004956-RA, Av_00018621-RA, Av_00021872-RA
OG0000878	AT5G19390.4, AT5G19390.3, AT5G19390.1, AT5G19390.2	Av_00011845-RA, Av_00006990-RA, Av_00006550-RA, Av_00016537-RA
OG0000878	AT4G24580.3, AT4G24580.2, AT4G24580.1	Av_00011844-RA, Av_00003174-RA, Av_00008657-RA
OG0000879	AT5G02780.3, AT5G02780.1, AT5G02780.2, AT5G02790.1	Av_00012565-RA
OG0000880	AT5G13620.1, AT1G49290.1	Av_00024139-RA, Av_00016275-RA, Av_00014341-RA
OG0000880	AT5G11220.1, AT1G64870.1, AT3G45200.1	Av_00020205-RA, Av_00024210-RA, Av_00004667-RA
OG0000880	AT2G44925.1, AT5G24355.1	Av_00014340-RA
OG0000881	AT1G10657.1, AT1G10657.4, AT1G10657.3, AT1G10657.2	Av_00022564-RA
OG0000881	AT3G28990.1, AT3G55240.1	Av_00003565-RA
OG0000882	AT2G43160.2, AT2G43160.1, AT2G43160.3, AT2G43160.5, AT2G43160.4, AT3G59290.1	Av_00024419-RA, Av_00002804-RA, Av_00019588-RA
OG0000883	AT2G21630.1	Av_00011521-RA
OG0000883	AT4G14160.2, AT4G14160.1, AT4G14160.3, AT3G23660.2, AT3G23660.1, AT1G05520.1	Av_00006744-RA, Av_00008071-RA, Av_00000722-RA
OG0000884	AT5G64240.2, AT5G64240.1	Av_00023570-RA, Av_00010020-RA
OG0000884	AT1G02170.1	Av_00021425-RA
OG0000886	AT5G45190.3, AT5G45190.2, AT5G45190.1, AT4G19600.1	Av_00020191-RA, Av_00019254-RA, Av_00021249-RA
OG0000887	AT5G53350.1	Av_00001664-RA, Av_00009207-RA
OG0000887	AT1G33360.1	Av_00014026-RA
OG0000887	AT5G49840.4, AT5G49840.2, AT5G49840.1, AT5G49840.3	Av_00017501-RA
OG0000889	AT5G54670.3, AT5G54670.2, AT5G54670.1	Av_00003089-RA, Av_00022801-RA
OG0000889	AT4G21270.1	Av_00005630-RA, Av_00005941-RA, Av_00010570-RA
OG0000890	AT2G31010.1, AT2G31010.2, AT3G58640.1, AT3G58640.2	Av_00023568-RA, Av_00021460-RA, Av_00017392-RA
OG0000891	AT1G28240.1	Av_00003650-RA, Av_00023125-RA, Av_00008715-RA
OG0000892	AT5G53200.1, AT2G30432.1, AT2G30424.3, AT2G30424.2, AT2G30424.1, AT2G30420.1	Av_00022900-RA, Av_00022251-RA
OG0000892	AT2G46410.1, AT1G01380.2, AT1G01380.3, AT1G01380.1, AT4G01060.3, AT4G01060.1, AT4G01060.2	Av_00013102-RA
OG0000893	AT2G46500.1, AT2G46500.2, AT2G46500.3	Av_00013956-RA, Av_00021901-RA, Av_00016053-RA
OG0000893	AT5G24240.1, AT5G24240.2	Av_00009456-RA
OG0000894	AT3G15800.1	Av_00007962-RA, Av_00006825-RA
OG0000894	AT2G26600.1, AT2G26600.2	Av_00005848-RA, Av_00004019-RA, Av_00004906-RA
OG0000895	AT3G59140.1	Av_00012863-RA
OG0000896	AT4G00335.2, AT4G00335.1, AT4G00335.3	Av_00010879-RA, Av_00015216-RA, Av_00013928-RA
OG0000897	AT1G19180.3, AT1G19180.1, AT1G19180.2, AT1G74950.2, AT1G74950.1	Av_00008745-RA, Av_00006350-RA, Av_00010870-RA, Av_00010869-RA, Av_00006349-RA
OG0000898	AT5G53500.2, AT5G53500.1, AT5G24320.1, AT5G24320.2	Av_00016706-RA, Av_00009938-RA, Av_00009470-RA
OG0000899	AT4G02630.1	Av_00004189-RA, Av_00016006-RA
OG0000899	AT4G01330.1, AT4G01330.2, AT4G01330.3, AT1G01540.1, AT1G01540.2	Av_00017898-RA, Av_00013932-RA, Av_00003235-RA
OG0000900	AT3G60240.4, AT3G60240.3, AT3G60240.2	Av_00008347-RA, Av_00017974-RA, Av_00008352-RA
OG0000901	AT4G32350.2, AT4G32350.3, AT4G32350.1	Av_00019305-RA, Av_00008865-RA
OG0000903	AT2G37290.2, AT2G37290.1, AT2G37290.3	Av_00015785-RA, Av_00021653-RA
OG0000904	AT5G03730.1, AT5G03730.2	Av_00020020-RA, Av_00023825-RA, Av_00022509-RA
OG0000905	AT5G50740.3, AT5G50740.5, AT5G50740.1	Av_00011002-RA, Av_00015026-RA, Av_00009250-RA
OG0000906	AT1G12940.1	Av_00005338-RA
OG0000907	AT3G25585.4, AT3G25585.1, AT3G25585.2, AT3G25585.6, AT3G25585.5, AT3G25585.3, AT1G13560.2, AT1G13560.3, AT1G13560.1	Av_00002746-RA, Av_00007597-RA, Av_00006373-RA
