Orthogroup	A_thaliana.proteins	A_hypochondriacus.proteins
OG0000929	AT4G33860.1, AT4G33840.1, AT4G33830.1	AH006556-RA, AH006557-RA
OG0000930	AT2G38660.1, AT2G38660.3	AH016746-RA
OG0000930	AT4G00620.1, AT4G00600.1	AH009244-RA
OG0000931	AT4G19720.1, AT4G19740.1, AT4G19730.1, AT4G19750.1, AT4G19760.1, AT4G19770.1, AT4G19800.1, AT4G19820.1, AT4G19810.2, AT4G19810.1	AH020923-RA
OG0000932	AT3G56580.1, AT3G56580.3, AT3G56580.2, AT2G40830.3, AT2G40830.1, AT2G40830.4, AT2G40830.2	AH007497-RA
OG0000933	AT3G22400.1	AH020094-RA
OG0000933	AT1G55020.1	AH007560-RA
OG0000935	AT2G17780.3, AT2G17780.9, AT2G17780.8, AT2G17780.4, AT2G17780.7, AT2G17780.1, AT2G17780.6, AT2G17780.10, AT2G17780.5, AT2G17780.2, AT4G35920.2, AT4G35920.3, AT4G35920.5, AT4G35920.1, AT4G35920.4	AH005938-RA, AH003615-RA, AH023717-RA
OG0000936	AT4G01600.2, AT4G01600.1, AT4G01600.3	AH005683-RA, AH010172-RA
OG0000936	AT2G22475.1, AT2G22475.2, AT4G40100.1	AH005852-RA, AH003920-RA
OG0000937	AT1G47490.1, AT1G47500.2, AT1G47490.2, AT1G47500.1	AH009402-RA
OG0000938	AT1G36990.1	AH009012-RA, AH023605-RA
OG0000939	AT2G30290.1, AT2G30290.2	AH021704-RA
OG0000939	AT2G14720.2, AT2G14720.1, AT2G14740.1, AT2G14740.2	AH014631-RA, AH021188-RA
OG0000940	AT3G44590.1, AT3G44590.2, AT2G27710.2, AT2G27710.3, AT2G27710.4, AT2G27710.1, AT2G27720.3, AT2G27720.2, AT2G27720.1, AT2G27720.4	AH022396-RA, AH012637-RA, AH021837-RA
OG0000941	AT4G19420.3	AH018526-RA, AH003240-RA
OG0000942	AT1G75060.2, AT1G75060.3, AT1G75060.1, AT1G19330.3, AT1G19330.1, AT1G19330.2	AH002457-RA
OG0000943	AT1G09980.3, AT1G09980.1, AT1G09980.2, AT1G58350.4, AT1G58350.1, AT1G58350.3, AT1G58350.2	AH011889-RA
OG0000944	AT1G75390.1, AT1G75390.2, AT4G34590.1	AH011878-RA, AH019730-RA, AH003805-RA
OG0000945	AT4G37640.1, AT2G22950.1	AH003871-RA, AH005703-RA
OG0000946	AT4G01070.2, AT4G01070.1, AT1G01390.1, AT1G01390.2, AT1G01420.1, AT1G01420.2	AH009587-RA
OG0000947	AT5G55630.1, AT5G55630.2	AH009769-RA, AH014875-RA
OG0000948	AT1G32230.3, AT1G32230.4, AT1G32230.5, AT1G32230.2, AT1G32230.6, AT1G32230.1, AT2G35510.3, AT2G35510.1, AT2G35510.2	AH017013-RA, AH017012-RA
OG0000949	AT3G04120.1, AT1G13440.1, AT1G13440.2	AH004913-RA, AH017175-RA, AH003005-RA, AH004500-RA
OG0000950	AT5G12080.2, AT5G12080.3, AT5G12080.1, AT5G19520.1, AT5G19520.2	AH016044-RA, AH017099-RA
OG0000951	AT5G24810.2, AT5G24810.1	AH016017-RA
OG0000952	AT1G24764.1, AT1G24764.3, AT1G24764.2, AT1G68060.1	AH005335-RA, AH004155-RA
OG0000953	AT4G19960.1, AT4G19960.4, AT4G19960.3, AT4G19960.2	AH023551-RA
OG0000953	AT2G35060.3, AT2G35060.2, AT2G35060.4, AT2G35060.1, AT1G31120.1	AH008557-RA
OG0000954	AT2G35840.3, AT2G35840.4, AT2G35840.1, AT2G35840.2, AT1G51420.2, AT1G51420.3, AT1G51420.4, AT1G51420.1	AH018915-RA, AH003110-RA
OG0000955	AT3G09870.1	AH012757-RA
OG0000955	AT2G28085.1	AH015201-RA
OG0000956	AT4G32010.1, AT4G32010.2	AH012449-RA
OG0000956	AT2G30470.1	AH013227-RA
OG0000958	AT5G44210.1	AH021015-RA
OG0000958	AT1G28370.2, AT1G28370.1, AT3G15210.1, AT1G53170.1	AH010083-RA
OG0000960	AT2G01710.2, AT2G01710.1	AH008839-RA
OG0000960	AT5G64360.3, AT5G64360.2, AT5G64360.7, AT5G64360.5, AT5G64360.4, AT5G64360.6, AT5G64360.1, AT5G09540.1	AH000720-RA, AH002401-RA
OG0000962	AT5G61450.1	AH012195-RA
OG0000963	AT1G75750.2, AT1G75750.1	AH002202-RA, AH002201-RA, AH000879-RA
OG0000963	AT4G09610.1, AT4G09600.1	AH009397-RA
OG0000964	AT3G48240.1, AT5G63130.1, AT5G63130.2	AH002515-RA
OG0000964	AT3G26510.5, AT3G26510.4, AT3G26510.6, AT3G26510.7, AT3G26510.1, AT3G26510.2, AT3G26510.3	AH004814-RA
OG0000965	AT1G10410.1, AT1G59650.1	AH004666-RA
OG0000966	AT1G73780.1	AH022855-RA
OG0000966	AT3G18280.1, AT3G18280.2, AT1G48750.1	AH008995-RA, AH016516-RA, AH022854-RA, AH016517-RA, AH022853-RA
OG0000967	AT2G03810.2, AT2G03810.4, AT2G03810.7, AT2G03810.1, AT2G03810.5, AT2G03810.3, AT2G03810.6	AH005511-RA
OG0000974	AT5G13640.1, AT5G13640.2, AT5G13640.3	AH021123-RA
OG0000976	AT3G21510.1	AH020156-RA, AH007036-RA
OG0000977	AT1G32860.1	AH011368-RA, AH018193-RA
OG0000978	AT5G12840.2, AT5G12840.4, AT5G12840.3, AT5G12840.1, AT5G12840.5, AT3G20910.1	AH010993-RA, AH007703-RA
OG0000980	AT4G29340.1, AT2G19770.1	AH017114-RA
OG0000980	AT5G56600.1, AT2G19760.1, AT4G29350.1	AH014460-RA
OG0000982	AT5G04870.1	AH007794-RA, AH010320-RA
OG0000982	AT2G38910.1	AH018911-RA
OG0000983	AT1G08350.1, AT1G08350.2, AT1G08350.4, AT1G08350.3	AH022409-RA
OG0000984	AT1G08770.1	AH010822-RA
OG0000984	AT3G13720.1, AT3G13710.1, AT1G55190.1	AH013291-RA, AH022389-RA, AH013293-RA
OG0000986	AT4G36040.1, AT2G17880.1	AH006432-RA
OG0000986	AT3G13310.1	AH016762-RA, AH023651-RA, AH023650-RA
OG0000987	AT4G38860.1, AT2G21220.1, AT4G34760.1	AH016694-RA, AH008329-RA, AH001718-RA
OG0000989	AT5G42250.1	AH016825-RA
OG0000990	AT1G54110.1, AT1G54110.3, AT1G54110.2, AT3G55600.1, AT3G55600.2	AH008076-RA
OG0000991	AT2G21240.2, AT2G21240.1, AT4G38910.2, AT4G38910.1	AH001725-RA
OG0000991	AT5G42520.1, AT5G42520.2, AT5G42520.3	AH023554-RA
OG0000992	AT4G18910.1	AH014783-RA, AH021360-RA
OG0000992	AT5G37810.1, AT5G37820.1, AT5G37820.2	AH016563-RA
OG0000993	AT5G04980.4, AT5G04980.1, AT5G04980.3, AT5G04980.2	AH007809-RA, AH010674-RA
OG0000993	AT5G65090.3, AT5G65090.1, AT5G65090.2	AH005946-RA
OG0000994	AT4G32295.4, AT4G32295.3, AT4G32295.2, AT4G32295.1	AH023204-RA, AH016289-RA, AH014028-RA, AH016288-RA, AH014027-RA, AH016293-RA
OG0000995	AT2G18750.2, AT2G18750.1, AT2G18750.3, AT5G57580.1	AH020987-RA
OG0000997	AT4G00430.2	AH023062-RA, AH016366-RA
OG0000998	AT1G21320.1, AT1G21320.4, AT1G21320.3, AT1G21320.5, AT1G21320.2, AT1G76940.3, AT1G76940.1, AT1G76940.2	AH019706-RA, AH008490-RA
OG0000999	AT3G15920.1	AH001952-RA
OG0001000	AT5G43930.2, AT5G43930.4, AT5G43930.1, AT5G43930.3, AT1G04140.2, AT1G04140.1	AH020218-RA, AH006967-RA
OG0001001	AT2G46370.3, AT2G46370.4, AT2G46370.1, AT2G46370.2	AH009594-RA
OG0001002	AT5G57240.4, AT5G57240.3, AT5G57240.5, AT5G57240.2, AT5G57240.1, AT4G25850.1, AT4G25850.2, AT4G25850.3, AT4G25860.2, AT4G25860.1	AH014418-RA, AH014419-RA
OG0001003	AT2G38180.1, AT3G11210.1	AH023088-RA
OG0001004	AT3G02370.2, AT3G02370.4, AT3G02370.3, AT3G02370.1, AT3G57360.1	AH003252-RA, AH005022-RA
OG0001005	AT3G61310.1	AH009702-RA
OG0001006	AT1G15460.1, AT1G15460.4, AT1G15460.2, AT1G15460.3, AT1G74810.4, AT1G74810.1, AT1G74810.7	AH002018-RA, AH000990-RA
OG0001006	AT4G32510.1, AT4G32510.2, AT5G25430.1	AH015366-RA
OG0001007	AT3G61240.2, AT3G61240.1, AT2G45810.1, AT4G00660.2, AT4G00660.1	AH009252-RA
OG0001008	AT1G64140.1	AH018037-RA
OG0001009	AT2G37710.1, AT4G02420.1, AT4G02410.1, AT3G53810.1, AT4G29050.2, AT4G29050.1, AT1G70110.1	AH013731-RA, AH022584-RA, AH013730-RA, AH013733-RA, AH013732-RA, AH013737-RA, AH013736-RA, AH013781-RA, AH013729-RA
OG0001010	AT5G06670.1, AT5G06670.6, AT5G06670.3, AT5G06670.2, AT5G06670.4, AT5G06670.7, AT5G06670.8, AT5G06670.5, AT3G12020.3, AT3G12020.2, AT3G12020.4, AT3G12020.1	AH020302-RA
OG0001011	AT3G45240.3, AT3G45240.2, AT3G45240.1, AT5G60550.1	AH013367-RA, AH022218-RA
OG0001012	AT3G56310.2, AT3G56310.1	AH019262-RA
OG0001012	AT5G08370.1, AT5G08370.2	AH014361-RA
OG0001013	AT3G55980.1, AT3G55980.2, AT2G40140.1, AT2G40140.2	AH023105-RA, AH016384-RA
OG0001015	AT2G28250.1, AT2G28250.4, AT2G28250.2, AT2G28250.6, AT2G28250.3, AT2G28250.5	AH000187-RA
OG0001016	AT5G06510.4, AT5G06510.7, AT5G06510.3, AT5G06510.2, AT5G06510.1, AT5G06510.5, AT5G06510.6, AT3G05690.1, AT3G05690.2	AH007788-RA
OG0001017	AT2G31070.1	AH008294-RA, AH000283-RA
OG0001018	AT1G05200.2, AT1G05200.6, AT1G05200.1, AT1G05200.7, AT1G05200.3, AT2G32390.5, AT2G32390.1, AT2G32390.2	AH000257-RA, AH001276-RA
OG0001019	AT1G55500.3, AT1G55500.1, AT1G55500.6, AT1G55500.5, AT1G55500.2, AT1G55500.4, AT3G13460.1, AT3G13460.4, AT3G13460.3, AT3G13460.2	AH007635-RA
OG0001020	AT1G24300.1, AT1G24300.2, AT1G24300.3, AT1G27430.1, AT1G27430.3, AT1G27430.2	AH004562-RA, AH004561-RA
OG0001021	AT2G47070.1, AT2G47070.2, AT3G60030.1	AH017287-RA, AH002744-RA
OG0001022	AT1G58320.1, AT1G68630.1	AH016506-RA, AH022913-RA, AH022908-RA
OG0001024	AT1G69230.1, AT1G69230.2, AT1G26355.1	AH004034-RA, AH005537-RA
OG0001025	AT1G18150.2, AT1G18150.3, AT1G18150.1, AT1G73670.1	AH017213-RA
OG0001027	AT1G70100.4, AT1G70100.5, AT1G70100.2, AT1G70100.1, AT1G70100.6, AT1G70100.3, AT1G24160.2, AT1G24160.1	AH004656-RA
OG0001028	AT3G17750.1, AT1G73460.2, AT1G73460.1, AT1G73450.1	AH007056-RA, AH019832-RA
OG0001029	AT2G03505.1, AT2G03505.4, AT2G03505.2, AT2G03505.3, AT1G13830.2, AT1G13830.1	AH005550-RA
OG0001029	AT5G08000.2, AT5G08000.1, AT5G61130.1	AH002878-RA, AH017514-RA
OG0001030	AT3G02890.4, AT3G02890.3, AT3G02890.1, AT3G02890.2, AT5G16680.1, AT5G16680.2	AH007241-RA
OG0001037	AT1G06700.1, AT1G06700.3, AT1G06700.2, AT2G30740.3, AT2G30740.11, AT2G30740.14, AT2G30740.15, AT2G30740.2, AT2G30740.4, AT2G30740.10, AT2G30740.12, AT2G30740.7, AT2G30740.1, AT2G30740.8, AT2G30740.6, AT2G30740.5, AT2G30740.9, AT2G30740.13	AH020150-RA, AH011835-RA
OG0001038	AT3G54140.2, AT3G54140.1, AT5G01180.1, AT5G01180.3, AT5G01180.2	AH003043-RA, AH018864-RA, AH018862-RA
OG0001039	AT1G07890.5, AT1G07890.1, AT1G07890.7, AT1G07890.2, AT1G07890.8, AT1G07890.3, AT1G07890.4, AT1G07890.6	AH000101-RA, AH001293-RA
OG0001039	AT3G09640.2, AT3G09640.1	AH012796-RA
OG0001040	AT2G38280.2, AT2G38280.1	AH018815-RA, AH003066-RA
OG0001041	AT1G07540.1	AH013706-RA, AH022551-RA
OG0001042	AT3G55370.3, AT3G55370.1, AT3G55370.2	AH023451-RA
OG0001044	AT3G53260.1, AT2G37040.1, AT3G10340.1	AH022004-RA, AH012767-RA
OG0001045	AT4G02430.2, AT4G02430.3, AT4G02430.4, AT4G02430.1	AH022111-RA, AH012922-RA
OG0001045	AT1G09140.2, AT1G09140.1, AT1G09140.3	AH007610-RA
OG0001046	AT3G08910.1, AT5G01390.1	AH018798-RA, AH015860-RA
OG0001047	AT5G39990.1, AT5G15050.1	AH019370-RA
OG0001047	AT2G37585.1	AH012801-RA
OG0001048	AT3G10250.3, AT3G10250.4, AT3G10250.5, AT3G10250.1, AT3G10250.2, AT5G04090.6, AT5G04090.4, AT5G04090.7, AT5G04090.3, AT5G04090.1, AT5G04090.5, AT5G04090.2	AH006702-RA, AH020456-RA
OG0001050	AT4G36000.1, AT4G36000.2	AH006441-RA
OG0001050	AT4G24180.1, AT4G24180.2, AT4G24180.5, AT4G24180.6, AT4G24180.4, AT4G24180.3	AH023655-RA
OG0001051	AT4G33680.1	AH002743-RA, AH017286-RA
OG0001052	AT5G23530.1	AH003285-RA
OG0001053	AT1G80010.1	AH001950-RA, AH000607-RA
OG0001056	AT1G79450.2, AT1G79450.1, AT1G16360.1, AT1G16360.4, AT1G16360.2, AT1G54320.1, AT3G12740.1	AH010702-RA, AH007848-RA, AH021197-RA, AH014620-RA
OG0001057	AT5G64340.1, AT5G09460.1	AH008820-RA, AH002407-RA, AH000724-RA
OG0001058	AT3G27200.1	AH017346-RA
OG0001059	AT5G62580.2, AT5G62580.1	AH017341-RA, AH002759-RA
OG0001060	AT2G02130.1, AT2G02100.1, AT2G02120.1, AT2G02140.1, AT2G02147.1, AT1G61070.1	AH019749-RA, AH017647-RA
OG0001062	AT1G52790.1, AT1G52800.1	AH000503-RA, AH001574-RA
OG0001063	AT5G13210.1, AT3G24780.1	AH008625-RA, AH008626-RA
OG0001064	AT1G79860.1, AT1G52240.1	AH002099-RA
OG0001064	AT3G24620.1, AT4G13240.1	AH014518-RA, AH020871-RA
OG0001065	AT3G32090.1, AT1G80840.1	AH023284-RA, AH016225-RA
OG0001066	AT4G31880.1, AT4G31880.2	AH011438-RA, AH023279-RA, AH023283-RA, AH016227-RA
OG0001067	AT1G74840.1, AT1G74840.2, AT1G19000.1, AT1G19000.2	AH017255-RA, AH002765-RA
OG0001068	AT5G62090.2, AT5G62090.3, AT5G62090.1	AH019530-RA, AH012352-RA
OG0001069	AT4G27910.1, AT5G53430.1	AH011997-RA
OG0001069	AT3G61740.1, AT3G61740.2	AH016305-RA
OG0001070	AT5G22850.1	AH000393-RA, AH001453-RA
OG0001070	AT2G36670.3, AT2G36670.4, AT2G36670.1, AT2G36670.2	AH012697-RA, AH021874-RA
OG0001071	AT5G02880.1, AT5G02880.2	AH012794-RA
OG0001072	AT4G18360.1, AT4G18360.4, AT4G18360.3, AT4G18360.2	AH010282-RA
OG0001072	AT3G14420.1, AT3G14420.2, AT3G14420.3, AT3G14420.4, AT3G14415.1, AT3G14415.3, AT3G14415.2	AH007944-RA
OG0001073	AT2G41060.2, AT2G41060.1, AT2G41060.3, AT3G56860.10, AT3G56860.5, AT3G56860.6, AT3G56860.3, AT3G56860.9, AT3G56860.2, AT3G56860.11, AT3G56860.7, AT3G56860.4, AT3G56860.8, AT3G56860.1	AH006552-RA
OG0001074	AT4G01450.3, AT4G01450.4, AT4G01450.2, AT4G01450.1, AT4G01440.3, AT4G01440.5, AT4G01440.2, AT4G01440.1, AT4G01440.4, AT3G30340.1, AT3G30340.2	AH009467-RA
OG0001075	AT4G27970.5, AT4G27970.3, AT4G27970.1, AT4G27970.6, AT4G27970.2, AT4G27970.4, AT5G24030.2, AT5G24030.1	AH016701-RA, AH012074-RA, AH019618-RA
OG0001076	AT3G04520.1, AT3G04520.3, AT3G04520.2, AT1G08630.7, AT1G08630.6, AT1G08630.2, AT1G08630.3, AT1G08630.4, AT1G08630.1, AT1G08630.5	AH010746-RA, AH007881-RA
OG0001078	AT1G18620.5, AT1G18620.3, AT1G18620.4, AT1G18620.1, AT1G18620.2, AT1G74160.1, AT1G74160.3, AT1G74160.2	AH017489-RA
OG0001079	AT3G04060.1, AT5G18270.2, AT5G18270.1	AH015793-RA
OG0001079	AT5G39610.1, AT3G29035.1	AH017564-RA, AH002840-RA
OG0001080	AT4G18010.2, AT4G18010.1	AH018328-RA
OG0001081	AT4G27320.1, AT4G27320.2, AT5G54430.5, AT5G54430.2, AT5G54430.6, AT5G54430.3, AT5G54430.4, AT5G54430.1	AH009977-RA
OG0001082	AT2G34850.1, AT2G34850.2, AT2G34850.4, AT2G34850.3	AH019060-RA, AH019061-RA
OG0001083	AT1G74330.2, AT1G74330.1, AT1G74330.3, AT1G18670.2, AT1G18670.1, AT1G18670.3	AH002859-RA, AH017552-RA
OG0001086	AT2G14670.1, AT1G66570.1, AT1G66570.2, AT1G66570.3, AT5G43610.1, AT5G06170.1, AT1G71880.1, AT1G71890.1, AT1G22710.1	AH009366-RA, AH009364-RA
OG0001091	ATMG00510.1	AH011452-RA, AH015460-RA, AH015458-RA
OG0001093	AT5G65690.3, AT5G65690.1, AT5G65690.4, AT5G65690.2	AH004988-RA
OG0001094	AT5G12380.1	AH011026-RA
OG0001095	AT1G48910.1	AH023086-RA
OG0001096	AT5G17430.2, AT5G17430.1	AH011126-RA
OG0001096	AT1G51190.1, AT3G20840.1	AH010935-RA
OG0001097	AT5G59480.5, AT5G59480.1, AT5G59480.4, AT5G59480.3, AT5G59480.2	AH022557-RA
OG0001097	AT5G02230.2, AT5G02230.1, AT5G02230.3	AH002582-RA, AH017924-RA
OG0001099	AT4G13850.3, AT4G13850.1, AT4G13850.2, AT4G13850.4, AT3G23830.2, AT3G23830.1	AH020576-RA, AH006491-RA
OG0001099	AT5G61030.1, AT5G61030.2	AH002885-RA
OG0001100	AT5G38830.1	AH005467-RA
OG0001100	AT2G31170.2, AT2G31170.3, AT2G31170.1	AH023245-RA
OG0001102	AT2G22770.1	AH004330-RA
OG0001107	AT3G14250.1	AH013425-RA
OG0001108	AT5G42570.1	AH001285-RA, AH000239-RA
OG0001108	AT3G20450.1	AH010575-RA, AH003448-RA, AH009907-RA
OG0001109	AT1G60970.1, AT3G09800.4, AT3G09800.1, AT3G09800.5, AT4G08520.1, AT3G09800.2, AT3G09800.3	AH022211-RA, AH013337-RA
OG0001110	AT4G11990.1, AT4G22860.2, AT4G22860.1, AT4G22860.3	AH012288-RA, AH018727-RA
OG0001111	AT2G19460.2, AT2G19460.1	AH016064-RA
OG0001111	AT5G11970.1	AH014211-RA
OG0001112	AT1G63830.5, AT1G63830.3, AT1G63830.2, AT1G63830.1, AT5G41390.2, AT5G41390.1, AT4G23470.2, AT4G23470.4, AT4G23470.1, AT4G23470.3	AH017995-RA
OG0001114	AT3G61150.1	AH009228-RA
OG0001115	AT4G32000.1, AT4G32000.2, AT4G32000.4, AT4G32000.3, AT2G25220.2, AT2G25220.1, AT2G25220.6, AT2G25220.3, AT2G25220.4, AT2G25220.5, AT5G11020.3, AT5G11020.1, AT5G11020.2, AT5G11020.4	AH016248-RA
OG0001116	AT4G32730.3, AT4G32730.5, AT4G32730.2, AT4G32730.4, AT4G32730.1	AH023316-RA
OG0001117	AT5G24870.3, AT5G24870.2, AT5G24870.1, AT5G10650.3, AT5G10650.1, AT5G10650.2	AH016026-RA, AH017035-RA
OG0001118	AT5G60410.1, AT5G60410.6, AT5G60410.2, AT5G60410.5, AT5G60410.3, AT5G60410.4	AH001326-RA, AH000153-RA, AH000155-RA
OG0001119	AT2G37340.1, AT2G37340.6, AT2G37340.4, AT2G37340.2, AT2G37340.5, AT2G37340.3, AT3G53500.2, AT3G53500.3, AT3G53500.1	AH015942-RA
OG0001120	AT2G02760.1, AT2G02760.2, AT1G14400.2, AT1G14400.1, AT2G02760.3, AT2G02760.4	AH005099-RA, AH004603-RA
OG0001121	AT3G12570.4, AT3G12570.2, AT3G12570.1, AT3G12570.3	AH023457-RA
OG0001122	AT1G29400.3, AT1G29400.1, AT1G29400.2	AH014754-RA
OG0001123	AT3G03910.1, AT3G03910.2, AT5G18170.1, AT5G07440.1, AT5G07440.2	AH006921-RA, AH020258-RA
OG0001124	AT2G25290.1, AT2G25290.4, AT2G25290.2, AT2G25290.3, AT4G32070.2, AT4G32070.1	AH023252-RA, AH016259-RA
OG0001125	AT3G01150.3, AT3G01150.1	AH015790-RA
OG0001125	AT5G53180.1	AH012028-RA
OG0001128	AT2G16090.5, AT2G16090.2, AT2G16090.3, AT2G16090.4, AT2G16090.1, AT4G34370.2, AT4G34370.1, AT3G27710.1, AT3G27720.1	AH016955-RA
OG0001129	AT5G43230.1	AH004516-RA
OG0001129	AT3G01810.3, AT3G01810.1, AT3G01810.2	AH015879-RA
OG0001130	AT1G24530.1	AH004473-RA, AH004879-RA
OG0001131	AT3G02230.1, AT5G15650.1	AH022782-RA, AH016587-RA
OG0001131	AT3G08900.1	AH002901-RA, AH017471-RA
OG0001132	AT3G02555.2, AT3G02555.1, AT5G16110.1	AH016532-RA, AH022880-RA
OG0001132	AT1G68490.1	AH004159-RA, AH005388-RA
OG0001133	AT1G66250.1	AH015851-RA
OG0001133	AT2G01630.3, AT2G01630.1	AH004152-RA, AH005363-RA
OG0001134	AT3G01220.1, AT5G15150.1	AH015764-RA
OG0001134	AT1G69780.1	AH005090-RA
OG0001135	AT1G10820.2, AT1G10820.1, AT1G60670.3, AT1G60670.2, AT1G60670.5, AT1G60670.1, AT1G60670.4, AT1G68160.1	AH001124-RA, AH000067-RA
OG0001141	AT4G32090.1	AH006389-RA, AH023250-RA
OG0001143	AT3G07390.2, AT3G07390.1	AH013596-RA
OG0001143	AT3G25290.1, AT3G25290.2, AT4G12980.1	AH013595-RA
OG0001144	AT5G58610.3, AT5G58610.5, AT5G58610.4, AT5G58610.6, AT5G58610.7, AT5G58610.1, AT5G58610.11, AT5G58610.9, AT5G58610.10, AT5G58610.2, AT5G58610.8	AH002146-RA, AH015584-RA
OG0001145	AT4G25050.1, AT4G25050.2	AH002687-RA
OG0001145	AT1G54580.1, AT1G54630.1, AT1G54630.2, AT3G05020.1, AT5G27200.1	AH010871-RA, AH007537-RA
OG0001146	AT2G37760.6, AT2G37760.7, AT2G37760.1, AT2G37760.2, AT2G37760.3, AT2G37760.4, AT2G37760.5	AH018876-RA
OG0001146	AT2G37770.2, AT3G53880.1, AT3G53880.2, AT2G37790.1	AH011698-RA
OG0001147	AT3G52820.1	AH021829-RA, AH021828-RA
OG0001147	AT3G52780.1, AT3G52780.2	AH021827-RA, AH012620-RA
OG0001148	AT5G08570.1, AT5G08570.2, AT5G08570.3, AT5G63680.1, AT5G63680.3, AT5G63680.2	AH013387-RA
OG0001149	AT3G49470.2, AT3G49470.1, AT1G33040.1, AT4G10480.1, AT4G10480.2	AH011884-RA
OG0001149	AT3G12390.1, AT5G13850.1	AH010685-RA, AH007824-RA
OG0001150	AT1G62610.3, AT1G62610.1, AT1G62610.2, AT1G62610.4, AT1G63380.1, AT1G63380.4, AT1G63380.3, AT1G63380.2, AT3G55290.1, AT3G55290.2, AT3G55310.1, AT3G46170.1	AH020477-RA
OG0001151	AT2G32720.2, AT2G32720.1	AH013071-RA
OG0001151	AT5G53560.1	AH019718-RA, AH011930-RA
OG0001151	AT5G48810.1	AH009515-RA
OG0001152	AT3G52990.1, AT3G52990.2, AT2G36580.1	AH021862-RA, AH012678-RA
OG0001153	AT3G59960.4, AT3G59960.3, AT3G59960.2, AT3G59960.1, AT2G44150.1	AH011761-RA
OG0001154	AT5G18230.3, AT5G18230.2, AT5G18230.1, AT5G18230.4	AH006933-RA
OG0001155	AT4G37750.1	AH016711-RA
OG0001157	AT2G23080.2, AT2G23080.1	AH003889-RA
OG0001157	AT2G23070.1	AH005694-RA, AH003879-RA
OG0001158	AT2G23360.1	AH006127-RA
OG0001159	AT1G10890.3, AT1G10890.2, AT1G10890.1, AT1G10890.4	AH003277-RA
OG0001159	AT5G13340.1	AH004048-RA
OG0001160	AT1G20560.1, AT1G20560.2	AH023721-RA, AH023722-RA
OG0001160	AT2G17650.1	AH004290-RA, AH004943-RA
OG0001162	AT5G24360.2, AT5G24360.3, AT5G24360.1	AH016893-RA
OG0001162	AT2G17520.1	AH003595-RA
OG0001163	AT4G34215.1, AT4G34215.2	AH001668-RA
OG0001163	AT3G53010.1	AH016942-RA
OG0001164	AT5G10630.4, AT5G10630.3, AT5G10630.2, AT5G10630.5, AT5G10630.1	AH017026-RA
OG0001165	AT1G19835.2, AT1G19835.3, AT1G19835.6, AT1G19835.1, AT1G19835.5, AT1G19835.4, AT1G47900.2, AT1G47900.1, AT1G47900.3	AH008325-RA, AH016691-RA
OG0001166	AT5G55370.1, AT5G55380.1	AH007858-RA
OG0001168	AT1G02080.2, AT1G02080.3, AT1G02080.1	AH009076-RA
OG0001169	AT2G17620.1	AH006416-RA
OG0001169	AT1G76310.1, AT1G76310.4, AT1G76310.2, AT1G76310.3, AT1G20610.1	AH023725-RA
OG0001171	AT4G38380.2, AT4G38380.1, AT4G38380.5, AT4G38380.3, AT4G38380.4	AH002354-RA
OG0001172	AT1G64630.1	AH009743-RA
OG0001172	AT5G55560.1	AH000090-RA, AH001173-RA
OG0001173	AT1G61800.2, AT1G61800.1	AH015023-RA
OG0001173	AT5G54800.1	AH008168-RA, AH009928-RA
OG0001174	AT1G28960.6, AT1G28960.7, AT1G28960.3, AT1G28960.1, AT1G28960.5, AT2G33980.2, AT2G33980.4, AT2G33980.3, AT2G33980.1	AH015288-RA
OG0001175	AT5G45140.3, AT5G45140.2, AT5G45140.1	AH000334-RA
OG0001176	AT4G05520.2, AT4G05520.1	AH021471-RA, AH014932-RA
OG0001176	AT3G20290.2, AT3G20290.1, AT3G20290.3	AH009878-RA
OG0001177	AT1G63010.1, AT1G63010.3, AT1G63010.5, AT1G63010.6, AT1G63010.4, AT1G63010.7, AT1G63010.2, AT4G22990.1, AT4G22990.2, AT4G22990.3, AT4G11810.3, AT4G11810.2, AT4G11810.1	AH003150-RA, AH018700-RA
OG0001178	AT5G07460.1	AH022370-RA
OG0001178	AT4G25130.1	AH018244-RA, AH011465-RA
OG0001179	AT1G54180.1, AT1G54180.2, AT3G14000.2, AT3G14000.1	AH013358-RA
OG0001179	AT5G20540.1	AH014557-RA
OG0001180	AT1G23220.1	AH005365-RA
OG0001180	AT5G20110.1, AT5G20110.2	AH014071-RA
OG0001182	AT5G52040.1, AT5G52040.2, AT5G52040.7, AT5G52040.5, AT5G52040.3, AT5G52040.6, AT5G52040.4	AH012348-RA, AH019533-RA
OG0001183	AT5G52660.2, AT5G52660.1	AH012097-RA
OG0001183	AT4G01280.1, AT4G01280.2	AH009641-RA
OG0001184	AT2G31570.1	AH011608-RA
OG0001184	AT1G63460.1	AH003173-RA
OG0001185	AT4G30380.1, AT4G30380.2	AH023519-RA, AH023518-RA
OG0001185	AT2G18660.1	AH015568-RA
OG0001187	AT5G45370.4, AT5G45370.3, AT5G45370.6, AT5G45370.5, AT5G45370.2, AT5G45370.1, AT4G19185.1, AT4G19185.2, AT3G45870.8, AT3G45870.9, AT3G45870.1	AH018784-RA
OG0001188	AT4G11400.1, AT4G11400.2	AH017993-RA
OG0001188	AT2G46040.3, AT2G46040.1, AT2G46040.2	AH009666-RA
OG0001189	AT4G17330.3, AT4G17330.2, AT4G17330.1	AH018210-RA
