Orthogroup	A_thaliana.proteins	B_vulgaris.proteins
OG0000742	AT1G52150.1, AT1G52150.2, AT1G52150.3	Bevul.9G214200.6.p, Bevul.9G214200.4.p, Bevul.9G214200.2.p, Bevul.9G214200.3.p, Bevul.9G214200.5.p, Bevul.9G214200.1.p, Bevul.9G214200.7.p
OG0000742	AT4G32880.1	Bevul.2G156700.1.p
OG0000743	AT2G41480.1	Bevul.8G176900.1.p
OG0000744	AT2G29070.2, AT2G29070.1, AT2G29070.3	Bevul.7G203100.1.p
OG0000744	AT2G21270.4, AT2G21270.1, AT2G21270.2, AT2G21270.5, AT2G21270.3, AT4G38930.1, AT4G38930.4, AT4G38930.3, AT4G38930.2	Bevul.9G159600.1.p, Bevul.9G159600.2.p
OG0000745	AT5G24470.1	Bevul.1G199800.1.p, Bevul.3G026700.1.p
OG0000746	AT2G36490.1	Bevul.7G034900.1.p
OG0000747	AT4G24010.1, AT4G24000.1, AT4G24000.2, AT4G23990.2, AT4G23990.1	Bevul.5G014200.1.p
OG0000748	AT5G50600.1, AT5G50700.1	Bevul.J001000.1.p
OG0000749	AT5G16170.1	Bevul.2G211000.1.p
OG0000749	AT1G10880.1	Bevul.6G132000.1.p
OG0000753	AT5G54960.1	Bevul.5G053700.1.p
OG0000754	AT1G58470.2, AT1G58470.1	Bevul.1G010700.1.p
OG0000754	AT4G14300.1, AT4G14300.2	Bevul.3G004200.1.p, Bevul.3G004300.1.p
OG0000755	AT5G23270.1, AT1G50310.2, AT1G50310.1, AT3G19940.1, AT3G19930.1, AT3G19930.2	Bevul.9G005800.1.p, Bevul.3G161500.1.p
OG0000756	AT2G31230.1, AT1G06160.1	Bevul.5G247800.1.p
OG0000757	AT5G07130.2, AT5G07130.3, AT5G07130.1, AT2G30210.1	Bevul.7G216600.1.p, Bevul.7G216700.1.p, Bevul.7G216800.1.p
OG0000757	AT5G05390.1, AT2G40370.1	Bevul.2G250000.1.p
OG0000758	AT2G32020.1, AT2G32030.1	Bevul.3G216000.1.p
OG0000758	AT3G22560.1	Bevul.4G142000.1.p
OG0000759	AT1G69710.1, AT1G69710.2	Bevul.6G239000.1.p
OG0000759	AT5G12350.1, AT5G19420.3, AT5G19420.2, AT5G19420.1	Bevul.4G226600.1.p, Bevul.2G043400.1.p
OG0000761	AT3G53990.1, AT3G53990.2	Bevul.3G057400.1.p
OG0000761	AT3G17020.1, AT3G17020.2	Bevul.3G057600.1.p
OG0000762	AT3G17410.2, AT3G17410.1, AT1G48210.3, AT1G48210.1, AT1G48210.7, AT1G48210.2	Bevul.3G127000.1.p
OG0000762	AT3G62220.3, AT3G62220.1, AT2G47060.2, AT2G47060.1, AT2G47060.5, AT2G47060.4	Bevul.5G037500.1.p
OG0000763	AT5G06770.2, AT5G06770.3, AT5G06770.4, AT5G06770.5, AT5G06770.6, AT5G06770.1, AT3G12130.1, AT3G12130.2	Bevul.3G183200.1.p
OG0000764	AT3G63300.1, AT3G63300.2	Bevul.5G237000.1.p
OG0000764	AT3G22810.3, AT3G22810.2, AT3G22810.1, AT4G14740.4, AT4G14740.1, AT4G14740.2, AT4G14740.3, AT5G43870.2, AT5G43870.1	Bevul.3G144600.1.p
OG0000765	AT4G14368.4, AT4G14368.2, AT4G14368.3, AT4G14368.1, AT3G23270.2, AT3G23270.1	Bevul.8G147900.1.p
OG0000765	AT5G42140.2, AT5G42140.1, AT1G76950.1	Bevul.1G077200.1.p
OG0000766	AT1G24620.1	Bevul.1G060500.1.p
OG0000766	AT1G66400.1	Bevul.2G202600.1.p
OG0000766	AT1G18210.1, AT1G18210.2, AT1G73630.1	Bevul.1G170300.1.p
OG0000767	AT5G10100.1, AT5G10100.4, AT5G10100.3, AT5G10100.2, AT5G65140.2, AT5G65140.3, AT5G65140.1, AT2G22190.1, AT2G22190.2, AT4G39770.1, AT4G39770.2	Bevul.6G071400.1.p
OG0000767	AT1G35910.1	Bevul.1G097500.1.p
OG0000768	AT4G24470.1, AT4G24470.2, AT4G24470.3	Bevul.1G169600.1.p
OG0000768	AT1G51600.1, AT1G51600.2, AT3G21175.1, AT3G21175.3, AT3G21175.2	Bevul.7G154500.1.p
OG0000769	AT1G71770.1, AT1G71770.2, AT1G22760.1	Bevul.1G067000.1.p
OG0000769	AT1G49760.2, AT1G49760.1, AT4G34110.1	Bevul.9G239200.1.p
OG0000770	AT4G37080.4, AT4G37080.3, AT4G37080.2, AT4G37080.1	Bevul.6G064900.1.p
OG0000771	AT2G21590.7, AT2G21590.2, AT2G21590.1, AT2G21590.3, AT2G21590.5, AT2G21590.6, AT2G21590.4, AT4G39210.2, AT4G39210.1	Bevul.9G168200.1.p
OG0000771	AT1G27680.1	Bevul.1G154800.1.p
OG0000772	AT2G03060.1, AT2G03060.4, AT2G03060.6, AT2G03060.5, AT2G03060.7, AT2G03060.3, AT2G03060.2	Bevul.6G233500.1.p
OG0000775	AT4G22030.1, AT4G04480.1	Bevul.8G051900.1.p, Bevul.8G051600.1.p, Bevul.8G051700.1.p
OG0000776	AT1G11180.3, AT1G11180.2, AT1G11180.1, AT1G61250.1	Bevul.8G000500.1.p
OG0000776	AT2G20840.2, AT2G20840.3, AT2G20840.1, AT1G03550.3, AT1G03550.2	Bevul.9G068300.1.p, Bevul.9G068300.2.p, Bevul.9G068300.4.p, Bevul.9G068300.3.p
OG0000778	AT1G55130.1, AT3G13772.1	Bevul.8G128400.1.p, Bevul.8G128600.1.p
OG0000778	AT2G24170.1, AT2G24170.2	Bevul.5G173400.1.p
OG0000779	AT3G13227.1	Bevul.4G005000.1.p
OG0000780	AT2G19600.1	Bevul.8G125700.1.p
OG0000780	AT5G11800.1, AT5G51710.2, AT5G51710.1	Bevul.3G083700.1.p
OG0000781	AT4G27940.1	Bevul.3G043900.1.p
OG0000781	AT2G46320.4, AT2G46320.3, AT2G46320.2, AT2G46320.5, AT2G46320.1	Bevul.1G187300.1.p
OG0000782	AT5G43270.2, AT5G43270.3, AT5G43270.1	Bevul.6G206500.1.p
OG0000783	AT2G44310.1	Bevul.7G163700.1.p
OG0000783	AT1G54530.1	Bevul.4G140000.1.p, Bevul.4G140100.1.p
OG0000784	AT1G61680.2, AT1G61680.1	Bevul.8G066800.1.p, Bevul.8G066700.1.p
OG0000785	AT3G10160.1	Bevul.3G202700.1.p
OG0000785	AT5G05980.1, AT5G05980.2	Bevul.2G225900.3.p, Bevul.2G225900.4.p, Bevul.2G225900.1.p, Bevul.2G225900.2.p
OG0000786	AT1G67640.1, AT1G24400.1, AT1G71680.1	Bevul.3G170500.1.p, Bevul.3G174600.1.p, Bevul.3G123300.1.p, Bevul.6G213800.1.p
OG0000787	AT4G23740.2, AT4G23740.1	Bevul.5G021800.1.p
OG0000788	AT5G63410.1	Bevul.2G081100.1.p
OG0000789	AT5G39785.1, AT5G39785.3, AT5G39785.2, AT5G39785.4, AT5G39785.5	Bevul.2G060300.3.p, Bevul.2G060300.1.p, Bevul.2G060300.2.p
OG0000789	AT1G69610.3, AT1G69610.1, AT1G69610.2	Bevul.6G236500.1.p
OG0000790	AT3G57720.1, AT3G57710.1, AT3G57770.1, AT3G57700.1	Bevul.2G005100.1.p, Bevul.2G005400.1.p, Bevul.2G005300.1.p, Bevul.9G099600.2.p, Bevul.9G099600.3.p, Bevul.9G099600.4.p, Bevul.9G099600.1.p, Bevul.9G099500.13.p, Bevul.9G099500.16.p, Bevul.9G099500.19.p, Bevul.9G099500.14.p, Bevul.9G099500.6.p, Bevul.9G099500.20.p, Bevul.9G099500.15.p, Bevul.9G099500.17.p, Bevul.9G099500.21.p, Bevul.9G099500.18.p, Bevul.9G099500.1.p, Bevul.9G099500.12.p, Bevul.9G099500.7.p, Bevul.9G099500.8.p, Bevul.9G099500.9.p, Bevul.9G099500.11.p, Bevul.9G099500.10.p, Bevul.9G099500.2.p, Bevul.9G099500.5.p, Bevul.9G099500.4.p, Bevul.9G099500.3.p
OG0000791	AT5G64170.2, AT5G64170.3, AT5G64170.1	Bevul.9G144400.6.p, Bevul.9G144400.5.p, Bevul.9G144400.4.p, Bevul.9G144400.3.p, Bevul.9G144400.1.p, Bevul.9G144400.2.p
OG0000797	AT1G25230.3, AT1G25230.1, AT1G25230.2, AT2G01890.2, AT2G01890.1, AT2G01890.3, AT1G14700.3, AT1G14700.1, AT1G14700.2, AT1G14700.4	Bevul.4G144200.1.p
OG0000798	AT5G22500.2, AT5G22500.1, AT3G44540.2, AT3G44540.3, AT3G44540.1	Bevul.5G038800.1.p, Bevul.8G112900.1.p
OG0000799	AT4G14240.1, AT4G14240.2, AT4G14240.3	Bevul.3G051900.1.p, Bevul.3G133500.1.p
OG0000800	AT5G06100.5, AT5G06100.2, AT5G06100.4, AT5G06100.3, AT5G06100.1, AT3G11440.4, AT3G11440.3, AT3G11440.1, AT3G11440.2	Bevul.4G217100.1.p
OG0000804	AT1G49950.2, AT1G49950.1, AT1G49950.3	Bevul.3G186200.1.p
OG0000805	AT3G57330.1, AT3G57330.2, AT2G41560.3, AT2G41560.2, AT2G41560.4, AT2G41560.1	Bevul.3G199400.1.p
OG0000806	AT5G35960.1, AT5G35960.2	Bevul.7G078700.5.p, Bevul.7G078700.8.p, Bevul.7G078700.7.p, Bevul.7G078700.17.p, Bevul.7G078700.4.p, Bevul.7G078700.3.p, Bevul.7G078700.6.p, Bevul.7G078700.10.p, Bevul.7G078700.9.p, Bevul.7G078700.19.p, Bevul.7G078700.21.p, Bevul.7G078700.2.p, Bevul.7G078700.18.p, Bevul.7G078700.1.p, Bevul.7G078700.11.p, Bevul.7G078700.12.p, Bevul.7G078700.16.p, Bevul.7G078700.20.p, Bevul.7G078700.14.p, Bevul.7G078700.13.p, Bevul.7G078700.15.p
OG0000807	AT2G47160.1, AT2G47160.2, AT3G62270.1	Bevul.5G260100.1.p
OG0000808	AT3G17270.1	Bevul.5G208200.1.p
OG0000809	AT1G75950.1, AT5G42190.1	Bevul.9G135300.1.p, Bevul.2G123900.1.p
OG0000810	AT3G13730.2, AT3G13730.1	Bevul.7G232500.1.p
OG0000810	AT4G36380.1, AT4G36380.2	Bevul.6G026000.1.p
OG0000811	AT4G40070.1	Bevul.1G108500.1.p, Bevul.1G108400.1.p
OG0000811	AT1G72200.1, AT1G22500.1	Bevul.6G098400.1.p
OG0000811	AT5G27420.1, AT3G05200.1	Bevul.4G151500.1.p
OG0000812	AT4G34680.2, AT4G34680.1	Bevul.9G161800.2.p, Bevul.9G161800.1.p
OG0000812	AT4G36240.1	Bevul.6G027600.1.p
OG0000813	AT2G22490.1, AT2G22490.2, AT5G65420.1, AT5G65420.3, AT5G65420.4, AT5G65420.2, AT5G10440.2, AT5G10440.1	Bevul.6G099900.1.p
OG0000814	AT3G48260.1, AT3G48260.2	Bevul.5G221500.1.p
OG0000815	AT5G65810.1, AT3G49720.2, AT3G49720.3, AT3G49720.1	Bevul.6G017700.1.p
OG0000817	AT5G42770.1, AT5G42770.2, AT5G42770.3	Bevul.5G122500.1.p
OG0000818	AT1G78160.1, AT1G78160.2, AT1G22240.1, AT4G08840.1, AT1G35730.1, AT1G35730.2, AT1G35750.1	Bevul.1G099400.1.p
OG0000819	AT4G15200.1	Bevul.9G066400.3.p, Bevul.9G066400.2.p, Bevul.9G066400.1.p
OG0000819	AT5G54650.2, AT5G54650.1	Bevul.4G046000.1.p
OG0000820	AT5G63700.1, AT5G63700.2	Bevul.6G155100.1.p, Bevul.4G182600.1.p
OG0000821	AT1G16710.4, AT1G16710.6, AT1G16710.5, AT1G16710.7, AT1G16710.9, AT1G16710.10, AT1G16710.3, AT1G16710.8, AT1G16710.2, AT1G16710.1, AT1G79000.1, AT1G79000.2, AT1G79000.3	Bevul.7G147900.1.p
OG0000822	AT1G78570.1	Bevul.3G055200.1.p, Bevul.4G083700.1.p, Bevul.4G083800.1.p
OG0000823	AT1G54217.6, AT1G54217.5, AT1G54217.1, AT1G54217.3, AT1G54217.4, AT1G54217.7, AT1G54217.2, AT1G54217.8	Bevul.7G173000.1.p
OG0000823	AT5G57060.1, AT5G57060.9, AT5G57060.7, AT5G57060.4, AT5G57060.5, AT5G57060.6, AT5G57060.3, AT5G57060.2, AT5G57060.8, AT4G26060.1	Bevul.8G133000.1.p
OG0000824	AT2G38470.1	Bevul.7G014700.1.p
OG0000825	AT1G28260.1, AT1G28260.2	Bevul.8G025200.1.p
OG0000826	AT2G46870.1, AT3G61970.1, AT1G01030.2, AT1G01030.1	Bevul.5G065100.1.p
OG0000826	AT2G36080.3, AT2G36080.1, AT2G36080.2, AT2G36080.4, AT5G06250.2, AT5G06250.4, AT5G06250.5, AT5G06250.3, AT5G06250.1, AT3G11580.1, AT3G11580.3, AT3G11580.2, AT3G11580.4, AT3G11580.5	Bevul.7G019700.1.p
OG0000827	AT4G02120.5	Bevul.5G231000.1.p
OG0000828	AT1G34260.4, AT1G34260.3, AT1G34260.2, AT1G34260.1	Bevul.1G213700.1.p
OG0000835	AT2G26760.1	Bevul.4G219400.1.p
OG0000835	AT5G06150.1, AT4G37490.1	Bevul.3G213200.1.p, Bevul.3G213300.1.p
OG0000837	AT1G03120.1, AT1G03120.2	Bevul.4G141700.1.p, Bevul.5G232400.1.p, Bevul.5G232500.1.p
OG0000837	AT3G22500.1, AT3G22490.1	Bevul.3G147900.1.p
OG0000839	AT2G41140.1, AT3G56760.1	Bevul.3G211500.1.p
OG0000839	AT3G50530.1, AT3G50530.2	Bevul.6G065200.1.p
OG0000840	ATMG01190.1, AT2G07698.1	Bevul.5G148300.1.p
OG0000840	ATCG00120.1	Bevul.5G125100.1.p, Bevul.8G097600.1.p
OG0000841	AT3G12500.1	Bevul.1G113600.1.p
OG0000842	AT3G51620.1, AT3G51620.3, AT3G51620.2	Bevul.7G008200.5.p, Bevul.7G008200.2.p, Bevul.7G008200.3.p, Bevul.7G008200.4.p, Bevul.7G008200.6.p, Bevul.7G008200.1.p, Bevul.7G008200.8.p, Bevul.7G008200.7.p
OG0000843	AT4G08950.1, AT1G35140.1	Bevul.1G104100.1.p
OG0000844	AT5G65460.3, AT5G65460.2, AT5G65460.6, AT5G65460.4, AT5G65460.1, AT5G65460.5, AT5G10470.2, AT5G10470.1	Bevul.6G058800.1.p
OG0000845	AT4G35780.1, AT2G17700.1	Bevul.6G222400.1.p
OG0000845	AT4G38470.3, AT4G38470.2, AT4G38470.1	Bevul.9G130100.3.p, Bevul.9G130100.1.p, Bevul.9G130100.2.p
OG0000847	AT1G20030.2, AT1G20030.1, AT1G75800.1	Bevul.1G023900.1.p
OG0000847	AT4G38670.3, AT4G38670.1, AT4G38670.2	Bevul.9G138900.3.p, Bevul.9G138900.1.p, Bevul.9G138900.2.p
OG0000848	AT5G66600.9, AT5G66600.1, AT5G66600.4, AT5G66600.5, AT5G66600.10, AT5G66600.15, AT5G66600.8, AT5G66600.13, AT5G66600.6, AT5G66600.12, AT5G66600.11, AT5G66600.14, AT5G66600.3, AT5G66600.2, AT5G66600.7	Bevul.6G091800.1.p
OG0000849	AT1G73860.2, AT1G73860.1	Bevul.5G148700.1.p
OG0000849	AT1G63640.1, AT1G63640.4, AT1G63640.2, AT1G63640.3, AT1G63640.5, AT5G41310.1	Bevul.5G001800.1.p
OG0000850	AT4G37160.2, AT4G37160.1, AT2G23630.2, AT2G23630.1	Bevul.6G065700.1.p, Bevul.6G065600.1.p
OG0000850	AT5G66920.1	Bevul.6G065500.1.p
OG0000851	AT5G46690.1, AT5G46690.2	Bevul.5G091300.1.p
OG0000851	AT1G22490.2, AT1G22490.1, AT1G72210.2, AT1G72210.1	Bevul.1G108300.1.p, Bevul.4G151300.1.p
OG0000852	AT2G45100.3, AT2G45100.2, AT1G30455.1, AT2G45100.1, AT2G01280.3, AT2G01280.1, AT2G01280.2, AT3G09360.3, AT3G09360.1, AT3G09360.2	Bevul.3G018200.1.p
OG0000853	AT5G58800.2, AT5G58800.1	Bevul.7G192200.1.p
OG0000855	AT3G20640.3, AT3G20640.2, AT3G20640.1, AT3G20640.4	Bevul.4G048800.1.p
OG0000856	AT4G25880.4, AT4G25880.1, AT4G25880.5, AT4G25880.2, AT4G25880.3	Bevul.8G208400.1.p, Bevul.7G151800.1.p
OG0000857	AT5G25220.2, AT5G25220.1, AT5G11060.1	Bevul.2G172800.1.p
OG0000858	AT3G24560.2, AT3G24560.1, AT3G24560.3	Bevul.8G191900.1.p
OG0000859	AT1G52570.2, AT1G52570.3, AT1G52570.1, AT3G15730.1	Bevul.9G193300.1.p
OG0000860	AT4G31410.2, AT4G31410.3, AT4G31410.1	Bevul.2G131800.3.p, Bevul.2G131800.1.p, Bevul.2G131800.2.p, Bevul.2G131800.4.p, Bevul.2G131800.5.p
OG0000861	AT4G23810.1, AT4G11070.1, AT4G11070.2	Bevul.5G019300.1.p
OG0000861	AT5G24110.1	Bevul.1G188800.1.p
OG0000862	AT1G14650.1, AT1G14650.2, AT1G14650.3	Bevul.2G228500.2.p, Bevul.2G228500.4.p, Bevul.2G228500.5.p, Bevul.2G228500.6.p, Bevul.2G228500.3.p, Bevul.2G228500.1.p
OG0000864	AT5G48160.1, AT5G48160.2, AT3G07780.1, AT3G07780.3, AT3G07780.2	Bevul.9G032200.1.p, Bevul.9G032200.2.p
OG0000865	AT1G30330.2, AT1G30330.3, AT1G30330.1	Bevul.9G015400.6.p, Bevul.9G015400.7.p, Bevul.9G015400.8.p, Bevul.9G015400.3.p, Bevul.9G015400.5.p, Bevul.9G015400.1.p, Bevul.9G015400.2.p, Bevul.9G015400.4.p
OG0000866	AT1G19780.1, AT1G15990.1	Bevul.5G042300.1.p
OG0000866	AT5G57940.3, AT5G57940.2, AT5G57940.1, AT2G23980.4, AT2G23980.9, AT2G23980.5, AT2G23980.3, AT2G23980.7, AT2G23980.2, AT2G23980.8, AT2G23980.10, AT2G23980.1, AT2G23980.6, AT4G30560.4, AT4G30560.1, AT4G30560.3, AT4G30560.2, AT4G30560.5	Bevul.5G117900.1.p
OG0000867	AT2G32910.1	Bevul.7G085600.1.p, Bevul.7G085600.2.p
OG0000868	AT2G21120.1, AT4G38730.1	Bevul.9G140800.4.p, Bevul.9G140800.3.p, Bevul.9G140800.1.p, Bevul.9G140800.2.p
OG0000869	AT1G65580.2, AT1G65580.1	Bevul.4G215800.1.p
OG0000869	AT2G43900.1, AT2G43900.2, AT2G31830.1, AT2G31830.2, AT1G05630.3, AT1G05630.1, AT1G05630.2	Bevul.3G117900.1.p
OG0000870	AT3G47500.1, AT5G62430.1	Bevul.5G187000.1.p
OG0000872	AT3G02250.1, AT5G15740.1	Bevul.6G108400.1.p, Bevul.2G199200.1.p, Bevul.2G199200.2.p
OG0000878	AT5G19390.4, AT5G19390.3, AT5G19390.1, AT5G19390.2	Bevul.4G222900.1.p
OG0000878	AT4G24580.3, AT4G24580.2, AT4G24580.1	Bevul.1G112400.1.p
OG0000879	AT3G55040.1	Bevul.7G220700.1.p, Bevul.1G024300.1.p
OG0000880	AT5G13620.1, AT1G49290.1	Bevul.3G086900.1.p
OG0000880	AT5G11220.1, AT1G64870.1, AT3G45200.1	Bevul.2G181600.1.p, Bevul.2G181400.1.p, Bevul.2G177600.1.p
OG0000880	AT2G44925.1	Bevul.1G204000.1.p
OG0000881	AT1G10657.1, AT1G10657.4, AT1G10657.3, AT1G10657.2	Bevul.6G188100.1.p
OG0000881	AT3G28990.1, AT3G55240.1	Bevul.2G105800.1.p
OG0000882	AT2G43160.2, AT2G43160.1, AT2G43160.3, AT2G43160.5, AT2G43160.4, AT3G59290.1	Bevul.5G136400.1.p
OG0000883	AT4G14160.2, AT4G14160.1, AT4G14160.3, AT3G23660.2, AT3G23660.1, AT1G05520.1	Bevul.7G015900.1.p
OG0000884	AT5G64240.2, AT5G64240.1	Bevul.9G146800.3.p, Bevul.9G146800.2.p, Bevul.9G146800.1.p
OG0000884	AT1G02170.1	Bevul.1G146600.1.p
OG0000885	AT5G10625.1, AT5G24860.1, AT5G24860.3, AT5G24860.2, AT4G31380.1	Bevul.2G130600.1.p
OG0000886	AT5G45190.3, AT5G45190.2, AT5G45190.1, AT4G19600.1	Bevul.3G185500.1.p
OG0000887	AT5G53350.1	Bevul.3G037700.1.p
OG0000887	AT1G33360.1	Bevul.1G093300.1.p
OG0000887	AT5G49840.4, AT5G49840.2, AT5G49840.1, AT5G49840.3	Bevul.6G157800.1.p
OG0000889	AT5G54670.3, AT5G54670.2, AT5G54670.1	Bevul.4G045800.1.p
OG0000889	AT4G21270.1	Bevul.8G068100.1.p
OG0000890	AT2G31010.1, AT2G31010.2, AT3G58640.1, AT3G58640.2	Bevul.9G092100.1.p
OG0000891	AT1G53040.5, AT1G53040.3, AT1G53040.4, AT1G53040.1, AT1G53040.6, AT1G53040.2	Bevul.4G062200.1.p
OG0000891	AT1G28240.1	Bevul.8G026100.1.p
OG0000893	AT2G46500.1, AT2G46500.2, AT2G46500.3	Bevul.1G191900.1.p
OG0000893	AT1G64460.1	Bevul.5G016000.1.p
OG0000893	AT5G24240.1, AT5G24240.2	Bevul.3G038100.1.p
OG0000894	AT3G15800.1	Bevul.9G192700.1.p
OG0000894	AT2G26600.1, AT2G26600.2	Bevul.8G174500.1.p
OG0000895	AT3G59140.1	Bevul.5G022400.1.p, Bevul.7G066000.1.p, Bevul.3G045300.1.p, Bevul.3G045100.1.p, Bevul.3G045000.1.p
OG0000896	AT4G00335.2, AT4G00335.1, AT4G00335.3	Bevul.1G180100.1.p
OG0000896	AT5G41350.3, AT5G41350.1, AT5G41350.2	Bevul.5G028900.1.p
OG0000897	AT1G19180.3, AT1G19180.1, AT1G19180.2, AT1G74950.2, AT1G74950.1	Bevul.8G144500.1.p, Bevul.7G166900.1.p
OG0000898	AT5G53500.2, AT5G53500.1, AT5G24320.1, AT5G24320.2	Bevul.1G194400.1.p, Bevul.3G033800.1.p
OG0000899	AT4G02630.1	Bevul.6G003400.1.p, Bevul.1G001300.1.p
OG0000899	AT4G01330.1, AT4G01330.2, AT4G01330.3, AT1G01540.1, AT1G01540.2	Bevul.1G181800.1.p
OG0000900	AT3G60240.4, AT3G60240.3, AT3G60240.2	Bevul.1G146700.1.p, Bevul.8G039700.1.p
OG0000901	AT1G79910.2, AT1G79910.3, AT1G79910.1	Bevul.9G204400.3.p, Bevul.9G204400.4.p, Bevul.9G204400.1.p, Bevul.9G204400.2.p
OG0000901	AT4G32350.2, AT4G32350.3, AT4G32350.1	Bevul.8G191800.1.p
OG0000903	AT2G37290.2, AT2G37290.1, AT2G37290.3	Bevul.7G071000.1.p
OG0000904	AT5G03730.1, AT5G03730.2	Bevul.7G034800.11.p, Bevul.7G034800.5.p, Bevul.7G034800.3.p, Bevul.7G034800.9.p, Bevul.7G034800.1.p, Bevul.7G034800.12.p, Bevul.7G034800.10.p, Bevul.7G034800.6.p, Bevul.7G034800.4.p, Bevul.7G034800.7.p, Bevul.7G034800.8.p, Bevul.7G034800.2.p
OG0000905	AT5G50740.3, AT5G50740.5, AT5G50740.1	Bevul.5G157400.1.p
OG0000906	AT5G60770.1, AT1G08090.1, AT1G08100.1	Bevul.7G171100.1.p, Bevul.7G171200.1.p
OG0000906	AT1G12940.1	Bevul.6G186500.1.p, Bevul.6G186400.1.p, Bevul.6G186100.1.p, Bevul.6G186200.1.p, Bevul.6G186000.1.p
OG0000906	AT5G60780.1, AT3G45060.1	Bevul.7G037600.1.p, Bevul.7G037700.1.p, Bevul.7G037400.1.p
OG0000907	AT3G25585.4, AT3G25585.1, AT3G25585.2, AT3G25585.6, AT3G25585.5, AT3G25585.3, AT1G13560.2, AT1G13560.3, AT1G13560.1	Bevul.2G127800.4.p, Bevul.8G143400.1.p, Bevul.2G127800.6.p, Bevul.2G127800.5.p, Bevul.2G127800.1.p, Bevul.2G127800.2.p, Bevul.2G127800.7.p, Bevul.2G127800.8.p, Bevul.2G127800.3.p
OG0000908	AT3G46880.1, AT3G46880.2, AT5G59080.2, AT5G59080.1	Bevul.2G224700.1.p
OG0000908	AT5G02020.2, AT5G02020.1	Bevul.7G198100.1.p
OG0000909	AT1G29890.1, AT1G29890.2, AT1G29890.3, AT2G34410.1, AT2G34410.2, AT2G34410.3, AT5G46340.2, AT5G46340.1	Bevul.8G081600.1.p
OG0000909	AT3G06550.2, AT3G06550.1, AT3G06550.3	Bevul.3G062300.1.p
OG0000911	AT3G17690.1, AT3G17690.3, AT3G17690.2, AT3G17700.2, AT3G17700.1	Bevul.8G101400.1.p
OG0000912	AT3G47710.1	Bevul.5G193300.1.p
OG0000912	AT5G39860.1, AT3G28857.1	Bevul.2G058700.1.p
OG0000912	AT1G26945.1	Bevul.6G153000.1.p
OG0000913	AT1G60200.2, AT1G60200.3, AT1G60200.4, AT1G60200.1	Bevul.6G191700.1.p
OG0000914	AT1G26570.1	Bevul.7G162200.1.p
OG0000914	AT5G39320.1, AT3G29360.1, AT3G29360.2, AT5G15490.1	Bevul.9G018700.1.p, Bevul.9G018700.2.p, Bevul.9G018700.3.p
OG0000915	AT5G50150.1	Bevul.5G216700.1.p
OG0000915	AT1G70550.1, AT1G23340.1, AT1G23340.2, AT1G10750.1	Bevul.6G183000.1.p
OG0000916	AT5G16410.1, AT1G32910.1, AT1G78990.1	Bevul.8G016600.1.p
OG0000921	AT3G56970.1, AT3G56980.1, AT2G41240.1, AT2G41240.2, AT5G04150.1, AT5G04150.2	Bevul.3G208400.1.p, Bevul.3G208200.1.p, Bevul.3G208700.1.p, Bevul.3G208500.1.p
OG0000922	AT1G08800.2, AT1G08800.4, AT1G08800.1, AT1G08800.3	Bevul.4G131700.1.p
OG0000922	AT2G30690.2, AT2G30690.1	Bevul.5G243300.1.p
OG0000923	ATCG00150.1	Bevul.5G125300.1.p
OG0000923	ATCG00160.1	Bevul.5G125500.1.p
OG0000924	AT5G47430.2, AT5G47430.3, AT5G47430.1, AT5G47430.6, AT5G47430.4, AT5G47430.5, AT4G17410.6, AT4G17410.4, AT4G17410.5, AT4G17410.1, AT4G17410.3, AT4G17410.2	Bevul.5G068700.1.p, Bevul.3G221100.1.p
OG0000925	ATCG00190.1	Bevul.5G154200.1.p
OG0000926	AT1G53300.1, AT3G14950.1	Bevul.4G071400.1.p
OG0000927	AT5G22400.1	Bevul.7G226200.1.p
OG0000927	AT2G46710.1	Bevul.1G197500.1.p
OG0000927	AT1G08340.1, AT3G11490.1	Bevul.7G025400.1.p
OG0000928	AT1G09020.1	Bevul.4G160200.1.p
OG0000929	AT4G33860.1, AT4G33840.1, AT4G33830.1	Bevul.6G230700.1.p, Bevul.3G224300.1.p
OG0000930	AT2G38660.1, AT2G38660.3	Bevul.1G020000.1.p
OG0000930	AT4G00620.1, AT4G00600.1	Bevul.1G166600.1.p
OG0000931	AT4G19720.1, AT4G19740.1, AT4G19730.1, AT4G19750.1, AT4G19760.1, AT4G19770.1, AT4G19800.1, AT4G19820.1, AT4G19810.2, AT4G19810.1	Bevul.8G203900.1.p, Bevul.8G204000.1.p
OG0000932	AT3G56580.1, AT3G56580.3, AT3G56580.2, AT2G40830.3, AT2G40830.1, AT2G40830.4, AT2G40830.2	Bevul.4G217400.1.p
OG0000933	AT3G22400.1	Bevul.3G139300.1.p
OG0000933	AT1G55020.1	Bevul.4G157100.1.p, Bevul.4G156700.1.p, Bevul.4G157400.1.p
OG0000935	AT2G17780.3, AT2G17780.9, AT2G17780.8, AT2G17780.4, AT2G17780.7, AT2G17780.1, AT2G17780.6, AT2G17780.10, AT2G17780.5, AT2G17780.2, AT4G35920.2, AT4G35920.3, AT4G35920.5, AT4G35920.1, AT4G35920.4	Bevul.6G063800.1.p, Bevul.1G026900.1.p
OG0000936	AT1G28200.1, AT1G28200.2	Bevul.1G110200.1.p
OG0000936	AT4G01600.2, AT4G01600.1, AT4G01600.3	Bevul.9G069900.1.p
