Orthogroup	A_thaliana.proteins	D_spatulata.proteins
OG0001648	AT4G26840.1	Ds_00001720-RA, Ds_00001719-RA, Ds_00011780-RA
OG0001649	AT2G39170.1	Ds_00006013-RA
OG0001650	AT5G48540.1	Ds_00006467-RA
OG0001651	AT5G47730.2, AT5G47730.3, AT5G47730.1, AT5G47730.4	Ds_00004429-RA
OG0001651	AT1G55840.1, AT1G55840.2	Ds_00014084-RA, Ds_00014083-RA
OG0001652	AT4G17280.1, AT5G47530.1	Ds_00004445-RA
OG0001652	AT5G35735.1	Ds_00009548-RA
OG0001653	AT4G39850.3, AT4G39850.2, AT4G39850.4, AT4G39850.1	Ds_00009595-RA
OG0001654	AT3G08720.4, AT3G08720.1, AT3G08720.3, AT3G08720.2, AT3G08730.2, AT3G08730.1	Ds_00006832-RA, Ds_00014302-RA
OG0001655	AT1G63170.1, AT1G12760.1, AT1G12760.2, AT4G11680.1, AT4G11680.2	Ds_00002104-RA
OG0001655	AT3G61180.1	Ds_00003576-RA, Ds_00004609-RA
OG0001656	AT2G03140.11, AT2G03140.4, AT2G03140.8, AT2G03140.9, AT2G03140.1, AT2G03140.3, AT2G03140.6, AT2G03140.2, AT2G03140.12, AT2G03140.7, AT2G03140.10, AT2G03140.5	Ds_00016984-RA
OG0001658	AT1G80780.2, AT1G80780.1, AT1G80780.3, AT2G32070.1	Ds_00002466-RA
OG0001659	AT2G45380.4, AT2G45380.1, AT2G45380.3, AT2G45380.2	Ds_00006356-RA
OG0001660	AT2G32060.3, AT2G32060.2, AT2G32060.1, AT1G15930.1, AT1G15930.2	Ds_00014996-RA, Ds_00007184-RA
OG0001661	AT5G58080.1, AT4G31920.1, AT2G25180.1	Ds_00004208-RA
OG0001662	AT4G31570.3, AT4G31570.2, AT4G31570.4, AT4G31570.1, AT4G31570.7, AT4G31570.5, AT4G31570.6	Ds_00003352-RA
OG0001663	AT5G20610.1	Ds_00000105-RA
OG0001665	AT3G55060.1, AT3G55060.3, AT3G55060.2, AT2G39300.2, AT2G39300.1, AT2G39300.4, AT2G39300.3	Ds_00010453-RA
OG0001666	AT5G23890.2, AT5G23890.1, AT5G52410.3, AT5G52410.2, AT5G52410.1	Ds_00016408-RA
OG0001667	AT4G00460.1, AT1G01700.2, AT1G01700.5, AT1G01700.3, AT1G01700.4, AT1G01700.1, AT4G00460.4, AT4G00460.2, AT4G00460.3, AT2G45890.1	Ds_00004578-RA
OG0001668	AT1G19110.1	Ds_00013306-RA
OG0001669	AT4G16070.2, AT4G16070.3, AT4G16070.1	Ds_00005081-RA
OG0001669	AT3G14075.2, AT3G14075.1, AT3G14075.3	Ds_00000476-RA
OG0001670	AT3G09830.1, AT3G09830.3, AT3G09830.2, AT5G03320.2, AT5G03320.1	Ds_00008772-RA
OG0001671	AT1G03770.1, AT1G03770.2, AT1G03770.3, AT1G03770.5, AT1G03770.4, AT1G03770.6, AT5G44280.3, AT5G44280.2, AT5G44280.1	Ds_00011540-RA
OG0001672	AT1G06490.1, AT1G06490.2, AT3G59100.1, AT3G59100.2	Ds_00005225-RA
OG0001673	AT5G26980.1, AT5G26980.3, AT5G26980.2, AT3G05710.1, AT3G05710.2	Ds_00003908-RA
OG0001675	AT5G03540.2, AT5G03540.3, AT5G03540.1	Ds_00007046-RA
OG0001675	AT5G52340.1	Ds_00014328-RA, Ds_00015965-RA
OG0001676	AT4G16830.2, AT4G16830.3, AT4G16830.1	Ds_00002807-RA
OG0001677	AT1G30300.4, AT1G30300.1, AT1G30300.3, AT1G30300.2	Ds_00009502-RA
OG0001678	AT2G34720.3, AT2G34720.2, AT2G34720.1, AT1G30500.2, AT1G30500.1	Ds_00004279-RA
OG0001679	AT5G01640.1, AT2G38360.1	Ds_00014878-RA
OG0001682	AT5G42650.1	Ds_00007889-RA
OG0001684	AT1G58025.5, AT1G58025.3, AT1G58025.2, AT1G58025.4, AT1G58025.1, AT1G58025.6	Ds_00001965-RA
OG0001685	AT2G33230.1, AT1G04610.1	Ds_00013256-RA
OG0001685	AT4G28720.1, AT5G43890.1, AT1G04180.1	Ds_00001003-RA, Ds_00006550-RA
OG0001686	AT1G04280.2, AT1G04280.1	Ds_00003176-RA
OG0001686	AT2G30630.3, AT2G30630.2, AT2G30630.1, AT1G06750.1, AT1G06750.3, AT1G06750.2	Ds_00014104-RA
OG0001687	AT5G42950.1	Ds_00009785-RA, Ds_00009786-RA
OG0001688	AT3G44340.1, AT3G44340.4, AT3G44340.3, AT3G44340.5, AT3G44340.2, AT4G32640.2, AT4G32640.1	Ds_00001095-RA
OG0001689	AT5G40310.2, AT5G40310.1, AT3G27970.1	Ds_00008943-RA
OG0001689	AT2G48100.3, AT2G48100.2, AT2G48100.1, AT2G48100.7, AT2G48100.8, AT2G48100.6, AT2G48100.4, AT2G48100.5	Ds_00004699-RA
OG0001691	AT4G28760.1, AT4G28760.2, AT2G20240.1	Ds_00006552-RA
OG0001692	AT5G51060.1, AT5G47910.1, AT1G09090.2, AT1G09090.1	Ds_00003661-RA
OG0001693	AT5G26850.3, AT5G26850.4, AT5G26850.1, AT5G26850.2	Ds_00003686-RA
OG0001694	AT5G07890.4, AT5G07890.3, AT5G07890.1, AT5G07890.5, AT5G07890.2, AT5G61200.4, AT5G61200.3, AT5G61200.2, AT5G61200.1	Ds_00005332-RA
OG0001696	AT2G33270.1, AT1G08570.4, AT1G08570.3, AT1G08570.2, AT1G08570.1	Ds_00017308-RA
OG0001696	AT5G61440.1, AT5G61440.2	Ds_00016694-RA, Ds_00005343-RA
OG0001697	AT1G67530.1, AT1G67530.2, AT1G67530.4, AT1G67530.3, AT1G24330.1, AT1G24330.2	Ds_00017399-RA
OG0001698	AT4G17730.1, AT4G17730.2, AT5G46860.1	Ds_00002958-RA
OG0001699	AT3G19840.1	Ds_00004171-RA
OG0001701	AT4G08455.1	Ds_00001502-RA
OG0001702	AT3G25140.1	Ds_00007438-RA
OG0001702	AT3G02350.1	Ds_00014229-RA
OG0001703	AT1G67060.1, AT1G67060.2, AT1G67060.3	Ds_00006714-RA, Ds_00000169-RA
OG0001704	AT5G13820.2, AT5G13820.1, AT3G12560.1, AT3G12560.2	Ds_00017929-RA
OG0001717	AT4G39340.1, AT2G21740.1, AT2G21750.1	Ds_00008556-RA
OG0001717	AT1G76750.1	Ds_00013403-RA, Ds_00011254-RA
OG0001718	AT1G09390.1, AT1G56670.1, AT1G56670.2	Ds_00016652-RA, Ds_00003696-RA
OG0001719	AT5G04800.3, AT5G04800.4, AT5G04800.2, AT5G04800.1, AT2G04390.1, AT2G05220.2, AT2G05220.1, AT3G10610.1	Ds_00011464-RA, Ds_00009661-RA
OG0001724	AT2G48060.2, AT2G48060.3, AT2G48060.1	Ds_00000898-RA
OG0001725	AT2G17360.1, AT5G58420.1, AT5G07090.3, AT5G07090.2, AT5G07090.1	Ds_00007392-RA, Ds_00004846-RA
OG0001728	AT3G53760.3, AT3G53760.1, AT3G53760.2	Ds_00012079-RA
OG0001729	AT5G52070.2, AT5G52070.5, AT5G52070.6, AT5G52070.3, AT5G52070.1, AT5G52070.4, AT5G42670.1	Ds_00004624-RA, Ds_00006421-RA
OG0001730	AT1G06770.2, AT1G06770.1, AT1G06770.3, AT2G30580.3, AT2G30580.1, AT2G30580.2	Ds_00006268-RA
OG0001731	AT3G44110.1, AT5G22060.1	Ds_00011565-RA, Ds_00008314-RA
OG0001732	AT1G08970.1, AT1G08970.4, AT1G08970.3, AT1G08970.2, AT1G54830.2, AT1G54830.3, AT1G54830.1	Ds_00008561-RA
OG0001733	AT2G28320.1	Ds_00005842-RA
OG0001734	AT5G13810.1	Ds_00014957-RA
OG0001735	AT5G58910.2, AT5G58910.3, AT5G58910.1	Ds_00008250-RA
OG0001736	AT2G43790.1	Ds_00015639-RA
OG0001736	AT3G45640.1	Ds_00004109-RA
OG0001737	AT4G14180.2, AT4G14180.1	Ds_00016841-RA, Ds_00012614-RA
OG0001738	AT4G13700.2, AT4G13700.1	Ds_00007142-RA
OG0001738	AT3G07130.1, AT3G07130.2	Ds_00005538-RA
OG0001739	AT4G02360.1, AT1G02813.1	Ds_00014973-RA
OG0001739	AT4G02370.1, AT1G02816.1	Ds_00003667-RA
OG0001740	AT5G32440.3, AT5G32440.2, AT5G32440.1	Ds_00007239-RA
OG0001741	AT4G04830.1, AT4G04830.2, AT4G04810.2, AT4G04810.1, AT4G04840.1, AT4G21840.1, AT4G21830.2, AT4G21830.1, AT4G21850.2, AT4G21850.1, AT4G21860.4, AT4G21860.2, AT4G21860.1, AT4G21860.3	Ds_00012179-RA, Ds_00003091-RA
OG0001742	AT3G12590.1, AT3G12590.2	Ds_00003279-RA, Ds_00003278-RA
OG0001744	AT4G13020.3, AT4G13020.2, AT4G13020.1, AT4G13020.5, AT4G13020.4, AT4G13020.6, AT4G13020.8, AT4G13020.7	Ds_00007753-RA
OG0001745	AT2G23540.1, AT3G50400.1	Ds_00011860-RA
OG0001745	AT4G16230.1	Ds_00003232-RA
OG0001746	AT2G17870.1	Ds_00001449-RA
OG0001747	AT1G20270.1, AT1G20270.3, AT1G20270.2	Ds_00012853-RA
OG0001747	AT5G66060.1	Ds_00016704-RA
OG0001748	AT1G27730.1, AT5G04340.1, AT5G43170.1	Ds_00002537-RA
OG0001748	AT5G67450.1, AT3G19580.1, AT3G19580.2	Ds_00012157-RA
OG0001750	AT4G38260.1	Ds_00013339-RA
OG0001751	AT4G35890.1, AT4G35890.2	Ds_00017823-RA, Ds_00016570-RA
OG0001752	AT1G20550.1, AT1G76270.1	Ds_00015037-RA
OG0001752	AT4G38390.1	Ds_00008209-RA
OG0001753	AT4G36550.1	Ds_00016603-RA
OG0001754	AT1G35220.1, AT1G35220.3, AT1G35220.5, AT1G35220.4, AT1G35220.7, AT1G35220.6, AT1G35220.2	Ds_00008172-RA
OG0001755	AT1G15110.2, AT1G15110.1, AT1G15110.3, AT1G15110.4	Ds_00006527-RA
OG0001757	AT5G64410.1	Ds_00012203-RA
OG0001758	AT2G17500.4, AT2G17500.3, AT2G17500.2, AT2G17500.1, AT5G65980.1, AT5G65980.2	Ds_00013426-RA
OG0001759	AT2G18240.1, AT2G18240.2	Ds_00013191-RA
OG0001759	AT4G39220.1, AT4G39220.2, AT2G21600.1	Ds_00016526-RA
OG0001760	AT5G47800.2, AT5G47800.4, AT5G47800.3, AT5G47800.1	Ds_00004421-RA
OG0001761	AT1G06390.1, AT1G06390.2, AT2G30980.1	Ds_00001210-RA, Ds_00010180-RA
OG0001762	AT5G15250.1, AT5G15250.2	Ds_00007009-RA
OG0001762	AT1G06430.2, AT1G06430.1, AT1G06430.3, AT2G30950.3, AT2G30950.4, AT2G30950.2, AT2G30950.1	Ds_00010178-RA
OG0001763	AT1G09570.6, AT1G09570.5, AT1G09570.4, AT1G09570.1, AT1G09570.3, AT1G09570.2	Ds_00011195-RA
OG0001763	AT5G35840.1	Ds_00005173-RA
OG0001764	AT1G29960.2, AT1G29960.1, AT1G23465.1	Ds_00010832-RA
OG0001764	AT1G53530.1, AT1G53530.2	Ds_00014537-RA
OG0001765	AT5G43080.1, AT5G43080.2, AT1G47220.1, AT2G01310.1, AT1G47210.1, AT1G47210.2, AT1G47230.1, AT1G47230.2	Ds_00000549-RA
OG0001767	AT4G11660.1	Ds_00001317-RA
OG0001767	AT5G62020.1	Ds_00012044-RA, Ds_00009958-RA
OG0001768	AT3G21360.1	Ds_00002395-RA
OG0001769	AT5G58090.1	Ds_00003367-RA
OG0001769	AT5G20870.1	Ds_00002568-RA, Ds_00008236-RA
OG0001770	AT2G37580.1	Ds_00009871-RA, Ds_00010352-RA, Ds_00017803-RA
OG0001771	AT1G15400.2, AT1G15400.1, AT1G15400.3, AT1G80180.1	Ds_00000679-RA, Ds_00002443-RA
OG0001771	AT5G20100.1	Ds_00012890-RA
OG0001772	AT2G19180.2, AT2G19180.1	Ds_00015771-RA
OG0001772	AT1G78890.2, AT1G78890.1, AT1G16840.3, AT1G16840.1, AT1G16840.4, AT1G16840.2, AT1G16840.5	Ds_00000442-RA
OG0001773	AT4G23895.2, AT4G23895.4, AT4G23895.1	Ds_00002288-RA
OG0001774	AT1G12550.1	Ds_00017530-RA
OG0001775	AT5G11470.1, AT5G11470.2	Ds_00009915-RA
OG0001776	AT2G28020.1, AT2G28230.2, AT2G28230.1, AT4G09070.1	Ds_00016023-RA
OG0001777	AT3G61860.1, AT2G46610.1, AT2G46610.4, AT2G46610.3, AT2G46610.2	Ds_00002858-RA
OG0001778	AT5G47080.4, AT5G47080.1	Ds_00013268-RA
OG0001780	AT1G63840.1, AT5G41400.1	Ds_00016730-RA, Ds_00001291-RA, Ds_00016911-RA, Ds_00016910-RA, Ds_00016908-RA
OG0001781	AT3G55770.3, AT3G55770.1, AT3G55770.5, AT3G55770.7, AT3G55770.2, AT2G39900.1	Ds_00006586-RA
OG0001782	AT4G25950.1, AT4G25950.2	Ds_00002898-RA
OG0001782	AT3G01390.2, AT3G01390.1, AT3G01390.3, AT3G01390.4, AT4G23710.1	Ds_00011336-RA
OG0001783	AT2G20000.1, AT2G20000.2	Ds_00016417-RA
OG0001784	AT5G55950.4, AT5G55950.3, AT5G55950.1, AT5G55950.2	Ds_00004946-RA
OG0001784	AT5G57100.4, AT5G57100.1, AT5G57100.2, AT5G57100.3	Ds_00009813-RA
OG0001785	AT5G57010.1	Ds_00000113-RA, Ds_00008879-RA
OG0001786	AT5G11720.1	Ds_00012397-RA, Ds_00004735-RA, Ds_00000931-RA
OG0001787	AT2G27150.1, AT2G27150.2, AT2G27150.4, AT2G27150.5, AT2G27150.3, AT2G27150.6, AT1G04580.1, AT5G20960.2, AT5G20960.1, AT3G43600.1	Ds_00010127-RA
OG0001788	AT4G05590.3	Ds_00001718-RA, Ds_00011784-RA
OG0001789	AT1G61050.1, AT1G61050.2, AT2G38152.1, AT5G01250.1, AT3G09020.1, AT2G38150.1	Ds_00014781-RA
OG0001790	AT1G32100.1, AT4G13660.1, AT4G13660.2	Ds_00007424-RA, Ds_00007421-RA, Ds_00011144-RA
OG0001791	AT5G55060.2, AT5G55060.3, AT5G55060.1	Ds_00011772-RA
OG0001793	AT3G51890.1, AT2G40060.1	Ds_00006901-RA
OG0001793	AT2G20760.1	Ds_00016327-RA
OG0001795	AT3G46210.2, AT3G46210.1, AT3G46210.6, AT3G46210.5, AT3G46210.7, AT3G46210.3, AT3G46210.4	Ds_00007325-RA, Ds_00007530-RA
OG0001796	AT3G08710.2, AT3G08710.1, AT3G08710.3	Ds_00014298-RA, Ds_00006828-RA
OG0001797	AT1G55310.5, AT1G55310.2, AT1G55310.6, AT1G55310.7, AT1G55310.4, AT1G55310.3, AT1G55310.1, AT3G13570.1	Ds_00006080-RA, Ds_00007167-RA
OG0001799	AT3G09600.7, AT3G09600.1, AT3G09600.8, AT3G09600.3, AT3G09600.9, AT3G09600.5, AT3G09600.6, AT3G09600.2, AT3G09600.4, AT5G02840.4, AT5G02840.5, AT5G02840.2, AT5G02840.1, AT5G02840.3	Ds_00010307-RA
OG0001800	AT3G11690.1, AT5G06380.1	Ds_00008302-RA, Ds_00010133-RA
OG0001801	AT1G70780.1, AT1G23150.1	Ds_00008528-RA, Ds_00013227-RA, Ds_00005912-RA
OG0001802	AT1G15780.1, AT1G15780.3, AT1G15780.2	Ds_00013860-RA
OG0001803	AT2G18280.1, AT2G18280.2	Ds_00001467-RA
OG0001803	AT1G47270.1, AT1G47270.2, AT1G47270.3	Ds_00009781-RA
OG0001804	AT3G02130.1, AT3G02130.2	Ds_00005933-RA
OG0001805	AT5G52920.1	Ds_00005685-RA
OG0001805	AT1G32440.1	Ds_00013135-RA
OG0001806	AT2G28290.1, AT2G28290.5, AT2G28290.3, AT2G28290.4, AT2G28290.6, AT2G28290.2	Ds_00003075-RA
OG0001808	AT5G50850.1	Ds_00003497-RA, Ds_00001587-RA
OG0001809	AT5G24290.1, AT5G24290.2	Ds_00008643-RA
OG0001810	AT4G02590.3, AT4G02590.2, AT4G02590.1, AT1G03040.2, AT1G03040.3, AT1G03040.1	Ds_00001082-RA
OG0001811	AT1G01020.2, AT1G01020.6, AT1G01020.3, AT1G01020.4, AT1G01020.5, AT1G01020.1, AT4G01510.8, AT4G01510.7, AT4G01510.9, AT4G01510.4, AT4G01510.5, AT4G01510.1, AT4G01510.3, AT4G01510.6, AT4G01510.2	Ds_00012751-RA
OG0001812	AT5G50090.2, AT5G50090.1, AT5G50090.3	Ds_00003754-RA, Ds_00016269-RA
OG0001812	AT1G60010.1, AT1G10530.1	Ds_00009006-RA
OG0001813	AT1G02010.2, AT1G02010.3, AT1G02010.1, AT1G02010.4, AT1G02010.5, AT1G02010.6	Ds_00016287-RA
OG0001813	AT1G12360.1	Ds_00001309-RA
OG0001814	AT3G47550.3, AT3G47550.6, AT3G47550.1, AT3G47550.2	Ds_00016687-RA
OG0001814	AT2G02960.5, AT2G02960.3, AT2G02960.2, AT2G02960.6, AT2G02960.4, AT2G02960.1	Ds_00010573-RA, Ds_00008438-RA
OG0001815	AT5G61210.1, AT5G61210.2	Ds_00017053-RA
OG0001815	AT1G13890.2, AT1G13890.1	Ds_00009143-RA
OG0001816	AT5G38770.1	Ds_00015240-RA, Ds_00011073-RA
OG0001817	AT4G30470.1, AT2G23910.4, AT2G23910.1, AT2G23910.2, AT2G23910.3	Ds_00016451-RA
OG0001818	AT4G28280.2, AT4G28280.3, AT4G28280.1, AT2G20700.1	Ds_00002219-RA
OG0001819	AT1G27040.2, AT1G27040.3, AT1G27040.1, AT1G69850.1	Ds_00004326-RA
OG0001821	AT5G16820.2, AT5G16820.1, AT3G02990.1	Ds_00007654-RA
OG0001821	AT4G17750.1, AT1G32330.2, AT1G32330.1	Ds_00005109-RA
OG0001822	AT3G45100.2, AT3G45100.1, AT3G45100.3	Ds_00005859-RA
OG0001834	AT5G61310.3, AT5G61310.1, AT5G61310.4, AT5G61310.5, AT5G61310.6, AT5G61310.2, AT3G62400.1, AT2G47380.2, AT2G47380.1	Ds_00017836-RA, Ds_00007074-RA
OG0001835	AT2G27530.1, AT2G27530.2, AT1G08360.1, AT5G22440.1, AT5G22440.2	Ds_00002086-RA, Ds_00015779-RA, Ds_00015781-RA, Ds_00015545-RA
OG0001836	AT3G04860.1, AT5G28150.1	Ds_00006280-RA, Ds_00006178-RA
OG0001837	AT5G03690.1, AT5G03690.2, AT3G52930.1, AT2G36460.1	Ds_00016977-RA, Ds_00002059-RA
OG0001839	AT5G01780.4, AT5G01780.2, AT5G01780.5, AT5G01780.1, AT5G01780.3	Ds_00002337-RA
OG0001841	AT3G04610.1, AT3G04610.2, AT3G04610.4, AT3G04610.3	Ds_00006160-RA
OG0001842	AT2G42990.1	Ds_00009536-RA
OG0001842	AT2G04570.1	Ds_00005263-RA, Ds_00017205-RA
OG0001842	AT4G26790.2, AT4G26790.1	Ds_00011783-RA
OG0001843	AT4G14090.1, AT4G15550.1	Ds_00009339-RA
OG0001845	AT2G34370.1, AT1G29710.1, AT4G32450.1, AT2G25580.2, AT2G25580.1	Ds_00017707-RA
OG0001846	AT2G39730.3, AT2G39730.2, AT2G39730.1	Ds_00001321-RA
OG0001847	AT5G24310.1, AT5G24310.3, AT5G24310.4, AT5G24310.2, AT3G49290.1, AT3G49290.2	Ds_00012597-RA, Ds_00017643-RA
OG0001848	AT1G68550.1, AT1G68550.2	Ds_00008582-RA, Ds_00006496-RA
OG0001850	AT2G31600.3, AT2G31600.6, AT2G31600.2, AT2G31600.4, AT2G31600.1, AT2G31600.5, AT3G53860.1, AT1G05860.3, AT1G05860.2, AT1G05860.1	Ds_00014656-RA
OG0001851	AT5G62000.2, AT5G62000.1, AT5G62000.3, AT5G62000.5, AT5G62000.4	Ds_00007095-RA
OG0001852	AT2G47490.1	Ds_00010476-RA
OG0001852	AT1G25380.2, AT1G25380.1	Ds_00005879-RA
OG0001853	AT3G10890.1, AT5G66460.1	Ds_00001470-RA, Ds_00013195-RA, Ds_00000352-RA
OG0001854	AT5G05360.2, AT5G05360.1	Ds_00006850-RA
OG0001855	AT2G39130.1, AT2G39130.2, AT2G39130.3, AT3G54830.1, AT3G54830.2	Ds_00006006-RA
OG0001856	AT4G24510.1	Ds_00011946-RA, Ds_00011945-RA
OG0001857	AT1G04520.1, AT2G33330.1	Ds_00005084-RA
OG0001859	AT3G08660.3, AT3G08660.2, AT3G08660.1, AT3G08570.1	Ds_00006571-RA
OG0001860	AT3G51030.1	Ds_00014505-RA
OG0001860	AT1G45145.1, AT5G42980.1, AT1G19730.1	Ds_00011294-RA, Ds_00000372-RA
OG0001862	AT4G23000.2, AT4G23000.1, AT4G11800.1	Ds_00015752-RA, Ds_00007906-RA
OG0001863	AT4G34050.1, AT4G34050.3	Ds_00000288-RA
OG0001864	AT5G23570.4, AT5G23570.2, AT5G23570.1, AT5G23570.3	Ds_00015538-RA, Ds_00004037-RA
OG0001865	AT2G47300.4, AT2G47300.3, AT2G47300.2	Ds_00013542-RA
OG0001866	AT2G23450.2, AT2G23450.1	Ds_00005396-RA
OG0001867	AT5G64020.1	Ds_00003957-RA
OG0001867	AT5G20680.6, AT5G20680.2, AT5G20680.3, AT5G20680.5, AT5G20680.4, AT5G20680.1	Ds_00013307-RA
OG0001868	AT1G47740.3, AT1G47740.1, AT1G47740.2	Ds_00007875-RA, Ds_00015742-RA
OG0001869	AT3G50750.1	Ds_00011880-RA, Ds_00005405-RA
OG0001869	AT1G19350.1, AT1G19350.5, AT1G19350.4, AT1G19350.6, AT1G19350.3, AT1G75080.1, AT1G75080.2	Ds_00007877-RA, Ds_00009796-RA
OG0001870	AT4G30210.2, AT4G30210.1, AT4G30210.3	Ds_00007960-RA, Ds_00009837-RA, Ds_00007148-RA, Ds_00007161-RA
OG0001871	AT5G43140.1, AT5G43140.2	Ds_00002536-RA
OG0001871	AT4G33905.1, AT2G14860.1	Ds_00012150-RA
OG0001872	AT4G35985.3, AT4G35985.2, AT4G35985.1, AT2G17840.1, AT2G17840.2	Ds_00001445-RA
OG0001874	AT5G10240.1, AT5G10240.2, AT5G65010.2, AT5G65010.1	Ds_00010969-RA
OG0001874	AT3G47340.1, AT3G47340.2	Ds_00010120-RA
OG0001875	AT2G21320.1, AT4G38960.2, AT4G38960.5, AT4G38960.4, AT4G38960.3, AT4G38960.6, AT4G38960.1	Ds_00000325-RA, Ds_00008894-RA
OG0001876	AT1G19310.1	Ds_00015744-RA
OG0001877	AT5G01960.1	Ds_00006824-RA
OG0001878	AT3G15480.1, AT1G52910.1, AT4G27435.1	Ds_00001771-RA
OG0001878	AT1G61065.1	Ds_00007716-RA
OG0001880	AT3G18070.1, AT3G18070.4, AT3G18070.2, AT3G18070.7, AT3G18070.6, AT3G18070.5, AT3G18070.3, AT3G18080.1	Ds_00001875-RA, Ds_00008950-RA
OG0001881	AT2G33820.4, AT2G33820.1, AT2G33820.3, AT2G33820.2	Ds_00011542-RA
OG0001882	AT1G52870.2, AT1G52870.1	Ds_00018059-RA
OG0001884	AT4G28400.1, AT4G28400.3, AT2G20630.2, AT2G20630.1	Ds_00001169-RA
OG0001884	AT3G15260.1, AT3G15260.2	Ds_00007570-RA
OG0001885	AT1G10240.1, AT1G10240.2	Ds_00014005-RA
OG0001886	AT2G43120.1, AT2G43120.2	Ds_00015296-RA
OG0001886	AT1G50590.3, AT1G50590.2, AT1G50590.1	Ds_00001708-RA
OG0001887	AT2G42380.3, AT2G42380.4, AT2G42380.2, AT2G42380.1, AT2G42380.5, AT3G58120.1, AT3G58120.2	Ds_00012311-RA
OG0001888	AT5G64210.1	Ds_00013567-RA, Ds_00000013-RA, Ds_00012212-RA
OG0001888	AT3G27620.1, AT3G22360.1, AT3G22370.1	Ds_00007401-RA
OG0001889	AT3G47380.1, AT5G62350.1, AT4G25260.1	Ds_00015622-RA
OG0001890	AT4G34340.2, AT4G34340.1	Ds_00008763-RA, Ds_00013715-RA
OG0001891	AT5G17030.1, AT5G17040.1, AT5G17040.2, AT1G30530.1, AT5G17050.1	Ds_00017359-RA, Ds_00017360-RA, Ds_00017361-RA
OG0001892	AT4G30160.4, AT4G30160.3, AT4G30160.2, AT4G30160.1	Ds_00016867-RA, Ds_00007950-RA
OG0001893	AT1G80930.1	Ds_00004474-RA, Ds_00013369-RA
OG0001895	AT2G20010.2, AT2G20010.1	Ds_00000237-RA
OG0001896	AT5G11110.1	Ds_00004229-RA
OG0001896	AT5G20280.1	Ds_00015372-RA
OG0001897	AT3G14230.1, AT3G14230.2, AT3G14230.3, AT1G53910.2, AT1G53910.1, AT1G53910.3	Ds_00002323-RA
OG0001898	AT2G06200.3, AT2G06200.2, AT2G06200.1	Ds_00000088-RA, Ds_00008862-RA
OG0001899	AT2G24070.1, AT2G24070.2, AT2G24070.3, AT4G30740.1, AT4G30710.3, AT4G30710.1, AT4G30710.2, AT4G30710.4	Ds_00009860-RA, Ds_00008240-RA
OG0001900	AT5G33290.1, AT3G42180.4, AT3G42180.1	Ds_00007232-RA
OG0001900	AT5G20260.1, AT5G20260.3, AT5G20260.2	Ds_00017783-RA
OG0001901	AT2G45540.3, AT2G45540.4, AT2G45540.5, AT2G45540.6, AT2G45540.2, AT2G45540.1	Ds_00008803-RA
OG0001902	AT5G52580.2, AT5G52580.3, AT5G52580.1	Ds_00009633-RA
OG0001903	AT5G53360.1, AT5G53360.3	Ds_00011643-RA
OG0001903	AT4G27880.1	Ds_00012513-RA, Ds_00002850-RA
OG0001904	AT1G52280.1, AT3G16100.1	Ds_00002572-RA, Ds_00009943-RA
OG0001904	AT1G49300.1, AT1G49300.2, AT3G18820.1	Ds_00015330-RA
OG0001906	AT5G59350.2, AT5G59350.3, AT5G59350.1	Ds_00007500-RA, Ds_00010073-RA
OG0001906	AT2G39560.1	Ds_00009615-RA
OG0001907	AT3G14150.1, AT3G14150.2, AT3G14130.3, AT3G14130.1, AT3G14130.4, AT3G14130.2, AT3G14150.5, AT3G14150.7, AT3G14150.4, AT3G14150.6, AT3G14150.3	Ds_00002339-RA
OG0001908	AT3G21710.1, AT3G21710.2	Ds_00012263-RA
OG0001909	AT4G39260.2, AT4G39260.1, AT4G39260.3, AT4G39260.4	Ds_00009771-RA
OG0001910	AT5G02960.1, AT3G09680.1	Ds_00015403-RA, Ds_00001993-RA
OG0001912	AT2G38460.1, AT2G38460.4, AT2G38460.6, AT2G38460.7, AT2G38460.3, AT2G38460.8, AT2G38460.2, AT2G38460.5, AT5G03570.1, AT5G03570.3, AT5G03570.2, AT5G03570.4	Ds_00014325-RA, Ds_00014324-RA
OG0001913	AT1G78720.3, AT1G78720.2, AT1G78720.1	Ds_00014542-RA
OG0001914	AT4G18550.3, AT4G18550.1, AT4G18550.2	Ds_00013850-RA
OG0001915	AT5G44800.1	Ds_00012410-RA
OG0001916	AT3G09100.1, AT3G09100.2, AT5G01290.1	Ds_00004154-RA
OG0001918	AT5G14180.2, AT5G14180.4, AT5G14180.1	Ds_00001901-RA
OG0001919	AT3G12990.4, AT3G12990.2, AT3G12990.1, AT3G12990.3, AT3G60500.1, AT3G60500.2, AT3G60500.3, AT3G60500.4	Ds_00014748-RA
OG0001920	AT3G52750.4, AT3G52750.1, AT3G52750.2, AT3G52750.3, AT2G36250.4, AT2G36250.3, AT2G36250.1, AT2G36250.2	Ds_00008707-RA
OG0001921	AT1G04960.2, AT1G04960.1	Ds_00009543-RA
OG0001921	AT1G27000.1, AT2G02730.3, AT2G02730.1, AT2G02730.2	Ds_00009166-RA
OG0001922	AT4G28600.2, AT4G28600.1, AT4G28600.3	Ds_00000985-RA
OG0001923	AT2G20300.1	Ds_00006547-RA
OG0001924	AT2G18570.1, AT2G18560.1	Ds_00002251-RA
