Orthogroup	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
OG0036396	Aqcoe5G150200.1.p											
OG0036397	Aqcoe5G144700.2.p											
OG0036398	Aqcoe5G086800.1.p											
OG0036399	Aqcoe5G363900.1.p											
OG0036400	Aqcoe5G446000.1.p											
OG0036401	Aqcoe5G397000.1.p											
OG0036402	Aqcoe5G289000.1.p											
OG0036403	Aqcoe5G302400.1.p											
OG0036404	Aqcoe5G377000.1.p											
OG0036405	Aqcoe5G010200.1.p											
OG0036406	Aqcoe5G280800.1.p											
OG0036407	Aqcoe5G040900.1.p											
OG0036408	Aqcoe5G023500.2.p											
OG0036409	Aqcoe5G210000.1.p											
OG0036410	Aqcoe5G412600.1.p											
OG0036411	Aqcoe5G193600.1.p											
OG0036412	Aqcoe5G119200.1.p											
OG0036413	Aqcoe5G000100.1.p											
OG0036414	Aqcoe5G018500.1.p											
OG0036415	Aqcoe5G130100.1.p											
OG0036416	Aqcoe5G379300.1.p											
OG0036417	Aqcoe5G261700.1.p											
OG0036418	Aqcoe5G211500.1.p											
OG0036419	Aqcoe5G177700.1.p											
OG0036420	Aqcoe5G376300.1.p											
OG0036421	Aqcoe5G332200.1.p											
OG0036422	Aqcoe5G331800.1.p											
OG0036423	Aqcoe5G429200.1.p											
OG0036424	Aqcoe5G303100.1.p											
OG0036425	Aqcoe5G393300.1.p											
OG0036426	Aqcoe5G268100.1.p											
OG0036427	Aqcoe5G293800.1.p											
OG0036428	Aqcoe5G454800.1.p											
OG0036429	Aqcoe5G291100.1.p											
OG0036430	Aqcoe5G299300.1.p											
OG0036431	Aqcoe5G422600.1.p											
OG0036432	Aqcoe5G249000.1.p											
OG0036433	Aqcoe5G132900.1.p											
OG0036434	Aqcoe5G190600.1.p											
OG0036435	Aqcoe5G108900.1.p											
OG0036436	Aqcoe5G311700.1.p											
OG0036437	Aqcoe5G451800.1.p											
OG0036438	Aqcoe5G037600.1.p											
OG0036439	Aqcoe5G016200.1.p											
OG0036440	Aqcoe5G053700.1.p											
OG0036441	Aqcoe5G178500.1.p											
OG0036442	Aqcoe5G301800.1.p											
OG0036443	Aqcoe5G177600.1.p											
OG0036444	Aqcoe5G136800.1.p											
OG0036445	Aqcoe5G262300.1.p											
OG0036446	Aqcoe5G334400.1.p											
OG0036447	Aqcoe5G326700.1.p											
OG0036448	Aqcoe5G116900.1.p											
OG0036449	Aqcoe5G071800.1.p											
OG0036450	Aqcoe5G189300.1.p											
OG0036451	Aqcoe5G114500.1.p											
OG0036452	Aqcoe5G154200.1.p											
OG0036453	Aqcoe5G300400.1.p											
OG0036454	Aqcoe5G068200.1.p											
OG0036455	Aqcoe5G366900.1.p											
OG0036456	Aqcoe5G107000.1.p											
OG0036457	Aqcoe5G162400.1.p											
OG0036458	Aqcoe5G106000.1.p											
OG0036459	Aqcoe5G086600.1.p											
OG0036460	Aqcoe5G042500.1.p											
OG0036461	Aqcoe5G203900.1.p											
OG0036462	Aqcoe5G176500.1.p											
OG0036463	Aqcoe5G074900.1.p											
OG0036464	Aqcoe5G435800.1.p											
OG0036465	Aqcoe5G383400.1.p											
OG0036466	Aqcoe5G307200.1.p											
OG0036467	Aqcoe5G340100.1.p											
OG0036468	Aqcoe5G140200.1.p											
OG0036469	Aqcoe5G330700.1.p											
OG0036470	Aqcoe5G282800.1.p											
OG0036471	Aqcoe5G429800.1.p											
OG0036472	Aqcoe5G360800.1.p											
OG0036473	Aqcoe5G025700.1.p											
OG0036474	Aqcoe5G155200.1.p											
OG0036475	Aqcoe5G320400.1.p											
OG0036476	Aqcoe5G378100.1.p											
OG0036477	Aqcoe5G268200.1.p											
OG0036478	Aqcoe5G119100.1.p											
OG0036479	Aqcoe5G373400.1.p											
OG0036480	Aqcoe5G373400.4.p											
OG0036481	Aqcoe5G373400.2.p											
OG0036482	Aqcoe5G373400.3.p											
OG0036483	Aqcoe5G373400.7.p											
OG0036484	Aqcoe5G373400.6.p											
OG0036485	Aqcoe5G157700.1.p											
OG0036486	Aqcoe5G366600.1.p											
OG0036487	Aqcoe5G123500.1.p											
OG0036488	Aqcoe5G427900.1.p											
OG0036489	Aqcoe5G388900.1.p											
OG0036490	Aqcoe5G432200.1.p											
OG0036491	Aqcoe5G180500.1.p											
OG0036492	Aqcoe5G044400.1.p											
OG0036493	Aqcoe5G434300.1.p											
OG0036494	Aqcoe5G144500.1.p											
OG0036495	Aqcoe5G208700.1.p											
OG0036496	Aqcoe5G224800.1.p											
OG0036497	Aqcoe5G320900.1.p											
OG0036498	Aqcoe5G083200.1.p											
OG0036499	Aqcoe5G183400.1.p											
OG0036500	Aqcoe5G011900.1.p											
OG0036501	Aqcoe5G366800.1.p											
OG0036502	Aqcoe5G234300.1.p											
OG0036503	Aqcoe5G323800.1.p											
OG0036504	Aqcoe5G256100.1.p											
OG0036505	Aqcoe5G342700.1.p											
OG0036506	Aqcoe5G359500.1.p											
OG0036507	Aqcoe5G026000.1.p											
OG0036508	Aqcoe5G004500.3.p											
OG0036509	Aqcoe5G426600.1.p											
OG0036510	Aqcoe5G224900.1.p											
OG0036511	Aqcoe5G007600.1.p											
OG0036512	Aqcoe5G162700.1.p											
OG0036513	Aqcoe5G223800.1.p											
OG0036514	Aqcoe5G475700.1.p											
OG0036515	Aqcoe5G176200.1.p											
OG0036516	Aqcoe5G005500.1.p											
OG0036517	Aqcoe5G107500.1.p											
OG0036518	Aqcoe5G307300.1.p											
OG0036519	Aqcoe5G266900.1.p											
OG0036520	Aqcoe5G057700.1.p											
OG0036521	Aqcoe5G453900.1.p											
OG0036522	Aqcoe5G251900.1.p											
OG0036523	Aqcoe5G043500.1.p											
OG0036524	Aqcoe5G363200.1.p											
OG0036525	Aqcoe5G115200.1.p											
OG0036526	Aqcoe5G269900.1.p											
OG0036527	Aqcoe5G104400.1.p											
OG0036528	Aqcoe5G395700.1.p											
OG0036529	Aqcoe5G137800.1.p											
OG0036530	Aqcoe5G142600.1.p											
OG0036531	Aqcoe5G277100.1.p											
OG0036532	Aqcoe5G356100.1.p											
OG0036533	Aqcoe5G017500.1.p											
OG0036534	Aqcoe5G136200.1.p											
OG0036535	Aqcoe5G014300.1.p											
OG0036536	Aqcoe5G127400.1.p											
OG0036537	Aqcoe5G303400.1.p											
OG0036538	Aqcoe5G170200.1.p											
OG0036539	Aqcoe5G264400.1.p											
OG0036540	Aqcoe5G120200.1.p											
OG0036541	Aqcoe5G465000.1.p											
OG0036542	Aqcoe5G022400.1.p											
OG0036543	Aqcoe5G384000.1.p											
OG0036544	Aqcoe5G153300.1.p											
OG0036545	Aqcoe5G383500.1.p											
OG0036546	Aqcoe5G000600.1.p											
OG0036547	Aqcoe5G178400.1.p											
OG0036548	Aqcoe5G204500.1.p											
OG0036549	Aqcoe5G424800.1.p											
OG0036550	Aqcoe5G020900.1.p											
OG0036551	Aqcoe5G030400.1.p											
OG0036552	Aqcoe5G257800.1.p											
OG0036553	Aqcoe5G227600.1.p											
OG0036554	Aqcoe5G186700.1.p											
OG0036555	Aqcoe5G342600.1.p											
OG0036556	Aqcoe5G244200.1.p											
OG0036557	Aqcoe5G356000.1.p											
OG0036558	Aqcoe5G196000.1.p											
OG0036559	Aqcoe5G466300.1.p											
OG0036560	Aqcoe5G163700.1.p											
OG0036561	Aqcoe5G292300.1.p											
OG0036562	Aqcoe5G332000.1.p											
OG0036563	Aqcoe5G096100.1.p											
OG0036564	Aqcoe5G185700.1.p											
OG0036565	Aqcoe5G263200.1.p											
OG0036566	Aqcoe5G220000.1.p											
OG0036567	Aqcoe5G042900.1.p											
OG0036568	Aqcoe5G333400.1.p											
OG0036569	Aqcoe5G298700.1.p											
OG0036570	Aqcoe5G174800.1.p											
OG0036571	Aqcoe5G283100.1.p											
OG0036572	Aqcoe5G029800.1.p											
OG0036573	Aqcoe5G099100.1.p											
OG0036574	Aqcoe5G417800.1.p											
OG0036575	Aqcoe5G429500.1.p											
OG0036576	Aqcoe5G475600.1.p											
OG0036577	Aqcoe5G272200.1.p											
OG0036578	Aqcoe5G155000.1.p											
OG0036579	Aqcoe5G143600.1.p											
OG0036580	Aqcoe5G206200.1.p											
OG0036581	Aqcoe5G416500.1.p											
OG0036582	Aqcoe5G042400.1.p											
OG0036583	Aqcoe5G161900.1.p											
OG0036584	Aqcoe5G014500.1.p											
OG0036585	Aqcoe5G352000.1.p											
OG0036586	Aqcoe5G332100.1.p											
OG0036587	Aqcoe5G402000.1.p											
OG0036588	Aqcoe5G056700.1.p											
OG0036589	Aqcoe5G435200.1.p											
OG0036590	Aqcoe5G285400.1.p											
OG0036591	Aqcoe5G277000.1.p											
OG0036592	Aqcoe5G207100.1.p											
OG0036593	Aqcoe5G063900.1.p											
OG0036594	Aqcoe5G305900.1.p											
OG0036595	Aqcoe5G134200.1.p											
OG0036596	Aqcoe5G047700.1.p											
OG0036597	Aqcoe5G200200.1.p											
OG0036598	Aqcoe5G329800.1.p											
OG0036599	Aqcoe5G225600.1.p											
OG0036600	Aqcoe5G307000.1.p											
OG0036601	Aqcoe5G116200.1.p											
OG0036602	Aqcoe5G301700.1.p											
OG0036603	Aqcoe5G437100.1.p											
OG0036604	Aqcoe5G013200.1.p											
OG0036605	Aqcoe5G423400.1.p											
OG0036606	Aqcoe5G270800.1.p											
OG0036607	Aqcoe5G248800.1.p											
OG0036608	Aqcoe5G006800.1.p											
OG0036609	Aqcoe5G276600.1.p											
OG0036610	Aqcoe5G418900.1.p											
OG0036611	Aqcoe5G233400.1.p											
OG0036612	Aqcoe5G429900.1.p											
OG0036613	Aqcoe5G059500.1.p											
OG0036614	Aqcoe5G285800.1.p											
OG0036615	Aqcoe5G231900.1.p											
OG0036616	Aqcoe5G369200.2.p											
OG0036617	Aqcoe5G369200.3.p											
OG0036618	Aqcoe5G369200.4.p											
OG0036619	Aqcoe5G442600.1.p											
OG0036620	Aqcoe5G294700.1.p											
OG0036621	Aqcoe5G243500.1.p											
OG0036622	Aqcoe5G395400.1.p											
OG0036623	Aqcoe5G101000.1.p											
OG0036624	Aqcoe5G175500.1.p											
OG0036625	Aqcoe5G159100.1.p											
OG0036626	Aqcoe5G450500.1.p											
OG0036627	Aqcoe5G068100.1.p											
OG0036628	Aqcoe5G465200.1.p											
OG0036629	Aqcoe5G345300.1.p											
OG0036630	Aqcoe5G311400.1.p											
OG0036631	Aqcoe5G168800.1.p											
OG0036632	Aqcoe5G472700.1.p											
OG0036633	Aqcoe5G077300.1.p											
OG0036634	Aqcoe5G341600.1.p											
OG0036635	Aqcoe5G227200.1.p											
OG0036636	Aqcoe5G467200.1.p											
OG0036637	Aqcoe5G096300.1.p											
OG0036638	Aqcoe5G199500.1.p											
OG0036639	Aqcoe5G407600.1.p											
OG0036640	Aqcoe5G407600.3.p											
OG0036641	Aqcoe5G454400.1.p											
OG0036642	Aqcoe5G449700.1.p											
OG0036643	Aqcoe5G047500.1.p											
OG0036644	Aqcoe5G063600.1.p											
OG0036645	Aqcoe5G186800.1.p											
OG0036646	Aqcoe5G130400.1.p											
OG0036647	Aqcoe5G115500.1.p											
OG0036648	Aqcoe5G257600.1.p											
OG0036649	Aqcoe5G063800.1.p											
OG0036650	Aqcoe5G274000.1.p											
OG0036651	Aqcoe5G120800.1.p											
OG0036652	Aqcoe5G408400.1.p											
OG0036653	Aqcoe5G478300.1.p											
OG0036654	Aqcoe5G271400.1.p											
OG0036655	Aqcoe5G186300.1.p											
OG0036656	Aqcoe5G208100.1.p											
OG0036657	Aqcoe5G254600.1.p											
OG0036658	Aqcoe5G312500.1.p											
OG0036659	Aqcoe5G230500.1.p											
OG0036660	Aqcoe5G444500.1.p											
OG0036661	Aqcoe5G298900.1.p											
OG0036662	Aqcoe5G418600.1.p											
OG0036663	Aqcoe5G323400.1.p											
OG0036664	Aqcoe5G036300.1.p											
OG0036665	Aqcoe5G443600.1.p											
OG0036666	Aqcoe5G093400.2.p											
OG0036667	Aqcoe5G240500.1.p											
OG0036668	Aqcoe5G304900.1.p											
OG0036669	Aqcoe5G122900.1.p											
OG0036670	Aqcoe5G212700.1.p											
OG0036671	Aqcoe5G170900.1.p											
OG0036672	Aqcoe5G351800.1.p											
OG0036673	Aqcoe5G248400.1.p											
OG0036674	Aqcoe5G233300.1.p											
OG0036675	Aqcoe5G025800.1.p											
OG0036676	Aqcoe5G108000.2.p											
OG0036677	Aqcoe5G256800.1.p											
OG0036678	Aqcoe5G030600.1.p											
OG0036679	Aqcoe5G392600.1.p											
OG0036680	Aqcoe5G309700.1.p											
OG0036681	Aqcoe5G246200.1.p											
OG0036682	Aqcoe5G156600.1.p											
OG0036683	Aqcoe5G444400.1.p											
OG0036684	Aqcoe5G255300.1.p											
OG0036685	Aqcoe5G050800.1.p											
OG0036686	Aqcoe5G464700.1.p											
OG0036687	Aqcoe5G045900.1.p											
OG0036688	Aqcoe5G200100.1.p											
OG0036689	Aqcoe5G202500.1.p											
OG0036690	Aqcoe5G143400.1.p											
OG0036691	Aqcoe5G311900.1.p											
OG0036692	Aqcoe5G042100.1.p											
OG0036693	Aqcoe5G395900.1.p											
OG0036694	Aqcoe5G308400.1.p											
OG0036695	Aqcoe5G196800.1.p											
OG0036696	Aqcoe5G396600.1.p											
OG0036697	Aqcoe5G200700.1.p											
OG0036698	Aqcoe5G226700.1.p											
OG0036699	Aqcoe5G117000.1.p											
OG0036700	Aqcoe5G397900.1.p											
OG0036701	Aqcoe5G225200.1.p											
OG0036702	Aqcoe5G452200.1.p											
OG0036703	Aqcoe5G303200.1.p											
OG0036704	Aqcoe5G232700.1.p											
OG0036705	Aqcoe5G398100.1.p											
OG0036706	Aqcoe5G248500.1.p											
OG0036707	Aqcoe5G279200.1.p											
OG0036708	Aqcoe5G186200.1.p											
OG0036709	Aqcoe5G066200.1.p											
OG0036710	Aqcoe5G311200.1.p											
OG0036711	Aqcoe5G302700.1.p											
OG0036712	Aqcoe5G469200.1.p											
OG0036713	Aqcoe5G269300.1.p											
OG0036714	Aqcoe5G041400.1.p											
OG0036715	Aqcoe5G307700.1.p											
OG0036716	Aqcoe5G388800.1.p											
OG0036717	Aqcoe5G130000.1.p											
OG0036718	Aqcoe5G412900.1.p											
OG0036719	Aqcoe5G160700.1.p											
OG0036720	Aqcoe5G399600.1.p											
OG0036721	Aqcoe5G318100.1.p											
OG0036722	Aqcoe5G270300.1.p											
OG0036723	Aqcoe5G443500.1.p											
OG0036724	Aqcoe5G176400.1.p											
OG0036725	Aqcoe5G183700.1.p											
OG0036726	Aqcoe5G312400.1.p											
OG0036727	Aqcoe5G277500.1.p											
OG0036728	Aqcoe5G128500.1.p											
OG0036729	Aqcoe5G080200.1.p											
OG0036730	Aqcoe5G286400.1.p											
OG0036731	Aqcoe5G256300.1.p											
OG0036732	Aqcoe5G028600.1.p											
OG0036733	Aqcoe5G317100.1.p											
OG0036734	Aqcoe5G474600.1.p											
OG0036735	Aqcoe5G122500.1.p											
OG0036736	Aqcoe5G039400.1.p											
OG0036737	Aqcoe5G037400.1.p											
OG0036738	Aqcoe5G186900.1.p											
OG0036739	Aqcoe5G263700.1.p											
OG0036740	Aqcoe5G211000.1.p											
OG0036741	Aqcoe5G378000.1.p											
OG0036742	Aqcoe5G468900.1.p											
OG0036743	Aqcoe5G361900.1.p											
OG0036744	Aqcoe5G401400.1.p											
OG0036745	Aqcoe5G100800.1.p											
OG0036746	Aqcoe5G341300.1.p											
OG0036747	Aqcoe5G117400.1.p											
OG0036748	Aqcoe5G068500.1.p											
OG0036749	Aqcoe5G238800.1.p											
OG0036750	Aqcoe5G401300.1.p											
OG0036751	Aqcoe5G299500.1.p											
OG0036752	Aqcoe5G310500.1.p											
OG0036753	Aqcoe5G365800.1.p											
OG0036754	Aqcoe5G094300.1.p											
OG0036755	Aqcoe5G477000.1.p											
OG0036756	Aqcoe5G186400.1.p											
OG0036757	Aqcoe5G274800.1.p											
OG0036758	Aqcoe5G076400.1.p											
OG0036759	Aqcoe5G416400.1.p											
OG0036760	Aqcoe5G316600.1.p											
OG0036761	Aqcoe5G227100.1.p											
OG0036762	Aqcoe5G193500.1.p											
OG0036763	Aqcoe5G415300.1.p											
OG0036764	Aqcoe5G293100.1.p											
OG0036765	Aqcoe5G298300.1.p											
OG0036766	Aqcoe5G218500.1.p											
OG0036767	Aqcoe5G110700.1.p											
OG0036768	Aqcoe5G294000.1.p											
OG0036769	Aqcoe5G323500.1.p											
OG0036770	Aqcoe5G321800.1.p											
OG0036771	Aqcoe5G353200.1.p											
OG0036772	Aqcoe5G220300.1.p											
OG0036773	Aqcoe5G147400.1.p											
OG0036774	Aqcoe5G110300.1.p											
OG0036775	Aqcoe5G071300.1.p											
OG0036776	Aqcoe5G241800.1.p											
OG0036777	Aqcoe5G030500.1.p											
OG0036778	Aqcoe5G472900.1.p											
OG0036779	Aqcoe5G191600.1.p											
OG0036780	Aqcoe5G462800.1.p											
OG0036781	Aqcoe5G251100.1.p											
OG0036782	Aqcoe5G075800.1.p											
OG0036783	Aqcoe5G282000.1.p											
OG0036784	Aqcoe5G254700.1.p											
OG0036785	Aqcoe5G219400.1.p											
OG0036786	Aqcoe5G464000.1.p											
OG0036787	Aqcoe5G061900.1.p											
OG0036788	Aqcoe5G215300.1.p											
OG0036789	Aqcoe5G188700.1.p											
OG0036790	Aqcoe5G188300.1.p											
OG0036791	Aqcoe5G416600.1.p											
OG0036792	Aqcoe5G046400.2.p											
OG0036793	Aqcoe5G392200.1.p											
OG0036794	Aqcoe5G277400.1.p											
OG0036795	Aqcoe5G180900.1.p											
OG0036796	Aqcoe5G081100.1.p											
OG0036797	Aqcoe5G037500.1.p											
OG0036798	Aqcoe5G244400.1.p											
OG0036799	Aqcoe5G176300.1.p											
OG0036800	Aqcoe5G194700.1.p											
OG0036801	Aqcoe5G168600.1.p											
OG0036802	Aqcoe5G467600.1.p											
OG0036803	Aqcoe5G387100.1.p											
OG0036804	Aqcoe5G267800.1.p											
OG0036805	Aqcoe5G472600.1.p											
OG0036806	Aqcoe5G222700.1.p											
OG0036807	Aqcoe5G130600.1.p											
OG0036808	Aqcoe5G184400.1.p											
OG0036809	Aqcoe5G175800.1.p											
OG0036810	Aqcoe5G012900.1.p											
OG0036811	Aqcoe5G444600.1.p											
OG0036812	Aqcoe5G201000.1.p											
OG0036813	Aqcoe5G222200.1.p											
OG0036814	Aqcoe5G025900.1.p											
OG0036815	Aqcoe0112s0003.1.p											
OG0036816	Aqcoe0713s0001.1.p											
OG0036817	Aqcoe0056s0003.1.p											
OG0036818	Aqcoe0035s0002.1.p											
OG0036819	Aqcoe0008s0012.1.p											
OG0036820	Aqcoe0008s0004.1.p											
OG0036821	Aqcoe0840s0001.1.p											
OG0036822	Aqcoe0175s0004.1.p											
OG0036823	Aqcoe0016s0001.1.p											
OG0036824	Aqcoe3G404300.1.p											
OG0036825	Aqcoe3G066700.1.p											
OG0036826	Aqcoe3G291400.1.p											
OG0036827	Aqcoe3G238400.1.p											
OG0036828	Aqcoe3G199800.1.p											
OG0036829	Aqcoe3G274400.1.p											
OG0036830	Aqcoe3G038000.1.p											
OG0036831	Aqcoe3G104400.1.p											
OG0036832	Aqcoe3G004500.1.p											
OG0036833	Aqcoe3G341000.1.p											
OG0036834	Aqcoe3G247100.1.p											
OG0036835	Aqcoe3G064700.1.p											
OG0036836	Aqcoe3G130200.1.p											
OG0036837	Aqcoe3G444300.1.p											
OG0036838	Aqcoe3G148000.1.p											
OG0036839	Aqcoe3G016000.1.p											
OG0036840	Aqcoe3G041500.1.p											
OG0036841	Aqcoe3G336000.1.p											
OG0036842	Aqcoe3G136300.1.p											
OG0036843	Aqcoe3G165700.1.p											
OG0036844	Aqcoe3G068700.1.p											
OG0036845	Aqcoe3G315500.1.p											
OG0036846	Aqcoe3G034900.1.p											
OG0036847	Aqcoe3G334500.1.p											
OG0036848	Aqcoe3G241400.1.p											
OG0036849	Aqcoe3G152200.1.p											
OG0036850	Aqcoe3G285300.1.p											
OG0036851	Aqcoe3G168500.1.p											
OG0036852	Aqcoe3G405300.1.p											
OG0036853	Aqcoe3G052200.1.p											
OG0036854	Aqcoe3G259900.1.p											
OG0036855	Aqcoe3G004000.1.p											
OG0036856	Aqcoe3G403300.1.p											
OG0036857	Aqcoe3G190400.1.p											
OG0036858	Aqcoe3G304300.1.p											
OG0036859	Aqcoe3G382700.1.p											
OG0036860	Aqcoe3G173600.1.p											
OG0036861	Aqcoe3G226900.1.p											
OG0036862	Aqcoe3G389700.1.p											
OG0036863	Aqcoe3G032400.7.p											
OG0036864	Aqcoe3G260200.1.p											
OG0036865	Aqcoe3G202200.1.p											
OG0036866	Aqcoe3G245300.1.p											
OG0036867	Aqcoe3G006100.1.p											
OG0036868	Aqcoe3G178600.1.p											
OG0036869	Aqcoe3G131800.1.p											
OG0036870	Aqcoe3G250100.1.p											
OG0036871	Aqcoe3G296200.1.p											
OG0036872	Aqcoe3G352200.1.p											
OG0036873	Aqcoe3G424900.1.p											
OG0036874	Aqcoe3G135900.2.p											
OG0036875	Aqcoe3G429400.1.p											
OG0036876	Aqcoe3G129100.1.p											
OG0036877	Aqcoe3G358300.1.p											
OG0036878	Aqcoe3G423500.2.p											
OG0036879	Aqcoe3G423500.3.p											
OG0036880	Aqcoe3G266300.1.p											
OG0036881	Aqcoe3G309900.1.p											
OG0036882	Aqcoe3G030400.1.p											
OG0036883	Aqcoe3G087600.1.p											
OG0036884	Aqcoe3G191500.1.p											
OG0036885	Aqcoe3G392400.1.p											
OG0036886	Aqcoe3G043000.1.p											
OG0036887	Aqcoe3G168300.1.p											
OG0036888	Aqcoe3G033400.1.p											
OG0036889	Aqcoe3G172100.1.p											
OG0036890	Aqcoe3G326500.1.p											
OG0036891	Aqcoe3G122400.1.p											
