Orthogroup	A_vesiculosa.proteins	A_coerulea.proteins
OG0001596	Av_00016228-RA, Av_00016078-RA, Av_00016129-RA	Aqcoe3G424500.1.p, Aqcoe3G424500.2.p
OG0001596	Av_00009563-RA	Aqcoe3G424400.1.p
OG0001597	Av_00005761-RA, Av_00012207-RA, Av_00003917-RA	Aqcoe3G038800.1.p, Aqcoe3G038900.1.p
OG0001598	Av_00019614-RA	Aqcoe3G235700.2.p, Aqcoe3G235700.3.p, Aqcoe3G235700.1.p
OG0001599	Av_00006324-RA	Aqcoe3G409100.1.p, Aqcoe3G409100.2.p
OG0001600	Av_00024193-RA, Av_00015520-RA, Av_00016974-RA, Av_00007570-RA	Aqcoe3G356700.1.p, Aqcoe3G056700.1.p
OG0001601	Av_00005327-RA	Aqcoe3G122100.1.p
OG0001601	Av_00017698-RA, Av_00001714-RA	Aqcoe3G290000.1.p
OG0001602	Av_00017678-RA, Av_00001742-RA, Av_00013862-RA, Av_00011273-RA	Aqcoe3G321200.1.p
OG0001603	Av_00006355-RA, Av_00007628-RA	Aqcoe3G410300.2.p, Aqcoe3G410300.1.p
OG0001604	Av_00019884-RA, Av_00017844-RA	Aqcoe3G169600.1.p
OG0001616	Av_00022709-RA	Aqcoe2G185800.1.p
OG0001617	Av_00004824-RA, Av_00003406-RA, Av_00009570-RA, Av_00021286-RA	Aqcoe2G410100.1.p, Aqcoe2G410100.2.p
OG0001618	Av_00013425-RA, Av_00015794-RA, Av_00023871-RA, Av_00017831-RA	Aqcoe7G302600.1.p, Aqcoe2G177200.1.p, Aqcoe1G473400.1.p
OG0001619	Av_00011119-RA, Av_00004313-RA	Aqcoe1G416800.1.p, Aqcoe7G117700.1.p, Aqcoe2G117700.1.p, Aqcoe7G118400.1.p, Aqcoe7G118100.1.p
OG0001620	Av_00003366-RA	Aqcoe5G349100.1.p, Aqcoe2G263000.1.p, Aqcoe2G263000.2.p
OG0001620	Av_00019139-RA	Aqcoe4G313000.1.p
OG0001621	Av_00012177-RA, Av_00005813-RA, Av_00009085-RA	Aqcoe1G021300.1.p, Aqcoe2G013900.1.p
OG0001621	Av_00014910-RA, Av_00008136-RA	Aqcoe5G306900.1.p
OG0001622	Av_00004273-RA	Aqcoe2G341400.1.p, Aqcoe2G341400.3.p, Aqcoe2G341400.2.p, Aqcoe3G271000.1.p
OG0001623	Av_00016166-RA, Av_00021225-RA, Av_00009184-RA	Aqcoe1G463000.1.p, Aqcoe1G463000.2.p, Aqcoe2G206100.1.p, Aqcoe3G141000.1.p
OG0001624	Av_00019779-RA, Av_00021712-RA, Av_00021714-RA, Av_00012157-RA, Av_00003998-RA, Av_00009063-RA	Aqcoe7G372500.1.p, Aqcoe2G202600.1.p, Aqcoe6G162000.1.p
OG0001625	Av_00002936-RA, Av_00012611-RA	Aqcoe1G443900.1.p, Aqcoe1G443900.2.p, Aqcoe2G124000.1.p, Aqcoe2G124000.3.p, Aqcoe2G124000.2.p
OG0001626	Av_00007019-RA	Aqcoe1G050400.5.p
OG0001626	Av_00004336-RA	Aqcoe2G053900.1.p, Aqcoe1G050400.1.p
OG0001627	Av_00002902-RA	Aqcoe2G213000.3.p, Aqcoe2G213000.2.p, Aqcoe2G213000.1.p
OG0001628	Av_00006633-RA, Av_00022980-RA, Av_00001341-RA, Av_00001338-RA, Av_00015130-RA	Aqcoe5G293400.1.p
OG0001629	Av_00005739-RA	Aqcoe2G150500.1.p
OG0001631	Av_00023492-RA	Aqcoe2G189400.1.p
OG0001631	Av_00024337-RA, Av_00023679-RA	Aqcoe2G201000.1.p, Aqcoe6G264300.1.p, Aqcoe3G240300.1.p
OG0001632	Av_00008197-RA, Av_00004363-RA, Av_00001147-RA, Av_00014344-RA	Aqcoe2G145200.2.p, Aqcoe2G145200.1.p
OG0001633	Av_00009999-RA, Av_00007901-RA, Av_00006874-RA	Aqcoe6G134000.1.p
OG0001633	Av_00019919-RA	Aqcoe5G145500.1.p
OG0001634	Av_00003829-RA, Av_00005420-RA, Av_00002980-RA, Av_00010323-RA	Aqcoe1G498300.2.p, Aqcoe1G498300.1.p
OG0001636	Av_00022228-RA, Av_00022176-RA	Aqcoe6G181300.1.p
OG0001637	Av_00023999-RA	Aqcoe5G172100.1.p, Aqcoe6G098900.1.p
OG0001638	Av_00011622-RA	Aqcoe6G020500.1.p
OG0001639	Av_00001235-RA, Av_00014883-RA, Av_00016524-RA	Aqcoe1G402600.4.p, Aqcoe1G402600.3.p, Aqcoe1G402600.1.p, Aqcoe1G402600.2.p, Aqcoe6G133300.1.p, Aqcoe6G133300.3.p, Aqcoe6G133300.2.p
OG0001640	Av_00010794-RA, Av_00010018-RA	Aqcoe7G150700.4.p, Aqcoe7G150700.3.p, Aqcoe7G150700.1.p, Aqcoe7G150700.2.p, Aqcoe6G315200.2.p, Aqcoe6G315200.1.p
OG0001641	Av_00015742-RA, Av_00022555-RA, Av_00024734-RA, Av_00000164-RA	Aqcoe1G234800.1.p
OG0001642	Av_00008828-RA, Av_00008829-RA, Av_00008827-RA, Av_00018754-RA	Aqcoe6G084800.1.p
OG0001644	Av_00023428-RA, Av_00023421-RA	Aqcoe7G187700.1.p, Aqcoe6G282900.1.p, Aqcoe6G282900.2.p
OG0001646	Av_00006033-RA	Aqcoe5G061500.1.p, Aqcoe0153s0002.1.p, Aqcoe0153s0002.2.p, Aqcoe0084s0002.1.p, Aqcoe0153s0002.4.p, Aqcoe4G039800.2.p, Aqcoe0153s0002.3.p, Aqcoe4G039800.1.p
OG0001647	Av_00020081-RA	Aqcoe4G008700.1.p
OG0001648	Av_00004766-RA	Aqcoe4G298000.1.p
OG0001648	Av_00020655-RA, Av_00017750-RA	Aqcoe1G339100.1.p, Aqcoe5G001400.1.p
OG0001649	Av_00023386-RA, Av_00013655-RA, Av_00011929-RA	Aqcoe1740s0001.1.p, Aqcoe4G160100.1.p, Aqcoe4G160800.2.p, Aqcoe4G160800.1.p, Aqcoe5G469600.2.p, Aqcoe5G469600.1.p
OG0001650	Av_00021291-RA, Av_00008551-RA	Aqcoe4G246600.1.p, Aqcoe4G246800.1.p, Aqcoe1G075400.1.p
OG0001651	Av_00005998-RA, Av_00015719-RA	Aqcoe4G304700.2.p, Aqcoe4G304700.1.p
OG0001652	Av_00005590-RA	Aqcoe4G276200.1.p
OG0001652	Av_00011711-RA, Av_00019818-RA, Av_00012751-RA, Av_00006204-RA, Av_00011710-RA	Aqcoe1G392000.1.p, Aqcoe1G392000.2.p
OG0001653	Av_00014491-RA, Av_00012686-RA	Aqcoe4G228800.2.p, Aqcoe4G228800.1.p
OG0001654	Av_00010539-RA	Aqcoe7G331300.1.p
OG0001654	Av_00005658-RA, Av_00022430-RA	Aqcoe1G500900.1.p
OG0001655	Av_00010411-RA, Av_00014571-RA, Av_00010891-RA	Aqcoe7G044200.1.p
OG0001656	Av_00021106-RA, Av_00021105-RA	Aqcoe7G105700.2.p, Aqcoe7G105700.5.p, Aqcoe7G105700.4.p, Aqcoe7G105700.3.p, Aqcoe7G105700.10.p, Aqcoe7G105700.9.p, Aqcoe7G105700.12.p, Aqcoe7G105700.11.p, Aqcoe7G105700.6.p, Aqcoe7G105700.7.p, Aqcoe7G105700.8.p, Aqcoe7G105700.1.p
OG0001657	Av_00010418-RA, Av_00014576-RA, Av_00006100-RA	Aqcoe7G036500.1.p, Aqcoe7G036700.1.p, Aqcoe7G036700.2.p, Aqcoe7G036800.1.p, Aqcoe7G036800.2.p
OG0001658	Av_00023581-RA, Av_00018276-RA, Av_00004686-RA, Av_00004173-RA, Av_00015404-RA	Aqcoe7G315000.1.p
OG0001659	Av_00010709-RA, Av_00018573-RA	Aqcoe7G070700.2.p, Aqcoe7G070700.1.p
OG0001660	Av_00019794-RA, Av_00009072-RA, Av_00022257-RA, Av_00003982-RA	Aqcoe7G258500.1.p, Aqcoe7G314900.1.p
OG0001661	Av_00019094-RA, Av_00024266-RA, Av_00019509-RA	Aqcoe7G362900.2.p, Aqcoe7G362900.1.p
OG0001662	Av_00008313-RA	Aqcoe7G302500.3.p, Aqcoe7G302500.1.p, Aqcoe7G302500.2.p
OG0001663	Av_00018817-RA, Av_00012975-RA, Av_00007239-RA	Aqcoe7G118500.1.p
OG0001665	Av_00003560-RA, Av_00007076-RA	Aqcoe7G394600.2.p, Aqcoe7G394600.1.p
OG0001666	Av_00001627-RA, Av_00009408-RA	Aqcoe7G033900.10.p, Aqcoe7G033900.11.p, Aqcoe7G033900.8.p, Aqcoe7G033900.1.p, Aqcoe7G033900.7.p, Aqcoe7G033900.4.p, Aqcoe7G033900.3.p, Aqcoe7G033900.12.p, Aqcoe7G033900.9.p, Aqcoe7G033900.13.p, Aqcoe7G033900.5.p, Aqcoe7G033900.6.p, Aqcoe7G033900.2.p, Aqcoe7G033900.14.p
OG0001667	Av_00014664-RA, Av_00008628-RA	Aqcoe7G032500.1.p, Aqcoe7G032500.2.p, Aqcoe7G032700.1.p
OG0001668	Av_00008757-RA, Av_00007143-RA, Av_00008756-RA	Aqcoe7G109500.1.p, Aqcoe7G109500.2.p
OG0001669	Av_00017054-RA	Aqcoe5G093900.1.p, Aqcoe5G093900.2.p, Aqcoe5G093900.3.p
OG0001669	Av_00023015-RA	Aqcoe7G432900.1.p, Aqcoe7G432900.2.p
OG0001670	Av_00012570-RA, Av_00002884-RA	Aqcoe1G137400.1.p, Aqcoe1G137400.2.p
OG0001671	Av_00023123-RA, Av_00020668-RA, Av_00014105-RA, Av_00024908-RA	Aqcoe1G257800.1.p
OG0001672	Av_00020700-RA	Aqcoe1G199000.3.p, Aqcoe1G199000.2.p, Aqcoe1G199000.1.p
OG0001673	Av_00006659-RA	Aqcoe1G029200.1.p, Aqcoe1G029200.2.p
OG0001674	Av_00020600-RA, Av_00006305-RA, Av_00013137-RA, Av_00021470-RA	Aqcoe1G048900.1.p
OG0001675	Av_00016109-RA, Av_00024242-RA	Aqcoe1G081400.1.p
OG0001676	Av_00000099-RA, Av_00011507-RA, Av_00002999-RA, Av_00014516-RA, Av_00010333-RA, Av_00005432-RA	Aqcoe3G265600.1.p, Aqcoe1G354700.1.p
OG0001677	Av_00007684-RA	Aqcoe1G185600.1.p, Aqcoe1G185600.2.p
OG0001678	Av_00010844-RA	Aqcoe1G178600.8.p, Aqcoe1G178600.3.p, Aqcoe1G178600.2.p, Aqcoe1G178600.5.p, Aqcoe1G178600.9.p, Aqcoe1G178600.6.p, Aqcoe1G178600.1.p, Aqcoe1G178600.10.p, Aqcoe1G178600.7.p, Aqcoe1G178600.4.p
OG0001679	Av_00024219-RA, Av_00014065-RA, Av_00002813-RA, Av_00011970-RA, Av_00005677-RA, Av_00017254-RA	Aqcoe1G149200.1.p
OG0001680	Av_00007442-RA, Av_00003733-RA	Aqcoe1G204700.3.p, Aqcoe1G204700.2.p, Aqcoe1G204700.5.p, Aqcoe1G204700.4.p, Aqcoe1G204700.1.p, Aqcoe1G204700.6.p
OG0001681	Av_00000002-RA, Av_00017788-RA	Aqcoe5G278500.2.p, Aqcoe5G278500.1.p
OG0001682	Av_00011138-RA	Aqcoe5G204900.1.p
OG0001684	Av_00013743-RA	Aqcoe5G301000.2.p, Aqcoe5G301000.4.p, Aqcoe5G301000.1.p, Aqcoe5G301000.3.p
OG0001685	Av_00001480-RA, Av_00002218-RA, Av_00009626-RA	Aqcoe5G009000.1.p
OG0001686	Av_00005113-RA, Av_00001420-RA, Av_00023546-RA	Aqcoe5G036900.1.p
OG0001687	Av_00016454-RA, Av_00022541-RA, Av_00001051-RA	Aqcoe5G195700.1.p, Aqcoe5G195700.2.p
OG0001688	Av_00000820-RA, Av_00004808-RA	Aqcoe5G148100.1.p
OG0001690	Av_00000064-RA, Av_00000065-RA, Av_00011462-RA	Aqcoe5G279300.2.p, Aqcoe5G279300.1.p
OG0001691	Av_00004849-RA, Av_00003468-RA, Av_00009630-RA	Aqcoe5G006000.2.p, Aqcoe5G006000.1.p
OG0001692	Av_00006670-RA, Av_00016194-RA	Aqcoe5G319800.1.p, Aqcoe5G083800.1.p
OG0001693	Av_00006651-RA	Aqcoe5G383000.1.p
OG0001694	Av_00013768-RA	Aqcoe3G360100.1.p, Aqcoe3G360100.3.p, Aqcoe3G360100.2.p
OG0001695	Av_00017113-RA	Aqcoe3G005300.2.p, Aqcoe3G005300.1.p, Aqcoe3G005200.1.p
OG0001696	Av_00010733-RA, Av_00010511-RA, Av_00015915-RA	Aqcoe3G344900.1.p
OG0001697	Av_00003355-RA, Av_00010827-RA, Av_00005366-RA, Av_00002630-RA, Av_00002629-RA	Aqcoe3G192700.1.p
OG0001698	Av_00011751-RA, Av_00022096-RA, Av_00022688-RA	Aqcoe3G167400.1.p
OG0001699	Av_00012848-RA, Av_00010265-RA	Aqcoe3G437000.2.p, Aqcoe3G437000.1.p
OG0001700	Av_00002727-RA, Av_00000528-RA, Av_00011241-RA, Av_00001785-RA	Aqcoe3G360500.1.p
OG0001701	Av_00009358-RA, Av_00012465-RA	Aqcoe3G175400.1.p
OG0001702	Av_00022638-RA, Av_00009742-RA, Av_00021273-RA, Av_00003949-RA	Aqcoe3G072000.1.p, Aqcoe3G383100.1.p
OG0001703	Av_00019926-RA, Av_00009119-RA, Av_00015603-RA, Av_00017232-RA	Aqcoe3G034000.1.p
OG0001717	Av_00002590-RA	Aqcoe2G359700.1.p, Aqcoe2G364400.1.p, Aqcoe2G077900.1.p, Aqcoe1G376100.1.p, Aqcoe2G179000.1.p
OG0001717	Av_00000421-RA, Av_00015340-RA	Aqcoe5G251500.1.p
OG0001718	Av_00016627-RA	Aqcoe2G258800.1.p
OG0001719	Av_00004925-RA, Av_00005829-RA, Av_00019781-RA	Aqcoe1G435900.1.p, Aqcoe2G113300.1.p
OG0001721	Av_00016333-RA	Aqcoe6G259100.1.p, Aqcoe6G122600.1.p, Aqcoe7G316900.1.p, Aqcoe2G146700.1.p
OG0001723	Av_00021448-RA	Aqcoe2G072400.1.p, Aqcoe2G072400.2.p
OG0001724	Av_00001510-RA	Aqcoe5G066000.2.p, Aqcoe5G066000.1.p, Aqcoe2G322900.1.p
OG0001725	Av_00023167-RA, Av_00019459-RA, Av_00019593-RA, Av_00021203-RA	Aqcoe1G152200.1.p, Aqcoe2G084600.1.p
OG0001726	Av_00011648-RA	Aqcoe2G326200.1.p, Aqcoe2G326100.1.p, Aqcoe3G251000.1.p, Aqcoe6G154700.1.p, Aqcoe5G335500.1.p, Aqcoe6G154800.1.p
OG0001727	Av_00024651-RA	Aqcoe2G066400.1.p
OG0001728	Av_00021741-RA	Aqcoe2G292000.2.p, Aqcoe2G292000.1.p
OG0001729	Av_00000594-RA, Av_00019217-RA	Aqcoe2G367100.5.p, Aqcoe2G367100.1.p, Aqcoe2G367100.2.p, Aqcoe2G367100.3.p, Aqcoe2G367100.4.p
OG0001730	Av_00016245-RA, Av_00020097-RA	Aqcoe2G362300.2.p, Aqcoe2G362300.1.p
OG0001732	Av_00016176-RA, Av_00016066-RA, Av_00020363-RA, Av_00016785-RA	Aqcoe2G333900.1.p, Aqcoe5G060300.4.p, Aqcoe5G060300.2.p, Aqcoe5G060300.3.p, Aqcoe5G060300.1.p
OG0001733	Av_00001158-RA, Av_00019369-RA, Av_00012706-RA	Aqcoe2G207400.3.p, Aqcoe2G207400.1.p, Aqcoe2G207400.4.p, Aqcoe2G207400.2.p
OG0001734	Av_00023559-RA	Aqcoe2G036900.1.p
OG0001735	Av_00011989-RA, Av_00006167-RA	Aqcoe2G103700.2.p, Aqcoe2G103700.1.p, Aqcoe1G083400.1.p
OG0001736	Av_00001572-RA, Av_00013561-RA	Aqcoe1G154900.2.p, Aqcoe1G154900.1.p
OG0001736	Av_00014268-RA	Aqcoe1G488300.1.p
OG0001737	Av_00020196-RA	Aqcoe2G427900.25.p, Aqcoe2G427900.2.p, Aqcoe2G427900.24.p, Aqcoe2G427900.1.p, Aqcoe2G427900.4.p, Aqcoe2G427900.3.p, Aqcoe2G427900.16.p, Aqcoe2G427900.15.p, Aqcoe2G427900.11.p, Aqcoe2G427900.12.p, Aqcoe2G427900.7.p, Aqcoe2G427900.8.p, Aqcoe2G427900.22.p, Aqcoe2G427900.23.p, Aqcoe2G427900.21.p, Aqcoe2G427900.6.p, Aqcoe2G427900.20.p, Aqcoe2G427900.5.p, Aqcoe2G427900.19.p, Aqcoe2G427900.18.p, Aqcoe2G427900.17.p, Aqcoe2G427900.14.p, Aqcoe2G427900.13.p, Aqcoe2G427900.9.p, Aqcoe2G427900.10.p
OG0001738	Av_00008055-RA	Aqcoe2G390600.1.p
OG0001739	Av_00022049-RA	Aqcoe5G090200.1.p
OG0001739	Av_00000752-RA, Av_00021026-RA, Av_00006910-RA	Aqcoe2G291000.1.p, Aqcoe2G291000.2.p
OG0001740	Av_00010058-RA, Av_00007956-RA, Av_00006828-RA, Av_00012149-RA, Av_00005839-RA	Aqcoe2G056400.1.p, Aqcoe3G092800.1.p, Aqcoe4G045300.1.p, Aqcoe7G381200.1.p
OG0001741	Av_00019032-RA, Av_00007301-RA, Av_00000642-RA	Aqcoe2G323100.1.p
OG0001742	Av_00013619-RA, Av_00008258-RA	Aqcoe2G181300.1.p
OG0001744	Av_00010858-RA, Av_00003401-RA	Aqcoe2G405200.1.p, Aqcoe2G405200.3.p, Aqcoe2G405200.8.p, Aqcoe2G405200.6.p, Aqcoe2G405200.5.p, Aqcoe2G405200.7.p, Aqcoe2G405200.9.p, Aqcoe2G405200.10.p, Aqcoe2G405200.2.p, Aqcoe2G405200.4.p
OG0001745	Av_00013412-RA	Aqcoe6G099300.1.p
OG0001745	Av_00020383-RA	Aqcoe5G343700.1.p, Aqcoe6G224400.1.p
OG0001746	Av_00007274-RA, Av_00018302-RA, Av_00001930-RA, Av_00014936-RA, Av_00016307-RA	Aqcoe6G211100.1.p
OG0001747	Av_00012113-RA, Av_00019441-RA, Av_00004058-RA	Aqcoe5G130200.1.p
OG0001747	Av_00014245-RA, Av_00023162-RA	Aqcoe6G235100.3.p, Aqcoe6G235100.2.p, Aqcoe6G235100.1.p
OG0001748	Av_00010210-RA, Av_00024539-RA, Av_00006884-RA, Av_00009978-RA, Av_00004623-RA	Aqcoe6G286600.1.p
OG0001750	Av_00024250-RA	Aqcoe6G174800.1.p, Aqcoe6G174900.1.p
OG0001750	Av_00019429-RA	Aqcoe5G120600.3.p, Aqcoe5G120600.1.p, Aqcoe5G120600.2.p, Aqcoe5G120600.4.p
OG0001751	Av_00018978-RA, Av_00001922-RA, Av_00000491-RA	Aqcoe6G217000.1.p, Aqcoe6G216900.1.p, Aqcoe6G217000.2.p
OG0001752	Av_00009014-RA	Aqcoe6G189000.1.p
OG0001753	Av_00019250-RA	Aqcoe6G121900.1.p
OG0001754	Av_00003164-RA, Av_00013986-RA	Aqcoe6G009300.1.p, Aqcoe6G009300.3.p, Aqcoe6G009300.2.p
OG0001755	Av_00018436-RA, Av_00003324-RA	Aqcoe5G414700.5.p, Aqcoe5G414700.2.p, Aqcoe5G414700.4.p, Aqcoe5G414700.3.p, Aqcoe5G414700.1.p, Aqcoe6G054600.5.p, Aqcoe6G054600.2.p, Aqcoe6G054600.1.p, Aqcoe6G054600.4.p
OG0001757	Av_00007300-RA	Aqcoe6G115100.1.p, Aqcoe6G069500.1.p
OG0001758	Av_00018992-RA, Av_00000501-RA	Aqcoe6G169200.4.p, Aqcoe6G169200.3.p, Aqcoe6G169200.1.p, Aqcoe6G169200.2.p, Aqcoe6G169000.1.p
OG0001759	Av_00021586-RA, Av_00022588-RA	Aqcoe6G123700.1.p, Aqcoe6G123700.2.p
OG0001759	Av_00023953-RA, Av_00011164-RA, Av_00001060-RA	Aqcoe5G231400.1.p
OG0001760	Av_00005581-RA, Av_00006002-RA	Aqcoe4G302600.1.p, Aqcoe7G083800.1.p, Aqcoe4G302600.2.p, Aqcoe4G302600.3.p
OG0001761	Av_00024110-RA, Av_00017497-RA, Av_00008459-RA, Av_00017388-RA	Aqcoe4G036400.1.p, Aqcoe1G221700.1.p
OG0001762	Av_00010762-RA, Av_00017493-RA	Aqcoe4G029100.1.p
OG0001763	Av_00001883-RA	Aqcoe5G289400.1.p
OG0001763	Av_00019140-RA, Av_00010164-RA	Aqcoe4G312000.1.p, Aqcoe4G312000.4.p, Aqcoe4G312000.3.p, Aqcoe4G312000.5.p, Aqcoe4G312000.2.p
OG0001764	Av_00015456-RA	Aqcoe4G040400.1.p
OG0001764	Av_00019477-RA	Aqcoe1G197800.4.p, Aqcoe1G197800.3.p, Aqcoe1G197800.5.p, Aqcoe1G197800.1.p, Aqcoe1G197800.2.p, Aqcoe1G197900.1.p
OG0001765	Av_00018182-RA, Av_00019102-RA, Av_00010212-RA	Aqcoe5G133700.1.p, Aqcoe4G166200.1.p
OG0001766	Av_00001429-RA, Av_00002300-RA	Aqcoe4G163300.1.p
OG0001767	Av_00005468-RA, Av_00024494-RA, Av_00009172-RA, Av_00014769-RA, Av_00002079-RA	Aqcoe7G042500.1.p
OG0001768	Av_00006794-RA, Av_00015735-RA, Av_00023967-RA, Av_00023966-RA, Av_00022525-RA, Av_00008009-RA	Aqcoe7G415700.2.p, Aqcoe7G415700.1.p
OG0001769	Av_00004393-RA, Av_00008235-RA, Av_00008331-RA	Aqcoe7G242400.1.p
OG0001769	Av_00008341-RA, Av_00008738-RA	Aqcoe7G443100.1.p
OG0001770	Av_00007242-RA	Aqcoe7G434100.1.p
OG0001771	Av_00015425-RA, Av_00004154-RA, Av_00010727-RA, Av_00021634-RA, Av_00009042-RA, Av_00007395-RA	Aqcoe7G391400.2.p, Aqcoe7G391400.1.p, Aqcoe7G216100.1.p
OG0001772	Av_00011052-RA, Av_00023599-RA, Av_00004472-RA, Av_00018226-RA, Av_00001034-RA	Aqcoe7G296500.1.p, Aqcoe7G296500.2.p
OG0001773	Av_00018329-RA	Aqcoe7G010600.9.p, Aqcoe7G010600.5.p, Aqcoe7G010600.1.p, Aqcoe7G010600.6.p, Aqcoe7G010600.4.p, Aqcoe7G010600.2.p, Aqcoe7G010600.7.p, Aqcoe7G010600.3.p, Aqcoe7G010600.8.p
OG0001774	Av_00011452-RA	Aqcoe5G422200.1.p, Aqcoe7G055000.1.p, Aqcoe5G421900.1.p
OG0001775	Av_00014321-RA, Av_00010076-RA	Aqcoe7G023700.1.p
OG0001776	Av_00013004-RA, Av_00007245-RA	Aqcoe7G113100.1.p, Aqcoe7G113200.1.p
OG0001777	Av_00014636-RA, Av_00008594-RA	Aqcoe5G468600.3.p, Aqcoe5G468600.2.p, Aqcoe5G468600.1.p, Aqcoe7G004300.2.p, Aqcoe7G004300.4.p, Aqcoe7G004300.1.p, Aqcoe7G004300.8.p, Aqcoe7G004300.5.p, Aqcoe7G004300.3.p, Aqcoe7G004300.6.p, Aqcoe7G004300.7.p
OG0001778	Av_00019582-RA, Av_00021195-RA	Aqcoe7G091500.2.p, Aqcoe7G091500.3.p, Aqcoe7G091500.1.p
OG0001779	Av_00004480-RA, Av_00023593-RA	Aqcoe7G284600.2.p, Aqcoe7G284600.1.p, Aqcoe7G284600.3.p
OG0001780	Av_00024531-RA, Av_00014584-RA, Av_00010432-RA, Av_00020819-RA, Av_00005490-RA	Aqcoe7G026500.1.p
OG0001781	Av_00005472-RA	Aqcoe7G038400.1.p
OG0001781	Av_00011994-RA	Aqcoe1G087800.1.p
OG0001782	Av_00023403-RA, Av_00001151-RA	Aqcoe1G144800.1.p, Aqcoe7G027000.1.p, Aqcoe7G027000.2.p
OG0001783	Av_00014779-RA, Av_00009182-RA	Aqcoe7G409900.1.p, Aqcoe7G409900.2.p, Aqcoe7G409900.3.p
OG0001784	Av_00016859-RA, Av_00018231-RA	Aqcoe7G304800.1.p, Aqcoe7G304800.2.p
OG0001785	Av_00007228-RA, Av_00007227-RA, Av_00012980-RA, Av_00011114-RA	Aqcoe7G125100.1.p
OG0001786	Av_00010856-RA, Av_00005142-RA	Aqcoe1G177000.3.p, Aqcoe1G177000.1.p, Aqcoe1G177000.2.p, Aqcoe1G177100.1.p, Aqcoe1G176900.1.p
OG0001787	Av_00021142-RA	Aqcoe1G068500.1.p
OG0001788	Av_00003072-RA, Av_00015736-RA, Av_00002544-RA	Aqcoe1G286400.1.p
OG0001789	Av_00008659-RA	Aqcoe1G316600.1.p, Aqcoe1G426600.1.p
OG0001791	Av_00008415-RA, Av_00022581-RA, Av_00008416-RA	Aqcoe1G292200.1.p
OG0001793	Av_00005706-RA	Aqcoe1G425500.1.p
OG0001793	Av_00023129-RA	Aqcoe1G314700.1.p
OG0001794	Av_00020544-RA, Av_00014332-RA	Aqcoe1G477400.1.p
OG0001795	Av_00005764-RA	Aqcoe3G152900.1.p, Aqcoe3G215200.2.p, Aqcoe3G215200.1.p, Aqcoe1G402500.1.p
OG0001796	Av_00005049-RA, Av_00003824-RA, Av_00019967-RA, Av_00019966-RA	Aqcoe1G500300.1.p
OG0001797	Av_00001186-RA, Av_00011890-RA, Av_00007021-RA, Av_00021552-RA	Aqcoe1G051600.2.p, Aqcoe1G051600.1.p
OG0001799	Av_00002877-RA, Av_00012563-RA	Aqcoe1G487500.1.p
OG0001800	Av_00013287-RA, Av_00007340-RA, Av_00015287-RA, Av_00002817-RA	Aqcoe1G072700.1.p
OG0001801	Av_00024782-RA, Av_00000274-RA, Av_00003339-RA, Av_00018450-RA, Av_00006336-RA	Aqcoe1G217400.1.p, Aqcoe3G418100.1.p
OG0001802	Av_00000790-RA, Av_00017820-RA	Aqcoe1G009800.1.p
OG0001803	Av_00016332-RA, Av_00021593-RA, Av_00004442-RA	Aqcoe5G188500.1.p
OG0001804	Av_00006320-RA, Av_00007668-RA, Av_00006319-RA	Aqcoe3G370800.1.p
OG0001805	Av_00002025-RA	Aqcoe5G440600.2.p, Aqcoe5G440600.1.p, Aqcoe5G440600.3.p
OG0001805	Av_00022701-RA, Av_00024350-RA	Aqcoe3G238000.3.p, Aqcoe3G238000.1.p, Aqcoe3G238000.2.p
OG0001806	Av_00017868-RA, Av_00017866-RA	Aqcoe5G073700.1.p
OG0001808	Av_00000079-RA, Av_00011485-RA	Aqcoe5G343900.3.p, Aqcoe5G343900.1.p, Aqcoe5G343900.2.p, Aqcoe5G343800.3.p, Aqcoe5G343800.2.p, Aqcoe5G343800.1.p
OG0001809	Av_00017097-RA, Av_00017618-RA	Aqcoe5G478600.2.p, Aqcoe5G478600.4.p, Aqcoe5G478600.3.p, Aqcoe5G478600.6.p, Aqcoe5G478600.5.p, Aqcoe5G478600.1.p
OG0001810	Av_00024872-RA, Av_00021212-RA	Aqcoe5G042200.2.p, Aqcoe5G042200.1.p
OG0001811	Av_00007678-RA	Aqcoe5G041600.1.p
OG0001812	Av_00013856-RA, Av_00011284-RA, Av_00012411-RA, Av_00009296-RA, Av_00005310-RA	Aqcoe3G303700.1.p, Aqcoe3G109200.1.p
OG0001813	Av_00021526-RA, Av_00005507-RA	Aqcoe3G435600.1.p
OG0001814	Av_00006416-RA, Av_00007545-RA, Av_00002704-RA, Av_00005268-RA	Aqcoe3G078600.2.p, Aqcoe3G078600.1.p, Aqcoe3G078600.3.p
OG0001815	Av_00013769-RA, Av_00001784-RA, Av_00011242-RA, Av_00000529-RA	Aqcoe3G359900.1.p
OG0001815	Av_00005246-RA, Av_00002726-RA	Aqcoe3G050700.1.p
OG0001816	Av_00003950-RA	Aqcoe3G073400.1.p, Aqcoe3G384300.1.p, Aqcoe3G384200.1.p
OG0001817	Av_00017118-RA, Av_00020720-RA, Av_00018199-RA, Av_00023235-RA	Aqcoe3G222100.1.p
OG0001818	Av_00023654-RA, Av_00019895-RA, Av_00023653-RA, Av_00013369-RA, Av_00023808-RA, Av_00023809-RA	Aqcoe3G277300.3.p, Aqcoe3G277300.2.p, Aqcoe3G277300.1.p
