Orthogroup	A_vesiculosa.proteins	G_max.proteins
OG0000700	Av_00000997-RA, Av_00008751-RA, Av_00009799-RA	GmISU01.09G066000.8.p, GmISU01.09G066000.3.p, GmISU01.09G066000.7.p, GmISU01.09G066000.6.p, GmISU01.09G066000.10.p, GmISU01.09G066000.5.p, GmISU01.09G066000.4.p, GmISU01.15G163400.7.p, GmISU01.15G163400.1.p, GmISU01.15G163400.2.p, GmISU01.15G163400.8.p, GmISU01.13G086700.4.p, GmISU01.13G086700.5.p, GmISU01.13G086700.3.p, GmISU01.13G086700.2.p, GmISU01.13G086700.6.p, GmISU01.13G086700.1.p, GmISU01.17G041000.2.p, GmISU01.17G041000.1.p, GmISU01.17G041000.3.p
OG0000701	Av_00004560-RA, Av_00004326-RA	GmISU01.06G025200.1.p, GmISU01.04G026900.1.p
OG0000702	Av_00009534-RA	GmISU01.13G329272.2.p, GmISU01.15G001400.2.p, GmISU01.15G001400.3.p, GmISU01.13G329272.1.p, GmISU01.15G001400.1.p, GmISU01.08G300400.6.p, GmISU01.08G300400.7.p, GmISU01.08G300400.8.p, GmISU01.08G300400.4.p, GmISU01.08G300400.1.p, GmISU01.08G300400.3.p, GmISU01.08G300400.5.p, GmISU01.18G065100.2.p, GmISU01.18G065100.3.p, GmISU01.18G065100.1.p, GmISU01.08G300400.2.p
OG0000703	Av_00017404-RA, Av_00013922-RA, Av_00003228-RA, Av_00013920-RA	GmISU01.09G215000.11.p, GmISU01.09G215000.10.p, GmISU01.09G215000.7.p, GmISU01.09G215000.9.p, GmISU01.09G215000.6.p, GmISU01.09G215000.1.p, GmISU01.09G215000.8.p, GmISU01.09G215000.4.p, GmISU01.09G215000.2.p, GmISU01.09G215000.5.p, GmISU01.09G215000.3.p, GmISU01.09G215000.12.p, GmISU01.18G179100.1.p, GmISU01.18G179100.6.p, GmISU01.18G179100.7.p, GmISU01.18G179100.4.p, GmISU01.18G179100.8.p, GmISU01.18G179100.3.p, GmISU01.07G063900.4.p, GmISU01.07G063900.1.p, GmISU01.07G063900.3.p, GmISU01.03G008300.3.p, GmISU01.03G008300.1.p, GmISU01.03G008300.2.p, GmISU01.14G126800.1.p
OG0000704	Av_00018223-RA, Av_00001031-RA, Av_00023597-RA, Av_00011047-RA, Av_00009839-RA, Av_00019913-RA	GmISU01.17G054800.16.p, GmISU01.17G054800.5.p, GmISU01.17G054800.10.p, GmISU01.17G054800.6.p, GmISU01.17G054800.8.p, GmISU01.17G054800.7.p, GmISU01.17G054800.15.p, GmISU01.17G054800.14.p, GmISU01.17G054800.12.p, GmISU01.17G054800.3.p, GmISU01.17G054800.2.p, GmISU01.17G054800.13.p, GmISU01.17G054800.9.p, GmISU01.13G072600.1.p, GmISU01.15G150000.1.p, GmISU01.15G150000.2.p, GmISU01.15G150000.3.p, GmISU01.09G054000.4.p, GmISU01.09G054000.1.p, GmISU01.09G054000.3.p, GmISU01.09G054000.2.p
OG0000705	Av_00003599-RA, Av_00007106-RA	GmISU01.04G127100.1.p, GmISU01.06G196900.1.p, GmISU01.06G071200.1.p
OG0000705	Av_00003586-RA	GmISU01.06G070900.1.p
OG0000705	Av_00019162-RA	GmISU01.06G168000.1.p, GmISU01.04G146000.1.p
OG0000706	Av_00010881-RA, Av_00015219-RA, Av_00014773-RA, Av_00014772-RA	GmISU01.05G174500.2.p, GmISU01.05G174500.1.p, GmISU01.08G011500.1.p, GmISU01.08G011500.2.p
OG0000709	Av_00016777-RA, Av_00020354-RA	GmISU01.10G126500.3.p, GmISU01.10G126500.1.p, GmISU01.10G126500.4.p, GmISU01.20G189100.7.p, GmISU01.20G189100.8.p, GmISU01.20G189100.6.p, GmISU01.20G189100.2.p, GmISU01.20G189100.3.p, GmISU01.20G189100.4.p, GmISU01.20G189100.5.p
OG0000710	Av_00010684-RA	GmISU01.13G001200.1.p, GmISU01.13G001200.2.p, GmISU01.13G001200.4.p, GmISU01.13G001200.3.p, GmISU01.20G048000.1.p, GmISU01.20G176900.1.p, GmISU01.20G176900.2.p
OG0000710	Av_00009479-RA	GmISU01.17G167200.4.p, GmISU01.17G167200.1.p, GmISU01.17G167200.3.p, GmISU01.17G167200.2.p, GmISU01.06G121700.2.p, GmISU01.06G121700.1.p, GmISU01.06G121700.3.p, GmISU01.04G190200.4.p, GmISU01.04G190200.1.p, GmISU01.04G190200.3.p, GmISU01.04G190200.2.p
OG0000711	Av_00009305-RA, Av_00012420-RA, Av_00013793-RA, Av_00001754-RA, Av_00011266-RA, Av_00013868-RA, Av_00011267-RA	GmISU01.17G089900.1.p, GmISU01.17G089900.5.p, GmISU01.17G089900.2.p, GmISU01.17G089900.6.p, GmISU01.17G089900.7.p, GmISU01.17G089900.4.p, GmISU01.05G025700.1.p, GmISU01.05G025700.4.p, GmISU01.05G025700.3.p, GmISU01.05G025700.5.p, GmISU01.05G025700.2.p, GmISU01.04G140200.4.p, GmISU01.04G140200.1.p, GmISU01.04G140200.2.p, GmISU01.06G174100.2.p, GmISU01.06G174100.1.p
OG0000712	Av_00022010-RA, Av_00005322-RA	GmISU01.02G031500.1.p, GmISU01.01G028500.1.p, GmISU01.02G031400.1.p, GmISU01.02G031400.2.p, GmISU01.01G028600.1.p
OG0000712	Av_00008438-RA, Av_00006174-RA, Av_00017848-RA	GmISU01.13G257100.1.p, GmISU01.12G172700.1.p
OG0000713	Av_00018492-RA, Av_00006426-RA	GmISU01.02G019300.1.p, GmISU01.19G017700.3.p, GmISU01.19G017700.2.p, GmISU01.19G017700.1.p, GmISU01.13G043300.4.p, GmISU01.13G043300.1.p, GmISU01.13G043300.2.p, GmISU01.13G043300.3.p
OG0000714	Av_00014256-RA, Av_00015519-RA	GmISU01.07G193200.2.p, GmISU01.07G193200.4.p, GmISU01.07G193200.3.p, GmISU01.20G023400.4.p, GmISU01.20G023400.3.p, GmISU01.20G023400.2.p, GmISU01.20G023400.1.p, GmISU01.01G047200.2.p, GmISU01.01G047200.8.p, GmISU01.01G047200.10.p, GmISU01.01G047200.9.p, GmISU01.01G047200.7.p, GmISU01.01G047200.6.p, GmISU01.01G047200.3.p, GmISU01.01G047200.4.p, GmISU01.01G047200.1.p, GmISU01.01G047200.5.p, GmISU01.02G100400.1.p, GmISU01.02G100400.3.p, GmISU01.02G100400.2.p
OG0000715	Av_00001795-RA, Av_00013763-RA	GmISU01.04G134000.7.p, GmISU01.04G134000.6.p, GmISU01.04G134000.10.p, GmISU01.04G134000.5.p, GmISU01.04G134000.4.p, GmISU01.04G134000.8.p, GmISU01.04G134000.1.p, GmISU01.04G134000.9.p, GmISU01.04G134000.2.p, GmISU01.04G134000.3.p, GmISU01.06G182300.5.p, GmISU01.06G182300.3.p, GmISU01.06G182300.7.p, GmISU01.06G182300.2.p, GmISU01.06G182300.6.p, GmISU01.17G071300.3.p, GmISU01.17G071300.2.p, GmISU01.17G071300.1.p, GmISU01.17G071300.4.p, GmISU01.05G019900.3.p, GmISU01.05G019900.1.p, GmISU01.05G019900.2.p
OG0000716	Av_00010303-RA, Av_00018002-RA, Av_00015653-RA	GmISU01.18G160300.9.p, GmISU01.18G160300.1.p, GmISU01.18G160300.6.p, GmISU01.18G160300.10.p, GmISU01.18G160300.2.p, GmISU01.19G082800.2.p, GmISU01.19G082800.1.p, GmISU01.09G231600.2.p, GmISU01.09G231600.4.p, GmISU01.18G160300.5.p, GmISU01.18G160300.4.p, GmISU01.18G160300.3.p, GmISU01.18G160300.14.p, GmISU01.18G160300.12.p, GmISU01.18G160300.13.p, GmISU01.18G160300.11.p, GmISU01.18G160300.15.p, GmISU01.18G160300.7.p, GmISU01.18G160300.8.p, GmISU01.18G160200.2.p, GmISU01.18G160200.1.p, GmISU01.09G231700.3.p, GmISU01.19G082900.1.p, GmISU01.09G231700.2.p, GmISU01.09G231700.7.p, GmISU01.09G231700.6.p, GmISU01.09G231700.4.p, GmISU01.09G231700.5.p, GmISU01.09G231700.1.p, GmISU01.18G160200.3.p, GmISU01.01G100100.1.p, GmISU01.01G100100.2.p
OG0000722	Av_00008182-RA, Av_00001167-RA	GmISU01.20G080800.1.p, GmISU01.20G081000.1.p, GmISU01.20G081000.2.p, GmISU01.10G235300.1.p
OG0000723	Av_00014589-RA	GmISU01.18G181800.1.p
OG0000723	Av_00003234-RA	GmISU01.16G030400.1.p, GmISU01.07G061400.1.p, GmISU01.09G212200.1.p
OG0000724	Av_00002311-RA, Av_00003428-RA	GmISU01.02G127700.1.p, GmISU01.10G029500.1.p, GmISU01.19G126500.1.p, GmISU01.03G122000.1.p
OG0000724	Av_00014254-RA, Av_00014255-RA, Av_00016246-RA, Av_00015131-RA, Av_00017856-RA, Av_00005120-RA	GmISU01.20G170300.1.p, GmISU01.10G146100.1.p, GmISU01.02G000500.1.p
OG0000725	Av_00011073-RA	GmISU01.06G003000.1.p
OG0000725	Av_00000749-RA	GmISU01.10G014400.1.p
OG0000726	Av_00017519-RA, Av_00014597-RA, Av_00010448-RA	GmISU01.08G017500.1.p, GmISU01.05G180900.1.p
OG0000726	Av_00009428-RA, Av_00001642-RA, Av_00002103-RA, Av_00012951-RA	GmISU01.09G209200.1.p, GmISU01.18G184800.1.p
OG0000728	Av_00011057-RA	GmISU01.12G025300.1.p
OG0000728	Av_00018345-RA, Av_00005130-RA, Av_00005127-RA	GmISU01.19G033000.1.p
OG0000728	Av_00001423-RA	GmISU01.03G121100.1.p, GmISU01.19G125400.1.p
OG0000729	Av_00009010-RA, Av_00004068-RA	GmISU01.06G015500.1.p, GmISU01.04G016700.1.p
OG0000729	Av_00012351-RA	GmISU01.02G269300.1.p, GmISU01.14G001300.1.p
OG0000729	Av_00015898-RA, Av_00013393-RA	GmISU01.16G097100.1.p, GmISU01.09G159000.1.p, GmISU01.11G078000.1.p, GmISU01.11G078000.2.p, GmISU01.11G077900.2.p, GmISU01.11G077900.1.p
OG0000730	Av_00012347-RA	GmISU01.04G000700.1.p, GmISU01.04G000700.2.p, GmISU01.04G000700.4.p, GmISU01.04G000700.3.p, GmISU01.06G000500.3.p, GmISU01.06G000500.4.p, GmISU01.06G000500.1.p, GmISU01.06G000500.2.p
OG0000731	Av_00003074-RA, Av_00007892-RA, Av_00000166-RA	GmISU01.14G022000.1.p, GmISU01.02G250700.1.p, GmISU01.08G282100.2.p, GmISU01.08G282100.1.p
OG0000731	Av_00004877-RA	GmISU01.14G185900.2.p
OG0000735	Av_00023127-RA, Av_00005918-RA, Av_00005654-RA	GmISU01.13G151450.1.p, GmISU01.07G164800.2.p, GmISU01.07G164800.1.p, GmISU01.15G068200.1.p, GmISU01.13G207400.4.p, GmISU01.13G207400.2.p, GmISU01.13G207400.1.p
OG0000736	Av_00004244-RA	GmISU01.14G118200.3.p, GmISU01.14G118200.4.p, GmISU01.14G118200.2.p, GmISU01.17G166600.1.p
OG0000739	Av_00014553-RA, Av_00010391-RA	GmISU01.01G172100.1.p, GmISU01.11G026100.2.p
OG0000739	Av_00015238-RA	GmISU01.01G109400.3.p, GmISU01.01G109400.4.p, GmISU01.01G109400.1.p, GmISU01.09G223300.7.p, GmISU01.09G223300.3.p, GmISU01.18G168900.1.p, GmISU01.18G168900.3.p, GmISU01.09G223300.2.p, GmISU01.09G223300.6.p, GmISU01.09G223300.1.p, GmISU01.09G223300.4.p, GmISU01.09G223300.5.p
OG0000740	Av_00012046-RA, Av_00004665-RA	GmISU01.11G138300.1.p
OG0000740	Av_00010061-RA	GmISU01.13G322400.1.p, GmISU01.15G008500.1.p
OG0000741	Av_00008698-RA	GmISU01.17G172400.1.p, GmISU01.19G068900.1.p, GmISU01.16G050500.1.p, GmISU01.13G071100.1.p, GmISU01.17G056400.1.p, GmISU01.15G148400.1.p, GmISU01.09G052000.1.p
OG0000742	Av_00006796-RA, Av_00008005-RA	GmISU01.08G188000.3.p, GmISU01.08G188000.1.p, GmISU01.08G188000.2.p, GmISU01.08G188000.6.p, GmISU01.07G015000.2.p, GmISU01.07G015000.3.p, GmISU01.07G015000.1.p, GmISU01.08G187900.1.p, GmISU01.07G014900.1.p, GmISU01.07G014900.2.p
OG0000744	Av_00011327-RA, Av_00000973-RA	GmISU01.08G042200.1.p, GmISU01.08G042200.2.p, GmISU01.08G042200.4.p, GmISU01.08G042200.7.p, GmISU01.08G042200.3.p, GmISU01.08G042200.9.p, GmISU01.08G042200.5.p, GmISU01.05G204900.1.p, GmISU01.05G204900.2.p, GmISU01.08G042200.8.p
OG0000745	Av_00023875-RA	GmISU01.19G219300.9.p, GmISU01.19G219300.2.p, GmISU01.19G219300.3.p, GmISU01.19G219300.4.p, GmISU01.19G219300.6.p, GmISU01.19G219300.8.p, GmISU01.19G219300.5.p, GmISU01.19G219300.7.p, GmISU01.03G217800.1.p, GmISU01.03G217800.3.p, GmISU01.03G217800.4.p, GmISU01.03G217800.2.p, GmISU01.07G046000.7.p, GmISU01.07G046000.2.p, GmISU01.07G046000.6.p, GmISU01.07G046000.1.p, GmISU01.16G015700.1.p, GmISU01.16G015700.2.p
OG0000745	Av_00013040-RA, Av_00018875-RA, Av_00009489-RA	GmISU01.04G186600.5.p, GmISU01.04G186600.3.p, GmISU01.04G186600.6.p, GmISU01.04G186600.2.p, GmISU01.04G186600.4.p, GmISU01.04G186600.1.p, GmISU01.06G125100.2.p, GmISU01.06G125100.1.p
OG0000746	Av_00020021-RA, Av_00002920-RA, Av_00020957-RA	GmISU01.03G151300.2.p, GmISU01.03G151300.3.p, GmISU01.03G151300.6.p, GmISU01.03G151300.4.p
OG0000748	Av_00017719-RA	GmISU01.08G009600.1.p
OG0000749	Av_00021238-RA, Av_00020360-RA	GmISU01.09G144200.1.p, GmISU01.07G084800.1.p, GmISU01.08G041100.1.p, GmISU01.05G203700.1.p, GmISU01.20G085500.1.p, GmISU01.10G231300.1.p
OG0000753	Av_00005887-RA, Av_00024101-RA, Av_00003643-RA	GmISU01.08G164000.1.p, GmISU01.03G043100.1.p, GmISU01.01G090100.2.p, GmISU01.01G090100.1.p, GmISU01.07G133500.1.p, GmISU01.18G152900.1.p, GmISU01.13G198400.1.p
OG0000754	Av_00006861-RA, Av_00007915-RA, Av_00010798-RA, Av_00010225-RA	GmISU01.04G044500.1.p, GmISU01.06G043900.2.p, GmISU01.06G043900.1.p
OG0000754	Av_00023909-RA, Av_00019200-RA, Av_00000572-RA, Av_00017453-RA, Av_00017050-RA	GmISU01.10G154900.1.p, GmISU01.10G154900.2.p, GmISU01.20G161500.1.p, GmISU01.20G161500.2.p
OG0000755	Av_00022087-RA, Av_00008733-RA	GmISU01.07G159200.1.p, GmISU01.08G054600.1.p
OG0000755	Av_00021366-RA	GmISU01.09G238300.1.p, GmISU01.09G238800.1.p, GmISU01.20G073600.1.p, GmISU01.10G242600.1.p
OG0000756	Av_00002298-RA, Av_00009689-RA	GmISU01.19G129700.1.p, GmISU01.03G125700.1.p
OG0000758	Av_00012442-RA, Av_00009330-RA	GmISU01.10G206700.1.p, GmISU01.20G114200.1.p, GmISU01.01G194200.1.p
OG0000759	Av_00005271-RA, Av_00002703-RA, Av_00005270-RA	GmISU01.18G101100.1.p, GmISU01.08G267400.6.p, GmISU01.08G267400.7.p, GmISU01.08G267400.8.p, GmISU01.08G267400.5.p, GmISU01.08G267400.4.p, GmISU01.08G267400.2.p
OG0000759	Av_00006543-RA, Av_00016542-RA	GmISU01.08G269900.1.p, GmISU01.18G098900.1.p, GmISU01.18G098900.2.p, GmISU01.02G240500.4.p, GmISU01.02G240500.2.p, GmISU01.02G240500.1.p, GmISU01.14G032500.3.p, GmISU01.14G032500.2.p
OG0000760	Av_00001149-RA, Av_00014345-RA	GmISU01.02G057600.1.p, GmISU01.16G118700.1.p, GmISU01.16G118600.1.p, GmISU01.02G057550.1.p, GmISU01.20G141100.1.p, GmISU01.10G175900.1.p
OG0000761	Av_00017554-RA	GmISU01.18G142900.1.p, GmISU01.07G123700.1.p, GmISU01.01G082100.1.p, GmISU01.03G054900.2.p
OG0000761	Av_00013315-RA, Av_00007368-RA	GmISU01.12G053300.1.p, GmISU01.11G122800.1.p
OG0000761	Av_00017066-RA, Av_00000558-RA	GmISU01.15G130700.1.p
OG0000762	Av_00009660-RA, Av_00002257-RA	GmISU01.02G007700.1.p, GmISU01.10G008300.1.p, GmISU01.03G181900.1.p, GmISU01.19G183200.1.p
OG0000763	Av_00021793-RA, Av_00019622-RA	GmISU01.02G151300.1.p, GmISU01.19G113500.2.p, GmISU01.19G113500.1.p, GmISU01.03G108800.1.p, GmISU01.03G108800.3.p, GmISU01.03G108700.1.p, GmISU01.03G108800.2.p
OG0000764	Av_00001424-RA, Av_00000818-RA	GmISU01.02G129900.2.p, GmISU01.02G129900.1.p, GmISU01.10G027500.1.p, GmISU01.03G120600.1.p, GmISU01.19G124700.1.p
OG0000764	Av_00023733-RA, Av_00000611-RA	GmISU01.20G114700.1.p, GmISU01.20G114700.3.p, GmISU01.10G206100.2.p, GmISU01.10G206100.1.p, GmISU01.02G004600.2.p, GmISU01.02G004600.1.p, GmISU01.02G004600.3.p, GmISU01.10G003200.3.p, GmISU01.10G003200.1.p, GmISU01.10G003200.2.p
OG0000765	Av_00002184-RA	GmISU01.18G158900.5.p, GmISU01.18G158900.4.p, GmISU01.18G158900.1.p, GmISU01.09G232900.1.p, GmISU01.09G232900.5.p, GmISU01.09G232900.4.p, GmISU01.09G232900.7.p, GmISU01.09G232900.8.p, GmISU01.09G232900.2.p, GmISU01.09G232900.3.p, GmISU01.09G232900.9.p, GmISU01.09G232900.6.p
OG0000765	Av_00016386-RA, Av_00012475-RA	GmISU01.10G189000.1.p, GmISU01.20G128600.3.p, GmISU01.20G128600.1.p
OG0000766	Av_00003343-RA	GmISU01.07G144500.1.p, GmISU01.01G074100.1.p, GmISU01.05G204800.1.p
OG0000766	Av_00005776-RA, Av_00004962-RA, Av_00003936-RA, Av_00009116-RA	GmISU01.11G197300.1.p, GmISU01.18G037000.1.p, GmISU01.14G179800.1.p, GmISU01.02G208000.1.p
OG0000766	Av_00017056-RA	GmISU01.17G053300.1.p, GmISU01.07G091000.1.p
OG0000767	Av_00021689-RA, Av_00000354-RA	GmISU01.08G127800.1.p, GmISU01.08G127800.2.p, GmISU01.05G151400.2.p, GmISU01.08G127800.4.p, GmISU01.08G127800.3.p, GmISU01.05G151400.3.p, GmISU01.11G217400.1.p, GmISU01.11G217400.2.p, GmISU01.18G016800.1.p
OG0000767	Av_00010968-RA, Av_00023226-RA	GmISU01.06G095700.4.p, GmISU01.06G095700.3.p, GmISU01.06G095700.2.p, GmISU01.06G095700.1.p, GmISU01.04G093400.1.p
OG0000768	Av_00007297-RA, Av_00023487-RA	GmISU01.14G150700.1.p, GmISU01.02G181600.1.p, GmISU01.04G087600.2.p, GmISU01.04G087600.1.p, GmISU01.06G089600.2.p, GmISU01.06G089600.1.p
OG0000769	Av_00007902-RA, Av_00006873-RA, Av_00010000-RA	GmISU01.14G079100.1.p, GmISU01.17G209000.1.p
OG0000770	Av_00002015-RA	GmISU01.05G072700.1.p, GmISU01.05G072700.2.p, GmISU01.05G072700.3.p, GmISU01.17G158900.9.p, GmISU01.17G158900.8.p, GmISU01.17G158900.5.p, GmISU01.17G158900.2.p, GmISU01.17G158900.1.p, GmISU01.17G158900.3.p, GmISU01.17G158900.7.p, GmISU01.05G072700.4.p, GmISU01.01G145800.6.p, GmISU01.01G145800.16.p, GmISU01.01G145800.2.p, GmISU01.01G145800.7.p, GmISU01.01G145800.17.p, GmISU01.01G145800.9.p, GmISU01.01G145800.15.p, GmISU01.01G145800.23.p, GmISU01.01G145800.22.p, GmISU01.01G145800.21.p, GmISU01.01G145800.24.p, GmISU01.01G145800.18.p, GmISU01.11G051900.1.p, GmISU01.01G145800.19.p, GmISU01.01G145800.20.p, GmISU01.01G145800.5.p, GmISU01.01G145800.3.p, GmISU01.01G145800.4.p
OG0000771	Av_00011162-RA, Av_00012273-RA	GmISU01.04G011300.1.p, GmISU01.04G011300.4.p, GmISU01.04G011300.3.p, GmISU01.04G011300.2.p, GmISU01.06G010200.1.p, GmISU01.06G010200.2.p, GmISU01.12G038400.2.p
OG0000771	Av_00007208-RA	GmISU01.06G027500.1.p, GmISU01.04G028900.1.p, GmISU01.14G068300.2.p
OG0000772	Av_00001765-RA, Av_00013783-RA	GmISU01.05G023200.1.p, GmISU01.05G023200.2.p, GmISU01.05G023200.3.p, GmISU01.05G023200.4.p, GmISU01.17G092800.1.p
OG0000772	Av_00007554-RA	GmISU01.20G027200.2.p, GmISU01.20G027200.3.p, GmISU01.20G027200.8.p, GmISU01.20G027200.7.p, GmISU01.20G027200.5.p, GmISU01.20G027200.6.p, GmISU01.20G027200.1.p, GmISU01.20G027200.4.p, GmISU01.07G194500.1.p
OG0000773	Av_00003708-RA, Av_00005988-RA, Av_00005591-RA, Av_00010649-RA, Av_00014161-RA, Av_00010625-RA	GmISU01.11G058400.1.p, GmISU01.09G089800.1.p, GmISU01.09G010100.1.p, GmISU01.19G170500.1.p, GmISU01.04G087800.1.p, GmISU01.15G106900.1.p, GmISU01.07G228200.1.p, GmISU01.08G156100.1.p, GmISU01.13G176600.1.p
OG0000775	Av_00008445-RA, Av_00006180-RA	GmISU01.15G101400.1.p, GmISU01.09G004400.1.p, GmISU01.09G004300.1.p, GmISU01.15G101300.1.p, GmISU01.14G133000.1.p, GmISU01.15G102800.1.p, GmISU01.09G006000.1.p, GmISU01.17G010000.1.p, GmISU01.17G009900.1.p, GmISU01.07G224700.1.p, GmISU01.07G224600.1.p, GmISU01.09G004200.1.p, GmISU01.15G101200.1.p
OG0000776	Av_00014115-RA, Av_00005928-RA, Av_00008728-RA, Av_00022091-RA	GmISU01.13G155200.1.p, GmISU01.07G161100.2.p, GmISU01.07G161100.1.p, GmISU01.15G065300.1.p
OG0000776	Av_00010863-RA, Av_00020259-RA, Av_00015832-RA	GmISU01.06G252100.1.p, GmISU01.12G096300.1.p, GmISU01.12G096300.2.p
OG0000777	Av_00023868-RA	GmISU01.05G145700.1.p, GmISU01.05G145700.2.p, GmISU01.08G121500.1.p, GmISU01.08G121600.1.p, GmISU01.05G145800.1.p, GmISU01.18G012000.1.p, GmISU01.11G143700.1.p
OG0000778	Av_00020918-RA, Av_00006282-RA, Av_00015839-RA	GmISU01.07G009100.1.p
OG0000778	Av_00013605-RA, Av_00020103-RA, Av_00001123-RA	GmISU01.04G055900.2.p, GmISU01.04G055900.1.p, GmISU01.06G055800.1.p, GmISU01.17G192000.1.p, GmISU01.14G096600.1.p
OG0000779	Av_00004633-RA, Av_00004252-RA	GmISU01.08G035800.1.p, GmISU01.05G197900.1.p, GmISU01.07G078600.1.p, GmISU01.09G151100.1.p
OG0000779	Av_00021557-RA, Av_00007657-RA	GmISU01.08G252600.1.p, GmISU01.18G114200.1.p
OG0000779	Av_00003048-RA	GmISU01.14G011400.1.p, GmISU01.08G296600.1.p, GmISU01.18G067000.1.p
OG0000780	Av_00019284-RA, Av_00008901-RA	GmISU01.08G026900.4.p, GmISU01.08G026900.1.p, GmISU01.08G026900.6.p, GmISU01.08G026900.5.p, GmISU01.05G190400.1.p, GmISU01.05G190400.4.p, GmISU01.05G190400.5.p
OG0000780	Av_00009373-RA, Av_00001600-RA	GmISU01.14G089700.5.p, GmISU01.14G089700.4.p, GmISU01.14G089700.2.p, GmISU01.17G198300.1.p, GmISU01.14G089700.1.p, GmISU01.14G089700.3.p, GmISU01.09G119400.2.p, GmISU01.16G172400.1.p
OG0000782	Av_00002625-RA, Av_00005373-RA, Av_00003360-RA, Av_00010832-RA	GmISU01.11G228800.1.p, GmISU01.11G228800.5.p, GmISU01.11G228800.4.p, GmISU01.11G228800.3.p, GmISU01.11G228800.6.p, GmISU01.11G228800.7.p, GmISU01.11G228800.11.p, GmISU01.11G228800.9.p, GmISU01.11G228800.10.p, GmISU01.18G005300.1.p, GmISU01.18G005300.3.p, GmISU01.18G005300.2.p
OG0000783	Av_00005078-RA	GmISU01.08G215800.1.p, GmISU01.15G186100.1.p
OG0000785	Av_00013157-RA	GmISU01.10G086200.1.p, GmISU01.02G162000.2.p, GmISU01.02G162000.3.p, GmISU01.02G162000.1.p
OG0000785	Av_00003879-RA	GmISU01.02G213400.2.p, GmISU01.02G213400.3.p, GmISU01.02G213400.1.p, GmISU01.02G213400.4.p, GmISU01.14G060900.4.p, GmISU01.14G060900.2.p, GmISU01.14G060900.1.p
OG0000786	Av_00016289-RA, Av_00021836-RA	GmISU01.19G058900.1.p, GmISU01.19G063400.1.p, GmISU01.16G056400.1.p, GmISU01.19G063400.2.p
OG0000787	Av_00009198-RA, Av_00014788-RA	GmISU01.06G113600.1.p, GmISU01.06G113600.2.p, GmISU01.04G196800.4.p, GmISU01.04G196800.1.p, GmISU01.04G196800.2.p, GmISU01.04G196800.3.p
OG0000787	Av_00005498-RA, Av_00020834-RA, Av_00010443-RA	GmISU01.05G182300.2.p, GmISU01.05G182300.3.p, GmISU01.05G182300.4.p, GmISU01.08G018900.18.p, GmISU01.08G018900.13.p, GmISU01.08G018900.16.p, GmISU01.08G018900.15.p, GmISU01.08G018900.19.p, GmISU01.08G018900.17.p, GmISU01.08G018900.8.p, GmISU01.08G018900.9.p, GmISU01.08G018900.14.p, GmISU01.08G018900.1.p, GmISU01.08G018900.4.p, GmISU01.08G018900.3.p
OG0000788	Av_00022311-RA	GmISU01.19G066000.6.p, GmISU01.19G066000.2.p, GmISU01.19G066000.3.p, GmISU01.19G066000.8.p, GmISU01.19G066000.4.p, GmISU01.19G066000.5.p, GmISU01.19G066000.7.p, GmISU01.19G066000.1.p, GmISU01.16G053900.2.p, GmISU01.16G053900.6.p, GmISU01.16G053900.4.p, GmISU01.16G053900.3.p, GmISU01.16G053900.5.p, GmISU01.16G053900.1.p, GmISU01.05G067200.1.p, GmISU01.05G067200.2.p, GmISU01.19G057500.4.p, GmISU01.19G057500.5.p, GmISU01.19G057500.2.p
OG0000788	Av_00013811-RA, Av_00011196-RA	GmISU01.04G156732.1.p, GmISU01.06G157600.4.p, GmISU01.04G156666.1.p, GmISU01.06G157600.2.p, GmISU01.06G157600.1.p, GmISU01.06G157600.3.p
OG0000789	Av_00007543-RA, Av_00006418-RA	GmISU01.20G028300.4.p, GmISU01.20G028300.3.p, GmISU01.20G028300.1.p, GmISU01.07G195700.1.p
OG0000797	Av_00001379-RA	GmISU01.08G085700.2.p, GmISU01.05G113400.2.p, GmISU01.08G085700.1.p, GmISU01.05G113400.1.p
OG0000797	Av_00015091-RA	GmISU01.08G085400.1.p
OG0000798	Av_00008483-RA, Av_00017360-RA, Av_00017320-RA	GmISU01.13G277600.1.p, GmISU01.12G151300.1.p, GmISU01.12G079100.1.p, GmISU01.11G148300.1.p, GmISU01.11G148600.2.p, GmISU01.11G148600.1.p, GmISU01.11G148400.1.p
OG0000799	Av_00006459-RA	GmISU01.15G096200.2.p, GmISU01.15G096200.1.p, GmISU01.07G218600.1.p, GmISU01.17G015500.1.p
OG0000800	Av_00014892-RA, Av_00008111-RA, Av_00001229-RA	GmISU01.13G157300.5.p, GmISU01.13G157300.6.p, GmISU01.13G157300.2.p, GmISU01.13G157300.1.p, GmISU01.13G157300.3.p, GmISU01.15G190600.5.p, GmISU01.15G190600.3.p, GmISU01.15G190600.6.p, GmISU01.15G190600.1.p, GmISU01.15G190600.2.p, GmISU01.04G105800.2.p, GmISU01.04G105800.1.p, GmISU01.04G105800.3.p, GmISU01.04G105800.5.p, GmISU01.04G105800.4.p, GmISU01.04G105800.6.p, GmISU01.06G267100.1.p, GmISU01.06G267100.2.p, GmISU01.20G034100.1.p, GmISU01.20G034100.2.p, GmISU01.13G050200.1.p
OG0000803	Av_00009700-RA, Av_00002310-RA	GmISU01.10G146200.1.p, GmISU01.20G170200.2.p
